prospect_AgencyID,prospect_NumberCars,prospect_MiddleInitial,prospect_MaritalStatus,prospect_AddressLine1,prospect_Gender,prospect_CreditRating,prospect_Income,prospect_Country,prospect_Age,prospect_PostalCode,prospect_NumberCreditCards,prospect_AddressLine2,prospect_State,prospect_NumberChildren,prospect_Phone,prospect_OwnOrRentFlag,prospect_Employer,prospect_NetWorth
Yyq12335,4.0,X,S,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,,581.0,340354.0,,11.0,fmpgrqjhn,2.0,aeducaozgcf,CA,,1-451-246-5046,O,FMC Technologies,3926121.0
jpi12336,5.0,,,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,,592.0,391742.0,United States of America,59.0,Emwooe,4.0,dctcmavfjqicjqepiiatagkmsmcyacdgz,SC,4.0,1-071-040-9433,O,Northwestern Mutual,3507757.0
TXS12337,3.0,Y,S,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,,532.0,234033.0,Canada,65.0,IKKRWSLKGQ,9.0,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl,VA,0.0,1-777-537-6703,R,Dick's Sporting Goods,1189997.0
Wzq12338,0.0,,M,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,,367.0,77427.0,United States of America,16.0,IOCJG,3.0,,Nova Scotia,4.0,1-456-828-2283,O,Cracker Barrel Old Country,
Zoq12339,0.0,,D,Cltsbtnldymccpnlqmaxflqanzauivfyt,,429.0,172000.0,United States of America,4.0,FXQWEWLGAOEF,3.0,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc,MS,0.0,1-376-399-5665,U,D.R. Horton,1118649.0
YBB12340,,,M,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,,384.0,91479.0,United States of America,66.0,UIUPOIYDGGBW,5.0,Tccicssgkktpqfdorlyspctbtbsrzchxifaa,NH,0.0,1-368-057-7078,U,State Street Corp.,1333706.0
Qoi12341,1.0,,W,CRUJZQQHILUWTV,,561.0,465301.0,United States of America,94.0,ZODFHIRBAGM,2.0,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO,RI,0.0,1-860-372-0824,O,Equifax,
Seu12342,3.0,d,M,ggcqzllipgvwxuftncrpliizkbf,m,777.0,187951.0,United States of America,33.0,Rmlamzvq,2.0,rxqktcxelvobm,KS,,1-021-429-1355,,Urban Outfitters,2710824.0
Amj12343,4.0,b,S,Fxasglfnj,M,,329347.0,United States of America,0.0,SBUJM,1.0,,OH,0.0,1-065-885-3472,O,Oneok,219055.0
Udk12344,2.0,,M,Eugfaoqlzfyojgmijiydhle,M,619.0,395829.0,United States of America,78.0,Csblvuodtld,9.0,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP,DC,1.0,1-064-681-3668,O,Avnet,1564393.0
xax12345,2.0,,S,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,,720.0,182499.0,,18.0,AQPVZNWZBA,2.0,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo,DC,0.0,1-156-133-8390,R,Hanesbrands,372900.0
Reh12346,2.0,m,W,JKTDLAI,,785.0,390516.0,United States of America,7.0,Ijyuumn,2.0,MOUWETJ,IA,4.0,1-033-843-1781,R,Terra Industries,475767.0
Biz12347,0.0,y,,Xgacqkbnkftlujscs,M,830.0,219352.0,,58.0,uprxmlrmh,6.0,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg,WY,3.0,1-658-506-7867,O,Guess,2231232.0
HLG12348,1.0,K,M,DCVDKFSQLGFBEXRLSVCIJPNDE,M,599.0,201633.0,United States of America,52.0,Luonuot,10.0,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc,CT,2.0,1-564-816-7458,,Arrow Electronics,1876944.0
Hht12349,5.0,Z,M,dkmipfccbidbpahkufrvlzyc,F,367.0,265623.0,Canada,25.0,PSLXNT,3.0,Ebepetbuxvkufsqkayuvhpucrlxsnyspaymoctqkwzetvfmapleqqvrdauftuz,MD,4.0,1-271-319-4927,R,Verizon Communications,3644601.0
Nbw12350,,y,M,AXGRQWAWKOONZCPSTRTMHHNSEWOBOLHKTHTCQRHZRLRPRVPNNYGSS,F,468.0,273768.0,United States of America,2.0,kraliogismd,2.0,Ulqxfikfunjpaykurxhbvfuexfimnex,AL,0.0,1-689-967-3402,O,XTO Energy,3532868.0
Kcr12351,5.0,e,S,fosiybnvugdeqtmdzw,f,,349125.0,United States of America,6.0,vrstcf,8.0,Ulydyfqjqvarcrvragfrnlvgzapotkiapxvbmxiudwjfaitxunjpwpxfrdgcfayxo,IN,4.0,1-627-690-5332,O,Live Nation,943201.0
nfn12352,,g,M,zlyyvhldfvkaisuhmiqtskbgedfsaveoxqeosm,,559.0,49634.0,Canada,14.0,YZMSGBOIVC,6.0,Vilqceklokxeyiltxtcktngmzbocsxhbprorhmtntzuetmlqzhxtrhxazfddgotnoiac,KY,0.0,1-078-269-4827,,BlueLinx Holdings,3621543.0
lej12353,5.0,,M,Xodmvxvrtlvlhpqtwlwrkuascczrrbcyjihtdtnxfppnaxgftyrmn,F,438.0,397349.0,United States of America,85.0,OURBCX,7.0,LGIZZHUZNGUWPOCXOBQYCMQ,UT,3.0,1-981-819-0226,O,E.W. Scripps,1437447.0
Dkh12354,2.0,,U,Zslvamsjkhuxkooibroamwramdmsfmpzjv,F,673.0,487256.0,Canada,88.0,Glzqu,2.0,Upyqbkkhfehtuaadtve,RI,4.0,,O,Kimberly-Clark,1855555.0
Jmu12355,3.0,,U,Wrhrlxotstgtplarlkakldmmugrlytzfcyujzicr,m,515.0,134758.0,,89.0,BJZJOPEJTD,6.0,Zvohrvtgmgelfboqmptgpjglwmujwcpvfjdzxrmbzfmfilrtx,CO,1.0,1-869-240-7368,O,Alliance One International,608023.0
UET12356,3.0,m,M,AEVTUHNXJWOGIPZZZSIAPBHOESECGRIBWNOLCFRSPDTORXOKXEKO,m,622.0,138928.0,United States of America,85.0,Uscqjgtn,2.0,SXGHFQJVFNQCNAYGDDXRPCVMFTMZKVXREPWLFLJGDT,WV,4.0,1-005-825-0378,O,Marshall & Ilsley Corp.,3844035.0
HBD12357,5.0,,M,Ppedfnihmiwqwrnifqewecwnfmywpzyadjfepcifjgejlpf,F,450.0,468204.0,United States of America,28.0,Yhocsmd,5.0,Ljohpjjrpdafumtivfvwtv,MD,2.0,1-550-232-7095,O,Weyerhaeuser,760980.0
CVP12358,4.0,,U,buqhyxhbziclxaknuotlljnug,,322.0,366485.0,,50.0,Ivfut,4.0,Gjyadzptnbhvkqlomrnsrhaghhbxtacwwxtndltwvlxjvwesumdotksgrwrbxavrqqicehzlg,NC,2.0,1-441-183-0203,O,Total System Services,1447499.0
Crt12359,1.0,M,M,npekvhcbfudijhcvylvjhqjeclrwopataowefaztagai,,320.0,421887.0,United States of America,38.0,Rotxrrmgdvu,3.0,Cbjmvalzeqnzjzsakyrpyvtosuubxtqqnhosysqumd,PA,4.0,1-722-499-0904,R,Catalyst Health Solutions,3638596.0
Wpb12360,0.0,M,M,vumufhnsmvoqrokwzehkvmkoica,,517.0,303550.0,United States of America,95.0,Tuycfjiqoadz,6.0,Yzwqcdiyczcvbkiakjweulqxzohsvhbszckmglrmmckvgxjxciahipubvjmogixnfpgewxwydlm,TN,4.0,1-053-812-0000,O,Bucyrus International,
Rxl12361,1.0,y,S,XJMGEZXZFXORVEQSCGTQPFBRMQVCTARARZXDSYHDRPUXJBGUBCDQFRENGQHPEWYSFFRIQVNMQPSH,,847.0,385748.0,United States of America,43.0,AEOJZL,1.0,imlwowgebmnrdizjotwkltyjysfhbujikqpacbvvjuyhzisuuurlldtgmzdkq,WY,2.0,1-342-699-7081,O,,1948905.0
Lrr12362,4.0,,M,Whkfgxcjknximlvavgtavxmikeeuplswvzwltzkvyfdl,F,377.0,275089.0,United States of America,25.0,Ftcpjpmbisg,6.0,Osahgubiubfkfukczwkldvbxjxrbbtwwybtfmcjogvjfbrkvbcomqiqfugplcixvcugjmhizovcigsjr,WI,0.0,1-229-296-6636,R,Goodrich,304815.0
Bfb12363,5.0,j,U,Iwejhmnvlussnvpumyrwpbnyoolnsfbkonoiwuaojkklluwv,,640.0,,United States of America,15.0,XOBMLYPREU,5.0,OOWQOIPSJNQ,NM,0.0,1-343-075-0765,,Patterson,558307.0
gpu12364,4.0,,U,OBDRHLPVDQJKAAEEBC,f,562.0,79502.0,Canada,48.0,Ejyssq,4.0,Wynjsfeupvtypzpwgm,OK,1.0,1-895-511-6738,O,National Semiconductor,3234886.0
Ymp12365,2.0,,M,avftinpwwknpsptphkfoauudhvzgcnsucpfpayjxqvbegcrblfbomuuuvvniv,,795.0,184945.0,Canada,60.0,boekodks,7.0,pqwxtnwrozlslejiafa,MO,2.0,1-014-076-7861,O,Macy's,
qxf12366,4.0,B,S,WLNJAQJMNJDCTXIBCERPPYSIFUUIWUDSCTNBEFRDUZKUCVH,f,786.0,232156.0,Canada,27.0,PCUVVL,10.0,olbqjvewdkneqffmajimgbvhbijwtqhruofpy,Quebec,1.0,1-957-233-0645,O,Amerigroup,2773715.0
MIT12367,2.0,,,XSZYNSVTSVIKQRMWJOHBAEWHGGBPOKHWIMYRQFWDAKEJHUAD,F,755.0,89307.0,United States of America,69.0,,3.0,Jsgkstgcvqygwxrmffeldsaxccuxsxyxzkh,AK,2.0,1-149-424-0447,O,PharMerica,1110617.0
Tjw12368,1.0,,U,Kkklhfpmdeevzbfjwctkpylygbheprtvkwgjddlcnkqnnxxwgdpnggjo,M,343.0,135666.0,United States of America,,bzeewf,,,UT,3.0,1-352-408-0065,O,ArvinMeritor,621973.0
Noh12369,0.0,,M,FWSCHEUIBKC,,602.0,323531.0,United States of America,68.0,Wnyecu,,Ltahtbkfodfhkrhqdwjytghaxepmrahhzanmkxqseerfztqofocqowxnsaduvikivtbs,CO,5.0,1-739-817-4187,O,ServiceMaster,1623310.0
Spc12370,2.0,,,mplhsbmatapdbncakfgnidensbubcjwgmqtioqsandqqitpeyjnoyjbfbqcsmxzonoongnma,,821.0,339361.0,Canada,46.0,Grcps,6.0,Aqgbrcsddaowx,NH,1.0,1-324-156-5529,O,Hasbro,776607.0
igo12371,,,D,Opynogwovnuyciqwaqkodemqvpimtrbsoqtkchbuggqdla,M,459.0,423104.0,United States of America,93.0,JVDLOMALMV,5.0,ZRVHFMNPIWYIEEPPFWVQJAMGWFFVJZZZPZURZHXFSJPCURJSXAYHIQQFGJEQSVXGDZDYOVLFWOT,AZ,3.0,1-266-320-6902,R,American Express,2625256.0
uzz12372,2.0,,S,Knikjjhnntssdqzhekaoarkbvoinjeynysqfkpodelpfiksvmcbfgsufxfnkgo,,381.0,44160.0,United States of America,46.0,Snclhefpg,6.0,Ckendpkzpkvwzqxbxwgmefag,KS,5.0,1-357-350-5117,O,Verso Paper,3043190.0
owt12373,4.0,K,S,miewnhnanfwhoidmmx,F,590.0,70979.0,United States of America,,JAKQDRDV,,Hrdobnfocmomzritqlvqtmyeqcqumymx,IN,1.0,1-802-031-7820,U,,99348.0
Ild12374,0.0,D,U,Mnkgacsmyvqxerbdbkwzsaqcbcipkglwwuzwlynv,,791.0,277820.0,Canada,62.0,Ojxghfltaj,3.0,Pjwjkxuynthcmobgzkefycar,HI,5.0,1-541-114-9961,O,Assurant,3510081.0
PFB12375,1.0,,M,knnkebjfjutsmhrmdrsarupihgmzmedaodftplxjquobulpmkxbtjtq,f,478.0,86177.0,,24.0,Rhmiidbwcux,6.0,,AL,0.0,1-279-756-7413,O,LandAmerica Financial Group,853025.0
blg12376,5.0,,M,RXRTDNYBFDNXFMZPUYCLSZLFFRHOZHDWAB,M,676.0,205337.0,United States of America,9.0,Butstuo,8.0,Buipprqsxihwpnxlftplychnojuhqjcgymuhylplbakjfuhdldonfofjbreetbjyynjloxathamh,KY,4.0,1-403-537-6350,U,"Toys ""R"" Us",2285622.0
Bnr12377,0.0,S,W,NFHKLZZRRINSIQIQCAIUIFGKOBWFFUDWBKQMTFQM,f,807.0,,Canada,74.0,HLRSLO,1.0,Mypnbczgczswbqqzhsvqzvlrbsrrpamftclincfwmlpf,AR,5.0,1-636-886-1002,R,Enbridge Energy Partners,549301.0
SLS12378,3.0,r,M,mumckmmlvabehoxggjdwwrqihzgldvipoqjhnbwgazvxpozknwtkcbxyxzmbuvqvozobekibrjioq,m,546.0,155551.0,Canada,23.0,Uvwpqjrl,5.0,toitats,ND,4.0,1-666-885-8284,R,Clorox,3029297.0
ELV12379,2.0,,M,RATCDHSNFGQMXOQMCLBLSRGGDRUXHHXMPIOJYZXXEHUFHFWPHMDTPTQWZOLSWJNCNHKSOWFOQJLU,f,842.0,,Canada,98.0,QPHSBQQD,2.0,Oyxiijbtbyqfmmfnlmlbjadigtmasovhrpsdduz,Saskatchewan,,,,Pacer International,3389391.0
WHJ12380,3.0,,S,Prcdqdzaslvaeondnudwekevvmvsrldyhxtvjrqcafjewabciiqn,,337.0,,United States of America,1.0,Evcuijautmhz,6.0,yppesqcifoifxlxarhlebyuqtkhbdmwgmdi,AK,3.0,1-531-384-7290,O,Deere,
Ezu12381,5.0,q,U,leqphxedqrltkxikfshoojdwgsfwywdkqeejvkmestzgifymxlrbxfxukmh,,374.0,372517.0,United States of America,34.0,Irlevvp,6.0,Nlbmylooipwetqlmncyayrpikxuigeappxtfvozycgnzpsqbbsyflaatgtojm,ND,5.0,,O,General Dynamics,446365.0
Fdz12382,1.0,,S,YDESHQBKBJFQIFEDPADFOPVKCOMDBD,f,497.0,270701.0,United States of America,99.0,WFDLLOHMC,1.0,Zivcdymssfufdlzlfxzjxuckmcxugdnsfgbxbkxxygcbdxnwjzyryqdluykbwcfbtkpqtc,MA,3.0,1-751-601-1791,O,Apple,3767300.0
BOZ12383,1.0,l,D,Gfpqssyutbsjcmwcuwjlcyrkhyjsaqvxevuwdidmiyqdzaxtsirdzjofxbkiwdjmjitclvgssctfl,,728.0,322871.0,United States of America,87.0,lzxic,2.0,VJTGFDG,MN,0.0,1-596-454-7271,O,Fastenal,752869.0
ula12384,1.0,,M,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,f,446.0,193123.0,United States of America,38.0,THLELMIIOPSO,1.0,KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,HI,5.0,1-464-722-1476,O,Regal-Beloit,3299323.0
Eio12385,2.0,S,M,CMEPTXHZJBCIENP,F,362.0,139131.0,United States of America,47.0,Tvrenwds,4.0,WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,Ontario,2.0,1-260-886-5844,,Commercial Metals,1687635.0
RNW12386,1.0,,D,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,,558.0,389575.0,,33.0,DGDMZE,5.0,Dgdftcffyodeedljtifjlhnzuqp,NH,4.0,1-126-576-6517,O,RSC Holdings,493499.0
iqc12387,5.0,j,M,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,f,737.0,124757.0,United States of America,18.0,KZOKZGON,0.0,YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,CO,0.0,1-310-382-7239,O,Acuity Brands,1524819.0
Uvu12388,5.0,x,M,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,,423.0,187241.0,United States of America,54.0,Preofaasp,2.0,Gteuutriunhy,IA,3.0,1-973-649-2770,O,Franklin Resources,799865.0
RMU12389,1.0,,M,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,F,437.0,412946.0,United States of America,92.0,Arolnjwql,2.0,Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,Saskatchewan,0.0,1-603-254-1193,O,Toll Brothers,137128.0
Qol12390,2.0,,U,cdqjpdcnvphgyowrzpqxsbqp,,,231999.0,United States of America,46.0,Dgmgpji,10.0,Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,TX,4.0,1-738-319-9493,O,State Farm Insurance Cos.,
Amf12391,5.0,,U,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,,431.0,329973.0,United States of America,35.0,HBFOFS,,Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,FL,0.0,1-913-322-1646,R,Applied Industrial Tech,3002992.0
Pjr12392,0.0,D,S,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,M,,83777.0,Canada,40.0,Vhatf,5.0,ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,FL,2.0,1-613-013-5722,O,Rockwood Holdings,2854988.0
RXQ12393,2.0,n,W,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,,571.0,360115.0,Canada,33.0,RDRAMBZBCW,7.0,xsnwxrcaees,AL,2.0,1-994-822-8114,O,American Express,728117.0
Ayv12394,5.0,s,U,Soryitlapmowsadnlvchveokklxookzonqxk,,673.0,393739.0,United States of America,12.0,wlmokndq,7.0,bleuzxckenimoqrbobglinrrfdqz,Quebec,3.0,,R,,2977729.0
Qvq12395,4.0,,S,Fgnzftbclcypab,,651.0,213439.0,United States of America,44.0,YEJHQ,0.0,LHZNYHF,FL,2.0,1-564-974-0346,O,SPX,2974231.0
Msc12396,2.0,,M,pcbxpspjwqblpjximoju,,477.0,215466.0,United States of America,86.0,Pypqknotmo,3.0,Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,British Columbia,1.0,1-320-612-8246,O,National Fuel Gas,1781654.0
AAD12397,3.0,r,S,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,f,574.0,367039.0,United States of America,84.0,tkumugkwn,7.0,Tlhnlpxbsfbnastanut,UT,3.0,1-033-327-5291,O,Legg Mason,3947222.0
Ksd12398,4.0,R,S,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,m,598.0,414092.0,United States of America,35.0,IMDKCCQLWQO,3.0,Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,UT,4.0,1-251-092-1822,O,NiSource,789121.0
wje12399,1.0,,W,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,,696.0,488857.0,United States of America,66.0,Akmoeqegxd,2.0,Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,KS,1.0,1-817-953-2568,O,Superior Energy Services,1694479.0
Toj12400,2.0,,W,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,M,680.0,,United States of America,14.0,,4.0,Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,VA,1.0,1-717-243-4473,O,Amgen,1826295.0
LLM12401,5.0,K,S,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,m,439.0,430729.0,Canada,54.0,Voyxovaiirx,,Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,NJ,2.0,1-995-136-3052,O,,713387.0
emz12402,,,M,jqarmtkc,,376.0,344388.0,United States of America,70.0,Cekhkqzsxna,6.0,Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,Saskatchewan,,1-456-742-3894,O,Colgate-Palmolive,702411.0
Kax12403,2.0,L,W,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,m,620.0,353243.0,United States of America,60.0,Bqvrgxrx,1.0,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,DC,0.0,1-841-417-3688,U,MPS Group,3262570.0
LCR12404,5.0,C,U,vbwzwiounrpebdrgcnvmckyrjbrscw,F,322.0,482367.0,United States of America,29.0,VFRPJYJOKQHZ,9.0,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,CO,2.0,1-827-234-7172,O,PepsiCo,1674162.0
Xvw12405,0.0,H,U,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,,404.0,111328.0,United States of America,29.0,toqejvqej,7.0,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,KY,5.0,1-346-974-4455,O,Enersys,2749267.0
KLS12406,5.0,,S,Owsfsfrmywosbeskatmslfccpyrdi,m,615.0,258347.0,United States of America,88.0,ndfkjvzztion,4.0,Ertymmqevukrli,HI,2.0,1-092-864-9544,O,ConocoPhillips,2044557.0
ymw12407,5.0,e,S,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,m,311.0,213457.0,United States of America,48.0,qrsbkewewd,3.0,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,WV,2.0,1-201-722-8658,O,Exide Technologies,3648336.0
Qlz12408,2.0,,U,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,,,279946.0,United States of America,50.0,NMGYYWGD,10.0,Huvujeqkbwmexyuzugelhqmcurawvbpm,TN,2.0,1-587-542-6495,O,Dow Chemical,1619437.0
Ron12409,,z,D,Jlnvlkeg,M,454.0,278730.0,Canada,98.0,OLGCVBOIL,4.0,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,ID,2.0,1-883-450-0305,R,Knight,
Pak12410,0.0,,M,yhfonjrzlcxxjyueemescvklrdl,f,726.0,345862.0,United States of America,2.0,Tpjhe,7.0,Yfodxskjhthwxbhymeqepgjqcejet,MO,5.0,1-166-112-8083,R,General Growth Properties,3103571.0
zru12411,4.0,,,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,,630.0,80008.0,United States of America,32.0,vlngdbxrcmzf,8.0,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,MI,0.0,1-030-060-2840,O,Hewitt Associates,3082143.0
SPF12412,0.0,,M,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,l,568.0,112907.0,Canada,20.0,Sjklxhigz,4.0,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,MS,,1-443-628-4342,R,Inergy Holdings,2350906.0
Jkv12413,3.0,B,U,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,,661.0,456503.0,Canada,72.0,QKYPBVGP,8.0,Lqsrookaiyuftmxftmixwcuvwcjtyuo,AZ,3.0,1-661-029-8310,O,Rockwell Automation,2329279.0
KTR12414,0.0,,M,Tdflapskkiaujthpyalamnapxnacsmfdl,f,427.0,357698.0,Canada,,Adisxqrb,3.0,,New Brunswick,0.0,1-698-663-8884,R,SkyWest,3979805.0
WJW12415,1.0,,U,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,,381.0,161512.0,United States of America,19.0,onlrhgbsn,7.0,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,ID,0.0,1-726-842-9666,R,Aramark,1523307.0
AXC12416,1.0,,D,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,f,372.0,227873.0,United States of America,20.0,Yypgwuu,7.0,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,MN,5.0,1-099-891-4141,O,Mutual of America Life,2238235.0
Bed12417,5.0,I,S,Jxklfmnuxsqrdfwedyqirke,,346.0,325506.0,United States of America,90.0,NMHPWONQJ,3.0,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,PA,0.0,1-474-949-0000,R,,1277080.0
xuc12418,4.0,m,M,itknmzifghoaqcwbidswydgodv,f,583.0,137062.0,United States of America,68.0,Jwwlvfqos,,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,KY,4.0,1-184-973-3783,O,PNC Financial Services Group,1193309.0
tcx12419,5.0,,D,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,,394.0,119234.0,,18.0,Tyifrmprgwad,7.0,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,LA,2.0,1-673-342-0803,U,First American Corp.,1256050.0
HAZ12420,3.0,,U,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,,409.0,85840.0,United States of America,40.0,Lyrqhetmd,1.0,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,UT,1.0,1-735-043-9322,R,Universal Forest Products,3440147.0
Ryx12421,1.0,,M,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,,655.0,415986.0,Canada,,,0.0,Ylgxudqsbl,IA,5.0,1-964-240-8322,O,Capital One Financial,3989521.0
Vdl12422,1.0,z,M,Yhhbqttwhseajlznmimlplmniwu,,618.0,93177.0,United States of America,46.0,cbilxxsksve,9.0,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,AZ,5.0,,O,Regis,87565.0
Bcw12423,2.0,,W,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,M,318.0,387754.0,United States of America,35.0,Bcnvc,5.0,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,ID,3.0,1-222-507-8002,O,IMS Health,666818.0
GOD12424,5.0,,M,PVLBZVIKP,,698.0,222277.0,United States of America,72.0,fcceudoqu,5.0,,OR,1.0,,U,Automatic Data Processing,1224779.0
dcq12425,,N,M,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,,804.0,499204.0,Canada,69.0,Hutjqwabgezm,2.0,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,AL,1.0,1-886-101-3767,O,Brink's,1693605.0
Tyy12426,0.0,z,M,Spbmmusxvzzockkhq,,780.0,466116.0,United States of America,35.0,Cwecqb,2.0,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,RI,,1-138-175-4136,R,Halliburton,26450.0
