PostalCode,Country,LastName,NumberCreditCards,Employer,MiddleInitial,MaritalStatus,Gender,Income,CreditRating,OwnOrRentFlag,NetWorth,NumberCars,Age,AgencyID,State,FirstName,NumberChildren,Phone,City,AddressLine1,AddressLine2
Znjrhiqq,United States of America,TAXMMAZZBHBVBTKYNTLCMJEVW,1.0,Moody's,O,M,,196471.0,815.0,O,2694542.0,4.0,,TAX11441,IN,HKBXLVOEGWQVTQHEQC,1.0,1-446-992-4369,Waco,Tlykqsfzbuxdpkitbocghnxwaduayakgvhaznpetkf,qnmegtyblcnbnxfwbkvtsgulkvwvczjhaiueeptrfomqnodxywdiwisqwrgrbhmazptxstkaj
Ccdczksrrg,,Hlclbwiprvhqjkxi,,Dell,X,U,f,193743.0,688.0,O,3522289.0,4.0,99.0,Hlc11442,MS,Bbiispdfukkgdt,3.0,1-076-333-1016,Mesa,Tlvphrqby,Shbjpuqckwbjyqvfjiqulufoorujvhzvciavbgjckkolfueqnnqfnanwgqslypucxgtrhpkdmgbbqqkq
IQIVX,United States of America,hglqhjoj,3.0,Gannett,V,M,,223574.0,359.0,O,1985433.0,0.0,94.0,hgl11443,SD,Qejhmyuoovcsmpxoaivervsxtef,5.0,1-812-730-8340,Cedar Rapids,,capcpilwaqdkvvfrgiypdbv
Wgletbz,Canada,inrqugwzrgp,4.0,Fidelity National Information,,M,M,193893.0,716.0,O,114665.0,1.0,77.0,inr11444,OR,jnnjbx,1.0,1-174-895-7610,Chesapeake,,JFXRAZF
imdriv,,eyzbkozwqowste,3.0,Virgin Media,,S,,321333.0,785.0,U,490157.0,0.0,68.0,eyz11445,CT,Xowlhafuv,3.0,1-242-888-7561,Newark,MGCMBARBUDLKAOBB,Fuxsqbneogetiitfymglgoinhjogqyeriweyesqjbawxdoidxnkllb
Lmwol,United States of America,Whhsqspwbokcqjisgoxab,10.0,Hovnanian Enterprises,l,U,f,50292.0,562.0,R,854698.0,1.0,37.0,Whh11446,SC,JJIWURZCG,3.0,,Santa Ana,Ufmwmrgqioabxzndrnnrlazekftaisyvqtwhrgnleihxtstksgrakwqfswkxjnndpdrq,Chwgjuwamcqwnjdqihqfqfnqpecwzglcqnozelwumbiucb
Atlqfkuomee,United States of America,Zooyviiywrkhtrun,5.0,Magellan Health Services,L,M,m,20995.0,321.0,O,2954701.0,0.0,9.0,Zoo11447,TN,TDSTLQW,5.0,1-691-575-7664,Rancho Cucamonga,GJRZYHUKHPUGJQNQRCLPHG,Onsibqxw
GZFLYFSEHXQ,,Nrgcxbexi,2.0,Windstream,,M,M,374433.0,301.0,O,3654071.0,4.0,,Nrg11448,WY,pjmzexwkuwxxwycljnedonkj,3.0,1-686-375-1700,Simi Valley,Wxajlgrbrhmemqveimazrtwfyewwlvuxaxnxfilynvmt,Kqqnorpjxltkzxuloqklqigkdpzphth
Tijufmx,United States of America,Ggaeuufdfiapzdqyt,8.0,Toro,Z,M,F,476639.0,523.0,U,421906.0,,90.0,Gga11449,WV,Xmpsrhibodjdzkixbeuuvv,1.0,1-263-694-5559,Tempe,Pzrblsgzukxsupqtdemschegppsxdhvjlq,
zlzxqxnk,United States of America,Vsrbktnhupkaspuewcchdixekl,9.0,,,M,,199984.0,690.0,O,3170536.0,3.0,,Vsr11450,OK,MQMILRTSKXQUMSWRGIXQ,1.0,1-861-405-1237,Mobile,ARJNPWZSVLBWALSVKQQJ,Bdbgubvpxefkslkuxetviivdolauwbvzflfkhhroikknrfimxlixwavkkwryedtcpzyjqohuhfkbq
MEDBIBJFTTYF,United States of America,rpwayofhndivk,9.0,SPX,,U,m,256026.0,451.0,O,354309.0,0.0,5.0,rpw11451,CO,Eeolxuiifordoc,1.0,1-256-812-5557,Santa Clara,ojobvrapblxijt,Fwhrmpljsvslvottbfat
GMCZAIC,Canada,Gxcfvwonbtzgdqrro,1.0,Nordstrom,f,D,R,125668.0,759.0,O,3765988.0,5.0,17.0,Gxc11452,SC,Zvcrjrwumkwpnwfhln,4.0,1-412-175-8636,Garland,Fxrjpfgqhtnlwyjpusiommtglqdxhxomfjofgyolshmtsrfxtpzeoksnlkqdicoezelqqksealj,
rjckczxwdz,United States of America,Dwdwaixdtjbv,5.0,Helmerich & Payne,J,W,,75518.0,565.0,U,2829969.0,3.0,68.0,Dwd11453,TN,utkdhynecwjxyzgwej,0.0,1-635-902-6905,Berkeley,rdbmhisvqscmlwwoavphpfvzdltpksvpjpfsgqbhzixpttjskuhjfe,owucazrithfbqzvycmcelu
Stargaorig,,FWXSQLCGEIKIMISSVQV,8.0,Seaboard,k,S,,110641.0,785.0,O,350752.0,3.0,48.0,FWX11454,WI,ZGMQYRQWDEMRF,3.0,1-992-421-2999,Beaumont,WQPJUUDRUEMRUJEPSOANXSGPLZFPFDLKSZVCNVNOEIKBWEMNWSWUGOXKLTJGGVCOLJDCYVTWAPPTZIDI,Uunrcdrkpeshcfhr
mygczt,Canada,rpurseskxkhga,4.0,Icahn Enterprises,D,S,f,13015.0,606.0,O,,5.0,84.0,rpu11455,NV,CCEGJFMEPXHYCGWIXAJPRGRFOVL,0.0,1-525-551-8818,Fayetteville,JALFNVGESGMJWKFVZSTMKMQVDOMNRDOCMNHBHVXSALUCLZVLJUS,ZVECUVZNAUSJKITBCJYAGMUUTDHHEVSXOSIUOUUUCISNLAIMEUXRUVHVFN
GOPETLFNYPRI,Canada,Oielftcshpydem,0.0,Con-way,,D,,249058.0,334.0,O,3911522.0,4.0,74.0,Oie11456,OH,Hxjuflfiqx,0.0,1-401-068-2821,Amarillo,Yjfwowtmqwtfczmkhexh,
Lxamqlrduju,United States of America,NUYXUF,7.0,Sara Lee,N,W,,245433.0,594.0,O,391600.0,1.0,27.0,NUY11457,ID,FNKTVABZSPXDESSQ,4.0,1-679-937-7757,Sandy,NPBAMTXUUOJOWSKOPZQRFREIOWNDNQCEZVVPUCTUOCWJZXPPBJHHHZVSWOX,hfdhf
edmrq,United States of America,QFQEI,2.0,Xerox,,,,313955.0,341.0,O,3748526.0,4.0,3.0,QFQ11458,Ontario,Xtxiqvzuu,5.0,1-799-292-5605,Ottawa,,Vegjzpedqgrvaihrnajdnpylalogzbrchgrhfqbaydodkkgnpohfckgsefdgpbeldmwvsxsbipornhx
Bcavd,United States of America,Dbwblfqfimvbh,7.0,Barnes & Noble,,W,m,131783.0,417.0,O,2185165.0,,100.0,Dbw11459,OK,UZQGROKFZYXFAER,4.0,1-118-184-0813,Cleveland,Gaytoejzeulvdgervttimptfhcufacqrlavdxcblonievtsdnobuoefw,VFDUSBCBHZJTBNRBSNHYFOLCEFGYINRKEUHNHTQTPJGQV
ZKQKBOZCBJ,Canada,Jzkjmhgzaljgtaxasqnro,5.0,,,S,,479273.0,645.0,O,3316929.0,1.0,20.0,Jzk11460,NY,ebjgrlohxqaqaovfqk,5.0,1-448-107-1991,Allentown,Laqyhgolavgvsrfnlqtwhcfwsaqfcyhplntetlahlidmkwntnvgtzzlmnktibjvyevfweodwxs,Eteqglwkxgqsdjgnywy
HWTOCIFM,United States of America,MNPBI,,Rock-Tenn,,M,m,195427.0,467.0,O,2381698.0,4.0,21.0,MNP11461,SC,FUOLENUXQAQXZDQEPF,5.0,1-531-219-0271,Costa Mesa,Jgitt,Isyoxdhczyuhq
INEMLQ,,Znqwipggwxmv,7.0,Lennar,,W,,,311.0,R,2981880.0,4.0,22.0,Znq11462,British Columbia,Wqxvtrjfifvybuxoa,5.0,1-799-140-4406,Jersey City,KARYPCBBLCRHEJHKGOXWMGLKKJYTDDKMNEXPN,Gyspgutlkwjkeytybvruqokvpjfgakskpohfr
Qmqwyie,United States of America,Jykfyulmknbeljho,5.0,Community Health Systems,L,D,M,113300.0,306.0,O,1490661.0,1.0,88.0,Jyk11463,Alberta,HBVSLTRKQEIBETXRJE,3.0,1-827-922-9538,Evansville,oiecenlidalywopddxgm,xiyvzwbpkwxmtrbkvfkkrkvpow
Ugkvfjkgkobt,Canada,oocktjxuibnpclkcfvdyoajjkbullg,6.0,Ametek,,D,m,,724.0,R,1602666.0,,33.0,ooc11464,OH,MWLSLYRHAGXEQMSZGLQLNKFMNL,5.0,1-963-196-2395,Thousand Oaks,Ahmzdlsjydaqmypvdrfpyfwzuapxqbbyfjkzlzqeslckqtkknhlgtkikhgxovbjdrygvjwgoqmh,Xsisuzusagztohtzdhdmbtqgojkqncmkjtwdulntvqiapdrlcqodvbcs
ngbqdpc,United States of America,mhldvfvocufldukfltaukloaxzegi,8.0,Kindred Healthcare,h,M,,154429.0,474.0,O,1893982.0,4.0,83.0,mhl11465,VT,hdjmjpikqpibcqlvhl,4.0,1-150-898-5648,Regina,zddcexupgtxpuqgnxhqwyjkcecqizfdcpashcgzwycfzrsrcylcdkcnluxwhkus,xtmgxkvpkegdomwwndporxylhtxvfvtlm
UBOMTRTE,United States of America,Rlyrgeqqkxxevfpt,3.0,StanCorp Financial,n,S,F,472329.0,505.0,O,3689597.0,4.0,90.0,Rly11466,UT,Uwopjuosgsipfbmel,,1-033-799-9875,Scottsdale,vlbpoaqhwmqpvkuehqtiwcirsebhvmkxheswmetsqafwwt,Homku
pnrutdciwdjl,United States of America,Sriffluflasbfkax,,Morgan Stanley,H,M,m,282167.0,789.0,,1803881.0,,72.0,Sri11467,DC,Cokkeutbnijipvzslirqjsbrfbt,2.0,1-020-745-2050,Columbus,TPCCTUTQWUUHSVOEVTPEASGQTUCVZRFDLBJZZZMYYHLEXCXFXGHJWRXBDHHDUHQEJWQUJWTLE,Xymgwcjeasdevvojgfahdvivprbgwlyxuttesgl
Qjgfi,United States of America,Boymnjxvbqttiwrqeivhgveyfjgfz,2.0,Buckeye GP Holdings,t,U,m,261172.0,744.0,O,3293409.0,4.0,36.0,Boy11468,ND,Woshcohrdxgnypawjekgied,4.0,1-849-390-7834,St. Petersburg,QTTXX,Ptpbcybwzvjteioysrpmrsxrpzrtxnflfhlitplinyhmleksrkywaat
Xyfuj,Canada,qzwvkl,3.0,Plains Exploration,,S,F,259421.0,565.0,R,,2.0,5.0,qzw11469,NH,Cicjjgmrbkdqhkcvr,1.0,1-393-430-3381,Memphis,Qgxxcdugzbxfndhlqiaj,jpidaczxomjpfsomxgwbzvvsgjgb
hktxpvcw,Canada,MEZNLCVZUFTKDCQHJBHFLASYQVNFW,1.0,Wells Fargo,,D,,439331.0,791.0,R,834648.0,3.0,95.0,MEZ11470,IN,Msinchcutgdxbohgavdhmhrtf,0.0,1-066-555-2512,Mesquite,ednvfbwyadqjlyatfyshilolegl,IOHYUMQQLNWSSXHRMSZESWSYDFXPCVLXQXRBFAJRPWGEFCKUZAASMPABUGTMZPUYGKNQGYIITV
fbgfefetf,United States of America,Xkpfegquovb,4.0,Schnitzer Steel Industries,,W,,307071.0,442.0,O,370275.0,1.0,,Xkp11471,VT,lncbgjzbnpavktdvquaaszvix,3.0,1-895-114-3583,New Haven,,douuiiitmiuuggkutgppumsrwljeuqhhifrdoguiozviuluhcsisrhwtdromwvgnoblfjylcdcqfaw
Sdotddtzhwb,United States of America,itdhdqebfpmgjarxktsurokhhwm,3.0,Eastman Kodak,D,D,m,254243.0,505.0,O,1777305.0,4.0,89.0,itd11472,SD,sngpexvezfxigrm,1.0,1-243-729-5628,West Valley,AXMCXCRHTYTAUECTFPMBFOFASRKGUEPNVGBH,YPCWATE
Gidxfc,United States of America,dkzbliyjthpmulvt,10.0,MDU Resources Group,,M,,403215.0,533.0,O,834930.0,5.0,2.0,dkz11473,MS,Urgrwmtjbsraqqtd,3.0,1-063-860-2560,Ann Arbor,Xyqexqqqybqavqaqqnazdjgiroxbafkryftmv,Xrpcaujekhcxthdsqw
Ojmpwtedvv,United States of America,nyjaovrqocjvxzbnzkmdlogwpbsqgb,8.0,Laboratory Corp. of America,,M,,456451.0,671.0,O,167808.0,0.0,42.0,nyj11474,TN,KALRPMJWHF,0.0,1-273-723-4672,Oakland,nvlhhwcnsaszvuvzxuvoqknwkwzkrlmevbzgsodpdrfjxuctbrlcdwnniqvqsl,ALTAPSMVONUGVSPGJYWKHLLEE
Ckmwmhunlm,United States of America,Gahxz,2.0,Molson Coors Brewing,,M,f,436352.0,504.0,O,477848.0,5.0,87.0,Gah11475,SC,Jehhgniihetglxxfwjpls,5.0,1-022-884-1033,Missoula,Sbnircouqeocbgzkikviyheqnnfiqrbl,EXZMEPZRQGAVFSMSZJEXQAUYFKOWPVJCTLFCETEPCBGZXNORRIWFEYVFHPSRIQXNKAMUPWSCYSU
Llezac,United States of America,sgsliheuxfdxfgaubjbedwsto,0.0,Hewitt Associates,S,W,,220106.0,831.0,O,3000767.0,0.0,33.0,sgs11476,Newfoundland,lgsflqvfyvjowsnyhnbxv,,1-360-571-2017,Frederick,Ouipuqdxtxhfprzaivrkuidtkqnaacfkwarksxfcaxqglspybgbnoa,Osghvznpmqbbbdhrlefo
Egjipdnef,Canada,jfxenadkdneaho,3.0,RBS Global,q,M,,114383.0,522.0,O,1118892.0,3.0,10.0,jfx11477,AK,rhprwzrtiaz,3.0,1-513-076-6324,Washington,PMIXZPXFXCPIWUBEQXBNLQRWEIV,Omfykdhesjjhcfeegvrt
Ikmfspugfam,Canada,Ublubdbkwehkyxuskmsoio,2.0,U.S. Bancorp,,S,m,301368.0,632.0,R,669041.0,0.0,56.0,Ubl11478,AZ,divzpfyprgxcdes,2.0,1-049-834-0372,Providence,GHZGSWCKDUXDKEGKUQKZEBSQPTWJUDUHEXXLTOJHNEDTWMXKACENFGISLIOXVPT,Liilqqssqzobpseimlbpccsqynjsdeixlrokkkgxqinbzkoazogvytcbwalc
Zdqvsjhwdx,Canada,eqngqrdoxurdbasxpvfdu,7.0,State Street Corp.,w,U,F,195991.0,834.0,,2138747.0,,44.0,eqn11479,AR,Ohleqtlzbsqcgoxtpbfo,2.0,1-814-417-0946,Sacramento,tnyjecddekaqw,Utzmaemtidgvigadwtrqhhdgnplooktokkcrjc
OHQWODRK,Canada,Bcuxolqlquxvronugzkciktr,8.0,Aetna,o,S,u,168558.0,662.0,O,2602673.0,1.0,11.0,Bcu11480,DC,lzlgllsn,1.0,1-164-969-6909,Garden Grove,Hljqkrgjchbbqtqhimhdulkoog,Eflggcearppxefjtentxsuednlaoexrveypkaphtldgmodcmysyrkkxbafvwetabiqonirnvbnz
NSOJHHWQVYJF,United States of America,RVKSDEAVJOFDDMEGQOHCWQAFNHUBIY,4.0,Ferrellgas Partners,,M,,6392.0,500.0,O,234019.0,5.0,32.0,RVK11481,SC,Zefisqxeqvmzttwyb,5.0,1-565-921-4884,Oxnard,Evbuxmukafjemrvmqbnximkmtfbckejjhobtoloviyodvotcfwoyralcmjfqlzisdknpvbb,Uegxfhuzzajqphjydeloatgsdxukpwclqo
Fcjauubbq,United States of America,khciv,9.0,Reliant Energy,z,S,F,378207.0,652.0,O,1092435.0,4.0,15.0,khc11482,Ontario,ugmazmghebweffuualuhx,4.0,1-588-279-4796,Denver,Wbtdhqtefilhyswvcsgxvfbgldjestfkuwrekfaxksknfaqratjtwaxavqiuuezjsna,Hqknrogkklejgewqyrodgtgywfnysoiqdskjvolbkifemuiiqhakqmcrieclvtemdbfaqtzrdjvrvnm
Dpdobh,United States of America,Jojqgwquaosbrzwmlcyy,5.0,Southern,,S,,84429.0,614.0,R,393268.0,4.0,90.0,Joj11483,DC,Lovcmd,1.0,1-788-736-9362,Fullerton,sttfjawxtdeplzdtkkaghxcmvthmuvgyrvxegqhzzfurmezfcmuvrsanwfulsueiyvdjjtvoh,qzhqvsklvgqvoxfzwukmcrlkzjtakimpieqoxolirwbhphosdxecitbfxcbscb
Rwbhdki,United States of America,RLQDDJMEMYTNSL,2.0,Cimarex Energy,,M,F,16398.0,603.0,O,3977529.0,3.0,7.0,RLQ11484,DE,Vxjfrczgquwbcumsmw,4.0,1-766-394-1434,Knoxville,,xpxleonskumxolsebafzprdhnvamxanjgwjfhrilllpxkkzduefqvnnmncxucbmupnfbsg
Pzwvpn,,Ztdwqm,9.0,BearingPoint,d,U,,32912.0,704.0,,1872542.0,5.0,61.0,Ztd11485,NV,Ufbmlcckvbkfizjsfwhjlbsnmlovfi,4.0,1-875-123-9996,Denver,Mcsqszililfdlzbqjhsyrcftufrrswaafzopv,CHZOKXYAWDJXGCELCXXPEELWWPCKJFPQZJJCCPHRUXGUQT
Bxfor,United States of America,fvkitcljwipetwlttoep,9.0,Dun & Bradstreet,,M,f,381878.0,650.0,O,655854.0,3.0,22.0,fvk11486,TN,KPDQT,5.0,1-156-295-7654,Cheyenne,Divgkcgtwdjybgfzivzabczwcnpkyoaondmfuhakcxuwatpvprekozhjaqomatastxlejtulrkxqn,PMJWCIAVEPNPUPXRONJUXRWFQUWGONCULVWMOJUDEIVHG
Mioamrbwn,United States of America,xhdwrhoofgvhmslnfqpwgdihzjk,,Cooper-Standard Holdings,,S,,252843.0,726.0,U,18987.0,2.0,68.0,xhd11487,IN,dfjehdrlqujrnviznmugiljymgae,2.0,1-061-171-9552,Biloxi,Xllytwtweft,Zylrdctpdazjuvlawnvszypniaocdjrgasanrahbhwqeuoejmmcbugdtdatktscobuoga
Gbzqknxk,United States of America,Hoexgqkqnzhkrjqktwh,0.0,Rohm & Haas,,U,,407372.0,711.0,O,819805.0,5.0,52.0,Hoe11488,TX,ALMHDJDSRBAZMKAURA,5.0,,Santa Fe,Ouweiqrohwrmttxhcoaebhawfsikjrmumjtcbwgzlkciiwgisdwkusdultbmcxgio,NHCHFAEKGFULSQMPSZIKRIFSUYASOFYCLTQBHZFVLSMXOVRFOCFPRXRSWSWYL
xocpgddo,Canada,Olhmkzalhagjxkwqhd,6.0,Complete Production Services,,S,,398663.0,315.0,O,2771504.0,5.0,56.0,Olh11489,HI,Fxwkuzlfvpgtxxgvfkbnh,5.0,1-642-017-8563,Overland Park,,WIYLSKWCEHEONTLSPMMINQVOOFPRANGVXIKNQAAFFYPPNVOAGCZAADZOOJYEEPHGIK
Zsjkdwzxn,United States of America,fdcwqbyikacjorqanyfrcgdqtirdk,4.0,Ralcorp Holdings,,U,F,90907.0,582.0,,193469.0,2.0,33.0,fdc11490,NH,zespccnbjkh,0.0,1-912-071-6895,Carrollton,iibhorcgbnwjdeqfqwfrebzuvlwlnwjubtnmqwwbkmibbaudxwvyfwpswgoqqefadinzipvkqhchb,Fcnsfapwlsrpprzf
Oxbashg,United States of America,Srwdwmbydyjhiweuvdhi,7.0,Church & Dwight,h,M,,273569.0,763.0,O,1886599.0,0.0,62.0,Srw11491,IL,Xosvzipyemjqokpupmqymmkmuhves,1.0,1-365-866-5561,Miami,,Xfzesdmmcmbbpxubtikohkmoimcqaveurmxodgfkujpoqatnaisngnojzrdcsxddbddmsqyoqodthwr
Nymyp,United States of America,EDWJWMIZZMLMAAE,1.0,LifePoint Hospitals,n,U,m,164972.0,400.0,O,434097.0,4.0,74.0,EDW11492,NJ,fhkgoajlixxdzu,5.0,1-659-821-2440,Wichita,Iafhvwwfeguxprukobtygftudjmuvarjglsgkfzqh,Fdagqxaqmktbqebrclxtttwcfcwtcptnnlsahilidveeokekavktqei
RWPZKBODKW,United States of America,rigbrtppucytl,0.0,Consol Energy,,M,F,396722.0,475.0,O,3862408.0,2.0,88.0,rig11493,WI,wweeriyktylzpmpjuuwk,0.0,1-878-752-8108,Lincoln,Oisaeqfegtbkcjxhelpvovaspqvxtntvyxhwsguiurausvjfqwtkdehknrj,dgxvaanpvsyymvggyqfoxxrgcmnxyzfvvcozhgbhdgygndkps
Sumqay,United States of America,BMQRQEVDROTVRSPMIUYIPZXP,9.0,General Motors,O,M,m,148398.0,490.0,O,3776397.0,0.0,32.0,BMQ11494,KS,jlhokglpsuryl,0.0,1-613-399-7550,Oklahoma City,Ywgqxrjbyqpseycinjamzekdpen,GIYGYIXWGFKDFBQHJJXLQOCYAR
dijomafwxkv,United States of America,Xkxzidrik,10.0,Mueller Industries,B,S,,424682.0,469.0,R,845953.0,0.0,73.0,Xkx11495,MN,surnpueyvpez,1.0,1-941-270-7615,Hull,kfvkcixtamcjxfbjnigpvpmuylgdmoabxgkxutoxijvvtnrkusrnbb,Mlmwrupvxubojmmppebdxltrgczydhytgogtc
EYMTKQPJDRJ,United States of America,ALXBYKTZCQPXBGWYHBWCKTZVURSPSB,2.0,MEMC Electronic Materials,,M,m,104907.0,665.0,O,3146493.0,3.0,70.0,ALX11496,PA,uowxpugmnnuxva,4.0,,Inglewood,Xnqyjitsylcbbvuvgudhqatdmfutsjzkdcfhaashaajaqjscrtwerxpypctrvd,Itgsnomvhpgjkzvswxjwftnvhmkwfcpktnlndjvjwcoahzctlsselaxioxdqrmg
Jtvxtmvplekw,Canada,XGJILVPFSSCCD,7.0,State Street Corp.,,M,F,123667.0,745.0,U,3655922.0,2.0,73.0,XGJ11497,AZ,ltirjvlwvhvrloemcmysodhyvh,1.0,1-091-240-1003,Nashville,DMUSEJBKSJOSVWIAVXVFEHVWGSZCNBWFXKKFNFFNPGXPINPQUWLIFRXWVUXAZI,jvnnbflminvbaiaklydhirjoufcvkwevoto
Zemosw,United States of America,bqomi,3.0,LSI,y,M,M,126335.0,567.0,O,1701758.0,1.0,70.0,bqo11498,British Columbia,Qympovnrzflbivbglif,5.0,1-484-183-5682,Toronto,uwbbggrcaracobartvaljlembvlfiunvbosfkvfuqhxkdil,Nsadexrhdkjzezoygicmxpknhiwjaxawzyg
SBCAKCPD,United States of America,Yoiulcsoqtrd,6.0,D.R. Horton,n,M,,444780.0,807.0,O,3130656.0,5.0,,Yoi11499,IN,Qvlfuzsyske,0.0,1-172-239-2338,Waco,QTPWJNSVVTOEEQWTQCSPLXWYPUKVNUF,Obidyvpwnmhijfwlunwkhspmiasxjwnzaczrfqvzredrbmycahaghk
Hnsbraq,Canada,Xuzvjfsgobdowzbfc,7.0,Energy Transfer Equity,f,,m,483924.0,507.0,O,2604263.0,1.0,9.0,Xuz11500,Prince Edward Island,Ptsdcei,4.0,1-715-088-6861,Victoria,cdhhlfcsexlfvtfxbokiyipcdkupaawbwywcspzkgw,wblzufjivpdztysturyvhwnzilydpkaderdfsugt
oeusecf,United States of America,sihwnydoosaazxaczfge,8.0,Asbury Automotive Group,,W,m,50503.0,305.0,O,2245593.0,3.0,14.0,sih11501,WI,Bydsfshmfpkssrscplvrjxb,1.0,1-088-114-5997,Lubbock,Dlnanaqnnlaywkthugnzmnopbkthlxegagzgzhclngzpifnpsbrhwenflbglrlryyhg,Dxxwsnhylyibcdrwyxhhfvxbgjkkpsnfksqqgdmmrgmwufesttfyyucpgmcty
Glwxogchzxmy,United States of America,HIFIDZQRYQZWLVHZIEEUAKDNIQDM,10.0,Williams-Sonoma,S,M,F,213058.0,544.0,O,3087235.0,3.0,41.0,HIF11502,Ontario,TSJIBGSFMNTUCNILEKCOHWJP,5.0,1-988-423-9344,Costa Mesa,Surcgjsulzertvsbeujkhbtrbckcqwdemmxswsdztogkj,Xycdbpwnjbcjivpfokxyob
hmntchnwzbrs,United States of America,Thhbqmgdozwkalkfvracbsgdtoyupn,6.0,Western & Southern Financial,,W,m,,802.0,O,2142510.0,,91.0,Thh11503,NJ,UJJUKWVGNUCCLH,1.0,1-055-708-0614,Pomona,PDBRAFISRNEZKBBHQMOYRKVJBCTVDWWHVCTPMXOXQFENZUFTZCEGYBFCLWJVSQEHJSEAMHTSWMTQEYXH,Hrwiquqvctecpgiilvtlrivkiscgvknihnodsrdcsrextpttldquzxawcirnxnrzrvevfznksrhjpf
GNEMMHDHAAF,United States of America,fjshrigbpcgxspbctlfceydha,9.0,Carlisle,,D,,117515.0,359.0,O,29043.0,0.0,,fjs11504,HI,Ocrjqbxcrzrhhmrotdrtgjzxcn,3.0,1-803-159-6616,Great Falls,Lbxijbxtcwrdzkonxerjmvsnmcndorhyjojrbr,Qwasqnlgnjunwghmoywngppnavchzdvsqbngsjqhrrrtlytzeqdfovhmo
Rrjjd,United States of America,ukavptukybkamcu,6.0,Fiserv,R,M,,381308.0,691.0,O,1956217.0,5.0,98.0,uka11505,SD,convumfoxmeiaiuv,0.0,1-585-809-3747,Overland Park,Owifqpkfjkyxsqdpgthhikjeismfjiqdehobjoggltmpcabhnvbiknpgyvwlhetgwleaepwrmykcckc,Aecuvyvpxqsaallvehs
Pgalcytcn,United States of America,Zfgzchcosuftrlibrqgrwt,8.0,Bio-Rad Laboratories,h,U,F,279211.0,483.0,U,1229024.0,1.0,33.0,Zfg11506,Prince Edward Island,Hevgxeukbicflpliamgezkyraks,0.0,1-565-568-1409,Pueblo,rcumrwq,MRIUEFBKRUDIWPCRDPMXJLNHOCVWSVIAIJJTHVDIERBGUULNHDFZFMYEMPMN
Stanmkrhzct,United States of America,oyapnhclfwaphue,5.0,Markel,d,M,,395264.0,376.0,O,3650201.0,3.0,28.0,oya11507,SC,htulyxbqmchwjoukna,4.0,1-639-058-1250,Boston,,UJJTQOPAPFRYOYHWOFYCJVDBMJKLUKYYJEDWZ
Gbvlpdbxj,,Vbshgpameuxaivim,1.0,Avnet,,D,,45730.0,435.0,R,3063906.0,3.0,81.0,Vbs11508,RI,QXHBQIUFMUUDKLTDTDRVKFEL,3.0,1-917-084-5824,Alexandria,ISXBJCKTJGNREOWERINLVLKBDTJCLVMWGVHLVDHE,Hsmnwikjjcaxkuuesbfcbmkqcdtommeybqftysqvxccjwbaywhypybzmbanluidwvolcg
AAEQJQOUKUL,United States of America,Pctakuieaqjubag,9.0,Philip Morris International,B,S,m,143688.0,500.0,R,3641742.0,1.0,1.0,Pct11509,SC,Ybgddiscqlddoqbvthfpkqwe,4.0,1-335-415-3432,Mesquite,uaevcgfiamduyahdieedjmjirk,Whjjqwqflhjbtqqiixlvqvkbpoxamwquinpqupwkbhfstkpjhnrwwdvewd
Eejdzoegse,United States of America,Ijchxsimvpyitmfnwadntiglgvoh,8.0,H&R Block,z,W,m,84182.0,588.0,O,121946.0,3.0,60.0,Ijc11510,IN,vxexwvknbwpovlwtacloubxtoa,5.0,1-761-782-9434,Colorado Springs,VQASDSZUEVIOLTXNTDEPIKBQTZHCWRLHGOQ,
sgjihzmguij,United States of America,Pjgmdngwecwxwipcctkdylc,10.0,,,M,,478671.0,,O,348644.0,4.0,97.0,Pjg11511,VT,catffpgjiixpgntv,3.0,1-627-199-1158,Idaho Falls,egrxpyihxblxpxkigoiqkefzbxwevgyuszskyfnwnjbkpo,Mifeqdbdhjnkmuswmaukfwrrbwxbiopmmecubiooxzojufcvtecfiskii
KPYWP,United States of America,Kvunxgtidhdsqrpycspkuewew,8.0,Praxair,,U,,,681.0,U,405674.0,2.0,7.0,Kvu11512,IA,LJMWBWWHSM,2.0,1-062-434-6774,Madison,Ojbdpidwkszhxvcntswob,MBPFOLXCHNDDCTZQDJYHLWOFBODQIJDNIPUSBBPDGBIFANZDXXM
opyvffukybou,Canada,ljyqhevjbu,3.0,United Stationers,j,M,,277540.0,428.0,,1693682.0,2.0,69.0,ljy11513,CT,KYNCEZDLSPEPWYMDXS,4.0,1-109-110-9177,Sandy,,Dddzgjdbogkgeyftfgophwkryprooghyvbtnvdntujncoaidphsgttganbdfrrd
Uovbny,Canada,KHVXPHNG,9.0,D.R. Horton,,M,,484421.0,505.0,R,2025986.0,2.0,75.0,KHV11514,NH,Ssohhwoqymktqdgtwzroxfpzr,0.0,1-315-009-9882,Fort Worth,Qjutszyvhjpqbojrkfamfboaze,Zzhrcppynluphulw
WHLMMSRAUQ,United States of America,Iegoxfqvricdnfpvkglbundfkikao,5.0,BorgWarner,e,M,,197554.0,373.0,R,2444161.0,3.0,86.0,Ieg11515,LA,DORSQGDNMPEKYBAKFPGGF,2.0,1-893-373-3312,El Paso,ZVHTWXMEDCOLDNFOUWWLQKREOBXIUDJDSBKNHAFBAUGQBQNFFOALVWISQQTVFCJMGKTNZ,Nhrylircchnrt
