AgeID,NuCrCa,OwOReF,PosCo,MiInit,NuC,Ph,In,NumChi,MariSt,Ag,CreRat,Em,NeWo
Cyp8502,9.0,O,YVPGELOQBP,H,3.0,1-628-206-1777,349287.0,0.0,M,32.0,699.0,,923672.0
Qvu8503,7.0,O,Wkvkkfqt,,4.0,1-638-112-6950,398595.0,3.0,S,43.0,760.0,NTK Holdings,2147817.0
OBR8504,4.0,O,Hrnonpynmz,,3.0,1-512-316-2765,7297.0,5.0,S,39.0,580.0,Monsanto,919794.0
yzf8505,10.0,O,VUCORJ,m,0.0,1-829-122-6085,172475.0,2.0,D,76.0,815.0,Ingram Micro,1375357.0
ZBQ8506,6.0,O,AUWCJMPBNR,,2.0,1-322-547-9555,323969.0,4.0,M,47.0,654.0,Kroger,678771.0
Aai8507,4.0,O,DEMTSAOFO,,5.0,1-753-025-9341,195423.0,1.0,W,86.0,781.0,Holly,3164138.0
Ruc8508,8.0,U,Nbxvmnxv,u,4.0,1-053-678-7968,74911.0,4.0,M,41.0,823.0,,1428073.0
Dpp8509,3.0,U,XSTQBQWSIILL,,1.0,1-155-137-1437,391792.0,0.0,D,77.0,821.0,Unum Group,98688.0
UTU8510,9.0,O,Aytlfia,,2.0,1-437-209-9491,,0.0,U,35.0,376.0,NCI Building Systems,1696676.0
dow8511,10.0,O,Goabkozymmcs,,0.0,1-602-934-6802,116960.0,,M,41.0,790.0,Bon-Ton Stores,567657.0
Xcn8512,7.0,O,Ytrauud,,4.0,,185858.0,4.0,D,33.0,544.0,AMR,2217949.0
Efl8513,3.0,R,Dvhqqvkywi,G,0.0,1-432-879-2401,44305.0,0.0,M,15.0,333.0,New Jersey Resources,2753769.0
Lod8514,4.0,O,Zgyrbnrlhv,X,4.0,1-915-084-0744,439692.0,2.0,W,90.0,598.0,Embarq,1381997.0
Pfa8515,7.0,O,iaimn,O,,1-492-311-3722,224895.0,3.0,S,46.0,410.0,BorgWarner,3587663.0
Qfr8516,8.0,R,Idtfem,d,0.0,1-132-172-4935,125085.0,0.0,S,3.0,800.0,Neiman Marcus,1080310.0
Wnp8517,4.0,U,Uorqzyb,t,4.0,1-611-443-1713,233974.0,1.0,U,16.0,346.0,Amazon.com,3248166.0
Gvu8518,,,Fcbtcux,,1.0,1-374-711-1669,316779.0,1.0,S,96.0,318.0,Arkansas Best,3957538.0
VFW8519,7.0,O,Fcajgck,,0.0,1-153-167-0916,,3.0,,52.0,470.0,Nationwide,1070106.0
Afx8520,10.0,O,RBUNLBK,,3.0,1-785-182-7850,,4.0,S,38.0,416.0,,268243.0
Usl8521,5.0,O,fwhiqaflryn,,0.0,1-821-352-6554,69217.0,3.0,S,78.0,365.0,State Farm Insurance Cos.,2932666.0
toj8522,10.0,,Gnxrdib,W,3.0,1-428-416-7331,128400.0,2.0,S,2.0,668.0,,2510854.0
fqp8523,9.0,R,Tbfcqi,H,1.0,,172941.0,1.0,M,1.0,705.0,Buildings Materials Corp.,43530.0
sjm8524,5.0,O,MPSSJWSFSHL,F,5.0,1-334-447-4491,,4.0,M,64.0,471.0,FMC,1611189.0
Rie8525,10.0,O,Fcjlswnhfj,,5.0,1-493-866-4852,90913.0,4.0,S,29.0,344.0,ABM Industries,
Msj8526,9.0,O,Ktgqtjpppn,,3.0,1-539-316-6454,497850.0,2.0,,,545.0,Burlington Northern Santa Fe,2668412.0
GQI8527,,R,eshfnhteqkk,,4.0,1-437-906-2896,122536.0,0.0,M,92.0,469.0,W.R. Grace,3357587.0
Qux8528,2.0,O,EEJFP,,2.0,1-831-874-7712,325913.0,5.0,U,90.0,504.0,Vanguard Health Systems,2477983.0
IEE8529,9.0,U,,,1.0,1-588-676-8975,132810.0,1.0,M,43.0,715.0,Graham Packaging,3024331.0
Htj8530,3.0,O,,,5.0,1-437-695-6425,84453.0,4.0,M,54.0,726.0,Wisconsin Energy,424598.0
dxa8531,9.0,O,jtbomy,,3.0,,155366.0,4.0,M,85.0,715.0,Simon Property Group,3291469.0
mpd8532,8.0,O,Qbpocmp,,1.0,1-816-980-8873,427365.0,2.0,S,90.0,,Convergys,2438535.0
Icl8533,5.0,U,asmwnli,,1.0,1-152-091-9649,330508.0,2.0,U,100.0,583.0,Diebold,2930050.0
Rkm8534,2.0,O,IPKWAORTJYL,,3.0,1-080-785-6233,14063.0,5.0,M,89.0,805.0,Vectren,3994449.0
TIZ8535,10.0,O,mhrogixhpus,f,0.0,1-902-025-1797,61322.0,1.0,M,67.0,,AbitibiBowater,1601499.0
usl8536,0.0,O,Ecwmkqidjg,,5.0,1-595-108-6831,488500.0,3.0,U,,678.0,Brunswick,708829.0
hzy8537,0.0,U,Advogivxi,M,5.0,1-618-489-9613,,5.0,S,80.0,415.0,Interactive Brokers Group,2087147.0
TWG8538,8.0,R,lehtooqcko,,1.0,1-721-917-6298,381888.0,1.0,M,90.0,741.0,OM Group,2607740.0
Zdt8539,10.0,O,xsjccoeuzfnk,C,2.0,1-835-293-3356,106937.0,2.0,S,84.0,722.0,Pulte Homes,506421.0
JMI8540,9.0,R,Wcqfntvji,,5.0,1-348-595-7405,,0.0,M,88.0,720.0,Global Partners,1833920.0
nvv8541,5.0,O,Dkvxujycps,,5.0,1-749-829-2136,73858.0,4.0,D,25.0,345.0,TJX,162870.0
Xbh8542,9.0,O,Hvoicc,I,2.0,1-753-677-2911,356137.0,3.0,M,26.0,710.0,Whirlpool,1194756.0
vbt8543,1.0,O,,E,5.0,1-274-756-5441,493727.0,1.0,D,58.0,378.0,Oil States International,1080794.0
Nbu8544,7.0,,Cvplvipivhug,v,1.0,,255446.0,0.0,M,54.0,627.0,Tech Data,2555310.0
Rgr8545,2.0,O,yccmgbjeryss,,,,356544.0,5.0,M,,623.0,Pactiv,3333718.0
Ftq8546,7.0,O,Eiifdj,n,3.0,1-758-295-0803,419228.0,,D,87.0,782.0,Avnet,3111050.0
FPQ8547,,O,Sajsagj,,4.0,1-473-272-2226,279760.0,5.0,M,62.0,535.0,Family Insurance Group,1786559.0
zok8548,10.0,O,nqmtv,j,3.0,1-197-481-0306,92895.0,,D,88.0,673.0,Las Vegas Sands,2936931.0
oqa8549,5.0,R,ebcknzmvowyp,q,4.0,1-381-354-2506,300631.0,4.0,S,41.0,336.0,Corn Products International,2245050.0
YIB8550,7.0,R,xagkfrlhb,,1.0,,387843.0,5.0,M,9.0,791.0,,3280943.0
Csu8551,6.0,O,Vmknjokvjav,P,0.0,1-342-322-3904,352565.0,2.0,U,54.0,414.0,Energizer Holdings,2927688.0
kim8552,1.0,O,DWEJBF,N,3.0,1-656-561-4641,429081.0,0.0,U,80.0,828.0,Cliffs Natural Resources,1585088.0
Wnh8553,10.0,O,,t,,1-743-541-4240,14301.0,5.0,M,85.0,,Newell Rubbermaid,999428.0
qlh8554,0.0,U,QLGASQVWG,G,3.0,1-469-238-3881,497857.0,1.0,W,62.0,400.0,Merck,1627222.0
Nwo8555,1.0,O,Ntrqnv,A,3.0,1-867-437-4595,24869.0,1.0,D,95.0,839.0,Airgas,3135975.0
Xot8556,1.0,O,HGCTRX,G,5.0,,2909.0,2.0,U,13.0,420.0,NuStar Energy,3765659.0
MTA8557,3.0,O,qkvrguii,,5.0,1-187-926-5632,125147.0,4.0,D,83.0,333.0,Wesco International,1001954.0
KSL8558,2.0,O,fbfpkpbomam,,0.0,1-387-972-7066,276867.0,3.0,S,90.0,,AK Steel Holding,1697540.0
ecg8559,8.0,O,Xrrva,S,3.0,1-793-290-9018,46118.0,3.0,M,50.0,592.0,Pepco Holdings,
Cih8560,3.0,O,THJHIGY,,1.0,1-473-480-3832,226788.0,0.0,S,16.0,324.0,AK Steel Holding,1665028.0
mjj8561,9.0,O,Cuqovkg,F,1.0,1-402-693-0317,,2.0,S,49.0,590.0,,605814.0
njc8562,0.0,O,,,5.0,1-815-588-2954,427738.0,2.0,U,4.0,749.0,Sentry Insurance Group,499139.0
QBV8563,8.0,O,nllofj,,4.0,1-881-587-7928,39631.0,2.0,M,9.0,831.0,Verso Paper,
zlq8564,7.0,O,Lskmzmv,,3.0,1-985-476-1908,406178.0,5.0,M,66.0,394.0,Corn Products International,2020749.0
JKJ8565,6.0,O,Dioiqat,E,1.0,1-175-452-9105,219605.0,5.0,U,,743.0,Olin,3158622.0
VQN8566,7.0,O,Ywkdvdozoel,I,3.0,1-398-474-1552,139846.0,5.0,M,7.0,492.0,Hasbro,2571398.0
Vtc8567,7.0,O,Btilb,,0.0,1-709-908-2801,133766.0,4.0,U,,708.0,Commercial Metals,2385565.0
MKK8568,9.0,O,xivahzjmmlpv,,0.0,1-271-675-2972,319693.0,3.0,S,35.0,311.0,Micron Technology,
Uhr8569,4.0,O,MULUBOIHTSW,,3.0,1-027-611-2308,393562.0,,M,92.0,559.0,DST Systems,3807560.0
Syo8570,1.0,O,Xjmtvwpak,,4.0,1-121-205-6501,294774.0,4.0,U,58.0,348.0,Land O'Lakes,994608.0
amb8571,3.0,O,xydddfe,c,0.0,1-568-283-3625,344292.0,3.0,W,65.0,646.0,Aetna,1090133.0
Yap8572,2.0,O,hbkgxv,,3.0,1-018-937-8589,205716.0,3.0,W,82.0,389.0,,2069203.0
QEF8573,3.0,O,Vkabatduveh,b,4.0,1-501-261-4606,,4.0,U,3.0,519.0,W.R. Grace,3584493.0
YQM8574,1.0,O,qpoqosz,l,0.0,1-528-718-4757,254912.0,3.0,U,31.0,329.0,Oil States International,825011.0
FMY8575,10.0,O,bidjtjddi,,3.0,1-952-654-9818,,2.0,W,21.0,677.0,Equifax,2164663.0
PSI8576,10.0,R,TQGGH,,2.0,1-749-733-4725,171520.0,2.0,U,37.0,694.0,Harrah's Entertainment,
Iet8577,0.0,O,RXEJGXQBRW,,5.0,1-868-652-6057,469956.0,2.0,M,99.0,415.0,Amkor Technology,1833295.0
CES8578,9.0,R,LGCLSFKFPWG,,4.0,1-395-821-5990,87678.0,5.0,M,10.0,478.0,Alliant Techsystems,2613406.0
zkb8579,4.0,O,Ttbvsjmac,,0.0,1-228-394-6933,194160.0,4.0,D,100.0,549.0,ScanSource,667919.0
Geu8580,7.0,O,lbnavyplc,,3.0,1-097-791-8686,404373.0,1.0,S,35.0,,Oshkosh,2164860.0
PVX8581,6.0,O,Rxgtglc,,2.0,1-584-562-5576,320544.0,2.0,M,9.0,305.0,Mylan,2584624.0
BSK8582,3.0,O,rdysaaxujqqz,,2.0,1-665-493-9945,275851.0,2.0,S,0.0,390.0,FirstEnergy,
Ksg8583,1.0,O,Zlqlv,m,3.0,1-832-818-3226,12801.0,5.0,S,57.0,559.0,Family Insurance Group,2579454.0
IXT8584,2.0,O,Lrcohtimjohh,,4.0,1-538-883-9822,171542.0,4.0,M,26.0,344.0,Rent A Center,654997.0
CAT8585,3.0,O,Yxijhqnnw,O,3.0,1-123-863-6561,385808.0,5.0,S,100.0,384.0,Alcoa,1781704.0
GEI8586,2.0,R,Hrbumyy,,5.0,1-859-704-7095,392215.0,2.0,M,59.0,627.0,Becton Dickinson,828567.0
fzq8587,2.0,O,Dtkqffvif,,1.0,1-118-041-1022,391581.0,3.0,M,48.0,416.0,Humana,3549977.0
akp8588,8.0,O,Iujbtxlyo,k,5.0,1-911-283-5224,403794.0,3.0,U,,731.0,Amerigroup,1091038.0
Gjy8589,5.0,O,SKLJQD,q,0.0,1-956-423-3956,300089.0,5.0,U,81.0,301.0,HCC Insurance Holdings,3328839.0
VAM8590,5.0,O,tlxqxiw,,4.0,1-079-929-7880,348355.0,0.0,W,89.0,634.0,Country Financial Services,3629267.0
vhi8591,9.0,O,KWNGI,,0.0,1-081-075-8517,392681.0,,M,2.0,567.0,,641857.0
FKP8592,8.0,O,Mztahikdrx,R,2.0,1-293-065-7270,,1.0,S,44.0,582.0,Levi Strauss,
Nks8593,0.0,,cqubfw,,0.0,1-829-178-3320,50201.0,2.0,D,62.0,820.0,Ecolab,1261679.0
Tlb8594,1.0,O,Evnvdalyqoa,I,5.0,1-370-287-6161,339560.0,3.0,M,90.0,575.0,HSN,1045427.0
JCP8595,8.0,O,,,2.0,1-091-183-4401,316007.0,5.0,S,45.0,805.0,NCR,275062.0
Ahl8596,7.0,,Tradsmgp,,3.0,1-902-843-3273,242613.0,3.0,U,18.0,708.0,Blockbuster,423990.0
PMV8597,,R,GNIBLFLAR,c,4.0,1-772-664-5060,159051.0,3.0,U,46.0,779.0,Paychex,2825842.0
ZVV8598,8.0,O,Isokpygsb,L,1.0,1-827-201-3872,330406.0,3.0,M,49.0,305.0,Applied Biosystems,3381734.0
xkt8599,8.0,O,Exabxmsvqyev,,4.0,1-869-489-2003,195219.0,5.0,S,17.0,315.0,E*Trade Financial,
Gpd8600,3.0,O,QUCJGDUFUBT,t,3.0,1-833-360-5068,344329.0,2.0,D,0.0,419.0,MPS Group,
Cac8601,1.0,O,XNUHLUMPS,V,4.0,1-843-633-3031,251678.0,1.0,S,37.0,686.0,,369324.0
Hjv8602,0.0,O,nlyrncib,w,4.0,1-497-428-5242,228925.0,2.0,M,53.0,533.0,Northeast Utilities,3595684.0
BGT8603,2.0,O,KOQSBJUS,s,3.0,1-293-846-5212,490808.0,5.0,S,58.0,471.0,New Jersey Resources,2887362.0
bmy8604,6.0,O,Mqokpefrcii,,0.0,1-842-210-6496,462770.0,1.0,U,93.0,830.0,Family Insurance Group,2712723.0
Fgi8605,6.0,O,DRJJKVDFTVT,U,1.0,1-846-075-8286,16016.0,3.0,M,90.0,316.0,Sprint Nextel,481938.0
Gdm8606,9.0,O,Zvpsibht,,0.0,1-602-995-8831,295940.0,4.0,M,25.0,721.0,,51727.0
Lcc8607,5.0,U,lpnovywojj,O,4.0,1-812-512-5994,483119.0,2.0,W,75.0,805.0,Pantry,905678.0
Tzv8608,0.0,,Zvigi,,0.0,1-321-001-2660,34284.0,4.0,U,29.0,468.0,Apollo Group,3099198.0
Qrw8609,5.0,,nlyshkkmvqan,r,3.0,1-826-770-1095,168208.0,3.0,U,34.0,696.0,,1286722.0
LIP8610,0.0,O,Zqwqu,,3.0,1-873-041-5255,267730.0,0.0,S,6.0,631.0,Target,1751169.0
Ppr8611,5.0,O,csykxrqa,,3.0,1-068-155-5393,24383.0,,S,7.0,463.0,Thor Industries,372631.0
uni8612,3.0,O,YJOLLWVXGI,,5.0,1-882-260-7195,286678.0,1.0,W,9.0,740.0,Terex,1710525.0
Cpp8613,5.0,O,Vdfdvc,,3.0,1-098-530-1114,380955.0,2.0,M,67.0,627.0,Synnex,380664.0
EKG8614,6.0,O,pggxjzgf,N,1.0,1-607-564-3039,,1.0,S,1.0,667.0,Arch Coal,3917347.0
Lyk8615,,R,kwttu,,3.0,1-723-344-1106,428257.0,4.0,M,0.0,467.0,AnnTaylor Stores,13701.0
Ecf8616,1.0,O,rcjjmxviwjnu,,2.0,1-802-452-3334,15535.0,2.0,M,28.0,510.0,ENSCO International,
Ieg8617,5.0,O,Uymvw,,1.0,1-202-386-1911,239390.0,2.0,M,41.0,807.0,Children's Place Retail Stores,1116236.0
Ohh8618,5.0,O,Mimyduak,,3.0,1-542-478-4325,315629.0,5.0,S,30.0,482.0,McClatchy,466597.0
Jah8619,1.0,O,,o,4.0,,120199.0,0.0,S,21.0,548.0,Tractor Supply,3972709.0
MGK8620,4.0,O,Odfddkbkyorm,B,1.0,1-699-573-8968,352122.0,2.0,M,59.0,742.0,Flowserve,2526150.0
odd8621,10.0,O,ZJVNHQTJ,,2.0,1-938-954-7452,327738.0,4.0,S,77.0,364.0,Automatic Data Processing,
Rrd8622,,O,nhvvsxav,B,2.0,1-536-647-4535,437384.0,0.0,W,7.0,766.0,Spartan Stores,685534.0
ruk8623,6.0,R,BGGDUURLY,,4.0,1-178-860-8809,438148.0,5.0,W,33.0,633.0,Fastenal,2177616.0
lvt8624,,O,Bixbcsdh,,2.0,1-663-114-8399,238095.0,2.0,S,5.0,414.0,Cardinal Health,1581228.0
Uda8625,2.0,U,RLCCJRJFGGP,J,1.0,1-851-113-9435,358004.0,0.0,W,59.0,793.0,Chevron,1598833.0
Crm8626,,R,wemgobxlih,,3.0,1-312-728-8737,182608.0,5.0,U,44.0,805.0,,3676593.0
Grm8627,4.0,,TYWAZMLUVU,V,5.0,1-626-454-0801,466060.0,4.0,M,79.0,422.0,,3009737.0
Ovo8628,6.0,O,Bsoff,V,5.0,1-905-482-0584,3903.0,,S,68.0,752.0,Sherwin-Williams,2080213.0
Jdc8629,1.0,O,zwilc,B,3.0,,100908.0,2.0,M,12.0,687.0,Vulcan Materials,933963.0
tis8630,1.0,O,Dwjttpomuq,g,2.0,1-838-911-6678,311283.0,5.0,M,,792.0,Children's Place Retail Stores,1880755.0
Luj8631,0.0,R,lvinlf,,3.0,1-588-517-2606,230973.0,0.0,M,62.0,380.0,Bed Bath & Beyond,2051176.0
Yli8632,2.0,O,Fzxzmnjyd,,4.0,1-810-255-5287,244848.0,4.0,M,61.0,323.0,United Refining,1860178.0
Tmh8633,10.0,O,hxhjcwvm,,5.0,,161668.0,3.0,M,50.0,750.0,C.R. Bard,319676.0
Wio8634,7.0,O,Gxlwnss,T,0.0,1-150-645-7298,292038.0,4.0,U,,302.0,MPS Group,1539682.0
Xdt8635,9.0,,xvuhsfduuqt,,2.0,1-005-312-2157,303312.0,4.0,M,,716.0,Staples,3874159.0
Jra8636,1.0,O,uftidcxp,,3.0,1-043-276-7064,446840.0,4.0,S,67.0,809.0,Constellation Brands,1299762.0
nap8637,1.0,O,Vkxdrwan,O,2.0,1-994-474-0701,331467.0,3.0,S,56.0,353.0,Century Aluminum,3656160.0
WLS8638,9.0,O,OFCXQOKFBW,,5.0,1-191-153-6993,323172.0,4.0,M,29.0,715.0,United Natural Foods,2713421.0
AZA8639,2.0,,UARJLVRYN,r,0.0,1-654-579-3493,279223.0,1.0,S,80.0,749.0,Leap Wireless International,652312.0
RSS8640,,O,Hbhrgywqe,Y,5.0,,345826.0,3.0,S,31.0,717.0,Applied Biosystems,3968552.0
Gwz8641,1.0,O,Nhbqx,q,5.0,1-205-807-4212,361491.0,3.0,U,22.0,365.0,Lender Processing Services,
cha8642,2.0,O,jhhfmtwuu,,5.0,1-747-125-6020,,5.0,D,1.0,790.0,Walt Disney,1084486.0
ski8643,,O,EJJKHOA,,3.0,1-630-670-6165,147834.0,1.0,S,72.0,408.0,Williams-Sonoma,1079320.0
Pts8644,5.0,O,Bvuxznyi,,2.0,1-696-606-9301,133569.0,4.0,U,74.0,499.0,Pall,714914.0
Kyd8645,7.0,R,Rbomamijx,f,1.0,1-228-334-8435,399901.0,2.0,M,63.0,708.0,Safeway,681347.0
XVE8646,10.0,O,Idmnm,,5.0,,204417.0,2.0,D,19.0,690.0,Goodyear Tire & Rubber,2316964.0
Gln8647,4.0,O,Nlcfny,,3.0,1-311-782-0987,433420.0,2.0,U,88.0,690.0,Celgene,690842.0
xzq8648,2.0,R,TQDOQX,,4.0,1-204-228-2576,276253.0,5.0,U,7.0,365.0,Targa Resources,2169282.0
Bme8649,3.0,R,VACEDPKBNYO,b,5.0,,381418.0,5.0,M,89.0,603.0,Principal Financial,3731300.0
Tfu8650,7.0,R,zonpa,,5.0,1-554-216-5900,2348.0,5.0,U,32.0,844.0,NYSE Euronext,1654506.0
Acu8651,6.0,R,Gurdo,,2.0,1-534-526-7325,169615.0,5.0,S,14.0,400.0,Charles Schwab,3625783.0
MET8652,10.0,R,Bjkzvezqktj,P,1.0,1-379-175-2676,106946.0,4.0,D,66.0,599.0,Robert Half International,1981626.0
DXL8653,,O,KVWBKIOJITAM,,3.0,1-292-920-0664,236679.0,5.0,M,51.0,721.0,Virgin Media,2075234.0
CML8654,0.0,O,YNISNM,,0.0,,81599.0,,D,34.0,703.0,Foot Locker,265619.0
hvs8655,7.0,O,RQIOUPCUNO,,3.0,1-729-142-7718,270045.0,4.0,M,49.0,828.0,FPL Group,1085675.0
ZVM8656,0.0,U,Wexxqgkzea,,3.0,1-561-470-2093,,4.0,M,23.0,704.0,Textron,3561728.0
stc8657,3.0,O,bwuffqwm,w,3.0,1-802-635-5439,206028.0,5.0,W,7.0,304.0,Coach,1700081.0
udc8658,3.0,O,tvprsqbifmer,l,3.0,1-085-501-4523,193676.0,0.0,W,23.0,802.0,Burlington Northern Santa Fe,1531899.0
Ywz8659,3.0,R,PEMOX,l,4.0,1-118-667-3641,,4.0,S,21.0,,Key Energy Services,2241976.0
BRN8660,10.0,O,Fkiioaz,,,1-277-090-7072,,3.0,M,58.0,549.0,Constellation Brands,2613956.0
uic8661,9.0,O,Suepypgbisvb,I,,1-604-976-8273,,4.0,M,46.0,328.0,Vanguard Health Systems,3938637.0
owp8662,5.0,O,htibh,E,5.0,1-126-740-5799,70188.0,3.0,U,71.0,580.0,Dominion Resources,3419279.0
UTA8663,10.0,,Aprseyj,d,2.0,1-198-361-8831,104516.0,0.0,D,79.0,630.0,Werner Enterprises,425069.0
cak8664,4.0,R,Ataamzyieqv,A,2.0,1-124-558-6862,299276.0,1.0,S,89.0,607.0,Walgreen,2747347.0
QSW8665,5.0,O,welaozue,,,1-230-409-0929,346240.0,0.0,S,42.0,787.0,Aon,3853851.0
Bst8666,7.0,U,Tlprn,,,1-085-296-6065,394524.0,2.0,U,96.0,356.0,Chemtura,505520.0
exb8667,4.0,O,Acukzlcjq,g,5.0,,247595.0,3.0,U,16.0,593.0,Delta Air Lines,1347208.0
IXN8668,3.0,O,Okefipvgxpqe,S,2.0,1-316-728-0218,441473.0,1.0,U,58.0,449.0,Children's Place Retail Stores,2324716.0
Gik8669,0.0,O,ZAAVRGUSIAJ,X,0.0,1-604-092-1658,279929.0,3.0,,,782.0,Century Aluminum,3076472.0
zis8670,5.0,O,Itmdjqturcqg,,1.0,1-860-872-9403,421060.0,3.0,,43.0,705.0,Nicor,2733940.0
dcw8671,9.0,O,,Y,4.0,1-131-871-5621,407803.0,5.0,D,35.0,,Ryder System,2485282.0
ame8672,,O,VPOGTXRI,,3.0,1-478-866-2041,384831.0,0.0,M,63.0,474.0,DTE Energy,343843.0
Nvt8673,7.0,O,Rnbkmwflpq,,2.0,1-267-577-8436,467196.0,0.0,M,78.0,406.0,,
Wpg8674,0.0,O,WWUBCNGLNYD,D,2.0,1-889-409-1975,282344.0,4.0,U,79.0,400.0,Dr Pepper Snapple Group,866773.0
Gcv8675,5.0,O,Hemqg,t,0.0,1-277-613-0038,242400.0,0.0,M,34.0,593.0,Vornado Realty Trust,2727185.0
xxu8676,8.0,O,Pienpm,p,0.0,1-161-099-3879,403347.0,4.0,M,3.0,496.0,Sysco,1597163.0
xqv8677,7.0,O,UCOHXYY,W,,1-532-661-8795,297557.0,0.0,M,90.0,396.0,Auto-Owners Insurance,3310285.0
Rte8678,7.0,O,bajhplc,,2.0,1-790-105-6683,361968.0,5.0,M,91.0,666.0,,3752212.0
yeg8679,8.0,O,oknumn,,1.0,,371594.0,3.0,S,4.0,339.0,HCC Insurance Holdings,1637216.0
Tiz8680,7.0,O,fllodmavl,,2.0,1-517-247-1982,180774.0,4.0,M,47.0,580.0,Dick's Sporting Goods,1554195.0
RXK8681,10.0,O,CUNWRCPDT,s,0.0,1-124-907-2076,115346.0,5.0,M,91.0,488.0,Iron Mountain,
XMW8682,4.0,U,Qljmhipol,,3.0,1-426-308-8028,414519.0,2.0,M,93.0,472.0,Hess,3243516.0
Etl8683,,R,lfpxxsvqqfai,,1.0,1-308-924-6128,328886.0,2.0,M,44.0,625.0,Danaher,1575746.0
URB8684,5.0,O,Venboxurii,,1.0,1-566-614-5439,,5.0,U,35.0,731.0,Barnes & Noble,1420362.0
Aad8685,10.0,O,Froezukt,O,1.0,1-900-742-0811,155341.0,0.0,M,89.0,597.0,3M,2265704.0
Efu8686,0.0,U,Mtwmtxh,M,4.0,1-362-535-4147,403188.0,2.0,M,90.0,789.0,Smurfit-Stone Container,806681.0
eeu8687,1.0,O,yggygjfcqq,j,4.0,1-088-611-4747,44208.0,5.0,S,81.0,745.0,AptarGroup,3913762.0
Vnm8688,2.0,O,wceabvwagbbj,,3.0,1-057-920-6008,409011.0,0.0,S,2.0,750.0,Graphic Packaging Holding,193717.0
RVP8689,3.0,O,zcmfujrx,F,4.0,,,0.0,M,54.0,533.0,Maxim Integrated Products,1013981.0
Por8690,5.0,R,Xtnakt,,1.0,1-130-549-6143,45538.0,4.0,M,84.0,717.0,Timken,2230529.0
Vun8691,1.0,,Iubgss,,2.0,1-608-744-7160,296979.0,3.0,S,46.0,561.0,Tech Data,755031.0
CMZ8692,0.0,O,oqdxh,j,1.0,1-298-926-9454,33341.0,5.0,W,85.0,410.0,Bank of New York Mellon Corp.,3551603.0
xfv8693,,R,Koltafaovnj,U,1.0,1-911-587-8459,386181.0,4.0,U,17.0,802.0,Enterprise GP Holdings,77595.0
eni8694,4.0,O,Nvtoeawmg,T,,1-149-575-5771,329659.0,5.0,W,56.0,548.0,Spartan Stores,1126008.0
Bot8695,2.0,O,,,3.0,1-795-875-8204,336056.0,4.0,M,30.0,830.0,ON Semiconductor,3638975.0
Vfg8696,3.0,R,Tfruklbsese,,4.0,1-512-001-8308,441771.0,,S,4.0,461.0,,3761180.0
nhl8697,7.0,O,Gqsyttujbz,,5.0,1-514-315-6199,373903.0,4.0,S,21.0,550.0,Carlisle,3437967.0
Xip8698,3.0,O,Cbchizcfh,,5.0,1-567-741-9888,63737.0,4.0,,43.0,658.0,Modine Manufacturing,1796117.0
CIH8699,10.0,O,OADLLJ,u,3.0,1-986-658-4714,123182.0,4.0,D,55.0,792.0,Marriott International,3140997.0
cdm8700,4.0,O,ZXVFS,p,5.0,1-981-528-4850,53537.0,5.0,M,59.0,641.0,Asbury Automotive Group,3616733.0
jxk8701,4.0,O,Cqemfcqaxk,Z,4.0,1-726-949-0017,91206.0,2.0,U,9.0,590.0,CH2M Hill,2447031.0
Rfp8702,8.0,R,Opefevmvmix,,5.0,1-457-463-6333,326428.0,,M,62.0,393.0,Cigna,2243112.0
Zcj8703,3.0,O,Irfmwksz,O,2.0,1-474-956-2555,302934.0,3.0,U,53.0,796.0,Priceline.com,2775156.0
Xzt8704,8.0,O,,Z,4.0,1-983-965-1357,358087.0,4.0,W,80.0,476.0,Hub Group,
vnr8705,4.0,U,,,5.0,1-371-971-8422,102441.0,1.0,M,70.0,482.0,Century Aluminum,3983183.0
Lco8706,6.0,O,Ebfwbvbzqq,K,5.0,1-197-386-7002,328772.0,1.0,S,,607.0,Southwest Gas,94738.0
Qxv8707,10.0,O,PFGLR,b,0.0,,46302.0,0.0,S,25.0,661.0,Wal-Mart Stores,407560.0
Zkn8708,7.0,O,Zahoanzbnoi,,3.0,1-741-916-1995,483159.0,5.0,S,67.0,555.0,CHS,89739.0
zth8709,7.0,O,jwqnihv,R,3.0,1-840-399-2919,390647.0,3.0,U,44.0,517.0,BJ's Wholesale Club,3345102.0
lbi8710,1.0,R,LKXAQ,,0.0,1-855-202-0449,409796.0,0.0,W,93.0,618.0,Goldman Sachs Group,336067.0
HAT8711,3.0,O,YNYREG,a,1.0,1-911-293-0750,115895.0,4.0,,13.0,821.0,Pride International,1616585.0
Hjg8712,9.0,O,SGGMMX,j,3.0,,368247.0,3.0,S,64.0,678.0,LKQ,1332431.0
Jjj8713,1.0,O,Tqszevht,,5.0,1-439-163-0429,166111.0,2.0,M,19.0,513.0,,3448599.0
Yhm8714,3.0,R,Wqjdrrvyd,G,3.0,1-407-919-7219,128617.0,2.0,M,1.0,435.0,Furniture Brands International,3593769.0
ELU8715,4.0,,Qsgev,j,5.0,,115558.0,1.0,S,57.0,716.0,Ameriprise Financial,874749.0
Iql8716,6.0,O,Rnborgsn,C,0.0,1-452-687-1866,25.0,0.0,M,82.0,834.0,Hawaiian Electric Industries,3033101.0
