address,country,address_id,district,postal_code,city,address2,phone,country_id,city_id
1351 Sousse Lane,Mexico,576,Coahuila de Zaragoza,37815.0,Monclova,,203804046132.0,60,341
1501 Pangkal Pinang Avenue,Poland,577,Mazowieckie,943.0,Plock,,770864062795.0,76,409
1405 Hagonoy Avenue,Poland,578,Slaskie,86587.0,Czestochowa,,867287719310.0,76,133
521 San Juan Bautista Tuxtepec Place,Kazakstan,579,Qaraghandy,95093.0,Zhezqazghan,,844018348565.0,51,598
923 Tangail Boulevard,Japan,580,Tokyo-to,33384.0,Akishima,,315528269898.0,50,10
186 Skikda Lane,Mexico,581,Morelos,89422.0,Cuernavaca,,14465669789.0,60,131
1568 Celaya Parkway,Taiwan,582,Kaohsiung,34750.0,Fengshan,,278669994384.0,92,168
1489 Kakamigahara Lane,Taiwan,583,Taipei,98883.0,Tanshui,,29341849811.0,92,526
1819 Alessandria Loop,Mexico,584,Campeche,53829.0,Carmen,,377633994405.0,60,103
1208 Tama Loop,Iraq,585,Ninawa,73605.0,Mosul,,954786054144.0,47,344
951 Springs Lane,Philippines,586,Central Mindanao,96115.0,Iligan,,165164761435.0,75,219
760 Miyakonojo Drive,Mexico,587,Guerrero,64682.0,Jos Azueta,,294449058179.0,60,246
966 Asuncin Way,Mexico,588,Hidalgo,62703.0,Huejutla de Reyes,,995527378381.0,60,212
1584 Ljubertsy Lane,United Kingdom,589,England,22954.0,Southampton,,285710089439.0,102,494
247 Jining Parkway,Gambia,590,Banjul,53446.0,Banjul,,170115379190.0,37,54
773 Dallas Manor,Argentina,591,Buenos Aires,12664.0,Quilmes,,914466027044.0,6,424
1923 Stara Zagora Lane,Taiwan,592,Nantou,95179.0,Tsaotun,,182178609211.0,92,546
1402 Zanzibar Boulevard,Mexico,593,Guanajuato,71102.0,Celaya,,387448063440.0,60,106
1464 Kursk Parkway,China,594,Shandong,17381.0,Weifang,,338758048786.0,23,574
1074 Sanaa Parkway,Ecuador,595,Loja,22474.0,Loja,,154124128457.0,28,311
1759 Niznekamsk Avenue,Bahrain,596,al-Manama,39414.0,al-Manama,,864392582257.0,11,14
32 Liaocheng Way,Brazil,597,Minas Gerais,1944.0,Juiz de Fora,,410877354933.0,15,248
42 Fontana Avenue,Hungary,598,Fejr,14684.0,Szkesfehrvr,,437829801725.0,43,512
1895 Zhezqazghan Drive,United States,599,California,36693.0,Garden Grove,,137809746111.0,103,177
1837 Kaduna Parkway,China,600,Inner Mongolia,82580.0,Jining,,640843562301.0,23,241
844 Bucuresti Place,China,601,Liaoning,36603.0,Jinzhou,,935952366111.0,23,242
1101 Bucuresti Boulevard,Greece,602,West Greece,97661.0,Patras,,199514580428.0,39,401
1103 Quilmes Boulevard,Peru,603,Piura,52137.0,Sullana,,644021380889.0,74,503
1331 Usak Boulevard,Switzerland,604,Vaud,61960.0,Lausanne,,145308717464.0,91,296
1325 Fukuyama Street,China,605,Heilongjiang,27107.0,Tieli,,288241215394.0,23,537
