prospect_AgencyID,prospect_Gender,prospect_MaritalStatus,prospect_State,prospect_Country,prospect_Age,prospect_NetWorth,prospect_FirstName,prospect_Income,prospect_AddressLine1,prospect_City,prospect_CreditRating,prospect_Employer,prospect_PostalCode,prospect_AddressLine2,prospect_NumberCars,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
Fay10296,,W,SC,United States of America,55.0,1358996.0,Dchyvmccaydvybjxrnj,213534.0,IWQCCRRLTWA,Overland Park,743.0,Volt Information Sciences,ERMGUQDUU,Bmapsqjpgehbmzhatsqhsjprwfzqcvfgzuguqbalvgiepjevojyyiopgawzwfvurzkko,0.0,5.0,O,6.0
sde10297,,M,Manitoba,Canada,16.0,3000931.0,AKZSTJWJRABHUOKRRR,38680.0,Qyxmywatqmfqtopkclelubylrcemrssbptcbweudmmodofapmwyycqejtfjdfpr,Glendale,644.0,Fred's,eurnt,JDROVNQ,5.0,4.0,O,2.0
Wwl10298,f,M,WA,United States of America,80.0,2923214.0,fxvibugbig,31504.0,jfkwffhrvapoknqauozdkokut,Alexandria,506.0,Goodrich,Vvdqejrin,Zrddrqajmiwhvzabocuutvwhcnbbpcduzyjnbytvukvwcwigrpgsqkivosghnytcgukekn,4.0,5.0,O,2.0
Yqd10299,F,U,GA,United States of America,51.0,2283233.0,FTBVDDGCGZJTQJOPFSHSHWAKNTRI,354937.0,NMRSIEKTEMUCEYLBDMEEHSDLJTNQYQAVFMSNIRTCQDXRPGQEZPQRKEOSRDUJUJXU,Kitchener,364.0,Enersys,Hlsveibblyd,,4.0,0.0,O,3.0
Qux10300,F,U,ME,United States of America,43.0,2029826.0,Nrwugodfahgazniimtkblp,120173.0,jdpoawqlshvozoznkycnnigfgzwmhnaarsotzbgoiusgflrdjmxikeehmkahfmgfkdbgf,Lincoln,629.0,Watson Wyatt Worldwide,Cuxajdrhppvz,ZVTPMHJLISRSRMTIDSKHXFLBIGFKTMFRYMFIVHHNQUUIDYELVACHVRQQSWHODPTZ,0.0,0.0,O,9.0
TGM10301,,M,IA,Canada,36.0,3379446.0,YONVTUVGHUFBARLOWULMKBGJCNO,119606.0,Mmcpvupftdbmcbwuzaztcwinmtladnmtrgowyrfbearyadyg,Ann Arbor,404.0,Fortune Brands,Gztmsgbi,Zekfrcl,5.0,2.0,O,3.0
byt10302,,U,OR,United States of America,72.0,3317149.0,Ykhubhsuudztoydxvnhunvjzvmi,473204.0,Tcjtygakngt,Elizabeth,361.0,Electronic Arts,Kffznrootti,cxuutdvosfwzzphsloealvvgcmmboqbzhbgrnkco,0.0,,O,8.0
dzi10303,M,S,SD,United States of America,,527327.0,Wbsanfke,220189.0,JEHTMPUNEXDMSSUHHBXKVUYOKWCJGACTBHOIKXJKTXQAHSFROJ,Springfield,325.0,Bed Bath & Beyond,Fukdfx,VYZPQCFOBCSHDWRYAOYKIFHKAFNDKKCTDUTYWQVOSHQVMEJMKVUGUGVZANHAKNXHNBJERHHM,3.0,0.0,U,4.0
Jva10304,,S,CA,United States of America,96.0,2963048.0,ozluwvqvqukhuonlvfu,216199.0,TUBLITGMQAMZHDGOOXQSDRNWVFLOGRYISVRNLTINNUDFF,Charlottetown,828.0,Crosstex Energy,wvqtfhnfh,FBFYJCYX,4.0,3.0,O,9.0
XAX10305,,W,Alberta,United States of America,16.0,1316666.0,Fxcohhuoyfmzpmlcz,317544.0,IZWAFKHMFFADVIU,Elizabeth,420.0,BearingPoint,btyjhoyfb,Cqhsqsltsyitghtqpkrpdmxkuicoyouehictkogwifsbrlyphugokihtkclitjsjl,2.0,5.0,O,4.0
Oyj10306,M,S,KS,United States of America,59.0,2318998.0,SWTVHGSCVTEKBSHCIRNQNC,328235.0,jtcgeywchtiwuiipeumccnpkhlrmrotwmmgzslxyrubb,Providence,465.0,,Ahanabuysffs,Raclxlvvyoixdnjtcvlfhakrvifyebiismdmsciircogefvwwbfhsgqgstvyse,5.0,3.0,R,5.0
zbx10307,,U,LA,United States of America,6.0,883453.0,VDDHBBDINHZCWJMHFBIPMRPUVC,307637.0,Loueavrjuriggioyrxmxjezqqjjwjkypvjqigzfqf,Detroit,771.0,Intel,ZDBXEELQ,Tlgqbadulwlgccalaxhcjgqfmoevpjldvuuwgvynqnsu,1.0,5.0,R,2.0
qph10308,M,M,Nova Scotia,,95.0,2037517.0,Bhheebikleyhghxhoiwevecpnac,449834.0,blfvrnbeghcxlpkyfwesnvmi,Sudbury,717.0,Electronic Arts,akpbuefov,whvqozlqxessloeeqfuqpsaopmgbqoahjrdfoxsrklhofgawmprakcikwdnqwjdtdcysrnocbzhwfwcq,2.0,3.0,U,10.0
PJK10309,M,U,MD,United States of America,35.0,,Rudcexiihfohvcnbvhmpcgech,174691.0,RGWXKDALBEGUIFZJQACBYVL,Fontana,710.0,Beazer Homes USA,ARQPJVVAG,IUICYQBODHHYHLTCOYYOIJJJNJWFHSR,1.0,4.0,O,10.0
Ptq10310,F,D,RI,United States of America,29.0,3591541.0,Dwhcdslzstqosgvjbkz,389627.0,XOHWNQCATHMHMQ,Paterson,359.0,Tupperware Brands,EMRFDWTHLAHQ,,0.0,4.0,O,8.0
QLT10311,,D,Saskatchewan,United States of America,55.0,1288257.0,WTTOKKIKSBXHJZ,125434.0,Luzecyflgpixwjqj,Independence,810.0,Vulcan Materials,gccyjvwuonj,MWNCNORUZEBJXOXVWVCHRMHOAUCL,5.0,0.0,R,6.0
Jse10312,m,U,AR,United States of America,65.0,935104.0,SKVZCUNMKQWTNMZQPAIKW,356850.0,LSWBYXAGWEBB,Minneapolis,661.0,Cablevision Systems,XCGWBGUUZOZD,Iqifigghurncuwvuvagsuetdhkreifgzakdsqmgqwhoxbca,2.0,5.0,O,2.0
hqw10313,,S,IN,United States of America,6.0,718332.0,Dkcakom,,Agqhptvfvp,Charleston,639.0,Ryder System,Pkxvpn,Ochhdnfjdqemotyaxdllejddggmxstquokbknvbhtiemqxlfjjxlcbbihodijug,4.0,5.0,O,8.0
Lpg10314,,M,Prince Edward Island,United States of America,63.0,235965.0,Dsnyiwqzomte,276764.0,Nqniqkdjnoqrzpikfufbaacbaxmaafxhrklyvighwgdyppmimscfspcikdhotmaubeixjnc,Livonia,458.0,Hanesbrands,Atebravgy,RDCUPDEXZBBHVBYSGOHSWSULVVLWAHRETYSFSXNCFLIVEGWA,5.0,1.0,O,7.0
Tla10315,,,Prince Edward Island,United States of America,20.0,152544.0,BNZUEIBLIGHQRV,113138.0,Ednyagxeqxizgttdnhcfrefp,Detroit,395.0,Western Refining,JPJPNS,Auyfghifrxgouciozezoxqukitopkhbup,1.0,0.0,U,
ONS10316,M,M,UT,United States of America,7.0,692004.0,ecndmqskzhwwatvvejsiptik,304274.0,fmuljeljgkobqwmyho,Norfolk,372.0,Flowers Foods,dwggwcqbhx,rnwhnmazvpbsaavvzvmwayfeailpwxzkrcrqbqiqoeyew,4.0,5.0,O,
Ukm10317,M,S,RI,United States of America,57.0,1263478.0,KERKWI,409138.0,iwxqesvtjifpzilhlpwtjygodpbscoljofgdsbailyia,Tacoma,590.0,Family Insurance Group,,Fjjxogwuzevwulplekxmzltyors,3.0,5.0,R,7.0
ekn10318,,M,CT,Canada,31.0,2451725.0,xvufgbtupbpinooaeqiwlxsxijou,169215.0,xzugfobxwarqmamvdgzjdbqvkfwpgtriolbmkfpkthoohbminqvbkmmflzoluhvmyjmpppsvrhhxxidr,Toronto,644.0,Wyndham Worldwide,,TAFHTKEFKUGXLGLTZECQUQQMFSKHJLXLQOHFQZERZRTV,2.0,2.0,U,2.0
tle10319,M,D,ME,Canada,47.0,2572155.0,Frzshjyonawmdpkxejxdd,183997.0,,Kansas City,,Convergys,ybsqe,Nalfy,5.0,1.0,O,5.0
YXN10320,,W,MN,United States of America,30.0,3017947.0,Qvsfvwrklpkxyycsazczssonxji,305712.0,Slruciuqxjigdapaqxwumjcqmucoovrthqeaikbunhhbvxcxhxtosloywruozx,Hilo,394.0,Baker Hughes,Uobrjrnqh,LWHLVJETUVYADXQDQCBQRYIFPSHGTFCAZPHDPUNHLYPSGA,5.0,1.0,O,
Zzj10321,,U,CO,Canada,30.0,2583073.0,ebnyosgftrctfunaaq,370852.0,Tpjlqemejnjoyvjcqpq,Durham,566.0,Enersys,qdgxygs,Xjlwwrmdfagoffozgchrqbgiwgdfsrukiqvjezlhnxxmwruvyhhfuo,0.0,5.0,O,2.0
Mcw10322,,M,Saskatchewan,United States of America,86.0,,BVMRIULUOLOAM,61789.0,Rdchkohwwugmrihdmcejpzrhred,Costa Mesa,398.0,Mueller Water Products,PZOPDBESO,WVCFVBYYVAUVIMXDXLDNSHIEPOCXRPDYERVVCZZMBQHPCAFZGGCMHSCJPEASUXBNA,1.0,4.0,O,9.0
BJO10323,F,S,FL,United States of America,25.0,245862.0,Lqhdqfiybhbucnqxusszbov,4923.0,uialriswkkdkzhxwgoohxfqoagpjlkuozrsgafezqsmcd,Mesa,484.0,IDT,Rxjphrlr,Vjbnepxystjpagvlmxygrsjaamvfruneprxewugcgg,1.0,0.0,R,10.0
Hrf10324,M,M,Newfoundland,United States of America,89.0,2719205.0,Kyykobrwbvcgsmm,125828.0,,Mesquite,616.0,Apache,yhcvod,NGGTXLXYVDYCFRRLOABZMTEFNRVPNGGSOQHPNKDRSBUTVZKGLZWRGVQ,1.0,1.0,O,5.0
Ncc10325,,S,WV,United States of America,0.0,1740714.0,Hapkabenarthzygblqfvk,135487.0,Ovmdskhdsvigkjyrgodhofipyzxfavhxvjhycl,Palmdale,643.0,DST Systems,pzpakanbch,Rfsrsjsrdogcjodwseqtjapsjbwhwdyuwtvddownuk,5.0,0.0,O,10.0
IZH10326,,D,NJ,United States of America,18.0,2637913.0,Wtnqbsxglojrbnxogqyagcxbuofo,195856.0,jkfvrjpcjwvemsrdyijherhwdnfknnnqijlqfxsovqykmefyus,Mount Pearl,809.0,Bank of America Corp.,Batvyegke,PZCEMEEQEUCRAC,5.0,3.0,O,6.0
ltw10327,m,U,VA,United States of America,1.0,727773.0,fjtdeyhytxbiovkfrx,114169.0,nondwlnmomyquvqbrxhadgkugllsqmjgxnrhmxehaffvpbhhahsjeohhvewm,El Monte,421.0,AptarGroup,Igipvlmbbfbi,Sxcheabppcgezq,1.0,2.0,O,4.0
Erp10328,M,M,NM,United States of America,,,Jwhgqtvixaepnadkjohvnyprroro,,Jecwvweswmsnthkqfrbolwadbyyrywzsiyeedkwoeagvwbtnj,Grand Rapids,441.0,Goldman Sachs Group,zksnroorx,Vpgeittvpzfghyzcfwslvoacenouujzviiiiuvchcv,4.0,0.0,O,4.0
Ihj10329,,S,VA,United States of America,90.0,2183914.0,tuabamybqvgszrkmpyejtg,7519.0,Zubtvaieyldqubmrszzvysljhsrcvtgaznmqhtcvgopbxwpm,Windsor,774.0,Electronic Arts,Xjgkhonsdrou,LQDURDCCKUHRYWRAVLVGJMPGMHDO,4.0,0.0,O,0.0
Dvp10330,,M,OK,United States of America,99.0,,XYSUPXMUDSONENB,238879.0,Bminfhyyoeamwqpgmkawychgbobadrf,Peoria,543.0,Constellation Brands,Tbjttynwvqg,FHRGUSTVXKMYULXFNUHGNYJKMKMHWPKBPANMFYLAJQGAREJDVLZVHYXGYHYWDCMSVTEPRVMBNJMJXTCS,5.0,4.0,O,3.0
Fvo10331,M,U,ID,United States of America,57.0,1910630.0,Marragvmbahnpcowijc,216087.0,ZYPOTLUCWUEIKPRE,Pasadena,428.0,Global Partners,MMPKKR,Lkxawpyg,3.0,2.0,O,8.0
EAS10332,M,M,IN,United States of America,60.0,,xcphrvmflwekpvirgpsg,102912.0,Ddxbh,Fort Smith,807.0,,Ondaczmnwxf,ucrmgwrpbkranntlremfvnbrilpgswgbs,4.0,1.0,O,2.0
Khc10333,,,NC,United States of America,16.0,2179513.0,dramllhzkuawhyhabqcbfvrqph,,Mnkndgmtfqhfeoucoerlppxrvecddgrjcsihtjrwpi,Dayton,799.0,Polo Ralph Lauren,IFFMPCGPI,CAFXKUWMDMZRWHFOEXKBOPFRLESLLYENOCZXZFKYRNBPUXHFUBLY,5.0,3.0,R,1.0
Koa10334,f,M,NY,United States of America,15.0,196241.0,Zbcgwtroccemfyxeismixeca,141657.0,LXSXMLNDKOMFKEAGXAUFBXKXHINOZJHPTKXPVXFSBYFJTYWPEOWOQSH,Mobile,641.0,Fortune Brands,Cchixqfr,Hubepwrgjsymcblrkolkptqemjlofrasodjrasmid,5.0,3.0,R,9.0
haz10335,,W,VA,United States of America,87.0,281132.0,ZAYBDWD,57554.0,Lmvuogdodqpust,Vallejo,377.0,St. Jude Medical,Klsra,obprtswaqvddyfiimktrwrrgpuogxg,3.0,0.0,U,1.0
Ail10336,,M,IL,United States of America,84.0,3115635.0,Hzvhrwtkcjlqvkgrbkdm,4825.0,Vxfwhqmdyuorailsrbimuczcsladhademfvhrqngrojbnqjjyjxwtuxbcdjv,Sudbury,767.0,Rohm & Haas,kpryr,peympelgqbywcjatvxcequtrcdmdhgssbkezcciggyuvsffndviyeppvglhyfknawcvdvwxncujafkn,5.0,0.0,O,2.0
Uuh10337,F,M,Manitoba,United States of America,11.0,1984970.0,Okjppyxezwxlclavobkzrpskp,355454.0,Snrmzeivwiqzes,Brownsville,732.0,Family Dollar Stores,SNURPVQTS,Hmuakgj,2.0,1.0,O,1.0
mwh10338,M,D,NV,United States of America,,1559480.0,fjhnurwnsupln,,Jdrxcraysvcwrcojwgfllmcvwmlaufprjwkgnvlfcovwolniaxiynrqxybyvkef,Topeka,802.0,Republic Services,OAQMDGCBXJC,lrvvgxzbjrqhljtxqjuinruoupkkodullennjfchlgwsqfgowqhnrjgumjvunhxt,2.0,4.0,O,9.0
Rrl10339,m,M,GA,United States of America,61.0,392657.0,WFDFZJJGVXWNXSCQQJG,48574.0,Dhnijlswdlierzozpsmxtlmdwbubogyuluqceahikrcztfdtbbgkpkxsldahofqxpqvxqdgdmpt,Bridgeport,490.0,Moody's,emzhrbbmedjh,Kqqcknuqen,5.0,3.0,O,8.0
NNQ10340,,M,New Brunswick,United States of America,82.0,1940637.0,Olvvijmgbdnceglrqxmpycomw,132397.0,ATAPYDXEBGRCUQSBNLWFGDVSBACLZXFDUXTENUSGVHFFTEUZZDLKTOSNNGK,Fort Worth,523.0,Crown Holdings,,Ucxcgxjekmsilxpbvdewdhndpxrcvvqkgkdvfclypfhpqblfdhynrn,5.0,2.0,O,6.0
alz10341,m,M,DE,United States of America,87.0,934030.0,rilxdfatizxtplhn,262640.0,Ieuocwgexboqvktugkmtldvqjqcaneyecegylnvpqvbztvpbgxswgzlrsbahtlla,Toledo,319.0,Affinia Group Intermediate,otmodakeqjsg,CFRXHHXCQJVZZCSLPHDHNTYPZAULVUOKNPHTUXWOKLWA,0.0,3.0,O,0.0
Bau10342,,U,CA,United States of America,76.0,3762105.0,npvxqamatjziritoeetoahbuds,427107.0,Ldcgutcwvhvborovegunkcvvntaynrbtugurfvrdfavsjskhkdlwpeho,Cleveland,789.0,Sun Healthcare Group,Ggfhkewxaj,Krknpqicnvqnmkmkmtpjeyuwjtpbzygstcqmggwbkpu,1.0,1.0,R,4.0
WXP10343,F,,WY,,81.0,1338212.0,rrharbtzh,129602.0,Odziccoyrqmrhmqywefprjuqtc,Sherbrooke,329.0,Capital One Financial,Piqbcsi,Tnegnkniqgobtaravginfrsmcodhzajjzlgnpqibytrgaczbwldvgldgkljhdlwznbwdnbrzls,,2.0,U,2.0
Ohn10344,,M,NM,United States of America,81.0,1096324.0,Bgitxoqtnelqvbhxneoxvpcje,342104.0,Ituodfjfxajisziutobmouktpwbteenlktmpcgcwvrkhsvaruocadcmpzsceeec,Augusta,371.0,Merrill Lynch,Vebpsrgnm,JISOFYWXHGXVQFACQ,2.0,3.0,O,9.0
Pbp10345,,M,IL,United States of America,97.0,1614409.0,SIXHXVSLIJKQETDF,82651.0,Gwsgybmzimmfaegpnhygjjujoty,Omaha,395.0,Newell Rubbermaid,aucgblujjt,kywmentjxglawecgaqiwwbz,5.0,2.0,O,3.0
Jvb10346,f,D,KY,United States of America,3.0,2246040.0,crzvoycfksvwlepkukbqfs,105275.0,epvhtzrjnnfeyhpfutpwysqbhlxhczpfhwioggralovnolnyencehhtmwxpwruxzj,Fort Collins,366.0,Molson Coors Brewing,ocbivsmflhbg,nwhvwqftezsmbupschonunlolvqyowplrmppwoitqwpardvioigafcsyb,0.0,4.0,R,2.0
dqf10347,m,D,LA,United States of America,4.0,1029298.0,jovhsov,448502.0,Xdepsijezqqmjzu,Durham,462.0,ArvinMeritor,Adulixddafa,Rqtllqaekhchbdyfeoknawximel,2.0,3.0,R,9.0
nig10348,,M,DC,United States of America,,1655587.0,pxtgxxefgqrjpuquegdywfccvwss,179046.0,Yqiioqvrdsokmxymlpuutqulrimirhv,Akron,822.0,American Greetings,Vqqwkfawbxm,Pepggakxzjeiijauupuwvmqfgdptwxcgnlbwtfkkjocvnzwdimprxjbcmjr,2.0,,,10.0
ijh10349,,S,AR,United States of America,47.0,628241.0,GIQQOMJWQCBWBUWVMREBLBJHQTN,81237.0,lgeanzaohcnpjxtdtjzdntvtialvtkuavrhatllyctqofnjowndoqjqygpcpvfy,Sydney,319.0,Spectra Energy,,PEMEVHLEQQFTUVCC,1.0,2.0,O,0.0
Qrq10350,,M,Alberta,United States of America,23.0,3909501.0,Lxjkewmzgzstfwylnpzpazsvqnztrf,187235.0,Fgeivkkbepxiwqbqzudhcyudhinpkbijrbrtuqmmsumzqrmallfvqrracngnzxdqvmav,Thousand Oaks,638.0,Consolidated Edison,Ltfoffmwoqu,NVNKJQHOJCAQONPKUDGVBUMIIWAFZRLRDHJJTPBESMADFZBYTXARVDNFT,0.0,4.0,O,10.0
irk10351,,M,WY,Canada,91.0,3861614.0,JVGSKDWCOAXVFDLKPQ,,nmhixsnfrbmowurwuwqtgoepjhczsbcjoocytpplonljxkrsgdjyfsgvdoc,Paterson,382.0,,Zucqfgctsrrd,efcocqtxru,5.0,2.0,R,4.0
Ikv10352,,W,Prince Edward Island,Canada,2.0,658709.0,cqkdachsexzel,399618.0,,Moncton,540.0,NCR,LIYFKKEKVEC,Oxjhdbybujnoviafvjxaauzmfsxtnkw,4.0,2.0,R,8.0
Ncs10353,F,S,IA,United States of America,72.0,761014.0,kivuxppuejaatqblpajmfkpqxl,73873.0,Hlpqxwibafydulmnfssqrthgiggplcmvh,Fort Lauderdale,537.0,CVS Caremark,wifinbt,Ogjvdorsbfafxoazmmakzlvltvdindhyusbegzsjloasakxqepeludeijifxjjvwklfkrxqdjbv,1.0,2.0,U,4.0
Uin10354,,W,AL,United States of America,79.0,166804.0,lfknijr,314126.0,rmzjdfcdomwshadvxxqlvdbicoojcbfhkqpaqascsiosvelidkkkegcieqjleuakfphep,Newport News,476.0,Starbucks,RPVOBIOLXU,Ywyizuqgdcpjknamsoceaveuihuguvfdwymhzi,0.0,3.0,O,
owt10355,M,U,CT,United States of America,80.0,2581250.0,Oadsjqmpnoht,58833.0,qpvihayhosjvhf,Durham,338.0,Adobe Systems,Ckmjewpgkkl,JRAIBAQMKDGZUSNYBWYNVYNOEPKYIFETXARDBGFHMMYXMRVWTOUIGQNPUGOWDMXUZFODKXPOK,2.0,2.0,O,2.0
DMO10356,,U,SC,United States of America,22.0,2001020.0,Nrmxbifuoncryxfrnjyfmhq,228782.0,WAXULHLDUOBREJ,Mesquite,378.0,Hewlett-Packard,Tkurj,ooytyvraccxpbinymglbxikyvrzmiskgyj,2.0,5.0,O,3.0
tir10357,,M,AR,United States of America,96.0,3402376.0,LWAPR,389600.0,flmzxlyuvuzovswjtggoydwgskcvjlfwlzqnxlfhdfiuqg,Peoria,750.0,Macy's,Dueiltoxuf,EIXKPSRVNAKZNLWDIRTFTVMMBRWV,1.0,0.0,O,6.0
Iic10358,,M,AR,United States of America,70.0,2587106.0,Eeeat,65253.0,Pyrlavjnfyesnhypczospuhmotmteqmgeewajhcafiixbnrikdmsrbeygieulwhsyczaymjxtcucwtjx,Dayton,,A. Schulman,Afstqzf,kkqmghuoxqzyziklsapuityjafjahvnevkdmkmsiogvipepgpfxc,4.0,3.0,R,0.0
Opz10359,,S,SD,United States of America,48.0,2020424.0,mhyglenwhsjr,386846.0,Ilvfllogdpacrmhdidtsgfqusmyxsfsiuvjmaohvrdsefkeliqoqooqtxqhhyxbiwamthqbrhooc,Fairbanks,411.0,Baldor Electric,KNBTRWWWC,Sqmiqsbsusxdrcqjyogetnofdrwabxcbnzihpfvlapyqxfpcoxivxlfq,3.0,4.0,U,1.0
Ixt10360,f,S,RI,,85.0,145788.0,Ngdqvnokmsibmdhurfioqjqkibq,447731.0,QSQKLJYELXQXLEFVWZ,Salinas,781.0,Lam Research,Ckqtijdwqwus,cveemekppabgycobdhfuqu,4.0,5.0,R,8.0
Ate10361,m,S,NM,United States of America,9.0,945599.0,cydsjavwibdkcwfzjkgyk,477914.0,gonnjaceddudsjflgpqcmyqxyipxwrltgsecrowxxacnalwwgcnhdehhnstutonlhpiriom,Windsor,443.0,Valspar,Fjumjd,Lgdqvdcjagtdlijadgwppawcyhjxqjhzxhwopcunilmyqhjzkrumsvvxotibtfirdnushoxr,5.0,3.0,R,3.0
mme10362,,S,MN,United States of America,62.0,2930325.0,Vdzpssuwydeqoknfxgxpqg,421455.0,Slsjeqdcm,Hull,489.0,CACI International,nnqtg,eruxvhkxdcsuugtbuxxgeqrxfhxthekfggykkjqbhvdbaizukymxnwuqtxsnnkupinopjw,1.0,5.0,U,3.0
Ntz10363,,U,ND,United States of America,79.0,1608710.0,AVJVKEWDBLG,471409.0,Rnpmwrkzmnceuaqxoovpaitrwlfqqejepommrqvinisanvcpbcmnyqjracphbj,Salinas,377.0,,vsnmtmecmjg,UIWSXIMHKMUAMESYUVUVILIPF,3.0,1.0,U,
ZWV10364,,S,VA,Canada,41.0,157437.0,Tfliacuxqxaucqlniuitsgg,418545.0,gchusvsssyljnuylkhonpchjwkfyztmnddtsexhkwmpzxligaltqrvrsxazilfp,Pittsburgh,545.0,Century Aluminum,wztazlxkxysz,bshgaihriegwuviylkpzmqkdmqowdjwsxnlpbqmekhubxyovrkmhjvqridxnbmqzlqvcumhv,2.0,2.0,R,1.0
Stu10365,,M,Prince Edward Island,United States of America,37.0,3567204.0,Dhslgfbkyjabxqrepogenngawpy,216482.0,gvargmomuntfsrxcxhsbpswxgpcwkqxytsupumhrwgkcbvusnkgjhzxuyp,New York,612.0,Huntington Bancshares,edkvbpujs,Bfyxvubsmxlhqfjvwqegzlfvjwhxouahkwhqqaopaovyylvsqiirhbyplidvsteyixaaotaslr,5.0,3.0,U,5.0
irc10366,,U,WA,Canada,81.0,281169.0,BQVNCWKVKONOEVC,280081.0,DETUIKLKNDXTKKOUZORLVAQSE,Pembroke Pines,405.0,Comcast,uirnjislfh,Mgqcshynvbyaavxhwzwbocfxlaicaiwqwqpsgebrrxjvlameqtrlswfujycczewmnvvapkfe,0.0,2.0,R,10.0
wet10367,,S,CT,Canada,64.0,75602.0,Qsfmnojcxsuyvhqcyuejmdlqgbxhv,371188.0,IOMFNOYHWMBESDKOEGFHNCXTNBELNKYSXSKHDXNYKYVWWGWOQCVRHPBEABSUNRXLWNQCMCKRVMRV,Berkeley,472.0,VeraSun Energy,Elcznohm,Nsxfmvwdmth,5.0,5.0,O,9.0
INB10368,,D,NH,United States of America,55.0,,UADDNBJFJFQESAAOQPJ,242562.0,Pfynflisyzfrhoonzhgv,St. Catharines,656.0,Altria Group,ihavk,VJCWQJQFLXQAEWHOU,,2.0,O,9.0
Als10369,,U,MD,United States of America,59.0,628034.0,Ytwkhxpmdpnxsoislzl,468474.0,Qtglfgrtpeeaaqpquojjffytfvlgtnsdseufdnugntcnnsluuiivrbjzfqh,Fargo,666.0,Magellan Health Services,VQIFPCI,Fixxonkukkozcbctnciaieeqrygztkgedjvwjoeiybeabcijmizvyvehebcp,4.0,0.0,R,
Pkh10370,f,M,DE,United States of America,31.0,25960.0,SCXUYASFBE,128208.0,Wmpffbbbxvjgrsnpawbsabyvsmwvticvsrnrruwerykbtmaoarqpnnwblaaorzljvfdlierrzeo,Newport News,659.0,Huntington Bancshares,Vnshd,REOIZCB,2.0,3.0,,1.0
WXO10371,,S,GA,United States of America,24.0,2366524.0,ELCRNNBHHD,347198.0,Kkbgdhyawijuvpjetmelbzilfzbegvwexznitpuqqi,Santa Clara,433.0,Furniture Brands International,Iblhourliqzb,Nwequuxzlembcwvlrlgtttdkcwodxgfksueieipljumkvikucbziwrxdgbblmzdycnnlxeum,0.0,5.0,U,1.0
Yhf10372,f,W,CO,United States of America,52.0,2710169.0,Ubxbzy,319055.0,Wnyyjjnxxzeurkztzrfuaxeajjtgmtslmpntcezhhucmssafxkfcnvrmcxpqzosoo,Charlotte,742.0,NCR,WFKUM,RYEOLQEVQSTJNZLXKDWHOJNFEH,3.0,2.0,U,9.0
AHZ10373,f,U,AZ,United States of America,15.0,2597791.0,qeemniosjkssc,409649.0,Inrdzpvsvafddydwwfsumsrzdrjfpoqzbjliwyvtvyivkmyrueaclnfolndwybkuwiogqwfdvcvhf,Philadelphia,628.0,Pacer International,Fxcmsxywe,xljyirryvqhgxwdwufttzdkrzckawgejslf,1.0,3.0,O,8.0
Hfc10374,,M,ME,United States of America,99.0,1992295.0,Mfjlokteertagktixqr,380853.0,AUQHDSYPHXPKEWMOTNPGRCXEJWWKADAEMKPDQK,Cedar Rapids,499.0,Valero Energy,SLKAD,,1.0,5.0,O,4.0
UBF10375,,W,CO,United States of America,6.0,1761169.0,Jxmstqvhoaeratnixczqsauum,248948.0,Qhlwivhizfkopibg,Corpus Christi,804.0,Icahn Enterprises,Vjrezbshnlr,Xbrbpklxlrkjaoesjkjytugiyvfihaqa,3.0,0.0,O,9.0
WYN10376,f,M,FL,Canada,68.0,17973.0,Auhvsvxytabesnmqdovftiikpi,105538.0,DFXIHMFHKHWVVXOQWGMJH,Yellow Knife,526.0,,,wvpxdlcefnfnvreawiijvhvoaoewvlmgehzxjps,1.0,3.0,O,9.0
zld10377,m,S,Saskatchewan,Canada,73.0,3148776.0,Zpziubdysqjuzomtezdbhcw,,iaruauafhztiuwnldgazhazrdjuggxdseqlpflyfqcossisnsxxqixw,Worcester,716.0,Southwestern Energy,JDMVJOPHJWLP,kruzgentyktovvrpbnihzauretgcgalnxnsxiw,4.0,4.0,R,0.0
YWS10378,,U,MD,United States of America,39.0,2770889.0,JSBVRLXAQJZLLRDOXMJT,9512.0,Kjqfhsdypfnbjzflqnidvegucbcbyofzmftwwtkmggwjfboldqiksxjawrdga,Casper,576.0,General Motors,Alswmahkjzxb,pykaamutdcgtlwkoogogaozsxppdytudfmtudcezrc,2.0,5.0,U,0.0
Lnv10379,M,U,NC,United States of America,1.0,3165486.0,Pfbfxvgdtgshw,164858.0,ksmqex,Knoxville,592.0,HNI,cukdo,TUUOVMRJGOUHRZYTWSYKWZCGHKHNBZXKQBQIBDVDBQEDGCGHOBUYOXOETGZDIQXTCLABLPB,4.0,3.0,O,0.0
meq10380,,U,Alberta,Canada,25.0,1513049.0,Hedxpsliur,12997.0,Crizcppftugntsmcmulqcldejgqwrekfokfjbypobfdtuayaucgbnrdmjvgldppqcsyptbz,Regina,806.0,D.R. Horton,Zozkt,,0.0,3.0,O,2.0
bml10381,f,U,MS,United States of America,77.0,241575.0,Razlwvlaukbdczefhwskqovb,335957.0,,Birmingham,472.0,Neiman Marcus,Noqzduat,cummbswvekhmlpcmohltmxxhjdfngzaoojawexb,2.0,2.0,O,1.0
Bzq10382,,U,NC,,,3247345.0,OWKPWDPPRGGVVRVCWNDJXPBKQSKC,370742.0,watwoyxaldgaalhieobdunsyvaawhrxymkdqjvhdnwj,Sydney,551.0,Sentry Insurance Group,Krqlb,,0.0,2.0,O,6.0
