AgencyID,OwnOrRentFlag,MaritalStatus,CreditRating,Country,MiddleInitial,LastName,FirstName,Gender,AddressLine1,AddressLine2,PostalCode,City,State
COY5535,O,U,330.0,United States of America,n,COYFJRNSBSROUS,SFLXVCQYZTADVNYFBXVP,,Srmsaxdzwddtmrslooblffectxvetbipcgrgqodnjwwpmhhh,Qfpijdyxgdgscenwnjeqrpsknxoinpvqqtxxtfsfqritwivdqnmuloahijvykdwsxlbbwktxmb,HDTQOX,Mobile,British Columbia
Pct5536,R,M,482.0,United States of America,C,Pctqfwkvjonawryabdzol,BDGLKGHILQ,M,VEQNCECMEIQBQMQSGBPNKSARCFPBEYHNPGYNLPBXB,KLOUWGTVLZGPCSJJARNUNJLEPYDICDUWKPOJ,NFONHUR,Glendale,WY
JFL5537,O,M,771.0,United States of America,,JFLVXHOLJMJKGPTYJWPJSLGVK,bhtvmjcbareonmodp,f,Eostgsoguljkrnimftcmaxxtermezaklcmpljrfvupaqbxdrsfhryvtjpjhlcpb,Fmboyqjl,EAEUFFXOSWGO,St. Johns,IN
OHA5538,R,U,392.0,United States of America,E,OHAHMJ,NISKMQQIFDDYWICGXSTFLVEP,f,Vunqaqfaqpzsuouhnuaazigitqxesnahpzbhxgnkadkcjcvqtngcceffyywdltsytenqvgibyfgzx,Tgpepuq,NBUBEPG,Abilene,TX
rul5539,O,U,688.0,United States of America,N,rulfddeisfeqmohtjiwswxqs,jjouyduweczbz,m,Pgyozeocunxkxdejjrirhokiukydghknmmyrwkyxgggnvayznvhdjeblnprhhgwaannsmm,dhyuhtzwshsthauocbypzmkosajemderruvmiiiukwcsrwlvpqb,GKLDGRRQ,Provo,WI
Vsf5540,R,S,460.0,United States of America,R,Vsfhrbqznsshem,Lklyqxfoosvdpykdgumfor,f,Hfbck,Msspeosu,LCHCXHEEKKAG,Greensboro,AZ
tzl5541,O,S,633.0,United States of America,e,tzldvlfuhebugxn,Grhiiwbfqldevhuyb,,Rtacmsihhltkvybblgaoq,Arpye,ijujznl,Lowell,NH
CWU5542,O,U,588.0,United States of America,,CWUUWSXHAPNLONRRRSPWFFF,IHPTOBJRAMUOEVXNFGJKBQQVDLA,f,mlufg,kckgswjpgakdaacevwtydufeafcfbfjuevsv,Enevufccs,Nashua,NC
FAI5543,,S,476.0,United States of America,m,FAIFUWNW,ejupn,,Ggolrbiojcgkrqjkknxsdpvpnycyfekrttmnrcndbiogpuhfyzboqguztwpcncfnjboypp,VHMJBJQLBNNEDTALGZCMMRJETJIFQCRTCTWBQKXQTC,ooqxbv,Colorado Springs,AL
mnk5544,U,U,832.0,United States of America,,mnkni,heqtlqfqrxaqiuxvk,m,CATJSOEOHUPQSQEFMLB,Hlczgxkfqvphwnujphgbqmkjsbuawaiyacauohnsvszkpknhnnhehjhfyhctkmw,Przmimqmrsk,Elizabeth,MN
Mpx5545,O,M,,United States of America,,Mpxrdfoklfdnteuvcrgftdahjlk,Ppvcdtqklgmwigouux,,Eienmhhmzpcquxdeataontjhholzpnkejvmnoijhzaebdqfpsidhv,italo,Dmhaktlxxc,Columbia,GA
Jvi5546,O,U,474.0,United States of America,,Jvioahrxlr,Wqiihzccomsxoevcsfaxmy,f,,Klqchlcdlsknueoamlcvwb,IHLHSRNN,Salem,NM
Erc5547,O,M,473.0,United States of America,L,Ercdogtrkipqavxz,uuyqqnfqlwralytxwwa,,xjhzqqzjetrwrdwakqxuhhzbccfokk,xzdbfayjzjonilkuydvmmmurjpkudaczcxmtjqsineyzmxptblq,,Santa Fe,TX
bcl5548,O,M,720.0,Canada,,bcljzqbrmhxexfent,SXUCEHBAMFKCD,J,Pozahynogwadegnhlvkjovdxjscmwzmhpdhffqgtgkrhcxmzybgbqdeokeigpapddrftrxkgaec,Uasivseurgojmcghkvooaniovhgcmmhkia,Gxfrubetb,Tempe,VA
Gfq5549,O,M,396.0,United States of America,,Gfqhkyjbwvchxnezgrbhrzbobi,Klsqg,,EPRPRWSGRSQBMWTLWZZLBVEMQBDRCNTXICBQOUSMVAHAHGJIGGIXMVSDLK,dnevwzitzpavyiywbqmppxfpciucnsueuhjqiiugccutpueuhsfufrnwqpnvimzvuoliz,Dkwwpsjy,Pittsburgh,AR
Whn5550,,U,360.0,United States of America,,Whnueaxnuwu,Ochavxesmalyg,f,Fytdbgbxlgmsbwfinvgxdoscaotzixlavktukbiwhyqoiaeogbfaqitv,Rqhibncacighh,,Bellevue,MA
Mcl5551,O,S,491.0,Canada,,Mclurdsmjirewkckr,iblegikv,m,Fskrommjcqjkodz,Ohbhsikemecvyiajfafhenlwaxvvfdcumhuzxvbnihozjqyvljmthrahpktqymkmgcdhbroyqruafvbq,LSGDWXXO,Miami,RI
Qfl5552,O,D,539.0,,V,Qflfhssjigufiqfqnhhbaieknpefh,Tsqktskkkxjzqt,,Nlnsjnuuosdxgsqkpjqqfrbvaobgugybmsyyltpcjffdkpxsthbwrkaomyoprm,VNMFCJKMODZGVCIKX,OKGZEZRM,Raleigh,WI
Cbq5553,U,M,747.0,United States of America,r,Cbqgebzmgbll,Bodnszotrmjxuueafko,F,Kjcenhtoffcykxfqlvwpvslnpsurwipuccbldmhkeokfswgnuivizivlrnfaxmtaguudduujak,Rrpotsuwcvxxrbnatowfjdkehrklvilnvoqbdkw,Pkcuhpiwbaur,Lewiston,IA
QYC5554,R,D,703.0,Canada,a,QYCJWW,Aupxykwvfyjayhqngccdmqyiyfl,F,xccxoknxmtkxuaybnnqlrhdmmozytguyxcpiyrnnuieqcyqxd,avejloqcuggllmfpktbesgmnhfmynzskyrcmgakskihmc,,Beaumont,WA
OUY5555,O,M,567.0,Canada,k,OUYRPUETTZMLNYUWUVBUFCMPFY,MZRUKED,,FUNVTPTEOKCOMBSZNHRFIFDEZUQDFVGBXPWVMXBWGCYJSOSPZJHCMWYEXKJPCTVTUIUTQQWRKQKKK,WQMGFWIUFNQLDWNT,Pamzewmsm,Cleveland,RI
nsc5556,O,M,404.0,United States of America,,nsclwgqxxgccxi,fhrxinuvlxurswzemlaxx,,tcwxthdojwyqynjvunrxiowyuonuoplj,Bmjjeluxecjdluqhtxgnekhaofoetfwzfbpneumgwgrjnfpqmebmbdmojcussymetqxgord,ijoagecxrnw,Berkeley,Newfoundland
Ltw5557,R,M,444.0,United States of America,P,Ltwktxyypxkglphwqsjkdhpsvn,HXSIBYMSEYWHYIIUIRIXYDKD,M,Zhwhszeawcreuh,GJVLKBGVQPLFHMGGSQTELWPGHVLTOWWVFNTFTTUVCFGTMUXJMETLFPQLCDMPXHUOMKMXIPMJRAHSMOJO,Xickyokl,Bakersfield,IA
ZUW5558,O,U,598.0,United States of America,,ZUWUGAOEM,qlkekh,m,Zwxnjjvpugsdbsqfnxvylotvotaddfrnohxjkdikmpcasonj,Xcnvxolsvljvfhpjjplczcknsosvkjcppekjeyeeabosolcirkvuvsccyguefznvo,Ahrdo,Topeka,OH
Qnf5559,O,M,799.0,United States of America,,Qnftpmqtkgp,yatqudyvpjcbbwmrtkotuflr,,Cbbmgdfhvjpiwkwyd,KMRDZCAQJARBDUVC,Bsfubxqdu,Fargo,NJ
Amu5560,O,U,337.0,Canada,h,Amuiwbhhzrqzvio,Jbdxezwmoytqw,f,Djlxnmpuqnjqhudepmfxjvxcjkqchxmumcvrxtcqjrodaobqarvf,Cvpfqcbfvugsgirbraenvgunmmbdyiajsebfkacebgqtkxlfjxyprullxotxzgsjbpguiwzrnls,QETGDVR,Montreal,WY
THT5561,O,S,688.0,Canada,N,THTNVCCSOVGBUH,Wokydnchnxpukebtqcrx,,Hdvbhsth,qjpntpusblhorcfbaiyqms,MOROCGCU,Plano,MI
Nuj5562,O,M,735.0,United States of America,P,Nujkpizlqsedk,svmpikaftgtultjbefizt,m,Cdguoctfawochcppbjymwuazgmoajmwqiot,cephgnudcbzurhzezcplxkcomuzldzvzdbwgcrihbglt,Nmgftebix,Charlotte,WY
ynj5563,O,D,544.0,United States of America,C,ynjneirojnfjarol,Kuqlesqdiltvbcd,,skutiprnmg,Vsypmanq,PHHBVUOIB,Durham,LA
Erq5564,O,S,399.0,United States of America,,Erqegprhyojfegbee,Jjjua,,,Aywwqnbkxmzovkxrgyciotgplfgqdojmbdydzuktcgwsrodoh,OCWKUNPUECF,Salem,ID
ifm5565,R,M,442.0,United States of America,w,ifmourrrocqalcejpyels,Bgbodpoadrkkwtd,,Wcdgicmisyvlrpzxggcdnoyhdofrwaipl,Ahcskanxyhgiwcvnsessdfimluqxpvwxms,Ogoungtfhitp,Scottsdale,Saskatchewan
YLE5566,O,W,453.0,Canada,,YLELJ,gtijarwyfdhyobvfbrfjxho,m,RUZRCUTVMNQUTOFZBWZEKBUOUINHKHON,Ywedvaoktgnmpcliarkohokzwswegadkwsrrzhvoaqovnxgnjuifdsvjyemrtiafobzwxxmlwrdly,trsjdwas,Moncton,NH
syj5567,O,U,758.0,United States of America,,syjkmgwgokjbwsrniiuekii,agmtdtqbbxhnqrnxcudknomjaxwe,,Vjldkhghfnfkhoyqnfgwlpjtsssskemldpsbwbftyogrmgiqppovn,Knchtcndxqebtaqshdvcxceobibxtbsqgswcsehhd,yydnpuqqhny,Grand Rapids,WV
NXN5568,O,M,369.0,,,NXNUBRNVKUCNSUIKNVTWOIES,norvxkd,,LPMAAMYOUZEYYOSZRAFBOSUSGQOZWQCNXCKCZLHNEKUEF,rongocpujvprouvanehjwjqeiiltzpoftlqouovwsbvfwvhrwfqwqfzuig,TXPMLTQL,San Antonio,IA
Ipg5569,U,U,352.0,United States of America,J,Ipglwehzzssqu,PFKRYHQEZEGOALYJDWVYTSGDFQOHUX,,Xcugqipmebdnwbmrwnvbgzohthusemgqyifefrmq,Jiwbrtugsivyvxcllrdc,azxafs,Greensboro,GA
AWA5570,O,W,635.0,United States of America,,AWAUV,oglzvzufxzeytdmd,,WZUUDYQFVGQUWXPDNGQCSPRUEFUHVGNUURQPIPLE,Wijxqicoavhmdxyifujpprwtdvnxeeawdappcmfjeegullkandjqolqfytbekisxemufwvqtdautebqc,PBHXECCNKR,Evansville,Saskatchewan
Veg5571,,W,729.0,United States of America,d,Vegieakmpwbueusuiwqfkowsqvqglh,VXCWCWMPAHTQPGEWVYBFVCGG,f,xhajvmoktgwl,Bvdldechlbidahhcyhimecgaldfociylbjeuovj,aurbow,Detroit,DC
Qju5572,R,S,764.0,United States of America,K,Qjuhqjlsbbyyomqpivebg,ycxog,F,kbpqhjgqhdibsfkymxxapee,akzpleki,Aoxxafz,Santa Ana,IA
Azt5573,O,M,573.0,United States of America,a,Aztrpzkjt,nvjrdvo,f,Acqowsendxzohnqswujnrlxiufagmhmtmglaijpzmrdndfwqaeenro,Nfbxcriepsetnspibbrycdgcucdhz,Tlvoinpgdjdq,Macon,Prince Edward Island
JLX5574,O,U,492.0,United States of America,H,JLXNYJUEPMMCBBSSIJFBHVMF,UXPQOFS,f,GZYXWJSHVKJAVIBQWNGXTBPZSUIJTBXROLWQGHVKJKVHZUQHGKNGID,Dglzeqfrblulmrfrmwzbxebcjdqnkycwikiwgfujxqbajhdws,Yjzmukthnuz,Amarillo,IN
Pjm5575,R,U,460.0,United States of America,Z,Pjmhdmdaf,RURYHIGIJN,,txqikgilleimaagxwadltqykobcyangvfngwyrdkxgesdknwsiinusdunuctvzrgsy,Otdhfmbvzrejpsckbrddujfdrlrpwrcukmpdirontapqgfjxeotikcqshaqzeodswqnx,Plrawwycwdv,Syracuse,TN
ldt5576,O,S,,United States of America,O,ldtizwxcrzjgtb,Jtccjmc,,NBQDYSFYHJIANHAPABVZJQLUAKSB,zkabv,Hxoml,St. Catharines,NH
RHO5577,O,S,448.0,United States of America,,RHOMYGSAWSXMHOFMWBSFCFECUCXE,uqvwpfudaqdcirikppilmix,M,Mdwcieehlfznzcohurjftzhfozzhtlhiwxdkhtfedzzuvpzopazjokhbtswgcpioccvqzztrrawbukfg,Fimromrygbjtsxjhuzzqzdq,Dhpmfcyobkk,Fremont,LA
cjg5578,U,M,834.0,,,cjgpcnjkpjwpa,Ruoaxnqoofxb,M,pqjhnprktgdsgafoucbgqtaqgqcl,Akjjqiblbrwkfmwbocsmulfirholpgxxsrjpwkcmgllvkplniagmsqfgz,RINXUWKQD,Bismarck,MD
qbz5579,O,M,599.0,United States of America,,qbzzctpnfmhpxgzbgqoqbaz,prnolstflaqyojnwpg,,Mgsnzo,gzpihbmeyxiqjmodcgebrsupnc,smpamvgn,Garland,AR
ipg5580,U,M,546.0,United States of America,,ipgntnvfan,asusmvllods,F,Kocglrsvfikprzmixjnpacquegyuvumyexfsjrqsmnxidhasxdm,odlifziljjmprarvmjsklaklvdduovm,NEKGMVXKOB,Sioux Falls,AL
Noa5581,O,W,338.0,United States of America,B,Noaghkwelwrytqhffigqkottbgzehb,Untqh,,Qxcninnbndclvumgtvdgchrtxxsgkitpkhbapfgvnfjsawcltuggvidxjldjqrdeomwmv,OIICYLBCODHBTAJQMZTJWYCVZYMKENSNLAB,Uiftkm,Provo,TN
MHX5582,O,M,729.0,United States of America,v,MHXFYWOQNNWQCJMFGLIIMUOYFAM,DFZZUADICGTMLVFLDSBDWGHGAIN,,msxksukkztowcrsjmjatrqmihrnmskhoehyapbnzzvfupallyzcmbp,Wioywlaozsafkmkzkonsgnovzqpthpojfnbnolfzokflqmaogoaomcobricqqwcszuex,Dtwvqhsqtqhn,Lafayette,FL
Ird5583,O,W,711.0,United States of America,,Irdwcdddxmpeqqfpqh,qbtddryjcsjp,,Oxnlexut,Ootwipqltakdxrmaallugcubxbduyxfoeimunyqdnqfjpbcsrtrin,PWSXZRVGPVPR,Yonkers,VT
Syk5584,O,,305.0,United States of America,Z,Sykwftsfddxhxquhjejetutrq,MUOLWTLHICCAMWVANX,F,Kicybwhvvsldollouaigvaitnbgnhojpwpixuscmdxytbfaaiusisdmabzrriaaogu,Ekstxc,Nvepgv,Moreno Valley,NJ
SHY5585,O,M,756.0,United States of America,N,SHYEAXWAJBKBVYQRXQLCIBNKJ,Yxxydnewduflqtdmwwgijvahb,f,Wtfvgoavfiokdresrnkdvapjzzkorb,tirxgkcheuwdamuqsdctludgmovgyqmjpefno,ejknqzilxi,Hay River,AZ
Jfs5586,O,U,714.0,United States of America,q,Jfsupnzabribqktqltstlplkhi,WASXMUURJFCX,,,kbzicnvlvxczuecrpauqoyrxaiwc,Yqpmnw,Warwick,TX
Wfp5587,O,S,767.0,United States of America,M,Wfpswaizlstcokrnptdqkjt,aveqbdkfynmnhdarj,,rmpceshoulhuvfwcbn,PMYSYPLSMRQHRUKPDZANFTQOQQWQKFXRVWBJCVPREEAANBUFO,Eouwrxhivx,Hayward,WV
Auh5588,O,M,763.0,United States of America,T,Auhxgncolnyzocrjzzjrtaxudg,Gfibftdylskxhuf,,ucuikxzlusglsidfzyzxcihqvcknwdzovakxphfreponoamelccvrdpxs,Vadwahlnlopdsmauicvqjqllvbawfadvjuapqerkrplwhwqauvpefizfessgybrrhngyzzkn,UBEIXTCDVJSM,Lewiston,MN
Vhi5589,O,,585.0,United States of America,S,Vhiigiesnby,Gmsjclnxeqbhs,,WAPUSAVODOGCQOYUQSQNUGGFLMPT,jtvpmqdzorjpscerhgfpdzlucxmfqognaqkpoginadnwiiiervntnkqmmnwydivdkcpznayyrpdsywm,AJPBX,Simi Valley,VA
Hjw5590,U,S,744.0,Canada,G,Hjwkryhhce,Tqfrukwoqiyvkcvtungnakivtiavpw,,Aybfhzivvsfwfnfdlqjzkrowbwbkbnglskpcjiiuurssnwrmbniirvychtnmlqsbbtjqfabjgo,TTCLPSVVPLGDTFKYBTADWTYBURNBVJFKYXGKEERSAUTJXJTNRGMTFVJIEXRW,Geoilurjal,Little Rock,Ontario
fln5591,R,M,450.0,United States of America,,flncghqkngupbn,yxapyhanampuas,,Nqylpqvpkibpcasdwkssdxntdgqgakmhprmedauqpoljuryzqragitqnxzn,rwgioggsqveoycyhdosrjodhlmrkiidqrqdnxwqootoonqizqvgpfwfjothjycniujddxouztkil,Ilxmx,Nashville,UT
Tav5592,O,D,423.0,Canada,,Tavqwth,MBDVNUDQSLEBRWQLNDMSOGWIYL,,Rawvbujhbsfrrxadaxppkdnqdojvuyvwjwwtsrwhnrkxqrmdkojtqjbrvbjbftpwgtnmvltwio,Vptobvdakxcrtyizdbvdmsnrwaexunokrcgmctsd,,Hollywood,CT
zdt5593,,S,596.0,United States of America,h,zdtpenq,Hjgdtvwtjvqdogldcybrh,M,Zmriqkoondifvjkgdeioleljklowpsanhbtnkgdxkjtevkqzfkwnkmvvtxpdnlnojjlktskvzndh,TLABXSAZOICURUSJCGGNIXPKCAQY,Opwdvwq,Mobile,OK
Myd5594,O,W,595.0,United States of America,S,Mydfhvymcor,Oeqllbbdhfht,m,FWYDWXETVBWIUJZSGRHXWBCLBDWWFXNUXHUIKIGXAZPLSKMNAY,Whiqzuqdtxwwocbdyhzxhgtqqdqugszxvsjdfablsgtioosgqhlex,ffixnrqy,Regina,CA
Jih5595,O,D,446.0,United States of America,E,Jihjqnsdsncfrlyile,Qttziu,f,Rixribriecxywjlzpeiwavyzggigycibzmwmifvtqrsmyqciskravxiowgdeuoxnjrdjfb,Lywbrkscklldozftiyjkcpifnymvkujrtybqgbt,Woqgpgpgr,Des Moines,Manitoba
EBB5596,O,M,685.0,United States of America,q,EBBFUUHJPXNSUHAQVXCVDDGPLJJRZ,Axshplxx,m,alxzywvximwbrddixcasfwqtzttocryggrmarcidgnd,Rjcpuqlcsvqjsgbesagivracmldwgwhsvjybhrurjbhtcctum,Vjduvjoczoh,Santa Clarita,NM
HOD5597,O,,517.0,United States of America,,HODQCJWGWCGF,Sgwvapntu,,,Whxqrch,gilffftiq,Bellevue,MN
Ltm5598,R,U,534.0,United States of America,,Ltmvnajiyloxvdhsjbfohmlownrkog,Nogkbizruhlqmdwefiqhlvvhn,,Fnutcmwrqnpunkkktx,Yixxhhlbtprktqkbvhlfxmhwspqnruiljfeqlxczhvnqfnystkytgrvowsvrbltqof,Lrvobdzicgu,Dallas,ME
xry5599,,M,320.0,United States of America,,xryfwyjdaovagz,FBIXVMTXSIHURIXJPDC,m,lskuvysgrlmgwxdfyrvlptqlexgjtlednbabwhkozjhsq,Stmlsjhgvumqcyzfubhfowabharuumvyxuimsqrmqyfuiefvcnlxbrfnhdhxofqdrpfidskygekvqluo,MSUJJE,Lexington,WA
vah5600,O,W,747.0,United States of America,,vahnisiodbbaanfucppkwahumso,Sovszonn,Y,kgfkiygeveozerbwcynyboujzxs,Firvdruorjczlwfbkvtmxrresqfhyjuhfvlifcppzszobdam,Ruxhddos,Las Cruces,IN
JDN5601,,M,668.0,United States of America,,JDNGCLNISIBSNLSCBDBLGCEGCAXIKJ,duvqzeqgirl,f,bbenjkyjyvyonumqfvudlfnuhjkaegfigdlwybzowgtavnvxphztyxzkgrspfti,ITLZBYCDGCGHZWKSV,Xfuxkges,New Haven,MD
cei5602,O,U,453.0,United States of America,L,ceipaallpmnvyacuckny,SHOYXFTKJKMHH,F,,GRIISLLFFXQFWJZPOMNZLIGRLMUNEXNMLLWEUZNJFZHUOXJGKUGPNAZJHTLPOITTMZSLUMUQWNMK,lsxzhj,Grand Rapids,NY
Exo5603,,D,,Canada,Q,Exobmxvsfre,bgzjrwbycbmbr,m,Xnwmecdmdgcxmhlathrpmocatrlrlbsbyyarnbfogxkoxpkxjoiqskhrsh,Sldkynrtvantjuzwolhtpivvbbkkfhcsjwkgujdlopisaxarognntzarfxbphjhwes,Mldhyijyecm,Modesto,Quebec
Dho5604,O,U,505.0,United States of America,,Dhoghxkktxsqgqssnzukighc,Annhduxbqcshdbjmhugcmbnluuxf,,Lkdowfpdbitpndvnmirz,QXLVWWGHHMGVUUMXESPHEPOIRIYKYQRJWQARCYFFDCBFYAVJEWGBWLIZKCJPUAMJ,htgazlgxxq,Denver,IN
Hno5605,O,M,583.0,United States of America,Y,Hnotfmgamyenckdpiguhj,slglvou,f,Odkkeydomknygisuhhptrammuctuqdmjtiavesfvmgnvlsmlmluwpjllwqojgsxbjhi,VEUQEEVGCDIEKOIVMKZLVYVEWVJWHCHKJXFWHNSR,Besaicorur,Toronto,IA
Sqw5606,O,M,740.0,United States of America,W,Sqwcoimnzwqsfcjzw,Avlisjywfhlpnsynkbwurbhxtmwojs,,rpabokcyojexumyffpsgnfkqpjngpbmlepdwlskxxaeyqdmgvflkywaodwfiygtubiznhmrlmjdqzm,jaiveci,ojrqtcqbpfx,Lancaster,AZ
CQU5607,U,S,622.0,United States of America,F,CQUZMALERICAJZKEADVJAHDD,Cfagitarwcfze,,XSSTPPSKNDOUZPPYIUEAGJ,Tsbhucrphopybvpxmj,mscbgmggiuz,Newark,WA
Tnk5608,R,M,695.0,United States of America,,Tnknwptumubuxdibjnlmeqdph,SKTFAJVNYVKDGCMAJGHCPGRVPEKMQ,f,savlujiibvjbdfbxwoqfkitxcywidcrcertnvtocxogkgfcozjfkyvike,aejbqiuvwntmvhmhzsifijxcxuyisttghmojky,rkumjodyjrft,Fort Worth,New Brunswick
Ehr5609,O,W,342.0,Canada,E,Ehrvtvlupvnwqmpndltgvlftgmkld,Mlqbpdhtjaclvhqsiykoqmnmbz,F,Vajia,qzpgxjmivjbtamrdnyodrmputfb,Igwumd,Livonia,MD
Aqj5610,O,S,301.0,United States of America,w,Aqjiogbindcafyfwyitximrwiq,Fzfdglmihuotgdj,,tpwtudmslpbvvrueeppnecvpokffezeelolow,URDICLKODBJDVFCYSRREPGVZFBYNTYLTANPAOCNFOONVSHPLZIILBPHHNSJMQVAYYDFHTWTMGKC,Idlorgfmeok,Boise,MA
OFI5611,R,W,647.0,United States of America,,OFIXEUKJHFCMLPLFKDJOTEWILN,ulvxzytsnecuzmhq,F,Bchccfkczxoipihzsifospyoagliuyzvqfmqulthpnrtwteogbwjevun,Esmssyevluvnvitxpqqhrgmegpxbscxord,JKZVXGD,San Francisco,NM
Wmn5612,U,M,433.0,United States of America,,Wmnowqqwttnyryntqp,Dhtrwk,,dwacplkqepevqqwnbnbixvsfamjjy,,Ipidrteyc,Greensboro,Prince Edward Island
Mzk5613,O,U,422.0,United States of America,,Mzkmumblxtc,Vtmwlpaupdv,f,najamqaaduewtunuqujjjpyhqtouyimocregua,JOUKATLDZWUECNGKCMVXLGPXGIXEMFIFVEJKMLJTTJ,Xphvnvjvs,Ann Arbor,VT
Sgy5614,O,,402.0,United States of America,z,Sgyoquevdpoxkesdkxqmqqsap,zowppnsorsdodoqwehg,,Vwgckwpbmqmrbcpkxfuewziklpgiibmxd,Idjlziskrnsuglufoquivzurobxmjdzttfedkghvnvwjwtwkirbwtffcmdukmxafvo,,Livonia,Prince Edward Island
EPM5615,O,M,583.0,,S,EPMNKAWKJCUAPPHMB,QAHYKAVPYZCZSB,M,ANKUUZDWFQQUTT,Krcrmncgzknmogriinsmiltgsthoujjmbphgbaelzsvxficslmklaqxkoslixephviavoax,Srzucigerkkt,Hollywood,AK
TUQ5616,O,S,764.0,United States of America,,TUQYMHIWECNPWBK,Lqazcceesrwgiieljiu,,mttcalyfrimryvutkylileqh,,esnunhmiu,Fort Collins,New Brunswick
zxn5617,R,M,363.0,United States of America,H,zxnmgxxtytfuhufrnpplbwu,Splvwjjzvr,,,rucuzneqtjnspcgomuhvoajroqbigeqlrzgbbpnchvqaluifgpgrpkdiglpcjvsgqbk,spohejzc,Oklahoma City,MD
Hph5618,O,M,649.0,United States of America,,Hphmagftooxgzvheieurhugjm,Azozlthsbhobjf,,DECDOBNXRKGMKVYORCHWKENBSBCUSSVCHBHZGTMWKD,Dqotxpyflvjsgegwwtpvhmgrcqxmbtbxxrxqvnanfrjfxfshof,YEXUSDPGB,Macon,Prince Edward Island
Rcu5619,O,U,800.0,United States of America,,Rcukosrgadlyxdbjqvnx,DLIYRVFPHS,,Haqtqsibirpjgtmgsxkbylceuyolsmqnncc,HSARKIXLFMBOJPRKAJNFMNAQTSCLLAWCKRWVSWXHBOPEWLVSEJQLVSALBQGGDZVRWXGZGGRVI,fqqkjhuf,Burlington,DC
qgu5620,R,U,423.0,,f,qguanbpcaeyqujraqlenuyh,Fqueedkvvndhzrtnqusrzdupsdy,,aacbvcozfdqmpxfjwshwyakcdpdcidtvoyajrmwgenqbeeuuoplkamsopvuunxambldxnjyfgntgqifz,VUQLKFNQXWBHVLFJEMEWXDLSWNNLOTWQ,GWUEHKE,New Orleans,KY
fsl5621,O,M,588.0,United States of America,I,fslthnbpfgdowfkfdewqzjfithh,IYOHNQRREIGCCDOGHFPGXNMK,F,Hndetekwdketmenwqbfkuhinqlmc,Jsrewveplslvsudzykkpptrvyfv,dwgtj,Stamford,Prince Edward Island
omw5622,O,M,474.0,United States of America,,omwjy,nupflqbg,,Iqkmszejgrxe,Swqfvyjx,SSQLFKDQT,Huntington,FL
ccs5623,O,M,671.0,United States of America,K,ccsidxnjzjpvnsaibgelbnqtnelp,lranqvbgem,,,Iketapuotmxsryd,Gcebwywbqh,Eugene,GA
Yag5624,,M,713.0,United States of America,N,Yagej,wmfpjsagadpulkthbrozusn,,loaofzekmyumnckhpqcmvktothvhrxjnzkehubwjuibonbdbmrkkqjjppvbmclmnagnoovmgr,hqwmmuosymnllptdapaadiiacdcvcllkbmjvgntcihotjgvqbbtvdbrufbrlvbyclvjjng,Rdgqibfirl,Yellow Knife,MS
yta5625,O,S,338.0,,,ytamhfcr,SATJFNVEFUPFWREN,F,Rfrqmfbptamfvdomrrukdrsxkyrodnmsibmncgqoxugyiuhdlnsknk,Ittgddsnoglyvoxfbigueipvqlqtmeyfzmuymoabbwdrmnjifxlnjhgvdughrywryimid,Urgphuqaqo,Sydney,MT
Cmj5626,U,S,547.0,United States of America,,Cmjktjoxuxaqe,Kscypgdsrpphm,F,Aedsbshkbntegfsdiqajdpadmoatugslijqjxkjjfmyjvrqk,Nlbkkdxowuajnduvzdpfhoccipewwklmevagqxksoxwrosluxtuouraldeabhljekttptmcww,Zeran,Sioux Falls,OH
qbt5627,O,M,387.0,United States of America,,qbtfgqvuendk,fawqfxmfwemarzgn,F,Uvjnacmxnlyasopgydzxpwokqzldridsnhcdaui,Orzmhpludjydoogvihvqkrrbioahm,Wjpun,Bismarck,WV
Pcb5628,O,U,516.0,United States of America,,Pcbixeuquot,Hgfufbwejasxoxjncnfnump,,Lrgvhsrpfntvdflraghamxgcmxngspbgdrktshguzwecfwpar,LQRUKLGJD,qulemkeuszw,Lakewood,WA
icj5629,O,S,432.0,United States of America,A,icjojzbdabdxjayjxgkhoyfazlape,fbfibwn,M,Krgmokjqzfslivfmyagfppzgtksnoflosznllpiunfbbosenllunrpo,Bqovexjs,nhdsn,Tulsa,WI
pat5630,U,M,708.0,United States of America,l,patlrybxietkadypkhzcz,Ymudjqmjxmeqvtul,m,Jommzpilwycepkspzkbofzhefhngrqnllsaqmqhiktnepfvglwyrqdwbu,euxsvrv,Iknjtkarqlp,Peoria,SD
Pqn5631,R,U,695.0,United States of America,,Pqnbzhgsjfdejxvikbnqcfbr,keapkyjxzwqagguf,m,CPAQHRCHBJVTKYRGKGVJBKVTZBLI,Vyhisknqzpbkndqnbltqcpfdmgojuokqtk,ZYIOSE,Rapid City,SD
Aoc5632,R,M,531.0,Canada,J,Aocyfvyxfuwtwtbomkbcnietj,FYKWFYOEDP,f,OUNONSOLPVIKKXXGYRAUFGRZBKMDINEHAEBPKGQBZC,,Ewmmhnq,North Las Vegas,Quebec
Nlv5633,R,W,661.0,United States of America,,Nlvakuaqgozmscmgicioxilobxlp,Cxlvlk,,Pklxekbzvi,Djamevaeueaccwefluowlvvcdwljiexrvxdedmckgfrqzfbwftxyot,jnixxmkxi,Fargo,Ontario
