AddressLine1,MaritalStatus,NumberCars,PostalCode,Phone,Country,AgencyID,City,Income,State,LastName,AddressLine2,MiddleInitial,NumberCreditCards,OwnOrRentFlag,Age,CreditRating,Employer,FirstName,Gender,NumberChildren,NetWorth
Zrsgjjkwonxnqdekbpjetxoimmiocwqve,U,2.0,YGHMWNVKVWVA,1-190-860-4262,United States of America,Vwr10432,Fayetteville,152743.0,GA,Vwrvllqvcfareueiele,BYQXRSCNZUWFODBNQGFSXTAITJFCVSSFOHFLKEFVJTEQJMHMGCQQVOSJFKNXFWKUSBBMIVIOD,,9.0,O,14.0,445.0,Westlake Chemical,Flpbxggnimyynej,f,5.0,3469374.0
YZRPUOVFACMMYKBX,S,3.0,Qixjxtwkc,1-378-556-6756,United States of America,AXP10433,Santa Fe,347733.0,RI,AXPWSLWJIJLVHXXSWMZYDHUI,Emzvrmpcasffzbsbpdtwmsyz,,7.0,O,71.0,357.0,JetBlue Airways,Eophfzrb,,2.0,140492.0
Yfabcbehohwkeybtsyufgxdmvadxbiwqygnjecmxkwwdonvzuzlimishziebhkeq,M,3.0,Dvqtlgduogc,1-044-151-0978,United States of America,qdk10434,Pittsburgh,419510.0,CT,qdkqpnroetwdk,WZKJHHOMAMDLLLOZDASINQRSEAFBQKCOFYLKMFTFITOLZUKCPEADBASJCSFNQDRRDL,Z,6.0,O,40.0,378.0,First American Corp.,NDOYJJ,,5.0,3132606.0
ytncnyglgjvrtucpfkllkhckylfndfbprcnioavxpqjicazkr,S,0.0,EXLLSMOOQNI,1-500-468-0513,Canada,Vnz10435,Yonkers,178999.0,NM,Vnzcopf,DGOEKMSZJDTBEKGVPGXMUGBHGVSOBBFVVOQJNVOZHVVUBDJCXCWSPRQXG,v,6.0,U,33.0,,Comcast,kmpvmvpzetwqjba,m,1.0,617163.0
Zpydfcvyutfbjeailuvsjeowptjtlsbujromzmrxmswvlomvjjcurd,M,5.0,MKURDNWOK,1-857-347-4606,Canada,Djj10436,Mesquite,170619.0,NV,Djjwbyotmwjitdtqj,GJUYSVZJSXPXIDJNRBXJZXIJPNOKLYSDWL,C,3.0,R,27.0,544.0,NBTY,Ztlhewpiopwirlivpnmyrm,F,0.0,403190.0
Wnqgulgxxpandmcsqjpezrzdxatdvuoukrorsctsogwuilgutqpqmdrjx,U,1.0,Rtxpdo,1-269-222-6002,United States of America,Wlf10437,El Monte,442368.0,TN,Wlfgadyzfirisuxzdhuifv,Dowpuzinubclnfyriyzfnmtazfmmz,,5.0,R,21.0,817.0,Fluor,gsturcflmnkwcqhrquusoqkesqq,M,0.0,993123.0
arcrjhlchwuylf,M,0.0,IGWODDYQBZUX,1-109-673-4602,Canada,txj10438,Louisville,34616.0,FL,txjhnstfoezovlaaa,Ndrkurfscxbnblmdjitnedxbhhxkpeleywponrcktnutmfghfqht,,6.0,R,15.0,470.0,Cracker Barrel Old Country,Dqtqeodulhuxnctzybrjzsfwtnmpsw,M,4.0,735356.0
Nfrlwkoxkccvjiovxktqjfjcorssszkjdflqagqcodemp,D,2.0,GPQBO,1-442-356-0443,United States of America,Emm10439,Santa Clara,219049.0,OH,Emmviwoec,Xhmrgsmpibtsgdqixqymvvpfrihhlldzzsxanikziotqritpmytpjdbolkshnqtigcshwbybklnr,,2.0,O,96.0,821.0,Halliburton,rcxiyxceid,f,1.0,1322910.0
,W,0.0,Trxhinwesq,1-454-240-0915,United States of America,BDI10440,Macon,255269.0,WI,BDINYAF,Glkfphitkwlhxqsbhnyswxumwrusvtvvmnxmucfqbbrsspihewzlcgvbuakcheeqyqicmguaxw,,0.0,O,52.0,730.0,McGraw-Hill,UPBQQHDRAKNWEQGUND,F,0.0,3909029.0
Waljiyseasfstgtqkcbkkvbpheeaqsqttwcqvt,M,0.0,ypqfjloal,1-630-000-9915,,Law10441,Louisville,499588.0,Alberta,Lawalw,Otxhwqcljagakzgvgoivisvpqgwttmqseqyeclesznzlhmdowyveddvyvcllpswmsweixljie,,5.0,,76.0,781.0,SPX,Rysnsdmbv,,1.0,
QHPVPNIBJDCGBDONTSXKJVOYEKEEJNPWRHTHZSEHJYECIWGKDHLGMVX,M,4.0,Zvyiazpgurwp,1-549-008-1034,United States of America,Ebh10442,Baton Rouge,303820.0,ME,Ebhjdgwivyzl,mcoxsvlgxngswavqbvwjklwtbldvsxvpmf,t,8.0,O,77.0,345.0,DTE Energy,Yyczvkuctsdxhfbebjdzfw,M,1.0,
PUQUGRHYPYONRCKDYGHSAJPRVTQHKDGHLXWSFFCOILVLXTRPW,M,0.0,Exgbcgjoyud,1-057-297-6062,United States of America,ZEZ10443,Escondido,362649.0,VT,ZEZTKIQLMDTGDEZVUU,oemdxtelmqhsszbltywmlujwiulkwhqdwtapcvszhumnvgewugkjufpilqpbakftqordlgjphpjkf,,7.0,O,24.0,739.0,StanCorp Financial,Mmrpyvobvgxhwqfhmbdezqv,,3.0,314023.0
nffgbcsnfenjcvljbmrjrezxkschyezcbkpdqxfrhq,U,1.0,ZJGMCLMN,,Canada,Dyt10444,Modesto,286978.0,Quebec,Dyttgskmmkcwovbxosqabobl,tcakxselddddnezclmxfwtqbare,,10.0,O,74.0,519.0,Sunrise Senior Living,Rohbtbiumlkqugxfjtxjekhkja,,1.0,955190.0
wqedlxknh,M,5.0,lsiov,1-399-310-5467,United States of America,Jtt10445,Lowell,264611.0,CO,Jttbqcwjuhlwuyhksllb,UFXDHTPJLVIIIOHRCL,,2.0,O,42.0,382.0,Rowan Cos.,GSZCPTSRHLNLFAVRKAJSP,,3.0,674210.0
rnronjhoxtjuuybpgfnqwtyzzmzjmabvigejjykjbohsoetxavjhthc,M,0.0,,1-551-178-2679,United States of America,QCJ10446,Anaheim,234490.0,VT,QCJXNXYZQJPMMGGITNHLNSPRTO,LPLKZJJLBWPLOHOIOWCGLIOBHMVLRJI,c,0.0,O,50.0,381.0,,whxzewdqbwfesho,m,0.0,3206817.0
FDIPNISNZDVXILJISFIJWPOACJSCQHFWVKUXNPGFJJAHAPLJXPPVDVBTWZKOQAPTFNDVIONLQ,,0.0,WSQUBRDMTQI,1-815-494-0854,United States of America,pdq10447,Escondido,497008.0,DC,pdqhtvhtslhhhjtineoyag,Vmqkeqhiuqaisktkrxvifcwez,,1.0,O,87.0,800.0,Laclede Group,LQTDCF,M,0.0,1305568.0
RBVAWSOPCKEJZQYPNHGULQDWWNABUGJRTWCGPRJOIXICWFWNVW,M,2.0,NFQKCLHCIT,1-605-535-6914,United States of America,sfy10448,Salinas,431282.0,Alberta,sfydchitxlzaudezumttng,WORWGKEMYRKRHRGGYTERSXFEJNVKNFJHFIHVYZWCUGUUKMWDUQOSHZXHMKGIIQWRVWKZUVZOSQHBTPD,,,O,65.0,703.0,Union Pacific,Gkbrvczgpfhauwxsoxmt,,2.0,1547543.0
Btkkaafctovdtxflidqnilrtkurtnkxqmcqdxlgpdykzlcmsuvhlhupwwivupveumrzdhoqmwp,U,3.0,Lugdchqom,1-997-882-5084,United States of America,xum10449,Livonia,130656.0,AR,xumtfhoqyjqunxcakgqhsky,PTHEGCZCDWJWETDBLWPHVCDBGBHASHCXNSZXAMEAYXVEWMHYESXJSMRTFFMMVXEZRCHIEAJMKJFPT,Y,7.0,R,44.0,775.0,Dean Foods,btglmbgvqpiygrmwjsmloprtcbdekb,,0.0,2581376.0
WGJCOTGTAVMMCWZTHNJRIHRBLSGGUNVPOKPCCORZMFDVTTDSTI,W,0.0,Iausnxar,1-708-982-8407,Canada,Teq10450,Salem,118601.0,AR,Teqfkgemesmolovoiwycuqiedvilh,Oiwgqfutol,,5.0,U,66.0,734.0,Fidelity National Information,LZEOLKZOPEXXHJ,,3.0,2470460.0
Rjxduosfbuscqdvln,M,3.0,Srunxqk,1-153-115-2465,United States of America,Wna10451,Shreveport,404836.0,PA,Wnatduekwtkwichjlkgsvzidwyb,Cxkjgtefatlowluwtmstwlsbtoaiprurlxctdcqninwgqkqfnop,T,7.0,O,89.0,822.0,Fred's,Gpavcdoigtwovvofydoylcmkjpqhy,m,5.0,3028843.0
rbifaldziqrlpa,W,0.0,Jzxjqoxrsbmg,1-691-646-0674,United States of America,Ceu10452,San Francisco,468427.0,Saskatchewan,Ceupyqqkrdnvycaiycbix,Txhwcivzwazdlpckrmwqdhqvyglihqncnjpkvsxtiaakkyfavajvwt,,10.0,U,3.0,306.0,AES,FKXXMVUB,f,1.0,1477492.0
Usutcktuoyiazwmjsmyrobweoaeclgaykwhzcp,M,4.0,Myhpkhmukcml,1-001-292-3158,,Ggx10453,Lafayette,442185.0,OK,Ggxkue,NFZEVDICKEKHRSEWHMNSSUADJLIERYOVPEILSROAQODMMXIKQMBLCWRWNI,O,1.0,O,98.0,,Simon Property Group,DSSMHYEDARSRKZBWHJHQGSOWDE,f,0.0,3242879.0
uwautgwlaikoxatelxootqjdibe,D,0.0,QBGJCXKGDPX,1-786-668-5284,United States of America,FHO10454,Anaheim,282469.0,VA,FHOFYXGNWCFK,oehfdvezbsitxdpfaioshearsqkvtifxsi,,9.0,O,53.0,464.0,Parker Hannifin,VAUYWUAEQNAKL,,5.0,2946449.0
GAPTROCRLLXHXBXDAWJAROQTPGLYVKMAWBWXXAQXHPXPIFMWSPFHSYXUPPUXSCKV,M,2.0,Xkdsja,1-914-426-0640,United States of America,Rnc10455,Modesto,13045.0,RI,Rncxgursygsuowstvwwmkogrv,Ftvisuzdplaisl,,10.0,O,46.0,355.0,Family Dollar Stores,Bdrdbjzaevoplsgwzbxdlvcuda,,1.0,692671.0
,M,3.0,Owevucjru,1-320-490-7828,United States of America,bto10456,Wilmington,393038.0,Manitoba,btogpohibzft,rziafghfas,e,2.0,R,1.0,744.0,Masco,Uulruihhpdzeaettuoejuqlj,,3.0,1596067.0
mwhmxgvnhdajxzskqcxbiqvieqgmudpq,S,4.0,mmxlwhizl,1-920-476-1894,United States of America,Jej10457,Cedar Rapids,417904.0,MD,Jejnxkwpuikc,AQCIYXQDIUNPTLTKYJZLFOJKBNCIONSC,t,7.0,O,77.0,379.0,Raytheon,KUFLSFTPR,,4.0,3498981.0
YPCVEUADBEUOYVWQCAEPENGHJDIFCDKMXGEKJKR,M,5.0,nvfpsxlu,1-462-885-6089,United States of America,Nze10458,Jersey City,303311.0,TN,Nzeyqmniftdrtpjhxwoa,Nwlhxgixrvkjvlxkiwawpddefdwnwokmddnjymfhfbaadvfqmrkcpkixpgklcwkkobwlyefkpt,,5.0,O,49.0,779.0,WellPoint,Bbekvykpnuzfbr,,5.0,1329646.0
ugcrjrfqlgrimuajoiimldtfyauaybefsss,U,1.0,Chsmucdpua,1-971-127-5937,,Noc10459,Baton Rouge,416069.0,DC,Nocoeftgxraxidxxy,Nkmdftdowolvluvdfomubffoumweuylsopkqypnvizkokweocpbmrexlhjeyoiebicbgcplpsfbwcbh,M,9.0,O,8.0,,,glrtrcngcljswommpqnqowzoiwn,,0.0,1012510.0
ICPDVCBNAVNPUYDJXPKRJLAOJJMNMLKNDRJQE,D,2.0,Svzsbppvw,1-778-748-6906,United States of America,Low10460,Tempe,45720.0,Prince Edward Island,Lowsdpfjylkzqsvv,WGHUQXXIVYRADKWQUQKOGBKMQCHEKKISUEAIZHHH,y,8.0,O,23.0,442.0,Harris,EXWOYLUSUQVWHRTEDOLSSJOEAFQBTY,f,2.0,300874.0
Ghggtkwjpeolfkqpyfofrtwnvuphddhritmqtruqqzvawhmwghac,M,1.0,QRUQO,1-646-722-9864,United States of America,QXX10461,Warwick,191472.0,TX,QXXBFASXGRUFDAWRJNFUJ,Fjyewegmrtzpqzbdpkmdexvwmpbbqolgykcjfevwlfuxobyuhcadkxnxkmtplvefcluyhyjxsief,,9.0,R,17.0,447.0,Polaris Industries,Zgulvkhmay,,1.0,2588995.0
Fcvziphziduvjxksbpodwpcpmmstndublkqkui,M,,WNWXEIJNPAX,1-292-450-9532,United States of America,wja10462,Burlington,277693.0,New Brunswick,wjabqggdrjgjtsvfptxxuz,Spuexslkftqqhzwoxxxbpjdqhtatbgqtyqcvrdloawkffkzkovmzcdysnaizskxuyazhagrcfsppwo,,8.0,O,10.0,339.0,Church & Dwight,ETCZAWTAVXFCOFA,,2.0,1864152.0
DXVVIUMPLPDMWZCKMGMKSHVGPCK,U,3.0,WOIEGKQM,1-168-162-2548,United States of America,KVX10463,Saskatoon,123681.0,MS,KVXETVVCRSABDQYAMYTEIJB,YUYYWTEGRLKTKHRBWRLAVAFKLTJLJX,,10.0,O,11.0,369.0,Pepsi Bottling,Gwfyabtcgetgmjzhm,M,5.0,1753166.0
Idocfarcvygecpozdpohdcpdhwosrmjsmhdxighbjdwkgtsocccsghzxbroxiilunztaz,M,5.0,OFOPUZKIDO,1-009-878-2716,Canada,dsz10464,Hollywood,346955.0,UT,dszeppsq,KNJPFLKGJJBZJUDJMQLYHORKBPOQY,,5.0,O,17.0,764.0,Piedmont Natural Gas,Wxrciexjphyjclthixnasgevm,,0.0,892466.0
FRJBVHOBMBCCQCBELSFKPQHJEXFTFNEUBQHJNTZOKYWPPIGZRI,M,0.0,kltrz,1-668-916-0990,United States of America,ash10465,Thousand Oaks,449591.0,Alberta,ashyjcqxgtrkxwjbuyulyvtqm,TIVFNOJAOJFMMS,,10.0,O,14.0,552.0,Leap Wireless International,Jznriolrvg,,4.0,820298.0
Ftkfyrryoyvgqoczjsjunvncndenqupxhfyeiswdjghlcigpgtmlbtdsuhffrdgemkucpq,D,0.0,,1-352-195-7073,United States of America,Exr10466,Minneapolis,282531.0,Quebec,Exriiajacorhm,Xwnalpbgagyoltepkltoyuwkoftkjifkxjdiphf,,3.0,O,74.0,516.0,Interstate Bakeries,Ediqmztstdcpknjturps,,5.0,3691811.0
VBBUP,M,4.0,Oafxemzgscsp,1-336-295-6618,Canada,LGN10467,Oakland,334904.0,MA,LGNECMXPWXMSUOJXBCKQLEWCDANMSQ,Wyfcqqxequvhkhxhduieagovtkuhcfhifllilpxhmafhhmrxmzojrwqzzugealoeizfpzugkdqrygfof,,,R,59.0,472.0,Expeditors International,FKADETYDMFNSSURISJTJFMMFCPE,,0.0,3022699.0
Qcqvghvhzfmkeoehbiaudmucqvenjlqekuq,M,1.0,IWQPEA,1-252-406-8683,United States of America,ADC10468,Jackson,396256.0,NJ,ADCMKUDDRPHSEPEVMQUZDRYAVZU,QTRWPYDBZHYSMJGJKGM,I,3.0,O,53.0,599.0,NTK Holdings,mqqmrnrmlwwkirdjpl,f,2.0,2966366.0
ssojrphclfmqbzihvjsneklntpp,D,0.0,,1-659-207-6264,United States of America,gjb10469,Fayetteville,,GA,gjbgshy,Kedhkwvpsgffcabxgagkylc,z,8.0,O,72.0,820.0,U.S. Bancorp,tgeejsromhfbtqng,,2.0,3152210.0
wygjpgnldhfieiebjfpeyqhvaqvzbgitkwfflhfcccvzetumtwysnlevsbu,U,2.0,,,United States of America,TJP10470,Rancho Cucamonga,372180.0,HI,TJPQMMNSTJVFSFOEGYQAJILSOQZP,MWZTZLLDXLEIIFYGREJZEWCJVXUBVXTIHINGIC,,9.0,O,5.0,694.0,Analog Devices,irdsbdeequycjhcahzuy,,0.0,917067.0
Ykckixupxunpatgrusgw,D,0.0,EPZHXFPK,1-266-615-2663,United States of America,Gxd10471,Lowell,265501.0,WV,Gxdflqjtzvykvzaimvkopbrkckidm,Xwzrcxnlywwbswmcw,Y,3.0,O,1.0,686.0,Avis Budget Group,jsobvwssxrpggtawyolituwflkrwl,,3.0,2265942.0
QEKDORTISXTXJABJCPBNGCHTTGVRFZQUJVUIXMEFKXCBOMSHYNTA,U,4.0,Ieeio,1-078-159-1786,United States of America,EXB10472,Amarillo,153751.0,OH,EXBAOOZCHDHWMPRCSTUDNMPXZNXLOM,YTFWJRBILZBFEJBNHJXNOQKQIZQWOIGWQLSGRLBASZXUHBTKSGAYSVT,s,2.0,,56.0,526.0,Ingles Markets,ZFEKWEJYQFLMCFSAMISMC,,0.0,2249963.0
Nbmujfikrdnkioppywqjzxwfvuhxcdxjqdxyq,U,2.0,VUWXNFFXXBZJ,1-694-724-2982,United States of America,Uab10473,New Haven,278860.0,ID,Uabyzjcsuysegklkwrrrcqidq,Vpnzzgmywtbmaardcnrdeqdhbhzdiroiumvxwqybcpucrxlmxzqbqwly,,0.0,O,42.0,651.0,Marathon Oil,Rfmlesoteoebemkdtfcpqistnnejsj,m,0.0,892022.0
TITFLSNCINOKYCKAIMRWQLASAJ,M,2.0,WRAFQDXKO,1-537-619-3188,United States of America,VMU10474,Virginia Beach,219172.0,AL,VMUPEIRHKZJCJTR,Hkbnozypbbdnjchiszkoyfklpuflxodqwzoknpawqxzwfpupdm,,3.0,,75.0,586.0,Weis Markets,Uvnxmmgqxsetnfrydpdmckkeoeukn,F,1.0,3250265.0
PSINATSBFNRBHRRWHGJKLRFDTODOXRA,U,2.0,Hrxnpcw,1-432-253-7865,Canada,SQW10475,Montgomery,184886.0,WY,SQWIGGHJJ,zpvaexufshprgipcjpsadgsuugwrmixptwyiw,K,,O,37.0,693.0,Tenet Healthcare,Kloyaiffsredpuudztckasvec,f,3.0,
LBNKROMHBRHLABJQUKIFL,M,0.0,Yvdbxgqiubx,1-203-159-4639,United States of America,ecw10476,Pueblo,320403.0,NY,ecwkbofeehfqcxyjkboerolea,Azhdwodecirrsivldmwglirgmozbcbwhmrzrghmrqbjqrw,,5.0,,17.0,837.0,Sunoco,Alqjzmvdvqxeejd,f,4.0,492719.0
Yywigwphxxfeowpvmmigvmhjjs,S,2.0,PPUSKOHH,1-538-685-4002,United States of America,Ryb10477,Elizabeth,159136.0,IL,Rybdjaugieevcqbutk,,W,1.0,O,33.0,566.0,Graphic Packaging Holding,Ujsbnfddthryttiyyixtvv,,3.0,142197.0
Iupdghqdtxsjsfpyqjfbatvntojhrmmcivjndymjftmzmlyfgfpjcbwip,S,2.0,RVUNY,1-553-254-8990,United States of America,QVL10478,Stamford,370758.0,UT,QVLZKFXLNEOUQTZALKBOGQP,Faneogrffyjlmk,Y,5.0,R,6.0,761.0,Asbury Automotive Group,YMKBPNO,m,2.0,3960916.0
Abqwihddzfxffwkmgzvulpfrhiktqrmgdosyrjeailzdcdxzmngcyzeilqlpy,U,2.0,giqxbof,1-482-663-3113,Canada,Hfl10479,St. Petersburg,157135.0,CO,Hflfvnjppu,zblvlgczlnycbdicgkgufiawaccthqxuxzoxxxqswt,C,5.0,O,,451.0,J.M. Smucker,Frakcfmwjpevrpqs,,0.0,3838072.0
MBPZPQQWJFGLLYIRUOMEDEMJDYTOFCJIBDKRWHUEXYBCBYHLOOGDTDZTPHMTUCITULQXMJWXJF,M,0.0,Oxbxqx,1-516-213-2705,United States of America,Elm10480,Overland Park,73196.0,SC,Elmygdafnjbjmzcbhvbvessysqlnd,Mnoegeocgutpwcgzfjbpqhsuemlorabcrbxfpejfmqxqnv,,3.0,R,1.0,,Group 1 Automotive,Fvwujxnjudoybsuazk,F,,1141464.0
ASLRQXJFTROTIRJWKHJOOTSGAGQCMVVSLZIOICXCGDYYVHMRPPDJDOSVMLFAZMIGHSYANGSTXMREO,D,0.0,kddkgebv,1-208-073-7226,Canada,Unl10481,Santa Clara,123929.0,Saskatchewan,Unlttgkk,smrsnxggus,,6.0,,13.0,399.0,Asbury Automotive Group,Brxbniwcuihuxonecgdc,M,2.0,1869632.0
OQTKSFIGDJITGOK,S,5.0,Myymicj,1-672-735-8071,United States of America,VSO10482,Elizabeth,241010.0,NM,VSOELPNNF,Jnrmrsaecssssqxfra,,5.0,U,78.0,506.0,Dole Food,mwofjtepvsjusfoxyk,m,4.0,975838.0
fwmzjdxncwdvhhluhfpotomfsvqueez,U,3.0,btsaczswgmlk,1-047-024-6509,Canada,QOO10483,Sacramento,261831.0,IL,QOOTFRSWNGGLKYPMHVDUFEEGN,Phrgawuezdvanl,,9.0,R,59.0,403.0,PHH,bqhtqytfokrohjvrbsx,f,0.0,3147273.0
LCCASVIDHXJILCUGYRNSYLW,S,5.0,Aujifmpfm,1-665-791-4227,United States of America,LLL10484,Glendale,92300.0,New Brunswick,LLLHCOQMAZWMLZHMA,qbgwebfmnqbtovqotfanepkliogwrfjjxg,,2.0,O,,797.0,Kansas City Southern,FMSVJERBEFULRZOQOU,,1.0,1466924.0
zarkbpgauklhllkyyucyrdqbfhhhwlgfcmoerabviuzpyjnpofjcjfbgjbctgkzmdyjswfn,M,4.0,AINCMWY,1-686-732-0895,United States of America,Igl10485,Salt Lake City,2100.0,Quebec,Iglditljlmcqvpaqkdcgyqgfsw,dvcyrcggqofwsmatyrlroqtrxqhbbjypjqiavhszkxktgwhgsmeqocikwoopyrxgbijzusavm,,1.0,O,97.0,764.0,Northern Trust Corp.,OLJUZOZLOCL,,3.0,2988300.0
RSZTJPWKPULGPOLBOWLCJJKJHPPWGRTKPRSCKULJXJWDHDOZKGKEYKN,U,0.0,Oncvqmebjee,1-195-878-4378,United States of America,Qdc10486,Lewiston,355124.0,IA,Qdckaqipwfuncxabpfg,Wcqricrdmpdgxtrzqlywrkwgtidgesmasbwthwfqriturjsuswwqimqolnouqlgqgfeyas,,10.0,R,79.0,821.0,Kennametal,dscrlmrehlhg,,0.0,1128525.0
yfnyqzqxzkbiqxnwdb,U,,Bwpvbkipjuj,1-093-417-5014,Canada,oiy10487,Ann Arbor,365963.0,WY,oiyzwg,Aujaqwwckalglphlrvnvexhetwtfzmpcubrwhthhgwxqymqrpighwmgwaditjd,q,0.0,O,89.0,304.0,Complete Production Services,Ikhfbaqnazgdcmcwpynclvlujxkysg,M,0.0,311354.0
Necjbabdwfmfksdrhwluqrhhlvidryjwjvhaxxafpzgbfvnzdgkszmbsbmkivurjgmkpxoazbnge,M,0.0,uqjeirjo,1-162-727-6072,United States of America,Qql10488,Sandy,56692.0,WA,Qqlxvdtefphpyxfe,rajqdgeoolttpkgwaprcodnjrxkuuxhryqcyxvmeikvxrpwwcqjomdetnwxhrbrtc,,0.0,O,72.0,751.0,Harley-Davidson,Dfuvthpog,,3.0,3129482.0
Rovyrdhrslxslassjxxijzavayoqflqqfuuxoqipxkvaeihutmhxqhoshehwflyeejnwmrvqhfpefqfy,,5.0,Qdtzptupft,1-440-019-3506,,dbm10489,Fullerton,149062.0,WI,dbmgrkxfqawypsfjfuvkehypb,Dmvvvkahdeptwdksnoxlxnczuyduuwxelmcqfe,A,1.0,O,34.0,690.0,Baxter International,CFGNGBMDASKUJVXQP,,1.0,1256546.0
bmceqozphikeqlvbqslxbl,U,0.0,Myvuvsrff,1-359-752-9970,United States of America,RKZ10490,Casper,26552.0,MI,RKZHSILJSOS,PPICMQZATLHKTSTTVBOPJQMGIBOJVVRWCLYHWBRNUKPLNU,N,8.0,O,38.0,648.0,Family Insurance Group,PMQBQWFOPFUBEFG,f,1.0,3759146.0
Sanooliqxgrkapfhlcypg,M,1.0,xgbcjsxwowd,1-002-835-6543,United States of America,SRC10491,Idaho Falls,400993.0,AZ,SRCPBPID,PQLVGXVOICSIIGLKLVVAZFTPFFVFVGFSTNNHI,Q,7.0,U,98.0,312.0,SunGard Data Systems,Hfltequozjmdnylkfnbucuzcv,M,3.0,777785.0
GLRLDMVHPXQEWNRRENBHDDKNLYVWWKWRCQHELGVUXQKTROGQAEBQLRZWKRYCISKATHUOPMSVPISF,U,4.0,ikpup,1-490-362-7884,Canada,Dvz10492,Waterbury,205214.0,MA,Dvzveo,REZMHCBLQNLNLKFELYZQPSRKSLFFSBCMXOTHXBBGBSDNDSEPMUHKNJ,,3.0,O,99.0,588.0,Hovnanian Enterprises,ismdllildi,,1.0,332113.0
,M,2.0,Vqcmo,1-317-297-5660,United States of America,Lrw10493,Providence,44352.0,New Brunswick,Lrwhmoopnxgizaejfgi,tdxfkarhwxubgouzbh,,5.0,O,35.0,577.0,Annaly Capital Management,Vcvwhqcwkbtsg,M,3.0,723469.0
Swqbwxktokgystenygorsduunqocwaisrpikogtkklhjaeclbodqueaaeteuwhrnsagujwglou,M,2.0,xtajcsszqtu,1-930-001-4625,United States of America,CAW10494,Jersey City,462500.0,WY,CAWUDRMSDNGCRPZU,COSLZVIAYXBJJAPIXOUNNBUVPFCZHEIGDIVMREZVSFGCVFCGHZEIUNGHCXJUSEINREOVHJLQQBUF,,7.0,U,51.0,437.0,Apple,Rgbvhrohisiixo,,2.0,1925817.0
Ojjufcwwqpfkbawzfvugyuhrvtkffrvhbwrggppksvipsxjyxlfsullkefvinjvzzkjmdgvksynshal,,0.0,Qleoqdenppxb,1-143-039-7450,,Jnx10495,San Antonio,25966.0,TN,Jnxowgqjofv,OIKZQAPWTTPGBSIAQEMCZGBVNSOGMFIQDVTAZFSRUNJDUBTYCIPRDKRJRDIJEUOXKRQLRVU,,2.0,R,44.0,632.0,Kla-Tencor,Legurpdyakjxv,,5.0,1304451.0
Diirxqamjmlghsbpqhjndpgqehvatvrat,M,2.0,Ktjigonaj,1-314-434-3785,United States of America,Tlw10496,Vancouver,121914.0,MT,Tlwagkffuoskqtcjuzzfxds,Iaqbpdgjp,B,2.0,O,49.0,509.0,Starbucks,DXPDFZDJAWEIGUOCT,f,2.0,2996386.0
,M,3.0,KXLLGOXRZCT,1-131-333-0387,Canada,rpc10497,Dawson City,351571.0,Manitoba,rpcqsxwmuauacvhstzgnx,Ajoqba,,5.0,O,55.0,427.0,Commercial Metals,Tbulrdbplcvzaxdrrnslxfsfwv,,4.0,
Ozioppjgq,U,3.0,Hlgzkwnwn,1-359-181-6492,United States of America,owh10498,Manchester,293214.0,KY,owhbtubfpdjsvobtgiyzsioloemy,FWSDKHEUIVTPKWOGLQTUOTGOQHCVWQKWVCDDECUQGVVXOSLMQHOASOO,H,10.0,U,31.0,586.0,Oracle,YMYVRTMRYATXNUNRZDN,,2.0,2621354.0
LAVANNJMICRCCFNPLEHZTEZMAMAAFOGXSMMSVVOFUEBFRENUPHHPFUHVSXXFGNHVJJGJ,M,5.0,sjfav,1-064-322-7920,,mxm10499,Windsor,,VA,mxmylnyllesks,jedmojqmqqwiodsxdhcnhudmemapcelbjkumkal,,,O,0.0,841.0,Bio-Rad Laboratories,Hcfocrttoeewhyutbdxrv,,2.0,1131976.0
Uxnfndlozed,M,2.0,YEHANYHADST,1-106-764-1275,United States of America,bql10500,Cleveland,445755.0,Prince Edward Island,bqlsyqbw,Msygbxnlgbomjhiqdcdrfhroulrsdevdrxmroxnxarbmumlijjleulcjwzzepsfbvrs,,,O,11.0,826.0,Applied Materials,twoersifywsyhdvzhmdpstmae,F,2.0,2051517.0
FSDWARJLLTYTRBPXOCDYLIZFEHCTGQLZXMURLHOJOUAYTFQECEIYAMQ,M,4.0,Ebpzjbp,1-393-849-8422,United States of America,Rdm10501,Simi Valley,386941.0,VA,Rdmgimxxaavwtvuuhc,Tunkqvluuxhpslohns,,1.0,U,13.0,714.0,NYSE Euronext,Cjndmnvbavp,,5.0,41155.0
Qhlratefcerdpvog,S,3.0,azorvplxamgm,1-955-979-2702,United States of America,Ztu10502,Santa Clarita,480153.0,NH,Ztuueox,KOKUYLSXVJHJFMLWROPZTJYUYUQHNYAMHDXCDPKIBC,,7.0,O,72.0,346.0,Thrivent Financial,aellv,f,5.0,2555211.0
tgqdslrvkbdfbxjyykgbycfjzqjgoqllqffafehpxh,M,2.0,ymeebxl,1-281-614-1836,United States of America,Pnd10503,Overland Park,471247.0,SD,Pndbkdspbhygqi,LTPNXERSYCDSWDLCJSXAXRNKGKZUFZTEDHNZWRAHZASCIMMEEECE,,9.0,O,86.0,,LKQ,Gydbjkrxnhakwswd,m,1.0,2372879.0
