AgencyID,Gender,MaritalStatus,AddressLine1,PostalCode,City,Income,AddressLine2,NetWorth,CreditRating,NumberChildren,Phone,NumberCars,Age,OwnOrRentFlag,Employer,NumberCreditCards
Nxf12124,,U,Lpzttpmfaldbcswvtgwwsyknhhuwvwjjtzdemxfdilbwmp,KRWMJRIS,Sydney,346354.0,Vuakvxpxcneojwhsqdohibjblrbgdkvuydljfwfrnkldhcldiykrpfue,2455264.0,811.0,0.0,1-542-921-5852,3.0,28.0,O,,7.0
ctv12125,,D,ZODBNFCIMCJQUNNRRSKNL,FAMOKFKU,Jacksonville,206774.0,bppzrxdsiuthxitrjyveiauwlxnjeonbxahnvjsimpongrxbvietvknfinychomejfuqhvbuecladao,2182834.0,800.0,1.0,1-935-866-0238,3.0,,O,Granite Construction,2.0
YPJ12126,,W,Gmsftdturfycrrgmaabulgdsvufrybbcigerhtqtobbjldpcphmsdxxkzivvgnldprvpv,Acouckuguxb,Abilene,130172.0,lrrorgynqspts,,729.0,1.0,1-811-057-5137,5.0,72.0,,Spartan Stores,1.0
Bgt12127,,W,mbflrtkpymquafznxbgjfxcbupxit,FACVIMNCK,Simi Valley,280226.0,JJYIWLROYPMRTGPLESNOEGMJQOMCAHLNRRGZWPAFUGOELVLHTCHLKJGK,3884284.0,307.0,4.0,1-221-123-3996,3.0,44.0,O,BJ Services,0.0
Fnh12128,f,S,imiblpamudntfltmrnzuesoubfrbcgzqudqrfrvjgmrdtvccsfzjobnqpvlqeqadcwmsixkrwupqrj,,Waco,63475.0,Eyvcqrtfyzhhuubshpwoygjiqwtxrtprtwc,2209434.0,,1.0,1-197-827-8106,2.0,72.0,O,Mercury General,4.0
Unr12129,,M,xubasykvuaktnjyxixdasuvmkgzstqxbnenrgywfsfdnkfthvpxtjokahlmxovxtaceukbcjojoqya,Itnktlsi,Kitchener,311880.0,vvvpwtdomecekksh,2414926.0,373.0,,,2.0,99.0,O,Spartan Stores,4.0
WKI12130,,W,MBKUCKMRSHAWAKDRKKJJCFEL,Njlxlqgbkk,Ottawa,315343.0,,2907681.0,398.0,0.0,1-401-861-1239,3.0,78.0,,eBay,3.0
nwp12131,,U,LALVDMCIGKRLCJNNSKMGNBZQWT,Hswngvdpqkm,Dawson City,259887.0,OZGQDQDWDVVMPIHVSLLFMEVFVIHPBCRYPCXWPPRLRTLLTHWHCCIQZSLWWXPT,1291166.0,339.0,4.0,1-381-289-0385,5.0,54.0,O,Smurfit-Stone Container,8.0
Rlg12132,f,U,ZHLDHWLDLIWMKPOGMC,dhkts,Ontario,325001.0,FLTJGNGJGGWOBUIAUGNWZMYYHHXZWZPDLLENFBHFF,2484005.0,405.0,4.0,,3.0,83.0,O,Owens & Minor,7.0
Zrw12133,m,M,,qmexomzuidv,Columbus,247507.0,Totcvefgfntvjvvskiegkaiprkuohpskuqxavvfshqhkmxnrooheucyqjghaixlfqyyctkir,2396834.0,816.0,5.0,1-260-986-8550,5.0,6.0,O,Public Storage,9.0
Pph12134,,M,jsypzxvrctrboqoulhqf,Xewaxmnqv,Dallas,253224.0,xxddrstexhkkendwxdevckqrfrcsbggbeepizicj,2652096.0,476.0,3.0,1-434-971-1193,4.0,100.0,R,Enterprise GP Holdings,9.0
alj12135,,D,OUEBSFLENIAICKFZOFFKLBEOBQTUKXHUQNGJRHIPZWHRXH,XKJVCPO,Santa Clara,177585.0,Yakzzjaordhdtuvkgcbcwtemhgjznbenyhicqxrrb,1125088.0,363.0,4.0,1-517-900-6192,0.0,44.0,O,Mosaic,6.0
Fyi12136,,D,tecbxggwmsdsqzyspozdwopjvvlmalwqvpctmepwxhtsibqsszvoajbtbcyomrhpnncxpwfzda,Jcsokcqg,Springfield,463742.0,TQXLNBXSZRR,854877.0,671.0,2.0,1-964-437-1901,4.0,52.0,O,StanCorp Financial,6.0
Fkw12137,f,M,Ibnclapsbtlzqcdfowdadzowmdbl,Lwijvbekuy,Grand Rapids,164698.0,Wzgfpgctkpbswojeomeoituhnvzuezzpgevaqdhmwqbhhcs,862001.0,583.0,1.0,1-982-643-5269,5.0,64.0,O,Sun Healthcare Group,2.0
TFX12138,,W,wbstwxpawktbhnhuzjniarhnctkobgvicouwhybndivcjvofkpfcoobridafbyjr,Zhbrypaqnjt,Victoria,228318.0,ASJUXUZWVDAJWQSSOFUYCSJTNFBWXXLHIAXXNFVZWSGHADWCGGTNXDDVAGMDTBVRREFLYSSDRQDJXIM,2588680.0,300.0,3.0,1-420-731-9523,3.0,7.0,O,CME Group,9.0
Adm12139,,D,Icjuirjujzxjqsjigdgttftuqlslxnqiptjmwkihjxuniz,Miivmiobnvvb,Colorado Springs,169050.0,yuhkqedufssqloodwaksukarxgjldglbkmgqtsrpzouxzcvdytmueiwltjstmpsdnhz,1892012.0,474.0,0.0,1-781-250-1042,3.0,71.0,O,Illinois Tool Works,
uuo12140,F,M,TUWSA,CUBAPC,Fort Lauderdale,292150.0,nmhdpsdrkdxxearszwqivisuipoeoliihplgltgcanodepnkgvaibhezwkshdjjp,801567.0,538.0,3.0,,0.0,47.0,O,Airtran Holdings,4.0
sgm12141,M,W,ryisbrsfankaynypwqqfsqhgmsrhignadsjkpnrjwhixwmgchjmedxtyuyggqwzbukqiiabgvnqpi,Ipnmdmyrd,Las Cruces,151913.0,,3287721.0,436.0,2.0,1-842-162-6896,,88.0,O,Quest Diagnostics,4.0
Kjm12142,,D,GJELJZFQVFEPLCBFQNPBNMWHPRHYCXACCSQQFLCPVFCDTXROMDWXX,Kiagizkscx,Livonia,364796.0,cyencmekfwkdnguawqmofxwpwsmznhodyqorptcw,88021.0,748.0,4.0,1-719-706-9782,4.0,94.0,O,Cytec Industries,5.0
GXG12143,,M,BQSRXXALMRNZXZOQTGNFNADRDTJCAHASLKPGCPSMIP,abrytw,Lincoln,429821.0,owcqeiuuknwmvbiqolaciekgtedduawejpabbfwwyalqrgldcopgunrb,568032.0,565.0,4.0,1-352-053-7203,5.0,18.0,O,Office Depot,6.0
Sdj12144,,U,JVZFMYFCEAOGQLXKBDFKAVYKORCLUHUUTARTKPJHUOESCOIKREOOUPJANNMDGFPRSSQWSFVHWXB,Tnjcczcu,Erie,449214.0,HZISPXHPKNVVXQHTIOIUSWNMQNXDV,2735974.0,705.0,3.0,1-855-550-0447,5.0,46.0,O,UGI,10.0
Loz12145,f,W,Ezjlxapquuobwpjhxudlaxmqdcnhwfzikcxadjfjebykg,Dszixjhxodl,San Francisco,339610.0,kajumgwpddbfmbhhoinqomiwkevvohyvdqkhiaixdghklvnabvqflqlxixgkundhftpvs,696134.0,380.0,4.0,1-137-299-0371,5.0,20.0,R,Western Digital,5.0
Nac12146,,S,TCOAVGYGKILXGFMTTUTSQTTRXPLXJFYIDWQDLSKJCSRR,,Baltimore,237377.0,Mlaxsxghjyqdkzpiztiluawmhjsuxwjgeebppicinfackuvxbxab,88412.0,345.0,5.0,1-427-546-9288,4.0,,O,Harsco,9.0
Fqi12147,,S,Xjxdsvvicbfkiudleuqymtrwstnkoewiwilccehloojkgrowwofnzhbgpewtrvygxczifqcnkttmd,uvooegn,Memphis,475686.0,Yiipmqqjdulowejiabcxfbfzkyoffetuuossgjpbpxuzqfqxgwlsadoqskjyc,1454138.0,645.0,4.0,1-504-699-8459,1.0,,O,JohnsonDiversey,5.0
CRQ12148,F,M,Upfvayisiskatkdqftnmelcmjnhruhzovdtdqlgaolfplfiftqrvgsgelbgnjbezfmpertye,DTWYTA,Chattanooga,191091.0,Ukdxmzdwpetlnjdwxywsljxlgjqrahrdjylurjvfaqxzilpxublvhrgwzee,1428639.0,352.0,3.0,1-388-829-8256,,,R,Tenet Healthcare,8.0
Tzc12149,M,S,Kvsyvgshrhojzrcmmtfthxvcpbgqdjfwlheetvgnxyisja,OENEYJMR,Raleigh,220348.0,Dgwtixioawyjeduuggeosqznwlqefukddu,2304481.0,567.0,3.0,1-141-692-3611,3.0,,O,Expeditors International,
Jak12150,,,Jfwogktgwqajtbxclawp,Drtovw,Wichita,435505.0,QWFYPVEXIAPXBDGTXAROGSSCVSYOTJRZTGYGRSFKQGCBFUXX,3893183.0,313.0,1.0,1-026-287-3810,2.0,17.0,O,National Fuel Gas,10.0
Jgd12151,,U,Wbtxlnbzrxydmwtiaoxvbsroqwxrhlvmmvyrus,Enhcrowjricj,Moncton,280932.0,Hllpogngbukgnappsiasdmsiz,1607865.0,807.0,4.0,1-306-925-6057,1.0,68.0,R,Weis Markets,5.0
Dvm12152,,M,Bbqqbqislhjqsnlefidbqzmhsuohyewaicyktfvvayssqe,ONFOVKR,Grand Prairie,327810.0,ZJHMI,3414101.0,466.0,2.0,1-467-400-4081,3.0,85.0,R,Wendy's/Arby's Group,0.0
PUR12153,,M,ihkpfeisyqseyqeqpzzqwafmuuacdmdpcihjndmiuqcdotkmxqcbwcqxwpfacyisvjvnedduudv,VMFQMJZJLPMX,Burlington,75821.0,jcnswdcvcgpfuqwggbh,2867011.0,647.0,3.0,1-050-793-7970,3.0,97.0,O,BJ Services,5.0
MMJ12154,f,S,coeqohnpsswprjgtc,inmtnx,North Las Vegas,119582.0,Byklrwktjrzuhbqirvqimkwukzqwejufztrqyafjjpofsgrazhk,1645548.0,355.0,3.0,1-553-034-5903,1.0,75.0,,Micron Technology,9.0
Csg12155,,U,Bhmlzkhfyepryohuttbtphgaopj,Lfrbtxwbww,Idaho Falls,313216.0,VSBBKQXNBBPZLDEJCWPRBJCBVHPJVEYNWPDDFBFLJTBIZNQRGJNEWGNE,2377996.0,706.0,2.0,1-817-126-8157,3.0,36.0,R,Itron,4.0
Cvj12156,,U,Wodhvxprhsgjgbqosdmggyzlbmqvkrjoqjfrm,zwcmgftpwp,Torrance,424113.0,Korcrbvjzbprgbsoeuputcmipyabavfb,3125159.0,443.0,5.0,1-003-471-9749,2.0,41.0,O,Ryder System,0.0
Lnk12157,f,M,ZNULWVLNFO,Ullofphqslxv,Tacoma,417431.0,Dsnbhcmxwbhnlsndpgguahtnmtzvalucxm,826741.0,700.0,4.0,1-248-716-8827,,89.0,O,Amerco,1.0
UAM12158,f,,JMRXJMUCIXKRYGPSPRYAHCIXQVSETQSWXV,xerqwv,Kitchener,378283.0,Fmbxyllyhrgviwpqeuk,3128957.0,512.0,0.0,1-819-424-5965,5.0,22.0,R,Genworth Financial,8.0
ctr12159,,M,Zbjdu,JUZVHUUPS,Mobile,13373.0,XOKRHSOVRAJ,,697.0,0.0,1-620-431-4668,3.0,95.0,O,Volt Information Sciences,5.0
FGJ12160,,D,Usorswanlvbzhwvbyypsxubpjuyfuuxamduzldemyqvwdiyxurfajn,arkqi,Hull,359390.0,Jcxrtjajtwjtfynkdxnwudcjqmgkxmyhgkayvznsgcuqimawnipiuhmmrkfldregmypea,3061874.0,692.0,3.0,1-498-800-0740,5.0,95.0,U,Hub Group,5.0
EBP12161,m,S,Gdkkxiyajatcmhynzwtotioivxgdghulmnvltmxzxbumsn,QQJRD,Tallahassee,448200.0,Idrqvyupbhcca,1707138.0,581.0,1.0,1-574-121-9163,,70.0,O,Synnex,7.0
MOC12162,,U,yzjplejdfwqykfphfiqzph,tentrjenu,Livonia,41787.0,Nnddoofgdphpvscpencgyhjsoomukdsltthpgsavpppprkyhfcsjjssbjlnynm,2725590.0,606.0,3.0,1-349-832-1674,4.0,81.0,O,Newmont Mining,1.0
Bfi12163,m,S,pmuwuooabafgcepvcbgmbugdcsjicrcaglgtwwkcfgyiiixhszxgplncycopp,OWVHDBE,Charleston,439628.0,ZWXIZVDPUPQUTCLONMLCRQSIMFAPZQFQHSGLBCCIJOMZINEANVVTQBHEWCOIKTRDAVRRQIZD,3664671.0,841.0,0.0,1-831-173-9794,2.0,99.0,O,Broadridge Financial Solutions,6.0
ifd12164,,S,Hiqolqluiojobsqaroekwhexlcsaikjen,Ynsybjq,Oklahoma City,226497.0,Yuptngmeracfowbohkliclnznwnhzilwsmcqbqsxh,2954390.0,345.0,1.0,1-767-162-5204,1.0,14.0,O,Loews,3.0
Ppo12165,,U,Nsndsqlowngymflrhekijhagqlcaideexpfuwjfworjwsphqtcwfvztgldwnubkbqlayhspmsw,PENOAYNTHF,Fargo,419362.0,BMZQFXZOAJPHOENEZSGIKSIMQPFWMZHOOXEFOLBRATUTOJICHYEQVPSLNENFJWTKSAO,3320686.0,815.0,1.0,1-034-435-7817,4.0,61.0,,Westlake Chemical,7.0
VAW12166,a,W,LZSXEVILCFEWIEHYMTSZNOWUCQNFRTEGVWZLXDTGVPDYRFKGT,JJVUEU,Lewiston,,gxyumxnkwuibmdrtwjewhifci,2510644.0,493.0,0.0,1-759-853-2502,0.0,4.0,,Knight,4.0
jfk12167,N,M,Tyuxsdjjq,Xexjvzbyb,Shreveport,392174.0,,3385082.0,410.0,5.0,1-524-581-5528,5.0,36.0,O,Sanmina-SCI,10.0
Ypb12168,,S,zlsigcjflipmscvafggqwovzvuwuheoauablpjweztvuwekdpaqtiihdsayaiamtvjudcdpzuqvixnox,EVCSEQQUXXV,Mount Pearl,398086.0,Hhdzbhwmslgazssxrwczw,1044167.0,654.0,0.0,1-814-294-4284,3.0,,O,Pfizer,9.0
Pwg12169,F,,OFZEHFGTDJTINBABQDCCXMGSRJWNIMNAFJQR,xavkogot,Paterson,140074.0,PRHPBPUWRJOJNZUIJAHIFQJAUSGAHAKWLBLQRBYUORDUWX,2053401.0,313.0,3.0,1-788-442-1263,4.0,74.0,O,NVR,1.0
mjl12170,M,M,Dxxynkofkmubvtskilhgpovkzhonvkbzhjyoounflhgvpplpnfgju,Mhfhofccvjdc,Springfield,260257.0,aagihwrgfwvousuvi,3998395.0,450.0,1.0,1-305-155-2326,0.0,48.0,O,Flowers Foods,6.0
rij12171,M,D,WXFDRJLRSDZZVTCKZSMILJDWUWFWTIHSYXHASWEAWSGLXLRFSAEAAISVHNLTZII,KKSYJWAGHYPN,Chicago,4449.0,idmqslvcnjbmegedccjgnfxwlnyvwfqbzezkafuripcmfbppayhfoldiv,687154.0,530.0,0.0,1-008-071-9759,1.0,100.0,,Hershey,9.0
giv12172,f,M,,Jarogruldykl,Amarillo,467856.0,jprbsjjaktwixklbmeqeghxuzqfbxeeswqjrx,3197576.0,320.0,3.0,1-138-504-2450,3.0,74.0,O,IDT,10.0
jji12173,,W,Cbhvtzihlhhxuodtycpjokvjxepotpvfmjywzqgbbrkpjccxuvpz,Mrrbdrm,Halifax,,Ihywijpjsdfkgribztbpdwapycjjcmcmflhwzbuhqtsvsssvtwsua,1726254.0,341.0,5.0,1-729-923-1333,0.0,,O,Amerigroup,9.0
JIQ12174,f,M,pwafzfusqmkp,CBLOFJSLQ,Garland,19579.0,Peuzxr,1486212.0,677.0,4.0,1-639-229-2818,5.0,59.0,O,GMAC,1.0
hvb12175,,M,Facgfqrimtxgaimgzftjwbdupagpnkucvkcyblslnfaicwysgbi,Lljdjwdanok,Las Vegas,245205.0,Giaickadqpdymbrikzaxindfzucqhitrjxwfklwrxbukkwhtspmpxnluxutpvuupidtocflblooe,1602219.0,308.0,3.0,1-767-093-3943,1.0,99.0,O,PHH,8.0
AFL12176,m,W,Gkkeijkckxmaztfyetmpxgbljxdmkiexbaqcmptsmngxyadlv,JOAUYJRTQ,Hampton,,Ympcexoszedbqnkkaichxlvqxpcrkqfdrpwxjocevxaoyfwdeoenjagjjuzqlcdgihvyjuymfqjd,122043.0,634.0,0.0,1-810-988-8153,2.0,86.0,O,Sally Beauty Holdings,
VMA12177,,W,,Jomsgjwfiibu,Tampa,40659.0,UBRMKFDLLKNLI,440671.0,777.0,0.0,1-769-486-5691,1.0,89.0,O,Pulte Homes,3.0
fil12178,f,D,sooolxmqjjoijzimatpxvyjtgugalgmysrpregsglpogx,Eespef,Bakersfield,154901.0,Cpsfksimfsthxyhfx,442887.0,626.0,2.0,1-496-917-2301,1.0,84.0,U,General Electric,6.0
Gec12179,M,D,Rhrsoyabwqayzhjlakejpen,arenym,Santa Clarita,,WKEEKBNGLIXY,904205.0,568.0,0.0,1-445-362-4479,5.0,10.0,O,Emcor Group,5.0
ECW12180,M,S,oqwhbccthiuesjgxzhhdzvvmncljwponorgfyddeajguzqt,Zqvffkesckz,Idaho Falls,193974.0,,1492878.0,759.0,3.0,1-658-301-5633,2.0,6.0,O,Southern,10.0
Hep12181,f,M,TZDSGNHMCREONHXBSSLIEKJUTHVSCYUSQCORXKBEQYTPHRESMGQQEAILGICYOQZRDNPDJNGZMPFMG,,Casper,201912.0,,,411.0,4.0,1-569-944-9830,3.0,,U,Sonoco Products,0.0
IDI12182,M,U,Mqkommzbprwjijnrnnjweawvvpmdcvmzaqgzbgcmj,qbymve,New Haven,166582.0,,258320.0,420.0,2.0,1-787-301-7176,1.0,38.0,U,Chesapeake Energy,8.0
elj12183,,M,oromxfqrulgjgjppdiqltovanbpuwdazykcrfinprttof,Dykmqxb,Sherbrooke,483696.0,,156148.0,811.0,,1-605-496-0661,0.0,96.0,O,National Fuel Gas,9.0
Jwf12184,m,M,NMIVNMQA,gfhrm,Edmonton,466472.0,Bxldunjctcqqnvemgvvzajnaeznhwugxvpoesalyscxbwgrtg,3787797.0,779.0,,1-175-541-6752,2.0,18.0,O,,8.0
bzy12185,M,D,Dmtforoqauvzwgbgenkikynekocohy,Oydajska,Missoula,248579.0,bkktjtvrgaxpytxndnqymrziupestdlzygtgzszwiqtthzndrtdkmfvrybdcufihgb,3047892.0,505.0,2.0,1-908-821-3278,0.0,10.0,U,MasterCard,5.0
Npc12186,f,M,eoihrimqeuafxxkwodjlfxqcnrdozstmeepfchokpcwauvntcskeogfofbs,RKHHVQHE,Yellow Knife,362974.0,Simxaei,710939.0,633.0,2.0,1-062-219-3780,0.0,3.0,O,Insight Enterprises,10.0
Ewj12187,M,M,xehfvjpictduejlbxymucrrwilfgdzqofveotiytydrvlcbcgudwtsckmfqiimtwppkskihc,ucwhld,Richmond,291750.0,Siluqmftznfyahwkaimpasfgw,689307.0,775.0,1.0,1-133-713-6636,0.0,33.0,O,Key Energy Services,2.0
YZQ12188,M,M,UQCXRDUBURWYNPSBDDJLYJUJOATZMZQ,Fgwjyvvelbwg,Fresno,493867.0,Znyiacgyqjtnxjhtulzgyetqbffffclarsqgsdnauchuatnsaoiuiwsgxjibjbuhrwdvtplbyvfowg,1541557.0,561.0,5.0,1-977-342-6400,2.0,,O,Sonic Automotive,5.0
Evc12189,b,M,rzwnanzpmzvjxvgblzzjssevgdxaamjrvdfaetmrieojcrxrkmermozb,UBTMIR,Louisville,434880.0,Ijskztjeblexqvpilerflajnrtmjlth,3095532.0,740.0,3.0,1-616-307-1026,5.0,,O,Western Refining,4.0
cuh12190,,M,Wwihwwfqscdppdspheoczcrvognivofayfdpjvsvffzwjkgbzbp,fcupnguy,Peoria,,Mjylxbpumtnwywivnlihyhftbaqov,2802031.0,627.0,,1-423-456-7282,1.0,54.0,R,Marshall & Ilsley Corp.,2.0
Dgw12191,,U,Qlmfkdqpxownudqqlsyeaezipaewspbbmonryrabmhkbduidafhzctjovzjxozitotxialgqiqtsped,Gplxyredj,Yonkers,198845.0,Ynvhdxvvpvbtptpytcmeajkutnaeop,2117482.0,405.0,1.0,1-662-169-7332,1.0,21.0,R,Church & Dwight,3.0
CVC12192,m,,Lfcgakolnkrgcynetlmkypkwshmpvejvwkxcsflfpytmhtxebqddxizx,Khogmkq,Manchester,135611.0,,1585706.0,593.0,0.0,,3.0,,O,W.R. Berkley,
Jse12193,F,W,Fhodtcqpeeqokhnneuocecvvuvqfbbawdnlntzce,WJVBAVVTBLJ,El Monte,479777.0,upnwielkewvkawecbgnirqvxpkxpyjuk,229594.0,579.0,0.0,1-209-681-6651,5.0,34.0,R,Tenneco,6.0
Tar12194,,,Gubghntkqvhtzrsogronilshhuzakvuyqgzdqsukcshwzsbnbhbiiba,Ggfoyarqeup,Irving,373698.0,Ilxzwrqntbjsaftsyorfmhsgjsnpcngine,2713681.0,479.0,1.0,1-346-208-2462,,48.0,U,Pacer International,10.0
Nad12195,,U,TMIAETTGBUOPD,MWAQS,Plano,52668.0,Efmyplglgzqtnzhiypuvucenprchcvynsokeaqdofhfkugxtabpuvpkas,247096.0,557.0,3.0,1-455-945-8060,1.0,42.0,R,Warnaco Group,7.0
rib12196,F,M,Zcteekpmqvzfpfnmrkowxpysjmkqdypmtzbibuctquznwkglwnuumrusinurxlhzqratgzxlom,bvuisxfqm,El Monte,172102.0,ileehumall,31180.0,460.0,1.0,1-604-951-7616,5.0,96.0,U,Kla-Tencor,10.0
wqs12197,F,U,Mwvdmvlrmcxdsyxbwzjdfujllewrwlwikugxeaifnqht,,Moncton,53762.0,SGDSPSUJIYPMQZKCPDGWKOGDWOMEOUPVCPENDBMJAFZUO,2226899.0,676.0,0.0,1-541-931-8731,2.0,40.0,O,Thomas & Betts,5.0
Qxf12198,,U,Iubqdtvwodekpvspshutadeitdxwhvweejxjukravpnjlehkqmqibzpizf,BTAIRSQIDAWQ,Henderson,103196.0,xdysltuhmxgbevweatfxjebhyuvfxykmhftdxdbwjksrebijzsztzrguafxgvqx,2919511.0,588.0,4.0,1-521-807-6924,3.0,0.0,U,Broadridge Financial Solutions,2.0
Igm12199,f,W,Ytuoihwvddracdaggdncubctbjowssgxeoiyekslxzktlcynkdgvzkotirnency,RCCUIDQH,Washington,337137.0,Atbwdksneqfylyinqxuhwejvmuxyyhyludoovidwltrclunwtivyntuukemwfyvlavqyirlv,,318.0,2.0,1-166-243-0923,1.0,5.0,O,Polaris Industries,3.0
HOW12200,M,W,fwmywfybedsfzwolvapfhxkvxeropcra,pabggxle,Anchorage,38753.0,WFVXFSLMSEPLBRFJOWGJFGVVKKCEHUN,2334594.0,,5.0,1-906-368-4130,2.0,,O,Archer Daniels Midland,0.0
JRA12201,m,U,Hdltooerawuiw,NPJCCE,Flint,368769.0,psmvinhehivdchfkmo,,577.0,2.0,1-691-985-0241,4.0,76.0,O,Advanced Micro Devices,10.0
NES12202,f,U,Xtptcpjdbvxhxrpwyciimzuskmppgocrry,OPDQICYBHVKJ,Reno,379183.0,Cjtmglchigtfprca,3793160.0,583.0,1.0,1-741-680-0780,3.0,24.0,R,Greif,4.0
iwv12203,,M,Xnkaoepejbvjyzunnbtdijlj,Tsmwxabafkcg,Grand Prairie,13484.0,Lgmraaiyhcmbcrbhcdxmuydphlulbhfoaxabanuendtpjifjnozsixobohlufzxpqbzuxcoqpzotqrs,1116481.0,745.0,3.0,1-881-425-5854,2.0,4.0,R,Carpenter Technology,6.0
Kgb12204,m,U,Yleqzttgipkmjaeojpjqianqyqiajztetmnjvgaokjgnpugdsmajbhppcwxwhnj,Kukqu,Simi Valley,250104.0,Vfxtktktkubgweqnjqzaiorygbbdluxvfffzhhafkqnlsbendgi,2405635.0,,0.0,1-148-334-7958,3.0,80.0,O,Cinemark Holdings,8.0
vqn12205,F,D,Wqlecgjjnwgbrfxpaoxfyoz,UXCWP,Waterbury,317017.0,Jsajptmurtaiuscfyuveajsvs,1345430.0,792.0,2.0,,2.0,72.0,O,Popular,9.0
WIP12206,,M,,Dqqltigow,Saskatoon,408026.0,Qjubgrhm,1414682.0,423.0,0.0,1-743-909-0960,5.0,77.0,O,Humana,9.0
veq12207,,W,zohmhlqxfptgzzdcaqmzhikndiupxdmqgsukojkwxacupxfclosgmhvmnxlnzbbckqpsitndxc,,Lansing,72785.0,,761024.0,699.0,2.0,1-790-995-2210,2.0,66.0,R,Moog,7.0
Eub12208,F,U,Entbluekmbqunrwecwgcahhwwmascogprykprqbcoueatjonlselfbsupkvb,VXSJIZDX,Lincoln,344200.0,,3529716.0,793.0,3.0,1-424-029-3950,0.0,57.0,R,Coca-Cola Enterprises,5.0
xau12209,M,S,,qjfxg,Hilo,163287.0,Lxjlidmpgzxqoscdpkvfxpledwgivnpcjbdnqlrttxpzrkh,402551.0,708.0,3.0,1-663-737-8437,1.0,39.0,O,Fannie Mae,5.0
Ezk12210,,S,GSXUESRXRQADIEOKIYRAXBKCZURDVPZEULGGDYROBHJJGAHFUZRY,bujmjyvyxs,Fairbanks,476546.0,Gixyblybgzgvxeygujszikycvvxntuhbjjfsldaadnssnspkyoyvmctzzlzhrpsmmhfd,2383975.0,524.0,2.0,1-284-847-8516,2.0,66.0,O,Noble Energy,3.0
Rwz12211,,S,Qvddbiywvilmffawahrrqzzmjcadycrlslkgdnth,Ugicmuoap,Grand Rapids,351197.0,Dgsvbayeojpurvcmwpdsqsjgxdjvnhdhwhxzxghxmg,156372.0,475.0,3.0,1-932-002-4006,1.0,6.0,R,,5.0
Jqi12212,,U,Wpdpigakjxnlenwouhvmmjjsqcvuhwfworkwzwdlryhzrd,UZTFYGVSK,Bakersfield,410685.0,Rhgsxhfzejmkszrnlppompayqusyhhmjuwmeeuntkjqpxjzfvciqcjbam,1925871.0,621.0,4.0,1-458-552-3785,5.0,47.0,,Watson Wyatt Worldwide,3.0
Fqk12213,F,S,LLVQCWVJNTNZSUFYRUDAPTKAKUOVVYOVNCKRMPMGQWMGOTRPFLWOFMNQCIGSLLTNILXCIMDPV,KXIETWXJASCX,Erie,163033.0,apinjbpyjaadtihhcrtvriqwjazpjkaultxrjvsmohwtveypozklzsbmsijgfdtiseqvaccmpiw,1200732.0,364.0,5.0,1-573-635-0257,0.0,27.0,O,Goldman Sachs Group,0.0
OYA12214,F,M,Rfhancjygpwraccchitrtxjtniibdhdrafnbsiawqnfvmayltbgwhso,sulqmbipsyg,Gary,383409.0,mwayzhwiekzkjmnkljzjetgbhrfjkoljujowsihzlislwjirxzmeyxouysdrkywvuchryulopb,580859.0,406.0,3.0,1-845-177-6270,2.0,65.0,O,Alcoa,1.0
Mua12215,f,U,Ucrckqdffnvrsxpbuu,Awbauazogvli,Scottsdale,443283.0,Jrthfuqhgppoimspfqrakwvbceg,3584219.0,829.0,5.0,1-526-761-6481,2.0,5.0,U,Boston Scientific,6.0
HPT12216,,D,Bkuqbzdyrvquefusoredmfj,Whoyja,Iqaluit,,Iqqfeogweplvropsddjuztvuekyxwogawaxvxibecbf,1945249.0,643.0,2.0,1-425-424-9711,1.0,23.0,O,CBS,8.0
QIA12217,,M,Whqwbyjnztxmnlnzkmdwtdsvpahulcqkciwg,Eihnsymvzup,Nashville,,ykujaanratjntjkrycsolfkbeetxrbsrtojbqadpakibvnpcddbhtet,,416.0,5.0,1-974-606-8078,5.0,68.0,O,Ingram Micro,0.0
Wti12218,,M,Kbvah,XCLLQBGWG,Charlotte,66752.0,Sqaygbagrgmkypolwqiwdmjphwkdkxqgolzvbirbkfifkldkvxaejtd,2796483.0,473.0,3.0,1-308-988-8179,3.0,31.0,U,Expedia,5.0
NMV12219,,M,BBWGYORLAWXXIFADMLWFXHYLLBGMAOUCDASKMVWFUQPITRBCFUSZ,Wrokdatdch,Escondido,332456.0,Mqgjbzgzrseprrqwqdnvsexoowrvpcdoyroogwvhkurjmggjfzdq,,591.0,5.0,1-864-604-8548,5.0,33.0,O,OfficeMax,10.0
Yxd12220,F,D,AEXHCAMUAAZUMTGWCPNTH,WCONQVO,Irvine,473033.0,Owrmjxjbdemllauzenjkvyogfsabjwbqaqebhxisbkyvzqvapsszvtrxjrpjvhonlzkosqmnij,775100.0,804.0,4.0,1-421-065-9548,3.0,97.0,O,Loews,8.0
Fve12221,f,W,wrfwtelpoxjljrdtfbamwolgwcyfxfcilcsxduziyk,fspqxfedlcpt,Fullerton,324615.0,Owlfmvcrengfqyhefpqpzpwivuevbcnhihgmbbzmoa,2367113.0,,0.0,1-012-750-3367,5.0,38.0,U,Conseco,0.0
bqo12222,m,M,Styyiudyqitldbsvihgeqtoepfzgcbcnbwkavabqwj,pdbdgkvii,Huntington Beach,118303.0,,1302714.0,685.0,5.0,1-416-154-8007,1.0,78.0,O,Schering-Plough,4.0
