AgencyID,Phone,NumberCars,CreditRating,NumberChildren,FirstName,City,NetWorth,MiddleInitial,AddressLine2,Gender,LastName,AddressLine1,State,OwnOrRentFlag,PostalCode,Country,Income
UOW5203,,1.0,277.0,4.0,Pmcluiglkzidqw,Erie,3787755.0,,ewkjwedjf9,,U03HQVKMMYQBDPRuAJAB1SD,Kicfzzjlbuvwnuvvavkqimvpvyztrvtekkvlesj4peo,NE,O,GKOHOITMXWE,United States of America,
Bbm5305,1 641 830 1328,1.0,394.0,3.0,Njr5sagqpdeaaocr,Jaclsoncille,3393979.0,J,zxqivt4qvm,f,Bbmgvktzulsap,QAIYkREEXRNZVFD3EGE9dQ,RI,O,oxeimnektb,Canada,487415.0
IFs5305,1 167 022 4284,2.0,440.0,2.0,Jrvpvylfhy1hwvkwjtf,Tolevo,42848.0,,,,IFQHGTPhW,lvmobfuekvafietmxehkptiyfixnbxd5btznhivvvjennggm,HI,R,Hfdrp,Canada,370165.0
VMN5e06,1 914 540 2977,0.0,,3.0,gLKRCPXGYyVMIS9QDcJBWsAHQTM,Mountlezrl,1973988.0,,E9eujxolwuugbetlhfngjqyiplgqfpvpiaos,,VkNBO,IYXXIcVDDeqXGHYRw7KOKOMiOdLZTQIlASwDBJYEYTSJ0RZ9TQCSCIEkLMVUJJ,OR,R,nnssardkebmo,Canada,213029.0
UN25307,1 318 558 2019,2.0,322.0,2.0,pzqwbqvdmjfoovhqvpqpkp,EpMonte,2737068.0,,Cpldjkovalwdeuxmtysqckhux,m,UNQJKCQBICQfWJDkArVOFHf,jjfhwzolxakwhsredpuhgnmfhwtdl,MS,R,BVOOFMUS,,40361.0
sJP5308,1 537 697 5122,1.0,389.0,3.0,gfnfcouoohdecg,Cincord,4442170.0,,RHJIYsXyHeASJLXXOZFd,M,ZJPJMNlIUDEEvnnMLFAPONBJ,Iqziyyaarwuawssmajpmddyfbwnjpbzseejivqacdvlcvixhdmyjguqq1vhoopjb,MA,O,Eahag,Canada,369298.0
API5300,1 575 812 9824,,383.0,1.0,Peuxqiqruk,Spr7ngfoeld,935980.0,j,Ivisawbhrohnleayrburpjcfiwv,F,APIY9,FXuaSBRMCWSFPgWUoVxCXUBQMPxOOLQeJXjBUOPuWsRBGPBZaOUWFPDJdNPRWAMAZ3sBEF,NH,R,Zxsli,United States of America,204595.0
eub53q0,,2.0,516.0,3.0,Kiisgpghcbbnpido7y,Salimas,2920772.0,,Pvmhnevnimuixy9ujrjymyglknucbnvsztrfgnqrouuo0oz,,eubboplgpmksj,Kfxadzcmruzqd5lzhyrdysfnowcjjrykdckmppkixvvmbkjeepcjifgoakidryvifjon,IN,O,Mcextuiqa,United States of America,
RvE5311,1 495 649 4405,0.0,494.0,1.0,cyipdsqara2nltufojmvrzt,Indianapol8x,1776558.0,G,uKKEVGDBCOgKIBCAJu,m,RFEJUDZIrIELkCrZPFK,vbga8ivjntnileotfjqghgbyqkwrcrksbdbym5gd6yjmtbgmeasoeegelrtkrxf,AL,R,Jepkdlwhmolp,United States of America,206954.0
Ceh5312,1 378 570 6906,1.0,390.0,3.0,Kuzgekeut4chzdikczjknn,pivonia,701111.0,,kpvgnxwyljggulkbngxhkesnheezqwulnritiuzlgwipjiiqokerjhurs,,Cshbmlgboygiwkaoovn,QWgMWUWtPAFSKgNQSSIQKsFDDrwTCRQQqQoQCNWEUEJERW0K,KS,U,Qwympelmyrvx,United States of America,2410.0
aew53q3,1 938 600 5366,1.0,296.0,2.0,igzttcyjzc,Vaklejo,1765389.0,C,dmolnshwkacjbtetnebddlzxx0awseggnuzdzhcynho,,aewhywfprdnjcgwq,,SC,O,Fzcwrxlyjyt,,93668.0
QAk5314,1 334 866 5202,2.0,346.0,2.0,F5AJWHGPOSq,SiousFwlls,1444652.0,E,tqqjouhlwkluaugnwfdlvidpxyox,m,QAMSUNLsHBNAdEyIOPaF,Pl2fkoubrdsysjobvrvlvuywkuelwianhxjkq,AL,O,cfplupbl,,
hqe5415,1 539 955 3264,1.0,718.0,2.0,Ycheeluuwahe,Saxramenro,3162671.0,,lohvhefvtqmkfil,,mqeqmffq,uberwknobd8jcfcvsxekmwhihshexrotcw,NY,U,Sgrjnnwo,United States of America,6156.0
7ry5316,1 986 508 5509,0.0,503.0,2.0,jtpuostrwfd,earren,5149503.0,,MCBsFOQkPfBJUKVJDUZFADwHaEUTATIqZWUOKKZPRz1JAEHRUrlN,F,ugyfnngqhlqdqadodbbhtzyjq,Ylotojnkqpc7taarhyetqyzjqkplfbexbtxujmdtwkj0wcgidxgmhvs1eui3otciqugcftdajd,WY,O,QXIUOORVJVVZ,United States of America,
ilw53w7,1 138 586 3015,,329.0,2.0,Qlkdexj0jrcsckthsk,H7aleah,1160114.0,,Pxavkkbcwknpnptrfoxjqfmruvsflqlbpznnpwsygk,,ilwgkzn7crcbwm,XTOWNOTAVAQMIKJESfAdoZqcDtYG0sCFWONbBXbMUREQjEBNMQpSMWRIDIMBSQZCAQQShxQSN3H,gpvaScotia,O,gsdjdomdk,United States of America,300062.0
Nni5318,1 605 673 1927,3.0,473.0,1.0,Kegkn2gwcwkhwikbgywkrqvcux,ColkravoSprints,2479166.0,z,Ynmwalyrl5hwbgnqkysrdsydbzlavdmguujjissktmjnbtogcluccjmnpogkfwi5t,m,bnjiwnkizthuzsayrdf,zhvkfswdelecmvetbm,Saskatcneqan,O,HNSSKKSTGEAS,United States of America,113747.0
SfR5319,1 819 603 1812,2.0,358.0,1.0,Urqgmarptshdnitsufnyqmzz,WinstinSalwm,1309886.0,,mQLETJNFONDJBs,f,SRRGBFNHrTIUWAAXOPiVk5,JAQGWFHqAUBYFJOVsHUHDPOhOMVZycRRLVIXYnYFUTPjrxXJTAQmRBJPMVxDOZWXzZBTIPklUVAoH,MT,R,aspjttrqv,,450581.0
sXH5320,,1.0,,1.0,Mppvmbewkzwu,Alfu2uerque,,,al0amytmnebnkumxslvhfy8vtotrvdkmye,,XXHYCSZk,qhsvxhiuhfbdxhaenhjdcueekmgtpfnywuvhceulzkxybhtghjndddpll6ntfzesac,B4itishfolumbja,O,DLMCBJ,United States of America,279169.0
cst5321,1 879 129 8420,,332.0,3.0,kxlvhzvhj,Fa5ettfville,2007822.0,Z,U9NVAQWVQTLQeEnYOjMRBZO5XAVHIdLWUA1DgMZIBEXK,M,Fstavajgfrmxs,Ybocgjwhwxflzcrascbcvgudjipmmlobyhvslehaqg6s9nolkcpqmevpl,UT,O,Maolhjzsva,,447141.0
inm5321,1 831 773 7483,3.0,496.0,2.0,wzj1rtyqjrfbm4ebmi,Hohston,2551129.0,,AHlZNyGxCXWKh6AOVQVzASGHHWgJANhCEcOJLV9UMTYWDFOSOKIQyXJHGFI,F,injemioz5hswtpikan,Fzjpyevou5qthw,VT,O,opiqelikd,United States of America,167409.0
X7H5323,1 468 465 7064,3.0,421.0,1.0,RIUWHSOQnb,Santaslarx,,,OXMyRjgwbLMFFNEBEHLBJDISUPdBFIoPCVoOIAOJMpUNPWABVgInOWSLGF,,cYHZKISBaC,ypj4qgktezxotodanuawgigsolnoupl,MS,O,Jqjcmfd,United States of America,408024.0
Ber5323,,,538.0,3.0,Lwjaasxo2ceilcifwubodgwpxjhhl,Calhary,2467206.0,,Dbylnihczkexnpdobslkiogmhipnnicnsjjbxdozprdqvgcavgsuuh9tfcephdrxm9hvffvntzzi,M,B4rotikotdibkzgc,KVlHOIPRQxPPxCDIEFxE,NY,R,MJXSPQXUCT,United States of America,32458.0
Fox53q5,1 352 519 2430,0.0,,1.0,uxhrt4cdwltebs,qindsor,2770955.0,n,Xftzjtqnduqrougiw8gqgzmboupdmoxufgheodlelglbrmducyeq,F,Fixcvdbmxiuvmnshnbfozrhr,Qhunlbsaqvcnzbhjz7bqx,NM,,ULZSCOFXJ,United States of America,45443.0
Cqx5336,1 145 873 9433,2.0,390.0,2.0,omff5csfyei,Chadlotretown,525086.0,,lmangqzdajiordsv5ioxbrtudrrgcns0jumak3zksfmqubenx,,Cqxasbj4crc,,PA,U,Ueafegeleujs,United States of America,
kjv5327,1 745 109 0178,1.0,658.0,0.0,urzadekevpkfso2uocyem2,StPsul,,,Wb5ylb5zuxevizsshhnkhdnkabhgklsljknfrlodaqryvpiwtmskdrwhjmzyxofdspwrqvradj,M,ljvkqjmvhfm6yojbe,cwrmiwdhmppijpzv0avkncpofpqwnumvdskijvasquauagpsdbbxubzkgixkjmbovdtlwejq7yag,HI,O,bxkgbh,United States of America,496411.0
rgp5328,1 047 918 1204,3.0,317.0,2.0,ginkskctrj,Wichi4a,3901143.0,,Uhaxhmdnnmumkffsimmlshh,f,Fg9zctxxlabxjgktqnqgipfv,gtdsbgbuykidvdspvvtiestbaoqcutlglegaicsyrbwlpdtlrkfufchhw,FL,O,fzphmg,United States of America,98687.0
Msa532i,1 197 354 6610,2.0,292.0,3.0,Fcsscmdht1qwfuoqctfwdirsoph,Ohtawa,1945005.0,,Dktlfastccxhzvaonckcwqeikbkjrmsaehejfpdxfqhgntsheavflqvy9ntudjnsgrmwh,M,Maartzadbqwkicnzlgq,naxtvcdpywaepfsxrjdeyaehyrjqwil6tyooxknlmrihahvbzdx,bewBruncwick,O,Ctvll,Canada,65672.0
vsb5r30,1 858 237 3234,2.0,489.0,2.0,Zcnajdvjxvka,Vi4gin7aBeach,1236665.0,,qake1rlaxmsvmwyjijrbs5lclqvkgsvmu,,vsbw6uey8rcroswvxehlidyvtxbdvw,Cprtlgywmguywlmrjerysbninvgwd,Newfounflanf,R,kjtgaxnwlei,Canada,291869.0
gdzy331,1 967 079 6253,1.0,419.0,1.0,Zvkmx,Mrmphis,485378.0,t,Yymsztmgslnqyhfzvfz3a,,vxzqldzmpquuycg,xKjN5FGWNLPQWXVKExFhUCiJUVSNMPJ3PIT,TN,O,Cidlghq,United States of America,499348.0
Ugg5322,1 695 413 1322,2.0,307.0,2.0,aum3bygwsxgaeqqnvaujsfjwcwuqg,Amar9llo,3786380.0,i,Qdeyavqonqsmihivaigbptdonmbsqrgcoazdtbbflu8faqrcjowsunzdcaefjz1jrbzwfn,,Uggkonxqxkbdssuvvuopmg,karhjca8o,IN,O,Itupndj,United States of America,407954.0
UM85333,1 975 807 1283,1.0,256.0,0.0,Tgwkbir,Newwrk,2049708.0,F,Jxojwgimjtfkwpwjido,m,yMOSL,Yaopzbtmwzflsqfglsmmsggclch0xg5,WV,O,ailvwuz,United States of America,460576.0
Bzw5334,1 820 740 4938,2.0,370.0,0.0,ckynqisuhnsnxas9aptrwv7v,RwpidCity,2872910.0,,oSdFAXGWRLSTEYVKsOXsaXCQTKRlNQ,f,Bzqlvsmtfpblc9ks,Xgpivmjfjnnzcmaproipmdvzyhpbbzimjynqvmbnwmwkjguqgskqkwo0nhvlsix,IN,U,jwectkdqnoz,,206016.0
SCD5235,1 151 388 3755,2.0,727.0,3.0,hysdr,Amafillo,77736.0,,unrdjjfxyg,f,qCDUNBBZuEMNjOLM,bdkss5anzeietrxfw,MT,O,jiqkp,United States of America,432759.0
Myjr336,1 355 962 9552,1.0,446.0,1.0,Isegwmwuldcapcmbj,Vallrjo,2721844.0,,Zzzuattyngqhczytruagxnapwgotekfndvzviv2,,Myjynbbk,dodiovmg,SC,O,Sqkjkdnylv,,398903.0
Pxe5w37,1 625 786 3135,1.0,454.0,1.0,cemklduzu3gqsqtrt,Cas0er,1744312.0,B,,,Pxejodabtpokojormh,Dhbqogbb,AK,O,Ivmfvyiabjsn,United States of America,55153.0
JLD5438,1 116 847 0584,4.0,531.0,3.0,qpihtn,Minnfap9lis,2999176.0,i,VrGDKADG,,JoDBWHfPyAIAZKTTXMOWhAED,yrkdcslmjxlnsgvwudqjnh73nxqmnflikjaalorisqkxpscjvbqfrbmqekdksjgncfmfrcen,WV,,Kbfewrh,United States of America,237343.0
onh5339,1 371 124 6085,1.0,323.0,0.0,jjahqwntnrqyxlg,Phkenix,4113801.0,,gymawuy,F,Knhnolfzmvvphtca,HBFZUEWINWoJPLyhCgOZ,NewBrugwwick,R,OGYXV,Canada,379032.0
ddy5440,,1.0,381.0,0.0,hZQHGTDDWIBWeDRSoTXOJdQL,Ridhmond,1671434.0,P,ivtbcnqwrgfjknhizhfjg,M,ddhtv5eexarlbjbyaokkw,kywsnkirxeuxhpan7ixrvngiuqj3qtsigrxvhicqve,NewBr8nswico,R,QQKORS,Canada,392325.0
Jse5341,1 724 337 9972,1.0,217.0,0.0,PSTfXJNETDkXCEKQOiqICKhIPWA,SagJose,1264598.0,,Pwrzarwwnghpjujehjd,f,Jswwvqbcmhcbidlmwrcgtwc,hEAEBPTJmKQVZRSBZTKVLAPWMJ2aWLFEtFMiWeQVrHMFMIZFjKAIXPGHhV0OJ4NCFKMgNDRhPhELAhJM,Saskatcmewqn,O,Afjaqltwqq,United States of America,182888.0
Cit5442,1 575 551 6702,1.0,345.0,0.0,UXSjssICNV1CBLMFUWIYjGECRBOAI,Lared0,880495.0,,kNBGHBC1BAUNLH9RSMoNB1fKJIiBAHAPHvEAZOYTTL,M,Citmxsbf,Ozkbq7pkfuytyc4hsuqmvxazlktfgysbqpivcjfxpoukfqxpjolpfidjj,LA,O,rspucgrc,United States of America,302911.0
Rufr343,1 379 174 1704,2.0,538.0,1.0,zadpnjxjylerjahuspmmxdzfilwq,Torrznce,3098394.0,K,indnrdzkumdp,,Rufryfdoyzqtuhqx,Vfhkbjn0nuzfghsjzmgfmqpztxiicxfo8kcmijjamezmtm6oqh,WY,O,PFENF,Canada,1543.0
Ssyt344,1 255 223 6977,1.0,563.0,4.0,PPjIDDMWUKm6PDB6TPELWQSUDrJE,Tejpe,3924247.0,I,okfdq3ipnlvobwgp1javz5rwkq4hpsu4qo,,Ssuae6zqehkikotwsjdmxi,SqJRQZV5XESCB,AR,O,Nbtwdwr,United States of America,482691.0
dkc5345,1 906 323 1892,1.0,545.0,2.0,wxulcyfqppltqgckbhgavqsmt,Sh5eveoort,1313629.0,,uyqbhgabqashnacdmygbva0slfoxfid,f,djcliuylyttjotuuguk,Xykqhbgasvaoipcpy,Saskafchrwan,O,Qnctvezth,United States of America,12196.0
XGa5346,1 221 764 4901,1.0,160.0,1.0,szzthaioeuhsqq,Sydneu,3598172.0,,WVOUPUOUf2YJdHKbrEGKASHBCFSVUwMP7YJNSGdRObr1BSDTBI4ZWVSSWYBxPGSJBJCPgSiRUIVK,,XGZjXTXcGWBNKkKCNHSQZvrPC,,Manltoba,U,Hkumufmbbnm,United States of America,27550.0
Key5337,1 353 055 6866,1.0,332.0,1.0,uujytg,War3en,3617296.0,e,Dnegptvgrsddheqbqek,F,Keysrzc,jvvfnllz,NE,O,vkhtnn,United States of America,74566.0
Q6S5348,1 492 947 8126,0.0,373.0,2.0,Kbrghewyj6ffbvyikvh,Milwzukee,5613116.0,,Ajidlccuiumehhqkrs,,QTSVSjBPVyWSqFGHCGLFFBnMFuF,,TX,O,oopybupolnf,United States of America,24905.0
Ccj5349,1 029 350 1061,2.0,506.0,3.0,hjdpyvyznnhdd,Fulledton,2620312.0,N,LBuObHPRQRDAFEnIGLGwUQqJR,m,Ccuststeowlmelkike,fugngpraxwrcmjmstkanv,KS,R,jcmamplyxb,United States of America,361840.0
BI85350,1 980 006 1385,3.0,356.0,1.0,Teafqpah8acsdtl,GragdRwpids,1490177.0,V,jylnje0x,F,BIOCJABYfgPkTRTDPW,ddzjnraxscijxhhbsokduidss4aigawkbtjaluhcctznxeenw,WI,O,Ivvbqkvnq,United States of America,398457.0
Qwe5251,1 615 146 7933,1.0,346.0,3.0,bxyqkc,WestCovlnx,426182.0,g,wHNSETJQ,,Qwej1iwullgechmsgavxfa6ch,xzbtipsxxsswlhcthtsr7cfajfrbwijivirhpaxhg6yatwpgphccbsvsfuflntaerjfdcpkbs,LA,U,Hynfrlc,Canada,426820.0
oxt5e52,1 024 367 4996,3.0,411.0,1.0,Idjiadtqbicbgytibxghynmkial,Bakrrdfield,2792430.0,,lwkemyerrmsjqiaew7mgjgpniovjcshuhticndrcmgkpiozloqwfthqignzl81wvzqwskwmdsulldg7e,,oxgybshkenneaudcuyvci,YVzCNOCQMvSdLHBSBXHGHBIEUhRECkHJWIPHBTQDKhOJykVl6CDHENZZGOTPEjcEaIKEWb,NovaSfo4ia,U,DXDWXBU,Canada,127522.0
rrct353,1 884 037 0016,2.0,458.0,2.0,tlaylqbcewl,bunt7nhtonBeach,1924370.0,,sivnlpmaijuakdpff93rknqamggigjufj0lsu7fhynlsmvraylwhnea,M,rrcflbfe6jyvrefjeapaway,Jhplexhdgbfjngmnvjzmn1aaujjlpgexncduzgmfsvmsrukcejabieuagygkgmlgbltrfrtxbtoshtgu,ME,R,GDBUEDJ,United States of America,147562.0
NId5354,1 574 478 6917,1.0,433.0,0.0,ARFUYRcUHXYIOsIVVpW,Tudson,1532090.0,b,Wgxnngybegzodebywbpfrtqvhmfohhkjrjmaiheiuwejycdhueawvet,,hICGGAJuNOSDvTNQZEJAd,sjhwvlywvtbcggpaskobahjbjysephinkoqjxvhlanlptinvmsecqbqzskhkymuanm,Ontagio,O,,United States of America,162125.0
Hgy5355,1 258 696 7693,2.0,405.0,1.0,Pmyurqmmcxqs,LaqCruces,4451080.0,,qhlsildxbsdzqktqamouqqvvlcpiwjlfs9etfhstcombglndllzqeymq1auoakkrzfma,,Hghri,lfkqiacr2efsbuoppdsxkmyaqqcifk,MS,U,Qvpzsbkxm,United States of America,85419.0
Dcp53y6,1 820 626 9611,1.0,202.0,1.0,QwTLaTIVIUJYBMVP4gJGDE,P6eblo,2813755.0,l,U6wlsyumcqpm1tsxyfadudm5aqwpycargrgvka,M,Dc9nz,9uqokt1oaaqxeumentqipr0hgzdirsyaejmxkysfqelcs5sihsliigzwwajfhuaueudgroaic,WA,O,Pheoatqsn,United States of America,497049.0
she535i,1 813 451 6939,0.0,266.0,1.0,a9ellegwxr9lqrybibtix,Bewumont,1358830.0,J,WRo2NPNGFRFDyTNb7XITLGJ8KDAUWUsYSOKXMY,F,smewwbzidxwdukdqegg4,hbkondf3rbhrmyglqgqnftgncphnpqumuvqfdb0kplyijkkzcmqjprcl,NH,O,Njzongmou,United States of America,355941.0
Nqsy358,1 560 720 0955,1.0,,1.0,alriuwpjmtwevge,Greensbo58,3471699.0,,Up4hapxiiqtkgcqwvvijbkeebluyqamj,m,N2sun,Bsrxlgtrcpssolkicmxnxstyhvaycdxpy9rjsr0wolxpgcsqldmr,AR,O,Lvthuug,United States of America,255655.0
Vfr5259,1 969 279 0750,0.0,308.0,1.0,khehoaxpwvkvdnffdkehfwwak,Mesqu8te,3287154.0,U,7leylrtjma2isfdhtbwznqge4wevowhueewrqtaswgetfbnldhlprcvywmkghz7rjtxdlsxusljm,,Vr3rxfgyyc8dtfbmwhueskt,LR9NLGIXKIHjHGJKsSUsMVFlT,MA,O,uqjefg,United States of America,471490.0
Pgs5369,1 002 353 5246,0.0,406.0,2.0,xtrfawgdyedzaollnudrixpcohowi,GrandRapkdw,4355977.0,C,hlngddyhowofkkovgmcfmu,,9gsqpznwp8ewilx,dxedvrkyotmaoc0idmgihvzy6tcbsuzdlvlpqikuswbfbluxuguxaugmfbbimmwdwanawrwkvz,NY,R,Vacnbttz,United States of America,467108.0
Rob53t1,1 426 583 8944,0.0,490.0,2.0,Dxxqk,Halitax,1974229.0,,URHLIVo1DXiGGLEZKOSW9ZQDcXyHAWVHsaBKSZMHHKEfH,,Robxdqxadtxuui,Mnumnzttfx8quqvnhivtvnxodbdlzpenbwemkmqhxgcxhwlhpqdigxlswsj,AL,O,Jxuvu,United States of America,2036.0
VJX6362,,2.0,488.0,0.0,jwkzkszxa,ElMont4,926165.0,m,fpWFMLEFOLETiGSMbwIMSI9NdOEZLOQJIKWITtZE,,VJXXQDXdI2CIHQp,sktzuutlxgdpmfyzdtxxurwhvxtharmeombbhrlmjjl,MS,O,Tvuhbttvc,,435887.0
Agw5363,1 303 099 1729,1.0,257.0,1.0,VFQSKIsHsYgRBUIET,Bisma5ck,3093321.0,,euqotnfsbpkdplzysqvejjghaqmwaifdzbnstzrklnchnksjfvapdtesqrgbh,m,Aywbyhtcfwcdrfushsd,bxwaerfewwteypqeorfkugedhrebttwnslzeqqkapbgymwozeilucgmhtlasswad,CT,O,Omrcqq,,222454.0
sgt5364,1 080 919 2302,2.0,402.0,2.0,Lnkjhn7englbybivbimfv,Cwsper,3119720.0,,Swukybvqxzvxgxcjoctgucbsxyrn6efaojjzdhofg,,wytgodrpmsfsagazbd,gihufcvnmkgkdxscizal2bqfp2qaoaaaooc,TX,O,SUWHJHS,United States of America,278560.0
Zqh536r,1 328 383 0138,1.0,456.0,0.0,Ilbovifcnharcdvks9ozqixq4j,Greatdapls,900210.0,,,,Zqgzubqhkoujwiqvlxtb,,LA,O,GWWJBKPZI,Canada,12138.0
Akly366,1 065 249 0791,0.0,,0.0,1BBUDSfVSNX,LasCruxes,1470127.0,s,sfwrmsyxbbdmopnjbjmatqo8jttbfwulickwmvhnrlrfjfbmxjxixhlnxdttyjcdieu,,Aklqtfujxgrzrzvkktlct,Apjdqzwf8purpdwyyxwdbilbjmqafderfhudsgubwhagnfmrghspmkkpardlpyt,WY,R,GWCJY,United States of America,194034.0
Qru5368,1 526 323 9609,1.0,339.0,1.0,ILYkMOJPOdCkDCITNIIDMcUFTIDk6D,Auston,3113398.0,v,nfkdcrffyuodoiaudxl,,Qr6qasb,Tppzgxpfcvlxkrchyvgrixitafh,CT,O,Paqzhnbl,United States of America,5894.0
oVY5368,1 974 444 1335,1.0,512.0,0.0,YBWhYZWQHDgrIaBcGQHYZWLFKWT3EK,Torrsnce,3180695.0,Q,dtfrdcwzumg3duezefsbzkjqbcipilyiqvmydbtlbbrikjkxswilfwzumuvzwks,,iVYSZK,RSFKIpIDnBIGOJCPFXYcEWxCEoLFfSiIPwKEEFPCF6GRN3GMIrV7UVCKKQSKWxULJVVIsIsHBRGOHCP,Quebes,O,ZMAWSQWSXPO,United States of America,356777.0
Wyk5379,1 195 997 2484,1.0,502.0,,Ebiwsvfskywxjoygh,Elizwbeth,1416501.0,O,HWWRe,F,Wykjmaxcwwxqfhqapfrbizysmcwk,gdukedsmnensfpgakewzzkovmndqdhqyrvnwrswzjiximybhiwfgwqbjgtbaarfhji,AK,O,JVRNYUIVA,United States of America,399874.0
Njty370,1 582 473 4696,1.0,528.0,1.0,IRZdSBQVRNHPBDxW3CBWBBeIcBHXL,flendale,1843668.0,L,USQ7Q,,Njysu,cxftbzrnubsmx1uyfvuqws,MO,R,HVTTO,United States of America,104583.0
EfH5371,1 715 508 8441,2.0,,4.0,Jekueeypkcuvfpuzbhexo,Sunnyvalw,2901085.0,i,Kvxgzlnu0zilspzkabdzwhtbvfu1sjiiotyqvmtmeosojioq9gws8xlhymuemwuya,,ETHTKsZZ,tsqpu1qezhushofbhqfvuhgqpiszafuwwqiojnrjswbe57mdmopmeizqfrzxcjxvy,SD,O,eykaofwh,United States of America,284073.0
X0k5372,1 957 666 4438,2.0,332.0,2.0,Mivvqsivr2itegjpsdmqjjdnya,Vi4ginoaBeach,2921691.0,,TOFrndWAFJDD9OAFEasSPXUIShHFNOABFMYXUVfO,P,Xpu1efwfvvoqsqawzf,Llsmobb,Ogtario,O,cmpljwp,United States of America,297069.0
idkt373,1 421 399 2735,1.0,458.0,1.0,Jtrmlekfoez3rcfb,Boide,6124549.0,O,Eayyukvkkiumkxhg7o,,jwkffmzpjwtbbsrmchuoupaiixc,Tpo6qnqjgj,DE,O,aqotmi,United States of America,420329.0
Chm6374,1 120 562 5777,2.0,377.0,2.0,zwwr6ufdqfsexedqjigyrghtgxvt,Bubfalo,1166727.0,D,Vrmubhkbvlxadcimrwajztcb5ipsoufhxfhzctfvqgmnjfzhwk,M,Chhijs3psdmucjsdx,cbadimgc6baxgwcyqskhxnccdcnuspbegxzubtsspbjeyoxkr9xgnec,Newfoundlabx,U,Kvffzyomyja,Canada,427810.0
Rqf5376,1 142 240 5023,3.0,117.0,1.0,Pljkfwyna,For5Smith,1279403.0,t,ZYECCHVFcTcEhtNKfEVHMIZfAWDOXeK3FUnVsPFNVXHFNGDOZGZJ,f,Rqdqxveujvky,Zranrwcgemviuzlhxklefiyrmkfhcvdlesjo,IN,O,WIJKASJL,United States of America,190845.0
Hns5w76,1 190 837 7421,1.0,494.0,2.0,Ejjzpyua,Nor6hLasVegad,2616128.0,,ecvmgvjwia,,Hncwghjbco,Rhkjpplyigbyibhfrspkdjvjj2u82djhybqtstuyzrwtohewosrinu7pktor3momzyp,Queb3c,O,Lqmewvghapz,Canada,103819.0
Nrl537y,1 627 277 5420,2.0,380.0,2.0,7cpOBEIRRLIHJZJ,Ajron,3756534.0,,Djqyiuuiehpd,F,N5lsurdifqgbdzagpsiklvh,Pfltwycypcyxbf0in3,NH,R,hztqlf,United States of America,59618.0
Dsj5379,1 977 398 2673,0.0,514.0,1.0,RLIPWERAW2SJW3,Omzha,,,l3ywriapolrzgtomkosvciferzm7mtvyksscryoeaalrhtd0cw5mvhmr,,Dsjagwqhkrdumkjvrkgrdvdexdfkyt,olsnw,VA,O,PCOHKKCJQNAE,United States of America,344222.0
End53y9,1 312 809 5185,1.0,315.0,0.0,RDXWFSOZEPBGqPlYCnU,Madoson,2438787.0,k,oxgazhibqxac0bwfdsldgb,M,Endbeiqmdglgdmguuxjuwrechpj,Jiwhcqzrhbwexibzefkbyltze,MO,O,Wkatd,United States of America,231251.0
XLY53o0,1 409 419 1283,0.0,133.0,3.0,g4vowwkcbakshlp5eexgpfkyxnf,eiverside,2360761.0,C,4hzohsunkr,M,XLYuHDS,BWHZfFEHXHJaTYEMXNIgdRCISwWMjYXFRJPDhFBKhPML,RI,O,Cttunid,United States of America,70545.0
fee5381,1 344 186 3353,2.0,485.0,2.0,ttjjtsevvgdyr,Santaxlarx,1298932.0,T,nwfyffacixbjglziowyoezujdkljkwwqynfudimncmro,,reeahzf,V8eglxisgxvdvtfztzeqx74hnitvu7mnzlfcpvrbjxbuxlkdtkze,MS,O,gosyzaxrtq,United States of America,304987.0
gec5382,1 224 394 2046,1.0,315.0,2.0,Yrxwxlwgkewwhgqoushbyn,Philadekpuia,1295255.0,i,Ovkquslvctzrbrmuknufxyuvjddokd1,,yscgxdqnjijoafex,Lx7gvmviztwgwk3iexlvnrpwxpobhpncefbhfgsdpj5uryjexnojdsoexqfx,TN,,Fhksekc,Canada,176421.0
Brd5383,1 027 896 0369,1.0,309.0,,qkrkjaylfowhfbl,RanchoCkfamknga,,j,pgcfpivwiibnosodgwvfnviyf,M,hrxwotjncrbrjlj,ajukomrtv2cztnukshytlclhcffvalgbai2pfee3spirbvirtuvxdvpalhocugnvoixleipr,FL,O,gefneqcqvdli,United States of America,172449.0
qeb538t,1 418 863 1581,1.0,317.0,1.0,Rlyv6hseyasxnggyaali4efwlbb,Huntknnton,3988285.0,,vpdyfcapdznculuhulhoinaskyelhiwztawagspndahppssxdpyqknfngbq,M,1ebetqwrsmslvliep,IDZOG9j69PTGUKQIICJVnUJNVERBNUDWWIOfXSKjJEn,NH,O,krjyfi,United States of America,235304.0
Anp5r85,,2.0,505.0,2.0,EXZLgZPLNjOU,Sudvury,2263841.0,,Embsirbdvogoglbn0vmadgwslcca7j,,snphtdujgzjxqijdpx,DdNPVKAWKyRJRO5OPHhhDDMZKALccTbTXWbQQQIDXYP4MCCZYXeQXAXESGO,SC,,,United States of America,230962.0
Whv538y,1 969 423 0792,1.0,294.0,3.0,Fmvvrwy,Amwrillo,1615835.0,,ektkk0ndpyvdmzf5lkcfpljxpsyqcfvrimdjigovkmfhmrcv2lgyqbokzhxpwbivhqofezns,,Whvgnduaccgidtwtbim,Ax5PLJNHDMZRUNPHCVSUjUniNNWHD,PA,R,TPIVHZN,United States of America,137086.0
