NumberChildren,LastName,MiddleInitial,CreditRating,Employer,PostalCode,Phone,Age,AddressLine1,State,MaritalStatus,NumberCreditCards,NumberCars,City,AgencyID,Income,AddressLine2,Country,FirstName,NetWorth,Gender,OwnOrRentFlag
1.0,Ccyadzxhbmnng,,717.0,TJX,Jjlbvdjueqd,1-132-611-8217,59.0,OTGPQCZJZGLOUSSMFUXUDNPFFEAGIQZROIYRUHVHVDAJCSJLMBDSYTGPNV,NV,S,,0.0,Raleigh,Ccy6551,264305.0,Mykrppwtkbzfhrtnxixqakbptuxohygaqqpu,United States of America,fcfupoqjltoikrlbziks,896841.0,F,O
4.0,Fznsyrvtgyjpydaupqeme,,362.0,Ford Motor,,,79.0,Edjitooejyavgpqfpzebjkpwfucvrkehkqisj,MN,M,0.0,0.0,Sherbrooke,Fzn6552,276797.0,Fnuhfubzspndrdtnifpdiphhdegnluwnahljhwxwmxzallvfvszixyhvjbhnkcrrghrdovrk,United States of America,ualvmgvibf,3100821.0,F,O
4.0,umpszv,z,,Merck,Suvzm,1-312-473-4456,100.0,qfprsnryrasojifquknnrnueyoqzclulclorvbdanwbpiuwbwimqmukfugxqbldiihmvkxsxrpldnaie,Prince Edward Island,W,1.0,2.0,Boise,ump6553,412326.0,KWGNDEDRPBPEGTSXKINJMKIJPLKFXKFTGAFDMZICVIBKDOMZEVLPGEGGDVIG,United States of America,Dwyxmicdoxslimdinljawtbqrxkjbt,274607.0,,O
0.0,KVJIEKNNHCODKWVYMQPIFD,,802.0,Watson Pharmaceuticals,Ygxtuwfle,1-667-560-0320,80.0,Fjwirbgilvxipibeuhuzdthzsnrppmsrvoozdacbmmpottsjwxapidzihbyefjlursvkjnfhyyx,OR,S,7.0,2.0,Fresno,KVJ6554,105145.0,HOFSMTRRUHAANVXXPINAOYJIUCNIWHRQGKIRHNO,United States of America,Nhumtuj,2886280.0,,U
1.0,JHGDHHURTAAIEPJHWVGHNHUR,P,356.0,Ashland,,1-185-897-3995,48.0,Tneidvqcciwkwwnposkohurifzvkezhzvaompvxffiykcgxphh,NV,,5.0,5.0,Regina,JHG6555,452649.0,fhbzsycxkllrcjzxoqxjenirm,United States of America,Famax,3362732.0,F,O
4.0,usbqkrnczv,c,463.0,Helmerich & Payne,GMKQB,1-324-693-3995,,Merjxnaaccnqtoxilyzmjikyqhupcdardlvnurqnueqrgaswxcynacd,ID,M,9.0,1.0,Ann Arbor,usb6556,485378.0,Pugfoxvsfjosxpwnwb,United States of America,gpudvkhy,139440.0,M,O
1.0,Qnfpnnzintispw,,389.0,LKQ,twboew,1-947-672-6681,91.0,OWHVFLQCNXAOWAYVYFZGZQSIAY,NY,M,4.0,0.0,Pueblo,Qnf6557,130636.0,Inpurwmpfbayufutzgzjmxxpinpjmizffndzjktumohybgmubrmpjmsxgksgxrfjbnoyobfsy,United States of America,CMALPAJSUSHRIXAPPSORHLKQZJVVSR,3862224.0,,O
4.0,Qmrjqmblhytpytitzgjmgwawgcwu,W,473.0,Express Scripts,gukzziq,,2.0,Ekrumqhmohjyvvzlbehvcovsvunbulrrslxnud,GA,W,7.0,5.0,Alexandria,Qmr6558,453021.0,Zjmdvqkoyqkgpeupbhowfqlwywzhwmmbogwvoqfsmhqouovhfwy,United States of America,Ncrtcafdualpqvmxdxnrildobrt,2976580.0,M,O
4.0,JCMDFYLNQI,f,521.0,Tupperware Brands,Bvbanmujt,1-574-534-0670,25.0,KGTIMWFWPQXOCPRVOQILWIIMKZSBDGCSDCPDKFIFVVKAEWOEQWIHAEFJHQGWQGQZMVFXDOSXVISPFR,AZ,M,0.0,3.0,Lubbock,JCM6559,193820.0,thrqdclwqtuuwnmmgqslsusndcsaldvtuviyxunjibhvdidtgnjejbirnbaahveqankwnl,Canada,IHTALDOHVTMZPC,3000240.0,m,O
0.0,xiidpiv,L,580.0,Jones Financial,NNAOD,1-970-995-7241,14.0,Rzeuxhjvfxvaekqaqaobtfsaxottkunnizbvopxsaufvgtcdumiwxazcvidflopi,Prince Edward Island,M,10.0,4.0,Scottsdale,xii6560,434147.0,glwhisihoclgqxadxoafeklprbkmguytprjbybghetnzkzyitwzqekxzmhx,United States of America,KBRTENYTHWFZAIMUB,3478693.0,,O
1.0,ZUXAAKLCCXQRQ,,821.0,Goodyear Tire & Rubber,Gixjiouujy,1-014-193-4056,22.0,vsqrzrhsyfreudkhbacssjakmiqaspggfpgmulgnqccfqqssl,AL,M,0.0,3.0,Sioux Falls,ZUX6561,56926.0,POSORAXTCVBYADZMVZBBJYQICYWWNRLBBMDYLYCSEWLGSGTWTLBFLDNPRFRQKDLF,United States of America,Epepnalsln,1111296.0,F,O
1.0,ZVXYTYFLGUXSUVOFLFWYJIRKWRTW,N,453.0,Land O'Lakes,ovjgqrqihwg,1-862-138-8417,5.0,JXDCZSMREXCZUFWURJZ,WY,D,8.0,3.0,Anchorage,ZVX6562,362100.0,Jiojusncasgsxomylclavbjzrapluhyykpskvffayjxgcemwlbmck,United States of America,Vvzpsgrbyw,241725.0,m,O
5.0,mahlfouhvzyovkxhsj,B,463.0,Volt Information Sciences,BYNIL,1-872-815-9656,59.0,Uubjkeiamkglmujatlsdfiitaccvfkc,DC,D,1.0,1.0,Irvine,mah6563,355857.0,FPUJTVKLKWUGKMJJCHVPYGSGS,Canada,hlxerlhqknxqkasozhuu,1842181.0,,U
4.0,SXXBUMJHZ,,,Source Interlink Cos.,njuigkvdf,1-448-418-1868,28.0,npdrvqaovyhfxvzczzjwr,RI,M,,2.0,Ontario,SXX6564,88292.0,uhrjaqxfthfexgoixiostvqlgsayxeecbyvtethymmq,United States of America,Uvcbmespojiocznowl,1633692.0,,O
0.0,Iexwbcgousyhjsbdxco,p,645.0,Campbell Soup,Zsvxsjloxh,1-350-007-7275,72.0,Bwidwcwvuyalkacaeeukgpliwsxujvnonlaxuupdczxsurbhzmmr,AR,,5.0,0.0,Garland,Iex6565,219685.0,,United States of America,Sxlvzvurahlfifixx,958051.0,,O
1.0,hlioro,O,341.0,Consol Energy,Cgttciudpuu,1-700-670-8552,95.0,,MO,M,6.0,1.0,Fairbanks,hli6566,344527.0,,,Yswllwzluamzygx,1004812.0,f,O
5.0,ofjlcncyl,P,,Avery Dennison,Zcflfdyra,1-634-381-3301,48.0,Bksspsvogcvvfviibmhasvdnhmcmtuqxxcurvmfhylpnmgngwxgonlwz,IL,S,7.0,0.0,Elizabeth,ofj6567,472332.0,AWJSJTHCGYDXIRKMZRVBXSFCLUGCKXWUSUTZXSL,United States of America,Nfvsdfjihaqrzgflanlmd,3772292.0,,R
0.0,wrdbmnzunaeelqlxovyhsqnmpe,,591.0,Deere,Qxxwgerlvjfj,1-602-982-4380,35.0,Iebehvzza,AK,S,0.0,2.0,Erie,wrd6568,6882.0,mmuhvfvidheogqxixscru,United States of America,nxnwspirwubxtffgblpdemojsi,2133456.0,F,O
3.0,Cgwfywlqxlsenfuxjovuwieswg,,784.0,H&R Block,Lxchqcsgl,1-812-203-7937,19.0,Uilgzziydtuverqgkgbjvhbojxdpvzgoghgolgrmelrgnznbiwjodfhotvz,SC,M,3.0,2.0,Reno,Cgw6569,164348.0,Kqwmedwxfszmifbfnusnjzwfymbionbpoi,United States of America,Fxkprhodejobsioebvjlufowaaldrh,,m,O
2.0,Pbqrfqnv,,743.0,Jones Financial,ULFPAJJGA,1-523-856-0930,43.0,gmjpuxufxtdomlvcbkzguojuqrekdcaaadmecgmw,MD,,10.0,3.0,Mesa,Pbq6570,106928.0,YGZLDNXAHO,United States of America,Kwblgbqpjgobyrrkebfwofgultstb,542462.0,F,O
0.0,Yudrdooxemvjckbliyvwa,,392.0,Kroger,Atlii,1-347-488-1762,63.0,TTTCNOVVFXGNTPHDBZLZF,KS,S,10.0,,Augusta,Yud6571,166648.0,Gnvdim,Canada,CJHFEVQVOENWWQFIBUJGERVZVKUWN,1016415.0,,O
4.0,bqoynfhrgtqwje,,398.0,National Fuel Gas,wgnivkwjmq,1-340-459-0322,45.0,Rhrenwztkidwhfjkrhhieunpcmbvhot,MN,W,4.0,5.0,Topeka,bqo6572,188165.0,Fhavttlstyxvekhsotwxlcetnkvbdmtxbibcmnx,United States of America,SRRTXRURBVQAMTRIQCTKZP,1134970.0,,R
0.0,Ipcbczlsvnyvq,B,741.0,Dow Chemical,Ifwadkmuvmm,1-926-432-9313,10.0,Khscucrdjbczocyhbytkjmoyqvlogiamazmbsevzzogwviutjnnlsnhqlffnoqnolfuksbw,VT,U,4.0,3.0,Gary,Ipc6573,365534.0,aihfdkwnzmfwfolazssohuccdsfemiez,United States of America,gmbpumsshthdnzshwloczzbyhsur,1314570.0,m,O
3.0,bhhqyjueywaqoepaxhvxn,,562.0,,,1-630-564-3495,96.0,Bdpxnqqsqcbvoytjfqescqneskoexgiuhbzxxu,IA,S,7.0,5.0,Albuquerque,bhh6574,115666.0,RTRWPWCNIHXNXTUTHJ,Canada,RJVDFQXGXOUIVIMVNC,3197286.0,,O
1.0,Oqmtkv,j,408.0,Laboratory Corp. of America,jjchshihxwwc,1-283-596-8154,57.0,Vtnuclfscyewdeujzutrsonbdnkdjojyolawfojhzhgesyrka,DE,M,4.0,3.0,Savannah,Oqm6575,400936.0,Zpaqaqm,United States of America,Omxmuj,2521424.0,f,O
5.0,Wsqsndtbjqrpoqhkgnmtqt,,319.0,Applied Industrial Tech,Vfwefgbdhit,1-972-430-9780,22.0,Sazwochtbqkotgyawkiagmmnscmpgreyggearchljta,WA,W,4.0,1.0,Indianapolis,Wsq6576,392170.0,ATCHKVGFYVSPMSNIXOELVTCJRMMNVRS,United States of America,fgokdstdbezjjxjshho,3072711.0,,O
1.0,opkakxgkvu,,397.0,UGI,zavle,1-684-973-8811,44.0,Lxslobodsdodizsexfwqatgvtn,Ontario,M,5.0,5.0,Regina,opk6577,235475.0,Zazbjekekshsmbj,Canada,MMWQQWUIUOCHRXLMDEROZUNGJRZDSX,2208954.0,m,U
4.0,DDHXGJQIMRBOPATO,b,625.0,Sauer-Danfoss,Mfnxksgzs,1-227-569-3328,78.0,rvgjksinsvthshchsbdgpgtarqlwgghfnjaieusjwchfhjpbnhydvlrjgisdkcwsvjsjipwiuef,WY,M,1.0,3.0,Colorado Springs,DDH6578,424237.0,KFHHFOCDDTBUJNDWYJVDIBUFACNRZDHXXSIIGLSSYZANQEZK,United States of America,JQLXYKTOINMMFGQZDMMGXPO,2088121.0,,O
3.0,HUDWH,u,666.0,Regal-Beloit,Xfbamvurd,1-778-025-7173,48.0,xkuayuemztybtctvwkqtlbzldthydmqqcwvtyhmb,ND,S,3.0,0.0,Chula Vista,HUD6579,273107.0,JLZMUFWPTKNOPLGFIPAJXTJVSRAHQISRLUYTGOXSKIUGCBUXIVAGLFCEQWQCFFYEB,Canada,hxasegwtefum,3058624.0,M,U
4.0,Exmathnwao,,418.0,Cisco Systems,Lnfwkb,,20.0,Wpvnssfsnvpxciikojeqlfcmxbkvltwwcnmuk,CT,U,9.0,0.0,Omaha,Exm6580,120734.0,Usmvlpxmyrzucmfixegdqlzexkrndtstbet,United States of America,Lcniez,,F,O
4.0,gxovrmcgkxscqoizagxopjpidwrwi,U,470.0,Liberty Mutual Insurance Group,Ilcolgirjij,1-785-165-7903,69.0,Cbttypxalukfrdjwcvbfymuilgsnfjpaifpvjzjwxujfgninaxlacujvcgkv,Prince Edward Island,D,1.0,3.0,Santa Rosa,gxo6581,183181.0,HXLVFALAAYNOTOBATBMFTLANOUKBPJQKEHZMTTZDAFQHXFFXFWXFAEKKKEZTCOLJEYYR,United States of America,YWXQC,2524255.0,,O
1.0,dfqncvbdoemmpeygwkhfkybwsonb,,514.0,MEMC Electronic Materials,Diuznaxw,1-569-783-2366,87.0,LIYRBEPYRYILQWOATUVJBNGZIDUQBBNSTQNJWWTNKGWLAEUQOWBGK,HI,D,6.0,3.0,Buffalo,dfq6582,172285.0,Wsgendakbsphsg,United States of America,Pdllhqfgctkgeteyxp,3729485.0,M,U
1.0,JOXKEQOADLGKCXEXBEXRYRQZ,,705.0,Mueller Industries,Biesp,1-771-034-5882,64.0,MQXRZMAFDGDTGETXBMZUUAZUODSQQK,ME,D,7.0,1.0,Warren,JOX6583,417369.0,Cvrsrdvj,United States of America,lpzvmdrwqojhigupe,1740632.0,M,O
5.0,Mbacpwo,V,608.0,Boeing,Awluysfydvdr,1-078-385-5686,61.0,Vfljhdjjihofvoklbwppviojobgqehat,IL,M,5.0,3.0,Columbia,Mba6584,291653.0,Uuhquizu,,vknxfrmjzbirmqsyuehzvsxlge,1682610.0,M,U
4.0,NGKKSPMSQUXNODMJNVMHIQBFADRSIB,R,306.0,Inergy Holdings,Fviczcdp,1-715-388-8966,10.0,LQKTXCHJKKTABVZQTVVEOZAQGDZTEBOTJBSFVTTTGYKMZMQDPGMPPWMVSVQJZDFOPDVXTDVLJ,CO,U,1.0,2.0,Cincinnati,NGK6585,433169.0,Gcvpdojozjnvgjsmcbfpouxufrja,United States of America,XSYJKSEMFUTOQBRBKAJ,1641621.0,F,O
1.0,RQUWJAJVUADUZIGIHK,,540.0,Helix Energy Solutions Group,Rsxrchum,1-530-062-6709,45.0,xdiskbqslip,CA,S,2.0,0.0,Norfolk,RQU6586,310920.0,Qaqizwxgxregdsmewicxhficlrmt,,zngxwlyxn,2312028.0,m,O
0.0,SDWFXWNFPPWFXDGRV,,791.0,Pilgrim's Pride,Osutjqmlko,1-222-298-3667,20.0,Qvnwfjahd,TN,M,6.0,1.0,Fort Collins,SDW6587,101210.0,JXGSQXFFCGKRQGOUBVQXVJOKICHIWRCYBYHTBEKZMFJRSYXCJZOWMSECIHDDK,Canada,Tmwblve,1862020.0,,O
2.0,FMGZIUIJXBSUAFMTIWIBLHEIN,,647.0,TJX,eswjwkb,1-909-784-8494,68.0,Emfutrsxxnmoclufvcjtxpjrijfojcc,Nova Scotia,M,4.0,4.0,Tulsa,FMG6588,497673.0,jcoitbyhytvxwdgrsgbuojijfxdighcifqepdiimgriudojxjdcfvamrhapbdfjf,United States of America,Gtdohitxfy,3890075.0,,O
2.0,Benmaxnaapcrb,c,438.0,,KPLRVU,1-580-820-0598,79.0,Kupmmsgwfbem,AL,M,7.0,,Mobile,Ben6589,234967.0,Vcmsqzdorhfjrjwvshubngfjrdfapmpxoycfd,United States of America,wdhcygeqhntrysdexpmas,2353236.0,,O
4.0,awqhrgtawhuexdfqnrq,N,808.0,Micron Technology,Uhjarsbueurh,1-455-468-5348,35.0,Pqbesczbanzhabbplriiyshtvaetaavalslwoyweacfdzsrdigpc,MD,U,,4.0,Mesa,awq6590,112799.0,grgvvqlqxiwfwrjxdfstffsdoexubpcimyxkllcfyetsggywdjmkngzal,United States of America,Kklckah,2783519.0,F,O
3.0,egunzfrkhpdq,a,751.0,Century Aluminum,ikvap,1-663-031-4432,38.0,ARDBTPATZL,ID,U,2.0,1.0,Anchorage,egu6591,286904.0,Oahpzgqkqdqzbahqllka,United States of America,wmoekymlgewlodjthghw,3603861.0,,O
2.0,Bbabismwea,,537.0,Markel,urddnlja,1-274-355-0288,76.0,Aaqlxuhqhnzrwaoctpbguqhomjgjzdjamxsqaxgrv,DC,S,7.0,0.0,Amarillo,Bba6592,238046.0,Mkqnxommvqfnmwoadrcojgbtec,Canada,Mgvbckprsaimeyxbhjmqulsjtauxk,2464005.0,m,O
,topjstjakdyaytidpesrz,K,354.0,Target,XZJZUCQVOOE,1-897-776-8345,2.0,EOTCYYTPPKQDYYEXFCULHBQBEHXVMCWIBXHSOMIOXNCHRSIRJOPCWDLSKFECNRYYAABVEJNADYMI,NE,S,10.0,0.0,Coral Springs,top6593,23432.0,MVQIGWMRQPVQMATYMIJPDKYRXHO,United States of America,Qnfrcorfsyepgxljbskl,105391.0,F,O
1.0,Vdqgvcpigptjgtwxbhcclzgvmr,r,465.0,Baxter International,Dfles,,0.0,cmxnknffxigtmnwoedndnpnejgmzpbiushgezrfbplg,Ontario,U,0.0,0.0,Buffalo,Vdq6594,157435.0,Wfajqqvwikuzhidhpwoeiqixnzzktljmfsutxejxrkgkbhajczkyacqpk,United States of America,dhmmu,3268329.0,,R
4.0,Uhvllkyotcdbiacscqscwf,,314.0,,UROJQJVEBBY,1-578-613-7126,52.0,Klvvvwjxnwcrvxmbkgjuaalfdpy,WA,U,1.0,0.0,Mount Pearl,Uhv6595,213611.0,ommfe,United States of America,Bdypdxdsyhohckem,3695605.0,F,R
3.0,eeygcejgvkagps,,716.0,Polo Ralph Lauren,STQVH,1-652-136-8837,49.0,MHIKMXJNBCNTGXDCFPCWUWQIZRLTVFLLWBOWYFXEBMIDLGEJFLRORVVNMVNFDXJKCPZNAZJATJZKMCG,WA,M,7.0,3.0,Winston-Salem,eey6596,316483.0,FQGSVHEIUOXTGCUINTNDGJZNHZWWMSBOWETV,United States of America,gqvhsp,3204480.0,,O
0.0,vjywemuesoeivw,,812.0,Piedmont Natural Gas,nmphwybfufdx,1-970-744-1232,60.0,LVKGCMPOGXZJVHJNHESQOWSWSSON,NC,S,9.0,4.0,Warren,vjy6597,152321.0,QMLGVBENVLOO,Canada,mwpzdrtlsorlvmaqlpnwlv,2402613.0,,R
1.0,FPAWNACFBCUBZDL,,,Lincoln National,Nvtyotkqyxm,1-287-297-2481,79.0,UPEQTIKAHOTKUCPKXZJVWLKJKFDCAIOIYVHGLFYVVYTSFWOLAKBUGH,WA,M,9.0,5.0,Burlington,FPA6598,12653.0,MWVQMHKTNSSKJBVMESEZRBPTASFAFOUFQBRDAQXGNEICMCXFSMMGRBMMYNTLKNAUPHYDHWBOMM,United States of America,Inrfqacbdcguybdbjkzrumyorpihnd,1849977.0,,R
2.0,SVQACWHURLSMDCRVEVDPSQCHAFNYO,,366.0,Career Education,UTNJICXOWSDM,1-234-389-8861,96.0,Zeglpcnjehmfwrfzee,KS,U,0.0,1.0,Frederick,SVQ6599,89961.0,RNESBZOTCHSFXW,United States of America,Mfhhmrxxrtrqiqg,2300759.0,F,R
,FVYZCUYAFIVVJPGUSHV,G,393.0,Cenveo,,1-114-197-2868,40.0,Rjwbqknjjcyywslbmrcdojpyrwwxssbbblkcrycwhloxzmztgiodtmxotktcccmbkexqmwvpwbnsbcoe,NC,D,1.0,5.0,Knoxville,FVY6600,452581.0,Fwkuwapwxbdkaedqalqijlewynep,United States of America,Mevqzjdcwylkbmmdrzwumilhljhq,648330.0,M,O
4.0,hxcou,C,532.0,Varian Medical Systems,ecannobdact,1-921-477-1085,22.0,Znffouqfoqgmfkdwhmeltafp,MT,W,1.0,2.0,Oklahoma City,hxc6601,25161.0,bqodlgvwuinuzqvnzqbmtwqyaropbwhpj,Canada,Akgvdmlr,3659166.0,,O
4.0,najjdcxinpkfqirwlqkpwddroeyue,,474.0,,SYDKCJEOJ,1-174-987-5502,25.0,Oqghrrhnztvparvuunfpkhlukgundwqpjvhrfpacjbsawwrgtsoeeroumhjooiuajdyhljwaxebazd,CT,M,,3.0,Springfield,naj6602,273781.0,Wlouvpxemadvcpklamrtkpyubyvcsebqnrcevlevhkoqmsveeyq,,Xncxuaiqyu,2772144.0,f,O
5.0,Mtfsijmqtruptvhddryfpqaim,O,682.0,M&T Bank Corp.,Daytclkmi,1-453-253-9373,56.0,Sujncxokpq,AK,U,,1.0,Fayetteville,Mtf6603,317671.0,PLYDEEHUJIPGMUXQNOZLQSREC,Canada,OSDTEAVUKOSFDB,2608642.0,M,O
0.0,Wldaheauc,s,329.0,Henry Schein,Obcspanywsm,1-511-755-8322,37.0,mjbfgdtyvsinxqmqrueqzwrfflrnunztiaitfzhzc,ND,D,,4.0,Hollywood,Wld6604,247234.0,Vpnhfmpioiuklbjovfksscgbcudjrdrnsy,United States of America,WEHTVW,3473269.0,F,O
5.0,Ndjeuxjzkbuvwlrfjyjyjzhkio,,,Office Depot,Xbwlqeksyf,1-098-270-0444,71.0,KPTTJUDZIDTDMXQDDFMWQISJEEFKETGBRCILQFIR,CO,D,8.0,5.0,Raleigh,Ndj6605,422125.0,Pytjrpvxhfqgvqiiojnuebyirkalemcteqfxmgttdctymghdevvlcjnipjkfeurbk,United States of America,FPLOSTG,3802783.0,,O
3.0,Ublgsvemqfgufzmilc,,646.0,Yum Brands,GYKDB,1-567-858-7192,93.0,Oucxzusohuevvjsfrbgumgmfpkwcwlxokandpnzcywkinpfkcfdaogcnhcgyoqzsahxbpgunr,SD,U,3.0,4.0,Frederick,Ubl6606,312534.0,,United States of America,Oxqrccxockfypuaknqosfsl,1323249.0,M,O
0.0,Pqlqykdjfz,p,596.0,Snap-On,zvoakyrxiywp,1-964-098-7165,56.0,Odwunhtdutlamydbcaqqzdibrupnar,ID,M,4.0,4.0,Mobile,Pql6607,141467.0,cqiupgripngthbbtdkuukpvetwmedlkmzeyqlhlvkhaqqanlgdrvhvvfwjjlpctjhjm,United States of America,DSUPYCLQUIEB,1450969.0,F,R
2.0,Hibkqznqxfnwy,R,755.0,,OWVYXSL,1-590-679-3952,14.0,Jxspeceayxhitahadjfazjnybiakawzxosbvmtpefmlyxgsqdngaymeiwoauqlb,SC,U,0.0,4.0,McAllen,Hib6608,188107.0,DKXFGNAEHPAQIGGMSNQJWQWMVRNDCTVTDYOHKFKQJNOP,United States of America,dipvw,2578497.0,,R
0.0,Uxhtqxkw,,676.0,MGIC Investment,YDHDCH,1-545-387-2838,19.0,xkfpckzhtufvcu,DE,W,9.0,1.0,Santa Fe,Uxh6609,194699.0,Nudvhkrbpdmtjifxmepsschvvqgseekhpaaxsqydfp,United States of America,IDJTLFSJD,3381919.0,,O
2.0,Vvvtcddmyguezxfeguebioja,y,556.0,Goodrich,,1-865-361-9395,84.0,Ajwiyowvaikldfsowemhmncnvtrhvfsqqi,New Brunswick,M,8.0,1.0,Columbus,Vvv6610,205965.0,Wlvybamrkmydtnarzuexntwaeorbgoniiqponugwdcptknsbvanelbqeklbicwvnaqkiakuwq,United States of America,Uoxmwvcopbvdqfgblz,2050148.0,,O
1.0,pbqnmll,X,808.0,Tyson Foods,imijaz,1-627-048-9825,,Kwnwdvcwnrkghcroyhwqnhmhcjalfvmgtyjkxbnknxkuexmgcpcbibfgwy,NC,W,4.0,1.0,Beaumont,pbq6611,186288.0,Cafktgcrfnayg,United States of America,Trasbppydpvbavptsgsmlgd,3181175.0,m,R
2.0,Fepzkpvzipfuajnwrwfmbcwei,,319.0,PC Connection,Vckwcqkmhhz,1-194-563-7466,75.0,FSFBSAHGADITRKXXVQWJRXWRKAVPXNAFAEGINWAGMAPQ,CO,S,8.0,2.0,St. Petersburg,Fep6612,138135.0,Rhgedaikcwwxqogtjfqnvxqdibkwtenowghlvxlbceqocmrqlwauepgnwhfvwfsaqewgzryvkppif,Canada,Xipogxq,,F,O
0.0,Dswowffaaghbrvkwvohhthrf,D,642.0,Arrow Electronics,muaxani,,37.0,dyvrlwbfyuktkrkdtuhtri,FL,D,1.0,4.0,Cleveland,Dsw6613,473037.0,hfjlhvncepyztubvacfizpltmoqfpvymfaorcrzucjtcbjsmrrik,United States of America,ECVANXVPKMZFFLPXBDWFZMILUG,3489556.0,m,O
1.0,Oajevlhtshbcrkuzfgcg,,846.0,Jacobs Engineering Group,acltiljjs,1-217-791-0681,36.0,mmsfiphxztw,RI,M,9.0,3.0,Wichita,Oaj6614,88362.0,ABQEJTHGWIWTRBFFVPIROGWDMCZJNDBMMALPNUWXKJCKPNYLYZOAZECJQRMU,United States of America,Cydnympfcyfhvvaaotsqvdifk,3068464.0,,O
,FHDZRCVOZT,R,381.0,Eastman Kodak,jwgqd,1-125-135-1979,63.0,HWKEJGUKSUOUHIUSMZIMTBNHYJBPT,TX,U,8.0,4.0,Dallas,FHD6615,337231.0,Prhpjqfgumghifilurnzyanlucporljqluoupnhvirfqllptbqyhhvvnmckogieizf,United States of America,Raejtspojommd,3070839.0,,O
1.0,Ivselfxsmpbsjgwutucqldarym,,433.0,Eastman Kodak,Ecxzysnpjb,1-925-166-5334,14.0,xxrtrhw,SD,M,4.0,1.0,Aurora,Ivs6616,373517.0,Nnrqkwkyuinlztifsbxlwoowkmscqsfhnwuybvljwzadhlmeuhvmafqrmnhkckwwfzrobbvbeg,United States of America,ojltenrhenedlioubuzlhiayc,2909454.0,,O
0.0,Hmtbfqjpp,E,476.0,M&F Worldwide,XCJYETRI,1-231-450-8508,69.0,Hnpseskmrpunpndfhhiwejxghpwgsbeqootjrlwogakfpxjy,MN,U,2.0,0.0,Santa Ana,Hmt6617,129905.0,Gtmjqgdbgimxowdwhcxsooefcwbnwhhglwvktvovgtbwgrngwxgmwjogfffwouai,Canada,Lctrntofkawvksczrwvuf,613690.0,m,O
5.0,Twcrtzyxocoaq,,775.0,Family Insurance Group,EILRRQNBWDIE,1-597-521-0680,47.0,nlmcokrwywqjgmzntqixheptoebywbzgqezygpqycr,OK,U,0.0,,Springfield,Twc6618,473702.0,YCBUMITDAMOOFSQORNTZFNRKHB,United States of America,Crajbbdjjmidg,1015510.0,M,O
2.0,Ouxxnfvyhyy,,831.0,Pepco Holdings,VUOFZHHG,1-561-717-5646,98.0,jaeqrufukqcbipapyuobqkaekcxafihux,AL,M,9.0,3.0,Irvine,Oux6619,393393.0,JEDQREROIJMNVKKYNTOLOYBQDINADFFGCMFIXDAFESKKJDHOXSCKFFGCT,Canada,ltlketdbigt,28291.0,,R
,omcwigjwkmdtblp,,730.0,Auto-Owners Insurance,Bzmdrhtjn,1-836-113-4994,,Wkzmbgglvtfhbu,ID,D,7.0,,Anchorage,omc6620,113951.0,lxwkkkyhuttlelwudbqghcwgwhjaezregbxpyaesevcaqbjbwiukiq,United States of America,STKSJRYYVVJBFMKXSACLLYXEMOX,3014807.0,m,U
5.0,SXJWUZJMFNMV,V,754.0,Charles Schwab,qrzjrcrdm,1-839-907-9366,40.0,VYSGSROXDUHRUTAAQSQGPTHEJQWVF,CT,U,2.0,4.0,Lakewood,SXJ6621,202089.0,,United States of America,Lplfdjjjbgbobakp,2351943.0,,O
3.0,Eevjwcjacmccripdqgraubvkzcr,,526.0,KB Home,smaxgzbjf,1-887-727-2388,68.0,Udeogdwhbwaqjqkleirlassluegsitpcuohvvepvsvsqiidppuuzynrfiwnuubluct,AR,M,,5.0,Detroit,Eev6622,19387.0,Qgprbxfysvfjjozfoijqmhcpgzutuwtftrnblgnfduxc,United States of America,ixszuhpkdexlhahwqxodquc,2072853.0,,R
5.0,Xfyfnpfjsvwqazvmhnxvjearxh,,406.0,Owens Corning,AXQPNZ,1-210-662-3847,40.0,Wlhzlpdnqtbyvpintxnbcshpwyihgggsypzaucu,DE,,3.0,2.0,Toledo,Xfy6623,387047.0,DCVNJHDUUIVKGSPPVTWPGNQUPIVUW,United States of America,Ljeegiklytjgqwc,2955458.0,m,
0.0,AJWRKPNN,,437.0,Quanta Services,Tvldbbb,1-756-331-3875,29.0,LEFREXCVQHNIJHJDPPFHRRRJSCFUDTIIMLNF,Nova Scotia,S,2.0,3.0,Edmonton,AJW6624,117536.0,rcxfvfmzgsvmoxvrjjstgarksriqvefqyedjlgsliujb,Canada,UEOGPJCNZGR,173446.0,M,O
0.0,DXFPXHVGZZ,I,765.0,KBR,Mpdmcdxyywd,1-058-967-3014,9.0,Fpgwndfszxfsesappwielocygpodwhxhadbtxxpmlsaujlemlijsezjtkjjslkxhwwglp,AR,D,5.0,5.0,Long Beach,DXF6625,358182.0,cpeinatvrlzhkb,United States of America,Vgrhfuzhfnfxk,1014645.0,f,O
