AgeID,Ag,NuCreCar,MiIni,Sta,MaSt,NumC,FiNa,Ge,C,NeWor,AddrL1,NumCh,OOReF,Ph,Cou,In,CrRa,Empl
Gxh14194,99.0,6.0,,LA,S,1.0,Hsypp,,Garland,3626042.0,Ijojizrewqzqpkusrxlquqfpdtaymidbauvvoknemdravamfzjqmtvkjcgvfdrsppz,2.0,O,1-369-827-0324,United States of America,59413.0,,Cigna
asa14195,14.0,1.0,g,LA,M,0.0,Ewpfw,,Thousand Oaks,1796405.0,Veidqtmlfbsoqdjeihkstmbnqwqwavauzoc,4.0,O,1-964-808-2199,Canada,495880.0,637.0,Warnaco Group
QZR14196,46.0,10.0,,MS,S,0.0,Mmwdgdgnpbmuuscuckjsulr,M,Las Cruces,2434780.0,iteuaycdzijgvtntwvnuzkgsts,4.0,R,1-455-805-5083,United States of America,77282.0,538.0,Unisys
Mgb14197,99.0,9.0,o,CO,,3.0,Vvhikzjvgwcyrajwxrdyaidwqippv,f,Windsor,1859130.0,Uepfpursaxhleaqfojbpxkfwya,4.0,R,1-328-430-9726,United States of America,392776.0,,Viacom
Ddc14198,93.0,4.0,,WV,S,5.0,bzleak,F,Billings,654196.0,Mngoxazccxydzxhkvyjswhpahloyyzhbuhbcc,0.0,O,1-612-934-1844,,315141.0,829.0,Computer Sciences
UQS14199,87.0,8.0,N,MO,U,0.0,Irjbbrnupyovpgoozqe,f,Austin,1787225.0,Rblocdqpfdgnsjcukjbxrmpwxsmos,5.0,O,1-712-666-2181,United States of America,236459.0,778.0,Sonic Automotive
ODS14200,,0.0,,UT,U,2.0,Jyafqgelnrhelxobo,,Great Falls,221227.0,YIKOUZRCGLPHIEGEFLKOAYDEPEVSNR,4.0,O,1-823-572-0556,United States of America,494597.0,465.0,Hudson City Bancorp
frq14201,71.0,7.0,O,KY,M,4.0,Pewsapsjgndzyokz,,Nashville,2940814.0,Clvgkqnhp,5.0,O,1-426-545-3970,United States of America,367053.0,553.0,Gap
cue14202,41.0,3.0,,IA,U,3.0,Mtcdwinwwkesfggewwjzq,M,Seattle,3312932.0,grwadwuhbhdwrgdjtjbsrgdbmyycwveuwntqhhphggiw,3.0,O,1-962-903-0202,United States of America,204320.0,460.0,
jxv14203,74.0,0.0,t,ME,U,3.0,Mhlbmdooabtlusgqfdx,f,Dallas,3964795.0,Bqqykzutspsivyqoxdlgdjhlerbjtdfpftoasrwqegiqpvzxhycfeevsongntegjweyqxwwqel,0.0,O,1-592-626-8024,United States of America,16936.0,517.0,WGL Holdings
Lkt14204,83.0,1.0,,PA,M,0.0,Aaxjujsrnllbjqiwcxkyyymz,,Warren,1460314.0,wipohxhnnregmfksxwhub,5.0,R,1-387-767-4138,United States of America,244117.0,744.0,Liberty Mutual Insurance Group
Ooe14205,15.0,6.0,Z,Nova Scotia,U,0.0,vnigxcsjruqjelhr,f,Chula Vista,2310096.0,Qnvttsrutosiquj,0.0,O,1-210-338-0396,United States of America,378435.0,564.0,Retail Ventures
Rxl14206,38.0,6.0,j,OR,M,4.0,ODJPEHNIUMRURREXVMCPSERMUWAE,f,Wilmington,3072118.0,ONHKGFH,,O,1-698-366-0032,Canada,226966.0,407.0,Duane Reade Holdings
wtt14207,59.0,2.0,,OK,M,2.0,Xeeksjd,M,Saint John,529525.0,KLOLZBSZJDNMVIVNWFOZRCFMNKWMEVZAXEM,0.0,O,1-365-471-9350,Canada,250761.0,368.0,Autoliv
Eez14208,14.0,3.0,,AL,M,3.0,Yacxympkkzbqcun,,Milwaukee,1058953.0,Mzswkebojmrdhlcqgbourkp,4.0,O,1-850-946-5437,Canada,286579.0,696.0,Hub Group
MPG14209,15.0,6.0,,LA,M,5.0,DUVRWRMC,,Jersey City,3211842.0,ubhcmwaalgchtrndijujuygsucpwenqlhucfpem,3.0,O,1-669-931-7303,Canada,293423.0,571.0,MeadWestvaco
Ndu14210,36.0,1.0,T,NM,D,4.0,coxpnoamvudgc,f,Fairbanks,2777645.0,Rvhiahfh,0.0,R,1-013-662-9950,Canada,328571.0,673.0,Discover Financial Services
moi14211,91.0,8.0,,VT,M,2.0,Ocrgmlgjnsry,,Hialeah,2592667.0,jqgfshnsmgudodgjgkicipywmenybolermsgiypoudvbwsp,2.0,O,1-221-083-6199,Canada,4388.0,,Energy Future Holdings
Azo14212,41.0,3.0,,AR,U,4.0,ssbcntxsvdngysinuvbv,,Idaho Falls,93014.0,,1.0,O,1-500-358-3744,United States of America,320649.0,302.0,Dole Food
zvv14213,95.0,3.0,Q,WI,M,1.0,Fwoinzhgazorqcunfvfilhs,f,Carrollton,2161260.0,Ctkxjkvgvqgepyybklwrwylbesuumikyomnzswsfrbnqqeruwddsmkd,5.0,O,1-966-813-9095,United States of America,,493.0,Fluor
Mjm14214,87.0,0.0,,CO,S,4.0,Lmpvkuvdchwchj,F,Durham,516513.0,Zdkdplpoglrszpejejtoijwfngibqpzy,4.0,O,1-412-906-6379,Canada,382520.0,346.0,Buildings Materials Corp.
Mjg14215,64.0,3.0,,OH,,4.0,ocsetnam,,Pasadena,3322554.0,sivillmplpdkvhghqxsmtzdefqbmvoxba,2.0,O,1-395-107-0050,Canada,166669.0,348.0,Supervalu
Kal14216,27.0,10.0,,NJ,U,2.0,Eooubkhivkufav,,Idaho Falls,1845124.0,Qzgwvbsdmxnpiesgylwrjxjjdvgjyxhyroxoyzebxbhbusirdavysbspaxkzh,1.0,O,1-899-412-2095,United States of America,398815.0,359.0,Wendy's/Arby's Group
Epx14217,87.0,0.0,x,Nova Scotia,D,0.0,Cgeenhankwdjofbbnbmlxut,,Oceanside,1726735.0,vwigoaiasctpnjjchersfxouggcelkliruclnbfqugrjqxtifwkrrroxejkpmnlqkdcap,3.0,O,1-109-317-1324,Canada,332747.0,763.0,Teledyne Technologies
Eio14218,73.0,10.0,,WY,M,5.0,JXFTTO,,Colorado Springs,61200.0,SYMOTNSYXVFOWAXVYPNCBEARQSMQOJJHNVYVEKCADOCI,2.0,O,1-536-517-5996,United States of America,319115.0,558.0,Health Net
Jjj14219,19.0,1.0,,SC,S,1.0,Oucurfgjpwotchameb,M,Garland,1983697.0,oojqo,5.0,U,1-693-597-8444,Canada,298080.0,536.0,US Oncology Holdings
YUB14220,40.0,1.0,,MN,,2.0,BVVXXYEUXQOHQYSWLAOASPR,,Washington,2769292.0,Qfdipzwnjpywwueguvzoobcjpbddxyxtgktzcwzdfmsmmpwrhqticfpcfg,3.0,O,1-709-777-1118,Canada,48712.0,314.0,Plexus
ehj14221,18.0,2.0,w,NC,M,,Mrckpciphdbsremivbjoo,,St. Louis,3035246.0,FWDHXRFRCVRQG,1.0,O,1-924-883-3692,United States of America,299249.0,379.0,Illinois Tool Works
yys14222,75.0,8.0,,NE,U,1.0,NVLOEWAJVVJDSOE,,Manchester,1832820.0,Gtlgncngfza,4.0,R,1-977-925-6424,Canada,64590.0,578.0,PolyOne
exq14223,72.0,2.0,A,WI,M,4.0,HFMPVGSFPCTOVHIAPMKPHE,,Hialeah,1737584.0,Hdjbjvedgizjbmusvbdobykarrnybeieniqvy,3.0,R,1-135-376-8167,Canada,275890.0,734.0,Universal
DMV14224,14.0,1.0,,Quebec,,1.0,Izdvqguaxbmoh,m,Salt Lake City,194157.0,Hsiernmcstykiikipbpjydgwmrgmoixslcflnxqsszfzimksrvclggyrfuqhkw,4.0,O,1-122-810-8888,United States of America,497839.0,621.0,National Semiconductor
NUD14225,9.0,8.0,E,Saskatchewan,S,0.0,Orsiizmaeqqnnefolcddqgm,,Boston,124372.0,Hhjxixrejcqbtmlvghiybollhkoszohrgcixyvtbrcbwcxqzwdxxjfacpkxxhy,3.0,R,1-473-339-7117,Canada,84024.0,678.0,PHH
Tio14226,64.0,4.0,,NJ,M,3.0,Jywhodzomktinem,,Seattle,1217113.0,Rdgxbxincjhcqrabxxuhlfgswcbdvszkfvbntwogwmswfxaentjbdd,0.0,O,1-811-842-3532,United States of America,441717.0,393.0,Ashland
kxb14227,43.0,1.0,,SC,M,0.0,rjkiizaocntncxt,f,Toledo,2332247.0,SCMWAR,0.0,,1-903-780-6290,United States of America,163710.0,335.0,Bank of New York Mellon Corp.
Svq14228,95.0,6.0,,NM,U,2.0,Onlbyrztaqsymlpkkkrogrco,,Fairbanks,322854.0,Szaupsxjhllcbazyo,1.0,O,1-266-050-6191,Canada,139376.0,705.0,Devon Energy
Tnq14229,48.0,3.0,,ND,M,3.0,ruxfspnuvzdrltyoqufpdx,m,Santa Ana,2978048.0,Bhknhwoqqwwwuheglgegcbrbksvgprgcddgabplkasajjzjefmdmklyfycbngaghjgxoy,,O,1-508-789-7958,Canada,297058.0,445.0,Best Buy
Rfz14230,1.0,8.0,T,NM,W,5.0,tdwnxjbibqioteinlhxbsgjezbobex,,Santa Clarita,1721750.0,qujxcdtqyhypqfcixlszbccwehqeggfculvbsaikxfoldlgwcswikyoogjn,5.0,O,1-696-817-0490,United States of America,369231.0,783.0,ConAgra Foods
aur14231,8.0,6.0,,Quebec,M,1.0,Feglabvy,m,Toronto,2691114.0,CPKRNLQWRUKGSM,3.0,R,1-817-949-2173,United States of America,,,Enersys
Owh14232,20.0,3.0,B,PA,M,2.0,wrnqxtycydjrqzi,m,Charlottetown,3847292.0,Dibjzamgsmnvlgqgfqdpszilyzdamjfvrpitgfcoairaujtodjriagvbniitpulpivdhwzjqft,2.0,O,1-883-789-1239,United States of America,368012.0,605.0,Brown-Forman
AIR14233,82.0,1.0,b,NM,U,5.0,Vqcqcvowspugpdejkiipwtlegl,,Moreno Valley,3487148.0,KNKNFBSNBJNRZAXVZGLPNOIXAWALPUMXKENWUTZFCCLXTKJQVCEKWRPYSUKSKTON,4.0,O,1-639-233-0138,United States of America,306832.0,340.0,Franklin Resources
Gvc14234,85.0,2.0,K,UT,M,0.0,taoemuwfiflnnhiftvc,f,Knoxville,,Ydavrotzgkwcwgtkzcklkkhppkemwcavghdt,4.0,O,1-374-347-4023,Canada,,561.0,M&T Bank Corp.
cep14235,,9.0,G,Newfoundland,U,3.0,Ocpegfubfqfrljbifwmjeodta,F,Allentown,94947.0,uaijqjgfwbfnhpxmatnaajxhjbgdzglemvigggkrqwbccpufpoerjlmqyduxqahjeqskijlwwmoylou,5.0,O,1-320-449-1283,United States of America,483214.0,464.0,Kennametal
ZTL14236,46.0,10.0,,MO,S,2.0,ngrtjemefltotndr,m,Raleigh,3341326.0,Kylbezbokzygjucvryjumhxqbubuxx,3.0,U,1-761-790-0824,United States of America,127514.0,521.0,Urban Outfitters
oxl14237,1.0,6.0,i,OH,U,2.0,cjvpwpgtbdj,m,Burlington,687399.0,Tqiekahmuhkuigkkknqmkspteyeebt,0.0,O,1-263-759-3695,United States of America,2106.0,346.0,Lennar
Qcg14238,14.0,0.0,g,MD,,3.0,Qhbwnxyashpeoqkafejfx,,Fontana,3779858.0,Ffdnybqkyoccnsvbpcdcppebnbjmgtt,5.0,,1-113-289-4735,United States of America,161464.0,319.0,Furniture Brands International
ZRE14239,20.0,10.0,,SD,S,1.0,Onvwwmdzmtmrievmembwzuldkxl,F,Aurora,3392308.0,BNBAEVBJHCTKYSCZOXJYLCWRKSLYYTPDKABWPQY,2.0,O,1-925-398-7849,United States of America,121423.0,427.0,MDU Resources Group
MGA14240,88.0,4.0,E,New Brunswick,U,2.0,jemoossuardbjpwxm,m,Las Vegas,2695225.0,Sggpoiilybrmrpwnxpvgiafocqegoxepwlvkusssqsrjzmefdtpqmrnqesc,2.0,,1-980-489-4713,United States of America,420041.0,698.0,Altria Group
NAY14241,44.0,10.0,M,OH,M,5.0,Koomklu,,Newport News,2493944.0,,4.0,U,1-815-496-5162,United States of America,299851.0,523.0,Oil States International
Kgp14242,35.0,7.0,,CT,M,,HPRNOXLISKLLRWIFRLVR,,Phoenix,,QUGAOHTSPJDCSCGFCOICAAHBSROCUICUIGALUKOVXVBOJXXCEJIVHRUWEF,4.0,R,1-688-450-0456,Canada,78705.0,639.0,Vulcan Materials
Mau14243,53.0,2.0,X,OK,D,5.0,KAXKHZUEL,F,Lancaster,1460426.0,Vuunbtorxncownqpgrlaafjfngprwzycwsuseprmleksghjj,1.0,U,1-532-604-2766,United States of America,89485.0,438.0,New York Life Insurance
AMB14244,36.0,10.0,,NV,M,1.0,TKUZCHX,,Denver,1203234.0,Tsodlsvxupdloypqbdgfkgydijszyhoddrxgqgvditebibhawqbwfpeotagrnfe,0.0,O,1-680-188-6384,United States of America,376881.0,724.0,Toll Brothers
Tbh14245,34.0,2.0,C,FL,D,3.0,wbdbuwujs,,Lakewood,3378118.0,,4.0,O,1-042-708-1097,United States of America,255269.0,715.0,PerkinElmer
fys14246,32.0,0.0,,NM,M,4.0,uggwiloodinjbqenacxjquenm,,Montgomery,3064328.0,Cibpvycaprrjrucpasoyggrblorooekbszxgumizpc,2.0,O,1-240-249-0398,United States of America,422183.0,485.0,Kroger
Xkr14247,22.0,4.0,T,NH,D,1.0,Hgfypapyqnjypcgtzhusqafhndh,,Sioux Falls,1726792.0,QYAIQCRTMNXLBFNCBWXRCNNJMJXRJNMCIUQJYQUFLLEFGTLZAGEGFBRIINNCBWX,1.0,O,1-393-131-8302,United States of America,,403.0,Brunswick
EMS14248,36.0,3.0,v,MS,D,5.0,MYPAWQAJXBM,,Fontana,1178058.0,ddzmxmxhwljmqvauohvrtbqvmmsmdcclfcafbbinryvuiykzcsaajsnsqxcqiwousdknvrb,5.0,O,1-831-243-7259,United States of America,399224.0,470.0,JohnsonDiversey
Xll14249,88.0,10.0,,ID,M,5.0,Wdvwdrnafmklxreaq,,Chicago,2157953.0,RJQDNBXBJVAOGHTGYOBUDXQBJU,5.0,O,1-260-406-1463,United States of America,28149.0,320.0,Sentry Insurance Group
Pxb14250,81.0,7.0,A,ND,U,3.0,Nreabrtiheavigebersdpknqdzmm,M,Lincoln,3231652.0,Whslqtjxdtrlgofbqgjdomuelcekypwegeksuaouxtkfooqyplfjhxirsomnguvyknuuct,5.0,U,1-756-949-3301,United States of America,336314.0,668.0,Sauer-Danfoss
Khf14251,79.0,9.0,N,VT,W,3.0,Wtdeypyppowfatgebrksecgbm,,Iqaluit,1350603.0,sqqgnqcqtwwyoztombbytmcsxjuappgrenzsaraznds,4.0,R,1-182-448-0993,United States of America,131372.0,607.0,CC Media Holdings
Qsn14252,68.0,1.0,k,Prince Edward Island,U,0.0,hfnvseilcgbvhshapaeqalojmknsr,f,Oakland,1556831.0,Dlvdiqypbnvvgnjwobqmahdusimrqeqlmfkvnmchpwtv,0.0,R,1-681-217-1806,Canada,324977.0,424.0,Merrill Lynch
pqj14253,51.0,8.0,p,NH,M,3.0,bpcuxbwnrtukxbzyhwbqkcmp,f,Washington,357300.0,LMEXNMWIKVTRDCHZYRBPDMMVHFHMLAKIYGACHHTQKFLH,2.0,O,1-684-176-1446,United States of America,154695.0,453.0,Pacific Life
Tyo14254,80.0,3.0,,NM,M,2.0,Bhjbyfrz,F,Halifax,247527.0,phbbspceerdztuvntapzbpgrklmrfvehxsugjafosqeuhkgogrxaiqgfwfqwlvtkyadoeyhq,2.0,O,1-892-368-7827,United States of America,194793.0,372.0,Georgia Gulf
KKE14255,37.0,5.0,,Prince Edward Island,D,3.0,Yjjbpxhafmigyzkgiipzbfxdptimj,F,Hampton,1748488.0,ebeuernqzbtbbsbzwrhyjjmqhvgvxfvehoojxscjxwnfbyljqbiwhiujdmqsmedtba,1.0,R,1-771-249-4670,United States of America,34827.0,487.0,Medco Health Solutions
NMU14256,90.0,1.0,,OR,,2.0,Boxcrecebfsygifxmdqmlzukobdi,,Abilene,1708972.0,Ajjwzoavbmvtfzeobpurbkchophearrxoykgtjeucks,0.0,O,1-415-423-4796,United States of America,219139.0,,Calumet Specialty Products
Czu14257,68.0,10.0,q,IN,S,4.0,nqnokterzcoofhqjialluf,,Halifax,622205.0,Srcioalhabfqmfrzjeqm,2.0,U,1-919-234-8186,United States of America,49565.0,492.0,Dresser-Rand Group
TSK14258,46.0,4.0,,WA,M,3.0,Chlwmdoudgniaofcsdhemmwuswfqs,m,Pembroke Pines,472251.0,Rhlmxirzoczrqccpbkmigogteaaylxgmdgdfrgczaktizrivy,0.0,O,1-581-808-9143,United States of America,269211.0,655.0,T. Rowe Price
fer14259,31.0,3.0,,AR,M,0.0,Tsdlnfpdveop,M,Escondido,3150667.0,Hvxlrcnhrsmacsuxeqpiufsoovcbgfdmujkvqqjrdescylzrka,1.0,,1-170-377-8645,United States of America,315770.0,732.0,American Financial Group
Prt14260,72.0,1.0,,NJ,S,4.0,Logzswxpkjbxgscp,,Macon,3123250.0,UEYPPDKCVZTNLPUKRBHJYGNHILPPZUJLWDVXNHGCXDASLKAXTHLIXWQJSOBYABEQNMVUNIMXTFBWLU,0.0,R,1-855-194-6984,United States of America,129768.0,,Allegheny Technologies
Two14261,91.0,4.0,c,VT,U,0.0,Vcuzulortcqttqyexrchyxeycyd,f,Santa Fe,281226.0,,0.0,R,1-799-784-7536,,5098.0,304.0,IAC/InterActiveCorp
Eky14262,70.0,6.0,,Quebec,W,1.0,Udiaiehpz,,Saskatoon,2650061.0,svcpcmfcxmjzkxfxoonkdivzjboalpifqvqodjvccowkpbua,2.0,R,1-828-094-7882,,350527.0,407.0,Omnicare
Ofh14263,30.0,7.0,,SD,M,5.0,Jalzdmzbswzyh,F,Peoria,3694059.0,jzliikxytitaevvqqbabnzjqpofxbltjruhlyrzxyltjpnffa,0.0,U,1-277-904-5029,United States of America,115454.0,834.0,Medco Health Solutions
UMF14264,87.0,7.0,,SC,W,1.0,sbnbbtfjblqguawaradmzd,M,Dallas,3810302.0,MDMJDSZEOJEHENASOGQGJMFXRNFFNTIECWKHBKUNBDLA,3.0,O,1-378-677-5195,Canada,484429.0,651.0,Valero Energy
mqo14265,,1.0,j,TN,U,2.0,GUPNGYVRRPMUFDJDUEZQXGWHYP,F,Winston-Salem,2511260.0,Pffkxerzipccsbubrmbilsheedzhatlwvppmwugbchahsczrfviidvznzdppbjuwrnqxahbamlk,5.0,O,1-851-569-9923,Canada,,783.0,
LWU14266,89.0,3.0,X,TX,W,2.0,Qpmamebspprauoltdjmmpaudrvkwhy,F,Chula Vista,790850.0,CAIBBMMMACSSXZDWINVAEVJWLBRJVZNOOQOGVHDHSLHFTWPQXTCFIXBEOOWLBPXSE,3.0,R,1-464-893-2950,United States of America,282852.0,549.0,Acuity Brands
fnq14267,40.0,0.0,p,MS,D,2.0,dpipsetngtlroimdouvonycmct,f,Atlanta,23795.0,Gahvjqfpmqoljuiiljccgnkcxxydyvsfubvxoadwbzdfichnckhybmxwvobfedssqmhfgdiypppsrfde,3.0,U,1-024-843-0466,United States of America,450536.0,382.0,Cinemark Holdings
Zft14268,83.0,6.0,,CA,D,2.0,Mhtkujjontrxoxxweduvesxxee,,Alexandria,1039574.0,Fhakgyqsimshuifhwdwghwmamohbbmjcrcxbjpkciudpawfleqtcuzhxdmbm,2.0,O,1-899-779-5888,United States of America,351300.0,775.0,Oshkosh
CWL14269,49.0,3.0,Y,WY,,0.0,Dosvyeblajhvltwhozquupelky,,Kansas City,2067591.0,Ufjipholcyntddskvwrxvaecojwdrxoarmqmsnhdijovqbpuqgakcsfbrihxmjichyt,0.0,O,1-298-424-1982,United States of America,329266.0,669.0,PolyOne
Dus14270,83.0,5.0,H,British Columbia,S,2.0,Qemekxlsngwhauyoyqhvl,,Santa Clara,2412888.0,Rnofobgdmyzcuibxjthlalubmkujqsimjdrcbjszeqk,,O,1-636-381-3399,United States of America,57916.0,800.0,Lubrizol
Mtm14271,11.0,10.0,X,AZ,M,3.0,kjfylfbydsmspzzogn,,Norfolk,3572005.0,Bvhfrzeukjmsddahnyqxbtfyrefmdjeayhusojsmvgoflifxafjjaienhfkblqfn,2.0,R,1-742-353-5115,United States of America,477886.0,,Comcast
Nqd14272,61.0,7.0,P,GA,W,2.0,BPDQTAEVELPERMVZRVPRG,,Stamford,3685408.0,Tpabtwolyahseinammatqvlkanovrstinawliskndxauajeoane,5.0,O,1-975-987-7731,United States of America,157447.0,425.0,
jej14273,99.0,4.0,,Saskatchewan,U,2.0,Kpwlpviluxtla,m,Greensboro,,Knywmnvjljvrxzkiafdei,5.0,O,1-288-266-8559,Canada,59946.0,721.0,Thomas & Betts
vrs14274,28.0,2.0,,MD,M,4.0,Tbrbduutspkvn,M,Bellevue,2557649.0,cekuxyssrkpccplrhvwvudjouzkvfswnutlweilutwvleltdfzwhvdiolozdcgzxkxvvlvxog,3.0,O,1-930-792-1510,United States of America,77628.0,478.0,Wendy's/Arby's Group
cxp14275,7.0,4.0,,AR,M,4.0,LZVVZCWDQIGRZOGLOJCQITPZZ,m,Mount Pearl,1854365.0,RCNWYBYDNSFWQDGMLA,2.0,O,1-469-096-5308,United States of America,292215.0,839.0,Carlisle
QHZ14276,36.0,1.0,P,CT,W,2.0,Xhkvwewi,,Saint John,123629.0,Dzwdubmeeddbfgdtlwvqa,,O,1-478-913-9328,,108924.0,506.0,Tellabs
qhv14277,60.0,3.0,n,Ontario,M,2.0,bmywfq,,Jersey City,1756024.0,Lkrdsgffwgdjxlqsllfhsdvkqsjhrwzizheurmoeeltiphgndxkvzkqpohfniyldxiziy,5.0,R,1-842-370-2871,United States of America,202186.0,523.0,
oci14278,65.0,2.0,G,ND,M,3.0,Ptqkbtnkqea,,Evansville,1179454.0,Buafsltz,4.0,R,1-984-144-3465,United States of America,249473.0,564.0,Adobe Systems
Bzr14279,11.0,5.0,F,ID,U,4.0,ONZINAOTORQHAP,,Washington,1711531.0,Auligrshiljdkafeaselzyjmnwapnmtatcgteb,5.0,R,1-266-098-5041,United States of America,74270.0,,Amazon.com
hbt14280,0.0,5.0,y,OK,M,5.0,Dsqrelbuasvqgpbt,m,Springfield,,ehlunmiynesmvxkvuku,0.0,O,1-110-082-3023,United States of America,169220.0,418.0,Protective Life
Azm14281,71.0,10.0,R,IN,,4.0,RFJPVNFQS,,Corona,2498431.0,OSYKJYKKZUUVKOHTRXAWNZTICIKANRPLECTDYFDNQZHAJPK,2.0,R,1-051-783-8770,,5021.0,789.0,Pactiv
nca14282,37.0,1.0,,IL,U,1.0,EMKXQBVXPMUKRAXQJ,m,Omaha,201392.0,,1.0,O,1-050-937-0437,United States of America,402874.0,602.0,Maxim Integrated Products
uup14283,45.0,0.0,,MA,M,4.0,pmwhqhkmqycpuajgplwisngtc,,Casper,2994924.0,Tpbcdiakagpgjrdnaqascifoiyhvpd,3.0,R,1-686-152-3889,United States of America,296549.0,574.0,Laboratory Corp. of America
Zwu14284,89.0,,q,IA,M,3.0,Hauwqzyftnfyue,,Albuquerque,171299.0,Ekugppncoehlqeamiglywrioxovfublfcuvywrivlbffwlrmq,2.0,O,1-236-868-2042,Canada,46268.0,,Level 3 Communications
Vkd14285,4.0,4.0,,FL,M,1.0,dfsnjilkw,M,Ontario,3194011.0,Hqgiqoezpjxrwcsyuunwixafhjxskpgivhlbrcugtlbytsjzwgoaznvwohpgwiqocsvbtqcsfeh,1.0,R,1-958-444-1377,United States of America,151542.0,,Discover Financial Services
Nas14286,,4.0,e,IA,W,4.0,cxgqax,,Jersey City,3394308.0,Nnrscctxcyrwhyeonalqsnvvkqutqothryzvqy,1.0,O,1-175-764-0691,United States of America,468589.0,381.0,Hudson City Bancorp
Pmv14287,11.0,7.0,,KY,M,0.0,rirfsnqobixusakxmrklmuyv,,Manchester,3783213.0,OCYQIPSPZBGWPISVGXPOUFYIZYYOTSTOWWTQLMIBPUKBTBEWRXYMCJDQCPOUWJNDSOFFF,1.0,,1-615-391-4843,United States of America,27657.0,650.0,Worthington Industries
HBH14288,52.0,7.0,,NH,S,5.0,Mxdpjooebigusmwonayl,f,San Diego,22288.0,vtsrwbfvzeeyvdccylxxijbphgibcnwom,2.0,O,1-240-911-5698,,445358.0,436.0,Campbell Soup
Osl14289,98.0,,,MD,U,1.0,xdfiodshtcsrjbptseablust,,Burlington,3711927.0,AJNLAKNKWRISHYASJFPEONTLUTGMSGLYLADBDSTEGCTMQWWLMGUPBQHOICIHFJQAFIUTS,,O,1-063-383-2557,United States of America,107494.0,771.0,
Kdi14290,92.0,2.0,,NC,W,3.0,XVOWVN,,Durham,3761376.0,MUNVNDDNRVR,0.0,U,1-947-847-4779,United States of America,367326.0,610.0,Mettler-Toledo International
MVM14291,60.0,3.0,,DC,U,3.0,joqgsunpfzxk,,Wilmington,1865538.0,Csvgmqyfdefoxbfbhrwnhtfsiurplvspqmqflboxrbmgjjhe,4.0,R,1-282-244-2444,Canada,166876.0,833.0,Global Partners
Pof14292,61.0,10.0,Q,NV,M,4.0,Vntywagacoqycjdkdeeawdjwoehi,F,Riverside,1545232.0,Nwpdhrbbqowqvgxlxptbjpohfcwxymjjzogtxyvswtimxbx,5.0,O,1-056-814-5352,United States of America,255251.0,700.0,Hayes Lemmerz
Vvi14293,3.0,0.0,J,AK,S,3.0,dotctyte,m,Boston,956334.0,Iraioeookdqgqjoj,0.0,O,1-613-608-0267,United States of America,369684.0,761.0,SAIC
Cfe14294,66.0,3.0,,Alberta,D,2.0,Cztjijaopjieyvkveemnxpncr,,Salem,3588455.0,XSXRNDGCC,0.0,O,1-660-633-6578,United States of America,77586.0,381.0,A. Schulman
Mun14295,29.0,1.0,,GA,S,3.0,ABWBY,M,Warren,3764810.0,ZDUEOLOOSZGNORUIPZKINQJIXHTDEAS,2.0,O,1-250-995-5327,United States of America,84054.0,343.0,Hudson City Bancorp
Qqo14296,32.0,10.0,,DE,U,4.0,iypirvdweimztwkzbymbldeoegw,,Santa Fe,846907.0,cwlsymvfacbkmxbiissxmjylqqynhycsfbhnqabtpvswbuodjusldjp,4.0,O,1-258-291-9433,United States of America,108760.0,672.0,Google
YLC14297,47.0,2.0,,NE,M,0.0,Joocimehsg,,Philadelphia,2357547.0,idsnarpgofvynsoyxmrmuzmsvtcwuv,0.0,O,1-016-216-4112,United States of America,139949.0,335.0,Interstate Bakeries
xqn14298,51.0,6.0,H,AZ,M,1.0,sipmwyuijrwaomwvfamwsfhlpkcvy,F,Hay River,1181161.0,Gifrubfsjmdbshmglarkftlkkowhdhlfnlqpdhkvycbqiilx,4.0,,1-768-181-0906,United States of America,335099.0,587.0,DirecTV Group
Sag14299,18.0,2.0,,ID,M,0.0,Wlvdvvmkdgxjrn,f,Las Cruces,2903123.0,tkqewetxhbcx,0.0,O,1-072-937-3465,United States of America,245190.0,673.0,ManTech International
Bao14300,12.0,4.0,,Quebec,D,4.0,ragjdarkgwzhzavauufjyrhwsnp,,Great Falls,114187.0,Fqjnriphgkvnesybcziicxttnku,0.0,O,1-735-857-6903,United States of America,478060.0,585.0,Southern
Nzu14301,,0.0,n,TN,S,3.0,Eogyrcwvd,f,Overland Park,694118.0,Jbpnhomoftochalqxwkevxcrlbozxnqzgmytrjdqrpjsscbtlisybfcwdmkyhebswiyghhsl,0.0,U,,Canada,477294.0,693.0,
Rbd14302,7.0,7.0,,GA,S,2.0,Rsapjqvjlzjakrbpwdjhnegitja,,West Valley,405090.0,Lnuqvteree,4.0,U,1-517-486-6553,Canada,80794.0,485.0,Seaboard
Eop14303,58.0,9.0,,Ontario,U,2.0,Hmeyp,,Baltimore,1408206.0,DEDCBCVTXMOCWXCEVTPCIYQWIQNIQSZ,3.0,O,1-703-025-4726,United States of America,342479.0,822.0,Duke Energy
xeb14304,,8.0,,Saskatchewan,S,4.0,Hfqjpvusmkpzgrml,,Garden Grove,1244763.0,Kwqymftmvjbripevyaydelxoyos,1.0,O,1-207-067-8348,United States of America,209398.0,448.0,PNM Resources
Dua14305,61.0,0.0,r,Manitoba,M,1.0,Ecmemcllwh,F,Dawson City,3727747.0,wpmacg,4.0,,1-606-842-8119,Canada,189915.0,682.0,Enbridge Energy Partners
