prospect_nmbrchldrn,prospect_nmbrcrs,prospect_gncd,prospect_pstlcd,prospect_frstnm,prospect_crdtrtng,prospect_lstnm,prospect_wnrrntflg,prospect_g,prospect_ddrssln1,prospect_ncm,prospect_phn,prospect_ct,prospect_ntwrth,prospect_mrtlstts,prospect_gndr,prospect_mddlntl,prospect_stt,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_cntr,prospect_mplr
1.0,1.0,SGD12280,cjjvfezoq,frmuslfvamijwhfnfpzapmsycq,542.0,SGDFJTQM,O,80.0,Qaneoiwfbqzzfowmgzunmrseglselwhjzohn,320766.0,1-622-439-0390,Charleston,730252.0,M,M,,NC,BECGOSESQNQJMZALGBCCCDPPDNCJJFECRXERIPMILGFDRMWTCTE,8.0,United States of America,Google
1.0,3.0,Amp12281,FJVIFFQL,VHDBHTMRWPUXHQZQJOH,806.0,Ampdspwvellifloogifomqimjppepe,U,85.0,Kpvpckdjhidatjxpflkklnrmnppqct,311474.0,1-069-057-9363,Newark,,M,,A,GA,Bbvxmozjslugttqkmjhqkrje,2.0,United States of America,Fidelity National Financial
3.0,1.0,CFY12282,Qpkbaphf,kfsmwwcmuapugsrqfvid,394.0,CFYWBT,O,73.0,jyiclpugyliccevegmhktdfnmyb,244212.0,1-226-605-4270,Bismarck,3371755.0,M,,U,CT,Chrulrqumemqmwynomexbtbbbl,5.0,United States of America,
5.0,,ERL12283,zuntqfeswz,Vtgsjn,550.0,ERLNHRJZZPDDMFWWAQKTLNK,O,84.0,Icahrxsyhvhqfdfuymhkpioqstpjwzzjeeqsa,,1-257-713-9986,Chula Vista,488022.0,S,,,WY,Kfuuaotg,3.0,,United Refining
4.0,0.0,ucr12284,Frnmausbvb,cyhbwndslrqwfeogugi,592.0,ucrfqcdntxgdyqnezipmitdtgv,,76.0,sjrhpfazmletcgschmacnrsnuftha,115930.0,1-934-487-7602,Lansing,1188396.0,,f,v,WI,Craqhpgxxqeivezqdafrlunawdxnhcjoxphaaoeblaopsvqvqgkrepiuuixkh,3.0,United States of America,Crane
2.0,5.0,Fkp12285,FBZXMGP,ONVEC,537.0,Fkpbeqvmmstzejo,R,25.0,Eiinbyitmahosndncarklciojyzjqkukypcwglexebeggtpmvdsxehhnfodubyqkjymqigxshy,328375.0,1-513-685-0381,Hartford,,S,f,,MA,Ilqotpmdogouxwvpoeoskucuhluqwpig,9.0,United States of America,Verizon Communications
,5.0,Bkp12286,bkoohxjfbcs,itplaccxdlutoogkvok,707.0,Bkphyqoxaqwyxudpjhqcnk,O,60.0,qkauphakyasfmesoixxifubsnqyvpbdlwbjjuaaxajs,253711.0,1-961-222-9395,Fayetteville,2185517.0,M,f,I,SD,Tijdrfhgxstnopalibwllgunpxhltzcwkrnjaoaunnbdzqmdqxructbjrtftbbknsjdt,3.0,United States of America,Public Storage
1.0,4.0,Ntq12287,JZQFHUOJER,Djzainbfyxesjs,579.0,Ntqltzzmvbhruhobbhqvuajjwi,R,65.0,DAERGDISBRQKPQOSOOHLOVFL,92046.0,1-619-448-5673,Great Falls,1883164.0,U,,,IA,LNBJJRDTSSNPRIMQQVYAZDHHTOBWCQCAZOPLOWPGGBBVUXKHUZTIHXBMFFEZKCDIMMIFSE,10.0,United States of America,U.S. Bancorp
0.0,4.0,hlh12288,LEEHJSHVM,HBWOFOMYEOPGTAVKR,589.0,hlhyvevncm,R,5.0,Pnmohabvzvxirgiooabe,454454.0,1-533-282-8485,Casper,3082174.0,W,M,,AK,ugbavzilpkkziglzqkiimmmompsdkmoqakvk,4.0,United States of America,ON Semiconductor
3.0,5.0,Cwm12289,Qcswmcg,Orsfdpftdvhxzeyx,845.0,Cwmfpmgkzjmegqpdbtap,O,43.0,SPZRIKAIURJUNAROARXJWKOTXBAXJPAEGGAMADTFFLZSTKGQWSDVPLXANTZOWAHMCOWOZKLATWOBMF,166188.0,1-584-689-8226,Toronto,2084740.0,S,f,j,DC,hjedwsbk,8.0,United States of America,URS
0.0,5.0,Pgv12290,mypleijbkcwk,Rfepwfcpvsdjxwjitzctstt,314.0,Pgvkvvrgeshoc,O,42.0,nwakgyabgjqbprjrmrjicowsweyrerquqgnomvyoohxxltuzxexevaqukpydrr,282983.0,1-393-407-2621,Fremont,305790.0,M,,,OK,zyvgeocpikwaiwoqpdrzqxqcwmrkobbtmrl,3.0,United States of America,CC Media Holdings
,3.0,Ijl12291,sfmcw,DRCPTQWLVKEOOMSZ,456.0,Ijlobglutlxy,R,6.0,Xmgnuyjocrxbmmzcl,140876.0,1-564-152-2837,Bridgeport,2251427.0,M,,,WA,alipsqtakftbiqaiuuscphsxqfwefahvoompeogsnywgspuicqnndqh,5.0,United States of America,Avnet
0.0,4.0,FSX12292,JQPDPC,enmunefhqoqq,661.0,FSXZRUBYZBCK,O,4.0,BWDBVOQ,241059.0,1-261-694-5138,San Diego,842057.0,M,,,MI,Siokjrrtjrwhxdkusneezqystiatfwvcertroz,3.0,United States of America,Kimberly-Clark
4.0,5.0,QHJ12293,knqqlcty,Aexqopkhzhbvanvnutstjmhczzw,507.0,QHJDP,O,96.0,eabmxkoqfdvw,,1-919-832-5314,Tampa,,M,,,NY,Drjmwkcmmegrudwatipxsgrffdkhnwzxail,5.0,United States of America,Precision Castparts
3.0,,KEU12294,DONNGJG,Flebqcdiimoymzb,758.0,KEUQMPKJDYZDCQHECHIVD,O,6.0,Iqixqelgxmoucckxplodyjdkfcosfwkvqlvhw,194589.0,1-151-045-9104,Jersey City,2348382.0,S,F,S,KY,bttpjlbpmhv,5.0,,LKQ
3.0,4.0,Yiw12295,Ykzao,Ktbaxnxggq,849.0,Yiwacybfpkioj,O,90.0,Btmcmjubb,55077.0,1-718-904-3454,Gary,303969.0,M,,,AL,Tgqno,4.0,Canada,
3.0,0.0,Lur12296,Mfkpy,Jxocswvadrlshpskdhgv,454.0,Lurnducft,R,82.0,GNXNOYDNPJAMXAVBKJHLSBDBSADPLAWZQNSOAPAFARIOQWBGPVFHZYARSGTWYNXXH,162651.0,1-444-549-7034,El Monte,426121.0,M,,,MO,UYKMMTLQHRWQLJA,9.0,United States of America,J.C. Penney
4.0,0.0,ocg12297,Xfyszm,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,465.0,ocgvatakucum,R,58.0,JGTPPEAPCUZWKHZZHWKVUUQXGVHICNLKWMITIZUAYKTPJXTNFYCMYBYPQMIXSMPLRIZUR,162804.0,1-940-403-4707,Sunnyvale,739970.0,M,m,,CO,Teykigblekjpsaqljsejncdjqbvlincjlfzlmiskzifgxnkimwdnvjifvgpaln,6.0,Canada,Airgas
1.0,3.0,Mis12298,Ppigbuaky,Vshzpqzer,640.0,Misccgsqmoqsj,O,75.0,krlfprmpdosddpaiiktrculfvowm,179308.0,1-888-022-5606,Spokane,944292.0,U,,k,KY,Dfqddqgqitvfxbdqwy,,,Host Hotels & Resorts
0.0,5.0,kvi12299,Hndwr,SDEIK,304.0,kvitjosgx,O,92.0,DUHSGVKFAQXIZZRNELNYOHJGIJPZUHJEUHQSTRHRQDLDHRVXVXMNSIMTDOILEQTJ,210158.0,1-506-023-3346,St. Petersburg,2697249.0,U,,g,MS,Smjsknnwwaadegpyjjl,1.0,United States of America,Patterson-UTI Energy
4.0,,Jbm12300,Pdckfuswqfi,MTISJKRNLZ,346.0,Jbmtltdsuirdhxzcl,O,86.0,Txfirbqvedyhnlatiunpyfbidtjwdzsjlbsdjpdcaajmwlnwjnohnixpoiesubxejlou,415363.0,1-021-542-4665,Fort Lauderdale,2222649.0,U,,,Alberta,Tudbmmecudenzhtyheliecotayeisidyltrpxphgsjszoddkzxswhtboszp,5.0,United States of America,Dover
0.0,5.0,ZER12301,,Wzvcttxbf,627.0,ZERJPJGXDCHSTAQ,O,6.0,Jnbrgcshalrezpzzhwwmpuatjbttrcehyvtqc,420836.0,1-396-239-9090,Oxnard,468140.0,U,f,,Prince Edward Island,Itnlqkupbnqoddcyecuowvhhjyismqfeksbtfzqgjgoikwjtqkgq,5.0,United States of America,Advance Auto Parts
1.0,,Ljd12302,Azrhdiiou,Wntdrpiyiwvlnauphmrnuitg,589.0,Ljdhrd,O,86.0,Gqiggmvalfmoqzehjfpvdaocubzbbgcqakecbbplvlpfpnstpa,485904.0,1-471-782-7121,Louisville,1950276.0,S,,x,Alberta,Zmcvlgeworjsudrpjqgffjnjgbnqhlmtdnlvgjsmdjpakhtvubkbrjo,5.0,United States of America,AGL Resources
0.0,1.0,MHH12303,Jjshqa,krumuubufpnecymvhdphbytbmngxq,809.0,MHHJWAIHFTPZKDNFEFIFGRBW,O,40.0,DINGYIKWZWLGXJELFPHMORYTWJKBFTRGRTVGNBPHHVIJASXYUENQFFUZCDOIFKYSHAOTNKSOFZLXE,98539.0,1-792-206-3227,Mesa,1588249.0,U,m,,RI,NDSKBFDDKFAUFGDIHSIJK,4.0,United States of America,Southern Union
3.0,0.0,Rfb12304,Wgmlben,Iesuziijvhoagkoayb,531.0,Rfbssrolobvnuxsnhvkbgyiauwxsol,O,76.0,HPTEYNAJF,407049.0,1-664-659-5033,Baton Rouge,3853200.0,,,,New Brunswick,Zzcwhcitbrtuobbopciqksovfxnhyqrbclndnqbhiowgwp,,Canada,Flowers Foods
0.0,4.0,Xwx12305,AMIQFTSEC,DQCGDHFWOAVAWTMMMQMJB,400.0,Xwxlzehvimskvzjpewbpfcuyjru,R,41.0,Jedygadvdvddbxxrijjjrpsuqpcziiqyficbccqbbhkhwjfjssggwhpngumpstjz,290262.0,1-370-183-3719,Dayton,3906037.0,S,F,,MO,Qojnvgssxpbiznjdazlcxwlveknipetknwsxyiplliuzmjbfckylgtuiajvtoxh,2.0,United States of America,Psychiatric Solutions
5.0,1.0,ehn12306,CALKVQ,pcxhjbzsakgdyi,324.0,ehnzraspvkgxws,O,83.0,,280984.0,1-331-127-0336,El Monte,,M,F,b,VA,Ojrzyijrowyctoswfhwthqamtiidwieuegnzhbwuiqrznbhdbm,10.0,United States of America,Cenveo
4.0,5.0,QQH12307,xwurulh,Jhesnpwowlkq,709.0,QQHWVRZVMJKN,,100.0,Oujnmqqurpeajupofdaqcwypkxntogtlaelxqouxsujmpoptvvcteyqrwiflekyq,408050.0,1-006-924-9297,London,203616.0,M,,k,OR,Omsgphihupfde,1.0,United States of America,AbitibiBowater
2.0,5.0,Dmi12308,Luhykbau,ymlkppdqzisibfhufxdmuqsiv,580.0,Dmixbdgaqkpjsisrszwyfvwrsi,U,30.0,Dmskgbjgowhalm,405529.0,1-206-843-3630,Mount Pearl,126249.0,W,f,l,ND,rtenbwoffvfrxsusvosodqztcisvtmxkqvvevbj,2.0,Canada,First Horizon National Corp.
0.0,0.0,avn12309,Hhxdv,Yyogeqf,704.0,avnvlx,O,43.0,WTBBMWBNOVBURDTMDAHLJPRWHQ,126262.0,1-763-778-6828,Plano,2622290.0,U,,M,Prince Edward Island,Cffvuyeveyqudtjaghgsdtdizxwqnxwnwjxgtivrmjktehvprocduiyvvc,7.0,United States of America,Arkansas Best
5.0,4.0,Mrz12310,PVRJAHFAXVA,Npmpmuttydafovajeuofypp,502.0,Mrztvfhytczbtgxkyzk,O,4.0,,98860.0,1-004-494-1059,Fayetteville,2529787.0,M,,,Newfoundland,Extkvqbzltxobljuobtuvqjozmxbihccekamn,4.0,United States of America,Ecolab
4.0,1.0,Yto12311,lxzhfhllc,jgtpjgjowumxzkh,457.0,Ytoswnkaxafdciuatdgbfqaaudlyd,R,21.0,,37350.0,1-030-182-9671,Vancouver,64952.0,U,,K,DE,Hfchqtjbneybmsomeefymhzskrwdtuewfyhjrqogp,9.0,United States of America,
4.0,4.0,WYB12312,LEVPWW,Sfslbqkbeiwoh,508.0,WYBJQZUDJFBLOSTFIVTP,O,50.0,Craddzxzresgxqiocwpfjflnlqwz,230290.0,1-758-089-6196,Frederick,3764339.0,S,,D,CA,bitqvirumcdzhio,3.0,United States of America,News Corp.
0.0,1.0,TQA12313,Bskzwysi,uzegaonaehcldsblqykjdnafw,531.0,TQAYQWCANJXPPDBB,O,20.0,WHUUXHDZGBZPZIAEAEGCSWALOJEFNDWEMHOPAUIEPZXOGZKAHLOZGNBSXOUEEGQRYMMM,119956.0,1-013-070-2029,New Orleans,,,,,ID,Kniokegtomqfrwxclfakrdeaqntqpxfrwjdicnxdd,7.0,,Publix Super Markets
3.0,5.0,Mpa12314,YGHKCCHW,Xmwgpzpzjmoquzbevf,,Mpajjadijftvchjdwiilqvtz,O,56.0,Yhvacnnqmmmgwrfhphpxnhyvfuetxjxmcipnzkhdyfmcttjrfyoeuqrpzvz,164589.0,1-632-661-7161,El Paso,3880644.0,U,f,K,KS,Teccfpldgfcgolmcautgpalfxmhavardrsiytpvgjbbrecsev,3.0,Canada,Land O'Lakes
0.0,2.0,qow12315,RIROAXTLPTUR,aouaqoaryufczdc,,qowlptsmqqmodnifxvmoaujxennbua,O,76.0,Bdgrawholqoijnqtrwrkylkhstyqlulyfnrspemwvan,182678.0,1-370-978-8638,Huntsville,3926126.0,D,M,y,MD,TFPMAOIWJJJTGIHWKKQUCPKXIBVDTNUHYGGGAAQARXJTHRURFZIJGABMECNLTLYJCBHLBVMLZQDP,10.0,Canada,Delphi
,0.0,Oxj12316,Ykmpul,LJZIUSEBTTJILMCCL,304.0,Oxjhhsrfnkqjsqctpvvp,O,92.0,Ydghuznjlxqaiowpiouevxobilbhcyljumuaq,351317.0,1-138-404-1013,Jacksonville,3417605.0,M,M,I,RI,HNVCKDX,10.0,Canada,Lithia Motors
2.0,1.0,ckl12317,Xxctzi,LJIWRMBMHUXG,817.0,cklrhddldhjotog,O,26.0,Wotkbsiryeroriopxswogtdnjjmwtdkpbuykxrgbc,160175.0,1-248-361-8642,Las Vegas,457926.0,S,,F,CA,Wklkomqcmdjtbozlfrewdjxsdcecpdpwakoobjcooqoyhedfv,2.0,United States of America,Buckeye GP Holdings
5.0,4.0,Prl12318,dcvdjkuqtwt,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,353.0,Prlrmc,R,12.0,GTZSBMHHDMXVWANKNOBQIZRQKJKEHPZGNRHKNBCHQSIFQG,294533.0,1-671-685-3427,Hampton,2935217.0,M,,D,WA,Hwldhpyklnmtglmnigmevqwuijhsunaheglbwfwxdmerjwmkgpsarfhvtohzbwbggepyhqsypwck,7.0,United States of America,
0.0,4.0,CUV12319,Bpzqorlwot,Zcdimmpyudwvnbbssucydpxmrdpq,741.0,CUVWAXACTHGTESFGIZDAIFGTIULBKI,O,74.0,,97846.0,1-394-717-9998,McAllen,934777.0,U,m,,ID,vbjdcjsyazaumlavpdxppsmiwjfypbbjznyzpedejzxbxzthsoheclsdukbcgeog,,United States of America,International Paper
3.0,4.0,Ysp12320,Ipbwyxwn,hifwjcuyafkwralv,655.0,Yspuopswhn,O,25.0,Qvteaqmlumpmnbiwgmsavwcrvjp,335004.0,1-145-829-9708,Idaho Falls,3701481.0,M,M,,KS,DDPTBAHGYFRAGFXDDKRNR,,United States of America,Freddie Mac
5.0,,Fks12321,Asapxipt,ITHURFPAGAIBGAAPDK,769.0,Fksolknigjfcoaqzwxvirrzdjsg,,8.0,tnyxmgbgttqit,146440.0,1-357-287-8080,Escondido,1637670.0,S,F,,Prince Edward Island,fpsxhnbkipxakmudlss,5.0,United States of America,Priceline.com
2.0,4.0,Ghd12322,Smydtaabhcrp,Kvjrpkkibkbhofchuzefehqor,633.0,Ghdftq,O,23.0,,316315.0,1-284-247-9149,Mesa,2335832.0,M,M,,VA,nefzfnmnikgxoymqruocjboizrtbhskkxoessyrbxrstiddpafzpey,,United States of America,
2.0,5.0,Qlo12323,feaapvyubl,Kesnujgzhvfijhgiboldqilscau,,Qloxwpgatfrflfatkrzolvbpnpyv,O,43.0,APURZJALTVZIYHZAYXFXQYMKJCXJRZWYVWOLAUIOJQVKTEDAQLXLGDRDMRLMNAUG,329949.0,1-413-399-2535,Rochester,3956551.0,U,,q,WI,,0.0,United States of America,Boston Scientific
5.0,5.0,JQG12324,hcelekrdcjry,QLMPOEVZBASCVVTWHOBBV,626.0,JQGNTKZDRTMOG,R,33.0,hzwjfmugtimlynjadrkbocjckadfgdiyxhirywmdpxqehekkzibxgpzmqwa,449560.0,1-823-570-8842,Montgomery,3483920.0,U,,Q,MD,Ciqkcztw,2.0,United States of America,Guardian Life Ins. Co.
2.0,1.0,Qmw12325,mkyelsv,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,770.0,Qmwmxkyqqycmqtnlnhmsfrfbeou,O,69.0,Oicstfrxpsafjruoqvjzgczemkrrgxywbmqxlckhlrnsxlywsyins,12309.0,1-591-654-1502,Fort Worth,1518520.0,U,f,,AL,jomzeasgthlwwyaurgubhohesfpcacbgdsdjwd,1.0,United States of America,New York Times
5.0,4.0,Jol12326,Rbaprd,nkrienwtmhzxxs,361.0,Jolkvnjhdknadenwbs,O,60.0,Jzhmngbxzhdporutetfpcfdjovzo,212767.0,1-404-280-1115,Huntington,3226297.0,W,,,VA,cehlscygpzrylqggulfbecqhmtfpjjhtkgifwurgjyrjspxsyeng,3.0,United States of America,ENSCO International
1.0,2.0,Txg12327,Vpkvxwzgkact,korotn,640.0,Txgxfohageof,O,27.0,spweezjzbodqtzlyrsihpyivmklwvuhoeywftuqmvhkdizfymtg,67204.0,1-688-267-9579,Oklahoma City,641413.0,M,,,AK,KLEMGMJDKPIFDK,4.0,Canada,Norfolk Southern
3.0,0.0,Jnx12328,hoigldk,KZEFOWHAO,775.0,Jnxfe,,21.0,kjuyrhunruvhtwxnohwtqmhtxmncyuslnbmjvyfrtoiciw,89239.0,1-532-620-4621,Jacksonville,1189583.0,S,,P,FL,Hmqcsepsitbfnrfglsogxiacueedajvopfosxpmxmrcwcyza,1.0,Canada,Yum Brands
2.0,0.0,Ktf12329,kwwvriqx,Okcautpfalcksjcpwtedma,549.0,Ktfcxtusfyqlsqrfus,O,73.0,etnxrffwuschfvjtmgarclqebqbfkhydzmrspqdxatwjiuepheshbpokdbzurer,232462.0,1-088-509-5188,Lansing,2637883.0,U,,u,UT,,10.0,United States of America,Crosstex Energy
0.0,3.0,rwt12330,TVJYZ,HAYSOANHSDRNTCVSMLCPSONBAMVR,818.0,rwttwbmwlofsyspdhvhekhkssaxanb,O,99.0,Bnlnzitq,144710.0,1-102-532-7926,North Las Vegas,2987017.0,M,,b,KS,Lbtqtftjxafugadjsduwwjjvd,9.0,United States of America,Apollo Group
4.0,,Dwn12331,pcbubinmrht,AZYZDHRDCZGXVBWVBM,720.0,Dwnmbglahmqdepusrbteguepet,O,100.0,Umzrohiazxstjrinhkwjjtjzrnovhjheucuvbwutcdzzjpcsqj,276109.0,1-526-411-8040,Huntsville,623033.0,U,F,,MD,Kgeanrmjtszhcoirpcjxmjnfjmmihwmrobcpietjpqwlghjvtzfhbuhvnlrd,1.0,Canada,FedEx
4.0,5.0,FEQ12332,igvxfvw,Tdsoerao,486.0,FEQWDETZZHVCS,O,13.0,Iymupwfafpoudqimjopbcocpbpketepqdoqtudmrguxsqwfjnh,102687.0,1-606-362-0155,Hilo,1763040.0,U,,,CT,Twkyrejpwryyscxjmwwaddbqvynqhwilunodlcekrrabwfhkuaseqovaxvjqvbeaa,10.0,United States of America,Icahn Enterprises
1.0,5.0,kfq12333,Gzmpkexi,MRPIUYTIJVZIUTHDSSLPWTCQ,614.0,kfqvdbmaorgialrpvuioj,O,9.0,PQWBSCNOOTUAXFNTRICLZXWYCLNDRSWJZRWLFOFVXRAAQUZPDSMZWMCGWLHVXXDWTL,286230.0,1-376-354-6327,Baton Rouge,2412526.0,S,,,SC,Onfpsxsqawajjiudrrhdymlxlh,6.0,United States of America,Source Interlink Cos.
5.0,1.0,WAQ12334,ojelbn,Kqmdbwlivxbfoadttnxz,616.0,WAQLYSMVZN,O,40.0,Zbhbbctnpnmvtmrsaievovvgjftyrlpkwrboenpfpipbimlhnbfzazpmpawfvxukkgeefrqwfrrudp,374311.0,1-994-456-3763,Charleston,1967771.0,S,,H,NC,Sxseafutlgxwxoqbnlpgaoxulvxbeck,5.0,United States of America,Sun Healthcare Group
,4.0,Yyq12335,fmpgrqjhn,Ppxjcmbsundhyjvexf,581.0,Yyqzkqrkwljvqhqtzvoolqksezk,O,11.0,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,340354.0,1-451-246-5046,Durham,3926121.0,S,,X,CA,aeducaozgcf,2.0,,FMC Technologies
4.0,5.0,jpi12336,Emwooe,Anejs,592.0,jpiercitwbmlqjrmxju,O,59.0,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,391742.0,1-071-040-9433,Mesquite,3507757.0,,,,SC,dctcmavfjqicjqepiiatagkmsmcyacdgz,4.0,United States of America,Northwestern Mutual
0.0,3.0,TXS12337,IKKRWSLKGQ,Qxrdpgnoutlnkadeq,532.0,TXSHCSDX,R,65.0,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,234033.0,1-777-537-6703,Tempe,1189997.0,S,,Y,VA,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl,9.0,Canada,Dick's Sporting Goods
4.0,0.0,Wzq12338,IOCJG,Gdipizcexjtbmenpvtehebtwltsjhj,367.0,Wzqjpvffwivslntflmnptdnm,O,16.0,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,77427.0,1-456-828-2283,Oshawa,,M,,,Nova Scotia,,3.0,United States of America,Cracker Barrel Old Country
0.0,0.0,Zoq12339,FXQWEWLGAOEF,Vjpsmdxcfdgyejzgrq,429.0,Zoqyuscp,U,4.0,Cltsbtnldymccpnlqmaxflqanzauivfyt,172000.0,1-376-399-5665,Vancouver,1118649.0,D,,,MS,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc,3.0,United States of America,D.R. Horton
0.0,,YBB12340,UIUPOIYDGGBW,uirvtpykxpstnuybrnmd,384.0,YBBVAAKXTENFQSASL,U,66.0,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,91479.0,1-368-057-7078,El Monte,1333706.0,M,,,NH,Tccicssgkktpqfdorlyspctbtbsrzchxifaa,5.0,United States of America,State Street Corp.
0.0,1.0,Qoi12341,ZODFHIRBAGM,Vsaahurlpmhuegssyojhxlpyrpzm,561.0,Qoits,O,94.0,CRUJZQQHILUWTV,465301.0,1-860-372-0824,Dawson City,,W,,,RI,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO,2.0,United States of America,Equifax
,3.0,Seu12342,Rmlamzvq,WILPKGVKWSS,777.0,Seuqozk,,33.0,ggcqzllipgvwxuftncrpliizkbf,187951.0,1-021-429-1355,Cheyenne,2710824.0,M,m,d,KS,rxqktcxelvobm,2.0,United States of America,Urban Outfitters
0.0,4.0,Amj12343,SBUJM,Uczdmjjet,,Amjctwnyfub,O,0.0,Fxasglfnj,329347.0,1-065-885-3472,Grand Prairie,219055.0,S,M,b,OH,,1.0,United States of America,Oneok
1.0,2.0,Udk12344,Csblvuodtld,Uzagiyuprdsdvxobkrli,619.0,Udkcpwc,O,78.0,Eugfaoqlzfyojgmijiydhle,395829.0,1-064-681-3668,Fullerton,1564393.0,M,M,,DC,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP,9.0,United States of America,Avnet
0.0,2.0,xax12345,AQPVZNWZBA,UPNXMAPJZSMASMMOOODPUEJPJTOHDU,720.0,xaxbdgycowuigobgsxksrhmcxdu,R,18.0,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,182499.0,1-156-133-8390,San Antonio,372900.0,S,,,DC,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo,2.0,,Hanesbrands
4.0,2.0,Reh12346,Ijyuumn,Doymbabesfhkmedvr,785.0,Rehdaubkilu,R,7.0,JKTDLAI,390516.0,1-033-843-1781,Fayetteville,475767.0,W,,m,IA,MOUWETJ,2.0,United States of America,Terra Industries
3.0,0.0,Biz12347,uprxmlrmh,Oqhddebvprlpbohvsq,830.0,Bizbmjegzgvwkuvpkrgaulriseexdl,O,58.0,Xgacqkbnkftlujscs,219352.0,1-658-506-7867,Elizabeth,2231232.0,,M,y,WY,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg,6.0,,Guess
2.0,1.0,HLG12348,Luonuot,Hwqbwwgtshddjikufplhptsnasq,599.0,HLGNNSPUBSCAV,,52.0,DCVDKFSQLGFBEXRLSVCIJPNDE,201633.0,1-564-816-7458,Cedar Rapids,1876944.0,M,M,K,CT,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc,10.0,United States of America,Arrow Electronics
4.0,5.0,Hht12349,PSLXNT,PFSCRXQKVMRHW,367.0,Hhtlusdgwqijbecehpmuermlhuji,R,25.0,dkmipfccbidbpahkufrvlzyc,265623.0,1-271-319-4927,Orlando,3644601.0,M,F,Z,MD,Ebepetbuxvkufsqkayuvhpucrlxsnyspaymoctqkwzetvfmapleqqvrdauftuz,3.0,Canada,Verizon Communications
0.0,,Nbw12350,kraliogismd,Dirzdsvn,468.0,Nbwunq,O,2.0,AXGRQWAWKOONZCPSTRTMHHNSEWOBOLHKTHTCQRHZRLRPRVPNNYGSS,273768.0,1-689-967-3402,Berkeley,3532868.0,M,F,y,AL,Ulqxfikfunjpaykurxhbvfuexfimnex,2.0,United States of America,XTO Energy
4.0,5.0,Kcr12351,vrstcf,vxqnbofycgkiaj,,Kcrybioqnr,O,6.0,fosiybnvugdeqtmdzw,349125.0,1-627-690-5332,Frederick,943201.0,S,f,e,IN,Ulydyfqjqvarcrvragfrnlvgzapotkiapxvbmxiudwjfaitxunjpwpxfrdgcfayxo,8.0,United States of America,Live Nation
0.0,,nfn12352,YZMSGBOIVC,Nqpezukmhpqfvxesm,559.0,nfnofqdbhvpveoacsc,,14.0,zlyyvhldfvkaisuhmiqtskbgedfsaveoxqeosm,49634.0,1-078-269-4827,Santa Fe,3621543.0,M,,g,KY,Vilqceklokxeyiltxtcktngmzbocsxhbprorhmtntzuetmlqzhxtrhxazfddgotnoiac,6.0,Canada,BlueLinx Holdings
3.0,5.0,lej12353,OURBCX,WVTKPSQ,438.0,lejuppqyvdutxvxieoezhvvdyx,O,85.0,Xodmvxvrtlvlhpqtwlwrkuascczrrbcyjihtdtnxfppnaxgftyrmn,397349.0,1-981-819-0226,Vancouver,1437447.0,M,F,,UT,LGIZZHUZNGUWPOCXOBQYCMQ,7.0,United States of America,E.W. Scripps
4.0,2.0,Dkh12354,Glzqu,zigzdeydgaxsawftuu,673.0,Dkhjfgwjogetdl,O,88.0,Zslvamsjkhuxkooibroamwramdmsfmpzjv,487256.0,,Jacksonville,1855555.0,U,F,,RI,Upyqbkkhfehtuaadtve,2.0,Canada,Kimberly-Clark
1.0,3.0,Jmu12355,BJZJOPEJTD,zroxxdfin,515.0,Jmuffbuuyyilww,O,89.0,Wrhrlxotstgtplarlkakldmmugrlytzfcyujzicr,134758.0,1-869-240-7368,Corpus Christi,608023.0,U,m,,CO,Zvohrvtgmgelfboqmptgpjglwmujwcpvfjdzxrmbzfmfilrtx,6.0,,Alliance One International
