MaritalStatus,AddressLine1,Gender,AgencyID,NumberCars,FirstName,Income,Phone,LastName,NumberCreditCards,MiddleInitial,NumberChildren,AddressLine2,City,PostalCode,OwnOrRentFlag,Age,Country,State,NetWorth,Employer,CreditRating
S,mufbpmquxrodopczxrlybfxnprzqeuktiwjchemjldreseqzkcazh,,QYG7020,2.0,gacxeifbafbnn,366762.0,1-353-462-6466,QYGYHNYKOZFWOEMWVRICX,6.0,,2.0,Qxaslrzeendpgcmdujalvspdwhbuwjjiwhqmgikatbpyhcuewmbqlmgpxfwdodgiivf,Sherbrooke,Kxvfoesvd,O,56.0,United States of America,NE,39932.0,Wells Fargo,614.0
,Lowmsdwvreyvlmabgtlaontaiigaz,M,KII7021,1.0,ewucxmivlvzjkjlhsv,52738.0,1-733-227-8926,KIIIPWBWRTTDAUXSWQFDOEHWMZ,3.0,,1.0,haapsuuzlvuvckpkedvirmawwtxvuqqsbujalknwzzfdafqbrkifcbr,Arlington,AWDXIC,O,98.0,United States of America,ME,1241610.0,Annaly Capital Management,333.0
S,Sfakklflsrerafqafeolxhdmxbwuykwhieyuoozebjoqfdosycspftyeojlirqobkwmdwscjlr,f,DOP7022,4.0,TGFJGIFVZ,5969.0,1-011-471-2533,DOPYERNWYQPTRO,3.0,,4.0,GHCOGQFZLXGLTHJTOYITEYUPWDWFWQHOETEZWDZWZUMDFAVTUMGZTALCLZHPQDCPSETLQNJWBRB,Victoria,Ibllvheq,O,75.0,United States of America,KY,,Lennox International,371.0
M,Drokseksuukrmxovxsavuvcdaknzmuwqhim,,Pre7023,0.0,ylwsspupl,306043.0,1-087-465-0332,Preodeazsqndldmjjzz,3.0,,3.0,tdkcqamrorofxomouzxf,Saint John,,O,54.0,United States of America,TN,1795283.0,Terex,451.0
D,,M,gyt7024,3.0,eqkjttyhqlhzeftsfnmawxe,240804.0,,gytqdjwefzpckcopbgjp,4.0,,3.0,Wwazntgjpgeynkncizlqoonljwwvfhsmeunotuhitwpbknsupajmslvqmfngwxarpgbubkmdrkx,Laredo,vcnrim,U,45.0,United States of America,TN,2810603.0,CVS Caremark,674.0
M,Awdzwtutpppsevrbtcicecdcffnqhxbbesarabqyrroemmxtxyzbulatbkakeytj,,uaa7025,1.0,Owfaqdufbcqyp,159548.0,1-630-266-2908,uaabup,9.0,g,2.0,szzdefkozgdhocttawnlhzlbrtvqhdvviexqtmmixxfjwgkvqpjlnxjndoozvbfgdpwjmqswmtawo,McAllen,Jqfiwtpgz,O,65.0,United States of America,ID,3361751.0,Kindred Healthcare,587.0
W,YLQENFLNIGQZSM,,Gjm7026,3.0,OLWWZM,151751.0,1-684-445-7138,Gjmlclh,10.0,S,3.0,Dvejmpduvacwrfxwzhvgobrmixobkurnpokxtpaxyvvjblpyrcwxnjvpepgi,Escondido,SPFFBNS,R,45.0,United States of America,NV,171742.0,Walt Disney,487.0
U,Wpxornadxxivuwp,,qyq7027,2.0,EDVWQCZW,186696.0,1-801-406-5241,qyqvxaa,9.0,,,GFFNOJNAKRLKLQEHXLKMBJFTTFIWYFDOEMOLDRREQQXISOGMXHHYVREKIDBMOEKWF,Allentown,qkffektow,O,50.0,United States of America,Alberta,3145101.0,Sanmina-SCI,758.0
U,Bjufegrgiossahyjqhzrrctycawqysyozgncigdgbdntuv,,PUK7028,2.0,QLMUCTIR,155814.0,1-589-146-5300,PUKJI,1.0,T,4.0,ldawdci,Oklahoma City,Flnfff,O,84.0,United States of America,KS,2733522.0,Burlington Northern Santa Fe,334.0
M,qlgogqlqjbgaonwkglginpbmdgiqcgfgaq,f,wga7029,3.0,sramdjakxbtvutbcrahrcnhvdrnk,370956.0,1-400-028-9246,wgazw,8.0,t,5.0,Kxxigyfthhgbuzmjputptnxinqotuzzzogkqvjwivckauallertwpnbxtmzicxqmaintaobjvow,Columbia,Ektjrxyla,U,28.0,Canada,UT,837561.0,Macy's,775.0
S,lqaxhruqexchtsjoyqasnyxtv,f,EEJ7030,,Fhzisstn,327838.0,1-728-772-4171,EEJCCEXKGDDJHCQJPHGUNLONIHIM,8.0,o,3.0,hnwkgmkehmghbpszjjbxjcdybxadvdjamksk,Long Beach,Ttnzx,R,92.0,United States of America,MD,3501076.0,FMC Technologies,572.0
W,ehigmkiuqoiqmfryfzfgefojeicqghisjzpsko,,Cnk7031,3.0,Ybiqcrjwrchwjrbgrpj,126204.0,1-844-058-0461,Cnkyjfathldmdlsdsnxovbv,,s,2.0,Mfjahnuctjqksvkfrcryljrpgpm,McAllen,,O,86.0,United States of America,British Columbia,982399.0,,613.0
M,BORIVVMBNAKTNJXUCBNEFQUUPDTGGFTOIRLCQDSFTMCYPIJ,,WON7032,1.0,hvdfban,469448.0,1-357-553-7820,WONWFASSHXXSSEESIXGSNKU,7.0,A,5.0,Eovlfxvxnaglfmnykfwqfxgqmucosnsogukiaemjvesd,Bellevue,tjokrjfa,R,3.0,United States of America,MN,3623625.0,Idearc,541.0
M,DTFGDVY,f,mlv7033,1.0,QPBGGKNJWKPRWQOATIYGJUGONUAXK,244561.0,1-767-274-3926,mlvtgnezbqa,8.0,,2.0,htjrofeagjuauwaljmoifqkztgsrfxsmaynvidqgjrflnjiyixqtshmohrsqpuj,Syracuse,eizenp,U,53.0,United States of America,Saskatchewan,791579.0,Time Warner,697.0
U,WTNQUPTSGVSFRIAHVGQB,,VKG7034,0.0,WUOLK,278963.0,1-840-473-7262,VKGTDHRBSZYBBSBWGSFSJ,1.0,,,Ezrphfzwzeiihcqmikcdohgixplrurgcyjnvjrfkdluceqoaciiseuhhbewxcnnck,Cedar Rapids,EYMSGAPCSH,R,27.0,United States of America,AZ,3111741.0,Precision Castparts,536.0
M,ykivtdeaqbfblrkgiabuagulhkkykhahzxe,F,jte7035,1.0,Aokijsxsbl,200033.0,1-470-334-5965,jteziadhsmfvtsjwrwkn,1.0,,4.0,YUJWZYDMCSFVCJJYLKBQSDHLZINEQBKEQPFPPULVPPJQYPZQRZZFH,Philadelphia,Hdzmbywahe,O,41.0,United States of America,SD,1951875.0,Aleris International,660.0
M,Ykyjfgvnogtiuwivdzgohjlorgopkcagowvujdtyrkfqutmgnwzescqeqjvnohaccyliwbcijksuifi,m,Tsn7036,0.0,Egxnxxlixqe,463746.0,1-350-963-6182,Tsnksxywsrohwolfmej,10.0,y,3.0,YRBKAUEZVSSJBLPX,Anchorage,BRKINTERSGW,O,62.0,United States of America,TN,418452.0,Eastman Chemical,600.0
M,Ljevegdyqyenunqbvkmkyxopgwkigmyohxvnwmhdtj,,Uut7037,4.0,Wdchenlpfnuslc,235957.0,1-953-788-4141,Uutpgou,2.0,,1.0,EJKOUCXSTTECVCKAQMFPNGKYNSECESSQUNLLODDQSBXJUVHBVIOR,Albuquerque,Mtrpybzoshzv,O,75.0,United States of America,Ontario,2065926.0,Aventine Renewable Energy,490.0
M,Frgswakaavdtdkefdbbwmpdpiuvtsmhnzpfwmcqeoekvmmqyh,,MHM7038,3.0,Dwcyvdq,335883.0,1-107-305-0685,MHMRPAFKTSQMNNSOQOVAVMIP,8.0,J,4.0,dobaqckztgt,Corona,,O,13.0,United States of America,VT,156965.0,Molina Healthcare,511.0
,Irilys,,Aif7039,3.0,YYXCNYJWJHNNBHFNWFIPZNYY,187904.0,1-344-153-4745,Aifcgxbdltdpktemmobmppa,10.0,b,5.0,ONNGNEMMAHZWNGYONBLHSSSVDUAUSGEZISYVPLFLD,Tempe,OAURSRE,O,58.0,United States of America,KY,354455.0,Enersys,
,Hmbehikgyvlvrkwdjlmkhdspvbscpianljjmitkq,m,JKJ7040,3.0,iiovfnpzjdnorriowsth,436025.0,1-340-167-6004,JKJZPYKEKRRBVNZEXT,5.0,,5.0,LINONJVXKPWNVHLGVKRGPHECUFYDNGUMODRLVRINDZZFWQH,El Monte,Dnkchfngrkf,O,89.0,United States of America,WY,2824689.0,,638.0
S,Ljrbyjcifuita,,gwl7041,4.0,bpikuamardvdf,478549.0,1-456-552-6537,gwljbbccdppum,8.0,n,5.0,EXFXAJKKQWORZDMCNKIBHMEIFYQREIJFSZFVSKYREMXPXEBMHEU,Santa Fe,Fausssffe,R,30.0,United States of America,DE,43333.0,NRG Energy,
M,BATJIDOOSCNWQJXVPOUUWJXQGKYSBBMBFHUHWPLHYJLAVRQNVMSKOJOBRSOINSCPHKXPFDJA,m,Vpq7042,5.0,yjjuqwxbllam,128005.0,1-869-158-1251,Vpqnf,0.0,,,fbksndrjsqsayfn,Sterling Heights,DHLFCWGDUBF,R,72.0,Canada,MT,3153631.0,,769.0
W,Hwzxsflocventvehvfspaxzbammdzbmwlhjnysmzms,,Njk7043,2.0,Eegaekmehgtmlgddsckeykkqv,215252.0,1-450-764-1235,Njkiirtlcodfxm,2.0,n,4.0,Okntfxwjursitzzmmpvoroui,Fullerton,slpokbut,O,49.0,United States of America,MD,461660.0,EMC,528.0
U,Sbcorvcmaxcfxjrcomkwvmcbrozkctmpdbhquobbginhutfcnpkbqylorkhrjsovlqhkocow,,SPB7044,0.0,Tyfvaasyfabbndktihvgnici,460956.0,1-522-697-3782,SPBILOUBMFJSJPAUXAWVOWWJMAFW,,,5.0,ZGXPYTMOHYHRBSPKPJNUCGKCYUHODHQRBTUOPJOYOKUFGTBKLHJNOJYGKAHCDNTHRAUQNCOAQKUEA,Tucson,VSOWFZDPFGZK,O,100.0,Canada,NC,651085.0,Southwest Gas,339.0
D,Krfjelegsuvsxbssdwlnpojsmtzvxqpsgfmtocgy,,Ozv7045,5.0,Sfttobljnxzqdkqvn,126940.0,1-289-906-4535,Ozvaewmkllkgqpwaqbtoezyrsyja,0.0,,0.0,itenyrirjhzwjcvlzrctxcpgpcwokwhxxcgvuucjm,North Las Vegas,opoqtu,O,22.0,United States of America,UT,1957503.0,Amazon.com,383.0
M,Bmehtnfnkfpsqqfxdrfoqylsroqixmjgyssszshomopunhgxue,,Rlb7046,4.0,PYHBCLGFJJXPNXGIICYNGQQSYZG,346923.0,1-617-922-2072,Rlbyxgkpka,5.0,,4.0,Zqamfvilevzbiqlbksacehzlrjgujcakhqurwenaqojomtyal,Lancaster,MMDHYMFLHDP,O,12.0,United States of America,NY,104682.0,Entergy,534.0
U,XJHIEHSQJIMWKDODMJQYECJLXFVQMEFOMEHXXJDSRBWSZTJUODNSAPI,F,Hcb7047,,Vkvnnxaynytzjvda,134424.0,1-924-058-6360,Hcbeshdbarqcbn,3.0,,4.0,PUDMRSOJDOXJASYECVHLLXXKHDPNLBCUF,Durham,LDLDTNLUP,O,21.0,Canada,VT,1810880.0,TIAA-CREF,809.0
S,Aetbqgnuuydqzpwezprn,,Drl7048,1.0,Ntxbsocvzmencjdmeiamfqhel,109607.0,1-163-450-5544,Drlcwbk,6.0,S,0.0,zfoimdbexxvykmoa,Salt Lake City,EGANWU,O,17.0,Canada,WV,1616545.0,Xerox,701.0
M,Rupkkrppjetdzw,,SGA7049,4.0,qsddyepjwrqcknncfidnnyxf,,1-982-496-6847,SGAWVKAQQ,2.0,,5.0,Ruarepfwuoqnkeaqlwchcsyehud,Chesapeake,NYEMA,U,98.0,,AZ,934162.0,PC Connection,381.0
U,hwawwzscdwgibbjr,M,Lms7050,1.0,rmzysfhreeieuigubjppunmcbk,114610.0,1-996-467-0692,Lmsnmqkhllmrr,9.0,,4.0,jixxvlnrmhxprbgksbpxxlgvmymmakuuta,Hialeah,LCDLQGI,O,95.0,Canada,WI,1482711.0,R.H. Donnelley,488.0
M,Qsmfqdutgvfrrcxrgsftvzuexsgksaruouxlircudxdfzeurbcadztmdhkwhgsxsuvyhuthpjn,,Cmm7051,2.0,VAVCJTAVYXAODUQAJBFZPETPP,12488.0,1-655-959-7226,Cmmngmrlhnwujswphnrosfuvwricrg,5.0,X,0.0,Rcfvxavsbkqcqgxpdvznygyygmpuaodtpxuaqmpsewhzrdekotnzord,Santa Ana,RFBXRT,O,14.0,Canada,OK,3184081.0,Silgan Holdings,666.0
M,FUCSDKTQTUTQPLWGINEFVFWUSDVFDKDWJPHKOSGBXKP,,Pog7052,4.0,Dfvovpmmhpjeofhn,282174.0,1-454-997-1220,Pogejzpd,3.0,,,sqzpdtjrmutneqcuokvpvytlwczasvxryqdpe,Fort Collins,Fxhltwr,R,51.0,United States of America,MA,1562427.0,Warner Music Group,315.0
M,Ebylbjscixnoowjgelnxvfietfejfkeceaaszpupxiajhzyotpalvevnvliouefaoldgq,,sag7053,0.0,ngipbbdtvfsbmrpn,493825.0,,saglkrcurehipwtzjtk,2.0,e,3.0,QBITEEOJCEDZGFTLDHKBEWYGSJZQBARSTEXJGA,Hilo,Bczowev,R,86.0,United States of America,WY,991662.0,Fluor,631.0
S,ysjgrmjtlnuvhweiaqrzbgljgssfmztvgdqotgefjokkdiwrzmwcyigxrrr,F,Bxv7054,0.0,azmkumnansemioyxerufknwtqdiuyi,244010.0,1-845-815-7937,Bxvjmouifwpltjgftiaotxaac,7.0,F,0.0,Ngfsxwwfaecthlglbzgslwzpaiooowbzwpxlbbhknikscrksjceaub,Fontana,Iexlmsr,O,50.0,United States of America,MN,3426563.0,Enterprise GP Holdings,301.0
W,QHMVUVPFOTXRYGVWZAQBBDMOORQJGGDZHHDIKGXSUBPBLNSAPWPBGOQVILZKWRMWTMOZAEBYABVPC,m,Jrj7055,2.0,znbedadvwqlrcniibbk,252110.0,1-349-616-4878,Jrjynfdm,2.0,,3.0,Lijophhtmawynstcwwjevoguaqgvzkcyrpzfbwntgxqnospxldfvjhfgskwvdqdfvosvv,Hampton,kqznzklhrje,O,1.0,Canada,KY,476796.0,Coach,437.0
M,Kqlcrukmjvpbcswzydcgjsgiutpfwnavuqgknebolqspxojdprlgdjytrcehfrbnmfvovjzt,M,Wrp7056,4.0,NNGIY,342055.0,1-141-543-7756,Wrpljkslxppuc,10.0,i,0.0,lgzzmqsdtnisgowtrrfhxbtgebwrurpbbopmexrnnpzn,Houston,jjijig,U,57.0,Canada,IA,3680099.0,Manitowoc,730.0
M,,F,Xeg7057,1.0,Mmxkdrsdxv,129496.0,1-593-793-1505,Xegbwdfkawrxyf,7.0,f,4.0,Mtlqrrzrvhzpfhsvicistajqdrvetqjawjqxyhlxbfhsvdgkqugjltsoslxjjrlyustetmusfpkzrynb,Springfield,PVDPSQFR,U,3.0,,British Columbia,682318.0,Domtar,394.0
M,Dhmixpstxpjpzjogrmezkmjicpcvyjhdpnsutpwkrkmegtnumouqfwiptany,M,Faj7058,5.0,eaddxvdfzdkkjxxlvltv,337025.0,1-408-060-1507,Fajgxqxasgmxann,1.0,t,0.0,Qwtxmvutucfhllcpskvgpiqpnp,Los Angeles,OIRGXV,O,92.0,United States of America,GA,315283.0,YRC Worldwide,728.0
W,lccuifnbkjucykultuygtwqpktjkdjvznpwxmudmetni,,Iky7059,1.0,bywvwoejwdygqmofb,,1-891-191-4494,Ikyceobqhvxbwglssikarfcwekanbm,9.0,,2.0,ekyfdlmxpgbvrmxtjqxftqxciqiprvqospxxbqugppkyasqwsivjghhzxrevpjknirduhlpqhao,Chesapeake,,O,55.0,United States of America,MD,,Molex,646.0
U,Dvehpdqqlcmuwckypxemiojxpnokqnxvalgqxz,,tkv7060,2.0,Sfqyvlle,31673.0,1-320-947-7015,tkviovcgptdgliuikzaamznquov,4.0,G,1.0,Izsontjjir,Salinas,Ltxbknsoda,R,15.0,United States of America,AL,3359812.0,Comcast,383.0
S,TBMDFAZMYVOARQLTUJATQUBAWMLLXEDWRFNODFZTIEODDLRBZWKGCIFVGNQUCBKQLGLICMENCKFFLW,,oji7061,5.0,bgxwaknpfjrjbrbvuiaztnzdfxxmrw,,1-700-994-9420,ojiwagzlqrsjuehzpva,9.0,G,4.0,Pxuoaptthbvvensilbpuhulxuxtdeufssvluvdldjterxouehqcvlvvyulhadamjzrrxzcwrqfrl,Philadelphia,Fndztkek,U,14.0,United States of America,VT,2796691.0,USG,609.0
W,,F,oqo7062,0.0,Zsyqntpartfnwucuvubxa,168092.0,1-418-015-2210,oqogfgeauftnl,0.0,t,1.0,MCMWOTJYDIMMZGZSKCEYEPDMCBCDLYXHVOFUM,Little Rock,Msqaswud,O,41.0,Canada,OH,1383211.0,Vought Aircraft Industries,404.0
U,Aickbqyldrddfrzryzxjblvrsolkkwtnwtmmb,,Qzc7063,,Mxtdhqaumdbkghvpvqtfmjefmopun,108917.0,1-921-298-1406,Qzcoogrpoxhkrhxaxxfdrvvlkkh,7.0,,2.0,RHGNA,Lowell,zbvjfq,O,,United States of America,CT,3630071.0,O'Reilly Automotive,467.0
U,Zsceyvvzxtuhooyaqnsokcozfrbzjgdpplotqtysltdtirfxmrsnkyxctlm,,Rdc7064,0.0,Gispdrjuf,255591.0,1-492-131-3296,Rdclvxbvhfgdgpqmcdldyurjg,6.0,,2.0,RFMLKERDXDUCYKYSPB,Irving,OFRNKCLOSHSS,,95.0,United States of America,DC,1120220.0,Chevron,373.0
S,Qaiqagrbltlyrmysqyckhjlgxeruzqpjxostvoezs,,Yen7065,0.0,uimiwtxtprxqgjgomvodgeurmpitgm,441130.0,1-360-652-8415,Yenqhpvwjqdavy,5.0,,1.0,Kwvgmgieqjrddqyakrkhkasjbh,Shreveport,Chpewpxcn,O,67.0,United States of America,NM,2396895.0,Winn-Dixie Stores,672.0
M,FDDZJLWQWNFLPCGZFZHOKWULHAEBMZUIMXHIVBTQRDISPDAYAFZKUCKFNYWRNUVMGJUKMGMDJOQX,F,Xap7066,2.0,dcbfugnglzaertmbokqio,25413.0,1-081-319-3067,Xapjxceduzpklcodumbvnl,,w,1.0,Xncxsrpscphfrkztxepnswdnadjjrzymrntwssqn,Victoria,Jqznzouzibs,U,49.0,United States of America,NJ,2984980.0,Marathon Oil,699.0
D,Tdtjahbmpmeaytlgxqblggrncnmttuheztuaj,,Gno7067,2.0,EEPYPYRLTLYPIBE,464533.0,1-756-887-1069,Gnobzokflqsjqqgcawnsel,5.0,,1.0,Lyntsddeainajhprvpixnjlcvuazgweorrperkwwukikyxxiecqsjx,Indianapolis,Ugdfogmaz,R,1.0,United States of America,Saskatchewan,3780666.0,Charles Schwab,430.0
S,Slfzarexmtalgfnaluhdqrbpwshfrqkfapcrxibqxohkdghbtbahegjjeoosbezayrqnkvfzgrxn,M,Ngv7068,1.0,kconyemepudbamkpazxvxkgtpneop,465614.0,1-823-049-3513,Ngvnswvxwdukzmpmhrrjmjphquap,5.0,,4.0,Xpljcwguihbnaprstpygodsvbsogcdxylrkhmjmjbvnhjgsrypppkspliryhmymjskaqosdfnyldzpd,Pueblo,Qwallozjzfl,O,42.0,United States of America,Newfoundland,921227.0,Country Financial Services,343.0
W,Sqtbxvmlxhvonfuzae,F,STM7069,2.0,Lcbbedcgienkqtmalomr,397212.0,1-581-554-6067,STMTERAFFSRIWXEACQQFCACNEVUA,4.0,s,1.0,,Spokane,Xsocd,O,47.0,United States of America,New Brunswick,3653872.0,Total System Services,699.0
S,Snumxljiugarlkthgojtyasxfmuudnkmwdosxxadiolkvrkmwippqtnqbhuijn,,ACA7070,3.0,Jicnngxxqnj,27644.0,1-005-203-0981,ACAZFOLLRCPXBXYRLQDLWQHXMAWFJ,,z,2.0,WLDUIKXSRHKBENECCGAFFJJOEHJHLWWPXWHRB,Dallas,Zdhzoqj,O,43.0,United States of America,NV,846450.0,News Corp.,759.0
M,Ucxcdqogqccrfdswbdhfezkvbcujsdkcoviaclrvxbvxnfxjqsmif,m,BIH7071,3.0,Pljfhvgjovrabbwywdg,146147.0,1-324-002-2667,BIHILNPK,5.0,,0.0,vuekrcdmkpthiwxnqejtio,Bismarck,GQJXHETQKCOO,O,16.0,,MD,3651841.0,Valmont Industries,505.0
U,lmcpebogssjridatf,f,SQM7072,5.0,Kgenablstfqibaxniv,319336.0,1-657-434-1753,SQMDJQXCRWNQGWTADPBUEJCY,0.0,L,4.0,NSIWICFGIDPPLTNGFOYPAPHAJ,Lakewood,tplnfrjwembc,R,86.0,United States of America,AZ,1142296.0,Cracker Barrel Old Country,401.0
M,wkkkgzdexilemmeacvzmdvlnjplghoighrjdmidegdvgcnbdbhc,M,uir7073,0.0,Ypqhdnxjcllcxykxiex,428392.0,1-103-556-4604,uirpeewvbzrjar,7.0,i,3.0,Ppeypgkbesrxjcuqbviygfmctgcwmrepupphkkrosexlaopsppiacpydrblujunwpy,Fresno,WOPEPJ,O,,United States of America,OR,493733.0,Superior Energy Services,808.0
M,Ivrjycvneiofamravakswpsvfxsoqkwgivekgisqdms,f,Hwd7074,3.0,YODPJXCZIQKXSZRANOYZ,419686.0,1-830-562-6902,Hwdfbdnlwujjalty,1.0,,5.0,Nvobomsfzlasswwvreenpphogheprqoiplnfgvbvduvzznmqdeioauprdwctsmsagknwiskiuaknqi,Dayton,Lukfodyjqn,O,75.0,United States of America,DC,1557993.0,Western Digital,758.0
U,BTMORUOHEGRVYDUUDEBJYNVZJHPHKVZKXCOPTJJYYREYBQCETZYEPZHPFWMLRBHIG,,boj7075,4.0,Birdabridnwb,148054.0,1-005-270-8609,bojyxwonfxxckzgjdzdfvti,8.0,P,2.0,Ledraleoizhcuzxupganflsrlywqqqifjupjuwmenodpwrhhdqbhen,Fargo,TDFYEWBYK,O,57.0,United States of America,AL,983142.0,Occidental Petroleum,419.0
U,Sfwukond,,PDY7076,0.0,QQWKEHDAXDZTIOAKRAWWXEQXXTN,295596.0,1-456-027-2467,PDYDTSFBJLCSJWGEXXZXWN,9.0,s,4.0,Phxvpydtukaqzqybpyetloip,Miami,wdzfjcni,O,41.0,United States of America,HI,3749923.0,Ferrellgas Partners,680.0
M,vqdnyrawkaonttwnmpdwpbbirfwkohnchov,M,ebr7077,4.0,JNXVXS,47290.0,1-176-487-0497,ebryay,0.0,,5.0,Nvrmwwdyarhkaibtjcxdtagawqufoeprmmhaqjdfiqbsgiyevnovuqvecaygxtuicqeiscjeemxomoi,Allentown,VARHIV,O,90.0,United States of America,RI,1326833.0,Burlington Coat Factory,818.0
S,lqurpjuvfydvseixeoaqcrkiokxpixwhdxxympbshbesropcyrejtnklflgnpfjutv,,DAN7078,1.0,ftprwmukyebwgjkpnzytpq,173716.0,1-699-878-9354,DANANERBVDELMLRHGXVKXRWDOW,3.0,,4.0,trokzjnkepzwwmxryfqmoorbhtklsekmflapthmadkuguwzcahjclqzdkkbrdojspyqahiyttwhu,Warren,DDUGVLTYOLQX,U,94.0,United States of America,OH,699023.0,Raytheon,449.0
S,XSCAJTZBSMHSVNHORQJAEPRSUMXXPZLZNECMXETYWYCSIXFVP,M,ntu7079,1.0,SVEFGTRPCE,496916.0,1-766-479-1338,ntuopmmuuzycabxpeezselg,1.0,o,5.0,Lbhbkimycdbnonjqgxbhhkbumzmauezvrasqqpi,Akron,,O,41.0,Canada,AL,2763120.0,Ross Stores,759.0
U,fiykeqnuajalaeodrociqwuitgxgtfcrhnvuqrdzk,,THP7080,4.0,Uojyesnafgdhl,212001.0,1-200-056-0056,THPJHHIYCHPBH,5.0,,2.0,Cewpzphckoirqmzkrlnkdqqqfquckaesienv,Cheyenne,Xxjxakugvvnj,O,20.0,United States of America,AK,3603885.0,MGM Mirage,557.0
,Lthgseijarxomqxytzerixbjsjmaozdmpxbecfsy,,ixp7081,5.0,Zpcycrjttpfwfepvdsixwput,364069.0,1-456-849-5009,ixpecaesbpcmsqacbmohgkw,5.0,,5.0,Yrsgxrhrqfumattfuicowzvkrmlxvjfowxmoygeldcidclmnmler,Tulsa,Yacotczko,O,55.0,,SD,517564.0,Western Digital,525.0
S,SYEEBQJLTFSEEVAISMESJFIOXL,,Zex7082,2.0,swbch,358971.0,1-202-293-8893,Zextfppyxfstpkmtdsq,10.0,,,xmkfiwlochirqcftonbhcwgu,Glendale,Zmlifbi,O,35.0,Canada,NV,3957676.0,Penn National Gaming,566.0
U,Xuwpnnhwxuzhfakxkmeobaatwvvgtzrouvnlkkwjputaakkydcthehituujxflxhgwvejcsnwwx,F,qgq7083,0.0,nteepsbr,27457.0,1-485-762-8637,qgqtrpwhnntii,10.0,,5.0,Llwaflpscakncckweesghlxqndguenrmjuaqzfdsahuaovzxnufddtggdrsywkzxludppthignmb,Boston,Wocwcy,O,30.0,United States of America,OK,3630211.0,TJX,414.0
D,aiqxcgxzabcczgudnhnnsgpblcthiovhqyxwvhypurbmmyfwbnlmfksnglhyvozojeqiksuc,,mgg7084,2.0,Luqblik,118832.0,1-182-553-9995,mggixyamchxsqzeufpavbmnrmvdnwz,10.0,a,5.0,Ghtxldohnqfvyfcvmaupqbabjvkxvfpf,Bellevue,EUMQCUXNSO,R,53.0,United States of America,AK,2694984.0,Liz Claiborne,322.0
D,UXNSHAZTLDZIZHPRLBOGLIBHPYEDHWVSYBHOUCRIXTRZMHKRCPF,,OSD7085,5.0,esrvgshhyi,81380.0,1-155-087-3738,OSDMABXTS,5.0,I,2.0,mcgfsdcgfqqocvqseptxuplgbdflrcgkktmicepgcgxeazbrggkrqusvrboavzyboqs,Sydney,Rxehcgtmvbst,O,39.0,Canada,NH,3834505.0,Mutual of America Life,361.0
D,hgkyknzfqq,F,Xcm7086,0.0,Wcscrrvimgpznttfydpxwdgg,326197.0,1-038-140-9008,Xcmnnrcnucjidvqlpvcaiw,7.0,j,2.0,Zxznrgbzdcgrphwkrrtotrfmujmwqrfejkouasahzrzznlq,Huntsville,Mqaeexxaem,O,81.0,United States of America,NH,3614616.0,Rockwell Automation,428.0
M,Fregqeoqgj,,BSA7087,4.0,jbulozmzj,307411.0,1-045-965-8848,BSATW,6.0,y,1.0,fvxhpaprfxtvyakqbefnlfskvvqpcsmypvynvrdwiougnyihcwibosr,Vancouver,jqtfjfgujsy,O,2.0,Canada,ID,468241.0,Public Storage,627.0
U,Nhqdrjnzmtnxjbuuiruxynpvtfkpwqwthninozeezsguvfeeirpmmxuchsdsqj,,Psz7088,5.0,ppaptlktrpthxmqznbnfdnsz,8751.0,1-600-303-1321,Pszynivgfzmpxfytdudbk,2.0,,0.0,Ovvkjealti,Jersey City,rbvkc,O,52.0,,KY,1009237.0,Itron,
U,YRAOUSPKLPNLPJVFB,,FHF7089,1.0,Ujcgrmbatkpxchwadqq,384999.0,1-460-992-6183,FHFGTLRPDNB,10.0,,,Bqbcyahhvdazstcigoigvjfbyphzdpwi,Fort Lauderdale,Favfezltxsz,R,84.0,United States of America,TN,,U.S. Bancorp,678.0
M,Qngtjmpgail,,Fck7090,3.0,xbjmjobnwih,370318.0,1-352-439-4445,Fckwmwfnzmdxfernaefgfibzn,0.0,O,0.0,ouitwdvlcqqjjlvutymrxbjriolohvqiumqtlysehykuzqongftcbmkqcdngujqb,Waterbury,XBAYCAEEBH,O,84.0,United States of America,Prince Edward Island,1344313.0,Air Products & Chemicals,519.0
M,zpgrlpnrsbhqmwprildneerzxdyversmtqnjpxzguepngbmrus,,ZQV7091,4.0,Wjrlcecdpgdknnh,114664.0,1-909-140-8581,ZQVNZLJCOYOS,2.0,,5.0,qcgryowrdkulqenbjpccbivdaaxwugczfjwdlp,Fort Lauderdale,fzdtvud,,27.0,United States of America,IA,2794132.0,Big Lots,623.0
M,Zbiydxxbalmopfefmqomsalcuatxndvxdhqeztsoejkvfrehqbrpvkvlqoa,,Smf7092,4.0,Brqyc,433053.0,1-821-480-8029,Smfgawlkcsjvjhsfgy,7.0,r,5.0,Esbxfpowbnvuvoexsyzsvnybqffxrmctorhuspncyjaczeawiufswyeqznpgkospcecfrbjcfmvxgaif,Des Moines,axqgbhexn,O,52.0,United States of America,Alberta,2132455.0,McKesson,451.0
