prospect_AgeID,prospect_Co,prospect_C,prospect_Ag,prospect_St,prospect_NeWor,prospect_NumCreCar,prospect_Em,prospect_In,prospect_Ph,prospect_OwORF,prospect_AddrL2,prospect_PoC,prospect_NuCa,prospect_NuChi,prospect_MaSta,prospect_CrRat
KVS12236,United States of America,Las Cruces,3.0,IN,3687736.0,6.0,Hayes Lemmerz,48247.0,1-840-301-1739,O,YTDWIJMWLKUYAX,Ujiescuki,1.0,,W,332.0
LWQ12237,United States of America,Regina,61.0,British Columbia,,7.0,Walgreen,117817.0,1-699-267-0354,R,DHUOZTEOBYHKYLQLQIRUAGDZPTPUTGQUKMYQ,GQAJUS,0.0,2.0,S,762.0
Lqf12238,United States of America,Gary,6.0,British Columbia,1434088.0,1.0,MSC Industrial Direct,297746.0,1-614-704-6730,O,Pikgobccoerotmzptfdrnekqskiidiqblhshtdnnquqjmiehupwiynocyiepiymadulseljomtrtfr,HIQRCAMXOTW,1.0,1.0,U,
Rpt12239,United States of America,Abilene,12.0,KS,3615499.0,2.0,Avnet,489458.0,1-762-816-9121,U,Fixkfqfmoex,Spkuucn,4.0,2.0,M,398.0
coj12240,United States of America,Stamford,52.0,UT,3583755.0,7.0,PNM Resources,463947.0,1-460-072-2169,O,Zvxsbmasgn,ZVBYJWL,4.0,3.0,M,539.0
Czh12241,United States of America,Little Rock,18.0,AR,2805623.0,10.0,Corn Products International,305738.0,1-172-236-5042,O,KKKPQREENDUSSAIDZTFVUFGBPAVRBFSUMVCERLRGBEBDSVWXLXQGIPUZDWPMATOZMCLOPZ,Umbmhhlmohtw,5.0,5.0,M,708.0
Jbs12242,United States of America,Providence,23.0,PA,2125833.0,0.0,Guardian Life Ins. Co.,394713.0,1-976-748-9268,O,CTHAAFEUAWVMFUNHURQGZDMSTPQVYF,Bpalltakzs,5.0,4.0,U,564.0
Igf12243,United States of America,Santa Fe,24.0,New Brunswick,717520.0,8.0,Radian Group,,,O,Fmxwnunictspflalomuqqmezihupkjkftlviyrzqugkligwzxxagrncoquzy,AOQPUJRZBW,5.0,0.0,M,837.0
fqj12244,United States of America,Indianapolis,1.0,MN,2051903.0,6.0,Annaly Capital Management,257468.0,1-918-403-1338,O,zthrvlouveqolkauuyvxopch,Wnhvwxhbjwm,1.0,2.0,D,
Qhr12245,United States of America,North Las Vegas,68.0,NH,1970370.0,1.0,,295961.0,1-118-224-3667,O,MHJVFNJK,vwhxwfatcswl,3.0,0.0,M,544.0
FAA12246,United States of America,Sherbrooke,65.0,DC,1668674.0,9.0,Staples,102029.0,1-784-800-4442,O,ESZDJVVOEDRFMUOOYIMVERDFVUSJIELWTPMBPWYWGSWATJZTMZMURQNGDMFNRJWV,Ibinopmik,2.0,4.0,U,601.0
Nef12247,United States of America,Naperville,55.0,TN,2393174.0,3.0,Unisys,247652.0,1-344-096-2698,O,Biuhukjqgnbamhgkegesvmytr,CDCSUULE,5.0,4.0,M,622.0
meb12248,United States of America,Moncton,19.0,MT,3148089.0,10.0,Wyeth,186555.0,1-904-085-4794,,SULYAMRCLYIERZLT,stssuzl,2.0,2.0,S,795.0
rkm12249,Canada,San Bernardino,70.0,IL,880419.0,0.0,Mutual Life Insurance,151602.0,1-911-754-0827,O,Sgzyqwaidgwifvbzfxqbjzwvgvgcohxgyovbigtnmystivfhx,Ovrtpelmsrwl,0.0,0.0,M,484.0
ypd12250,United States of America,Elizabeth,96.0,WY,2027217.0,6.0,Assurant,260323.0,1-130-181-5617,O,,WCBAWVULBQET,2.0,3.0,M,
Gcr12251,United States of America,Colorado Springs,,AL,2989768.0,1.0,Ingram Micro,46789.0,1-367-300-4355,O,uzzwifdfikhfyhxalpmoecxrbkcgfesoextwncsqrjm,Nraddpsfkov,1.0,1.0,U,791.0
Ham12252,United States of America,Irvine,56.0,OH,1643977.0,6.0,Lexmark International,360248.0,1-160-772-9584,O,UCWCXRBKFPWVGWHLOSMNHNMAUHBJWFZJYXKZHAOHRAQHANAVOFEBZPYRDVXE,Kadbewtmg,1.0,0.0,W,303.0
Fpv12253,United States of America,Hollywood,79.0,AK,2081414.0,7.0,Dentsply International,361464.0,1-830-350-0801,O,gopzcc,NENIOFQK,1.0,0.0,S,395.0
qgd12254,United States of America,Mobile,45.0,OK,2582386.0,10.0,Country Financial Services,131165.0,1-172-219-9219,O,Kcavlwvtrseaqrmiqdxrnyvcsyjzlcrp,DZNPER,3.0,0.0,S,686.0
Mmf12255,United States of America,West Covina,34.0,Ontario,745540.0,8.0,Humana,468222.0,1-863-514-4059,O,Nrjkffkaysphzemhwstdebvpa,Tdmzrwqrw,0.0,0.0,S,611.0
cch12256,United States of America,Savannah,63.0,GA,1556754.0,3.0,General Motors,69986.0,1-294-746-4175,R,yujiykbkzeecjlgdcctxjwubdiqlnyovmpgxvjzxhujkhwzleqnurszflruy,gsrnogwtayr,0.0,4.0,D,605.0
Mkl12257,United States of America,Thousand Oaks,11.0,MA,3619771.0,1.0,Express Scripts,133905.0,1-660-731-4243,R,QPTATPOWDUXSREDIKWWKVMSIFFNJSNTUMJORIRUBLVCSMVKL,OXCNZSVORJMG,2.0,2.0,U,446.0
Cuu12258,,Buffalo,28.0,NH,2476699.0,10.0,ON Semiconductor,125591.0,1-737-028-3170,O,fszztqvrpxubxiewhwpbwqchwzmacokjxpfglcfxfbttppitdysxmbrtoaqjfv,Wlxanqiqfl,4.0,5.0,S,521.0
SGI12259,Canada,Mount Pearl,80.0,ND,384979.0,7.0,Interactive Brokers Group,329007.0,1-032-901-2864,O,DEHOGFLEVENBOCVPVOCOFAIPCTRKJPSAQEUZQVYLXKWJRJIDGCQHLNDTTU,Dzcaosu,0.0,2.0,M,561.0
Dji12260,United States of America,Simi Valley,64.0,VA,3355184.0,2.0,Phoenix,72809.0,1-711-729-3213,,Ntidizvjibpjhuomtzxeidfuxrgar,huuqds,0.0,1.0,,348.0
Zfm12261,United States of America,Louisville,8.0,NH,921503.0,5.0,Cephalon,157097.0,1-942-080-0051,O,Cczgfjrdxkmxhggskcavhrawdoedllvbxapifjzismfzlhkmklseosaobxvsphptowrsnnelne,,0.0,,S,743.0
HHH12262,United States of America,Santa Clara,,OK,517122.0,8.0,Laclede Group,306932.0,1-447-426-0512,O,Ucsyvxcevquvsbkbxuuebljbtqtgyjmgwaaqlhgmvmrpqhgcwkkctmhftogmuebecddmkjm,Xivabp,0.0,2.0,M,524.0
Vns12263,United States of America,New Haven,45.0,MD,3961463.0,8.0,General Growth Properties,146058.0,1-458-424-3020,,Woyfyifinlgishjqstoonucetiebyovckbiqjrqzrrehww,Hcpqxxazwlk,4.0,4.0,M,761.0
Dno12264,United States of America,Santa Fe,,PA,2804105.0,0.0,Monsanto,129028.0,,O,Xqbnewlsqchkohqlupahbwmekf,Sqixebddwws,3.0,0.0,U,382.0
SJR12265,United States of America,Fort Lauderdale,46.0,IA,3277048.0,6.0,Solo Cup,48169.0,1-790-473-6022,U,Rrwiliwjbcobvosgmhaseuubamc,Ybkwyrqqylc,0.0,0.0,U,435.0
VTJ12266,United States of America,Mobile,68.0,WI,2971203.0,4.0,MEMC Electronic Materials,491094.0,1-505-924-5709,O,jazxsfeoo,Ukqlswgvpi,2.0,3.0,M,402.0
Gsr12267,United States of America,Boston,30.0,AK,923080.0,7.0,Gannett,156190.0,1-551-149-8734,O,Oldcakeijsdtunrslrrabglbookbatrnoidjlwbvorioorzkuzlkfngeqqianfskbfswiskbclrqrs,Wtpaszitc,3.0,1.0,U,669.0
Uyk12268,,El Monte,92.0,RI,1005552.0,4.0,,210500.0,1-829-531-2121,,Dteeelfmasxlietzkianqtxiwqutlnsgfzjv,Zoyhxqdwj,,4.0,D,438.0
SXM12269,United States of America,Fargo,16.0,AL,1851067.0,5.0,Ball,253563.0,1-621-209-7389,O,Qtnntsnmoxfobzugqmwrkzfitlemyhadcw,mjuol,5.0,2.0,U,826.0
ZQD12270,United States of America,Iqaluit,22.0,WV,3168123.0,10.0,Charles Schwab,38683.0,1-150-322-9590,O,WIXCWKMPNTHGFXIWSSOXGMHDSNWKGFUZJRVQFTEKYOF,yssexxqks,1.0,3.0,W,556.0
ELB12271,,Pembroke Pines,24.0,CO,475083.0,3.0,Int. Business Machines,398600.0,1-629-868-1988,O,jftomtiinxztofkoaytwqtoamggpdvcafmaxkfvfantnsxrnwrbgxe,Ujppw,3.0,4.0,S,440.0
MQH12272,,Philadelphia,38.0,AZ,1610658.0,1.0,Lennar,33993.0,,R,iqmkeoueimpgptvmghswbwtnibavnopicgbhjgfmgfoiyhnsxqcgruacydzd,jagfgcgv,4.0,3.0,W,365.0
wdu12273,United States of America,Las Cruces,29.0,IN,359942.0,7.0,Iasis Healthcare,50976.0,,R,rawlpmhteibajpjrvbdqegnlmeomxlrkngdehpwfduqwhatxwns,Mknkcfdxtvxx,1.0,1.0,S,446.0
Vmo12274,United States of America,Springfield,97.0,VA,1436315.0,4.0,Embarq,187595.0,1-708-876-4578,O,FSWPEEUPCMAUJOGDSXMBPIYGABCCSXOCZDVVO,Zkkdjcrrfv,3.0,2.0,M,369.0
Vue12275,United States of America,Edmonton,64.0,IL,3850672.0,6.0,Cigna,237527.0,,O,cbhwmcmqlorbkzlg,Npvabn,1.0,0.0,U,436.0
aql12276,Canada,Bridgeport,40.0,NJ,93264.0,4.0,PepsiAmericas,408665.0,,O,xpvemqugekunrtkvabxdlojorjrjqskbdpf,AMAZPV,4.0,5.0,M,358.0
Oyt12277,United States of America,Moreno Valley,2.0,TN,3972112.0,9.0,Tellabs,496385.0,1-558-144-1963,,,TVIEXI,2.0,4.0,S,778.0
oot12278,United States of America,Peoria,86.0,Ontario,1783132.0,2.0,PolyOne,450003.0,1-852-976-8737,O,abynfubhlpepxpywqpnjbthmhbzslpfjiegadcuazvh,hdxwbvjb,2.0,0.0,U,456.0
gqp12279,United States of America,Riverside,43.0,WA,2990001.0,4.0,General Cable,467959.0,1-409-332-6355,O,Drgttcpe,Mcikfpfjzj,4.0,5.0,M,588.0
SGD12280,United States of America,Charleston,80.0,NC,730252.0,8.0,Google,320766.0,1-622-439-0390,O,BECGOSESQNQJMZALGBCCCDPPDNCJJFECRXERIPMILGFDRMWTCTE,cjjvfezoq,1.0,1.0,M,542.0
Amp12281,United States of America,Newark,85.0,GA,,2.0,Fidelity National Financial,311474.0,1-069-057-9363,U,Bbvxmozjslugttqkmjhqkrje,FJVIFFQL,3.0,1.0,M,806.0
CFY12282,United States of America,Bismarck,73.0,CT,3371755.0,5.0,,244212.0,1-226-605-4270,O,Chrulrqumemqmwynomexbtbbbl,Qpkbaphf,1.0,3.0,M,394.0
ERL12283,,Chula Vista,84.0,WY,488022.0,3.0,United Refining,,1-257-713-9986,O,Kfuuaotg,zuntqfeswz,,5.0,S,550.0
ucr12284,United States of America,Lansing,76.0,WI,1188396.0,3.0,Crane,115930.0,1-934-487-7602,,Craqhpgxxqeivezqdafrlunawdxnhcjoxphaaoeblaopsvqvqgkrepiuuixkh,Frnmausbvb,0.0,4.0,,592.0
Fkp12285,United States of America,Hartford,25.0,MA,,9.0,Verizon Communications,328375.0,1-513-685-0381,R,Ilqotpmdogouxwvpoeoskucuhluqwpig,FBZXMGP,5.0,2.0,S,537.0
Bkp12286,United States of America,Fayetteville,60.0,SD,2185517.0,3.0,Public Storage,253711.0,1-961-222-9395,O,Tijdrfhgxstnopalibwllgunpxhltzcwkrnjaoaunnbdzqmdqxructbjrtftbbknsjdt,bkoohxjfbcs,5.0,,M,707.0
Ntq12287,United States of America,Great Falls,65.0,IA,1883164.0,10.0,U.S. Bancorp,92046.0,1-619-448-5673,R,LNBJJRDTSSNPRIMQQVYAZDHHTOBWCQCAZOPLOWPGGBBVUXKHUZTIHXBMFFEZKCDIMMIFSE,JZQFHUOJER,4.0,1.0,U,579.0
hlh12288,United States of America,Casper,5.0,AK,3082174.0,4.0,ON Semiconductor,454454.0,1-533-282-8485,R,ugbavzilpkkziglzqkiimmmompsdkmoqakvk,LEEHJSHVM,4.0,0.0,W,589.0
Cwm12289,United States of America,Toronto,43.0,DC,2084740.0,8.0,URS,166188.0,1-584-689-8226,O,hjedwsbk,Qcswmcg,5.0,3.0,S,845.0
Pgv12290,United States of America,Fremont,42.0,OK,305790.0,3.0,CC Media Holdings,282983.0,1-393-407-2621,O,zyvgeocpikwaiwoqpdrzqxqcwmrkobbtmrl,mypleijbkcwk,5.0,0.0,M,314.0
Ijl12291,United States of America,Bridgeport,6.0,WA,2251427.0,5.0,Avnet,140876.0,1-564-152-2837,R,alipsqtakftbiqaiuuscphsxqfwefahvoompeogsnywgspuicqnndqh,sfmcw,3.0,,M,456.0
FSX12292,United States of America,San Diego,4.0,MI,842057.0,3.0,Kimberly-Clark,241059.0,1-261-694-5138,O,Siokjrrtjrwhxdkusneezqystiatfwvcertroz,JQPDPC,4.0,0.0,M,661.0
QHJ12293,United States of America,Tampa,96.0,NY,,5.0,Precision Castparts,,1-919-832-5314,O,Drjmwkcmmegrudwatipxsgrffdkhnwzxail,knqqlcty,5.0,4.0,M,507.0
KEU12294,,Jersey City,6.0,KY,2348382.0,5.0,LKQ,194589.0,1-151-045-9104,O,bttpjlbpmhv,DONNGJG,,3.0,S,758.0
Yiw12295,Canada,Gary,90.0,AL,303969.0,4.0,,55077.0,1-718-904-3454,O,Tgqno,Ykzao,4.0,3.0,M,849.0
Lur12296,United States of America,El Monte,82.0,MO,426121.0,9.0,J.C. Penney,162651.0,1-444-549-7034,R,UYKMMTLQHRWQLJA,Mfkpy,0.0,3.0,M,454.0
ocg12297,Canada,Sunnyvale,58.0,CO,739970.0,6.0,Airgas,162804.0,1-940-403-4707,R,Teykigblekjpsaqljsejncdjqbvlincjlfzlmiskzifgxnkimwdnvjifvgpaln,Xfyszm,0.0,4.0,M,465.0
Mis12298,,Spokane,75.0,KY,944292.0,,Host Hotels & Resorts,179308.0,1-888-022-5606,O,Dfqddqgqitvfxbdqwy,Ppigbuaky,3.0,1.0,U,640.0
kvi12299,United States of America,St. Petersburg,92.0,MS,2697249.0,1.0,Patterson-UTI Energy,210158.0,1-506-023-3346,O,Smjsknnwwaadegpyjjl,Hndwr,5.0,0.0,U,304.0
Jbm12300,United States of America,Fort Lauderdale,86.0,Alberta,2222649.0,5.0,Dover,415363.0,1-021-542-4665,O,Tudbmmecudenzhtyheliecotayeisidyltrpxphgsjszoddkzxswhtboszp,Pdckfuswqfi,,4.0,U,346.0
ZER12301,United States of America,Oxnard,6.0,Prince Edward Island,468140.0,5.0,Advance Auto Parts,420836.0,1-396-239-9090,O,Itnlqkupbnqoddcyecuowvhhjyismqfeksbtfzqgjgoikwjtqkgq,,5.0,0.0,U,627.0
Ljd12302,United States of America,Louisville,86.0,Alberta,1950276.0,5.0,AGL Resources,485904.0,1-471-782-7121,O,Zmcvlgeworjsudrpjqgffjnjgbnqhlmtdnlvgjsmdjpakhtvubkbrjo,Azrhdiiou,,1.0,S,589.0
MHH12303,United States of America,Mesa,40.0,RI,1588249.0,4.0,Southern Union,98539.0,1-792-206-3227,O,NDSKBFDDKFAUFGDIHSIJK,Jjshqa,1.0,0.0,U,809.0
Rfb12304,Canada,Baton Rouge,76.0,New Brunswick,3853200.0,,Flowers Foods,407049.0,1-664-659-5033,O,Zzcwhcitbrtuobbopciqksovfxnhyqrbclndnqbhiowgwp,Wgmlben,0.0,3.0,,531.0
Xwx12305,United States of America,Dayton,41.0,MO,3906037.0,2.0,Psychiatric Solutions,290262.0,1-370-183-3719,R,Qojnvgssxpbiznjdazlcxwlveknipetknwsxyiplliuzmjbfckylgtuiajvtoxh,AMIQFTSEC,4.0,0.0,S,400.0
ehn12306,United States of America,El Monte,83.0,VA,,10.0,Cenveo,280984.0,1-331-127-0336,O,Ojrzyijrowyctoswfhwthqamtiidwieuegnzhbwuiqrznbhdbm,CALKVQ,1.0,5.0,M,324.0
QQH12307,United States of America,London,100.0,OR,203616.0,1.0,AbitibiBowater,408050.0,1-006-924-9297,,Omsgphihupfde,xwurulh,5.0,4.0,M,709.0
Dmi12308,Canada,Mount Pearl,30.0,ND,126249.0,2.0,First Horizon National Corp.,405529.0,1-206-843-3630,U,rtenbwoffvfrxsusvosodqztcisvtmxkqvvevbj,Luhykbau,5.0,2.0,W,580.0
avn12309,United States of America,Plano,43.0,Prince Edward Island,2622290.0,7.0,Arkansas Best,126262.0,1-763-778-6828,O,Cffvuyeveyqudtjaghgsdtdizxwqnxwnwjxgtivrmjktehvprocduiyvvc,Hhxdv,0.0,0.0,U,704.0
Mrz12310,United States of America,Fayetteville,4.0,Newfoundland,2529787.0,4.0,Ecolab,98860.0,1-004-494-1059,O,Extkvqbzltxobljuobtuvqjozmxbihccekamn,PVRJAHFAXVA,4.0,5.0,M,502.0
Yto12311,United States of America,Vancouver,21.0,DE,64952.0,9.0,,37350.0,1-030-182-9671,R,Hfchqtjbneybmsomeefymhzskrwdtuewfyhjrqogp,lxzhfhllc,1.0,4.0,U,457.0
WYB12312,United States of America,Frederick,50.0,CA,3764339.0,3.0,News Corp.,230290.0,1-758-089-6196,O,bitqvirumcdzhio,LEVPWW,4.0,4.0,S,508.0
TQA12313,,New Orleans,20.0,ID,,7.0,Publix Super Markets,119956.0,1-013-070-2029,O,Kniokegtomqfrwxclfakrdeaqntqpxfrwjdicnxdd,Bskzwysi,1.0,0.0,,531.0
Mpa12314,Canada,El Paso,56.0,KS,3880644.0,3.0,Land O'Lakes,164589.0,1-632-661-7161,O,Teccfpldgfcgolmcautgpalfxmhavardrsiytpvgjbbrecsev,YGHKCCHW,5.0,3.0,U,
qow12315,Canada,Huntsville,76.0,MD,3926126.0,10.0,Delphi,182678.0,1-370-978-8638,O,TFPMAOIWJJJTGIHWKKQUCPKXIBVDTNUHYGGGAAQARXJTHRURFZIJGABMECNLTLYJCBHLBVMLZQDP,RIROAXTLPTUR,2.0,0.0,D,
Oxj12316,Canada,Jacksonville,92.0,RI,3417605.0,10.0,Lithia Motors,351317.0,1-138-404-1013,O,HNVCKDX,Ykmpul,0.0,,M,304.0
ckl12317,United States of America,Las Vegas,26.0,CA,457926.0,2.0,Buckeye GP Holdings,160175.0,1-248-361-8642,O,Wklkomqcmdjtbozlfrewdjxsdcecpdpwakoobjcooqoyhedfv,Xxctzi,1.0,2.0,S,817.0
Prl12318,United States of America,Hampton,12.0,WA,2935217.0,7.0,,294533.0,1-671-685-3427,R,Hwldhpyklnmtglmnigmevqwuijhsunaheglbwfwxdmerjwmkgpsarfhvtohzbwbggepyhqsypwck,dcvdjkuqtwt,4.0,5.0,M,353.0
CUV12319,United States of America,McAllen,74.0,ID,934777.0,,International Paper,97846.0,1-394-717-9998,O,vbjdcjsyazaumlavpdxppsmiwjfypbbjznyzpedejzxbxzthsoheclsdukbcgeog,Bpzqorlwot,4.0,0.0,U,741.0
Ysp12320,United States of America,Idaho Falls,25.0,KS,3701481.0,,Freddie Mac,335004.0,1-145-829-9708,O,DDPTBAHGYFRAGFXDDKRNR,Ipbwyxwn,4.0,3.0,M,655.0
Fks12321,United States of America,Escondido,8.0,Prince Edward Island,1637670.0,5.0,Priceline.com,146440.0,1-357-287-8080,,fpsxhnbkipxakmudlss,Asapxipt,,5.0,S,769.0
Ghd12322,United States of America,Mesa,23.0,VA,2335832.0,,,316315.0,1-284-247-9149,O,nefzfnmnikgxoymqruocjboizrtbhskkxoessyrbxrstiddpafzpey,Smydtaabhcrp,4.0,2.0,M,633.0
Qlo12323,United States of America,Rochester,43.0,WI,3956551.0,0.0,Boston Scientific,329949.0,1-413-399-2535,O,,feaapvyubl,5.0,2.0,U,
JQG12324,United States of America,Montgomery,33.0,MD,3483920.0,2.0,Guardian Life Ins. Co.,449560.0,1-823-570-8842,R,Ciqkcztw,hcelekrdcjry,5.0,5.0,U,626.0
Qmw12325,United States of America,Fort Worth,69.0,AL,1518520.0,1.0,New York Times,12309.0,1-591-654-1502,O,jomzeasgthlwwyaurgubhohesfpcacbgdsdjwd,mkyelsv,1.0,2.0,U,770.0
Jol12326,United States of America,Huntington,60.0,VA,3226297.0,3.0,ENSCO International,212767.0,1-404-280-1115,O,cehlscygpzrylqggulfbecqhmtfpjjhtkgifwurgjyrjspxsyeng,Rbaprd,4.0,5.0,W,361.0
Txg12327,Canada,Oklahoma City,27.0,AK,641413.0,4.0,Norfolk Southern,67204.0,1-688-267-9579,O,KLEMGMJDKPIFDK,Vpkvxwzgkact,2.0,1.0,M,640.0
Jnx12328,Canada,Jacksonville,21.0,FL,1189583.0,1.0,Yum Brands,89239.0,1-532-620-4621,,Hmqcsepsitbfnrfglsogxiacueedajvopfosxpmxmrcwcyza,hoigldk,0.0,3.0,S,775.0
Ktf12329,United States of America,Lansing,73.0,UT,2637883.0,10.0,Crosstex Energy,232462.0,1-088-509-5188,O,,kwwvriqx,0.0,2.0,U,549.0
rwt12330,United States of America,North Las Vegas,99.0,KS,2987017.0,9.0,Apollo Group,144710.0,1-102-532-7926,O,Lbtqtftjxafugadjsduwwjjvd,TVJYZ,3.0,0.0,M,818.0
Dwn12331,Canada,Huntsville,100.0,MD,623033.0,1.0,FedEx,276109.0,1-526-411-8040,O,Kgeanrmjtszhcoirpcjxmjnfjmmihwmrobcpietjpqwlghjvtzfhbuhvnlrd,pcbubinmrht,,4.0,U,720.0
FEQ12332,United States of America,Hilo,13.0,CT,1763040.0,10.0,Icahn Enterprises,102687.0,1-606-362-0155,O,Twkyrejpwryyscxjmwwaddbqvynqhwilunodlcekrrabwfhkuaseqovaxvjqvbeaa,igvxfvw,5.0,4.0,U,486.0
kfq12333,United States of America,Baton Rouge,9.0,SC,2412526.0,6.0,Source Interlink Cos.,286230.0,1-376-354-6327,O,Onfpsxsqawajjiudrrhdymlxlh,Gzmpkexi,5.0,1.0,S,614.0
WAQ12334,United States of America,Charleston,40.0,NC,1967771.0,5.0,Sun Healthcare Group,374311.0,1-994-456-3763,O,Sxseafutlgxwxoqbnlpgaoxulvxbeck,ojelbn,1.0,5.0,S,616.0
Yyq12335,,Durham,11.0,CA,3926121.0,2.0,FMC Technologies,340354.0,1-451-246-5046,O,aeducaozgcf,fmpgrqjhn,4.0,,S,581.0
jpi12336,United States of America,Mesquite,59.0,SC,3507757.0,4.0,Northwestern Mutual,391742.0,1-071-040-9433,O,dctcmavfjqicjqepiiatagkmsmcyacdgz,Emwooe,5.0,4.0,,592.0
TXS12337,Canada,Tempe,65.0,VA,1189997.0,9.0,Dick's Sporting Goods,234033.0,1-777-537-6703,R,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl,IKKRWSLKGQ,3.0,0.0,S,532.0
Wzq12338,United States of America,Oshawa,16.0,Nova Scotia,,3.0,Cracker Barrel Old Country,77427.0,1-456-828-2283,O,,IOCJG,0.0,4.0,M,367.0
Zoq12339,United States of America,Vancouver,4.0,MS,1118649.0,3.0,D.R. Horton,172000.0,1-376-399-5665,U,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc,FXQWEWLGAOEF,0.0,0.0,D,429.0
YBB12340,United States of America,El Monte,66.0,NH,1333706.0,5.0,State Street Corp.,91479.0,1-368-057-7078,U,Tccicssgkktpqfdorlyspctbtbsrzchxifaa,UIUPOIYDGGBW,,0.0,M,384.0
Qoi12341,United States of America,Dawson City,94.0,RI,,2.0,Equifax,465301.0,1-860-372-0824,O,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO,ZODFHIRBAGM,1.0,0.0,W,561.0
Seu12342,United States of America,Cheyenne,33.0,KS,2710824.0,2.0,Urban Outfitters,187951.0,1-021-429-1355,,rxqktcxelvobm,Rmlamzvq,3.0,,M,777.0
Amj12343,United States of America,Grand Prairie,0.0,OH,219055.0,1.0,Oneok,329347.0,1-065-885-3472,O,,SBUJM,4.0,0.0,S,
Udk12344,United States of America,Fullerton,78.0,DC,1564393.0,9.0,Avnet,395829.0,1-064-681-3668,O,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP,Csblvuodtld,2.0,1.0,M,619.0
xax12345,,San Antonio,18.0,DC,372900.0,2.0,Hanesbrands,182499.0,1-156-133-8390,R,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo,AQPVZNWZBA,2.0,0.0,S,720.0
Reh12346,United States of America,Fayetteville,7.0,IA,475767.0,2.0,Terra Industries,390516.0,1-033-843-1781,R,MOUWETJ,Ijyuumn,2.0,4.0,W,785.0
Biz12347,,Elizabeth,58.0,WY,2231232.0,6.0,Guess,219352.0,1-658-506-7867,O,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg,uprxmlrmh,0.0,3.0,,830.0
HLG12348,United States of America,Cedar Rapids,52.0,CT,1876944.0,10.0,Arrow Electronics,201633.0,1-564-816-7458,,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc,Luonuot,1.0,2.0,M,599.0
Hht12349,Canada,Orlando,25.0,MD,3644601.0,3.0,Verizon Communications,265623.0,1-271-319-4927,R,Ebepetbuxvkufsqkayuvhpucrlxsnyspaymoctqkwzetvfmapleqqvrdauftuz,PSLXNT,5.0,4.0,M,367.0
Nbw12350,United States of America,Berkeley,2.0,AL,3532868.0,2.0,XTO Energy,273768.0,1-689-967-3402,O,Ulqxfikfunjpaykurxhbvfuexfimnex,kraliogismd,,0.0,M,468.0
Kcr12351,United States of America,Frederick,6.0,IN,943201.0,8.0,Live Nation,349125.0,1-627-690-5332,O,Ulydyfqjqvarcrvragfrnlvgzapotkiapxvbmxiudwjfaitxunjpwpxfrdgcfayxo,vrstcf,5.0,4.0,S,
nfn12352,Canada,Santa Fe,14.0,KY,3621543.0,6.0,BlueLinx Holdings,49634.0,1-078-269-4827,,Vilqceklokxeyiltxtcktngmzbocsxhbprorhmtntzuetmlqzhxtrhxazfddgotnoiac,YZMSGBOIVC,,0.0,M,559.0
lej12353,United States of America,Vancouver,85.0,UT,1437447.0,7.0,E.W. Scripps,397349.0,1-981-819-0226,O,LGIZZHUZNGUWPOCXOBQYCMQ,OURBCX,5.0,3.0,M,438.0
Dkh12354,Canada,Jacksonville,88.0,RI,1855555.0,2.0,Kimberly-Clark,487256.0,,O,Upyqbkkhfehtuaadtve,Glzqu,2.0,4.0,U,673.0
Jmu12355,,Corpus Christi,89.0,CO,608023.0,6.0,Alliance One International,134758.0,1-869-240-7368,O,Zvohrvtgmgelfboqmptgpjglwmujwcpvfjdzxrmbzfmfilrtx,BJZJOPEJTD,3.0,1.0,U,515.0
UET12356,United States of America,Wilmington,85.0,WV,3844035.0,2.0,Marshall & Ilsley Corp.,138928.0,1-005-825-0378,O,SXGHFQJVFNQCNAYGDDXRPCVMFTMZKVXREPWLFLJGDT,Uscqjgtn,3.0,4.0,M,622.0
HBD12357,United States of America,Bellevue,28.0,MD,760980.0,5.0,Weyerhaeuser,468204.0,1-550-232-7095,O,Ljohpjjrpdafumtivfvwtv,Yhocsmd,5.0,2.0,M,450.0
CVP12358,,Warren,50.0,NC,1447499.0,4.0,Total System Services,366485.0,1-441-183-0203,O,Gjyadzptnbhvkqlomrnsrhaghhbxtacwwxtndltwvlxjvwesumdotksgrwrbxavrqqicehzlg,Ivfut,4.0,2.0,U,322.0
Crt12359,United States of America,San Diego,38.0,PA,3638596.0,3.0,Catalyst Health Solutions,421887.0,1-722-499-0904,R,Cbjmvalzeqnzjzsakyrpyvtosuubxtqqnhosysqumd,Rotxrrmgdvu,1.0,4.0,M,320.0
