City,Income,Phone,Age,Country,Gender,State,NumberCars,AddressLine1,NetWorth,LastName,CreditRating,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,MiddleInitial,AddressLine2,Employer,FirstName,PostalCode,AgencyID
Birmingham,101474.0,1-544-129-7558,69.0,Canada,F,KY,4.0,2928 potomac upper,820882.0,florez,420.0,D,9.0,,O,I,,Family Dollar Stores,Cefee,94434,flo3205
Overland Park,308980.0,1-514-828-9292,22.0,United States of America,,OH,0.0,13820 mccardell avenue,3956978.0,umetsu,462.0,M,10.0,5.0,O,,,Phoenix,loreen,18106,ume3206
Yonkers,,1-235-997-2242,63.0,United States of America,f,MO,4.0,1684 weyland west,1299438.0,ellison,645.0,M,2.0,5.0,R,,,StanCorp Financial,domenico,90045,ell3207
Carrollton,239439.0,1-004-227-9524,66.0,United States of America,m,LA,2.0,20776 whistler west,,NASHVILLE,701.0,S,1.0,3.0,O,I,,Vought Aircraft Industries,Hettie,23455,NAS3208
Seattle,225479.0,1-637-847-5035,96.0,United States of America,,Alberta,4.0,8789 THROCKMORTON BOULEVARD,2050624.0,Hacker,638.0,M,9.0,2.0,O,Z,,Norfolk Southern,LIDUINE,77071,Hac3209
Washington,347251.0,1-173-071-3049,55.0,United States of America,,SC,0.0,9147 williams court,576147.0,Moulton,626.0,M,3.0,3.0,O,B,,Ingles Markets,Nerita,70502,Mou3210
Jackson,239698.0,1-695-517-3460,65.0,United States of America,,UT,5.0,5940 malden park,3985997.0,TERZIAN,303.0,M,,4.0,O,D,,Interactive Brokers Group,Edita,93837,TER3211
Gary,397164.0,1-415-450-7953,14.0,United States of America,,AR,0.0,21376 kirby lower,3382564.0,Arai,556.0,W,2.0,5.0,O,S,,Cooper Tire & Rubber,Lara,21262,Ara3212
Kansas City,64827.0,1-012-099-4235,68.0,Canada,f,ME,1.0,12787 holly court,2687710.0,Rangel,746.0,S,8.0,5.0,O,U,,Atlas America,Sheilakathryn,V6e 1r2,Ran3213
Newport News,167227.0,,18.0,Canada,M,WY,,23211 wood boulevard,196748.0,Opsplng,,,6.0,4.0,R,,,Ingram Micro,bvworks,m9d 1t3,Ops3214
Warwick,,1-182-242-3479,75.0,United States of America,m,Manitoba,4.0,1971 belknap east,2590823.0,Ascott,466.0,S,6.0,0.0,O,N,,Fidelity National Information,CALYPSO,85756,Asc3215
Milwaukee,228868.0,1-992-919-4355,56.0,United States of America,,HI,2.0,18751 morningside upper,3531573.0,Willard,324.0,W,6.0,3.0,U,,,Ferro,cristian,94221,Wil3216
Mesa,53191.0,1-637-343-8022,81.0,United States of America,,MS,3.0,15594 oliver upper,903457.0,Barriere,301.0,M,1.0,3.0,O,X,,Boise Cascade Holdings,tanya,33183,Bar3217
Whitehorse,487544.0,1-661-137-7341,43.0,Canada,,MS,5.0,7458 denton boulevard,128581.0,Knes-maxwell,798.0,M,1.0,4.0,R,S,,Corning,hall,M5e 1x3,Kne3218
Pueblo,465266.0,1-439-985-0609,61.0,United States of America,F,MD,1.0,5520 fox park,1662589.0,CASSON,539.0,M,10.0,5.0,O,,,Buildings Materials Corp.,norman,47729,CAS3219
Tallahassee,457873.0,1-929-504-0844,72.0,United States of America,,UT,0.0,1207 ETHRIDGE AVENUE,760286.0,Alvaro,588.0,S,1.0,3.0,O,E,Apt. 924,E.W. Scripps,rubie,77248,Alv3220
Rochester,248414.0,1-909-497-9142,6.0,United States of America,,SD,2.0,7238 chadbourne way,3571672.0,Hartkopf,704.0,M,3.0,,O,,,,ALLEEN,85069,Har3221
Bellevue,328620.0,1-627-347-8581,26.0,United States of America,F,TX,1.0,14295 teal lane,3193239.0,Goertzen,630.0,D,8.0,,U,F,APT. 936,KB Home,shoji,92109,Goe3222
Tampa,,1-247-058-5544,11.0,United States of America,M,MO,,18716 greene drive,2063222.0,MAYCOCK,364.0,W,,0.0,,,,Commercial Metals,Kumar,10265,MAY3223
Miami,221971.0,1-671-722-1676,36.0,United States of America,,Manitoba,3.0,4107 PASADENA UPPER,1061262.0,CHOYNOWSKA,657.0,,5.0,2.0,O,,,McKesson,Genia,77008,CHO3224
Santa Ana,89760.0,1-819-546-3512,25.0,United States of America,,Quebec,5.0,11961 country road,,Raha,306.0,M,9.0,2.0,O,,,Ruddick,Thompson,19100,Rah3225
Washington,6960.0,1-071-936-2002,52.0,United States of America,F,AL,5.0,12146 COURTLAND NORTH,1183934.0,Myatt,381.0,M,0.0,0.0,O,,,Susser Holdings,Deri,99513,Mya3226
Plano,264742.0,1-147-696-6351,76.0,United States of America,,Prince Edward Island,5.0,8101 clifton drive,604270.0,martenson,796.0,S,5.0,4.0,O,,,General Mills,Cissiee,89101,mar3227
Santa Clarita,113703.0,1-535-433-0139,97.0,United States of America,m,AK,1.0,7052 alamo street,1425634.0,delaney,501.0,U,10.0,1.0,O,I,,Wesco International,Cleo,48093,del3228
Paterson,494804.0,1-903-662-9657,6.0,United States of America,f,RI,1.0,2451 knowles street,2051188.0,BESSUILLE,789.0,M,2.0,5.0,R,,,Medco Health Solutions,riyaz,84104,BES3229
Durham,287955.0,1-614-321-6011,17.0,United States of America,M,OK,2.0,6365 SIMPSON AVENUE,2587072.0,ZERRIFFI,,W,8.0,4.0,U,,,Imation,RAOUL,31215,ZER3230
Memphis,117421.0,1-362-186-3912,15.0,Canada,f,SD,4.0,19470 ennis crescent,1363907.0,koohi,,U,9.0,2.0,U,P,,Stanley Works,Jacob,94345,koo3231
Santa Ana,485126.0,1-169-757-6050,37.0,Canada,,OK,2.0,9093 hughes north,2058479.0,MCLEOD,318.0,M,0.0,2.0,O,H,APT. 913,CC Media Holdings,Estrella,h7f 1u1,MCL3232
San Diego,447028.0,1-045-075-5765,13.0,United States of America,m,ND,4.0,14561 tahoe north,1247076.0,Macconaill,556.0,M,5.0,5.0,U,,Apt. 517,,Laurette,35205,Mac3233
Sacramento,474599.0,1-284-052-3230,96.0,United States of America,,Manitoba,3.0,4221 lake park road,3686584.0,Marco,596.0,,10.0,5.0,O,,,Werner Enterprises,IFTI,94504,Mar3234
Salem,423260.0,1-906-726-6824,85.0,Canada,,Newfoundland,3.0,2308 BALTIC ROAD,2632649.0,Wiegand,476.0,U,4.0,0.0,O,,,Dean Foods,SHAINE,78237,Wie3235
Springfield,,1-548-907-4323,58.0,United States of America,F,NH,2.0,19165 turtle creek court,305809.0,Culmer,397.0,M,6.0,3.0,O,,,J.B. Hunt Transport Services,Aartjan,55441,Cul3236
Jersey City,19203.0,1-745-219-8706,50.0,United States of America,F,British Columbia,3.0,17837 sweeney north,2943497.0,Iezzi,819.0,U,,1.0,O,,,Sun Healthcare Group,Lib,73188,Iez3237
Houston,370436.0,1-914-634-9342,58.0,United States of America,,MS,1.0,17786 halifax court,2903025.0,Cowan,377.0,M,3.0,3.0,O,,,PC Connection,Azmeena,43665,Cow3238
Chesapeake,,1-838-711-9232,98.0,United States of America,P,DE,3.0,5940 malden park,2692250.0,Zubans,401.0,,4.0,1.0,O,P,Apt. 849,Murphy Oil,unreg,92603,Zub3239
Naperville,300659.0,1-749-722-7671,52.0,United States of America,m,RI,0.0,19068 coventry park,3217795.0,Dikens,351.0,S,5.0,4.0,O,J,,PG&E Corp.,ernie,V6E 1S9,Dik3240
Glendale,104162.0,1-911-216-7661,62.0,United States of America,F,MD,0.0,9236 CREEK LOWER,,janecka,724.0,M,4.0,0.0,O,X,,,Joscelin,19065,jan3241
Nashua,372923.0,1-649-850-7854,92.0,United States of America,,Alberta,5.0,911 TOPPLE DRIVE,2174274.0,THOMSON,800.0,U,1.0,2.0,O,,,Telephone & Data Systems,CODY,98006,THO3242
Santa Clara,26648.0,1-344-538-6279,86.0,United States of America,,OR,4.0,9941 briar forest street,3320103.0,DILLOW,645.0,,,,O,,,,Vanna,c2a 4x5,DIL3243
Sherbrooke,126820.0,1-344-834-0653,2.0,United States of America,M,DC,2.0,23934 brooks north,3775388.0,CARTY,487.0,S,6.0,1.0,O,H,,Quanta Services,Leny,M5f 1w3,CAR3244
Indianapolis,471348.0,1-141-252-9075,14.0,United States of America,F,MN,3.0,23999 3rd west,2903784.0,Pietropaolo,684.0,M,4.0,0.0,R,X,,Interactive Brokers Group,PATTIE,27704,Pie3245
Portland,405951.0,1-097-373-1214,20.0,United States of America,F,Nova Scotia,3.0,7776 inwood lower,2322609.0,KUNG,364.0,W,4.0,3.0,R,L,,St. Jude Medical,Oriana,78298,KUN3246
Lansing,370215.0,1-110-591-6124,45.0,United States of America,,KS,3.0,17376 westmere rue,1427851.0,OPERATIONS,368.0,W,2.0,5.0,O,E,,Interpublic Group,joelle,93376,OPE3247
Wilmington,103156.0,1-381-615-8840,35.0,United States of America,,UT,0.0,17018 SAYERS EAST,3739109.0,SUDBEY,491.0,U,7.0,2.0,O,,,Western Union,Micah,90065,SUD3248
Allentown,450309.0,1-518-850-4204,84.0,United States of America,,Newfoundland,2.0,3923 blossom upper,2141255.0,Fouchard,776.0,S,5.0,3.0,O,,,ProLogis,philippine,70807,Fou3249
Great Falls,343513.0,1-465-200-3302,84.0,United States of America,m,SD,5.0,5524 frostwood court,656710.0,GIOTIS,514.0,M,8.0,,O,T,,Western Digital,athene,m5c 1z1,GIO3250
Sacramento,25128.0,1-422-180-2059,29.0,United States of America,M,OK,3.0,7889 murray way,659042.0,Quintin,740.0,U,4.0,4.0,R,A,,Zions Bancorp.,kui,95190,Qui3251
Pomona,151969.0,1-632-934-0948,14.0,United States of America,,KY,3.0,11528 EDWARDS LANE,1853466.0,RAINES,621.0,M,9.0,3.0,O,,,Key Energy Services,Zalee,21276,RAI3252
Atlanta,435959.0,1-586-931-5928,6.0,United States of America,,MS,1.0,7479 yohan upper,2744394.0,Godfrey,584.0,D,10.0,0.0,O,,,Oshkosh,Winonah,V6m 1u7,God3253
Wichita,495860.0,1-759-186-8365,92.0,United States of America,M,RI,3.0,22806 garson east,358478.0,cobbold,354.0,S,3.0,2.0,U,,,Thermo Fisher Scientific,Birgitta,68116,cob3254
Bridgeport,279885.0,1-191-685-7943,63.0,United States of America,,NH,2.0,9749 overton ridge boulevard,2078198.0,liepa,362.0,U,10.0,1.0,O,,,Exterran Holdings,Dasie,78234,lie3255
Independence,3289.0,1-390-687-5144,50.0,United States of America,M,Saskatchewan,2.0,681 innsbrook east,1000174.0,Lawlis,317.0,M,1.0,4.0,U,,,Group 1 Automotive,Josephine,93547,Law3256
Fresno,297577.0,1-359-489-1135,21.0,United States of America,,HI,3.0,1584 emmonds rue,3396824.0,Lian,716.0,S,2.0,,O,,,Weis Markets,Anne-corinne,19153,Lia3257
Glendale,478947.0,1-652-197-1592,73.0,United States of America,,NJ,5.0,9945 creekbend park,1654521.0,Chilton,462.0,W,10.0,2.0,O,B,Suite 111,PepsiCo,nuri,33147,Chi3258
Washington,115493.0,1-163-675-0949,54.0,United States of America,F,MI,0.0,12478 garden brook street,2392640.0,Yong,417.0,M,8.0,5.0,O,K,Apt. 815,Securian Financial Group,DORTHY,h5j 1p6,Yon3259
Mobile,176151.0,1-133-057-4736,57.0,United States of America,f,Prince Edward Island,5.0,7343 SAXON RUE,2520112.0,Slobodian,713.0,U,7.0,1.0,R,,,R.R. Donnelley & Sons,noeschka,33019,Slo3260
Pembroke Pines,329723.0,1-209-630-2845,99.0,United States of America,,CA,2.0,21575 woolridge lane,1211608.0,Annab,674.0,S,4.0,4.0,O,,,Advance Auto Parts,Claudetta,E7N 1M1,Ann3261
Newport News,337851.0,1-385-440-8533,11.0,United States of America,f,MO,1.0,3632 norwalk east,3548866.0,Ahmad,575.0,D,4.0,5.0,O,,,US Airways Group,SHIV,80165,Ahm3262
Plano,432543.0,1-846-501-8335,36.0,United States of America,F,MO,5.0,11449 blalock park,1719942.0,Gelinas,790.0,M,7.0,5.0,O,,,Robert Half International,Michaela,76102,Gel3263
Cheyenne,253982.0,,10.0,United States of America,m,Ontario,5.0,13936 mosshead upper,1517930.0,Evraire,503.0,S,,0.0,R,U,,AmeriCredit,AMALEA,36635,Evr3264
Milwaukee,161830.0,1-594-832-0837,71.0,United States of America,f,New Brunswick,0.0,9907 upton south,1571208.0,Knapton,697.0,S,5.0,4.0,O,,,Mutual Life Insurance,Marlyne,77256,Kna3265
Montreal,184384.0,,,United States of America,M,Manitoba,5.0,9818 pearson avenue,,Fisprod,663.0,U,2.0,5.0,U,,,Career Education,Norean,20093,Fis3266
Casper,262895.0,1-994-800-4855,24.0,United States of America,M,NE,1.0,2409 vinson rue,144409.0,DELORENZO,587.0,M,4.0,3.0,O,,,Community Health Systems,dyanne,m3x 1j6,DEL3267
Aurora,15192.0,1-534-059-1568,62.0,United States of America,f,ND,0.0,11828 BUTLER PARK,2225473.0,BLYTHE,813.0,W,0.0,0.0,R,P,,BearingPoint,Binh,20082,BLY3268
Detroit,478230.0,1-886-193-5955,57.0,United States of America,,British Columbia,0.0,2342 greenspoint lower,1676769.0,vernon,373.0,U,7.0,0.0,U,O,,Vishay Intertechnology,Catherin,99640,ver3269
Montreal,37649.0,1-162-460-2352,19.0,Canada,m,NM,5.0,20020 knipp way,1089104.0,meleg,434.0,W,7.0,0.0,O,,,Constellation Brands,Emer,80010,mel3270
Pasadena,385332.0,1-278-967-8212,63.0,Canada,,TN,5.0,2747 sinclair lane,3078929.0,LACKIE,,M,8.0,3.0,R,,,Delta Air Lines,Benthem,94592,LAC3271
Raleigh,238789.0,1-701-980-1105,72.0,United States of America,,VT,2.0,16574 yale road,2384755.0,Juhan,519.0,U,3.0,1.0,O,,,KBR,maxey,73184,Juh3272
Erie,190450.0,1-711-678-5862,45.0,United States of America,,UT,3.0,14058 rocky knoll lower,3556194.0,Rombough,442.0,M,8.0,1.0,O,U,,Rock-Tenn,arsavir,14207,Rom3273
Kansas City,102738.0,1-583-755-5479,19.0,United States of America,f,WY,4.0,23517 lenox upper,,Menashian,433.0,,1.0,5.0,O,V,,CenturyTel,oliver,07504,Men3274
Glendale,324599.0,1-253-481-1020,14.0,Canada,,CT,2.0,1879 arcana lane,1736434.0,Okai,673.0,M,0.0,1.0,O,,,ArvinMeritor,business,35826,Oka3275
Sudbury,73308.0,,,United States of America,F,CO,4.0,22386 spanish river lane,2194341.0,SUMPTER,547.0,M,,3.0,O,,,Bucyrus International,Marguerite,35826,SUM3276
Milwaukee,238757.0,1-478-257-8298,29.0,Canada,,MS,2.0,739 dunbar way,2360985.0,Klimon,398.0,M,7.0,2.0,U,B,,Unified Grocers,Priya,92840,Kli3277
Mount Pearl,233913.0,1-927-354-3435,84.0,United States of America,,CO,2.0,2254 whistler drive,3057611.0,dosanjh,464.0,M,3.0,0.0,O,,,Retail Ventures,jasver,M1i 1p5,dos3278
Overland Park,22616.0,1-524-004-6430,85.0,United States of America,,MD,0.0,12727 florence east,1710675.0,Gunawan,389.0,S,2.0,1.0,O,U,,FirstEnergy,Miyuki,90848,Gun3279
Indianapolis,282210.0,1-052-159-0236,66.0,Canada,,Ontario,1.0,16676 BRYANT IRVIN DRIVE,2888686.0,ramsey,811.0,W,2.0,2.0,U,,,International Assets Holding,Gilles,H2d 1u5,ram3280
Providence,232646.0,1-176-096-8736,4.0,United States of America,,KS,1.0,10526 linwood lane,3805501.0,SILIANU,664.0,W,1.0,5.0,O,,,Knight,Adelaida,V6s 1p7,SIL3281
Cheyenne,141355.0,1-911-901-7845,4.0,United States of America,f,ID,,22785 peachtree boulevard,1622246.0,COTNAM,676.0,U,9.0,3.0,O,,apt. 57,Laboratory Corp. of America,Con,V6s 1t6,COT3282
New Haven,472720.0,1-749-203-2530,25.0,United States of America,F,ID,0.0,5975 WINSTON PARK,245938.0,Larue,668.0,D,5.0,5.0,O,,,Embarq,kai-wai,66617,Lar3283
Hampton,313507.0,1-487-148-3994,71.0,United States of America,m,Prince Edward Island,4.0,4628 trinity upper,3558615.0,kenney,450.0,S,3.0,0.0,O,,,Pacer International,HUGUETTE,95144,ken3284
Kitchener,,1-527-144-0279,57.0,United States of America,,MN,5.0,874 four winds drive,1165550.0,Sandness,534.0,W,5.0,4.0,O,,,Visa,Anita,27704,San3285
San Bernardino,483690.0,1-267-638-2235,75.0,United States of America,m,NM,0.0,11547 colonial park,843126.0,HUDY,743.0,U,4.0,2.0,R,,,Unitrin,ZANETA,10182,HUD3286
McAllen,273076.0,1-625-628-6779,74.0,United States of America,,ID,0.0,17293 macon avenue,1823976.0,Kohut,799.0,,10.0,,O,M,,Jones Lang LaSalle,Noell,89015,Koh3287
Pasadena,181342.0,1-113-953-6172,90.0,Canada,,NV,2.0,10905 apollo west,2691466.0,Attanasio,323.0,M,8.0,,R,,suite 290,Kohl's,Jeanie,63121,Att3288
Jackson,208407.0,1-721-953-4932,46.0,United States of America,,OR,0.0,8601 KEMPNER LANE,3007125.0,Busby,667.0,S,2.0,1.0,O,W,,Hill-Rom Holdings,Maitreya,V6p 1r6,Bus3289
Lewiston,490218.0,1-147-817-5071,,United States of America,f,DC,2.0,7377 coventry east,1106531.0,Siemens,,M,0.0,5.0,R,,,Beacon Roofing Supply,SACTO,M7n 1b3,Sie3290
Boston,15641.0,,51.0,United States of America,,WY,0.0,22829 PICO DRIVE,2043906.0,BRIARD,749.0,M,8.0,2.0,O,G,,TravelCenters of America,edouard,X1g 1s2,BRI3291
Durham,339762.0,1-163-357-0968,40.0,United States of America,f,KY,1.0,10378 carnation west,639532.0,Ahlberg,784.0,D,7.0,2.0,O,,,,casi,98424,Ahl3292
San Diego,382118.0,1-031-282-0475,,United States of America,m,MD,2.0,23519 towerwood rue,2763474.0,SKROBANSKI,827.0,M,0.0,1.0,O,S,,Oshkosh,Charmian,10138,SKR3293
Dallas,336386.0,1-433-543-7378,98.0,United States of America,M,NV,0.0,24438 cedar springs avenue,3055538.0,larson,527.0,D,0.0,4.0,U,,,Allegheny Technologies,Parham,35859,lar3294
Washington,391450.0,1-501-083-6717,36.0,United States of America,,WV,3.0,6920 CHEROKEE NORTH,23059.0,Soliman,850.0,W,4.0,4.0,R,V,,Toro,MAGGY,E7N 1Q8,Sol3295
Oklahoma City,450992.0,1-856-694-6789,36.0,United States of America,f,MD,4.0,24185 shallowford lane,52980.0,Wenzel,510.0,S,5.0,4.0,R,,,Graphic Packaging Holding,MONTY,e7o 1j8,Wen3296
Baltimore,211027.0,1-250-060-5302,52.0,United States of America,,FL,1.0,21891 dewey street,2963689.0,SHABO,542.0,S,4.0,2.0,R,,,Jones Lang LaSalle,RENATA,77227,SHA3297
Regina,233912.0,1-079-514-3837,17.0,United States of America,f,KY,3.0,11447 bernard south,2945990.0,Runkel,713.0,M,8.0,1.0,R,,,Parker Hannifin,Ferne,H2g 1w8,Run3298
Riverside,61246.0,1-389-486-4992,61.0,United States of America,m,RI,4.0,14295 TEAL LANE,2626650.0,Roelofs,312.0,S,9.0,1.0,U,,,KB Home,Shaib,14222,Roe3299
Oshawa,292417.0,1-618-556-5711,56.0,United States of America,,MI,1.0,11117 archer park,1242353.0,Luna,681.0,U,1.0,3.0,O,,,MPS Group,He,92809,Lun3300
McAllen,277690.0,1-317-266-1789,89.0,United States of America,,NM,3.0,9729 cliffbrook north,3037579.0,Lovegrove,550.0,S,0.0,1.0,R,P,,Xcel Energy,Hyacinthia,M3V 1K4,Lov3301
Las Cruces,374979.0,1-525-296-9507,,United States of America,,SD,0.0,20773 HIGHLAND DRIVE,2015321.0,RUMMANS,348.0,W,10.0,3.0,R,S,,NuStar Energy,Lanita,77245,RUM3302
Fremont,333043.0,1-355-815-8695,58.0,Canada,,CT,3.0,15915 HIGHLAND PARK DRIVE,2425640.0,Husarewych,610.0,U,9.0,3.0,O,,,First Horizon National Corp.,Merola,H7h 1s5,Hus3303
Missoula,361261.0,,55.0,United States of America,,OK,1.0,24250 summer south,1803577.0,Haertel,553.0,W,7.0,,O,,Apt. 517,Rockwood Holdings,homa,Y1a 1f2,Hae3304
Tampa,104835.0,1-090-311-5755,11.0,United States of America,,DC,4.0,9146 pacific avenue,530608.0,COORS,305.0,U,10.0,,O,J,,Aetna,norry,V5a 1n9,COO3305
Jacksonville,112154.0,1-652-255-8633,22.0,United States of America,,AR,1.0,19112 minot street,3768839.0,Molnar,598.0,,2.0,0.0,O,,,Energy Future Holdings,ELYN,V6S 1U3,Mol3306
Tulsa,151140.0,1-495-651-5303,57.0,United States of America,C,MT,2.0,23449 HOWELL STREET,3477168.0,artspssa,491.0,U,0.0,4.0,,,,PPG Industries,Manish,t5d 1u7,art3307
Brownsville,126084.0,1-882-702-4703,93.0,United States of America,,Newfoundland,0.0,909 sienna drive,1645651.0,tudo,446.0,S,7.0,5.0,O,,,,WALLACE,98409,tud3308
Alexandria,104867.0,1-774-154-3640,43.0,Canada,F,RI,4.0,9179 eagle way,2267029.0,kearney,604.0,S,5.0,3.0,O,U,,Wendy's/Arby's Group,Guo-qiang,10710,kea3309
Irving,275600.0,1-427-010-7777,85.0,United States of America,m,AZ,2.0,908 foster west,3230496.0,Serour,302.0,S,9.0,0.0,O,,suite 440,SunTrust Banks,Pen,A5d 1b9,Ser3310
Philadelphia,197181.0,1-731-915-5741,55.0,United States of America,m,AZ,5.0,22892 AVALON NORTH,2411438.0,FLORJANCIC,435.0,D,3.0,3.0,U,L,,Administaff,pedro,H2f 1y5,FLO3311
Hay River,377273.0,1-489-964-7282,57.0,Canada,,WI,2.0,18978 bellevue park,2493000.0,Saltsider,563.0,M,8.0,4.0,O,,Apt. 125,Applied Industrial Tech,Leodora,75249,Sal3312
Laredo,,1-776-047-8664,54.0,Canada,,NV,3.0,17818 coventry court,2091867.0,dautenhahn,729.0,M,9.0,1.0,O,,,Cooper Tire & Rubber,CAROL-JEAN,36184,dau3313
Pittsburgh,93428.0,1-115-816-6434,70.0,United States of America,,AZ,0.0,4966 westpark south,3525572.0,Belanger,590.0,S,10.0,1.0,O,,,Goodyear Tire & Rubber,CHO,60691,Bel3314
Columbus,,1-305-959-0088,59.0,Canada,,British Columbia,1.0,4861 cartlett south,1633097.0,Yedema,475.0,W,2.0,1.0,O,,,Questar,dorry,02135,Yed3315
Philadelphia,431883.0,1-781-964-0539,85.0,United States of America,M,KS,2.0,22025 gramercy court,2032506.0,Kuczynski,731.0,D,8.0,4.0,O,,,Constellation Energy,Wieslawa,89126,Kuc3316
West Covina,43595.0,1-595-156-8863,15.0,United States of America,,British Columbia,,20901 ashley north,3159891.0,Kleynenbergntacfb,646.0,W,4.0,2.0,R,C,,Thermo Fisher Scientific,do,76144,Kle3317
Stockton,470611.0,1-645-541-4215,37.0,United States of America,f,WI,3.0,4822 michaels north,1156054.0,MCLENDON,660.0,S,5.0,0.0,O,,,Tiffany & Co,MARTIJN,75054,MCL3318
Aurora,63085.0,1-584-795-2135,24.0,United States of America,F,RI,,3909 marcus road,2140042.0,Drwiega,816.0,M,,0.0,O,,,,IWS,10143,Drw3319
Pueblo,298554.0,1-370-248-4609,,United States of America,,NY,2.0,23181 cantey court,335274.0,rexroad,674.0,M,0.0,3.0,U,N,,Charming Shoppes,Katrinka,93539,rex3320
Salem,2548.0,1-778-928-2676,38.0,United States of America,,MN,0.0,15633 landmark park,1453069.0,KENWORTHY,660.0,U,0.0,4.0,O,,,Great Plains Energy,Shayne,19063,KEN3321
Hartford,328927.0,1-981-800-6092,13.0,United States of America,m,MA,5.0,18642 ashford rue,2096164.0,sooley,541.0,M,1.0,2.0,O,,,Oil States International,Siva,14619,soo3322
Yonkers,96957.0,1-011-600-5915,,United States of America,,OK,3.0,24896 WRIGHT EAST,2977632.0,juers,642.0,S,5.0,3.0,O,,,Omnicare,MELANY,93340,jue3323
Cincinnati,4721.0,1-657-718-8907,29.0,United States of America,,Nova Scotia,1.0,8294 burrell court,123370.0,Lakhani,549.0,D,6.0,2.0,O,Z,,Morgan Stanley,Inger,H2g 1y1,Lak3324
Philadelphia,269968.0,1-918-229-5912,36.0,Canada,,MS,4.0,9536 innsbrook west,1455600.0,Maludzinski,509.0,U,5.0,3.0,O,O,,,hiroko,75186,Mal3325
Hull,78182.0,1-859-681-7380,47.0,United States of America,M,VT,4.0,11323 clifton east,2548585.0,Gorberg,487.0,S,5.0,0.0,O,,,Chesapeake Energy,VLADIMIR,H2g 1y8,Gor3326
Grand Rapids,391143.0,1-079-035-1669,48.0,United States of America,,NY,0.0,23011 LA CIENEGA LOWER,1266363.0,KIM,385.0,U,4.0,3.0,O,,APT. 57,AnnTaylor Stores,BEVERLIE,T6a 1a9,KIM3327
Tulsa,129052.0,1-128-623-5562,85.0,Canada,m,MT,2.0,12782 lenwood south,2798682.0,REVAH,713.0,D,1.0,0.0,O,G,,Philip Morris International,Thierry,97306,REV3328
Seattle,66923.0,1-907-830-7395,27.0,United States of America,F,IA,2.0,20813 lamar park,3269981.0,Schepps,714.0,U,10.0,2.0,O,R,,,Oral,V6f 1r9,Sch3329
Glendale,228523.0,1-636-202-7563,87.0,United States of America,,MT,4.0,3855 cantey drive,2723466.0,FANI,525.0,M,2.0,2.0,O,,,Air Products & Chemicals,Butch,V6r 1t9,FAN3330
Oklahoma City,495597.0,1-500-386-5635,69.0,Canada,f,MT,,4059 bannister park,2964004.0,BUSCH,702.0,D,3.0,1.0,O,V,,Viacom,adiana,10124,BUS3331
Chattanooga,420635.0,1-252-753-4615,36.0,United States of America,F,Alberta,5.0,22105 grandview park,134053.0,SZYMANSKI,711.0,M,7.0,0.0,R,,,Fannie Mae,Kwong,V6O 1R4,SZY3332
Montpelier,,1-825-808-8355,44.0,United States of America,f,ID,4.0,10117 college upper,2986178.0,HALPERN,396.0,S,2.0,4.0,O,,,AmeriCredit,gerti,V6o 1v5,HAL3333
San Bernardino,269274.0,1-684-406-9200,16.0,United States of America,f,LA,3.0,4801 spaulding park,,KRIEGLER,755.0,,1.0,2.0,,,,Kindred Healthcare,BRYNNE,35894,KRI3334
Fairbanks,86325.0,1-967-899-7673,99.0,United States of America,,MD,4.0,16520 hemphil north,3530416.0,Health-safety,728.0,S,7.0,3.0,R,,,Cabela's,lynde,85077,Hea3335
Hayward,430676.0,1-837-143-8496,34.0,United States of America,F,DE,2.0,9479 oliver lower,3595488.0,updt,713.0,U,9.0,0.0,R,U,apt. 676,Ecolab,Kevina,m5b 1z2,upd3336
Dover,62829.0,1-135-710-1681,31.0,Canada,,SC,3.0,19611 mesa lane,2787063.0,Fiszman,628.0,D,10.0,2.0,,,,Del Monte Foods,Emilio,e4a 1s6,Fis3337
Hampton,255133.0,1-208-147-2063,89.0,United States of America,,ID,4.0,18648 butler boulevard,3190159.0,Wyllie,837.0,,4.0,0.0,O,,,Service Enterprise Group,Virginia,39201,Wyl3338
Dawson City,429255.0,1-704-990-9819,71.0,United States of America,m,IA,5.0,14770 tartan upper,3818744.0,Kinch,518.0,U,7.0,0.0,O,S,,Broadcom,MANAS,V6x 1v6,Kin3339
Houston,44186.0,1-972-513-9335,34.0,United States of America,f,ND,2.0,19923 MAIN AVENUE,1794775.0,holmes,534.0,U,6.0,5.0,O,,,Avnet,Sukey,V6Z 1W7,hol3340
Moreno Valley,15073.0,1-206-458-7398,47.0,United States of America,,MA,4.0,3020 FOX RUE,591506.0,dunnion,421.0,M,8.0,3.0,O,N,,Time Warner,darice,T5D 1L5,dun3341
St. Petersburg,178016.0,1-601-989-5223,58.0,United States of America,,MI,0.0,8096 NORTHLAND ROAD,2544490.0,DEHGHAN,511.0,M,2.0,2.0,U,J,,United Rentals,Karissa,99765,DEH3342
Charlotte,201029.0,1-085-459-6273,49.0,United States of America,m,VA,1.0,7142 brandywyne park,2707663.0,marshall,511.0,W,4.0,2.0,O,V,,Staples,nic,85238,mar3343
Philadelphia,243122.0,,,United States of America,,MT,4.0,12813 bolton court,137707.0,Labuhn,476.0,M,10.0,2.0,O,,,Western & Southern Financial,Eduardo,90120,Lab3344
