prospect_AgencyID,prospect_Phone,prospect_NumberCars,prospect_CreditRating,prospect_NumberChildren,prospect_FirstName,prospect_City,prospect_NetWorth,prospect_MiddleInitial,prospect_AddressLine2,prospect_Gender,prospect_LastName,prospect_AddressLine1,prospect_State,prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_Age,prospect_Employer,prospect_NumberCreditCards
OFF10598,1-252-104-1378,3.0,489.0,0.0,kgjumsbonw,Fargo,580183.0,v,LERLRSYEEIDRCIKTTTKFKUXZSXVJNWKKWQFDHABJUXQWRSTSFAZMLWGUVR,m,OFFLG,Ujrmnzczbangqgqpsusxhrwvnqfzaizrdo,OH,O,U,71.0,Calpine,8.0
Rqn10599,1-400-544-9828,5.0,705.0,1.0,Xvcogkbehrryycs,Abilene,1685235.0,,nrbvfebkqbcefavbddgtrqtgfzvvezvsxiwyabshqasahmhqtqbribbjacofcybptfj,m,Rqnxlckuxgntxhcjcuof,chgtpqvixtusefhbgnhdmdmokrifcmgjobqanbmjrbhniwaeenbpstav,KS,U,,20.0,Clorox,3.0
Env10600,1-199-683-9557,1.0,523.0,0.0,Tjgrdhhqvawqsvvikievnyju,Bellevue,2252935.0,O,jnitqdruutzmxasubgateysuxttikwkfwkgxzq,,Envybqodhdujktkdwbhvmbbchiqf,Kkkqrscpuvsghepyphtobvfmcmbntcvnrwrtnddmygelzcbjxhxkw,MA,O,M,43.0,Merrill Lynch,3.0
MDP10601,1-533-073-3233,4.0,366.0,0.0,Qufwemjgd,Kitchener,551970.0,L,Twzhps,m,MDPRDCUUXWXV,Tyaahnitspqsqgn,CT,,M,72.0,Helmerich & Payne,9.0
Nav10602,,3.0,321.0,4.0,Etvlwvzajznpurghrpiidpnq,Vancouver,2215503.0,,Jziplavqsjodccdjsxjsqqqbexxti,,Navfqcfxxkupwfxus,jkenveczacbdpwslaoijswmgbicfpasdlurrqkxalbp,OH,R,M,94.0,Hospira,3.0
woo10603,1-401-694-5342,5.0,539.0,1.0,tgfrlpppzbaj,Ontario,2840124.0,n,Pzfpdi,,woosablmkhqdqowknf,,GA,R,W,99.0,AECOM Technology,
Cyp10604,1-766-245-1682,4.0,546.0,5.0,fqeqbgkbtnlfqs,Bellevue,686187.0,n,Felsvrjjueevzlfdqwyvfqnyheyyicnupbilvycaxreayanlsnybhvtqxcugehonsoasogkxddhvda,,Cypalmmkweqfehexhqdjud,Twtdkoumqnfrcqcbje,ID,O,M,15.0,Biogen Idec,2.0
Axe10605,1-543-183-5093,4.0,503.0,3.0,iqohbtpskgvxzmrrjfkuidpqnzgq,Corona,959242.0,,Lcneleunrirhxnwhohptitiadwajwojngogwqcqvlckmd,m,Axewnpdpubwrbvtjvme,ajakmdlcpoybwbsudoktujylwksytnenxgiygofowerlhxjajwuyokrkeryuehxrvkdfffapurebeag,IL,R,S,0.0,DISH Network,5.0
qas10606,1-607-692-1878,2.0,816.0,0.0,Rspmfrtotdaayausawbgkz,Tacoma,748268.0,,Voedawh,,qasbgo,Wulhrgpxlhlkngokmtsgpkqzzkqayxwustdgbkwdkjqdfvazogdjmzquqgarkal,AZ,U,M,95.0,Automatic Data Processing,3.0
gli10607,1-619-063-0861,3.0,533.0,0.0,Mihlqrhpsaberor,Washington,2376575.0,V,HTUXWYTIRHZCDRSWWYHDTEVNYVXZDUWPKKDXNUYWXSJHBFESMPBGGMCUYSWRXIYZWBVST,F,gliurbv,RLIFVHUZ,AL,U,M,3.0,,1.0
Uvu10608,1-375-119-4595,,414.0,1.0,Uhatyqxeafoyvtrngoiyja,Evansville,376695.0,p,pumndkldihfkprliecudcrhbjnqnudocyrwsgxrzymbipbjxfbzsoaogjvzqhftmxro,f,Uvudh,GDDFRNICPMAIJBSRFCUXIJUDRCPKOCTNGCAQPWJILZWCNUTDXIPOGWWJRKUPFGOTYJIMUXZORPQFQFG,WI,O,M,,Duke Energy,3.0
Pvi10609,1-882-663-9182,4.0,795.0,2.0,Rkghhrwaakriuhf,San Buenaventura,1105667.0,,REIEQNCRTGERYETEP,,Pvirtadwqdomispfxlbf,qxzbhcshbwmhqbxthmkparfvhkaygwuabtbbelzurytjmrkcfbvoonjqyhatclqflnqc,PA,O,D,37.0,Foot Locker,1.0
xxk10610,1-465-676-6139,4.0,727.0,3.0,ZPAIZXGJIXDKHZTWTLXTRAFJKJI,Chula Vista,1731320.0,f,jvrrnjjggickqsdkrkxhygvqctxtallofeshaxenmijktiwdrcpcrylsjogjylh,m,xxkjwxqd,HBTTYCOBTVPDWQXXKOEQKZTQPQL,WY,U,U,66.0,Country Financial Services,8.0
Hwx10611,1-509-860-2326,1.0,812.0,,Zmthwq,Tulsa,730338.0,n,CGFSESFUICDSVWGJCBTHFSILBYFMCDIRCOMGAYOBQBTOFF,,Hwxjwxt,AJXUYEQUYWDYDSWTWDRMAEBPSEMFHBRXLTCTIHMWKJBQMMUWKRLGZRZURFSJAC,MT,,M,84.0,Office Depot,2.0
Ras10612,1-705-134-8323,4.0,700.0,4.0,Ylguznnoc,Milwaukee,103106.0,M,epaepejzzbgagdtdebnhmpyngnkqvwhoagokfngxmfrdughplak,f,Rasrwcgyukwgezoglmbzuoguteg,,IL,O,W,53.0,Valmont Industries,10.0
Pux10613,1-868-957-2371,1.0,700.0,4.0,amyglomexsuf,Pueblo,3833270.0,,Fvxmxcppurssoogthhskzagbrgmlooufawppglvdxmbhwuljzxbggfvrptnzgy,,Puxfgwlreiehnhfbgnoperet,tgkjwhuepodbudnpyel,CT,U,M,61.0,NCI Building Systems,4.0
Rlk10614,,4.0,787.0,2.0,Hmkosuqiuq,Milwaukee,3085705.0,P,vhfbictgvjhqeebsarmdnqlfbgsfcpgftetaeipfldylrvnwqtgdntobansooju,f,Rlkvxhmpanuphizbfbxqnmanuuzhs,Tvawbfbnkztxbicznotjkjeqmibxvmmptlktldaysruswafqlhkiveodeni,AK,O,M,50.0,Microsoft,6.0
Xiy10615,1-087-846-1491,2.0,764.0,,hfsatrgqivf,Naperville,3121707.0,Q,Jqskdmpsdkilklmtojymcvdszeqggcjqcixnt,M,Xiyppwxkokulxad,WVIZE,AR,U,W,,ServiceMaster,2.0
Gzi10616,1-646-574-2915,1.0,,1.0,Nqehoegrjhjwmrskwdbeubrynzghsc,Tallahassee,2789453.0,F,GYAKS,F,Gzilvckzhmnzcl,SNSKWDKQPOEMHTGOSEKOPDKQEBIEZDBTBQNBBU,CT,U,M,87.0,Iasis Healthcare,5.0
MXO10617,1-425-468-1496,1.0,500.0,3.0,jbjtftxeowxkofcdybxgktf,Grand Prairie,86821.0,w,kjskzfohwedhbldchnpuxlwpfcstyuwtmegksjnjovamhadowmamkylmdqsikruxbcjkmgfmjvk,,MXOMLAAQDWAPSPOGRZQWKEISM,SNTGEMPFSHFWTKLFJBGWXYNYTUCEEZSZRSTGVSKITYZLLNBYLPBSKH,PA,O,S,30.0,NV Energy,0.0
gfn10618,1-906-976-1705,3.0,661.0,5.0,Gcvmtchulwywsn,McAllen,3527914.0,,wmtvohevikw,,gfndmemodoxbgtzofwksvjdwpigx,udjweheeofmdujqrqtuhjkuntqcudgunbkfmlyicednipcusjyy,ID,R,M,,Enersys,0.0
TEC10619,1-764-125-3914,1.0,339.0,5.0,Xltslbmjkgpllapoznqn,Amarillo,3027065.0,f,GHWFHATJ,,TECXQLUQVYURU,Hhnnsbwihccxvibdegmcmejotxcsisqbfukhgnwrhjbezwjawecppahxphxdesosor,CA,R,M,37.0,Baxter International,9.0
uln10620,1-922-378-8089,3.0,483.0,3.0,Cxdjhezvrcy,Aurora,,q,Thcvkjxzgppqsrgdkex,,ulnbiayhcyg,elmkjlktzpjoacmqbhdrppjuzxgcjwvgwyyzdteelutbpfufoaykyixkduumxnvcavirwqgitw,TN,R,U,20.0,RBS Global,6.0
rli10621,1-405-040-9966,2.0,380.0,0.0,Jnqkshqjorfpbplcaceosxbug,Fullerton,2282106.0,M,xapzwfsrsmipyzomeuiibfwbbhuszlpxcmehvmdittzrkvtnqsxcbxen,,rlihjgpaprpa,ljbfoalbcepkdmidinrmguygdygvkusbbnknxaxsvctppqrrseajwjqgfqaxukqtiwinfuldz,WA,O,W,45.0,Citigroup,3.0
ruz10622,1-293-554-7479,5.0,338.0,5.0,SGZCRUUXJRDLBHCTU,Columbus,3704438.0,,ipqhlueknvxevopxtesxmkhnylrquwqyskcwmf,,ruzqxjqnvpjkbrgnftjkn,cfnshlrykngmawbxndatmnpeevbmrrhvgqzybkfgepqviyqezipblbhvnkuzgqblzwysddhcwhdm,Prince Edward Island,O,M,14.0,Pactiv,1.0
cii10623,1-532-893-6824,0.0,392.0,5.0,Peqfmsjjghagmvemfgiowhxkff,Tucson,108400.0,,uivlkijuujauzwldxmnwgmaniburumcdawgp,F,ciieexixpfiohojbkireptlduyg,Lylxwjhhcxmdgxhyrywhloymqjeojzibxwrrbkjlefqpgshavjjvcdambtqlmacllpjuboaoeapsclo,SD,O,D,24.0,Anixter International,0.0
gse10624,,5.0,433.0,2.0,SMEDHJYNYIOWWAFDMKF,Montgomery,3010887.0,E,BBWOZQWEKCSYJDRELYHTWLWMIQVVUTEAQWXCSYEXAEOIHGHFHJHEIXMY,,gseulwjbvorsniesatylneqe,Vxczanruyaexrusgushwfkidwhxy,AL,O,,74.0,OGE Energy,8.0
Rpb10625,1-635-678-8473,1.0,482.0,4.0,Rahhxkuxerzhxifvypmzsfcingvv,Charlotte,676920.0,N,MGOSGRPEFLTWTNXLSLBYMNTMXURVMUSGSNZCZH,,Rpbpnbbdb,Svfoaejtiisyfhungpktngbxprpltkvuekhvbwaezvkfjyvtwpuujs,WI,O,S,35.0,Polo Ralph Lauren,10.0
Klg10626,1-005-629-9706,1.0,520.0,4.0,MRKPEP,Yonkers,,,Igyspgupjcskkvpqoixqunikztlaipkmqvixilfxfphismyagtshhintxrrxpuhngmtap,M,Klgacbdpqpxnxq,Pqpndaxliifrmbyxmpzftsmxvznzddnmlpamofffbpbabbxskoiimsinaczfizrspbcvn,NM,R,W,46.0,Frontier Communications,9.0
alv10627,1-693-047-4731,1.0,605.0,5.0,IHFNXPSDWUDJHIKKSQNTBA,Rochester,1362516.0,l,,f,alvervpmziadokguexezcoyqjjnmpv,fytorol,PA,O,M,22.0,CB Richard Ellis Group,2.0
FRS10628,1-404-373-8064,1.0,367.0,4.0,eiqhcawagkl,Lewiston,2290724.0,,Wwsbcwjtvdqmktaldmgtqqaahwwefyfyqqzgnscqodkvsybgamjlykxhfmp,F,FRSWHSLWYUWGBRSHBE,WSPBRWFSDDVJRLFQTZBLODBNIOOHWAQ,MN,O,M,,AK Steel Holding,6.0
Erd10629,1-060-435-8227,2.0,366.0,1.0,QHHXHBDAVYUJSZIAJIQGOULYJGQK,Lafayette,,D,Cofduthinqevaivhwwnpbjrmfhadxvruqeavayrmfjghfjmoutoebeumka,F,Erdxoi,XLEUHTEVPHBDMDYIBYYCLDPQGGVPTHSVLHRGYG,OK,O,U,87.0,Hubbell,9.0
QDV10630,1-112-534-3114,3.0,745.0,2.0,CQHALIIUWJEWQPQAYXFFEJFQ,Biloxi,125651.0,B,Nsjmstrnjnuqgundkpswzrtjqvawszhlowwxeaxjpy,M,QDVNCITMWLBQPYBFTIEZNBY,DGXBKYKZVSFAJDQCFWZCPO,RI,O,U,94.0,Micron Technology,4.0
Yps10631,1-868-742-4510,4.0,414.0,2.0,Qrjdsnprrotbw,Fairbanks,3885388.0,Q,Kzrcgqjcncfutnnjjogmzublejkkppvkqqbkgrdbpfvsxbxtng,F,Ypsavxaptrngwxbffxhisexxievxqz,Ffvkjiegsymwwudcmuljqapmiaexsr,MN,R,W,6.0,J.P. Morgan Chase & Co.,8.0
KOE10632,1-721-286-4219,3.0,414.0,1.0,zbnclaoxfqezyuscw,Dayton,1303527.0,,Arxzsmjefspkyfjpkxisindgjgpiivvwcscckuhzidejdxeqpmpdcgartebdrtcjamcq,,KOEARNHLDAZSDBOXXJZNVBSBD,Mvtnmpnpxpuwjjzo,Ontario,O,,69.0,E.W. Scripps,0.0
Qpr10633,1-307-981-4112,0.0,686.0,3.0,Ormwankkictstneg,San Buenaventura,2373456.0,,Zmurejrtzbxcgxvtmmbhirpzhs,m,Qprsztvlapixvelonmsqxxqcuugo,lqgahntncfnscacnttpyfsvuepuoyuleyiepmbknukdyfv,AR,U,M,95.0,Intuit,5.0
Lfm10634,1-587-309-6760,5.0,615.0,2.0,FWNXOEXWLBDCTCH,Dawson City,3848232.0,D,Cotoxcwyivtvmhhrwyvskzwjcadxstzinjpbjmqkfradxhfixc,f,Lfmahwcleuzynxlfqvglrmcvzg,Hdnilbrqwzvxkbredigusjnarfubjlktfjkuaokva,NC,R,S,,CA,3.0
Dly10635,1-098-011-2223,3.0,545.0,0.0,Rtipjlhjrreltifnqjurhfhsv,Newark,1310885.0,g,apaldipvsddnbqvfsjarprrjpinlorergtyeolelhncmlyslwapnsizuywlufg,,Dlywedtz,Dranmwzapnitnpkefbvylytbcgrdqkbbdduzqrjkwcewjbpqnrgg,GA,O,S,88.0,Ball,4.0
dut10636,1-425-647-5852,5.0,493.0,1.0,GJRZEY,Seattle,2733440.0,,tsjeswimoppqi,,dutkjtnkhephhwsbowgto,Akaaohsqsskwcbpzlclaexwfeaiyfmmdsborippenebmfndcwds,CA,O,U,42.0,Hub Group,2.0
Bpc10637,1-363-500-0905,4.0,342.0,0.0,kwfriixkapmogwe,Edmonton,1668048.0,,Nsmfxfchrgpgtgcw,,Bpckvgnuqnghdyogppvzwjmfjrjk,,Ontario,O,S,49.0,Kellogg,8.0
Kdp10638,1-402-022-1763,1.0,679.0,0.0,qlmhofstfdhrvusauzexovkoypados,Sudbury,,,vrycmahnwhfrcpksxdjfcahgauramnbkvstptyiktyjuxydmunojsgnnsqcyyyqvdqgzvzivb,,Kdptoajbsmqvmhzpxosuy,Wclmfimpfxlygjvegalnhtoibxdnmbneolbjfzss,CO,O,S,96.0,Jack in the Box,0.0
exz10639,,1.0,697.0,1.0,zbxpjdha,Tucson,3475119.0,,,f,exztbedjpoqzk,Ldkmgdifjhezszsbwbqnpxjusgyxmbpkypqxjdwtpralkvjutyfzerri,OK,U,D,33.0,Rock-Tenn,5.0
Isx10640,1-061-507-8062,2.0,507.0,1.0,Cuwmejfvgc,Dallas,131516.0,U,jnhocwakkodsxzstlqdv,,Isxsztotm,Odcybbztjg,WY,O,U,28.0,MetLife,4.0
jfj10641,1-500-536-1997,3.0,717.0,4.0,vzubtqeggddlsxzftewd,Baton Rouge,318373.0,,Vtbfahhxzjvyumvzdbncwzdaozfuyikscsuyojbtwtwuirswnscrhkzcxwhmeshphkmwdqsxobbdsd,,jfjrbhchuaydq,Njxpautycigripnbekwnkkivwxrplwudtpksnuspudlqbpxclkpxbvhqlzqgzwrrohs,Saskatchewan,O,M,6.0,Circuit City Stores,5.0
Sgg10642,1-001-097-0990,1.0,620.0,5.0,jlxubpxtfbprqdrmpirfcdmf,San Jose,1772755.0,,Hbkhuuuratiaauughzlrrmktpbjthijuqxtxfnxhzqwquoqvbscgupp,,Sggogmzhi,Shmdpymuicceyaednrdvhlkrhrevomnqybdofhjzuskuvzocbwcqkxhfbaechwqfosjif,British Columbia,O,M,27.0,Cenveo,9.0
JYB10643,,0.0,485.0,0.0,UEEJHSZTLUQNMIOVVE,Little Rock,1225860.0,k,FYRLRMBOFHVNHLNLODWDKXOFWES,,JYBSCCMJNABYH,VGCJUWXJJWGYJWZOXMMCFWTQAYDJVJPZPOENDLSNGGBOINJGXJCDF,Ontario,R,S,23.0,Autodesk,3.0
Qlf10644,1-598-777-2070,1.0,445.0,0.0,Jrisdkzlgb,Hilo,348085.0,F,XTXKXDGVHBFA,,Qlfhdtwd,Paabbcz,WY,O,D,30.0,Raymond James Financial,10.0
jjx10645,1-465-720-4472,0.0,476.0,5.0,Zmhabcezcklohkbwzzguwhxqwnqbc,St. Catharines,2299258.0,,Bulnzfqvjx,f,jjxpalquwu,yarwjusddnyhlfaiwzugrsbjfmhtnaerikkvvtljrdbwvwhdforxaeqkvujhcmkneuonemnrqxw,MT,O,M,59.0,,1.0
Ttg10646,1-965-445-5546,1.0,317.0,3.0,CBNJDQZOFHSAFNBUIPZKUGKPYIX,Charlotte,,,NZIJKCRFQGTNRTKOLUWBMUIRIGJKQQFEZQXPOQG,F,Ttgicloesgfgndexhwmsgeegehh,Roxlixvpqaynacmvbhlkrmvemhupuyxmvangjbajvldvuwyhtwtyi,WY,U,M,62.0,Scotts Miracle-Gro,6.0
Jng10647,1-416-579-6276,0.0,420.0,1.0,xudmcbkjfcslxuboqlfcoywb,Evansville,43275.0,,,f,Jngcpppnoaiiiliilvghyszvbqgyqa,QYGQZJVL,IA,O,,63.0,General Growth Properties,10.0
Wpt10648,1-797-998-4391,0.0,639.0,4.0,Uvtyvwffkbo,McAllen,1123645.0,e,Bffeymcd,m,Wptzabfkblwhvoccdf,Wlzdrofbahlsgurxezwdlgdwpggvdwgkmjznmgnylvevqqisqwcntpkyzrtvsxzuycurceylnoyfuj,VT,O,M,69.0,Reliance Steel & Aluminum,9.0
Qka10649,1-465-308-3979,4.0,593.0,1.0,yqitxjixaiessvr,Cincinnati,1746003.0,S,RSTAQLVZQ,,Qkajkbimmfavnrwzteyeylmerlqbyg,NJBYBEMCKPKQFISVXPDSBWHSYCXIECQVFYGIRLLALOMPMCDYPNYZANBTILPJ,WI,R,S,36.0,Superior Energy Services,0.0
Ywc10650,1-622-406-8301,0.0,459.0,1.0,YRVHRIAGX,Rancho Cucamonga,1826851.0,M,Vbvdxywnkaltagtsrearnuciegzbankjhkzkkwaviwbjgsoqlfmqnbnjcoamrrpjh,,Ywcboinqhxrbd,iamlouc,Ontario,O,U,75.0,New York Life Insurance,0.0
Zgi10651,,3.0,569.0,4.0,BTFXORRIUZSLBF,Shreveport,3902659.0,F,Qpxvwbiircdlwiqigabusb,,Zgixecbedptqsebpyenozg,Oocpaqphvpcvlbztyud,Nova Scotia,O,D,52.0,Aon,7.0
hot10652,1-449-181-5155,4.0,383.0,1.0,Geamlusudhlgsbjodm,Cedar Rapids,756473.0,D,Ebxiawspncqmduvikqhntgygepgauivlmstec,M,hotyujmqydepatqjskpaahhvrtiim,Pjieon,IL,R,M,45.0,Hubbell,5.0
gub10653,1-586-917-3804,1.0,343.0,0.0,ZBDXQIWHYAUJHEBSDUHVO,Boston,2375970.0,,,,gubkonwrhhajad,Fjydfwusmwjlszjntcerbo,NY,O,M,68.0,Automatic Data Processing,8.0
Qnt10654,1-126-841-1247,0.0,460.0,5.0,Rfeknxavrk,Des Moines,3820831.0,,Jdffhcnuuedxkfctdrewymvsyitdatofrudelhcfnbzwovokqejzecnknyildv,M,Qntrhpupfdcsl,Wydjqfsjpduldgsgtwgbpkltqcoiluujwjxordobzdpynaziqculbaumxbnjsislirxksnkljlsunwd,Alberta,O,S,38.0,Peter Kiewit Sons',0.0
vcw10655,1-583-724-0654,3.0,553.0,3.0,Ydgnqxooxnuvqrjacddiwybfikkix,Washington,2131915.0,,,M,vcwdhykzxeyyzhrnbfanpywptopf,,PA,,M,29.0,Penn National Gaming,5.0
kog10656,1-009-083-6592,,713.0,4.0,mmmnqw,Garden Grove,3417961.0,i,DIKEYJEMBUSMB,F,kogxmxfpprwblgoivjmrtvx,Xizlnqhqxecutkhecmlehpuzmpstrhwlocjdkmlhnaolqvgnazgoefkfxqgyqucric,SD,O,D,75.0,Verso Paper,8.0
Twk10657,1-678-570-6535,5.0,669.0,3.0,Ihqmj,Albuquerque,3937892.0,E,Ytzgxzjktfeyvwwresntxtctcxgac,f,Twkzzarosbvctjyajlabwz,Gemwochchictylptoohuskavnupnkmpfaxkvcbjytdrykisigjpaipsdjllhjnuisclxn,British Columbia,O,W,28.0,Western Digital,4.0
Zdi10658,1-277-150-2005,3.0,812.0,1.0,WQXLE,Mesquite,2140609.0,L,Rhddu,,Zdilm,Gsukezirsjrxszvmlhkwi,IN,R,S,32.0,Texas Instruments,9.0
bjr10659,1-640-918-7641,5.0,465.0,2.0,Bvkkfispfpjoti,West Valley,2762936.0,,RFVJLVTHUTDJMSQRSZALPIGTIOAKMBJVZBEZLQDMUWGYBLICZFBDHUTGTXSDNS,F,bjriemlfcebxvawkzcerpuhtp,YOMXUPGQFFURMCRBYOSQIDHVSHSFVYCVKOQNTMDQDWQHCTMBFGGXWUK,AL,O,U,94.0,Nacco Industries,2.0
Jgq10660,1-934-194-6264,5.0,509.0,0.0,MGGAXCQBOKL,Paterson,2766792.0,u,IKCWGQAYORHMKJTETCBEKBOAN,f,Jgqyjatlx,Gadabxiymyvkeebwjnlqcjjwvejotfpeikbxfmpjnlelpqiytularznwkhyqije,WY,,W,93.0,Huntington Bancshares,10.0
uof10661,1-335-554-2472,2.0,543.0,4.0,XOLPSNOSLEMV,Coral Springs,1302869.0,,Mjfwzrzkobfqvplcgpyncyiktm,,uofkiflrpzpnwnvpqkhelgplfz,zwdhyuseqbuejmuiwrnfouqltthlgrrzfcyzhwgxuzgsqkndz,DE,O,U,11.0,Int. Flavors & Fragrances,2.0
Nti10662,1-283-127-7368,5.0,432.0,5.0,Elcdegmdupudqzv,Cincinnati,1964514.0,,lwwddjlxgctniwwobi,,Ntihyhrhuvybwtysmnpaqlpcxhmuc,EWPLLVNXVHTUNUDLKJ,British Columbia,U,U,59.0,Clorox,2.0
hqf10663,,,501.0,3.0,Ggcptff,Santa Fe,3207419.0,,Nxwzbrnqyfxyyqpylcwmbjwnxchgekuxewb,,hqfqcqvumhhsgwbtcmcmk,Qkelnbxvbbzxxtyavybrlcipxnlzpmbdopxkvktcqjzuljwlqrxw,DE,O,D,20.0,Pacer International,2.0
Teh10664,1-423-064-5903,4.0,,2.0,TWXKGXUITVXNEXAK,Lansing,2225957.0,,Ydjrqzepgodfescoaiecdirqfgofiecsahjdohxhxlfqglfxqvciptfup,,Tehsxatrbdavtdqzkeil,pkwmzawrzomdbhhxochzp,SD,R,U,76.0,Lincoln Electric Holdings,2.0
uam10665,1-086-332-5382,5.0,303.0,3.0,FCBVWBHMKFYPDSHORYNX,Abilene,3361201.0,,Lavojmxmasljdtidnyefhsgqegqem,F,uamifgdhmsohhiclzywfqezrzosr,WLSASRLTUWWCTYSACNIWPPVMRWRCTDMEDILMBYDJKKLZUMZFQFM,GA,O,U,6.0,Regal-Beloit,4.0
Knr10666,1-814-761-4371,0.0,711.0,1.0,ycdbmrmnmisexkpxlfifukknwxlw,Pittsburgh,2018684.0,,Ywnuhoepmplengunlezngajdyf,M,Knrdccg,DQFDPZIRFVZVARTYDBON,MD,O,S,47.0,Calumet Specialty Products,10.0
Mup10667,1-321-501-1792,2.0,524.0,2.0,ALAMUBJXAMPDKLASLHBOR,Glendale,1401703.0,q,Vnqjpkszlvpngmtqxhhxvbqeymjkpvxcpootsdoliidziizisit,m,Mupqektqzfmqwr,bzwhyqqlddfktopqvjt,AK,U,,15.0,Jones Apparel Group,1.0
Mxk10668,1-048-715-0056,2.0,370.0,5.0,Dqcxlefgcbudfkafttufjopupgclta,Arlington,2042865.0,F,Wrmojqkegqxsyhovhotgaxmwksclgijwzl,M,Mxkcbgrsviouinogdxnhwsrdno,Etnpwpcuetzoxhjbzngnneofndupjlzguapeewhnlvummtdxvllrxmenfgwtondy,NJ,O,M,22.0,American Financial Group,8.0
Izn10669,1-152-192-5308,5.0,441.0,1.0,Ipsxpvrunmluwffmuqkecxlmtlbfyp,Albuquerque,1128183.0,,Uekfuxeqzwvsfs,,Iznbxaeevoyhvxkskqsjdzvtpxpqb,Fwhcvl,AZ,O,,73.0,RSC Holdings,
Rye10670,1-729-218-0882,2.0,382.0,1.0,Vpgmgtkxrjudcxtjxfuxy,St. Catharines,2806790.0,,Ihxcajkeldmpyofdsmlzpsnjykoenzajuiwsxlngmeakuxoqx,F,Ryeuraucwbpw,Jakgpeidnnicnmxfdtjuetnveodystwuczxqapkvjzryofwrrtunexi,NM,O,M,97.0,Northrop Grumman,7.0
PJI10671,1-669-137-3153,4.0,,3.0,Mkwwah,Columbus,1376620.0,L,Tktlnspep,,PJIBGQXCAGDZA,Yquamxsbzceyrtcscfgke,TN,O,S,4.0,Navistar International,10.0
NZT10672,1-643-020-7470,1.0,565.0,1.0,Fljmcudmjrlcbfhcuiougtqffr,Brownsville,1753851.0,e,Cufgccevodvcncryxerjwunawnlfgqmxfpoxualbkkpfalpczpnpx,f,NZTMLEPNKYGYMOMCFKNBC,GOOXAVHPHJFBBDGSOKXCWULXHTNOWBBTKFEQEBYVBFNQQPKDUD,VT,O,M,43.0,Piedmont Natural Gas,6.0
Tzp10673,1-846-415-7854,2.0,784.0,0.0,Yfdcyhzwfwc,Scottsdale,3902623.0,,Sttvplbhnrtksrrefgfhqhsibvlnccdvekufsadsvaglhbgnqifsmesyxdoten,F,Tzpnmpbenpvxp,VQWJWDDWSGDBYOTGWLLKNRJFQDDNWNEQXZGD,TX,O,U,0.0,RBS Global,1.0
YYC10674,1-236-050-0499,4.0,321.0,1.0,xsdgxzrccwlrfmcsvcmapfq,St. Louis,,,npvirzxkkcvitmamghfaxsxankivqycvblmyerwuhtjgpoudwiamryhfskfzea,,YYCGFROVBRMARDTVORSPLANMCJP,ZXWMOMLPQU,MA,O,U,20.0,Children's Place Retail Stores,3.0
KVU10675,1-168-318-9718,,510.0,1.0,jbbnjtnqafxhsxrcjsdq,Knoxville,3195125.0,,Avihhpqlvpofpbatakrcxnmxlfxbqbzhmyeqirbfeuqxifwtsrffejjzqrundniuaamrfabvvyxnavix,m,KVUSZKCA,Ywnzwurzuowmwctfncnmyxroj,TN,O,D,88.0,Nash-Finch,9.0
tdp10676,1-711-107-9064,,,3.0,KHDBUUNSSDJFWGEYHCSENJP,Regina,1551443.0,,CBHXKRQBBYPQKJWALDOEQTQIBJJOHUN,,tdpktbpbnhkqgzwqcpar,RXUTCSNGLNMXYDSJYWGQHSWRTKEQFXWIFKOQQYALJGURGUHCYUPY,DE,O,S,100.0,Aleris International,4.0
OJF10677,1-513-040-9068,0.0,605.0,0.0,Ynnyxcrbuwmxx,Raleigh,2385003.0,,Peorstsbzhymmildksxhshoilhpgebqkpqpytsuehw,F,OJFZGKQJURJKJDMTJUTMKYYBWDUCWM,IRCXVKOWIIPTOYQBBTRABFLQXYEDPTNJUFOQNGDTVYBDEESDUMSJOKTFVMQRN,AZ,U,W,81.0,Graphic Packaging Holding,6.0
Oij10678,1-391-163-5523,0.0,581.0,3.0,Chekdwothvouorjlvjwmjaz,Hollywood,1277355.0,T,KYOSVIXEDDUNRTYDWVZBTURAPPMOR,,Oijdxlnwxbya,Flmlrusdnxxpwgermryglzvokkiszkxveqoebphbvrvuzgiagxbdzvthlufidecgoaayskvwffuarhy,DE,,M,31.0,3M,0.0
Okg10679,1-212-034-5995,1.0,359.0,2.0,HBVHDKASKMDNNHHVHYYKOIGYRT,Lowell,2545601.0,,CMMDNHPZXGKLQFBNYYEATFNOODYJNNZNIJTGVIGKJUAYWYKALBPVLKHFUHUHGVIKPKE,m,Okguwtyjcjhgrabqhgkhxn,iiyfklpbfh,CT,R,S,54.0,Del Monte Foods,2.0
Uxq10680,1-306-753-8017,0.0,741.0,4.0,niqfvzkgntuq,Simi Valley,1569151.0,,Njgrnrkrfjtuudnrctdbfeopbxumdweeqfebvowugvpafltg,,Uxqhgzobcdecjuiwcwviwf,Yzrlnynzvsknfhpujbrxsh,IN,O,W,4.0,Valero Energy,8.0
ntz10681,1-823-215-6486,,579.0,1.0,kwxquxilvpyhdmxqfhghv,Sandy,937850.0,,qjilkhcuxlksifbomsnekpoejwggsujnaxnwwtprpkokxcwxka,,ntziitsjcjbssybwbe,Vqqhobur,WA,O,S,45.0,Amerigroup,8.0
