LastName,Income,Employer,AgencyID,FirstName,NumberCars,CreditRating,OwnOrRentFlag,NumberChildren,Age,Phone,NetWorth,MiddleInitial,Country,City,PostalCode,MaritalStatus,State,AddressLine2,AddressLine1,Gender,NumberCreditCards
pxxfixyqe,337137.0,Questar,pxx6181,JCSTTEDHGEXIDRULVOB,2.0,412.0,O,3.0,24.0,1-177-052-3017,2153684.0,,United States of America,Vallejo,Nrujrsdxbzh,M,Alberta,KXTLNQTDJZCUIRJAUWNOZIPILVUITZRBQGOKCXMAYVUPPYOJQGABLIJOPNGHCGMG,Hmyydsclxryxjjzznfwkrzdvomnuefkddwakchlccyuxbjmofhcl,,7.0
Bkgtyovmtaxivdkulroscu,24308.0,Fidelity National Financial,Bkg6182,POKUJTAFHC,2.0,554.0,R,3.0,50.0,1-358-287-7120,170703.0,,Canada,Santa Clara,Uesbepw,U,ND,HDNCTTUKWQRUZUNXPIHLXPEAUKOBXNZTTRRYEEJMWSILVHULXFPSRKFM,atiomjjumyedlgamachaq,,5.0
Nqjotpfasvimnycrkwzh,351872.0,Sears Holdings,Nqj6183,Ldpjgrfkrufaxhzbjtyepvmttzjc,1.0,585.0,O,4.0,51.0,1-450-781-0028,2818355.0,b,United States of America,Knoxville,zalqeyw,M,TN,hpiygfkpswttspzjvqlfragejmnefhgdsjhjrilqrgtoszlhsydxuztuvczyyk,NHSPYSJTTIJJXKGIDMNBSDYZESKANSVHBVIQKGFUHPXXLSCGHH,,0.0
iattsugaz,444525.0,Foot Locker,iat6184,XWSIBVNWQKFJMFXJZVBVOGX,0.0,502.0,,3.0,90.0,1-865-208-8997,3870650.0,,United States of America,Corona,zjttdvnjjy,W,CA,Fqfpabuhoqnagzdpvauccbumwbhofvtzjdecfwiumpbhlqcutyrqvllqavs,Wkjzmfonqodacdosjnuidtqrrnqotffagasrvrxennvegjdcixiatobudosehbjeyqs,F,0.0
Vbrllashut,194552.0,Ryder System,Vbr6185,rrmifwbbeoybcnosvjepl,2.0,451.0,R,0.0,3.0,1-802-120-0419,2539905.0,,United States of America,Fort Lauderdale,Cbbugazoecep,W,TN,Olwtunrzdownjrwsmjorhzhwguobwu,Odqjyksbxmvanjpbafxrgchxkvpfwqswhxtzlurermdrqqoybzamggwugief,,8.0
fcjhzhtxqrasqukklnjgbgrebhgguw,159904.0,Smurfit-Stone Container,fcj6186,LRWSEABEGOC,3.0,511.0,O,0.0,78.0,1-419-386-9203,2295888.0,,United States of America,Akron,Dbaeelx,U,HI,GYTQSUZBGOLFCVUZSEVDRZNCFCIDILWQSARGIQNLFNQNSZJXIVRXYKXZD,,,5.0
IRUGETWAXWBKYVUMORNCYJBA,427517.0,Motorola,IRU6187,Atiqnpiutelavievtyoguwrvf,1.0,509.0,U,0.0,16.0,1-142-417-2423,2910300.0,I,United States of America,Waco,ktpwruv,M,MI,Bpubw,Czavzyrddejsondqwpwlfikbibxgbbmj,,6.0
BERLPVIKOPN,83144.0,Estee Lauder,BER6188,Mqvqmsrhpnrxobafjgdhlssfqrc,0.0,840.0,O,5.0,93.0,1-938-911-4112,758382.0,,United States of America,Iqaluit,awgub,U,WV,Atyds,Gosqelmjrpbd,M,7.0
GKHWLXBBBWWIYNHP,,Complete Production Services,GKH6189,IXZUDTQOOQZVBVVBGHNMMFVXFQRGQ,3.0,319.0,R,3.0,79.0,1-365-577-4061,675656.0,,United States of America,Halifax,LHKBUVBU,U,KY,Dcriivyaweeslragfvhduivmxepfujkgmsdpsqywlnlkhubqrkvnlhsbahxbomslut,Oyfhl,F,4.0
zfrehlkamcaxxwafpbkygvairtgee,449114.0,Burlington Coat Factory,zfr6190,Kocwfkhwdfu,3.0,748.0,R,2.0,57.0,1-487-416-7837,1341482.0,,United States of America,Peoria,KPEDFJTKWJ,D,CO,SACXMASKQSIHSCPVEXSSVMGRMUFUTBUJIORJQNZFFKQZDXOECPWOWEADPCPAZNNFWRPVAPNQPVMBF,prippnqieswaiwdf,M,6.0
Jxazhyquszfnueaybpqaqdi,423191.0,,Jxa6191,Fqwrbliwbttsctslygit,1.0,,O,5.0,57.0,1-940-782-6348,2468050.0,,United States of America,Oshawa,pchlntfuzi,S,Saskatchewan,habnts,Yknbqklzulhrkhlm,f,4.0
SEYTAGTDJALAKVMQDPIBPULQWXIF,156164.0,Lam Research,SEY6192,Pospngpxojxd,4.0,653.0,O,,89.0,1-685-530-1763,1027810.0,,United States of America,Salinas,VAXZQEVRPG,U,MN,,lksiecd,,
Nxesbierylbuxushqeblgcbmugqo,120232.0,Univision Communications,Nxe6193,OUMMTNU,5.0,521.0,U,4.0,11.0,1-867-394-7469,1712654.0,,United States of America,Pasadena,,D,OK,iydstjkmkffpyuxriwvvuibxpizchhwmmkxjugvbpuamyzvkmucaexpjbsyruj,oekteiunfvgkuuuvljnuctfaofjvntoxhaxwlrqs,F,3.0
Ostnstpsjjiedhrqmpvpiepogmtao,,Qwest Communications,Ost6194,Andiftbnpvrhexuwsr,0.0,602.0,O,5.0,63.0,1-236-774-4196,2010371.0,H,United States of America,Quebec,,U,RI,WRGIHCIJQFDJAJSMNOODGYQAYPRDXRDNCSQMPMOGZLHMRN,JWVMW,,9.0
HMMVYHKOXQNTENQFCZUNITHL,42704.0,Forest Laboratories,HMM6195,WJACHHMZYOSPJBJULCDMNZGBCEOIQT,1.0,664.0,O,4.0,14.0,1-650-846-7131,539914.0,Q,United States of America,Durham,pwjdk,M,KY,,MMVOFAIQHWIOQNHGXDLFNLNE,,3.0
DOMOREVPWHEMSBLI,357612.0,National Life Group,DOM6196,opgxczs,1.0,828.0,O,2.0,86.0,1-878-875-3190,3208276.0,,United States of America,Fremont,vgbrvdjp,M,ND,mjcrswnrojbxuttokipxpzmxfqfvajfsmghca,bdriosrhuriiylcughexuehikqcptrsvrnkuxawdkegppdqrlrhoyprenqdsarj,M,2.0
rzikof,25138.0,Dominion Resources,rzi6197,csfkhsdowszzpo,2.0,706.0,O,5.0,62.0,1-471-186-3805,1649890.0,T,United States of America,Cincinnati,EBEDDKALC,M,MS,fkghdzskrfmyudnvabteqrudrwvtzacbkaqqevsllopuackapsmaqwvxqeptqjblgcsk,Ubijamhihxvfsmaobdswkgzagwndmlnlg,M,
xuhtpemeqrk,430572.0,Snap-On,xuh6198,Buqpikeuakrsccqxoekk,1.0,665.0,O,0.0,32.0,1-148-435-9521,2303135.0,,,Mobile,CNDNC,U,WY,Rqjmkgdneusyzxttfvtjpmnnmxuvsxpfpiwnslphuuvusdjohfhhgu,Gtnicwrnepnszjfctcwavyundwcinasqqgdjhpjqjxqkzgjqtizqkcdsrbamwqmgywemtbao,M,1.0
ezrsh,184095.0,,ezr6199,Ybmnjrijtdbwxdzchizfweb,4.0,470.0,O,5.0,4.0,1-991-170-6681,50405.0,v,United States of America,Huntington,GEHGJQK,M,HI,bjhxsapwpzxomqlgeeftlbumzhdufjnwsh,XRNBUWGBUSF,,6.0
Sqzrjtjwcerizli,376183.0,Visteon,Sqz6200,LKSFGDMTUFFA,5.0,420.0,U,2.0,94.0,1-806-799-6881,,O,United States of America,Fayetteville,Zyxfuvmkma,D,NE,rgcquowwiniubipvattuoreqmsvgmlusbaohdruhyknxvsybrsbesjxsdlx,dshpukplaxencvqvzyndlpuusuf,,6.0
Jnqqdfhjkplltzcmmjx,,Unum Group,Jnq6201,Ifugfbmslssvupfdmyyxwqlsvms,3.0,848.0,O,1.0,82.0,1-266-297-6587,39992.0,,United States of America,Amarillo,,M,Prince Edward Island,Nzxrphxlrywwymkacxqpflaxkqxambzefweqwouwauouevftoaequbriufmrdeiqriwbrf,lmkesnzlbixndmwmqmygdikqscemf,F,
NVGXVRYPMHCQRFDWOOQYMUKD,297934.0,Kindred Healthcare,NVG6202,GBDZX,3.0,672.0,R,0.0,8.0,1-630-201-9561,,,Canada,Shreveport,adhnig,M,AK,Rtkdnkrdggzfqrprlkjzrlypfmenvpnvmarshixolownrlpgqvrv,pjgofb,F,8.0
DWKWHFATGV,212919.0,Chesapeake Energy,DWK6203,adjob,1.0,361.0,R,,24.0,1-299-024-4553,2882906.0,,United States of America,Amarillo,THGTTVVU,M,ME,Wcbkpa,DEMEVSARYWMWNMIJBDWBAHZGYRLNKRLWTVPLZURYVWSTNLAFFRAOZQUVFB,,1.0
Luzfieqenymphybjzglljslffdwh,178305.0,Affinia Group Intermediate,Luz6204,tkuleqzksn,5.0,359.0,O,0.0,21.0,1-672-209-9239,,i,United States of America,Torrance,Mqsoufwbw,D,MA,VXLTJJKFQXMCYVXLNABUYCTSDOVUCV,Nwwhqkzzeehgriewwjcxncabrknhx,m,2.0
vcvppqweo,58087.0,Sunoco,vcv6205,Lneegrticlhnzkexxedlaooit,4.0,818.0,R,4.0,,1-580-500-8467,1144985.0,,United States of America,Lancaster,WUOSYSCJTJH,U,MI,IHFNMMDIUMNDIQBQXHQWJSTEDJUAKQATUQDCINWPRQIENSPZNOMIOQRXEUIXFARNDSAH,ensfqkdzyuvccwrdiklvxuvqptvxxinvhllhao,f,
Supzvt,223393.0,Morgan Stanley,Sup6206,Pivcioomhosmibuug,0.0,594.0,O,4.0,17.0,1-233-442-3956,,,United States of America,Brownsville,Ctrkf,U,WA,KZXLDHQQYYEEXRPPCPJXYLSVSGOTLAANRQWBVUNRMGRXDCCOXVX,Hfdueraobxjltuhpbirxligbsuwa,m,4.0
Kvhrmo,196559.0,UAL,Kvh6207,MOGRLZFUSWCXYUIUZIDBCZNNUX,0.0,786.0,O,2.0,33.0,,2646464.0,i,United States of America,Fort Smith,DJAIBFOHR,M,PA,Txpzkthtdaspghavxzjfclncsllqwlcmqrqzsmhndhrkdsigdwgnbxrmkbib,Tfpbpphzapbzfujjrcdtvlxpfqymmfqj,f,6.0
Otnbwglmswlabgavipk,228089.0,Abercrombie & Fitch,Otn6208,Yfgwviwirvduuvnuwu,3.0,681.0,O,3.0,50.0,1-973-241-8783,40875.0,,United States of America,Charleston,Pdgol,W,British Columbia,Kvbrqcnlqvimfmcgj,GEJJBWHHXFRFSQICEFJHWASNJCVRNUGXIINNFHTMYZSRKXHHO,M,2.0
fwtcltsfotonbo,307406.0,Symantec,fwt6209,Immltexdahvibbsb,4.0,384.0,O,0.0,25.0,1-699-345-3507,2017089.0,J,United States of America,Montpelier,imupj,M,Saskatchewan,IOFYCPTLXZFUDWEHTRYFNOBXJHWF,emcnvdnyjwqsdaelvunvqkreijdlbwggsukouptprehiugsoduqwbxptmutajfld,m,1.0
GDJJTPEUDXVYAQ,416766.0,Trinity Industries,GDJ6210,gapnqanjpfsizfdzkdboscutf,3.0,419.0,O,3.0,,1-746-604-7583,2387807.0,K,United States of America,Hayward,Ccqbehzvmy,U,DE,alihjekbftrmihqpdzgpbhluvvowwhwikkevnsbsabfmnwivvuwxnudaxmuwioazxpfcgauceiu,Ibfjfwecvdvquryfxcidyfyidbaomdreg,,9.0
LBGXNNLQNIMNWLFJCFJSDWIFOEES,165271.0,,LBG6211,Vpwwnvagrlcrwh,4.0,519.0,R,1.0,39.0,1-819-577-2385,1388302.0,Y,United States of America,Colorado Springs,Cosnev,M,NM,Fqxuabpwiqjmlgrxpixnilibzrbqkarihuujgpkknbpvnyvhgiolnzsbviudhktnapb,Ojmzgbgyovljcvrmvflmtknhcapnqfmciyfsnahnalpybn,F,0.0
Muthfsfgwii,20554.0,Biomet,Mut6212,cdrtjvlbiyiylcefhby,4.0,787.0,O,3.0,87.0,1-440-622-1378,2823060.0,i,United States of America,London,lazfrezqjsxh,M,MN,bvwattrtykimflyddrmlcnmmdrpkeyqwhppvxwqmwqhrazxujoqr,Btcktauxavbtjmcdgttoteyhak,F,9.0
Omeuyrzkgoedfmy,82183.0,StanCorp Financial,Ome6213,TGBDGXFN,0.0,821.0,O,0.0,45.0,1-817-547-7563,3302003.0,N,United States of America,Vancouver,Bmlkryfqa,M,IL,Ekyjovmenayokladaozglvgjaxlsrqaqepqybsneravdzrweuhbumvnxbyfywtyqpjuohzhthonrplk,Aqipoaylrieotkkmuouetjdchetlaisagwdhwvddixzdkvdpgrukiotqdzpkhjuj,,2.0
EWJNVT,164232.0,Equity Residential,EWJ6214,Slfdk,0.0,731.0,O,0.0,33.0,1-702-363-3100,2780004.0,,Canada,Salem,boibwjzk,U,AR,PNQNVJHTRBCLIHTRKTWBGLLVWLJIUKVPWPOYHHHHVFCYMUVSIEKOLVEE,,,8.0
Oqnrhzeepgwmqbyui,232855.0,IAC/InterActiveCorp,Oqn6215,Thawjt,1.0,366.0,O,2.0,100.0,,2694785.0,,United States of America,Little Rock,Ybhjuyoxukv,M,IA,uezgtcjgwrdpvysylnlzdpxbgqehnwblgpawjeykf,ZYDDWCPNMJBRUKJVNLJKCVFKDBOVKFHNHHUNIZZOIHXWRSCJBKXWHGXZWGWJKGYCAPENOPQVPGW,F,
Fvzdc,312912.0,Belden,Fvz6216,WJMFIKPSWVCCOSBLHU,4.0,,O,4.0,21.0,,1711616.0,f,United States of America,Frederick,Dykevnnm,U,OR,vdwjkyiielzmeapdr,JTSEVEAXCOGLDWGXSLBERHLHOIOPARPMSFKMU,,4.0
Ecrvgpdlueybsekykbeawpwfwxg,262109.0,Smurfit-Stone Container,Ecr6217,LNHQVKSNVKUCFTXJXMWSAX,2.0,835.0,U,3.0,20.0,1-781-497-4646,397414.0,G,United States of America,St. Petersburg,LRZIBE,,ND,tsqcmtklhauciyoeebkzehdjgsmnmbmjkmiqietuxnkdgpzfvkpf,ikcoyrmtvkzyuexwrvkwlzqxreltatxknyeodojjeh,F,10.0
Nxzxydohzvwyhwbtuoq,314483.0,Chesapeake Energy,Nxz6218,rrtociroleulkdirxvql,4.0,821.0,O,5.0,44.0,1-258-223-0328,712434.0,h,United States of America,Dallas,,S,TX,ESXBTXCZHKGSSHJQUXFWKMMMRDOXTXIKUXSBXPCAPDQO,Brtynmhrkwrlujsef,M,2.0
Wvdclcavzyjucisnmqbrbwfwpq,466626.0,Walt Disney,Wvd6219,Cqvhonkhhppmpxjakngboum,4.0,300.0,O,,38.0,1-232-573-5965,604208.0,M,United States of America,New Orleans,hygdxdxqwic,S,KY,bmbdxxvrgwhvndcbzmxvayraaxuxajndblkxtlalydlbhcvrauyyeavgvndvdpurtbz,hzwiqasyadqycapjiceakdyghtpplvlgbuswhtffil,m,3.0
Hvkbapjvmwxvy,89009.0,DynCorp International,Hvk6220,Ooapjnfgllqxebncnmqoowf,,734.0,,4.0,35.0,1-453-947-4645,1909845.0,,United States of America,Fort Wayne,lpzhghg,M,Manitoba,JMZWBDHKYVPHNQAOWFUTCRAYEFFBBULFEUZFTJALVLEPHYVNQSFYQJZPFINUFWAOSIQXDS,ecryofddsopzqxcegvxjlshlnovbmjnbfcmqve,,7.0
Kdvcir,400585.0,YRC Worldwide,Kdv6221,unyjuehapdiijkvrc,4.0,779.0,O,5.0,42.0,1-761-681-7677,568325.0,,United States of America,Nashville,ODIIYUDIU,U,KY,Ssgug,Hshchhdarxjmyngaccvnjrbwxgaysbumzki,,4.0
VFDEJXW,354957.0,Virgin Media,VFD6222,QKLIZSP,5.0,655.0,O,3.0,37.0,1-298-301-3860,3020963.0,,,New Orleans,PLMJLH,M,DE,Wigwxzwd,Epbskpsvldgxbpkhulmnupjickybyoebkapqkuiaqqjsatkuzgxndbcnvzshca,f,6.0
jgnrrmtdggocitkhzeazk,213639.0,Dresser-Rand Group,jgn6223,Wrweftsbduoukgrte,3.0,361.0,U,,89.0,,1481735.0,,United States of America,Augusta,Zhmuyilz,U,IL,,gykcbsqtacompeciljkkoplzxag,,8.0
CYSUTBSQHXYUKVWKH,345145.0,NCR,CYS6224,Xhahvfxwppyhdgwxwldedianntfbi,,570.0,O,0.0,70.0,1-396-627-8719,2863560.0,N,United States of America,McAllen,Carez,U,PA,pzdvvhubdlpmrbytaesdmldr,RGHJAXXIKPNMXCDTFVJOIAILIGAEZLBWTRKCUFCTSWSWEKKSOFDNPVCPCJNEWV,,5.0
Xucbgtynarvqvgbortywovilwi,235735.0,Pilgrim's Pride,Xuc6225,ytizmtfhbrwygkcpiuixsy,2.0,574.0,O,4.0,,1-832-565-0702,904387.0,,Canada,Providence,nrlhr,M,VT,GZHJWJXSSFHUL,AFNTVBLRGELSZGBQBPEKIHWPZEWTODEQRRP,,4.0
BBQQFDAHDFTAOWVHSFVS,369973.0,Freddie Mac,BBQ6226,GDTEVAONZ,4.0,673.0,U,5.0,2.0,1-078-497-5090,,v,United States of America,Biloxi,Fbhpnhlvhpoc,U,MD,vvaspfpipixvtsrgwhsgvcszdcncvuuhitfhbsxgxsndlzschrdqbymmkxdixdgjedeujk,XPADYWPJIHNKLC,m,7.0
gomghxnileublbuncnwxkaztws,219016.0,Newell Rubbermaid,gom6227,MCRXSKBWVGSANBNEABUI,5.0,380.0,R,1.0,85.0,1-773-456-0746,802571.0,,United States of America,Wichita,Fxavke,S,AL,Vngcnuemvxoxac,TPQGAJHWJEFVGIEQMXLKOHXIUTIJHDEBY,,2.0
Rcsnjt,243613.0,General Cable,Rcs6228,uvjpobbgssu,1.0,425.0,O,2.0,24.0,1-720-090-8013,1226319.0,z,United States of America,Idaho Falls,selkglbsdlb,M,CA,Mmmqbycktsrg,Qsanmjwszckrijexhuejvaawndcmxckyecduvaitlszdtvfe,,1.0
kxpxfskbofnhtkmetvyufrxwmdx,256708.0,Merrill Lynch,kxp6229,ANHYOAAUOIXRKT,4.0,737.0,U,5.0,10.0,1-445-170-2796,2427827.0,,United States of America,Hollywood,IRHNIQIAFLX,M,SC,mrlzr,Cmmgeaexvkh,m,2.0
Ksjpnpymelpjbqwpbxw,38239.0,H&R Block,Ksj6230,Grfpf,5.0,803.0,R,0.0,19.0,1-913-689-7677,2046678.0,n,United States of America,Warwick,Rzlwmyfj,M,NY,ROTOVUBILJZCHVNTOJOPVNYEUKQXKTLMNEOITJQTRXTRKWPROHORQDXCCCMDHAY,Imdyokwylipnasubxrnhfesidgqicuzwmimlwkditk,M,9.0
lkotufeuagjebngsw,359560.0,Hershey,lko6231,EJROHPDRBXJLAUYBTUMKUWLAJKDU,4.0,814.0,O,5.0,79.0,1-106-546-4494,2345397.0,B,United States of America,Evansville,Uxwtt,M,IA,bspwpsdkkzileihqlqnwlaftlfzickdtxjbfzwidwxvttzxuwccpuepyfaqifdowjamnfajcxnyg,JUJSMMJOASKCVBKGRKQWMNCHZUCWOOFWSYLZVVDOCMSJUKVD,,1.0
nkuktcdweub,,Crosstex Energy,nku6232,Ykincbzkouelaizcxeipd,1.0,741.0,O,1.0,82.0,1-108-314-2617,1439585.0,d,United States of America,Casper,Rznbdzevtp,W,Saskatchewan,Njrqgjposvkvqeanysglqhdnir,UAKZUWPOODTSHHXDFEXQCNNRLAIHOPHKYPAW,m,5.0
WXYKDAVVEAYSPPGNQEDPSBCMF,,Bucyrus International,WXY6233,Gdcdfwhe,5.0,608.0,,0.0,39.0,1-401-092-1251,1477753.0,,United States of America,Irving,SAWOEL,,HI,Bzcpxgenlfgkxgdbxykezmwslhskrlxgwiabkeokrcbxfrqycieeipxevhoixkgtmcbmlsnqsnpwwh,YOMPYEXGALONPGTRETZGBXYJBMRAVNGWVEETEOBDUWOSBEGHKDSJQWPCLBQFLYRDDOPQO,,9.0
Eahxnbrctncxuom,11508.0,Gannett,Eah6234,uwxhwtxsbz,4.0,572.0,R,5.0,2.0,1-966-734-4428,598666.0,z,Canada,Sunnyvale,Bboos,S,ME,Yrnausobgamaalqlusvhgecutfzicnbxrt,Frezlftzlghphipfekrpimr,f,7.0
Knojnbuwtwzsywhuausazefwlwqqu,117416.0,Kimberly-Clark,Kno6235,Gocyeydrjimlaruyb,0.0,628.0,R,2.0,5.0,1-573-451-9832,2067368.0,,United States of America,Fairbanks,pzhol,S,MD,,zapaxbidqbqasosksdaftxnchxdmftmiskxokdcunlku,F,5.0
Lhrlplmcaldfyhhufjeia,143910.0,Marsh & McLennan,Lhr6236,HESDVQAKNWJJMHDZQUSSZZSQ,0.0,692.0,O,4.0,57.0,1-894-808-7392,,,United States of America,Arlington,Urgeldbgrml,S,IN,Emfjpsfrtgopmvtscnxviatidmqhtvdqqutxqsaukgb,Mvonxmrtkfsantfgestyymrtdnhxevcdipepfawhrdziuvoptrzbkuxoslrvpycsgbao,F,5.0
Pgfsltr,491017.0,Flowers Foods,Pgf6237,Icxoffsawvuzqamutqvgb,5.0,446.0,R,0.0,19.0,1-330-226-8660,2778640.0,,United States of America,Idaho Falls,Kbgttlijab,,Newfoundland,Sdrhigxaqrqlsaxlzslvbkajpecseycmxtinouvuskftntx,Kxfblzktkxqjacgwpxbniijgndahkccyrhiflbhsyqhmqinsxqjln,M,10.0
RFHRAEWEWD,92419.0,Advanced Micro Devices,RFH6238,Wldcevtpnxwj,3.0,827.0,R,5.0,4.0,1-122-192-3178,2856159.0,,United States of America,Bridgeport,LHBKIPDE,S,MA,LLETFAPGAGCIANEZDYSNXTCFHDXCPEOSHOGKGVYZGLUUZWNAFPUGIWTHMRGENZVACLFBDNXWWHZRA,RUYDVRXLEUGDDECYAEIXQPCESKJHOPPGCRCWAOVZJA,f,8.0
WFSXCIDBV,52634.0,Magellan Health Services,WFS6239,Khveczbqhvdfxhah,0.0,398.0,O,4.0,37.0,1-874-313-9864,3232636.0,R,United States of America,Austin,Lwsvbqgjebzb,M,MD,IQFRXZGVZYSYFKLKRVDQGVWK,Vnxtcwpyqmykkvyisbwxtksc,,0.0
Qhmhxtsjsosomeskihxjacrrdkfsf,123407.0,U.S. Bancorp,Qhm6240,flrltrf,5.0,571.0,R,0.0,11.0,1-722-912-9511,3012195.0,,,Toronto,DMWLOTQTW,U,MA,XPSXXAFRPTMGCLNWTYFGPAUSE,ZVFBGVMMQLJYTCIQOZUALPFHOPHKI,,2.0
Kxzkapamns,403042.0,Sunoco,Kxz6241,LPDLBULMHDLFVVM,4.0,301.0,O,3.0,95.0,1-659-981-7163,2013971.0,K,United States of America,Fontana,Hllklhgwsc,U,RI,VBUSUAOZWSITGBEGIFXBGPSFNMWTQRNEPOGKXRDAYDOGQTFUSFIDMAFOAR,Cpxtcjkvigyfuf,f,7.0
Adfhmbpwax,449320.0,JohnsonDiversey,Adf6242,Dluxdhhoornskmwcclovx,2.0,,O,1.0,76.0,1-139-122-3686,821185.0,G,United States of America,Chicago,Hqdgcwdw,W,AR,HFNMDMPQVNAZUUPHUBPQCVZAXDSKZYAGIOQFFHUFZADJOPPEWTWTHWCFPT,GDBBLIBOWCKXISPQNTURKOQAPDRMSPJYRLNXFMVFQZILJGHOZGYMGVCJKSELGNNHFGZBGIAXAI,,7.0
Zebqwuprqliofkrv,199810.0,Guardian Life Ins. Co.,Zeb6243,Xiyrdivcxddoavethwjspglkselxh,2.0,847.0,O,5.0,36.0,1-223-810-9214,1457409.0,,United States of America,Yonkers,SBZKYVG,W,New Brunswick,Uobiusfqppjefanksgwfwquddmtrnzwjtvyhmywzremavatwshamchsjfiltjtzmdttretidtwkclhsc,qcocnvmgbrglepemkvpxpabplesbuhohniapldn,,9.0
Ducxiwxvqipgelfqijupm,367921.0,Colgate-Palmolive,Duc6244,Oqkhmceljitjwppieftlonhqbkcim,4.0,,O,,64.0,1-991-156-8400,3456919.0,,United States of America,Costa Mesa,Piomuvazodsf,W,Quebec,Rjhgkdwmkesmsezfxtokncqhoopnfrzfmeaseopdclvwbaalte,UOSVLXWMNANIMEMKMFPCDNGQTSJWOJNLSPLLEI,F,7.0
Tjeokrkzgvlrocpavltva,340154.0,Graybar Electric,Tje6245,Symatgimzhojeryxwww,5.0,447.0,R,5.0,73.0,1-571-310-8149,,,United States of America,Los Angeles,Pglxms,W,VT,RZQKOIQGPXWSOKIBJPGPYSAJCFKLABRLVYVQAFGFJUTCRVFRKYCYRPKB,,,10.0
Jrjsihvqeogfgybqfcufkkricpyojb,,,Jrj6246,GPNSKINUZNMXLMLZODBNPLPNJMUOQ,4.0,753.0,O,5.0,52.0,1-414-148-6796,2502749.0,E,United States of America,Worcester,Seakwqspf,S,MS,Neljcxjiuhxzccynuwgomfdgkvrfzhmnxlfcprnyuwbecbqlqacwcedn,Rtbbofwpqmlbkkaqczzqrgmaxfirjvjnsufjs,m,5.0
Brdaejybkbnvtclgr,484118.0,Lockheed Martin,Brd6247,xaloqveirzzyllxmrmsghrtwtr,,836.0,O,2.0,26.0,1-337-344-5318,2997086.0,,United States of America,Mobile,Hfmwantqgbgk,U,OK,Irtgkjbznhxgukpaazrbqcrutdwtpalhkegkeitwmqybhpbtuiavwuffvqvxxwaugzilnztqzbks,difaedqdf,,5.0
ufacoqolfwhqmlhm,,KB Home,ufa6248,fqfmx,3.0,411.0,O,1.0,77.0,1-989-769-5922,1399551.0,,United States of America,Peoria,Hitoqkqzxzs,S,ID,gcupgxckpemkkitzsatsftiqjyfttolywrjplyoal,Lqdzhvllccglvxnwzndywlpsyjlmvslezxapodazjubfqckrumqwjgwam,,
cvmlhsuvczxlzsocagwnwpfirmsw,,Centex,cvm6249,Bjveglhlqqrqfofxznaircfv,0.0,526.0,O,1.0,74.0,1-700-520-4959,2272513.0,Q,United States of America,Fargo,vkvlhtizix,U,OH,Wjolmbjerzrktgcdcbhgyxgvmptmtqooshozrprxnycflworiadsckjqgfhamtofxbkdfvstbv,pefxoahygymsivyr,F,4.0
lhadaaxqaclnxsrjbqfcrvc,373040.0,Corn Products International,lha6250,vwqqnpgcqrhclfylegz,1.0,496.0,O,1.0,32.0,1-571-840-5076,1137119.0,E,United States of America,Sandy,Jrlpsemsaj,S,CT,,Yfbfwytjevurtjcabrcgwiwgwubgrwjlcyzfqt,,7.0
frxrukvtrpdyesicebbrwsxwwg,317144.0,Cenveo,frx6251,ucjhnmqeoonnanuldchwyhwz,4.0,399.0,O,3.0,74.0,1-095-871-4705,1276461.0,,Canada,Yonkers,Lfzuvny,S,DC,iistjvdhxohxkkmrzsavmwzsamykffadya,zgzekpknohzcsvoijedjtkirgchtvk,m,3.0
Zorbsfobylgdxplkytcfskqgmve,194016.0,NiSource,Zor6252,Ryooubeqywawdhbwu,4.0,679.0,O,2.0,43.0,1-431-861-2474,2251172.0,L,United States of America,Detroit,pybnsvlx,M,NH,KJZXGATBLZYBQJWAQMWLAKDDORTFEA,xvkogvffsvfynxgqlskoycbsyqxrpnngerzxcocospiifqpilblblmujoxxwr,F,6.0
Ysfqpafitcuzibiivhikiwqwh,280138.0,Qualcomm,Ysf6253,PQOWJEXGQIUHPBPAETHYONA,1.0,606.0,O,0.0,64.0,1-141-836-4493,1513469.0,,United States of America,Akron,Lehuvlvn,M,NE,FRXOXTE,Fpjnzfd,,3.0
vjufzxxpdxcnmikuz,98962.0,SkyWest,vju6254,Hoboe,4.0,334.0,R,2.0,97.0,1-544-418-2241,2023582.0,,United States of America,Colorado Springs,isectsjpzjlq,D,AK,Vlktteqsmobaugeecqewgdonnhftynyhmunyzgjqnwyfjrokobkrtejbpachbkflmlphwajmpwrnk,Liqmryvlxrnwezntlijvesdbgzfwuuowggntebuzohdizyiwjqvjdfshdjcdl,,6.0
Ijhuoxfrxllnynbkbiwyqgxuiyvrfa,215771.0,AMR,Ijh6255,dmalogrluuqbtqwdnmojkomn,,436.0,O,2.0,4.0,1-520-796-0846,2573592.0,H,United States of America,Salt Lake City,Npeuhepjh,U,Prince Edward Island,xgogxnomhbbrdbghttjqfpoaeftgomgtbeuuvgepaspesjllldehvxmlunvhlggjmtkmepmmpwzui,Ivjljqtnojfmsgprmqqmaeywwlbuyqwwgwcpuempnmnwspiotwqeut,f,2.0
