AddressLine1,NumberCars,Country,Income,Age,MiddleInitial,LastName,Gender,FirstName,AddressLine2,OwnOrRentFlag,Phone,PostalCode,NetWorth,Employer,AgencyID,CreditRating,City,State,NumberCreditCards,MaritalStatus,NumberChildren
,2.0,Ujit2dStayesorAmerica,229278.0,37.0,,Q2v8grcnukigvtd,,Gdrkhmaifodplarzsitcb,Cqzfttvhjjuswioxce,U,1 848 087 7400,Tuakxjjdn7q,1220432.0,Hess,Qqv9562,323.0,Phjladrlphia,AZ,8.0,S,5.0
Nadwjov6dxiptxlcs,3.0,sanada,286635.0,129.0,,lmhqixamjdmdfnbwqxpidzrs,,CAZCIXdhFTWVvCVJVJPiMaGKLSL,BhJBiGWSpTIQDZJPRfREODaSQUFjiZnPPEVPmGUKRAVCRKXQNyMYOFKZSAJJz3SODEUsHUxNGWw,O,1 267 122 8885,B4YIFZZI,1796867.0,sardinaoHealth,lhh9663,719.0,folumbia,DC,4.0,D,4.0
JVCZTkCsSoSZOeByIKEJSPYTORSSSZnTCV,3.0,,259101.0,26.0,c,aoyeumesvcflcgvasxplsqxsbugrwf,m,Vzkcjvrwjjeejtaxwf,MQIyXKJkYRUrnAFJHLDqHMNCKUbBBAJgQROMXNVBmME,O,1 483 408 3124,6EzWAUAVSD,977608.0,IDT,aoy9564,394.0,fasper,TN,,S,0.0
Sqtuhhllecvmkzghektau0psfjfwonaypqyhsytmtt,4.0,Unitedztat2xofwmerica,249758.0,74.0,,4qdivrhzn9ezcw,m,ZIAwDRFdXHMZrITG1TW3IFRdFWCDCH,inlbxnyshoupsxrseoahbjtndxxcmhodwuywjpxo,O,1 968 859 9429,dcvamdzy,4281992.0,SaherDanfosq,Rqd966t,591.0,Ineependejce,OH,0.0,S,1.0
9zQrIJpMCjPBEEHJZNDSMiUQADPYJQOwVTOZEvyGILUDIQXZA,3.0,UniredStstesofAjerixa,246447.0,151.0,,Dqwdkkbrbhhriaoaf7ofjwozj,,Skdatqezy,Cmtbjhxqzegmhfvtubsqtdoqhlsw9qriw3dknfk7lhremw1cvjvorfjgsrtaxqsdfjkpkbd,O,1 745 910 7040,Qcdyewmjgksa,85043.0,MiceonTechnoo8gy,Dqwo666,374.0,Msmphis,Alber4a,3.0,U,4.0
W1ZPPTiQFTESGQ,4.0,UnitrcS5atesofqmerica,340321.0,47.0,,vgnbzrsfsjcvsbpgpgfuju,,zsekhciorhksonmtvqjptgtognje,zmpvtidxajj6ftrllvgcepdcgqmzgeoparwfzx,O,1 899 093 9739,wusubqszdb,407191.0,Gen3ralsable,Dgj9667,358.0,sedarRapidc,NV,3.0,U,4.0
Cmuxrujupnfkncinpbmxy3jkzyoq,,UnitesStates0fAmsrics,459409.0,43.0,f,a82bwlqhhrulcjliaqcxm,,Cvekmvzjhgahhfndrmidupds,MXULIDpHNRGR0ZV4GxIMXHJBLQUbKTtWXPCrYXdVI,O,1 541 695 3852,Fbnpo,4223518.0,ToysRUz,apq9668,,Calga5y,KS,0.0,M,1.0
,2.0,UniterStatesovAmerixw,,3.0,,Sadlkcbatgs6mizsgt,,xOhHEZQLWH,VBSTXOQFXvLNZWOSZiUQTOdinNKPJWgXOILCebJBPYEDVOBUK1iCgXM2ARJL,O,1 007 280 8774,Imjphapz,2768958.0,ThorIndusgri3s,Sad9660,482.0,Osnard,SC,3.0,M,3.0
crhzatwidclnlopzesmch4rvpaucrhxqxqhiwgpibdgj,4.0,UmitedStwfesofAmerisa,,107.0,A,Adorixr8ifkpw,,udwdorvg3mvwiqgrhsogcabzww,4hceudgltdkwzivwntboxcskindwdepclfcilyxwvyjqspfkxakgmsawwhnnbgfsiafsoduz,R,1 413 101 7772,Cowjelttwkq,1812014.0,Dell,Ado9u70,558.0,Orpando,CT,4.0,M,2.0
Mcfloyl9ncgrayarkxaahpsbsfohghslmvkyiion,8.0,UmiteeSgatespfAmerica,165093.0,75.0,k,Vkiuddoaetmomzzvdxasar,M,Unwtumzyh1qnh,FTCUZXMeUHVJTPKvFoXSDXAl,O,1 591 593 2209,YhGAaIBDGIF,1668117.0,BuvtrusInternay9onal,Vml9671,431.0,wugusta,ID,0.0,S,4.0
iyharocbthol,,Cansda,207427.0,80.0,j,tnkmwjokuoffslwy,F,mMRIMFFEVPLcJTdIOHKBGgV,YDJZBRMXZ8IJRfb,O,1 720 657 9962,huceedxwnivb,3111588.0,CommunityyfalttSystens,Hbj9672,292.0,Dalias,SC,1.0,S,6.0
3xobtnvtopvgaomehvurqapchbshuvhrvqtriiokuaruzjdsrjk,0.0,,383892.0,3.0,J,dei2wrtjsqgdiflyhnhodm,,ifpnvgqc4vpndatikdiemqngn,ttlyhighwxjjedsmuk4xetlucnsobvw,O,1 519 930 3145,EWAItYFNO,,AdobfSystemz,deip673,658.0,IdahoFxlks,TX,5.0,M,4.0
ddcwkvvrujwktcnoozgjekxcpdkq1xsxkpest4rdgqsxfeclyhurwttm,4.0,Canadq,123457.0,39.0,p,sWZAINO,M,TTQIBERo,2xojh,O,1 308 247 8605,Hf3pjdkbxysu,3658517.0,SonicA7tomohkve,XdZ9674,442.0,Sprimgfi2ld,OH,6.0,M,3.0
Virwbwj5nogycqnqgovdfsdlblxxnqb2heiupfwvcrwahakuobfplmseh,1.0,Uni4edStstfsofAmefica,288118.0,61.0,,o4ailxccetqnyyniiqypdqtw,,Xkinmztostoh,Fytgnjepjxnxfjmbxlrqvmjrtgyncfgmakvlwlgicmvdxgyoaz,O,1 055 588 7882,Wwfythgb,2308220.0,KBHone,8rz9675,605.0,Mibile,BrihidhColumboa,2.0,M,6.0
jEmCJDBpRAAUMLC,5.0,UnitedSrafws8fAmerica,207592.0,75.0,,a7ploahpdarmoailjakqidilazxs,,WakTDQLCHVSFPGcGOfZTLGRnUU,Hhjlqnwfvqxpirs,O,1 958 444 3864,Oewjdhdjaiao,,UnitedRefknint,au09676,344.0,Docer,B5itishCoiukbia,1.0,M,
laqnxkrkh,2.0,,216739.0,63.0,,tfcwjaapnjxcoksclumtswfhhqls,F,ZHPPUJD07FADjTLLOvaTAQZLB,zddksspfsraejotchcinzjztjwzbpdgezwbhzqacqiznoowjiwbyoabojsaiuuo5tbe,O,1 571 946 4731,vmfxlub7h,5134999.0,5ECOEneggy,7fc9677,443.0,Chlcago,NJ,3.0,S,1.0
Gudoptbdjsxsnwjngcdu6xvqisxerztxedkwzkkkjoci0hansqwoheq8osqztluhbitckmeh,6.0,Canqda,172395.0,96.0,,Gmmlwwlsy8,M,j0koeckxaievwkuhjftol,Cxwkgziwteifyvlotsxhvqhedqsafp0nsihuyfantdlktpdhefvgatsohrlfvocmmczcteqbnp,R,1 274 031 4367,Dybsouthvv,674994.0,Rockweilqjtomation,Gmm9677,510.0,Overlanr9ark,IA,3.0,U,1.0
guexyyeslmivukp,2.0,UniredSta6esofzkerica,112952.0,44.0,D,Fzxkpklcqzejwqcnjypabte,,DY5LYjUADXK7VHFcZLPPJCW2KN,,R,1 013 497 5463,VhEGEGX,4379594.0,Aklstate,Fax9689,463.0,Inblewood,VT,4.0,S,4.0
Cbslalpdrfxpdrhisvm,6.0,UhitesStatew0fAmerica,334972.0,14.0,M,Rmbcis,,Csjmnqm1qbnain,PWLJT8NKSFPJlKMWXKKLCdUg4C,R,1 339 574 0564,Fdwqbsjlddtl,1564292.0,BhTCorp,Rjb96i0,457.0,oosAngeies,WA,6.0,M,0.0
Alszbfuuc0zscrbcxusvikhizaofkffvggcmtgykszvr,1.0,Um9tedwtatesofAmerisa,399134.0,65.0,,MQEhC,m,Tmqyhvujtxbippa,pfmbdgfrrscvgjzgwcttedfnlamytthbdlqqbolxzfhbwhtmniodpwfq1ocoq1ju,O,1 036 625 3420,ftyepvnn,490807.0,mealthNet,MQE9581,456.0,Birmingmah,KS,5.0,U,6.0
EMGPoNCSDAPU0HMBeTHxLWIpAXUTHuBMxYSFPbZGJYXLjMsTIFRgTDBJSzAM,4.0,Canafa,307330.0,,P,Jxcpbgnpg1xifgku,M,Wwo0zpxnfrzpiigoabnjj,Niiemsgqzzhlknoc4me7pknuqdxvfvuzzls,O,1 689 457 5027,VGMEFCJQu,1660578.0,JaxobsEngineerinnGro79,Jxc9y82,496.0,Lared0,ME,,M,3.0
Jblooqpnvss4moe8hmyhesjjmvrdxrrgxbvzjduxxc0nfkldlwrre8qsxhtlrcwmf5ybsuwb,1.0,sanada,122894.0,88.0,A,Mxkopwtbky,m,jwearqlestlxmfnhcqqbbveqn,Rlngxrppwajgljdwscj,O,1 104 467 5384,Fzmjd,3976091.0,Th0mwsBetts,Mzk968e,503.0,Mesqu7te,GA,3.0,M,3.0
A9t1dlprflarfhuipmsjhonbvjpfzjafwwhwnoarxrcwegtoaitujwevppz,4.0,UnitedxyxtecofAmerica,419657.0,137.0,U,gprew,,Mdbhg1se,vHFMABjBVHiSXAXOSXsZBW3JMPmmYAXjXNUHfXIZUOIYDJRZWZRfGhwOOGRIQHDeSKI,O,1 939 928 9518,Oshcxwrqim,929571.0,H2rshey,Vpr9y84,456.0,Bdrkeley,TX,3.0,M,3.0
Ysbshrkfp32wjifcmohyqbfgpmhxuovfuqynytl4ssbbabkg9cvqihjvcagowmanpermxmyfkmnpbf,2.0,8nitedStates0fxherica,195683.0,4.0,,hercwg,,ftlcyilgrbrkoqujxtvsq,Vyhex,O,1 855 338 8338,Duktehhcqw,2208890.0,Petfrmiewiteons,tee9685,406.0,OklahojaC7ty,KS,5.0,S,3.0
CBfWBFHjXPUAAfGMFABm,5.0,Canadz,311543.0,96.0,,BVBNsVKY,,Zqwqqhfkex,ij6ohttajtindomqpzboacfugatwa,R,1 663 637 9407,Ukbhyktievtc,4864525.0,Biomer,BgB9686,281.0,msperville,AR,6.0,M,2.0
dKr8OQOKPOTBKmPWOV3CORFMTMACfvDECSPKT,1.0,8nitedxtatespfAjerica,153391.0,127.0,,Rtrmlkgul0ldsq7yppoegssbjf,h,Czgorbh,Chjdkxxmfz,R,1 253 522 7670,jiytkjat,4260993.0,HekixEnerguSoluti9nsh5oup,Rtr8687,565.0,Wawh7ngton,IL,,U,1.0
Fwwtcmiwanz1bzvkcrtuafze7qcoonakteqhrjcfxsfhw9cdvvos,5.0,UnitevS4at3sifAmerica,112832.0,127.0,,Gqndyjahn7qwgkwptr,,NGEJM5QLMSmFY,Hfmxcvouaxdvorqluqp,O,1 518 921 6896,jhxmvfdza,672993.0,PeherKiewirSojs,Gqm9698,255.0,Fzrgo,Newfounslanx,2.0,,5.0
VJXsFNqRfFDIOSdGVxPkapFQJVhsEFGhRJPPLFZCMJNDPCYDWVZEEDIdAZnPWKQLLVGKDFd,,UnutewStat3sofAmericz,243672.0,124.0,,twxqphvhdplo,,ym4uyjhcy,Hbohgblaeuembnyautoodzqpjoiphrfdfyerbpdfjdgogqp,R,1 940 990 0427,Lxpynoiqpw,2395773.0,ketalxUxAHoldings,tex9689,394.0,Mesq7ite,LA,3.0,W,5.0
cmadqwikhkpibcjxyegdkcgrsgaqettn5jsstslmmjjeslnihqyavkumyufhslesjh,6.0,Un8tecStatesofAmwrixa,74992.0,,B,Nysigkrywjfixyu2v0d7cy,,fyqdkczfu,Joowqoxpokb,R,1 398 166 5292,egjkeyujamt,5303503.0,Corn9rodhdts7nternahional,Nya96o0,573.0,Lexijgton,NC,6.0,M,3.0
Doajdbrrckejgycpnidnhadcilhbfpxhiifmu,0.0,UnltedStatssofAme4kca,281041.0,58.0,T,kqbch9qtwqqgiia,,Gdglxkayula9xnizf,ZIPvECVQQ1BJjTeBaAoVJILOQQGRCB,O,1 927 097 0868,Ujkkdhbusc,260751.0,delec4MexicakHoldings,lqb96o1,61.0,zyracuse,TN,5.0,M,7.0
Oliarykeyivkjz3pwi7nwmkxtanuzouhl,3.0,UnitevStatecofxjerica,187301.0,17.0,f,Sgjbiwbz,,Pjvdhi,Jgqromin5vmhlccehhqvshpsubtqp,O,1 737 043 5199,Pngbejw9pn,1869166.0,DowCuemicxl,Sgj8692,536.0,RapidCitu,IN,0.0,M,1.0
dbgubzuciqhezdzgkmgqlpdebhvwijsdbzuwohqybuqrocicqvrku,2.0,Uhl6edStatesofAmsrica,422467.0,39.0,,Nxizymxwaydoyje8ynm,,Lcajerzjiokhafpnsernyn,Qvuukwowlmeacrqkyufssdojgsfabzejhdu,O,1 244 217 7148,Dccjp,1457232.0,TractorS7pppy,Nxi96o3,223.0,xustin,MT,2.0,M,6.0
civievlepfrow3yltopuqeacutv2hlodcgqfzbcxzpualmebglcerggajsadvtsvmddmqawdl,2.0,UnitedSrayesofAkerifa,197867.0,83.0,K,dsxfassaosyjxipjtbk,,PRTKUOElWIYRLsGQPeZQVWOqI3X,kEWVUHT1WdJJ8YDUUGUzGLDUB,O,1 615 809 4057,xzzqsvum,2162389.0,TsCOEneggy,dscp694,504.0,McAlien,LA,2.0,S,
cwzxonxozotidiigodzdrptqhzlntfvcffx2ddbzghfyrkpxocyfjtgtnhqsvpmdcrppxchrlly,3.0,Un9fedSratesofAmericq,143155.0,30.0,r,KES3IprNFQMOEFFEBNgGNZB,,KBBWMXZHcHZsDPCDrRS,MkIXZQBRSIDuX,O,1 947 023 7069,,2993670.0,JonesLanbLxSwlle,KES96i5,511.0,Pho2nix,MT,2.0,U,1.0
Uafdysbm,0.0,UnitedStx4rsofAmefica,214896.0,126.0,s,Ioykhiir,,LyNHLXQTH,7njxyhsi9kkljmaefyugkjwbrqabeetfs4bjulxdplcb,O,1 804 557 4843,ZAT8GUX,4595366.0,Molunateapthcare,Ipy9696,385.0,tayward,HI,,W,5.0
ZQUQOMDHj8JSKVTCIgN,,jnitedStatespfAk4rica,309934.0,64.0,,Chfleyn,,dzxfapr3mzeykfegyplfdcl,3vuytvqafghhkforqcudrrfbaoybivjteorumwyyr8fiebffisfgclmoaavawblp,R,1 449 118 3915,pugozvevg,2590135.0,Eatkn,Chfi697,405.0,Allejtown,AR,7.0,U,5.0
Wz6ltdcatgkfpqfvrvlvskxywv3nbhdrqmjfomvfuhh,0.0,Cahada,76027.0,35.0,,udquzithkocjtqciuodzkyov,m,Rqanvsledlrahtdjxuwwwfu,K6aiekjkhiojmkuzckksdobuqhhpwpjp,O,1 792 399 2590,Do3rbabjqikl,2778697.0,trsphicPafkabingHolding,ucq9698,110.0,Waterbkry,CO,,M,1.0
beehyqjff0ocovijnufiibxpsuqvfxjfusza,,UnitedStaf2sofAmedida,300049.0,,K,Texdcoy32gdijttkmj9hzqkijv,,mncufykisnpnbhydazphmnpghlabb,xrhppjdkuj2lgmoorzaahxfsodcxxnjkffjnqkcldjydbrjre8rququassxv,O,1 144 991 6718,Jdubkv,2166676.0,UnuversxluealthServuces,hex9699,322.0,Linckln,MI,0.0,D,3.0
Rfyguklihuwwddjmcdraklacmq,5.0,Canara,309000.0,114.0,,nsrrpje,,Ifgbmfda,mryegzyxwbvhbktfktfqs,R,1 249 519 6691,wzkohi,5647149.0,Amphegol,gsr9700,536.0,SainrJohn,OK,2.0,M,5.0
gdaeasowuswwmgkkypemwljblxdvqrpsusvkirr,3.0,UnitesStz4esofAmericx,352184.0,,l,uyoxvazfrnpqds,,Slxi1ybx,Iwknmhejgqe,O,1 168 431 2457,sxmjasscm,3242079.0,sracksrBsrreiOldCountry,uyo97o1,479.0,Fuloerton,DC,,S,7.0
Mhkanzfblesexvh4tpsgcumhgznhgusdhfgfg1cixxfsdwnrrydtmweqkfrpf,5.0,Canxda,126494.0,82.0,,Knitrdoyunwlbcchdyk2jiaopf,,Jg8XCRGKKQmUDVNTDFowBADGLVBS,Nagsxo,O,1 328 227 5957,Auihgawr,3618497.0,Schklaatic,Knii702,,Biston,NE,0.0,M,5.0
VSMEsrNQCNRBDTWzOMS,3.0,Canzda,200259.0,72.0,Z,Wvviv,,JXRESsTVVPlgEIMUEIRRhOXOEIlM,bdeyepgfzohmrsorgxipaoycgfrlcekkxmxpiwz0aevkavyehjnpbarygrcwbgqpiahwbe,O,1 909 047 8936,9plvgckrddat,1869832.0,Cardinalnewlth,Wvv97o3,336.0,Ral2igh,RI,6.0,W,4.0
exvqxyflsjiiruyuu6cattfjdnjxalrkblu,3.0,UnitecStatexofAm3eica,350071.0,103.0,,OKMYavUOBUUTTUORREfv,,shiqwmbvbgbpjwixsdzo,MLGYkhVEMtJDwXGSiVSJPTOZNXLEWAThtRYPBTOFSPAKSgO5,O,1 385 703 4324,,1978006.0,Delpji,OlM9704,793.0,Lancaater,BeitishColymb7a,1.0,U,0.0
Givecuuncncuuadseesvxqwwhw1yeujvklckovmwvwiovkoggjepeuohdlchnfaenpgghpyxhoer,2.0,Ug7tedqtztesofAmerica,101383.0,68.0,,zppvtlaolinj,,GAAXRDUMXJRY0uj,QBhNOVgUVKQBAOL0ABAhEIpKP,O,1 944 594 1754,KOGZv5OVIE,2701505.0,PolyOn3,zppp705,507.0,Sacramebfo,ME,2.0,M,
WOcTtDTXOVTzXFPNTCBPzRvGXtNRPPKQVfRzxJTkIGYWAlWRTRCmPPWNIIKJCOQ,3.0,UnigecStstesofAmerisa,4732.0,86.0,,Msajkghmeubcbwfxohfpqjoyrzd,,oosmwjkahdkk4sngjvvdk,Xuxbrhychyfwho2nmlganlaufdgnqvghwnridsgavlltbwqjcu2hpjptxfvvmervmldm,U,1 090 561 3869,Jiqdwcgkv,,AnalogDevkxes,Msq9706,392.0,holedo,WV,,M,8.0
Qozfzafwqbkkqd,3.0,UnitrdSha4esofAmrrica,223993.0,44.0,,lkckqoraguvfnlsfbtgmrpdwz,M,okazfdsfuk,EXMUFPZBYXKBXHSIHTaIRNMOMOy9IGHukDWAFGMxAYGE5i5,R,1 038 513 8916,4sgcyhddxk,1706435.0,C8operTireRkbbe4,lkc97p7,524.0,Victlria,Br8tisgdolumbia,4.0,U,2.0
Urhnihufkvbvrfpfsvxagfjorfdtdfoijcqch5tsio,1.0,UjitexStstesofAme3ica,35234.0,72.0,f,Xbbceoijbysqp,,Ppuhjwwnvambjyqifh,glzvbekwfbpuxysagfsy,O,1 894 515 7591,jdfzjrznpde,,RylandGr0jp,Xbb8708,407.0,Milwajkee,TX,6.0,W,6.0
uIPUQLOQvRJK,6.0,7nitedStagesofzme5ica,439246.0,46.0,z,7dbgg,,fimztfsrxff,strncruqpxbbjyazmik7kagmaoumvkhiwxob8jocdopdjlybtm0bjhbc8ziens8yeprifcrlvgxuaulx,O,1 142 702 3953,aeeektk,2137741.0,S0r7ntNextel,ydb9709,354.0,Mlntreal,ND,6.0,U,3.0
acjgshkiclhokwsgkzxnpsigmznprrcvhnexvfirvywxaj8nk1ftgnvmknm,4.0,7jitedStatesofAmer7cx,139390.0,71.0,S,mm8fwaxwkzincrxcenfrqzugfqspcb,m,Bsbvbjsvtdotjgq,ukvfqdnjrgjhjiua1cmhwkmmklagv,O,1 668 043 1872,NGRKGEL2gGF,2643426.0,UgiobPacific,mmip710,,StLoujs,NC,2.0,S,6.0
febxumwqdhmhuvoeqosqsy6xmbmuwozifmuzjpptalpwlij,4.0,UnjtedarahesofAmerica,314272.0,42.0,x,Ipsidoso4aeeijnaccrsusnemj,,MNUJxwHFGFGBWFsA,i7giwmkivfs6zhukydkdmekofelkfljd4aqkj80oggdsriirnz,O,1 582 913 5759,,2936344.0,P8lgrimsPgide,Ips971w,357.0,hewark,WA,3.0,,2.0
Ltdtlkrhbdlrfvngjnhugtialbdxtynrjklfkt,1.0,Canads,,27.0,,hirfzesymchtxkphkrnkv,m,Iwfdztgsks5dloyq,MQU1EHC6DOLUPE,O,1 075 910 5493,NgVXORR,1334392.0,Aifgas,hir97w2,214.0,NfwYork,OR,2.0,S,1.0
Zsfqbwozlgetqmz4ocvtpfsoyewrlcnnuskpffscswp,5.0,UnitedStqtecofAmeeisa,61489.0,0.0,,pnxchquzvupmcjndze2dk,,jvsdtimh5twtgldtxwwnexofeenw9,0rnfhjt7llssumzqabzdn3pvzcgrdjymfqdhkxgovkqfzxtbbmdqhbspwrtaaqoba4,O,1 444 526 8440,,1461878.0,Abhottpabogatories,pnx97w3,535.0,Irfine,WI,2.0,D,3.0
Htorpphhvcjugzfg9hvgjxmbq,5.0,UnitedStatecocAk3rica,362744.0,94.0,,Ocpduecxjlvpzn,m,njjsrbyh,hdcowwzpfvymlzawgifrbqayipodkhqkhsfypwauk,O,1 414 351 2921,Sltkznuvphh,362800.0,,Ocp0714,656.0,Chabdler,OK,6.0,W,0.0
dmvawldllbcelodvdoxan7xcuoffhphgcvipupobhywky2tmtglz,2.0,UhitedStated0fAme4ica,307369.0,99.0,,fcemcloedyob1dnlqgtmvv,f,Kptstb,Xektwabfwgyfruncg0nsxpdg1ijmvxdekflbewlnlmlpuutkdsqpfswfsxabkezmoanxlnogfhre,U,1 601 041 7304,gjheh,2675134.0,Mocr8nTechnolovy,Vce971y,552.0,Sacrqmebto,NJ,2.0,M,4.0
Ndqwyrvdownl,1.0,UjitedStatssofAmfricz,73297.0,102.0,u,HBHsZKJOyJKHXNUmG,F,Gmmbxj7hahidnzwqaag8mzd3kvbaer,Zpektevekclqvprfqjjejnbz,O,1 011 770 3136,Mbnzosywys,4607202.0,hCIBuildinySystemw,HBH9717,761.0,Tucsob,HI,1.0,S,3.0
2pemziasuwcjtcamqvdubmfmzakb1rsumkjzcxpqbgqnk6nhsecimcmk8bhcffzsfyinknhw,5.0,UnigedStatespfAm2riva,298611.0,145.0,,Hseyfmersxlvvdijfdz,,Bzh3ta,Hbvtroxdisioyjsbsddooklleiparvyihuycuqpgxrsufv,O,1 134 713 5400,YFFWBm,2552954.0,,Hae9717,684.0,W8ndsor,TN,1.0,S,3.0
Thxtyzv2indjjubognh4yojthpjuyvmtqmgdywsfyoiirgb,3.0,7nitedStatesovxkerica,381619.0,17.0,i,dXaZXmNTWPXQXOF8FHBTQQI,m,Ys5JGWVRAKeVCRKOKCJGfEK,Kyllulfro,O,1 903 001 3397,,3180061.0,Autoxone,VaX9718,372.0,SanDieno,OH,3.0,U,8.0
vsoffmhnatfbmvwifmideusf1khjqaoyvmlikqwylztdalj,3.0,7nitedStatesovAmer7cx,237629.0,58.0,,Vmfvkijcmuwdqe,m,Tnlirewauaajgzjg5ieverie,Cyulgz9vswmzcfpsqwafcib,O,1 497 787 0410,Cczhaa,3313668.0,Steelsase,Vmc9719,258.0,Ostawa,MN,2.0,W,5.0
2lupzjehkxcmynqeekddkvisashf1ocwjpcogpzbznamyuvchsgmgwdjwnowkndiyzksnz,6.0,Unit2dStatesifAme3kca,205740.0,90.0,,evjibcvwgdglar8,m,Nnqggya2tcaxlxfafguhrsnn,bkjjdbfpnqaljsebtfistgfcieaormbu6tneym,O,1 306 765 7201,Enkmrhgdsq,2782743.0,Raytmeon,4vj9720,361.0,Fresho,OR,2.0,M,5.0
xNKHTHPTHLQGCJIRct3VBSPsRLLELRMbaDBKbEsCFPNOfTWwSAZgNHJVXNZHTSaKKYYQSpMYOXeDUH,1.0,UbutedqtatesofAmwrica,268101.0,81.0,,asdn6cagouwldaqvrrins,m,bmjxsgqbjpcoyrnwtc,oCMLRjJsFQEWOZIJDFnYFXEHkZKVQUMn0UnGKQdXksOUCRZQPRNTHZNR7PFCWeLSSEHKUXFuV6GD,O,1 927 838 7243,DwUOY,1904933.0,fH2MHill,asv9721,358.0,Puebko,CA,,U,7.0
Tgcxqherqiwosjnfxmubuagdubqkt0,4.0,initedS6ztesofAmsrica,230023.0,48.0,F,Ieuiq,,rvoabnvthspguekezq2e,moxgvdfameoigqisncckmpwrwdlnhisuut3bx,O,1 437 699 8957,Ef8lnxsnk,1926242.0,MetaksUSzHildings,Iek9722,555.0,Fulle3ton,AL,5.0,S,4.0
gtvajkiqdowxdklppplpavlbfunrnotjecefkvdhmpuwjb5kxqmaadrswt1ishgreowbloqxfutcwt,,Camada,,51.0,p,kfihbdhsounjdb,,fngcyqpsgyf,Rilfmjbggjqqr,O,1 218 324 5533,Narukrixas,1046124.0,TexasInst3uhwnts,kfi972w,595.0,Lansijg,CO,0.0,M,5.0
JcQH7dMYMIbOATA0nHSRCGWZRRQhGU9X8PSHXBNPXWEUPPPrJDHe9MKHRmGOHEOYW,0.0,UnigedStatesovAmer9sa,302150.0,83.0,,FJJVHedNkpDgKVBLEQLNVKCOVpPXGZ,,2qjhuogww,Eghrmleuj3mhruvicakceasndwgddlxlgovaqjenadwwthjcyofcoussmctpxxejgvfsmk,O,1 715 615 5940,LJIYlLMAhL,3884371.0,ieapWi4eoessInrernationak,FJJ9725,345.0,Evamsviloe,Qhebec,6.0,M,4.0
7febgydsrkpsatlllngthahjzmolvqqakhfwlfolhbahodduuvc1ineeim,4.0,Canaca,239037.0,59.0,a,VWNRimAZHP,f,HjMXQGGIJSTktFHG,LPUnQbYVVMDSN,R,1 665 357 7789,jlispi7dmvt,1558812.0,Safewwy,VWN972t,330.0,Mesa,AK,3.0,D,0.0
,1.0,UnitedStstes8fAmetuca,302896.0,37.0,A,Txoyeinbbxmcnlucx,,nwiixmqxhhdaoxtfvnnq,jkranswdfixjftmtqzjkprxslsgdapngugacdgzqemcmezoaqojtkqkqxkowfx,O,1 329 612 7351,gssugc,3585860.0,Guees,Tdo9726,354.0,M9lwaukee,TX,4.0,S,4.0
Vwqndftdjhutxflugoz,5.0,UhjtedSratesofAmerifa,345194.0,9.0,y,Vkbvhryzatlwlney0njwltpwvcwvp,,Afcxeifpijuj2rsnfghdunvo,Yqaybdemadhtqblfwyesoqapa8ptxsbfblfkbfkvkn7liz,O,1 729 753 6101,A8oexkbpfsi,3103460.0,EliLiliy,Vkb9728,340.0,Poano,MO,3.0,U,4.0
Dcusbqetghigwryrpmxlumi7auahpox,1.0,Unitwdztates9fxmerica,145742.0,43.0,,Ypgfgbhdnjtybstuqolf,M,Gwjiyykikiij6daqgoowm2f,I6ZZAG8XzxADCQKKFN1EIDIKZUPdMMO9MERGHZDvwRGUiTSMHXPVN,O,1 634 922 5897,migzyazzbw,,CiscoStstehs,Ypt9728,396.0,Sc9ttsdal2,NC,5.0,M,4.0
Wjwmrzuotqrcbmeblacmbesswvhyus,5.0,UniredStatesidAme5ica,327106.0,85.0,F,dopqcmfvkkonsvlmchp4qubon,,Uwreslssammwtc,MUPCAcF0HTIIUHLZLMJEoNoQ0HVUVUxpOVT,O,1 339 811 1218,3cggpkb,894360.0,ShapOn,dop9739,575.0,Pjiladeiphia,VT,6.0,W,7.0
Ld2atyzcdbwn8grxasn,3.0,UnitedStag2sofAmf5ica,133498.0,51.0,,hsyvhzolocapy,F,ghsjtkuerdjwfzl1en,sppqrnrgbpwvxetg0sfapjnblexmchlhmidqmaotxphzgdbusduxjvgmrkasbfsjivrdnjkbxqha,,1 640 831 4740,,2091934.0,KBR,tqy9730,490.0,Saintkohn,WA,3.0,U,8.0
U7MAPhzjWHCTMXZWVLBQLLIYOSJXCRAJSEBWTfDVUEZTTxSN6KfS0MAUjdNJEaxJWLTMMiHUU,5.0,8nit2dStateeofzmerica,319976.0,60.0,,Qxfkai,,Jyjjipthkcmtwkpe,VWQnZGxLGVQOYQXQnOG,R,1 265 245 5768,Owxc0x,4386346.0,Enyergy,Qce9731,559.0,Lansung,PA,8.0,,4.0
Xuf2uuepzgtsfspolgpjjriekiohmhx8enicnjl,7.0,UnitesStatesofAje3ics,164717.0,76.0,,GDxISSyXEQF,m,clslsjjzhgbqbhss,ier7tmwyhdlcuoa,O,1 913 446 2689,eubtgooosea,2319724.0,OdeanerringInternahlonal,GDA9i32,784.0,Gfeenaboro,IN,8.0,W,2.0
qzclwaxvmemzdoqhzadogolctlynzxisoj,5.0,6nktedStatesofAkerida,262304.0,51.0,w,DKKKaANEMdWSVfAITjQTCZL,,Rwspgb,,O,1 551 223 2543,hldzwufhjtx,2972961.0,Delnon5eFoods,DlK9733,468.0,NewY0rk,IA,4.0,D,7.0
