AgID,FirN,MiIni,LN,AddLi1,NumCa,OORFl,AdL2,Gen,CreRa,Ci,NuChil,MariSta,Ag,Em,NumCrCar,NeWor
EXT7992,Cbzzuvsdcolkfickj,,EXTKIVMOKLHYQKBRCT,Fucxjvshoqatqpimdplbcusrabwmvvaibhuuwssbisoafrndpkidcpskqsduiso,3.0,O,,M,408.0,San Jose,1.0,D,76.0,Questar,6.0,167904.0
OZM7993,Rwbbqkqqjschwyhhq,,OZMPLDCUTRNUVQULYLY,refjgy,0.0,O,Orjjjbvvmrnrlkutvxyoahzcmjoktwnandwhymjdcpvrmvkhdbb,F,715.0,Tacoma,2.0,S,100.0,Cypress Semiconductor,1.0,3720069.0
Djl7994,Nwbeothstuthkljaikdtik,f,Djlwkbbcsuqlmgtbcoodsugrdwh,,4.0,R,Niyvufqhitaplytdxptwnvolevwpjntvhypbrhfkxlaksqlveqexjifqjkcp,,644.0,Jacksonville,3.0,D,99.0,Abercrombie & Fitch,0.0,2295922.0
YTU7995,GCVYHYHRTUDTRPPLUOFBQQVH,D,YTUBCXDBNQNWLUM,Bahzndvxqeywnghnrorqnqspelhnqdeytcpngqpcypovro,5.0,O,FDVDGXUTOQZTWLQAVIWBR,f,378.0,Bridgeport,,M,98.0,Morgan Stanley,6.0,337666.0
QLF7996,Fyclziwfwtbehdepds,X,QLFPUYXVNODZPWKYOBI,VHUFFFKVXUYEKJYHKHSDNEHYVPMOFNRPRWLGLDFAJJGGUHRFEHMGPTSUGPALPIKSHHWNGGDEE,4.0,O,TDLGVOTVOIHTGMRMCDNQYAKKHOVMHLPZDDEIOBEIJGVVSIKZ,,841.0,Warren,5.0,,64.0,Avis Budget Group,2.0,778019.0
zju7997,SBJWOT,Z,zjuqvzbdwjqmpfoipsuhlomwsukll,Hryypr,2.0,U,wbtfpwxjrmvlont,,,Tempe,0.0,D,63.0,Volt Information Sciences,5.0,305311.0
Oab7998,xmlsatau,E,Oabbfqqbqienbjnz,ERWQAOIMWTTCSEOXRRGSZAOSHBOJDUNNMXVXVZMH,5.0,O,Qczwsqymzkajrirruktvxryjsphdrofuetnfhyxppxwdeunbmk,,747.0,North Las Vegas,5.0,M,55.0,VF,5.0,3080436.0
xve7999,jbnhjtrsox,A,xveafagmbkhtvdi,,1.0,O,Uzzruqgyrlniqguzmhkpjuwtphusieajpnkocwpwfatdwx,,810.0,Lincoln,0.0,M,7.0,Urban Outfitters,4.0,2052565.0
EHZ8000,NJOFUUIEQTANIFHYLM,p,EHZCV,Xregnhzhytuhaieneavgzqreaoetxbbgqjxemstcjsioqhtdodfpccpkfehegjbkbqantkpdbxljbwe,5.0,R,kdhenyrf,F,368.0,Washington,0.0,S,,Lennar,1.0,
Lws8001,Xaibtvy,I,Lwsqjsu,Wnpri,3.0,R,VCONXILUETAPXCVGHIGUJGH,,676.0,Virginia Beach,5.0,M,26.0,Principal Financial,1.0,3462913.0
Jqs8002,Frnlmag,,Jqsqpalivy,Wsfytinibealaknfvjgobilhcthmrbgtgsftkldbkjrbaccelqobwovwvhrnxzysbdf,1.0,R,ZQPDJFNICERRNTPBN,m,505.0,Minneapolis,4.0,M,34.0,Piedmont Natural Gas,7.0,2613827.0
Mek8003,DDLRCDCAGIGLOPQCPXYELWVJYDJO,d,Mekgcyxxonyfkwapfpjqczuwpniov,Chvtgcmqvaafipjwauliheayoidgimxvmzkdfxvcjomuulwwmusshongljvxwaancqsnfqaziztbhew,2.0,O,jktgppuhsyqrlejrjxdwiob,m,771.0,Glendale,1.0,W,44.0,Sally Beauty Holdings,6.0,393637.0
Hfq8004,patspkzhrbmjbfssros,z,Hfqlfbbkmiimtzjaohgiu,Vwwoxjjlepwphmukdqtnursisnqqylpopvixaealmwzteznkkcrdjrsniumzxhidxbo,3.0,O,SRHEEXPTBPCDUHNPYMNYXRUEFRHUSYVIIKDNITQWIRRAV,,713.0,Frederick,0.0,M,83.0,Armstrong World Industries,7.0,299040.0
Lft8005,Rtgvqz,,Lftdyjimoskrml,Uwgaszpxdcztakzwaeriddbyhrnaqywsbdzqbmt,3.0,O,qervrizdmhivkvdpvdrbzawdylsebmcmsbytwzaqqbqjtocnhzxhrlputmkdhu,,708.0,Allentown,2.0,M,17.0,Parker Hannifin,7.0,3377834.0
VEQ8006,Ltyfwtrxrciisqksgqqmnkbvddpmfo,,VEQIACJLOBHPJOBSDKWFM,EQSGTKZTFMRBNCWPNWUJPYCVNYZNWOVUCPNCKMHIEMBXJJWKSNSXGNHHRROGURAFCBIJENHWQFAMRZES,1.0,O,Zmxialdvbgtonanuvtohbmizq,,732.0,Washington,1.0,U,11.0,Northrop Grumman,5.0,1999428.0
Ljg8007,Fwlrulyjxvuxqdgasmstrocdw,L,Ljgjglivlmoxkqtuwiy,,1.0,O,ludivnwidprlosdoldibsxleoonkjnhelagg,,794.0,Saskatoon,1.0,D,74.0,,5.0,770368.0
Qvc8008,euoeohunoszahgngnvxz,u,Qvcgtabliwdnzykbqx,xshzsgbdxmppgopcancqnp,1.0,U,Xpgxirhcugugctohmmckj,m,418.0,Lewiston,,S,96.0,Computer Sciences,2.0,3684933.0
XPF8009,LPJWUFMXMDUIWXJFNVZH,,XPFEVPPUEMBLEKUH,Ksjkbnxavfnxtqymmksoyhxiodheuqvadmjolxblrvrexkpkegpqognfaslagosnnggfjdnbnf,4.0,O,eknbdrxefjojqtmzelgyllezldxyyevoqoipnawmvsnkvixlqculdhbmpgdwfokstytgq,,706.0,Peoria,0.0,W,4.0,Polo Ralph Lauren,3.0,501398.0
LDQ8010,Lgqahnloeniumenwg,E,LDQGDUJBCGGOCCNFYDRQ,rbyhesxxymtuzmqelgx,3.0,O,Olxzgfvmofgzzvsbpgtufbpcuznymakfrgtviuzwiindozvjtcjgbpzntubckmdxvfxsnugkxssm,,767.0,Mobile,2.0,M,0.0,Toro,1.0,1868660.0
Frh8011,IFSDSGJSXQKVKBUJOZUPJLNJBTCO,A,Frhzds,Acglytjlwovwzqdqxluduoyzvvdfdzzaghyj,4.0,R,rudamugfcrvhifccwzwbezumasva,m,698.0,Jersey City,1.0,M,2.0,Regions Financial,7.0,1613282.0
Mvu8012,Ucpqth,w,Mvuoujxermeqarcdssxjnrcs,Ujsvbcaiczlsnffbesgwgsuwp,2.0,R,Aoooeljhokmssxwazjghfxkymingtknnkbkymgyiqhwkkybcxsftttnpqdsvr,M,397.0,Worcester,3.0,M,14.0,Pep Boys,2.0,850716.0
Uqo8013,gvzvwrpborcsypcduifkqhu,,Uqoiimfh,XAXMBPKZOYRXDTBMXSONOVKSGYBDAUVIVMKLSLGRLHTITSYZVLWDNINOEM,1.0,O,Tqxlvtjlabawqheihkcdgjcaefntjwyhlsmwhkta,,413.0,Provo,1.0,M,26.0,Calpine,0.0,2056567.0
SJB8014,Nuevhhfqmiirnowiimqddkdfifgb,,SJBWZOHWKRCHEUHWOXAC,vcfegiukvaxwaglbntnirflx,4.0,O,UVQYCJVZAXEVHE,,787.0,Toledo,5.0,S,58.0,KAR Holdings,10.0,866588.0
cpe8015,Axiwievpevhoywactywv,g,cpeweasobdnnqeseephekuosunqivb,Zomyrakanlgzcoztcwlbyqcxnch,0.0,O,BTKTFX,m,399.0,Portland,4.0,,76.0,,10.0,1062891.0
osl8016,ujnzwc,,osldoewghvfajlh,gaziurgjlpxicwzlqgncfmvbagincls,3.0,O,ldeqixufpwbpycwywhkrqdwwe,,675.0,Arlington,4.0,U,43.0,Merck,1.0,630650.0
Rto8017,qnqnk,,Rtolpe,Xcfuonafgocqm,0.0,O,Mqnkdngntbhqikvxzdgqrscuqcrehqaksorjgqanfcdihhxycl,,556.0,Washington,2.0,U,37.0,AMR,0.0,2417102.0
Rkt8018,Wfgpkudwoextkeeghcpahw,,Rktadm,Mudmkwwhwhbqazdmkaglxlqhbxntkjhhyiostoj,0.0,R,jfxmngcxzpnifytakuyinbgbzvutsblriohfvqbtvabdbwmfghiqbrbrpznyhcrkwp,,357.0,Inglewood,2.0,M,50.0,J.B. Hunt Transport Services,7.0,
EBS8019,Zbfxtnvyexrrudmkaxjrww,q,EBSSBRAPSRMIHRLHXLMI,Plzqclrwadqcenwtoirsrvn,3.0,O,wvtmwwxshsrzkqeuoqbjarnroiigkiusqjty,,303.0,Mobile,3.0,M,69.0,Sysco,7.0,3556093.0
RAH8020,Kszouhmp,,RAHSFDTES,,1.0,O,Kdkhdzrwiqoeemwdfgmpweyp,M,645.0,Chattanooga,5.0,W,48.0,Northeast Utilities,1.0,481360.0
gpf8021,Wqkujuxopjuioxrhwyegbojtut,,gpfugsdhyiaf,Javyurlqlw,3.0,O,BTKKVPYGCUOUHEQBZMDKQJCAEUCGNSNBHRHCSGHMSTMBJWZU,,,Aurora,0.0,S,33.0,Mattel,4.0,2121994.0
Uzp8022,Oklmymec,w,Uzphepqwkktazwjlakvdenoqqtok,Pkvxhpdsomjelmswqjupiedirvdocfrasjdmgwhswczthlsjpewsonoswkewxbcyl,5.0,O,tmhozgenkbxneihwedbmhjliqdewgapydddpaadiaupyusfgzgnaskkjbeohmazdrro,,728.0,Austin,5.0,M,1.0,Universal Forest Products,1.0,1206934.0
LNI8023,Ukjikxzjlupncpyawtylr,u,LNIOJAFOCILZSXDNQWICAVUKHCHY,Mwyqleggcrjksjvqkhnnrmoqndtyxizkpdxfkgqsrakmttwbowqgcdbpb,4.0,O,essrkfnkztneu,m,665.0,Jacksonville,2.0,,1.0,PSS World Medical,8.0,1045226.0
PPT8024,Xrxsnpojnbwylhwwbjfinkaeimu,Z,PPTIYNKBWFLMOXPXWVNEKXMUBSIXH,DSDJXNVYCCXCLRUIFVMTKZIWSMBVMZCMHAAVWTBQKHXPSIFNLKAYTJCIBFWNEGPVHTTLBVTHWASYMVKR,2.0,,Zjsgdgujsyzrkoozfhwpjvinpwrbbnunvjpiuanfnnxzsssvebhedyawnfmwvoxcvcpsy,,833.0,Pueblo,3.0,M,14.0,ConAgra Foods,,697590.0
Ula8025,Onbqauvefoigtlq,g,Ulasvakuipzgculmaedxunqobbfstf,Kvbhoprjzsdclvlugerskxckmjs,4.0,O,Oharrlbgvigsfozuwxzjbpcrtcplaxsmorrgosuotsitrzftsivlc,m,579.0,Chandler,4.0,S,13.0,,2.0,1411687.0
Kgc8026,nankoeffzqilvhkyxd,A,Kgcxqldazawsankrs,UQBKITDIXNYPJIKVPQCNWDNOHUWHNWRBEKGATTYLZYHBKAURALUTSUOGNFIPPFKKGETMAYCALMWDPSR,3.0,O,Lvrjmhasupstbncpkgqgpcjstndcxrqyyktdxwlmsuwuflwvsvllyqwyvjhfi,,410.0,Columbia,0.0,U,19.0,W.R. Grace,1.0,3413890.0
Wfd8027,Lapsgapriqybymmwzkiyxdv,,Wfdelivhudzvhatladrjups,vvgjmjdomalgvdfbyachdrgqmterfbuihhidxaboiftqfhqxhrutzwseoadpkolyhn,5.0,R,Grxofdsrbntglvlsuaslseep,,,Little Rock,1.0,M,88.0,Thor Industries,3.0,3940811.0
Lyh8028,Vfmgtbkxjdrr,,Lyhufytoq,tplvqeadmfrvkarlhcihlkitswcslxjzplukssypvshralkqrvisxjcjruileepmoaejf,4.0,R,NOAWMSPCNKALFGWUSAEKBAFPWWCKNWTNTIRAADAPXGRBHFVBXBEZSQFHJZMLAFXPQJPMKXB,,846.0,St. Johns,0.0,U,44.0,Enbridge Energy Partners,6.0,1181657.0
Aep8029,FEKRVB,,Aepdwmgfhxrrv,ACEWPKADFDQRXWGSEKAIEWTMXDGUYELOORUYXY,5.0,U,nqjunrlccyhtmarhiyrilbommyolyetitotpskwwtbknwrnjp,,488.0,Cedar Rapids,5.0,M,3.0,Key Energy Services,2.0,2410721.0
hdz8030,llreycsbmfvklhvajnuwfh,E,hdzqxtjrsnglprujxvpgglww,Bdezwojiqwvouvazvtchfcxiupjpomjpnsoszttzaypdeflo,0.0,O,Hyhfyhpbezh,,815.0,Salinas,2.0,M,45.0,Albemarle,,2181486.0
Rmk8032,TDUQPIRVOKMBYHJWOQBVPIC,o,Rmkykafjvnhraabuwolzrkurwptuwx,Svqsajjefvaoyjpgntpbhcasjmizijyzcuva,5.0,R,ykxxixbfhsmdatzjxizwo,m,474.0,San Bernardino,1.0,S,10.0,Cummins,5.0,408166.0
HGJ8033,bxrwchpxuxoombjhqjeoj,A,HGJZUDODMRBBYAOCWFKHMZ,Kxdggbfjjkwmivdkachvlbqejzvptsdmuxkoswcyfbdncfsqkk,1.0,O,NTEBDRDDCHXHAWZSPDAWFNFWU,,693.0,San Bernardino,1.0,S,11.0,Arkansas Best,3.0,1433641.0
HDJ8034,tbskghfwocsfbihecigwavo,,HDJSJNXBZXSXZVTKUADMDFJJCOWSTY,Uqrswnwnizeqbieh,1.0,O,,M,644.0,San Diego,5.0,U,48.0,Mutual Life Insurance,10.0,2954062.0
BRQ8035,pcaewuhbvitxdwnvoqsrh,,BRQLUSDIY,JJCTFAAIYTOTAOM,1.0,O,XQXPTHMMQQRV,M,742.0,Escondido,0.0,M,35.0,Oil States International,,660532.0
Nhc8036,dlydjs,,Nhcmzqghxansrscamavkaen,Ycavepoovatf,2.0,O,Spfxdjqmrdntplo,f,583.0,Hilo,1.0,M,30.0,International Paper,8.0,1555614.0
rgx8037,LBXVWSKMAAKBMCSONNOSMKWSYD,,rgxmtdkrbskibcdlk,Wkpakulobacdhvjauxtynmvcgbjpphog,4.0,O,Ybknlslbueknicmhliqbcvnficqocapllezteczreruqidwmhdxbribbjr,m,545.0,Pittsburgh,1.0,W,37.0,BE Aerospace,2.0,2563447.0
CAZ8038,NNKVJG,,CAZKXPVSVKNUL,DWVUVHEFJIIHPXTTERZHYIEIEJMWHRRIIVTDUVMJFHYZQ,3.0,O,,,302.0,Columbia,3.0,U,74.0,IDT,0.0,1223944.0
tcx8039,Badtgesdjwacmicaafq,I,tcxxnwhtiohtaamrhkvlqbkckgnrf,Aohatccwvmttubxytqscyiyhqwiugigtannbyjkavsrdvpdgfpbkattgunkudoevp,4.0,R,Wzuxagdhklldayuevhsiufmsbbetdxonrepoxjtnueasqdwcsowdjwwnfluxtfje,F,646.0,Pueblo,1.0,S,89.0,Schering-Plough,,1353587.0
Uzq8040,Htakxkmqorjritvnwq,,Uzqgdffiyqcbwftjsqaevdxz,HZXIGTJXAWGMPQLOZILGURDVDXM,4.0,R,Jzdnipcjudrmdzjtroieqqmzuxqsbhjndlqfybumsdvymllbotcujygqhlclwvhk,,514.0,Great Falls,3.0,U,70.0,Chemtura,10.0,2571277.0
Qpo8041,EKOJWDITBPSTELTDPXITKFKE,S,Qpoauvlogbpfifzdfflitomvryhtm,CCLBPTPNPJCXOEFZJKHDNCLPSHTWZANLIFDYXMHHWZGBAGBHNNZTIRAYJJNSHGLPGFHXBQWMGIS,,,Pewndwkkcoqmkmghqzcbjvizbhc,M,387.0,North Las Vegas,0.0,M,32.0,ArvinMeritor,8.0,928430.0
ZOT8042,CJTVFJTXYQHCDHSIUXHMMCBXSTC,,ZOTCPAWWUQSYBSKHSYXIEXDAEVCXSG,,5.0,O,Jsevemcfwxbdplvevzanwoshitmqifjc,M,564.0,Fargo,1.0,M,67.0,Laboratory Corp. of America,2.0,1674038.0
Zat8043,KORQISQXHSDABHOEWAKCPNX,,Zatilrxauxfxcwfoblyem,,5.0,U,yablvqlfzmpznumiuwhsentg,M,697.0,Hollywood,1.0,D,10.0,Hershey,6.0,1515033.0
Owo8044,Clghol,U,Owoycczzg,Spgoukxquxhxcebxlhmbjifgnghylvehebqkhadpmgvmdizvwldldhijeikrunjluhmrbcxvby,2.0,O,Ckxcblwa,M,398.0,Louisville,2.0,D,18.0,O'Reilly Automotive,10.0,3710958.0
Xmn8045,ljdmdggdxoemoncutyghfkh,,Xmnqpryftvpoqkguaeiiebes,MSTXLAGHHNYAATDJLBXHVUXMBUXMWCCKQCXZVIXIMKWNROSXHIKGEXTRSAO,2.0,U,Surelhbhjovkaojxnudrvvgmsgcgbhldxaqzggkntssqevvddryunnizquklcgzatdmg,f,812.0,Irving,1.0,U,58.0,Nasdaq OMX Group,5.0,640918.0
Czn8046,vypqjwlfhjisaxj,q,Cznvrhlupdpqbtrp,Tfcitrjtubjlgrrunhweronflkiqgckvszpvbbahohhonwztnnygofogvq,1.0,,,f,442.0,Hayward,2.0,U,2.0,UAL,2.0,2856426.0
Vri8047,Sfurayjxedmskthi,s,Vrixfjpxhicvasvbe,XIZYBGSCWPGKZKSSVQEUOAGGLFUGOGBPQKDNZFETPAAZQDRBUG,0.0,R,xcusmlidazipwwhxohsoerrpyjsqtieatlaabqavo,,610.0,Detroit,5.0,S,80.0,Lam Research,2.0,27261.0
Leo8048,jwagfxizpzbkf,,Leountyxsesx,Qfmszwiodmuulwspnttwrjkbwhqgoslwapkxgxsilxqrtmg,5.0,O,Ighbinplegmxrbygpqdbibufqtheodnelgwuvglmoezqrbpajpgbdgbfgznitdasttjmhho,,542.0,Garland,0.0,M,61.0,Eagle Rock Energy Partners,2.0,2034896.0
qip8049,Sjaigbathvqsercvbndaarfc,,qipdgngdlehu,Qvkqzohzrqbrxrhljtrxoouwpjaxfsazowdrrnhlynpvhgamogxqmmdyhwlfktbcbfa,3.0,R,ktqkvfiofqocgayuwahvfbqioqsixqfdsqdqhvqibpplnkshwhehhswxgopsiuvlffagjqepfwauhmh,,621.0,Minneapolis,0.0,M,12.0,United Technologies,7.0,1101937.0
Ffr8050,Bselahtaae,,Ffrusigygzildvhgevw,KIYNNIBEUACGVTYFYXSLCPCRXDYADTJKEHUKDLVMYFBXHGNOS,4.0,O,XOAURGGHMRLVNRA,,498.0,Elizabeth,0.0,M,85.0,GMAC,3.0,2539495.0
Ymw8051,Qqixbqmrvroamjteoqxtnaps,,Ymwznnlmazqdjcyouzzpqkajfmk,lwnxkmjoeqfjbjflqk,5.0,O,ASIDJSPBNVMSTEHXGNFWKZJLKSYMDCBXMFRGJWBOJ,W,334.0,St. Johns,,M,99.0,Textron,9.0,3725194.0
Fhr8052,Xgeoqwrdztcpvg,,Fhrtlg,,2.0,R,,M,681.0,Stockton,1.0,M,17.0,Pantry,3.0,343347.0
Ooh8053,Zmmmzxjqgdimxxugkimdhj,S,Oohpghzcfdsawgqqficbobflnd,Lemueyixhlrleeeramfsqvyqi,0.0,O,jtobiharglsochderaexmoriqwnnws,,821.0,Knoxville,0.0,M,96.0,IAC/InterActiveCorp,4.0,2146476.0
Jek8054,Mtassf,y,Jekswwujboq,Rghczewtvxglfpzqinethxqofywiaq,2.0,O,ztlcfkcrsjedfnicpxryqoagbvwsgadwoolqgwbfuldmoknnft,f,512.0,Los Angeles,5.0,M,32.0,BearingPoint,8.0,73734.0
mbc8055,AMQLOPEEOUJJGTBCU,,mbcfxdjl,Orlhankhodajtynyzqhwtkspiujggcf,4.0,O,jbogudiieqbfsiedznfrgtdzmybjjqdqncajisicodwwauejxztuzmtws,F,717.0,Phoenix,4.0,U,52.0,Tech Data,8.0,1380687.0
Aqs8056,Vdbfbgqtj,Z,Aqsuiuepdsgpnnfcugxhod,wsqjfkifrrpobhlesmvdnlevdcwdctrrakfxtdscnfrnkehseghawckvjaruecjuzl,1.0,O,Kgcgvbxp,M,553.0,Bellevue,5.0,W,64.0,Asbury Automotive Group,3.0,3262152.0
Shy8057,Nhmjdlcwicszgjqirgtrtvnx,I,Shyicmxzvlnufumbajs,Dhdxdhnnrdlpczcakgjzsaqfx,5.0,O,QHEJKMRZIOJQCVORBHZWFDBMCXVNFKAFCUXFRVQUTEODKNDLVIMSJDTKHZDNML,,545.0,London,3.0,M,89.0,PPG Industries,9.0,2732465.0
Pzc8058,Amfgkikmxteouupqb,,Pzcificsejeiupjrbwcy,Mpuoftxnrrfsazula,4.0,O,Uoffuhojoaavovwcvhskbmlquraxrgkcwebhouojw,,819.0,Rockford,5.0,M,38.0,Administaff,9.0,
Xim8059,VNPWMEOGEQZHPPJNB,,Ximyjoakesvfdxevxjqdt,Xtnnpwtmhaccxkwpmyqmhmcfdgaxxdrwlghjhzkwdkjanbpwknzvfjtnomy,3.0,O,MDYJOWBDUVWUBCGWCSGZKJBSWKCKMLPLFHMGFQNJTR,f,555.0,Fairbanks,2.0,S,8.0,Kla-Tencor,6.0,657603.0
Otu8060,Qtbwudexxegjmaejmdztvrqy,,Otuegrmurwfstjayphmvdrwkrx,Wnbktcg,4.0,R,QEELGQPLRWDRXAXWOGJDECMCQGNXYATUQSEKJYXLTOUHXORHSKULCAPKZODZ,,343.0,Fullerton,,,23.0,Penn National Gaming,1.0,463379.0
Xql8061,Upwxohxfyirmhzxousuapjzyqedklu,o,Xqlepgtmunsmokqowvptxtzd,dqzroch,4.0,O,Eqwdxnwxrpxddlyjnwxxvvsxukijgci,f,669.0,Arlington,5.0,S,55.0,Chesapeake Energy,1.0,1498562.0
HKX8062,SNRCPSWUCIPUGXBDZDIHSZRC,,HKXXS,smdgbhagttauoxjemtrtyrifdmdxeov,2.0,O,Sbsdhnwfxhtumxmlilkysfudurmftinfbvd,F,814.0,Denver,4.0,M,23.0,,,2961070.0
Rif8063,Jprfz,,Rifjovgfdengdrzpxytvuqf,,1.0,O,Otgzxduuqrtfobnnqlhkaqenzmspeo,M,689.0,Overland Park,0.0,U,38.0,Alexander & Baldwin,7.0,1378874.0
EFY8064,zchbrlcskqoyncarudviznuugixag,,EFYAVVJVRS,Fowyuxtqssgiiswacyxevoifritflobqaxksyrkgbewddgjzwfonighjxhalbdbujdeczqbfprzfn,1.0,O,Ivgnxhnbwdglkmkbqeslyabbxkidmcyeuibddtejqlyqaphloqmggbnzveqigvyhmyeavyhmqph,,790.0,Oklahoma City,0.0,U,91.0,AmerisourceBergen,5.0,1564963.0
Jkc8065,Lrhwckqkgtyrefuphhdwflocqmud,R,Jkcjhrenwebupynfphpdngtv,JAMTKTOHRCFZNEUKNNZZFOMWQBANYEQAC,4.0,R,,f,423.0,Overland Park,5.0,U,34.0,Pantry,4.0,1517724.0
tke8066,Nburpqsowje,,tkemnomcdjlnqvvenntludtup,crqrniaulnmbbiscxopusfoskbnoldaxevlcbwbwagudxzfyr,5.0,U,,F,538.0,San Diego,5.0,M,90.0,Buckeye GP Holdings,10.0,3297172.0
HQN8067,eeicw,W,HQNGMTBSIKPEANCRONDFQBYFZ,wrxyjcodfhtvcfqargshxglqodbtyuzdfgigfbex,1.0,O,TFUWJWSEDRFNO,F,309.0,Chicago,0.0,M,33.0,Briggs & Stratton,2.0,917182.0
Nik8068,klqeympz,X,Nikbshivkkdsbskidusil,xwoluwiubvjcywlivcjfdoeuktbyncgctsrpkzyweadikhcfgakljqdfegqzbkqclkbexfghdaz,3.0,O,Mqadrrurbgcykdjimhzotmcjncnbmflpjhqbgsuobwhovdsykafekkxkzpc,f,470.0,Indianapolis,1.0,M,21.0,,3.0,2498089.0
Orb8069,utxxcgfqbgpxzk,,Orbxhztymdefpakxi,WLNLNBTVTRLGHQZNCUWDLSDDOSK,5.0,R,Bxmgakjfeqfpvuncafyovxbjgqcsll,m,762.0,El Monte,3.0,D,78.0,Cimarex Energy,10.0,2566713.0
PPK8070,gfmatmxzvtj,K,PPKKLMIXILXJWAEFFCYXNIQW,Omloqtmcvawcfhbekqlazbbftlzbjdtmlnfojzrhvhciexgfhvqlvpkcgphjmigzhd,5.0,R,kxjszcgchfgdfyahssmzxtrhjvcutqtcsovsglltoklrbypjlzdjpldbvfjgs,,330.0,San Antonio,1.0,M,45.0,Republic Services,9.0,3661813.0
Kyl8071,ientkglurjvtvnfxy,,Kyltdoratcassgsomzkicnnm,Canvlhcxxupwpqjfpsntyfrteqfircrysenrqtmkbhs,0.0,O,Imdieymqedhihzygttorittfsbmfmgemj,,569.0,Cedar Rapids,4.0,W,11.0,Omnicare,7.0,576097.0
tnz8072,Evsonsebsxxhvdfmnxubvhtxu,,tnzknqsnpkmoyxgalpxov,Vbmkpz,0.0,O,DWUPIBLRMMISXSG,,794.0,Beaumont,1.0,D,63.0,Fortune Brands,3.0,1537561.0
ANY8073,Cklpctcmnftkwjluh,y,ANYPDRXJJRUSKAOXQYISGXBI,Pwmrnzuaosfwrhm,2.0,O,rjqbswbusgalhjgabkcsuxdzfqtsssxdjbuhxiomwjkvxeqaseqnnufwdiwe,m,666.0,Kansas City,3.0,W,68.0,Donaldson,6.0,2875194.0
Npb8074,Lwzww,b,Npbep,Addhjedabfflgokkmebdnfnaosaahmsdwvcwfxerdtyu,2.0,U,Tbkjwtgzvfqxplfcdc,M,366.0,Oakland,1.0,U,0.0,FPL Group,9.0,3846756.0
Hhg8075,Bjejsrhnhvqehzxzaijyhifbu,,Hhgndxg,wrmtqqxeyauvanumneihxjvlxracwnocpvdjszdqouaixmnf,4.0,O,xxecwtqzzteixniulzwplbbpiovfqvmwhgxswtjfxeeclcunigezmhpghpwkraoudkr,F,668.0,Santa Clarita,2.0,S,74.0,Berry Plastics,3.0,1535308.0
LEY8076,HHKZFKSILER,,LEYMSVECEPUOBXENJRI,wnbdcohspmiexvjkgezeqlhweaodolaccxvzjtwrvquds,2.0,O,Ronzbsceuhpzmcahqlbayvjvxjroeostdxxiumnabfgziqbolntsv,f,415.0,Pembroke Pines,4.0,M,13.0,Sealed Air,7.0,2520114.0
exj8077,Kfavlpnzwfv,O,exjyxklbatcpwrajoarwcciaeqmea,IIIPNKFNLIAUUVVMVVWGO,2.0,O,GNQAOWGITIFQRHKMURSLWMNMORYFQORXSGLYWEZMNPQWIDIDSNZBBMMTUSDBM,m,544.0,Omaha,5.0,,62.0,Republic Services,0.0,1263068.0
Wqo8078,qglyylesvqd,,Wqoittkgjqilmoriznlsrgxf,VXAYLDYWTKPLITOXRWFQJSHTPMTFPSVRTPTLSAHGSSNICTVFNQZFL,3.0,U,Llfsnahwswzoti,,514.0,San Antonio,2.0,M,6.0,National Fuel Gas,4.0,576860.0
wcx8079,Lhwzpllsu,M,wcxvqtaqvgfupyrgi,vmhegpdesabvykilruhb,5.0,O,knxktoxhhisvdwagdy,,617.0,Elizabeth,3.0,D,38.0,United Rentals,10.0,
vhh8080,Odqwyeqgpahjeqzhirbwpfcbdybum,n,vhhnjsdgv,Niznjvysmxmlnsztscwrjnh,2.0,U,UARTGNUDBETBUULSNXRILRJVHIAGCJVMQWJWKKXKCVKIVNLOPNFUHUKIFQNJ,M,602.0,Yonkers,,S,64.0,Lithia Motors,3.0,867762.0
Jfu8081,civdxirqxslhercuxmebcfltwnsgfx,,Jfushgmtutwilhtbs,Uawgnesrkpystpyfrfrqenzsbnyndwsfdmeuzqzcacboaurbbgmvmaorwndudxmslxgyk,0.0,U,tojwjblxlquhhnflichuiumctpujtrkiefv,m,434.0,Worcester,1.0,S,27.0,Liberty Media,7.0,3517709.0
BRA8082,joalkcscmrvdaywamxlrzypolgziou,,BRAGKSHU,akddolaesbasdxxsrcolxanylrjoymi,2.0,R,xnmwpwlfcwulsbmcsphfppgdzmqwfitkihgevvbscerahphqxlgvpsqxfm,m,410.0,Charlotte,3.0,S,,Crane,10.0,789993.0
eam8083,zcakpkdhwgdmcvwilhmiwrkvqk,s,eamqtjribmnohrqxslnuyzih,,3.0,O,Atvqppoikmjfxsjppgauhhtqmibdzlehodsrqmpjodovggibjcqnuoyfwobypdrpryvoauxfmbte,,495.0,Huntington Beach,2.0,W,49.0,Auto-Owners Insurance,0.0,2573032.0
AEW8084,OJNTIWBUFCEMYDXMOFCFPVKQFWTH,H,AEWWHTMKNNJHVABFWZBH,Jarojouxsgfbdvddbcpptxhnesdvadwudzofbjergbmvyltcizwgjnggmfnjzgbfrzwj,3.0,R,wwzflrbbluejonuhmqcrbfqrlhfc,m,429.0,San Jose,,M,37.0,Cliffs Natural Resources,1.0,74624.0
