AgencyID,Income,FirstName,AddressLine1,NumberCreditCards,Age,Phone,NumberCars,NumberChildren,MaritalStatus,CreditRating,OwnOrRentFlag,Employer,NetWorth
quy11831,305174.0,Zttgonwhdxenpykzcemjgyy,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp,6.0,89.0,1-080-445-9293,1.0,0.0,M,352.0,O,Spectrum Brands,291021.0
Dlu11832,400496.0,Abqcimi,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud,5.0,34.0,1-941-812-6576,0.0,2.0,D,673.0,O,Southwest Gas,457252.0
Akh11833,298603.0,viarhxbchykxlhywqsxmjgxxrpitmx,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH,10.0,20.0,1-298-651-0176,0.0,0.0,D,624.0,,Viacom,1766502.0
YUG11834,,USTWFYGTRTUIGCNAWNSCTJIBI,,3.0,86.0,1-786-826-4100,2.0,2.0,D,653.0,R,United States Steel,
Sly11835,413753.0,UMZUYTZXSZJOJS,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw,0.0,61.0,1-061-707-2859,4.0,4.0,W,488.0,O,Dana Holding,2924361.0
Prd11836,119435.0,Ohxfhikbtatmiircelh,LQCUWJSIRIYYMAACRY,1.0,66.0,,0.0,2.0,M,644.0,O,MGIC Investment,995321.0
yej11837,134076.0,IOSXPXOWNWWJUJVQJQIBSSOGUIWLT,hagrbugsqhldkvscdgwaefreombti,10.0,40.0,1-663-301-1231,3.0,1.0,S,,,DRS Technologies,1963209.0
acu11838,324147.0,Iuqzoacvldoafqussolr,lvrjtyluafaxwkmixlbmorvqxiynbbp,0.0,74.0,1-387-116-5876,5.0,0.0,M,613.0,O,Exterran Holdings,462186.0
Wyj11839,289661.0,CGLZAPEQBFXLTQREEXNQCYNETGZ,Nvbnztrcimfuynvflj,10.0,13.0,1-343-225-5970,3.0,4.0,U,812.0,O,News Corp.,529762.0
Vqt11840,13177.0,Kjlijqlttwckpbnaklrzaehlebaggn,CKMKUEMQXNMWWAZTFUTPWEVHX,7.0,97.0,1-075-533-3168,2.0,1.0,,423.0,O,Fidelity National Information,3195122.0
Wwj11841,19390.0,Tezjfsnskybwygqmwara,,6.0,90.0,1-305-463-1057,5.0,3.0,W,767.0,U,AES,515043.0
Zlv11842,168613.0,Qvvrpogqdjhrfssmsulsexhv,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb,3.0,94.0,1-273-369-2526,1.0,5.0,M,670.0,U,Questar,439783.0
Zup11843,221201.0,Ufmvvwdbcrcd,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb,4.0,17.0,1-245-844-2890,2.0,,S,736.0,R,Western Union,1554578.0
MBC11844,857.0,Rnfeuhguisyrfedkxvzoayzfgvan,vmkjvgnonrhpkzrtskccoknqimay,1.0,45.0,,5.0,1.0,M,372.0,R,Jones Lang LaSalle,
Uiu11845,193278.0,Sgsusnsvtbzxnslpeb,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF,2.0,99.0,1-211-668-4302,0.0,1.0,W,347.0,U,SAIC,118006.0
UDK11846,124372.0,Fxfvfeidusbtkalnqfjbruffhfkv,,2.0,60.0,1-481-706-4031,4.0,4.0,D,378.0,O,NRG Energy,3240275.0
Bxx11847,309335.0,QUOXADLDKKWJSZ,FBNQLCPCJBVXHFWIRXWRC,,84.0,1-775-206-2837,1.0,4.0,W,653.0,O,MGIC Investment,3416368.0
TFR11848,38264.0,Dpapnaszcettvbgzrwrxigbuuotio,,1.0,79.0,1-708-928-5992,5.0,5.0,M,449.0,R,Reliant Energy,507034.0
Cqh11849,392580.0,Igzhwlmkdbh,,6.0,54.0,1-492-718-2268,4.0,4.0,D,342.0,O,Con-way,975368.0
Flm11850,273850.0,molathxnbwgjeqlbaotmmjnmz,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd,10.0,74.0,1-073-533-2543,4.0,5.0,U,718.0,O,Sunoco,664490.0
Axh11851,7472.0,bijrvsgu,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy,0.0,78.0,1-791-324-6110,0.0,1.0,W,848.0,R,Vought Aircraft Industries,453612.0
Pgm11852,387619.0,xwcrdxmppzrbcrbavkskhpa,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno,7.0,96.0,1-908-505-5499,4.0,,U,463.0,O,Calpine,1706539.0
cyk11853,363980.0,Kikzpcqcgbdtrnmvzbpbinszre,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb,9.0,66.0,1-111-936-6095,4.0,2.0,U,587.0,O,Rohm & Haas,1097920.0
Gpa11854,242336.0,srhkbujzx,Sfmuq,3.0,36.0,1-930-383-9349,0.0,5.0,M,711.0,O,Fidelity National Financial,1822078.0
GQD11855,276819.0,Goudlvlspyepcskjkxp,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs,8.0,88.0,1-027-803-1459,1.0,2.0,,816.0,O,Thor Industries,2842665.0
QMB11856,121748.0,Atqmwymdxehmigaqvesj,Aeldvdfzmyqjalusetzlqcvon,4.0,61.0,1-798-298-0546,,5.0,D,348.0,O,Cognizant Technology Solutions,416017.0
NYC11857,290504.0,VRINTOXXXZAMLOTJGPVYPGYRZBS,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr,0.0,66.0,1-412-267-0315,4.0,3.0,U,737.0,O,Asbury Automotive Group,2674229.0
TET11858,,Iqoqfc,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV,7.0,33.0,1-039-284-4737,3.0,4.0,M,775.0,O,,124118.0
Sef11859,99217.0,VXDCB,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf,,94.0,1-951-791-8170,1.0,0.0,U,713.0,O,Dean Foods,3370188.0
gxc11860,410806.0,Xccvonztsmkfpyikpiqkdyuaacovgh,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP,,96.0,1-725-958-3148,0.0,4.0,S,568.0,O,Chubb,1483908.0
Rcq11861,235288.0,Avcrqkbns,Cggsjsmtcsecjfqhzofonayzlxxepabd,10.0,19.0,1-990-291-3645,5.0,0.0,,478.0,O,Huntsman,3944436.0
JRS11862,204565.0,Yolineilkcdgpraalobalt,UAJQLCMSWFKMOYQOWVWJDCVQP,4.0,31.0,1-345-215-5664,1.0,1.0,M,472.0,O,Textron,683419.0
gng11863,416378.0,cappwrbjzoeujf,XRACAXWROETCHXGULQSKTYIGZ,9.0,91.0,1-170-375-0404,2.0,,M,638.0,O,Nacco Industries,3752436.0
Hpl11864,169207.0,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli,8.0,,1-457-612-2094,,,M,317.0,O,Circuit City Stores,3811148.0
Nbv11865,470903.0,GZPFMSGTTWA,xfymihxmkfozwgqjbozroeoumyqmtup,5.0,3.0,1-155-359-3880,5.0,3.0,S,805.0,O,Guess,2622125.0
Amt11866,223682.0,NWACGSSBGVRLAO,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst,8.0,21.0,,0.0,5.0,M,549.0,O,CenterPoint Energy,2108308.0
WBA11867,136570.0,fltwppdjaumjwgadsuntdnbtst,Lfxrobndwofvwpwqdatsjeuhsi,9.0,33.0,,0.0,1.0,M,509.0,U,Motorola,3588182.0
muq11868,461922.0,NHWJFJCUVXCTZVW,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw,8.0,54.0,1-115-940-3602,5.0,1.0,M,818.0,O,Zale,2828088.0
zhz11869,53883.0,bvzguvdleddvncfgehmdctpiwgvlhl,Kcfogp,5.0,9.0,1-328-539-1087,1.0,3.0,U,706.0,O,Rowan Cos.,3011243.0
Jdg11870,264226.0,QJLJQMOFVVREJWDVICGLOTCXW,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ,6.0,80.0,1-761-955-1430,5.0,3.0,W,837.0,O,CMS Energy,2920332.0
Wkm11871,300137.0,Aeidwhatcicdbuznjumlsfh,Znobxjidqbofgzimqlh,8.0,82.0,1-246-348-9582,0.0,4.0,S,395.0,O,Bio-Rad Laboratories,3478166.0
UAJ11872,491463.0,QJWROBIANTBHTIGVPNV,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL,9.0,81.0,1-745-767-0916,2.0,3.0,M,402.0,O,Sanderson Farms,1117313.0
Wdd11873,197578.0,QRTLZAXHTKROCPOQYDPKXMB,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg,,,1-756-670-5350,0.0,4.0,M,412.0,O,International Assets Holding,1885720.0
Bxi11874,48106.0,vdrwpleumfphsfbjtuqk,kwpomvhtrfrsabfwjfhhesq,7.0,93.0,1-744-691-4055,0.0,,W,407.0,U,Henry Schein,3759643.0
bip11875,79468.0,WXNCGPCCGHQBCGLLLWKU,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba,9.0,,1-157-998-1405,3.0,0.0,S,708.0,O,Ashland,3305929.0
Uvt11876,179564.0,fpjtznd,syryaohntxwvjpyptvotjbikycupm,9.0,51.0,1-233-553-4423,4.0,1.0,M,469.0,O,DRS Technologies,55092.0
Bzf11877,84431.0,ipqthksmvljftliwkxahplfpxrx,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw,4.0,10.0,1-504-669-0578,1.0,0.0,U,368.0,O,Brunswick,1663345.0
Smq11878,198031.0,YOXHURTNGLIGZLSDYMITONCRE,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae,1.0,66.0,1-775-929-4479,1.0,3.0,U,818.0,O,Sonic Automotive,2164759.0
WFR11879,211503.0,zxntkmllufjftzmptgglvbcxdpxe,Xmlrberanrwlbrdrmzpwodiyxnofsnrfboiieasuqhkjpldbqdoizykfxeudmbd,6.0,89.0,1-546-397-4773,1.0,3.0,M,734.0,O,Mutual of America Life,3751899.0
qxh11880,283419.0,Jbgkkiinzryslgyspkrzjvpuwf,FIDXWJPWAJFMHSHTFKFATOOPKJWMAGWMRGOYQXVHAIDSJRHAOTDQBIJ,10.0,90.0,1-386-120-9466,4.0,0.0,M,694.0,R,Boeing,3059023.0
Ztn11881,442434.0,CZDPFIZNVOYKQXAR,MYOPNPFATSFFSDCJYUZESJDVSULHNELMOG,8.0,25.0,1-561-218-1599,4.0,5.0,U,751.0,O,Wyeth,1514950.0
Stj11882,450094.0,DUEVFIZOQ,Xhzklvrdiutozsvvcvgtmp,8.0,57.0,,0.0,5.0,U,472.0,O,Harley-Davidson,723215.0
Xao11883,19525.0,nucjykpqrzkxuggwdcehncdcmq,Zommflmlnkkpeapnwjaaqpgdjytqrfluhbcyxndhehmravllgyrlskcmz,5.0,84.0,1-655-397-7448,5.0,3.0,S,390.0,O,Kansas City Southern,2958937.0
Lkx11884,57522.0,Hzboycarrkbtrymij,rrdhfcvxxgbnmejppdaprcipgbbyzawdawxuvalhsnrkdytfrkescgjicehsaksifuhuliimgehsu,1.0,44.0,1-494-144-2665,2.0,0.0,U,447.0,O,Beckman Coulter,2793897.0
Pvy11885,88927.0,gstnytf,Zwzvcwth,7.0,46.0,1-501-912-7505,0.0,1.0,U,540.0,R,ServiceMaster,1298425.0
HXE11886,7326.0,FIXEOQBRDXVWVTRCYJKSEBC,uubietrqqwtvxrlorjqhcwmlqlklrricxi,1.0,65.0,1-485-729-8431,4.0,4.0,M,845.0,O,NuStar Energy,476940.0
vbw11887,93734.0,mfqjwerqpu,,9.0,23.0,1-573-227-9066,1.0,3.0,U,,O,BMC Software,1154007.0
HAG11888,336477.0,qytidunjenlh,NJZFPJJARZPWDYJRAWZXQVXOGEFHIRQNZUARGY,9.0,7.0,1-067-370-8300,2.0,2.0,M,669.0,O,Enbridge Energy Partners,2652182.0
KWQ11889,446159.0,Stgnyrudjfkmlyrkvpcfifmonfuq,Useouxkejgvf,3.0,,,5.0,5.0,M,355.0,O,Iasis Healthcare,3905255.0
VCT11890,354442.0,islsvowwmzywfkolfqmwzbmsmhgf,Dlpqpcgdjefxkocqcyhdahedrhljyyknklvwmmrrttdtwwmmmslckcpjijvnzeyznnivmc,2.0,22.0,1-872-820-8056,3.0,3.0,M,535.0,U,Darden Restaurants,
pvz11891,82027.0,zovejvxaykhmfjsmjejim,qvtaivkjzlggltfaxkegmgonjifmbziigjsf,0.0,7.0,1-454-243-2351,4.0,5.0,M,436.0,O,Owens Corning,3663683.0
Dur11892,3821.0,TUWRXZ,bdjkqbnfietxodbbobucdwqiuojevlrdds,10.0,70.0,1-339-511-4956,2.0,3.0,U,,O,Liberty Global,2078158.0
Kuz11893,262943.0,Tyhkmerlfncdfroz,Wqnhixnsxqmignoakhenvhvifiqtriauzjwrfumoofephmitpgcaxbajvxtfggx,5.0,93.0,1-696-554-9871,0.0,2.0,S,,U,Sprint Nextel,3185050.0
Pqx11894,7588.0,Rfvbekuioryrblsfxlve,tscfoeqqaqivmuvconiiatgnaxepqvbttjjydyfyjysuaubekgqbypoqqtyxvsemxjsvynzwulvsm,9.0,,1-433-672-5443,3.0,4.0,D,579.0,O,Paychex,2361705.0
Uvw11895,83898.0,Pcgfbhqokqmlzqpirr,hdmiigykbtjnlzwzrzrfrfavx,3.0,50.0,1-647-642-4612,0.0,2.0,S,435.0,U,Old Republic International,2052540.0
Uzh11896,12934.0,Fclufpqziglydrttwscfzqc,ffvmqvlbgxyjevauldwfxbehguusshvqpznvxebriubdgsxiuezxbbxlumtqtkrmejgufk,3.0,93.0,1-066-074-1596,5.0,4.0,,740.0,R,International Game Technology,839477.0
NGN11897,,Qezlcsva,Jfwdmnzgeeolcczujqtrytxafkbsipbuybnciwvzcjujpoyjgxnlowxptfxgnruxhctddowxpvfh,5.0,63.0,1-754-127-5459,5.0,5.0,M,,R,Dow Chemical,2822991.0
faa11898,162501.0,fjpauu,tedhpwmkkvwlzfjlcbwebgysduytlkjtkfmpnoalqdijcyewnprba,7.0,92.0,1-557-820-7052,2.0,2.0,W,766.0,O,,
xsl11899,15057.0,Agiewzdf,hhdvamhpbimaxqmmuoeqniilaivhpgwtia,4.0,43.0,1-684-628-3082,4.0,0.0,M,435.0,O,Metals USA Holdings,1689417.0
ipq11900,106454.0,hqtgliajedakwxgqdedjf,CRKWFNCDNBIGCLQTHRBTVNAPDWBLNKDNYROOYNSPHYAEHUGBIBQFHS,3.0,88.0,1-793-266-1869,5.0,1.0,M,379.0,R,Thomas & Betts,369098.0
Mbs11901,6236.0,Ykzel,OSPXROBKEEBMCOMCKBQVAHAURUIAWBTLEBPHEGGBOFHNMEVHVWARYLJYFHVXVXLFMDTVEHEYJGCDEL,10.0,23.0,1-551-670-1701,5.0,3.0,D,588.0,,Fidelity National Financial,2113666.0
WRM11902,131104.0,aiczfqvvvhqmdtensqivwnffge,vpgzvxbolewgezvnitvkgltokqthudxpetrflvurboiderqowefacjlxysyomxykkrcljvievhdpflkc,1.0,64.0,1-526-560-5373,4.0,,M,369.0,O,Peter Kiewit Sons',972042.0
whs11903,177396.0,tppkmzzaoslabwlyzjkiqt,npmkubaduxpjgyiegkodaiyixlmbatafvrdtlrncinrxqpunuxopeiapcjhdkrvqtzywjnvq,2.0,,1-781-917-6705,,2.0,M,792.0,U,Atmos Energy,1281534.0
rps11904,116131.0,Jgharfmjuatlollorv,SXUOSKGIURARFHCATOT,0.0,11.0,1-245-173-5651,3.0,2.0,M,378.0,O,Bucyrus International,1160425.0
Shc11905,288494.0,ebmevehtttysoqdktinvefrzb,ITYLPJEJYCRNIPHNVIRFBBGYWUZJATTMUTRRLXZWZIIUAIKMSMKJAKHIOKI,10.0,77.0,,4.0,4.0,M,807.0,R,SLM,1853817.0
LVM11906,339540.0,HTXYUDRHZRSCASMZRNKDIIHFSFEQ,,10.0,,1-694-862-5100,1.0,4.0,U,713.0,O,Ashland,1206875.0
Vpf11907,389579.0,Hafbmjqsfiqwrxcvbosjqylga,Lxfwfxgfnalxdv,5.0,9.0,1-927-581-0162,0.0,0.0,M,774.0,O,JohnsonDiversey,1297233.0
Vlg11908,228037.0,Rfqszthraqxsepdozfclmwbqouta,OAPPJ,9.0,79.0,1-261-637-6277,1.0,5.0,M,564.0,O,Berkshire Hathaway,
ypu11909,195367.0,WIKCVJKDTLTSRJADENBA,,2.0,78.0,1-711-043-6288,4.0,2.0,M,813.0,U,Republic Services,3683447.0
Aha11910,276301.0,bfuuxtizkvkiwuufbewhlxapofp,Fprlkitodvnrcadfxtcvrovgqlkmxrwg,9.0,,1-055-860-3838,0.0,1.0,W,475.0,,Hanover Insurance Group,3232198.0
Otd11911,409570.0,xfiryppuay,,4.0,79.0,1-325-026-4794,0.0,3.0,D,445.0,O,Lear,1379053.0
bjv11912,443096.0,Swzsdjntfebvdb,,6.0,60.0,1-808-513-3250,4.0,3.0,U,317.0,O,Leggett & Platt,294440.0
SBU11913,137916.0,Ythmamocppuxewoisbsmqc,LOHWABSOSNQEJXAFOMUUNUGPUMCPQLYWIXVRATZXBFKYSDOIKENZLENRUJFWNCFQX,2.0,24.0,1-870-303-4058,2.0,1.0,S,422.0,O,Medco Health Solutions,98357.0
pey11914,494778.0,ixiexcrekfhi,TJVMHTWVOQQXWOJBMQNAWYKVZTTZKHUTYOEILFWHIGWBWMZDHGOHADWKKYQ,1.0,54.0,1-927-677-6591,0.0,1.0,M,428.0,R,J.M. Smucker,896095.0
Tas11915,80202.0,Hitftrkanefexbihxpecklgkcwgn,WUPFTMIBHDGYXDPGYZXQJGX,7.0,49.0,1-461-342-3128,5.0,3.0,M,677.0,R,Solo Cup,3803006.0
Fok11916,467498.0,Dekire,,7.0,24.0,1-797-094-6953,0.0,2.0,M,847.0,O,Ametek,3769940.0
mav11917,221374.0,Tfsgsewsgqhrum,Exeaqjnonpqvsnguufunufqvddfppzibgkkbcpw,,20.0,1-773-364-4636,,1.0,,728.0,U,Apollo Group,1037381.0
kxi11918,427965.0,yteukcpbvabdeanrpvsgdcbrleao,jokozrhyjxqqfv,3.0,27.0,1-186-478-7955,3.0,2.0,W,565.0,U,Mutual Life Insurance,3645846.0
qqr11919,319507.0,Aepxdpshzmzysppzpatcqpzpwazkf,PXJXCGCCZNQAZVHELJHMKSXAGOHTAULZDJOOQWDOJXCDXZDICKXGIEXNHD,7.0,51.0,1-644-277-0293,0.0,5.0,M,644.0,R,Regal Entertainment Group,3621886.0
Htd11920,357871.0,Ydlmx,mlzvcgikccmslhphtckjviojsgjifijvgymhsyioecrzifbdzkxwoxxgujastjmvpj,8.0,46.0,1-397-629-3245,5.0,2.0,M,675.0,,Merrill Lynch,2596790.0
Lal11921,456664.0,Amtwxbprvsqnmdfkhn,mdhlvwwtnchrfvvoox,6.0,45.0,1-061-209-5893,4.0,3.0,M,374.0,O,Safeway,558283.0
qbq11922,382585.0,IGJQQXYEQAIBCINQZ,Yamrdppxlauffewczrhjxwffqsbguagbpxmjesvhnoxt,5.0,100.0,1-124-494-6580,5.0,2.0,S,750.0,R,,2254531.0
Pzt11923,263668.0,YQFWKPLX,YCKJKHKATJVHZNVFIFHLASETPWXWDNUIVDDGRIMGIPM,1.0,,1-662-090-1749,0.0,4.0,M,801.0,R,NetApp,830541.0
bju11924,,Vnipgbbjtx,sasnxqevefeunjhqhsmwojtrvxatcnkcwcicubaorvxrqsxlslhuaggruoymxhfrwc,8.0,96.0,1-086-168-0873,2.0,0.0,M,684.0,O,Comerica,945684.0
DXF11925,60258.0,idtxpaarzmvnbebzkmrtzkang,Zydxcjlfbdyktwc,2.0,41.0,1-872-268-2389,5.0,5.0,D,727.0,,Polaris Industries,3112934.0
IUX11926,262566.0,Cjogke,ntbzelkqcjupullinvflivamoseletnyryncojxlfgtgurpqkajntwnsaiwdmfhczrugwedzgkqdl,0.0,60.0,1-253-647-9495,2.0,5.0,M,514.0,O,,643280.0
LWM11927,488381.0,TALTWEHQWD,Noieelnnombtfsajswhbcqwokyetugzrjhridqhbonylrxentrkkftzygesijjlrjauigsrveu,6.0,81.0,1-581-567-2728,5.0,4.0,M,459.0,R,Expeditors International,3325885.0
npt11928,472161.0,Oojdynyxwdcdwtbfvu,Eevxqbkhtmllgbgppekwqkelwmnhqqgulpjweqijcbkifriqjr,8.0,91.0,1-134-376-8891,1.0,2.0,D,674.0,O,Brookdale Senior Living,2689980.0
uuj11929,475498.0,cgnucjjagkrkqdiwjnokrxq,Pssyligduugymbjdwyltpfkmmcwjtoxveovjoav,9.0,7.0,1-225-772-4573,5.0,3.0,S,425.0,O,Amphenol,3581396.0
Oux11930,4801.0,Caumdei,DJXPCEWZIQKEZDZJTYICHYQIZJUWQVQSMKHMARZWJQDBJMOI,6.0,41.0,1-953-398-9420,5.0,0.0,U,315.0,O,Fiserv,1987575.0
zry11931,410571.0,Mhwnenvmplpycu,Aihkvlyuisesgkbshdnousojxahyxxejctpsnaffbdonhriznq,6.0,66.0,1-030-309-3122,2.0,0.0,U,673.0,R,J.B. Hunt Transport Services,1108303.0
Uyr11932,430757.0,iiasedudhspevbbclufstsgebcdfm,Epltobcxjijghfxgmdyktsppnkmcoxpcfbvhafdwfbfdjmtpgkcftqyhtltirdauhseizaqbimjx,0.0,74.0,1-165-910-1786,3.0,3.0,M,690.0,O,CF Industries Holdings,3009021.0
ZRD11933,414789.0,leqriqyquhrhaaiknh,hzewctec,1.0,15.0,1-241-534-9517,3.0,4.0,M,710.0,O,Annaly Capital Management,2461710.0
gkp11934,240269.0,COEALR,Xzhwtnmgmixaiqhkkxriprvihepweeuuyviwp,0.0,12.0,1-973-199-2228,4.0,2.0,W,554.0,O,Cliffs Natural Resources,3734446.0
Nqp11935,204687.0,QCBJNFDQIMXFTNNOFRCEY,Tuxnjvygmftfbpetshgfttebnxpqaefgdanwqbxjgtusxtt,8.0,65.0,1-782-903-8746,0.0,5.0,W,804.0,O,Mohawk Industries,1431511.0
sap11936,28987.0,Gkbztjsafuhncrfxzoxipdawzcbcd,Xdbvtiizigdevwdlpcpnzjetenpjvpopsbsrdtvttmniqswmjptvt,1.0,53.0,1-824-389-2915,5.0,,U,580.0,R,IDT,1714088.0
Eyl11937,492993.0,xoeloxcpkhhxuzirdwmic,DJWLHALATAWFZXFJBJXOBSTDUYRJRQENJFTJOCTUOOIAASXDBEJKC,6.0,,1-610-808-3846,5.0,3.0,D,611.0,O,AGL Resources,2600134.0
WKO11938,102810.0,Xtfkaojftai,Jruqfbgurpodbtdrtipwsfowzhdubfhbmsfsgzqgppbzfgssauvzybqvdfcwytcjyuinqng,10.0,48.0,1-128-408-2339,3.0,5.0,M,737.0,O,Granite Construction,842726.0
JWQ11939,496953.0,vlhecsfjrbwmjf,EOOFMINXMRM,2.0,49.0,1-723-335-5064,5.0,0.0,M,608.0,R,Adams Resources & Energy,954033.0
EQY11940,188801.0,Yiftvrdpddqbtenqis,Acwqiabgrqxkkvjq,4.0,98.0,1-813-069-5690,0.0,2.0,S,416.0,O,Nasdaq OMX Group,1158871.0
Wen11941,355208.0,ALBDOFSQCUVOUHNRFPNLC,,7.0,80.0,1-402-101-8866,4.0,2.0,U,323.0,,State Farm Insurance Cos.,2714727.0
Xhj11942,450028.0,DHFOHUUGKNCSEFCPUZGITCIPJNLTC,GONEQUUCHQXCDZTXBQKDCJMSRBMJMEMJZGQZIJOHOXUHBMAFXXKGROCEQQRGDPGJNHHPZTCT,8.0,61.0,1-340-451-8889,0.0,4.0,M,327.0,,Energy Future Holdings,1189683.0
Zwy11943,179764.0,Tzivamtwayarvgml,twjaicnlphwobxxo,5.0,93.0,1-186-488-0059,2.0,5.0,U,311.0,O,AmerisourceBergen,
SQF11944,316549.0,Dnwwdzpnxkcrlfdxskzvgfksbqbcql,QEMVMOPCSSDGOVEFLOLRINYKTOIGPKUGDOOCSTNVEBBXERBQXHYM,9.0,59.0,1-065-556-0904,5.0,4.0,W,845.0,O,AK Steel Holding,721695.0
Lqt11945,370318.0,spzsgskhwasdnahlmvdfbvzbres,Zjdns,5.0,38.0,1-970-725-3523,3.0,,M,687.0,O,Dover,2948368.0
Twm11946,393917.0,Rekbxvrdjrrqvmg,CQCCSJEVPEOZDDQMWNLFBBHZVIEQDQAMDUZLABKMTDUZHGATKOPRPVWUKCFKMCQGFE,1.0,70.0,1-130-002-7024,4.0,3.0,,842.0,O,Stater Bros. Holdings,1471487.0
ATF11947,294346.0,Obbyo,,9.0,1.0,1-061-449-9792,1.0,2.0,W,,O,Key Energy Services,120044.0
Ywn11948,442184.0,tlfwp,wchgknbrbjmyzyjuiysdtignxnsjewutyfdrgmemhoeelefmbw,0.0,31.0,1-910-444-5055,2.0,1.0,M,,,Sigma-Aldrich,269924.0
Hbm11949,334995.0,Zczuifplstjasopj,SAXHIFPAIMGJEXDALWJMCJORSMSXIUHLJBREVFRDSYNLDMKXLRVONIJGABEBGDTSCRSYGTXHFMHFRB,3.0,97.0,1-492-743-6914,3.0,4.0,S,818.0,O,Leap Wireless International,3163776.0
sov11950,25228.0,Wvhsuvhcoyavzqivojytsrab,wiugvdfiudjalxxnlybajdtfkkdxzgoukdhufpjhwqyvlyg,0.0,89.0,,5.0,4.0,M,819.0,R,Securian Financial Group,1043575.0
qdk11951,,uzprnvsevlqzgxhysmrr,rdxnuhhoivrjlmgtaglcacqnji,6.0,76.0,1-397-554-3534,5.0,0.0,M,847.0,R,Kohl's,2682296.0
Ttx11952,9064.0,ywpnwcbgbctjcpsccyjcdhewzson,Uamahwzsnqghhcxgtswtkwuihyrimjxqyvagugcaeahxmpyijltjgcidhlknvsfnjqfslauekm,0.0,49.0,1-111-681-5226,2.0,1.0,M,,O,MEMC Electronic Materials,2746285.0
CZG11953,287984.0,GZOWCXW,,1.0,50.0,1-529-637-2669,2.0,5.0,U,380.0,R,NiSource,
Uij11954,22806.0,Ymnpyhrei,UVMGHEIXONPQHJZEVWELXEMATUQLIOLMDLBRHJECLCSP,9.0,99.0,1-810-732-4744,4.0,0.0,M,806.0,O,FM Global,444133.0
Udd11955,193406.0,bsnsxwjydqrmlauqskjzexzejahhxb,Adrghpmawcnmtvpqbgngyurejlipocgsbbwqaemqozmmcrzuwfjzdefejirwbas,1.0,,1-820-185-8851,1.0,4.0,M,565.0,,Granite Construction,2635687.0
IFI11956,302129.0,jzzflxno,GWIVPSPUHRVFRVX,0.0,59.0,1-300-175-5772,5.0,0.0,W,486.0,O,KB Home,3592177.0
Wjc11957,46978.0,tmrkyejizfrefzdgrupqrc,Fjipxqseypmmwsfhbmhrbdeotiuzln,3.0,82.0,1-209-249-6655,4.0,0.0,S,315.0,O,Dow Chemical,
AVZ11958,110451.0,Crptih,cpuhdeasftysgxtmaweocdp,5.0,12.0,1-023-974-8639,0.0,2.0,M,501.0,R,Caterpillar,2765291.0
PQS11959,474113.0,Dvibypxettwpjh,Otdnhitthdjqneuxpogli,8.0,69.0,,0.0,2.0,M,539.0,O,Aventine Renewable Energy,2623539.0
