CreditRating,MiddleInitial,OwnOrRentFlag,Age,NumberChildren,AddressLine2,City,NetWorth,Employer,Phone,NumberCars,State,NumberCreditCards,Gender,LastName,AgencyID,FirstName,AddressLine1,Country,MaritalStatus,Income,PostalCode
476.0,N,U,7.0,2.0,Xjrhmctrvtlxcirujuumzjzndguqcowqtttgwrdbsjtrzfacjvnxijfgezhfnonatggqtatkelqgoknp,Santa Fe,2595989.0,Universal Health Services,1-820-679-5425,4.0,PA,5.0,,Hsqumbsfurjlbxs,Hsq8132,Othsfexfeaquscun,EHJMTJWRMZFYVACPSYTXSMGOMENXTNUCD,United States of America,M,381967.0,Uqnukb
579.0,T,O,29.0,5.0,Wrsbgetdpcukrqtxsmmeldgfonlcwtvemqvaumfnfifuycerexchbeoeemzrkrondnvux,Amarillo,3818938.0,Priceline.com,1-196-283-1531,1.0,DC,2.0,M,HJPDOHMWEMKJBRJXFRJJG,HJP8133,Pnsjardt,Rxksgbwunremsexmhuunyadgraxtlnurdvmemofswhylcnsyubpoojbdhjfxtqzut,Canada,M,248533.0,wpgksqtd
645.0,,U,14.0,3.0,Npouynetlvrzqyjqzhpt,Mobile,1150303.0,Graybar Electric,,3.0,CO,5.0,,Kmbikndlsgiqoeegwrhdvverq,Kmb8134,vlkhotavbfvfdydym,jcmehnxhubkevzlwkebiqhbdyxcdmabeliqdnuni,,D,125789.0,Rqtkgiics
616.0,W,O,79.0,3.0,Vpwupnycehnxjugxgnazspsevnylludhcakhwzdluswdvqobruivyf,Sherbrooke,3730088.0,Owens & Minor,1-310-252-8290,2.0,MN,8.0,F,Lgceuoarznpw,Lgc8135,zmxoq,Fheixrcnwxfswegxzxpyfbdqgcouzavrquskdtcoauuxftsyqfyhvccbdrldwnytmfnslbpk,United States of America,M,462723.0,JQNLLNPTK
696.0,,O,21.0,5.0,Gjqxgmqopfjacqsaiysxhqvvmcqymechajzctzuvldcpvtiryvrcqnispuitlntookidoirtebj,El Paso,2210512.0,NBTY,1-814-394-7093,0.0,LA,5.0,M,DIIYCKKFGE,DII8136,Mcnxqwthjfgravyhdbj,Jjtnpbgdfpyvwxqocatuaeitdfkwcqd,United States of America,,317490.0,ciyfcasj
618.0,j,O,57.0,5.0,Ztancthniyxotwiwdunybxhnwrflvsje,Shreveport,117995.0,JohnsonDiversey,1-297-916-2199,4.0,MI,6.0,,Fifckjehkgbphvdfydlmyromk,Fif8137,DBTRJBKVCM,nauauzsoukidbpstadskargjjqc,United States of America,U,271286.0,Kjptta
820.0,,R,76.0,0.0,lqdunnf,Fayetteville,3717247.0,Perrigo,1-916-402-2999,0.0,Newfoundland,4.0,,Jxwliumdfseomeqnyh,Jxw8138,EAECSSTGULBYXFUOLJVB,jrtmoxyraiehkhawllcyfhbtcacrrahudhapzdfjed,United States of America,M,235292.0,qxfimksll
824.0,V,O,92.0,2.0,Qkvyuyrynwidswelgraiejrbossujdhmkrtvccmupywlwpjrz,Corpus Christi,460103.0,Annaly Capital Management,1-948-211-6324,,SC,6.0,,Zluye,Zlu8139,Cwfvhjotolfdij,Sxogdekirfdvsqbipsibwivfdoeabxaidspgwetxkgtlbcgmnmraciupsajnrmarhuejyjjak,United States of America,D,,SFUXTUABR
519.0,,O,51.0,3.0,HXMATYCOSTIEFPSTVJDIOUDTYVGHFIOWQXVDJQKICDZCTFFEXXNQPMOUAEGLZOCAOMCAVOABJF,Rochester,2525611.0,Williams-Sonoma,1-723-326-2225,4.0,Alberta,6.0,,Bdzawqbhlnrukfvtwydai,Bdz8140,nazvygguwmpsrbkp,yywhaedwuwwrisqwmmgwrfvklnsskelohddnhtviawnzlkeguozbwgjtpbrqvliigmv,,S,35188.0,REHSUHML
768.0,X,O,49.0,0.0,,Durham,2592766.0,CommScope,1-281-856-2336,1.0,NY,0.0,,Stobrwlw,Sto8141,Emtbuhhzfrnjisoaqqeqberx,whcrtemuvlydcqlcbldfvsanrpmiydbsibawvjtptjjwpsvgkbnzenhvjmtn,United States of America,M,149832.0,zcapokwvrb
458.0,V,O,17.0,5.0,Uijnqkdgisglgugwllcszovigvx,Lafayette,2460993.0,Hanover Insurance Group,1-257-726-8171,1.0,DE,2.0,,Wbnhmiwbwuimkpyxptzbjgemwkwu,Wbn8142,sjotzqolx,HOQGVRHAIDKANMLKPCPESNEFTKIKWUPIPZONPWDVINPMKPDOISNYTDSTMGCTPYPJELYED,Canada,D,418048.0,DVOZTIV
825.0,j,O,40.0,,nftrcfdjomsj,San Antonio,1543629.0,Murphy Oil,1-987-083-5202,3.0,AK,6.0,f,Cqelobbplbijwvdm,Cqe8143,ITMBRHINVHBYMGJWWPOGUVT,Eoqtskskbcmvfvtrulvkzlszksafutswlehepvvkdgnmmekzquywd,United States of America,S,146643.0,VIKPOJLKYCJX
850.0,,O,76.0,1.0,wbibvpbixvtqcfbrtctwaijqsuyhaliynkbvtlmpi,Flint,3397241.0,Navistar International,1-711-859-2325,,DC,1.0,,cdquqnugtzrkewwysihcoefgxvarl,cdq8144,idhkhqcqxtr,ybmoezrmxpjtxnlezuhvm,United States of America,U,38714.0,tnwsevem
652.0,H,O,91.0,1.0,Umnzgviotddprypwoelxemzbemrzatdxltwnajlncapfqspbbnamdexmozqcrfzhdyu,Gary,884880.0,Ecolab,1-842-023-7557,0.0,TX,9.0,,Annjwpizcr,Ann8145,Zxpelifjtmnuxyvgmwhopjgs,Hnfvyoiwqlpbocysjugpfagzuoggylaidkvfbroqajupdvjdtizdbbfapdlcarhas,Canada,M,440489.0,DAYVTJNQRIK
350.0,,O,64.0,3.0,EGTIQHXKPWPAZCYYBETVASFHJPJFMZQDSPXGKPKJPABIZQ,Orange,1944220.0,,1-171-286-6175,3.0,CO,4.0,f,LNBZDKOZ,LNB8146,Dfluy,Mkgwbirqiprhpjzfhfnnknjufeoqaniyeswywbx,United States of America,U,470583.0,Nwbivxls
719.0,S,O,,2.0,Vvwovpxeynokid,Yonkers,1615708.0,Plains All American Pipeline,1-991-406-1884,1.0,New Brunswick,0.0,F,Bnhmnihaqw,Bnh8147,CCOTTCISQOFPIRWVESMZ,Gtetneioufdabtvhlqgceozblwyaaununai,United States of America,M,384868.0,ZDGHHWLQAL
850.0,,O,55.0,5.0,Sawfnoewzsilbwpbaauaseeutaxnpgmrfcnkhiwaxaercgypgozfhqd,Rapid City,501558.0,Superior Energy Services,1-443-558-8486,1.0,Manitoba,,,Wwtaelvbuvfxfvouvhfvkeuzr,Wwt8148,Yhgyslqvgyfrllccbua,RWARUCDRZXTZBXTRYIVNRDGFJMJJJIDFDXC,United States of America,M,406499.0,IZTRLFCUVJ
616.0,a,O,10.0,1.0,gdpsmkcfo,Inglewood,146343.0,Amphenol,1-225-672-6616,4.0,Saskatchewan,0.0,,gkdgvjkrefnleiwyrbbdslvmi,gkd8149,JUKSIIQWPNBIWQFKKMC,REPPKKHQGUCGHYXNPRNRTDNNOKGFJCYCRD,United States of America,U,55705.0,Qmumvpbxfot
575.0,N,O,33.0,4.0,Fpbgshmtsdinpahnzxdbajkbvcxqkldreoooneapgdjgkwcqcilsaskpxjvueoknixcqgcoupemd,Rapid City,651007.0,Foot Locker,1-889-752-1258,4.0,DC,7.0,M,eavlobusgzugedtvbpxyhzke,eav8150,Iqpmjnx,znqoftenaqlcjaajxsiqrfhhwwrkuogxke,United States of America,S,318607.0,Xioeomqwldnz
,g,O,100.0,2.0,IJPQRVMGXJUKTLFGRSHYSUXW,Anaheim,3140982.0,Sigma-Aldrich,1-715-108-4952,3.0,OR,4.0,m,BBQVTJMDIVVUKXMXVDKZWWK,BBQ8151,QFKXNEMMQQUGEYLLPFPEPOMHF,Jdzgnchvynmefzfoxbjentagfquadbaqckgczofcgsbtyvedldknbecyaenqim,United States of America,W,336614.0,Lnkew
827.0,x,O,57.0,,Qgiurtvzsapriasvuhkzc,Anaheim,1307980.0,Starwood Hotels & Resorts,1-712-483-8046,4.0,DE,6.0,,Omwlaxplnmktljwylppni,Omw8152,TTAJYVJN,kzouughjbvziwspdulqlrcxmkcddgopfxkllctdhwbhgsdyyagdsheqegu,United States of America,U,233407.0,
479.0,v,O,32.0,3.0,Ilhmcva,Boston,2349509.0,Johnson Controls,1-425-436-9198,5.0,MD,2.0,,GXGVVFGDHAMLVDY,GXG8153,kzlcafordxaxggitaxdhub,Kpfxjfrwibcsqioyzmddnm,United States of America,S,354539.0,mmaymf
379.0,,O,41.0,2.0,Cmredgodquvwebabntougazraue,Jersey City,3811834.0,Supervalu,1-961-759-8130,5.0,OR,0.0,,Reuddvyw,Reu8154,LOHFONNVQWLYWZHGJKNAVI,Egboh,United States of America,D,426622.0,DEUCK
342.0,,O,85.0,0.0,Ujneriqtgnnrifkkaowsrpirvfexuibmk,Fort Collins,946348.0,Constellation Energy,1-145-022-2139,2.0,New Brunswick,0.0,,Bchndedyber,Bch8155,Odlukjgpxcsekxnxjeqrfipijgzpm,gbuzgqbpxmosqacpmarlpwiissrd,United States of America,S,287485.0,Yuwvhlx
385.0,Z,O,93.0,1.0,Shpwrjxvntzwbxxhypdgyikajxxlxexgvqudvwtcsbjpdbtjcgiowamhfteifebprisv,Huntington Beach,1279270.0,Ingles Markets,1-664-064-7925,2.0,British Columbia,9.0,,Sdijdhqtmqrjkymuqllja,Sdi8156,Sowyjvkznq,HFFCTMMZLVABDTRFVGFWKIASABHVNOQGEMVJEZKKBEICUIBWDPSSUXLNKBMDRJELDCXTRIVJSVPL,United States of America,S,12283.0,Zcgzbqlm
729.0,x,R,99.0,2.0,Jcbirawrlipchv,Anchorage,692721.0,Virgin Media,1-182-978-9810,5.0,Quebec,0.0,F,Etyspzjiznukeuqocyfwrbwjvxgusi,Ety8157,Xhgoxewtskybivszdbdqmofl,HQHXDHEXTML,United States of America,W,223604.0,oslggi
729.0,,O,79.0,3.0,udynvqgpwht,Bakersfield,3163811.0,TRW Automotive Holdings,1-929-535-2843,4.0,IN,10.0,,Ermsaaylmswzphwewydminxqlwk,Erm8158,Wvqshrozwenwxvglbv,Uiqobjjowvrpbcwpttdmambva,,W,118256.0,Odvgyfu
348.0,E,O,11.0,3.0,Jcogwdatnprspcrzhwxbqehhwvhmrlqvzezvqirlmpcqjtsrfdveodjrgmnbmyzuinisyebfxeveu,San Antonio,1824263.0,CMS Energy,1-895-400-6385,3.0,Ontario,3.0,,KFNAWOHIAZLTKW,KFN8159,Wtuuvfnzt,wkbfpirmvpsetwbznionbhdfdwnilxdwufvnusvlkb,Canada,D,101641.0,Vytty
380.0,,O,91.0,0.0,UQNMOOIOFGUHGLQHZGQRQDNZXVNGHACACMPJASDRZBFKIHGNUJYCUUZWHWYDGGWGE,Quebec,55523.0,Spectrum Brands,1-105-395-7069,5.0,IA,6.0,,Aupnphhayvbejntnpqtenujvcgawjp,Aup8160,POCUJHLAKSIETAYJABBUX,Nffdelnhlxedkhifoggkejkdkgqpcgniqsvishfut,United States of America,U,360755.0,UKQRMOV
795.0,Q,O,14.0,5.0,SVZXWRYUECHCMTCVEJOQVALZAHAPKYXNLIIIWGXPAXMTWMWBYAEBPPQPI,Hilo,1732468.0,Darden Restaurants,1-403-838-7236,0.0,MS,5.0,,rihkjkmplfkg,rih8161,Ftfwjexzrazy,Hpmwermwsfepkeqwvznsmpxeucrkbjsnzzjoorlrirrfpm,United States of America,M,66932.0,jzwiajueluc
439.0,C,R,20.0,4.0,Zqueregsfwmpekrjavmbcuwebhsfghtjulhmtocgkegsfniaihwsfpxjwadgo,Casper,1119698.0,Avery Dennison,1-779-392-7227,0.0,HI,8.0,f,ugebd,uge8162,Ruqhrlo,Emlxayivqnntzn,United States of America,M,1046.0,JBXTMF
587.0,c,R,7.0,4.0,GEPUDKQQMXBRCAHZRVDAGTJFGUIVMAZCBWHVVWJPURQEROUTMUTPQVQWUUPOPQXPLBDA,Erie,1513665.0,FPL Group,1-387-899-6880,3.0,VA,7.0,F,Yefoxk,Yef8163,STMURNZB,Fbbiasggcsdtnvtzchwykjmvieecnibveoslqskhkkttllovvsftygdfkzoxpmtcujuide,United States of America,W,182243.0,SKHYXQPOHG
,,O,41.0,4.0,NQWVEXILESASTHAGWARSBPJNJTTUWPKUDUCOIOADUERUWDFPUVHGKVFMXWOKWVUQLMFRGUIE,Manchester,3750549.0,Simon Property Group,1-808-925-4977,2.0,Quebec,4.0,,Kfistvyxdauthhxyjdm,Kfi8164,YXJYBLYAEDTRLBUIA,EKKTUXLPXVORNRGIQEADWZQKC,United States of America,M,262091.0,YAWER
473.0,q,O,55.0,5.0,KPYNGJTNHEDQZHMKOFFCDAWQXFUKNMDQVHAIKFNQGFUODFGHX,Huntsville,431599.0,Wyeth,1-350-854-2202,,FL,,,Rrnsxuoiotroqwrrplocmazcbxpe,Rrn8165,Mavsoyptqxslzkppdhrmrhmcfah,FHSTTVOQ,,U,329551.0,AJNTMKRQDYM
579.0,,,35.0,3.0,Jagrvuwoaoltzixebjewqliojsprqddxharjyallggnuobcojjpcpqaaalwl,Las Cruces,10739.0,McKesson,1-362-977-2780,4.0,IN,4.0,,pjquv,pjq8166,ocnlbolmfrqjsahfgtjguwv,rinuczzqtfj,,U,401622.0,Ersgyyp
628.0,,R,14.0,2.0,Wakzklkmjdwpiqzhqobnrawefgzqhpfjyrsqaueatmemypfquefbtwlfxmsd,Santa Fe,2431923.0,,1-544-827-5607,4.0,WI,7.0,,XSHCTZPLJTUASLMRXEYDQQJHAM,XSH8167,Bouqhytfotjddpbk,GCUTBNQTVPAWONOQQXBRVCO,United States of America,M,,xsoyvg
795.0,Y,U,63.0,3.0,IKOUGGYTGBTOOPABLFR,Fort Lauderdale,3022855.0,Helmerich & Payne,1-954-159-3230,1.0,IA,0.0,,KHGXMPJE,KHG8168,kzrevrqypzcyqju,eggcyb,United States of America,D,19952.0,Wwffhas
776.0,,,39.0,0.0,Fczidofgxwijbgnbomltdrniftzfkxmncxpjuotpjhgvvuqbaxhizpswbdafvdcfstr,Mesa,3143732.0,Dick's Sporting Goods,1-381-023-9337,2.0,MA,5.0,,pmlbwjwdcdjznlwddzskslwoewzegh,pml8169,sgegdmtbimrkndtntkpj,AAXBQWXXAJZXQ,United States of America,M,,Sjybk
452.0,,O,44.0,3.0,RIXXGKUGXDYKKMTVKTDNOKWEYQMQIWEMQGAVYZHJAJZYPPFQMIVYXTVRB,Stamford,3379381.0,,1-520-652-6941,2.0,Prince Edward Island,5.0,,nfgqjem,nfg8170,Oaloinvbvqtqwlrvz,FVWZTKXELPZWNDFWJWRSQVWXMTCEFBUUVOXTAMPLEPDXVJGLBHNBVPXMPKCLFWCLKQZXSJWWMSETCNP,United States of America,M,129442.0,
453.0,,O,5.0,5.0,XRFWXRRGIWTALHMKMDMXBEIHECBCHJIKTKZNADVHNTBNNK,El Monte,3356639.0,Reynolds American,1-607-807-3132,2.0,WY,6.0,,Sssumzpgcfnatcjsrcszetjai,Sss8171,ICMIGBPNLR,Fvxytuuvxwsrnctlmekntdbyebosdhzcionmgqrcltyljehggrjbqbzojbjzg,United States of America,M,363140.0,INVPMIYHXYZ
437.0,,R,52.0,0.0,rgovamjusizuvnzsvazjvoyrkgwpaibennkyfkyvmjziihxswcilsohjgdnlzdq,Mobile,2864358.0,BJ Services,1-801-864-7089,1.0,IA,6.0,M,QURXHBLNOUAGZNZIKP,QUR8172,Ksdfwqkfvrfoolrdvrpzumdnxo,ioemfmzyzwxvwsctgiblkvkff,United States of America,D,469249.0,Lggkistgqss
537.0,c,U,93.0,2.0,Bnpwhjcoicq,Providence,2307534.0,Consolidated Edison,1-598-892-3616,5.0,PA,4.0,M,ewmwuvwdgjaxihtpdrwvcnwavyr,ewm8173,Vfdagwrscwjmrtahspagndkqjlysky,Mjhgxodhbhyvaun,United States of America,M,439011.0,titltmr
717.0,,,81.0,5.0,XJUJFHUPUISDCZPHZWPLMHNZUIKKSYADMEHAVTWUCDMCIJYFHPQQUEVJTZAGGARCWDB,Atlanta,2189380.0,Volt Information Sciences,1-707-823-6520,1.0,NC,8.0,f,qfxoosd,qfx8174,Jxjwd,Expkuduugsjluydmxqkiadltaitnjlvgcmgbpuifmwcvki,,W,312166.0,Temzy
846.0,,O,17.0,3.0,fdwbxywaklylillhomtbwwayzcpjqhgwusxbvpqcoxyctqshhpjdjrskwkyiaujlclstp,Mount Pearl,3399421.0,Toll Brothers,1-026-056-6947,2.0,MD,5.0,,Eevqmnheiqrkdijfhj,Eev8175,SYAONZHWIKDMWNBYU,pizntfgydmyozpxvvcvzhlkcawfmzmcaheebzifdufkp,United States of America,S,431603.0,Wnmmein
529.0,,R,34.0,4.0,jzduuvvh,Paterson,298212.0,Cameron International,1-397-746-0552,4.0,TN,9.0,,Ofjzodlwpzbwjibx,Ofj8176,UBFZBUN,Srwbqraoxkqebprzcaylrsxgxjmvmddeawevn,United States of America,S,278790.0,DERUSKTWSMO
330.0,,O,29.0,4.0,Eftqvbegbhsklweloymhewielnchfqapxhvcumeelmmmcknirtlzngw,Atlanta,113758.0,,1-677-492-9300,0.0,HI,10.0,m,oswlexgxghnzsvhzgud,osw8177,TDTYFKN,,Canada,M,318563.0,OYLURWO
795.0,h,O,82.0,2.0,FAZIOALVSLULIDQJTEQITWGRVBXQZYJEVPHNUJEJQDWASZJMANYGRTRGLHBOM,Ann Arbor,324094.0,Teleflex,1-085-487-9852,0.0,MT,8.0,f,uxtabsuoxwhzzwoimm,uxt8178,Wfafqeauxcnfjajtjkkpzvdqow,Ethqfhltfmatvlkfcuqdfkfbpuexxmiiznoxiobuopanhnhtulgtgbyabehxvepdbxa,Canada,S,62248.0,GYSFCFQBI
489.0,,,21.0,4.0,,El Monte,3881656.0,Andersons,1-635-756-8687,0.0,AZ,3.0,,Kdljh,Kdl8179,zhswllynhuxmokxrsculwkkhvfk,Valxesegesdbvrjcaucex,United States of America,S,,RCTLHT
353.0,,R,,5.0,mqlfevcjkkqvycgnfvmajfhufqviwykcaainmogrmvqwyfjkfzqsbmitbidvlqyhg,Baton Rouge,1527059.0,PPG Industries,1-445-178-3967,4.0,FL,5.0,,QYGMKXD,QYG8180,JIPXHYLOQMPUII,zqhapouqtsxikzmkana,United States of America,S,247025.0,Xlizseeiq
784.0,,O,50.0,1.0,rpbqdybpqcoeemcyuhnizeogwdlurxhftmfvmqzlwccwzlszhxfioyuxjclkn,Irving,3499626.0,Borders Group,1-377-341-7886,0.0,NJ,2.0,,PREWICKMPWCBMOSBPXNAWPQSSQA,PRE8181,Guywca,rhkpjbkpehroracrddddmpcyexiqgaiafejfkbsswxgmdhdanisblwgbytyppqgkzgsjxpdawpga,United States of America,U,338041.0,Vdxqxcnlmsq
449.0,,O,84.0,,Snynrhctdgppkydfmgkbdogqaosnbzqngyqhssxfimbqjemcab,West Covina,1582947.0,Nacco Industries,1-572-480-1354,1.0,ID,8.0,,MCGJECTRXQXXQFL,MCG8182,OPQPKBKVSXUXJUMIE,Etkfgkhklmarodmnfsynmbrcvioauwimf,United States of America,M,,dalhyezjmppf
326.0,,O,27.0,2.0,kxjrlbxjvpqacgunmafkpqqhjqmgukxtkvyicguhqnprigauohuelyoqv,Memphis,3415635.0,Mirant,1-224-571-6718,1.0,Alberta,7.0,,PBDKROITCIFSYHDLAHQKB,PBD8183,Nusydtvdysbqshlycwey,IHPGVC,United States of America,W,9428.0,Dnjygrt
729.0,,R,44.0,1.0,Qntcqcjfwpszbeusqvdaekndnoinhslswudtttdvx,Wilmington,1994536.0,Oshkosh,1-321-322-0488,1.0,CA,0.0,,hzqggxssojudsiuopknp,hzq8184,fqoehbxlrcnxkks,vgqwjkkrgszgfweurnfvmnaeeatrnepe,Canada,D,225464.0,Kiosohps
507.0,s,O,86.0,0.0,KOWESLTVMNZH,San Buenaventura,426125.0,Southern,,1.0,ID,0.0,,Yrkgfbmnvsbswc,Yrk8185,dtrnhvzzkdsnfuk,Oqomezstsqrilxdhvkzjzbyxatvreaqtddqhrlmtcstgakluzitiaggqvpkobkgyiok,United States of America,U,416767.0,isehxfxrz
593.0,,O,64.0,5.0,Suebhdefpeuimopiwiiyuzfonmymckqxoieafxhmhugimkglkimotmxufbcpjotnkhkc,Mesquite,1703585.0,Virgin Media,1-413-216-8569,,Newfoundland,3.0,,Yslhbqzspeppgmwv,Ysl8186,Nlglw,MOLPCXVIBDANO,United States of America,,456718.0,Wkmjoeud
695.0,B,,10.0,0.0,GEFJUDXMSOMCWGTNBBNMVAZB,Macon,3333185.0,FMC,1-519-686-5786,1.0,WI,5.0,m,khgmmqjpqqllfcjkvgtq,khg8187,Smsvzbfoild,Japnlrbqwojpgxhadqogvqcvorztmcef,United States of America,D,113342.0,ABRUFJF
530.0,,R,33.0,3.0,iaqmyuftoifubmkrhaurtqcxragmefhbjtxysvqhraijlvyinyiwveshuxwvfposyuaxdimlytbre,Amarillo,893537.0,Deere,1-008-106-6982,5.0,CA,9.0,,Sdtteis,Sdt8188,Djajkkacf,Bsukfvleqijroppnzqdyxpiloxijgwgsxmrzupgzefbnqcrfpsokzjpsdkykonhnpxtewnbmq,United States of America,M,157687.0,IVMGHPDBJC
573.0,I,O,8.0,0.0,Wcolchgsufebzxavprozjtvslcynfxcqsmsbwkniwyqlwddcpaozdiopheekafhcr,Lubbock,690568.0,Corning,1-498-041-3053,1.0,WI,4.0,,Dwcjpkzihqjrg,Dwc8189,rayreivoiaddqucchviigzsukedf,Snalqltgazuyjzwizmrjndawicmvixvmhcowyxiqgfch,United States of America,S,241471.0,MXLIVRZQIIDT
672.0,,U,2.0,4.0,qsjmrkqdxqyndrqstzptrlantyblxolrysqpdzohtilgp,London,3623733.0,Wyndham Worldwide,1-191-776-3418,4.0,OR,2.0,,frbentracjqvkmujpddbxhbudpg,frb8190,Fqpfksezsmwpqkgond,Alhvnfxcbnniuaorityapwqfghvjvnkvkubktxakswggnnyenvcghnjxdxuq,United States of America,M,438046.0,TSJHH
693.0,C,O,10.0,4.0,ocozhnsslaxjqfbfpbdsdmcpclbcajhrglunekybxhrpxgxjteslviypenursipmv,Syracuse,2204304.0,PPL,1-080-277-1648,4.0,MS,2.0,,ulputtixvghazhrs,ulp8191,DZQMFNV,Znwtrblpfpgvpouzqgcqyhbupcembsdubwsbahhzpqigjwciwrsbxyvb,United States of America,U,456022.0,uuzjrvntbmfu
709.0,,O,58.0,1.0,Uqurakqzrzjtabtaowzjcpmwuhvnmdbyycnzxfwirqznfgwtgmemykhltxjkcpn,Huntington Beach,,Celgene,1-345-056-6859,,NV,9.0,,zhitbrtpkmpbeaaotdj,zhi8192,DSZUNWOOA,YPOWPFVXVFLAQTQPEQCZVLWFXWUKCAHJQWSERDGKBQLNPFUBMQMPEZLULBMVNKQOSQKAPBJOPHWKJT,United States of America,S,167597.0,Frmhssjqavj
664.0,V,O,96.0,0.0,Coxddfdjvgruhfjkclzrfnykfg,Missoula,1093488.0,Invacare,1-497-690-1567,5.0,VT,6.0,F,Yohuqqeggkkpotquwtjnk,Yoh8193,Rlpkcjqxdfshiajouskkixcspwsvxw,YLZZPTRCMMJJXF,Canada,M,475123.0,GJQQXTJG
827.0,,O,36.0,3.0,Dxqhthlaehduduybazdieysgvrrpeabwbodsrlycyagjeafzxevmrwwnijrzhxxavooziqqaounb,Spokane,1945110.0,Church & Dwight,1-133-399-3669,5.0,AZ,5.0,f,etfndjzspnvaqwcs,etf8194,Omrlaxwq,CCNGGZRSDWNGOJSRBKJSSWIAPDSGIORAYWIQEKWZQRKTPILGRAAWQHCFKGWVVBYM,Canada,U,203941.0,Ggwbtytvanc
401.0,,O,51.0,2.0,lqtmyoznsjtjxqirvcom,Simi Valley,2938159.0,American Electric Power,1-619-130-7359,5.0,IN,0.0,F,XRAFQRYWCHRBIB,XRA8195,WFRIFEAKKPBLNLRZOQBXGAM,Kbufhmdp,United States of America,M,190429.0,VIGDDUIHCPMU
745.0,v,U,8.0,2.0,FANRGJVERAPPBJHBLJDEJ,Richmond,3012500.0,Polo Ralph Lauren,1-469-461-4709,3.0,MD,,,nicxgtouoygvkphhorpdifea,nic8196,hhtsehfmyerogw,Hnlpziqikrugpknfzvocfririgcahohzbhxhexsqmuzktdtx,United States of America,D,441173.0,Prlxgvdmdc
685.0,,O,29.0,1.0,Dsnrqxyw,Santa Ana,2406948.0,Cooper Tire & Rubber,1-876-229-0783,5.0,MO,3.0,,Ikzwgtsahegmum,Ikz8197,RDCDGOUBCD,Nsxcunautvnldsgfbrtwqrkhssbxnumpfzuiknukrahwxanjtsfn,United States of America,M,343745.0,njhneyfpgv
570.0,a,O,88.0,1.0,avysoqmdkfdofpnklilxzqshakpggmqigrcrqhijkdetwwetnrbilfyhlsvdwawkkywpyadaczqqojnm,Nashville,1038641.0,Sears Holdings,1-584-518-3901,1.0,LA,9.0,,Qtlbpourjomgjummcvcvdpzxqvkd,Qtl8198,Yxyciullcwwhayxtffobcn,,United States of America,W,275020.0,Uevwgan
624.0,S,U,20.0,2.0,LSGHZOZIDIUYETBXUNMPAXQMDOHCUKVVSDUHBPWFRYOCMGGQGX,Oklahoma City,2815598.0,Scholastic,1-237-569-3360,2.0,SC,3.0,F,hivlrpkgnpdwmpagrgjhglt,hiv8199,hhwnwebeslwixyfnbouxeuow,BHXAYKODYDPZEAJXFOYIIDORYUNPVVUQREHMIXGBYTJMCBPPBAKKSGXCSAGJQ,United States of America,U,489955.0,Brkraizktc
533.0,,R,27.0,2.0,rxiwcmawvmtpnvctqcxlcgcpvm,Oxnard,3600396.0,MetLife,1-614-453-6661,3.0,AL,8.0,,imiphygkuweehyoix,imi8200,KPBOUAO,Bmvdjsuslkrwjevbaqsvctqucigpanrjuazmqxdilvfzybzqecqkkmqjycr,United States of America,D,146666.0,Kcvlqlscqifg
802.0,t,U,56.0,2.0,Xbrrmnkiiqxzxexxqgeka,El Monte,2441258.0,Teledyne Technologies,1-121-346-6384,3.0,British Columbia,2.0,m,Lmftqgcwhht,Lmf8201,clcslkujjlmjhvqrdfsjsb,Xqcnypuosloykfxjlneotgrlspkhw,Canada,W,384125.0,Bpsbdnduogp
509.0,,O,39.0,1.0,Jpyjrtcbpjcbofaz,Glendale,2117405.0,Auto-Owners Insurance,1-154-819-1355,0.0,WY,4.0,M,WWCCV,WWC8202,Qipyasl,PTPNMORFZIEP,United States of America,W,338664.0,Ievkjfwfisop
828.0,r,O,55.0,,Nscrq,Lafayette,773721.0,Dillard's,1-090-640-7428,1.0,Prince Edward Island,9.0,,Nadsywhryevzxofldwanwszpvkooy,Nad8203,rntlqjspsjcckmemmnslmh,Divfttevdyapvsnpxhleh,United States of America,D,254827.0,Tqczrwtvsu
768.0,L,O,86.0,1.0,Oqwbrxinohuboqewgrqryfiupblfj,Salinas,1023774.0,Energizer Holdings,1-335-781-8696,5.0,ND,10.0,,Tqzpc,Tqz8204,Oydiawnouspsflnnwulj,,United States of America,,447298.0,RGQPN
583.0,U,O,67.0,4.0,eutwwmcynehummiqs,Anaheim,3692883.0,AGL Resources,,4.0,NY,7.0,m,Pcxzcfjkolhwkqogtllwbaaauar,Pcx8205,Ahlgftiwnnkmjayugygdvlqklgcb,MQUFKIQUGLNNWLDJLAHJNSXAOXAEYDKINEWPDDYCQRPBTWHUIZJHQSLZEIJTUPAIJJFJKHMW,United States of America,M,464063.0,CEEBXOC
621.0,,O,36.0,,Ynflzmgrjitreylqmscwdvhq,Chesapeake,2853195.0,,1-943-942-3078,1.0,HI,4.0,,Dthggg,Dth8206,Qjdqu,Lorfuokapjyovztxytgtdgtreitmcbwiznunfdcvhifyqlwocekdpoksrluqmccxf,United States of America,,405372.0,QEDCUPBG
