indirizzo,città_id,email,data_creazione,nome,indirizzo2,telefono,cognome,negozio_id,cliente_id,indirizzo_id,codice_postale,attivo,distretto
431 Székesfehérvár Avenue,48,ANDREW.PURDY@sakilacustomer.org,2006-02-14 22:04:37,ANDREW,,119501405123,PURDY,2,333,338,57828,1,Baki
503 Sogamoso Loop,505,RAYMOND.MCWHORTER@sakilacustomer.org,2006-02-14 22:04:37,RAYMOND,,834626715837,MCWHORTER,2,334,339,49812,1,Sumqayit
507 Smolensk Loop,492,GREGORY.MAULDIN@sakilacustomer.org,2006-02-14 22:04:37,GREGORY,,80303246192,MAULDIN,1,335,340,22971,1,Sousse
1920 Weifang Avenue,427,JOSHUA.MARK@sakilacustomer.org,2006-02-14 22:04:37,JOSHUA,,869507847714,MARK,1,336,341,15643,1,Uttar Pradesh
124 al-Manama Way,382,JERRY.JORDON@sakilacustomer.org,2006-02-14 22:04:37,JERRY,,647899404952,JORDON,1,337,342,52368,1,Hiroshima
1443 Mardan Street,392,DENNIS.GILMAN@sakilacustomer.org,2006-02-14 22:04:37,DENNIS,,231383037471,GILMAN,1,338,343,31483,1,Western Cape
1909 Benguela Lane,581,WALTER.PERRYMAN@sakilacustomer.org,2006-02-14 22:04:37,WALTER,,624138001031,PERRYMAN,2,339,344,19913,1,Henan
68 Ponce Parkway,201,PATRICK.NEWSOM@sakilacustomer.org,2006-02-14 22:04:37,PATRICK,,870635127812,NEWSOM,1,340,345,85926,1,Hanoi
1217 Konotop Avenue,151,PETER.MENARD@sakilacustomer.org,2006-02-14 22:04:37,PETER,,718917251754,MENARD,1,341,346,504,1,Gelderland
1293 Nam Dinh Way,84,HAROLD.MARTINO@sakilacustomer.org,2006-02-14 22:04:37,HAROLD,,697656479977,MARTINO,1,342,347,71583,1,Roraima
785 Vaduz Street,335,DOUGLAS.GRAF@sakilacustomer.org,2006-02-14 22:04:37,DOUGLAS,,895616862749,GRAF,1,343,348,36170,1,Baja California
1516 Escobar Drive,370,HENRY.BILLINGSLEY@sakilacustomer.org,2006-02-14 22:04:37,HENRY,,64536069371,BILLINGSLEY,1,344,349,46069,1,Tongatapu
1628 Nagareyama Lane,453,CARL.ARTIS@sakilacustomer.org,2006-02-14 22:04:37,CARL,,20064292617,ARTIS,1,345,350,60079,1,Central
1157 Nyeri Loop,320,ARTHUR.SIMPKINS@sakilacustomer.org,2006-02-14 22:04:37,ARTHUR,,262744791493,SIMPKINS,1,346,351,56380,1,Adygea
1673 Tangail Drive,137,RYAN.SALISBURY@sakilacustomer.org,2006-02-14 22:04:37,RYAN,,627924259271,SALISBURY,2,347,352,26857,1,Daugavpils
381 Kabul Way,209,ROGER.QUINTANILLA@sakilacustomer.org,2006-02-14 22:04:37,ROGER,,55477302294,QUINTANILLA,2,348,353,87272,1,Taipei
953 Hodeida Street,221,JOE.GILLILAND@sakilacustomer.org,2006-02-14 22:04:37,JOE,,53912826864,GILLILAND,2,349,354,18841,1,Southern Tagalog
469 Nakhon Sawan Street,531,JUAN.FRALEY@sakilacustomer.org,2006-02-14 22:04:37,JUAN,,689199636560,FRALEY,1,350,355,58866,1,Tuvassia
1378 Beira Loop,597,JACK.FOUST@sakilacustomer.org,2006-02-14 22:04:37,JACK,,840957664136,FOUST,1,351,356,40792,1,Krasnojarsk
1641 Changhwa Place,52,ALBERT.CROUSE@sakilacustomer.org,2006-02-14 22:04:37,ALBERT,,256546485220,CROUSE,1,352,357,37636,1,Nord-Ouest
1698 Southport Loop,393,JONATHAN.SCARBOROUGH@sakilacustomer.org,2006-02-14 22:04:37,JONATHAN,,754358349853,SCARBOROUGH,1,353,358,49009,1,Hidalgo
519 Nyeri Manor,461,JUSTIN.NGO@sakilacustomer.org,2006-02-14 22:04:37,JUSTIN,,764680915323,NGO,2,354,359,37650,1,São Paulo
619 Huánuco Avenue,331,TERRY.GRISSOM@sakilacustomer.org,2006-02-14 22:04:37,TERRY,,142596392389,GRISSOM,2,355,360,81508,1,Shimane
45 Aparecida de Goiânia Place,464,GERALD.FULTZ@sakilacustomer.org,2006-02-14 22:04:37,GERALD,,650496654258,FULTZ,2,356,361,7431,1,Madhya Pradesh
482 Kowloon and New Kowloon Manor,90,KEITH.RICO@sakilacustomer.org,2006-02-14 22:04:37,KEITH,,738968474939,RICO,1,357,362,97056,1,Bratislava
604 Bern Place,429,SAMUEL.MARLOW@sakilacustomer.org,2006-02-14 22:04:37,SAMUEL,,620719383725,MARLOW,2,358,363,5373,1,Jharkhand
1623 Kingstown Drive,20,WILLIE.MARKHAM@sakilacustomer.org,2006-02-14 22:04:37,WILLIE,,296394569728,MARKHAM,2,359,364,91299,1,Buenos Aires
1009 Zanzibar Lane,32,RALPH.MADRIGAL@sakilacustomer.org,2006-02-14 22:04:37,RALPH,,102396298916,MADRIGAL,2,360,365,64875,1,Arecibo
114 Jalib al-Shuyukh Manor,585,LAWRENCE.LAWTON@sakilacustomer.org,2006-02-14 22:04:37,LAWRENCE,,845378657301,LAWTON,2,361,366,60440,1,Centre
1163 London Parkway,66,NICHOLAS.BARFIELD@sakilacustomer.org,2006-02-14 22:04:37,NICHOLAS,,675120358494,BARFIELD,1,362,367,6066,1,Par
1658 Jastrzebie-Zdrój Loop,372,ROY.WHITING@sakilacustomer.org,2006-02-14 22:04:37,ROY,,568367775448,WHITING,2,363,368,96584,1,Central
817 Laredo Avenue,188,BENJAMIN.VARNEY@sakilacustomer.org,2006-02-14 22:04:37,BENJAMIN,,151249681135,VARNEY,1,364,369,77449,1,Jalisco
1565 Tangail Manor,377,BRUCE.SCHWARZ@sakilacustomer.org,2006-02-14 22:04:37,BRUCE,,634445428822,SCHWARZ,2,365,370,45750,1,Okinawa
1912 Emeishan Drive,50,BRANDON.HUEY@sakilacustomer.org,2006-02-14 22:04:37,BRANDON,,99883471275,HUEY,1,366,371,33050,1,Balikesir
230 Urawa Drive,8,ADAM.GOOCH@sakilacustomer.org,2006-02-14 22:04:37,ADAM,,166898395731,GOOCH,1,367,372,2738,1,Andhra Pradesh
1922 Miraj Way,356,HARRY.ARCE@sakilacustomer.org,2006-02-14 22:04:37,HARRY,,320471479776,ARCE,1,368,373,13203,0,Esfahan
433 Florencia Street,250,FRED.WHEAT@sakilacustomer.org,2006-02-14 22:04:37,FRED,,561729882725,WHEAT,2,369,374,91330,1,Chihuahua
1049 Matamoros Parkway,191,WAYNE.TRUONG@sakilacustomer.org,2006-02-14 22:04:37,WAYNE,,960505250340,TRUONG,2,370,375,69640,1,Karnataka
1061 Ede Avenue,98,BILLY.POULIN@sakilacustomer.org,2006-02-14 22:04:37,BILLY,,333390595558,POULIN,1,371,376,57810,1,Southern Tagalog
154 Oshawa Manor,415,STEVE.MACKENZIE@sakilacustomer.org,2006-02-14 22:04:37,STEVE,,440365973660,MACKENZIE,2,372,377,72771,1,East Java
1191 Tandil Drive,523,LOUIS.LEONE@sakilacustomer.org,2006-02-14 22:04:37,LOUIS,,45554316010,LEONE,1,373,378,6362,1,Southern Tagalog
1133 Rizhao Avenue,572,JEREMY.HURTADO@sakilacustomer.org,2006-02-14 22:04:37,JEREMY,,600264533987,HURTADO,2,374,379,2800,1,Pernambuco
1519 Santiago de los Caballeros Loop,348,AARON.SELBY@sakilacustomer.org,2006-02-14 22:04:37,AARON,,409315295763,SELBY,2,375,380,22025,1,East Kasai
1618 Olomouc Manor,285,RANDY.GAITHER@sakilacustomer.org,2006-02-14 22:04:37,RANDY,,96846695220,GAITHER,1,376,381,26385,1,Kurgan
220 Hidalgo Drive,265,HOWARD.FORTNER@sakilacustomer.org,2006-02-14 22:04:37,HOWARD,,342720754566,FORTNER,1,377,382,45298,1,Kermanshah
686 Donostia-San Sebastián Lane,471,EUGENE.CULPEPPER@sakilacustomer.org,2006-02-14 22:04:37,EUGENE,,71857599858,CULPEPPER,1,378,383,97390,1,Guangdong
97 Mogiljov Lane,73,CARLOS.COUGHLIN@sakilacustomer.org,2006-02-14 22:04:37,CARLOS,,924815207181,COUGHLIN,1,379,384,89294,1,Gujarat
1642 Charlotte Amalie Drive,549,RUSSELL.BRINSON@sakilacustomer.org,2006-02-14 22:04:37,RUSSELL,,821476736117,BRINSON,1,380,385,75442,1,Slaskie
1368 Maracaíbo Boulevard,493,BOBBY.BOUDREAU@sakilacustomer.org,2006-02-14 22:04:37,BOBBY,,934352415130,BOUDREAU,2,381,386,32716,1,
401 Sucre Boulevard,322,VICTOR.BARKLEY@sakilacustomer.org,2006-02-14 22:04:37,VICTOR,,486395999608,BARKLEY,2,382,387,25007,1,New Hampshire
368 Huánuco Boulevard,360,MARTIN.BALES@sakilacustomer.org,2006-02-14 22:04:37,MARTIN,,106439158941,BALES,1,383,388,17165,1,Namibe
500 Lincoln Parkway,210,ERNEST.STEPP@sakilacustomer.org,2006-02-14 22:04:37,ERNEST,,550306965159,STEPP,2,384,389,95509,1,Ji´angsu
102 Chapra Drive,521,PHILLIP.HOLM@sakilacustomer.org,2006-02-14 22:04:37,PHILLIP,,776031833752,HOLM,1,385,390,14073,1,Ibaragi
1793 Meixian Place,258,TODD.TAN@sakilacustomer.org,2006-02-14 22:04:37,TODD,,619966287415,TAN,1,386,391,33535,1,Hmelnytskyi
514 Ife Way,315,JESSE.SCHILLING@sakilacustomer.org,2006-02-14 22:04:37,JESSE,,900235712074,SCHILLING,2,387,392,69973,1,Shaba
717 Changzhou Lane,104,CRAIG.MORRELL@sakilacustomer.org,2006-02-14 22:04:37,CRAIG,,426255288071,MORRELL,2,388,393,21615,1,Southern Tagalog
753 Ilorin Avenue,157,ALAN.KAHN@sakilacustomer.org,2006-02-14 22:04:37,ALAN,,464511145118,KAHN,1,389,394,3656,1,Sichuan
1337 Mit Ghamr Avenue,358,SHAWN.HEATON@sakilacustomer.org,2006-02-14 22:04:37,SHAWN,,175283210378,HEATON,1,390,395,29810,1,Nakhon Sawan
767 Pyongyang Drive,229,CLARENCE.GAMEZ@sakilacustomer.org,2006-02-14 22:04:37,CLARENCE,,667736124769,GAMEZ,1,391,396,83536,1,Osaka
614 Pak Kret Street,6,SEAN.DOUGLASS@sakilacustomer.org,2006-02-14 22:04:37,SEAN,,47808359842,DOUGLASS,2,392,397,27796,1,Addis Abeba
954 Lapu-Lapu Way,278,PHILIP.CAUSEY@sakilacustomer.org,2006-02-14 22:04:37,PHILIP,,737229003916,CAUSEY,1,393,398,8816,1,Moskova
331 Bydgoszcz Parkway,181,CHRIS.BROTHERS@sakilacustomer.org,2006-02-14 22:04:37,CHRIS,,537374465982,BROTHERS,2,394,399,966,1,Asturia
1152 Citrus Heights Manor,15,JOHNNY.TURPIN@sakilacustomer.org,2006-02-14 22:04:37,JOHNNY,,765957414528,TURPIN,2,395,400,5239,1,al-Qadarif
168 Cianjur Manor,228,EARL.SHANKS@sakilacustomer.org,2006-02-14 22:04:37,EARL,,679095087143,SHANKS,1,396,401,73824,1,Saitama
616 Hagonoy Avenue,39,JIMMY.SCHRADER@sakilacustomer.org,2006-02-14 22:04:37,JIMMY,,604177838256,SCHRADER,1,397,402,46043,1,Krasnojarsk
1190 0 Place,44,ANTONIO.MEEK@sakilacustomer.org,2006-02-14 22:04:37,ANTONIO,,841876514789,MEEK,1,398,403,10417,1,Rio Grande do Sul
734 Béchar Place,375,DANNY.ISOM@sakilacustomer.org,2006-02-14 22:04:37,DANNY,,280578750435,ISOM,1,399,404,30586,1,Punjab
530 Lausanne Lane,135,BRYAN.HARDISON@sakilacustomer.org,2006-02-14 22:04:37,BRYAN,,775235029633,HARDISON,2,400,405,11067,1,Texas
454 Patiala Lane,276,TONY.CARRANZA@sakilacustomer.org,2006-02-14 22:04:37,TONY,,794553031307,CARRANZA,2,401,406,13496,1,Fukushima
1346 Mysore Drive,92,LUIS.YANEZ@sakilacustomer.org,2006-02-14 22:04:37,LUIS,,516647474029,YANEZ,1,402,407,61507,1,Bretagne
990 Etawah Loop,564,MIKE.WAY@sakilacustomer.org,2006-02-14 22:04:37,MIKE,,206169448769,WAY,1,403,408,79940,1,Tamil Nadu
1266 Laredo Parkway,380,STANLEY.SCROGGINS@sakilacustomer.org,2006-02-14 22:04:37,STANLEY,,1483365694,SCROGGINS,2,404,409,7664,1,Saitama
88 Nagaon Manor,524,LEONARD.SCHOFIELD@sakilacustomer.org,2006-02-14 22:04:37,LEONARD,,779461480495,SCHOFIELD,1,405,410,86868,1,Buenos Aires
264 Bhimavaram Manor,111,NATHAN.RUNYON@sakilacustomer.org,2006-02-14 22:04:37,NATHAN,,302526949177,RUNYON,1,406,411,54749,0,St Thomas
1639 Saarbrücken Drive,437,DALE.RATCLIFF@sakilacustomer.org,2006-02-14 22:04:37,DALE,,328494873422,RATCLIFF,1,407,412,9827,1,North West
692 Amroha Drive,230,MANUEL.MURRELL@sakilacustomer.org,2006-02-14 22:04:37,MANUEL,,359478883004,MURRELL,1,408,413,35575,1,Northern
1936 Lapu-Lapu Parkway,141,RODNEY.MOELLER@sakilacustomer.org,2006-02-14 22:04:37,RODNEY,,653436985797,MOELLER,2,409,414,7122,1,Bauchi & Gombe
432 Garden Grove Street,430,CURTIS.IRBY@sakilacustomer.org,2006-02-14 22:04:37,CURTIS,,615964523510,IRBY,2,410,415,65630,1,Ontario
1445 Carmen Parkway,117,NORMAN.CURRIER@sakilacustomer.org,2006-02-14 22:04:37,NORMAN,,598912394463,CURRIER,1,411,416,70809,1,West Java
791 Salinas Street,208,ALLEN.BUTTERFIELD@sakilacustomer.org,2006-02-14 22:04:37,ALLEN,,129953030512,BUTTERFIELD,2,412,417,40509,1,Punjab
126 Acuña Parkway,71,MARVIN.YEE@sakilacustomer.org,2006-02-14 22:04:37,MARVIN,,480039662421,YEE,2,413,418,58888,1,West Bengali
397 Sunnyvale Avenue,19,VINCENT.RALSTON@sakilacustomer.org,2006-02-14 22:04:37,VINCENT,,680851640676,RALSTON,1,414,419,55566,1,Guanajuato
992 Klerksdorp Loop,23,GLENN.PULLEN@sakilacustomer.org,2006-02-14 22:04:37,GLENN,,855290087237,PULLEN,1,415,420,33711,1,Utrecht
966 Arecibo Loop,134,JEFFERY.PINSON@sakilacustomer.org,2006-02-14 22:04:37,JEFFERY,,15273765306,PINSON,2,416,421,94018,1,Sind
289 Santo André Manor,16,TRAVIS.ESTEP@sakilacustomer.org,2006-02-14 22:04:37,TRAVIS,,214976066017,ESTEP,1,417,422,72410,1,al-Sharqiya
437 Chungho Drive,450,JEFF.EAST@sakilacustomer.org,2006-02-14 22:04:37,JEFF,,491271355190,EAST,2,418,423,59489,1,Puerto Plata
1948 Bayugan Parkway,264,CHAD.CARBONE@sakilacustomer.org,2006-02-14 22:04:37,CHAD,,987306329957,CARBONE,1,419,424,60622,1,Bihar
1866 al-Qatif Avenue,155,JACOB.LANCE@sakilacustomer.org,2006-02-14 22:04:37,JACOB,,546793516940,LANCE,1,420,425,89420,1,California
1661 Abha Drive,416,LEE.HAWKS@sakilacustomer.org,2006-02-14 22:04:37,LEE,,270456873752,HAWKS,1,421,426,14400,1,Tamil Nadu
1557 Cape Coral Parkway,293,MELVIN.ELLINGTON@sakilacustomer.org,2006-02-14 22:04:37,MELVIN,,368284120423,ELLINGTON,1,422,427,46875,1,Hubei
1727 Matamoros Place,465,ALFRED.CASILLAS@sakilacustomer.org,2006-02-14 22:04:37,ALFRED,,129673677866,CASILLAS,2,423,428,78813,1,Sawhaj
1269 Botosani Manor,468,KYLE.SPURLOCK@sakilacustomer.org,2006-02-14 22:04:37,KYLE,,736517327853,SPURLOCK,2,424,429,47394,1,Guangdong
355 Vitória de Santo Antão Way,452,FRANCIS.SIKES@sakilacustomer.org,2006-02-14 22:04:37,FRANCIS,,548003849552,SIKES,2,425,430,81758,1,Oaxaca
1596 Acuña Parkway,418,BRADLEY.MOTLEY@sakilacustomer.org,2006-02-14 22:04:37,BRADLEY,,157133457169,MOTLEY,1,426,431,70425,1,Jharkhand
259 Ipoh Drive,189,JESUS.MCCARTNEY@sakilacustomer.org,2006-02-14 22:04:37,JESUS,,419009857119,MCCARTNEY,2,427,432,64964,1,São Paulo
1823 Hoshiarpur Lane,510,HERBERT.KRUGER@sakilacustomer.org,2006-02-14 22:04:37,HERBERT,,307133768620,KRUGER,2,428,433,33191,1,Komi
1404 Taguig Drive,547,FREDERICK.ISBELL@sakilacustomer.org,2006-02-14 22:04:37,FREDERICK,,572068624538,ISBELL,2,429,434,87212,1,Okayama
740 Udaipur Lane,150,RAY.HOULE@sakilacustomer.org,2006-02-14 22:04:37,RAY,,497288595103,HOULE,1,430,435,33505,1,Nizni Novgorod
287 Cuautla Boulevard,501,JOEL.FRANCISCO@sakilacustomer.org,2006-02-14 22:04:37,JOEL,,82619513349,FRANCISCO,2,431,436,72736,1,Chuquisaca
1766 Almirante Brown Street,364,EDWIN.BURK@sakilacustomer.org,2006-02-14 22:04:37,EDWIN,,617567598243,BURK,1,432,437,63104,1,KwaZulu-Natal
596 Huixquilucan Place,351,DON.BONE@sakilacustomer.org,2006-02-14 22:04:37,DON,,342709348083,BONE,1,433,438,65892,1,Nampula
1351 Aparecida de Goiânia Parkway,391,EDDIE.TOMLIN@sakilacustomer.org,2006-02-14 22:04:37,EDDIE,,959834530529,TOMLIN,1,434,439,41775,1,Northern Mindanao
722 Bradford Lane,249,RICKY.SHELBY@sakilacustomer.org,2006-02-14 22:04:37,RICKY,,746251338300,SHELBY,2,435,440,90920,1,Shandong
983 Santa Fé Way,565,TROY.QUIGLEY@sakilacustomer.org,2006-02-14 22:04:37,TROY,,145720452260,QUIGLEY,1,436,441,47472,1,British Colombia
1245 Ibirité Way,290,RANDALL.NEUMANN@sakilacustomer.org,2006-02-14 22:04:37,RANDALL,,331888642162,NEUMANN,2,437,442,40926,1,La Romana
1836 Korla Parkway,272,BARRY.LOVELACE@sakilacustomer.org,2006-02-14 22:04:37,BARRY,,689681677428,LOVELACE,1,438,443,55405,1,Copperbelt
231 Kaliningrad Place,70,ALEXANDER.FENNELL@sakilacustomer.org,2006-02-14 22:04:37,ALEXANDER,,575081026569,FENNELL,2,439,444,57833,1,Lombardia
495 Bhimavaram Lane,144,BERNARD.COLBY@sakilacustomer.org,2006-02-14 22:04:37,BERNARD,,82088937724,COLBY,1,440,445,3,1,Maharashtra
1924 Shimonoseki Drive,59,MARIO.CHEATHAM@sakilacustomer.org,2006-02-14 22:04:37,MARIO,,406784385440,CHEATHAM,1,441,446,52625,1,Batna
105 Dzerzinsk Manor,540,LEROY.BUSTAMANTE@sakilacustomer.org,2006-02-14 22:04:37,LEROY,,240776414296,BUSTAMANTE,1,442,447,48570,1,Inner Mongolia
614 Denizli Parkway,486,FRANCISCO.SKIDMORE@sakilacustomer.org,2006-02-14 22:04:37,FRANCISCO,,876491807547,SKIDMORE,2,443,448,29444,1,Rio Grande do Sul
1289 Belém Boulevard,530,MARCUS.HIDALGO@sakilacustomer.org,2006-02-14 22:04:37,MARCUS,,237368926031,HIDALGO,2,444,449,88306,1,Tartumaa
203 Tambaram Street,161,MICHEAL.FORMAN@sakilacustomer.org,2006-02-14 22:04:37,MICHEAL,,411549550611,FORMAN,1,445,450,73942,1,Buenos Aires
1704 Tambaram Manor,554,THEODORE.CULP@sakilacustomer.org,2006-02-14 22:04:37,THEODORE,,39463554936,CULP,2,446,451,2834,0,West Bengali
207 Cuernavaca Loop,352,CLIFFORD.BOWENS@sakilacustomer.org,2006-02-14 22:04:37,CLIFFORD,,782900030287,BOWENS,1,447,452,52671,1,Tatarstan
319 Springs Loop,160,MIGUEL.BETANCOURT@sakilacustomer.org,2006-02-14 22:04:37,MIGUEL,,72524459905,BETANCOURT,1,448,453,99552,1,Baijeri
956 Nam Dinh Manor,481,OSCAR.AQUINO@sakilacustomer.org,2006-02-14 22:04:37,OSCAR,,474047727727,AQUINO,2,449,454,21872,1,Kerman
1947 Paarl Way,509,JAY.ROBB@sakilacustomer.org,2006-02-14 22:04:37,JAY,,834061016202,ROBB,1,450,455,23636,1,Central Java
814 Simferopol Loop,154,JIM.REA@sakilacustomer.org,2006-02-14 22:04:37,JIM,,524567129902,REA,1,451,456,48745,1,Sinaloa
535 Ahmadnagar Manor,3,TOM.MILNER@sakilacustomer.org,2006-02-14 22:04:37,TOM,,985109775584,MILNER,1,452,457,41136,1,Abu Dhabi
138 Caracas Boulevard,326,CALVIN.MARTEL@sakilacustomer.org,2006-02-14 22:04:37,CALVIN,,974433019532,MARTEL,1,453,458,16790,1,Zulia
251 Florencia Drive,556,ALEX.GRESHAM@sakilacustomer.org,2006-02-14 22:04:37,ALEX,,118011831565,GRESHAM,2,454,459,16119,1,Michoacn de Ocampo
659 Gatineau Boulevard,153,JON.WILES@sakilacustomer.org,2006-02-14 22:04:37,JON,,205524798287,WILES,2,455,460,28587,1,La Paz
1889 Valparai Way,600,RONNIE.RICKETTS@sakilacustomer.org,2006-02-14 22:04:37,RONNIE,,670370974122,RICKETTS,2,456,461,75559,1,Ziguinchor
1485 Bratislava Place,435,BILL.GAVIN@sakilacustomer.org,2006-02-14 22:04:37,BILL,,924663855568,GAVIN,2,457,462,83183,1,Illinois
935 Aden Boulevard,532,LLOYD.DOWD@sakilacustomer.org,2006-02-14 22:04:37,LLOYD,,335052544020,DOWD,1,458,463,64709,1,Central Java
76 Kermanshah Manor,423,TOMMY.COLLAZO@sakilacustomer.org,2006-02-14 22:04:37,TOMMY,,762361821578,COLLAZO,1,459,464,23343,1,Esfahan
734 Tanshui Avenue,170,LEON.BOSTIC@sakilacustomer.org,2006-02-14 22:04:37,LEON,,366776723320,BOSTIC,1,460,465,70664,1,Caquet
118 Jaffna Loop,182,DEREK.BLAKELY@sakilacustomer.org,2006-02-14 22:04:37,DEREK,,325526730021,BLAKELY,1,461,466,10447,1,Northern Mindanao
1621 Tongliao Avenue,558,WARREN.SHERROD@sakilacustomer.org,2006-02-14 22:04:37,WARREN,,209342540247,SHERROD,2,462,467,22173,1,Irkutsk
1844 Usak Avenue,196,DARRELL.POWER@sakilacustomer.org,2006-02-14 22:04:37,DARRELL,,164414772677,POWER,2,463,468,84461,1,Nova Scotia
1872 Toulon Loop,428,JEROME.KENYON@sakilacustomer.org,2006-02-14 22:04:37,JEROME,,928809465153,KENYON,1,464,469,7939,1,OHiggins
1088 Ibirité Place,595,FLOYD.GANDY@sakilacustomer.org,2006-02-14 22:04:37,FLOYD,,49084281333,GANDY,1,465,470,88502,1,Jalisco
1322 Mosul Parkway,145,LEO.EBERT@sakilacustomer.org,2006-02-14 22:04:37,LEO,,268053970382,EBERT,1,466,471,95400,1,Shandong
1447 Chatsworth Place,129,ALVIN.DELOACH@sakilacustomer.org,2006-02-14 22:04:37,ALVIN,,769370126331,DELOACH,2,467,472,41545,1,Chihuahua
1257 Guadalajara Street,78,TIM.CARY@sakilacustomer.org,2006-02-14 22:04:37,TIM,,195337700615,CARY,1,468,473,33599,1,Karnataka
1469 Plock Lane,388,WESLEY.BULL@sakilacustomer.org,2006-02-14 22:04:37,WESLEY,,622884741180,BULL,2,469,474,95835,1,Galicia
434 Ourense (Orense) Manor,206,GORDON.ALLARD@sakilacustomer.org,2006-02-14 22:04:37,GORDON,,562370137426,ALLARD,1,470,475,14122,1,Hodeida
270 Tambaram Parkway,244,DEAN.SAUER@sakilacustomer.org,2006-02-14 22:04:37,DEAN,,248446668735,SAUER,1,471,476,9668,1,Gauteng
1786 Salinas Place,359,GREG.ROBINS@sakilacustomer.org,2006-02-14 22:04:37,GREG,,206060652238,ROBINS,1,472,477,66546,1,Nam Ha
1078 Stara Zagora Drive,301,JORGE.OLIVARES@sakilacustomer.org,2006-02-14 22:04:37,JORGE,,932992626595,OLIVARES,2,473,478,69221,1,Aceh
1854 Okara Boulevard,158,DUSTIN.GILLETTE@sakilacustomer.org,2006-02-14 22:04:37,DUSTIN,,131912793873,GILLETTE,2,474,479,42123,1,Drenthe
421 Yaoundé Street,385,PEDRO.CHESTNUT@sakilacustomer.org,2006-02-14 22:04:37,PEDRO,,726875628268,CHESTNUT,2,475,480,11363,1,Sumy
1153 Allende Way,179,DERRICK.BOURQUE@sakilacustomer.org,2006-02-14 22:04:37,DERRICK,,856872225376,BOURQUE,1,476,481,20336,1,Québec
808 Naçala-Porto Parkway,500,DAN.PAINE@sakilacustomer.org,2006-02-14 22:04:37,DAN,,553452430707,PAINE,1,477,482,41060,1,England
632 Usolje-Sibirskoje Parkway,36,LEWIS.LYMAN@sakilacustomer.org,2006-02-14 22:04:37,LEWIS,,667648979883,LYMAN,1,478,483,73085,1,Ha Darom
98 Pyongyang Boulevard,11,ZACHARY.HITE@sakilacustomer.org,2006-02-14 22:04:37,ZACHARY,,191958435142,HITE,1,479,484,88749,1,Ohio
984 Novotšerkassk Loop,180,COREY.HAUSER@sakilacustomer.org,2006-02-14 22:04:37,COREY,,435118527255,HAUSER,1,480,485,28165,1,Gaziantep
64 Korla Street,347,HERMAN.DEVORE@sakilacustomer.org,2006-02-14 22:04:37,HERMAN,,510383179153,DEVORE,1,481,486,25145,1,Mwanza
1785 São Bernardo do Campo Street,125,MAURICE.CRAWLEY@sakilacustomer.org,2006-02-14 22:04:37,MAURICE,,684529463244,CRAWLEY,1,482,487,71182,0,Veracruz
698 Jelets Boulevard,142,VERNON.CHAPA@sakilacustomer.org,2006-02-14 22:04:37,VERNON,,975185523021,CHAPA,2,483,488,2596,1,Denizli
1297 Alvorada Parkway,587,ROBERTO.VU@sakilacustomer.org,2006-02-14 22:04:37,ROBERTO,,508348602835,VU,1,484,489,11839,1,Ningxia
1909 Dayton Avenue,469,CLYDE.TOBIAS@sakilacustomer.org,2006-02-14 22:04:37,CLYDE,,702955450528,TOBIAS,1,485,490,88513,1,Guangdong
1789 Saint-Denis Parkway,4,GLEN.TALBERT@sakilacustomer.org,2006-02-14 22:04:37,GLEN,,936806643983,TALBERT,1,486,491,8268,1,Coahuila de Zaragoza
185 Mannheim Lane,408,HECTOR.POINDEXTER@sakilacustomer.org,2006-02-14 22:04:37,HECTOR,,589377568313,POINDEXTER,2,487,492,23661,1,Stavropol
184 Mandaluyong Street,288,SHANE.MILLARD@sakilacustomer.org,2006-02-14 22:04:37,SHANE,,488425406814,MILLARD,2,488,493,94239,1,Baja California Sur
591 Sungai Petani Drive,376,RICARDO.MEADOR@sakilacustomer.org,2006-02-14 22:04:37,RICARDO,,37247325001,MEADOR,1,489,494,46400,1,Okayama
656 Matamoros Drive,487,SAM.MCDUFFIE@sakilacustomer.org,2006-02-14 22:04:37,SAM,,17305839123,MCDUFFIE,1,490,495,19489,1,Boyac
775 Šostka Drive,337,RICK.MATTOX@sakilacustomer.org,2006-02-14 22:04:37,RICK,,171973024401,MATTOX,2,491,496,22358,1,al-Daqahliya
1013 Tabuk Boulevard,261,LESTER.KRAUS@sakilacustomer.org,2006-02-14 22:04:37,LESTER,,158399646978,KRAUS,2,492,497,96203,1,West Bengali
319 Plock Parkway,504,BRENT.HARKINS@sakilacustomer.org,2006-02-14 22:04:37,BRENT,,854259976812,HARKINS,1,493,498,26101,1,Istanbul
1954 Kowloon and New Kowloon Way,434,RAMON.CHOATE@sakilacustomer.org,2006-02-14 22:04:37,RAMON,,898559280434,CHOATE,2,494,499,63667,1,Chimborazo
362 Rajkot Lane,47,CHARLIE.BESS@sakilacustomer.org,2006-02-14 22:04:37,CHARLIE,,962020153680,BESS,2,495,500,98030,1,Gansu
1060 Tandil Lane,432,TYLER.WREN@sakilacustomer.org,2006-02-14 22:04:37,TYLER,,211256301880,WREN,2,496,501,72349,1,Shandong
1515 Korla Way,589,GILBERT.SLEDGE@sakilacustomer.org,2006-02-14 22:04:37,GILBERT,,959467760895,SLEDGE,2,497,502,57197,1,England
