AgencyID,Gender,MaritalStatus,AddressLine1,PostalCode,City,Income,AddressLine2,NetWorth,CreditRating,NumberChildren,LastName,FirstName,MiddleInitial,State,Country
SNR4811,m,U,qhenshc,TQTFBFPWSK,Greensboro,,xonaupflghqqctcitviopdruenoiexvvwfrwrilhepsaczucblottrtincraqdmm,3152814.0,708.0,5.0,SNRFXRILASAFBEZYJCEGPCIKQ,Iznnhkfnsjbyndcvwqxrbohzdpueql,v,DE,United States of America
Moo4812,f,U,WVLTFPTF,ptiqz,Sioux Falls,180949.0,NMJRJESCGPKEYUSROLQWMISUJFRUHRYQVODPHJCCAJGFJSJCQBMF,997236.0,492.0,3.0,Mootan,Pyhoooisktylpzbqnwjsuq,,WV,United States of America
RLF4813,F,M,Rxlxwchabyarkqtwsu,XKEEXA,Paterson,190874.0,Jjvscncjstkwnexdbewhcpwicolhmvjir,3732960.0,326.0,0.0,RLFNHWUMEGMAICBIICJIFCNIV,Gytffoiwn,,RI,Canada
qmi4814,,U,TKDCVEWTYJ,Mlhydhntfidz,Billings,436740.0,HTMBPSKZAKDUJPTHIRTQEYWHNAECBJCVTG,2344812.0,501.0,0.0,qmiamtvbi,ISLQFMOZYQAYF,,UT,United States of America
uqe4815,F,M,vjfetybskcspmmrqmcxqnuylrrxblsthdxsnrhmzribgdofpgz,exxdx,Worcester,362114.0,Ubhkfwhsxfclhngmbccpeqnbjsjoagipyjimjkhmxirvjozlubtbihchubzqzmzossi,3516594.0,486.0,3.0,uqexxhlotvtqztgqiln,Qbljxjzeuylfix,,AL,Canada
ZVD4816,,U,rpbxnxaurryklukrsopyzjzkbbauorkwklkqeqymvk,Iaquqykvxqv,Abilene,402232.0,Rekxfiuhipfxvfsynuoczkyq,3494834.0,594.0,4.0,ZVDDTYUWS,wntdiquvogvonomepfdkykgsxvatnz,b,Manitoba,United States of America
Ynx4817,f,S,Eoexnzcdwexrgaolpcxgtiuhakvximjtpwsvphctkkdpbefmzezszukipl,xkxzejsjlbnp,Minneapolis,429876.0,yyxtpuopurmo,2770321.0,305.0,5.0,Ynxaheracdrczglses,ybjtinyszbxslroxfagttbiqqomlpr,O,Quebec,United States of America
Pde4818,M,M,Nitfvna,crrupf,Thousand Oaks,111220.0,wetugzdafptcsfbkm,932806.0,430.0,5.0,Pdelkekfqhhmyzkuzrqvbbjl,JMJDGKDARGLW,,SC,United States of America
rcp4819,m,M,Megowpp,PCTKBIXSCZGS,Baton Rouge,169057.0,Yehakxipfwqlhshbzhklkjxbtvwxpcmwufgxclscdtbcmztknc,927256.0,763.0,1.0,rcptvxiuppofjmmq,DYFZUNDJABCI,J,DE,United States of America
ULS4820,M,M,jhzxbwrnwruwobjvbmsfjcfniqhjvkjbsqrqxulzskseg,Uioxkwyhv,Naperville,393825.0,,2310099.0,662.0,3.0,ULSLQQADQKBI,AKVCWTGIDPOPKDCKCG,C,ND,United States of America
cbd4821,F,M,Mymlqliavnqvmhgqycfnrfsblrznuhmvhjra,VRQWULDIYY,Sherbrooke,57749.0,GNIXCCFVTXPZREQXUSYVMROORHVNNEMZEQPWVEENUDLBHMVRW,2774074.0,398.0,0.0,cbduhenerzbonmgpi,eoekvbm,f,WA,United States of America
Xzv4822,M,M,tqjlxmxvoythpkowtjwbdnvudwpddtee,NXROATGDL,Newark,232012.0,Pwtrbjzqnkcnzptzmgsjivbskexcajdfjcdrcobgnlaabbtswnrkbdylxridbqdwxujdfghlhbxjp,2092233.0,386.0,3.0,Xzvrzamvazvckykgrmfzzkvywjil,cxmobvpnonryfamlbvufgqo,K,Saskatchewan,United States of America
XBW4823,m,M,,Pdyhyg,Sandy,425790.0,Ifhlwumdxdglpqzeursljounoendyzcnrrtbszoyjslrpbpcmorahnhqhrowcdupjparceffa,346071.0,318.0,1.0,XBWUZHPF,Vqemxllvzt,,ID,United States of America
Dyy4824,f,M,Xnkcekelaaevwtdopzdkyfsfafiq,DEULD,Savannah,,Sezfvczjlvkywvfysvwiyvlliimlaaxgjpjsliqtpyiruqnzerinmnskyyoaodwfeuiiig,,405.0,4.0,Dyyimlhjgc,ZKZXPLICDMCB,,DE,United States of America
Thp4825,m,S,utxaumwgql,GPQSCP,Topeka,215133.0,Fwactkmghfpruzkgkjdoipbqmhc,3460310.0,652.0,4.0,Thpwjciwltrwobwk,qnqxsvwzwgdj,j,OK,United States of America
Uyh4826,m,M,Zbfrfymkssxgstllidoxpgwoienevcaklxpboknbbtsummtqfvnmjnbbhrlikdqtgjwzwsemhcqkagfo,ZIHRFNB,Glendale,232837.0,Qaoaluwjrndyuikkibapxch,1329267.0,741.0,4.0,Uyhsnsxhxrtr,Mspspnlrrltzzvhyytek,u,AZ,United States of America
Gre4827,,M,RRRQHFVNMTOH,FDLKFAOLQM,Concord,496597.0,Atkysvwftgsbjqhs,3352603.0,,2.0,Grekpspgjlsciycnac,Yvsrlgrhpfzt,a,GA,United States of America
YEN4828,,S,Phsvxoxbjqlqsuchonldcpsxmmxdt,Lmayphgp,Detroit,379704.0,Miuhfqcalawqtbqgnvsmpganqneaazsfxumudcrrjwcbsjxxsouedvbp,294933.0,384.0,1.0,YENVCJJRHE,JJAJKFNPOPFTWOHEK,P,NH,United States of America
SNX4829,,D,Whwrqwlindjaobegibuewxbowdlodwxbssargndqjcrivfcmwskxtmzstnwliiamksvtqpyonk,nuoyywvhnvyl,Irvine,122419.0,VGCUMHPUGMJIAFPCGRVP,1529409.0,502.0,3.0,SNXFCAXEUPIIJILXENPORVHGKVQ,uuirfsqdoeyxrmdthebre,,DC,Canada
Jxr4830,F,M,eloepmrhhiazwbyvrtudictwagfemcvqkcdvvorjveqvmlnigancgexyratnwk,UOPHCGXQV,Great Falls,210722.0,Lmiwbfhcugircitnxuiprsgfkubbvmjmjzozzpsocaihcyykgv,2696031.0,646.0,1.0,Jxrxzrrppskyqpimvectmbxqx,NLBEYSAMGTVHSGMDRKXZCCHWCBPB,,UT,Canada
Opt4831,M,S,YEZOCHFVMVBFNBUZXHXAAWDSDEJHXUXVIVCSO,ytrwdpwsfonj,Abilene,156892.0,MGTKRDDGMNRFJSCYCUYPYXIZHICQJ,584058.0,405.0,3.0,Optrakntpbzzjol,Erzhlglxltyymmkdpxkqkgpxpnrhl,,Manitoba,United States of America
WSM4832,f,,ltbaekxbssqfyznmixmgnntsjldfzyiolospdlxjer,Hiyulwdpn,Raleigh,369766.0,AMFWXOLYQOZIIDEAMREGIWZOZZZERHGFSUTXJGKKHGKYIKRHOGBBHSNLJUSGVDBLUCWUNLCGNG,493802.0,799.0,4.0,WSMRBMSLNGKBIWV,fujjug,,ME,Canada
fev4833,d,M,Lrzglghacxhgglqttkkwbdutcddgypbnxmaiwcrkmubcqgybcgufvutuofvlbajzttxmfyfcgcvrc,lrnurxnyb,Charlotte,,Rxjemgddjrmkbuypterlwoojpvnsnwbrcmyntqsvrqmswpitnezrzbdb,1224532.0,728.0,4.0,fevhymucymwdkstxwb,kupum,,IN,
Kez4834,,M,xpimvrlmetevybrgpbni,LGIPYZJJ,Halifax,44993.0,yevvwqszvpekemvracrctbzuysj,1498851.0,692.0,,Kezwsyhhhjclxcqkz,futpzvh,I,CT,United States of America
sjb4835,,D,HZOHGOLDVJZCMNMKBCDGRLXACGDLXGHAPROR,wixwe,Toronto,255656.0,Dwdrecaabtllxbflkcnouphwyf,2592881.0,466.0,2.0,sjbkkmxpyosxsnnyzewbf,Mbqvtmwvzkzdxtwifkjvtisp,C,HI,Canada
Wjq4836,,S,,APINQGAVSIDA,Casper,197780.0,Erfeqzalnmexxujwkmeqeizdpjbkkwfngxaiowarflsxvrzwogmwirpptjkcnsdcpeyt,3101715.0,778.0,5.0,Wjqmggsgfwqrbfafzxshtryjmb,QKLVBKICDHQOGW,R,MI,United States of America
Spy4837,,W,IBJKMRWERMQDCIKLEUGOSW,kxgthcv,Boston,7926.0,XZEBGXRWGDOWRMVLCJOLWWVWMTGZPJHGHEVCKVBIAIBTHBAQRVWYTGKKGLWI,1660061.0,367.0,2.0,Spywuanwyhatkxt,ajxeurdhtmsfttunmemwthewiju,M,VT,United States of America
KLU4838,m,M,wqtcxsdgjtjcdpayoqydc,Vfvluonxss,Halifax,63346.0,qwlnddgpuxcsqwpimvpmisutvrcfjyrivboxilbzaq,3206058.0,355.0,2.0,KLUHLGLUTUQRBDFW,txoxg,,CT,United States of America
JLC4839,,M,Lbfpvkqtezaxjcdukpvbvwkxufibipslttknvihtkkvtsaomeyn,WNBLRZJS,Colorado Springs,205549.0,BTOFRBPTKXCBUCSJNBMQKIPGJAUECODIWQJMULDEWUPLJQUOBUFMFEWLAEKOLKGMPORBYDIBOOJABZV,351180.0,594.0,3.0,JLCRPBZRLK,Hwjpobcafghuyfigntsd,P,UT,United States of America
bob4840,,M,Rwfngurmyokvoxesavcyolqjzyvkpsrndhnaodxfylnlvripefwcmvfugsmrarczvv,Adbootc,Oceanside,397573.0,Oystdvvhwyulpwtpjvyccueucuyvgolfoz,,393.0,1.0,bobehnx,hzzjoqovergfjgtu,v,Nova Scotia,Canada
qpk4841,,U,DHXGOMWCRXVLVGGAEADL,QMEAWEIWMX,Irvine,193160.0,MISYFUHAMNAHQUVPJZPIOOLMQHXAOUCMAGIPPHKHNRXWOGSIHQWZHPDRWQSBIBPIPYTQ,334502.0,841.0,3.0,qpkgjrackwbovqptpuhiyfus,AXJRJHBL,D,NJ,United States of America
FPH4842,m,D,Nondjzdnkbct,ijjfceual,Phoenix,94612.0,Xmtyrhzkbxzzslsjhifzeusgf,2765420.0,636.0,0.0,FPHUMWETOQBY,Kmdkgqxkmtxsvjgyixwyhdvvhmk,M,VA,Canada
YLB4843,,S,Gcsevogzomxhofabnggkbgwmingjyaeflwyvhw,OOWAQBWZPDQJ,Los Angeles,90708.0,Qbsbikqstsoppahmrwzhtzexqoesgjlfirghwbvwdicfgibyziyocspvwqnoxntluxcv,3794609.0,552.0,,YLBMU,Cntqqhz,b,TN,United States of America
PFW4844,M,M,aaixdeiiwlnphzxgpero,QEWEBOAJI,El Monte,318089.0,eafgykwjiqhbuwnffovfuspxtevcxsi,3386054.0,331.0,4.0,PFWPECZU,evnco,N,MT,United States of America
Sqm4845,m,M,Zjgylmdicyisslvw,Kvsmklnuh,Burlington,241258.0,Scprxaedzxinbmvxvanvzirzxci,3164202.0,361.0,4.0,Sqmhteccukfpukogf,Ehzkvngiagujuzgpnahpyzqkxlta,U,CA,
lza4846,,D,odegkjroapacwsgtdtoymiftehdufrxddfsyeyeqgbbvefxvrnhncubokuroufhezpbvcrpnien,jlmgyv,Colorado Springs,480298.0,mcatoemxlgrw,2620980.0,733.0,0.0,lzaeqmjxijcbhtsxz,Njevkjwtharsdirlitttxnh,,WY,United States of America
wli4847,,U,Mjqivgopjjuhahlczfjpewfzkuvyrwdaahofvipexyhh,FEGSJAM,San Antonio,370779.0,Sbhlhlqtctfzhzdvyugufcnevhcbqbjbatlzrvhhyhdtdzoyamhsujndxzipajcokvozyynv,28504.0,702.0,1.0,wliduegrkcxscpvwyjgpgitpvwmmma,jhdrhoaregwpvryhjah,,WA,United States of America
cbt4848,,M,Htzodveiibgjkkdba,Eqjbcdkitsvt,Lafayette,402070.0,Vuebpcbrchwnilnzkezkeugoxvcmlgnjhrsuomcysyyohhqodm,185950.0,,0.0,cbttgnatvungn,IQRLIDTAZOAOUQYKQYGAUDCMTJGEGA,,KY,Canada
Lpm4849,,M,Rkpuriigoqwfdltcvvxtnpicvufqnatbacypbdnamg,rwdqldk,Fairbanks,150738.0,xilmawkuawwuccwxyojutkmzluqtjp,727235.0,826.0,3.0,Lpmvcefobotoxtfa,hqnhvmotweuxvnyunrrx,,MN,United States of America
Ddx4850,f,M,lmwcecsanvvbbprlvektxqr,rcpqcbqt,Buffalo,107338.0,Abcdpalvbvgdbtlwseasptzahwdxduvdquwtluukiseviqufft,3887256.0,377.0,0.0,Ddxfcsatgvizlpvgypntqwrijim,Ncryxjnndmrzbkqbeqvluj,t,RI,United States of America
Vtf4851,,D,,Qtmgawkscga,Fontana,176783.0,Knhndomnnazxxafgbdws,772871.0,665.0,3.0,Vtfossfaxfumscdxx,Citpuqlpyd,M,Quebec,Canada
rgd4852,,M,uqxuvebtxisagrshyzkfmccwrkdajfhhwukfziitvzqffmteywuwvjhxnlqiozfvapjhhjshrjiphx,Xqndkn,Whitehorse,243255.0,Cglyefnpfjxxaypwsfckkgelwqzauvvynfnxchpednkhfafokpetnmigbjrbjmbybosfqadmhtd,1760826.0,654.0,0.0,rgdlupwagfksuktb,Ljnxxckwyvhtrdirdyvx,l,New Brunswick,United States of America
Aea4853,f,S,Wlcxevllngcelcnnmzcmtgtkwgzrgwazutfsewwhwag,upcdvlyil,McAllen,10765.0,CCHUAWECGOWJNCHDNYVLFB,3027653.0,441.0,1.0,Aeabiaxkld,IPDQDSOYSOTPE,,British Columbia,United States of America
avi4854,,S,Lwuvhpymnvbdqxgmuiwlqwninnjaatnbskxhhhtuifnlqimqeywkwgndilzxin,Wefiv,Grand Rapids,366112.0,Skgjujulaciwpdewuacjjbbwxgatdfoiforiqtgtmvgaa,,410.0,3.0,avizuaatkkgawrxgosrewqmouor,Vgplpzbcigrvnbxjleaaa,P,OR,United States of America
Wlt4855,M,S,epgszgojijckfmheccxnwxhyxckchggxmflfcbwxvwxvyjvtrdrmubzwqqrtkcjhsbmuf,FEYETKQ,Vancouver,316867.0,,2584036.0,493.0,5.0,Wltjx,Ztmljxsdncmfohjdcvsbupf,,Nova Scotia,United States of America
ZUL4856,,U,nhzjlzlvecgydlkeieobxukwsjfihkvkpeuvrfixswapxypemntvpxlhsy,,West Valley,14902.0,REHJPLPNPPMSEOMHBEPRNWEP,3299678.0,314.0,3.0,ZULGMURYTAPTRCLXM,wbotttfrdmdtttu,,AK,United States of America
Ssv4857,,U,FDAAQMGNMTLPDNTQRCGFKQPSHUSBBHVILGEQRGRZCHDWIBOGFFGGFGJCOJCXWH,SSQALM,Hampton,187225.0,fkuqqphkqwgnnmybvyi,,582.0,1.0,Ssvqb,Oxufwmlevovhoxqsikkjwmxwrud,X,NC,United States of America
Wlc4858,,D,Itbfwhhydnlicpmnspsavvcdddpmagohjztkgdmwqgljpcrpbzkckrtofyurto,Mvrsbpg,Dayton,132301.0,MHHZI,2780977.0,527.0,,Wlcjsmxzvrbyk,Xogbqbzmvpnh,,MO,United States of America
Rmn4859,,W,ppcvesudxk,Cgspgokphu,London,201771.0,,,340.0,0.0,Rmnsmghbbzgvklxyhjfdjpy,Sdekfagreapjgqzzgi,,DE,United States of America
jwo4860,,M,ijjysvwjlvimviqxpfczdrlneoevuhxesdihchqmfexrhonnqfqljyaferkdtqnlgzlb,Ynvfzkehm,Salem,441219.0,SJDBQTXNDKCSZCDVWBPQPPZDLVNDSOIQGDUVOAQGPGFOLEELYT,322980.0,,1.0,jwoxfctdehuq,Jjkbyrvzcqcrrrxlkefmwydsbmvpd,,OH,United States of America
SOO4861,,W,ddvzrhdkrfvtjrz,Uiybfbsv,Stockton,347281.0,Zrtbmfcbdttffdttkmpvtfxwzongknjmiwfkzpswlmwdiglagefftdghnmndnkdafkltli,3909658.0,371.0,,SOOWKQCVZZ,FRKKDFRWV,,UT,United States of America
Bbd4862,F,M,MUIXAQC,Cyegsmcykfob,Indianapolis,164650.0,VGBGTABLQWA,2242017.0,336.0,5.0,Bbdflbfvscftu,JVELTAMZJQVCVONNAGKLIJRTTF,,NE,United States of America
UPN4863,O,U,NKRGYTNLMZHKTGXBFVGEBJLLNMEUARWLLAAGDYECWZZWLHSOGECQAOEHCWLOEE,hqydkohwi,Reno,463598.0,IRAUFVFMHEULKRULLBLRBAGHLQSVZWXRKKAQJNNWDDOECGDKXJHMMXOAQKTWNQAONTKLVKVOGMLL,2511572.0,497.0,4.0,UPNESGBBOQCIOWWAQWOW,EBFGFBWRVNKKYXEGLJ,,RI,United States of America
QZG4864,,U,PKVGNCXWUDYJTPNFPGKZAZHCGCOHHNMQVVNYSNPNTFRHOVPUODJOLSKSJSEBEVJEMSAJTEBIBS,Zhchuilpavbn,Thousand Oaks,,Zqqgymrwkahamxww,1448379.0,388.0,3.0,QZGJUPZPYVJOUI,ersudiadbplikbwmclisx,,AK,United States of America
XML4865,,M,Eoqelgnmgthnqynoxuvqbvjvornmgrggfiuzhvgepxgmpyzjtkqudqkvokvf,Qvpzb,Hollywood,177252.0,mwcwuaaeocojecnbpl,1565089.0,424.0,2.0,XMLRLXYYXDXVWRSYMOA,fmlfgyumbvnca,P,SC,United States of America
Skl4866,F,D,mruppbroeegtanbyxxwyfvfbbhtskubrceiqcxuzcnfnuecorunfcimetyejxhqltwevrzbdewho,SPXSD,Little Rock,317053.0,Pdmgqgrdzwmivwzvncbfufcnsqnniuhxpykyoetvqjjidgkfwuhtubq,305250.0,,4.0,Skllciwhjhfzuyqqokm,Nqppykonmraxdvrtzhynyestuv,,AZ,United States of America
GML4867,f,W,ptaqzwqcyr,FEYUG,San Buenaventura,444680.0,muudfwzvpmrbnwtzfepacgampotdccrjvppurqrokgugxeurfktqphxiwycpglaq,905759.0,460.0,4.0,GMLXS,Fenniw,,CT,Canada
qdh4868,,D,qtxuobaxykgjskknxqwlhicnldeazarzghpunawsbkllyrpcwzsautiypbcinehchcqrffocdne,ilgtk,Lansing,346809.0,HXHUN,104456.0,840.0,5.0,qdhqifnnvybmkmtbwqhpdsmsizz,Ziccquuitnvtjmqgqvyaczd,,Prince Edward Island,United States of America
Iim4869,M,W,AXJKZCLXXFNHFFWNMVOSAFJXWNCGWVC,Rqrdlwcfwt,Huntsville,121625.0,Higcollkdcgomftdqhvb,2554408.0,469.0,1.0,Iimzvjalgiyxktjzhjyacgqyhloslq,RMXVWT,C,FL,
Stv4870,F,M,Yktxrctku,vtbjmhoy,Mesquite,46672.0,Wilfvfemfgkqolruqaydvuavowseqdyrzkmqnttxzdlflelwz,1813631.0,676.0,5.0,Stvqgqzbagozilchjgeb,Jeokxdlpmmgnygonqdzhrbldiemv,,GA,Canada
Ahn4871,F,W,Dyolqvhetepvanhvmfdljdgbqrpmifqaabjkjeyiqkjklcugywxjmq,HEDCKYWXCC,Indianapolis,130431.0,SQUMTTTAUPXXUDXGPQJCSFXUOUDWJHSCUZGNPMTATI,2676633.0,661.0,3.0,Ahnqrtqtvhxrslalvbnqxltdmbqh,Kxvcs,w,Alberta,United States of America
ocs4872,,W,Wasngnjsuggdx,Epsrmamg,Hialeah,41644.0,Ororwadlygwmvetajqdgiqqwcokt,1677676.0,392.0,4.0,ocsaaexqryzqjkmz,axqzhnwyybns,z,NH,United States of America
LDJ4873,m,W,Nnmvuxrjruxrujcjungsmtlkdqhoxtxxvkgfmrhezqqkglqkluxphtpiuqpklxiapurfjnztscefl,NCOGAESHMQ,Winnipeg,305460.0,IDBADAXIHUWRAN,2669684.0,625.0,2.0,LDJQGKKIFG,Avrvlfedemtspd,,MI,Canada
GWR4874,M,S,cyvifrfxehuflfztojppqpkvhbaszqcgaeapsgemntvdnghnpahbaunqufztjqyhj,Gjvrrlfwink,Philadelphia,357985.0,CXTHVEXEYUAKOIDDTLNSVHGGPYBJQTTVYRCNGRMBIBOORREBAZYROJD,,738.0,1.0,GWRYYXBJEYHVUZZTDGRENSGVAAP,Gureaeqshrtbcah,Q,Saskatchewan,United States of America
WFQ4875,F,M,Kbwtcwqnppdwrlfeiikwxratvoyexqtjiplqyzcydvweksndcmapfuyonsuogznk,YBJSVOP,Santa Clara,86492.0,Hmjwrrmfwvaxphczagorkuvdfavdqlhjmvryzqbpbjwbtgqgbjtrdltgfhqdymwyijct,281621.0,688.0,0.0,WFQGRCOQDZDDBPVYO,Erfxnvoobeugzou,,OK,United States of America
Pau4876,,S,DYGDOWFFYOLCNGUBRTVAEPDQLIZTCJUDHOZXRLCCCQSXCGXSHHKKRYTRNFGJB,bqcfte,Jersey City,182508.0,Vvfbspciisbwkaxekvinlpygyedbkqenls,757696.0,462.0,1.0,Paugxubjhonqcr,Gejrersicmpvtsdk,,IA,United States of America
Otg4877,M,W,Iktygfnphjqnixpaueffemhfniyygssfswukmpehtjoixussywdjyooilmkfiehwvtbmmuy,Tndpk,Ann Arbor,4014.0,,900862.0,626.0,1.0,Otguntq,inixfrqqidveplgausjffpbyrqgr,E,VT,United States of America
Nht4878,m,M,QHIMRPKOBBPJPTKXERRHSXUUJTDQVMNMTIBUKOJDDLJMOPCXWJFWFWBRL,Bidmlmqp,Savannah,226533.0,Oyzsvpfjzyklufuwhtnblwpijlrvq,3086351.0,422.0,5.0,Nhtnwtauffjlhbvtsolkaqslfwmsbq,Jjvyx,,GA,
Cdu4879,d,S,ubhunnccqwimbbyqeuagpgpamyjeelwnnulqwjhtwftxrcdoticegkupdj,dnnvnipagzdz,Beaumont,473356.0,ssgvxbddqqegyfsizusdtwgxcwedcluxugijghojvqweitaaeo,3700028.0,441.0,0.0,Cdupsmszuqkorkzisf,qnjfdmqbyagkiqzkuidqjoxu,X,NH,United States of America
Wut4880,,U,jkofhxbaewriuvboorbrenkttprjcnqtuxnflaepbtbgpxzwmhqono,IGFEBTA,Lexington,482791.0,,3743323.0,350.0,1.0,Wutebjotkpfiynbgx,NDMRGEMGKDQHBZJNFMAZWRGALFCA,F,MD,Canada
Jdv4881,,,ILSKMNHKDAGJF,Qawvst,Alexandria,174991.0,Yigdtnd,3734013.0,398.0,1.0,Jdvinnxsytjpdgaiasxyayh,Kvndzhzvltqdxtbceegpmrcj,J,WV,Canada
nut4882,M,W,Njzgtlrkkqbnitktbmiojdifudxopwnhghfqktyjqfsvkpvinejttiiwgwjftkm,KBCFTAQHBGDR,Sherbrooke,51326.0,Gdcfcbvzhuesofmgiiznfkoxfwfibolpuepycnrzpfclx,3447380.0,635.0,0.0,nutjbxyxojgqrctqgep,Fhknzda,T,WA,United States of America
ycs4883,,M,MSFXUOPPTKHKZFYUHNCOAMGXNKNYWLVNGSMFG,FSHQLCU,Akron,34188.0,Xitrxpjd,3659581.0,605.0,0.0,ycsczyflvxuzegatjgnupgosvuw,EUBZIJ,Q,Nova Scotia,United States of America
Qzv4884,,M,mcgjkshkv,Gdculkqvngkj,Bakersfield,185726.0,Wgxwybdnnjbkijywqvpnmfzhzblxmqveugkrosvujavdqylv,2007689.0,373.0,0.0,Qzvkn,fdlbfcfjeiqz,,IN,
Oik4885,,U,xnvvavboxcrxkwlkefoqsfkhdbaxvrheaplwkenovtytzghqgnv,EVVXNJSFEUW,Lancaster,109040.0,Uomqmzmfmqsumtdbxuzcvrccqdyyhhuuwqhyqilscfcpipmibsznssqndxoiftptvv,2133345.0,453.0,,Oikjqumadmx,Shueoxsujjhgcsxyanaxq,,NY,United States of America
Fjj4886,m,W,lawtksrpiqhdnmotdwqkourdksp,Fjaov,Flint,53517.0,Gfskzypcbywhmijdumol,1235117.0,702.0,4.0,Fjjagdsaajnbrklacszox,vrsexgvdc,Y,DC,United States of America
Vkg4887,,D,Eaqxasqhlzcnnwzioldqdlhfsdklqvyqvoudaneehsnfnnwnkoqddckgspqqdak,Rllrpmcdrxx,Toronto,420418.0,nywvnpjtuswqlfoydesblxibgmxucupmwpardylyuuvwojyppngtobweyhjsiqapcsbvtkbwc,1726713.0,782.0,4.0,Vkgvpnobsrpyrhmctgmrt,Hxpyuxk,,KY,United States of America
sko4888,,D,Rbjtfmctukwwsllschtgcsfntlfomkgojifvppueojiwt,IGBIJFFZ,Paterson,464946.0,Hfvygtmejtyzbvtqtmrkrgxuhupnceokqsmiuddtn,2235440.0,606.0,2.0,skolkczcrodsvnjrjxbyqgwb,Xeksteqxuxrhouq,,MD,United States of America
Hio4889,F,M,OGOHBGMNQGDKIDKDREVNDRMPMCWJI,GESFSRNFJYJC,Huntsville,278220.0,Bahlqusrgwfxglbvoqmletbhgrppxqkrtexduc,552580.0,617.0,1.0,Hioohrgfxoqju,voxqrtl,,British Columbia,United States of America
Xiw4890,m,M,Xqqwdxnnaapahxghsolheimbttnbswqepbhfrlffbqdrnfo,Ovxxmznecrh,Kansas City,437877.0,ndqchelacqcc,3290675.0,357.0,5.0,Xiwdppoievsjnhvynkkzkbi,UKNBPRGLZFEJNMDCS,,AL,Canada
IDW4891,m,M,ojtidwvtjaqsetivxsjqlkhunznpsxbyjwxbwivngbwnmrxjtyvtnmhheyyalphwwel,Ggpkttvsk,Coral Springs,229745.0,Ipvehtqioqpgvpyobjrxjjvfcdyaonqlxlxedocmbqgtgdycystjsxitauxhm,,,0.0,IDWATWLITDDPOEDLMPZJXKKADTZ,Rzfkelkpkwxjdfidhqxbpto,,GA,United States of America
Znn4892,,U,Xfsbyybuevjfxodpjttshcziqvbaitjgldijtcgeaizsffifendealeacmrjjhaoptpc,Fozhjnegmv,Pembroke Pines,365984.0,Bnrmfcwlxgtuzadujwcexrsogpasfuzrlcjlzygdqqdua,195544.0,418.0,1.0,Znnlcjcgusaztchrquhih,xlfgrcljatmaxljiscp,,Manitoba,Canada
OQS4893,f,U,ZXOGUOTVOMIUDUSFPQFEUQOXPKQEEHIWQACVKSGWOJTOVEDKVENLVUSGUYEAH,egjrsajoaeuk,Hamilton,195145.0,Tlhprdzpqgwvpldnrnncadlvebyqnbbizujkbuipntipeyguviuubscqqjuiajlyk,2271014.0,710.0,0.0,OQSLEITKZZYDCICWWDQXPIR,YOHRCAFCVGESYYXUD,,UT,United States of America
Lyq4894,,U,rkqyplmcleeqrpqxeabgawhybrbjtaeiatbyela,,Saint John,31704.0,,1383063.0,720.0,4.0,Lyqykhyjxqtsbqopoxqjll,eyhwvczgtrjpvgcgonmclddeqhv,L,CA,United States of America
Rkr4895,,U,Rdxonkcvglqkiouhjzgmaejfscogbctxjefejfnqcfdlgaajhwlvjpusovpnycctnfapqofx,Bclmfpdqnxfg,Regina,260269.0,Gvwffkqxjqwdoofgnzigxootuphegqvkmeizbflagbptmxlifzcavfqllzpqwtsauosw,3938145.0,354.0,4.0,Rkrpbmapvlvdiowelu,Fnbsfcgzshjioehkwqmvfcbev,,VA,United States of America
Imk4896,M,U,Zrbkfzumcjjbuscnddzrgachxjixrrlfiviagcpkjzpnsnklifugcbzx,XLRAPNWCJ,St. Louis,349647.0,WGWTGMESYCLNENAUJPVJSYXZCLNQXYHADIGLBULHMNNECNELBWDCENQGRCNQGGLOTEXKKJHMMNAFLI,3485828.0,595.0,4.0,Imktfqeufmsknjwlogjqcnmrvjpkg,Mdmhjiupxgnfxflfiajt,R,IN,United States of America
bxv4897,,M,Dtbxbjgjmpvamuhbhrwnarteb,Txlyoqooovqq,New York,432497.0,Iogexdgkn,1643481.0,666.0,0.0,bxvddjxbnc,Clyyqbonhjxonrxuefn,H,KS,United States of America
Jok4898,,S,Ojpbnmcbaseqmxcfaclqvtlapb,Usursfbxwrw,Winnipeg,34289.0,osjpplucvqytflwoscmjuqmfozlzroxooffiqpxwlxzaasdpgkcnrkpyeipqje,2857892.0,800.0,0.0,Joklzxnbbbxsnxl,Mvbmmizpxjniemqu,,NY,United States of America
wul4899,,M,Enitkvjjcxnlzbzzlbhefbwlvinvdoosprcijcaitszexdlpwqznegrslwjksbmsztqbch,Hlixkf,Oceanside,261803.0,jtltacyzpuomnhportuiqzypmwxmpgahsgvjuebngzrafeqsrsm,356632.0,316.0,1.0,wulanstxparzqbdupinxhmcacext,Ghhlcqiabiei,F,KY,United States of America
Ppe4900,M,M,Rkzxasxauwoeenosrbektv,ITKBBZXV,Brownsville,482161.0,PJHPRZSDUAXCWRWQFRBQBKJVQHBTPYIQXIRYVCHMOXXNMUDD,3672839.0,593.0,5.0,Ppelrezfominbgeauhljigt,Wiafxearkazqqruttofcz,,WA,United States of America
