prospect_AgeID,prospect_AddrLi2,prospect_NumCreCar,prospect_LaNa,prospect_MaSta,prospect_AddrL1,prospect_Ag,prospect_NuCa,prospect_C,prospect_PoCo,prospect_Co,prospect_In,prospect_NuCh,prospect_CreRat,prospect_OwORF,prospect_Em,prospect_NeWor
ula12384,KRIAOWFLJYPUOVWNCIMLQXZKHTKRSHJOVZEWGAHXKYCIBPYPHIBFPIVQXJVTBUG,1.0,ulatwdogwuwmucwp,M,tmeyezvmwlbeqgcwnznwbbbpfoxtjvayjhawhyeta,38.0,1.0,Mesquite,THLELMIIOPSO,United States of America,193123.0,5.0,446.0,O,Regal-Beloit,3299323.0
Eio12385,WJOOCVLDHWZRQVSOPLYMHRASEREOOPCADQYCFBGYMZ,4.0,Eiohhquxkqou,M,CMEPTXHZJBCIENP,47.0,2.0,Denver,Tvrenwds,United States of America,139131.0,2.0,362.0,,Commercial Metals,1687635.0
RNW12386,Dgdftcffyodeedljtifjlhnzuqp,5.0,RNWOJCWXQDBGNFUVHINOHY,D,Axgdcsisqrvzwjsewktrbyvmrxrfgfoausasqmldpopc,33.0,1.0,Richmond,DGDMZE,,389575.0,4.0,558.0,O,RSC Holdings,493499.0
iqc12387,YXQTFRMNFTANLXRZGBWGDLVSCQHGUNWDESIPW,0.0,iqcguivcobomouakccaszdx,M,Ddidjxgfzldygaatoeqtlrjtzkdodrcznoyukdtesxynvgcujmo,18.0,5.0,Warwick,KZOKZGON,United States of America,124757.0,0.0,737.0,O,Acuity Brands,1524819.0
Uvu12388,Gteuutriunhy,2.0,Uvumwnscwznsbqmulxchbzqhpw,M,LCJVXQGEUNSQIUYVTGYFQWCMZEHXZAMEUECIFKIKVKRYGWBJISUHTORXLESQFPWURPTPRPDBAVLX,54.0,5.0,Charleston,Preofaasp,United States of America,187241.0,3.0,423.0,O,Franklin Resources,799865.0
RMU12389,Nrwaqorgcbogaixdeyqehhqtufvjxiwvhh,2.0,RMUFATWJGBYEOYHYSGCXRLU,M,TCXENLFGRZUHXOQCKQRHUVHYCODJGNOKHJEZUOANAXSNOAUJADDDAQTQHRSEIINURUXYQQKXGTNVUMJT,92.0,1.0,Lewiston,Arolnjwql,United States of America,412946.0,0.0,437.0,O,Toll Brothers,137128.0
Qol12390,Xqgmtscooiritmddrnthxnvhslxhvivftmidvwdfgkryapuilxxhagjcenqqawlfqsnqxnpnmhqritfi,10.0,Qolzvi,U,cdqjpdcnvphgyowrzpqxsbqp,46.0,2.0,Modesto,Dgmgpji,United States of America,231999.0,4.0,,O,State Farm Insurance Cos.,
Amf12391,Temqijrreliwtsqoilfbwayczmsrdxmlqxoufteanhxccecuubtivejtppsggzg,,Amfaebjncwtkwfjcfrtspteqnrp,U,uuhhuiewvpesxdnouruktfxdzfombvniiahhykllphlicybjtmjc,35.0,5.0,Atlanta,HBFOFS,United States of America,329973.0,0.0,431.0,R,Applied Industrial Tech,3002992.0
Pjr12392,ldxfkmpexfhjxttuodoldohiyepirhichrztvznlvfnfuitozgfcgfjhc,5.0,Pjrxeklurkyglspikusgxk,S,mxtfivltunvaexuujsbapnudxmfhprqhzvcafqvhiyymkqeuu,40.0,0.0,Nashua,Vhatf,Canada,83777.0,2.0,,O,Rockwood Holdings,2854988.0
RXQ12393,xsnwxrcaees,7.0,RXQMKEFEPOETWLVWVOZWHOXSQDV,W,YCCXRHLVRZQUQPZVQWCCOBPPTURLWKUMIAQUSPRIXHFSHYQSUNWMDYPDOYUVPPIZPOIQBWXOYVZ,33.0,2.0,Irvine,RDRAMBZBCW,Canada,360115.0,2.0,571.0,O,American Express,728117.0
Ayv12394,bleuzxckenimoqrbobglinrrfdqz,7.0,Ayvohqcisuapmhkklhlcdbxhjbs,U,Soryitlapmowsadnlvchveokklxookzonqxk,12.0,5.0,Livonia,wlmokndq,United States of America,393739.0,3.0,673.0,R,,2977729.0
Qvq12395,LHZNYHF,0.0,Qvqyveinozoksulnxaa,S,Fgnzftbclcypab,44.0,4.0,Albuquerque,YEJHQ,United States of America,213439.0,2.0,651.0,O,SPX,2974231.0
Msc12396,Dauvxhkhegqnekguqrjondaishvboyqkbvletrhkdzmepa,3.0,Mscjcwaopfibpzfdcttwiobf,M,pcbxpspjwqblpjximoju,86.0,2.0,Toronto,Pypqknotmo,United States of America,215466.0,1.0,477.0,O,National Fuel Gas,1781654.0
AAD12397,Tlhnlpxbsfbnastanut,7.0,AADBRMFITNBSFYVSDKKAM,S,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,84.0,3.0,Biloxi,tkumugkwn,United States of America,367039.0,3.0,574.0,O,Legg Mason,3947222.0
Ksd12398,Htcuwwjvczxgrhzctqwhszafcqyplffofdwphrpbtjplkgtrakjvbpxwywblefotzvuouzywjlbfod,3.0,Ksdxmkkuzvsxs,S,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,35.0,4.0,Great Falls,IMDKCCQLWQO,United States of America,414092.0,4.0,598.0,O,NiSource,789121.0
wje12399,Pzavtwobkhdzdnuonlnurnpsviawujbhtyzgxicagxsnejivuxgeeippdcvmsmlnhx,2.0,wjezpkgphof,W,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,66.0,1.0,Jacksonville,Akmoeqegxd,United States of America,488857.0,1.0,696.0,O,Superior Energy Services,1694479.0
Toj12400,Utfsufdubvjalipbqochtusbjtvaxzvcukrxnvccvrfhhdzjyigkyqrzjqcwteqioveuqoheup,4.0,Tojlexcrqrgcesri,W,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,14.0,2.0,Wichita,,United States of America,,1.0,680.0,O,Amgen,1826295.0
LLM12401,Lbtbjjxbqmcttrulbkpktvkuwftrbuxtlynoygnsapzzxrvneslgesltsuf,,LLMHBGYJYSIFRWMBJTNIFKI,S,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,54.0,5.0,Casper,Voyxovaiirx,Canada,430729.0,2.0,439.0,O,,713387.0
emz12402,Dpqfokvlrusyidhzaklnxvwrvasqhcmexjwjqyserfjdgredeyevfx,6.0,emzfuhdfftrurfshbutjjpuk,M,jqarmtkc,70.0,,Indianapolis,Cekhkqzsxna,United States of America,344388.0,,376.0,O,Colgate-Palmolive,702411.0
Kax12403,Tfszdopzksinubedcudxzlhqpgdkushkcafbtxmkbgsiwrswrgbshkahhwzevvnbycxalyazhnsypef,1.0,Kaxvatuueop,W,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,60.0,2.0,San Antonio,Bqvrgxrx,United States of America,353243.0,0.0,620.0,U,MPS Group,3262570.0
LCR12404,Gshrwmuwlvcrktdppwdtdwxrawteguwmcjshhanhv,9.0,LCRPENWKCHAZWWXJHNQBBQMNYF,U,vbwzwiounrpebdrgcnvmckyrjbrscw,29.0,5.0,Windsor,VFRPJYJOKQHZ,United States of America,482367.0,2.0,322.0,O,PepsiCo,1674162.0
Xvw12405,Pkekskzjmggxbnbrhysahbfmirmycouksmtusc,7.0,Xvwzyziowjzhkttt,U,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,29.0,0.0,Long Beach,toqejvqej,United States of America,111328.0,5.0,404.0,O,Enersys,2749267.0
KLS12406,Ertymmqevukrli,4.0,KLSMYDGADH,S,Owsfsfrmywosbeskatmslfccpyrdi,88.0,5.0,Simi Valley,ndfkjvzztion,United States of America,258347.0,2.0,615.0,O,ConocoPhillips,2044557.0
ymw12407,ucqcslxrsfnomjwqlksofproedkilmqgksxysgmd,3.0,ymwjeuwbetwubvgcrdnobyqnykh,S,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,48.0,5.0,Lowell,qrsbkewewd,United States of America,213457.0,2.0,311.0,O,Exide Technologies,3648336.0
Qlz12408,Huvujeqkbwmexyuzugelhqmcurawvbpm,10.0,Qlzyjplz,U,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,50.0,2.0,Los Angeles,NMGYYWGD,United States of America,279946.0,2.0,,O,Dow Chemical,1619437.0
Ron12409,Acnejqmqtldqxvpdqwhqyoddxtlboijwjhxqdmconddcpsoiu,4.0,Ronrc,D,Jlnvlkeg,98.0,,Charlotte,OLGCVBOIL,Canada,278730.0,2.0,454.0,R,Knight,
Pak12410,Yfodxskjhthwxbhymeqepgjqcejet,7.0,Pakfinjkfvhsk,M,yhfonjrzlcxxjyueemescvklrdl,2.0,0.0,Tempe,Tpjhe,United States of America,345862.0,5.0,726.0,R,General Growth Properties,3103571.0
zru12411,DHZKGPFPHAIRXCWKGPCZPBNPSRFEOGLKBUNYKICUDFCCQHRFGOUJKZEJLJYNKQUTL,8.0,zrumsfthyrksnjzznjtcuikw,,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,32.0,4.0,Huntington,vlngdbxrcmzf,United States of America,80008.0,0.0,630.0,O,Hewitt Associates,3082143.0
SPF12412,cwlesudpnqdmexgdvgybjgwuaomcjvwugozvmstmjjfrkstcigjtqkmjywrwobxwdrpirpe,4.0,SPFYIDBVLPLXZSSRQMYLUR,M,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,20.0,0.0,Philadelphia,Sjklxhigz,Canada,112907.0,,568.0,R,Inergy Holdings,2350906.0
Jkv12413,Lqsrookaiyuftmxftmixwcuvwcjtyuo,8.0,Jkvcckrde,U,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,72.0,3.0,Las Vegas,QKYPBVGP,Canada,456503.0,3.0,661.0,O,Rockwell Automation,2329279.0
KTR12414,,3.0,KTRJERXLV,M,Tdflapskkiaujthpyalamnapxnacsmfdl,,0.0,Winston-Salem,Adisxqrb,Canada,357698.0,0.0,427.0,R,SkyWest,3979805.0
WJW12415,Ffkpekpoycoijzazlkmvrulaclozanmmttgktwrcmfxsciomhjjtbivwzdv,7.0,WJWUXW,U,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,19.0,1.0,Lansing,onlrhgbsn,United States of America,161512.0,0.0,381.0,R,Aramark,1523307.0
AXC12416,Vtlxfbafhbctugtfapfkrdrrccuducxrupzkjrthrjpb,7.0,AXCNSKHEXWQQYEARMSQPETOFDOGF,D,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,20.0,1.0,Baltimore,Yypgwuu,United States of America,227873.0,5.0,372.0,O,Mutual of America Life,2238235.0
Bed12417,Fighffjvwdwjxjikvjofhycpsplsucbepkhyueuoyfywxmpecgkpmyqbk,3.0,Bedqdmebfnll,S,Jxklfmnuxsqrdfwedyqirke,90.0,5.0,Missoula,NMHPWONQJ,United States of America,325506.0,0.0,346.0,R,,1277080.0
xuc12418,RPURKWLFOIXCPQDSSIWOEYBFGQNIHIAAJZPCRDKQGZPTXXJGKEMQTSVSJHLZDFS,,xucwhdypxctcipqzetcetsmafizth,M,itknmzifghoaqcwbidswydgodv,68.0,4.0,Escondido,Jwwlvfqos,United States of America,137062.0,4.0,583.0,O,PNC Financial Services Group,1193309.0
tcx12419,AGMRCLQZWFHXEDTXOTMKMSTDBRBSHTTHOADMNXVWZBOWGOCIXBLHKIAWRBFU,7.0,tcxqrudjuscfwbkqzziqxxxvip,D,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,18.0,5.0,El Paso,Tyifrmprgwad,,119234.0,2.0,394.0,U,First American Corp.,1256050.0
HAZ12420,Fhbvrmpkesdqmaoiinwhmktermblsnoxtvqtsvloaqjzbirhpxftjcnburrjuiqsbl,1.0,HAZIHXRJGSSAHCOINXGZP,U,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,40.0,3.0,Berkeley,Lyrqhetmd,United States of America,85840.0,1.0,409.0,R,Universal Forest Products,3440147.0
Ryx12421,Ylgxudqsbl,0.0,Ryxbchdixwlpaer,M,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,,1.0,Hayward,,Canada,415986.0,5.0,655.0,O,Capital One Financial,3989521.0
Vdl12422,PPNBSXWKGPNYVNTNNQQBSUBIKTAYJVNGJVVNRCSEWJRKIYSPNYAVUIJAFADHSJGXRIMJFITJKS,9.0,Vdlqabwdfucyaabcsylxbbjaw,M,Yhhbqttwhseajlznmimlplmniwu,46.0,1.0,Hay River,cbilxxsksve,United States of America,93177.0,5.0,618.0,O,Regis,87565.0
Bcw12423,Vnwapdsvtnouhxkmuuhbtxcjtouxvothykibmbgucwhvhpgmvlinfhurjag,5.0,Bcwihxkcwuqgcmfepqnylgimr,W,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,35.0,2.0,Huntsville,Bcnvc,United States of America,387754.0,3.0,318.0,O,IMS Health,666818.0
GOD12424,,5.0,GODYTIHGD,M,PVLBZVIKP,72.0,5.0,Rancho Cucamonga,fcceudoqu,United States of America,222277.0,1.0,698.0,U,Automatic Data Processing,1224779.0
dcq12425,Ztcozaiqfwpcmnofnepzvhhmwthvsabmixnvfpntvqcwzfxfhivtmgiiuyvgrdoqdfoenivl,2.0,dcqcncncrkcdaosoycaih,M,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,69.0,,Kansas City,Hutjqwabgezm,Canada,499204.0,1.0,804.0,O,Brink's,1693605.0
Tyy12426,BMRQGLBJKUUICZVNNGQEMONRMSHDICWCYXGFOZRGAEYKWIBZTFIGQRHRCWPJPRPEHMSDB,2.0,Tyyxkdt,M,Spbmmusxvzzockkhq,35.0,0.0,Tacoma,Cwecqb,United States of America,466116.0,,780.0,R,Halliburton,26450.0
Dqn12427,BHZEHWNXCADHRVXHLBOGNOAOUDVYZONAFRMXWYWWFVFASQVSPKXSQMBSVKOXCGREOEIOYWXISIVQ,1.0,Dqnulzdzjtotkwligdxnfdkgigbry,W,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,63.0,2.0,Oceanside,Kzrtyjravoqi,Canada,101915.0,2.0,785.0,O,Commercial Metals,1882813.0
xjo12428,CJRXOZESEHDLUJRLRERSAJIOYMWWCGLWD,9.0,xjooavdsgkligxicsflnhmrhkon,D,Xdwaasskcjozbkbvjlieyeyvminnooqlmiqfazlieqegewtpzqvsrtsvqv,72.0,0.0,Irvine,Aypyddpdusp,United States of America,474135.0,0.0,811.0,O,Cameron International,2710179.0
ONE12429,GNXTLURJDHWAKUKYFUHQYQAMBVKPXCKQCZG,3.0,ONENVUNIIYKBOZFEGS,M,JEABCPOPMHLUKCDZXUCOYYYCTRWRYSFYQLURTFSCEWCQ,,3.0,Quebec,Fhmvjyj,United States of America,180533.0,0.0,628.0,U,United States Steel,449416.0
ium12430,Mgiurntkheqibfyswontptiywrgizlovumypvwetbfebmllrohluxnurhazwwhhsuuummlemlmaaaytj,9.0,iumdjlqvvmtsndwsgsjymycgmby,U,Hqvndeozwpnphkqsyvddpycassgfojmmnjnpmbewmxrxtiysetkaxqnqehgivmpxjomtkrhvkkisgqti,85.0,5.0,Providence,YIVMM,Canada,185369.0,3.0,814.0,O,Windstream,632566.0
qbv12431,rehouxgivoc,9.0,qbvmsshlwwacbvymlrlosretvpd,M,Ivgmxcbirmhrvvqdpljlyhoklrefyblfecdkwowoubumwxipvzbnv,93.0,3.0,Salinas,Dpjiguqslrd,United States of America,188850.0,1.0,617.0,U,ConAgra Foods,672540.0
uap12432,Fwteypxr,6.0,uapyabfpjfcxnwood,,,54.0,4.0,Elizabeth,Cgdcelyzpq,United States of America,367264.0,,344.0,O,Jones Apparel Group,131613.0
KWY12433,ynucrgkifdypjvfojyvljaznthygdnnwuufnd,,KWYLBU,W,tewauscexgxflbqdosjesnkqteyjwcrlmmpvmzctryfetudm,23.0,4.0,Anchorage,Hlbbutqcbp,,50713.0,4.0,843.0,O,Vanguard Health Systems,3425795.0
Qph12434,AWNWLVUTGAGKWSRUFZQOACULWUPFHRFTVVDVFWKHILZADCPEXFWWAUJUGNIEQVW,3.0,Qphfngkxgfxxfvu,W,Tvisucaew,82.0,,San Antonio,Gxfpta,United States of America,274112.0,2.0,628.0,O,Ross Stores,1354073.0
LKC12435,URMXUZNWAQULLJUAFJDSXNCOOJH,5.0,LKCBKKRADGOWTJ,D,Lpjswrlqapolaridhdqflfvxieaycs,56.0,,Waterbury,wxvvgou,United States of America,15485.0,2.0,344.0,R,Lockheed Martin,2362576.0
AYT12436,KHMXFXHOPGSFOTZWIYNWQDPJWQITDGKJRTQNNQHMXWPA,2.0,AYTRWMPNVWHNFKZW,M,Wugthsugtlguyu,93.0,5.0,Salinas,RLNBBD,United States of America,254665.0,1.0,516.0,U,Smithfield Foods,2656479.0
KVE12437,Pxjzmmaxcosfehnzsxurhxxrqtqiwtxq,1.0,KVELJAZMHDSLMBXJVFSDNHFDV,M,QSQGUGLNEDVAPMJLRLQFCGQXHUIYKNKRARJYNYEBKRH,54.0,4.0,Greensboro,Slvrbuphe,United States of America,33699.0,4.0,382.0,O,Herman Miller,3771914.0
NHC12438,Hrlakrbvnyhgzfyclkylxrluokbymnsvxidhwrnzrkmvssvmngazxhqvcckwfjkrrtehabodeps,9.0,NHCOT,S,gmnqydluavnp,50.0,5.0,Cedar Rapids,Iitve,,194510.0,2.0,489.0,O,Great Plains Energy,410340.0
Mim12439,HSXFWFTLPWNAVUGSMZKDHODPYNUOGNCEENKKTIKYUQLUGWMNNEYIIMLHGBQQLMHCZSJHDERFNDF,1.0,Mimgtfhedzsrgsnrtqzahvmren,M,cadjojgukwojwvlstacqdbmpewhmlvyljmkfmluaoyhphvknnlxqijbfqj,96.0,0.0,Atlanta,lamzzkbh,Canada,439923.0,1.0,544.0,R,Commercial Metals,3343842.0
JDU12440,Tzjxwmqdmkahbvcrizmhuhllzhqtxr,3.0,JDUKDPDWJANMMW,D,Whpidacnseojqwrgloamvmdtahoagpulycpcsxtjmalsumesrauvik,82.0,2.0,Topeka,Bmidgukwa,United States of America,379217.0,0.0,769.0,R,First Horizon National Corp.,3939423.0
ugf12441,Gtvfnxzwdtdenvsakmofzstdltrndabxfhysdeupzgljjbczcpwcgvlwzdqgwggqmycemfx,3.0,ugfuojkolo,S,,21.0,4.0,Madison,gpjxzsi,Canada,,3.0,525.0,O,"Toys ""R"" Us",2814442.0
Cir12442,efjpcfomodrcfqkmruypn,3.0,Cirlkmx,M,Ixaxaqeqyetnbtctdeofsvznscv,55.0,3.0,Dallas,Nlrur,United States of America,478841.0,4.0,599.0,O,Crown Holdings,3853170.0
Bpd12443,obrkvqjcfcuxmtwwwgeohsfphqnpemextxfhrirxtiqjlibosq,3.0,Bpdgac,M,Fjvrljdtevwgfbgkxfvfmsdryxry,88.0,5.0,Irving,Sgeph,Canada,331912.0,5.0,725.0,U,Newmont Mining,2017205.0
CXN12444,igtzcvzsgccspilsferxliqarvvqovg,,CXNMHFICGDFUWEJS,M,ucyamsgvfmvseutdcqvvob,88.0,,Lexington,ewlon,United States of America,188675.0,3.0,430.0,O,Plains Exploration,1521933.0
Qrn12445,Ygzumfnfluhtchwfscfzgjtwuwdysxpgndfdesxvjsxmuhslyhqhgjbmvcmogths,6.0,Qrnwn,U,FQOUYJWXRKQMEXQOEQEOGKJALAESRTSCGYEJ,56.0,4.0,Philadelphia,Yhvxrfnqcqk,United States of America,250216.0,1.0,702.0,R,Leap Wireless International,535441.0
Zqf12446,Zmvtrmwvnopewjlsxcfshofco,8.0,Zqffbnnfwhsrwcvnagvt,M,gadivgpexbepjitkmlxidlwfuequkwzlkroeffthqqhbakymyhthhcaqboadljhdivjkg,32.0,2.0,Las Vegas,Otbxjbxfcqbr,United States of America,166983.0,5.0,701.0,O,AMC Entertainment,3693277.0
Geo12447,Kitabcelnhpavuxvsawgfoldw,1.0,Geoejmiduhbguoqedstbhmobhats,M,Xpttptxrsepgoidbbdsnovodmqsgfbauprjrrujxiytssnrqlaniiubnihynbdoewqvqwmvjgqrwflpy,49.0,5.0,Dayton,nmskxkrfx,United States of America,236012.0,5.0,535.0,O,Computer Sciences,1396132.0
RSD12448,Bltdtphvaoqethnabqrjxrbxqhcdtudhlnarewbgozzhkkmsubwrkgtduxdcqghvjfamfeo,7.0,RSDINJVZIMQAMBSVFRWHPBRCRVE,M,nhxczumvjjjvacybcbvdbpcbujieilupeinmgeucdnzlqkmycikgqzierluonesbveyujjk,63.0,4.0,Syracuse,GUDGER,United States of America,298487.0,4.0,686.0,O,Varian Medical Systems,3324359.0
SRA12449,Srcoeqkljhkxtevmulg,7.0,SRARNJZYU,M,Droxzwqwtrnqvleqbzgsexjnykfpwxigfbyebtxtsqw,50.0,1.0,Burlington,TETPI,United States of America,285226.0,4.0,377.0,O,Nacco Industries,978388.0
Lav12450,pffcdrkokguyhlzxih,0.0,Lavmdednaayakdeqbzvmqr,M,Xncjeijmpnjrxa,63.0,1.0,El Monte,qwong,United States of America,90545.0,0.0,749.0,O,Occidental Petroleum,2730068.0
Hbp12451,qvegzeuonukpbsjigjyatlqhibnlugxjabpyjuwsvbofxrwbagomqhzziuuiaghbkmqannbhzejzgo,1.0,Hbpbw,W,looojkpusildkxkslfzgxzfjsivvskmcfpnhjdsbnkug,69.0,0.0,Colorado Springs,Ylenhlyuw,United States of America,483667.0,,662.0,R,Hudson City Bancorp,2866093.0
ujh12452,vdpgxgohgeaitouxlvzdbywzdakdlyviiwuwleucnmtihacshgdntypm,9.0,ujhhkbtwwivky,U,MHWNWPCWNKBLKDPTLWPIEXBEVPJKNXXVQJJUAQNIG,1.0,5.0,Oceanside,Qmbjm,Canada,162969.0,5.0,364.0,R,Ford Motor,210992.0
ZOP12453,Nwqzpjyd,6.0,ZOPFCUEYHNLNEFDFDAMCKWJUPGH,M,GIDLPXZCLCMWTUKKIVBFZWDDDWOBOLB,68.0,3.0,St. Petersburg,Dvnvxz,United States of America,175356.0,1.0,679.0,O,URS,3000419.0
Uwv12454,jgururcwcyobyeadejhbifediqftrrgmnioskfvwijvnqrxiigvqxnhxkribtynaj,5.0,Uwvzkxymp,M,Uwgvehe,75.0,0.0,Billings,mifpqfblkufx,United States of America,400852.0,4.0,627.0,O,LSI,1221300.0
Rza12455,Dhqccqumuzcfhowgtxkvmppk,0.0,Rzanxnohahbgsjpfbgqktu,W,acwhxdlmiedhkvcvzuurvcxhbmejvwnsjhxsozigttgvuajohejqqmvukfpyppyqccyravkfnyaa,93.0,2.0,Wilmington,gjnqnnqqfrcs,United States of America,183441.0,2.0,304.0,O,BlackRock,2257345.0
hof12456,EOIYQXHJVJJPGBITCDZIGZLWWIJOAUSCEHUTD,9.0,hofychyudulsrfjw,,HAHWDGGI,,0.0,Irvine,Cnwahqxvofb,Canada,278772.0,5.0,740.0,O,Berkshire Hathaway,3123600.0
Vms12457,AJATLLBAJZDMRXYIUOAMCGCWPAXAABCTAKXWVVRUMYKGDSSNJTPHGZLQBRXTCXROSLXZRREC,9.0,Vmslmeazugtzskceyfn,M,UCODSUQWCUCO,60.0,,St. Petersburg,,United States of America,,,781.0,O,PepsiCo,840391.0
Svu12458,,7.0,Svukhajsomdmftxwftmaaorhemb,M,ngdrvsfdyphaxethcgqotunnxeiqqwknslvlkxneifikijzhqttqknoqy,65.0,3.0,Huntsville,Kgxwf,Canada,499389.0,1.0,365.0,O,,1073099.0
TVP12459,Cnsdcwqutlhdpwgwojxvbipzolipqwueshusxrkhhrl,9.0,TVPIEQWLKHQCXHFXGLGUHGXK,D,nslhalhaveoxbhsdcohuhmfwmamzippfrbzvdjtltwapwwobpcbvdkvyuucnrapqolqnvfowfpt,74.0,1.0,Tallahassee,Qaboojgo,United States of America,188605.0,3.0,780.0,O,Goldman Sachs Group,1546917.0
Que12460,AKZVDAXSBMPCBWCTEJUJVA,6.0,Queudqjrbepblvwckcetecvr,D,Udgdgpupkxukdpebbtrmtmgrywtkmbltnltgncpfim,65.0,1.0,Edmonton,KOBJTHIP,United States of America,1992.0,4.0,739.0,R,,
gai12461,,5.0,gailifhfhh,M,Xmimvignkvb,80.0,5.0,Oshawa,mfunhaqkr,United States of America,310718.0,3.0,357.0,U,,3988446.0
Fof12462,,4.0,Fofbgsvptdgajvqmo,U,NPDLLABQRIVNJANLOEQNMDGFHNJPRCJWDGVQBSSAAV,92.0,4.0,San Antonio,,,121122.0,3.0,667.0,O,Estee Lauder,931589.0
Kbl12463,Dhyckgwfufushqmqcqknhigtkzkyjsaulhaqfdnolchgrgnbiorrvzqeejqfylhbdfbnhdn,7.0,Kbleswqixiyvazilyxorixyoypsbzr,D,OIUYMEGWPJKXHMD,22.0,2.0,Great Falls,zgxtkcjpr,United States of America,66785.0,2.0,463.0,U,Washington Post,1187661.0
fev12464,ZFOVPAYQZWUUGDALEUOBGNALHYPULP,10.0,fevjudkokvdtcje,U,schnwppictcaztbudwvxbanpgwckwgzjf,88.0,0.0,Des Moines,Qifgglm,United States of America,222723.0,1.0,740.0,R,Dynegy,
HID12465,Xacvdrhykkubbhlhzfyuhcfjawukvxuxexobusrzhkx,9.0,HIDWQLUBVAIUWWUTYUAJJ,S,ttyshyjjhrprqqvlqposmgpwsrkelnlqjrkrbzqif,52.0,1.0,Augusta,Ehbrmimcpqq,United States of America,475452.0,2.0,412.0,O,Westar Energy,429737.0
WOX12466,eoxvsblbjputewelui,9.0,WOXLWT,M,Tooxnlstauhvfjjvawxgqgloffcfausvgbqrccankebsgbacwjxyqnoitniufcriabpp,87.0,0.0,Ann Arbor,Dddjvjdjo,United States of America,146946.0,0.0,,R,Land O'Lakes,
lue12467,imrkpferwivqesyxtashmagrqmxocixgtfldsamxylbmfvjtjthltoqgkkeohbeiuxjbf,6.0,lueqr,M,Qvodtndpfjfhpjgcdprkzrrkejwnkgkpcwexnbxsgbqafiolvuykaazmgdwqatjovmkfngfiqt,72.0,2.0,Provo,Xxkuqp,Canada,407106.0,,584.0,R,Air Products & Chemicals,98587.0
LXZ12468,qbzwwlpcndzrvphefkdcslotsbglwhcsqdpuiebeofxqitmnbwyigilnhazti,,LXZDELRDEOFOQG,S,JJHLJBGJ,83.0,0.0,Columbus,Satqooul,Canada,328470.0,0.0,586.0,R,Centene,2322018.0
Sje12469,Vhhdm,10.0,Sjezefxcvbds,M,Dhegemejvzcwdpfqvsvbapsdbgwnlmgyopxfhqscvuulojphbrm,93.0,5.0,Pueblo,PEALKRYXPD,Canada,128628.0,4.0,398.0,O,Exxon Mobil,338648.0
Nsz12470,Pjmcsgkcqvmauiejgvebkeokwpzkyayigbwxzuqincphrkpaieczqezw,5.0,Nszbxccwwqidyotvalrybsuifuiemw,U,FWRJSDOHYBCESCXKLRKDOTQSSAKYXHUHNMXLXQKAFTCBLNBMQNZJOXWDL,87.0,3.0,Edmonton,tokmsupn,United States of America,261883.0,0.0,690.0,O,Viacom,1868366.0
MCW12471,iiybqxu,,MCWHW,M,Gqyyfbmxhnvkqiaveicivnqojjutxeybimlisz,56.0,5.0,San Diego,OLFREDNSQDB,United States of America,95440.0,4.0,,O,Perrigo,139799.0
