prospect_AgencyID,prospect_Income,prospect_City,prospect_OwnOrRentFlag,prospect_FirstName,prospect_LastName,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
ZII12670,384607.0,Sacramento,O,Hbtjsvfonkyluhfrsdcfiqa,ZIIKRL,0.0,0.0,D,26.0,503.0,Oracle,7.0,1820395.0
Usr12671,345356.0,Tallahassee,O,Ttondotvkhdrafornnl,Usryzeg,4.0,0.0,S,86.0,302.0,AptarGroup,,
Edd12672,,Huntsville,O,Natwcost,Eddyxgqa,2.0,4.0,M,40.0,341.0,Regis,3.0,2556151.0
ber12673,134192.0,Sacramento,O,TLTFMENRSOLJPIZIBBXPQU,berhbgnfcpluhw,,4.0,S,78.0,641.0,Legg Mason,4.0,2376379.0
Ruc12674,192709.0,Salt Lake City,O,Bebyyvamcjggbancf,Rucrvmxxgvpzkec,3.0,5.0,S,47.0,465.0,Synnex,7.0,2394348.0
Ldj12675,374912.0,Tucson,O,Rxqysujnnmbog,Ldjqql,1.0,4.0,D,4.0,728.0,Snap-On,5.0,1771397.0
Olx12676,418432.0,Baton Rouge,O,Uhlaoajbfbvspnnjqacil,Olxazqmjkxlqgoxnllxyujfnqxkvc,0.0,4.0,S,35.0,314.0,Autoliv,10.0,3881408.0
PSQ12677,,Tucson,O,Kqdbebjof,PSQURRMPBQDYZABJSODUYWRCBFPNWR,0.0,,M,10.0,717.0,FedEx,,1894706.0
ura12678,24007.0,Montpelier,O,IYRUXXHUQLNGQJ,urakcghiratbitfkfvdmkesimgts,5.0,4.0,U,3.0,696.0,Steelcase,1.0,2036747.0
DNP12679,325727.0,Laredo,O,Rdzisposqokikwnhspqmelurzgs,DNPHHOMIGVOCKSQRKN,5.0,4.0,U,72.0,751.0,Teradata,0.0,2817563.0
Ssb12680,70731.0,Hayward,O,JMOZWDTQXXMCOE,Ssbipyhunvhwxrzxius,3.0,5.0,U,5.0,628.0,Fiserv,9.0,13255.0
RTZ12681,50373.0,Fort Lauderdale,O,Sgkzxdhnelvcyvvdt,RTZIKNVFUCXEU,5.0,0.0,M,45.0,468.0,,2.0,384474.0
blt12682,41649.0,Bellevue,O,Wnqszyh,blthstqtktzgqrtt,5.0,2.0,U,38.0,512.0,Ashland,10.0,842697.0
Ncv12683,182537.0,Allentown,O,Whqpsfoowcqtfqooauyi,Ncvitkle,2.0,0.0,U,8.0,833.0,,3.0,1615869.0
Xxu12684,201659.0,Fresno,O,PTVZGMFFRHEUJLIITCXVKLJM,Xxujdi,5.0,1.0,M,88.0,809.0,Urban Outfitters,8.0,2806028.0
ZLP12685,470515.0,Jacksonville,R,TBDMTNNMMVNBQVEL,ZLPNLXPEWRAM,5.0,5.0,M,3.0,539.0,,3.0,2327223.0
Czi12686,139847.0,Pomona,O,Zwvjj,Czipkfwaruj,1.0,2.0,U,5.0,398.0,Genuine Parts,0.0,3062863.0
Bzw12687,389858.0,Mount Pearl,O,ythmqzyvbvkviewqepong,Bzwrwmuvihnwjjpgrhgvo,5.0,4.0,U,13.0,500.0,National Semiconductor,4.0,3665104.0
ILX12688,125117.0,Mesa,,Nuhhfqmcrmabfapdxrpaufqasmg,ILXUDSORUAXFRSXPPLBEXXOZDWR,3.0,3.0,M,19.0,665.0,Harris,9.0,1909287.0
Zbi12689,348702.0,Baltimore,O,clvmmwwzqfou,Zbizhcpuac,4.0,1.0,U,98.0,592.0,CommScope,9.0,2255175.0
dox12690,269794.0,San Bernardino,O,Wtvedtillfnjrbqmlrsmlh,doxskvgrrzsf,1.0,5.0,S,50.0,842.0,,1.0,2252741.0
Upq12691,182061.0,Buffalo,U,qxchsdmamoizrpibosufwqdioy,Upqmrcsynatvafbeob,0.0,1.0,M,52.0,644.0,Duane Reade Holdings,9.0,1403297.0
GMB12692,425074.0,Topeka,O,Uwjorelmlgjprdokxyoxeh,GMBGDZWSLYCCABVPETNGDPIWJTRW,3.0,4.0,S,38.0,787.0,UnitedHealth Group,4.0,2960380.0
pnz12693,63781.0,Santa Clarita,O,hrjwyvczmeijfhgkaxerlbcgyveurp,pnzrsuog,,0.0,U,70.0,847.0,Constellation Energy,0.0,472668.0
IYT12694,315743.0,Idaho Falls,O,Jbjgjrzreya,IYTBVGRLXFMHGIUYXVSINALWEKI,5.0,4.0,U,63.0,375.0,State Farm Insurance Cos.,2.0,2767831.0
gck12695,167074.0,Henderson,R,Btzinnhti,gckrxscbtqvpuclgpxmgbemmf,1.0,2.0,M,26.0,696.0,Sanmina-SCI,5.0,1995301.0
qil12696,413027.0,Edmonton,R,NMHFCDDFGWKOQLSYGSP,qilbi,4.0,0.0,W,98.0,682.0,,1.0,1349377.0
Hvg12697,,Regina,R,Habilsk,Hvgicfzoxkqentplnf,5.0,5.0,M,46.0,660.0,Eli Lilly,2.0,2818087.0
zpn12698,497937.0,Baltimore,O,Vtmkxegxwb,zpnzxylqstqdqbvgasdhzqnpvbz,1.0,4.0,M,86.0,510.0,Benchmark Electronics,9.0,210243.0
kiq12699,248226.0,Tampa,O,JZNKEBAGVUIMOCGRXXWDT,kiqkfzque,5.0,3.0,M,89.0,841.0,Mettler-Toledo International,6.0,2718213.0
VCM12700,377629.0,Portland,O,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,VCMBRMX,2.0,4.0,M,57.0,643.0,United Parcel Service,1.0,2849177.0
blf12701,10679.0,Garland,O,lqpmasgluptkd,blfbwijtajtrhyrgebqln,1.0,1.0,M,78.0,440.0,Great Atlantic & Pacific Tea,7.0,1549264.0
UIJ12702,192767.0,Honolulu,O,Ncjadalfpdiyl,UIJVEKGXFCVMLKLEWTGT,1.0,5.0,W,65.0,594.0,Dr Pepper Snapple Group,4.0,1496844.0
Lzk12703,290016.0,Cheyenne,O,FZOILOCPSEQMCHJHBKKIODFHUKZJO,Lzkpackwofizjhyxvudasjvpfcvm,4.0,0.0,D,55.0,547.0,Interactive Brokers Group,7.0,678317.0
wuu12704,67982.0,Las Vegas,U,QWAAREQEFEEXEVCNMUCVUPUZNU,wuugpejcponsghxvcusmznuwtkwnii,0.0,1.0,M,27.0,633.0,Roper Industries,9.0,105179.0
QJQ12705,387876.0,Thousand Oaks,U,Zveskxdpnuymce,QJQNODHQVCXGMLTQGMQTOJOAZZKX,3.0,4.0,S,100.0,,Psychiatric Solutions,9.0,684657.0
TJU12706,93790.0,Lowell,,Bqmqqundy,TJUBQPYLFDTHHXMMEYWSFNGVGOL,0.0,3.0,S,47.0,,Int. Flavors & Fragrances,,2361504.0
Prl12707,444030.0,Newport News,U,Epyomfhzgqjqltpnmndvwcqhjma,Prloyjtd,5.0,2.0,U,7.0,685.0,,7.0,2052489.0
YHN12708,405013.0,Missoula,O,DDEXPNRBYEWKCEHA,YHNOPMKXYUGJPVRTBDEULTBBF,3.0,1.0,M,,360.0,Newell Rubbermaid,8.0,3078634.0
Tgg12709,360475.0,Cedar Rapids,O,Ojvjbapmnvabgbosaiw,Tgglffdfrufqscdxupsdrihlkc,2.0,2.0,M,95.0,470.0,Holly,9.0,3038032.0
Tqr12710,498874.0,Columbus,O,ocvhuetb,Tqrfbfkgbexagnfsvzpouzuipu,3.0,4.0,M,41.0,759.0,Bucyrus International,5.0,2330428.0
Avc12711,229234.0,Gary,R,duhwlbf,Avcofenwarlhzbyhrgxj,4.0,1.0,U,2.0,545.0,Continental Airlines,10.0,3308566.0
Rgd12712,89874.0,Grand Rapids,,nlvitipswaxefbwzh,Rgdrcdwollbmkfixisamrilavq,3.0,2.0,,77.0,776.0,AptarGroup,5.0,3388085.0
cxe12713,286267.0,Fargo,O,Rkuxt,cxegbzymnryzonfekrkrgbcw,2.0,3.0,S,58.0,379.0,CACI International,1.0,2886502.0
xko12714,,Missoula,O,Epkrveivcevncovguvdysd,xkofasfemcnovfxddjgxi,2.0,1.0,D,43.0,335.0,Century Aluminum,2.0,1796249.0
Spj12715,208694.0,Calgary,R,uwqjbvh,Spjpbwfnunozxdmarjgusifk,5.0,0.0,D,61.0,320.0,Gilead Sciences,3.0,2068390.0
pdn12716,208792.0,St. Petersburg,O,IVUJSLPNSCXREGPPHFCXORZ,pdnllay,1.0,0.0,U,47.0,472.0,Frontier Oil,3.0,3240543.0
LFJ12717,480968.0,Bellevue,R,Dtrrkvekxbonglfuqfhmpsbnv,LFJQDZXBIHELLFWSDXNJGR,5.0,2.0,U,5.0,744.0,Benchmark Electronics,1.0,2019533.0
XQN12718,64656.0,Naperville,R,Jrxmkxuk,XQNTGABLOIPNZE,3.0,3.0,,67.0,662.0,MetroPCS Communications,2.0,1306688.0
Rrh12719,3353.0,Idaho Falls,U,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,Rrhrfcevscgqgpptj,1.0,0.0,M,31.0,805.0,Laboratory Corp. of America,7.0,
Gru12720,180918.0,Denver,O,tmwcqmefn,Grufpwjqjkjm,,,S,0.0,,Cimarex Energy,1.0,2709484.0
Xkl12721,221425.0,Oxnard,O,Udoiqzoq,Xklartfiic,0.0,0.0,W,23.0,576.0,Enersys,9.0,90630.0
Lcg12722,143235.0,Boise,R,Rgloqpbgbqaasmodxpwseztw,Lcgtiinanaouu,4.0,2.0,M,97.0,809.0,World Fuel Services,1.0,128206.0
VCQ12723,325005.0,Huntington Beach,O,pfuarefoligsjcmtaghesp,VCQBTSARWQKFF,2.0,1.0,,74.0,830.0,Hawaiian Electric Industries,2.0,463510.0
WXE12724,146854.0,Billings,O,btfgdko,WXEDRZDCHXYBU,2.0,2.0,U,81.0,624.0,Children's Place Retail Stores,10.0,1158961.0
Kzq12725,70684.0,Hamilton,O,pmahueafkkbjj,Kzqsyqonnn,3.0,4.0,W,3.0,303.0,Administaff,4.0,1656178.0
Bcr12726,71920.0,Paterson,O,OLAWHVUQJBFPPMKDWBKWJV,Bcrtykao,1.0,2.0,S,45.0,337.0,ConocoPhillips,10.0,2373768.0
MEZ12727,,Fayetteville,R,Tbryjtljsq,MEZZWEFIPTTER,2.0,0.0,M,,418.0,Kelly Services,5.0,3672224.0
jnp12728,22804.0,San Jose,O,Bnkzsstawvjfwxoekhodnzfmmiaav,jnpbgvqocgtrt,0.0,3.0,M,,700.0,Unitrin,2.0,2519490.0
Ehq12729,170476.0,Columbus,O,Ykhjkitlavkg,Ehqqsmyxkpeknuwuqabefdk,3.0,4.0,D,3.0,589.0,Union Pacific,5.0,2409054.0
Etz12730,443935.0,London,R,Covfptmwhgwhidjcrooavgjyffnjj,Etzkcqajvmlgdaxcavwoliqodakp,4.0,1.0,U,29.0,822.0,Cliffs Natural Resources,5.0,1891394.0
hop12731,38784.0,Waterbury,O,Burdgrrfwy,hopokgpkqydykpje,2.0,3.0,S,,327.0,Chiquita Brands International,6.0,1271315.0
FOW12732,261650.0,Hilo,R,qehljlc,FOWTMC,,5.0,U,16.0,468.0,,0.0,2492456.0
Ewc12733,27589.0,El Paso,,Wfafvvswtsrdbaefkvcp,Ewczhkojyckycwrnjvcdz,1.0,4.0,S,60.0,770.0,Baxter International,8.0,2414960.0
DWL12734,269140.0,Halifax,U,Xvbjpnprvxtkqxqfv,DWLEMAODQ,5.0,0.0,,98.0,371.0,Virgin Media,6.0,1962531.0
Nhl12735,68029.0,Calgary,U,Vqxodvjfju,Nhlfdee,5.0,3.0,M,28.0,467.0,Susser Holdings,8.0,1652119.0
Bef12736,234504.0,Cleveland,O,Yrucxadpttbnechqqvkmsbyggljtm,Befvvofjathkrkwpd,2.0,5.0,M,80.0,652.0,,9.0,291940.0
Dui12737,251827.0,Fontana,O,tkjvfddcgxgxrucubxalvtrccfuba,Duinql,0.0,1.0,M,8.0,423.0,United Technologies,6.0,2109127.0
Wgg12738,324957.0,Coral Springs,U,XTEOHPNJGYDPIUDG,Wggawvaxngjsjcvrohdeozkbnppiwb,3.0,4.0,M,92.0,797.0,Juniper Networks,3.0,1396116.0
CMA12739,408152.0,Denver,O,LCHBSHVIUFJHM,CMAXFMTPQMREYLQBFLGDKMPQRERPWP,4.0,0.0,M,14.0,412.0,T. Rowe Price,1.0,3427264.0
Lly12740,343684.0,Modesto,O,QNGROIJWBLLE,Llyscuvnssxokjwtxhvhcggxmo,1.0,1.0,M,12.0,368.0,Hill-Rom Holdings,6.0,1389496.0
qmd12741,178944.0,Sunnyvale,O,cldhliizryiuv,qmdcikvtlbf,1.0,3.0,S,16.0,,Atmos Energy,2.0,2006655.0
UOC12742,453130.0,Glendale,O,Ibbcaaonfcyqkqdg,UOCNBX,0.0,5.0,D,45.0,539.0,Publix Super Markets,0.0,2842747.0
wdi12743,255294.0,Jackson,O,Kkfwqerauruvvqvjfytaecvnhijy,wdiezlprrgm,4.0,4.0,M,9.0,,Union Pacific,5.0,3979196.0
Yuz12744,333377.0,Grand Prairie,R,OFSRITZDP,Yuzvurnhnzdeaepzzlrmulnbwmv,2.0,5.0,U,76.0,432.0,Men's Wearhouse,9.0,2976882.0
tze12745,207260.0,Denver,O,Fpaqsgjwsbrqpummmficaesejtve,tzeczrfcijbkiokduhkcsfsnn,,0.0,M,46.0,,CSX,7.0,1475651.0
ayo12746,259571.0,Ontario,O,Kfphjusfbtczdohl,ayosulsuoiaefikdokxdol,1.0,3.0,S,24.0,761.0,Mueller Industries,5.0,1667054.0
Bnm12747,477142.0,Virginia Beach,O,YNMXZAONNZDYUQRQXLFNPOM,Bnmqwfexewigqnwrh,4.0,1.0,S,17.0,,BMC Software,1.0,3019806.0
snt12748,158232.0,Calgary,O,Qaxbnkejhxmhqtlxmknm,sntjiccudmrcogxn,1.0,5.0,S,63.0,761.0,Dole Food,8.0,3688877.0
uts12749,302008.0,Augusta,O,Hrrdtuorr,utsgquqbadftbjjmhacjdfcniq,0.0,3.0,M,0.0,480.0,Dean Foods,3.0,965025.0
Wov12750,468591.0,Mount Pearl,U,Iojnwgwbzfhidimszkt,Woveokphxyjflhrwhsoh,2.0,1.0,U,78.0,629.0,PSS World Medical,4.0,1963612.0
DEJ12751,148499.0,San Bernardino,O,Ugxscyjl,DEJQYMIPAVOTIMTCQQRRRK,5.0,2.0,S,95.0,594.0,Zions Bancorp.,10.0,1363035.0
Bsd12752,233574.0,Jersey City,O,jvnvhlartkwjjqmerbepezxgqskhb,Bsdqqzzfdluxnxbtxy,2.0,5.0,U,19.0,,Snap-On,0.0,2901258.0
Avp12753,404865.0,Elizabeth,O,Yxxoatrwjamdigmtik,Avparwipgikakfqmpyxgvpaebqn,0.0,3.0,,36.0,594.0,Bank of America Corp.,0.0,705059.0
IDD12754,214145.0,Laredo,O,Ixchidhdidaic,IDDHRY,1.0,5.0,S,93.0,506.0,Graham Packaging,6.0,2791193.0
Uwy12755,24681.0,San Antonio,,CLEGVNWBRSHWVOVOABX,Uwyqbrjmbdzoibhtvs,1.0,3.0,W,52.0,729.0,Eastman Chemical,0.0,3812048.0
Lgm12756,330749.0,Vallejo,O,VTLJFSBMCFFQQYHGAIACY,Lgmrxcabwijqjcihbwgfgkolz,2.0,3.0,S,67.0,640.0,Dell,9.0,2962749.0
Tvx12757,164153.0,New Orleans,O,OGMVKPBYOBPOWFY,Tvxvsbntvhtrp,0.0,2.0,M,38.0,468.0,Airtran Holdings,5.0,2495409.0
xgt12758,268255.0,Huntington,O,SYGDORCOTKZIHYTXFNMECW,xgtnzsej,2.0,2.0,M,68.0,471.0,Verso Paper,8.0,2326724.0
Qbk12759,280171.0,Raleigh,O,Nyprsqcmdpvtwrdnygjlggsa,Qbkexf,1.0,4.0,U,29.0,565.0,Moog,9.0,2376817.0
ZQT12760,458654.0,Mesquite,O,Gyitg,ZQTKRIOSMHDMEVFWTMIIZP,2.0,4.0,M,77.0,670.0,Complete Production Services,5.0,3586237.0
LFK12761,267700.0,Oceanside,,Otzcevervjmx,LFKXBYQOVSNJHHCNQWJCRUXXDKYAB,3.0,3.0,M,57.0,705.0,Eastman Chemical,6.0,2982659.0
tqn12762,209935.0,Omaha,O,Zzphros,tqntscfchcakmekow,4.0,1.0,S,2.0,499.0,Ingram Micro,10.0,1636130.0
Coh12763,154622.0,Escondido,O,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,Cohcrxazgu,0.0,2.0,S,14.0,557.0,Rowan Cos.,9.0,1832841.0
CXG12764,227526.0,Winnipeg,R,Dsanlvrzkctcsekvwrad,CXGUSOWUHAVKWUTWEMLKIVQAQEXGWS,4.0,5.0,S,70.0,556.0,,1.0,225911.0
Ayl12765,248490.0,Ottawa,R,Mkplmvpixduynufditjhau,Aylpj,1.0,2.0,D,,807.0,Brinker International,,735034.0
DGO12766,250533.0,Escondido,O,JWEDZJOEIFIDQTQ,DGOPZCSKEEPVRJDHXAGDUR,3.0,,W,41.0,796.0,Solutia,4.0,2233050.0
WVC12767,322757.0,Fort Lauderdale,O,Ztzllrziwscuppvyzwfmwbyz,WVCUMWEXMCSTTAJGI,2.0,1.0,M,35.0,303.0,RadioShack,9.0,1655028.0
KDB12768,36959.0,Santa Clarita,R,Tjkmsusgudupuqz,KDBDCGDQB,0.0,5.0,S,56.0,341.0,Fastenal,4.0,1898862.0
AOR12769,,Salinas,R,gflirskkctl,AORYYFWLNWIRPZ,2.0,1.0,M,36.0,688.0,Duane Reade Holdings,5.0,277576.0
Uve12770,427664.0,Windsor,O,Mssccgnczpvq,Uvejigaoeclmpde,2.0,4.0,U,82.0,512.0,,1.0,1813911.0
ZQB12771,466745.0,Ann Arbor,O,AVKSGPT,ZQBNBK,4.0,2.0,,79.0,578.0,Darden Restaurants,0.0,2731708.0
qic12772,479844.0,Long Beach,O,qlgdoaccz,qicuqo,3.0,1.0,M,98.0,333.0,Cognizant Technology Solutions,4.0,1614600.0
SLM12773,303821.0,Escondido,O,Wpdtbjpoiyskmxpvipofoqyjakncjn,SLMKDAKE,,5.0,U,33.0,612.0,,5.0,2932536.0
BVK12774,425556.0,Mesquite,O,Xcdynwcgthqcabqeqpvfiuypl,BVKTYWHSMGXPGSKS,0.0,0.0,S,39.0,562.0,Family Insurance Group,3.0,340111.0
TSS12775,124447.0,Columbus,O,ajugjrckrl,TSSUMYFHA,2.0,4.0,M,87.0,733.0,Micron Technology,7.0,2069640.0
Izp12776,,Detroit,U,kdavfndsc,Izpgn,0.0,4.0,S,,684.0,Boise,8.0,2902304.0
Hnk12777,41396.0,Tallahassee,O,GLPATWVVVUTGSTMHASLXMYB,Hnkdjmxtzfjwmegatyyhvdzrqcrgj,5.0,3.0,S,99.0,306.0,Cracker Barrel Old Country,10.0,2348577.0
ezn12778,18611.0,Santa Ana,U,wxqbmyv,eznglxduttemusmelvksp,3.0,3.0,U,98.0,307.0,Verso Paper,1.0,2768481.0
AQP12779,230345.0,Lewiston,O,BISBOFEAZCPGZWSVGW,AQPYPZAATXRWOAQDG,0.0,2.0,M,,500.0,Sovereign Bancorp,10.0,3416147.0
bjo12780,194995.0,Tacoma,O,Gdcmzkjmwqwalekhflgpwrwaj,bjozixpty,0.0,0.0,S,31.0,314.0,Thermo Fisher Scientific,9.0,2178505.0
Kbu12781,57767.0,Wilmington,O,ipqnosmo,Kbuxjq,0.0,4.0,W,86.0,723.0,Raymond James Financial,8.0,2714350.0
Tck12782,282775.0,Virginia Beach,O,Bblqspnfvqlqjilh,Tcklwykdai,3.0,0.0,U,22.0,379.0,Cephalon,7.0,1075163.0
tff12783,106492.0,Kitchener,R,Oxnrromgkhcwj,tffhjjwtwcrd,1.0,2.0,D,48.0,507.0,Merck,5.0,3337628.0
Vmj12784,417140.0,Independence,O,Tirxinnvanttgjz,Vmjubnktwpfggwqvqyekew,2.0,2.0,D,40.0,709.0,Genworth Financial,0.0,3377688.0
iog12785,463553.0,Pittsburgh,O,amdbpabyghknkpfxrrogi,iogdwckfjm,5.0,0.0,W,96.0,735.0,Apache,7.0,1647699.0
OXX12786,47424.0,Fort Wayne,O,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,OXXSYUHUNOCQWR,4.0,5.0,M,0.0,390.0,PNC Financial Services Group,1.0,139049.0
Nnh12787,254769.0,Salem,O,Hnlnmoezpzhiuwmzykegedynzb,Nnhcvwphujqstjnktbbrazf,3.0,5.0,W,6.0,764.0,eBay,5.0,1256678.0
Jqs12788,97811.0,Alexandria,O,Tolxjugrp,Jqsehxsxlgwji,0.0,1.0,U,85.0,691.0,DynCorp International,10.0,151006.0
hqd12789,196081.0,Miami,U,Xiwosrxuaeowoiaknoaffuhuydfyx,hqdphdc,1.0,2.0,S,99.0,324.0,Con-way,7.0,2456971.0
Quv12790,84836.0,Augusta,O,Jazosupd,Quvzgqipjxypcfuubylumiarxlg,0.0,1.0,W,10.0,790.0,Cintas,10.0,
Gwh12791,325582.0,San Diego,O,PGGSUHBEIRFDYENWGYSIH,Gwhvhlgswdcpqlwrdoroi,1.0,,U,13.0,,Telephone & Data Systems,10.0,93054.0
Fjw12792,237593.0,Iqaluit,O,Myaklwwnkhchmhkepww,Fjwdhh,0.0,2.0,M,99.0,761.0,Estee Lauder,5.0,3004510.0
Dnr12793,20584.0,El Paso,O,Fjkiijqcctezdrrkasftk,Dnrdykztwpr,,3.0,U,24.0,805.0,IAC/InterActiveCorp,2.0,661782.0
Bks12794,277371.0,Colorado Springs,O,JEBYIYSIS,Bksxpofiszutahqxlmixxbplsbdhb,0.0,2.0,M,21.0,340.0,Questar,2.0,754597.0
Ipk12795,18527.0,Whitehorse,O,Tydrdelhh,Ipkpddgzemisarekn,0.0,0.0,D,30.0,580.0,Annaly Capital Management,3.0,1121803.0
Seg12796,232525.0,Rancho Cucamonga,O,Eworaozsjwgov,Segjlwfvypy,5.0,,S,62.0,392.0,MeadWestvaco,1.0,3790711.0
Dcb12797,348317.0,Sherbrooke,O,JIGOXJPXBNWWEIXSSVYYAQGZ,Dcbfdimiyemsmkofbro,2.0,2.0,U,83.0,465.0,Modine Manufacturing,5.0,2358798.0
hso12798,17172.0,Rapid City,O,Ocmjqibz,hsoclfugecxm,1.0,,M,75.0,612.0,International Game Technology,6.0,3792177.0
Hvc12799,101538.0,Fullerton,O,wbfleija,Hvcoxsthrifcbhicazovt,0.0,3.0,S,84.0,386.0,SanDisk,5.0,217123.0
OEV12800,207633.0,Lewiston,O,Bhqaiw,OEVZKEMSCWWIRCVAFXJKGBQ,5.0,4.0,U,36.0,821.0,Cintas,7.0,3461827.0
Clj12801,471030.0,Lansing,O,Uvfbbix,Cljabrqzfsvtwbqop,2.0,4.0,S,74.0,688.0,NewPage Holding,7.0,2413480.0
axh12802,354182.0,Oshawa,O,GLJZMNFJYM,axhlcxxpdovisramnfioczkan,0.0,0.0,M,20.0,663.0,Analog Devices,4.0,234759.0
tvp12803,449544.0,Providence,R,SAKZNWVCAHPL,tvpgqewuboqqjiapxaow,5.0,0.0,,52.0,501.0,NII Holdings,5.0,726934.0
Egl12804,474564.0,Fort Lauderdale,O,DCARBFJSIL,Egluk,2.0,5.0,W,69.0,337.0,Jones Financial,5.0,1566133.0
MGE12805,348607.0,Halifax,O,bkuhv,MGETL,1.0,3.0,U,47.0,567.0,Lowe's,0.0,3534013.0
Bla12806,172472.0,Salinas,U,Rboxyycvmlvlzladyesebkibu,Blanrsiuucrjgkk,0.0,2.0,M,6.0,392.0,TravelCenters of America,10.0,2657465.0
Fjj12807,440512.0,Indianapolis,O,UUHHOEEZAXPPJNIPLNDNMC,Fjjbrgikauxawfnkv,0.0,1.0,M,30.0,670.0,Liberty Media,5.0,3972575.0
Pdr12808,240823.0,Huntington Beach,O,eliqdimzntw,Pdrvpfugzngjgwedgllvziyiocaf,1.0,4.0,S,6.0,787.0,Kla-Tencor,3.0,569710.0
xiq12809,448404.0,Charlotte,O,HBGVICLOAWNCKNB,xiqguiacrhvqxrgwt,5.0,,W,4.0,,ScanSource,5.0,2674656.0
zec12810,376049.0,Jersey City,O,Tvhshpiflgdyvnummfogjj,zecsldldxfincixmgukd,3.0,5.0,M,69.0,802.0,Unum Group,10.0,1451357.0
Mdg12811,40608.0,Columbia,R,dwgsgwdocunuxfupvixko,Mdgbcff,0.0,0.0,,83.0,320.0,Tech Data,3.0,3569009.0
Djn12812,157166.0,Hull,O,Gyoqvimmpi,Djnhhvoupofew,4.0,4.0,S,34.0,506.0,Dollar Tree,6.0,1045251.0
ept12813,492420.0,Wichita,O,Gbqoj,eptzbzlsgkwhzar,5.0,0.0,W,86.0,640.0,Alliance Data Systems,7.0,1557374.0
xlt12814,178022.0,Edmonton,O,Hnkhpm,xltcspdhqt,3.0,1.0,M,,,Emerson Electric,3.0,3716113.0
Sfs12815,238253.0,El Paso,O,rbpqllm,Sfseogkwwcimccbozphvsw,1.0,5.0,M,67.0,616.0,O'Reilly Automotive,0.0,2710340.0
lxw12816,362259.0,Lowell,O,Carppugrrmtlvocqfgowdraill,lxwmxoptpvrnrqwmjxjnydexzjce,,0.0,W,10.0,827.0,PPL,4.0,2728067.0
DVD12817,92401.0,Charlottetown,O,zmgxzqrlvouhsrrzjfjsgiddkxpjhc,DVDHKBXAMV,2.0,1.0,M,46.0,600.0,Energy Transfer Equity,8.0,568080.0
GLC12818,86006.0,Denver,O,Klywfvn,GLCJFCWD,1.0,1.0,M,64.0,502.0,Polo Ralph Lauren,3.0,358790.0
Ppj12819,403817.0,El Paso,O,MIWLRS,Ppjdxpybztxtwztbyjszpcwiwziupm,,4.0,S,41.0,320.0,,0.0,2918098.0
Jsm12820,20449.0,Charlotte,O,HMBJXPOITLGO,Jsmzwcmewknfeby,3.0,4.0,M,29.0,,Ecolab,6.0,302848.0
JLI12821,339958.0,Mesquite,R,wedvvogzjvthdvzhgkcvtqq,JLISWIVFHZEFVHUODEH,,5.0,S,92.0,649.0,Penn National Gaming,1.0,2132086.0
WGO12822,452258.0,Fairbanks,O,embwfjhgmozdufyfxitsdrbnkddfld,WGOOQPPT,5.0,5.0,S,4.0,482.0,Qualcomm,10.0,733214.0
nyk12823,234378.0,Lansing,O,Kfoyqggkbcxzk,nykpsr,4.0,1.0,U,25.0,589.0,Roper Industries,4.0,2857093.0
DCX12824,446427.0,Independence,O,fojdpermiblkrup,DCXMJAZTVHICHDTDIYJSUKLS,3.0,0.0,D,12.0,317.0,Charles Schwab,3.0,1960738.0
prk12825,,Baltimore,R,UKTXXUHVXWIBGIBXURAZWNUQOM,prkmxalpdjyzots,5.0,0.0,U,,764.0,Valero Energy,5.0,28764.0
Keq12826,249143.0,Rapid City,U,Swjbltfvupktmgk,Keqmqvjh,4.0,2.0,U,63.0,737.0,Dun & Bradstreet,4.0,2778082.0
Pik12827,440389.0,Regina,O,ZEAZGFDLKKUKXHU,Pikhhovay,1.0,3.0,U,34.0,453.0,Nationwide,0.0,3017214.0
aqi12828,402172.0,Tempe,O,kxhyhlwdfntlu,aqimpnjfydokuokghmzjeojowl,1.0,2.0,W,12.0,300.0,Scotts Miracle-Gro,2.0,
tzl12829,424026.0,Sterling Heights,O,BKKVEROPNGDGSIABPXYWTL,tzlwnjnoyzifbddw,2.0,5.0,M,23.0,458.0,Northrop Grumman,4.0,547605.0
ool12830,444330.0,Edmonton,O,UAUQPNTMABRSSDEWJNOM,oolkgiwlrskrehzbko,4.0,1.0,M,73.0,,NewPage Holding,10.0,1923491.0
Gcs12831,305897.0,Pasadena,O,tkalfzzb,Gcsoskmqpaksnrsvztuyi,0.0,4.0,U,36.0,317.0,Celanese,7.0,274597.0
Tqd12832,377098.0,Little Rock,R,FGCXVONIH,Tqdvleqz,2.0,,U,51.0,828.0,OGE Energy,5.0,1016413.0
Imt12833,18397.0,Tallahassee,U,lnbkaj,Imtzjjxqnr,4.0,4.0,U,53.0,676.0,Pepco Holdings,6.0,2712645.0
Onk12834,43751.0,Independence,O,yzubkaygflgti,Onkigmi,5.0,2.0,S,35.0,499.0,Ruddick,0.0,1977750.0
