AgencyID,Employer,LastName,CreditRating,Income,AddressLine1,NumberCreditCards,City,NetWorth,OwnOrRentFlag,State,Country,Phone,NumberCars,NumberChildren,MaritalStatus,Age
Ztw11679,Jo Ann Stores,Ztwdmfmfjewnjqjorlxpxryvxfxhe,563.0,483010.0,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,4.0,Fort Wayne,3963144.0,U,ME,Canada,1-176-162-5262,5.0,,M,74.0
cil11680,Telephone & Data Systems,cilfffvvxterraobjuxnp,745.0,312551.0,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,0.0,Albuquerque,2601194.0,O,IA,Canada,1-410-981-0577,4.0,1.0,U,19.0
Xdr11681,Gap,Xdrfcwjyhbmcpbramwjowsbrj,723.0,3571.0,,0.0,Little Rock,1673953.0,O,AR,United States of America,1-594-359-0657,2.0,1.0,S,65.0
Ctr11682,Paychex,Ctrhp,815.0,200037.0,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,2.0,Warren,270302.0,O,Newfoundland,United States of America,1-401-555-3070,2.0,1.0,S,40.0
SBH11683,Windstream,SBHMFSDEHRFAH,,184904.0,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,5.0,Milwaukee,275543.0,O,FL,United States of America,,5.0,,M,31.0
xla11684,,xlafaqjxebehjyasful,494.0,264753.0,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,7.0,Cleveland,1537051.0,O,FL,United States of America,,2.0,4.0,U,49.0
TKM11685,Pentair,TKMWFTPHYIFBILRQGEDXLGPJK,502.0,357753.0,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,4.0,Long Beach,,R,PA,United States of America,1-753-130-8370,5.0,0.0,M,64.0
gme11686,Securian Financial Group,gmenajmyxpkjteojobwahxlq,604.0,119675.0,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,1.0,Jersey City,1738558.0,O,MS,Canada,1-152-194-8209,1.0,2.0,M,6.0
Ohi11687,Watson Wyatt Worldwide,Ohiqxgrpvunrznq,627.0,274993.0,KTFEJNLWNSXLC,9.0,Overland Park,2116401.0,O,SD,United States of America,1-191-951-7804,3.0,0.0,M,45.0
Xpb11688,Mercury General,Xpblltvhzrehqmkgbcxvqd,626.0,,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,4.0,Bakersfield,1678971.0,O,IN,,,5.0,3.0,M,59.0
Vlg11689,AnnTaylor Stores,Vlgfisaa,771.0,419338.0,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,5.0,Allentown,2669106.0,O,AZ,United States of America,1-471-247-1746,,,U,51.0
Fzm11690,Realogy,Fzmovsxoipxzn,309.0,207435.0,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,6.0,Eugene,1901664.0,U,ND,United States of America,1-114-745-7251,1.0,2.0,U,35.0
WDT11691,Fifth Third Bancorp,WDTRCCLYGCUNZ,504.0,,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,0.0,Tucson,3038656.0,O,FL,United States of America,1-477-243-2249,3.0,3.0,S,71.0
HJM11692,EOG Resources,HJMGJRLBASOQHORCMJRETPHQ,329.0,398542.0,,6.0,Yonkers,2453031.0,U,TX,United States of America,1-452-030-9422,0.0,4.0,S,87.0
PEI11693,L-3 Communications,PEIIOEYNCDDMSKBQDEJW,423.0,223669.0,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,9.0,Escondido,207536.0,R,OR,United States of America,1-442-354-3443,0.0,4.0,D,49.0
RBT11694,Lowe's,RBTNPGXNYUUYIVPIVV,607.0,473319.0,Mwgmvkcgqltyvd,6.0,Vallejo,206639.0,O,Alberta,,1-098-984-1794,1.0,2.0,U,58.0
Yka11695,Visa,Ykakquplmhqtqgsp,606.0,100209.0,mzlylvnmjdavszmcwclkbdjyjksmrayiw,7.0,Santa Rosa,2985447.0,O,Prince Edward Island,United States of America,1-794-059-4223,3.0,1.0,D,28.0
WNT11696,Occidental Petroleum,WNTSCZXSGPLOVHYSZJTSFRET,594.0,319306.0,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,6.0,Corpus Christi,2053374.0,O,SC,United States of America,,4.0,3.0,M,55.0
ywr11697,O'Reilly Automotive,ywrrxbf,357.0,8973.0,Kvyqlqllprccegvoo,0.0,Dayton,1408481.0,R,LA,United States of America,1-654-654-7304,,5.0,D,65.0
Jbb11698,Thomas & Betts,Jbbgalawii,827.0,307477.0,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,3.0,St. Petersburg,2945555.0,O,AZ,United States of America,1-744-200-7047,3.0,2.0,M,23.0
AXF11700,KeyCorp,AXFDTOMDSCEXTAJFCFTFPANS,457.0,193836.0,INXSCZGILT,2.0,Yellow Knife,2550827.0,R,WI,United States of America,1-866-638-9616,4.0,,S,37.0
Lys11701,Mercury General,Lysrcijul,607.0,251277.0,ttjpzcibxzknrijuexhztxkhujcrbzasry,6.0,Mobile,780037.0,R,LA,United States of America,1-196-498-0536,5.0,2.0,D,21.0
swu11702,Exxon Mobil,swuyojqdixmhqwnyzducmbmg,373.0,59523.0,icufrksxogkbojnduqxqldrrjvisxofuw,8.0,Omaha,3909871.0,O,VA,United States of America,1-955-740-7729,4.0,4.0,M,
Zpg11703,Tesoro,Zpgetguso,675.0,137795.0,Bamgglydkykqpm,9.0,London,2346962.0,U,Manitoba,United States of America,1-834-052-1125,4.0,3.0,U,15.0
OAW11704,Northern Trust Corp.,OAWJLMMH,363.0,399046.0,Ohawlesdlepckfovkxcxyqzvlfwcjjqfeatarfs,1.0,Huntsville,1250930.0,O,NJ,,1-535-102-7352,,1.0,D,63.0
Lfx11705,Snap-On,Lfxjufypqpzn,614.0,334031.0,Kmmuna,9.0,Mesquite,62707.0,O,HI,United States of America,1-963-878-6116,3.0,1.0,U,54.0
Yft11706,Metals USA Holdings,Yftjelgexcbcddzvbmogad,695.0,315684.0,Stlywoxbfmhilemfyqnqchxovrbquewbcobomdychuvtnqatetganxdaxwylfdktrutdtvt,10.0,Fairbanks,3294642.0,,NY,United States of America,1-954-749-6275,5.0,0.0,W,45.0
Who11707,Williams,Whogwrqsox,321.0,429394.0,Hpdsavspuf,8.0,Warwick,3171625.0,O,TX,United States of America,1-528-121-1449,2.0,4.0,M,52.0
XWA11708,Berkshire Hathaway,XWAICWIPUFSMRTGQGHNWFFATVZ,699.0,192710.0,HLRDJNSIKGWBUUBOESUUZFODGSEWN,2.0,Scottsdale,1424214.0,R,ME,United States of America,1-827-138-6252,0.0,5.0,M,32.0
RYC11709,DuPont,RYCTXTBJZSBGNLTGJTGZ,818.0,166631.0,GINLFZQRGHDCPFMHCVNIGKAOPKSPCLGCRU,4.0,Albuquerque,191608.0,O,VT,United States of America,1-183-744-5645,5.0,2.0,M,6.0
zrz11710,Teradata,zrzmg,427.0,260879.0,Cadeghefdriibsbsa,3.0,Kansas City,3886497.0,,WY,United States of America,1-285-006-1659,3.0,5.0,M,16.0
Qvq11711,Rockwell Automation,Qvqvnxzovjvqlfqgfqqtitrn,750.0,130173.0,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,2.0,Jacksonville,2024945.0,,MI,United States of America,1-056-201-3409,1.0,,W,81.0
Iqy11712,Symantec,Iqyziziil,,,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,5.0,Missoula,931226.0,O,UT,United States of America,1-367-894-8849,,4.0,D,93.0
meq11713,Peabody Energy,meqdnbzamtiwhfhfm,780.0,241916.0,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,9.0,Waterbury,1158767.0,O,Prince Edward Island,United States of America,1-904-731-7573,1.0,,S,63.0
Wda11714,Sonoco Products,Wdafdldazlbqcpohixhxkrwlcz,639.0,95911.0,Bnevkrjmckgszahqjuepj,5.0,Orlando,,O,MO,,1-351-524-3383,4.0,3.0,D,86.0
Khj11715,Aramark,Khjddafdpoqhmldfcqdqpdngpl,724.0,,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,10.0,Toledo,,U,KS,United States of America,1-627-826-7984,2.0,4.0,M,95.0
Hwu11716,Watson Wyatt Worldwide,Hwuxiacuatjhugyfjartk,448.0,367388.0,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,2.0,Sterling Heights,665510.0,O,RI,United States of America,1-043-614-7259,1.0,0.0,M,57.0
qpk11717,,qpkekoxcqhoockboxxrjefc,731.0,5139.0,xbeyroatnurldjodmibxprwiqm,2.0,Baton Rouge,,R,GA,Canada,1-537-995-0563,5.0,2.0,U,27.0
Lxu11718,Wyeth,Lxueccrjhdzchlyeqnlgjowfpsooyb,846.0,20040.0,icwogdotqgpmbktijzd,5.0,Grand Rapids,626986.0,R,FL,United States of America,1-535-499-8026,3.0,5.0,M,96.0
BEJ11719,Micron Technology,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,370.0,459798.0,,3.0,Los Angeles,1376382.0,O,ME,Canada,1-413-765-7306,2.0,2.0,,
Ilz11720,ABM Industries,Ilzob,733.0,303758.0,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,4.0,Fullerton,3375753.0,R,MN,United States of America,1-363-033-1146,0.0,4.0,M,19.0
TUM11721,Jack in the Box,TUMSNQMO,545.0,166207.0,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,7.0,Rockford,,O,SC,United States of America,1-262-324-9802,1.0,0.0,M,37.0
RJF11722,Virgin Media,RJFCLWYFKQQAITVZWICMCFXFJS,793.0,477916.0,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,2.0,Lansing,909889.0,O,KY,United States of America,1-293-545-4910,2.0,4.0,U,47.0
HNH11723,American National Insurance,HNHLDZXYQBX,468.0,406654.0,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,1.0,Vallejo,1692275.0,U,SC,United States of America,1-864-537-8923,0.0,3.0,U,36.0
pll11724,Alliance Data Systems,pllpkdihlzm,843.0,,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,6.0,Laredo,,O,Nova Scotia,United States of America,1-288-902-9385,2.0,,M,43.0
WWD11725,URS,WWDGUKYUT,377.0,482177.0,CMQOVVWGQR,10.0,Dawson City,2483407.0,O,IA,United States of America,1-226-636-2822,4.0,,S,94.0
BCL11726,CVS Caremark,BCLNBTXXACVDCBVY,846.0,183422.0,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,5.0,Durham,3910309.0,U,NV,United States of America,,2.0,5.0,W,24.0
itk11727,BJ's Wholesale Club,itkkngsix,508.0,58827.0,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,,Cheyenne,1090674.0,O,FL,United States of America,1-713-441-8568,4.0,0.0,M,
TRY11728,Baldor Electric,TRYHPBJSWPLFTDYLX,586.0,204346.0,Putugzuewwlaisxacg,1.0,San Diego,1690874.0,O,British Columbia,United States of America,1-786-594-9786,3.0,1.0,M,2.0
asv11729,USG,asvtljaseahxf,321.0,75850.0,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,0.0,Colorado Springs,3412707.0,O,Saskatchewan,,1-387-276-9449,4.0,4.0,M,1.0
Ffa11730,Community Health Systems,Ffauukhthuxgnxtbcrfuscnv,681.0,493649.0,cgkwqfanduapwbnuavkpqlhozlttww,6.0,Greensboro,2152190.0,O,AZ,United States of America,1-532-085-8244,3.0,0.0,W,65.0
ZKQ11731,US Airways Group,ZKQOKDNRQJTEFVLD,387.0,480339.0,DLDJMHTVGEQOXMDPNVWRWY,10.0,Great Falls,3081724.0,O,IA,United States of America,1-535-711-3039,3.0,4.0,M,65.0
mmu11732,Donaldson,mmuvrypz,845.0,177542.0,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,4.0,Lewiston,361735.0,O,NY,,1-531-198-2593,,4.0,S,74.0
Iho11733,Ross Stores,Ihopnkoefezymm,691.0,157306.0,WKUDBUBODJTTNMCAETGREKYRH,7.0,Victoria,2920725.0,O,AZ,,1-394-748-7770,1.0,4.0,M,
pxg11734,Sara Lee,pxgikurgvsnphpwkiayvns,420.0,27284.0,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,3.0,San Francisco,2484825.0,R,ID,United States of America,1-446-601-1467,0.0,,M,71.0
Gwr11735,Airgas,Gwretmhrkplnht,625.0,115821.0,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,1.0,Huntington,,O,VA,United States of America,1-278-160-7348,2.0,3.0,U,90.0
XVU11736,Brinker International,XVULEG,599.0,314757.0,,1.0,Frederick,509751.0,O,TX,United States of America,,5.0,1.0,M,2.0
Kbh11737,Cliffs Natural Resources,Kbhgthmwfxjfxpitiss,526.0,449663.0,Btolsmhnidxndenvyjcftdhmvwdbhtw,10.0,Burlington,390663.0,U,DC,United States of America,1-289-584-2314,,0.0,W,34.0
Yvf11738,Cigna,Yvfhrctwifspxgcwmg,691.0,78320.0,cqjyzpssbyttdmtdqdgghkrdreip,3.0,Irvine,2349107.0,,AL,Canada,1-384-911-4288,4.0,5.0,M,98.0
FAI11739,,FAISHNAJQHDMCIRHMPHCR,,245922.0,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB,2.0,London,51177.0,O,OR,United States of America,1-088-590-4824,4.0,0.0,U,12.0
PYX11740,Dean Foods,PYXUE,544.0,225729.0,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd,,Fresno,3554095.0,O,HI,United States of America,1-953-354-0665,2.0,2.0,D,48.0
BLL11741,Spansion,BLLKSMZWTZFURIIYWXPW,664.0,76059.0,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf,8.0,Montreal,3109210.0,O,Newfoundland,United States of America,1-744-528-3722,0.0,4.0,U,91.0
MBN11742,Charles Schwab,MBNTFEGDHALGWFPACBCHXH,,466644.0,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb,6.0,Providence,3615936.0,O,New Brunswick,,1-841-666-0355,4.0,0.0,M,85.0
Ika11743,Penn National Gaming,Ikazaimxyijvcrx,,155200.0,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja,1.0,Ontario,211374.0,U,ID,United States of America,1-801-738-1880,4.0,5.0,M,59.0
Sze11744,Loews,Szegb,518.0,416270.0,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko,5.0,Riverside,2617531.0,O,WI,United States of America,1-870-114-6677,4.0,4.0,S,38.0
KTX11745,,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,,414979.0,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh,2.0,Simi Valley,2786921.0,O,IN,United States of America,1-109-854-0542,4.0,0.0,M,96.0
blo11746,TJX,bloqtqwcqlixlljeizvno,364.0,322741.0,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk,1.0,Fullerton,2969927.0,R,MN,United States of America,1-861-294-4700,5.0,2.0,D,14.0
dfh11747,Unisys,dfhqmbdbaw,714.0,260826.0,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo,5.0,Rapid City,2436646.0,R,British Columbia,United States of America,1-792-056-7609,2.0,,S,67.0
Xnw11748,Belden,Xnwlpxyttuxolkoevmc,824.0,21062.0,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs,5.0,Irvine,266142.0,,NJ,United States of America,1-130-623-1637,4.0,5.0,S,84.0
Gch11749,Collective Brands,Gchuzxufnlfvcidiaihpm,403.0,74741.0,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH,10.0,Elizabeth,770942.0,O,NM,,1-182-393-4522,0.0,1.0,S,33.0
kpg11750,Int. Business Machines,kpgpqamijf,793.0,69862.0,Acqtqjnuihxceboovjauctcudshkiqavhqurbw,7.0,Charlotte,3319942.0,O,OK,United States of America,1-321-617-5813,2.0,4.0,M,73.0
msb11751,Ralcorp Holdings,msbsmqjblhhkypa,546.0,384794.0,taccjhxobsghmunuynaobqhdliyhuejeifmk,3.0,Cincinnati,2720438.0,O,CO,United States of America,1-210-535-0713,4.0,,,37.0
Hnp11752,Universal,Hnpsmrezgzmlp,308.0,397879.0,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY,0.0,West Covina,1160144.0,O,TX,Canada,1-429-954-0071,1.0,5.0,M,68.0
QGK11753,Danaher,QGKFGUOKTIOZ,570.0,358585.0,,8.0,Lowell,2159549.0,O,TX,,1-409-149-9340,0.0,1.0,M,22.0
Uej11754,Sempra Energy,Uejxngcjbxf,796.0,474460.0,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV,6.0,Mount Pearl,3781151.0,O,IA,Canada,1-345-474-3567,5.0,0.0,M,17.0
bav11755,Levi Strauss,bavqxetufaelzrkhywq,376.0,50947.0,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr,7.0,Tallahassee,3250324.0,O,CT,United States of America,1-932-932-3688,3.0,5.0,,12.0
Yuo11756,Helmerich & Payne,Yuoojalu,430.0,372337.0,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB,10.0,Grand Prairie,3662387.0,R,OH,United States of America,1-273-821-8358,0.0,4.0,W,25.0
YPX11757,Lear,YPXWKDKDVD,419.0,327959.0,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh,10.0,Amarillo,,O,RI,United States of America,1-015-125-0129,2.0,4.0,U,61.0
Xae11758,Williams-Sonoma,Xaeizuufsccamtnl,401.0,129997.0,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv,2.0,Durham,1177998.0,O,IL,Canada,1-030-747-5853,2.0,0.0,S,90.0
Vbs11759,Best Buy,Vbsecrxumbyzodtpbst,546.0,375031.0,YORUXUZIIOYUOPVMHDLNBZFZO,6.0,Philadelphia,,O,CO,Canada,1-758-056-7992,2.0,2.0,S,9.0
CUE11760,Atlas America,CUEAWFPVJJYFOZOUUZTLA,415.0,94344.0,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk,7.0,Warren,890205.0,U,MA,Canada,1-394-544-2432,3.0,1.0,M,20.0
qmp11761,FM Global,qmptrgqeyvmluvjz,551.0,128592.0,Duulufjjevig,6.0,Chesapeake,2389197.0,O,HI,United States of America,1-188-393-3222,,4.0,M,12.0
OES11762,Dynegy,OESUYWFJEKHBGXYJJT,523.0,155023.0,Ynkxr,5.0,New Haven,3096813.0,O,ID,United States of America,1-947-077-4401,2.0,1.0,U,44.0
Mzo11763,Texas Instruments,Mzokdxvhzrvdsimrwiizaqflxjcod,,174598.0,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU,9.0,Vallejo,3890361.0,R,VA,United States of America,1-295-181-0489,4.0,5.0,M,100.0
Wxt11764,Applied Industrial Tech,Wxtkasembzfkquecztchcbcssdfqn,638.0,,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW,5.0,Nashua,1259261.0,O,NY,United States of America,1-328-056-5318,4.0,5.0,S,
Bts11765,BE Aerospace,Btsadoipmnsdxtbhdwdmubtjx,366.0,74775.0,EDYESDPMZZAHMEFKZFD,8.0,Sherbrooke,785594.0,O,Manitoba,United States of America,1-390-888-5972,2.0,0.0,S,
Fhk11766,Patterson,Fhkttwlak,311.0,464465.0,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt,8.0,Rancho Cucamonga,2423771.0,O,HI,United States of America,1-436-728-9947,3.0,4.0,U,16.0
Sua11767,Robert Half International,Suaseenvfyqjnxaneinsmwnn,762.0,236734.0,Oforvlwiqakivuohnovgukrmaanvryvuaa,4.0,Thousand Oaks,949490.0,O,LA,Canada,1-010-494-8403,3.0,3.0,W,44.0
dyx11768,West,dyxjsspf,509.0,,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox,2.0,Henderson,3099446.0,U,Newfoundland,United States of America,1-834-168-3435,2.0,3.0,W,83.0
HUA11769,St. Jude Medical,HUADRMR,712.0,366394.0,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv,10.0,Ottawa,3102860.0,R,Ontario,United States of America,1-916-536-8440,4.0,0.0,M,23.0
Wfe11770,Brinker International,Wfeqjchy,431.0,396783.0,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX,,Tallahassee,3709911.0,O,OH,United States of America,1-957-540-5017,0.0,1.0,S,47.0
KRN11771,AutoNation,KRNEAUTTHVAYQRXLQJERJTJJHQT,316.0,495323.0,voxzsncaotwzxskhywiwatmydoiubvxgutldvktqlfrdfqygq,5.0,Pembroke Pines,1091433.0,O,FL,United States of America,1-685-113-4933,3.0,2.0,M,43.0
ofi11772,Scana,ofidw,,9714.0,gdhuippdhpoiwxhaww,1.0,Irving,1545094.0,R,TX,Canada,1-993-732-1196,4.0,4.0,M,70.0
Xnr11773,Stanley Works,Xnrloiadpjcltbljlxwgwfxk,412.0,216485.0,Uxsvuttimmzjptmxxzjsluk,0.0,Hayward,3242783.0,R,IA,Canada,1-148-171-6665,0.0,2.0,M,
Opf11774,URS,Opfqg,,131489.0,Gvfhljblgcfwkybmmfbsawhnlmxvsmqubqus,4.0,Spokane,920705.0,R,KY,United States of America,1-013-501-5635,2.0,0.0,U,1.0
Yyq11775,Dick's Sporting Goods,Yyqathqnzebrdjalsnpmfvjcekayss,,117948.0,Upkgpfnzowzxxnkcyinixhcppsivksjsbnzpganfzrrwoolygd,6.0,Windsor,551423.0,R,CO,United States of America,1-572-675-5701,5.0,,M,58.0
PRT11776,Perini,PRTQDVQGOTDSYREIQUVGUF,814.0,422142.0,Sdvejmvuogsffqjqyyadwtoexkahccqlho,6.0,London,,O,TN,United States of America,1-932-992-3370,2.0,4.0,U,60.0
Fks11777,AECOM Technology,Fksavtwfzvbdrzjs,465.0,17118.0,YYBKCOGMZCLSFCLQDAKUKLOFTZZPBAHNCURXEAM,7.0,Modesto,1451863.0,O,MN,United States of America,1-019-282-9321,2.0,1.0,M,2.0
pvw11778,Harman International Ind.,pvwteb,682.0,430409.0,Kkiiqtwhrnauqxiatzcvictgwxaylbvukwicfybhhlxgcwzrshtu,1.0,Hialeah,1441336.0,O,ND,United States of America,1-535-562-6100,5.0,0.0,,100.0
nep11779,Furniture Brands International,nepdvmjjjuvmwbzlcdyuja,687.0,24711.0,UFPDSUTGKOIPXM,3.0,Greensboro,721680.0,O,GA,United States of America,1-577-754-3360,5.0,5.0,M,61.0
Krw11780,Sysco,Krwpsmxmytjqywevzzblfchhx,305.0,127926.0,CIZBXPGPYNDUVXOQZOIODZEVKWDRHDPCQWAZBI,2.0,Richmond,3190327.0,O,UT,United States of America,,,1.0,M,94.0
Veg11781,ConAgra Foods,Vegixpxevfmqchrpzoqanifnygeq,737.0,251455.0,Epzbwhuskwttowwzzipfgubfrpclqvzdarvdwujdmgrecmcpnskzmqmlvuemck,1.0,Garland,657037.0,O,MO,Canada,1-084-404-6188,4.0,4.0,M,74.0
Fub11782,Omnicom Group,Fubhxxqsgevapgapzovlrqqfi,789.0,415869.0,HJEJCHOPCLOHLJBFJNBYSAXTWHUJNJSIFHQHVCTBGDANXEBHZUG,8.0,Independence,1686671.0,O,Prince Edward Island,United States of America,1-403-230-0932,2.0,4.0,U,34.0
jvv11783,Thrivent Financial,jvvpcdttkcy,805.0,284748.0,crwgtrnkmf,3.0,Biloxi,3093331.0,O,RI,United States of America,1-316-892-8756,3.0,3.0,M,95.0
RGN11784,NCI Building Systems,RGNOBIPU,518.0,68139.0,bfjdmymbdpvbwllggzlukfzxotxwefoea,1.0,Sterling Heights,19154.0,O,OR,United States of America,1-670-731-5577,0.0,5.0,S,66.0
WVH11785,Pall,WVHVLVGJLLDGKBSNGEWMZRM,777.0,346400.0,KWMMAENVJUIDYXANJZTQQENK,6.0,Scottsdale,2524557.0,O,KY,United States of America,1-044-687-1330,1.0,1.0,U,86.0
iju11786,Ingles Markets,ijuvwmsomibdtngxwqxi,364.0,31969.0,ttacjeffjmniuorduedfsscodziwsvifiwar,5.0,Orange,3038913.0,O,IN,United States of America,1-124-036-6921,5.0,5.0,S,61.0
ifo11787,Sally Beauty Holdings,ifomkbifc,334.0,337635.0,Heihkxrsvgrguntgycfgjisvrcqebjmtwrcag,4.0,Erie,1073838.0,O,VA,United States of America,1-741-663-6034,5.0,2.0,M,62.0
pbl11788,Dr Pepper Snapple Group,pblgqexqszjgyasgas,321.0,275290.0,,0.0,Reno,3887690.0,U,AR,,1-889-946-5122,0.0,5.0,,89.0
Ztr11789,Mutual Life Insurance,Ztrisvrvotxefn,612.0,83193.0,atfnpmuqbnskbmjdbmermwxfppklwhgbuvtvtalwdpqjvponflwopxoxrlgbq,3.0,Victoria,785284.0,O,Prince Edward Island,Canada,1-365-701-7693,0.0,0.0,M,99.0
Exc11790,HealthSpring,Excjelejpzswccjwbbyy,608.0,131067.0,TSJICREVNAABIUOTFNQAWUFPOKOQEGJSLFXPRWRCLBTQYXLWJNRVEHFUTKXFFTOIELBFSBE,10.0,Frederick,61083.0,O,Alberta,United States of America,1-548-834-2155,4.0,1.0,W,94.0
Ypl11791,Belden,Yploo,362.0,462061.0,Fsmcsianclwbyjsrpytley,7.0,Lewiston,2584577.0,O,Saskatchewan,United States of America,1-257-166-7587,0.0,2.0,M,95.0
RGK11792,Warner Music Group,RGKIUNLZEKWOJJNCFBCVIO,720.0,405350.0,rvqgolwbvbxphzlrmfeiykifkleakniduomjsnhdduiupmspzouaiktbpzuubvdrqm,1.0,Sacramento,3139348.0,O,WI,United States of America,1-664-266-9568,0.0,4.0,W,22.0
Pli11793,,Plipjqnvmfzwzkhegjsqxotwn,400.0,280817.0,,7.0,Kitchener,873050.0,U,GA,United States of America,1-721-063-8202,5.0,1.0,M,85.0
Eji11794,USG,Ejitepbgi,446.0,132911.0,Ggshafxipjpfdhkvylnltgqyqyuyerrcd,6.0,McAllen,3651114.0,R,British Columbia,United States of America,1-960-087-9136,0.0,2.0,S,81.0
Ywy11795,Las Vegas Sands,Ywyzu,402.0,463043.0,Nrrfnjughqqrvgxrdth,6.0,Mesa,117958.0,O,VA,United States of America,1-906-762-5889,0.0,,D,42.0
