AgencyID,OwnOrRentFlag,FirstName,MaritalStatus,PostalCode,NetWorth,LastName,MiddleInitial,Gender,AddressLine1,AddressLine2,City,State,Country
Ywd5220,U,XQAXFSKCSBMHNKJIBAEVNXT,,Vandlqp,3446218.0,Ywdzskjqctdykodffzqrs,,M,Anrclxkgdontgqetzvrzoypxbpfjbiocapqoicshhhoplucrueqpdlkuhtnwor,xunqjzjvkrirhaameyegpfewpu,Lakewood,FL,United States of America
Pfk5221,O,ialviywppsxrmt,S,Fepgv,547053.0,Pfkexlruzlsgssxfjgihvnvwbn,r,,PLAGNBOXQOFAVLRUPRXCBWMLL,EJQOUOPQTJAVNXSKNXSSGQZNBLBEVREFOVWKTIUDOJEEWPOICQVRNIIZAJODPIECHAV,Washington,PA,
hpd5222,O,gmwkhkjcriaocmxasuufum,M,SPOPMYQUL,2641409.0,hpdfwchrzhjwxen,D,f,,Rxjkpiqxpsdbweuynsxydgdo,Syracuse,Saskatchewan,United States of America
plg5223,O,unhjgetcrn,M,kbgpvvkrivs,3394648.0,plganiolusttpm,,,kboedjfnfnhomzsgsarrgqcnqxfrsevlxmxvfgosvrzhnzgvokapjhgnhwjqzchdnhrgtqlijkldld,YUXQBVZUBMXRWWJUOQADPBRVAEJPBXUXWNAIZNGBKPWAYL,Lewiston,AZ,Canada
pjf5224,O,dkxjcgwia,,Iaotchd,1285921.0,pjfoelrttukfyjdkpeudoagdrctg,W,,dfdhulxvmzevkchpbinonlznspzteidospupphkrmixnfbjafltzumxxhilvvsojddaaygoekbyyuou,Uethszorftquvhjzvaprwhvcgiewytccldenboxvorl,Boston,NE,Canada
Miz5225,R,Jsrhnddgfvvphzmsgqusfhiqm,M,,3893266.0,Miznlmcpdciforkopxcuqgt,G,M,Wtehglmxhxemuwpayqxtgokitvgfbcqyzwmkaxxovgalp,Orwmettlaapsutxqnldaltiptzleihqsiadbwcpyxjuljocfgjzhekmrbkjhjv,Orange,CO,United States of America
ZSK5226,U,Uegssdnljaefycddeohqeshhfridr,M,FXWUZPNN,3188950.0,ZSKVQLERADUQSTZUQ,W,f,Ldkcccneweqfkbkgwsgvjbnlihjczkqmbnpdkzovbnlqgbenvynlrzwhwxkcbogqa,Xkauegnulvslglhcfpqrkc,Memphis,British Columbia,
AOQ5227,O,qsbtdnnnbhocrblywfatsgwvmgxicm,S,Tbmxr,1910568.0,AOQQWGVWIAUSTP,,F,mvlxeuymyhshtvkkpzgipjinrjsujfauekoypbvddncignoubnhcfeyjrypattvxjnbnjnttqzlg,Ejaitvujmiljevhizqnpxmncvep,Winston-Salem,WA,United States of America
UFT5228,O,Xkhqgeamnakdlkszgjdzm,M,Rkkmkvbri,3061524.0,UFTGXLUMIQZJVGJDTGGGPUW,i,M,Jharbwjbuxxdbcrukwabsbjhbjtefbuadvewbudkicjgedcdvwccdqxsotekzshubkuigaclflpfidt,ASYWTVTPFF,Oshawa,PA,Canada
PVC5229,O,Layrpedfkpvwriwpxidej,M,Cnmmjfvq,1350346.0,PVCPNMGQEDPHYJVWGXXASUNVPH,,F,Rxcpuxjjsrz,Zoywtyxnlfpvuvu,Arlington,WY,United States of America
Cke5230,R,XONCUWWRKRW,M,,686413.0,Ckewhgjlzzlrbj,,,Tqsawpraqfafjpiiljlqabehkwrtuufqlkplfiffqlopfpshjvocayixvzh,Ypmiqgwsftzwxi,Minneapolis,IA,United States of America
zvj5231,U,ehjoqpvhfpxxlavczcsnymrl,U,Cckblvpk,3536447.0,zvjvcgfhifw,q,,CSVGSIXQEPQYMFEQLOPLHAFMMF,Hsilqmkccsk,Bellevue,MD,United States of America
IZK5232,O,AGATBAWFISMVRDO,U,,1822492.0,IZKEPSIS,C,m,JECYVUSDWWCPIUPMESMJLZXJBHQGBQS,ODCQBDOBHWRYGNKEXUEBTGCAKHXQQFIWRJZMZZQROCOKDXBQLDAQGKSTCCFRFXVDZEOHCNR,Moncton,AL,United States of America
FQH5233,O,CAQFCNNAGX,W,ikiss,,FQHMNVRRCRZFQGXNLYOFIDI,,m,Khztmttalilb,Mgipmrvcnajbsqcxo,Cincinnati,MS,United States of America
Oiz5234,R,Ltuzqnmliih,,Swiqwdyr,1462691.0,Oizgaganh,,f,MAXXMKUXLFCTIDLBSJXEDKASQOWIQXGZINOWKLKPZWSVXKOOGOIPEQMDZYMLLTAFE,BQDMGXZMGRJTZYZZJOCHCTCXPCOTT,Missoula,Quebec,United States of America
Ncr5235,O,Pvlsihhqd,U,BVIJAMROPC,1953600.0,Ncrooomeihysxztxeopntz,,,Npevssyhkfsquajgffehpeeikvzvcfxlut,Dtohrckomxchagzkuksdfanbfezabazzituiwpuouakzvwlgqhdxsnhxlt,Carrollton,MI,United States of America
YSA5236,O,aywticrsg,M,THYOAONDADY,150494.0,YSAXLU,,f,rvkiiifynxuejcdqbhlqidihsijgjfd,bjgembrkgrbdbsrqiejuabqcvmlvbgpfuin,El Monte,MS,
Acg5237,O,AKDCVMIXXNWQ,M,RLGLCLHMRTP,2590010.0,Acgtqw,,F,lxungetamozpikclhccbsfjkeqrmnmvofgojxspqi,gkkkltullkqdboopv,Mobile,NH,United States of America
Kfv5238,O,aauthvbajtxkvo,M,Uuhygop,2919849.0,Kfvojqjdsougnaigkcwbierctd,b,f,ttajrwjfwwixbhohfsmgxm,Kyvleaxswaovlirqzqk,Newport News,OH,United States of America
obv5239,,Orhqpndwl,S,vkkbonz,1945176.0,obvjlgywguuntymijomvtkgi,x,,SGFVVP,fuwmlyowcpgbjgkplleakdnembtazw,Hollywood,UT,Canada
QSI5240,O,ENNVUQYUFDYIDHYW,M,NLUEQQY,2761295.0,QSIYNQMIXNHXFXORIQDJZLYJY,G,,Ekfihxwlvtwlrsgdxumzahgwgiabjwzlssslovdexcpfqkcgiwciexqkjilanacaycftmtx,rndebnscihnougelxkxmgszdakxiodpazgfsllh,Des Moines,MO,United States of America
Rrf5241,U,BKOUGJTNCJZWTUILKDPAN,,Hebwjosrh,2209204.0,Rrfrphzlnfihwquw,j,f,iaoumkqytnfanqg,Pkowxluzhlbctjbxfyfyhqojwmbce,Buffalo,NH,United States of America
ICL5242,U,CEHUMNVXUHZVQRDBINJP,W,,1468553.0,ICLMINKKBNZVF,,,Crlfewobxjaftvmwjowlzkrwthlpnrdaljakxgw,WSGTXGKDJLOYHNSCRFIQYJOBYUBQFGDSQTSRVXJXHXOKFCUVKVTLJXAZZEYGG,New Orleans,KY,United States of America
Tij5243,O,eldqcmqrxupma,D,olqtoxlsmx,130481.0,Tijddfobwapoujtyigxz,,f,zxenwnwrwsirkoszivbhsehpopqgpqfrdbnbmuvakoctqbemqrwyyxxat,JOEYORUDFSSWBHGIIGEMROLXBUWOEFEITXXWUIAPEKQAEIEOSXQMNEVNZRUJKBVJC,Charlottetown,MD,United States of America
Yyn5244,O,KJVJAMIDPBVDXRNAXBHUAQLVCZ,M,,1738457.0,Yyngun,,f,gsdjluhlofu,JHZONCPMGUZOHTBPQVCJVNIKZBMQWOXWDGXTFBBUCPMPDHFNXFLFCGCWIOOSBT,Lansing,AZ,United States of America
Tfm5245,O,Syrijhgkokvop,S,Nxhledfw,3315356.0,Tfmeifsbhohlaorbhbpod,,,Crgvndjcyvkxyhpwtcpcxsiigfwntucwaeagieepylinwvjhpvechoytido,qovahirurzljobcojxcnnhbebfvpuwsfufqxvolvyhhblrxwbkziybbukmmxdrvsxxvhchqcqcl,West Valley,ME,Canada
ykv5246,O,Fejgpfgqevzwiwe,M,XWKWDUVOCZKD,390153.0,ykvtzurgqqhoeowhorjujdidalrbj,z,,Jfebvioyvxyazjyn,KPYRHCIXKILKQSDXQXOPXGUJDUCQO,Garland,IN,United States of America
kcz5247,O,OLGOLVSF,U,Rcmhsjkxtdhy,3755999.0,kczdkqf,K,,ZWLLT,okopnmqvxwfvpiakekbtyadqxqzqmw,San Diego,NH,United States of America
ome5248,O,Cvelmxrtblwztxongcmeoh,U,Qcqeiggrw,3179478.0,omemqfqnbbjm,,,Xsupcsqlenal,Syzozihpakyorzqnmlvngnljbibcnuvubglveftcamdpemkz,Baltimore,FL,United States of America
Vrc5249,R,hnkbjiasglvvyzwf,W,CJSTWOPMFAI,3232955.0,Vrclyjpnhxisrrwddnbyga,X,m,Gklaqlolbdaxqqvwsrvkksnklvkcteurmwldtfkxxa,fftypfilmy,Wichita,ND,United States of America
OZL5250,O,vmzbtphwxq,S,PALVRHHPMQNE,1799715.0,OZLJKG,H,,lqbbtestlkmehaxnwmglypkgzgbpjy,Yrgwoes,West Covina,Ontario,United States of America
Hos5251,O,mitokvukgcufejkxfoaskmwt,W,vkplwslcfkv,3179247.0,Hosvajcmsqbizyirowark,,,Frtludwwllhldedegljiatsvirwqomaupakidrwmkxoyhebwmapjzvqeioa,ckutbpepzdarxloqdbectxyugfcjhmngktzjxwulvqbjqoklgofqkuawkrlchtceduhjzhatbhkrhlnb,Bismarck,MD,
DVM5252,O,EVRENB,M,tagtkbphekyf,3134326.0,DVMRTWEJRWYXXOLKQFUJL,P,,,Ubjglbofohpuxlnuh,Dallas,Manitoba,United States of America
Jwm5253,U,Ehcgcskvjvphttxvxnl,U,Lpbwfvvdatb,587560.0,Jwmjmskqweqdv,,m,YMIDTXJHFJVLYOONJFHYKMWTQJCDVUNBETPL,WEPHNHPXJZAPNYJWEUYMRRQWRGJAGSBBQRDIRZFYNCCPVBNKUVDNTPIAJDVMPWTEGTE,Providence,VT,Canada
fye5254,O,OUIXSOURNRCSTUTXD,D,mqtnpnay,2279108.0,fyextjyzy,w,F,kpiphdggtoqyjzaidqqnyvbbfdncbcbmedjimbsxgmyhupntmebahhfzuosfqrdrph,odjonlgrpfxmlpshxukjfychivvdpivfpgnyqrjdcrfydrgeebslaxgokhbrjhwx,Hay River,AZ,United States of America
fdv5255,O,gdrtkkkjvvjmimuqjrhefefxexioiv,D,,3688637.0,fdvubx,,m,YIUOLKJRVLIUMIGL,Xrftgkgg,Kansas City,NJ,
WNT5256,O,Rgdeba,M,fwoztchr,1364973.0,WNTBUNKGSUXGRXXVC,,,Wjybubjxnmfkxxqpvjpmkhfoagixwgydcvatgsegschtchfebjnrdncjxekhjfxwmouqjt,hrcxtzbxbswhlemcyseobsbatvcnoikmyjssrhcxheslduyxakg,Portland,ID,
Pdb5257,O,UENBOLFVJHEDTHDQOXNSTK,W,,1602824.0,Pdbursltqwdbymrbifofolb,,F,Ydrjxujbrvtwynczkvyrqeyxtaewpm,sumubjuxfajpkhyoybgpkau,Knoxville,NC,United States of America
Nea5258,O,Dmcmecmeg,W,Ikvbjzutwzl,3421962.0,Neaiipkilkrtwzbcmvsrtjuge,,F,Vtjrreuppvfqvsmyjajilaxwesjk,Nlxbbhpknzvtyxewxzviccgqakdef,Peoria,NH,United States of America
IKO5259,O,TZFWTAISUNDUF,M,fcoljfi,1618035.0,IKOBNYXWUUGCBRAADKYMDCOJDXXGB,A,f,jwivrhptsutgzwytqpuydxpgnkpjvspwntdtuewybixedmdecvtynzz,Plhzfalcvwlltrerwxooavlmxtwfxvqpiadtmgynfmsx,Boston,VA,Canada
Thk5260,R,Isvbzkhdqjwinvlmu,S,njvtxymcpim,298871.0,Thkkapjskuneiumceilrxywtoxcau,e,,CRDDHTPPMLOLQSVMFDDILSQPEHJTLJNXMOOELMB,YKHYEBNCVWMNFBP,Lansing,ID,
LOZ5261,O,GOWVMFFAVTQOBEAHRNNHQXR,M,Ttmisjra,3918610.0,LOZFAQHAWZUI,h,,Shqvahbokjpootfebvuwytiylcqyatda,Pqeloreyahkmzznknafizoepcghngjlwrzp,Pueblo,NY,United States of America
Tzk5262,O,Kdglxaaq,M,Xqgxicspirb,1037654.0,Tzkgwnrnevnzxqsotomvbkai,,,visprtoou,yxeozfqunfuvgmwlevpghslnwrgitnfzokrpxjeihagjgbfygyihddkbfbmitsdreawlwlbdta,El Paso,LA,United States of America
JIS5263,O,eijlhvafcqmbkytjzkroxprhw,W,CVQUSUNKQT,192475.0,JISSRIWSYGNOECRORTSJLUKQOVGMME,f,,Jhkfwyawegcbbqczbqabuvuteihnrmzjseluvyvppivdzbbllipshiniieuqv,jiizgmfwrzlgja,Plano,MO,United States of America
Lrv5264,O,TVWNKJLNDKLIKNFKOIOCFFCPDHCQOX,M,Kntwcbjhl,3768260.0,Lrvegtdcuatefv,,M,NRWMBXEMLKBZKJQRVIQYLFKGKIQKRKCLWFFIVTOTF,BXPHQDZQKQSNNK,Sacramento,AR,
SNO5265,,JUEVCUYPKXRNQQBPOHBO,S,HTKEGMN,904691.0,SNOTMYOTFVNXVNFU,c,f,wuxhrxhclgfchzbpimwrnhqxeaq,,Santa Clara,British Columbia,United States of America
Rvc5266,O,nooytwuamnsubwideowehntexkudk,U,Bkryetbmjmic,1512806.0,Rvcqjbdgsmzmnswbxtorah,g,,Yyightjjlcwhlmfurhnpcexl,Ghbgdedvvpxmwrsrxtkpnbekbhmnzlivzfmfqpqzwncuwenkbkrwb,Portland,VA,Canada
LDX5267,O,Qvxzqlvrjx,D,Ingwyswjla,3905374.0,LDXRKORRVVCXRSIQQVCVRBXFNAQ,Q,F,JIMZQLSMULYRICWKJRKHJYJOVSZOWIKXLAAHFIYKLWQLYOAGUK,Ewzmocmiwgcbaexmxgvevcmgxfmqkckkifnsyzjxfgtbtzmids,Stamford,HI,United States of America
Sfl5268,O,Pdtwtm,M,Nkhmevyy,523100.0,Sflplktffigowgeva,,,Mrgjxfqqvyxvegaocavvffoyvmoaogvfejcuyxsjvs,bzjntgznurfmuzxcxthfdsguxqsqmwdgdelkxtyfrujbqvuovvfbrollhbnr,Boston,VA,Canada
Nwq5269,U,Mnwaphcphkdmvbhiknmcjhmblli,S,Hmcjibjual,921264.0,Nwqblftiwcavcv,,,AXLVHWJKBIYUWBHQBOAJOAYPWYIMJURDZCCLKNAXKIKTUJTKEYSKGB,LCGOUECBMJOWYZGHBVOONFKJPAGNARTGJFMMHKWXXOWNJWCZCV,Tampa,SD,United States of America
UBO5270,O,tmaeuabklimhudpmswtrrfmf,S,YAQPDRCS,54629.0,UBOIALHMIRYKGDQPAXZPHFFQHWEPN,V,m,,Nlxutdeoxqejnxbfgyrtj,Moreno Valley,NM,United States of America
Rpq5271,O,QYSCLNEVYLU,S,HKYWYGNO,3393993.0,Rpqjwwqcax,,,WFQJCRYZPFYUAHMTJOFSAPPXQEIRFWEEPFWSDXZDNFXPSNHRFKXTPXTQ,CLZSOFYEZPSNMINWCLAAVDOYENYLFKUUINDVKJEXVIMN,Huntington Beach,MA,United States of America
BQF5272,O,Vbddgjnrpoggbuzckalaj,D,Aoaascqandh,817350.0,BQFPNETRTOOBDTLSCHYYPMHWTLKL,V,,Pmwubdmdytrtbzifbqyowyslphvwvikfaubrnpci,Mksoltjekvviftkanbqtkcmnspnrhwvctdidckingddjnsryfeugpsliz,St. Louis,MD,United States of America
ssd5273,R,Elrtwxpbmha,M,qdjkbxqv,2712320.0,ssdefodwrhlrdjwxvevvpxv,A,,LNOWNNHVIKJYZBBFGXKSIIQJALFLM,,Naperville,CA,United States of America
Vxk5274,O,SIFGKMHRMPUKSPAVYKKKZEXOPVRN,U,,2560196.0,Vxkwhazkxwidktrye,,,Gbgymowhgtuxtpef,Vcdmrgaffxybzotimhpecwwxetkftzichsqmeljtbeovbyasdajylskswxijzmyofrjjpodnnzopqhbv,Boston,DC,Canada
ALG5275,O,Qjfqg,U,oycpn,,ALGXBNMAT,s,,,Rvoplsesxixvhamfpxwzpnnxglclthzvbegkmcwgfydvnipltwwzydcnrqimgafdgygkrdhz,Billings,AZ,United States of America
Fwo5276,O,Zpdxnsehgxfni,,SNTTX,3185416.0,Fwovhwwhcvtzvtjxvxmkzgmbbecdhe,,,NFGHLK,ewhvrhvqhhpajsqdgex,St. Johns,Saskatchewan,United States of America
Sce5277,O,ejqycn,M,Wxxsgxwqhv,3855931.0,Sceec,,f,Anlcclitgcufqoucqkxvid,,Winnipeg,FL,United States of America
ZSP5278,O,Bfgkkmxgiyzwnohszomoc,M,Kdtpicrnk,1654458.0,ZSPFGB,C,f,aoagrpemcuqxppnovvvuir,eeaabrljrhsngzbvzgzqpzqkmwhrrmswhsjgxtdslywzzyjiaefbjivfeigtyv,North Las Vegas,VT,
piw5279,O,Kiirwkfgyzbxbzoavbaurtcmzo,W,Ossqozjgwd,1112207.0,piwwkecglaao,,F,QKRQCOXLLUSXBJGKOBUVVFVICCEWXTLICLMH,UCQURWMWXBTVPWQCIJXVUKYURNIHNUFISZKMPFEXLEKTROCHNZHOGQTJA,Rockford,IL,Canada
Oka5280,O,esrbhcsumc,S,OYAET,2663385.0,Okaxyebqflqquwxtrxltequzpsiwa,,,Bkpnzmbwux,Hqmbpqacgectzupcejyjrfnzjvwmlabmbwq,Santa Clara,OK,
Ngh5281,O,Lphlqm,S,Jkhrix,2598331.0,Nghpjbrabhztviskgmofmsjeucjvo,,m,Ulsfvqsibvaaolsowkcgzjudtckglemuqjthqkbhphlregsjmjkumjwkcnzljss,Brrvfbnomhmohfowsjkcaeriuxfqtxycdn,West Covina,OR,United States of America
MXW5282,R,Yhegtaxhho,S,mnjziocjh,1845344.0,MXWZRGRLNBDHJXRIESCH,I,F,Pagbkcbwbammi,LXKSNKPUENLYPKM,Garden Grove,AZ,United States of America
qet5283,R,Jycwqdqnaeoonzkydbeqs,M,Rxrozqoncqvc,294935.0,qetrflnrpsoglrtnovdihukgotx,C,,FXOLZOIIECPKAPQMFPPVNJFLHFOWDIVGNHVRLWP,ukzbcdyxrtmjwfjelfachhdoiebtjnjuitripsqmzvuhxubimbuugtexidacsrjpwqddpasbhjsc,Chandler,SD,Canada
cfi5284,O,Jhyitcsdg,M,Ekyjjmdbhrh,2663403.0,cfienrqwh,h,,Ktwuatnrzemqfzmjjcobkatvhu,,Pueblo,CT,United States of America
Fbh5285,O,Szptfsruftnrtevnnw,U,Kdlpnckrdb,3513089.0,Fbhuuvtcbjecwm,j,,DSEWQYAPOSZBCJCUSYGXCEZAZSURURXAQTSWRFILNY,RUIMDDXQFHKHYACCVSXCVRMSRYW,Winston-Salem,PA,United States of America
Obx5286,R,Goemlmxbrrunghvabwjasqpyswltm,U,XPESKOKSJSUK,2785312.0,Obxqzarnczmcubqqutnefc,,,Jqdmccjqvezycrdnkdjopdwnkaglzaaoiwryqr,Qsojjspecdlwkfyepuxkjqjchnsquicgikf,Henderson,ME,United States of America
Pfm5287,O,lsdetugbjxipxubvfscp,M,Bvnydjv,3417549.0,Pfmeitcqflplurdkltrecxbtrizztp,,m,tuwwdkyeqkqnmgvmvtyridatwmphnhljuagjvndlihzwcymldbmdggix,Wpdbidk,Halifax,UT,United States of America
cbp5288,O,vpeiedu,W,Pvwodrnd,3139559.0,cbpolqxnbjlnouqhukhoxn,v,f,Cskloddmvouacjpcpvsqyfhoskvwqpctkcsesctyrcmnmnadjidnuatlaokkyzhirqgavuhibcifgpdc,STBASGBBUPGSKXYKJETJU,Warwick,NE,United States of America
cuz5289,O,JTEEQRML,M,MNQRVMGCCXJ,2035452.0,cuzqifqjwzkdjcbjlzjfufmv,h,M,Ypmannbmmauuplzaodqbcsunbuxjjdieslph,,Syracuse,NM,Canada
Wnz5290,O,sfgbriqkpbyojbwjbccg,M,Jawybig,,Wnzpfvvgnszxire,a,,Oocffyaderirijnkpezgotaqtimppqkgejqfanfkbdtjuvflptwwdbnelttrmegcmigdhxfvzhkqtlrz,Arzrlwidptfkpqmvpliobshosdi,Arlington,WY,United States of America
ZLI5291,O,Uijqgqscbqdoxejwgjrgpiby,M,EAEDNZ,3578524.0,ZLILRVWQJXQIIKHZXRXMTDHRAFEHUB,,f,,sdumtiehjfbkcwtkibujnawvdbzohuwxfixqcpalguxmotrixiatqvonqyw,Allentown,NY,United States of America
Epj5292,O,xmahjtwhj,M,UJQKXR,72266.0,Epjmyujxigaclvxzumzorv,,,Nxpxyunlepmyfpjhkjr,Phxszwdkdwucxabvonnrelerfyizdtamtoyakrgbdxkbt,Yonkers,WV,United States of America
sry5293,O,MPLEXHGTBWRQMA,U,Uasqwhmsu,852202.0,sryzgemrjpje,T,f,zstzuchfgkagqzmy,Ugeynazqbejdtdyvehzfudboprolaxxamkelxxrslujcvu,Nashville,ID,Canada
iez5294,,Qltsiyvpzvmaohfmjc,M,Oozsygjaw,3070021.0,iezlur,,m,Moktkldsbpjustaqbk,DGKBGACQAFIKPDPOAYPVVTGJCHAOVUSCWWKEQOEHXHIAJAFIGNIVCZRKROQSLLSCRVPLD,Lansing,WI,United States of America
Wwt5295,O,IDXELRCRTOXULEWJKVYKXMFJZLESR,U,NBEHXP,2330221.0,Wwtymayldtxfisviwvmopja,,f,Hsyliyvmdg,Kvxriiufxkztppzzvxlchyclgyfihuajqqjjmyaozwraxlaybvzhkmcnif,Fairbanks,MN,United States of America
Pnt5296,O,wgjywzhjjmtpfww,U,ODOMR,2574707.0,Pntdhecjvzqtyxqqondfwsajttblwn,,,,QFYWKSUJGXVKHOLPXCPHNKBTXZWXKNVYMYFGKTHEIDNBBVU,Regina,KS,United States of America
HGU5297,O,Pkcfqtcjmiyjxlsrhgrdckmizlrg,M,Qficgtiznm,185356.0,HGUWBROVP,P,,QUMBSTLGBQMLLHFRBEHHCQRLDFIVJOLJWRHNHXIRXIFEADZHOTFIIMIFFSTVNW,Rekvteqfqdhjiygqtwnunvaiugybzaxrhkjgpxlwtvijkgrahguscednknpbarxxjwdybozm,Fort Worth,NH,Canada
Rdu5298,O,UOOPQBS,M,RUUYGMPBJSKD,205639.0,Rdubycgqmkshsjp,,,UMJYYSXOFMLMDXGBABRYXAGRFBTSGWPDRUOCQIFQHKKOSVMNIWTCNBFSBQTEJIWHVGC,LAATGITIHVABVIKQZEXDGSSVIANTJENDFSBLUCZKXPYWFUUYUQLADWGIWNDSYBDNXKAYOAMVL,Regina,CA,United States of America
VGR5299,O,PSRVEZNSPQJAQEWT,M,Queqhrog,3712704.0,VGRBXAKGU,r,,BIMPKEBQSHAHQPPKYBMOWJKZISGNWUMRFGRPAQADIMEWPGBS,wxdksgxrrerukfmkakukbmpmsgahb,Oklahoma City,OK,United States of America
HUA5300,O,Kwudvetqspgmiwxcaskgsfrrzpurid,M,SRLJECEHLUD,2898595.0,HUAGRX,,F,Ysriyrwqnjjmyttetusdqreebdijmihbsklypdbvfpolfhsdsaiqetwyrmexgi,aoykanodxxllwsixnfenlcmwfvfmuhflmxludsgbzhkwqcrkqasldcemvlandqqstbrcoejgpb,Inglewood,British Columbia,Canada
bbw5301,O,IVIIKZRGMIHZTGXKPACOSBNLW,U,nwgrkuwq,516641.0,bbwslgsemmovgupvnuhswyqrvxk,q,F,Sihfpnodwuzwhgbiupaqaltggmglygnyvnskryjlwnjafrovpvwsxjhfuh,Rrpfopqkuycebexsujjhyiiogtgcgazqblgfcogomapswvwxfaelclbdbryjjjrnxugk,Albuquerque,CA,United States of America
dqn5302,,Bvlabqnkkvaozpjihjxi,S,Ydddcb,3263696.0,dqnlmshnic,,f,,Nourkcvjrwyzpinaojlgznrqwhidnrjgj,Memphis,PA,United States of America
UOW5303,O,Pmcluiglkzldaw,M,GKOHOITMXWE,3048272.0,UOWHQVKMMYQBDPRKAJABWSD,,,Kicfzajlbuvwguvfaboqimvpvyatrvtekmvlesjtpeo,ewkjwedjei,Erie,NE,United States of America
Bbm5304,O,Njrrsagqpdeazosr,M,oxeimnektb,3596351.0,Bbmbvktzupsap,J,f,QAIYMREEXRNZVFDWEGEORQ,xxqivteqvm,Jacksonville,RI,Canada
IFQ5305,R,Jrbpvylfhyqhwvkwjtc,,Hfdrp,1180159.0,IFQHGTPBW,,,lvmoheuejvafietmsehkptiyeixnbxdrbtznnivvcmennggm,,Toledo,HI,Canada
VMN5306,R,RLKRCPXGYHVMISPQDVJBWCAHQTM,U,nnssardkebmo,2973187.0,VMNBO,,,IYXXIDVDDWAXGHYRAUKOKOMLOXLZTQIIASQDBJYEYTSJORZITQCSCIEILMVUJJ,Eifujxolquugbetlhfjgjqyiplrqfpfpiaoz,Mount Pearl,OR,Canada
UNQ5307,R,pzqwbqcdnjcoovhqvpwpkp,W,BVOOFMUS,3821176.0,UNQJKCQBICQCWJDJATVOFHT,,m,kjfhezolxzkwhsrespuhgnmftwtdl,Cpldjkovzowdeuxmtjwqckhud,El Monte,MS,
ZJP5308,O,gfmfcouiohdecg,W,Eahag,2590484.0,ZJPJMNIIUDEECMMMLFAPONBJ,,M,Iqziyyxarwuadsqmajpmddyfvenjpbzeeemivqacdvlcvichdmjjguaqqghoopjb,RHJIYXXJHDASJLXXOZFC,Concord,MA,Canada
API5309,R,Peudqiqrui,U,Zxsli,461016.0,APIYO,j,F,FXKQSBRMCWSFPNWULVACXUBQMPDOOLQDJXYBUOPJWXRBGPBZQOUWFPDJSNPRWAMAZWZBEF,Igisawbnrohjpeaurburpjcfiwv,Springfield,NH,United States of America
eub5310,O,Kiisgpghcbgnpldoyy,S,Mcextuiqa,3154380.0,eubboplypmksi,,,Kfcadacmruzqdylahjrdyqfnowcynrykxcknppmixvvmbkjeepcjifgoaiidryvifjln,Pvmbnevnikuixypumrjymyglknucvbvsztrfrnqrojuoooz,Salinas,IN,United States of America
RFE5311,R,cyipdsqaraqnltufinmvrzg,,Jepkdlwhmolp,319332.0,RFEJUDZIFIELLCGZPFK,G,m,bbgauivjntnileotfmqghgbyqkwrcrksbdbymybdyjjntbhmeszoregelrtkrxf,HKKEVGDBCOHKIBCAJH,Indianapolis,AL,United States of America
Csh5312,U,Kuzgrkehttchzdikcziknn,U,Qwympelmyrvx,286076.0,Cshnjpgboygiwkaoovn,,,QWFMWUWGPAFSKNNQSSIQKZFDDEETCRQQAQPQCNWEUEJERWPK,mlvfnxwyljbgulkvngxtmesnheezqwuknrjtluzlgwipjiiqpkerjhurs,Livonia,KS,United States of America
aew5313,O,Lgattcyjzc,W,Fzcwrxlyjyt,87673.0,aewnyavprdnjcgwq,C,,,Rmolnzhwkwcnbtetnebvdlzxxpswsfggnuzdzhcynho,Vallejo,SC,
QAM5314,O,FTAJWHGPOSW,U,cfplupbl,2383855.0,QAMSUNLQHBNAEEHIOPXF,E,m,Plqfkoubrdsusjobbrvlvujwmueldianmxjkq,hqqjiuhowkluaugnwfdkvidpxypx,Sioux Falls,AL,
hqe5315,U,Ycheekukwahe,M,Sgrjnnwo,2599619.0,hqeqmffq,,,uberwlnobdujcrcvsxdkmwnihshezrotcw,lohvnefvtqmmcil,Sacramento,NY,United States of America
ury5316,O,htpuostrwbd,S,QXIUOORVJVVZ,312801.0,uryfmngqhlaxqadorbbhtzyjq,,F,Ylohomnkspcitaarhjetqyzjqmppfbexbtxujmdtwkjpwcgidxgmhvzwehiwotcjqugcrtdajd,MCBQFOQIPBBJUKVJDUZFADEHZEUTATIAZWUOKKZPRAWJAEHRUDKN,Warren,WY,United States of America
ilw5317,O,Qlkdexjojrcsskthsi,M,gsdjdomdk,2825883.0,ilwgkzbucrcbwm,,,XTOWNOTAVAQMIKJESCACLZAXDYYGPXCFWONNBXGMUREQMEBNMQLSMWRIDIMBSQZCAQQSBZQSNEH,Pxavkkbcakgpnptefoxjafmduvsflqlhpzmnpwqygk,Hialeah,Nova Scotia,United States of America
Nnj5318,O,Kegkbqgqcwkhwkmbgywkrqvcux,U,HNSSKKSTGEAS,1658276.0,Nnjiwnkizrhuasayrdf,z,m,zhvmfswdelesmcetbm,Ynnwalyrlrhwbggqkysrcsydfxiavdmguyjjisskymjnftogcluccjmnplgkfqitt,Colorado Springs,Saskatchewan,United States of America
