AgeID,AddLi1,PoCo,Inc,FiN,Pho,CreRa,Em,MarSt,Ag,NumChil,St,Cou,NumC,OwORF,NuCrCar,NeWo
Bwc8390,Pyndfueartjfumiigholgohekscsgbsvaddhjrwuujsvqzbcmhowgmcsna,Tzlub,123110.0,elnsrgmsqsytyasyf,1-604-437-1307,310.0,Dun & Bradstreet,,62.0,2.0,AR,United States of America,3.0,U,0.0,
Gab8391,ggcrfrqlepyqzhounfeibmfjoemrjqsuatntlteplooxvkpt,Kqkclmtgw,246022.0,Cajntwfj,1-247-691-9458,366.0,Volt Information Sciences,W,80.0,1.0,KS,United States of America,4.0,O,0.0,857850.0
fzc8392,CRLGDRJKAGHPLTUM,KWJKQUWM,114486.0,Nfvpbl,1-129-363-1252,,AMC Entertainment,M,28.0,3.0,MS,United States of America,4.0,,,198683.0
EKN8393,Tjqrurcptbshqoicqdyoomkudulhspvqqshokwmzlabyuqrmkixxgpqjnstuedsfubnbpyzyawm,ygbcmfj,435741.0,Bcablagx,1-923-899-8748,425.0,ConAgra Foods,M,51.0,4.0,AZ,United States of America,1.0,O,6.0,3677526.0
KMK8394,rmqwutuehljwlgebovutwmkmjtcxjopsgnlmvjkpjhuefgbxyrophkydxxpbfrihkaezqmrfdv,Kexxxdfb,127447.0,Sznhpffyfcatleezqjkcja,1-368-868-2476,593.0,,D,40.0,5.0,SD,United States of America,5.0,R,2.0,845549.0
FZF8395,Tjbrxcmjkdedrqsygourscomwufewfjxfvvddeurksnbunwgzp,svextqpyfoi,69855.0,dvwejcwpbjvnjioefwj,1-077-276-3707,,Clorox,M,1.0,0.0,SD,Canada,2.0,O,10.0,2989701.0
len8396,,smqfosy,488405.0,FYHXZDOFAANUFJJC,1-219-422-8866,661.0,Flowers Foods,M,44.0,5.0,AZ,United States of America,3.0,O,1.0,2724881.0
VLM8397,SOPMVXFCRSFPCWUWGQMMXMOJ,DZWNXYQZKNQ,473.0,FFVCZAQWTGLKEPOTSXK,1-838-203-9428,494.0,Hewitt Associates,W,41.0,2.0,ID,United States of America,4.0,O,2.0,2228585.0
mav8398,Jnvgdieertjieijbl,Byvemdkvrpi,78269.0,Jbfxwfxi,1-742-373-5597,324.0,Cablevision Systems,M,69.0,1.0,MA,United States of America,0.0,O,8.0,2411133.0
SFQ8399,Pczybyndnnjrbkujgulqilefqudcyhqcmpqlotlfwurvqwaomertr,Olbdvrnhuarn,133210.0,njgquchh,,801.0,Vought Aircraft Industries,W,34.0,2.0,VA,United States of America,4.0,R,0.0,2006554.0
NFI8400,MVFFMXVYUACZVARVJASVGTIYOKXEQGJCIYVBBCIXI,Enryhagkejut,398312.0,Jdfjfzvpvjojmoxrauyjawe,1-622-811-1744,430.0,Scotts Miracle-Gro,U,11.0,4.0,OH,United States of America,3.0,O,,1105583.0
Pqm8401,ynchwgatjnbmwdcxocktfzpggzaelbsqgcdswsyuzsybchchnncjqxaskrkzpyduxvhrs,itnwcujc,346267.0,vkwsjveychrkcjregcd,1-113-760-1602,590.0,Pactiv,U,40.0,1.0,DE,United States of America,1.0,O,8.0,2450714.0
ZPN8402,ivihtiucfbudmsptplvihxirzecmyaykiwwggoqebvc,OIGWFGGJ,246402.0,PJVKALJGYA,1-516-447-4852,617.0,Nasdaq OMX Group,U,1.0,1.0,UT,Canada,,O,1.0,1367113.0
Fht8403,mmkpqyfnjonemwxefqk,Fcghcgh,355336.0,XSVEREAACN,1-560-613-4348,594.0,Timken,M,93.0,2.0,Manitoba,United States of America,3.0,O,0.0,1458300.0
xmv8404,Sgfttqbbawgjswynchhgblanjpftvea,,277343.0,Ycywterdmnbkuihvgkfyigghdvofxh,1-905-127-4490,,Catalyst Health Solutions,U,94.0,0.0,NC,United States of America,5.0,O,1.0,2153900.0
kuo8405,XIXDXEUTYGFWKMBTZSADATTMERGSDCTNRUPAQGI,Hvelezfhmsqj,448803.0,TGNZQLP,1-122-808-3486,411.0,DynCorp International,W,44.0,2.0,DE,,2.0,O,1.0,693726.0
Gnx8406,APAJBOTETSM,Hjodpfodfk,494763.0,Deeceotemeru,1-621-293-7749,541.0,Pulte Homes,,6.0,,Alberta,United States of America,0.0,O,1.0,1456507.0
NBI8407,IWLOHMEJNYCQENPSXGANRCOPJBHELDABEOWXMGLICOLWRW,Nbseejlhjti,219917.0,wjepvbz,1-503-406-8132,618.0,Pantry,U,78.0,5.0,CT,United States of America,4.0,U,6.0,613257.0
tci8408,Ynjfkyvemyweqxvzzcadefprduldpxoderhspsybgdfmoxphwuxwbdlfnabxmpgxe,RQGFS,275576.0,BTEKZJKQVRNICWNJFITACV,1-447-068-8633,487.0,SAIC,W,3.0,1.0,NJ,United States of America,5.0,O,3.0,545439.0
lad8409,Uycwekapqddljhapqbzdxjfzjpbibtkgvsiixnytnzfknpsyasalcygqnmo,Mrxgy,313667.0,ADQUISMISR,1-281-225-2506,733.0,Service Enterprise Group,M,75.0,4.0,WI,United States of America,0.0,O,5.0,2352979.0
Gsv8410,Iqkhkwlrmgurnownvehdgzaeahontkphucejyrqoeeepqddtffddlznkpnvdnublcpihwilhwv,Jkyeaxscf,117546.0,Mbpjwqtwhuuomoot,1-585-185-9026,788.0,Level 3 Communications,S,64.0,2.0,ME,United States of America,0.0,O,1.0,2662579.0
Fkc8411,iqeczirncglzjlppnozyimjkjofolaudmqd,XCZLSOKJ,61410.0,knuqbvebtxykgteuwqgdqabb,1-044-374-1808,393.0,Safeway,U,85.0,5.0,MN,United States of America,5.0,O,6.0,313104.0
ntt8412,Amqpjrownrhhsqllsczkqkbvbpoqojjqqzfi,JCVMTHXTFS,193365.0,agenveimvhiitvav,1-808-485-8256,412.0,CACI International,W,17.0,0.0,IN,United States of America,1.0,O,2.0,3015714.0
Enq8413,Sxaim,otjgbmtf,99313.0,vetrvncfyfxxawfbbbokvqsw,1-229-706-6736,557.0,Land O'Lakes,S,,3.0,NE,United States of America,1.0,R,8.0,614942.0
Zxq8414,Gqqphepzxowutlfnpkqiesvmddetdfnrafclcafgaejcwfgqjrxxlh,trqrttubsb,186026.0,Wmixcfxpsqkqudizcdno,1-183-936-9819,397.0,Zions Bancorp.,M,66.0,4.0,MS,United States of America,5.0,,2.0,1471593.0
CQV8415,Glzbpewpqkvxnsmhamivuxssrctflexwlolidhaolnkqxxibdzemzlswqznqtppmihtwkhpugno,Xfpplsolbakj,288720.0,SRZTWMPOKKMQTRECMCZAPXKNCZXVD,1-469-487-5771,561.0,Career Education,M,19.0,2.0,NM,United States of America,4.0,R,3.0,
BEZ8416,KGVTRWHIRNSKDHMUQNLCKFLXRYFXUZJODSWFLOVRRQWGVTLPCZVHAVK,Xsyclnonvk,183068.0,Xkjyheggatnawc,1-104-525-7246,516.0,Apple,,91.0,5.0,ME,United States of America,3.0,O,8.0,1353127.0
Yul8417,qpmuyt,xaggpg,406673.0,Jjbfnct,1-082-889-7946,764.0,Mutual of America Life,M,,2.0,VA,United States of America,3.0,O,3.0,488073.0
Jtb8418,fgqmjqqhnbtshvvkhrfvujeankbupboamzbvjskrjxoryngzkvxkbxhpjoiunbuk,Tqxqtvdamx,322767.0,towplhdtqclh,1-040-266-5438,725.0,H.J. Heinz,M,69.0,3.0,WV,United States of America,1.0,O,,1770822.0
Hqd8419,Cqcegjcswkgilvihtmnvkzxfizamlttiphjrpaxxaqrjmkdumfadeivnskhkmudgx,rswwmt,41575.0,MYPMTPLITIPFUVPJWKQWIXZILSXRPJ,1-782-124-0009,463.0,Herman Miller,S,39.0,0.0,ME,Canada,1.0,O,6.0,3349478.0
Vrn8420,Hbkfardqbwjteotrgcxpcrkfnpersviflccbtlskdzfvdcwqaxuczfjqnwbjglta,HONBYBONUKE,65319.0,SSZDDQADLPA,1-729-495-5713,774.0,RSC Holdings,D,67.0,,New Brunswick,United States of America,5.0,O,7.0,3343920.0
WDU8421,HSNPNTOBOGUYTNAJIKEQVEFLYF,Tsgxv,50132.0,YQQVUJEPYSIB,1-363-125-6743,654.0,News Corp.,M,41.0,4.0,MI,United States of America,3.0,R,3.0,1500921.0
uab8422,unfmjhccokffuezzjlxhhidpaulfzkuvtcxcmefypebjotzpjtobtkqwuzxpsukicpvhdyzsfjp,jdflpxl,491132.0,Szwmbzzkrkuqvfmu,1-967-194-0873,329.0,Tenneco,S,99.0,4.0,CA,Canada,2.0,O,9.0,3704032.0
KFD8423,Obusywrvvmksapfgjyedunizmggjzrhlertanpjjfrinlthjhsvwikaovsvcvwtex,Jpnxbnlwvitv,491971.0,Ngjbkxyrejtibz,1-229-279-8869,544.0,LifePoint Hospitals,D,66.0,0.0,GA,United States of America,4.0,O,1.0,624438.0
Izt8424,Kixoexbuhlhzupsuancsvkinsiatpeckuznuonconrmmuludnptcczldiqicatylktvoihvdzt,wgmkrfynhyp,375380.0,Mfvbqrzbxcrigmxgmslfwxp,1-497-754-8607,526.0,Emcor Group,U,49.0,0.0,SD,United States of America,3.0,O,,3598369.0
Auo8425,Jyocsdqremfjwiwomenoyltsbdhmgbrijqjotcifagpfgojwvcxeqyw,Lfnasjivx,416339.0,Einooh,1-344-135-2659,770.0,Public Storage,S,21.0,0.0,NE,United States of America,4.0,R,8.0,3110160.0
pqs8426,Aswcpjybevdwqyqjgktyyospncmousqifukbyasxshwnzprce,kqecy,185175.0,Uxpayndlmegdivpbujve,1-950-538-5293,691.0,Boston Scientific,U,44.0,3.0,Manitoba,Canada,3.0,O,1.0,3683789.0
bfm8427,LIWMZZSICTIGNSCYKNEWQCEVLPKQOWSLPYVBTZRMAPMHQIALKYGCPFHFLLUSQBPXSDCWJTJZWDUQZ,Gbophttn,414591.0,Csjgeqc,1-790-421-5304,790.0,Dick's Sporting Goods,U,29.0,0.0,Manitoba,United States of America,4.0,R,,2208898.0
EWM8428,Zvlextxjsgbihgrremjajdifnrirnxydjyisjjorgqomxqchqiopyriuiwb,HDRCOUICKN,451105.0,Sgsbjbtwixwpqvvrdjcroam,1-609-115-8511,584.0,Commercial Metals,U,19.0,4.0,NM,United States of America,2.0,O,5.0,3381435.0
ejp8429,,RBGOXBCY,330727.0,Rljfy,,821.0,Baker Hughes,S,40.0,4.0,NY,United States of America,3.0,O,1.0,499477.0
Riv8430,Mpxgjhiknkdepsxflplxketkcjmpiygijxwutwohkzmwkkehxtpyrt,GRRVIUN,50921.0,Hqtccs,1-429-273-7587,423.0,Questar,W,38.0,5.0,UT,United States of America,1.0,U,7.0,3054107.0
Ppo8431,Cxjigcoqnswzvbbgcmolqcncjvimshirsohfcvywczezhtnvgymplaqcp,Ukdhpjj,219560.0,aavdcfgqngwfi,1-851-345-9579,723.0,D.R. Horton,U,45.0,5.0,British Columbia,United States of America,3.0,O,6.0,3034114.0
HCD8432,Hywxoslqn,qlqaeki,72005.0,amfwvnnfnrajjcrgcbkutbx,1-163-418-3001,793.0,AGCO,M,79.0,5.0,NC,,1.0,O,0.0,604365.0
Swy8433,awxaxtzkfjjsonwisqsnuqkovyksvjwribyytuprv,fmnoatkmn,303962.0,yagdjpaexlmkpkvwpf,1-407-766-2137,711.0,Pentair,,,1.0,SD,United States of America,0.0,O,4.0,631885.0
num8434,URCGWJROJCHRCJUNEJOJDAYCJEKFIYIISOOAWQBTPAXYRRRKIDXEORGBJEPVYLRCHGHMR,Izvgerznev,319808.0,Bfdecqez,1-962-726-8105,500.0,Health Management Associates,S,63.0,0.0,NC,,4.0,O,5.0,1801070.0
ixo8435,URFEKRDKJMVRQUISDTJWVDZQGNA,DEBKP,,Xtgkeeefiemikmv,1-101-284-2316,776.0,Tupperware Brands,M,84.0,0.0,British Columbia,United States of America,3.0,O,1.0,1726194.0
vzk8436,IGBOSYTRFGDBOPPLKDVEWDARPWJBMZHEKECZVJDSFHKDOHLTNCXCIFBVXGGTGFYAOMWGSVHAJXRDQN,Qvjqvdgaj,391449.0,MYCGKSN,1-905-875-1102,478.0,ManTech International,D,46.0,,AL,,0.0,O,6.0,3557258.0
Cch8437,Tmitrdsmwlxilphjvijwmrjamrjhtavmpfxhfaupodwbua,,314671.0,Rtqyvweonjddpynhealadnwj,1-639-709-5768,776.0,Tiffany & Co,S,95.0,4.0,Prince Edward Island,United States of America,,O,5.0,1435561.0
Sev8438,JDYTULFOKUQEQCWKCWQJEFY,Kunkthmhgqy,193317.0,Zwagwktxxlmslyrnqjjrtjxagcc,1-560-026-1156,795.0,,U,78.0,5.0,DC,,0.0,O,4.0,140715.0
Bao8439,Ovupewnxndlsckudovscscrpghjpbzmimyelhjqaprqxbhemmhrukm,Ezpyxjtnesh,228417.0,sbkyjgnttpokc,1-215-807-9626,843.0,Pall,W,93.0,1.0,NJ,Canada,,R,8.0,2953490.0
hvf8440,Qvufthtsumvvlaprdgfczjaoknjcsieaka,WWRIKG,164976.0,FNJIJIENQEZWPEAMHHAALOG,1-660-386-9061,612.0,,S,100.0,0.0,NJ,United States of America,0.0,R,5.0,3497594.0
Crm8441,Rrutvxkdpoozhrdmkq,qmcjaeyp,28548.0,Erxkdptrxtbyg,1-526-756-0151,601.0,Raytheon,S,71.0,2.0,NV,Canada,0.0,U,10.0,3626781.0
Euo8442,Mvxztdbrngsgdxyrpcmysqorcrkfcciwgtfnkjaohgifvx,Sdeciy,119902.0,Qrvaghqbcmmxsuaufexznwth,1-715-341-9696,667.0,Kimberly-Clark,U,44.0,5.0,OH,United States of America,2.0,O,7.0,3934140.0
Kxp8443,Yixpjcynqxbjsfnqkwlxzbhducvpwrtpwtfgzxxgoqcsgtphfgaemdwdhnmoclbesct,Rahmrvxig,228131.0,qtdheoern,1-270-030-3843,702.0,WellPoint,D,18.0,0.0,WV,United States of America,2.0,O,8.0,2103324.0
Wep8444,YPMBIHRFVCVJGHDHWVRKOGYSSOUBCUVFMORHCORQFYCCEQYMKQWDWNSLLQEKZIBZH,yzmgvwfidyd,153927.0,Bkonvdqzenmhhagcbonwk,1-844-771-3207,517.0,IAC/InterActiveCorp,M,48.0,4.0,ND,United States of America,4.0,O,,751426.0
Hvh8445,mttsldxpeoeopqzjhieq,ttgtzfsv,442135.0,Olciumrkjbhfvqflqiywuflcnuf,1-799-762-1774,597.0,Priceline.com,M,,2.0,British Columbia,United States of America,5.0,O,10.0,72928.0
Rsx8446,fcvmgnbfgdlgmkkfsjpqkozesxregniclhudaniorrsqzicfvflnmpdgeobsrdorjuvtifuasimisfp,Aayzd,292340.0,HUIIMVMLJUWYHEUWKJ,1-529-844-6743,788.0,Navistar International,M,68.0,5.0,UT,United States of America,0.0,O,1.0,170466.0
Doi8447,pkgwplqrxcuoxswbefdwrkheqpqrqswqljgsvmamswvqvyhboqgukmpomywijmweheaqklp,culehjtykq,26963.0,Elszsalcuxpfhobpjztopbidurlucf,1-086-956-5660,464.0,Jarden,S,54.0,1.0,AL,United States of America,,O,3.0,76336.0
Qqp8448,Useiziqpoplsjbzcsomkyjferwjfmampfskbsrxydcgutze,rjqpmapoyudr,337062.0,AHXHJGSFSGAVHR,,703.0,Atlas America,W,41.0,0.0,IN,United States of America,5.0,O,6.0,172798.0
Fae8449,gbiypkjgtlykrvtjbbumkggpwxglpgiwm,FRPDNTRBVOTL,71795.0,WOBRTCUHXFCMIMMYALNDAKDXI,1-865-928-1936,476.0,Insight Enterprises,U,49.0,3.0,DC,Canada,0.0,O,9.0,2266559.0
FIU8450,OBIQMFCTOEPLRYJMMGPFZYKWDZYKMDQJLDGJLKGOUREPRJRKUDMHNHKWQRXC,Azpxetq,271114.0,URRXHJCRQBKGVHEOR,1-078-320-5212,617.0,Broadridge Financial Solutions,S,9.0,5.0,AR,United States of America,4.0,O,5.0,1446659.0
Eqf8451,bsbvxyaelonmxcwahjrmvfbh,Pjhoxvurwqdy,322148.0,QSBQWBFLFOJGCHZVATZHYCVQMJHA,1-010-220-1308,347.0,Perrigo,S,95.0,3.0,ME,United States of America,0.0,O,4.0,2733798.0
Cmj8452,Apaacmekhbignedjgpxkzkpbhaootvqyudx,Lcvpm,233357.0,XISPGTVNQWOELWBQ,1-251-163-0585,,Embarq,M,89.0,5.0,Saskatchewan,United States of America,3.0,O,7.0,3057177.0
HDU8453,Dmsltuucykppehmqfezgtomjscbvupufxgccldgerwpniwqivyimxnnegqynddjdrxoekdzvn,Misusjjecac,105107.0,jkrwlnfjgbjnplnfhkkg,,767.0,,W,54.0,0.0,VA,Canada,5.0,O,5.0,1392119.0
tss8454,Sqzfggosyyukvtmweoypfhwrdbmmuyvceheultglyloxpayqizshaxxqssuoocda,wvnaw,248032.0,Ramljubfcin,1-219-906-6463,478.0,WABCO Holdings,M,50.0,1.0,VA,United States of America,1.0,O,3.0,2505151.0
pit8455,SBCGOVDUVQMPQOMVQTWBKMBQDWLBAZATTIDBDEARD,Mguikpinj,478696.0,Dnribjpkaijfadt,1-870-258-0983,521.0,Beacon Roofing Supply,,79.0,,HI,United States of America,4.0,O,7.0,1238133.0
Vol8456,Jgrdxjpfkhyacqxopaqbb,Bcvqifn,3391.0,Jyuhcwnuekbngtwnrt,1-814-914-4841,585.0,Smith International,D,,2.0,WY,United States of America,2.0,O,4.0,1932173.0
Ewz8457,Zxdwj,csnfrvuxuuf,121179.0,VNBUYFN,1-476-525-7286,334.0,Huntington Bancshares,D,50.0,5.0,CO,United States of America,2.0,O,8.0,1930474.0
OWW8458,wgabdojkvwuhgqhvggbfprfripegyg,VSYDB,303801.0,WUVZLLIRSNNGVZVCGVASQHHXQ,1-948-656-8165,727.0,Core-Mark Holding,M,28.0,2.0,OH,United States of America,,O,5.0,2443730.0
Hhn8459,hnmjpqay,noffdqad,6744.0,Dijevzccrmfmmast,1-519-257-3199,611.0,Sentry Insurance Group,W,17.0,,FL,Canada,1.0,R,1.0,990303.0
FFX8460,Rdsnozoygdmfdrswodep,Cnmsgoz,326543.0,Naajvmxefmwglbcantzm,1-326-407-2371,360.0,Amerigroup,S,,1.0,MA,United States of America,3.0,,5.0,1635558.0
vus8461,Tsjdy,tddcdgegs,270638.0,ywzzi,1-793-516-3698,445.0,Terex,D,26.0,3.0,CT,,5.0,O,5.0,1831763.0
MCX8462,Ydxsomiumd,QWPSBWKSJA,60200.0,Xfbadnpvibezbgchshz,1-192-706-0536,713.0,Coca-Cola Enterprises,S,49.0,0.0,HI,United States of America,4.0,O,4.0,429010.0
hno8463,xtuvqvsadyftjsoutajuxmvmyfyrcnivpopmmpybzth,Xocdasikfx,183336.0,Qqmrhtmhmq,1-959-679-8837,570.0,Lockheed Martin,S,26.0,2.0,WY,Canada,2.0,O,3.0,1831294.0
ndf8464,Xfvphqcziwetx,edlffkhl,340069.0,ANBFUSDIPEQCTIXAYLI,1-332-155-2981,656.0,AGCO,M,83.0,4.0,TN,,4.0,U,7.0,436257.0
CAP8465,nljpyfsneapzufceeonfogkwqlqisqdkqtfqdvorjidqwbzskndlhduayxxpvsjbcgoidmcbralqh,Bqwza,4339.0,Wogjjypslxafzap,1-511-107-9446,567.0,Con-way,S,74.0,3.0,WI,United States of America,0.0,O,10.0,799882.0
rkj8466,zghroslrzyvhrzajhkekfaauaavenipenyjlsgaplgakstcwjv,Qkpjoourc,380166.0,Wupsgwk,1-354-475-2420,726.0,CC Media Holdings,M,65.0,2.0,AR,United States of America,0.0,O,10.0,3387121.0
eue8467,rhyqdqnkuglhtlpyjwohomqsorlsriktsviixyhlkjdoeuszjdmhcseidbgxwoijdscjks,Ipmupduwced,483411.0,ytendbibwjohnzeipvqypbq,1-794-555-3534,488.0,Dynegy,W,3.0,2.0,MD,United States of America,5.0,O,5.0,3690724.0
Ofd8468,Cfybuabgircdxjzwtplhjraqfwqkedluqtf,FTMABKWW,31197.0,VNFBM,1-223-235-3740,525.0,CMS Energy,M,12.0,0.0,MI,United States of America,4.0,O,2.0,1730508.0
fcp8469,Frhscr,Arpdgqpxnuoi,470929.0,GRGLSAFBTGSX,1-862-279-6049,640.0,Domtar,S,3.0,5.0,VT,United States of America,,O,6.0,728292.0
Yyz8470,,gijya,106289.0,Dvilvawkz,1-075-386-3166,314.0,Pacific Life,M,50.0,1.0,CO,United States of America,4.0,R,8.0,1112286.0
Nwq8471,Stkcdrtid,ahrampskctjn,212470.0,Hecwbhgwlqhwvqvoigxuhee,1-153-331-0598,793.0,Packaging Corp. of America,S,95.0,4.0,Quebec,Canada,0.0,,0.0,3167276.0
kgp8472,AOBHQRLOGFJEUBADBBGSLWTCYSBLFHEQOCZXCIBPTBA,JEWYLEV,324050.0,zdjlfmynxusdbfwszzyuhpbfch,,,Magellan Health Services,,77.0,,MS,,2.0,O,0.0,2917329.0
uio8473,QSUMZNWWLSDZMKGKVRKOBXTDXUWILJOEWXVCUQVGNBOCEJROTQWCBOCMQCQALO,Ugiwwibormt,323659.0,Frmbpca,1-684-936-0510,715.0,Philip Morris International,U,28.0,2.0,NH,United States of America,3.0,R,4.0,1033637.0
Ocr8474,uvzhgowsixxiimgcjfxajibqqqvlpjjvlgswukgrjmyufbdv,Jliyvrlda,228220.0,Mztsscizbgqaujn,1-356-900-0449,585.0,Ingram Micro,S,38.0,3.0,MA,Canada,2.0,O,2.0,626914.0
Uzq8475,,Yrrwt,272203.0,Cjsrzvmlps,1-851-783-9290,447.0,Intuit,M,41.0,2.0,CO,United States of America,4.0,O,2.0,2875202.0
jdb8476,NVYFFWKKALIDBRCCTMIFHIIJEFMXPOFEOFFGPWOYIQSMD,Urxgigylz,451917.0,ffidowyqnivi,1-465-839-5265,536.0,Kla-Tencor,U,17.0,5.0,British Columbia,Canada,3.0,O,1.0,3949799.0
Lgd8477,Cnjieduusskwgldmiwz,Tcahjf,111293.0,jxcwpit,1-995-917-0686,843.0,Bio-Rad Laboratories,D,100.0,1.0,FL,United States of America,2.0,O,10.0,636659.0
LOB8478,Xmucqkfkqvuywusyhpoblwquqgyugivuhoqdgbwmymgydublx,upibgkjx,475106.0,Inrondldnhzpxhjshjoquc,1-399-460-8921,316.0,WABCO Holdings,D,56.0,,AZ,United States of America,3.0,U,9.0,2563261.0
Qbj8479,Timzitdvgbkzqdenxkjnppfkdggymgldjlmqjojeohoacpglxkgigvcdqkbpdxke,,331836.0,AKWCFCPDHBCJWFTFOU,1-889-021-4907,562.0,FM Global,,19.0,3.0,VT,United States of America,3.0,O,4.0,2705581.0
Qcn8480,Munggbucdmguhwlxajmjdbyrlmz,Bfxsf,81588.0,Zpxurb,1-459-530-8211,708.0,Silgan Holdings,M,49.0,0.0,CO,United States of America,4.0,,5.0,2698096.0
LMS8481,Ozsgurxlnmpkdezwfkggbzcfjgqpjqwpezuknoqfjcyllbbwwmdbibuqlmbb,Rwjwlexct,105974.0,lprwgoscavurvynwujjxxle,1-385-488-1221,764.0,Ameriprise Financial,M,23.0,2.0,SC,United States of America,4.0,O,2.0,2572600.0
OUC8482,ibgejbiplyxktvhmupjanjbhgpblcqmsrisuvjucbaanqegbeqehevymfxvrrjdr,zjorku,1657.0,qkvopuuqnxnzmjexx,1-447-167-7938,785.0,W.W. Grainger,S,34.0,3.0,RI,United States of America,4.0,O,2.0,1537032.0
Trp8483,zopoxnwrvhuvosqhbabweyzqrytvkqapoyqi,Blsuzpxutm,397454.0,Cpcygdjawvd,1-136-629-7597,345.0,Modine Manufacturing,U,31.0,5.0,NM,Canada,,O,,2126200.0
gte8484,Sslpzhdrvlptsyesstypqv,Knodacngli,262796.0,Sluttdymzbebxfiqw,1-634-767-1446,784.0,FPL Group,U,38.0,0.0,GA,United States of America,4.0,R,5.0,770068.0
ROB8485,ofcfzwmfyajaqxsuxclrzkbaozdoiy,MLUHIRQPQ,412539.0,hlcmelvgbfnpujregduwv,1-623-631-6016,558.0,Puget Energy,M,23.0,4.0,WY,United States of America,3.0,O,5.0,1412791.0
rcd8486,NWURFHDWKZYBGWJCIGHLERNMFIXCYEFNMGCD,,123391.0,Igeqhfktrcdtgrxwszs,1-803-557-0768,841.0,Simon Property Group,,81.0,4.0,NJ,United States of America,1.0,O,8.0,1469286.0
YMW8487,Uvbpedlanettwjwngcymqyeftemiw,DVCOX,435982.0,Dtlajkgeqqmalrgrxkmybil,1-003-349-4503,571.0,Burger King Holdings,S,8.0,5.0,SC,United States of America,3.0,O,2.0,1152298.0
Brz8488,GXEFPIVJPEQEYQAKOZBKZW,dvwxop,290792.0,Anlvwulngnzzmvhgwdtebyvdghkuf,1-063-001-0419,392.0,Pall,S,86.0,1.0,ME,United States of America,2.0,R,6.0,3897005.0
chh8489,CUPFUTMNJU,EJTWQFJLH,120990.0,Dggjnnlcmkhzdtorlaidfbg,1-349-608-5731,533.0,NCR,S,40.0,3.0,Alberta,United States of America,2.0,O,3.0,3989969.0
JUN8490,,Fdtivalivxm,457396.0,Rvbmnwux,1-317-788-6249,,Whole Foods Market,U,55.0,4.0,Quebec,Canada,2.0,O,0.0,3345234.0
THH8491,FPDBPVORRCRWD,Akwppbezgkar,112285.0,Upvuibrfizwollshahwpldplif,1-228-529-6798,543.0,Danaher,D,30.0,4.0,IL,United States of America,5.0,O,8.0,2863120.0
apr8492,EDOFJDLURVARIHLNCLPGWOCLYFENYHVWATAWXXYTFEWASEKVDIPVEERDQYPUNHYXD,QDBMASKGZGDA,451364.0,xdomustmwtjxm,1-817-598-6502,827.0,HealthSpring,S,94.0,1.0,ID,United States of America,3.0,R,4.0,3050091.0
Ljz8493,Xvyklbvpmjwmyiuvoersfec,glnqs,235284.0,Kspgprprivkhqvbuy,1-488-705-8163,809.0,Occidental Petroleum,M,94.0,5.0,FL,United States of America,3.0,O,10.0,939956.0
zox8494,qdmgghbgrpfslnxwwqvtkje,kczbwehx,263074.0,Fkjqdwvyyzpg,1-526-069-7892,,Perot Systems,M,7.0,2.0,MA,United States of America,1.0,,,1160430.0
lzd8495,Eiifxrejlgycdefkypbpmneu,Bylsdf,96123.0,Oinyiaxmuwwlgdyfd,1-656-493-9265,687.0,Dell,M,,3.0,Manitoba,United States of America,1.0,O,9.0,2081947.0
JXF8496,,frxzlrgg,,Lmaytxuw,1-386-239-4376,776.0,Helmerich & Payne,U,95.0,5.0,MD,United States of America,3.0,O,7.0,90282.0
lvy8497,Ywfmatmqgbqdkkydffaadbnirbpffddqiuswbyavujxtcj,Tlymcgdcgcul,204485.0,GQKLFIJ,1-764-422-3011,411.0,Alpha Natural Resources,M,75.0,2.0,Saskatchewan,United States of America,0.0,O,2.0,
Npb8498,nxwfxeliyujigeonaebpfnbsicifqqqwbilkxnskpeql,Bcibw,121193.0,Spvlogpuaviddcnvtrk,1-055-144-5259,493.0,Sherwin-Williams,M,,3.0,AZ,United States of America,5.0,O,6.0,1399007.0
Jfj8499,Refbeo,VREJIQ,,Nrzojm,1-988-711-9016,562.0,Tupperware Brands,W,76.0,1.0,DE,United States of America,3.0,O,9.0,1477739.0
Fwb8500,BQAZRCWHVOPJXIANCKHWSYNHATESZTDBXXQYRPMYBKLCNHBVNJGU,VMJGGHA,83167.0,FUMIEBZKUIGDSWOLPONGJJMLVX,,749.0,CUNA Mutual Group,S,78.0,2.0,AR,United States of America,5.0,O,7.0,104989.0
Krh8501,Lvinbjimvkzkaaqsewacdyikpgssjjtwchldfjfyajvvswo,Bblhqyxy,282942.0,Ukvgjjugrrmglqjo,1-190-111-1511,532.0,Administaff,W,21.0,0.0,CA,United States of America,2.0,,7.0,29623.0
Cyp8502,evkwwmxoyavznoptqtamjpovxylehnyzsqucbqebfhzauglesrdstvpcaklpgbspmbkcg,YVPGELOQBP,349287.0,jverwwakkjohxwwc,1-628-206-1777,699.0,,M,32.0,0.0,Newfoundland,Canada,3.0,O,9.0,923672.0
Qvu8503,VXUEJVRZMNKNPTIRIMVFBTRSNUUZWG,Wkvkkfqt,398595.0,Wksmk,1-638-112-6950,760.0,NTK Holdings,S,43.0,3.0,ND,United States of America,4.0,O,7.0,2147817.0
