prospect_gncd,prospect_ntwrth,prospect_g,prospect_ddrssln1,prospect_crdtrtng,prospect_stt,prospect_mplr,prospect_mrtlstts,prospect_ncm,prospect_pstlcd,prospect_nmbrcrs,prospect_ct,prospect_cntr,prospect_phn,prospect_nmbrchldrn,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Ezk12210,2383975.0,66.0,GSXUESRXRQADIEOKIYRAXBKCZURDVPZEULGGDYROBHJJGAHFUZRY,524.0,AK,Noble Energy,S,476546.0,bujmjyvyxs,2.0,Fairbanks,United States of America,1-284-847-8516,2.0,O,3.0
Rwz12211,156372.0,6.0,Qvddbiywvilmffawahrrqzzmjcadycrlslkgdnth,475.0,OR,,S,351197.0,Ugicmuoap,1.0,Grand Rapids,United States of America,1-932-002-4006,3.0,R,5.0
Jqi12212,1925871.0,47.0,Wpdpigakjxnlenwouhvmmjjsqcvuhwfworkwzwdlryhzrd,621.0,WY,Watson Wyatt Worldwide,U,410685.0,UZTFYGVSK,5.0,Bakersfield,United States of America,1-458-552-3785,4.0,,3.0
Fqk12213,1200732.0,27.0,LLVQCWVJNTNZSUFYRUDAPTKAKUOVVYOVNCKRMPMGQWMGOTRPFLWOFMNQCIGSLLTNILXCIMDPV,364.0,NV,Goldman Sachs Group,S,163033.0,KXIETWXJASCX,0.0,Erie,United States of America,1-573-635-0257,5.0,O,0.0
OYA12214,580859.0,65.0,Rfhancjygpwraccchitrtxjtniibdhdrafnbsiawqnfvmayltbgwhso,406.0,KY,Alcoa,M,383409.0,sulqmbipsyg,2.0,Gary,United States of America,1-845-177-6270,3.0,O,1.0
Mua12215,3584219.0,5.0,Ucrckqdffnvrsxpbuu,829.0,UT,Boston Scientific,U,443283.0,Awbauazogvli,2.0,Scottsdale,United States of America,1-526-761-6481,5.0,U,6.0
HPT12216,1945249.0,23.0,Bkuqbzdyrvquefusoredmfj,643.0,WV,CBS,D,,Whoyja,1.0,Iqaluit,United States of America,1-425-424-9711,2.0,O,8.0
QIA12217,,68.0,Whqwbyjnztxmnlnzkmdwtdsvpahulcqkciwg,416.0,MT,Ingram Micro,M,,Eihnsymvzup,5.0,Nashville,United States of America,1-974-606-8078,5.0,O,0.0
Wti12218,2796483.0,31.0,Kbvah,473.0,WY,Expedia,M,66752.0,XCLLQBGWG,3.0,Charlotte,United States of America,1-308-988-8179,3.0,U,5.0
NMV12219,,33.0,BBWGYORLAWXXIFADMLWFXHYLLBGMAOUCDASKMVWFUQPITRBCFUSZ,591.0,NV,OfficeMax,M,332456.0,Wrokdatdch,5.0,Escondido,United States of America,1-864-604-8548,5.0,O,10.0
Yxd12220,775100.0,97.0,AEXHCAMUAAZUMTGWCPNTH,804.0,IL,Loews,D,473033.0,WCONQVO,3.0,Irvine,Canada,1-421-065-9548,4.0,O,8.0
Fve12221,2367113.0,38.0,wrfwtelpoxjljrdtfbamwolgwcyfxfcilcsxduziyk,,Alberta,Conseco,W,324615.0,fspqxfedlcpt,5.0,Fullerton,Canada,1-012-750-3367,0.0,U,0.0
bqo12222,1302714.0,78.0,Styyiudyqitldbsvihgeqtoepfzgcbcnbwkavabqwj,685.0,VT,Schering-Plough,M,118303.0,pdbdgkvii,1.0,Huntington Beach,United States of America,1-416-154-8007,5.0,O,4.0
isg12223,2084749.0,88.0,Htwpfhubc,499.0,MA,Alliance Data Systems,D,164382.0,Rdvfopdhhv,3.0,Warren,Canada,1-571-624-5476,1.0,R,7.0
Sii12224,923312.0,91.0,Uabwejacqzsvsiwnxblgdqtpuosuifjfzfamcimupzrwcyaaruycbpiamdmnvobnkrcjcnfojfhp,417.0,IL,Polo Ralph Lauren,D,248149.0,MNEXMWSSPSO,4.0,North Las Vegas,United States of America,1-686-563-1927,5.0,R,8.0
Jca12225,2432430.0,50.0,Jdlvbnsokoacpwrqekciiddvupaxnknsjumqg,714.0,MI,Best Buy,,45831.0,Tcwzfqvon,1.0,Sandy,Canada,1-725-337-9751,5.0,O,6.0
joa12226,507864.0,4.0,Rltiksskkaehaitlkzzjhnvliyntj,336.0,AR,BlackRock,S,317525.0,Btljvsrgvpg,4.0,Laredo,United States of America,1-944-556-7766,2.0,R,4.0
Mvh12227,3519269.0,39.0,Djhox,,NM,Jones Financial,D,422793.0,Opsouzs,1.0,Augusta,United States of America,1-637-305-5361,5.0,,10.0
Hcg12228,1883644.0,40.0,JCOHVUIMYJIYTDXQFEJSKLXNPGNYPHASBQXNQHJGVRHQEQGWGQ,784.0,MN,Regis,S,244919.0,Amrxjhpfozic,4.0,Santa Ana,,1-790-693-7865,0.0,O,3.0
Chx12229,3071518.0,50.0,WUCCYYJIJGTTCLWLAAXPFDWPPUJ,475.0,MD,DST Systems,M,175758.0,wmzeuo,0.0,Berkeley,United States of America,1-085-597-7614,5.0,O,9.0
XCN12230,1416770.0,42.0,Qdsvmzqscxaxhlqjwxrscigounhzjpoghavcwxclctyzqdblsgyhiemeymfcrwoabstwunmqgwkqewnt,847.0,HI,Radian Group,M,158835.0,WVOTPWVTAC,2.0,Seattle,Canada,1-735-425-1545,3.0,R,0.0
Mly12231,2552930.0,86.0,Anljuglptbvmfowuickluhsxgkf,634.0,DC,Simon Property Group,U,111717.0,rjegpgkppvek,,Rancho Cucamonga,United States of America,,0.0,O,6.0
ZIC12232,2734980.0,27.0,Viuinaunavhvstswnlwbgstjoesooubwqgxkqeepomjyhgwglplj,759.0,AR,Constellation Brands,S,,Rqlwowunqxww,3.0,Reno,United States of America,1-321-399-0166,0.0,R,7.0
Tsr12233,3392989.0,57.0,zvunpcyfkhcnroxjiibawfyczmwiwfovueuytflrqzdhydecmxjsaeazl,573.0,NC,Express Scripts,D,156323.0,ghjsmmjmmmnp,5.0,Omaha,United States of America,1-332-456-2627,0.0,O,1.0
IXD12234,618606.0,14.0,Rioycenoairrrvi,669.0,NC,Auto-Owners Insurance,M,470202.0,Pwbdpxngcboo,4.0,Colorado Springs,United States of America,1-376-495-5558,,O,7.0
GUY12235,2543097.0,83.0,Pvbomhfktwoaddavflbfufagommppwbjjlwwbyitmtnoxhglxdqewvihfqdjnpzfczhqrxgw,515.0,CA,Brown Shoe,U,69973.0,Xrjbdbtkcjg,2.0,Amarillo,United States of America,1-840-836-8511,2.0,,3.0
KVS12236,3687736.0,3.0,BGTCDJDEIONTGQUQGUDTIKOPNWLVKKEYAYQWBWOQBBBGUYSE,332.0,IN,Hayes Lemmerz,W,48247.0,Ujiescuki,1.0,Las Cruces,United States of America,1-840-301-1739,,O,6.0
LWQ12237,,61.0,Neibaijistjpmeexwtcrmpqtlrhyjgdjalouqsxvjal,762.0,British Columbia,Walgreen,S,117817.0,GQAJUS,0.0,Regina,United States of America,1-699-267-0354,2.0,R,7.0
Lqf12238,1434088.0,6.0,ycjldkiqdegmmyioqhuqvlgbusodlolyuebuvmscphnmpwr,,British Columbia,MSC Industrial Direct,U,297746.0,HIQRCAMXOTW,1.0,Gary,United States of America,1-614-704-6730,1.0,O,1.0
Rpt12239,3615499.0,12.0,Knvfdpmgtgfvtvqscmtlpuvxztwsnbexvmi,398.0,KS,Avnet,M,489458.0,Spkuucn,4.0,Abilene,United States of America,1-762-816-9121,2.0,U,2.0
coj12240,3583755.0,52.0,Ylwdmifqjrcjbgdeshbsvxiihavndukvqzsnsjnqfkosfwpeoggjdxxjnpiychlcmyhdgmanpxuilqsv,539.0,UT,PNM Resources,M,463947.0,ZVBYJWL,4.0,Stamford,United States of America,1-460-072-2169,3.0,O,7.0
Czh12241,2805623.0,18.0,Asdpkzzjdevskyvkmjgbkitgmvlfndcdpkircgnlxmqymdwwajaxwlreyleh,708.0,AR,Corn Products International,M,305738.0,Umbmhhlmohtw,5.0,Little Rock,United States of America,1-172-236-5042,5.0,O,10.0
Jbs12242,2125833.0,23.0,Uscsjcquyiyeqstmemunwuydvtugbi,564.0,PA,Guardian Life Ins. Co.,U,394713.0,Bpalltakzs,5.0,Providence,United States of America,1-976-748-9268,4.0,O,0.0
Igf12243,717520.0,24.0,Cfkzajouyfarjfuaqyyivqjsp,837.0,New Brunswick,Radian Group,M,,AOQPUJRZBW,5.0,Santa Fe,United States of America,,0.0,O,8.0
fqj12244,2051903.0,1.0,Pmukcddlmurkzepemcloncmk,,MN,Annaly Capital Management,D,257468.0,Wnhvwxhbjwm,1.0,Indianapolis,United States of America,1-918-403-1338,2.0,O,6.0
Qhr12245,1970370.0,68.0,Vuqqruunkjxevykvoeoikamhycfgqqnndkyhymyrzctqecyfbnlcwhsiubwwlkunnwxn,544.0,NH,,M,295961.0,vwhxwfatcswl,3.0,North Las Vegas,United States of America,1-118-224-3667,0.0,O,1.0
FAA12246,1668674.0,65.0,KFJGQZQYXCAPSYDXAONUZFPQHQNHJFFNWFMUFPBHTTVYQTWZOYXKCXRMQADFRSCGROB,601.0,DC,Staples,U,102029.0,Ibinopmik,2.0,Sherbrooke,United States of America,1-784-800-4442,4.0,O,9.0
Nef12247,2393174.0,55.0,Dyjcaieneredkgksniitquexesjhkncvpjchmccbtqlrqqafqoo,622.0,TN,Unisys,M,247652.0,CDCSUULE,5.0,Naperville,United States of America,1-344-096-2698,4.0,O,3.0
meb12248,3148089.0,19.0,Wllqtrgyysmqfbuhmigvatrluskvmsxrvkqiesyzmlxyzbrkfmmwbubvbpvczibbhaqhv,795.0,MT,Wyeth,S,186555.0,stssuzl,2.0,Moncton,United States of America,1-904-085-4794,2.0,,10.0
rkm12249,880419.0,70.0,wpfwzfthzykbmoqunrjlbxuqiafcvipksdfubufccvcxmbmkzplvbcxnqtew,484.0,IL,Mutual Life Insurance,M,151602.0,Ovrtpelmsrwl,0.0,San Bernardino,Canada,1-911-754-0827,0.0,O,0.0
ypd12250,2027217.0,96.0,Odsdtserggoegndvemdxweegxmctsjpxjkximulmbtfgjfy,,WY,Assurant,M,260323.0,WCBAWVULBQET,2.0,Elizabeth,United States of America,1-130-181-5617,3.0,O,6.0
Gcr12251,2989768.0,,mfqrezpstyaqifimfqzfsowezikkmbiombeeszeuuikgyvkdtjartskupjnx,791.0,AL,Ingram Micro,U,46789.0,Nraddpsfkov,1.0,Colorado Springs,United States of America,1-367-300-4355,1.0,O,1.0
Ham12252,1643977.0,56.0,Omlfigduxktzpzcuavrdltjfpyvepvlujl,303.0,OH,Lexmark International,W,360248.0,Kadbewtmg,1.0,Irvine,United States of America,1-160-772-9584,0.0,O,6.0
Fpv12253,2081414.0,79.0,,395.0,AK,Dentsply International,S,361464.0,NENIOFQK,1.0,Hollywood,United States of America,1-830-350-0801,0.0,O,7.0
qgd12254,2582386.0,45.0,WQETAABBJGFBTHNDLSHMGML,686.0,OK,Country Financial Services,S,131165.0,DZNPER,3.0,Mobile,United States of America,1-172-219-9219,0.0,O,10.0
Mmf12255,745540.0,34.0,Rsdzuuhfzutworeskdcqzmgmgcdkmlkxzrzvtlpqwjvbtbbukqukvnbfkktysbraxslbqlojofrl,611.0,Ontario,Humana,S,468222.0,Tdmzrwqrw,0.0,West Covina,United States of America,1-863-514-4059,0.0,O,8.0
cch12256,1556754.0,63.0,Qixezehwymwmpoxjwbvxfodjdhopchxsmheifxotzljmhkscaxcndsmxlgopsiapa,605.0,GA,General Motors,D,69986.0,gsrnogwtayr,0.0,Savannah,United States of America,1-294-746-4175,4.0,R,3.0
Mkl12257,3619771.0,11.0,Jnibuzpzincqexkplgbjivdqvanaaxocxipzarwboshuauoenxtbrxwzldxrfxox,446.0,MA,Express Scripts,U,133905.0,OXCNZSVORJMG,2.0,Thousand Oaks,United States of America,1-660-731-4243,2.0,R,1.0
Cuu12258,2476699.0,28.0,Loxjhephcidtqqmkowfsrnruevuizrhutxr,521.0,NH,ON Semiconductor,S,125591.0,Wlxanqiqfl,4.0,Buffalo,,1-737-028-3170,5.0,O,10.0
SGI12259,384979.0,80.0,Wxslnqsepbjds,561.0,ND,Interactive Brokers Group,M,329007.0,Dzcaosu,0.0,Mount Pearl,Canada,1-032-901-2864,2.0,O,7.0
Dji12260,3355184.0,64.0,ylfgykmbzgwdficdhvivfhdknugejfbxfhkbscbjqbaumsz,348.0,VA,Phoenix,,72809.0,huuqds,0.0,Simi Valley,United States of America,1-711-729-3213,1.0,,2.0
Zfm12261,921503.0,8.0,Ryvdjtzumvrbvirisjqypsmdjuwrdfp,743.0,NH,Cephalon,S,157097.0,,0.0,Louisville,United States of America,1-942-080-0051,,O,5.0
HHH12262,517122.0,,Dricktksnneexehkgfxqntimhfwhxszvwnoynwhwlrxtlmfzdhzqhmdifzsmljpvwi,524.0,OK,Laclede Group,M,306932.0,Xivabp,0.0,Santa Clara,United States of America,1-447-426-0512,2.0,O,8.0
Vns12263,3961463.0,45.0,aduxfpmmnfefkilavgwstjrwe,761.0,MD,General Growth Properties,M,146058.0,Hcpqxxazwlk,4.0,New Haven,United States of America,1-458-424-3020,4.0,,8.0
Dno12264,2804105.0,,Amllretponzoijorbqdblwplehydz,382.0,PA,Monsanto,U,129028.0,Sqixebddwws,3.0,Santa Fe,United States of America,,0.0,O,0.0
SJR12265,3277048.0,46.0,fbvtuvxkdjrqmyehy,435.0,IA,Solo Cup,U,48169.0,Ybkwyrqqylc,0.0,Fort Lauderdale,United States of America,1-790-473-6022,0.0,U,6.0
VTJ12266,2971203.0,68.0,RKREBLQKJFHPACVZWDQWBXYIVVOGAXVSFKAHADGBMRTQUOIUGC,402.0,WI,MEMC Electronic Materials,M,491094.0,Ukqlswgvpi,2.0,Mobile,United States of America,1-505-924-5709,3.0,O,4.0
Gsr12267,923080.0,30.0,QGTLJRMZVRRCQXRIAVYPCQQQTKQBAGDE,669.0,AK,Gannett,U,156190.0,Wtpaszitc,3.0,Boston,United States of America,1-551-149-8734,1.0,O,7.0
Uyk12268,1005552.0,92.0,oxtjqjikrgqobcsgnhadlmjjprftepefqreqodcxxkak,438.0,RI,,D,210500.0,Zoyhxqdwj,,El Monte,,1-829-531-2121,4.0,,4.0
SXM12269,1851067.0,16.0,mgxjewmpsjgkpiobgkcscupi,826.0,AL,Ball,U,253563.0,mjuol,5.0,Fargo,United States of America,1-621-209-7389,2.0,O,5.0
ZQD12270,3168123.0,22.0,DCEJFSRPSHDLJRFCGOR,556.0,WV,Charles Schwab,W,38683.0,yssexxqks,1.0,Iqaluit,United States of America,1-150-322-9590,3.0,O,10.0
ELB12271,475083.0,24.0,uyeuoumlb,440.0,CO,Int. Business Machines,S,398600.0,Ujppw,3.0,Pembroke Pines,,1-629-868-1988,4.0,O,3.0
MQH12272,1610658.0,38.0,Ehptbbnknophslkedfowxevjkiwbazxmsjx,365.0,AZ,Lennar,W,33993.0,jagfgcgv,4.0,Philadelphia,,,3.0,R,1.0
wdu12273,359942.0,29.0,wqubwqncdgpynrjqdawudkxvdpnyxsiagzci,446.0,IN,Iasis Healthcare,S,50976.0,Mknkcfdxtvxx,1.0,Las Cruces,United States of America,,1.0,R,7.0
Vmo12274,1436315.0,97.0,Kjjxjnhgjqszceadnbbasfvqphamohnnetkqh,369.0,VA,Embarq,M,187595.0,Zkkdjcrrfv,3.0,Springfield,United States of America,1-708-876-4578,2.0,O,4.0
Vue12275,3850672.0,64.0,Ivlnpkijthfmvhjudntkuxzbhwplizvmigzbknqfewxfehvwdswihqaeft,436.0,IL,Cigna,U,237527.0,Npvabn,1.0,Edmonton,United States of America,,0.0,O,6.0
aql12276,93264.0,40.0,Qhasvarxjhvwqfktvfeqhuzmhyerinxuulafrcbjwyfehtcqocipuqvzmqox,358.0,NJ,PepsiAmericas,M,408665.0,AMAZPV,4.0,Bridgeport,Canada,,5.0,O,4.0
Oyt12277,3972112.0,2.0,pluwlqzeoaslmxpotxhssrcqqcecqrfdvxldpag,778.0,TN,Tellabs,S,496385.0,TVIEXI,2.0,Moreno Valley,United States of America,1-558-144-1963,4.0,,9.0
oot12278,1783132.0,86.0,Bndrbpbycsimspxdvulbdlehqpeitiyqwotpdzptucvoejdeldkrisvfjchrvqoaxxfgatth,456.0,Ontario,PolyOne,U,450003.0,hdxwbvjb,2.0,Peoria,United States of America,1-852-976-8737,0.0,O,2.0
gqp12279,2990001.0,43.0,Moaqycsrfernzbudodqrekqzsntivsksgofpexqthcapjobuogtamiy,588.0,WA,General Cable,M,467959.0,Mcikfpfjzj,4.0,Riverside,United States of America,1-409-332-6355,5.0,O,4.0
SGD12280,730252.0,80.0,Qaneoiwfbqzzfowmgzunmrseglselwhjzohn,542.0,NC,Google,M,320766.0,cjjvfezoq,1.0,Charleston,United States of America,1-622-439-0390,1.0,O,8.0
Amp12281,,85.0,Kpvpckdjhidatjxpflkklnrmnppqct,806.0,GA,Fidelity National Financial,M,311474.0,FJVIFFQL,3.0,Newark,United States of America,1-069-057-9363,1.0,U,2.0
CFY12282,3371755.0,73.0,jyiclpugyliccevegmhktdfnmyb,394.0,CT,,M,244212.0,Qpkbaphf,1.0,Bismarck,United States of America,1-226-605-4270,3.0,O,5.0
ERL12283,488022.0,84.0,Icahrxsyhvhqfdfuymhkpioqstpjwzzjeeqsa,550.0,WY,United Refining,S,,zuntqfeswz,,Chula Vista,,1-257-713-9986,5.0,O,3.0
ucr12284,1188396.0,76.0,sjrhpfazmletcgschmacnrsnuftha,592.0,WI,Crane,,115930.0,Frnmausbvb,0.0,Lansing,United States of America,1-934-487-7602,4.0,,3.0
Fkp12285,,25.0,Eiinbyitmahosndncarklciojyzjqkukypcwglexebeggtpmvdsxehhnfodubyqkjymqigxshy,537.0,MA,Verizon Communications,S,328375.0,FBZXMGP,5.0,Hartford,United States of America,1-513-685-0381,2.0,R,9.0
Bkp12286,2185517.0,60.0,qkauphakyasfmesoixxifubsnqyvpbdlwbjjuaaxajs,707.0,SD,Public Storage,M,253711.0,bkoohxjfbcs,5.0,Fayetteville,United States of America,1-961-222-9395,,O,3.0
Ntq12287,1883164.0,65.0,DAERGDISBRQKPQOSOOHLOVFL,579.0,IA,U.S. Bancorp,U,92046.0,JZQFHUOJER,4.0,Great Falls,United States of America,1-619-448-5673,1.0,R,10.0
hlh12288,3082174.0,5.0,Pnmohabvzvxirgiooabe,589.0,AK,ON Semiconductor,W,454454.0,LEEHJSHVM,4.0,Casper,United States of America,1-533-282-8485,0.0,R,4.0
Cwm12289,2084740.0,43.0,SPZRIKAIURJUNAROARXJWKOTXBAXJPAEGGAMADTFFLZSTKGQWSDVPLXANTZOWAHMCOWOZKLATWOBMF,845.0,DC,URS,S,166188.0,Qcswmcg,5.0,Toronto,United States of America,1-584-689-8226,3.0,O,8.0
Pgv12290,305790.0,42.0,nwakgyabgjqbprjrmrjicowsweyrerquqgnomvyoohxxltuzxexevaqukpydrr,314.0,OK,CC Media Holdings,M,282983.0,mypleijbkcwk,5.0,Fremont,United States of America,1-393-407-2621,0.0,O,3.0
Ijl12291,2251427.0,6.0,Xmgnuyjocrxbmmzcl,456.0,WA,Avnet,M,140876.0,sfmcw,3.0,Bridgeport,United States of America,1-564-152-2837,,R,5.0
FSX12292,842057.0,4.0,BWDBVOQ,661.0,MI,Kimberly-Clark,M,241059.0,JQPDPC,4.0,San Diego,United States of America,1-261-694-5138,0.0,O,3.0
QHJ12293,,96.0,eabmxkoqfdvw,507.0,NY,Precision Castparts,M,,knqqlcty,5.0,Tampa,United States of America,1-919-832-5314,4.0,O,5.0
KEU12294,2348382.0,6.0,Iqixqelgxmoucckxplodyjdkfcosfwkvqlvhw,758.0,KY,LKQ,S,194589.0,DONNGJG,,Jersey City,,1-151-045-9104,3.0,O,5.0
Yiw12295,303969.0,90.0,Btmcmjubb,849.0,AL,,M,55077.0,Ykzao,4.0,Gary,Canada,1-718-904-3454,3.0,O,4.0
Lur12296,426121.0,82.0,GNXNOYDNPJAMXAVBKJHLSBDBSADPLAWZQNSOAPAFARIOQWBGPVFHZYARSGTWYNXXH,454.0,MO,J.C. Penney,M,162651.0,Mfkpy,0.0,El Monte,United States of America,1-444-549-7034,3.0,R,9.0
ocg12297,739970.0,58.0,JGTPPEAPCUZWKHZZHWKVUUQXGVHICNLKWMITIZUAYKTPJXTNFYCMYBYPQMIXSMPLRIZUR,465.0,CO,Airgas,M,162804.0,Xfyszm,0.0,Sunnyvale,Canada,1-940-403-4707,4.0,R,6.0
Mis12298,944292.0,75.0,krlfprmpdosddpaiiktrculfvowm,640.0,KY,Host Hotels & Resorts,U,179308.0,Ppigbuaky,3.0,Spokane,,1-888-022-5606,1.0,O,
kvi12299,2697249.0,92.0,DUHSGVKFAQXIZZRNELNYOHJGIJPZUHJEUHQSTRHRQDLDHRVXVXMNSIMTDOILEQTJ,304.0,MS,Patterson-UTI Energy,U,210158.0,Hndwr,5.0,St. Petersburg,United States of America,1-506-023-3346,0.0,O,1.0
Jbm12300,2222649.0,86.0,Txfirbqvedyhnlatiunpyfbidtjwdzsjlbsdjpdcaajmwlnwjnohnixpoiesubxejlou,346.0,Alberta,Dover,U,415363.0,Pdckfuswqfi,,Fort Lauderdale,United States of America,1-021-542-4665,4.0,O,5.0
ZER12301,468140.0,6.0,Jnbrgcshalrezpzzhwwmpuatjbttrcehyvtqc,627.0,Prince Edward Island,Advance Auto Parts,U,420836.0,,5.0,Oxnard,United States of America,1-396-239-9090,0.0,O,5.0
Ljd12302,1950276.0,86.0,Gqiggmvalfmoqzehjfpvdaocubzbbgcqakecbbplvlpfpnstpa,589.0,Alberta,AGL Resources,S,485904.0,Azrhdiiou,,Louisville,United States of America,1-471-782-7121,1.0,O,5.0
MHH12303,1588249.0,40.0,DINGYIKWZWLGXJELFPHMORYTWJKBFTRGRTVGNBPHHVIJASXYUENQFFUZCDOIFKYSHAOTNKSOFZLXE,809.0,RI,Southern Union,U,98539.0,Jjshqa,1.0,Mesa,United States of America,1-792-206-3227,0.0,O,4.0
Rfb12304,3853200.0,76.0,HPTEYNAJF,531.0,New Brunswick,Flowers Foods,,407049.0,Wgmlben,0.0,Baton Rouge,Canada,1-664-659-5033,3.0,O,
Xwx12305,3906037.0,41.0,Jedygadvdvddbxxrijjjrpsuqpcziiqyficbccqbbhkhwjfjssggwhpngumpstjz,400.0,MO,Psychiatric Solutions,S,290262.0,AMIQFTSEC,4.0,Dayton,United States of America,1-370-183-3719,0.0,R,2.0
ehn12306,,83.0,,324.0,VA,Cenveo,M,280984.0,CALKVQ,1.0,El Monte,United States of America,1-331-127-0336,5.0,O,10.0
QQH12307,203616.0,100.0,Oujnmqqurpeajupofdaqcwypkxntogtlaelxqouxsujmpoptvvcteyqrwiflekyq,709.0,OR,AbitibiBowater,M,408050.0,xwurulh,5.0,London,United States of America,1-006-924-9297,4.0,,1.0
Dmi12308,126249.0,30.0,Dmskgbjgowhalm,580.0,ND,First Horizon National Corp.,W,405529.0,Luhykbau,5.0,Mount Pearl,Canada,1-206-843-3630,2.0,U,2.0
avn12309,2622290.0,43.0,WTBBMWBNOVBURDTMDAHLJPRWHQ,704.0,Prince Edward Island,Arkansas Best,U,126262.0,Hhxdv,0.0,Plano,United States of America,1-763-778-6828,0.0,O,7.0
Mrz12310,2529787.0,4.0,,502.0,Newfoundland,Ecolab,M,98860.0,PVRJAHFAXVA,4.0,Fayetteville,United States of America,1-004-494-1059,5.0,O,4.0
Yto12311,64952.0,21.0,,457.0,DE,,U,37350.0,lxzhfhllc,1.0,Vancouver,United States of America,1-030-182-9671,4.0,R,9.0
WYB12312,3764339.0,50.0,Craddzxzresgxqiocwpfjflnlqwz,508.0,CA,News Corp.,S,230290.0,LEVPWW,4.0,Frederick,United States of America,1-758-089-6196,4.0,O,3.0
TQA12313,,20.0,WHUUXHDZGBZPZIAEAEGCSWALOJEFNDWEMHOPAUIEPZXOGZKAHLOZGNBSXOUEEGQRYMMM,531.0,ID,Publix Super Markets,,119956.0,Bskzwysi,1.0,New Orleans,,1-013-070-2029,0.0,O,7.0
Mpa12314,3880644.0,56.0,Yhvacnnqmmmgwrfhphpxnhyvfuetxjxmcipnzkhdyfmcttjrfyoeuqrpzvz,,KS,Land O'Lakes,U,164589.0,YGHKCCHW,5.0,El Paso,Canada,1-632-661-7161,3.0,O,3.0
qow12315,3926126.0,76.0,Bdgrawholqoijnqtrwrkylkhstyqlulyfnrspemwvan,,MD,Delphi,D,182678.0,RIROAXTLPTUR,2.0,Huntsville,Canada,1-370-978-8638,0.0,O,10.0
Oxj12316,3417605.0,92.0,Ydghuznjlxqaiowpiouevxobilbhcyljumuaq,304.0,RI,Lithia Motors,M,351317.0,Ykmpul,0.0,Jacksonville,Canada,1-138-404-1013,,O,10.0
ckl12317,457926.0,26.0,Wotkbsiryeroriopxswogtdnjjmwtdkpbuykxrgbc,817.0,CA,Buckeye GP Holdings,S,160175.0,Xxctzi,1.0,Las Vegas,United States of America,1-248-361-8642,2.0,O,2.0
Prl12318,2935217.0,12.0,GTZSBMHHDMXVWANKNOBQIZRQKJKEHPZGNRHKNBCHQSIFQG,353.0,WA,,M,294533.0,dcvdjkuqtwt,4.0,Hampton,United States of America,1-671-685-3427,5.0,R,7.0
CUV12319,934777.0,74.0,,741.0,ID,International Paper,U,97846.0,Bpzqorlwot,4.0,McAllen,United States of America,1-394-717-9998,0.0,O,
Ysp12320,3701481.0,25.0,Qvteaqmlumpmnbiwgmsavwcrvjp,655.0,KS,Freddie Mac,M,335004.0,Ipbwyxwn,4.0,Idaho Falls,United States of America,1-145-829-9708,3.0,O,
Fks12321,1637670.0,8.0,tnyxmgbgttqit,769.0,Prince Edward Island,Priceline.com,S,146440.0,Asapxipt,,Escondido,United States of America,1-357-287-8080,5.0,,5.0
Ghd12322,2335832.0,23.0,,633.0,VA,,M,316315.0,Smydtaabhcrp,4.0,Mesa,United States of America,1-284-247-9149,2.0,O,
Qlo12323,3956551.0,43.0,APURZJALTVZIYHZAYXFXQYMKJCXJRZWYVWOLAUIOJQVKTEDAQLXLGDRDMRLMNAUG,,WI,Boston Scientific,U,329949.0,feaapvyubl,5.0,Rochester,United States of America,1-413-399-2535,2.0,O,0.0
JQG12324,3483920.0,33.0,hzwjfmugtimlynjadrkbocjckadfgdiyxhirywmdpxqehekkzibxgpzmqwa,626.0,MD,Guardian Life Ins. Co.,U,449560.0,hcelekrdcjry,5.0,Montgomery,United States of America,1-823-570-8842,5.0,R,2.0
Qmw12325,1518520.0,69.0,Oicstfrxpsafjruoqvjzgczemkrrgxywbmqxlckhlrnsxlywsyins,770.0,AL,New York Times,U,12309.0,mkyelsv,1.0,Fort Worth,United States of America,1-591-654-1502,2.0,O,1.0
Jol12326,3226297.0,60.0,Jzhmngbxzhdporutetfpcfdjovzo,361.0,VA,ENSCO International,W,212767.0,Rbaprd,4.0,Huntington,United States of America,1-404-280-1115,5.0,O,3.0
Txg12327,641413.0,27.0,spweezjzbodqtzlyrsihpyivmklwvuhoeywftuqmvhkdizfymtg,640.0,AK,Norfolk Southern,M,67204.0,Vpkvxwzgkact,2.0,Oklahoma City,Canada,1-688-267-9579,1.0,O,4.0
Jnx12328,1189583.0,21.0,kjuyrhunruvhtwxnohwtqmhtxmncyuslnbmjvyfrtoiciw,775.0,FL,Yum Brands,S,89239.0,hoigldk,0.0,Jacksonville,Canada,1-532-620-4621,3.0,,1.0
Ktf12329,2637883.0,73.0,etnxrffwuschfvjtmgarclqebqbfkhydzmrspqdxatwjiuepheshbpokdbzurer,549.0,UT,Crosstex Energy,U,232462.0,kwwvriqx,0.0,Lansing,United States of America,1-088-509-5188,2.0,O,10.0
rwt12330,2987017.0,99.0,Bnlnzitq,818.0,KS,Apollo Group,M,144710.0,TVJYZ,3.0,North Las Vegas,United States of America,1-102-532-7926,0.0,O,9.0
Dwn12331,623033.0,100.0,Umzrohiazxstjrinhkwjjtjzrnovhjheucuvbwutcdzzjpcsqj,720.0,MD,FedEx,U,276109.0,pcbubinmrht,,Huntsville,Canada,1-526-411-8040,4.0,O,1.0
