NumberCars,OwnOrRentFlag,CreditRating,NumberChildren,NumberCreditCards,MaritalStatus,Country,Gender,State,AddressLine1,Income,Phone,FirstName,City,NetWorth,AddressLine2,Employer,MiddleInitial,LastName,AgencyID,PostalCode,Age
,R,572.0,3.0,8.0,S,United States of America,f,MD,lqaxhruqexchtsjoyqasnyxtv,327838.0,1-728-772-4171,Fhzisstn,Long Beach,3501076.0,hnwkgmkehmghbpszjjbxjcdybxadvdjamksk,FMC Technologies,o,EEJCCEXKGDDJHCQJPHGUNLONIHIM,EEJ7030,Ttnzx,92.0
3.0,O,613.0,2.0,,W,United States of America,,British Columbia,ehigmkiuqoiqmfryfzfgefojeicqghisjzpsko,126204.0,1-844-058-0461,Ybiqcrjwrchwjrbgrpj,McAllen,982399.0,Mfjahnuctjqksvkfrcryljrpgpm,,s,Cnkyjfathldmdlsdsnxovbv,Cnk7031,,86.0
1.0,R,541.0,5.0,7.0,M,United States of America,,MN,BORIVVMBNAKTNJXUCBNEFQUUPDTGGFTOIRLCQDSFTMCYPIJ,469448.0,1-357-553-7820,hvdfban,Bellevue,3623625.0,Eovlfxvxnaglfmnykfwqfxgqmucosnsogukiaemjvesd,Idearc,A,WONWFASSHXXSSEESIXGSNKU,WON7032,tjokrjfa,3.0
1.0,U,697.0,2.0,8.0,M,United States of America,f,Saskatchewan,DTFGDVY,244561.0,1-767-274-3926,QPBGGKNJWKPRWQOATIYGJUGONUAXK,Syracuse,791579.0,htjrofeagjuauwaljmoifqkztgsrfxsmaynvidqgjrflnjiyixqtshmohrsqpuj,Time Warner,,mlvtgnezbqa,mlv7033,eizenp,53.0
0.0,R,536.0,,1.0,U,United States of America,,AZ,WTNQUPTSGVSFRIAHVGQB,278963.0,1-840-473-7262,WUOLK,Cedar Rapids,3111741.0,Ezrphfzwzeiihcqmikcdohgixplrurgcyjnvjrfkdluceqoaciiseuhhbewxcnnck,Precision Castparts,,VKGTDHRBSZYBBSBWGSFSJ,VKG7034,EYMSGAPCSH,27.0
1.0,O,660.0,4.0,1.0,M,United States of America,F,SD,ykivtdeaqbfblrkgiabuagulhkkykhahzxe,200033.0,1-470-334-5965,Aokijsxsbl,Philadelphia,1951875.0,YUJWZYDMCSFVCJJYLKBQSDHLZINEQBKEQPFPPULVPPJQYPZQRZZFH,Aleris International,,jteziadhsmfvtsjwrwkn,jte7035,Hdzmbywahe,41.0
0.0,O,600.0,3.0,10.0,M,United States of America,m,TN,Ykyjfgvnogtiuwivdzgohjlorgopkcagowvujdtyrkfqutmgnwzescqeqjvnohaccyliwbcijksuifi,463746.0,1-350-963-6182,Egxnxxlixqe,Anchorage,418452.0,YRBKAUEZVSSJBLPX,Eastman Chemical,y,Tsnksxywsrohwolfmej,Tsn7036,BRKINTERSGW,62.0
4.0,O,490.0,1.0,2.0,M,United States of America,,Ontario,Ljevegdyqyenunqbvkmkyxopgwkigmyohxvnwmhdtj,235957.0,1-953-788-4141,Wdchenlpfnuslc,Albuquerque,2065926.0,EJKOUCXSTTECVCKAQMFPNGKYNSECESSQUNLLODDQSBXJUVHBVIOR,Aventine Renewable Energy,,Uutpgou,Uut7037,Mtrpybzoshzv,75.0
3.0,O,511.0,4.0,8.0,M,United States of America,,VT,Frgswakaavdtdkefdbbwmpdpiuvtsmhnzpfwmcqeoekvmmqyh,335883.0,1-107-305-0685,Dwcyvdq,Corona,156965.0,dobaqckztgt,Molina Healthcare,J,MHMRPAFKTSQMNNSOQOVAVMIP,MHM7038,,13.0
3.0,O,,5.0,10.0,,United States of America,,KY,Irilys,187904.0,1-344-153-4745,YYXCNYJWJHNNBHFNWFIPZNYY,Tempe,354455.0,ONNGNEMMAHZWNGYONBLHSSSVDUAUSGEZISYVPLFLD,Enersys,b,Aifcgxbdltdpktemmobmppa,Aif7039,OAURSRE,58.0
3.0,O,638.0,5.0,5.0,,United States of America,m,WY,Hmbehikgyvlvrkwdjlmkhdspvbscpianljjmitkq,436025.0,1-340-167-6004,iiovfnpzjdnorriowsth,El Monte,2824689.0,LINONJVXKPWNVHLGVKRGPHECUFYDNGUMODRLVRINDZZFWQH,,,JKJZPYKEKRRBVNZEXT,JKJ7040,Dnkchfngrkf,89.0
4.0,R,,5.0,8.0,S,United States of America,,DE,Ljrbyjcifuita,478549.0,1-456-552-6537,bpikuamardvdf,Santa Fe,43333.0,EXFXAJKKQWORZDMCNKIBHMEIFYQREIJFSZFVSKYREMXPXEBMHEU,NRG Energy,n,gwljbbccdppum,gwl7041,Fausssffe,30.0
5.0,R,769.0,,0.0,M,Canada,m,MT,BATJIDOOSCNWQJXVPOUUWJXQGKYSBBMBFHUHWPLHYJLAVRQNVMSKOJOBRSOINSCPHKXPFDJA,128005.0,1-869-158-1251,yjjuqwxbllam,Sterling Heights,3153631.0,fbksndrjsqsayfn,,,Vpqnf,Vpq7042,DHLFCWGDUBF,72.0
2.0,O,528.0,4.0,2.0,W,United States of America,,MD,Hwzxsflocventvehvfspaxzbammdzbmwlhjnysmzms,215252.0,1-450-764-1235,Eegaekmehgtmlgddsckeykkqv,Fullerton,461660.0,Okntfxwjursitzzmmpvoroui,EMC,n,Njkiirtlcodfxm,Njk7043,slpokbut,49.0
0.0,O,339.0,5.0,,U,Canada,,NC,Sbcorvcmaxcfxjrcomkwvmcbrozkctmpdbhquobbginhutfcnpkbqylorkhrjsovlqhkocow,460956.0,1-522-697-3782,Tyfvaasyfabbndktihvgnici,Tucson,651085.0,ZGXPYTMOHYHRBSPKPJNUCGKCYUHODHQRBTUOPJOYOKUFGTBKLHJNOJYGKAHCDNTHRAUQNCOAQKUEA,Southwest Gas,,SPBILOUBMFJSJPAUXAWVOWWJMAFW,SPB7044,VSOWFZDPFGZK,100.0
5.0,O,383.0,0.0,0.0,D,United States of America,,UT,Krfjelegsuvsxbssdwlnpojsmtzvxqpsgfmtocgy,126940.0,1-289-906-4535,Sfttobljnxzqdkqvn,North Las Vegas,1957503.0,itenyrirjhzwjcvlzrctxcpgpcwokwhxxcgvuucjm,Amazon.com,,Ozvaewmkllkgqpwaqbtoezyrsyja,Ozv7045,opoqtu,22.0
4.0,O,534.0,4.0,5.0,M,United States of America,,NY,Bmehtnfnkfpsqqfxdrfoqylsroqixmjgyssszshomopunhgxue,346923.0,1-617-922-2072,PYHBCLGFJJXPNXGIICYNGQQSYZG,Lancaster,104682.0,Zqamfvilevzbiqlbksacehzlrjgujcakhqurwenaqojomtyal,Entergy,,Rlbyxgkpka,Rlb7046,MMDHYMFLHDP,12.0
,O,809.0,4.0,3.0,U,Canada,F,VT,XJHIEHSQJIMWKDODMJQYECJLXFVQMEFOMEHXXJDSRBWSZTJUODNSAPI,134424.0,1-924-058-6360,Vkvnnxaynytzjvda,Durham,1810880.0,PUDMRSOJDOXJASYECVHLLXXKHDPNLBCUF,TIAA-CREF,,Hcbeshdbarqcbn,Hcb7047,LDLDTNLUP,21.0
1.0,O,701.0,0.0,6.0,S,Canada,,WV,Aetbqgnuuydqzpwezprn,109607.0,1-163-450-5544,Ntxbsocvzmencjdmeiamfqhel,Salt Lake City,1616545.0,zfoimdbexxvykmoa,Xerox,S,Drlcwbk,Drl7048,EGANWU,17.0
4.0,U,381.0,5.0,2.0,M,,,AZ,Rupkkrppjetdzw,,1-982-496-6847,qsddyepjwrqcknncfidnnyxf,Chesapeake,934162.0,Ruarepfwuoqnkeaqlwchcsyehud,PC Connection,,SGAWVKAQQ,SGA7049,NYEMA,98.0
1.0,O,488.0,4.0,9.0,U,Canada,M,WI,hwawwzscdwgibbjr,114610.0,1-996-467-0692,rmzysfhreeieuigubjppunmcbk,Hialeah,1482711.0,jixxvlnrmhxprbgksbpxxlgvmymmakuuta,R.H. Donnelley,,Lmsnmqkhllmrr,Lms7050,LCDLQGI,95.0
2.0,O,666.0,0.0,5.0,M,Canada,,OK,Qsmfqdutgvfrrcxrgsftvzuexsgksaruouxlircudxdfzeurbcadztmdhkwhgsxsuvyhuthpjn,12488.0,1-655-959-7226,VAVCJTAVYXAODUQAJBFZPETPP,Santa Ana,3184081.0,Rcfvxavsbkqcqgxpdvznygyygmpuaodtpxuaqmpsewhzrdekotnzord,Silgan Holdings,X,Cmmngmrlhnwujswphnrosfuvwricrg,Cmm7051,RFBXRT,14.0
4.0,R,315.0,,3.0,M,United States of America,,MA,FUCSDKTQTUTQPLWGINEFVFWUSDVFDKDWJPHKOSGBXKP,282174.0,1-454-997-1220,Dfvovpmmhpjeofhn,Fort Collins,1562427.0,sqzpdtjrmutneqcuokvpvytlwczasvxryqdpe,Warner Music Group,,Pogejzpd,Pog7052,Fxhltwr,51.0
0.0,R,631.0,3.0,2.0,M,United States of America,,WY,Ebylbjscixnoowjgelnxvfietfejfkeceaaszpupxiajhzyotpalvevnvliouefaoldgq,493825.0,,ngipbbdtvfsbmrpn,Hilo,991662.0,QBITEEOJCEDZGFTLDHKBEWYGSJZQBARSTEXJGA,Fluor,e,saglkrcurehipwtzjtk,sag7053,Bczowev,86.0
0.0,O,301.0,0.0,7.0,S,United States of America,F,MN,ysjgrmjtlnuvhweiaqrzbgljgssfmztvgdqotgefjokkdiwrzmwcyigxrrr,244010.0,1-845-815-7937,azmkumnansemioyxerufknwtqdiuyi,Fontana,3426563.0,Ngfsxwwfaecthlglbzgslwzpaiooowbzwpxlbbhknikscrksjceaub,Enterprise GP Holdings,F,Bxvjmouifwpltjgftiaotxaac,Bxv7054,Iexlmsr,50.0
2.0,O,437.0,3.0,2.0,W,Canada,m,KY,QHMVUVPFOTXRYGVWZAQBBDMOORQJGGDZHHDIKGXSUBPBLNSAPWPBGOQVILZKWRMWTMOZAEBYABVPC,252110.0,1-349-616-4878,znbedadvwqlrcniibbk,Hampton,476796.0,Lijophhtmawynstcwwjevoguaqgvzkcyrpzfbwntgxqnospxldfvjhfgskwvdqdfvosvv,Coach,,Jrjynfdm,Jrj7055,kqznzklhrje,1.0
4.0,U,730.0,0.0,10.0,M,Canada,M,IA,Kqlcrukmjvpbcswzydcgjsgiutpfwnavuqgknebolqspxojdprlgdjytrcehfrbnmfvovjzt,342055.0,1-141-543-7756,NNGIY,Houston,3680099.0,lgzzmqsdtnisgowtrrfhxbtgebwrurpbbopmexrnnpzn,Manitowoc,i,Wrpljkslxppuc,Wrp7056,jjijig,57.0
1.0,U,394.0,4.0,7.0,M,,F,British Columbia,,129496.0,1-593-793-1505,Mmxkdrsdxv,Springfield,682318.0,Mtlqrrzrvhzpfhsvicistajqdrvetqjawjqxyhlxbfhsvdgkqugjltsoslxjjrlyustetmusfpkzrynb,Domtar,f,Xegbwdfkawrxyf,Xeg7057,PVDPSQFR,3.0
5.0,O,728.0,0.0,1.0,M,United States of America,M,GA,Dhmixpstxpjpzjogrmezkmjicpcvyjhdpnsutpwkrkmegtnumouqfwiptany,337025.0,1-408-060-1507,eaddxvdfzdkkjxxlvltv,Los Angeles,315283.0,Qwtxmvutucfhllcpskvgpiqpnp,YRC Worldwide,t,Fajgxqxasgmxann,Faj7058,OIRGXV,92.0
1.0,O,646.0,2.0,9.0,W,United States of America,,MD,lccuifnbkjucykultuygtwqpktjkdjvznpwxmudmetni,,1-891-191-4494,bywvwoejwdygqmofb,Chesapeake,,ekyfdlmxpgbvrmxtjqxftqxciqiprvqospxxbqugppkyasqwsivjghhzxrevpjknirduhlpqhao,Molex,,Ikyceobqhvxbwglssikarfcwekanbm,Iky7059,,55.0
2.0,R,383.0,1.0,4.0,U,United States of America,,AL,Dvehpdqqlcmuwckypxemiojxpnokqnxvalgqxz,31673.0,1-320-947-7015,Sfqyvlle,Salinas,3359812.0,Izsontjjir,Comcast,G,tkviovcgptdgliuikzaamznquov,tkv7060,Ltxbknsoda,15.0
5.0,U,609.0,4.0,9.0,S,United States of America,,VT,TBMDFAZMYVOARQLTUJATQUBAWMLLXEDWRFNODFZTIEODDLRBZWKGCIFVGNQUCBKQLGLICMENCKFFLW,,1-700-994-9420,bgxwaknpfjrjbrbvuiaztnzdfxxmrw,Philadelphia,2796691.0,Pxuoaptthbvvensilbpuhulxuxtdeufssvluvdldjterxouehqcvlvvyulhadamjzrrxzcwrqfrl,USG,G,ojiwagzlqrsjuehzpva,oji7061,Fndztkek,14.0
0.0,O,404.0,1.0,0.0,W,Canada,F,OH,,168092.0,1-418-015-2210,Zsyqntpartfnwucuvubxa,Little Rock,1383211.0,MCMWOTJYDIMMZGZSKCEYEPDMCBCDLYXHVOFUM,Vought Aircraft Industries,t,oqogfgeauftnl,oqo7062,Msqaswud,41.0
,O,467.0,2.0,7.0,U,United States of America,,CT,Aickbqyldrddfrzryzxjblvrsolkkwtnwtmmb,108917.0,1-921-298-1406,Mxtdhqaumdbkghvpvqtfmjefmopun,Lowell,3630071.0,RHGNA,O'Reilly Automotive,,Qzcoogrpoxhkrhxaxxfdrvvlkkh,Qzc7063,zbvjfq,
0.0,,373.0,2.0,6.0,U,United States of America,,DC,Zsceyvvzxtuhooyaqnsokcozfrbzjgdpplotqtysltdtirfxmrsnkyxctlm,255591.0,1-492-131-3296,Gispdrjuf,Irving,1120220.0,RFMLKERDXDUCYKYSPB,Chevron,,Rdclvxbvhfgdgpqmcdldyurjg,Rdc7064,OFRNKCLOSHSS,95.0
0.0,O,672.0,1.0,5.0,S,United States of America,,NM,Qaiqagrbltlyrmysqyckhjlgxeruzqpjxostvoezs,441130.0,1-360-652-8415,uimiwtxtprxqgjgomvodgeurmpitgm,Shreveport,2396895.0,Kwvgmgieqjrddqyakrkhkasjbh,Winn-Dixie Stores,,Yenqhpvwjqdavy,Yen7065,Chpewpxcn,67.0
2.0,U,699.0,1.0,,M,United States of America,F,NJ,FDDZJLWQWNFLPCGZFZHOKWULHAEBMZUIMXHIVBTQRDISPDAYAFZKUCKFNYWRNUVMGJUKMGMDJOQX,25413.0,1-081-319-3067,dcbfugnglzaertmbokqio,Victoria,2984980.0,Xncxsrpscphfrkztxepnswdnadjjrzymrntwssqn,Marathon Oil,w,Xapjxceduzpklcodumbvnl,Xap7066,Jqznzouzibs,49.0
2.0,R,430.0,1.0,5.0,D,United States of America,,Saskatchewan,Tdtjahbmpmeaytlgxqblggrncnmttuheztuaj,464533.0,1-756-887-1069,EEPYPYRLTLYPIBE,Indianapolis,3780666.0,Lyntsddeainajhprvpixnjlcvuazgweorrperkwwukikyxxiecqsjx,Charles Schwab,,Gnobzokflqsjqqgcawnsel,Gno7067,Ugdfogmaz,1.0
1.0,O,343.0,4.0,5.0,S,United States of America,M,Newfoundland,Slfzarexmtalgfnaluhdqrbpwshfrqkfapcrxibqxohkdghbtbahegjjeoosbezayrqnkvfzgrxn,465614.0,1-823-049-3513,kconyemepudbamkpazxvxkgtpneop,Pueblo,921227.0,Xpljcwguihbnaprstpygodsvbsogcdxylrkhmjmjbvnhjgsrypppkspliryhmymjskaqosdfnyldzpd,Country Financial Services,,Ngvnswvxwdukzmpmhrrjmjphquap,Ngv7068,Qwallozjzfl,42.0
2.0,O,699.0,1.0,4.0,W,United States of America,F,New Brunswick,Sqtbxvmlxhvonfuzae,397212.0,1-581-554-6067,Lcbbedcgienkqtmalomr,Spokane,3653872.0,,Total System Services,s,STMTERAFFSRIWXEACQQFCACNEVUA,STM7069,Xsocd,47.0
3.0,O,759.0,2.0,,S,United States of America,,NV,Snumxljiugarlkthgojtyasxfmuudnkmwdosxxadiolkvrkmwippqtnqbhuijn,27644.0,1-005-203-0981,Jicnngxxqnj,Dallas,846450.0,WLDUIKXSRHKBENECCGAFFJJOEHJHLWWPXWHRB,News Corp.,z,ACAZFOLLRCPXBXYRLQDLWQHXMAWFJ,ACA7070,Zdhzoqj,43.0
3.0,O,505.0,0.0,5.0,M,,m,MD,Ucxcdqogqccrfdswbdhfezkvbcujsdkcoviaclrvxbvxnfxjqsmif,146147.0,1-324-002-2667,Pljfhvgjovrabbwywdg,Bismarck,3651841.0,vuekrcdmkpthiwxnqejtio,Valmont Industries,,BIHILNPK,BIH7071,GQJXHETQKCOO,16.0
5.0,R,401.0,4.0,0.0,U,United States of America,f,AZ,lmcpebogssjridatf,319336.0,1-657-434-1753,Kgenablstfqibaxniv,Lakewood,1142296.0,NSIWICFGIDPPLTNGFOYPAPHAJ,Cracker Barrel Old Country,L,SQMDJQXCRWNQGWTADPBUEJCY,SQM7072,tplnfrjwembc,86.0
0.0,O,808.0,3.0,7.0,M,United States of America,M,OR,wkkkgzdexilemmeacvzmdvlnjplghoighrjdmidegdvgcnbdbhc,428392.0,1-103-556-4604,Ypqhdnxjcllcxykxiex,Fresno,493733.0,Ppeypgkbesrxjcuqbviygfmctgcwmrepupphkkrosexlaopsppiacpydrblujunwpy,Superior Energy Services,i,uirpeewvbzrjar,uir7073,WOPEPJ,
3.0,O,758.0,5.0,1.0,M,United States of America,f,DC,Ivrjycvneiofamravakswpsvfxsoqkwgivekgisqdms,419686.0,1-830-562-6902,YODPJXCZIQKXSZRANOYZ,Dayton,1557993.0,Nvobomsfzlasswwvreenpphogheprqoiplnfgvbvduvzznmqdeioauprdwctsmsagknwiskiuaknqi,Western Digital,,Hwdfbdnlwujjalty,Hwd7074,Lukfodyjqn,75.0
4.0,O,419.0,2.0,8.0,U,United States of America,,AL,BTMORUOHEGRVYDUUDEBJYNVZJHPHKVZKXCOPTJJYYREYBQCETZYEPZHPFWMLRBHIG,148054.0,1-005-270-8609,Birdabridnwb,Fargo,983142.0,Ledraleoizhcuzxupganflsrlywqqqifjupjuwmenodpwrhhdqbhen,Occidental Petroleum,P,bojyxwonfxxckzgjdzdfvti,boj7075,TDFYEWBYK,57.0
0.0,O,680.0,4.0,9.0,U,United States of America,,HI,Sfwukond,295596.0,1-456-027-2467,QQWKEHDAXDZTIOAKRAWWXEQXXTN,Miami,3749923.0,Phxvpydtukaqzqybpyetloip,Ferrellgas Partners,s,PDYDTSFBJLCSJWGEXXZXWN,PDY7076,wdzfjcni,41.0
4.0,O,818.0,5.0,0.0,M,United States of America,M,RI,vqdnyrawkaonttwnmpdwpbbirfwkohnchov,47290.0,1-176-487-0497,JNXVXS,Allentown,1326833.0,Nvrmwwdyarhkaibtjcxdtagawqufoeprmmhaqjdfiqbsgiyevnovuqvecaygxtuicqeiscjeemxomoi,Burlington Coat Factory,,ebryay,ebr7077,VARHIV,90.0
1.0,U,449.0,4.0,3.0,S,United States of America,,OH,lqurpjuvfydvseixeoaqcrkiokxpixwhdxxympbshbesropcyrejtnklflgnpfjutv,173716.0,1-699-878-9354,ftprwmukyebwgjkpnzytpq,Warren,699023.0,trokzjnkepzwwmxryfqmoorbhtklsekmflapthmadkuguwzcahjclqzdkkbrdojspyqahiyttwhu,Raytheon,,DANANERBVDELMLRHGXVKXRWDOW,DAN7078,DDUGVLTYOLQX,94.0
1.0,O,759.0,5.0,1.0,S,Canada,M,AL,XSCAJTZBSMHSVNHORQJAEPRSUMXXPZLZNECMXETYWYCSIXFVP,496916.0,1-766-479-1338,SVEFGTRPCE,Akron,2763120.0,Lbhbkimycdbnonjqgxbhhkbumzmauezvrasqqpi,Ross Stores,o,ntuopmmuuzycabxpeezselg,ntu7079,,41.0
4.0,O,557.0,2.0,5.0,U,United States of America,,AK,fiykeqnuajalaeodrociqwuitgxgtfcrhnvuqrdzk,212001.0,1-200-056-0056,Uojyesnafgdhl,Cheyenne,3603885.0,Cewpzphckoirqmzkrlnkdqqqfquckaesienv,MGM Mirage,,THPJHHIYCHPBH,THP7080,Xxjxakugvvnj,20.0
5.0,O,525.0,5.0,5.0,,,,SD,Lthgseijarxomqxytzerixbjsjmaozdmpxbecfsy,364069.0,1-456-849-5009,Zpcycrjttpfwfepvdsixwput,Tulsa,517564.0,Yrsgxrhrqfumattfuicowzvkrmlxvjfowxmoygeldcidclmnmler,Western Digital,,ixpecaesbpcmsqacbmohgkw,ixp7081,Yacotczko,55.0
2.0,O,566.0,,10.0,S,Canada,,NV,SYEEBQJLTFSEEVAISMESJFIOXL,358971.0,1-202-293-8893,swbch,Glendale,3957676.0,xmkfiwlochirqcftonbhcwgu,Penn National Gaming,,Zextfppyxfstpkmtdsq,Zex7082,Zmlifbi,35.0
0.0,O,414.0,5.0,10.0,U,United States of America,F,OK,Xuwpnnhwxuzhfakxkmeobaatwvvgtzrouvnlkkwjputaakkydcthehituujxflxhgwvejcsnwwx,27457.0,1-485-762-8637,nteepsbr,Boston,3630211.0,Llwaflpscakncckweesghlxqndguenrmjuaqzfdsahuaovzxnufddtggdrsywkzxludppthignmb,TJX,,qgqtrpwhnntii,qgq7083,Wocwcy,30.0
2.0,R,322.0,5.0,10.0,D,United States of America,,AK,aiqxcgxzabcczgudnhnnsgpblcthiovhqyxwvhypurbmmyfwbnlmfksnglhyvozojeqiksuc,118832.0,1-182-553-9995,Luqblik,Bellevue,2694984.0,Ghtxldohnqfvyfcvmaupqbabjvkxvfpf,Liz Claiborne,a,mggixyamchxsqzeufpavbmnrmvdnwz,mgg7084,EUMQCUXNSO,53.0
5.0,O,361.0,2.0,5.0,D,Canada,,NH,UXNSHAZTLDZIZHPRLBOGLIBHPYEDHWVSYBHOUCRIXTRZMHKRCPF,81380.0,1-155-087-3738,esrvgshhyi,Sydney,3834505.0,mcgfsdcgfqqocvqseptxuplgbdflrcgkktmicepgcgxeazbrggkrqusvrboavzyboqs,Mutual of America Life,I,OSDMABXTS,OSD7085,Rxehcgtmvbst,39.0
0.0,O,428.0,2.0,7.0,D,United States of America,F,NH,hgkyknzfqq,326197.0,1-038-140-9008,Wcscrrvimgpznttfydpxwdgg,Huntsville,3614616.0,Zxznrgbzdcgrphwkrrtotrfmujmwqrfejkouasahzrzznlq,Rockwell Automation,j,Xcmnnrcnucjidvqlpvcaiw,Xcm7086,Mqaeexxaem,81.0
4.0,O,627.0,1.0,6.0,M,Canada,,ID,Fregqeoqgj,307411.0,1-045-965-8848,jbulozmzj,Vancouver,468241.0,fvxhpaprfxtvyakqbefnlfskvvqpcsmypvynvrdwiougnyihcwibosr,Public Storage,y,BSATW,BSA7087,jqtfjfgujsy,2.0
5.0,O,,0.0,2.0,U,,,KY,Nhqdrjnzmtnxjbuuiruxynpvtfkpwqwthninozeezsguvfeeirpmmxuchsdsqj,8751.0,1-600-303-1321,ppaptlktrpthxmqznbnfdnsz,Jersey City,1009237.0,Ovvkjealti,Itron,,Pszynivgfzmpxfytdudbk,Psz7088,rbvkc,52.0
1.0,R,678.0,,10.0,U,United States of America,,TN,YRAOUSPKLPNLPJVFB,384999.0,1-460-992-6183,Ujcgrmbatkpxchwadqq,Fort Lauderdale,,Bqbcyahhvdazstcigoigvjfbyphzdpwi,U.S. Bancorp,,FHFGTLRPDNB,FHF7089,Favfezltxsz,84.0
3.0,O,519.0,0.0,0.0,M,United States of America,,Prince Edward Island,Qngtjmpgail,370318.0,1-352-439-4445,xbjmjobnwih,Waterbury,1344313.0,ouitwdvlcqqjjlvutymrxbjriolohvqiumqtlysehykuzqongftcbmkqcdngujqb,Air Products & Chemicals,O,Fckwmwfnzmdxfernaefgfibzn,Fck7090,XBAYCAEEBH,84.0
4.0,,623.0,5.0,2.0,M,United States of America,,IA,zpgrlpnrsbhqmwprildneerzxdyversmtqnjpxzguepngbmrus,114664.0,1-909-140-8581,Wjrlcecdpgdknnh,Fort Lauderdale,2794132.0,qcgryowrdkulqenbjpccbivdaaxwugczfjwdlp,Big Lots,,ZQVNZLJCOYOS,ZQV7091,fzdtvud,27.0
4.0,O,451.0,5.0,7.0,M,United States of America,,Alberta,Zbiydxxbalmopfefmqomsalcuatxndvxdhqeztsoejkvfrehqbrpvkvlqoa,433053.0,1-821-480-8029,Brqyc,Des Moines,2132455.0,Esbxfpowbnvuvoexsyzsvnybqffxrmctorhuspncyjaczeawiufswyeqznpgkospcecfrbjcfmvxgaif,McKesson,r,Smfgawlkcsjvjhsfgy,Smf7092,axqgbhexn,52.0
5.0,R,703.0,4.0,10.0,W,United States of America,,FL,BWAOXLAUORYKADTQKZPHTKVXSRYSPRKBOIVXVCEVXPNNVJUHVHGTIBRNVOMWGBFHEE,92995.0,1-293-023-5397,Pnbcdkiross,Wichita,304641.0,Ivcmifbgqefs,ConocoPhillips,,vpoycendzdnpaijtmulqtigtcupg,vpo7093,wfhrmoym,11.0
,O,403.0,2.0,7.0,D,United States of America,,VA,Xgpnrhuqtvsqzwbsyqqclzpgcx,283399.0,1-086-938-3505,bxdtqvwozsblqalqgsoncyiyhk,New Orleans,1347547.0,gqpghuzkzrxqjrqqbrtdvugqpozskbxuqfvgsuxotvigiqnvhoyucffhvqpxerbynigimwncoyqyl,ENSCO International,,Anmyhdbn,Anm7094,qhsjkuamnkpc,86.0
3.0,O,,5.0,2.0,U,,F,CA,Kecsliosjbdjohafsrvxyqpvyvzzwhoc,305663.0,1-161-868-5269,Egkdytypmxbgwrmo,Quebec,2581923.0,MLDNOOXPLQVRMPSZNGGSFHBRJSJSKYQEUVCFXXR,Discover Financial Services,,Pdabldxeueejhihxevnatxoohew,Pda7095,XUUJCUGDIQ,22.0
3.0,O,610.0,1.0,0.0,W,United States of America,m,Saskatchewan,Yixuqhtbhgezkqmksggpfhnivdjigginvexnltjmyeokfamorjms,144091.0,,gnlzpfzbrymufkfllobkixgzk,Lowell,734659.0,gwkoqrqrzfxvtrtufnbcbkhuakazxsznqfbtpgsdbptvmvigicww,Fluor,X,GDOXFIPNCTQWNVNVMHXZQ,GDO7096,BPNRLFMF,69.0
5.0,R,786.0,0.0,8.0,W,Canada,,IA,Cvaekgvrszfwjflsgsjjvmwlvpevhlzxoldqxpfingl,38459.0,1-469-071-0687,PELECDKVTPPF,Fort Collins,1083347.0,fhcngxobdqsj,Alexander & Baldwin,F,ytzmhpzswalxqedmvcw,ytz7097,BQZONAZAOKP,31.0
5.0,O,835.0,5.0,7.0,W,,m,HI,DGLGLUBOTFOWSSEZPZLOQHFBGKUVIXQNBTPZSPKJJHEJHKPCEKASYQCEQCPJZWXSXRPCJH,41352.0,1-676-163-5927,Vmgcotcvtjrxskcqhedwoe,Irvine,3304570.0,Vpwgcnjoumdzkgkeajgsjxbwdnul,Questar,,Fryextbsyhfhrktfq,Fry7098,RUYQVBDFIDAS,88.0
3.0,O,732.0,4.0,3.0,S,United States of America,,VT,Qfwstbgsbmodfmyuyptrnsvxijfrgtrahaveonyyezjdcgaohhxxr,246718.0,1-601-791-3606,rwiodkmfnujosrdkegnqdgmaeoqr,Idaho Falls,3416667.0,cjnjqkkztrjgfwbrjlbuezthxtxbsphxootljzdapjytfnyxuvbrnypmjkfueanjc,Cytec Industries,,SZOHJLQXENYVBXCKWMM,SZO7099,Omnaps,60.0
3.0,O,370.0,,5.0,M,United States of America,,SC,Xvnlemnfstjpgmtgznftjdlellxwunxelweclithugldunxmcqkbhkspp,200939.0,1-650-139-0947,BAIRZRNWDLPRBYBNWN,Philadelphia,3848982.0,Xpvbmahjyrrtzwutcfsebspieksygspnljsgdes,Host Hotels & Resorts,,slamjkocfpqlmoo,sla7100,,17.0
2.0,O,692.0,2.0,8.0,U,United States of America,,WY,Dheropaxtslwikwmnqihlvbuiqwvzjivctyjfvlmgprmnz,98866.0,1-740-349-9469,KXCYDSVRXOEVF,Toronto,3344655.0,Gdeexbachhhdfsfukfpaplqhrzsamkjobuaqtokwzyqkqabafsvqfonqotbkcfcchy,Home Depot,,Qvvyrbtkxrnsvmdfifzn,Qvv7101,gzrbkxzbg,60.0
2.0,U,487.0,2.0,7.0,D,United States of America,f,NC,UESPLEQCDINVOOWMLOAYMEHKKACPTNEWQNSTJFUCHQKSWOKTUHRWEPJRCZXINQQZVHHMONDYXBX,133005.0,1-996-797-4457,WATBIBQSRTQZQCGMKZJ,Nashua,1275212.0,ejzpxzvffnxgfhwmwypakpvwwweigw,Buildings Materials Corp.,,Brcpuwlnyijuktrtcvs,Brc7102,Ruspsfnwwuvu,6.0
