prospect_AgID,prospect_MaSt,prospect_CreRa,prospect_Co,prospect_In,prospect_St,prospect_OORFl,prospect_FiNa,prospect_LaNa,prospect_MidIn,prospect_Pho,prospect_NuChil,prospect_Ag,prospect_Ci,prospect_AddLi1,prospect_NuC,prospect_Em,prospect_NuCreCar,prospect_NeWor
Luc10586,S,645.0,United States of America,473345.0,MA,U,Lgojpmfhbbpgrzglrbfbpgrkawggjy,Luctdufbmlrnsxeqbarhilnnxbqe,,1-901-950-4857,0.0,32.0,Cedar Rapids,YTRLIQPNMOCYVQDXD,4.0,Las Vegas Sands,5.0,2650522.0
Slf10587,U,,United States of America,77306.0,VT,,gxhsxvfknctqbychcmydfl,Slflkqidxguijbg,,1-744-068-5344,0.0,80.0,New York,QTSXKICTLOPRNUPDAOZZVFGVGDNONYTKYWNVNCCOVKJVYKWSIAGIZDRTJOVKDIMZCZEDDFUYRGRIC,1.0,Steelcase,3.0,3533934.0
Uvj10588,D,535.0,Canada,20780.0,LA,O,Nkewwmvkpgvzoprfqpokxmjmvb,Uvjgihfbsopnwqwvb,C,1-928-891-3720,1.0,9.0,Austin,TDVSSCTKOHKFWQNRFZSUBQZAQYXMYEHTKIKRTQYJGSBRWOEGJCOKOUUYFQSWDLX,2.0,WellPoint,1.0,3972906.0
ybf10589,M,453.0,Canada,385140.0,AR,R,Nqhbnmmvitfodjx,ybfkk,,1-149-764-6107,4.0,82.0,Oakland,ojmfvbjpvlcnhqlwowgszazsrkmjqwkvwlyvtbbjtuzbvpolmedbsefqr,4.0,McCormick,4.0,1390591.0
Kso10590,M,633.0,United States of America,468601.0,TX,,KRUMBUZDTTQIAOQQIGALGNOBZE,Ksovcmmlmhd,,1-728-413-2669,0.0,64.0,Elizabeth,,0.0,EOG Resources,1.0,413302.0
Xjf10591,M,349.0,United States of America,128527.0,NE,R,WNFOCSKEAWBXDABFSHIHBQFUVFQNV,Xjfgvnvbcyossgvburbach,,1-296-604-0696,5.0,81.0,San Buenaventura,Nrcovxsfekfgvagfivveleggkifkcinefupzzaxvkzainlxrvxgfxfsii,1.0,Del Monte Foods,6.0,1143239.0
ztv10592,D,520.0,United States of America,369864.0,Saskatchewan,O,clqgaeebssj,ztvebp,,1-205-092-0767,1.0,89.0,Philadelphia,,2.0,Levi Strauss,2.0,1787403.0
WHA10593,M,531.0,United States of America,429335.0,NV,U,Iapntoksnybfnpdktx,WHABAOGKZBRTU,,1-046-855-9184,4.0,55.0,Regina,Taxfvlerjpvmcrwlgcrczvncipapqfklwttozqmgk,2.0,Itron,9.0,2702865.0
Wdt10594,U,658.0,United States of America,383879.0,NY,U,wajkrolrvtnknhqjcoqlturnnxjpe,Wdtdfbopocqpaelkss,g,1-186-022-6949,0.0,47.0,Grand Rapids,QDZLNZMBDZCHOIWOLQRFYQOZQSIUUTGSVKIDVQGMRWGRXDWNCJGMPJJSSFPWM,3.0,Knight,8.0,3375206.0
JLS10595,M,385.0,United States of America,483924.0,ND,O,Vmrzggwqbvctlnwsqlwxgd,JLSXGBFAEAJILFPKNVZITTHCOJC,O,1-631-164-9078,0.0,33.0,Tallahassee,IEUDXKKHBZXJAU,2.0,Furniture Brands International,5.0,2153174.0
rit10596,M,561.0,United States of America,400338.0,AR,O,Lvgetingqcmdeeeaskcrl,ritxwdhq,,,2.0,75.0,Sudbury,Jbswpyenxdvlgrutudkhqcfbeoav,,AmeriCredit,2.0,1809319.0
JKY10597,U,351.0,Canada,219274.0,NM,R,gjujhlibdshcpoxglqazmhhwgta,JKYTIIAUABDWBPUOFTSIPT,I,1-267-153-9411,1.0,94.0,San Jose,Sxvzsysbiqrbykuoxrbjhladmfsumbvabbgknponoavmkpflrcuf,5.0,Piedmont Natural Gas,,
OFF10598,U,489.0,United States of America,138496.0,OH,O,kgjumsbonw,OFFLG,v,1-252-104-1378,0.0,71.0,Fargo,Ujrmnzczbangqgqpsusxhrwvnqfzaizrdo,3.0,Calpine,8.0,580183.0
Rqn10599,,705.0,United States of America,269559.0,KS,U,Xvcogkbehrryycs,Rqnxlckuxgntxhcjcuof,,1-400-544-9828,1.0,20.0,Abilene,chgtpqvixtusefhbgnhdmdmokrifcmgjobqanbmjrbhniwaeenbpstav,5.0,Clorox,3.0,1685235.0
Env10600,M,523.0,United States of America,465490.0,MA,O,Tjgrdhhqvawqsvvikievnyju,Envybqodhdujktkdwbhvmbbchiqf,O,1-199-683-9557,0.0,43.0,Bellevue,Kkkqrscpuvsghepyphtobvfmcmbntcvnrwrtnddmygelzcbjxhxkw,1.0,Merrill Lynch,3.0,2252935.0
MDP10601,M,366.0,United States of America,260885.0,CT,,Qufwemjgd,MDPRDCUUXWXV,L,1-533-073-3233,0.0,72.0,Kitchener,Tyaahnitspqsqgn,4.0,Helmerich & Payne,9.0,551970.0
Nav10602,M,321.0,Canada,244725.0,OH,R,Etvlwvzajznpurghrpiidpnq,Navfqcfxxkupwfxus,,,4.0,94.0,Vancouver,jkenveczacbdpwslaoijswmgbicfpasdlurrqkxalbp,3.0,Hospira,3.0,2215503.0
woo10603,W,539.0,United States of America,129719.0,GA,R,tgfrlpppzbaj,woosablmkhqdqowknf,n,1-401-694-5342,1.0,99.0,Ontario,,5.0,AECOM Technology,,2840124.0
Cyp10604,M,546.0,United States of America,434635.0,ID,O,fqeqbgkbtnlfqs,Cypalmmkweqfehexhqdjud,n,1-766-245-1682,5.0,15.0,Bellevue,Twtdkoumqnfrcqcbje,4.0,Biogen Idec,2.0,686187.0
Axe10605,S,503.0,United States of America,225290.0,IL,R,iqohbtpskgvxzmrrjfkuidpqnzgq,Axewnpdpubwrbvtjvme,,1-543-183-5093,3.0,0.0,Corona,ajakmdlcpoybwbsudoktujylwksytnenxgiygofowerlhxjajwuyokrkeryuehxrvkdfffapurebeag,4.0,DISH Network,5.0,959242.0
qas10606,M,816.0,United States of America,210971.0,AZ,U,Rspmfrtotdaayausawbgkz,qasbgo,,1-607-692-1878,0.0,95.0,Tacoma,Wulhrgpxlhlkngokmtsgpkqzzkqayxwustdgbkwdkjqdfvazogdjmzquqgarkal,2.0,Automatic Data Processing,3.0,748268.0
gli10607,M,533.0,United States of America,420130.0,AL,U,Mihlqrhpsaberor,gliurbv,V,1-619-063-0861,0.0,3.0,Washington,RLIFVHUZ,3.0,,1.0,2376575.0
Uvu10608,M,414.0,United States of America,60606.0,WI,O,Uhatyqxeafoyvtrngoiyja,Uvudh,p,1-375-119-4595,1.0,,Evansville,GDDFRNICPMAIJBSRFCUXIJUDRCPKOCTNGCAQPWJILZWCNUTDXIPOGWWJRKUPFGOTYJIMUXZORPQFQFG,,Duke Energy,3.0,376695.0
Pvi10609,D,795.0,Canada,167910.0,PA,O,Rkghhrwaakriuhf,Pvirtadwqdomispfxlbf,,1-882-663-9182,2.0,37.0,San Buenaventura,qxzbhcshbwmhqbxthmkparfvhkaygwuabtbbelzurytjmrkcfbvoonjqyhatclqflnqc,4.0,Foot Locker,1.0,1105667.0
xxk10610,U,727.0,Canada,324127.0,WY,U,ZPAIZXGJIXDKHZTWTLXTRAFJKJI,xxkjwxqd,f,1-465-676-6139,3.0,66.0,Chula Vista,HBTTYCOBTVPDWQXXKOEQKZTQPQL,4.0,Country Financial Services,8.0,1731320.0
Hwx10611,M,812.0,Canada,4817.0,MT,,Zmthwq,Hwxjwxt,n,1-509-860-2326,,84.0,Tulsa,AJXUYEQUYWDYDSWTWDRMAEBPSEMFHBRXLTCTIHMWKJBQMMUWKRLGZRZURFSJAC,1.0,Office Depot,2.0,730338.0
Ras10612,W,700.0,United States of America,468354.0,IL,O,Ylguznnoc,Rasrwcgyukwgezoglmbzuoguteg,M,1-705-134-8323,4.0,53.0,Milwaukee,,4.0,Valmont Industries,10.0,103106.0
Pux10613,M,700.0,United States of America,460865.0,CT,U,amyglomexsuf,Puxfgwlreiehnhfbgnoperet,,1-868-957-2371,4.0,61.0,Pueblo,tgkjwhuepodbudnpyel,1.0,NCI Building Systems,4.0,3833270.0
Rlk10614,M,787.0,United States of America,388562.0,AK,O,Hmkosuqiuq,Rlkvxhmpanuphizbfbxqnmanuuzhs,P,,2.0,50.0,Milwaukee,Tvawbfbnkztxbicznotjkjeqmibxvmmptlktldaysruswafqlhkiveodeni,4.0,Microsoft,6.0,3085705.0
Xiy10615,W,764.0,Canada,172623.0,AR,U,hfsatrgqivf,Xiyppwxkokulxad,Q,1-087-846-1491,,,Naperville,WVIZE,2.0,ServiceMaster,2.0,3121707.0
Gzi10616,M,,United States of America,68630.0,CT,U,Nqehoegrjhjwmrskwdbeubrynzghsc,Gzilvckzhmnzcl,F,1-646-574-2915,1.0,87.0,Tallahassee,SNSKWDKQPOEMHTGOSEKOPDKQEBIEZDBTBQNBBU,1.0,Iasis Healthcare,5.0,2789453.0
MXO10617,S,500.0,United States of America,72600.0,PA,O,jbjtftxeowxkofcdybxgktf,MXOMLAAQDWAPSPOGRZQWKEISM,w,1-425-468-1496,3.0,30.0,Grand Prairie,SNTGEMPFSHFWTKLFJBGWXYNYTUCEEZSZRSTGVSKITYZLLNBYLPBSKH,1.0,NV Energy,0.0,86821.0
gfn10618,M,661.0,United States of America,308111.0,ID,R,Gcvmtchulwywsn,gfndmemodoxbgtzofwksvjdwpigx,,1-906-976-1705,5.0,,McAllen,udjweheeofmdujqrqtuhjkuntqcudgunbkfmlyicednipcusjyy,3.0,Enersys,0.0,3527914.0
TEC10619,M,339.0,United States of America,444158.0,CA,R,Xltslbmjkgpllapoznqn,TECXQLUQVYURU,f,1-764-125-3914,5.0,37.0,Amarillo,Hhnnsbwihccxvibdegmcmejotxcsisqbfukhgnwrhjbezwjawecppahxphxdesosor,1.0,Baxter International,9.0,3027065.0
uln10620,U,483.0,United States of America,15411.0,TN,R,Cxdjhezvrcy,ulnbiayhcyg,q,1-922-378-8089,3.0,20.0,Aurora,elmkjlktzpjoacmqbhdrppjuzxgcjwvgwyyzdteelutbpfufoaykyixkduumxnvcavirwqgitw,3.0,RBS Global,6.0,
rli10621,W,380.0,United States of America,489699.0,WA,O,Jnqkshqjorfpbplcaceosxbug,rlihjgpaprpa,M,1-405-040-9966,0.0,45.0,Fullerton,ljbfoalbcepkdmidinrmguygdygvkusbbnknxaxsvctppqrrseajwjqgfqaxukqtiwinfuldz,2.0,Citigroup,3.0,2282106.0
ruz10622,M,338.0,United States of America,359140.0,Prince Edward Island,O,SGZCRUUXJRDLBHCTU,ruzqxjqnvpjkbrgnftjkn,,1-293-554-7479,5.0,14.0,Columbus,cfnshlrykngmawbxndatmnpeevbmrrhvgqzybkfgepqviyqezipblbhvnkuzgqblzwysddhcwhdm,5.0,Pactiv,1.0,3704438.0
cii10623,D,392.0,United States of America,247589.0,SD,O,Peqfmsjjghagmvemfgiowhxkff,ciieexixpfiohojbkireptlduyg,,1-532-893-6824,5.0,24.0,Tucson,Lylxwjhhcxmdgxhyrywhloymqjeojzibxwrrbkjlefqpgshavjjvcdambtqlmacllpjuboaoeapsclo,0.0,Anixter International,0.0,108400.0
gse10624,,433.0,United States of America,119695.0,AL,O,SMEDHJYNYIOWWAFDMKF,gseulwjbvorsniesatylneqe,E,,2.0,74.0,Montgomery,Vxczanruyaexrusgushwfkidwhxy,5.0,OGE Energy,8.0,3010887.0
Rpb10625,S,482.0,Canada,,WI,O,Rahhxkuxerzhxifvypmzsfcingvv,Rpbpnbbdb,N,1-635-678-8473,4.0,35.0,Charlotte,Svfoaejtiisyfhungpktngbxprpltkvuekhvbwaezvkfjyvtwpuujs,1.0,Polo Ralph Lauren,10.0,676920.0
Klg10626,W,520.0,Canada,140457.0,NM,R,MRKPEP,Klgacbdpqpxnxq,,1-005-629-9706,4.0,46.0,Yonkers,Pqpndaxliifrmbyxmpzftsmxvznzddnmlpamofffbpbabbxskoiimsinaczfizrspbcvn,1.0,Frontier Communications,9.0,
alv10627,M,605.0,United States of America,422599.0,PA,O,IHFNXPSDWUDJHIKKSQNTBA,alvervpmziadokguexezcoyqjjnmpv,l,1-693-047-4731,5.0,22.0,Rochester,fytorol,1.0,CB Richard Ellis Group,2.0,1362516.0
FRS10628,M,367.0,United States of America,211521.0,MN,O,eiqhcawagkl,FRSWHSLWYUWGBRSHBE,,1-404-373-8064,4.0,,Lewiston,WSPBRWFSDDVJRLFQTZBLODBNIOOHWAQ,1.0,AK Steel Holding,6.0,2290724.0
Erd10629,U,366.0,United States of America,95603.0,OK,O,QHHXHBDAVYUJSZIAJIQGOULYJGQK,Erdxoi,D,1-060-435-8227,1.0,87.0,Lafayette,XLEUHTEVPHBDMDYIBYYCLDPQGGVPTHSVLHRGYG,2.0,Hubbell,9.0,
QDV10630,U,745.0,United States of America,482299.0,RI,O,CQHALIIUWJEWQPQAYXFFEJFQ,QDVNCITMWLBQPYBFTIEZNBY,B,1-112-534-3114,2.0,94.0,Biloxi,DGXBKYKZVSFAJDQCFWZCPO,3.0,Micron Technology,4.0,125651.0
Yps10631,W,414.0,United States of America,114219.0,MN,R,Qrjdsnprrotbw,Ypsavxaptrngwxbffxhisexxievxqz,Q,1-868-742-4510,2.0,6.0,Fairbanks,Ffvkjiegsymwwudcmuljqapmiaexsr,4.0,J.P. Morgan Chase & Co.,8.0,3885388.0
KOE10632,,414.0,United States of America,152214.0,Ontario,O,zbnclaoxfqezyuscw,KOEARNHLDAZSDBOXXJZNVBSBD,,1-721-286-4219,1.0,69.0,Dayton,Mvtnmpnpxpuwjjzo,3.0,E.W. Scripps,0.0,1303527.0
Qpr10633,M,686.0,United States of America,423890.0,AR,U,Ormwankkictstneg,Qprsztvlapixvelonmsqxxqcuugo,,1-307-981-4112,3.0,95.0,San Buenaventura,lqgahntncfnscacnttpyfsvuepuoyuleyiepmbknukdyfv,0.0,Intuit,5.0,2373456.0
Lfm10634,S,615.0,United States of America,382458.0,NC,R,FWNXOEXWLBDCTCH,Lfmahwcleuzynxlfqvglrmcvzg,D,1-587-309-6760,2.0,,Dawson City,Hdnilbrqwzvxkbredigusjnarfubjlktfjkuaokva,5.0,CA,3.0,3848232.0
Dly10635,S,545.0,United States of America,192268.0,GA,O,Rtipjlhjrreltifnqjurhfhsv,Dlywedtz,g,1-098-011-2223,0.0,88.0,Newark,Dranmwzapnitnpkefbvylytbcgrdqkbbdduzqrjkwcewjbpqnrgg,3.0,Ball,4.0,1310885.0
dut10636,U,493.0,Canada,228425.0,CA,O,GJRZEY,dutkjtnkhephhwsbowgto,,1-425-647-5852,1.0,42.0,Seattle,Akaaohsqsskwcbpzlclaexwfeaiyfmmdsborippenebmfndcwds,5.0,Hub Group,2.0,2733440.0
Bpc10637,S,342.0,United States of America,155536.0,Ontario,O,kwfriixkapmogwe,Bpckvgnuqnghdyogppvzwjmfjrjk,,1-363-500-0905,0.0,49.0,Edmonton,,4.0,Kellogg,8.0,1668048.0
Kdp10638,S,679.0,United States of America,250855.0,CO,O,qlmhofstfdhrvusauzexovkoypados,Kdptoajbsmqvmhzpxosuy,,1-402-022-1763,0.0,96.0,Sudbury,Wclmfimpfxlygjvegalnhtoibxdnmbneolbjfzss,1.0,Jack in the Box,0.0,
exz10639,D,697.0,United States of America,314819.0,OK,U,zbxpjdha,exztbedjpoqzk,,,1.0,33.0,Tucson,Ldkmgdifjhezszsbwbqnpxjusgyxmbpkypqxjdwtpralkvjutyfzerri,1.0,Rock-Tenn,5.0,3475119.0
Isx10640,U,507.0,United States of America,24568.0,WY,O,Cuwmejfvgc,Isxsztotm,U,1-061-507-8062,1.0,28.0,Dallas,Odcybbztjg,2.0,MetLife,4.0,131516.0
jfj10641,M,717.0,United States of America,432780.0,Saskatchewan,O,vzubtqeggddlsxzftewd,jfjrbhchuaydq,,1-500-536-1997,4.0,6.0,Baton Rouge,Njxpautycigripnbekwnkkivwxrplwudtpksnuspudlqbpxclkpxbvhqlzqgzwrrohs,3.0,Circuit City Stores,5.0,318373.0
Sgg10642,M,620.0,United States of America,370083.0,British Columbia,O,jlxubpxtfbprqdrmpirfcdmf,Sggogmzhi,,1-001-097-0990,5.0,27.0,San Jose,Shmdpymuicceyaednrdvhlkrhrevomnqybdofhjzuskuvzocbwcqkxhfbaechwqfosjif,1.0,Cenveo,9.0,1772755.0
JYB10643,S,485.0,Canada,50628.0,Ontario,R,UEEJHSZTLUQNMIOVVE,JYBSCCMJNABYH,k,,0.0,23.0,Little Rock,VGCJUWXJJWGYJWZOXMMCFWTQAYDJVJPZPOENDLSNGGBOINJGXJCDF,0.0,Autodesk,3.0,1225860.0
Qlf10644,D,445.0,United States of America,486319.0,WY,O,Jrisdkzlgb,Qlfhdtwd,F,1-598-777-2070,0.0,30.0,Hilo,Paabbcz,1.0,Raymond James Financial,10.0,348085.0
jjx10645,M,476.0,Canada,38046.0,MT,O,Zmhabcezcklohkbwzzguwhxqwnqbc,jjxpalquwu,,1-465-720-4472,5.0,59.0,St. Catharines,yarwjusddnyhlfaiwzugrsbjfmhtnaerikkvvtljrdbwvwhdforxaeqkvujhcmkneuonemnrqxw,0.0,,1.0,2299258.0
Ttg10646,M,317.0,United States of America,388741.0,WY,U,CBNJDQZOFHSAFNBUIPZKUGKPYIX,Ttgicloesgfgndexhwmsgeegehh,,1-965-445-5546,3.0,62.0,Charlotte,Roxlixvpqaynacmvbhlkrmvemhupuyxmvangjbajvldvuwyhtwtyi,1.0,Scotts Miracle-Gro,6.0,
Jng10647,,420.0,United States of America,418661.0,IA,O,xudmcbkjfcslxuboqlfcoywb,Jngcpppnoaiiiliilvghyszvbqgyqa,,1-416-579-6276,1.0,63.0,Evansville,QYGQZJVL,0.0,General Growth Properties,10.0,43275.0
Wpt10648,M,639.0,United States of America,138265.0,VT,O,Uvtyvwffkbo,Wptzabfkblwhvoccdf,e,1-797-998-4391,4.0,69.0,McAllen,Wlzdrofbahlsgurxezwdlgdwpggvdwgkmjznmgnylvevqqisqwcntpkyzrtvsxzuycurceylnoyfuj,0.0,Reliance Steel & Aluminum,9.0,1123645.0
Qka10649,S,593.0,United States of America,178701.0,WI,R,yqitxjixaiessvr,Qkajkbimmfavnrwzteyeylmerlqbyg,S,1-465-308-3979,1.0,36.0,Cincinnati,NJBYBEMCKPKQFISVXPDSBWHSYCXIECQVFYGIRLLALOMPMCDYPNYZANBTILPJ,4.0,Superior Energy Services,0.0,1746003.0
Ywc10650,U,459.0,United States of America,,Ontario,O,YRVHRIAGX,Ywcboinqhxrbd,M,1-622-406-8301,1.0,75.0,Rancho Cucamonga,iamlouc,0.0,New York Life Insurance,0.0,1826851.0
Zgi10651,D,569.0,United States of America,,Nova Scotia,O,BTFXORRIUZSLBF,Zgixecbedptqsebpyenozg,F,,4.0,52.0,Shreveport,Oocpaqphvpcvlbztyud,3.0,Aon,7.0,3902659.0
hot10652,M,383.0,Canada,457485.0,IL,R,Geamlusudhlgsbjodm,hotyujmqydepatqjskpaahhvrtiim,D,1-449-181-5155,1.0,45.0,Cedar Rapids,Pjieon,4.0,Hubbell,5.0,756473.0
gub10653,M,343.0,United States of America,159744.0,NY,O,ZBDXQIWHYAUJHEBSDUHVO,gubkonwrhhajad,,1-586-917-3804,0.0,68.0,Boston,Fjydfwusmwjlszjntcerbo,1.0,Automatic Data Processing,8.0,2375970.0
Qnt10654,S,460.0,United States of America,330854.0,Alberta,O,Rfeknxavrk,Qntrhpupfdcsl,,1-126-841-1247,5.0,38.0,Des Moines,Wydjqfsjpduldgsgtwgbpkltqcoiluujwjxordobzdpynaziqculbaumxbnjsislirxksnkljlsunwd,0.0,Peter Kiewit Sons',0.0,3820831.0
vcw10655,M,553.0,United States of America,157184.0,PA,,Ydgnqxooxnuvqrjacddiwybfikkix,vcwdhykzxeyyzhrnbfanpywptopf,,1-583-724-0654,3.0,29.0,Washington,,3.0,Penn National Gaming,5.0,2131915.0
kog10656,D,713.0,United States of America,171004.0,SD,O,mmmnqw,kogxmxfpprwblgoivjmrtvx,i,1-009-083-6592,4.0,75.0,Garden Grove,Xizlnqhqxecutkhecmlehpuzmpstrhwlocjdkmlhnaolqvgnazgoefkfxqgyqucric,,Verso Paper,8.0,3417961.0
Twk10657,W,669.0,United States of America,335409.0,British Columbia,O,Ihqmj,Twkzzarosbvctjyajlabwz,E,1-678-570-6535,3.0,28.0,Albuquerque,Gemwochchictylptoohuskavnupnkmpfaxkvcbjytdrykisigjpaipsdjllhjnuisclxn,5.0,Western Digital,4.0,3937892.0
Zdi10658,S,812.0,Canada,314789.0,IN,R,WQXLE,Zdilm,L,1-277-150-2005,1.0,32.0,Mesquite,Gsukezirsjrxszvmlhkwi,3.0,Texas Instruments,9.0,2140609.0
bjr10659,U,465.0,United States of America,277189.0,AL,O,Bvkkfispfpjoti,bjriemlfcebxvawkzcerpuhtp,,1-640-918-7641,2.0,94.0,West Valley,YOMXUPGQFFURMCRBYOSQIDHVSHSFVYCVKOQNTMDQDWQHCTMBFGGXWUK,5.0,Nacco Industries,2.0,2762936.0
Jgq10660,W,509.0,Canada,10687.0,WY,,MGGAXCQBOKL,Jgqyjatlx,u,1-934-194-6264,0.0,93.0,Paterson,Gadabxiymyvkeebwjnlqcjjwvejotfpeikbxfmpjnlelpqiytularznwkhyqije,5.0,Huntington Bancshares,10.0,2766792.0
uof10661,U,543.0,,427259.0,DE,O,XOLPSNOSLEMV,uofkiflrpzpnwnvpqkhelgplfz,,1-335-554-2472,4.0,11.0,Coral Springs,zwdhyuseqbuejmuiwrnfouqltthlgrrzfcyzhwgxuzgsqkndz,2.0,Int. Flavors & Fragrances,2.0,1302869.0
Nti10662,U,432.0,,322299.0,British Columbia,U,Elcdegmdupudqzv,Ntihyhrhuvybwtysmnpaqlpcxhmuc,,1-283-127-7368,5.0,59.0,Cincinnati,EWPLLVNXVHTUNUDLKJ,5.0,Clorox,2.0,1964514.0
hqf10663,D,501.0,United States of America,343723.0,DE,O,Ggcptff,hqfqcqvumhhsgwbtcmcmk,,,3.0,20.0,Santa Fe,Qkelnbxvbbzxxtyavybrlcipxnlzpmbdopxkvktcqjzuljwlqrxw,,Pacer International,2.0,3207419.0
Teh10664,U,,United States of America,17335.0,SD,R,TWXKGXUITVXNEXAK,Tehsxatrbdavtdqzkeil,,1-423-064-5903,2.0,76.0,Lansing,pkwmzawrzomdbhhxochzp,4.0,Lincoln Electric Holdings,2.0,2225957.0
uam10665,U,303.0,Canada,247974.0,GA,O,FCBVWBHMKFYPDSHORYNX,uamifgdhmsohhiclzywfqezrzosr,,1-086-332-5382,3.0,6.0,Abilene,WLSASRLTUWWCTYSACNIWPPVMRWRCTDMEDILMBYDJKKLZUMZFQFM,5.0,Regal-Beloit,4.0,3361201.0
Knr10666,S,711.0,Canada,,MD,O,ycdbmrmnmisexkpxlfifukknwxlw,Knrdccg,,1-814-761-4371,1.0,47.0,Pittsburgh,DQFDPZIRFVZVARTYDBON,0.0,Calumet Specialty Products,10.0,2018684.0
Mup10667,,524.0,United States of America,349814.0,AK,U,ALAMUBJXAMPDKLASLHBOR,Mupqektqzfmqwr,q,1-321-501-1792,2.0,15.0,Glendale,bzwhyqqlddfktopqvjt,2.0,Jones Apparel Group,1.0,1401703.0
Mxk10668,M,370.0,United States of America,466843.0,NJ,O,Dqcxlefgcbudfkafttufjopupgclta,Mxkcbgrsviouinogdxnhwsrdno,F,1-048-715-0056,5.0,22.0,Arlington,Etnpwpcuetzoxhjbzngnneofndupjlzguapeewhnlvummtdxvllrxmenfgwtondy,2.0,American Financial Group,8.0,2042865.0
Izn10669,,441.0,United States of America,295174.0,AZ,O,Ipsxpvrunmluwffmuqkecxlmtlbfyp,Iznbxaeevoyhvxkskqsjdzvtpxpqb,,1-152-192-5308,1.0,73.0,Albuquerque,Fwhcvl,5.0,RSC Holdings,,1128183.0
Rye10670,M,382.0,United States of America,99833.0,NM,O,Vpgmgtkxrjudcxtjxfuxy,Ryeuraucwbpw,,1-729-218-0882,1.0,97.0,St. Catharines,Jakgpeidnnicnmxfdtjuetnveodystwuczxqapkvjzryofwrrtunexi,2.0,Northrop Grumman,7.0,2806790.0
PJI10671,S,,United States of America,459514.0,TN,O,Mkwwah,PJIBGQXCAGDZA,L,1-669-137-3153,3.0,4.0,Columbus,Yquamxsbzceyrtcscfgke,4.0,Navistar International,10.0,1376620.0
NZT10672,M,565.0,United States of America,,VT,O,Fljmcudmjrlcbfhcuiougtqffr,NZTMLEPNKYGYMOMCFKNBC,e,1-643-020-7470,1.0,43.0,Brownsville,GOOXAVHPHJFBBDGSOKXCWULXHTNOWBBTKFEQEBYVBFNQQPKDUD,1.0,Piedmont Natural Gas,6.0,1753851.0
Tzp10673,U,784.0,Canada,118421.0,TX,O,Yfdcyhzwfwc,Tzpnmpbenpvxp,,1-846-415-7854,0.0,0.0,Scottsdale,VQWJWDDWSGDBYOTGWLLKNRJFQDDNWNEQXZGD,2.0,RBS Global,1.0,3902623.0
YYC10674,U,321.0,United States of America,431261.0,MA,O,xsdgxzrccwlrfmcsvcmapfq,YYCGFROVBRMARDTVORSPLANMCJP,,1-236-050-0499,1.0,20.0,St. Louis,ZXWMOMLPQU,4.0,Children's Place Retail Stores,3.0,
KVU10675,D,510.0,United States of America,266065.0,TN,O,jbbnjtnqafxhsxrcjsdq,KVUSZKCA,,1-168-318-9718,1.0,88.0,Knoxville,Ywnzwurzuowmwctfncnmyxroj,,Nash-Finch,9.0,3195125.0
tdp10676,S,,United States of America,138491.0,DE,O,KHDBUUNSSDJFWGEYHCSENJP,tdpktbpbnhkqgzwqcpar,,1-711-107-9064,3.0,100.0,Regina,RXUTCSNGLNMXYDSJYWGQHSWRTKEQFXWIFKOQQYALJGURGUHCYUPY,,Aleris International,4.0,1551443.0
OJF10677,W,605.0,Canada,125888.0,AZ,U,Ynnyxcrbuwmxx,OJFZGKQJURJKJDMTJUTMKYYBWDUCWM,,1-513-040-9068,0.0,81.0,Raleigh,IRCXVKOWIIPTOYQBBTRABFLQXYEDPTNJUFOQNGDTVYBDEESDUMSJOKTFVMQRN,0.0,Graphic Packaging Holding,6.0,2385003.0
Oij10678,M,581.0,United States of America,399369.0,DE,,Chekdwothvouorjlvjwmjaz,Oijdxlnwxbya,T,1-391-163-5523,3.0,31.0,Hollywood,Flmlrusdnxxpwgermryglzvokkiszkxveqoebphbvrvuzgiagxbdzvthlufidecgoaayskvwffuarhy,0.0,3M,0.0,1277355.0
Okg10679,S,359.0,United States of America,456632.0,CT,R,HBVHDKASKMDNNHHVHYYKOIGYRT,Okguwtyjcjhgrabqhgkhxn,,1-212-034-5995,2.0,54.0,Lowell,iiyfklpbfh,1.0,Del Monte Foods,2.0,2545601.0
Uxq10680,W,741.0,United States of America,86230.0,IN,O,niqfvzkgntuq,Uxqhgzobcdecjuiwcwviwf,,1-306-753-8017,4.0,4.0,Simi Valley,Yzrlnynzvsknfhpujbrxsh,0.0,Valero Energy,8.0,1569151.0
ntz10681,S,579.0,United States of America,180310.0,WA,O,kwxquxilvpyhdmxqfhghv,ntziitsjcjbssybwbe,,1-823-215-6486,1.0,45.0,Sandy,Vqqhobur,,Amerigroup,8.0,937850.0
IXV10682,W,815.0,Canada,254789.0,NC,O,Wsrtbbdz,IXVDSFYTKGNLJI,,1-894-589-0111,1.0,0.0,Simi Valley,ohnukfkormcdezazlbdxj,3.0,Covance,7.0,2832973.0
Azf10683,D,384.0,Canada,21722.0,MA,O,Viteyvplcaxbnmnhvvitpie,Azflakyjfky,E,1-128-563-3489,3.0,1.0,Pueblo,Xnjmmgdiodxmpyigwrwfobjuzvpabwonafofvjhbglrkxiamaqfxpqclreryzhdv,0.0,Coca-Cola,10.0,2354556.0
