CreditRating,NumberCars,MiddleInitial,AgencyID,AddressLine1,Income,Phone,MaritalStatus,Employer,Age,OwnOrRentFlag,NumberCreditCards,LastName,Gender,Country,FirstName,PostalCode,NumberChildren,AddressLine2,NetWorth,State,City
527.0,5.0,,hes4657,7204 katherine boulevard,158744.0,1-337-497-4094,W,Teleflex,21.0,U,1.0,hesche,,United States of America,JACINTHA,45237,4.0,,974227.0,TX,Chula Vista
847.0,4.0,,cal4658,21820 PAMPAS LOWER,496998.0,1-140-148-7870,S,West,93.0,,6.0,caldwell,,Canada,Valene,46216,2.0,,2620328.0,Nova Scotia,Ottawa
306.0,4.0,,GAL4659,10117 college upper,423781.0,1-107-990-8001,M,Cypress Semiconductor,91.0,R,7.0,GALLMAN,,United States of America,Laser,V6B 1U7,1.0,,2155388.0,MA,Independence
,1.0,,Val4660,3242 whistler park,,1-590-626-8069,,Superior Energy Services,82.0,O,,Vallozzi,,Canada,sibyl,92504,5.0,,2779418.0,DC,Yonkers
777.0,0.0,C,Hib4661,8702 harrington crescent,401309.0,1-624-193-9677,M,TECO Energy,38.0,U,0.0,Hibberd,F,United States of America,CHRISTIN,M7n 1a2,,,1303647.0,NV,Savannah
385.0,4.0,,Bar4662,24766 braeswood court,286975.0,1-247-217-8848,S,ManTech International,9.0,O,2.0,Barentsen,m,United States of America,Beitris,x7i 1r3,5.0,,1321326.0,PA,Warwick
361.0,3.0,,Elc4663,19058 HORTON WEST,74792.0,1-682-232-6639,U,Seaboard,54.0,U,6.0,Elchakieh,,United States of America,Veleta,85036,0.0,,1629124.0,OK,Oklahoma City
748.0,0.0,,Dig4664,21049 chadbourne avenue,32994.0,1-304-436-6503,S,Century Aluminum,,O,1.0,Dignam,,United States of America,Krissy,20003,0.0,,1663204.0,MT,Stockton
475.0,5.0,,Bab4665,20657 westella way,16997.0,1-899-548-5047,D,Global Partners,,O,6.0,Babione,,Canada,SALLIE,59103,3.0,,1693312.0,British Columbia,Baton Rouge
675.0,2.0,,tru4666,24127 grandview court,140590.0,1-082-640-0662,M,Ruddick,0.0,,7.0,truong,f,United States of America,mahlon,99664,5.0,Apt. 286,3753854.0,MN,Chattanooga
465.0,5.0,,mog4667,17501 copenhill park,230893.0,1-335-231-9271,S,CB Richard Ellis Group,84.0,R,1.0,moghis,,United States of America,RODIE,60752,0.0,,2281340.0,HI,Windsor
371.0,,J,day4668,440 south court,259477.0,1-344-271-6975,U,Wyeth,63.0,O,5.0,dayal,,Canada,Eartha,44146,3.0,,3900028.0,TX,Fontana
444.0,,,Pha4669,21088 murie street,236965.0,1-670-561-5721,S,Church & Dwight,88.0,U,3.0,Pham,,United States of America,Elza,39532,4.0,,2725907.0,AL,Aurora
345.0,4.0,,raf4670,24954 northland drive,458489.0,1-165-180-3279,D,Intel,96.0,R,9.0,rafflin,F,United States of America,Tracy,b8a 1y4,1.0,,2238450.0,British Columbia,Iqaluit
460.0,0.0,,FUC4671,24836 loring upper,279.0,1-782-665-3719,M,Brown-Forman,44.0,R,8.0,FUCHS,M,United States of America,Melvin,95173,4.0,,2912498.0,ID,Lansing
309.0,1.0,,GAD4672,10947 ARDMORE RUE,278538.0,1-535-101-1842,M,Merck,33.0,R,2.0,GADOUCHIS,,United States of America,Gerianna,V6p 1v8,3.0,,2382865.0,MO,El Monte
765.0,1.0,,nor4673,458 cormorant road,277343.0,1-623-888-3567,M,PG&E Corp.,72.0,R,8.0,northcott,F,United States of America,demetre,M5D 1Y4,3.0,,390874.0,WI,Yonkers
665.0,0.0,,Cro4674,13741 durand street,174099.0,1-294-512-8772,D,Perot Systems,19.0,R,9.0,Crowle,F,United States of America,grame,55402,2.0,,3510499.0,Saskatchewan,Birmingham
631.0,1.0,S,tan4675,9633 hawkins street,47284.0,1-920-089-5196,M,El Paso,1.0,U,,tanner,M,United States of America,fred,V6m 1r9,1.0,,3493042.0,NY,Carrollton
774.0,1.0,,pic4676,13388 marcus way,290522.0,1-878-706-7719,M,Staples,78.0,U,2.0,piche,,United States of America,vinh,94293,2.0,,168914.0,Quebec,Pembroke Pines
666.0,1.0,,Bor4677,24427 bay lower,223495.0,1-138-714-6674,M,,23.0,O,2.0,Borson,,United States of America,viki,44108,,,809087.0,DE,Billings
616.0,0.0,,ENG4678,12873 CORDOVA LANE,234298.0,1-403-365-9899,M,Public Storage,39.0,U,3.0,ENG,,United States of America,ELLA,72238,3.0,,3858293.0,NV,Jackson
493.0,0.0,,Win4679,10790 bonita crescent,398331.0,1-887-789-2097,M,Thrivent Financial,59.0,O,6.0,Winslow,,Canada,WITOLD,M7n 1c9,5.0,,1344826.0,LA,Macon
684.0,2.0,A,Men4680,5608 COUNTRY CRESCENT,401.0,1-197-153-9038,U,Advanced Micro Devices,19.0,O,4.0,Mendez,f,United States of America,Edmund,m9e 1t6,4.0,,3928512.0,WV,Montgomery
846.0,1.0,,Dip4681,13250 monroe road,492575.0,1-311-570-5936,M,KeyCorp,29.0,R,8.0,Dipace,,United States of America,Wylma,37238,0.0,,1403015.0,NJ,London
371.0,1.0,X,BAL4682,6456 ashford hollow south,145020.0,1-988-330-8074,W,Reliance Steel & Aluminum,84.0,O,5.0,BALCOM,F,United States of America,JANA,93742,0.0,,350661.0,LA,McAllen
468.0,5.0,P,DES4683,254 cartwright street,216211.0,1-528-115-8753,M,Centex,69.0,R,10.0,DESCH,m,Canada,Tera,99605,1.0,Suite 14,1015153.0,Nova Scotia,Lewiston
635.0,5.0,,Chi4684,20682 scotch court,476409.0,,S,CenterPoint Energy,65.0,O,9.0,Chisolm,,Canada,Corabel,91157,4.0,,2254659.0,SD,Chandler
369.0,,,FAN4685,14979 clara lower,434508.0,1-504-808-5841,M,Target,45.0,O,8.0,FANI,,United States of America,Blanche,90091,5.0,,169014.0,HI,Overland Park
508.0,1.0,,mcc4686,196 BELLAIRE CRESCENT,301789.0,1-598-913-5116,U,Lockheed Martin,95.0,R,8.0,mcclintock,,United States of America,Yihban,99755,0.0,,3561494.0,MO,St. Catharines
793.0,0.0,N,Esg4687,14930 griffin upper,449806.0,1-336-591-9948,W,AMC Entertainment,17.0,R,1.0,Esguerra,,United States of America,JACOB,27622,5.0,,3375757.0,Prince Edward Island,Albuquerque
669.0,2.0,,Bar4688,18993 furth street,106969.0,1-112-388-1751,M,General Mills,,,4.0,Barkhouse,m,United States of America,DYNA,92031,0.0,,2650430.0,Saskatchewan,North Las Vegas
542.0,3.0,,BUR4689,6488 avalon north,368938.0,1-987-831-6049,S,Dresser-Rand Group,46.0,O,10.0,BURGER,F,United States of America,Misha,E4b 1s7,5.0,,1592816.0,FL,St. Catharines
427.0,2.0,W,Lap4690,15260 selma court,233234.0,1-534-854-7311,U,Cisco Systems,67.0,O,5.0,Laplante,R,United States of America,Ken,T5b 1m8,4.0,,1837496.0,DC,Sacramento
841.0,3.0,R,Max4691,4435 tahoe south,300833.0,1-378-495-2195,M,Mettler-Toledo International,61.0,U,0.0,Maxey,F,United States of America,Nitin,20002,1.0,,119434.0,OR,Overland Park
709.0,0.0,,Cre4692,19748 alexis upper,228917.0,1-799-112-8036,M,Exxon Mobil,36.0,R,7.0,Creech,M,United States of America,Elio,V6l 1p9,4.0,,1795811.0,SC,Moncton
339.0,1.0,,pil4693,8453 BURNETT STREET,164116.0,,M,Cliffs Natural Resources,58.0,,6.0,pilipchuk,,United States of America,kordula,91185,5.0,Suite 474,663574.0,CA,Santa Ana
807.0,5.0,M,kop4694,15868 dewdrop park,75217.0,1-287-838-5198,M,Emerson Electric,78.0,O,10.0,kopke,,United States of America,ULRIKE,v6d 1w2,5.0,,1140761.0,MN,Las Vegas
316.0,3.0,,ING4695,2755 rodeo court,437919.0,1-363-191-4742,M,Guardian Life Ins. Co.,88.0,O,3.0,INGREY,f,United States of America,Celle,10108,3.0,,370111.0,KY,Lansing
596.0,3.0,U,MIO4696,16699 sanders south,306533.0,1-855-807-6830,S,Int. Business Machines,68.0,O,0.0,MIOR,,United States of America,ardelis,v6f 1v8,4.0,,3243357.0,AR,New Orleans
646.0,3.0,,Rob4697,15431 josey way,205461.0,1-696-200-5703,W,Nasdaq OMX Group,88.0,,1.0,Robb,,United States of America,eada,93806,0.0,,2626529.0,VA,Anaheim
310.0,3.0,,Prz4698,23783 grassland east,180548.0,,S,J.B. Hunt Transport Services,79.0,R,2.0,Przewlocki,F,United States of America,CATHIE,v6i 1s9,4.0,Apt. 549,2924585.0,FL,Cleveland
,3.0,,sar4699,4608 GESSNER UPPER,210167.0,1-571-428-5494,S,Benchmark Electronics,1.0,O,,saravanos,F,United States of America,rafi,59112,0.0,,3051787.0,AL,Los Angeles
780.0,3.0,,bre4700,23755 frostwood lower,406467.0,1-710-069-8457,M,Universal Forest Products,,R,0.0,breisch,,United States of America,CHICKY,91312,3.0,,1961762.0,AL,Evansville
829.0,2.0,Q,Hel4701,6822 manor lower,353802.0,1-728-033-2391,D,Darden Restaurants,,R,4.0,Heller,,United States of America,Toinette,19109,4.0,,2483520.0,Newfoundland,Santa Fe
392.0,1.0,,edm4702,11886 QUENTIN WEST,155968.0,1-888-221-5291,U,American Eagle Outfitters,76.0,O,8.0,edmison,M,Canada,Alejandra,93846,0.0,,434783.0,British Columbia,Cincinnati
695.0,5.0,,Per4703,21891 dewey street,184085.0,1-169-953-9881,D,McDonald's,50.0,O,7.0,Perryman,f,Canada,GIZELA,22209,3.0,,3680866.0,TX,Vancouver
427.0,4.0,,Tal4704,13215 CLARA LANE,431638.0,1-509-558-5630,M,Zions Bancorp.,,U,2.0,Talbott,,Canada,Perl,77167,0.0,,1273612.0,DC,New York
767.0,4.0,W,Kon4705,15960 worley court,120199.0,1-517-783-5356,U,ArvinMeritor,53.0,U,,Konarski,m,United States of America,levy,T6b 1k1,3.0,,43466.0,NH,Sioux Falls
585.0,2.0,X,bla4706,6907 ferncliff crescent,441426.0,1-332-339-3802,M,,,O,6.0,blazer,,United States of America,VALENE,46230,0.0,,2349002.0,RI,Cedar Rapids
519.0,0.0,,Hic4707,16104 bedford boulevard,311283.0,1-100-464-6725,U,Peter Kiewit Sons',,O,2.0,Hickox,,United States of America,SIMONNE,28304,1.0,,1463957.0,NM,Halifax
539.0,0.0,R,ing4708,13652 westerley drive,172152.0,1-786-653-8879,S,AGL Resources,,O,3.0,ingram,M,Canada,Hing,H5L 1P9,2.0,,574807.0,Saskatchewan,Hialeah
422.0,2.0,,Mcq4709,20916 california north,161628.0,1-931-238-6598,D,Enbridge Energy Partners,59.0,O,5.0,Mcquaid,M,United States of America,Faizal,10133,4.0,Apt. 245,3995431.0,Manitoba,Montreal
460.0,3.0,M,Kro4710,20902 ashley avenue,89526.0,1-063-482-5874,U,Huntington Bancshares,58.0,O,10.0,Krowlek,,United States of America,Beatrix,94617,5.0,,2662962.0,SC,Salem
368.0,1.0,J,Adi4711,2023 reynolds street,,1-746-271-6299,U,Qwest Communications,26.0,O,6.0,Adimari,,United States of America,Elza,T5D 1Y4,4.0,APT. 653,2174828.0,ME,Yonkers
394.0,1.0,Z,Sal4712,17536 frostwood crescent,286967.0,1-448-228-1555,W,General Dynamics,81.0,O,10.0,Salkok,,United States of America,katrina,61112,0.0,,2202798.0,MT,Fargo
390.0,,,gor4713,8104 BARBERRY LANE,499458.0,1-261-883-1388,M,Qualcomm,68.0,R,0.0,goricanec,,Canada,Blondell,75046,1.0,,2204720.0,DC,Reno
,4.0,,Bos4714,23402 miller court,283305.0,1-362-596-5881,M,Southwestern Energy,65.0,O,10.0,Bosch,f,United States of America,MATELDA,t5c 1r7,2.0,,1683738.0,MO,Long Beach
764.0,4.0,,cal4715,19188 halliswood west,78146.0,1-292-853-3873,M,MeadWestvaco,72.0,O,0.0,calva,f,Canada,Halie,V6B 1U6,,,2877060.0,MD,Grand Prairie
304.0,0.0,L,Did4716,4861 cartlett south,84125.0,1-304-982-1864,M,Cisco Systems,29.0,O,8.0,Diduch,f,United States of America,Rchisn,93800,0.0,,3399919.0,Alberta,Chattanooga
663.0,4.0,,Lie4717,2284 northshore boulevard,420803.0,1-955-696-8022,M,Comcast,76.0,O,3.0,Lieure,,United States of America,Michiel,V5b 1p6,5.0,,3180402.0,FL,Sudbury
308.0,,,Mcq4718,17148 jay court,92203.0,1-583-805-4145,W,BMC Software,19.0,R,0.0,Mcqueen,,Canada,Maryanne,78779,5.0,,80853.0,NE,Lubbock
555.0,0.0,W,BRI4719,15404 queen street,353122.0,1-042-197-1268,S,W.W. Grainger,56.0,U,0.0,BRINDLEY,,United States of America,Dorolisa,H5L 1R7,1.0,,3911207.0,MS,Iqaluit
597.0,1.0,,dia4720,6920 cherokee north,20815.0,1-101-094-9944,S,UnitedHealth Group,58.0,U,,diaconu,,United States of America,Pankaj,T6a 1g4,5.0,,1851265.0,WY,Pueblo
821.0,3.0,,RAP4721,14930 GRIFFIN UPPER,26665.0,1-234-769-9512,D,Energy Transfer Equity,7.0,O,3.0,RAPHAEL,,United States of America,FAUN,M5E 1W2,3.0,,3282292.0,HI,Frederick
507.0,5.0,,RIC4722,23128 ROSWELL CRESCENT,262422.0,1-438-678-7453,S,Occidental Petroleum,12.0,O,1.0,RICKETSON,,United States of America,Quon,B1c 1w7,1.0,,1560734.0,ID,Lewiston
674.0,,L,Dou4723,18651 spicebrush rue,187594.0,1-339-305-1671,M,Pantry,26.0,O,2.0,Doublesin,M,Canada,Earl,48907,3.0,,3542659.0,Quebec,Fontana
653.0,5.0,,mec4724,4382 WISTERIA AVENUE,417031.0,1-119-642-5313,M,National Fuel Gas,94.0,O,10.0,meckler,m,United States of America,mitsuko,10236,2.0,,2608558.0,ID,Albuquerque
516.0,,,gla4725,11618 JACK NORTH,372305.0,1-293-284-6725,S,Beacon Roofing Supply,69.0,O,1.0,glast,f,Canada,Jeremy,99687,0.0,,244929.0,SD,Topeka
769.0,2.0,U,Dur4726,14675 kiel west,264635.0,1-345-045-6251,U,PepsiAmericas,25.0,R,9.0,Duran,,Canada,Ginn,94163,0.0,,2102294.0,OK,Kitchener
825.0,4.0,,WHA4727,14656 COFFEY RUE,333225.0,1-674-105-7625,U,PerkinElmer,51.0,O,5.0,WHATLEY,,United States of America,CELINA,90145,0.0,,582135.0,MO,Lewiston
371.0,5.0,c,Qaq4728,RTNIPNRFHPBJDDTGERKVHBBVUMKQYMZJNCBATKUHXIDZPXZK,359751.0,1-473-591-0607,M,PPG Industries,45.0,O,5.0,Qaqpwdhmtp,f,United States of America,Lbfio,oartzgnma,2.0,Folnxbegvnvyxeuhukajjbgvtnhoivrgmgjsrudftginjgeasobfwifebar,3330147.0,MA,Lancaster
524.0,1.0,A,Kog4729,,123301.0,1-596-835-4182,U,Travelers Cos.,42.0,R,5.0,Kogzdompevtemitcfbpmepjjkcxgy,f,United States of America,pxxxaiezsk,Xvxca,4.0,LMOJZGZCQNPQPHIIGIOPEWCKS,857365.0,MS,New York
728.0,4.0,,XNP4730,bwfuvsactkyxgvnpbbigymbmiewelfliemkudmnacszmuymshpfmgegvecb,123424.0,1-346-911-3391,M,Pentair,26.0,O,10.0,XNPKYSCFWJEX,F,United States of America,KWJNLXBBJZTVFSZMWBCZPP,Sbbhkowpnpa,0.0,Ebwuxsajvnvfczp,1470636.0,WY,Warren
351.0,2.0,,Gtd4731,Ghxanzazdizjdippdsxanfdgyigikdaesseffpppdoactegioirzzjltv,499739.0,1-863-337-8643,S,Southern,69.0,O,3.0,Gtdhqgnaderbkhzhipy,,United States of America,QZEXC,Ppqubfeuww,2.0,Kvwlkoqdrwxcpgntcuztnzpg,2010885.0,AZ,Hay River
467.0,5.0,,PTB4732,vismlfmwqphnrorytxentzfeighdaxzvdvsnfaojhcdfuglphgbmzowrekcjnqbbrlackahmfoacno,140857.0,1-965-360-8827,,Celgene,9.0,R,5.0,PTBQBPANEIIHFFTFQMEBN,,United States of America,GTNIW,xmlnuqb,1.0,Iombaqavaazhdozk,1220348.0,Prince Edward Island,Brownsville
833.0,5.0,C,BBK4733,mffjjwulmxrjcwluaweudvislcsemaxzsvtonqkkwyqgbzsdcfnvry,327231.0,1-260-801-4912,U,Arch Coal,17.0,O,5.0,BBKNOJJMKTYHYPGE,,Canada,TQWEXPNPTZJPAFRUJ,HBESVDT,4.0,DYQXVTEXAVEUIDWOAYFPLNELMYOC,3688332.0,WA,Miami
483.0,5.0,Q,Tth4734,puggxlvjskuvmijmckkldmhytlwupkovtlpcwrbsuwcjolgxiig,289849.0,1-353-844-6825,W,Becton Dickinson,60.0,R,1.0,Tthsocfykdaesk,,United States of America,Zwurzqqwhno,tucejqcf,0.0,Vgotvajucsipqwgetehksl,2878257.0,KY,Burlington
478.0,0.0,,Olf4735,YSSXXAIMPCAOFONNNHYJHVDBZLWCA,333759.0,1-572-975-3479,M,,60.0,O,,Olfrvaqxoabccgqaewmrryfbka,,United States of America,vipetlc,eepkjls,1.0,Anwxxdbmvzooffvcrgeeidfoajvneciukrghlbus,2549473.0,IA,Seattle
767.0,3.0,,Rjv4736,chdxkvytntfhqjfqugzbukbonpndnh,498765.0,1-444-440-9209,M,Constellation Energy,97.0,O,6.0,Rjvooicbxegkmjlnaccxeumxdsujfv,f,United States of America,Jvihmkmpsvdmqkgnzwkhpvdgr,TEFRQKN,4.0,Itggndsphrkvilxupsbnjnsbjklhtixiqygscqyhimnpgxcnyueisiwjwsejakkj,433506.0,NH,St. Catharines
482.0,1.0,,her4737,Wjaqdyfonckbhyawagfijvskxbyewudfitychd,421913.0,1-620-258-7019,W,Marsh & McLennan,15.0,O,8.0,hercfzpaurhswt,f,,Upewrw,PWXIE,1.0,thvpimuuhrraqrvguhifzhaindhsgyqzlkjkvbexor,1847526.0,RI,Dawson City
319.0,5.0,,QWM4738,Zixujdcpiyljgadhpckjfodenflisydfvxk,151041.0,1-964-550-6411,S,General Growth Properties,36.0,U,6.0,QWMWXHJLQ,F,United States of America,Ylojswilyeemtiqyy,,3.0,QVRJIWQBIKG,565304.0,WV,Flint
400.0,2.0,M,XLN4739,LWDTRPKAJOTQGEOSCOKMMDFLBKXSWTPRYHHOGNCVZKWKIJENWZNUXUJAPXYIEHNACGRMNEJQS,344390.0,1-477-101-1361,S,Dana Holding,20.0,O,4.0,XLNUMB,F,United States of America,AIHXVAIDQVTZWETTDU,Rmpsfwcig,3.0,PQJUCDAKSVANESUAZNMOYFKCFZ,2607514.0,NJ,Huntington Beach
615.0,,J,VRH4740,CVCGDGYBJT,2734.0,1-079-368-7798,U,SunTrust Banks,48.0,O,,VRHOAUBREZPXJTUPJQWYDXMQCN,,United States of America,Aefbqml,njwijgs,5.0,Gdwmiwajnzogttpqhrxollelvpgihdhvkfldxefgtmdydqcktyvuqqpkxhhwtr,1982496.0,MN,Fullerton
581.0,0.0,W,WGZ4741,Hnbpddturhucblkpsagsbtgnfexuzaiivaogjvcxdekcekdwgr,468185.0,1-900-974-9726,U,NuStar Energy,43.0,O,2.0,WGZGWYIINQQXQAD,,United States of America,Fcwnhevbudrmewlhgnqbdf,Ywulf,,ujclrynlfcxwaqvlqgecpksbjjxtvhqnbdlcnzfijlaglhwvatkvzkodnjgqpjfalsuxjz,3762913.0,NH,Berkeley
799.0,1.0,B,MTO4742,Lfbiekbxqrvdgiyxxnbroxynqccuosoalxduzcniuisxmxjmxflswuqqbfwguzsdvagyyqxsqs,463648.0,1-284-586-0379,U,Valero Energy,99.0,,8.0,MTOFV,M,Canada,Tkrdsgrogpwdypvglydwmtqor,SXZMCLCHJ,4.0,SNZFOXGNWRRPHEPDQNFAQDMGREGNRDSSRXLMRCDQRKQXLXLDAB,2408355.0,AL,Irvine
768.0,1.0,y,Bci4743,gsybvbtl,43975.0,,,Targa Resources,66.0,R,10.0,Bcimif,,,dzoxdswekktufa,Xgtpwzpafboa,1.0,euiorionjhogyappcdamm,1606307.0,IL,Washington
773.0,,,mpe4744,gqebwtwrhhnerwzeovmkbgbbhera,468162.0,1-307-965-9866,S,American Electric Power,94.0,,3.0,mpemseo,,United States of America,Zmuwosc,cvkcxvisqh,4.0,Xssadkcwnnzquwsjjwbbispoanqd,3354250.0,CA,Sioux Falls
638.0,1.0,,Xbq4745,leqqgzjtmsfdmaidjagmkpzvbnholnfgbwlwwouwchqrpgypufuqpi,395739.0,1-440-318-5480,,Carlisle,33.0,O,3.0,Xbquymuzkcmc,m,United States of America,HDFQYHUGTRRQBFVEGSDCBKU,Gtjvcdqqtp,3.0,FTDKHQHJUTSCASNKFBWZWBCWYDOYJJAZXKJVJDIYQDTCZAROCTH,3382716.0,NE,Coral Springs
517.0,1.0,,Bqe4746,OPOCVQLMOKMHQDRTQYFVKOMWTVBNMMDQOPZ,412467.0,1-125-551-4429,M,E*Trade Financial,41.0,O,3.0,Bqeltb,m,United States of America,dffstfpnkregclxx,,2.0,RSPQAYDIOLRMYYMCNQXBLZFX,1902346.0,Manitoba,Hamilton
721.0,5.0,j,jif4747,Dqtjctalngisjyqiyuqsecamjdpmpuox,,1-926-860-0190,W,Progressive,64.0,R,3.0,jifxknvlu,,United States of America,Ikghxbumijtroqwzeeap,Ionbt,1.0,OMVTVZOKRKESJGDXGASXKMXCHAC,2194210.0,New Brunswick,Lancaster
301.0,2.0,b,SKI4748,Ycqojibjivyanplvxvwctrvvkxmhjprlihddjkyuzjipwspwkjajlxvzkewrusnptmeyblcbb,199405.0,1-232-388-6615,U,Solo Cup,93.0,O,5.0,SKIRDW,,,Qzxecnokzncy,kmfhiotzok,0.0,SCNHUCZFAW,32639.0,WI,Fullerton
557.0,1.0,,Qda4749,Vzjwowaakxcqkzphdjpzbpudepkrvodxgjrwpvmgf,232095.0,1-432-247-1265,M,Interactive Brokers Group,31.0,O,8.0,Qdatzjvlfoynuynsxpcleck,,United States of America,FCMDGBFKXMTJPBLDQTVKKMNW,ABEOU,2.0,Eeqhjcwijduprguwziunszggmylwitznrlqralxstqud,2440934.0,MA,Independence
345.0,4.0,,rlm4750,Pakmxecrdiylernzdvuvogytmwgkmjevofpczqtxamoktnjejdrsrm,419954.0,1-034-028-4714,,Buildings Materials Corp.,84.0,O,3.0,rlmudsen,f,United States of America,ruqlinygssewsaxrleipafe,,2.0,Vcuowqiesisgpufuazjyaiagvygewxab,3643159.0,PA,Henderson
651.0,,,czc4751,apxknqqjpgwnazwtgzbpuekmzfarlzcxcxpeynleaoiwzikummgfhmdanwnocpkpugfqxpasawxavgw,199018.0,1-432-095-5406,U,,51.0,O,8.0,czccymsz,,,Rcqbiwqbkdhmetuloiqcxulrr,KJDWIQHWUO,0.0,SNTBAXIVPMRCGSFT,1342979.0,New Brunswick,Laredo
324.0,5.0,U,GGV4752,Ezshjwfbegjadjcpugqwctwfstwrowwudfmwdcjvapns,359494.0,1-277-314-7505,S,Rock-Tenn,11.0,R,0.0,GGVPYSPJNHHZBALQGLKXLEVSK,,United States of America,qblxdfxdlzfznpwmofmcfodasvc,Lmlagmua,3.0,MNMDJSEHZWIGNHDFUGYPWFGDPHMVRNSIIZIDMODPDWZBTAOKZDEV,2652575.0,WV,Oklahoma City
369.0,5.0,s,xzv4753,ebtovoxxihsegmtjsyhhbnroxfjkmzinmuk,222207.0,1-339-579-3351,S,Spherion,5.0,,1.0,xzvprahrgexxcdzhmcgcoklksseb,m,United States of America,LSUOTXPFJEP,DHWUDQMFEDTT,0.0,KIEOD,2649494.0,RI,Sandy
425.0,,,Vkq4754,hmqiupwnaumccdodrgfuazlfkgcf,384766.0,1-813-737-7193,S,Alliant Energy,25.0,U,6.0,Vkqguauiujkngtnmbhj,,United States of America,alidnmdydz,Kwcdev,2.0,Qtskozaytyzjnmbbgmcpnekvlylcafkwqqljklecotz,3544328.0,VA,Torrance
795.0,1.0,n,Hzr4755,Wqccskbhzcksphrozxhx,229674.0,1-003-808-7989,M,Itron,13.0,U,8.0,Hzruxopykhsmcmmlnifxu,,United States of America,ELQHLOFAXJGHCEVCHK,cpteevoqr,0.0,skuiquosijgeuh,2133746.0,British Columbia,Lansing
800.0,3.0,,Uho4756,Ctqxfeoojsblzowgedjmanmwizfhhddwbvgkpknsxxogxmx,168959.0,1-788-493-3915,U,E*Trade Financial,40.0,O,5.0,Uhorxjvdoictkgwkkuhvwthnqa,,United States of America,Sfqsfkp,BWWIPXSRL,1.0,ZWARSURTEBLRUCSCPVMXCHONETEVNKXKWOSVSALXAKOKKLBQPLLSJNJAVDOILBLR,2654803.0,NM,Halifax
505.0,3.0,,Slm4757,Hlslfwflvohptfoasuoszcvbucvvmvmrjbosbwankbepppqnfolost,120986.0,1-198-334-5765,M,PSS World Medical,2.0,O,0.0,Slmkktjhhnmvxrsqjtms,,United States of America,Yzorifaxkc,VLYFLPCQPBE,4.0,Pqazimgczydpxqrbfzqcugafmlibfokogxwjmevyolhimtfdjjpmhwcwqib,2575833.0,CA,Hialeah
617.0,2.0,Z,Vyq4758,XAWZFSHYAKGKWT,207701.0,1-636-925-2740,W,Hewlett-Packard,30.0,O,2.0,Vyqgk,,United States of America,CMVMLPPTLCSEDNMYFJR,gavqomgrfhmx,3.0,Qbfpmdlkdzrtzkvxehehnghcnnk,3945014.0,WV,Sydney
791.0,1.0,V,IIA4759,GVZMFLEBOADCIZRXTRRRAXUVIZYMOVJEGCZDRFZEQFWZQMUYHEEDVQPQOYOROHGUJ,247224.0,1-905-152-0339,U,Metals USA Holdings,96.0,R,9.0,IIADZCQX,,,GJCSW,CQBJEEKNJBRJ,1.0,Zaxgegegpjxehywttrrmmaeebrrdmgkupuvakxdwouyar,2908095.0,TX,Chula Vista
672.0,0.0,c,HBF4760,KPHEORSIGOAQAXPDN,189582.0,1-025-416-9548,M,Vornado Realty Trust,54.0,O,6.0,HBFANBOQPESLQSQPIV,,Canada,TKLSAITZQKIOWFJXRAIKZSEWVAI,DJLMJABTSH,1.0,FNPSDYDZGKLHBTYPAYLSGNIJZCVNRUIAT,1774340.0,New Brunswick,Colorado Springs
723.0,3.0,,DLG4761,Drlvxqujhclnzslemjskzdsjdrlwxzycjhkoebwqaphntndwjhujgcjpmzjcphieps,217090.0,1-852-761-4971,,Fleetwood Enterprises,13.0,O,6.0,DLGJEMMBMDE,M,United States of America,JZKEUFIWWHPIYJWNTYJTDVTBEJ,VFVDVQGOEH,0.0,VINFNWDRLONWVZDXKKZXIVAMUFMHXTBOOKBYKQGTNQFUMMYU,1326183.0,UT,St. Catharines
430.0,4.0,t,jih4762,Tcjexlarzdtxsvjyngbulqsrbotmccbpwciqoegzqmtugcf,394758.0,1-881-383-4147,U,Starwood Hotels & Resorts,71.0,O,2.0,jihsjrfatxwnsmfnezvofc,F,United States of America,erlcxtphbrrbbyxautwvnpm,moyhcl,3.0,,274845.0,MI,Huntington
357.0,1.0,b,evt4763,Yiecphosbhhmkwgnjplutklazlujriiseaxzhpdecolwcymxltuxukjfwlhvadvalqrsicvyvuhoe,290045.0,1-314-963-8357,D,Comcast,35.0,O,3.0,evtsa,,Canada,cwsiirxfqqhcpuwhquwpuowa,hlcchp,5.0,Xuqnaiohpbfqimqenwiwcaaamrnmwkeiugkzsfrgzvxesqclfrsioidvqjfqawurkpvmodmvwqawcmf,911040.0,NH,Bellevue
721.0,3.0,,Qbq4764,Xfrttxwzjcxqciltaeqjer,214129.0,1-095-557-5367,S,Arrow Electronics,53.0,O,7.0,Qbqhytdptmtxnjeymz,,United States of America,Vaodqcpjionkqlpwjrque,Qarelhd,4.0,XJMMUYREOZBCFVTYBCGO,645586.0,FL,Santa Clara
