AgeID,Coun,NumC,LN,NumCreCa,AddLi1,FirN,Ge,CreRa,OwORFl,Inc,Ph,NumChil,MarSt,A,Em,NeWo
Fgc13016,United States of America,1.0,Fgcsvmasmuloebnaxhvexhlewwuzt,7.0,Aqtibkgaxvzzfcphhbsgydrakzinbukay,cphmbxyuwbxzgvrgnakhdmhhs,,494.0,R,285466.0,1-893-534-8139,2.0,U,28.0,US Oncology Holdings,640936.0
Ydc13017,United States of America,0.0,Ydcvwaqa,5.0,tufrgyvvxkqfehormgxbzwegvskfvriugouyzkmxdpdcmatjn,Dwhjadaupt,f,835.0,O,490986.0,1-158-648-8658,5.0,W,59.0,TRW Automotive Holdings,3740881.0
QMO13018,United States of America,0.0,QMOPTZI,1.0,Jzznwnaveafmuux,Wtqlys,,748.0,O,229291.0,1-433-902-5982,4.0,D,2.0,Dollar General,2799260.0
Mvh13019,United States of America,2.0,Mvhoporbdycdzyloiurunh,2.0,Yzkyyfdtyydgqyiqisviflvoxa,BRXRIRXJOPELWFUD,M,563.0,O,210946.0,1-688-173-5331,0.0,S,59.0,Teleflex,
DON13020,United States of America,5.0,DONBIGMUGYHEZZWOBX,3.0,,Xulevhfpvvqilr,m,760.0,O,188325.0,1-492-074-3959,1.0,M,1.0,Devon Energy,492921.0
Pxu13021,United States of America,2.0,Pxuobzyrghxjunmgzs,4.0,Vkhomhhqgujueskzpiujfafxlpvbpzwejkrhaqadkngwrjhnsvyoazglgcipuqg,YIBBZED,M,612.0,O,93426.0,1-892-457-3221,0.0,U,50.0,Safeway,3349635.0
epr13022,Canada,2.0,epruaupkpxwax,4.0,Xlssqmdvlwdascypuxaduwwgfpsewotnalu,Wspcohakugq,M,337.0,O,486154.0,1-715-342-2092,0.0,W,76.0,Wisconsin Energy,
FCB13023,United States of America,0.0,FCBDDOBVFDEYOUZIUFOLCX,5.0,lveojqnpjbazrywmgeewbrwmdmvugagmaxajvafybftwnxkymkjljrdouxncxbsktcnmvtaqq,Tpnglsbfnp,m,438.0,O,130035.0,1-984-500-8467,4.0,S,62.0,BB&T Corp.,833320.0
nfe13024,United States of America,2.0,nfekpfdwumhpncvcvmrkjjkppm,2.0,VSMFPLGWLTDH,Rsqkokigqv,F,475.0,O,157906.0,1-380-892-5027,4.0,M,58.0,Fluor,1754597.0
Ofe13025,United States of America,5.0,Ofehtdhatlhvcnfpde,3.0,vcagwoawkbvdxnkutnouaxbyagwrtpz,Nwwmxpektcksyqwenc,f,473.0,O,67911.0,1-302-003-8807,2.0,M,,Lithia Motors,
Vvo13026,United States of America,,Vvosbtcwemxhnztpg,9.0,VBXZUFIWQDFEVLZEGPSHUPUKFAIUAXHQANLLFDFZCN,Wcyfrdfejffaexroi,,577.0,O,383758.0,1-757-045-4508,1.0,U,26.0,Asbury Automotive Group,1602830.0
auh13027,Canada,5.0,auhrhwyca,5.0,Faafqxiejujjwqtvepsdkswmxsyzulu,Faxiidkeoglcie,M,512.0,O,495781.0,1-754-744-2472,2.0,U,,Pinnacle West Capital,1262884.0
LVI13028,United States of America,5.0,LVIPYILOKWCQUNWIMDXBSAA,0.0,KQQYXQBQHVPROCNOIVIDREXOBMJNMINNBBNKNHPWETMIGSLPFDVNIDTLBXIARSCJWFJYV,Shfcn,f,830.0,R,231666.0,1-993-662-3994,4.0,D,53.0,El Paso,1844413.0
Kis13029,United States of America,1.0,Kiscvgqcasvrxjyltrnwdzc,8.0,Cxjtsfuowmkbojuecmvwfofcrdzvnmhapj,nbhmdiclnjxyh,,517.0,O,33355.0,1-699-804-4141,4.0,S,70.0,Total System Services,2913463.0
POJ13030,United States of America,0.0,POJZJIYUPEYRWQREU,7.0,Rnblzcswn,rcmtrf,,346.0,O,348526.0,1-115-376-4895,0.0,S,38.0,Select Medical Holdings,317716.0
Kfw13031,United States of America,2.0,Kfwagjzfvqbowg,0.0,ICUXSDGGXRLPGYFTNQWXCVVMDZZXFVRTAAEDCEVLRNXAGQBGMEPZPGTNXLDSGREOKPWSTCYLXBYRMPH,Fjhoncmetahmxjgoy,,353.0,O,77533.0,1-976-993-6838,0.0,S,93.0,Zions Bancorp.,3763827.0
Oef13032,United States of America,0.0,Oefiol,10.0,Ctkcgnsbknddyhzjodowkadazwshlpxfmxlcvrhskjinpdukokg,Kaead,,703.0,,127411.0,,0.0,W,,Penn National Gaming,2527347.0
Lsx13033,United States of America,2.0,Lsxdpltquwbaon,4.0,Axijveejnzozhyfqzmgrkw,BSXCPDGFYSC,,596.0,O,366628.0,1-474-795-6171,1.0,M,26.0,DynCorp International,3919194.0
Rok13034,Canada,2.0,Rokhublwsj,10.0,QVAHPMEJRRLJJUHYON,Zoyxfcjsiucyuuzpronyxic,M,842.0,O,150976.0,1-355-038-4840,0.0,,97.0,FM Global,509643.0
PJT13035,Canada,1.0,PJTDVGTLEZXXMV,4.0,UVZGXBWHJWICMSJG,pxheplrwiussbxbevkrxbdbk,,645.0,O,285531.0,1-370-330-0392,3.0,U,98.0,Key Energy Services,389748.0
Tdk13036,United States of America,3.0,Tdksfxqlkqpxoa,7.0,Azgjbjpodbgcscyzojhtmzlpbsn,Totcnmwveyojzddojyverptmwiyht,,761.0,O,12726.0,1-956-041-5096,0.0,U,44.0,Charles Schwab,2921673.0
Kma13037,Canada,0.0,Kmaiwkabvkfwtiiwotv,4.0,mwddykcbhnaovpvbkhcfuwftxierbrrbxkvvdjasepxzvsrgsxtwlxzsccvvqiggdqvldcqu,Pfsnzsesjgtgmrjudrq,M,810.0,U,427481.0,1-333-750-8186,0.0,,86.0,Jones Apparel Group,585565.0
Ekd13038,United States of America,1.0,Ekdpxpfulsuhqcaymwrpesgrs,10.0,MNAEMEIVCPXMKWEFNXLOMHNXSFWQVGTROLWECAI,Exdeqpwdquzeftsdebthgesrqf,f,628.0,O,416238.0,1-666-788-9640,0.0,M,76.0,Fannie Mae,2734292.0
Prm13039,United States of America,3.0,Prmrgeqlkxev,10.0,owjzgbyjfnbjnquawklezxhugqystavhslrnlbcavodoqrvooircwswq,ksntknpwrlwfbqyksi,,577.0,U,166931.0,,5.0,W,21.0,Cardinal Health,3866961.0
OBX13040,United States of America,4.0,OBXPVQHCTJWVGZKOZSZHOVWSUTA,,Rrkrrvdaibencjnvmqasdhdupwsdovmhqfhtcajqbemg,Nktdcmutdgnaqjorepmhx,m,734.0,O,142101.0,1-940-781-7159,0.0,M,12.0,Sonic Automotive,3193177.0
Xqc13041,,5.0,Xqcymohcmcsmbzsh,10.0,Typcqovkbvgtjpuoesgmgskglhabbtpzwfqhofwkmvuxihbbin,Umnfupltdksxmvffp,,392.0,R,,1-654-883-2188,0.0,M,52.0,,1168964.0
QYN13042,United States of America,3.0,QYNFT,10.0,MSRTOTEBKTLVMGUBGEYSWRJTTBMHLWQCHJGG,ZYSPZTSTGNHMNZKGFUXTMPUTJAJLA,,769.0,O,362235.0,1-734-776-2575,0.0,M,97.0,Ralcorp Holdings,2188541.0
Wvr13043,United States of America,3.0,Wvrvjnmrmtqxnqwggkgfditjhb,7.0,Czxncrjilxqnwunfybjgeoxpjggdxloltlgnaxbola,Ejhkdyzmetpcbkswfigrnwpq,,305.0,R,387138.0,1-580-359-6265,4.0,M,16.0,Illinois Tool Works,1588324.0
kmh13044,United States of America,5.0,kmhrdmqvrgkrlfglcwbit,10.0,Esrxcymyyomyomavuuiomglvoua,sidxcbejfmldphxuxmdilhifk,,584.0,O,341008.0,1-349-716-0002,5.0,W,78.0,Community Health Systems,1772220.0
Qco13045,Canada,5.0,Qcoswdtrdaztjo,5.0,,OFILBRGJIAQ,,619.0,O,103700.0,1-965-694-6886,1.0,M,33.0,Ferro,976044.0
Bpg13046,United States of America,5.0,Bpgeti,5.0,paxoinmweqvoezkztowofeojyxanypbmpljupclccymziofcxbaspwhsffbwwtfodcscibfwwujg,VOEKMTXLUHAAWHAZRXC,,571.0,O,279452.0,1-434-384-5212,5.0,S,89.0,Markel,3176209.0
Jgw13047,United States of America,2.0,Jgwrnoewsjlxboqqgjnivabvtlq,6.0,Pctbzdqsijwflkqvkhrqkiixjogdknhjsjiuafiyiphptnhlmihfsflxvrrfyojbcpjsrgaouu,Ijwnusnivju,f,823.0,O,291919.0,1-893-572-4234,1.0,S,83.0,Hexion Specialty Chemicals,2096979.0
Rvl13048,Canada,0.0,Rvlcsowbczxdjrhokvzmzycld,5.0,rticywwlyshqbsvueqgmiapjabbujentrkdbfbuhonqvqppdivrwyxdwgxpta,erbtnkffjqqpmwfslfcnrsocsv,M,635.0,R,,1-268-420-9976,1.0,M,8.0,Time Warner,140690.0
Ait13049,Canada,5.0,Aitwvr,7.0,Gpmnqkbexuwvogqrzckkxprccgcfveikknfiureqklqaiorgtxsyv,Heokolufuqtijbmdloeod,f,645.0,R,194313.0,1-091-067-0413,0.0,W,38.0,Martin Marietta Materials,3012374.0
mrz13050,Canada,,mrzjefmswg,0.0,FTQCMLUSCLWPOPDVVIUKMBRIWHGTBGMJFXAR,vstvrnsjckweztisnclrb,f,724.0,O,176673.0,1-537-773-8349,1.0,U,40.0,Principal Financial,1113241.0
Vuu13051,United States of America,1.0,Vuukkwfzorosluxiehrflb,4.0,Xppdooadtcbpkovteny,Xhsjbodxggxym,M,,O,197181.0,1-594-271-0467,1.0,W,91.0,Newfield Exploration,1188847.0
DCZ13052,,2.0,DCZHJVLMJXPHFKPQUZDGFWFEBK,10.0,vxuwdtvssjvghr,Guoaagpxlgvlpkpgyuwvmdghiyp,,497.0,U,192622.0,1-820-817-6697,3.0,U,38.0,Wesco International,3874400.0
Fbe13053,United States of America,1.0,Fbees,2.0,PAEKJJMTSRTJETLTDGOOECHAKKSMQKBDNOJHXQBMEMSADEOCTGVVRXBUQMUMEBWEEDLZTQUPDMK,Urliguwiwzalcvesvrpxfh,,725.0,O,159203.0,1-892-039-6219,0.0,S,2.0,RadioShack,2361011.0
CWW13054,United States of America,0.0,CWWAFEYCSBKCEVGXXHMIBZFGI,6.0,zmlwrapqovswkabormujyqbaslmrtwoygaxpaogqbekyer,dfjcgcfynvatifbmqneu,,749.0,O,161978.0,1-246-473-1173,0.0,D,64.0,VF,2854409.0
Iuw13055,United States of America,2.0,Iuwrtv,6.0,Hdhrtibuwbvvlqfdjbvozrqvwvozchoxujx,Zouqxbiflusxmnosd,M,620.0,U,145631.0,1-965-690-3226,0.0,S,20.0,WellPoint,3985555.0
Pgl13056,United States of America,0.0,Pglssnzmaemm,5.0,Mtshjbhvdqekqthukxtohqzgldyaw,MMXZWXFTVNOA,,387.0,O,294088.0,1-900-555-9660,0.0,S,64.0,CH2M Hill,415858.0
Ruf13057,Canada,3.0,Rufimhyvogznytbt,,ATILAUJDQHL,Hgprqtdamltjmxlrtydiqdosdcm,,372.0,O,100469.0,1-289-785-4670,0.0,S,92.0,Devon Energy,697531.0
VJX13058,Canada,4.0,VJXBOXQX,3.0,gscvxocivuvfmoxdralrcdvrjeunkoevrlumgxzczezqgkjcggojaezyg,VUSKPZBBEVROYLA,M,416.0,O,477745.0,1-639-518-0607,5.0,M,71.0,Temple-Inland,1641404.0
TQY13059,Canada,4.0,TQYECQOATBWQKXTKLSPIWQW,,TXFYAVTFQLBKKMQBFRQSZJNHWLXQPXXGJHCXTZKAQXCLRPUNYXNEHYKKWIYUTVBDKWVFSQGFRYBJWF,Uolefrkumgc,,489.0,O,7205.0,1-129-199-6801,4.0,U,73.0,Yum Brands,438276.0
WHL13060,United States of America,2.0,WHLWWWDHJUUFMLRTQBPZIAP,,Knffsqdvcrzogqrhmrhdkwahnkkevg,Dfufropnvtduiiaiduvvtyqwy,,849.0,O,497916.0,1-320-886-8045,1.0,M,84.0,Amazon.com,2098619.0
EYW13061,United States of America,0.0,EYWSGTKEDOSDLWK,10.0,EVITVIRPBGPBHHXQUUTFHVPKKEPSVMGVX,tppsumvccvyotuwhmwqhjzu,,594.0,O,222489.0,1-553-502-4166,2.0,S,73.0,Brinker International,3177390.0
Ljj13062,United States of America,3.0,Ljjukarkskbtfswardyulqdwjnalu,5.0,ZPLOGOUIRFSSLPCRJQGTX,Pqihomgxbictis,M,749.0,O,414923.0,1-016-853-8556,3.0,,,,3211508.0
gat13063,,3.0,gatmnyru,1.0,gzdpgmxedzxhezeapwwkupbmaqjskdxkbokuhxqjiolddkfmm,VRXHUAJXCBVDWX,,320.0,U,307630.0,1-812-828-6776,3.0,U,25.0,Chevron,484781.0
Zlc13064,United States of America,1.0,Zlcvcbuiqcajxlqwtic,4.0,rliwqotenqkqhoxawowuoayfnkct,Xyprlrfagqmohpwj,f,318.0,O,497027.0,1-846-997-8861,1.0,M,100.0,GMAC,2525080.0
HBI13065,United States of America,4.0,HBIGUVHVDNWMLCABIXKG,6.0,Ufdycxkjyasjnejyowjjhrikknwyq,uwecyorfttaphnsgfbqbczhhprca,,457.0,O,419002.0,1-967-624-7693,3.0,,47.0,Plains All American Pipeline,3624508.0
Gju13066,United States of America,3.0,Gjuuyjfkvswbdusqfyppite,9.0,RDIOZXFFIUCQTDYZYMUAKNNBAW,Fskrpjrfkvbhovcfyrppkozgtrut,,643.0,U,139919.0,,0.0,M,46.0,Principal Financial,973524.0
nxq13067,,1.0,nxqlzrjinpvgpwvcktrzlaqlnwx,1.0,TNXDDSMUEOLPUIEWMXDOPFYNQZWEJIX,Qnglbwkndcatbsfzqsvof,,338.0,O,208452.0,,5.0,M,74.0,Auto-Owners Insurance,645892.0
dqx13068,United States of America,0.0,dqxnz,2.0,Yagwlfoptdgxbxysjakcjmulkrmujaxvwexsaqsenpwbzp,Glbhxmidvl,m,398.0,R,245705.0,1-314-714-8271,1.0,W,87.0,Vought Aircraft Industries,1769414.0
Uml13069,United States of America,1.0,Umlaryzidpuciltautttnyjkmw,7.0,ZJKCYJGWRWDSADMYSAKZZNLQEH,Kcwbwtbyarhbkivpunobqioehu,m,795.0,O,110788.0,1-027-216-6316,4.0,M,91.0,Computer Sciences,
Adf13070,United States of America,1.0,Adfjvebtwztstpa,9.0,WNOIHEXXNHSDRGJODOHUUHHUHXJNGCCKOXJZFTWQVWOHCHWPENURXNCGFGIJMNKMCADNDNTABAZT,Dbolhvxsllfouhununvprafnwmgz,,415.0,O,380346.0,1-668-389-1249,2.0,S,45.0,Silgan Holdings,3749884.0
zkj13071,Canada,2.0,zkjduin,0.0,,Bivkbwhhu,,511.0,O,196352.0,1-843-136-8802,4.0,M,26.0,American Financial Group,455684.0
Hrm13072,United States of America,2.0,Hrmoepzgyfaui,1.0,MGZBBTPZUDZROPHGPFDGGLLVWJYUMWWNWTSD,Wnpoqbmvwxighmamgshltu,f,,,33793.0,1-137-797-6783,5.0,U,28.0,Shaw Group,1412033.0
YJW13073,United States of America,1.0,YJWJZKTWPSI,9.0,GGIKTGUORKGUKTFCSIEZXECYJKSSPYTIQ,Gcflqpxea,,330.0,O,47930.0,1-903-894-1160,3.0,M,13.0,Mosaic,2287957.0
ptp13074,Canada,1.0,ptpsdggysxtpmqqxgtumth,6.0,ziulkhwvcmxcqbyhkxpmhsmvqedtkrndrmvlkljuskfauxmiskvoqltcqeijydgcvyzoxpxzgknm,ISTOFUMGDARQKKUTOPNYQWGARIXTU,,498.0,O,334983.0,1-851-766-7873,4.0,U,71.0,ServiceMaster,3483594.0
Vau13075,United States of America,0.0,Vauuyydjbkvebqt,0.0,Hvamfhbpombmxrmpopmsophrzqeopajwlbiybzodicgwgznpul,Fpistrzpmlsyoanqat,F,423.0,O,217235.0,1-949-156-2414,2.0,S,43.0,NRG Energy,2388021.0
NQY13076,United States of America,2.0,NQYRNZA,3.0,Zqzxivkqenleewytfylsbornvpxdo,Iguyuhsxgewwjbefncoemcf,,568.0,R,49933.0,1-521-735-1482,3.0,M,97.0,MSC Industrial Direct,2779340.0
szw13077,United States of America,2.0,szwtblrxlsexmqqrhrolkp,6.0,Exerurufrq,HGLUDKEOLEBGKNGO,f,798.0,R,246551.0,1-459-808-0129,5.0,M,99.0,StanCorp Financial,842233.0
Kbs13078,Canada,5.0,Kbsabjc,8.0,AFOANPTKLNWTVNQWCQCWTJBWEGAAXBSPRPTPLX,Lfibfkbdgsvqothzcmwjkhdkafvws,m,477.0,O,246172.0,,2.0,U,75.0,Massey Energy,2096565.0
cnx13079,United States of America,4.0,cnxbjeavonxidhy,1.0,Tmcketjmgjlagtidh,sptkifxienahbfglcmqjxsmyls,,355.0,O,231834.0,1-024-301-9409,3.0,S,20.0,Alpha Natural Resources,1016911.0
BUC13080,,1.0,BUCTFIVAILDZZX,8.0,JOCYNH,OXYYKHUBNF,,833.0,O,318953.0,1-153-012-6417,,M,82.0,Cabela's,3995626.0
XLI13081,Canada,0.0,XLIMQCZOYK,3.0,Atxjgshthlbba,Monpceammotrnecfhvplkmjra,,519.0,O,339643.0,1-098-313-8618,3.0,S,100.0,,3240594.0
ikq13082,Canada,0.0,ikqqjrvggzjgvcmff,5.0,XNOVUBKBACBRNUDPXYDRZBHOLXYAIJJNDGMVMGTKWMCQVEMPHIDSKWLAVXJRPVVX,Jxwptqtgqswomlxdfraicrkxbukjmi,,773.0,O,269433.0,1-826-497-6148,1.0,M,59.0,Dollar General,1459473.0
TQC13083,United States of America,1.0,TQCPIKYECSVDGQETVRHAKOKGMICXH,7.0,Bioygpydtmtblajaoxgo,Ktcratoplnenlpdumggkqrabofivda,,533.0,,237336.0,1-550-429-9828,0.0,M,27.0,SPX,1195431.0
wvc13084,United States of America,5.0,wvcusxvrpshfmhrcmaepqbirnxf,10.0,bkbiyugrwmgbyubbdzaxlisaalcxgvvbfrrecjfngmtcjcdylcklcqhwrbuswre,Gbumytenvunvm,m,720.0,O,365296.0,1-837-513-8931,1.0,,48.0,Safeway,3508314.0
Xgq13085,Canada,3.0,Xgqdc,1.0,Cuidrqdxcrkxmhgafznny,fdkyhpaspsrnsahkwilrgyk,f,586.0,O,180976.0,1-428-903-3749,4.0,D,58.0,TJX,625547.0
Chi13086,United States of America,5.0,Chiutjyjwgxqciuzri,0.0,EPWOVGAGNKSUGXVCEYCOGAS,Fylmddvznrnfivbvhkqcsoni,m,730.0,O,305740.0,1-616-510-2035,0.0,S,89.0,Torchmark,2364207.0
Kbh13087,United States of America,0.0,Kbhxofpvvgs,9.0,SZGCEPSXGSHWCBJOGSBKSAMAFAATSKKITSUHOWDDSHUEUZUZVPXORZVNEHQBTZUFQNQ,XVQMYLGKLWKOGHWYMOQHVTLEAPA,,713.0,O,228048.0,1-262-895-4572,5.0,M,78.0,Northwestern Mutual,75051.0
SFW13088,Canada,4.0,SFWFKWWMR,10.0,BVWJNMISKRXEDCBFDDUAUJRDGQCJBOPIHKKWAJMYSDDWTIPAUZSAWKAXJGBFIQCJF,imqkqpfntfabmamouwscofklrkwsqi,,339.0,,156909.0,1-578-758-7307,1.0,S,91.0,Complete Production Services,790811.0
pyj13089,United States of America,0.0,pyjcgsvykzbqcqengkih,8.0,Dgsbgmdsahaaszpnipgyeuqlkkxuoiaghcbuqfjzknuojldrmmlkssxdmzhlnwgxzgd,Csxdmcielbcqewcdxwjnqgkbfw,,683.0,O,253497.0,1-069-087-5381,1.0,M,42.0,Occidental Petroleum,842874.0
ZCB13090,United States of America,5.0,ZCBGCH,4.0,Fynvteuxkfj,nhujjmpjthnbziyfppgiatdcjlgmtj,,480.0,O,61895.0,1-098-717-1024,2.0,M,22.0,Boise Cascade Holdings,2502826.0
omk13091,United States of America,0.0,omkapw,5.0,Fsrebnqlslkyiuodwgccchntkjvkadrtjkfpugslgwfqxkudzhhjdhyhbikwiz,Kdwubwlwheariqflukpurci,,564.0,O,12007.0,1-919-242-9439,5.0,S,68.0,Piedmont Natural Gas,3586355.0
Gjt13092,United States of America,5.0,Gjtbynskkpwcgzjt,2.0,QJGSXXGLJSSCGSAEIDBPRHVN,ggnpm,,358.0,O,54640.0,1-956-300-9007,4.0,,14.0,UAL,2450358.0
Mwv13093,United States of America,2.0,Mwvqckauispmfjwvkdieegzorvn,4.0,DOEKHUWMQAQRLEXCSVACIWBCXRKPQKGAANMIJAUCMHWAEMZME,Vobusryqcum,,499.0,U,22488.0,1-800-188-8412,4.0,W,53.0,Chiquita Brands International,819452.0
DGG13094,United States of America,4.0,DGGCGXHQWPKMHIXAS,10.0,Lnslxomzrwtfdkfxsfcqytlmsnjvujjkczncxninzqtndyhmmglftvj,thokdjvq,,739.0,O,96010.0,1-264-508-2094,,U,22.0,Southwest Airlines,2158876.0
Tbx13095,Canada,4.0,Tbxrrfuvhlqmwofmlmrqlvtzm,3.0,uxntbfnqcrbnedcxlfnfvuclgcpevwxjwrocedvkqfaebfhsnxg,GCMCVZMRKTWZZCKUPXAJOBHMYIHHLI,,841.0,O,310759.0,1-219-117-5969,5.0,M,61.0,Intuit,3908761.0
Hiw13096,United States of America,3.0,Hiwbdiepsqnnczorrtwu,10.0,Cfzraretwbl,tyvzueedsxzoxhuwljwozckqtwiyoj,,784.0,U,204255.0,1-567-861-5876,2.0,D,1.0,Zale,1024279.0
Fmc13097,United States of America,3.0,Fmcstigjmvsmrolxt,6.0,,Ezibkeyxpriorieceyiinfmrrug,m,462.0,O,85348.0,1-457-961-9694,3.0,M,53.0,,2151305.0
nmh13098,United States of America,3.0,nmhvxqn,3.0,LAXYXOPLXEQVGDVUMUGFXXPXJPTGOSVXUCIGXPFRMYELQHNMLTUUAXKKNCGMPCQDLGZ,Uajqvsljdrnuofxbipgdre,M,592.0,R,268724.0,1-158-536-1718,2.0,S,2.0,General Mills,1320516.0
fln13099,United States of America,4.0,flnyuutznfxynlgidcjwgsvano,8.0,zeeuuoytgevkhyvcnmrcljkhwgwrvhralblvlolyafdrvrdcqexejdsrcecmetq,NAWINESSMBLZUAFTNPYYTLKJCFLVA,,569.0,O,446922.0,1-185-276-3728,4.0,S,8.0,LandAmerica Financial Group,1325486.0
Vpa13100,United States of America,3.0,Vpaqbqacigtksfmtdobluj,6.0,Rrnbaarsnsejynjxewnumrwditrfzfhsggkinfhykupqslsfygmzvupvrkvedajrnol,IVRBDJXQMIP,,,,132347.0,1-574-756-2507,1.0,U,14.0,WABCO Holdings,3421728.0
Dgz13101,United States of America,3.0,Dgzshtxrynqavzhhq,6.0,Pxpoaxuzyic,Latsptkqqlgtfsygqwlxufssjfiub,m,550.0,O,381800.0,1-666-824-5884,1.0,S,43.0,Roper Industries,1086180.0
Sqv13102,United States of America,3.0,Sqvznlygeiduwnwdtafovfgse,1.0,RVGGEIJNMDSGFKJAJKSKEVZ,Xatzojaj,,504.0,O,437349.0,1-289-258-2044,1.0,M,96.0,Celgene,3085840.0
XUD13103,United States of America,4.0,XUDSJKVVLFM,9.0,GJUULOGMGLJUUNSG,Xiycksaxcefeiwjlkxwbhbpkoxnlq,f,653.0,O,36733.0,1-926-123-2555,,W,51.0,United Parcel Service,2624408.0
LIC13104,United States of America,4.0,LICSQKMOZTPQUUQTMZRZU,2.0,vpqntwpikxsdf,OHFZLEH,,671.0,O,161023.0,,0.0,S,51.0,Berry Plastics,2147284.0
Sow13105,United States of America,,Sowatpfhrsewgrf,0.0,Mqvncosppckganffbnckvpknuliadjlmrhcqaqjjjqx,Tmgprlwkpjjhmkozdhdkekks,M,522.0,O,126244.0,1-556-282-2154,3.0,W,57.0,Sears Holdings,
zju13106,,3.0,zjujcaqwnffmjzgzzjjbzdfavxlbi,8.0,Qyjefrqpjrippynjixcxmminrnzsvlbcikaldzj,gndxhaimfouyg,m,708.0,O,322346.0,1-006-901-5189,1.0,W,84.0,,2599270.0
BQQ13107,Canada,1.0,BQQPKTKTXOTHEDFPHDLIZWPO,7.0,sdierguaiktrmgtmkgljmphsvujdvy,Pcwndeidwykbei,,609.0,O,334466.0,1-881-108-9509,3.0,M,,Berkshire Hathaway,2923375.0
DLK13108,United States of America,1.0,DLKOLP,9.0,Bkqyydxcdommhwh,YSUYAFIVAIUOJJRBDQIRUQHSL,,850.0,O,158768.0,1-519-158-7166,4.0,M,83.0,Office Depot,170905.0
dal13109,United States of America,5.0,dalmnfofoqqwsv,0.0,modjtrpimibebczjxmvnzkpfygyce,FGSLNQF,,711.0,O,,1-774-122-8748,2.0,,,Beckman Coulter,2363269.0
YIW13110,,2.0,YIWEHFCDFSWARAQDQKBSSCCWKQE,1.0,Xxjbeiastumkgupnxprafkuquzcniqqfufncvtuvnqdmkqahbubzljoolqkzpllaycjtrcjqlxiadwo,Ihpzrebtwfflxpyxx,M,,O,203500.0,1-312-901-9996,4.0,U,21.0,CUNA Mutual Group,646496.0
NDI13111,United States of America,3.0,NDIPXER,6.0,RVIOVBMNTZTVPREXSDQUCABDXLFFPYGXGEAYULSXRHZDZCIEAPXUXASJXVFYQJJWUSIKUMJMP,RJNUHCWESIGXX,F,836.0,U,130126.0,1-981-810-0696,5.0,S,87.0,eBay,2384876.0
RTH13112,United States of America,5.0,RTHRYDBSXWQCW,5.0,Yuluxccfhjostxwenyplomnsawwtsndsalgrpznwnpeyrbrmjbxajtanjjlf,ttxpatnxwbjmkgwsxzyikzhhsnet,m,800.0,O,475897.0,1-793-082-4444,0.0,S,84.0,Liberty Global,2363115.0
qti13113,United States of America,3.0,qtibhyhqnlj,9.0,SWEHWGXCBKALKXIHOPQULLDIDMTXZMLFRMJQQAYLFZSNGSMGUDCQJKDLVUIAEYRYXFMTJONZTDDIEFMK,Jnkgplmmrjkkcuhem,f,780.0,U,482595.0,1-223-713-5758,1.0,W,29.0,Albemarle,1041242.0
Pzg13114,United States of America,0.0,Pzgtwddmkygbobfssflfoa,7.0,crnvupfcxewkdlu,MKRKFCV,,487.0,O,,1-437-830-0812,5.0,M,56.0,Wesco International,1065392.0
Ozs13115,United States of America,0.0,Ozssupjxn,1.0,Beufhrkvxrqzbepxiqdrcxmmjmwxzurdvptteldlyztevuhdqiocgv,XRKALGYKFTASSHYBCQPYAUQV,,795.0,O,271021.0,1-678-029-6324,,W,33.0,Viacom,3734167.0
Bgb13116,United States of America,4.0,Bgbjnwv,0.0,hzbipynghylbkfaqfckefbkopxhjilbscnuocvdyjlxmettzpkfkzhyixzgnqgsbkrkgzuigr,Wppjlmxsfxolgpyeupuuse,f,805.0,O,282938.0,1-531-525-8711,3.0,M,56.0,Thomas & Betts,290850.0
Xrz13117,United States of America,2.0,Xrzgnauegdgizcmarijlyj,10.0,,pfkhbqljdestvl,,354.0,O,412157.0,1-956-009-1986,4.0,M,34.0,Ruddick,3596389.0
URZ13118,United States of America,0.0,URZFRQTNEFYCTKFL,4.0,lqrrbvqboq,KEVFQDZAHWSGQKNYCSN,,,O,419890.0,1-422-156-2379,5.0,W,,Jones Apparel Group,533681.0
Yfj13119,United States of America,3.0,Yfjtjuzilqlheaw,5.0,CRBQOZARKAMSOPOQAGOKRMLXOPFYFCSEKBWFNIBTTIAFCBTHUCKHKCFDHZDNOUHOIVTOUALDXVCHLAIV,QLDAKCQGI,,,O,46657.0,1-620-827-7075,2.0,M,40.0,,1306302.0
Yuo13120,,2.0,Yuonqhd,3.0,yegmniiskvwbnrifuwkuotq,Bggkvfk,f,542.0,O,463217.0,1-028-857-9062,1.0,U,80.0,American Eagle Outfitters,3213375.0
Eym13121,United States of America,1.0,Eymchnebrkisttohjacykqjnksg,7.0,Chqhitqgppphrfskqsvjdxspvpswvcgydcmvanysfwffhxogaiyhzqbzvdl,ipjvptkaxyb,,678.0,O,494434.0,1-525-237-5590,0.0,U,6.0,Crown Holdings,259743.0
Vtu13122,Canada,4.0,Vtursq,9.0,dzfmlnsvjubuouledijblymwanlymtgqlwdfhbtucxiwzgzkpoknnf,Icbxozdjlnvobjqefmhbyqwbaqfhqq,m,585.0,O,491390.0,1-523-901-3038,1.0,M,39.0,VWR Funding,2762521.0
