AddressLine2,MaritalStatus,AddressLine1,OwnOrRentFlag,AgencyID,Age,Phone,LastName,State,City,Gender,CreditRating,NumberChildren,NumberCreditCards,MiddleInitial,FirstName,Income,NumberCars,Employer,PostalCode,Country,NetWorth
tgczyobimmuokgdlrraklpvhjorkqmkmjutdlofpecgsadqmavblxxugjilnwt,M,,O,Hqt6697,40.0,1-949-209-7100,Hqtpfctt,WI,Santa Fe,f,818.0,4.0,9.0,,Ujipadbasfeivyrdirijgvduydpu,298586.0,4.0,Frontier Oil,FXJAAK,United States of America,766173.0
Cthyqzgpfgtwvkwxkcjll,U,ELQRGTZWUPCDIUYZPQLOVEVVYKSGIHMJPZAWWLBHQQGBBJLHIEJFSQRBLHTXNUSVFM,R,Zxy6698,2.0,1-610-663-5501,Zxykxqevdelinzkzrelq,AZ,Billings,,497.0,5.0,9.0,V,Xcqpgmdmmwifazemecmsmtr,256860.0,0.0,MSC Industrial Direct,awvpn,United States of America,420277.0
Oqtszrpmnwfsjxoxagieesystqzywtbfhnjgmjubazubgkihlprlrcfv,S,ppkmanbamfuolbcrfmfijeidabrmhmfrpeypftytetxcuasrtosef,O,Rhm6699,89.0,1-550-826-6754,Rhmlxuubtmuqoznzxnfhf,AZ,Milwaukee,,691.0,5.0,4.0,,euqovqbgjjpvtsnjbkqndg,319473.0,0.0,Newmont Mining,Rdvzacnl,Canada,3612775.0
BIHJFVWGTLYDEFXGHPJIGSVSEYHDBJPYXAPQLGGUOSSVYKIOTHOMGKTMUZHIDSMUUNVUSKY,M,,O,nwp6700,70.0,1-864-803-4221,nwpcczlbwemmlgrypqol,KS,Oklahoma City,,652.0,4.0,1.0,,ILRVHOCZLRYWRKJMNCLEOG,,5.0,NewPage Holding,ZHMGPS,United States of America,3896145.0
rvmjhyzrualhgnahsulsvexdyaspvgnluzjxobtlohtucbaatfhkjnxge,S,sbcmhdwwsmwgdtobibjdupoimjsiozdaozgixjkwndjovkxoxxxviqouhrtsumxdeldnsdpamoozed,O,Ctb6701,52.0,1-296-484-9718,Ctbyjxdfrodhzr,New Brunswick,Aurora,m,493.0,0.0,1.0,p,Kfndrtmhjlixscvukzplwadda,34294.0,,A.O. Smith,GFMRINZVIOM,Canada,1592331.0
LSGXHBUASGQJOMHWCPQDOLASMRMWSMMCNDFAJKLRNFIJDRASFOVHCH,U,BQWQGRNZUORJOSPBBIVYHUXDXCVJUNYICXUMMH,O,UBC6702,58.0,1-363-067-7081,UBCBNVKWOGK,DE,Coral Springs,f,762.0,1.0,,,Zojhswvuaieuiqhgezlwhsbzxfvz,216914.0,4.0,Burger King Holdings,GIXKZ,Canada,1333372.0
znykbukjtuolhxuhyvamibxqfjjasdwroworhsosnojjidynkejatqkkjipwndxqwfcpsidud,U,NMATRWEVBJH,R,Iae6703,4.0,1-264-549-0226,Iaemndlc,WA,Tacoma,,577.0,0.0,7.0,R,Nvhwpp,275403.0,2.0,Church & Dwight,Szryiqyjkco,Canada,
Phlyngehdyjgbicuzphxkqrcsaoune,M,,O,Drs6704,45.0,1-862-925-5535,Drsdftmwxnj,Nova Scotia,Salt Lake City,F,733.0,1.0,,Q,Haxecfnooswuyd,291067.0,1.0,Health Management Associates,Velekslyaxgl,Canada,1425819.0
TQDATYNHCQGQLJMDDZOLUBEOSYBBZHHNYOULOUU,M,Jggjdukadzumaxxc,R,Bli6705,67.0,1-784-710-9855,Blienthzl,ND,Tallahassee,f,606.0,0.0,4.0,,Hexdeqylawsptbblvoiocxfydew,59249.0,4.0,AutoZone,Mkjuyiaiugsa,United States of America,3495520.0
Paeqxheysslpydekahixjtrhtiamrkgvqu,M,FTMEOGRTSKEIJDYVVMEWPHXQZIJJGZQGCOVEBMK,O,Bwe6706,64.0,1-619-347-0248,Bwefmqipmzznbwepzlurdqibwg,IL,Durham,,349.0,3.0,,,Hnabwmbsnduvtj,438881.0,4.0,TD Ameritrade,Sqgppc,Canada,1415526.0
Ctojhcxegphrkwapebjnkqdmrhezmibwaorlraekcab,S,RZSCSPDDSCLVPSKKRSBVGJACSIAYJDTKUZDSMPMGVVTEWNBQTLFKHLNIMRRPIIWNKPYYK,O,Pbm6707,17.0,1-295-209-4814,Pbmdksgqbiflrdmtfjnf,ID,Oshawa,M,830.0,3.0,3.0,,Mtvdey,262905.0,3.0,Cabot,Tudvcgdi,United States of America,1401942.0
Uikrqcixetpipetibcvgedszbvqsxxfmiklgfc,S,,O,Qco6708,76.0,1-321-724-3545,Qcohg,NH,Tulsa,,,0.0,3.0,,MTGKEWCRVZMZOY,7633.0,1.0,Family Insurance Group,MYXVCSCDYNC,United States of America,1299847.0
Gtinfszitembmepsyfnhvihlgwjlglnhqkh,D,Iibjvevecqikwefxqlzqyvowzxiguwamedvppvnwrzsuwwwpfiojeyjkyajdgfjysxzzlyibnzwb,,Evj6709,1.0,1-333-086-0312,Evjwkwbudruqjcozirzg,KY,Biloxi,,748.0,2.0,7.0,,Tjffcdrxhvrk,374501.0,5.0,Allegheny Energy,DGEXJPLYH,United States of America,3074435.0
GNGSXNMRTLYNQHIEQLYRUNBHZDUCTFGSQOWNRELCJRCEXZEMSSHHXGKCBCZUGGFWVWBG,U,KVYOUCYDSFHSJHCPSGXYOYILLZWRYFZVOPHIAYSDXBSRPTKNZOHHLXUQJ,O,Wfj6710,54.0,1-383-883-7120,Wfjeeamevfdqnbid,WA,Brownsville,,382.0,4.0,7.0,r,Vqitdfumvimeads,447551.0,0.0,Core-Mark Holding,Jqjnlrg,United States of America,475627.0
Emvirancrexpoytshyaqgoieevwuvipa,M,sgiwammxftuwffkfmbpfsirfvpoxbmnhypqqgsdvdecaqmyvelapgffatjkqdsltoftggc,O,Agc6711,1.0,1-329-149-4874,Agcjyu,WI,Evansville,m,678.0,0.0,8.0,q,Suwvebsei,125349.0,2.0,Complete Production Services,ILBLXSMEPG,United States of America,348548.0
qpmzumlllyuiemsltecdpwftqgfy,M,JQMCXRJMKXIIFPYNZUERYSJIGXQBPBSLNKEKPNDKUXUGMTHQPQQWBTCVUPAKYNAH,U,Upw6712,33.0,1-523-007-6066,Upwqtonzxgxwagfgsyt,NH,Erie,F,630.0,3.0,5.0,,Qudllpawdmifwmqmsqxxctab,91698.0,2.0,Mylan,Bmhbb,United States of America,3160473.0
Vuhfxpbscmpvwssolee,M,wyuwswmxgbsnltpooxnphvqfvijyeedrdrzkxqfuegvxjampwkiijwnujfexopmdqfgpmwe,O,INC6713,26.0,1-893-220-9839,INCJXQFENFGGJRSPAEKIHXCKLGEZY,TN,Flint,,731.0,1.0,5.0,,Wtkjtgcwoyufthpuotaactykuh,167703.0,2.0,Dollar Tree,RPOXYQGV,United States of America,671138.0
,M,,O,Cuh6714,5.0,1-211-118-9262,Cuhlinxuhtcovciwohgwdbohovmxr,NC,Dayton,M,745.0,3.0,10.0,,Zyozknwesladdmmfxhooydgjuoi,337848.0,3.0,Gap,Ucrzjsb,United States of America,429674.0
CMKOKAWKYYLTRHP,M,Ghpux,O,UNP6715,65.0,1-926-116-4911,UNPSFOLNTLCYPKCBLOA,Saskatchewan,Manchester,f,765.0,5.0,10.0,,BPTIQKDJUHRJHUGCEVVLCKPYW,228362.0,,Urban Outfitters,RSJQZ,United States of America,2058716.0
Ceusqzdemtmgsfemuidbiocahdeoglsvuzmgajgzhmgeileomuppxh,,Azarjhrxornmoiaxno,O,xnb6716,5.0,,xnbgwukmrkij,ID,Cedar Rapids,m,388.0,3.0,1.0,,Xqooqv,291131.0,4.0,Scana,Serxsomgq,United States of America,2470388.0
Ydatdz,W,Oqnpfnoopsapmhrftwdvdlvqag,R,WML6717,3.0,1-425-875-0393,WMLWVADMPCMTAKUGBVOGDPMGABGUTS,VT,Huntington Beach,M,572.0,4.0,3.0,,Srmyfmgshs,299624.0,2.0,Kansas City Southern,Obqnkaresg,United States of America,1594457.0
Vmkvgyfo,U,wtkquqyhhsuonsitna,R,YRK6718,3.0,1-770-566-4054,YRKCARCBTDJXBEKDOLAYAOQFBT,Manitoba,Macon,,655.0,4.0,9.0,,Gkmmwqb,33114.0,2.0,PPL,Lyszyozhxjfn,United States of America,2731247.0
CPEMQUUDTGRJSOVTXNWFMITBOMNBNSWQUKMTZEUFAUDICIPLNNDDYIEJKHQYILRZQCPTIOQKDK,S,MRBALYFERBRBWSCQNQKYAOUWLAIILPRRKOZKMKLXDFZRGKSSTYTXELXMPMNJLNTQYYXVYUG,O,Wel6719,25.0,1-415-041-1685,Weluqquipnadk,DC,Amarillo,M,401.0,0.0,1.0,,CFJIA,496782.0,,Teledyne Technologies,Vczrocunksl,Canada,1938554.0
JFHQBBZMHQXLZXUXXVRTOPUNINPOMQQCAGHATWVIZROUROAEPIYTKINIOQQIVLMNAVB,S,GQIBTQQAIQIAWJUOVKCUHWTPRHHKRBQOOXJR,O,Owq6720,67.0,1-028-976-6003,Owqioovzzovzolqfbqv,HI,St. Johns,M,553.0,4.0,5.0,H,Zmaxgruyaj,161533.0,2.0,Advance Auto Parts,AFNXQXWJHL,United States of America,
mhpdqveuhwvmkewloppkweudwkmvllqbceqjyhlqvqanfpbpwkfuxnxmeubrisrmtaxmrsgkbt,U,Gxxlkxyvukojhhlclsayzdxiotrwsqtmdjxpkvstixijvoxbaqbjienrxnixqcizemjxs,U,owo6721,82.0,1-776-207-0942,oworqfbrhsuvmuufkgozq,IL,Provo,f,838.0,0.0,0.0,,Fnumwquwnv,8697.0,3.0,Dynegy,Njdesvneec,United States of America,1433592.0
Zhkmtiatxguwzfprysrbuhfulnavwsiwvsdrqmwcizljesgngjdfswtaqgzplfdpm,U,hneveohqpeapjookczpgecjssdjbdaxlbttmxhsbrvvuuktxw,O,Hvi6722,82.0,1-714-728-4546,Hvicdhwfbp,Quebec,Albuquerque,M,536.0,4.0,2.0,,AKSENRXRZESHAKRDTMMPAKEMKW,392710.0,3.0,Yum Brands,Kfngs,Canada,2020787.0
slfvcetjgdadlqppcvjebgdtbxbevsicklaltefbagobgxhjamwgrnqbn,,Vteqiydjqu,O,ame6723,10.0,1-211-034-5053,amexxiaghalzwspnmprek,ND,San Diego,,323.0,5.0,7.0,E,QSRDSLJGCNLDBBIYUZTKINY,206370.0,4.0,Health Net,Qjrnuxpwr,United States of America,875097.0
dknmtokuqughqofav,M,rdgtumgistdtarblbumgvjtrecvgcndxplhytvclupfccfzbzpznydyfrkiudtbytceptxnwumpob,,DXT6724,61.0,1-209-387-1363,DXTPZKDUQKHCLIFRRVJZZE,OK,Greensboro,M,438.0,3.0,9.0,U,Wlehxzgscrcntmlvfsngxkeae,289798.0,4.0,Cytec Industries,PFUTTDKMR,United States of America,772225.0
Acvligdvkmliewrwzhviozabqlnswxsnbluqxidhqequxrearavttzxsuvatahcfrgwo,M,ESHWPCZINMMNZUGFGMRRWQOHRPLXIOGDRVWDBGBIRFVYCLWS,R,Ydk6725,15.0,1-816-067-8613,Ydkwpaccztpugazyaojpw,SC,West Covina,m,746.0,4.0,9.0,Y,Bylebjrfu,260331.0,5.0,Pepsi Bottling,lkghtyz,United States of America,556865.0
iecuorymvmwcsfgzjddgooowpwnzs,M,qnveeru,O,VSD6726,32.0,1-270-386-2688,VSDFZVVBRIXSLTSILUWHZJVWILJ,AK,London,m,848.0,2.0,4.0,m,jbmldkbq,236742.0,2.0,First American Corp.,dognmozndjd,United States of America,1020882.0
Ranfhurpskghxtimdgykfaetlaijohpyjgautbsmnwpmpndfyhtslk,M,Rhfsyztletuxyuwcxthishbokchxxeklpwrwbqqpstvxokumxqenm,,RKB6727,80.0,1-761-144-4249,RKBRPQBSMUVKGQXLMUPSLSPXJFBMDS,SC,Knoxville,F,332.0,3.0,3.0,I,TYPZIFETDOJIBAILMIATGT,206557.0,5.0,Anadarko Petroleum,TNWFXUKRHN,United States of America,3230103.0
,M,LTPXLSWKZCDITLTDGUDDHHJGQINKLZVYPPUNAEHVLICQFVTSDXXHZOCRQZRAPFRAD,O,Tkt6728,41.0,1-683-450-3899,Tktxtfknsimfziiwjyidlsomym,ID,Charlotte,,475.0,5.0,4.0,l,Dkajukemywvdmnroeewnadrhfdwl,484524.0,3.0,News Corp.,Rindkfzgfokg,Canada,1730023.0
,M,mznjtp,O,Uza6729,93.0,1-546-294-8264,Uzahwffesfhfnioglhaakbhlaw,Prince Edward Island,Yellow Knife,M,414.0,5.0,2.0,V,ahflum,39293.0,2.0,Chemtura,NWTGKQEPX,Canada,98869.0
mootuyamjsaumxxhxtydopsjryszuwoidqjzgvxqgrlkdcksirfrbkdypoh,W,YHCZJQXUDWEMNCNGZHZECSERGOAXCUJUOWDJLPBKNQVYZAYBPIVFTSZGMJADBSRWG,O,ILV6730,42.0,,ILVMREXXJAJSJQXGAXIKWIRVJABNZ,MI,Palmdale,M,593.0,5.0,,,luhttlbqqswozak,,4.0,Kla-Tencor,Zjvngzpgbyxe,United States of America,2319791.0
IPFBJQEJFVGYYHACPNKQWDCPSUBHINMWRJPTYXSZZAJVHFEVJIAOIPUIYINKLBHNVHMOSVZNOWE,U,Kitckmqcbpelpmxwofeztruaxhzfgyslaceyullctnpqofuddcjgtmtcnecab,O,Gdg6731,91.0,1-205-885-4220,Gdgdynhamvkimrgqlhukyedubrhrq,RI,Tacoma,M,730.0,5.0,7.0,J,Nyvbzeawxmsmwienrhbcrgo,385403.0,,Spectrum Brands,Xrxzyvvti,,2816143.0
qivdkdxfetugvrenenjlqbyzbiblsfkuiluelrmdbyomzwdhctmbnhrnjifjounriybrrulzddx,D,TIBIXOZBBITWWEZTBDXGNSVYICCTUROIJSWIFJXMVNTYAROGPKQNIGCDKZMICDN,R,Woq6732,,1-942-504-1751,Woqigpzpzwdrslfvpxmaxfbr,NH,Providence,m,683.0,1.0,5.0,,Sgqshvxtmibolqpmtvf,56485.0,0.0,TECO Energy,TSDKD,United States of America,3254752.0
Iflknuwulodas,,UXFKAUHYNCROBQECIUXBDMJETQLGUDIFDNHSXCAMDSMHOCDWARCIYCYGHASOWKNSSITEJXHLCPGN,R,NWF6733,50.0,1-543-571-0668,NWFTT,NH,St. Louis,,436.0,5.0,10.0,V,rmfilhrtiicmfewfjqeqgabw,409756.0,,International Game Technology,cgyjjmdosc,United States of America,3424426.0
qbkofjzsfxruyyxzopudzlhntadrctwhqplxzewapmsisorfpafmrkncdkqqsiffymkcomug,S,Ehenqejcfgfeclv,U,lsk6734,68.0,1-384-083-2072,lskcbhbpz,LA,Mobile,m,468.0,4.0,0.0,C,RZWZVGDTPPI,185612.0,2.0,Sherwin-Williams,Vhkdkm,United States of America,3161884.0
Bxyjkhwofqezfrgp,,HUMMJOBHFYYSWTKIRVEHBAPPGKQOMGNZXPSKPAXUEAKOIDRXOOEVCMLKJGCEED,R,ADP6735,98.0,1-014-090-2110,ADPUCWNUHCUVNGS,ND,Spokane,,685.0,2.0,1.0,F,vblziwdymbwfbjewnsbtnsniv,304296.0,3.0,VWR Funding,WBGCLHY,United States of America,1654218.0
Pusezzxgcrepkvoovensuiklkawrxaefzwdjngmnuowtnvczil,U,mkioqdtaccbydixqdfnfvdkffgfizmutstoicpqvdcou,O,Rgf6736,89.0,1-091-269-4004,Rgftqpnuasmfezzkmxxwnfmleyyatl,AR,Anchorage,M,465.0,2.0,1.0,,Zxwufycoanaxcurvwykpgquiwf,36554.0,1.0,Johnson & Johnson,kgupmmmtpji,United States of America,2979359.0
Gccsxetggynjfudufgetbczzltlp,W,OJQDTNWKNAUPUGEKTQGJER,O,tqs6737,90.0,1-181-262-6716,tqsuzxojagvslufap,MT,Fayetteville,f,445.0,1.0,9.0,,mxjrfmhykweucqgxmngb,349660.0,0.0,AMR,Crcmrmtszue,United States of America,2214009.0
XCGUCQ,W,Kojpdkaqtlqakwazqkeonuefildozhwqkcbcpkxprt,O,Uvu6738,33.0,1-590-545-2481,Uvuooamcsghspxszylo,WV,El Paso,,805.0,4.0,8.0,K,Pkwgqbibqtrhtdcipesspciufovvy,35926.0,5.0,Telephone & Data Systems,GQRFKPIM,United States of America,2295665.0
Flfurwqqbjrvnsbqxmslxofrzieyupkgewlbocnybbknhsoyzwydpiysztulbmcwytyctcuxjlcbtzei,S,Vupqhkxmo,O,Kzo6739,80.0,1-902-697-9108,Kzoetmjqfyxebagunkhigbsrwtdvov,AL,Wichita,,774.0,3.0,3.0,J,shradrdlfqhbcxgc,417316.0,2.0,Family Insurance Group,sccdd,United States of America,1607108.0
Hzfjrqyav,W,Nzcxprwxvlxmhhnigdghpkiofhjtqdrciyrqoetmfjwxirfburfclktsfnhktcpjiqcyuwn,U,acr6740,35.0,1-784-797-9179,acrldfiojuyu,SC,Knoxville,,321.0,3.0,0.0,b,Otkjvqbwhrky,497973.0,4.0,Church & Dwight,Yptte,United States of America,2152655.0
nmmucdklxgxrkwc,M,LWMDJFJJCUHIOWWZBSXAFAFVOQVERFLESHBTWEXBMEY,O,Ewv6741,2.0,1-549-668-8693,Ewvdyyjf,NH,Memphis,,622.0,5.0,3.0,z,kdoumgthtzbzgntokpqlszkch,461437.0,0.0,Spartan Stores,ebuanmrjrsdr,Canada,3357420.0
Jvbuhvjzdysepryxyijsvzkihimhfztvffqrcnxbbwucxiqjylucwhxpfyltxtmjdyhwldlb,M,KQAIBXRNPNFTFFMDDSVQZBOCJGPUPLAYK,O,Brl6742,21.0,1-899-124-3676,Brlwnfiscygagpcxrforbmcqpq,CT,Durham,,557.0,1.0,,,Mkbrkp,136054.0,3.0,Oceaneering International,IFMWAESOXAH,United States of America,1228408.0
Hazlarmsyglzxozoslsojhqmzrntvefajmhsnauiqqoxodizzimmnupfpl,D,FCZAWHJNOJDGDNPH,O,Xuc6743,87.0,,Xucihx,Prince Edward Island,Erie,m,302.0,5.0,2.0,D,XGDJTOQEDVIWYNNJXOIFPPKEMYBK,475434.0,1.0,Eagle Rock Energy Partners,Rtbpnsivk,United States of America,3736345.0
GNVJOZBTLWAGJUMKADFOIGXGBQMKS,W,elffxsptlkjrhqlvrvrslofvimfcmkhmypffojhjjskilsh,R,Ftl6744,46.0,1-087-914-8405,Ftliztdjhoerjhgzmxkrnwq,MS,Warwick,m,455.0,3.0,10.0,,KDWRVVNKGEWGJ,254608.0,0.0,Dean Foods,FHEDCY,United States of America,2480051.0
CDUQMFHSQGGD,M,TFHABBYASSUYZQCDJVXWWPNCIYPVYQGVPIKNN,O,Cxe6745,73.0,1-415-027-5338,Cxekmjpduekspzflbgsrtfhopk,Ontario,Lexington,,431.0,5.0,1.0,,Cqesrwxrucjjpcfosgbywgh,431731.0,0.0,Mercury General,Htufqnktdq,United States of America,3333082.0
QAWOAFMGUOQQMRUFVRMTMRDDLZIUWACVEPTTFZFHGHESICVGNUNEJKXJKUXOUZIHVQDDE,M,EWTTLKTKPWDLAKLUOBSLZBSAFNIQTPCDKKZXAHITTGNOGOVPNJKZDU,O,Duh6746,78.0,1-176-377-4508,Duhuuwqqyqb,VT,Richmond,,394.0,0.0,6.0,f,solqaeitjkzbwlbtp,13267.0,4.0,Molson Coors Brewing,puxqifrht,United States of America,2272114.0
vparqkaqwjwdjjfjugjsdotaemsuootfvrlmrqe,M,Waebqrzatjsbwylochlpdyzypniubpxypvzrtrbwjnc,R,tow6747,34.0,1-992-578-7062,towwviqmrkvqjoxddyhpwtlrkyqkb,VT,Pembroke Pines,,754.0,3.0,,I,Pysckno,262691.0,5.0,Equifax,OSKUCYSUI,United States of America,170199.0
xbzglwbjqjoduzreclqwiinmuoebolajnh,S,ZKLTQXITYERHSWUVLBZSMXVISSUWAT,O,Kgm6748,49.0,1-472-998-4399,Kgmzxcisteyfrhbz,NE,Saint John,,396.0,2.0,5.0,I,Xahtdsgkswkbaikiktp,414988.0,1.0,Liberty Mutual Insurance Group,Qvupl,,3859588.0
Cizxnrckbcljzzxxxhohijgrlyfrqdgwqddeolgmlbscpgnsddmncqvoqphbvpmdosqoznln,,,R,WIE6749,25.0,1-887-125-7381,WIEBQCIFYGHGJAGZMPUQRJBEBJJ,TX,Corpus Christi,,301.0,5.0,10.0,,shdru,479912.0,2.0,Snap-On,ihtfcsj,United States of America,3237879.0
Fmviuyjoelazkgzbehyd,S,Bcualwpyeolaooapesoyxhocbpjvqwcfidgthpx,O,FQA6750,64.0,1-558-405-6958,FQABYBMTIARGTMPKEMZ,MA,Lewiston,,646.0,3.0,6.0,,Wjydpumajeebatvzwzyawhegwr,196325.0,1.0,LifePoint Hospitals,Uybcmruwexj,United States of America,1360789.0
,D,,O,plz6751,50.0,1-361-591-8543,plzjqgzsdjlotrouipn,UT,Tacoma,,665.0,5.0,7.0,F,Lbvrhcblk,38934.0,1.0,CVS Caremark,ycxdhdv,United States of America,3923469.0
Wxydppkojbjnnozsscbqmgwkvnikubwxahogfhukcoduwjgdfpwahjndsm,W,Jwwzdgkhuwwzgdpodl,R,bnj6752,83.0,1-269-113-8314,bnjeqpifadrmhwswetjotmujowhfdt,ID,San Francisco,,635.0,,10.0,,EZMZPNPYIGJSOBFDSJY,343.0,4.0,NewPage Holding,LXDMIGXCJUQ,United States of America,
Vlnaavkzwlcdjn,M,CTPLMDDKWFHNXIDUSQYPYUSHNAVNSGHCXLOVEJTBI,O,Ufh6753,40.0,1-939-064-6469,Ufhdnbdvzav,SD,Winnipeg,,566.0,3.0,0.0,u,STPGYEZKIKLGSODMT,442741.0,0.0,Kennametal,FKKVRTLO,United States of America,3041338.0
Yrcwzvidzughbppkddqegnldguadttzsnjgwjjuqxbed,M,Gkrdetejbdljutzlkifsrywqjrhnpwdqqutbutiymdulvvzxheml,R,BFG6754,54.0,1-570-920-3696,BFGZVY,KY,Warwick,,392.0,2.0,,,gccirnx,243377.0,3.0,H&R Block,fcuyqg,United States of America,1656448.0
Jdydsxrnwxulzmp,M,Xnobdoxhnakijdkohhurwby,O,OFW6755,,1-173-320-2001,OFWGRIQAPYAWGOK,Ontario,Beaumont,M,517.0,3.0,7.0,Z,Prxbrnsnadcmdswszwr,54384.0,2.0,Tesoro,Arksjlho,United States of America,933904.0
Fxwhzgkjgcirajjubfkmytqselixmxskpoqeniqjwiiedqtillebvpzpaydvlnidkjqvouyaov,M,Olduiyoytqqbfkmkwztnmexiauymmembkaf,R,Foo6756,42.0,1-651-167-4164,Fooknszpyfggrxwwbjaqpqaxgfumck,UT,Hollywood,,465.0,3.0,9.0,w,Hcgotkdawuviseqyeiengmcfs,183485.0,2.0,LSI,Udpthglmgw,Canada,3752005.0
Mtnilguhbnkdoivfkajqvfnpgwchglzaapqjfkfqfzhcxroegawlbmxrfijq,S,ecdhzzqhslojgbxyhsrplfohirmcqcudejohxuvvzkhuscxulxetyzhqefaft,O,tqx6757,48.0,1-145-816-2161,tqxcaxduqqtbdsje,NE,Little Rock,E,545.0,3.0,9.0,O,Fortvvjrzwxgihgprctaey,95823.0,1.0,Whole Foods Market,Tdczshp,United States of America,1151011.0
XMISQLLRQXMXJLURUEVDUDTCGMQQRLLMTZLMILSAIGGPWN,D,Vzklgekukwwejpmnbqgqeibuepoylaunbuknubdvaakjravopknhwkgtvhb,O,qol6758,64.0,1-635-633-4349,qoljjxoxdlt,WV,Sherbrooke,,718.0,0.0,8.0,,mmelyhlbnhsebjtqmtwasyrg,415050.0,1.0,GMAC,JCUDHVB,Canada,3784260.0
oumjuprbrmfmfcpfmiaiwhbukddafg,W,,O,Kkr6759,12.0,1-710-717-3251,Kkroixzzqbwq,LA,Durham,,766.0,4.0,1.0,d,lnpktswclccnrprenmq,83015.0,0.0,Airgas,Mtbomzdsnaq,,1940448.0
Rlsmggyzkoirtlpspnsthvkcqizizpajfxwayg,M,VCDQVSLBUXZKAIERFOUPWGQWPJNAZTOXJTWIGKWEALBMZGTZMBTOFTXTMLSSITRQNXLYRRJDF,O,Xli6760,62.0,1-012-189-8287,Xliqvuigsgadai,WY,Kansas City,,361.0,5.0,7.0,,Hpdpfmjsmtnoshjcbunhgggaqx,240605.0,1.0,Spherion,Coqjaacixm,United States of America,3066263.0
Mujddcawbeedkjql,U,UIZHAHWUHMSUWWWQUFQNGECEYTAAOODRNEWCCMQBLJS,O,rij6761,92.0,1-431-245-5374,rijdtd,RI,Sandy,,814.0,2.0,2.0,d,Wwrtczcknmavpittyypfuloeomnub,495697.0,,MSC Industrial Direct,Aubhpjswf,United States of America,
Nqljvtrtqqrgqnzgfarecglxseqsgnrslglruwbdkuwbmafzpkoabkmhairqhfojwhddux,U,Xdeqodiudbmverhxctlbfhxehchulfnliflqbvxzfhxpuylsaqlgxwnhikj,O,Gwc6762,47.0,1-529-441-1529,Gwcxxjkzjkmojrdvsxtlisjtclbq,Saskatchewan,Rochester,M,353.0,5.0,4.0,,rdtgnqbdunr,269744.0,2.0,Colgate-Palmolive,Xkxroecetd,United States of America,2080390.0
otvrulfkwwfjtyihyrcpeolwlzodydglqjyboazfraaxerotsjadrite,S,IWOJOI,O,AVW6763,18.0,1-179-630-1474,AVWALO,SC,Stockton,,615.0,0.0,3.0,R,Xnuohnl,95524.0,4.0,Molex,Rvzodjoi,United States of America,1032071.0
Zdmefigkyywpfbkqloorphrdkoibwzmnpfjeremqntlidoxzaeopgrcggmqdvokplu,M,,O,Jsg6764,4.0,1-675-029-4738,Jsgvhnvrehqmrhmfsxuxaeffbozv,CT,Saint John,,440.0,2.0,5.0,,GFZJJJSZNLLBRCJXUBWJDFW,349394.0,0.0,El Paso,Vmcvej,,1200996.0
Yovalmnmvtar,M,pqqkfvkwiorxqpebtqonqmaofxz,O,XTA6765,93.0,1-934-274-2857,XTAGQTIHEVLDURJAXKTTXEY,VT,Philadelphia,F,567.0,1.0,6.0,,nofaiztxgwtkcikqhxsopxgywonorc,218870.0,0.0,Commercial Metals,cbfxzg,United States of America,
PSJBDSTLCOWMDDUGQTSALBOVVMBPVHNIJEUWG,S,Ahibshobaygwgzfpkjvessszjakkgjomyomqlpkmnofpqulriogessnrtllpmlgtutoeuegna,O,IAI6766,99.0,1-479-511-4816,IAIGTCBPKTNTPEEU,VT,Hull,,307.0,5.0,5.0,,tthtudbj,190722.0,5.0,CVS Caremark,Pjwrty,United States of America,523366.0
Fdsyilapqcguampeteodbjcucmgozsptoibakpvstiozwutrblnyeioacximn,S,FQBGLPKEUNDAVIFWNXHFIZIFUGSIZMYNTCZRXVGAJPABOIQJRP,R,Hqf6767,83.0,1-151-839-3264,Hqftlydkgzbnrgywvbzlksor,NJ,Elizabeth,f,,0.0,8.0,,Tpmqpkeqdfc,83150.0,1.0,PolyOne,MUHAUVPPZ,United States of America,1601417.0
tzoyzfejbjkrsllxomdgclzpybqmnz,M,Zumjvkbrvmhaugqouoxomyoxomjmhdlxuquwjqurtaeas,U,DYX6768,82.0,1-080-483-2938,DYXUOQZLGJYMEZCCQWCHMRXTF,CO,Sandy,M,846.0,2.0,0.0,o,Qsmkcggbakavllsdaurahhlthji,411908.0,4.0,Sauer-Danfoss,Jpvsgzoaonw,United States of America,2129458.0
Pskoavcrwcbifgpmqhesjqfygybraowbfngsyxazfteqmgvnqhvqasqqgpxp,D,alxnkfkefdzcrqytftdmppkqdilmztkuh,U,wle6769,89.0,1-056-881-8944,wledxcmpua,AZ,El Monte,f,815.0,1.0,9.0,,MAIPVFHSDWHGTWCDJXYRYUQWPQ,392999.0,,Flowers Foods,FDAWUPORJ,United States of America,3582076.0
cwcsnrinxihagkqmjwjhmeacn,M,XSISCYWWBQTCVWVHIWSDROOSJPHKDLASQHRXKARXJARKLZWSWQBLWHLSAHXPGEPJKALGAX,O,CFT6770,70.0,1-687-556-2249,CFTXFUOHNPQOVLYNCTDKLBJYUVRLRJ,KY,Whitehorse,F,336.0,5.0,6.0,T,Fxrvdwkugzyxdtqcnxwmrjsgwjsnkx,166071.0,5.0,Kla-Tencor,ZBOLXHDFP,Canada,3605085.0
