Employer,Age,NumberChildren,NumberCars,MaritalStatus,NetWorth,State,AddressLine1,Gender,FirstName,LastName,PostalCode,AgencyID,Income,MiddleInitial,Country,AddressLine2,OwnOrRentFlag,CreditRating,NumberCreditCards,City,Phone
Chubb,,4.0,2.0,,2460843.0,NV,20839 hudson street,M,Cristie,unkles,58106,unk3395,487472.0,I,United States of America,,O,692.0,4.0,Las Vegas,1-752-862-6425
American Electric Power,5.0,0.0,5.0,S,1532374.0,DE,19730 burgoyne lane,F,Evy,Naismith,96803,Nai3396,297230.0,,Canada,,O,665.0,8.0,Livonia,1-994-225-3064
Mercury General,17.0,5.0,1.0,U,1605720.0,ME,512 northland street,M,Lynna,Shostak,M2q 1f9,Sho3397,264666.0,,United States of America,,O,762.0,10.0,Fort Worth,1-929-161-2762
Oneok,46.0,4.0,0.0,W,154727.0,NY,18390 martins east,,Jobi,Maragoudakis,91225,Mar3398,477693.0,,United States of America,,R,799.0,6.0,San Antonio,
Temple-Inland,52.0,5.0,1.0,D,2152460.0,NC,15960 ST. PHILLIP BOULEVARD,,Narendra,Kolbe,88005,Kol3399,74656.0,S,United States of America,,O,,8.0,Lancaster,1-630-797-3799
Cabot,96.0,,3.0,M,310519.0,PA,11414 jay street,f,Gajendra,Kealey,23221,Kea3400,461733.0,T,United States of America,,O,404.0,1.0,Kitchener,1-316-435-7121
Pepsi Bottling,18.0,5.0,2.0,M,930004.0,MI,1989 frailing avenue,,GINEVRA,VLAHOS,43613,VLA3401,97369.0,,United States of America,,R,699.0,1.0,Sioux Falls,1-915-976-0585
Motorola,83.0,3.0,4.0,M,574419.0,TX,3692 EVANS NORTH,,Duane,brooks,T6d 1j4,bro3402,154166.0,H,Canada,,O,558.0,5.0,Tucson,1-515-442-1109
Energy Transfer Equity,89.0,5.0,,D,2699006.0,CO,24427 bay lower,F,Chi-vien,Abou-arrage,T6b 1e6,Abo3403,350033.0,,United States of America,,R,487.0,7.0,Charlotte,1-546-648-7286
New Jersey Resources,81.0,,4.0,U,,CA,23606 highland lower,,Mabel,Boulos,v6l 1t8,Bou3404,417698.0,,United States of America,,O,654.0,7.0,Saint John,1-307-502-6888
Expedia,2.0,1.0,3.0,M,2832793.0,Nova Scotia,7052 alamo street,,Naveen,SPEAKER,M3V 1K9,SPE3405,81228.0,,United States of America,,O,357.0,10.0,Oshawa,1-963-402-2208
Rockwell Collins,30.0,4.0,4.0,U,3235144.0,VT,12557 kelly boulevard,,SU,STRADER,77162,STR3406,459497.0,,United States of America,,O,768.0,10.0,Baton Rouge,1-136-919-0916
Newmont Mining,43.0,0.0,5.0,M,176503.0,Alberta,24400 sycamore school boulevard,F,KATHERYN,Van meter,21277,Van3407,358145.0,,United States of America,,O,556.0,7.0,Macon,1-398-313-9314
Southwest Airlines,88.0,1.0,5.0,M,229963.0,AZ,22282 bramblewood park,f,Sande,Vogt,V6h 1s9,Vog3408,240186.0,J,United States of America,,R,475.0,1.0,Hay River,1-641-752-6560
Convergys,99.0,2.0,4.0,M,2599351.0,MD,497 STONEHILL LANE,,ULA,Farrow,t5a 1w3,Far3409,315129.0,,United States of America,,O,636.0,5.0,Arlington,1-132-093-1615
Solutia,4.0,0.0,1.0,M,2602155.0,AL,18787 englewood park,,Jacob,stagmier,63178,sta3410,28347.0,,United States of America,Apt. 513,U,588.0,8.0,Lewiston,1-466-143-2431
Atmos Energy,76.0,1.0,0.0,M,1368220.0,KS,18008 furth lane,f,tu,Plssup,v6m 1u5,Pls3411,158254.0,F,United States of America,,U,750.0,2.0,Macon,1-463-051-7917
Kindred Healthcare,1.0,1.0,0.0,,319698.0,NM,11529 arcana boulevard,F,CORY,Hardyman,T5C 1M1,Har3412,420511.0,,United States of America,,O,525.0,2.0,Lowell,1-548-866-8423
PetSmart,79.0,5.0,2.0,M,1843380.0,KS,2995 robbins south,,Fernandina,braverman,82602,bra3413,462815.0,,United States of America,,U,347.0,7.0,Palmdale,1-225-336-1399
H.J. Heinz,92.0,5.0,0.0,S,2299470.0,ND,16787 broad drive,,YOUNG-JUNE,Endenburg,06128,End3414,239973.0,,United States of America,,O,726.0,7.0,Buffalo,1-429-144-9460
Sanderson Farms,52.0,4.0,0.0,S,1856207.0,SD,18955 spruce street,M,Bibbye,Blanco-alonso,94382,Bla3415,179215.0,,Canada,,U,549.0,7.0,Jacksonville,1-981-828-5339
,7.0,0.0,3.0,U,,NJ,23017 altamesa east,,Joana,dutt,92821,dut3416,373575.0,,United States of America,,O,812.0,5.0,Fort Smith,1-835-001-1005
Aleris International,,5.0,4.0,M,1414911.0,WY,18525 clark rue,M,Marti,Oskorep,H6D 1Y9,Osk3417,224817.0,,United States of America,,O,836.0,6.0,Jersey City,1-951-556-6767
AptarGroup,55.0,5.0,5.0,M,1710757.0,WY,14728 fleet west,,Deedee,MARAGOUDAKIS,22328,MAR3418,288524.0,,United States of America,,R,529.0,3.0,Simi Valley,1-697-882-8531
Robert Half International,83.0,5.0,0.0,S,,Ontario,20716 knowles drive,M,LEONARD,Testntmvab,92868,Tes3419,453711.0,,United States of America,Apt. 347,,377.0,9.0,Biloxi,1-389-300-2870
Liz Claiborne,60.0,3.0,3.0,S,114783.0,AZ,16982 westella way,,Rayna,Dal,T5b 1j3,Dal3420,432073.0,R,United States of America,,O,447.0,,Greensboro,1-263-763-9969
Brunswick,65.0,0.0,4.0,W,89188.0,SC,17481 spectrum avenue,,Berty,Bales,v5d 1o5,Bal3421,212205.0,,United States of America,,R,600.0,10.0,Aurora,1-591-945-2012
Biogen Idec,,5.0,4.0,S,2604400.0,Saskatchewan,7160 cannas avenue,,Kare,COTHRAN,90154,COT3422,395145.0,,Canada,,O,753.0,,San Bernardino,1-895-958-2043
Rowan Cos.,9.0,2.0,1.0,M,3804946.0,British Columbia,10363 bolt boulevard,F,GENEVRA,Katchmar,M5a 1u8,Kat3423,244121.0,,United States of America,,O,847.0,8.0,Frederick,1-524-656-5705
Verizon Communications,13.0,1.0,1.0,S,1368093.0,ME,23519 TOWERWOOD RUE,,Nurettin,Moncur,03106,Mon3424,106919.0,,Canada,,O,335.0,3.0,Lewiston,1-320-256-9304
Oneok,,0.0,4.0,M,2826719.0,Prince Edward Island,20773 highland drive,F,CORETTE,Cobran,76160,Cob3425,231362.0,R,United States of America,,O,,6.0,Lakewood,1-262-296-2616
Sears Holdings,100.0,5.0,2.0,S,432458.0,MA,2401 stratmore lower,,JUDYE,devenyi,V6L 1U5,dev3426,467707.0,,United States of America,,O,313.0,0.0,Knoxville,1-873-912-0531
Williams-Sonoma,,,2.0,M,1601345.0,IN,16364 buckeye lane,F,Jinann,Hewer,63168,Hew3427,53427.0,,United States of America,,O,373.0,6.0,Hilo,1-075-902-7054
Jones Lang LaSalle,84.0,0.0,2.0,M,3044352.0,PA,3011 HUTTON CRESCENT,,phuoc,HUTTER,60756,HUT3428,381307.0,,United States of America,,,321.0,10.0,Bakersfield,1-038-889-6411
United Parcel Service,30.0,0.0,5.0,U,3976058.0,CO,12066 royalton court,F,TREES,MCKENZIE,m4j 1n8,MCK3429,462010.0,,Canada,,R,790.0,9.0,Berkeley,1-876-021-6527
Freescale Semiconductor,,1.0,5.0,S,3357165.0,SD,15213 parsons rue,m,ROSEANNE,Szaran,T5D 1V1,Sza3430,,E,Canada,,O,574.0,6.0,Scottsdale,1-582-814-5216
Hanover Insurance Group,67.0,0.0,0.0,D,355063.0,Newfoundland,16597 kingsbridge avenue,C,zarla,Dimarzo,H2E 1U9,Dim3431,56637.0,,Canada,,O,470.0,9.0,Abilene,1-486-847-9251
Dollar General,0.0,5.0,,S,2108493.0,MA,1879 arcana lane,,Loreen,Lorenz,94638,Lor3432,387657.0,,United States of America,,R,636.0,0.0,Laredo,1-006-551-3682
Celanese,37.0,2.0,3.0,M,2515723.0,VT,4462 pace crescent,V,ROGELIO,WHYTE,70837,WHY3433,336501.0,H,Canada,,R,467.0,8.0,Hialeah,1-698-624-4066
Priceline.com,22.0,4.0,5.0,M,3370427.0,OH,17752 6th south,,Myron,Sura,V6B 1S3,Sur3434,397967.0,,Canada,,,544.0,6.0,Amarillo,1-378-454-3246
Computer Sciences,81.0,5.0,5.0,U,3631426.0,MT,863 garner avenue,m,Milicent,Hishchak,89161,His3435,233439.0,,United States of America,,R,460.0,0.0,New Orleans,1-139-858-2127
New Jersey Resources,73.0,2.0,5.0,M,3317103.0,MT,10666 travis west,,MATT,Laux,77257,Lau3436,496663.0,,United States of America,APT. 876,R,,0.0,Corona,1-485-506-2309
,6.0,2.0,2.0,M,769705.0,IL,3261 henderson south,m,Meer,tomassi,78741,tom3437,60476.0,T,Canada,,O,786.0,1.0,Colorado Springs,1-534-999-7041
J.M. Smucker,88.0,,1.0,M,1341885.0,AR,23348 MISTY BOULEVARD,F,Cleveland,HAGGARTY,80212,HAG3438,41472.0,Q,Canada,,O,820.0,8.0,Bellevue,1-928-055-1680
Chesapeake Energy,50.0,5.0,5.0,U,2018893.0,RI,11673 highland park court,f,KATSUNORI,Travers,90180,Tra3439,220241.0,E,United States of America,,O,502.0,5.0,Buffalo,1-401-220-3365
Navistar International,40.0,3.0,0.0,,3099135.0,IA,22461 morton east,,ind,garamvolgyi,40505,gar3440,127671.0,M,Canada,,O,401.0,5.0,Houston,1-776-198-1341
Cognizant Technology Solutions,39.0,4.0,4.0,M,613433.0,IN,24160 star drive,,ROBERTO,bugajski,90272,bug3441,165530.0,V,United States of America,,O,786.0,3.0,St. Louis,1-055-659-1742
J.C. Penney,58.0,,0.0,S,610752.0,DE,15832 starling south,m,GWENNY,Hutchison,90325,Hut3442,202553.0,,Canada,Suite 169,O,461.0,,Milwaukee,1-553-030-7909
Wal-Mart Stores,59.0,5.0,5.0,M,313979.0,NJ,5083 hunt drive,m,marian,Millspaugh,68128,Mil3443,102601.0,,Canada,,O,609.0,4.0,Allentown,1-954-628-1107
Great Atlantic & Pacific Tea,66.0,4.0,3.0,U,562184.0,KY,5755 bluff road,m,pardip,DRANE,M8B 1X4,DRA3444,4092.0,,United States of America,Apt. 733,O,802.0,8.0,Omaha,1-839-139-1478
Wal-Mart Stores,25.0,1.0,5.0,U,,MI,17536 frostwood crescent,m,Dieuwertje,Stephans,92403,Ste3445,385353.0,T,United States of America,,O,771.0,7.0,San Bernardino,1-221-821-0120
Citigroup,74.0,5.0,,D,1573999.0,Nova Scotia,22785 peachtree boulevard,M,HOY,MCNAMARA,80032,MCN3446,91654.0,,United States of America,,O,304.0,3.0,Birmingham,1-880-302-8602
Target,38.0,3.0,4.0,U,2389531.0,NM,19332 PAINT ROCK AVENUE,m,Richardo,aston,V6i 1v4,ast3447,352098.0,W,United States of America,,O,361.0,0.0,Bakersfield,1-888-820-6652
Morgan Stanley,72.0,1.0,4.0,M,2691101.0,TN,11850 bellbrook way,,Pauline,Parypa,78230,Par3448,202346.0,C,United States of America,,R,696.0,6.0,Fort Lauderdale,1-610-025-3531
XTO Energy,76.0,1.0,3.0,U,2874911.0,AL,21663 emmonds road,m,arlyne,Clark,T5c 1k6,Cla3449,70674.0,,United States of America,,R,744.0,0.0,Naperville,1-395-721-9973
Wyndham Worldwide,60.0,3.0,5.0,M,1226396.0,DE,15778 will ross road,M,franka,Yu,77271,Yu3450,359618.0,,United States of America,,O,747.0,0.0,Casper,1-743-918-8475
Dynegy,96.0,3.0,2.0,,670818.0,MO,11309 AMSTERDAM SOUTH,,Youji,Aghi,60813,Agh3451,278614.0,,United States of America,,O,580.0,5.0,Garden Grove,
Health Management Associates,31.0,1.0,,M,83619.0,VA,9109 western way,m,man-fai,atl,92515,atl3452,177340.0,,Canada,SUITE 471,R,626.0,3.0,Hamilton,1-292-017-1846
ON Semiconductor,27.0,4.0,3.0,,1858744.0,GA,8550 briggs avenue,f,Dhawal,Parrish-bell,77294,Par3453,438344.0,,United States of America,,U,554.0,4.0,Columbus,1-067-212-4526
FMC Technologies,69.0,4.0,0.0,M,3440082.0,MO,8726 shiner lane,m,Raynell,Gunter,30337,Gun3454,134648.0,,United States of America,apt. 792,R,778.0,3.0,Charlotte,1-097-113-5005
Intel,62.0,3.0,5.0,S,771572.0,OK,9109 WESTERN WAY,,angelle,CORBIN,93678,COR3455,390523.0,,United States of America,Apt. 615,R,344.0,10.0,Cleveland,1-820-175-8238
Regis,,0.0,1.0,M,2200796.0,SC,17576 alpine west,f,susannah,WHITT,v6x 1r4,WHI3456,196837.0,N,United States of America,,R,460.0,2.0,McAllen,1-834-531-6207
,90.0,2.0,2.0,M,,WY,8108 dewey park,f,PAMMI,Videa,93384,Vid3457,57061.0,,United States of America,,O,738.0,7.0,Hayward,1-498-920-6339
Brunswick,23.0,5.0,5.0,S,1638694.0,CA,9513 lancaster east,,Meaghan,leffler,94357,lef3458,6289.0,,United States of America,,O,384.0,,Huntington Beach,1-361-748-2865
AptarGroup,8.0,3.0,3.0,S,966497.0,AL,7075 glen loch drive,m,Shirish,KLINE,06136,KLI3459,244074.0,,Canada,,,476.0,8.0,Akron,1-031-420-3870
United Technologies,37.0,3.0,3.0,M,2287787.0,HI,20808 flint river lane,,GRACE,Groves,68501,Gro3460,59165.0,,United States of America,,O,815.0,4.0,Providence,
MGM Mirage,18.0,1.0,4.0,U,1238475.0,NJ,20870 charthouse lane,M,Correy,Dempsey,H5L 1O2,Dem3461,243695.0,,United States of America,,O,459.0,8.0,San Diego,1-976-508-3560
Precision Castparts,86.0,3.0,3.0,M,,MS,5385 young west,M,thrift,draier,v6v 1v9,dra3462,,,Canada,,O,819.0,5.0,Montpelier,1-458-551-4367
Broadcom,68.0,2.0,0.0,U,2489420.0,Alberta,24674 windchime court,F,Unreg,GABBARD,50319,GAB3463,436863.0,,United States of America,,R,561.0,9.0,Syracuse,1-267-230-1749
McDonald's,13.0,3.0,1.0,U,3488808.0,SC,7871 HICKORY STREET,m,Randall,Villeneuve,95209,Vil3464,307862.0,J,United States of America,,O,849.0,0.0,Honolulu,1-004-682-7468
,47.0,3.0,5.0,M,3941286.0,UT,6420 crestmere east,M,DANA,Sieling,37403,Sie3465,253766.0,,United States of America,,O,529.0,1.0,Santa Rosa,
Lennox International,59.0,1.0,5.0,S,2648779.0,MA,8428 roberts way,f,Jester,patoka,78403,pat3466,324337.0,Y,United States of America,,U,528.0,2.0,Baton Rouge,
,29.0,5.0,2.0,D,2413294.0,MA,22986 norfolk lane,,GENERAL,Riou,E7o 1o8,Rio3467,471478.0,,United States of America,,R,424.0,10.0,Gary,1-457-187-4951
MEMC Electronic Materials,100.0,5.0,2.0,D,3108332.0,MO,11630 archer west,F,Scottie,Easton,V6v 1v4,Eas3468,265046.0,,United States of America,,O,795.0,3.0,West Valley,1-946-372-8414
JohnsonDiversey,13.0,4.0,1.0,U,2258909.0,Quebec,11030 CAPITAL BOULEVARD,,DENA,ANGE,85218,ANG3469,170818.0,,United States of America,,R,497.0,1.0,Montpelier,1-425-227-2556
Exterran Holdings,,1.0,5.0,U,2752061.0,AK,3262 katherine north,,Vernice,UPSHAW,M2R 1D5,UPS3470,381219.0,,United States of America,suite 225,O,509.0,6.0,Newport News,1-896-664-1048
Amkor Technology,1.0,0.0,5.0,U,3171540.0,MD,15832 starling south,F,Kung,Risdal,85047,Ris3471,124125.0,,United States of America,,O,362.0,2.0,Atlanta,1-317-422-9304
Zale,27.0,1.0,5.0,U,3465303.0,WI,2518 LARNER UPPER,,Koressa,pancholy,77255,pan3472,24939.0,,Canada,,O,838.0,3.0,Sudbury,
Prudential Financial,85.0,3.0,0.0,U,1380588.0,IL,22386 spanish river lane,F,GILLIE,ALMEDDAHIM,V6s 1q2,ALM3473,440300.0,,United States of America,,O,691.0,7.0,Pasadena,
Google,50.0,5.0,5.0,D,3737218.0,SC,5798 belt line park,,Karel,lockett,80087,loc3474,59201.0,,United States of America,,O,846.0,6.0,Hay River,1-512-373-0941
Stanley Works,86.0,3.0,2.0,M,650356.0,RI,8074 euclid way,,Gib,Neil,80175,Nei3475,319094.0,,United States of America,,O,426.0,7.0,Montreal,1-711-700-8101
,10.0,4.0,2.0,,1118449.0,OH,1630 LAMBOLL CRESCENT,m,FERDINAND,Beal,48922,Bea3476,135872.0,,United States of America,,O,359.0,10.0,Jacksonville,1-458-978-8866
Nacco Industries,60.0,1.0,5.0,S,297187.0,Newfoundland,287 woodland park court,,ERNST,LAFRAMBOISE,74156,LAF3477,273547.0,,United States of America,,O,716.0,0.0,Frederick,1-746-254-8540
Air Products & Chemicals,19.0,4.0,4.0,M,977326.0,OK,17815 chalmers court,F,Denys,Sepko,91202,Sep3478,131317.0,,United States of America,,O,661.0,3.0,Columbia,1-463-560-5276
KAR Holdings,66.0,0.0,,,2069853.0,ME,1989 FRAILING AVENUE,,Ursulina,Simpkin,85034,Sim3479,5637.0,,Canada,,O,,5.0,Akron,1-145-566-6115
NVR,74.0,,4.0,S,471995.0,British Columbia,2604 CURRY BOULEVARD,F,Pippy,tihanyi,29230,tih3480,364135.0,O,United States of America,APT. 245,O,747.0,2.0,Biloxi,1-338-863-3620
Mercury General,13.0,3.0,0.0,S,1908444.0,RI,19649 carnation north,M,Sarette,LIGHTOWLER,V6g 1r6,LIG3481,292768.0,,United States of America,Suite 7,O,838.0,3.0,El Monte,
Dillard's,38.0,4.0,0.0,M,1589402.0,AR,23276 DILLBECK UPPER,,Ardisj,DILLON,M8a 1w1,DIL3482,228700.0,B,United States of America,,O,356.0,6.0,San Buenaventura,1-091-269-1188
CF Industries Holdings,82.0,,5.0,S,3016346.0,RI,5714 furth drive,M,Rosemonde,Mccaffity,44320,Mcc3483,300707.0,,Canada,,O,819.0,6.0,Warren,1-298-339-9518
Supervalu,73.0,2.0,5.0,W,3675600.0,NE,19995 basswood rue,M,darsey,otway,T5B 1O1,otw3484,61680.0,J,Canada,,R,727.0,0.0,Carrollton,1-186-446-7845
Intuit,29.0,2.0,0.0,W,789720.0,Prince Edward Island,23318 grandview street,f,sask,BOURBONNAIS,S3a 1f7,BOU3485,263790.0,Q,United States of America,,O,402.0,4.0,Santa Rosa,1-927-532-3163
Eastman Kodak,1.0,3.0,3.0,,1888198.0,NM,4302 hancock lower,,Jayne,Fallows,70137,Fal3486,158790.0,,United States of America,,,374.0,6.0,Montgomery,1-842-072-1990
Mutual of Omaha Insurance,35.0,2.0,3.0,S,2111067.0,Prince Edward Island,21286 greenlawn rue,,DYANN,MAUCK,27117,MAU3487,29607.0,,United States of America,,O,388.0,10.0,Corpus Christi,1-313-961-9044
Jack in the Box,54.0,2.0,0.0,M,,VT,17676 rusk street,,Bel,Walser,80041,Wal3488,,J,United States of America,,U,601.0,,Ann Arbor,1-042-780-6972
A.O. Smith,52.0,,2.0,M,1009803.0,Quebec,12470 meadow haven east,m,COLMAN,Plaisant,90347,Pla3489,457408.0,,United States of America,,O,351.0,1.0,Edmonton,1-495-369-0040
RadioShack,57.0,0.0,1.0,M,3894610.0,OR,10033 lake upper,F,Laraine,serraf,52406,ser3490,145260.0,N,United States of America,,R,824.0,1.0,Orlando,1-859-688-3938
Best Buy,34.0,3.0,4.0,W,1804864.0,RI,583 planters wood avenue,F,BEVERIE,DYNIE,94451,DYN3491,310279.0,F,Canada,,O,698.0,6.0,Paterson,1-296-603-1391
Great Atlantic & Pacific Tea,39.0,5.0,4.0,D,1508994.0,OK,2494 tosca road,F,Benjamin,Mcveigh,H2E 1W8,Mcv3492,339015.0,T,United States of America,,O,837.0,7.0,Pasadena,1-486-026-1629
Aramark,90.0,4.0,2.0,M,2036988.0,UT,20215 nealy avenue,,Joelle,edgar,93376,edg3493,235655.0,,United States of America,,R,463.0,0.0,London,1-988-531-3030
Black & Decker,13.0,1.0,1.0,D,2578252.0,SD,19295 sweeney road,M,Fitz,VONCANNON,H5i 1p6,VON3494,414965.0,,Canada,,O,323.0,8.0,Laredo,1-002-528-9634
Hovnanian Enterprises,94.0,4.0,4.0,S,3513822.0,Nova Scotia,24048 crestmere lane,M,WENDYE,STARING,H2a 1z8,STA3495,161263.0,,United States of America,,R,312.0,1.0,Bakersfield,1-237-814-6534
Valspar,83.0,2.0,2.0,D,94604.0,AK,16660 kelvin park,,Ashia,LEVERE,M4l 1n7,LEV3496,478013.0,,United States of America,,O,,8.0,Stockton,1-383-524-5158
Trinity Industries,34.0,5.0,3.0,U,421335.0,Newfoundland,18751 LYLE AVENUE,,Julietta,FORSLUND,T6b 1g4,FOR3497,,,United States of America,,O,703.0,3.0,St. Paul,1-697-311-4832
Harsco,22.0,4.0,,M,2443840.0,TN,24130 sunscape crescent,,poppy,Renken,33189,Ren3498,457832.0,,United States of America,,O,767.0,10.0,Columbus,1-405-395-8488
,60.0,1.0,3.0,M,3177200.0,HI,21261 5th park,M,SHOBANA,SEAY,77009,SEA3499,125723.0,,Canada,,O,522.0,9.0,Seattle,1-833-466-6094
Alaska Air Group,,3.0,2.0,S,338056.0,MI,931 linwood lane,,karyn,Costa,T5b 1n1,Cos3500,191287.0,X,United States of America,,O,835.0,6.0,Lafayette,1-548-723-6103
SunTrust Banks,83.0,5.0,2.0,M,2752034.0,Saskatchewan,18968 6TH STREET,h,kalindi,TORRES,14602,TOR3501,380206.0,K,Canada,,R,702.0,3.0,Bridgeport,1-229-146-4857
Reynolds American,54.0,0.0,3.0,M,207207.0,GA,9375 wood south,F,Ardra,Pino,94256,Pin3502,489259.0,D,United States of America,,O,583.0,1.0,Huntsville,1-875-662-5783
Public Storage,84.0,1.0,,,710738.0,MI,14821 nealy crescent,M,sayla,Fevre-renault,57702,Fev3503,153948.0,,United States of America,,O,655.0,8.0,Greensboro,1-568-928-3347
Mylan,10.0,4.0,3.0,U,332775.0,SD,11436 CRESTLINE EAST,,peng-david,Leydig,20080,Ley3504,243639.0,,United States of America,,O,371.0,5.0,Garden Grove,1-127-894-1436
Weyerhaeuser,14.0,3.0,2.0,D,2223034.0,OK,14633 curry rue,,nataline,Tena,77212,Ten3505,17247.0,,United States of America,,O,783.0,1.0,Aurora,1-741-940-5593
Virgin Media,35.0,1.0,0.0,U,2302008.0,MO,23229 SUMMER STREET,,Annabal,Jaques,43207,Jaq3506,196902.0,F,Canada,,O,316.0,3.0,Springfield,1-685-792-0382
Hasbro,94.0,5.0,0.0,S,2492000.0,MS,3668 dolores way,,Demeter,Seawell,53759,Sea3507,276194.0,,United States of America,Apt. 355,,427.0,3.0,Albuquerque,
,14.0,5.0,1.0,W,750317.0,IN,7000 ansley lane,,Missy,Jelinek,36614,Jel3508,200061.0,,United States of America,,O,432.0,0.0,Sydney,1-342-800-1550
Arrow Electronics,7.0,0.0,5.0,U,2433542.0,ID,13388 MARCUS WAY,F,UTAH,dale,72244,dal3509,,,United States of America,,O,,1.0,San Buenaventura,1-539-882-5300
Duane Reade Holdings,41.0,5.0,1.0,M,3242324.0,MT,10010 ALONZO LANE,,chung,ZINGALE,91161,ZIN3510,56046.0,P,United States of America,,U,442.0,2.0,Eugene,1-466-176-8867
Tenneco,51.0,3.0,5.0,S,30664.0,LA,6092 worthington east,m,RAMON,Frangoulis,t6c 1f2,Fra3511,,,Canada,,O,578.0,5.0,Scottsdale,1-208-650-0074
Williams,44.0,3.0,1.0,M,2877020.0,RI,4529 NOTINGHAM CRESCENT,F,Valenka,Enos,73109,Eno3512,196660.0,B,United States of America,,O,534.0,10.0,Ontario,1-077-842-2494
Wesco International,23.0,4.0,1.0,U,3508278.0,WA,926 nolan drive,F,ODELLE,Debassige,v6f 1q1,Deb3513,261790.0,,United States of America,,O,593.0,5.0,Omaha,1-428-308-4116
BMC Software,73.0,0.0,1.0,M,2137032.0,Quebec,6165 alicia south,,manya,fulk,55440,ful3514,187176.0,,United States of America,,O,587.0,2.0,Frederick,1-176-364-0796
,67.0,3.0,2.0,D,2909341.0,DC,24990 conier park,,Syed,VAN PHIL,93538,VAN3515,117208.0,D,United States of America,,O,621.0,5.0,Jacksonville,1-357-278-1918
Brunswick,81.0,1.0,5.0,M,429687.0,WI,23563 STONEHILL STREET,f,Poulos,Maitland,48237,Mai3516,254242.0,,United States of America,,O,799.0,10.0,Moncton,1-138-749-0785
AGCO,68.0,0.0,1.0,W,3550282.0,OR,18992 polaris drive,M,Charly,Artspssa,39204,Art3517,411016.0,,United States of America,apt. 398,O,629.0,10.0,Worcester,1-520-911-8399
Lam Research,62.0,1.0,1.0,U,435520.0,FL,20000 forest crescent,,NARESH,BASLADYNSKI,v6r 1u8,BAS3518,430902.0,X,United States of America,,R,830.0,5.0,Norfolk,
Kroger,99.0,1.0,1.0,D,3082166.0,MT,4139 pace lower,,Grame,HADDEN,v6y 1u8,HAD3519,43779.0,,United States of America,,O,,7.0,San Jose,1-122-738-8813
Pride International,43.0,2.0,1.0,M,1988684.0,CA,23517 lenox upper,,Eleonore,MTCBASE,90186,MTC3520,355483.0,,United States of America,,O,353.0,2.0,Rapid City,1-979-920-9646
Symantec,50.0,4.0,2.0,D,1257292.0,Quebec,23361 stonehill way,,doralia,Ghorashy,21256,Gho3521,182949.0,D,United States of America,,O,646.0,8.0,Torrance,1-302-066-8020
Liz Claiborne,73.0,1.0,1.0,U,378210.0,GA,16983 flagler drive,,MICO,Porter,40210,Por3522,323125.0,,United States of America,,R,738.0,2.0,Livonia,1-135-075-6120
Kelly Services,,2.0,5.0,S,2366756.0,NH,3000 RIVER PLACE LOWER,,Marta,Whitehurst,H2c 1y7,Whi3523,,,United States of America,,R,659.0,5.0,Great Falls,1-037-149-1086
Regis,37.0,5.0,4.0,D,555843.0,MT,19106 brielle way,m,Carole,Yonk,V6c 1q4,Yon3524,384701.0,,Canada,,U,611.0,4.0,Naperville,1-352-443-5913
MetroPCS Communications,36.0,,1.0,,3022182.0,FL,16601 wayside south,M,GAY,Keyes,V6Z 1R9,Key3525,82703.0,W,United States of America,,R,601.0,8.0,Bellevue,1-578-618-6854
Ameriprise Financial,68.0,2.0,1.0,M,1119543.0,ID,19171 meyers east,m,Amos,BRAGG,95152,BRA3526,,,United States of America,,O,841.0,9.0,Chicago,1-440-644-7190
Intuit,85.0,1.0,1.0,M,,RI,8116 MARTIN UPPER,,Behrouz,Florence,T6d 1a1,Flo3527,205148.0,,United States of America,,O,603.0,3.0,Biloxi,1-777-639-8723
Spherion,,0.0,3.0,,939089.0,CT,6496 panther creek upper,,Clem,MCCUNE,85304,MCC3529,10521.0,M,United States of America,,O,303.0,2.0,Omaha,1-291-226-2554
ServiceMaster,34.0,,1.0,S,3443557.0,New Brunswick,22077 bledsoe north,,NANCEY,vela,X1g 1s5,vel3530,348279.0,,United States of America,,U,496.0,5.0,Tempe,1-749-788-5718
Plains Exploration,46.0,2.0,5.0,M,3422350.0,NH,17819 archer east,f,Anne-marie,GOPAUL,V6d 1v9,GOP3531,68356.0,,United States of America,,O,442.0,2.0,Peoria,1-306-339-1494
Curtiss-Wright,95.0,1.0,1.0,M,,SD,6967 mcgill avenue,,Sabra,OZIEMBLO,E7n 1g8,OZI3532,,,United States of America,,R,390.0,4.0,Montpelier,1-963-464-2686
Eagle Rock Energy Partners,20.0,0.0,1.0,S,2018601.0,MN,12977 turtle creek rue,,Esmail,Scheer,90795,Sch3533,261884.0,,Canada,,O,420.0,,Saint John,1-172-605-3783
Group 1 Automotive,23.0,1.0,0.0,M,940008.0,Saskatchewan,14526 SAXON WEST,,Germain,LARSON,95052,LAR3534,401212.0,U,United States of America,APT. 189,O,492.0,7.0,San Jose,1-976-700-1826
Cisco Systems,82.0,5.0,2.0,M,806461.0,IL,22501 PEARSON NORTH,,Tamqrah,desgroseilliers,V6J 1U4,des3535,207614.0,,Canada,,O,371.0,2.0,Irvine,1-834-624-6378
Reliance Steel & Aluminum,83.0,4.0,0.0,M,2610879.0,MT,453 river terrace west,,Leonas,ragde,35874,rag3536,374409.0,,United States of America,,U,374.0,0.0,San Bernardino,1-884-002-9757
