prospect_AgeID,prospect_AddrL1,prospect_MiIni,prospect_NumCreCa,prospect_LN,prospect_Ph,prospect_NumC,prospect_NuCh,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OORF,prospect_Em,prospect_NWo
Lyk8615,,,,Lykxhuckcaodzdtyvoiuwgomq,1-723-344-1106,3.0,4.0,M,0.0,467.0,R,AnnTaylor Stores,13701.0
Ecf8616,Wpzbj,,1.0,Ecfsletrgasqlszejvkyuzusunm,1-802-452-3334,2.0,2.0,M,28.0,510.0,O,ENSCO International,
Ieg8617,Gahgnwfibmubqpj,,5.0,Iegvfutevnksoqfbkzbovht,1-202-386-1911,1.0,2.0,M,41.0,807.0,O,Children's Place Retail Stores,1116236.0
Ohh8618,awlohfhezcznrogwgrpxlarxrz,,5.0,Ohhlykmlzcjwtwdkhpiqgqh,1-542-478-4325,3.0,5.0,S,30.0,482.0,O,McClatchy,466597.0
Jah8619,Acafshpir,o,1.0,Jahlnex,,4.0,0.0,S,21.0,548.0,O,Tractor Supply,3972709.0
MGK8620,Avrahqflzygq,B,4.0,MGKFOME,1-699-573-8968,1.0,2.0,M,59.0,742.0,O,Flowserve,2526150.0
odd8621,Jssapovuedhtpnsdtgwxuhlyletwxsbvbljiam,,10.0,oddoxlebhzrxfoibcbxzixje,1-938-954-7452,2.0,4.0,S,77.0,364.0,O,Automatic Data Processing,
Rrd8622,rxyvhzldmoqsavhdhtnejohewrilveucgly,B,,Rrdaqshvworazbvgewze,1-536-647-4535,2.0,0.0,W,7.0,766.0,O,Spartan Stores,685534.0
ruk8623,Mmefekuxwgz,,6.0,rukmywd,1-178-860-8809,4.0,5.0,W,33.0,633.0,R,Fastenal,2177616.0
lvt8624,Wyhibjrpcltifptpkkzqgjd,,,lvtwurbkqakpuvhytvtwnu,1-663-114-8399,2.0,2.0,S,5.0,414.0,O,Cardinal Health,1581228.0
Uda8625,PJFCAIEJIEZNBJMVWGFOCEQDKPHTXONM,J,2.0,Udaqjfk,1-851-113-9435,1.0,0.0,W,59.0,793.0,U,Chevron,1598833.0
Crm8626,TJGRKKJSCOYBNHHTRWZYIAXHJFFNFAMJBPRAUPILQCVUTCOUGQQQYKS,,,Crmqrtrl,1-312-728-8737,3.0,5.0,U,44.0,805.0,R,,3676593.0
Grm8627,Kjtazyopovzymocebnvusvvwxbocahyrubufjwshbrvrjgqyqrunbqkdghqbeioatwpp,V,4.0,Grmoxixflhkjmnywtdireci,1-626-454-0801,5.0,4.0,M,79.0,422.0,,,3009737.0
Ovo8628,Hrfegexhqdhvdbxgaxnchtijrzstlqsinezsvpllaidgqawfnkzzuwjceo,V,6.0,Ovovvswsdhutbkmoipdrs,1-905-482-0584,5.0,,S,68.0,752.0,O,Sherwin-Williams,2080213.0
Jdc8629,mddjuhauphnzayfgftiabojxgmxqerntydqnrczjmclkbkqkwsvktd,B,1.0,Jdcnhnywdqtysnhgaw,,3.0,2.0,M,12.0,687.0,O,Vulcan Materials,933963.0
tis8630,spjunnofqawzevzdlhxuoitnsajsbhifjyeusrjbmgztldjg,g,1.0,tiswihktbwst,1-838-911-6678,2.0,5.0,M,,792.0,O,Children's Place Retail Stores,1880755.0
Luj8631,Ivcvqheclnqqwbbqwcukcbicfxqhisutfmqsznr,,0.0,Lujyoujmuqmilcxltw,1-588-517-2606,3.0,0.0,M,62.0,380.0,R,Bed Bath & Beyond,2051176.0
Yli8632,Jxtfsufzdawfgmtigtwidomhdxrqdoyrjqjvhufsvzwfzmchaeieo,,2.0,Ylizjatmvkdzazarjcikxmr,1-810-255-5287,4.0,4.0,M,61.0,323.0,O,United Refining,1860178.0
Tmh8633,BJOWYOKACYOFHVWELYXCZIIFOGGFCKYMRMBQYKHCCSBWHSAMCT,,10.0,Tmhwzizqroepjvrnevhao,,5.0,3.0,M,50.0,750.0,O,C.R. Bard,319676.0
Wio8634,,T,7.0,Wioryact,1-150-645-7298,0.0,4.0,U,,302.0,O,MPS Group,1539682.0
Xdt8635,foezceqfowrcwtycdcnqnendgsghlbsaxtbeyz,,9.0,Xdtakmjgypwsehimevgq,1-005-312-2157,2.0,4.0,M,,716.0,,Staples,3874159.0
Jra8636,Yfwdnyseyhaeqtebuwkruqlabldiimoisvlqmjbukjxmljhyyygqmuon,,1.0,Jrawwlguyybswsujezbmcdyatvhcxr,1-043-276-7064,3.0,4.0,S,67.0,809.0,O,Constellation Brands,1299762.0
nap8637,poveokgzvngneedqqpyaartvzhcposts,O,1.0,napdwhzcmtkbguhlhecltrmzecnv,1-994-474-0701,2.0,3.0,S,56.0,353.0,O,Century Aluminum,3656160.0
WLS8638,HKGWEBNCTZSVILXCJLUXVJWRQBLQMPKSKAERMPIENEHYFKGCJDXEEDYFSWLZYFJURU,,9.0,WLSZPYJMKLTYE,1-191-153-6993,5.0,4.0,M,29.0,715.0,O,United Natural Foods,2713421.0
AZA8639,Nebqnnpocxbztqlfs,r,2.0,AZAKACIBIFFOWW,1-654-579-3493,0.0,1.0,S,80.0,749.0,,Leap Wireless International,652312.0
RSS8640,hgktovnalubwbpxwstwkdvdehkgghcugprhmdzijdzvhc,Y,,RSSPVQHIUSFXXJBYMQJZ,,5.0,3.0,S,31.0,717.0,O,Applied Biosystems,3968552.0
Gwz8641,Osiigzzosuosvalsdcusgxfzgdxvkjlqzqetkmkoqdxuqawvmbdckr,q,1.0,Gwzngultgrabhe,1-205-807-4212,5.0,3.0,U,22.0,365.0,O,Lender Processing Services,
cha8642,ERJJHOLNLASRVMAJBNCBORTPRWMELFRRMUJDVEZQJCNSW,,2.0,chaofag,1-747-125-6020,5.0,5.0,D,1.0,790.0,O,Walt Disney,1084486.0
ski8643,GKXWUJREQIFMUDVOBBAXEODOUBFLAQHFAXIQNJDUVWTMNSJICYVUGUFJXWLIHHDTIWQZBRDULG,,,skiql,1-630-670-6165,3.0,1.0,S,72.0,408.0,O,Williams-Sonoma,1079320.0
Pts8644,Ehfsgd,,5.0,Ptsdmghmoclpmcicwngxolmume,1-696-606-9301,2.0,4.0,U,74.0,499.0,O,Pall,714914.0
Kyd8645,Ndxumfktskvojxzcfylznhrhempznrbgtmlhkbtnfzpsilqjneurutgtmuzfmkastmkgsixa,f,7.0,Kydgylhjl,1-228-334-8435,1.0,2.0,M,63.0,708.0,R,Safeway,681347.0
XVE8646,Ejmnqpqjkwoyswxipyasdvfygkbxcfbls,,10.0,XVEMHJAZ,,5.0,2.0,D,19.0,690.0,O,Goodyear Tire & Rubber,2316964.0
Gln8647,ZXASBILJTFMAWYGSVPXXTQCANOWKMDNSQEILJBHQOJLMCKLUNBLWHXVMIZJVRNIEQUJFNRETQ,,4.0,Glnuivdmuxjdnzskmtr,1-311-782-0987,3.0,2.0,U,88.0,690.0,O,Celgene,690842.0
xzq8648,HWEIPIXTBCTVWKDPGNA,,2.0,xzqcwnkllwbqbhi,1-204-228-2576,4.0,5.0,U,7.0,365.0,R,Targa Resources,2169282.0
Bme8649,,b,3.0,Bmeyfxndudqvyjlhrawelmyxmazch,,5.0,5.0,M,89.0,603.0,R,Principal Financial,3731300.0
Tfu8650,Gsqvequpfvwwvvwufaspjvmeahkrxfhlyjrmbocwpbz,,7.0,Tfujefakmcalikaiweggabui,1-554-216-5900,5.0,5.0,U,32.0,844.0,R,NYSE Euronext,1654506.0
Acu8651,Pxdgljfvikit,,6.0,Acupyx,1-534-526-7325,2.0,5.0,S,14.0,400.0,R,Charles Schwab,3625783.0
MET8652,Khinvtearjdrbkepqywgdqtlnelhbkymehrjnnsevoeswccpfyqcdwkxaacgxxebaebripbdxvfs,P,10.0,METLBA,1-379-175-2676,1.0,4.0,D,66.0,599.0,R,Robert Half International,1981626.0
DXL8653,Qxbdryvbhdftcbsktebepizppvmsbuwjwsbwhxdebjucgjvonysbfuqewpxntdifttjo,,,DXLHKEDXJJFUILWTYTUAHCN,1-292-920-0664,3.0,5.0,M,51.0,721.0,O,Virgin Media,2075234.0
CML8654,driakjaviqtpgbcqgbsmyeqhpdcvzweakdpckvxpgeoxxualypcwoubkbaetil,,0.0,CMLHHGBSNDBVSBN,,0.0,,D,34.0,703.0,O,Foot Locker,265619.0
hvs8655,Jaauhpjakbwcljzwxbvxazfslkyzfcgtjvrabsvoetqbyhkyhnqipudbrgtgcctwmlfp,,7.0,hvslgbccqkkenfjtdlqugjpskbwtg,1-729-142-7718,3.0,4.0,M,49.0,828.0,O,FPL Group,1085675.0
ZVM8656,Ixoaxjdixfbyuglppclskklflryykyvyqqgbzqjotqwblkeqbxrv,,0.0,ZVMCL,1-561-470-2093,3.0,4.0,M,23.0,704.0,U,Textron,3561728.0
stc8657,Aecyryeuhjthstjaaaausriedbkarjuagf,w,3.0,stcbewpwaszuyqptvgrr,1-802-635-5439,3.0,5.0,W,7.0,304.0,O,Coach,1700081.0
udc8658,zleboittfqygmyctsztzczkzelucbegrsrvpqnvnrirvxwxlekvlvdyxpdmikouogfpnijhksbsgk,l,3.0,udcdwkxltwkvubajfwd,1-085-501-4523,3.0,0.0,W,23.0,802.0,O,Burlington Northern Santa Fe,1531899.0
Ywz8659,tsumdhpmipwnkmcvjtpiqiaicihpawxtlbevtkrgxqnwkycokvlahccrqt,l,3.0,Ywzlkagjg,1-118-667-3641,4.0,4.0,S,21.0,,R,Key Energy Services,2241976.0
BRN8660,Fcnfvjtgtsucgjrzgptncbvvewemykllnq,,10.0,BRNOCCYKRKDWKNXBODNSB,1-277-090-7072,,3.0,M,58.0,549.0,O,Constellation Brands,2613956.0
uic8661,Ktkbmqwxvghxecdmmgxsapgz,I,9.0,uicamhij,1-604-976-8273,,4.0,M,46.0,328.0,O,Vanguard Health Systems,3938637.0
owp8662,wfexjicphgflmjfnpnqpfobvmoacrwqscbjcmkyodnaznongjfqepfqsljqnn,E,5.0,owphozgqxpleacyailqijiuhcob,1-126-740-5799,5.0,3.0,U,71.0,580.0,O,Dominion Resources,3419279.0
UTA8663,Agkwwzprpjuebaadqbsohghkxxpntfnqhdgrcpynhiznleesqrbdvl,d,10.0,UTALVF,1-198-361-8831,2.0,0.0,D,79.0,630.0,,Werner Enterprises,425069.0
cak8664,Mkxxjbhidrcloemfflwlkyqhcxnhvgibgmlqroprsjqeefkitjagiu,A,4.0,cakjjmwlqdtjnbwg,1-124-558-6862,2.0,1.0,S,89.0,607.0,R,Walgreen,2747347.0
QSW8665,Enwtntxfbqiyltjibpvdqgdcaroyqwjk,,5.0,QSWVLLWYVRHJTPIYAARRSNY,1-230-409-0929,,0.0,S,42.0,787.0,O,Aon,3853851.0
Bst8666,Zkklpxylmgmvfxs,,7.0,Bstvtmx,1-085-296-6065,,2.0,U,96.0,356.0,U,Chemtura,505520.0
exb8667,ANHUJHIPQBDYCIGGHRRBIGXNVNLVCIQDPLTKAXZY,g,4.0,exbcynbkpvxbalwuqhklum,,5.0,3.0,U,16.0,593.0,O,Delta Air Lines,1347208.0
IXN8668,Pcygaffedhqrlnftgogrjwvuubmvrgyfmr,S,3.0,IXNHARNPMMCMVQJALL,1-316-728-0218,2.0,1.0,U,58.0,449.0,O,Children's Place Retail Stores,2324716.0
Gik8669,bzuqeaffmddsbmeifygiogpgexwaandkyurljoyazpplxuxyfhprqefikt,X,0.0,Gikbiesnjhfhjlfuh,1-604-092-1658,0.0,3.0,,,782.0,O,Century Aluminum,3076472.0
zis8670,,,5.0,zisic,1-860-872-9403,1.0,3.0,,43.0,705.0,O,Nicor,2733940.0
dcw8671,Wnlkasqhnxolltramymdvjnfpjxotjhcpcnjsnupidasgxwefolmqgsrnsfqzmsbzm,Y,9.0,dcwjgnxmxlultbenmwpleadqwvlr,1-131-871-5621,4.0,5.0,D,35.0,,O,Ryder System,2485282.0
ame8672,Jclaxwaycoglzaecspwbmrmussdekdvvbcefzygafceginl,,,amecb,1-478-866-2041,3.0,0.0,M,63.0,474.0,O,DTE Energy,343843.0
Nvt8673,Kkxprhifvtdecavbbdjuhieekcsepvawwmsmlnnwwjcbitpjtjntxagfg,,7.0,Nvtdnnvvvjwvynjlchlnbjcslhclq,1-267-577-8436,2.0,0.0,M,78.0,406.0,O,,
Wpg8674,rwplqtjukaccaisudigkmtoymdagqbohfbjmtfpwdyatyazkficsvvcfmnbmlwu,D,0.0,Wpgluxgozrbmsywcax,1-889-409-1975,2.0,4.0,U,79.0,400.0,O,Dr Pepper Snapple Group,866773.0
Gcv8675,Zktddigfvljaixcgagsawzykqeauygkoveadvbxnvcgxhqcilmhdrjcwizrhyffnmia,t,5.0,Gcvkmuopqfwslrsirwni,1-277-613-0038,0.0,0.0,M,34.0,593.0,O,Vornado Realty Trust,2727185.0
xxu8676,Fzirkgfuxqzfujjxeychyuvsvlosrnjsqejkweippfmmubfggkhmhncdxyy,p,8.0,xxuehkozdnaagxp,1-161-099-3879,0.0,4.0,M,3.0,496.0,O,Sysco,1597163.0
xqv8677,Zvapc,W,7.0,xqvkrpokbxqdrzjprxzmtel,1-532-661-8795,,0.0,M,90.0,396.0,O,Auto-Owners Insurance,3310285.0
Rte8678,Kylfjldhaipgkhqftieecnujyswptgkabjgxvhnbicuibruidelnhnpcigoxit,,7.0,Rteeqxrlh,1-790-105-6683,2.0,5.0,M,91.0,666.0,O,,3752212.0
yeg8679,Txxrezyazibbcjwyerzkcwwgrkfxtlaomrparukpwebticaygoxwytx,,8.0,yegozbztvqnndsu,,1.0,3.0,S,4.0,339.0,O,HCC Insurance Holdings,1637216.0
Tiz8680,Kbssxunvfyqnxtrhlsndsqwtqo,,7.0,Tizafupkkkgewdxrhsin,1-517-247-1982,2.0,4.0,M,47.0,580.0,O,Dick's Sporting Goods,1554195.0
RXK8681,OACQVTAUTDXNSALHFWHRJOGBTRHLBTAHWUTXRJWRDH,s,10.0,RXKJMVPYAGLDQLNMFFNAAAHOOCOQDT,1-124-907-2076,0.0,5.0,M,91.0,488.0,O,Iron Mountain,
XMW8682,Tujgprmwwgheampglymmueirocgjpyrhvryjychlozysjjzqzeocnpc,,4.0,XMWAL,1-426-308-8028,3.0,2.0,M,93.0,472.0,U,Hess,3243516.0
Etl8683,Nrtieajioyeoaejlrbzmrfxkyikjxpne,,,Etlwcswaihfcfxhndlfraksboscacp,1-308-924-6128,1.0,2.0,M,44.0,625.0,R,Danaher,1575746.0
URB8684,Pwpqvhipnhvqrwfdkikofyjfuevpiqkwtarpnxtcyoroilyzzdslkqbvqiiohtdn,,5.0,URBDZICHOOHMJYY,1-566-614-5439,1.0,5.0,U,35.0,731.0,O,Barnes & Noble,1420362.0
Aad8685,ituogckvrpsgrmtronllzvuhapgcwmmoxdrcmbkovnwlbmsrujsuejzsuxbgjxfhpppi,O,10.0,Aadtd,1-900-742-0811,1.0,0.0,M,89.0,597.0,O,3M,2265704.0
Efu8686,Cltjxoyxtkrxklrawuojkoqnfjgcqqtepyibfluhunuhpayvxdczpaplapkkisuzsjtbtl,M,0.0,Efufthozhwsq,1-362-535-4147,4.0,2.0,M,90.0,789.0,U,Smurfit-Stone Container,806681.0
eeu8687,KLQKUIXKFVEATXWVAV,j,1.0,eeuipdwqrnuckd,1-088-611-4747,4.0,5.0,S,81.0,745.0,O,AptarGroup,3913762.0
Vnm8688,Lfdpkrvsvytufrwjkzjfsxuzuqkyugpvldzogojezeshxpirbworgdqqeeom,,2.0,Vnmbblxbtljmzpbrkokjeig,1-057-920-6008,3.0,0.0,S,2.0,750.0,O,Graphic Packaging Holding,193717.0
RVP8689,DYMVDKSSBWOGLBFDJLKXILEXUBNYQYHZGQEMVOQD,F,3.0,RVPDMGDPQFRIBLDU,,4.0,0.0,M,54.0,533.0,O,Maxim Integrated Products,1013981.0
Por8690,MQJZAUWRWTSEIRZJFWHGKLYV,,5.0,Poruhchhbbdhpz,1-130-549-6143,1.0,4.0,M,84.0,717.0,R,Timken,2230529.0
Vun8691,euymxsivaysprsstxlcwucxtjemzcjntlqvzajkhzyvqpabimwfrvqhjnajdlvlutijjnzjwozpaznlw,,1.0,Vunlbptyrrhxesgrdoedjqintceep,1-608-744-7160,2.0,3.0,S,46.0,561.0,,Tech Data,755031.0
CMZ8692,ynswzsilslvlvwmk,j,0.0,CMZKHGNAETNNKKOTMGAMJSJVQBM,1-298-926-9454,1.0,5.0,W,85.0,410.0,O,Bank of New York Mellon Corp.,3551603.0
xfv8693,Zsdycbhskdgwebmhbnlznthzcyocswchulkomiraudmqsjypvvpja,U,,xfvujrdpqjxmboxpwg,1-911-587-8459,1.0,4.0,U,17.0,802.0,R,Enterprise GP Holdings,77595.0
eni8694,QKSDWHKOPITCEOUSKUPNXINQYXDPDDXGKJBFBTEFFYAKWYCDIDMJHEQAB,T,4.0,eniogzvrbkmkjskmlijgfk,1-149-575-5771,,5.0,W,56.0,548.0,O,Spartan Stores,1126008.0
Bot8695,,,2.0,Botbkfxhrfefpauqvusnbgl,1-795-875-8204,3.0,4.0,M,30.0,830.0,O,ON Semiconductor,3638975.0
Vfg8696,AUGLXDQMAXFWRMXQTFGNTOSMLXQLAHAFTPKGWRMBGDQNFUNXCEMPDPDYTDMO,,3.0,Vfgasnkqeytvyrffwjetudeo,1-512-001-8308,4.0,,S,4.0,461.0,R,,3761180.0
nhl8697,Ensumqxyqgasvaltdzslotficnlugjkqteeqztqpypjolwrdozchu,,7.0,nhlig,1-514-315-6199,5.0,4.0,S,21.0,550.0,O,Carlisle,3437967.0
Xip8698,Hjrobcmgdfmwtrchtayifqfdjkuubaacqonkhkbheqxtmvwysbaqvekqjpafextqvey,,3.0,Xipbcliokgiko,1-567-741-9888,5.0,4.0,,43.0,658.0,O,Modine Manufacturing,1796117.0
CIH8699,QCCKPRDMCDRUNHNGXVQUBKVXARYFLY,u,10.0,CIHEWBWGITWNBZCTZBMHKMUHFG,1-986-658-4714,3.0,4.0,D,55.0,792.0,O,Marriott International,3140997.0
cdm8700,kedobsurlwqcpjaqtz,p,4.0,cdmuzcdyhokqqudw,1-981-528-4850,5.0,5.0,M,59.0,641.0,O,Asbury Automotive Group,3616733.0
jxk8701,TTDTXLMXSBSYRYHJOIMWVOUJOJZVTZOGXCCDBNZSETPDBXLBNRZZYJXERED,Z,4.0,jxkeyqevw,1-726-949-0017,4.0,2.0,U,9.0,590.0,O,CH2M Hill,2447031.0
Rfp8702,Rwbdbsisaamdmcdypqpcyewbmld,,8.0,Rfpvavgs,1-457-463-6333,5.0,,M,62.0,393.0,R,Cigna,2243112.0
Zcj8703,GSPPQDEJQGBULLRZGYVPXT,O,3.0,Zcjhtpf,1-474-956-2555,2.0,3.0,U,53.0,796.0,O,Priceline.com,2775156.0
Xzt8704,GXDZUASRIJPRUBVLXCHSGLLHIWPSRIGUDLBCRYQBMXYFTKQTL,Z,8.0,Xztppqbzsmoixfdrqkotbdkwry,1-983-965-1357,4.0,4.0,W,80.0,476.0,O,Hub Group,
vnr8705,avxhxwswkpuddhsizbrwuzxivbivvswaohihnnqlgdksphfspbyo,,4.0,vnrgtmilnwqz,1-371-971-8422,5.0,1.0,M,70.0,482.0,U,Century Aluminum,3983183.0
Lco8706,,K,6.0,Lcotfhuarucdqempm,1-197-386-7002,5.0,1.0,S,,607.0,O,Southwest Gas,94738.0
Qxv8707,rmdisjymgajjwhxeatynbtbjzayfae,b,10.0,Qxvhkkexe,,0.0,0.0,S,25.0,661.0,O,Wal-Mart Stores,407560.0
Zkn8708,wieuquycdhgkuzijwvauglbxdhfkkxhcazxtuehgzwczseqcudtgnejluaog,,7.0,Zknuxoiiafaohhhqhphrajdiehujrx,1-741-916-1995,3.0,5.0,S,67.0,555.0,O,CHS,89739.0
zth8709,Vrxnvgpjvlg,R,7.0,zthmpjkdikbomqnfsi,1-840-399-2919,3.0,3.0,U,44.0,517.0,O,BJ's Wholesale Club,3345102.0
lbi8710,Ymddjgxpvhmkhooldkvvxypnruqm,,1.0,lbidnknhniu,1-855-202-0449,0.0,0.0,W,93.0,618.0,R,Goldman Sachs Group,336067.0
HAT8711,piwfvyhgoaqyptqumjwpanknxufnkwgsfkgq,a,3.0,HATTWN,1-911-293-0750,1.0,4.0,,13.0,821.0,O,Pride International,1616585.0
Hjg8712,PASELFILCFQGSMBXHQUBDQJGOFHBHOIROTZWUTHMMSYMDNADLCOWVOFESBQAIPXIZCMHQXZV,j,9.0,Hjgsaxseohxvsckqabdebt,,3.0,3.0,S,64.0,678.0,O,LKQ,1332431.0
Jjj8713,Bxeuykahq,,1.0,Jjjkuxpbavslc,1-439-163-0429,5.0,2.0,M,19.0,513.0,O,,3448599.0
Yhm8714,dtxwfigbupgjdbqcatsjbamngsuojpl,G,3.0,Yhmbxrjrealcmmikhm,1-407-919-7219,3.0,2.0,M,1.0,435.0,R,Furniture Brands International,3593769.0
ELU8715,Hpvviwedudpowmdytreljkiimuvtrhwlaploaurpxk,j,4.0,ELUBFTWOIKFIPPDQNHCVHPUBD,,5.0,1.0,S,57.0,716.0,,Ameriprise Financial,874749.0
Iql8716,,C,6.0,Iqlmhmjbquanxrtmiyemthwuap,1-452-687-1866,0.0,0.0,M,82.0,834.0,O,Hawaiian Electric Industries,3033101.0
RFW8717,Vfnbptwetuhhvzfhlotevsicctgu,,6.0,RFWJTZZPFB,1-275-391-6536,3.0,1.0,D,72.0,595.0,O,AptarGroup,1469644.0
HAD8718,Zfflrkkvhsnfmwjasqxohlvlgsds,e,0.0,HADNVFAO,1-211-844-6025,2.0,5.0,M,93.0,783.0,O,Constellation Brands,2763782.0
Twn8719,gumytzajsukuutryjwvqupymsgtbkwgutwkrjijl,p,5.0,Twnur,1-774-451-1517,3.0,3.0,U,80.0,800.0,O,,3182270.0
KTK8720,TMDLMVMGMRNEMFUNYKIUCZLVPRPSBTKUQNS,,,KTKOXXQR,1-826-516-2456,1.0,1.0,M,25.0,777.0,R,Iasis Healthcare,3336163.0
Ffc8721,Cslalilamdoqrtwwhpxszjgeayndtykzsfaavtvqqcqvmiczbsbeveksgbhluaeso,,3.0,Ffcnqhjijaj,1-769-735-3164,5.0,5.0,U,80.0,337.0,U,NII Holdings,3669939.0
MFO8722,dqftawtecbo,,3.0,MFOFUNUYEFIMRG,1-655-509-0238,,2.0,S,92.0,481.0,,CarMax,3074498.0
Okt8723,Iltetztbgyetqxjslvvyhmhdqdzilbowchmzfgxojryzftmcaipcdkdqcruinifztpdv,,4.0,Oktqhy,1-535-841-7219,5.0,5.0,D,66.0,620.0,O,Hubbell,3295287.0
Rsi8724,kwskaugyhlrousjzzfdqrtxduirdbisxxxmkwfkkf,,4.0,Rsitkewecremmwegnzqfuvmqszsshp,1-900-851-9005,5.0,1.0,U,58.0,671.0,O,United Services Automobile,363539.0
hxh8725,Lqhulbemutqujdrbv,,4.0,hxhrbjwnad,1-028-752-2687,5.0,1.0,M,77.0,551.0,O,Berkshire Hathaway,3823179.0
hmz8726,Ubfpthadnxrkn,,,hmzwpupp,1-381-245-1446,5.0,3.0,S,29.0,493.0,O,United Services Automobile,1445701.0
Upa8727,Eamkbgacbcvodvbcs,O,2.0,Upafbhhgtarxnfhdvhbnlugrt,1-429-602-7716,0.0,4.0,,67.0,328.0,O,Home Depot,369743.0
ksj8728,Zapgbujscvqlvtatdglomcejsyhabmgsvsdqqxphcifeeiwrmrsixbanfnb,t,1.0,ksjdcjbubnbtnhflixha,,,1.0,S,82.0,763.0,O,Mirant,3576300.0
Evg8729,Xwrmquhsnkgczintronpkwupalnldlgqxnmkudor,,6.0,Evgnxiiavpvywbcyczqzs,1-099-486-3382,0.0,3.0,M,50.0,319.0,O,Hudson City Bancorp,2433627.0
Tqo8730,khgcjpdjbzbpqxvpwoxwsiiifziuzxzfaduqwyxcfpyh,,2.0,Tqoihlxucrybsvlxnnomqpuanwtwue,1-049-912-9587,5.0,4.0,U,44.0,457.0,O,NRG Energy,258321.0
Fap8731,Uuwqxuy,g,10.0,Fapqu,1-780-616-5514,1.0,4.0,W,52.0,490.0,R,PC Connection,2175149.0
Fiu8732,Yuqiuxvhfaqcjvyxorcbfnaxrsa,,0.0,Fiucczfnsuxxxhjxvssbbmdj,1-305-187-1767,2.0,1.0,M,58.0,519.0,O,Amerigroup,3577781.0
QLC8733,Ddpivbvlyzznhquqrhldmgnlahachiotw,m,0.0,QLCPNUUHTBLIUWRXVZLGBEDIHRCYCR,1-965-343-3373,4.0,,,56.0,306.0,O,Puget Energy,1685246.0
Guc8734,CWPUWRQCZIYEJYAAWUMXKIKLVLUIKBYBUDGRVIVS,,8.0,Gucppimlzgtmqgisz,1-382-135-6945,1.0,0.0,M,74.0,337.0,O,TravelCenters of America,2294288.0
QMX8735,,O,4.0,QMXLWQRXMSV,1-223-603-6648,4.0,1.0,W,59.0,724.0,O,Bed Bath & Beyond,2711390.0
Jin8736,Stuuybhfztnvkncnlofhvfcwmpojehatkxgdebbxwfjpmgwmocuovajzabfchkbdzcelt,,0.0,Jinaycnxhl,1-875-548-0615,2.0,0.0,M,9.0,641.0,O,Merck,
Gpe8737,OOBYQROHVAQUROQOTVJKAXGQHZEOOBUPCHONKMXTAEWVHUSG,,0.0,Gpebwqtbfepbkfj,1-707-940-5935,2.0,1.0,U,58.0,517.0,O,,904453.0
Beb8738,cjhapaherlqzhjirkktfenfyofkjmlgkumpjhvchzfupjnu,,10.0,Bebinlglknnubhbbzvom,1-309-343-2740,0.0,2.0,M,57.0,840.0,O,Avis Budget Group,
Qvd8739,Fyqcpbybblymmuglwo,D,3.0,Qvdjioynxoudwuv,1-842-949-8321,5.0,5.0,,77.0,351.0,O,Alaska Air Group,3786307.0
TFD8740,uhwbjocjbuhthfkvioacryppoiefgkieoefieytkxsbp,,7.0,TFDFEWBROOSMPXCUJJEQX,1-006-046-7891,0.0,,W,58.0,685.0,O,New Jersey Resources,2234199.0
Zve8741,alkxhztonhbnvqveqgtqtgfvpmfeiilcghcwnllejxpbmafownucou,,5.0,Zvecl,1-113-873-5730,3.0,0.0,M,10.0,664.0,O,Manitowoc,1847503.0
DGI8742,Jmkkinlbuhazmkoppcyekgmxymyoderyhdbbahrthrssoqkejkrzidozswollspfe,A,5.0,DGIEOVAOK,1-426-021-1454,2.0,5.0,U,32.0,425.0,O,UnitedHealth Group,2809593.0
Jsr8743,sdnfhnsephlcquzbhr,,7.0,Jsrdjsrfqdkvomitakcombblif,1-807-747-7300,5.0,2.0,U,91.0,342.0,O,Domtar,1647811.0
rgw8744,Albnwqagiggowqgylmpmrmldrwoawygmezzuf,B,0.0,rgwbsvfkembybxmkqtgjkgbvqpcfuz,1-136-083-7561,5.0,3.0,M,46.0,829.0,O,Zale,3454244.0
Vfs8745,wmdcxmudntowkrqtueszunktyaszijyjcyoebfrlmfnbjadstyxwskkzsiptufsqocnymq,B,2.0,Vfsyrmebavbdvin,1-447-474-4758,4.0,1.0,W,55.0,841.0,O,Steelcase,66981.0
Tua8746,mvexpdrafvqqisznaiwqfxyr,o,3.0,Tuaxtkqjh,1-040-016-2827,1.0,4.0,U,28.0,795.0,O,Travelers Cos.,1664718.0
OLU8747,saxzdcukapnywrnwzkdbyqjsoifmvuthzsiheeaw,,10.0,OLUNNEUODEFXNMUFHH,1-223-807-1417,2.0,4.0,U,50.0,,O,Windstream,2956944.0
Irb8748,Vvxyohpskxsdgfzkkakgdnvyamspjanmcuaarlvbodlgwwl,P,8.0,Irbskhitngqr,1-119-946-1179,0.0,0.0,S,32.0,374.0,O,UGI,202849.0
zkc8749,Vqmtknjvxnrldxdjudocuhlurzumtjeallsbtlehnabscktngqfkovtwlndkn,,9.0,zkczdfavfwhp,1-847-936-3645,4.0,5.0,S,93.0,359.0,O,Electronic Arts,106692.0
Bjq8750,Mgvylwtav,b,8.0,Bjqkn,1-754-660-6519,3.0,4.0,M,1.0,769.0,O,Liberty Mutual Insurance Group,2767324.0
