prospect_AgencyID,prospect_LastName,prospect_State,prospect_Phone,prospect_Country,prospect_OwnOrRentFlag,prospect_FirstName,prospect_PostalCode,prospect_AddressLine1,prospect_NumberChildren,prospect_AddressLine2,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
ZEI10954,ZEIOTVOFN,TN,1-850-158-6289,United States of America,O,IIVMWBABHZ,sllwqvgj,aljmgpxuopvxyfohbhoufyybqc,3.0,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,U,72.0,549.0,McDonald's,0.0,3975497.0
TVP10955,TVPJCMHQPHHDA,KY,1-810-599-3009,United States of America,O,Cyntkutjkpqhkg,UUBSLKL,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,4.0,NFSYTNHGXXTWQWNADHDBMZJRPY,M,15.0,315.0,Wendy's/Arby's Group,0.0,108127.0
Lne10956,Lnelehgqaydulieixcxklc,MA,1-180-437-6306,United States of America,O,Rgsnrhbcdtj,Vrlean,Chrvlwmph,5.0,Mpuockuscdccrtxslfg,M,1.0,693.0,Ferrellgas Partners,7.0,1777116.0
xds10957,xdskzloomgtsxslukialv,AZ,1-661-668-5661,United States of America,O,JWOZQMDWUTWWXNMFU,,Alfht,0.0,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,M,92.0,797.0,Office Depot,6.0,2189644.0
DWW10958,DWWMQXWWEEWAGCWTMRFSMZTOGH,ND,1-733-242-1972,United States of America,O,qduoxqnofuip,nhtzkmxlb,sksjphecwjlypsellgqvrsicvrsknlqlvwsygqhpqjbgw,4.0,Gazczbgjspmmuasijwlpmqmuhevaickfnymleovuerynttqipjzttvkdwmzfdrwgrdhbyrfaii,M,18.0,313.0,Freddie Mac,7.0,3043042.0
YBM10959,YBMPRTQQUHCFQYT,IA,1-520-323-2184,United States of America,O,Olmlwxz,OPIRHXDC,Xwgwaytwotgmcudfwdsguxvioxcorovbzpbsxboobaecslugit,3.0,UXCGVUOTCTOLBDGBNHFDCSNXXCUVWQZIYXKZBHXEFNFMRNEH,S,33.0,815.0,CACI International,0.0,1661619.0
xiu10960,xiuaniazmwwprnwqoopamqa,NH,1-341-921-9360,United States of America,O,Yupzdvabbnkpe,Qbevjvc,xllhjohpiixwrmjqiv,4.0,ijmwheapjgbeolbtwltlxdmpvabfvghjkjbbmdysotspmultq,M,18.0,434.0,Fastenal,8.0,
vyz10961,vyzik,OK,1-572-993-5025,United States of America,R,Zshjbkyitfhvt,,pertocbxhjcgahfcctjnszppopwzxfwihzdbpajppeyoltvpoaqxmewkdwuw,3.0,ebjjyqzbjxxexonroziqbkgdelihepgjegdxhkkhnps,S,58.0,763.0,Mueller Industries,7.0,981900.0
ufo10962,ufomblfqinwfrnsttf,Manitoba,1-498-268-3006,United States of America,O,Jljtqsxsxmoqjidw,velobyg,Acolkdkmvgnvoqlzmgxzzrlczcebeftwavoeqjqvvoddbwduzidfutxqdmptyixhkwqiawjiwfxkhk,0.0,Tucujxqjdluvdgqqizxhokkbcsohrmgevxnfmtrtsewackxoxpaaewkgrkmnxp,U,71.0,732.0,Shaw Group,7.0,3746110.0
hdf10963,hdfqdf,TN,1-132-379-7031,Canada,O,jarlzcumgclbbt,Wzdmcizt,Ogdygkr,5.0,rxoabhbboyfckbiqhxkedemzonqaidcrywtsxbihbwqxkqyirtflnjbyusac,M,84.0,692.0,MeadWestvaco,4.0,2187192.0
Qqd10964,Qqdcqterugvbnxbrnxjavjkwiwf,OR,1-400-066-6527,United States of America,,DKQVRGXMOCIRSMHMSFHHIAXX,HRMZSQ,mqdocptxi,5.0,igftnesdvgohvcnygbjkxhfpplwoprhrodqtrjfrvgxmezwidxxhmpurdslxgspqeh,M,98.0,708.0,Yum Brands,7.0,451143.0
SLY10965,SLYPVNQINGV,OR,1-695-527-9593,United States of America,O,Oojmpiqtkcmbvuwhinipz,Ktpthtq,nimvbdrcorrybzfianxkpcpejrrzza,4.0,gwcphqaiumqphzqovcdreeyapspwfhbkyxgziddhl,D,80.0,308.0,Estee Lauder,,3341645.0
BMU10966,BMUUIMMXEWICRLNPXAHFE,DE,1-029-847-4964,United States of America,O,MBQUUKS,Mnamjatqnk,YUTFRPMAHBKLPYEBYZUEZCRHVTBPAUMNRXGHKYWFTULDZ,4.0,Kdocwtijtxcatzotqmlooqvpeamfhddqprdoiypvrdgvn,S,46.0,386.0,WGL Holdings,8.0,822216.0
DWB10967,DWBTFDXAUTGFK,WA,1-314-776-9465,United States of America,O,HQWZHHNUXJLQRZSJMPULK,Yzuej,tpnrqqqxvexhlxgqxbknltzyy,1.0,OVUABPWNXICOXCIAXPPCSWVGATPVJPGCFHPRCXWPRQCDPJDQFOBFCNV,U,97.0,597.0,Fidelity National Information,2.0,2144374.0
Rgl10968,Rglgqblgpkti,GA,1-899-913-4500,United States of America,U,Ssgdnddvdkobrhssbzazgmoxu,xqslfkatw,uxrxkxzkivjidgurgzwrsfuybnrhqtwfaskjpvakoqiy,0.0,OWMKRHRDQEXWSGYBYJZORQRTLDUGNGBKIOMEYKNSIVWTEDHLLETV,,4.0,609.0,DuPont,9.0,1685501.0
Tiz10969,Tizfvmynqtoh,Prince Edward Island,1-928-688-6118,,O,Cjzjrstddeosoh,cqohhk,Lwojcgqdblhigbrjocfoxswlvggxuidhcfeiukotogezeuemv,2.0,sfogrlsucefsmscdnmpadp,D,23.0,538.0,AT&T,3.0,3590095.0
qpb10970,qpbahrdqxficbvaowcduiexfnwdyt,OK,1-534-082-6100,United States of America,R,jtqhgkjxpzyma,OIWXRFTA,WSDXPSMOJYTFLGZXPENOHNILSKGLHVOSIQJQFJSQH,1.0,Hgtrcghfvadtxwfyrejdjqhvefxfbjbzcfnhzkxtymngmbxyjuicuvhwjlcuatcoqsmwuteioci,M,64.0,561.0,USG,5.0,2175688.0
Dbt10971,Dbtzihzkmmtstttuoagpyhshshakox,VA,1-831-110-5276,United States of America,O,Ypjwquayocojyguepunmx,Czwpdhfs,kjmfwlomxnzwiiqxmrgxtuttwpeggwrclghnjaircf,2.0,YBISIDRUYAARXHQQMXASHYDTXXDKMAFAFAK,M,51.0,484.0,Tech Data,7.0,435784.0
Oib10972,Oibbjanwdofjugxexftodshvw,TN,1-738-411-0914,Canada,R,FRVEWGN,vsnbgjw,VKJWBDFMBTXEITLTTMKUJ,4.0,baakaozochwdjlkflbitq,U,,382.0,Sauer-Danfoss,3.0,1444106.0
Qnr10973,Qnrpvabqpnwcechvcjxxppftdhnwpk,CO,1-939-120-5236,Canada,O,Xljzbhilspguhqvnviwn,KZDPOZTEUTLH,Zisuksrrrdskdjkpgti,1.0,Vpcigvtiojkpbrvuqrdpuwfthrwirttkjbakpdluzs,D,57.0,639.0,Apache,4.0,1586585.0
PXN10974,PXNFQBLSIS,MI,1-118-602-4025,United States of America,O,LQOLWNIMQZTBLXAGWAJLBPPDSZZTLJ,sifnsiwsvgjn,BXQIFNCSWFYDNKOSGR,5.0,gphxmyefjralqmigqkynwmahewejgkrus,W,80.0,425.0,Goodyear Tire & Rubber,6.0,3786115.0
Ncp10975,Ncpoh,CO,1-792-060-7592,Canada,O,rctrb,Lsgvsnikex,IQOROSXCMDTCITFBVSGPTBJVJNCIMFTRTDQMQSUL,0.0,Gdctkrrmdmi,U,56.0,806.0,Boeing,7.0,376409.0
YSD10976,YSDEOFHNZSMWQIUVNOXJ,WI,1-779-356-0532,Canada,O,JRDHRPIKQZM,gabghonu,Tbhseysbvgzrulsxqwkkwjadmgrdslankrqokha,4.0,Txvogxtuvxmwdxdcqiwtwibfjhfvqvsbqaqowgwbrfvweimzuifyqoudziufgzwdakeruonfbojmusl,M,43.0,522.0,Landstar System,10.0,716158.0
rgn10977,rgnnduojmybsrmwt,Manitoba,1-680-902-7386,United States of America,R,Iyhnwaqpjsxhbsamiofmgtuyjqto,,umdiud,4.0,Amdlqpnqefnsvhulfaqinqvaegiwxccgzg,M,40.0,696.0,,1.0,2054123.0
Gkm10978,Gkmzisnspcvyijfbandacelpl,AK,1-309-464-0684,United States of America,O,Lhlecyqxbuiuatwgseblsfq,Qfpvdejwk,Rpiwqxnesrtrvxwyyryqtvjrdqst,3.0,ivjhiqara,M,28.0,655.0,Pinnacle West Capital,7.0,1157950.0
USK10979,USKIIPVZJGGEYWSAUKHBMYNCGNCDIE,AZ,1-569-946-8438,Canada,,Jtplpmqthrvymo,Dyqzqre,Iygbnsvmbnhvkoqacvottxobfqqtdrhecbigrksihfgkpkquamqacqxuomzmrzflnswxgwqljmoozo,5.0,PJGOUOTRHLURRNCZZIG,U,21.0,399.0,Ameriprise Financial,4.0,1011786.0
oqu10980,oqudhewehtbrwcvdpooixhzjq,VT,1-249-547-0160,United States of America,,xvqyoawtqpuukkq,qnwsyv,KCKMHCFIDXO,0.0,ngbgbulhnxyvzofqccxrjfpaovmbeojvvttblydvlkhuscdpahxllaqajegoailvyzndknndvq,U,94.0,843.0,Group 1 Automotive,6.0,2709910.0
Qyw10981,Qywrapsnhfoagpue,Alberta,1-043-870-1065,United States of America,O,Sqlbqtgxrmgfprcluouwx,hezfcql,Yiufcthacangllgvezpxktqwrugqyb,1.0,LETUPUOWSPVVQJRXBWCGBRECCIZIWGSEPLDUOXMIVWNXHXEASHHGKU,U,42.0,426.0,R.H. Donnelley,2.0,392239.0
Nkg10982,Nkgssnsrbdfohktw,DC,1-867-630-8354,United States of America,O,yzyqp,Kwffxxuchb,kwnlyqsgibbmxyxzsqbzicgbrugvzwvweebugivmd,0.0,FLVHWBKOOWDEBKANDJIDOJFRWUXQPSSYDCZDQUQVAIVQMSVURFIYAJOTKIFPRXUFYJVMKENTS,M,100.0,583.0,Berkshire Hathaway,7.0,3168652.0
FEB10983,FEBTQZRWUEPVSUCDJOLAMMC,AK,1-191-825-2255,United States of America,,CJNRBFTQ,qmedvqvbl,,1.0,entpjanklvdautm,U,74.0,511.0,Time Warner,1.0,186615.0
Iuq10984,Iuqijqspnbmfnkkokrhcaomfjc,IA,1-282-151-3272,United States of America,U,TKIXUYPMEMRLBUYCSALVPVU,kdtnpbnsjun,jlpeunmmrivlbyookbrlfjefadqeqjjbdjmanzbqgkkgsqyzcjwu,2.0,DEOMTDROILWDQKBCRGUMLRUPKGDYBGVKJFSLEOEDKULFXROCDTPWFGGNLDCDH,W,35.0,613.0,Eaton,6.0,552362.0
Qnc10985,Qncvopywlyajifnzlpoacfm,Ontario,1-066-477-5944,United States of America,O,Uygxysddl,GBWRHUJMS,Xrcqitjaluheqheybbzsymggqxinfvhfxeuhfpinvtydxal,4.0,ENRRBDISBXOCVAQTANLPZVGMFOVEIBVQCBAEYXXIHSGUOHBMRBPZSSLF,W,5.0,646.0,Forest Laboratories,1.0,3270324.0
ESG10986,ESGRGMXG,SC,1-282-512-4315,Canada,O,Pqhtxjwtsi,hzandqqpeish,LHWVDDUGJGVHNBVVWDKJW,,Yyjahqtuvgtcanvuecnlwxeuloeqovzweoceebvmo,S,50.0,488.0,Watson Pharmaceuticals,10.0,3685597.0
Yjs10987,Yjsll,Newfoundland,1-886-395-3491,United States of America,R,AGLFCYCLXKLEUGDBODOEYHZCQIERA,VOAOHGFNDCI,Ubskzjndmewryzckgkrjxvucfhdnyagztbxwgwdijjivjtbycgpmfdwvtrsdaemlmqo,2.0,aygarmbfadbhksbcqltnbjshjbhzqeabfymkwxysme,W,56.0,699.0,Duane Reade Holdings,4.0,207116.0
Umt10988,Umtpglmoh,NV,1-278-431-6057,United States of America,O,xcydsqrcgwdxbgqedbhqkjxjfdd,Dijuvdurnb,Nvnrrcemacjlsxihqvxuut,5.0,Okarylspwribsdxqogmmdvslfhyrcbsvhfkjhcakmeknnnreyrtkrttoqlvujtord,M,5.0,324.0,A.O. Smith,0.0,3499346.0
PYW10989,PYWCBHPKCU,NH,1-412-924-8688,United States of America,O,ucfcouausdnfansxvlbad,EUZBQ,Jqsefxjucpdhktaxxlvpddokzlhpsidimthpd,3.0,tkidmepsiiszzaibzwclkpmrvilukumyabefdiltacwiajidazd,W,30.0,512.0,ITT,4.0,748619.0
PIS10990,PISNWXDVZLYSLHDWIIVN,Ontario,1-345-968-0834,United States of America,O,Skmuisanwbxubbdocwgnfcmsuj,Ncrhjwrjoqeo,sdojpufzogmbxlrmjyozmbuegolvzmdyxfnabtpmnjsxblmvfxrcgljidgbvrvnkmdi,3.0,Omjupphpwcvckanfptnvjbyjfvxliixcuzveepwvzvkfdbwmbevbgeroz,M,33.0,716.0,Hartford Financial Services,5.0,3059847.0
ghl10991,ghlvpa,LA,1-424-096-1252,United States of America,O,vlnvxcmcwhanchhxxttfqsbflr,Zbjwvhvofsxv,Kwlaavxlvnocxhvbqsdngppxtnlatzvrokhiumqap,5.0,yijovxmgwnhzuenxpnmhxmoqpfgcyojqapuklliywzjntsjkfqwibadrytacczmzratmpppibcn,S,61.0,333.0,Eagle Rock Energy Partners,9.0,1649676.0
OJC10992,OJCFBN,NE,1-730-997-1829,United States of America,R,JIAMFCBPMIWC,Qgkfjmo,Wqhthynpjpbdyngthzcbhkwtktinbfcblctwm,4.0,RDHOADSESHMYTWDQLCJXMSKHHTBTETVHHGNDNLMUINVITSRUGHJXRTJMRY,M,25.0,407.0,Worthington Industries,6.0,3705423.0
Ind10993,Indliisjrocshyt,ID,1-053-888-3018,Canada,O,Phwduhhqpkrhfgthpxsmkijmuvj,udpkqwpq,TVMBDBQP,2.0,APWEZOOIUXSYKQQEBWWAGUQKAGAFFOGUAKMWCPJDSBU,S,22.0,661.0,PG&E Corp.,10.0,2376501.0
INO10994,INOBKKQUWOEBH,Prince Edward Island,1-223-074-7524,United States of America,O,Nyaqns,Hgjnxamvejxw,ipofizkrojuhuxikswemcpqdz,5.0,Ensagkucbfsewevwnjloyjsauwoggetcdacwqdwwefxicaeiddpsdpvb,M,33.0,620.0,Nvidia,2.0,2632165.0
OJB10995,OJBVAOAIMJHMJQ,VA,1-971-942-2630,United States of America,O,Zmlybwwvfrebpako,Ccrvdr,Ptuwfpifmmctyedehrcfiecvgtqiekzrfqujokgspxjeamvlnc,,,M,82.0,382.0,,2.0,934450.0
BVV10996,BVVJGQCSRLC,VT,1-696-241-0126,Canada,O,PKDURHCGMT,wdglvya,,2.0,Wzjegmqlfeenlkggcfnpioazrcblkpwpiravjhbfbmymlfuppirzzkedmekcgrlpyngeqxqovs,U,34.0,811.0,Robert Half International,,3108435.0
xcj10997,xcjdrtwnpffjzwbltngdal,CT,1-246-074-0496,United States of America,U,Mrujeviwxejedv,RZUUKTZXSU,XOUGTKXMULOPBYOPVHQBUTZFAMJTA,1.0,,M,51.0,612.0,,8.0,2984010.0
ejt10998,ejtpqcwpkmtuexsuqamxbdbw,AZ,1-920-174-9748,Canada,R,ncibvcodvd,Mwjyy,Avunetxeeyqmxkhiatwwkqbapaolpjsbinswvotmwrkbpxqupmkm,1.0,Dyqsiimaktyqwbikgikgvgdctw,M,99.0,324.0,Health Net,,3075972.0
JNP10999,JNPXAGHFRGQTNTBRMXTVIPWIOOROP,SC,1-024-590-5688,United States of America,O,adqqsu,Wjobmkua,Lvtvjdqpglfubkhazhqcjclajmphf,4.0,JYSKFNHAWFJW,S,85.0,833.0,Nucor,7.0,3256928.0
dtx11000,dtxlnfqq,British Columbia,1-159-082-0459,United States of America,R,ctukxunhdrtgfaxexl,hdokmlipv,Lwdxozkaoelvuwhvcfcmcslonfuhgmevxjwrkahnpvjemfgro,2.0,wbsupnsflbcytsfuvkqqckxpfipoajvhcumyvykapbfbwwsqkxgkdhejlpxkqehzmimwtbpp,D,,709.0,Dillard's,2.0,539305.0
XGG11001,XGGLNMSU,IL,1-534-842-7921,United States of America,O,Ldgptrveqfhr,lrsydq,Hkeamuxoxjpjhykuw,5.0,afoauyonmpzebglinvejxdnugdsyvupirrbgqwfdystuveyktjv,M,86.0,496.0,Entergy,2.0,3335019.0
lmt11002,lmtbsjixdamaq,IN,1-674-534-9910,United States of America,O,Xzmnhjpyjdw,Ngfgkellsy,TKCPFY,3.0,Xlxliaepmjllutukjjrvaqydaizwutpltssmoavadzlrhkmgqgsfmawcmswpbqmuve,D,67.0,366.0,Vulcan Materials,4.0,3679401.0
Wdf11003,Wdfadzz,IA,1-610-216-3732,Canada,U,Orxpddv,Kkskfahiqec,OURVGMVBTAINNCFDGBRTPINPVR,2.0,Fzjgvdoeknlekcqwwktalovelvahqfbuzofndvfpardkesyiqgzcapilfwwccloqjcb,S,51.0,324.0,,8.0,1800895.0
Bus11004,Buslxzohiu,MS,1-921-804-2195,United States of America,R,hpnbkfuauepcxixr,Diblximhgqv,EQQBXLJMBSCSNXFVOFWJVTNGEMCLYTVY,3.0,Rfcnavsgdkcxdhdrfxotodbki,S,84.0,597.0,CVR Energy,9.0,555825.0
Bch11005,Bchhkbacpkvndmufvnrggvedvtwxnb,VA,1-734-178-0676,United States of America,O,TPYAXU,GMPZFP,,4.0,wwxwzipkdlvczablvzjuxvnpealqngwudmkjfhnxsjwhxcq,M,6.0,534.0,Brown Shoe,5.0,2999627.0
WYJ11006,WYJQHLHHPUV,NM,1-547-439-5268,United States of America,O,cnpjeabvdozalsdacqgofvsb,EKBMVQXDUBBT,Uidinrwofeuogragwwpzxopvafughiaufefbhldrnru,0.0,VINORHZAKTGUIOOLOMPXTUAOGKDEXGFIBAOSDJLKVDHFVOWEME,U,64.0,839.0,J.P. Morgan Chase & Co.,3.0,3350736.0
Qkl11007,Qklpo,IN,1-256-511-3577,United States of America,O,Hmbpkjibtpqlpy,Kazqtaflz,IXMZQNRVFQGJHN,1.0,MXTFIBBBNBMHBKIAALXINOKTGIECMYSDKKKJTYMONLKCSPTOILNIDTTHPDDQEWDFESWFZHQCBEVOLRQ,M,82.0,524.0,Administaff,5.0,3360420.0
Ntg11008,Ntgkkb,WI,1-481-246-8505,United States of America,O,Pdwzpaihsvlj,Adtzig,nqwwqchsn,1.0,Fanpmwpmojlrmdyvarffmmxbwmposomrnehkbfggqzkdzitsbxpqgnpg,S,,584.0,Mohawk Industries,0.0,1920593.0
zbw11009,zbwnoafsojzhrmrvnkjtdjdvlbnk,MT,1-245-518-4843,United States of America,O,Tiiurlnszemgjedi,xomdcv,qycdprpchwxraatrimxblenqvindbvaqmgbshcvddozrujupvtsbqnqammbphokdmbegoegkcwhwzlv,3.0,RKQCDO,S,58.0,839.0,Lennox International,6.0,3961490.0
Jhk11010,Jhkiuzbpq,AR,1-387-392-4442,United States of America,O,KBCRDFEKZVJNYQCKJUEETZ,Zhjoqf,Xprclajcbyanvzopvivyrkafsuztjrnlr,,QNALJLNGJSUXRPMIYSINYOXEPUWELVRPUIPROWDNFWOCATFLOHURLJCYJHQYMKUVCTM,U,11.0,850.0,Timken,1.0,203663.0
MWP11011,MWPNPUXIXMADYLGIUWRHULCVYSWP,NV,1-279-097-5068,United States of America,O,HJZGBTTBDOQQXGLQDEAPTNK,tzcylsgoqi,PBDCZRRFLUSCVUPJERQNYFLGVYMRHUPJUWMILNJNKVKGQPZUUFFTJS,5.0,gzueuluvhlgcogowzmxfbudhtsaoerncqkedxunumugsrmfyzmpgnrasfzbseehiocopbe,U,88.0,539.0,Celgene,2.0,746242.0
Ecn11012,Ecnvwgeihg,Alberta,1-733-517-9989,Canada,U,kpfltszplvrsox,Gwczjbixx,yjlmljqpmyboelfuhpefuqtciwavskwtrmdkknsmfjqqpmkafpawhuehgxzxowsorxbyoz,1.0,LTMLI,M,87.0,317.0,Ryder System,8.0,3452288.0
Nml11013,Nmlpp,KS,1-336-800-4414,Canada,O,RVZVPUKZGEUFAROJRYEN,Ilijp,wlqkteduzinvutilcetjfhpmhrbgyvzxotni,3.0,lkdsrmdjecuahxxqwqmlvvuzzrxcvrqj,M,22.0,787.0,Teledyne Technologies,0.0,3126002.0
Kph11014,Kphqtqxjldxpjjm,ID,1-450-605-6986,Canada,O,VJPXXIMJUEDR,CINOFKGQCFIC,Kguvm,3.0,bgaaiyxiuinpwdgvsfwayrpnur,W,86.0,320.0,Scotts Miracle-Gro,2.0,3354045.0
VCP11015,VCPJPBXAV,Manitoba,1-875-210-3192,United States of America,O,Coypbwtngjaewnblxwbzzxxorzq,npsexx,imkrjlwfekcqqpuserlhwroehgmlwkgsbmmuu,4.0,Dgeiklfwvbkvjmulelhbpgrtkssdfctuzqjcbjltji,U,39.0,562.0,Expedia,7.0,1826409.0
Brw11016,Brwjsrdenbemgmobwdayx,IA,1-669-219-6977,United States of America,,UJWQRFRVGO,,zrahhnxnuxsvuemspnakybnrawjdwuaejudvdodfndwnpecdp,0.0,Cdphjyeofkaidhcoasulwxlpawwvdamjnjjztgaljkmbqj,S,96.0,665.0,Perot Systems,0.0,222526.0
Skj11017,Skjrxythhilibqvbzvqmnj,DE,1-465-741-4961,Canada,O,Uedyuuahlxeka,fndje,udzyrlebzpmjltdhjadxaefdeyieyhepfvimbfhdkpssmplhhlccjcfemjquyb,,Nbsqftvt,M,49.0,822.0,CB Richard Ellis Group,7.0,1167631.0
poi11018,poikivdweeuf,OH,1-703-059-8730,United States of America,O,lazteravivjihpmybtfczvcko,YJTDJFN,YNEHK,3.0,oobdujfkmwstgsyexocrfxevjsrcogumservfrjtwnqrquggxogbtfhdgbhkmcvrq,S,90.0,631.0,Bed Bath & Beyond,6.0,57285.0
Qnv11019,Qnvfzzejiualip,LA,1-552-793-5246,United States of America,,zzgdzp,umlly,Cyytmwibtsosrxyf,1.0,fufhytszwebeodxiibwhwtraghyyev,W,43.0,732.0,HCC Insurance Holdings,4.0,3757167.0
mgh11020,mghrqtxkpnu,SD,1-527-518-9041,United States of America,U,Pdsfffefjgjtnnfeholnqnwdwljcc,Fsexdgaommm,ceyhyzcvwwaugaknwrlvulqnbupeumpsqfikvmlajndgpzntcdycbjacrjnxdji,1.0,Ceotobmgwqdvsqessmnnrossnjeluieecfkrqbmnrudfpjwzfj,S,,325.0,Baldor Electric,2.0,1804426.0
Mwi11021,Mwiaklvffdsjhzutmptxzxpusz,ME,1-917-057-6244,United States of America,O,ZXSRSQHRICVDCXNWPXVK,Luqsx,ebnnwbidaydxclqvrqgwqvkcjqhwidjnzkpclksfgjcdxyqkgpwkjndisbpefusfjkiuoamimlmgmlfb,1.0,apwawkfzzzadyejzdnmqpxovkhgypiqqewvqorjalvipokoissqjpblfkgenvhkwez,U,24.0,585.0,Biomet,3.0,2301098.0
uof11022,uoflixknvtgxz,VT,1-766-928-4387,United States of America,O,Aycsetsoawdnlegv,HBKFAFAUKAG,Hoqpxbghhmapxbpvdwewxuo,5.0,Vbfmfskyqiwadtuaaywgdxxmptysjokuuaqfuebh,S,,459.0,U.S. Bancorp,6.0,
Pfe11023,Pfeayacxunbjkecxjgnlmrfklazg,AK,1-869-756-1924,United States of America,R,Pokubvwzawjzfuoorulgjzoqyqp,LEEKZ,,2.0,aygmbjnfrgllsoictwphfsgikffzgbbnsn,W,52.0,359.0,Cenveo,10.0,1288597.0
Skv11024,Skvuxppbrgusmslyikcobickczrqaj,WY,,United States of America,O,Fatpvvpockgbrokpzwt,ivtamkzu,,5.0,Lwbunop,M,43.0,506.0,Kansas City Southern,,3628047.0
Qai11025,Qaibkfkwexcpxlqlky,ME,1-016-085-3652,United States of America,,Uvmxnvlppucvbniuknphhtxtscsmq,ASLDU,,5.0,Cjqvgqdig,M,47.0,626.0,Yum Brands,2.0,2146069.0
Opb11026,Opbmlmrqchrqgnyumvtbfk,CA,1-874-797-3511,United States of America,O,mckvzgqvoczdytbickeswvn,Svppilfzzn,Qmdsxhqcubgflzeguxbkrtxzaqabpubahmarajjoblaivoxoeyth,5.0,Kdrattsaeztvocbzvtnebpwmytyjevlngsjbdirdaecpergiplafrmtuysfloyexifekxm,W,70.0,739.0,Sempra Energy,2.0,3966943.0
OIB11027,OIBLIOEXVCIPLDIYTRJR,FL,,United States of America,O,Dctig,Joiko,Ipxjggcexwowqpxwjyeapjluvjwxpkxuarbhdatdfy,1.0,HFLWTETNSWRRFJEM,M,21.0,441.0,Liz Claiborne,3.0,3869600.0
PQG11028,PQGYBJKQXMMAUIUIITLRBUVX,UT,1-390-699-5377,United States of America,O,Cabostqldudzwl,Ltnzhgygz,DVHOMNVAEVIJIGFJHGZDCMTWDCZZKJVPTHHORPOAKPFNFQTXDTLVT,3.0,qccvdvpkkgaquheqbwnwrdmqzqxzwgysjkrtkuuclspfdtvhgiecsulnoqevywyvubdpfjxddfvki,S,3.0,582.0,Equifax,8.0,276893.0
fny11029,fnymautmd,HI,1-951-830-8970,United States of America,O,hbcbxihkqhxjmzk,QIFSGSUEWS,Scmadgvbcrvyxquzcnspfoqiaezxwjzgozusajelznojatvdcvhuymtfevzhgylfr,0.0,HSOIJAUNIAZSMLWEXEXG,S,80.0,475.0,Beazer Homes USA,4.0,3349062.0
Glb11030,Glbehefibwhnbytaur,CT,1-227-344-4616,United States of America,O,JWQLAC,enwoyeu,Kfjtayynsobkykfyfrwzdhlxucjwudqgnxkivmuaydmbvgqoazhfszesvrndmnbzdhwscxztzipn,5.0,HYSBAKCTM,M,90.0,602.0,Conseco,9.0,866592.0
BUM11031,BUMDQMTPTLPHFFDBM,VT,1-744-471-5504,United States of America,O,NMVTHWRWIDECGAZOZOTLDYLAUB,Qdjzlluqspxw,HFZBUWXMCBIMSZXOXKPHLJQNUFEPHIBAWDLSOZZMLOWZKIRGLCAGNMKOWACSDVLPTV,5.0,ontatgokzqtdqaoodkqhemzmgtjzibsqyiubmbfmnrhv,U,,321.0,Baker Hughes,6.0,2298774.0
Ppv11032,Ppvbxcyoiaiektnyaaoshxosldbn,UT,,United States of America,O,Kzgeegpkhbi,iyxuc,NEOMGFWOIRQRAEEKNHOQMKLNCTNKMWUGNUCZDIBRIFEFWPYYPZ,0.0,Asnegytlktvedwndhgupdexuznhdqqhsclmegotlfgfkqxotnf,M,15.0,542.0,Levi Strauss,6.0,3022407.0
AQA11033,AQARGLDHRESPTGGJBWIPPOWCPXA,Saskatchewan,1-650-951-4325,Canada,O,Kqvgughmpdmcbjqdlsegzaxuxeqe,Ldkhd,,0.0,mqrulypatlujyuzjmjrgjzhvnnuilhwqaxpwabt,W,86.0,489.0,National Fuel Gas,2.0,135667.0
Sfb11034,Sfbgefqkxqim,OH,1-065-202-3903,United States of America,U,Bsdfzfsrolkeeovgshurvdxn,HAQUXHE,Tkbblwmewtwsdlocylchuvspeiatzdrywmknvj,0.0,Djkpaaqazirdwxgtgdzpel,U,65.0,363.0,Hawaiian Electric Industries,7.0,2115782.0
Yah11035,Yahhtuxmlqrjhahynuldoduqopnqh,WV,1-196-292-1247,United States of America,O,rzgeeugytomwkknbssrmree,Zmskwi,Kindxt,4.0,,M,33.0,454.0,Yum Brands,2.0,224027.0
Oxf11036,Oxfjhmwaqkifelkensotwzuurdlp,WA,1-634-319-5917,United States of America,O,VCKYNXCQWZLGILMOTVC,foddzcobsob,Qjjcozmlksbypgqpeztywviflftsirfuextkluq,0.0,Lwqirrmpgoglianlzpbjnmvvpjhtcefpajnwarejgajhbyyrrkfysvypi,S,89.0,305.0,Erie Insurance Group,9.0,772022.0
Mwh11037,Mwhelwgnlq,NH,1-333-536-9184,United States of America,O,KHPCXPWA,bbvxoa,Ekzstoywlgvaqhimdsomztyayhofyr,5.0,RAXQBZEFITSEHSQKTZOIWFHYVQTWFXQYFFYXQHOFGLVIBVNLNVXT,U,66.0,510.0,NCR,10.0,1479989.0
Anp11038,Anpmdkyeurhgfkmvms,MS,1-120-566-7389,Canada,O,Damapncbjwxpqapknjprgwfcjtot,Zskrroqo,ikccfisfogwsyrsrqvlfyabacii,3.0,Qwxalvkroe,U,95.0,356.0,Brown-Forman,3.0,275474.0
