gncd,ntwrth,frstnm,mddlntl,crdtrtng,lstnm,nmbrcrs,mplr,phn,ct,ddrssln1,ddrssln2,cntr,g,mrtlstts,ncm,nmbrchldrn,wnrrntflg,nmbrcrdtcrds
ETG9398,847782.0,Ckdlmktctth,,501.0,ETGDMXVVTVDKFGDT,1.0,,1-243-000-0593,Fairbanks,Ixmmtfdbfnjvjlbuolanldheuojcrohnccjqjmqcvmdecfqzkyvcd,Exhamwkvqtdiijtrdvomdrzusjwtxxycptgzgpwjgjenlywtrjo,United States of America,38.0,U,41921.0,2.0,U,6.0
Bsg9399,1163096.0,Pcmvaeczcwzpbo,,817.0,Bsgofuauvjpvtylxalhup,,Live Nation,1-753-749-8892,Yonkers,qifnevglowuqdihkaalxnvkgyzqmqkldrnnowlsqnmehayfqsknaakqg,Tzidllkblfdkjvfzilvm,United States of America,83.0,M,257887.0,1.0,O,7.0
OAW9400,2521199.0,qiufevykwzviojgg,k,653.0,OAWEXBZRBGJFZGIGZ,5.0,Univision Communications,1-135-620-2410,Yonkers,EDMWBEGIPNMTF,clrcphnqhollvdgzkxwdqulvktwzgnadcouhotzdbcodyjhmccjyadeioplmnkthcluh,,86.0,M,30394.0,,R,7.0
nzr9401,1028705.0,Luridhgs,,342.0,nzrumaphavdo,5.0,Procter & Gamble,1-770-368-1144,Newark,Chfvsbnuthpjwuihipmjnvteduyqajtfkwjubkhmfvfeessehntixvarvnhogabeqy,naqsvlttnyuyidwuesydatedosfxcwnfnxn,United States of America,23.0,M,,3.0,O,4.0
Jwn9402,284279.0,Bibexkfsqqiimdkapto,I,470.0,Jwnbagheaoevujfanobrqz,3.0,Enterprise GP Holdings,1-003-170-7046,Glendale,YQXWKSVHJPJDSEMOPVFCPOBFLITKUNUQUDFESTKVETHAGPPWDJEEZBYEUIWUBRJCRQKJJL,Ujvmmmsduftahqfgqojvrnofrdrlsyykhapfcqqbtholvcnjipgzglzxvzvymesksnlcdpo,United States of America,86.0,U,324312.0,3.0,O,4.0
Ozn9403,3982154.0,Rnirygadoopmzkaehbwyxipa,,738.0,Oznvqpzwxbzyaqsio,3.0,Great Atlantic & Pacific Tea,1-747-573-4013,Macon,Djmocxeqwenrrnhwvuhuqcvdhptxuuptgxfffynaxmfguybanmlgka,Wiodeogsqriplnvjdtnbfadjwpoye,United States of America,95.0,U,206115.0,0.0,O,6.0
Coy9404,1358649.0,Oakmlfsklfcllmhcwxelk,m,721.0,Coyxmzjraqajpsfz,4.0,Guardian Life Ins. Co.,1-651-224-0340,Palmdale,oojwwgn,nyqihhhvcfprysmdmadmihwmpecjzrphvdnjrgqusexpzlghs,United States of America,66.0,S,286350.0,2.0,R,4.0
Yig9405,2950960.0,SPMAHFYUDALAGLJJIETVSVBYKPQ,,608.0,Yigivmsskhaymsjbdapgveha,2.0,Berry Plastics,1-434-139-0541,Greensboro,njdtoxprjctsxbihwydhthybtjimnskiybwijkptlmgfujagoiuebiovuusxdt,Bhxrlypufbnehgitqsuhcaamlfsyctjtljrcwnucigksftzzkoexjdcbjtleibq,United States of America,40.0,S,,1.0,U,4.0
Laz9406,,iknynttouqvodefckonfdpj,d,387.0,Lazjxsva,2.0,Xerox,1-041-707-1801,Huntington,,URCVYYIJPGBDQJVVNXPMDGYTIIAHQJFJIU,Canada,93.0,W,396153.0,3.0,O,4.0
Gou9407,,Sofdvnjwuyj,,,Gousrcxolpdcppgxnuwosiljedjrq,3.0,,1-142-543-8989,Nashua,lazxabkldnvllkfvjgabduysqudrmwjkyjaqcivexokksqixs,Giokxxqmvnhmsaznkxsdbymqnmxtarpziissclerbxqonawjqnsobvckzrvkduyks,Canada,,S,113282.0,5.0,O,3.0
Den9408,3035527.0,Nqgsqguixwb,k,535.0,Denwxbmvj,4.0,NetApp,1-642-408-5459,Henderson,Kilgrntjdfhxg,Tnttrcvxotyiwwjaxwodqquvisgfirhfbnyknfrhmnnoollhlontqexgzoggrlhoegway,United States of America,67.0,W,107612.0,1.0,R,5.0
Jft9409,,Shuvwtjrfoupgnutmljh,v,602.0,Jftpoenpdwhtfpl,5.0,Cliffs Natural Resources,1-471-916-3022,Colorado Springs,Ipepdkutbkyhwnsnbpmwrzvkuboxfgzofceqnnllzz,Wiqmtegcgqblnxywptpalhniqwlitwllxbgshbuxpmejgmnsthttbvfvqxugqnshv,United States of America,44.0,M,52850.0,2.0,O,10.0
SBQ9410,2078834.0,STWVCISQT,S,791.0,SBQKXFEOGDQTHKASJGCVJMPXRTQ,1.0,AECOM Technology,1-916-703-9205,St. Petersburg,Qmwxfhdnuvr,Hbdmrwjmhz,United States of America,85.0,U,442069.0,5.0,O,1.0
DQN9411,932477.0,PZBNHW,,565.0,DQNCFESCLFGHLRAZONYXOLYMT,2.0,PetSmart,1-549-791-3741,Columbia,Pfbdja,tfpnrjgsvhvepgpgzwjfmuypzxwtaorbymhnbaodipgbwmtuafuizckqp,United States of America,20.0,S,424497.0,0.0,O,4.0
Gxn9412,2356456.0,zwlemodde,,785.0,Gxnxgllezimfzoydoto,4.0,Hewlett-Packard,1-361-871-0230,Fargo,TGFQFIAOIXQVOWPLFNLVSAHBZIVUQXCPWKNXUEHHYEVYFXDCBJVNDXQMLEYNGCAVIOACQMTQH,FHEQIYR,United States of America,55.0,,194585.0,3.0,U,9.0
Uil9413,2372383.0,Xkujx,S,801.0,Uilwtdxhdxslwdgqcmqlaa,2.0,Hudson City Bancorp,1-835-025-3174,Milwaukee,,sdlwwsaatjsbfjpgzxwsunbrhqyfduilkuwoleug,United States of America,40.0,U,427521.0,0.0,U,0.0
GXC9414,2157485.0,vptvgjqcyboich,,398.0,GXCREA,0.0,American Express,1-650-468-3471,Eugene,tmeyiaqxajnupsbrmgdwwpyqyuobnjoljod,Doifcitejqvltb,United States of America,82.0,W,25203.0,3.0,O,4.0
grg9415,1629131.0,cnczuhpgx,,679.0,grgavyxejbmddfshvsdsqlgmudbj,0.0,Kla-Tencor,1-376-762-0093,Fayetteville,AQBABKVAQRXYSEPIXSEYUMVQQHTNKUKWPEXEJSGTYQTHUACSNEEZ,Sgoiewrlawhrsaaleqhiqgfuxqvdofcnowooprtjdmbulabu,Canada,40.0,S,314243.0,2.0,O,9.0
Lbi9416,1281786.0,Oyjqmqnhtprerylvposclvexkjk,J,356.0,Lbimxyxlfawvqz,5.0,J.B. Hunt Transport Services,1-942-284-7016,Cedar Rapids,jhdivvnpiuakzmtklchbulifgdzfchfbzeuvciujsfsalbhgnqocsudmvjuxkihrpxmdoohze,zbwiltbeermwtmcenicfh,United States of America,39.0,M,215905.0,0.0,O,8.0
jha9417,,MVAEBKYZIDNWLRBNKSVBGA,,480.0,jhagzgl,,Cabela's,1-294-143-0630,Buffalo,Rwcvrkwajhadbf,Jbbceekmvuqjorluaizzxhkqsvfgdafwjveobvgdneemkuqfwnychkxuxcbsivrtceaclngthck,United States of America,56.0,D,249321.0,3.0,R,9.0
HMW9418,1912860.0,JXVULDMHRNZ,,376.0,HMWBGTSOGICYSOMKLSTXWZTCQA,5.0,Nicor,1-777-426-7369,Biloxi,,FZJTXEYVNQELVINIYIRKWRQWCREXQFEPTUKQOUULKRUGPDKNUIMRXBFZJC,United States of America,73.0,U,435102.0,0.0,O,8.0
cvf9419,815582.0,Dsehgwshkvpyzzg,,591.0,cvfulexvpzags,1.0,NiSource,1-976-380-0264,Simi Valley,kxpgibfstrkkftbdyamucdbalmqahemrsxhsjufvtzixcswafwqbquhsiwvqobyakuktihs,Dubtnimvgbjrprquchcvkllnlfnbnenqftvxijnrukkpmfr,Canada,,M,359437.0,1.0,O,6.0
Psa9420,1475743.0,Uurhfxjhqhxdmcfdmvrhyhr,,516.0,Psajlnai,4.0,Crane,1-733-952-9511,Garden Grove,OKDUCMYRPLMLRE,Abieoesbigujcb,United States of America,61.0,M,197021.0,5.0,O,0.0
tcb9421,455426.0,mcpbvxpprrqmgfixoqkfpc,,595.0,tcbavzovims,2.0,Wyndham Worldwide,1-461-827-7331,Yonkers,Wfentbammniegyxnfrwpmbzfndaomrdlzzuwrwpkiqqevcagwsvwpssmreylctucdnnwhvingmw,KBINNWPGVFJSGT,United States of America,33.0,S,188916.0,,O,4.0
Mcp9422,1352390.0,Quvkyrryldmgjjobgphhnmgqel,,688.0,Mcpjwibnpbcievzaidbpdyzevjnwg,3.0,,1-505-629-5554,Fort Worth,Qzxcjjloqrhqhsvqrywvlaoeqppetbcrvmwn,Owfebaarhdwdzwmcrqsjjtcysnvgsrtacxjgguhncybyhdqxmdgyyarlbzhlcbxcec,United States of America,73.0,M,181793.0,2.0,R,7.0
Gcp9423,205601.0,WYQTPLKNAZJQEISYHGGVNYRVLL,,724.0,Gcpbqwoxfbgawsaxfsbjcobzpalqtu,5.0,Bemis,1-993-925-5242,Warren,Addnshoeikxalllpgtmepn,Xatwcojywlcxxqnfkgajhlxwmbksrh,United States of America,67.0,D,271110.0,1.0,O,10.0
Mcp9424,2763552.0,iugjhlhfjejrmb,,813.0,Mcpeasqbdksfhhicigig,5.0,Kansas City Southern,1-700-360-1448,Orlando,Jcgmbs,jzpjjhzxg,United States of America,34.0,W,43922.0,0.0,O,6.0
Sgq9425,2495715.0,FWZMH,,307.0,Sgqmixjli,4.0,D.R. Horton,1-852-810-8213,San Diego,Ybbopmozjtqlbuvtyqtjhmballiaxapdsvdmuffkbpeatazhwaxhqmnndcc,DUOPZBJWIBVHDQZUZUHQYJOVCCYIRWKYDDYNCXWSWGPNIHPINTP,United States of America,15.0,S,72410.0,2.0,O,
VBI9426,2159419.0,Bnxlshrviffxyvvjldvuwzndapj,,729.0,VBIAHYKCJXQYRMWFQXEKO,4.0,Yum Brands,1-815-234-9736,Philadelphia,pnpphhyfcisxlifcltnqxirbdmzdfbweduyirvomsrqymbsppujsp,znvwgubwkcqhavukltgprkobgbvtkumtjpcmkrtdmlicejikbdlomtwhurujxhlrktpyhqawcjjd,,58.0,M,53233.0,3.0,O,8.0
Mjy9427,1071328.0,dybwtoxepxusuatkumuxxcb,,656.0,Mjyhgaskpxawfzvlns,0.0,CB Richard Ellis Group,1-802-548-9072,Palmdale,QTAEBN,sorvpzj,United States of America,45.0,S,246776.0,3.0,O,9.0
JDI9428,501427.0,eekyymnvwehsrscvyy,,810.0,JDIVWSTWZIVNDIVIXWHXQUQTJRMLH,2.0,Paychex,1-234-384-0542,Las Vegas,YGUKAIMCESZBTSST,whiiunlynyjhuxoojurodoorbxihmlaesugfpbcyjvhrxubzpwgkdbqwfkifhbkcnfkwupliifxda,United States of America,57.0,D,474229.0,,R,3.0
Jgv9429,1364129.0,tcszgwdovexmfuntucyfrbmxrxh,,613.0,Jgvhygmsa,,FirstEnergy,1-283-018-9240,Fontana,,Hdbpicbavfkrzyuelonix,United States of America,13.0,M,346332.0,3.0,R,8.0
WZF9430,2773908.0,dbujibldqtn,,486.0,WZFXOZHVWOENDYCNN,2.0,,1-314-259-1147,Saint John,NIYGALBCIGQOHYCQUMAUJVFTHHISHSRNCEYMGIEPEKORXSHHSBODGDANLITR,DGHWPZMROVZPJEMB,United States of America,11.0,W,,4.0,O,2.0
Ise9431,3953127.0,Krxbgsrduouxibbtdebi,,,Isekxbydjfsd,0.0,Varian Medical Systems,1-434-880-1350,Santa Ana,Yvuwegaqkrvghlnmxeljvddebncvgplszgynabweadvbziiwqcg,itamhnfsuqawy,Canada,75.0,W,32728.0,3.0,R,6.0
HRJ9432,2931206.0,lbmudhmferazjmmmelvcpcmajtvii,Y,418.0,HRJFXSY,0.0,Tiffany & Co,1-219-743-5408,Riverside,Wzqjuplvbdkusgeaojieayboslsxrugixmsmuptxhepcadmqwvvcarpxgkljkqdvxagu,zbacghjzzgrodqwcwocuhusvfrtjwcxihqbvsgrlhcundsijkchsksmnzl,United States of America,83.0,M,313671.0,4.0,O,9.0
mcu9433,1090819.0,uutdzwifdmrcztmoyvjuhcpo,b,,mcusdrmacvfqmclkvmecmvg,,,1-779-496-4262,Richmond,Ucwkiiogjpvlhcmutteosoiqjownbmbjikbbxotujdgodpdp,Jlcmqxtn,Canada,77.0,M,275885.0,,O,9.0
Hqp9434,,qhamuclkblwgbaq,f,759.0,Hqpeov,3.0,Fleetwood Enterprises,1-439-159-8222,Louisville,VCVMTMMLL,Exzsrphbjjzbanzdoiwhggkxdtzwdlukeidpfuespzxzucbroerjskoelqdonjmtolsfqrrrxzn,United States of America,46.0,W,220493.0,1.0,O,4.0
OQK9435,1121482.0,Xrtztgcavhn,k,404.0,OQKWFFLWNULPTXOUZTOLG,1.0,FedEx,1-179-752-3528,Rockford,Qlgzpzdwofzzvawkmvadammmazodrwebvtmjftgyhebpzzgfxiuqr,Nraxrxliiotaymrybq,United States of America,32.0,M,213252.0,5.0,O,4.0
KRG9436,1687602.0,Euaesnqnkubm,,544.0,KRGVPPEKHCUJZV,0.0,Assurant,1-309-866-3200,Simi Valley,,Jjstwkcpunrpee,United States of America,51.0,M,83831.0,1.0,O,4.0
Que9437,863567.0,BQUUQFPH,T,385.0,Quemajsgmdnqt,,Vectren,1-520-320-1879,Billings,Iuucregtvplbunmpiywryxsmjhahcyseqqnvzbagreebjxvporgidpamfhuxqtvtsiws,uwnxwkeevbsiyfhjsvmbutydnnjuipnpook,United States of America,58.0,M,157956.0,1.0,O,10.0
oes9438,1915336.0,Cylbiyb,,649.0,oesxklabtcibu,4.0,National Semiconductor,1-014-926-9892,Iqaluit,Lwqlllxczdpr,utfgzyicxzutqgtjktqdbaklwkbxjycjwzqhfryktrbfjshqurxdegfifwn,United States of America,1.0,,,4.0,O,1.0
Cuf9439,1108967.0,Ldinlhbs,,703.0,Cufrjtnpejrlfa,3.0,Sonic Automotive,1-249-938-4154,Paterson,CMJRCR,rkwwbefgsivxg,United States of America,16.0,,,3.0,O,2.0
Omv9440,1564637.0,Xxxdzcxkofsngdfyqxmdqu,,,Omvgtouw,3.0,Nucor,1-665-361-7531,Grand Rapids,RMHAZXNXXVPBITZHJPHWGRERATOUHMKPEGPTTPTAVIPIOOEAWXXNETCKWM,Dafcoqeydbkb,United States of America,28.0,S,467572.0,1.0,O,0.0
Jgw9441,2698242.0,DQQMRTM,,369.0,Jgwrghkaifnpcggyklb,5.0,MeadWestvaco,1-538-466-2026,Saint John,Gbczfijciqijpgobbai,Dxuuxjqicgkwamumhymtqufjraqglloeplgxchgu,,33.0,U,43184.0,2.0,O,4.0
pus9442,3827700.0,Lvovfmwbm,,735.0,pusbz,2.0,Goodyear Tire & Rubber,1-394-462-5885,Albuquerque,QBIJUJRYRGDCVRNTYXVPKMJMVZJVCNARVQLXNZGX,cgtnomvhwiuwwcvefxsqxepmpttxvxbpwfruwlgoyaw,Canada,83.0,M,182367.0,4.0,O,1.0
ILQ9443,,Njbvefsvabsdztbvfagpduagposr,J,805.0,ILQWYQNDHHOGREWAQHFJYHVKHV,2.0,,1-469-273-2200,Grand Rapids,hbfaaqnvtbtroqomyhdgkbgryqdpvklhbcizzsyjfijwcicjubueybkwfgcaupfnvavqjfkmxemjw,Uimrehaelpmtkhiejncykz,United States of America,0.0,U,94040.0,3.0,,
Jgk9444,3966122.0,LLQYTRNU,,641.0,Jgkzbqbgmgeklikjdwbwvi,5.0,BE Aerospace,1-327-499-8383,Peoria,Syixuxmcpeqzotnmnnugkidkexsjfsmnmazfrrjivddarmpqroucbaemoymvzgwwumabsiblf,Pjtxjyivgcsnmfsoysonjpahbrpugsunsjocloerygslzvimykcgorjyzhmjzn,United States of America,,S,77740.0,4.0,U,2.0
Dwc9445,3248589.0,VNPEKNSNKKUZSITGZGIZEFA,,730.0,Dwcmwsexkefzscbdvacirjchyvpt,0.0,Hertz Global Holdings,1-123-547-4916,Newark,ggtrfwgvjirilowvoiacbqojagpubuwdyravocvibfrizhouenfkhqijswodkuhkwsuebwitclwtokv,Thmlaixqnrb,United States of America,65.0,M,404963.0,4.0,U,5.0
dqt9446,1543885.0,HYVPZJJGCUVFKH,X,834.0,dqtwzvwvzntfbbcwfdgl,2.0,Whirlpool,1-651-484-3426,London,Suceiidxnihsxueo,Whdxbfgtkdsdtgooqqgqosgrnycuelwomsihimewswungxbxxx,United States of America,63.0,U,330058.0,1.0,R,2.0
VCR9447,2846842.0,zcfojvgupocngfr,W,424.0,VCRSCJQZZUBVRDPSNBWJF,3.0,AbitibiBowater,1-075-885-3063,Norfolk,dtxphhutopsxjnbtrilrdrhbwxyiwhqlqnarnrolcjfrxaoxtoprmteuxeddbmxdqzmetomaoties,pbywoxhqsagqtlqxnhybgvuulkrsvscjtjuwbpxutwcqlikasqcxgox,United States of America,5.0,S,417458.0,3.0,O,9.0
VMX9448,,Wjtjeendyac,W,711.0,VMXKXNYRULQJLUDOATCMDHT,1.0,,1-264-616-2616,San Jose,iyivizsrlldprtqsotwsmdlmprzdcuvhqba,Tlxoyaglycyvsgjoeqesfhzrafscywgzheveseerzozaplntxoupysotmscmoajsnwqztvumjk,Canada,80.0,U,278446.0,5.0,O,4.0
ovr9449,2354544.0,Sitiqoswakjeudtf,K,651.0,ovrucmqrllox,4.0,Raymond James Financial,1-926-759-2026,St. Catharines,Xjbdqspxkjvrkehubdgbqscdarxxeismwxujpibunvfxjexiqpnsgbowlolktjuukeekliljjo,gwxcljsdsutgrjxixfjaaoopfogvzvbetbyuzehuwzpxodknihcpmdqgwerdnmutlyckar,Canada,19.0,W,350443.0,5.0,O,7.0
Hqp9450,,CBNTFGVWTOCLAABCILCP,N,781.0,Hqpvvbwtyhqixswunihqgwvndvgp,0.0,Republic Services,1-248-868-5643,Phoenix,Ddxrtsbmzvwbpqtknhjwm,JHLBHAPSJT,Canada,97.0,W,137583.0,1.0,O,10.0
YUP9451,1417768.0,IEZOGRRKGXXVUFTVQLQIWTW,c,796.0,YUPHKGVDQJUFDZVKRIAKMVFVCVY,5.0,Hill-Rom Holdings,1-557-404-4027,Jackson,HIZHXHRMXQLMLBINEBXLUICAGVTCROVBNCOZMIYIBPANBCA,QWVORWRXGLOADIEOBZQRQFLTQDEQFELOEUUQVUGPMYEMDDAYJJPGEKMSOMJNJIPEE,United States of America,,U,241037.0,2.0,O,2.0
Idi9452,2519470.0,Vizklyikfbedxljosvqwtprsufgpxz,y,644.0,Idihdaepojqihgngbu,3.0,Perini,1-836-310-0994,Edmonton,Jfzoezvvubwudkugiyxgdybfoiuiqbezzdpfvdlmnbkydelhtssqekblrbpnezqrdhhcneuj,Dcvbolsompklmffgssvltgvhbqjwvdqexy,United States of America,69.0,S,399863.0,1.0,O,8.0
Tqb9453,2955446.0,IHADRUISJBT,I,401.0,Tqbnafjciinsspdafhmgpeoa,4.0,Colgate-Palmolive,1-843-949-1842,Chicago,xoiovaipujzsandrtoxmehmtptx,tqcisssbsnsulykfimndvhfcjuuvyxgfedjmmdpcblewuiblkixsttgncp,United States of America,92.0,M,,1.0,O,9.0
Aes9454,3586672.0,VAQQGJGWOFQSGXDHIHJGQZC,,,Aesfusoyrm,0.0,Fiserv,1-321-626-7500,Jersey City,Ruvmi,PMVHYGEYSYOKUYCKJLQQCSJWBGNLHWHBOJSXSA,United States of America,17.0,M,88608.0,5.0,O,10.0
Epf9455,2939478.0,Xklndzkubdihalq,,655.0,Epfpbqvlgmjxtcxbyuqsc,1.0,Belk,1-081-367-6586,San Buenaventura,KMJJDQLYFSCXDRMJCRCYDSIHFBCJQVIYYQRKCQOEYCPBYTHEGHWWJNJOXBKWNPEDONZS,RSHMNCIRQOUYAPZIQYIOLDIKMMQ,Canada,49.0,M,206395.0,4.0,R,9.0
Ffn9456,2827456.0,ztvixiwgn,P,435.0,Ffnhg,4.0,Atmos Energy,1-476-410-7306,Eugene,vdacewsgdm,Ptdachogmyujkmwuewuqlqryytkugbmnymw,United States of America,69.0,W,446935.0,3.0,O,9.0
pap9457,17134.0,Wgyhjwhkwwynavgxerzvnimnjgt,,674.0,papshbksextrzddaejcnpntii,2.0,American Express,1-306-138-1852,Alexandria,Urfhbodrfcuzcpqsmrhingzvhefpadbvkaeuvipirsqtfujuzutwdxmj,Grdikszasbmbblhqtxzsdyfljgvzxjiht,United States of America,15.0,U,51971.0,3.0,O,5.0
Nkg9458,3886166.0,Vdbmvczmfacictfnrnwjibxcllr,,760.0,Nkgzwsemgwvrogfbnlojpqfxet,,Teledyne Technologies,1-738-679-1863,Vancouver,TSGBEVSFDAUMQQYSYVRMFLKOPYDQUHBUOWNGATWPQLXZYKAXUYXSKNKNFNXHPYNRAWVITXJBWX,hbcvtgaargxxdxdkllatdfwmfxcainjcgrrhbrxhggkhxcbmfyjzosenrft,United States of America,21.0,M,369850.0,1.0,O,1.0
ufh9459,191154.0,EKDDYPCTHOTJQPTCHEQZWIPPW,N,496.0,ufhrukyazauhneec,0.0,Integrys Energy Group,1-250-092-6595,Hull,Jcrrxtpxqnwgjrqqffchkzsbnlyjptraszsvdtbhgaguhzhkreibsphdmdqcdihuclbypmrtaiwwnfsn,FLTBIOLOV,United States of America,34.0,,38251.0,2.0,O,1.0
tmt9460,1856083.0,TUSBQIOXUJHLHBMLHJLDEWIESG,,493.0,tmtqbjshieprffq,,ON Semiconductor,1-137-415-0657,Spokane,fwcsrknoauqvnvgvqrtsxnnyqlrbjuhibqkrmcobalqc,vpblmzntvizvrteqinrciklbxjkqoxnzgxtclardbpffpbdrwkyusqsmquclhqigshu,Canada,55.0,S,206315.0,1.0,R,5.0
rnl9461,1001341.0,ksest,,786.0,rnlkvcckzxdvyhbvrota,1.0,WGL Holdings,1-218-529-4942,Oxnard,Dmmqwjrlmpdqwzrtuigtejvlijdxqbziajirturxenuleffnmpnhtlrxnxmeoipvglhjapw,UPKNMENMNTYIDQEZFBCBYNEEUCPZADDTNPDEEESNTKQFHVPENCV,United States of America,100.0,S,164978.0,0.0,O,6.0
pit9462,1537954.0,Dlnlbdigigwdujievmrsavrjnso,d,662.0,pitwjqvlegfyvpaxdgdubsoat,1.0,Urban Outfitters,1-757-529-1404,Rochester,Jxfhlnkwohygdyq,,United States of America,59.0,W,166099.0,0.0,,3.0
ykm9463,1683196.0,dfmsbcstmymsxxuxtkucprdbvx,,758.0,ykmbdtn,4.0,Beazer Homes USA,1-816-003-1563,Baltimore,JOFNWCQDANVRVHDQCPQIWCQRWIJUUFB,Yscgaotfllwpwapnndteuwcnjrnfgnazkwh,Canada,21.0,W,151735.0,3.0,O,6.0
Ieo9464,3685385.0,Yhierprljgnifrqiotob,,,Ieowh,3.0,Consol Energy,1-347-832-1748,Stamford,Hnlaljnwesbjnd,ukptoeebgahmwcxwwtsllkdumyvddggxggvvddrklfvoqacvfpdppipdgdlqwvbawtinygxasdfuef,United States of America,64.0,S,273278.0,1.0,O,3.0
XPB9465,2095651.0,RVGXVZCYXYRD,m,403.0,XPBECHFKGQRNMIV,3.0,Lexmark International,1-408-519-8134,San Buenaventura,SBOGNVDIRHGLMOZBYVXKMFKEPLENJRAOUFZMWGFUVBJ,Rnldxhxhfwv,Canada,58.0,M,306611.0,1.0,U,7.0
UDI9466,1897205.0,Pfjdqvshodu,,567.0,UDINZQZLPJTZWURBI,1.0,MetLife,1-264-254-6090,Aurora,abbnmexzct,Qmexlnlscgxodgfsluwtjjvqhsqrgwwahcvffeerivnxrcwddabipy,United States of America,20.0,S,213721.0,1.0,O,6.0
VYR9467,3278747.0,Choeewhpbzmqdbdoogchmdeczbwjl,u,513.0,VYRIJK,2.0,Electronic Arts,1-178-515-6978,Los Angeles,Ntpgriczqskpyuspejivzweqrtxorwdhqgirrkiydcsyyhaimwlan,jtoqgliwzcoonhthq,,19.0,M,69496.0,4.0,O,8.0
Csj9468,1675180.0,Jqyuyhnjwqpbq,E,312.0,Csjwgbdxtx,1.0,FreeportMcMoRan Copper & Gold,1-276-993-0775,Irvine,ZIEOILUSAVSTOIATTLFARKJFUXWGEKRQLLPJPRUAWCUQDJUPLRNCHBVBG,nszckvvdbmncxmqnpgztczlvorumsfopljntuki,United States of America,37.0,M,4312.0,5.0,O,1.0
vln9469,1925476.0,TQQWJOIOPZOFKLNXQAF,r,484.0,vlnagqrdgtzrlxrw,5.0,Textron,,Warren,XOWOTCEPJQ,Ngnahninesbvcmkqjeesbeqmufgpqnulvkezqvpumywhkpwop,United States of America,32.0,S,449247.0,5.0,O,8.0
GPW9470,1648142.0,GIHIY,,701.0,GPWTSJMPNSAQUXMVFMWWUTLEQCWAQ,2.0,Celgene,1-257-160-4273,Coral Springs,Attkgirnhdrvoxazqviyytppdcemybeqore,Pwilbmgicbfnlvgvfvipcwsxxkrjtyccpqxirjuuiklxkbq,Canada,60.0,W,462540.0,5.0,R,9.0
shm9471,2596913.0,Qbvltihnnmdbuqsu,,777.0,shmux,3.0,Hertz Global Holdings,1-205-906-8735,Burlington,hlwrmniqomhffksgsaimapviuvphmobcxbnjtzfajlymxrsxmbqjuwrnflknaemfgakagcxh,EPCSYSOPZXTAHMKAASXQKHUUHHWQWHKCGGQMTOWWUDNOWHMYASOLT,United States of America,78.0,S,123281.0,0.0,O,7.0
Kih9472,506192.0,ADUGIWADATKHDXXKMRHHRQPWSEOLM,,699.0,Kihkgmyjnxvahtfjkqryxiffttzeec,3.0,,1-397-809-0257,Louisville,jwuvlgjhanbzpiiddljfugqkpkihnhnbdpjewmbrzolbrcmflmd,,United States of America,55.0,M,488130.0,4.0,R,6.0
Nof9473,2492527.0,JKAFYBFJTVUVYLSLKFFGHGNSZDOMF,l,449.0,Nofqemprfnhdvddjluuimrqf,2.0,Fred's,1-952-727-5786,St. Louis,TBAIRDCOHWFEXSKZLNOKZUUPUPADPODXRPYNQDJNKQCMMORYRUYTE,,United States of America,52.0,U,231999.0,3.0,O,8.0
Lnx9474,1273348.0,Bisoa,F,461.0,Lnxmwo,1.0,American Express,1-832-870-1417,Akron,Rxocuctevltzjpuoquoxseyvo,VPYNTQCMOTWEBGULGKKKVTNLKFOSJBABDFGVRFNTLIJVXFJHLWKBTPMGGSBUNTQFTMPZBYBJHRPUKSTI,United States of America,0.0,M,452141.0,1.0,O,10.0
Esi9475,3466631.0,Uruxnkwwdzuhvixjwraaox,d,542.0,Esixggpdfpj,0.0,Massey Energy,1-883-550-6487,Austin,gunqxpfcjigconajwxmuslpbankanceahcpgstwuicbgrvg,urxrlfbovejofkbjheqfiftatcwqzyxigebuogbyvhzmauzrmesbckooxvg,United States of America,,M,395563.0,3.0,O,7.0
ADN9476,2791594.0,Dbdzdvmvcbrdtmfvbwyjrkwjyt,,365.0,ADNUWHXJRORUGKVTZGNUKHJGMI,4.0,Sunoco,,Bakersfield,uhohppexqsfelcqipr,Iuittsqyecyuxbmzjyidgovmgzyo,United States of America,45.0,S,193652.0,3.0,O,10.0
sri9477,1242476.0,Kihalpie,K,603.0,sritusawpfx,4.0,FirstEnergy,1-801-531-1913,St. Petersburg,Sogptbuxoue,Fsywbvjibbvmwruslxcwkbio,United States of America,89.0,S,270460.0,5.0,U,2.0
jyk9478,507823.0,Oyhnuackylbzucvioksdwqpl,,495.0,jykaoqadsstwkhlhaaipuugtqedfq,5.0,Mutual of Omaha Insurance,1-972-313-0974,Anchorage,AMLRVMIGSMAWXKTKGHLEYFDRLMGFLMMFHXOCMXDYTDIXVLXKXUGAT,Wtkrprxkurxdibjllvqrharosvf,United States of America,38.0,W,485810.0,4.0,R,0.0
hoe9479,471703.0,Gqgfgq,t,359.0,hoedkn,2.0,Goldman Sachs Group,1-298-597-6992,Evansville,SJZSFCVPMOTEUEQCOLEAFYLFTLNTUNTTWOPNXBNVMSFIAZUZTYYMUKUR,HTNDSKISOTMRTLTXEHXENOMZUNVEWYSPFBKQUHJW,United States of America,1.0,M,263744.0,3.0,O,9.0
