NeWo,FiN,Ci,Ag,AgeID,AdLi2,CrRat,MidInit,Ph,NuCreCa,Coun,PosC,NumC,Inc,NuCh,Ge,Em,Sta,LaN,MariSta,OOReFl,AdL1
1690874.0,IDVGFKIZATSPYCXINUCC,San Diego,2.0,TRY11728,,586.0,q,1-786-594-9786,1.0,United States of America,Hmbglfxrztu,3.0,204346.0,1.0,,Baldor Electric,British Columbia,TRYHPBJSWPLFTDYLX,M,O,Putugzuewwlaisxacg
3412707.0,BLTRMJUAYVRJZNNMFCWKCYFD,Colorado Springs,1.0,asv11729,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,321.0,y,1-387-276-9449,0.0,,Llowov,4.0,75850.0,4.0,,USG,Saskatchewan,asvtljaseahxf,M,O,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx
2152190.0,Aqyiqvi,Greensboro,65.0,Ffa11730,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,681.0,,1-532-085-8244,6.0,United States of America,Mopcofad,3.0,493649.0,0.0,,Community Health Systems,AZ,Ffauukhthuxgnxtbcrfuscnv,W,O,cgkwqfanduapwbnuavkpqlhozlttww
3081724.0,Rgihiwsvllax,Great Falls,65.0,ZKQ11731,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,387.0,,1-535-711-3039,10.0,United States of America,,3.0,480339.0,4.0,,US Airways Group,IA,ZKQOKDNRQJTEFVLD,M,O,DLDJMHTVGEQOXMDPNVWRWY
361735.0,EUEPIWJCDCPOJKN,Lewiston,74.0,mmu11732,YLWZOEGJBTLYWFKXLAONKIDM,845.0,,1-531-198-2593,4.0,,fcoaxp,,177542.0,4.0,,Donaldson,NY,mmuvrypz,S,O,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq
2920725.0,Wccekpfsbhaldkpoemjscesib,Victoria,,Iho11733,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,691.0,N,1-394-748-7770,7.0,,rvsdpgiswz,1.0,157306.0,4.0,m,Ross Stores,AZ,Ihopnkoefezymm,M,O,WKUDBUBODJTTNMCAETGREKYRH
2484825.0,GXEJOEANQO,San Francisco,71.0,pxg11734,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,420.0,,1-446-601-1467,3.0,United States of America,qmrvjgtdl,0.0,27284.0,,,Sara Lee,ID,pxgikurgvsnphpwkiayvns,M,R,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf
,mkjeb,Huntington,90.0,Gwr11735,,625.0,,1-278-160-7348,1.0,United States of America,Mtfhmm,2.0,115821.0,3.0,,Airgas,VA,Gwretmhrkplnht,U,O,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr
509751.0,Cwgthyibnkqraeamnbnrwjurffsrw,Frederick,2.0,XVU11736,MACPKA,599.0,,,1.0,United States of America,Mmrevapjlob,5.0,314757.0,1.0,M,Brinker International,TX,XVULEG,M,O,
390663.0,IYSQHUZCXFKWUQEDM,Burlington,34.0,Kbh11737,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,526.0,,1-289-584-2314,10.0,United States of America,bymzjdm,,449663.0,0.0,M,Cliffs Natural Resources,DC,Kbhgthmwfxjfxpitiss,W,U,Btolsmhnidxndenvyjcftdhmvwdbhtw
2349107.0,Wmswulnjsrmzcf,Irvine,98.0,Yvf11738,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,691.0,,1-384-911-4288,3.0,Canada,Fpolqpmix,4.0,78320.0,5.0,m,Cigna,AL,Yvfhrctwifspxgcwmg,M,,cqjyzpssbyttdmtdqdgghkrdreip
51177.0,Zcbwmsqred,London,12.0,FAI11739,OXEZDANUILXRBXBBBPATOVX,,,1-088-590-4824,2.0,United States of America,vgwbytwi,4.0,245922.0,0.0,M,,OR,FAISHNAJQHDMCIRHMPHCR,U,O,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB
3554095.0,PAXACVYVZHWHZLNLMWN,Fresno,48.0,PYX11740,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,544.0,R,1-953-354-0665,,United States of America,FEDYK,2.0,225729.0,2.0,,Dean Foods,HI,PYXUE,D,O,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd
3109210.0,Wwvmntguryrgoablbycxewfcvpi,Montreal,91.0,BLL11741,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,664.0,B,1-744-528-3722,8.0,United States of America,Czbvtzosve,0.0,76059.0,4.0,m,Spansion,Newfoundland,BLLKSMZWTZFURIIYWXPW,U,O,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf
3615936.0,YNPJZNARNRLMNV,Providence,85.0,MBN11742,XBCPPIXXBUOWPQZGEMIC,,b,1-841-666-0355,6.0,,EXARTZFKFS,4.0,466644.0,0.0,F,Charles Schwab,New Brunswick,MBNTFEGDHALGWFPACBCHXH,M,O,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb
211374.0,Wgqaamrtagkzwocchffoflkalpb,Ontario,59.0,Ika11743,Bdquizerivmbdopylg,,,1-801-738-1880,1.0,United States of America,Sfxfjdjh,4.0,155200.0,5.0,,Penn National Gaming,ID,Ikazaimxyijvcrx,M,U,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja
2617531.0,Lvbsaghvzxiryygvwfyl,Riverside,38.0,Sze11744,ZAMHE,518.0,B,1-870-114-6677,5.0,United States of America,ZQUHYFEDUTPU,4.0,416270.0,4.0,,Loews,WI,Szegb,S,O,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko
2786921.0,gdltk,Simi Valley,96.0,KTX11745,vqejieogugecfdaxsanbawneoitouwivwwx,,,1-109-854-0542,2.0,United States of America,VVHKXE,4.0,414979.0,0.0,M,,IN,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,M,O,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh
2969927.0,Hujensnbrrsorvigkwugamev,Fullerton,14.0,blo11746,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,364.0,,1-861-294-4700,1.0,United States of America,NFDLLYQCMNVX,5.0,322741.0,2.0,,TJX,MN,bloqtqwcqlixlljeizvno,D,R,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk
2436646.0,Koxhedgbppdxmhtfp,Rapid City,67.0,dfh11747,Ykbqrigj,714.0,,1-792-056-7609,5.0,United States of America,Rdhmgkc,2.0,260826.0,,,Unisys,British Columbia,dfhqmbdbaw,S,R,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo
266142.0,hxkrcetjsqmybdmuckavoqzsepxevk,Irvine,84.0,Xnw11748,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,824.0,,1-130-623-1637,5.0,United States of America,Vklaivpkmemk,4.0,21062.0,5.0,f,Belden,NJ,Xnwlpxyttuxolkoevmc,S,,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs
770942.0,bejjubxcmnmsnnzalhbrmvcd,Elizabeth,33.0,Gch11749,,403.0,,1-182-393-4522,10.0,,Llpskxxlcxft,0.0,74741.0,1.0,f,Collective Brands,NM,Gchuzxufnlfvcidiaihpm,S,O,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH
3319942.0,Sjeba,Charlotte,73.0,kpg11750,Ljbcmrsfopkjvnuuqyik,793.0,Y,1-321-617-5813,7.0,United States of America,UKLKRSJSDUOI,2.0,69862.0,4.0,,Int. Business Machines,OK,kpgpqamijf,M,O,Acqtqjnuihxceboovjauctcudshkiqavhqurbw
2720438.0,Spiprqtpddvyapofqovjtoo,Cincinnati,37.0,msb11751,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,546.0,E,1-210-535-0713,3.0,United States of America,Tmxbkubd,4.0,384794.0,,F,Ralcorp Holdings,CO,msbsmqjblhhkypa,,O,taccjhxobsghmunuynaobqhdliyhuejeifmk
1160144.0,ZLJHCXEJ,West Covina,68.0,Hnp11752,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,308.0,d,1-429-954-0071,0.0,Canada,,1.0,397879.0,5.0,,Universal,TX,Hnpsmrezgzmlp,M,O,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY
2159549.0,Vtclnuulfvdphrdisbcu,Lowell,22.0,QGK11753,Losdbcqaf,570.0,i,1-409-149-9340,8.0,,Eobwmjo,0.0,358585.0,1.0,m,Danaher,TX,QGKFGUOKTIOZ,M,O,
3781151.0,Vuuasytqdbflsj,Mount Pearl,17.0,Uej11754,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,796.0,,1-345-474-3567,6.0,Canada,gyctkpkdfdwq,5.0,474460.0,0.0,m,Sempra Energy,IA,Uejxngcjbxf,M,O,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV
3250324.0,Rjfhnbqrmuarojz,Tallahassee,12.0,bav11755,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,376.0,,1-932-932-3688,7.0,United States of America,BBPFOJQC,3.0,50947.0,5.0,,Levi Strauss,CT,bavqxetufaelzrkhywq,,O,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr
3662387.0,Lrwajzbkmzw,Grand Prairie,25.0,Yuo11756,EMGTQUVVHKC,430.0,,1-273-821-8358,10.0,United States of America,hhjiyfqammhv,0.0,372337.0,4.0,,Helmerich & Payne,OH,Yuoojalu,W,R,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB
,buyjwllsyknpcnmydk,Amarillo,61.0,YPX11757,Hakwudzfrjkkkkan,419.0,W,1-015-125-0129,10.0,United States of America,IZLTGPAUHWU,2.0,327959.0,4.0,F,Lear,RI,YPXWKDKDVD,U,O,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh
1177998.0,agmkrpzmjavgsscwccbosojissj,Durham,90.0,Xae11758,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,401.0,,1-030-747-5853,2.0,Canada,,2.0,129997.0,0.0,,Williams-Sonoma,IL,Xaeizuufsccamtnl,S,O,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv
,KIDEIXYVNAQQFQKUWOPH,Philadelphia,9.0,Vbs11759,VFTGXBILMUVQEKJKLXEFUZVGUUD,546.0,F,1-758-056-7992,6.0,Canada,Qnihppb,2.0,375031.0,2.0,M,Best Buy,CO,Vbsecrxumbyzodtpbst,S,O,YORUXUZIIOYUOPVMHDLNBZFZO
890205.0,CZOVBFNPKADZRTEVLAG,Warren,20.0,CUE11760,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,415.0,n,1-394-544-2432,7.0,Canada,EJOQXMEU,3.0,94344.0,1.0,,Atlas America,MA,CUEAWFPVJJYFOZOUUZTLA,M,U,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk
2389197.0,gkndjqugsmfgd,Chesapeake,12.0,qmp11761,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,551.0,b,1-188-393-3222,6.0,United States of America,Xpqjrzaob,,128592.0,4.0,,FM Global,HI,qmptrgqeyvmluvjz,M,O,Duulufjjevig
3096813.0,bwfmnhdcegwoavbbpzgxbdgtbwrio,New Haven,44.0,OES11762,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,523.0,,1-947-077-4401,5.0,United States of America,jwmwaaomkci,2.0,155023.0,1.0,F,Dynegy,ID,OESUYWFJEKHBGXYJJT,U,O,Ynkxr
3890361.0,Pbfivj,Vallejo,100.0,Mzo11763,,,T,1-295-181-0489,9.0,United States of America,Wjlvecvmkuzq,4.0,174598.0,5.0,,Texas Instruments,VA,Mzokdxvhzrvdsimrwiizaqflxjcod,M,R,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU
1259261.0,Vobhdnjppndvxqkshxrqapn,Nashua,,Wxt11764,Fqcrtdqfupdpbd,638.0,,1-328-056-5318,5.0,United States of America,Ozpzuq,4.0,,5.0,,Applied Industrial Tech,NY,Wxtkasembzfkquecztchcbcssdfqn,S,O,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW
785594.0,Vkedzbc,Sherbrooke,,Bts11765,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,366.0,,1-390-888-5972,8.0,United States of America,PFBMJWHV,2.0,74775.0,0.0,,BE Aerospace,Manitoba,Btsadoipmnsdxtbhdwdmubtjx,S,O,EDYESDPMZZAHMEFKZFD
2423771.0,epekgijcifdxlzyp,Rancho Cucamonga,16.0,Fhk11766,WKQGXUFUU,311.0,,1-436-728-9947,8.0,United States of America,hoyftvoa,3.0,464465.0,4.0,M,Patterson,HI,Fhkttwlak,U,O,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt
949490.0,tebaeqrredhpfbqfstxvhiyvh,Thousand Oaks,44.0,Sua11767,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,762.0,v,1-010-494-8403,4.0,Canada,mtphqhav,3.0,236734.0,3.0,,Robert Half International,LA,Suaseenvfyqjnxaneinsmwnn,W,O,Oforvlwiqakivuohnovgukrmaanvryvuaa
3099446.0,acwfvxvrelx,Henderson,83.0,dyx11768,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,509.0,,1-834-168-3435,2.0,United States of America,zkxacs,2.0,,3.0,,West,Newfoundland,dyxjsspf,W,U,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox
3102860.0,mxotgeesvxomnkecazphzt,Ottawa,23.0,HUA11769,QYCDCXRCXOJARSYTHY,712.0,,1-916-536-8440,10.0,United States of America,Imnxma,4.0,366394.0,0.0,,St. Jude Medical,Ontario,HUADRMR,M,R,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv
3709911.0,Wufotdnkb,Tallahassee,47.0,Wfe11770,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,431.0,Y,1-957-540-5017,,United States of America,UNCQCKGO,0.0,396783.0,1.0,,Brinker International,OH,Wfeqjchy,S,O,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX
1091433.0,tqrsxaxsxjhyzwzgmstxrp,Pembroke Pines,43.0,KRN11771,Kajwdbyxpcbnotgmvvgfithwesyi,316.0,i,1-685-113-4933,5.0,United States of America,OOMVRSYBQNLX,3.0,495323.0,2.0,F,AutoNation,FL,KRNEAUTTHVAYQRXLQJERJTJJHQT,M,O,voxzsncaotwzxskhywiwatmydoiubvxgutldvktqlfrdfqygq
1545094.0,PFFXOZBDJIUCSSPHDTUFJF,Irving,70.0,ofi11772,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,,,1-993-732-1196,1.0,Canada,Wpcmivs,4.0,9714.0,4.0,,Scana,TX,ofidw,M,R,gdhuippdhpoiwxhaww
3242783.0,XYZXRGZONS,Hayward,,Xnr11773,Mpvrlcsdbenfel,412.0,,1-148-171-6665,0.0,Canada,Dgiohbhdbfdn,0.0,216485.0,2.0,,Stanley Works,IA,Xnrloiadpjcltbljlxwgwfxk,M,R,Uxsvuttimmzjptmxxzjsluk
920705.0,Yyuyaiamddddtvqqqcgswwowfxc,Spokane,1.0,Opf11774,Aslptvkjplsuhlbrlvpgdyvfmnaaqdijlnhwvpxetkhqsnnwnuxhasniydfgqstjxauiijlsavdbha,,f,1-013-501-5635,4.0,United States of America,zjnrzmlj,2.0,131489.0,0.0,,URS,KY,Opfqg,U,R,Gvfhljblgcfwkybmmfbsawhnlmxvsmqubqus
551423.0,VNNQBRGA,Windsor,58.0,Yyq11775,Qaltcooktkbqnnfdbdhniufvbsugfkyssjfzffxfcyazflfyshpz,,,1-572-675-5701,6.0,United States of America,Shqrdlnh,5.0,117948.0,,m,Dick's Sporting Goods,CO,Yyqathqnzebrdjalsnpmfvjcekayss,M,R,Upkgpfnzowzxxnkcyinixhcppsivksjsbnzpganfzrrwoolygd
,Vwohkdooahihxczidomsfbsed,London,60.0,PRT11776,,814.0,,1-932-992-3370,6.0,United States of America,CWJYVXH,2.0,422142.0,4.0,F,Perini,TN,PRTQDVQGOTDSYREIQUVGUF,U,O,Sdvejmvuogsffqjqyyadwtoexkahccqlho
1451863.0,Udpfcivirrtrwnl,Modesto,2.0,Fks11777,vtipamxuon,465.0,d,1-019-282-9321,7.0,United States of America,gfenenr,2.0,17118.0,1.0,,AECOM Technology,MN,Fksavtwfzvbdrzjs,M,O,YYBKCOGMZCLSFCLQDAKUKLOFTZZPBAHNCURXEAM
1441336.0,qeyzo,Hialeah,100.0,pvw11778,Yhqtzlvhxriemfkhwcqbwdgkytktkulkdzhoknzpiusodrpjfutplq,682.0,,1-535-562-6100,1.0,United States of America,Wkegkdhurkl,5.0,430409.0,0.0,,Harman International Ind.,ND,pvwteb,,O,Kkiiqtwhrnauqxiatzcvictgwxaylbvukwicfybhhlxgcwzrshtu
721680.0,GKYYQQX,Greensboro,61.0,nep11779,Ssdheubzijqmlpilvcqelzsicswvoztvuhdotpgvqhwhuindxkgpdhwmqkctzau,687.0,,1-577-754-3360,3.0,United States of America,qmsfauhaqw,5.0,24711.0,5.0,M,Furniture Brands International,GA,nepdvmjjjuvmwbzlcdyuja,M,O,UFPDSUTGKOIPXM
3190327.0,jsmzbkfawplbycw,Richmond,94.0,Krw11780,Cevjimofcvcfllaptfxxpakjifiacybfivlqploqrbcldedbxwgzmqolctxkofipp,305.0,,,2.0,United States of America,Mtfkvgxvhglh,,127926.0,1.0,f,Sysco,UT,Krwpsmxmytjqywevzzblfchhx,M,O,CIZBXPGPYNDUVXOQZOIODZEVKWDRHDPCQWAZBI
657037.0,Dnbcnkgmqdlksakflpoua,Garland,74.0,Veg11781,,737.0,W,1-084-404-6188,1.0,Canada,IRNMSUSC,4.0,251455.0,4.0,,ConAgra Foods,MO,Vegixpxevfmqchrpzoqanifnygeq,M,O,Epzbwhuskwttowwzzipfgubfrpclqvzdarvdwujdmgrecmcpnskzmqmlvuemck
1686671.0,BNSOIELNSU,Independence,34.0,Fub11782,blkqohlvwlxksxmkveaqczpvywkanqxplmvpwxauybijcqrmhyuebcsdllzi,789.0,,1-403-230-0932,8.0,United States of America,,2.0,415869.0,4.0,,Omnicom Group,Prince Edward Island,Fubhxxqsgevapgapzovlrqqfi,U,O,HJEJCHOPCLOHLJBFJNBYSAXTWHUJNJSIFHQHVCTBGDANXEBHZUG
3093331.0,Rliuelgaexnbsccmmssqltd,Biloxi,95.0,jvv11783,UGAWWEMQYDXSIZOJQGOBFSXWZCCFG,805.0,k,1-316-892-8756,3.0,United States of America,iwjlhzkfy,3.0,284748.0,3.0,f,Thrivent Financial,RI,jvvpcdttkcy,M,O,crwgtrnkmf
19154.0,coqwy,Sterling Heights,66.0,RGN11784,Lphuahacyawksoqicvlnuluqcdt,518.0,T,1-670-731-5577,1.0,United States of America,Nmrsuasasfb,0.0,68139.0,5.0,m,NCI Building Systems,OR,RGNOBIPU,S,O,bfjdmymbdpvbwllggzlukfzxotxwefoea
2524557.0,IIEHLIOOTNQKQKXGWJCQNMWI,Scottsdale,86.0,WVH11785,bazzcowksbpbueggwjfyymprfnblvxgbtfbnbsmktkaspsvyiojxreetpxnkkdsuuh,777.0,,1-044-687-1330,6.0,United States of America,DWTBQFM,1.0,346400.0,1.0,,Pall,KY,WVHVLVGJLLDGKBSNGEWMZRM,U,O,KWMMAENVJUIDYXANJZTQQENK
3038913.0,Zkfend,Orange,61.0,iju11786,Pjlhnmrnpkmhywreatbhzq,364.0,I,1-124-036-6921,5.0,United States of America,Qhsobcmvnnbi,5.0,31969.0,5.0,,Ingles Markets,IN,ijuvwmsomibdtngxwqxi,S,O,ttacjeffjmniuorduedfsscodziwsvifiwar
1073838.0,FXGRDAVNRFOVCOCPMNUUUTGQXLX,Erie,62.0,ifo11787,WBABPQRTSPWUDIIGFRSWXUPHSHUQUJBRGK,334.0,Q,1-741-663-6034,4.0,United States of America,jmtesubft,5.0,337635.0,2.0,,Sally Beauty Holdings,VA,ifomkbifc,M,O,Heihkxrsvgrguntgycfgjisvrcqebjmtwrcag
3887690.0,HLFMSABBPKQQKRUDPTXRJU,Reno,89.0,pbl11788,Imwpgmdxvxgvsrswbyypsdpvkyjnjkbnkze,321.0,,1-889-946-5122,0.0,,Gfehgwwomkff,0.0,275290.0,5.0,,Dr Pepper Snapple Group,AR,pblgqexqszjgyasgas,,U,
785284.0,Ftqlbcvxlgvk,Victoria,99.0,Ztr11789,Pglwhjpebjnzldvtkblkvzqzyoondcqagccaojurvgxnkcazwdonduizif,612.0,F,1-365-701-7693,3.0,Canada,qyvfd,0.0,83193.0,0.0,,Mutual Life Insurance,Prince Edward Island,Ztrisvrvotxefn,M,O,atfnpmuqbnskbmjdbmermwxfppklwhgbuvtvtalwdpqjvponflwopxoxrlgbq
61083.0,Vejeicpmwkpekafvetvwlf,Frederick,94.0,Exc11790,wlwkcqbqzidjowjmxcp,608.0,t,1-548-834-2155,10.0,United States of America,UTQLRIEGB,4.0,131067.0,1.0,,HealthSpring,Alberta,Excjelejpzswccjwbbyy,W,O,TSJICREVNAABIUOTFNQAWUFPOKOQEGJSLFXPRWRCLBTQYXLWJNRVEHFUTKXFFTOIELBFSBE
2584577.0,ekabykhcrxdfzvbxrbwtpnayjygyuw,Lewiston,95.0,Ypl11791,mqcgqehfldnchwvcnfurmzgblickfvffkejcithjnhshrnuhlmrufwafqrojsvphumfufm,362.0,a,1-257-166-7587,7.0,United States of America,Uhvzxeud,0.0,462061.0,2.0,m,Belden,Saskatchewan,Yploo,M,O,Fsmcsianclwbyjsrpytley
3139348.0,Wioinritvnganibh,Sacramento,22.0,RGK11792,HXJGVWLQLRKALHJTBESMCFXTSF,720.0,,1-664-266-9568,1.0,United States of America,Htwsqd,0.0,405350.0,4.0,,Warner Music Group,WI,RGKIUNLZEKWOJJNCFBCVIO,W,O,rvqgolwbvbxphzlrmfeiykifkleakniduomjsnhdduiupmspzouaiktbpzuubvdrqm
873050.0,Rsgrjlsfxrmfv,Kitchener,85.0,Pli11793,oapsawehnitjmwnksxqxqptdcmdhicawuppftkzoxcyhuegxkcpw,400.0,M,1-721-063-8202,7.0,United States of America,NYSVLFPKPQ,5.0,280817.0,1.0,,,GA,Plipjqnvmfzwzkhegjsqxotwn,M,U,
3651114.0,Xxherikpogvmjaq,McAllen,81.0,Eji11794,Xizcrlqyrfasazc,446.0,,1-960-087-9136,6.0,United States of America,hernxbink,0.0,132911.0,2.0,F,USG,British Columbia,Ejitepbgi,S,R,Ggshafxipjpfdhkvylnltgqyqyuyerrcd
117958.0,jmqyqub,Mesa,42.0,Ywy11795,Uyipikpapsxwjaeluwbpczfxtmflfpocjcgjxnaxzccerlhlyyfcppdeglqlwonyab,402.0,,1-906-762-5889,6.0,United States of America,YSMNGXUK,0.0,463043.0,,F,Las Vegas Sands,VA,Ywyzu,D,O,Nrrfnjughqqrvgxrdth
3485695.0,Dmyqtrp,St. Johns,25.0,GPV11796,Tqcbbtzgwngpljakjuhlqutmoepvkdqprfwdwcrsmifopvqasnzorjmjqumeikiokpxgok,609.0,,1-797-147-9665,9.0,United States of America,ORJBLFTRB,3.0,491624.0,4.0,,,OH,GPVJN,S,O,Pctnxzodjqoabd
226844.0,Ynqykgvkaoje,Houston,78.0,PNX11797,RPSIMQKFCSUUEJKENEXKKMTBAWTUYTKQHETUHWZVMUDVFHXWTILDNYUWCYVWFRK,486.0,,1-158-275-2146,3.0,United States of America,ohquntxgg,1.0,343629.0,0.0,F,PepsiAmericas,WA,PNXPANAHTYZNCTSQQMSZCEBQDE,M,O,ALVVUWRPPMWSXEWMBZANBHKZXPJKLYEXUG
,Fpohuxjuvcusfpclgbhqfzsdoukg,Salinas,59.0,Fop11798,CLXAB,308.0,,1-115-123-1503,8.0,United States of America,Fdejkln,1.0,134322.0,1.0,M,Administaff,UT,Fopqwdpjyvmtrcsmujdlv,M,O,mowvvoiefuzouenhpmqiptunmngeeabtoq
3414198.0,HCKJVKLQQFHIUKRZVTL,St. Catharines,39.0,XDC11799,Bhiyptkrglceftdtzzlnmbnsvqosufimhustjphwedyonylcnebxpmtijtfclelbofuchdmjhdrkjkp,748.0,W,1-414-687-3266,0.0,United States of America,WRBGZW,5.0,119718.0,1.0,,Freescale Semiconductor,AR,XDCQIZOCYIJVGMMLVIXCDZEM,S,O,Nercvnkctkpoynvmric
115387.0,YPDKXGEDP,Lubbock,92.0,fly11800,xksuazvkwwnmngobuwohlogpmnminuqwx,712.0,R,1-910-899-8854,2.0,United States of America,LYYRXHUPEKSN,2.0,240566.0,3.0,f,Key Energy Services,WI,flycnrsoiyhcheucphhuzkrwtv,U,O,HZWFNKUCVXSISNUOMZBNKWUZRAUESHTKJLAKFTAUSIOXLUDROEKXLYMVAXVPQXKHRQUJOHQ
706876.0,urqkmrwnvai,Chula Vista,71.0,Cju11801,Feeovhlwynycmuhznxcjortxsrcunlbixjfkbotogpymusykzegmzklpkyie,523.0,B,1-825-781-6812,10.0,Canada,Cbwjwmbuuisn,5.0,1011.0,0.0,f,,MN,Cjumhksbpynlejvbbpb,S,U,nlzhkosnriuvkfnfavjwborgrjkxjjrwvmpyfwgcvcgevqtswgbpxgssqvuxmnab
3414611.0,Ufwaueuhjamyqjlmf,Sunnyvale,74.0,Xli11802,vlakziwwdnpyzoognmwtofxskopmcqqzudbfcxmuhjhpcljpr,593.0,,1-772-701-7668,2.0,United States of America,WJZHWWQ,3.0,138852.0,3.0,f,Ingram Micro,OH,Xliyxtvpcbhqnzoqpkt,U,O,pobyqpgrkrzlpynxiiqb
2871822.0,VMRANUZ,Sherbrooke,34.0,Jla11803,Yxfamnslosyhvtynddvktqawajjivpbdbas,,B,1-731-139-5161,4.0,United States of America,Koagp,2.0,304506.0,0.0,,BJ Services,MN,Jlahpuhzlpycxwqg,S,O,SFXWJFOFTYELHFXTONGPEKGXTDLPHQ
