AddressLine2,LastName,MiddleInitial,PostalCode,NumberChildren,Employer,Income,OwnOrRentFlag,Gender,Age,CreditRating,FirstName,AddressLine1,NetWorth,AgencyID,State,City,Country,MaritalStatus,NumberCars,NumberCreditCards,Phone
Wwpcejkgjeulveflexbvjocffylomovseracbsnnprujsvlnwidrbtrxyrpcwpekrxblsdcsftqe,Rqpnvdyzbral,,Vryrrdgrfd,0.0,Xilinx,414342.0,,,62.0,596.0,ijaxankdlotvevtg,Fqnemwmfzwfxtput,1284285.0,Rqp5805,AK,Dover,Canada,M,4.0,0.0,1-461-264-0240
yqqdfzefakmwwawsxwwkbdfdxgzp,SFBKJMAKNVSZJWCNDOLD,,Vgbdcwxzriqp,2.0,Curtiss-Wright,266087.0,R,,49.0,771.0,Kqpgq,qulxkmancnltjlnfcyzvt,2131718.0,SFB5806,FL,Oshawa,,S,5.0,5.0,1-736-416-6064
HHLGJXGDQGDFUWDP,Aqkodjsyitlfxmdocpjssn,W,Unxyweerpyaw,4.0,Medtronic,92065.0,O,,54.0,602.0,Svsxzaq,Grnoeseegmwhhpstyoybutcsqbuyqtirtazcsnklgjvcmizynwicwztmqavoafe,383312.0,Aqk5807,NY,Vallejo,United States of America,,5.0,2.0,1-141-775-7610
Xwfzjfxzkkcrcwmrvttccxouokqhnkwkmjewmpbaepjgsftgplkhhdmbqidopulidgwhnaapwp,EDLMMNQRRGBIMUBVQPNP,,ROPHRSJVQ,,Medtronic,253325.0,O,m,82.0,806.0,jxslfxr,Zwpongjxkdmhfst,3868382.0,EDL5808,WI,Grand Rapids,United States of America,M,4.0,0.0,1-384-838-1595
Elduppmskeulyahesupradidhyqugufvwof,Ruvgplfue,s,HUVVBB,5.0,FreeportMcMoRan Copper & Gold,159848.0,O,f,62.0,524.0,TDWEGVWANUCPOKT,NKKRHILUBKYVPGSNLXELXXPTWAKBHUVQQZRCRIUFMVZFMBJEVGWDHLEI,1221882.0,Ruv5809,HI,Lakewood,United States of America,M,3.0,4.0,
Maxqnimaatotlnzah,Thuyvoclnhcmfh,,,3.0,Plains Exploration,,O,f,98.0,818.0,Kdoxdy,hefpts,141758.0,Thu5810,RI,Raleigh,Canada,U,2.0,3.0,1-913-200-4915
Njpkbxfylwaddsvqbwmgrxk,Atmyl,g,,1.0,PNC Financial Services Group,456009.0,O,,88.0,674.0,Xcfasvpg,Eviwekeukubmhaotcrjdgbwxjcfodoigmgacyegyjckwqcnxahwjquprtmizujj,790806.0,Atm5811,WY,Glendale,United States of America,M,0.0,10.0,1-009-679-0990
cqrlcwgenwclbpyyoydwalmxgcluftlqiwvzlwqevdkongiejxaxbmkyduzhlntxiixjcas,KNGAIFEBVFQFEXGQMPVADCAB,P,xnjfnyjzzxe,3.0,McKesson,398094.0,O,M,5.0,556.0,Imledpbeetjaudhg,ZADXMTTZMANFNRMPMOJJBNRTEENGRIDFFFCFXJXNGVJKKKXPNHFCCSNWGY,1543093.0,KNG5812,NV,Arlington,United States of America,M,1.0,6.0,1-590-180-0946
Tuvuprelvcregoazcclbkuquh,Xpgmytiiwvqrhxfuuxikxxqmsgecq,,Eijbaokfti,2.0,Xilinx,75481.0,O,f,15.0,331.0,Hxefrays,FFSMAZUKYNDOGMUIWQIGIFZWONNKDFVKEHJSKHWLTGAAKJASAOWMFUTBEV,3330155.0,Xpg5813,AR,Peoria,United States of America,M,5.0,7.0,1-136-024-8740
buvhkac,Blwmmnemmpuxjmvwsjkvrxqw,,tqyxg,0.0,Harman International Ind.,123283.0,O,,90.0,304.0,Dqcnnme,Tazghuaccwvflbgenzczpzestyqjatshhfkupzisqlwkvcwtlfwft,1806884.0,Blw5814,DE,Knoxville,United States of America,U,0.0,4.0,1-463-414-9485
Rvvzubribooad,NKHOJNOVFATXFOPJIRQEUVAQB,m,Ytvsz,1.0,,494304.0,O,,,629.0,CHBIWXEQXSVZGGYUE,Atrbbzaqfxulcjhtabl,1795757.0,NKH5815,British Columbia,Iqaluit,United States of America,S,1.0,5.0,1-456-286-3994
Xmqwulvkxrbmxxjewstevrrcyanmnrzlnknvckzxlegxnptsmaehvvizaokbnglfrfrwpsbjqfgvd,Ukekzkglslvdkgrw,,omdgwdhf,2.0,Ameriprise Financial,131972.0,R,f,86.0,598.0,hgjqvegdopbo,Cajnnljqupviroudcohbjkbtvgdmuajukxacxdqcncjinqv,421610.0,Uke5816,British Columbia,Hilo,,D,3.0,0.0,1-962-826-2861
QASVTFZIVESQZQMNZCVFMXBLJDUGUFTWBDECRWKQCFLJJDOCIQWHQRBSIAPWMBDGFNBXPVLVCZTIB,Hejlzjhvaztr,M,TVCMSLYCXAV,5.0,Teleflex,195757.0,O,,4.0,328.0,LUBEETYGSWZJYVQXHNWARAPOQ,Ujxgyajfuijot,1258829.0,Hej5817,TX,Palmdale,United States of America,S,5.0,,1-697-603-2447
Xtsgiaurwskj,TUMOUAXUZMAOGFSBQZCHOCHA,,rvlwxavjzh,1.0,,98648.0,O,m,87.0,364.0,KZBFFSGRJGAG,HGSRURQLIQLOCTEQHUZBVHNOWIGCYVYVVRWQSPZYASHTTCKMGOP,3975608.0,TUM5818,MS,Chattanooga,United States of America,M,2.0,9.0,1-864-483-4006
Kqrolskgbukjqgtfkfjqgwszmqfmbwbwekybjhkndoxprrfkupowtiqcw,Vkttgwdmyovo,i,cpcdnyw,0.0,NetApp,324915.0,O,,77.0,336.0,qjutmum,Snokuyekpv,689269.0,Vkt5819,KY,Mesa,United States of America,M,4.0,0.0,1-784-601-2529
Xbwxhtrqssrjwsoaityxnzkklbvqcyqgiqeinnslmkdibeiswfmcxiobrmfjscgnedgbnjwv,Fhfvqodtkppvbelrfpu,,,2.0,Safeway,321377.0,U,,73.0,683.0,dyvspsgeipcspoicvvzeeuolhfqmbn,,3130966.0,Fhf5820,AK,Thousand Oaks,United States of America,M,5.0,10.0,1-378-875-1609
voauhfomrzxwapjtktev,WPOIMHYYXMOS,K,Hbzqmxiajv,0.0,Lincoln Electric Holdings,379898.0,U,,11.0,428.0,YRWHVBLJHTELTIPCNGJMWYGI,kralneleboqiukbrlxgnwygxnhpbkncagltxnschqmhoseeenvspc,,WPO5821,Newfoundland,Jersey City,United States of America,S,3.0,4.0,1-428-607-2453
nbiafyixfsbdiaiuwznzqd,Ufyqkqdrnfxwcvecsk,,,3.0,,146956.0,R,,99.0,796.0,kebeweesxdqbwdcaujiabqx,,605714.0,Ufy5822,VA,Wichita,United States of America,S,5.0,4.0,1-160-437-9054
wmwivwjswuqyulktnyqqmwlqrkrvsszkqahsvddboyovrw,OYCCVWVFNFPMNYLWAHNCSLQNJEWA,,Txhuhlqelm,4.0,Apache,63955.0,O,,23.0,,GEXVAHTM,TPRZPUCZIAQCSBZSQUXVIGKNHPZFSHMBDTVNSUXXVOEIROBQSGGQIEMTNKIB,3630533.0,OYC5823,CO,Oklahoma City,United States of America,M,2.0,10.0,1-552-805-6649
Yvuejexulavspgxryfqkhkdocwrtjhvvybc,Qesajqzd,y,Lceqypwjb,1.0,L-3 Communications,374125.0,O,,,408.0,Ealaawdqfkbqgeoibvqke,JBGAXONGDAROYTBKCSFPGJATOBNSWVNEFCAXGPYKCMGZXAUUHVBEC,,Qes5824,NC,Omaha,United States of America,S,0.0,6.0,1-670-794-5074
isilsmxfznsttibklodsrwwruobodaupeupagblxbnrgyzepyjalukmmyrgvzuuewsyovbrsfcwnbk,woocbhh,,augfwo,,Dean Foods,420256.0,R,,38.0,513.0,FAMJHBINSBBYITPUWXSBSLUE,EBQUXFRJIYATWMKKOVTWSPUYCOQEFEPQPXJHQJIDWVAOLWBUAIDHKWZQCXRCSACURMVDWFFFCAKOV,3745695.0,woo5825,IL,Portland,United States of America,S,2.0,6.0,1-443-739-7491
vssnoskdjvxurnitmldhfhvnurtkqeeajixozrzwqgdeugdjegjypcuwklbaoklmvrhqshyueoih,KQQTRGORTBKENNWKQVRC,,ywfzg,5.0,Cimarex Energy,130445.0,R,,,372.0,jeceuomjkpvcejsuy,Wlaqbbkenijidelhdygbulmcfhkbajlgqwgjoxrxhoegjffvbxzkohkcyouf,1813939.0,KQQ5826,Alberta,Pittsburgh,United States of America,M,4.0,7.0,1-399-374-0127
ecabqetqcyioqfnuyicktteahydepgckqdegvgfciaaxsdgsjucrmkqvwuzzieaojxppovaemeqkosr,MUDLHXXITGEINWFFLHHYD,,OMCIHMP,1.0,Omnicare,338827.0,O,,93.0,543.0,DWSDPXZLATHDKMKINWDMHZI,Dhzlfxscfmmpxgrvolqkiemzoqjh,3017032.0,MUD5827,TN,Knoxville,United States of America,M,1.0,6.0,
,Hiupjiwucslwtjgwnxcqr,i,HPAVWPNISG,1.0,Air Products & Chemicals,166261.0,O,F,98.0,544.0,SXXJK,Nsjllavlnhiekwugwfxcrnheirrfkagwbajzghssyivyfqiihxgf,3604812.0,Hiu5828,NV,Manchester,United States of America,S,4.0,2.0,1-886-941-5238
Jvcagzpfiehezppegojkkqoafqwmetb,FXUDECXRKMFSV,M,Vzllknwgm,3.0,MetroPCS Communications,,O,,25.0,840.0,zpskizqykjmokqcpdnv,,378879.0,FXU5829,NV,Orange,United States of America,U,4.0,10.0,1-235-086-1323
IAGCWIWSDKSGSOJY,Cnysyb,,Swtbumjtvl,5.0,Visa,159742.0,O,f,31.0,715.0,Ykifpeusrbvolypgmjg,Rvjghifqxbiigulecvoosaolqulrwhlsjpdetvknrprzp,1242814.0,Cny5830,Manitoba,Regina,United States of America,S,0.0,1.0,1-762-168-7568
Ljqdbtwlfqvdsjxfigbqhdkfykmjhb,Ofnlmdxyr,P,OWMDEM,4.0,Microsoft,236814.0,O,,67.0,730.0,Frhxiom,,,Ofn5831,Saskatchewan,Montpelier,United States of America,M,2.0,2.0,1-035-280-0129
,ZTJTYMMJRAJLQGIMGIRBBLRF,,WTYQLFXYK,5.0,AptarGroup,165541.0,O,,72.0,584.0,RPTQRWZETUXBOCFRYEDJQHTDFW,FXLCKJZIWBDWPFZFXXXPJDMRMNWLJYLUFVMYRAPFVQERXUHYUKFOLXOGGPVRUUSJDAYCFQ,1368496.0,ZTJ5832,Quebec,Great Falls,United States of America,S,2.0,1.0,
Svncwbbqagahictrkiuxdlzapitzjdorkvoqjxejbppbxcoyywywodr,ZVAKOMDXENMUXKOHKCNMT,,WGIREC,3.0,Covance,111658.0,U,,15.0,741.0,Ovgfpfcdwjbrepzbkqccjnkdpenc,gwkdncehwkflhprtsbcxamzopsnzigutdqihsnliksqrhdpsajvrggfei,2436012.0,ZVA5833,MD,Nashua,United States of America,M,2.0,5.0,1-526-954-2749
BLYGZMZQNATNLYCPUBZKHRMKEVLGNQKABXAR,LGQKJLYTGXLBOIQYJQISPCASAQBDR,J,fqmmzcj,3.0,PolyOne,140233.0,U,,37.0,340.0,Vmapk,FLOCOVANUJJRCIJFHXNOWGPBJCHQOWKIRBJQGMOOULMKIZGKSZD,1857479.0,LGQ5834,TN,Garland,,M,2.0,3.0,1-558-260-4503
Hrqoptqrgornfdfweoxevmgzteeaccqdvdpdhrmbobaa,sghig,k,upjuh,2.0,E*Trade Financial,,U,,92.0,830.0,Twhrgnlyqzkh,Flxximspcwdaheistsocrrclzygpwhhexsaelwb,2184880.0,sgh5835,WI,Fullerton,,U,0.0,9.0,1-726-703-5433
odmtlrtgusjjbtlbvtoxctducppoipeqqydealovxlfconbnhipgyglxfjvmkfeiydt,nxalrfmangx,,qccxavvwq,0.0,ENSCO International,208823.0,O,,68.0,752.0,NYHCIIDMNDGAOQBZIFSUJBZH,gttwohdlghnjcmtvuxtqmblwalwlnjqavejzzwiyampnxhwrzpby,2704789.0,nxa5836,TX,Naperville,United States of America,M,4.0,10.0,1-166-741-0025
Qojapldhfvbdfntpwajsyswwfbxfsfoikogzjsrdncbkeggfwdlgaxpmioswrxsmdewk,UQPIMAXJDQEZJIYWFEHHY,N,mcntfpnpnnd,2.0,Select Medical Holdings,53922.0,U,f,,683.0,QQWYOBYXDHDMKGSCTSVTSOEVEYRBE,Nvpfrbdtvleggofumirfqfcmpdrfjthzvopuqsgalludxkmacz,577252.0,UQP5837,FL,Charlottetown,United States of America,S,4.0,10.0,1-580-959-4201
aiqvackuoaanqtstekivtr,KKOBVMQELNNZXTXEWOUHIA,O,Yqblkmdmqv,0.0,Brightpoint,389659.0,O,,1.0,392.0,Lbartseptuvzxysjkenycwqdqawroq,Aocwwsstpoumyqhnmqxvejuphmeuwmlbmkcezhkyjggncmbxuwzppltllf,2245926.0,KKO5838,VA,Anchorage,Canada,W,1.0,4.0,1-351-933-4520
DVAPEJIEQGBOPORLPSOWASWWQKMTNUUBCZFVIFGKJZCQSVRIIQDUUMQYIDKKKFMTOCCBR,PBBIUOIKPAMBQKPJQZAWRI,o,Xdjiszk,3.0,Flowserve,30921.0,U,M,35.0,438.0,EIPMWWOM,Gslbibmuxqbawnvhqpvjwhsoxivwyfh,1563592.0,PBB5839,MA,Provo,Canada,U,1.0,8.0,1-440-988-2298
BFKTIOZJGDUNZKRJJVPZWFXKGZGCZ,xtxicisyynhhadzljkhubnkcpheuof,,Jpgusi,,PC Connection,326483.0,O,m,36.0,357.0,ZGFHKIRCQCMGFQIUNWGBFOYXYKVQQ,hnhlcedwidewbqwacbieqozpfpoqsnnvtteaymfqilgqurupeqymmgmjscanxbmvsstslooflsbhpqx,3238607.0,xtx5840,TN,Casper,,U,,10.0,
Tinlr,Xtxpqzhftdel,a,Vveazfbogfqu,,PG&E Corp.,367323.0,O,,74.0,,Zyzokyotkdalakxxcwdvonnz,kzknkwqwxmyzzcrksukqjidwvihoesvasdyurfkqnbybcspcwjqxfogwlxqeghvko,3660614.0,Xtx5841,MA,Brownsville,United States of America,U,3.0,6.0,1-896-462-6723
Fmruhdlpolwzallxjsjixjtzmvscpcutpdveaxjkcclswfuhftkubkweceapszt,kmryzbltbog,,Zceqityrown,1.0,Gardner Denver,317209.0,R,m,30.0,333.0,QTHIXFIWOQBYPMJHVS,NEGBLFEKHVSXAEZAPJPOGUJ,803628.0,kmr5842,IA,Independence,Canada,U,3.0,8.0,1-895-863-4568
Bzhbjbbgvnwczjrirteaytdbsmgafislb,Vbxwlpuzhmitcxc,m,Pgqnyjbb,1.0,Bank of New York Mellon Corp.,298514.0,O,,10.0,800.0,Pjtrg,NEJCFVMBVXDOPHWTMWBYXFNCDQVTUZGYCRLWARGDDBFLBRNWAKGIQVQJBDNCCCM,1314606.0,Vbx5843,LA,Chula Vista,United States of America,S,0.0,6.0,1-056-601-5594
Evyniryqunrwwqxbbicjixrgtgrudxwkeqdsfinfwhtsfwpdalfwqtpjdcxvxaqnajp,Hikvmauxmjmnycac,,KSFOIIWLMU,2.0,Dun & Bradstreet,2683.0,,m,86.0,612.0,korajbrtb,XREMGHKKXYDTG,2206184.0,Hik5844,ME,Kansas City,Canada,S,5.0,5.0,1-193-102-8937
DUTXAWGSBFWLNMCGFJAFCDXPJHWGMSIFEHIADJBUIMW,licggtc,,Bvphsjfm,3.0,Piedmont Natural Gas,169560.0,O,F,61.0,740.0,Cpauvc,Xxkjzfapdcakhlyodacncuioeoesdczibeb,,lic5845,DC,Augusta,United States of America,M,0.0,0.0,1-376-321-0670
Gezeuzglfnvkarzjnbdunynpyovyxhpqfaeoqnkyluqssfulgqknecfpovzbkieoxefwndtnplddqw,Oqucfqyjsyaethrkquxogxnic,,Ubfnhjgurhxk,1.0,Google,135158.0,O,M,81.0,,UBQKHHYFZQWTBQJAW,WKFZJHYQIUROIECYLGFIXQJBSLIXQHGSSZHPEODERTHFJCZMZZKQIYKCUFUKCSYE,1540462.0,Oqu5846,FL,Dallas,United States of America,D,5.0,2.0,1-604-760-9494
tejmuolayvgyfmstvooimytbxdgkligxhwvedntbwbabesknmtmnuczvzmxtyrqmll,nrknaenjfuwlperkqhnvbgkvetcgt,,Nvxufsxkienw,1.0,,285859.0,O,,37.0,335.0,Tfruopwidisffvixdurfaiptbmnzj,Rqyxiozkdwojcosajwpwq,1866336.0,nrk5847,OK,Anchorage,United States of America,M,1.0,5.0,1-047-135-3102
HWKFKDWNYFZ,Ktvdbxgqmiprsvftfjas,v,Stkkacyy,1.0,EMC,96724.0,O,m,67.0,339.0,Qmzrnpbcgj,Dwalapstynxjglcpbzksaelo,3835706.0,Ktv5848,AK,Hilo,Canada,M,,1.0,1-363-292-7326
Freumccmokzsqobzgr,pnxzldwqxqlsahyoljxlwpcznpodd,,htkbgcgktttk,4.0,Integrys Energy Group,413610.0,U,m,37.0,829.0,Bnocowsnwbqzygjg,WEQNGPQLMOSDBBTWFQYUJLLLW,1919593.0,pnx5849,VA,Columbus,United States of America,D,4.0,5.0,
qmdybcefryojpjcqcieucroediacfj,TBFDIXITYXHJUVXMP,,Szgpyco,2.0,Owens-Illinois,493057.0,R,F,62.0,785.0,Gnswuxfstetyhxrbooolpdoqxnzrk,Wywfmzjplgecfvfzymwjpedzpekxtggcl,1214800.0,TBF5850,HI,St. Johns,United States of America,U,0.0,1.0,1-730-457-6603
Hujubernqwgilzypqplrikpos,XJPXRQGOBBYRPORZKPMI,,yohmfklfx,5.0,Neiman Marcus,300246.0,O,M,95.0,457.0,Zilcmiv,Dsrtbypgnzucmvrakhveeecgxxxukmmigcylftco,3133611.0,XJP5851,GA,Coral Springs,United States of America,S,2.0,5.0,1-309-089-2346
jdknkcrgnnlqrndegasbmsqtgummiwwjdeuqcznzeqhuivushphxystjudekdlcozhdtwqndsqipo,Csywrkss,,RWBDTXZSOF,1.0,WellPoint,183417.0,O,m,21.0,390.0,YSZNF,Xibhplolgkfrnpugcwadesypwwagnvaqhexvbkvvnkdclbhaunmc,1327474.0,Csy5852,British Columbia,Jersey City,United States of America,M,2.0,0.0,1-373-306-8769
,HCBEVNHSPIGZENMOGL,,Tylwbnuo,2.0,Boeing,38926.0,O,m,10.0,697.0,Ppsbleldidcswsgqzs,Dmkbyblltuayfuejuijdebwswlxlhekplplavgcgtoevsgukdiwgvjjoxvcbybpmy,1017005.0,HCB5853,MO,Plano,United States of America,W,2.0,6.0,1-296-423-9852
,SEQUTOPMQOOFXWLGLBZWLTEHOMBSB,,Xyzhgwrt,2.0,Big Lots,123752.0,R,F,59.0,658.0,ovieofvqnard,bzerpzigfyhdnh,895574.0,SEQ5854,NJ,St. Johns,Canada,M,5.0,10.0,
hwcgpp,Aqoizhxqnpcrnkvl,F,nrztrxwq,1.0,Guess,368501.0,O,m,16.0,643.0,ifojfgcnt,Vwlojnwzsuvwbsakpilwvsfjsirbicrftvzujptwvyeytsasheslrnxgoacokgc,256493.0,Aqo5855,HI,Rancho Cucamonga,United States of America,,2.0,8.0,1-936-841-5640
bqoaurpwzcijdtgpevmqdlxexprauubctezoerwtllxkrjguheial,mvawcnnlrfbsdubuamzxpzlccnticd,Y,Oppkynbdscdi,0.0,General Growth Properties,51700.0,R,,30.0,467.0,CNJLLM,Bpgvs,3558673.0,mva5856,ID,Oklahoma City,United States of America,U,0.0,4.0,1-498-265-0405
Vbfsbjkxeeoqcfqvwhuupohtxbriojt,ZUPLEHTDQOKSCMJPOGOPWHFOGEPIA,,Lacsffz,5.0,Paychex,251720.0,,,22.0,394.0,tkewksahwuqoiluluap,QBZKPDCIHGUJZOYGAUKSPAIABXHMZGISWWZILBJLGGVDBXRPXQRTNEEVJYJZRHZBHXYVXJTJGFEPQDVT,3527812.0,ZUP5857,DE,Hayward,United States of America,M,0.0,6.0,1-606-958-1310
Ruwvkdwqxncufehftougxwwmkttyngbbtsyilqwcmblpmpidxkkxezsxfgrrsgpaxfuyaid,WMUSQKVOWFV,,Omdkozacaq,3.0,FPL Group,114199.0,O,M,100.0,625.0,Wzhbrvbrdcmtazcw,Oqsmtwzgzjmedpjyrzysscrjwnwwulcweunpfzosxdfwjgoommvypukjduxeukrnkddqjotgfeo,1962937.0,WMU5858,NM,Chandler,Canada,M,3.0,7.0,1-172-569-8280
Wpwancgcdmjhsmkagmywvaesqcukqwutuplnhv,Mybjwfkmyzoxir,,Zdpfysgqoe,2.0,Kelly Services,14619.0,O,,98.0,829.0,ingkuaf,qzwliqbahpjdasfqrpnbjyaitriiwj,2843445.0,Myb5859,CA,Vancouver,Canada,U,4.0,8.0,1-821-491-6780
Ejylthorhpbxxpfgnuwzufelrgwdjfklqsdmvhensdwhjsilpwisjiozxrbfhuykda,Gjuhkjhb,A,yxvsz,4.0,Boise Cascade Holdings,342500.0,O,m,53.0,745.0,Xkcstrfsedrnswbhpnj,Ymqyliryknbioixcepvrrutszsfmhmefyudvrivobfofrqpdsiw,3930335.0,Gju5860,British Columbia,Buffalo,United States of America,S,0.0,9.0,1-253-450-9834
Asmtxftrnpiihhfdcvijhjlofkbhgrutqzmgynyyxs,Hijtmq,,Gkeilctopxjw,2.0,Guardian Life Ins. Co.,297081.0,O,m,38.0,350.0,Rgbhwenwvaxisdh,Rajcgncpwbuqrdykpjgsezpuixpkokttsomvaflkmicurvcwlqthjurqsgudr,222351.0,Hij5861,FL,Garden Grove,Canada,D,0.0,8.0,1-170-212-9940
Nsftgibdinhgwraipofzuenyutmlhvpdtrmapwkncmcrfwksxytyotzxgdzoqezatbuecbvs,Kruowoukf,U,RQCSKPVAEC,4.0,,415751.0,U,,26.0,483.0,Ywjuvxodinqqtibgzo,anwjckvrvetnrdoakshqudowmlcdawsfrdycxjrdqslaogz,2670896.0,Kru5862,Manitoba,Minneapolis,United States of America,M,2.0,9.0,1-434-446-4373
Jocvfuwkfpkufyqvlykxpimkkrudwmjshfjijplvadhrrebptfvotocoilzlwgwxbpvpwsgzqgbmg,Cmfpwbdvuuwejrvrunffcscw,u,Fwmgambvjynp,3.0,Vishay Intertechnology,80954.0,R,,59.0,384.0,pbvkxtdnruqrpwwzjvmui,pofusnhozowmmbwxswmdxmhktpvbbrlppgymiouubpcntqhmzwoakrzpqedncurjlrjuyop,295495.0,Cmf5863,British Columbia,Anchorage,,M,4.0,4.0,1-066-688-3993
SMMYKYYUXGTNMXLCNEFTBKLNBCJISSFROKXUALALAQSWYKKQTRKSLXHQKBBIYVXLW,Ortysdxmdsexod,S,Pyunn,0.0,,107847.0,O,m,64.0,595.0,Ngxiofrsuzhenwtwvl,,1843120.0,Ort5864,OK,Norfolk,United States of America,W,3.0,2.0,1-733-370-5373
shjduyxiyskriaioqsndqmpagwwrrvirbpsrnommqtxhbyrnevpjadlkhxytzojeheceegfh,Bgasyhlgvgomsxu,,Owujig,0.0,Peter Kiewit Sons',329138.0,O,F,96.0,417.0,Qooxxqiyqkmgnjqhbcssxxvo,nmtcuhcbnaoxagbcfedfxtahewvgyofniadahxkwvqbjvuejhyrxdhr,2247037.0,Bga5865,UT,Biloxi,United States of America,U,3.0,6.0,1-377-671-8460
Ywdnflyeapeorshpljijbtpvilizrhsoycbyx,QETHPGXODQVEVNATIMEA,z,Mozjwkthxrr,5.0,Land O'Lakes,317405.0,U,,45.0,637.0,TMAUXIUBKYW,lzdhwtotcayyyyuibcprnrljpjjxpbimvanjqxaryeflqhubwa,3596184.0,QET5866,Saskatchewan,Laredo,United States of America,M,3.0,6.0,1-540-598-7557
goagefzeiqizpexhkwqmmlevdrsefizozslvoprpux,sngtdyfbkyonifxsvngkp,,Xxajlhp,4.0,Biogen Idec,135759.0,,,54.0,,MCKNHAEF,Exqbryzjpcrmkfswogszztsnjaelrtyqi,946827.0,sng5867,VT,New York,United States of America,W,4.0,6.0,1-112-236-9935
erupggqbxlalxopaqzpaaddhunrfrcewsip,VEANBETK,g,Ussxggysaqk,2.0,Dole Food,61208.0,,,84.0,488.0,BSSDJK,jwicmzlyiaxtktvrpikvodmpabvmeycxmwudtrjfbkbygtmbkkcqyrxotowocaxpybuffy,3745601.0,VEA5868,GA,Stamford,United States of America,M,1.0,5.0,1-944-126-5583
xnwaojukksfkjkavxebhhkrbcmubmykvyoyzhlmemqskzjsy,XXYEBUWECDNRJVYF,A,Vrmalqurce,0.0,Burger King Holdings,9696.0,R,,82.0,689.0,cdbennnxadpzntjrbt,Bxljozbfivsklbddquqmpltgitdvvxanlixatdsqfjfqtwiyyzfgfwxfihemnigshrschzlw,,XXY5869,TX,Sterling Heights,United States of America,D,1.0,9.0,1-642-640-9864
Fshtdsoclomgq,Neofhrzjm,,Nmrsv,1.0,Tiffany & Co,36351.0,R,M,98.0,,Ibhrjajkqnlizcfotrvxlligprtl,GKCVOPFLULPCOLBO,1076128.0,Neo5870,AR,Pittsburgh,United States of America,U,4.0,6.0,1-445-393-4447
Vnvmajpkcgvaekvmdvoq,TRZHQLDPAMTGW,C,Urhtcnukfkl,1.0,CUNA Mutual Group,,,f,78.0,352.0,Sjoajgtyxhsqcgdjrxiqnvtxk,,3929681.0,TRZ5871,RI,Spokane,United States of America,D,1.0,10.0,1-339-382-8731
Lqgcrapjigvrkookftxrtuhjepzzycohfrqxrfoukxhe,leqboiriertozoihpscx,,RUEZDAQVT,4.0,Macy's,411044.0,R,F,38.0,763.0,pmfojbwwcuebzzprjnofmujkiklx,Mvtolotkchkuskf,163867.0,leq5872,MI,Palmdale,,S,2.0,8.0,1-939-802-9854
Xyxdhnridgvlbjlxphrqyyntuwykefhfhlejdzrsxoqtpkjtjlrctlkbgqpvxnler,elzhhjxxoyimurcntbrgue,,Tocdzt,0.0,Sanderson Farms,364050.0,O,F,7.0,322.0,Ncputqewohoiazebg,Ivhxuvksrkofqnmqkpblylhhpkbgpikevhmzqkywflbuaddnwjytpvknlzqli,546973.0,elz5873,NC,New Haven,United States of America,S,3.0,7.0,1-213-492-0206
Arepacqruyyvmbfmseclmxckpdnm,Lenfunjhojlzgiqwxhakzeil,,,3.0,Baldor Electric,112165.0,R,,66.0,758.0,Fdemivjlusxe,Mgmdtkwnjfxmiorcncuekgjqqygzkoci,1427322.0,Len5874,MO,Cincinnati,United States of America,W,0.0,4.0,1-354-857-5460
Neebwfrvmkyqtpmekqptpssxmhnvgiwpbiavvvoqzxbruhiaaiaiuhnypxemiqtnkahnbhk,LJFSKYOSIDUYHPLAXDLXWEVDE,O,Eyubwnni,1.0,Ryder System,182053.0,R,,71.0,553.0,Qkjasjrjcyoxzjlxjmkfrwqapr,Fcehzhsbawqhehppvv,3606377.0,LJF5875,Saskatchewan,Shreveport,United States of America,,4.0,2.0,1-020-509-7587
FGLANRQRFITISB,PXGLSPROMHJNBDZTRJKJ,I,Aiiik,5.0,Beckman Coulter,337973.0,O,m,2.0,499.0,DKDRWJV,evkzctggpbrougjpuiploujyljwhiqrhqgbmuleldmynvhdekffwvikenuf,2455002.0,PXG5876,TX,Gary,Canada,U,2.0,2.0,1-305-331-7192
HHSXIFUJEURSKMVDCRZPBNG,Lrswpbuefaoldrapobeaghxgnzyg,,sgmblbp,1.0,BorgWarner,282078.0,U,m,61.0,315.0,mkqfwkpwokoztwv,QQROFVACLPMOIGS,2811000.0,Lrs5877,DE,Sandy,United States of America,M,0.0,1.0,1-102-720-6383
,Qlhynahsmvzulbbj,,Hhjdzk,3.0,Chevron,141505.0,,,17.0,415.0,NXIEYKFBQXYBWZHRPMEVR,Aafjndkvfsvzznzehtwltlplnomnxtvdpyhkgvqvpqikfsavnscfqeii,769088.0,Qlh5878,UT,Stamford,United States of America,S,5.0,4.0,1-740-646-2446
Zahlqhahokkvzrlvnjlgxrovgesewjyxvalpahniizxltpywnsjgtifoeasccr,BVVUUYIUAJRQWSEJIGBCYJWF,,xavqnrmvqrl,5.0,Pool,256101.0,O,m,24.0,,UDIPQWRJTKRBNA,Nehjkqixwilyzoaqhtpeedjocphlwqjqrshowwgxayu,994500.0,BVV5879,OR,Sacramento,United States of America,U,3.0,2.0,
