AgencyID,Phone,NetWorth,AddressLine1,NumberCreditCards,MaritalStatus,NumberChildren,City,FirstName,PostalCode,Gender,Income,State,Age,Country,LastName,MiddleInitial,AddressLine2
csf5457,1-267-861-0443,2399695.0,Lgcbyvcu,10.0,D,2.0,Mesa,Rgdpf,Ggupmjwsejcw,,308107.0,MN,5.0,United States of America,csftzasrvibpvayqucvcabmn,A,JSYTEIPBBBKSHIPKTNYV
Eus5458,1-238-607-7919,961080.0,bmuzvbphkderpjyoglaplqxllbbujwzcdvllcipigwpzfxamgbrpwlixkyxdmirxve,6.0,S,0.0,Charlotte,HCOTUAEMWPQPNKLGNIYQPZKIVEQC,Drlkqe,,54478.0,VA,45.0,United States of America,Eusdwnqhfxjbctuohokopc,n,knxhjpatjrdceaelorzmgdcyppwmtruznvyfisjumnldcnljazsaoskceramzstfjqlesrvlsid
Ihi5459,1-382-012-1344,2992287.0,Jiwmtxwkpthgzjpymmenemiriviom,7.0,M,5.0,Berkeley,SCBHXRXHSDOXQALHNDSLNPUFTHMZ,Kqbvqhrmbamj,,305227.0,DE,29.0,United States of America,Ihilyzbmmlnfvnqexroqj,O,Oytilvuqw
hwo5460,1-084-021-9890,3912733.0,,0.0,M,0.0,London,EBCIFGWGIABS,Wwbcvb,M,206264.0,MO,48.0,United States of America,hwocdewlcuayua,,uumtuzjmrqeyaleiqza
BTM5461,1-745-132-0280,1248714.0,Wpfaoape,0.0,U,2.0,Austin,Kjjewfdybxhkceybhqlehbipnkrr,Uwypi,,425333.0,MD,78.0,United States of America,BTMPTAUUCOBNNIOITNTHD,,UJUGPW
pxt5462,1-342-608-3524,2127964.0,Edhkhkaqebbvumganquviamyotuzjtouqrualiplndvjireqph,9.0,D,5.0,Dawson City,tidtuijtowkzwe,Dzumqwus,f,404577.0,OK,29.0,Canada,pxtntzondghkiyjkfkgaxzbt,d,SBOUANH
Tdt5463,1-607-060-9410,2706243.0,vfkejlkagguhsstrdhctdzjemfgdzitkjyfizgmwerldyjzctpztqexmpoihtvoimwdeyalubsdwxgp,10.0,U,5.0,Hayward,apjqnweyckh,Ojftunehwf,m,498062.0,ID,20.0,United States of America,Tdtmpxuov,,Gvrlduqdfodjjvdugbhcjlhodzcifvwlhtpvypqpocndiwzwwwdomdzxbmfzhpkcshyugratnb
Mnw5464,1-969-268-0738,3248346.0,Llxkzmxctykohvirmqoxdgmdjbivsfkjbupzkjepfvjsjjda,5.0,M,5.0,Missoula,UTFLUYGFNLAWCSLFIAXMCHSGCYR,Gepsmpoc,,83196.0,SC,45.0,United States of America,Mnwuumgvniznwmhvlqjphb,g,Tjzmlpcrneonyhvujo
Tfe5465,1-676-177-6465,3441222.0,,10.0,D,5.0,Anaheim,Uyqejdtz,Gttvahfwnvz,f,451030.0,RI,84.0,United States of America,Tfeuopk,,stwdfxspbifwfqwxhfhdctiruhnrhfy
Sgk5466,1-671-327-8968,2156839.0,Aipjcvfdaxztfjxufep,0.0,M,5.0,Nashville,CGLLJYBPFFCQAYTOMMCCA,wdved,F,23216.0,UT,,United States of America,Sgkbvulqm,j,Hkclmgzuelbefgnvld
EWE5467,1-430-910-8166,3461203.0,Lkfscxskigkuaccmvkldsyimfenhkimqrbddgxf,4.0,M,4.0,San Bernardino,RSZSLJG,Mhhbyalts,F,174978.0,Quebec,52.0,United States of America,EWEPTAQONGAVXMRUONZPDKVBPFOA,V,
Arc5468,1-450-461-2920,903386.0,nnckmholcxhicvdhfxhqhuxgyghziivjsaqumvoorotalwfvwomxnh,10.0,M,4.0,Columbus,Gccogqkysgoxumdkx,Qmlyibp,M,47677.0,Ontario,21.0,United States of America,Arcpoybdywqrnskzhsngygukssqhy,P,ktfeliltzqopsai
ROL5469,1-895-884-6460,1881111.0,Fzmgrxcpncksdxxtjeihvpvfcedbfnitbbtllvnakjeims,3.0,M,0.0,New Orleans,UHLCSDMMFMJDSBGNDPHCCUE,BXQVZV,F,251944.0,ME,61.0,United States of America,ROLAWKSHBNVK,G,Mcvfzmhsheijmmftrwxfzpcozhhnshiuatpeyepdrhboprzjeqhaaqednjmugapqgtfreyzovtges
HVP5470,,2918297.0,LHVYCVUHSZ,1.0,M,5.0,Fort Wayne,Lslejtasbbktvjxrxyy,snfdzjegea,f,259902.0,ME,23.0,Canada,HVPKUQORZAMDXAMAKSUGWK,I,ouoazipxspxknniqfuolgjlrrmmiauufyzx
FLO5471,1-941-822-5380,1299540.0,arnijwygfpdkxfglklegofopqa,3.0,,3.0,Hilo,URBFKZUHUHSTLCADLJAPMNPWCPIQ,MPEEQL,m,274812.0,NH,36.0,United States of America,FLOLGVHPKHIAWQHBROGPWWGSG,,mbwdcliylcjhgjriqhzqncgrgxlsjalooxlsbhvozwvisgtlsolczfw
kgx5472,1-231-670-2346,904932.0,Kdbvumqrxvlwwqzvjfdzjulpxownnamjomdhfxqpovqnkeyquaprqtikiojqqz,2.0,S,3.0,Fort Lauderdale,pkgeqawpmvrzz,Irubdqbhpspf,f,467632.0,NJ,74.0,United States of America,kgxawugzinmyzufihcenwlwxnzgoi,o,Gdpjfwoxhycvfigjqfdwtasetwigaohysnwrtfbqc
Lss5473,1-780-727-9520,2803070.0,bioxzzldtijoycuwjbpzzoetkofopmoyxlq,0.0,M,1.0,Chesapeake,Ximyoobhyrssxvuyjud,Xjitqj,,23317.0,WA,48.0,United States of America,Lsstuzheursbtwcnikjfghsi,,Jnelruisuxqbnby
tkz5474,1-493-921-2032,3275913.0,gbaorykpgjzneimuxnjnpnhorrulbbnuhiuzortgerdkudyctvcmgugeunbvdmsvrrboaupdkpakouph,3.0,S,5.0,Santa Ana,TPJUHIVJHGBDJH,Nogbanz,F,104246.0,IA,10.0,United States of America,tkzgeewhuzhxnvxbmjcq,,KFXCECGTTYHCVMNAVMNURRDCZGUESDXCRCLDBWMWGYTHNGCHPNCAEWHZSLJUBDIHQFPQHN
fes5475,1-661-841-4168,429634.0,Ldndcngbdadb,9.0,M,1.0,Warren,iokddklfiffpiqryhar,stigfqxl,,247863.0,FL,23.0,United States of America,feswbpssbrbgj,,Vjoayzkssghbleltlempmkogiobfijajmndhhmqzeqofpwtgp
UCC5476,1-711-635-6344,2316804.0,Hdusxjkjqqjwpqccvpjsmafzjeoralpcqsabcgcimvmajrctnikljn,2.0,M,1.0,Ottawa,Kqtrbebkxyzsakkhd,,,363727.0,DC,24.0,United States of America,UCCXYYIZSOBEZTRDCGBRYGI,R,nhkvyyjqehckimvhchkzmchsdrwgtmgdhrbzfjqpv
Jxq5477,1-846-319-8451,1249601.0,Mxhkvyeesejyvgjlrmefgmrxeainnuftmmyaliepbgvv,7.0,M,2.0,Stamford,Hrulkameaedzoeigxzv,Xrjagnug,,300345.0,Quebec,79.0,United States of America,Jxqmowhhieb,,GTCPMOBTXAIVAIZUAHNZEVEFLNBBLONMPMLNEIFHZXDRIID
LBG5478,1-362-691-4085,997792.0,Mnnuoqjuxoxf,3.0,S,0.0,Seattle,SFJFTWVZUYJRHAEYABBEOHRAGJVEDY,zuvcll,,390445.0,MN,16.0,United States of America,LBGMRGHHETNDJXZQWJTPLRPQCTB,z,tefnjncjpnscenxkqigdmwxphewpyzegokasm
Nzb5479,1-535-786-8538,3242507.0,Jiwkg,6.0,M,4.0,Santa Rosa,Ltiquctcvlkflupsrr,pubxfolippwk,,31670.0,Prince Edward Island,70.0,,Nzbqrfwffyabqmtqqaploq,,Snwesdarktsvy
Kqq5480,1-394-755-8641,2996279.0,Rxxjjyhpzwfsrjzsqxeznizm,1.0,W,0.0,Augusta,Mbygefutrmjkhkgff,Zcznmi,,,AL,87.0,United States of America,Kqqkzmxqpf,K,Ndoehlnrktjxzcvfrxqnasqfkrumjnhrnlgdwjwailhjvtl
MGV5481,1-932-466-9231,640119.0,Pfyyfuklbhngtlcmktbdqdxpsvztyzxreooluxeywqtsbmqqzkzmlshzjx,2.0,M,4.0,Knoxville,lnwssevbypzvuvcgrzri,Nrjiljemtmq,,280311.0,TN,87.0,United States of America,MGVPTLHTFIPN,,Nbjqikynndttvplikkurzozxkyujjzzqryxmlfmtisemzvxdtsfhldaqaqemuokntyeqkhe
ipp5482,1-761-618-2557,2937555.0,QSPKEJPVBVYUMSQFXRNRWTGQJBCIPLCSSBUPHFHIECBCXFIKJJSOQKQCLKOIMX,9.0,S,1.0,Kansas City,ONGTLJYRZLGPQMHGPXWEMXAY,HAJMNJOUFUM,M,122090.0,WA,81.0,United States of America,ipppssaskzfywezasnfpe,h,AJTNQLQXFGTJPLWDQIQ
EAT5483,1-237-132-2297,2669221.0,DPSAUKYVZQXHWXZEULTVUHBD,5.0,W,3.0,Coral Springs,FXAWAXHZNYQNCXWFCRDI,OLFSNE,,58166.0,DE,14.0,,EATKSIHRWKPBKJYYFRS,C,Xiaatudohwmuemktwqgrcppvlgkbyaxooozkyekkbsbyohdmizsgngagjfgwwcepk
Czc5484,1-699-181-7048,3439467.0,ibwcocpuciuzdxmdzgarzuujvgesjyvliepdosmxkufwgbjexhkjsokihgrzqewwcdrjexbd,4.0,S,2.0,Little Rock,vtljoffgqpt,Jrevaf,,89677.0,IA,42.0,United States of America,Czcmqdzmpdcfv,,Mfldiqbcvtdsluzyrhoocvrsynegtgczjbqsuvkxxspqxxons
Cnr5485,,2789746.0,Vqifmdbkujpgsnvwwxyolny,1.0,U,2.0,Glendale,Ukncdhggdl,Nmbsf,,204547.0,NJ,55.0,United States of America,Cnrolaurhgpkm,v,nndhyedgyltwwhyhqdvkuqghpjabuzmctcwwolfjmiyovrwdvnkjykbefsfirlqpvuaoetcmikwowr
Wto5486,1-096-197-5713,3680293.0,Toimnaqyoyuezkryydarfyfuvykxfanuaz,7.0,W,0.0,Akron,zblohtfpqmolg,Pcskliz,,459589.0,PA,30.0,Canada,Wtovfamdsgcwxthfhqhrcffoptzca,k,Gbhcbd
xvd5487,1-406-158-1976,2554864.0,HFFMAGYEOGCDGOZIUMSEZDRFXZZVTJHLBEQLMUDSEKVRSOIL,7.0,M,4.0,Warren,Qsurzbjsrwppxhlcoptwkimir,znidkskhsoh,,200878.0,OH,98.0,United States of America,xvdomznx,D,vvdjosczihktxavilxjwkfubakrdwnvgvhmdlkfbedhjsoumbrqqsmr
LGA5488,1-784-938-3048,822209.0,ftbyvl,0.0,M,5.0,Missoula,rvsangsad,Madktvlbqckh,m,381094.0,PA,45.0,Canada,LGAQGTDTITFJVEVMJYGWMSS,,tmnidwilokjdyhsiuhvfqgrmpjwjwthapbuwjpxwjpjussq
Dlk5489,1-532-268-9015,2247565.0,,,M,1.0,Dayton,mrfirsx,Ejcrux,F,378685.0,AK,9.0,United States of America,Dlkesmxwlkrlucmvtbi,,DSBLYDGGOMIGEHTNRGSBWFMBKJPUDWWKBDNTVCIIK
ued5490,1-747-212-1038,3380570.0,AVQTQTLEFGIVLCKPDYLYKWROKLBHWUIDPWWFNWSTAHNYPHICPQMEJCNJSIJTLTKTRB,8.0,U,3.0,Augusta,Lhglbgvhmgnkdcmwxbwhsvx,Tonlfjaebn,,39914.0,ID,37.0,United States of America,uedplfxtuyckxtxg,K,UMIKDHLWOPLRDPTSVMPYEZIQMCQCLUPPPFIMMSOFZHHC
xio5491,1-173-587-5646,,ANJPEAWLMJOQJGHVKEF,8.0,S,,Sioux Falls,Dlmlfzpigqkduptmfycmwvemiwvs,,F,238318.0,Manitoba,19.0,United States of America,xiojmdsoaremrba,,ngvcxlorjmirif
Bbx5492,,2168077.0,Qhqhnmdpzlqygmhfxnpgpsihpowinmgoavgongnbwlwwrrrobvmlqmqwcqqhwjnecy,6.0,M,4.0,Garden Grove,QEVEPBQC,PQKJDQLWYBI,m,417537.0,SD,,United States of America,Bbxcdcownfxe,w,Metgojpryjsyntfyncxjsgtdzktdjutabwttwwcjgcsznhgmjuowvknirtrvnfidrfllrxmjmwuqv
Ozs5493,1-241-306-1419,2153242.0,Dqsgcasdclawtrsomjdagiwwhfkkqtntdueyxpttaerqycrqjxppupkiuwovhrr,0.0,M,1.0,Provo,Bhjakqfgwuomfcaix,Iwsmbneq,m,490817.0,ME,28.0,United States of America,Ozsoglmaddmammeksf,,LCVBUTKPMTAFSAFDRMXBYMKGDCRWJNQSSOWDDVBZBNOWMBIYSOZBXQSMUXYTSJSOIUQP
Pdt5494,1-260-602-8104,,YDJASPAWIGRMSTCTKONXMGDBRFBEMONZMVHICFEDLVMHBQS,1.0,M,2.0,Greensboro,Klbnuilfcwl,Iktgabwkrrj,,483809.0,AR,80.0,United States of America,Pdtojqdbmplzlr,,Lkusfqoycoobqctxdkriyjjektuluzkwvhnqgvbvginvkvagxixzsvpkvhakqpk
Akf5495,1-775-868-0452,3633201.0,WAMCKCZZIXMO,5.0,U,2.0,Modesto,Jykjgjlyhcguluu,GLSUFFVTL,F,330213.0,TX,9.0,United States of America,Akfxonmszgxgfoe,H,lkskdwvrthxf
ftm5496,1-886-214-2172,1174340.0,Taommaqfcksnkwiuxttwtcrtticcoxgxgceiwlglmlkqthoyhnginrevhuujansvudvsz,5.0,S,2.0,Thousand Oaks,eqmwg,KZAUHSEYNUD,,148953.0,ID,37.0,United States of America,ftmkyiydcmpx,V,ngpzuuceqcymtjnokknqnujoggyrrlycdudbw
Tpx5497,1-760-578-7594,3603859.0,Ovlrteqjtecpevezqypwyhubjstetvxdcpsfgqe,6.0,S,4.0,Sherbrooke,Wymqshjsbveuhiloldsyzkyyvu,Wkgwrxdvc,m,135666.0,MN,88.0,,Tpxvndcymvwarlc,U,tnpdexyjwvkxtynhwf
KFT5498,1-188-235-6615,2993705.0,LASVVRVHKUMLEPEHFCZTXAEEUCKPJZJXDRK,0.0,U,4.0,Spokane,wpsjxjfqigcrzuuqfdlzxufvqti,Behtpv,m,336426.0,Quebec,90.0,United States of America,KFTFNBVAQGQKVDISGCD,B,Uubslmeqyiylhdzvndmvxbqxselulpdjskekhac
Fky5499,1-077-540-2310,836666.0,VLZSMTTXSLERIQLJONDQMRJERLIESMUNCFRRAFUCFOHK,1.0,D,2.0,Orlando,LREHZJLALDOUKLSO,lpidnoka,f,395736.0,OR,53.0,United States of America,Fkybluqtxqqiaa,R,Xdplimilozkxxlskpowedqguatdpwtppeqg
FKK5500,1-686-832-3823,93506.0,Pjovmajdzydojnihlfjvwmupgdjuawobzadrylqaplghezgldfiqxdqfqidrieqkquh,5.0,S,1.0,Scottsdale,Juyadwmyfktj,KOKLF,,356318.0,ME,88.0,United States of America,FKKLGPRNPHDBEFJEOCFBLOYVC,,nogmrnriaawfbjbpsfztbtjyvpbd
Vym5501,1-877-259-0661,378998.0,Jlazpqvzjhmmljwmghutrroewjcurrkojssohhhxaxqyltpqixfixjcudtqjy,4.0,D,,Vancouver,VVCFUABJEXJCQMM,Ssizbxm,F,307496.0,OH,61.0,Canada,Vymenvqxr,,hoeusyjsxekwatwttrgbftwfeycxkrctdctwmawacmlgxpgsgjrhppwsuml
PLZ5502,1-284-825-2142,3382148.0,Ujaenwrcyul,4.0,M,3.0,Montreal,wkgweu,rsmxhol,,253577.0,DE,77.0,United States of America,PLZZPJSETSO,,alxbampaw
oyu5503,1-065-062-9425,965558.0,jwwehitfkluwmktf,6.0,W,3.0,Billings,Guzafxtveueftu,Txxbmr,F,17408.0,WY,37.0,United States of America,oyubrbbjmopazrjtbiel,H,hxvtdvcamvprcsvxnptolkjf
Hrl5504,1-213-548-8406,1293257.0,,4.0,M,1.0,Brownsville,Uapamqossahneutveqgzhwgahyhtyc,jhewxzrtrmrf,,288799.0,IA,93.0,United States of America,Hrlmgjrkaafygvfztghuqaedtnla,V,Uvsnwzzv
Zol5505,1-357-060-5078,681616.0,Cpkxevcmoykfljdkjupipcvgittdsutfqcmdfjgfkqwfbrjntiymlrqotbbnpdoswfuen,10.0,M,1.0,Waterbury,Qojkdrktermmh,,F,85295.0,Prince Edward Island,62.0,United States of America,Zolyfpvtrhduipvsehlsesdmfm,,zjixernhalhemgddmjhddvcczwmubgzepkake
PUT5506,1-702-902-9459,1145191.0,SCCQAYUXDMHWMNKBXPVVQTMEQWULKDMIOJUXYUQTVTBAVFNCHYRTZHMTEJZKCJL,2.0,S,1.0,San Diego,yfvpnoqkhmx,Woonvlvjzv,M,,RI,59.0,,PUTLWTQOEQJDBTTYKZJFZWIY,E,Jrnzows
mwx5507,1-589-083-8627,1248514.0,hivjlimdsxygydolfnvrscycbwqklckgtmcgviemgsnkqlotnvbdoocmxsjdybobkgluzrcwf,7.0,M,2.0,Akron,Gpkdoqyunnusbmc,Hhsegrpkykko,,71091.0,VA,32.0,United States of America,mwxjqotnavpoexeh,,AQFOQPQGSPKMVDWNZROOZSZPVAKNLXSZHCSSSYJZQCM
Kct5508,1-345-947-3435,1403092.0,Gbelqhellszpuozrdnuh,1.0,M,1.0,Hollywood,Kgiyhynfjwdsqlxhckanwbrxrps,WDGYR,f,499324.0,SC,65.0,United States of America,Kctzsfgusoivdrryeroqwrbbkw,,NNPWSLYFSTCNBGCLHBYIQYSVLOTYVNYMTQAXXHUGGQCMDONSIVDCIWW
bcf5509,,3902074.0,WDDRVRAUILFUXBHDPNS,5.0,M,3.0,Fort Wayne,eskdckikxemugm,icigsirohmjc,,,NC,64.0,United States of America,bcfynvekbmfn,,Hhntfgqsdbrwdh
Liq5510,1-142-880-9619,3168726.0,mtsenhthllzjrqmuujzfwnfavmbwmshhghkbpbmhwoixujlxbuxutofiqnostktahiukqvdbam,4.0,M,2.0,Rochester,Trpldlnqubtknhkwbwblpoapuqrt,cgkesarvphz,m,186981.0,WY,25.0,Canada,Liqdwycikyeum,,JBWIBNBLGXQKMJMPYFVEZPIPDXVHRZYNFOBPOHWUQBJJJFDGPHTBBN
KMG5511,1-794-388-2477,3913954.0,Uygkjosdlacdxbrzssqgzddminxrljthowoezhjknlldfsyuegcdywgknhmryikwdttrkrczlxrkn,6.0,U,3.0,Atlanta,Jwkndnguwhmme,BKAOYS,F,43973.0,MS,63.0,United States of America,KMGHVGKKQAPIZCCLOATNQ,,Fjbqdyqtamsmlbegnobtzdgjerrmfjrdjsodhqwwsgytgojvbvhtwd
Rnt5512,1-595-382-8872,3142412.0,Lojwtcfxy,10.0,M,0.0,Berkeley,ctxzlojdhivoiggzlpqpvkfqtk,Blvksn,F,497873.0,DE,19.0,United States of America,Rntjolshfzlivlgcvocrckkntijh,L,AWDVTIJLPWDARAGMHRPKYJSOYPCYWITMOIWKOQGPXYWULKXKEWIOMDCGRNRN
Tvf5513,1-954-888-0105,,xiczvypyfchhogygohxu,1.0,D,1.0,Burlington,Qxpgewxtgcengzyxmmkwlpkgpdco,ytyxaxcgjq,M,192573.0,ND,24.0,United States of America,Tvfctqcuqp,M,rtjxkjibeyduiddoegrujjykbfwbvcrcwqeisnxxw
FDD5514,1-850-009-5591,3810936.0,Nqyduftjzffxaksfekjptccaaehhqdmxmnianboklwgbyoistquwaqianfokfkqbwdtxuxhodx,9.0,U,3.0,Huntington Beach,cnrqukzhuqjihejxukqkkpqv,Evxesntc,M,359623.0,NH,56.0,,FDDAWANDPTUD,,Saspyrqexqbnttazlakuevtcjdrvkecpcmfnrhuejfbgcsnyoqrioxxypowslkpaujn
Oih5515,1-550-309-3186,715063.0,Jdwdrhbvkocggqitigivkgtgklwfjrbbzdghiuc,7.0,W,4.0,San Diego,Pvqhaeukpss,Zgqdke,m,71500.0,Saskatchewan,68.0,United States of America,Oihnpfinammyaks,Z,ttarorpecnkugmsxwvdkrbhfzylcjjjemdxbqlztdcfkhirrjrsloahedcvgfhh
Peq5516,1-724-579-3042,3472931.0,TXSSTBWJUFLIGKIPTAYBUJZGGCNXBXBGFMTHDNUKBQFAKJBFCQIIWQ,6.0,M,3.0,Akron,hatxgnozkksgsqifhfqxdkvhgpaa,Yqpnnlvs,,387445.0,NH,7.0,United States of America,Peqzzkomqqlbqvmklq,,Lacopuufzzeyd
EHN5517,1-063-639-5359,3036299.0,Trufycracsno,9.0,S,0.0,Huntington,Hdehjcgwtkfngaxp,JYSCUZOQUXLK,f,272389.0,ME,87.0,United States of America,EHNAEQPAEVRFMVI,H,dskbflzfhkiksaaiayhbbgdddjpwxwmikripaeftvourzuwdyiwxtdwxkcmlmuhfa
Qub5518,1-140-829-6375,2714666.0,LKVGZHEEUJDQFFJMHNEWPBEPKCBQJPKSGXACWETHQXEJJSXMNKFLOEMEC,7.0,,3.0,Fort Smith,htnogmfnapattknaltmicwinuvza,NPKGE,,360310.0,Saskatchewan,75.0,United States of America,Qubnp,K,
STA5519,1-815-117-5573,3027823.0,HBDTJHHIACXYAASUVJNRBWXHJHNEYQFVKRZARMPYEUAJUKIU,7.0,M,2.0,Huntsville,Glwrcapltyauzilxqgtlxo,Pqjle,,200129.0,British Columbia,31.0,United States of America,STADPH,O,Xfopdbikvwuqksiqelhqlfmcsicmlfobjtosrzbpofmcraxdahgjumv
ixb5520,1-301-463-5117,2525050.0,lgcclznzfktjcqivsdssqnxuvieblwcbgzmjefjouccypdgvsogagisj,10.0,W,4.0,Fort Worth,Qypgaofnem,Fsnknvybhp,,,Saskatchewan,38.0,United States of America,ixbytiithngwbodiknxcdhboysi,L,QGYICBJXXULGLEDEACWGHDXSLBJSZWUASJNJRZXBPPGWWGGEIQDELRCXJMEPRONJQPXGIKBBL
Uvi5521,1-340-406-2327,1237488.0,WSMOTMUHVISGWBCNMHDCALSDVUECL,7.0,S,2.0,Abilene,Fhmwnrz,Xsxpqtxrxise,,217295.0,MD,5.0,United States of America,Uvitzbkjhrgnrdmcnorcyrhwra,B,Xfskfvxfhrwwizjsatdfvcfikvlsnpnxlrwdnrzzfrdxvdanfsjrxawvmtyvgatufqpvqlhbq
CPY5522,1-122-711-4160,1774557.0,clswwbztjvktlwnukdfrwdtizjpetunnaxhymyswrteydgqbapsqdhzwdkurdglfsohjtutvsytdlu,7.0,M,5.0,Eugene,COYKJSSI,Ddsmrz,,310155.0,MT,5.0,United States of America,CPYEXNKVOHYMETDWPSGJTFNG,,Yfhfmodacn
vwn5523,1-956-318-5098,2304038.0,Ulshbbkxnhmtdiudewbgrwcuxnwmtxrvyugeaklcbiykshdbguwiiuneoybxm,10.0,U,4.0,San Bernardino,Msntobnitf,vtlwbmhlvi,,261262.0,OH,69.0,,vwnaf,K,AOYNDEPIEMBLAGKAOLGOBABADGEREVQEEETXLDFXWJPDAXQVDACEIHMSLFUINTODEJTFEHL
opw5524,1-152-212-8127,2004129.0,fawsjgdqntbrxybcaacysxmoptwnelbiuumuynzusbcedaupmmingskblqemwzudfaiahkxf,0.0,S,0.0,Hialeah,Hhvofrmhegwomxnj,Ldzkhc,,166696.0,VT,15.0,Canada,opwultalfqflbdluydifkiujfsiwh,k,OSFXCJWYDGTNZWPUXXFDIZGQAGCAISTVVHDTUEGONOBKITUJPQOPMHFQHHTFQSHSGMJ
nqw5525,1-215-933-6898,3583711.0,buieebxdrnudukvssvswhskcjshvlbqbjlhqccachhkrngocsetlsxzhjurk,10.0,U,1.0,Rochester,Ufyfruuf,Qhxrix,M,95900.0,WI,76.0,Canada,nqwtflvleyhqmuvhv,,mxujuicgpwmiiwli
Acc5526,,3558529.0,PBMFCLIGHANJQHBKMBIBTUIMHJSTGWRFDRHPWVMYLNRMYAHIYFRBORMX,2.0,W,3.0,Sunnyvale,Wmtjiltoq,Hfzbaofgg,,56115.0,AL,69.0,United States of America,Accdojwqpvaqptwmsduuqxnq,A,
fgq5527,1-532-611-0375,882017.0,djpjwtvcwdipvpvlrblqbtsztvoodgmhvbzhbbwou,9.0,W,5.0,Las Cruces,ELRLX,Byyqyolntm,,253569.0,IN,7.0,United States of America,fgqobivlqixcfrlexormksyj,,QOPYAFTTSVFIIKQRCXUWICFMHIGKZMNEBMTAHLOYWVSXDSCJTCKUJFNX
Dlu5528,1-027-486-1390,1350339.0,xsgbrxlttpqmxrljfszbjdlvsfbbxmldlgxtmlrwtnuzhzyohlchnsrutsgmbrency,3.0,M,5.0,Phoenix,Fljwixvemedkmenqxdgf,VSOUDF,m,163471.0,MT,24.0,United States of America,Dlumpsgkridvwgcqieshhwggodiwq,G,MJWUCSKPHBLTZ
Aco5529,1-438-441-2310,3913162.0,Znhpxrvsmicmtpwlxigsjaxbifqauwcdulqwpohlowcljsbetccxznkjtrg,1.0,D,,Orange,BDTSFS,lbazxmf,,142174.0,UT,65.0,Canada,Acoeyjppdjeonwzfikdsryanqmudcz,,GKBIWIGIMIXCUWABCIPDJSRLVXSCJHHPCXTLOUVSILMRKRVRCPTULJPVONLSAQNFDKTSMOKGR
Thv5530,1-822-962-2293,,zbswgcnlyjsxiqgejkmgrhvqcaslppihmuwewtdrchknjtzrdjffkjtdcfjwrdmu,10.0,,2.0,Laredo,fnwurtzktslmmyjmgl,Hgrhnpou,,252035.0,Nova Scotia,69.0,United States of America,Thvmzrh,,fbfzkjthjhrqpoqdxsroybvjctltdiputfmwdvm
Teh5531,1-417-000-8459,2398862.0,Eysdjhcywamhidhsrfsnbuvinxcbknqcucbubjllchqemfwjklwxfxhyxprnlhhxwrjdc,0.0,M,5.0,Arlington,lpwiaxkwixnklwnjvnodptnvpvair,alijdyout,f,181895.0,MD,,,Tehayzv,p,jfhnglolpchylerehrpccqu
XQE5532,1-189-515-0158,3309699.0,uwwmojuhfjzyakgndptsfzdawnmbwsautdycukpobguauomdjdsmqfbrylvoptffpmhrcnmviamkrplc,8.0,S,3.0,Washington,gifuarhpsaemxlatspcsuqtjnd,Pwtdasmvyccc,,465514.0,WY,83.0,United States of America,XQEHSBIPZ,,Vcswgmarpcuiufchu
FHS5533,1-240-127-8754,2041694.0,Iltmfjvihpmmuhmjxuxxtpyiecqufucfrotkbxdhmsgspgipblgpoaleyfi,1.0,S,2.0,Montpelier,Vuumswncufqgrtf,jxsxh,M,41564.0,Manitoba,100.0,United States of America,FHSGWFDLBAVPOGWRVSPFTE,,Zeghcqvgzvowvacnvobxkjalyjolxiwwii
Jmp5534,,3978862.0,ESGMGZARWICBUDTLVWGXTDSRGNCGNEUKNBIUJKNNYGOZHDXVTJACUPFUJBDEHBHKNTXPAR,1.0,S,4.0,Bellevue,cnuroktbghrbmkdgwpnzoj,Puiwbi,,226263.0,FL,17.0,United States of America,Jmpfxyydxcslggzdpmxi,H,MTOVRSQHIGDQGZZPSLXJILSLDWRKQBFKCVG
COY5535,1-351-006-4701,3624524.0,Srmsaxdzwddtmrslooblffectxvetbipcgrgqodnjwwpmhhh,3.0,U,4.0,Mobile,SFLXVCQYZTADVNYFBXVP,HDTQOX,,,British Columbia,88.0,United States of America,COYFJRNSBSROUS,n,Qfpijdyxgdgscenwnjeqrpsknxoinpvqqtxxtfsfqritwivdqnmuloahijvykdwsxlbbwktxmb
Pct5536,1-429-993-8078,1934481.0,VEQNCECMEIQBQMQSGBPNKSARCFPBEYHNPGYNLPBXB,6.0,M,5.0,Glendale,BDGLKGHILQ,NFONHUR,M,164207.0,WY,74.0,United States of America,Pctqfwkvjonawryabdzol,C,KLOUWGTVLZGPCSJJARNUNJLEPYDICDUWKPOJ
JFL5537,1-987-231-0268,2018828.0,Eostgsoguljkrnimftcmaxxtermezaklcmpljrfvupaqbxdrsfhryvtjpjhlcpb,,M,3.0,St. Johns,bhtvmjcbareonmodp,EAEUFFXOSWGO,f,31263.0,IN,93.0,United States of America,JFLVXHOLJMJKGPTYJWPJSLGVK,,Fmboyqjl
OHA5538,1-762-124-1161,3201161.0,Vunqaqfaqpzsuouhnuaazigitqxesnahpzbhxgnkadkcjcvqtngcceffyywdltsytenqvgibyfgzx,1.0,U,5.0,Abilene,NISKMQQIFDDYWICGXSTFLVEP,NBUBEPG,f,460502.0,TX,8.0,United States of America,OHAHMJ,E,Tgpepuq
