AgencyID,NetWorth,Age,AddressLine1,CreditRating,State,Employer,MaritalStatus,Income,PostalCode,NumberCars,LastName,FirstName,MiddleInitial,Gender,AddressLine2
dia4720,1851265.0,58.0,6920 cherokee north,597.0,WY,UnitedHealth Group,S,20815.0,T6a 1g4,1.0,diaconu,Pankaj,,,
RAP4721,3282292.0,7.0,14930 GRIFFIN UPPER,821.0,HI,Energy Transfer Equity,D,26665.0,M5E 1W2,3.0,RAPHAEL,FAUN,,,
RIC4722,1560734.0,12.0,23128 ROSWELL CRESCENT,507.0,ID,Occidental Petroleum,S,262422.0,B1c 1w7,5.0,RICKETSON,Quon,,,
Dou4723,3542659.0,26.0,18651 spicebrush rue,674.0,Quebec,Pantry,M,187594.0,48907,,Doublesin,Earl,L,M,
mec4724,2608558.0,94.0,4382 WISTERIA AVENUE,653.0,ID,National Fuel Gas,M,417031.0,10236,5.0,meckler,mitsuko,,m,
gla4725,244929.0,69.0,11618 JACK NORTH,516.0,SD,Beacon Roofing Supply,S,372305.0,99687,,glast,Jeremy,,f,
Dur4726,2102294.0,25.0,14675 kiel west,769.0,OK,PepsiAmericas,U,264635.0,94163,2.0,Duran,Ginn,U,,
WHA4727,582135.0,51.0,14656 COFFEY RUE,825.0,MO,PerkinElmer,U,333225.0,90145,4.0,WHATLEY,CELINA,,,
Qaq4728,3330147.0,45.0,RTNIPNRFHPBJDDTGERKVHBBVUMKQYMZJNCBATKUHXIDZPXZK,371.0,MA,PPG Industries,M,359751.0,oartzgnma,5.0,Qaqpwdhmtp,Lbfio,c,f,Folnxbegvnvyxeuhukajjbgvtnhoivrgmgjsrudftginjgeasobfwifebar
Kog4729,857365.0,42.0,,524.0,MS,Travelers Cos.,U,123301.0,Xvxca,1.0,Kogzdompevtemitcfbpmepjjkcxgy,pxxxaiezsk,A,f,LMOJZGZCQNPQPHIIGIOPEWCKS
XNP4730,1470636.0,26.0,bwfuvsactkyxgvnpbbigymbmiewelfliemkudmnacszmuymshpfmgegvecb,728.0,WY,Pentair,M,123424.0,Sbbhkowpnpa,4.0,XNPKYSCFWJEX,KWJNLXBBJZTVFSZMWBCZPP,,F,Ebwuxsajvnvfczp
Gtd4731,2010885.0,69.0,Ghxanzazdizjdippdsxanfdgyigikdaesseffpppdoactegioirzzjltv,351.0,AZ,Southern,S,499739.0,Ppqubfeuww,2.0,Gtdhqgnaderbkhzhipy,QZEXC,,,Kvwlkoqdrwxcpgntcuztnzpg
PTB4732,1220348.0,9.0,vismlfmwqphnrorytxentzfeighdaxzvdvsnfaojhcdfuglphgbmzowrekcjnqbbrlackahmfoacno,467.0,Prince Edward Island,Celgene,,140857.0,xmlnuqb,5.0,PTBQBPANEIIHFFTFQMEBN,GTNIW,,,Iombaqavaazhdozk
BBK4733,3688332.0,17.0,mffjjwulmxrjcwluaweudvislcsemaxzsvtonqkkwyqgbzsdcfnvry,833.0,WA,Arch Coal,U,327231.0,HBESVDT,5.0,BBKNOJJMKTYHYPGE,TQWEXPNPTZJPAFRUJ,C,,DYQXVTEXAVEUIDWOAYFPLNELMYOC
Tth4734,2878257.0,60.0,puggxlvjskuvmijmckkldmhytlwupkovtlpcwrbsuwcjolgxiig,483.0,KY,Becton Dickinson,W,289849.0,tucejqcf,5.0,Tthsocfykdaesk,Zwurzqqwhno,Q,,Vgotvajucsipqwgetehksl
Olf4735,2549473.0,60.0,YSSXXAIMPCAOFONNNHYJHVDBZLWCA,478.0,IA,,M,333759.0,eepkjls,0.0,Olfrvaqxoabccgqaewmrryfbka,vipetlc,,,Anwxxdbmvzooffvcrgeeidfoajvneciukrghlbus
Rjv4736,433506.0,97.0,chdxkvytntfhqjfqugzbukbonpndnh,767.0,NH,Constellation Energy,M,498765.0,TEFRQKN,3.0,Rjvooicbxegkmjlnaccxeumxdsujfv,Jvihmkmpsvdmqkgnzwkhpvdgr,,f,Itggndsphrkvilxupsbnjnsbjklhtixiqygscqyhimnpgxcnyueisiwjwsejakkj
her4737,1847526.0,15.0,Wjaqdyfonckbhyawagfijvskxbyewudfitychd,482.0,RI,Marsh & McLennan,W,421913.0,PWXIE,1.0,hercfzpaurhswt,Upewrw,,f,thvpimuuhrraqrvguhifzhaindhsgyqzlkjkvbexor
QWM4738,565304.0,36.0,Zixujdcpiyljgadhpckjfodenflisydfvxk,319.0,WV,General Growth Properties,S,151041.0,,5.0,QWMWXHJLQ,Ylojswilyeemtiqyy,,F,QVRJIWQBIKG
XLN4739,2607514.0,20.0,LWDTRPKAJOTQGEOSCOKMMDFLBKXSWTPRYHHOGNCVZKWKIJENWZNUXUJAPXYIEHNACGRMNEJQS,400.0,NJ,Dana Holding,S,344390.0,Rmpsfwcig,2.0,XLNUMB,AIHXVAIDQVTZWETTDU,M,F,PQJUCDAKSVANESUAZNMOYFKCFZ
VRH4740,1982496.0,48.0,CVCGDGYBJT,615.0,MN,SunTrust Banks,U,2734.0,njwijgs,,VRHOAUBREZPXJTUPJQWYDXMQCN,Aefbqml,J,,Gdwmiwajnzogttpqhrxollelvpgihdhvkfldxefgtmdydqcktyvuqqpkxhhwtr
WGZ4741,3762913.0,43.0,Hnbpddturhucblkpsagsbtgnfexuzaiivaogjvcxdekcekdwgr,581.0,NH,NuStar Energy,U,468185.0,Ywulf,0.0,WGZGWYIINQQXQAD,Fcwnhevbudrmewlhgnqbdf,W,,ujclrynlfcxwaqvlqgecpksbjjxtvhqnbdlcnzfijlaglhwvatkvzkodnjgqpjfalsuxjz
MTO4742,2408355.0,99.0,Lfbiekbxqrvdgiyxxnbroxynqccuosoalxduzcniuisxmxjmxflswuqqbfwguzsdvagyyqxsqs,799.0,AL,Valero Energy,U,463648.0,SXZMCLCHJ,1.0,MTOFV,Tkrdsgrogpwdypvglydwmtqor,B,M,SNZFOXGNWRRPHEPDQNFAQDMGREGNRDSSRXLMRCDQRKQXLXLDAB
Bci4743,1606307.0,66.0,gsybvbtl,768.0,IL,Targa Resources,,43975.0,Xgtpwzpafboa,1.0,Bcimif,dzoxdswekktufa,y,,euiorionjhogyappcdamm
mpe4744,3354250.0,94.0,gqebwtwrhhnerwzeovmkbgbbhera,773.0,CA,American Electric Power,S,468162.0,cvkcxvisqh,,mpemseo,Zmuwosc,,,Xssadkcwnnzquwsjjwbbispoanqd
Xbq4745,3382716.0,33.0,leqqgzjtmsfdmaidjagmkpzvbnholnfgbwlwwouwchqrpgypufuqpi,638.0,NE,Carlisle,,395739.0,Gtjvcdqqtp,1.0,Xbquymuzkcmc,HDFQYHUGTRRQBFVEGSDCBKU,,m,FTDKHQHJUTSCASNKFBWZWBCWYDOYJJAZXKJVJDIYQDTCZAROCTH
Bqe4746,1902346.0,41.0,OPOCVQLMOKMHQDRTQYFVKOMWTVBNMMDQOPZ,517.0,Manitoba,E*Trade Financial,M,412467.0,,1.0,Bqeltb,dffstfpnkregclxx,,m,RSPQAYDIOLRMYYMCNQXBLZFX
jif4747,2194210.0,64.0,Dqtjctalngisjyqiyuqsecamjdpmpuox,721.0,New Brunswick,Progressive,W,,Ionbt,5.0,jifxknvlu,Ikghxbumijtroqwzeeap,j,,OMVTVZOKRKESJGDXGASXKMXCHAC
SKI4748,32639.0,93.0,Ycqojibjivyanplvxvwctrvvkxmhjprlihddjkyuzjipwspwkjajlxvzkewrusnptmeyblcbb,301.0,WI,Solo Cup,U,199405.0,kmfhiotzok,2.0,SKIRDW,Qzxecnokzncy,b,,SCNHUCZFAW
Qda4749,2440934.0,31.0,Vzjwowaakxcqkzphdjpzbpudepkrvodxgjrwpvmgf,557.0,MA,Interactive Brokers Group,M,232095.0,ABEOU,1.0,Qdatzjvlfoynuynsxpcleck,FCMDGBFKXMTJPBLDQTVKKMNW,,,Eeqhjcwijduprguwziunszggmylwitznrlqralxstqud
rlm4750,3643159.0,84.0,Pakmxecrdiylernzdvuvogytmwgkmjevofpczqtxamoktnjejdrsrm,345.0,PA,Buildings Materials Corp.,,419954.0,,4.0,rlmudsen,ruqlinygssewsaxrleipafe,,f,Vcuowqiesisgpufuazjyaiagvygewxab
czc4751,1342979.0,51.0,apxknqqjpgwnazwtgzbpuekmzfarlzcxcxpeynleaoiwzikummgfhmdanwnocpkpugfqxpasawxavgw,651.0,New Brunswick,,U,199018.0,KJDWIQHWUO,,czccymsz,Rcqbiwqbkdhmetuloiqcxulrr,,,SNTBAXIVPMRCGSFT
GGV4752,2652575.0,11.0,Ezshjwfbegjadjcpugqwctwfstwrowwudfmwdcjvapns,324.0,WV,Rock-Tenn,S,359494.0,Lmlagmua,5.0,GGVPYSPJNHHZBALQGLKXLEVSK,qblxdfxdlzfznpwmofmcfodasvc,U,,MNMDJSEHZWIGNHDFUGYPWFGDPHMVRNSIIZIDMODPDWZBTAOKZDEV
xzv4753,2649494.0,5.0,ebtovoxxihsegmtjsyhhbnroxfjkmzinmuk,369.0,RI,Spherion,S,222207.0,DHWUDQMFEDTT,5.0,xzvprahrgexxcdzhmcgcoklksseb,LSUOTXPFJEP,s,m,KIEOD
Vkq4754,3544328.0,25.0,hmqiupwnaumccdodrgfuazlfkgcf,425.0,VA,Alliant Energy,S,384766.0,Kwcdev,,Vkqguauiujkngtnmbhj,alidnmdydz,,,Qtskozaytyzjnmbbgmcpnekvlylcafkwqqljklecotz
Hzr4755,2133746.0,13.0,Wqccskbhzcksphrozxhx,795.0,British Columbia,Itron,M,229674.0,cpteevoqr,1.0,Hzruxopykhsmcmmlnifxu,ELQHLOFAXJGHCEVCHK,n,,skuiquosijgeuh
Uho4756,2654803.0,40.0,Ctqxfeoojsblzowgedjmanmwizfhhddwbvgkpknsxxogxmx,800.0,NM,E*Trade Financial,U,168959.0,BWWIPXSRL,3.0,Uhorxjvdoictkgwkkuhvwthnqa,Sfqsfkp,,,ZWARSURTEBLRUCSCPVMXCHONETEVNKXKWOSVSALXAKOKKLBQPLLSJNJAVDOILBLR
Slm4757,2575833.0,2.0,Hlslfwflvohptfoasuoszcvbucvvmvmrjbosbwankbepppqnfolost,505.0,CA,PSS World Medical,M,120986.0,VLYFLPCQPBE,3.0,Slmkktjhhnmvxrsqjtms,Yzorifaxkc,,,Pqazimgczydpxqrbfzqcugafmlibfokogxwjmevyolhimtfdjjpmhwcwqib
Vyq4758,3945014.0,30.0,XAWZFSHYAKGKWT,617.0,WV,Hewlett-Packard,W,207701.0,gavqomgrfhmx,2.0,Vyqgk,CMVMLPPTLCSEDNMYFJR,Z,,Qbfpmdlkdzrtzkvxehehnghcnnk
IIA4759,2908095.0,96.0,GVZMFLEBOADCIZRXTRRRAXUVIZYMOVJEGCZDRFZEQFWZQMUYHEEDVQPQOYOROHGUJ,791.0,TX,Metals USA Holdings,U,247224.0,CQBJEEKNJBRJ,1.0,IIADZCQX,GJCSW,V,,Zaxgegegpjxehywttrrmmaeebrrdmgkupuvakxdwouyar
HBF4760,1774340.0,54.0,KPHEORSIGOAQAXPDN,672.0,New Brunswick,Vornado Realty Trust,M,189582.0,DJLMJABTSH,0.0,HBFANBOQPESLQSQPIV,TKLSAITZQKIOWFJXRAIKZSEWVAI,c,,FNPSDYDZGKLHBTYPAYLSGNIJZCVNRUIAT
DLG4761,1326183.0,13.0,Drlvxqujhclnzslemjskzdsjdrlwxzycjhkoebwqaphntndwjhujgcjpmzjcphieps,723.0,UT,Fleetwood Enterprises,,217090.0,VFVDVQGOEH,3.0,DLGJEMMBMDE,JZKEUFIWWHPIYJWNTYJTDVTBEJ,,M,VINFNWDRLONWVZDXKKZXIVAMUFMHXTBOOKBYKQGTNQFUMMYU
jih4762,274845.0,71.0,Tcjexlarzdtxsvjyngbulqsrbotmccbpwciqoegzqmtugcf,430.0,MI,Starwood Hotels & Resorts,U,394758.0,moyhcl,4.0,jihsjrfatxwnsmfnezvofc,erlcxtphbrrbbyxautwvnpm,t,F,
evt4763,911040.0,35.0,Yiecphosbhhmkwgnjplutklazlujriiseaxzhpdecolwcymxltuxukjfwlhvadvalqrsicvyvuhoe,357.0,NH,Comcast,D,290045.0,hlcchp,1.0,evtsa,cwsiirxfqqhcpuwhquwpuowa,b,,Xuqnaiohpbfqimqenwiwcaaamrnmwkeiugkzsfrgzvxesqclfrsioidvqjfqawurkpvmodmvwqawcmf
Qbq4764,645586.0,53.0,Xfrttxwzjcxqciltaeqjer,721.0,FL,Arrow Electronics,S,214129.0,Qarelhd,3.0,Qbqhytdptmtxnjeymz,Vaodqcpjionkqlpwjrque,,,XJMMUYREOZBCFVTYBCGO
tun4765,3669863.0,51.0,SVZPYPRUMANZGEQIKAUASDNGUCTWXDIGVNNQOFMXGEEMAHMA,711.0,Saskatchewan,Hospira,M,51424.0,Qsqxxxo,1.0,tunhfdrrbwrrkegqnxcjwmeaorb,Bhiznrgnstwiuljgxkqhqghzea,k,f,IIHEWPHLNXSBNHNVGQYPXFDSTZANHLZTEFHNVPZSFM
AQO4766,2972333.0,31.0,,568.0,GA,State Farm Insurance Cos.,S,352104.0,Adkkq,0.0,AQOXMVTTU,Uspvkskl,D,,Aypvkgbhikiwulirpharr
NBE4767,2324898.0,100.0,Bniqluvwqocxviafhgubufbpnyvutdmpehllpsmsdraxbvjuvbkmuzuwjq,785.0,RI,Mirant,D,322999.0,secbio,4.0,NBEXAMDDMBYUFXXKIWOX,FVBZONADUSBYBKBP,,,OANKGDOTMLRXOBKPKFPVIOQXTBYHCTPJKKAVTQHFRQBCCTJCAZOHQBHUEYUCLEAONWRGNDJKMOW
Wkt4768,3485641.0,82.0,QTDKGTPHMQJAFJQIDLCXWCKBRBPLFISPBUSBBXPJTBQSZBDOVSRHRS,789.0,KS,Waste Management,D,421001.0,Ecpiidayjhw,,Wktzspenzcrklxhgbjtwapghzvdf,HKVOHMQZQKUXBYEXUPMDE,A,,Tkmswuwsqsazjrgusgk
RQW4769,2686282.0,28.0,zizjgdxksarhw,323.0,Saskatchewan,OGE Energy,U,90016.0,Kdtskjlrp,0.0,RQWCVSTOHMFIPYCDIFVMIZMSHGRUOJ,Cfkmdztjpzdhdwoljogbuxvfwuou,r,F,
Gac4770,627980.0,36.0,EISRPMLENLOMJZSPBJQKSBWZMZKDILICNSVNWIZFTPKAJ,810.0,MO,Valero Energy,W,382751.0,Ivqipfsngolg,5.0,Gacgsyawkwlkvjiowmnsns,dzcurnkzgejwpuq,,,nieshg
wnn4771,,34.0,DMWHZXTHHCFRPAMXZFGHVJFCCOTDM,507.0,OH,Northern Trust Corp.,M,52098.0,Iexkcu,,wnnlgkmcezlflqgwekf,CUVZEQCFCPLERPLWPGRVZEUCTLN,,M,ARKVFESHHEZMTE
Mxu4772,2197047.0,100.0,Qekwhpaxhuuxfappcsdpbziyzeyxigbeukcqbmubqodzjutwq,470.0,MS,Cablevision Systems,S,54611.0,Hfdpscj,3.0,Mxuwvcatathctkpzf,IKDXBNDMSSNXNKPJ,,F,Oqkerklvkqzhnjzincoxujboqilmqypiidsmjogsvqbcuc
Ytn4773,1460876.0,18.0,cjzqdlpfksmqyk,321.0,Manitoba,Universal,,296427.0,lmpwapz,4.0,Ytnyjykkn,qjnhzcrcndgvzlrtivurzkb,N,f,uchtgofxtxemhwnzsxhodmgehdvcwsqy
OHQ4774,2865365.0,,Kivcirdncabwrjkwftzwsbfirmbuofsqjyxftzy,313.0,NM,Amazon.com,S,14911.0,ugbeatr,2.0,OHQAHDNCYQKHCDSTIANYHEGKKX,Ddceavqgieiohddx,,,QMXHKJHTLHRQZAGSKEUMXTHSZLSJPWVOMJG
Wjy4775,516628.0,74.0,keqfeoxrfkojbahvswlymmuthtm,561.0,HI,Rite Aid,U,201428.0,tzcijbfirlbs,1.0,Wjysddxajxisgfnlizagzl,Bznzyfnve,,,Mlcvsnvnfafgdpsixnsbrgactrabdhkdytyfbjmhkwjoqqvyukgwizrszsgbdjal
Ske4776,1116008.0,17.0,Kedqehremleetgwasoxwuodqnihodawkwytaokcgwdiinmotfmyeqkoftqcjoxiosltmcnshabrfutau,476.0,DC,Thor Industries,,144435.0,qryykulyaym,4.0,Skerluhjdetcoqsthux,mdemeztjhbahkixnjkhpjkuqe,,M,Vumvfzpzqsugabexjkjaatbbeyzfduxgwrmnfbxdffyidvrqezwhhhxfijzcctxr
vqj4777,197084.0,92.0,Gzovdlrkhaybpoyhdwacregdnyyewdrvwlmgdrvhdhjtephwpzlcvpqddu,752.0,FL,Newmont Mining,M,90628.0,Fulkt,2.0,vqjxrz,QDWJQKZKEDRNEBOGHRJDOFX,V,,Ajnwzinivwjfsxnjvsnohzvhmbrcolydsgsdfncaijlwakeprdkjpotvahcakrtcdqatukemkebrg
clu4778,1545300.0,83.0,Stvcmeztqifuuscmcmwdhltsgwivjtumousynlognypbpaotpvkbdqylifcmhfxlkotdakpvja,633.0,IA,Holly,M,77842.0,Obdlslz,1.0,cluegokhxlpkjvblpwhqu,KHOCMEVKAJOZSWD,,,
Kar4779,3490296.0,79.0,vmqooylxwuscevgthkeprcvyzqhcvvvmxxozuzxvokbwsyw,843.0,DE,Sun Microsystems,M,449874.0,Ujlruc,1.0,Karllqxkdsjmcx,KHWYXOSGCBFGZYODFKHPIJMG,,,adxjemvvhxoastvgwzwfuyfssiu
CFH4780,1275415.0,2.0,Dlstrlmpgltucjlgssglzucygdbuprdkeain,413.0,RI,A. Schulman,U,200169.0,ovrid,3.0,CFHJZCDMNNAJBNA,Sfjlogozydnnbmhuradcckysaer,,,lesltewinrbgkjwtinywyujswfcqwbtnldznmzmqcoqdcei
wsk4781,2993866.0,91.0,ijciyjybajdlhvxtnxxbjpfdfrtib,524.0,ID,Hasbro,M,359586.0,zpuljfoedbgv,1.0,wskrlnhdxyifbisiuol,xcaqatohexbbsrcyjqncksmtui,,F,Jtovenxsizupqcwbibpgpqbfjxiufrnnbiibnzkmwkxfsoowqkvgtptqglali
QFZ4782,2922236.0,71.0,Aamhwyesxvvggvn,849.0,Alberta,Coach,M,486414.0,GJVGFYXN,4.0,QFZBUC,Xualnxqlryaaofk,,m,GCYNTREHODBOQLSPOCIEANF
Vjs4783,82518.0,40.0,Lbepklezvuludquzqyttvhnwlzzqhxup,787.0,CA,Lennar,W,83630.0,JHBKNAX,5.0,Vjswwbbnlujrstuogiiwksny,TEQIRRLDWIUKAFUUCZDQCXXNUMG,,F,tdejwzacasqrmbfrvihhucwgqtooiisjvbttbpfykxfahmxjvesxnydjdoloasxmu
Mrz4784,2467957.0,,,623.0,MA,General Growth Properties,S,195656.0,Jbbdhjdgp,0.0,Mrzapxygfujkydwruapfyevomdsg,iqzhexbgygaungtbiao,,f,Jfmjfsnboqjxmeyzxrwhwedgcusiwshmhdezyhmxs
TVB4785,2650848.0,54.0,zzrivnsuisppqkv,691.0,VA,Furniture Brands International,S,108454.0,Gfmovyqov,0.0,TVBCSLNWPVRLEXIWSVIX,Ttfniyxhvpkjqqejayyftmzxlj,,F,ocefz
Gfq4786,384820.0,59.0,vxwqhypiltvbrlimcxusfgabegpkrmpzxzdgwbpvdthihjmvsblammcedawdm,492.0,WV,Altria Group,M,113893.0,,0.0,Gfqxrosxaw,Udthxsmsuktgrtvcxmjuocwukuwbew,I,,Fvxnkfbtqkwqqhtenyfoganxpqvnfjoodsv
Rqe4787,3080655.0,84.0,Jcdbmypzmwaymaoigbbvhpqnbgkpylwcgbtgbjplfhgdwymgibvwfsm,775.0,ND,Jacobs Engineering Group,U,487953.0,mepnfcmpwzf,2.0,Rqepojxeemax,tnqdraipzgwu,Z,,Xftybumizebsctrmyr
byf4788,612805.0,33.0,Ohntdnllrzmqpdfxhpijeiqiaelpxdxdpsgiqqpfffxenljyklbz,340.0,GA,Dr Pepper Snapple Group,S,391268.0,jbiqnbk,4.0,byfqeoz,Jguqnlmtswktsinnurfx,x,M,dzhblctevgrpyhdenhyxuj
xgo4789,1638444.0,62.0,HHQQMXWCSMVWEFYUDWFXKSBHYWSDLDEAFBQPN,655.0,OK,LandAmerica Financial Group,M,82973.0,Jyhvtmmbeis,3.0,xgoslxlqldexalfushjz,Cnhmodtcvajfdmwbiwftbmcqxox,W,,iqxagfrjaqmzbdsywjteujonyoyiuuftzyuugvytjtu
bkz4790,1610350.0,15.0,NFDDXPUUASRCVPHULQCJWXZROIOMMWLDBIIHP,487.0,OH,Snap-On,U,71271.0,Yhsng,1.0,bkzoguhqejgtmwibeuoyqe,febncrpiyvvavy,,,CSRDTSCUVZAQJDSOU
Ogw4791,885111.0,29.0,nmiecysqugk,410.0,Newfoundland,Coventry Health Care,W,342675.0,Knulty,2.0,Ogwiulgtnptmm,VCFQIJHKGUEGLSLDWIA,C,,Vbjyqfvdmomshklxkbpxntuiczxcbtgdmcelsyenplpixbx
wig4792,852296.0,65.0,xfzzsztv,,VA,Scotts Miracle-Gro,,127065.0,kyofrdfqhgpl,2.0,wigxgizqwvzeevt,Jzoczoiyrvdvcwymqdigwwjvpgu,u,,Zvgzidgzqinnsdghyjhroyltjsoxgh
Yae4793,376976.0,32.0,XBRXTCVDPOPVQFJVQKXVHWKGQD,433.0,KS,Hewlett-Packard,S,399944.0,Oacomnb,4.0,Yaeddmdmpyfldpselrjw,Opfnptsdxdkyihijj,,,bldrdrquiwqfxnmfctgxqchseknoxttkokvtnevlfm
WCE4794,805551.0,54.0,micfaiecswmgmukdiiuipdwrnwoomawbsjocbxahnvxxfedzcxqncbxejk,594.0,Saskatchewan,"Toys ""R"" Us",M,21634.0,DVPWDLXBLJ,4.0,WCETXPPMBHDQDCC,Nzgoxmsvc,,f,Gwxolerckggkvmujbnyiajvrp
Bvq4795,1764697.0,4.0,Euerfgueyivevazazaqxtjvificgjpukdslfnbngrxelhh,803.0,PA,Northwestern Mutual,U,9161.0,,0.0,Bvqfzecbusimqaqezqs,onplycdvnatudvvkcyvpateum,,F,Fdruvswgdbljjcbbqfjbddxbdovjnwt
Zxh4796,3672390.0,47.0,ovbwdcdwhjvtqpvmwtmehfyyguocpbuxirnlv,306.0,MO,Rockwell Collins,M,272454.0,Xwfslgwclck,0.0,Zxhxoqksjmanyogfng,dumufipjil,,,Ttabqrclkqblvkblfyctyjiknhikbxcfnbkporovynvofvqsoixytxfrcdwcmgru
VZO4797,2418068.0,0.0,Tmbevrrvuaglhqcstkmwksljujitfsny,773.0,DC,,D,374669.0,CRETZICPVF,,VZOSLOWLDKQ,acnopzpvitwjcvjgf,L,,evwkzhclwkbjkjxllvhqmgtzewhxkmgjiseozgqcodovwjzzfarmnovivmndywqhaagshzrgkcqpmdh
Txl4798,3480110.0,0.0,hgrselhom,704.0,NY,SLM,S,25089.0,FNASNC,2.0,Txlyahbmdrntsogee,yyesvqejnxvbkwnhv,,,Abmoqdxmmucwneodqxthlxfcg
Khs4799,3938170.0,14.0,BOYDOSNUOMRTSGWDFPJQKJMWLSBY,716.0,HI,DuPont,M,229377.0,Jaafymc,4.0,Khsouzbrfeavmcsfgkb,Gtgeybvqzabhkgfekthh,,f,Xzcpxielwkhqbcchdgpd
Jta4800,1150640.0,38.0,dydnmcerzbbwbdxazvtnboxgouiiigj,622.0,OH,CarMax,U,454349.0,Pyaxbuv,0.0,Jtacfxoofzlmxeqamiqrerwbkdalyr,MDAWZMPITIFKINGCWWJPE,,,Mdyjlafxmknspysenfmakwmxfewkwxx
njj4801,3418179.0,62.0,Hrlsvdlgj,550.0,Manitoba,Universal,M,266286.0,oqztcucmr,4.0,njjeiwieido,gpbgimeirizzsv,,,Vljpofuziquoihstnkbcomckszdxpozhlvlbmcmbmeqmrzomdvvilpmgaruqmzbxwzvhiunhtmk
Daf4802,3221158.0,36.0,Flkpfgotqgkahwztxnqipowuoqedgpsapbypgnsafaubxlfrjryxpj,484.0,MD,Interactive Brokers Group,W,483741.0,UWOLB,1.0,Daflfqziohpkclzpavdhhxycnt,BOITHTVINDHB,,,VLQFZKQKWCRM
YOO4803,3587810.0,75.0,YHSSPANPBEOZBPNHOHRCRONRJGVJDIIXKTJOMNSTB,813.0,Manitoba,Advanced Micro Devices,M,11848.0,Sqndgmeqjerm,0.0,YOOUCY,mslvfjviccxby,,F,Dnwhaunmucxnleubrsljpkju
Oey4804,3359871.0,9.0,Uwmbiybcynmnbxmbmcpakbmvrrorqvcsjcxkpmskegcjtopresqoznlohavikmcdbkq,475.0,MN,Praxair,W,2569.0,,0.0,Oeymwzc,tbcpjaskgbpqkngjapukgcjcrj,P,f,
Tmw4805,1667416.0,59.0,dwgtkiiyergnuluoxjzpjvhigknadcienfyhgimfclbuq,825.0,NH,Live Nation,U,29800.0,Bisndou,0.0,Tmwsqexlirntu,Kvcofoacfnsshwgqbqwufistnqlpf,s,,ovmgqgbabaawjlyaototegroxtajmvgxwbzpd
Iul4806,2992254.0,69.0,Xwvudra,627.0,NH,Armstrong World Industries,S,286737.0,Honwsn,5.0,Iulaiarpafwtejpmosgwrnde,Efhpzvadbiizfnafbjjufb,s,M,Pujbgierotqogmudztputrfnmomqpadlvlstksfqoodsgs
CTR4807,1515331.0,8.0,Vunilnduzxax,513.0,ME,Corning,M,27122.0,Ylwmmwen,4.0,CTRNYEZIZAI,HLYGTXEWTFRFPZDMDVKSEGLJGKGH,,f,Rcbwnedhmipwzdoqmoxoblcdbuchpgtcrzegiroliaanfcusnbailssgsindssia
PWR4808,868111.0,77.0,rizyshhvpoupyxbqkhggnylbfdmpgnggsuf,548.0,New Brunswick,Great Plains Energy,W,371913.0,Jfmkrigj,1.0,PWRPHSCMBGAQNYLV,Yyqytogtvhyaieoayyeuzsr,,m,xnqsbbhsunaotuilsxdgrogccffigo
Qiw4809,2405392.0,72.0,XRYSQHUDTKJHOBAGUNYXHLDYWDFSZDAHAHVXBGEZDVGZBHBFRD,848.0,MI,Wesco International,U,135209.0,Tflroe,4.0,Qiwbnuhhnnoephnedefdsoixnh,Atzfnmgohbxnlnmsozwuathopseoj,M,M,Xrhhfdmlnntabhzknnbnuwsioacunkmhhldslkyiywtfjkxyxsnttbwovmo
UHP4810,1924624.0,100.0,ibqapvseszurvomthaeuksjlygntdmwnumtndmghiyfnyhgvdhoetchqayfrnabhqyazpdpglb,370.0,MN,Visa,M,394446.0,Xxjynujsphp,1.0,UHPDANGXGMLMIU,Nlwbs,,M,wxibohpyjkfoaecbtuhlzqynl
SNR4811,3152814.0,67.0,qhenshc,708.0,DE,Regions Financial,U,,TQTFBFPWSK,2.0,SNRFXRILASAFBEZYJCEGPCIKQ,Iznnhkfnsjbyndcvwqxrbohzdpueql,v,m,xonaupflghqqctcitviopdruenoiexvvwfrwrilhepsaczucblottrtincraqdmm
Moo4812,997236.0,10.0,WVLTFPTF,492.0,WV,TIAA-CREF,U,180949.0,ptiqz,1.0,Mootan,Pyhoooisktylpzbqnwjsuq,,f,NMJRJESCGPKEYUSROLQWMISUJFRUHRYQVODPHJCCAJGFJSJCQBMF
RLF4813,3732960.0,9.0,Rxlxwchabyarkqtwsu,326.0,RI,Jack in the Box,M,190874.0,XKEEXA,4.0,RLFNHWUMEGMAICBIICJIFCNIV,Gytffoiwn,,F,Jjvscncjstkwnexdbewhcpwicolhmvjir
qmi4814,2344812.0,95.0,TKDCVEWTYJ,501.0,UT,Domtar,U,436740.0,Mlhydhntfidz,1.0,qmiamtvbi,ISLQFMOZYQAYF,,,HTMBPSKZAKDUJPTHIRTQEYWHNAECBJCVTG
uqe4815,3516594.0,70.0,vjfetybskcspmmrqmcxqnuylrrxblsthdxsnrhmzribgdofpgz,486.0,AL,CH2M Hill,M,362114.0,exxdx,4.0,uqexxhlotvtqztgqiln,Qbljxjzeuylfix,,F,Ubhkfwhsxfclhngmbccpeqnbjsjoagipyjimjkhmxirvjozlubtbihchubzqzmzossi
