Age,NumberCreditCards,AgencyID,MaritalStatus,LastName,Country,CreditRating,Phone,Income,State,AddressLine1,OwnOrRentFlag,Gender,City,FirstName,NetWorth,Employer,NumberChildren,AddressLine2,MiddleInitial,PostalCode,NumberCars
52.0,2.0,pus4433,S,pusztai,United States of America,768.0,1-945-995-5487,158889.0,NV,22024 DARLINGTON NORTH,U,F,Cedar Rapids,gini,885201.0,,2.0,,N,55416,1.0
72.0,10.0,HOR4434,W,HORBAN,United States of America,395.0,1-986-537-8259,440008.0,DE,13019 8th south,O,,Columbus,Shobana,1739395.0,Coca-Cola,0.0,,,55130,3.0
94.0,1.0,Loc4435,M,Lockett,United States of America,721.0,1-476-844-9533,299517.0,CO,8065 killeen upper,O,,Rockford,CHARLENA,1064661.0,Radian Group,5.0,,P,36637,4.0
68.0,4.0,Kir4436,W,Kirkwood,Canada,529.0,1-729-923-6781,263922.0,ME,12009 pharr south,,,Kansas City,MARYLIN,3892709.0,Rockwell Automation,,,,25303,4.0
43.0,3.0,wig4437,M,wiggs,Canada,694.0,1-484-929-5265,458346.0,NV,14242 beach lower,O,,Pomona,kaylee,3618277.0,Furniture Brands International,2.0,,S,60785,1.0
49.0,3.0,mad4438,M,madigan,Canada,542.0,1-333-675-1179,335334.0,ME,23477 HAVENRIDGE RUE,R,,Akron,Kynthia,2584482.0,Freescale Semiconductor,5.0,,Z,80092,0.0
68.0,3.0,Vir4439,U,Viriato,United States of America,,1-567-020-3294,404847.0,AL,9210 curtis north,O,,Winston-Salem,KIN-WAI,3199985.0,Hewitt Associates,4.0,,,66214,3.0
12.0,0.0,Bah4440,M,Bahgat,United States of America,719.0,1-277-742-9625,333852.0,Alberta,21829 midland boulevard,U,F,Salinas,seang,2708481.0,Belden,2.0,Apt. 849,Z,93064,1.0
91.0,5.0,SEN4441,M,SENIUK,United States of America,730.0,,247365.0,TN,19588 keswick drive,O,F,Windsor,minnnie,,General Electric,0.0,,,97310,3.0
74.0,5.0,Cha4442,M,Chartier,Canada,731.0,,252580.0,MS,23849 westerley south,U,B,Pembroke Pines,Joan,,Walt Disney,2.0,,S,70148,0.0
52.0,5.0,sie4443,M,sieben,United States of America,494.0,1-413-807-6082,142476.0,WA,6963 emmonds drive,O,,Cleveland,jolee,2129101.0,CB Richard Ellis Group,1.0,,,77087,1.0
92.0,,gra4444,S,graman,United States of America,724.0,1-021-869-5409,400204.0,British Columbia,15594 oliver upper,O,M,Rapid City,ANNET,1939375.0,,2.0,,,e7o 1l9,3.0
12.0,6.0,DEC4445,M,DECOURCY,United States of America,537.0,1-854-405-5485,439933.0,AR,12767 garson court,U,f,Newport News,KANNAN,2542875.0,Time Warner,3.0,Apt. 271,,06709,1.0
,8.0,bro4446,M,brombal,United States of America,739.0,1-028-803-8007,119348.0,HI,20664 ross upper,O,,Memphis,ITALO,3156456.0,Murphy Oil,4.0,,,90783,5.0
92.0,7.0,Bal4447,S,Ballinger,United States of America,588.0,1-249-122-8974,102791.0,MA,1121 greene park,O,F,St. Louis,Chawki,1749005.0,VeraSun Energy,0.0,apt. 587,,91119,4.0
26.0,0.0,Dal4448,S,Dall'oste,Canada,348.0,1-820-716-8973,208419.0,WA,20623 hickory street,R,,Torrance,CAITLIN,3148926.0,NetApp,0.0,,,V5d 1m8,4.0
35.0,7.0,uhl4449,D,uhlig,United States of America,773.0,1-081-831-9400,410708.0,AR,16655 VENTURA NORTH,O,,Palmdale,SEVEN,3400941.0,NBTY,4.0,,,64199,1.0
32.0,6.0,Rol4450,M,Rolfes,United States of America,807.0,1-753-578-1335,40444.0,SD,3760 dearborn east,,,Sydney,MATILDA,1056500.0,Joy Global,4.0,SUITE 44,E,t5c 1v3,5.0
78.0,4.0,mai4451,,maisonneuve,United States of America,840.0,1-184-382-8210,127233.0,LA,20609 shiner east,O,,Billings,maciej,2288860.0,DISH Network,0.0,apt. 630,,T6D 1A2,3.0
30.0,0.0,pac4452,S,pacheco,Canada,574.0,1-150-235-7926,57442.0,MD,13914 fairmount lower,O,f,Livonia,Yu-hung,1208933.0,,3.0,,,V6P 1W2,3.0
61.0,3.0,Suh4453,M,Suharly,Canada,729.0,1-918-865-4490,5115.0,ND,21813 purdue upper,U,,Stamford,Margarete,2368908.0,Bob Evans Farms,2.0,,,90095,5.0
53.0,6.0,Ash4454,S,Ashberry,United States of America,802.0,1-919-928-9686,370669.0,IN,19470 ennis crescent,,,Orange,ardeen,3466072.0,Mueller Industries,5.0,,,10192,0.0
,3.0,Mos4455,U,Moseby,United States of America,472.0,1-023-004-1324,473373.0,WA,10098 upton way,R,,San Antonio,WALLACE,175694.0,MasterCard,2.0,,D,06503,1.0
66.0,0.0,Jam4456,M,Jamensky,United States of America,,1-147-655-4158,322832.0,VA,11583 WAYNE ROAD,O,,Vallejo,chungsik,,Patterson,3.0,,,10024,0.0
46.0,5.0,Syl4457,S,Sylvie,United States of America,679.0,1-810-589-9385,424662.0,FL,14821 north upper,O,,Nashua,emile,1090289.0,Pitney Bowes,5.0,,,V6y 1r5,4.0
27.0,1.0,mar4458,M,marciniuk,United States of America,314.0,1-967-197-0797,370473.0,CO,8426 navidad way,,,Corpus Christi,YOKO,992563.0,Crosstex Energy,4.0,,,65801,2.0
57.0,3.0,IMB4459,S,IMBEMBA,United States of America,400.0,1-248-704-2743,207661.0,NJ,13932 yamato way,O,,Omaha,DI,272971.0,Bio-Rad Laboratories,1.0,,,60661,3.0
41.0,7.0,Vir4460,S,Virchick,Canada,689.0,1-230-674-8084,,OR,24458 alamo upper,U,,St. Petersburg,Laurna,509130.0,United Refining,4.0,,,94147,5.0
10.0,2.0,Zad4461,S,Zadorozny,United States of America,728.0,1-900-703-9476,301121.0,AL,22162 alabama drive,O,,Berkeley,mehmud,2606590.0,Ametek,,,,C2a 4w4,4.0
,,lov4462,S,lovatt,United States of America,679.0,1-721-411-5225,328939.0,MA,6480 rockhill crescent,O,F,Sudbury,tom,2961203.0,NuStar Energy,3.0,,,M5d 1u1,4.0
41.0,3.0,Tow4463,D,Townson,United States of America,401.0,1-800-324-6614,108275.0,NM,19748 alexis upper,O,m,Lewiston,Layney,1632349.0,Casey's General Stores,5.0,apt. 318,C,v6m 1w9,1.0
55.0,8.0,cli4464,,clifton,United States of America,498.0,1-395-023-6191,131046.0,NY,5052 california lower,O,,Chula Vista,Carmita,1339623.0,Church & Dwight,3.0,APT. 965,,h6b 1y8,2.0
25.0,3.0,ZBI4465,U,ZBIB,United States of America,662.0,1-421-326-2895,450227.0,PA,23366 harris way,R,,Corona,Ringo,152465.0,Burger King Holdings,3.0,,,35834,5.0
22.0,,Cop4466,S,Copley,United States of America,793.0,,273386.0,MT,2284 NORTHSHORE BOULEVARD,,F,West Valley,emyle,2141567.0,Staples,4.0,,,H6d 1w8,5.0
,0.0,Mck4467,M,Mckinlay,Canada,312.0,1-853-771-8772,407910.0,WA,24468 brooks lane,O,,Dawson City,balakrishna,2903661.0,Express Scripts,0.0,,,V6N 1T4,5.0
25.0,10.0,run4468,M,runyon,United States of America,745.0,1-666-686-6476,148628.0,UT,16508 CLEVELAND UPPER,O,M,Cheyenne,balakrishna,1097525.0,Molina Healthcare,2.0,,,80229,5.0
70.0,1.0,MUM4469,U,MUMMY-CRAFT,United States of America,410.0,1-092-833-2443,403130.0,PA,4474 valley vista crescent,R,,Grand Prairie,Kac,377486.0,Sonoco Products,4.0,,Y,H5K 1O2,2.0
58.0,10.0,BEA4470,W,BEAUDIN,Canada,341.0,1-770-386-2045,497628.0,VT,13372 winifred lane,O,,Vallejo,Zsazsa,2761903.0,DST Systems,1.0,,,98165,1.0
54.0,5.0,Mus4471,M,Mussar,United States of America,587.0,1-963-074-3240,119959.0,TX,19412 broad lower,O,m,Casper,MERRIDIE,1756876.0,,4.0,,F,C2a 4w2,2.0
,0.0,Bou4472,U,Bourgault,United States of America,639.0,1-824-635-3748,454769.0,ME,5286 nolan road,O,,Nashua,Sati,3840537.0,Arkansas Best,4.0,,,23456,
45.0,7.0,SID4473,M,SIDOR,United States of America,673.0,1-329-267-1413,28780.0,PA,20940 shearer drive,O,M,Memphis,HIROSHI,254897.0,Procter & Gamble,3.0,,,E7O 1M9,2.0
5.0,,BVW4474,M,BVWORKS,Canada,802.0,1-106-575-0352,241731.0,IL,20433 sun tree upper,U,,Madison,Felice,3166324.0,Inergy Holdings,0.0,,Y,M4j 1n1,4.0
94.0,10.0,mcc4475,U,mccarthy,United States of America,437.0,1-686-377-9958,300834.0,HI,12667 brighton road,O,M,Anchorage,Concordia,379506.0,Varian Medical Systems,1.0,,,80231,0.0
11.0,3.0,gor4476,U,gorman,United States of America,535.0,1-208-546-1483,453230.0,MT,18947 FRESCO LANE,U,F,Mount Pearl,Eoin,3516026.0,Sprint Nextel,3.0,,J,35264,0.0
87.0,5.0,col4477,D,collyer,United States of America,518.0,1-768-432-8632,173201.0,NY,2459 WILSHIRE COURT,O,M,Lewiston,Cordelie,1766102.0,AGCO,4.0,,,E7N 1N9,2.0
,0.0,Wil4478,D,Willekes,Canada,331.0,1-622-356-6405,160432.0,Newfoundland,7575 BERNARD COURT,O,F,Pomona,ELENA,2600781.0,RSC Holdings,5.0,apt. 876,,E7N 1L7,1.0
35.0,9.0,reg4479,W,rege,United States of America,387.0,1-711-953-4456,134181.0,KS,15015 lullwood road,O,,Windsor,Veronica,2127431.0,Varian Medical Systems,2.0,,,90362,2.0
83.0,7.0,cae4480,U,cae,United States of America,806.0,1-070-792-1529,,MD,14754 woodview east,O,m,Jackson,HAILEE,,ITT,4.0,,P,V6m 1w8,1.0
50.0,6.0,azz4481,U,azzuolo,United States of America,415.0,1-115-591-4385,126371.0,MS,7755 pinto street,O,m,Windsor,sacto,765852.0,Continental Airlines,2.0,,,38135,1.0
66.0,4.0,dre4482,S,drewes,United States of America,796.0,1-754-349-8151,400884.0,ND,15296 westmere way,R,,Windsor,GRETTA,2699993.0,Equity Residential,5.0,,,39203,3.0
35.0,10.0,her4483,U,herrmann,United States of America,647.0,1-943-733-4117,119069.0,SD,22177 MINOT NORTH,R,,Amarillo,MATILDE,2718531.0,Pep Boys,5.0,,D,94630,0.0
55.0,1.0,hol4484,U,holley,United States of America,679.0,1-835-915-6430,401281.0,SC,13555 ALMONT WAY,O,,Little Rock,Krista,1263694.0,Mettler-Toledo International,5.0,,E,V6y 1w1,4.0
74.0,9.0,CRE4485,S,CRE,United States of America,421.0,1-206-574-7208,419561.0,CO,1426 basswood avenue,O,,Yellow Knife,kazuhito,2759617.0,Textron,5.0,,,90867,5.0
54.0,6.0,ANO4486,S,ANOLIK,United States of America,354.0,1-397-710-0539,178713.0,NC,20738 landera east,O,f,Beaumont,Merissa,3627001.0,Ameren,0.0,,,53701,4.0
60.0,1.0,Hol4487,U,Hollis,United States of America,541.0,1-567-747-5916,454276.0,MT,1063 los altos north,R,,Nashville,Jon,1850242.0,Applied Industrial Tech,3.0,,,23452,5.0
25.0,3.0,Mcc4488,,Mccue,Canada,824.0,1-727-799-5705,59477.0,IL,18955 spruce street,R,,Cedar Rapids,marjory,92455.0,W.R. Berkley,1.0,,R,37924,5.0
61.0,10.0,ADE4489,U,ADEY,United States of America,357.0,1-784-833-1368,337054.0,AL,12513 wesleyan boulevard,O,B,Hull,ROBINIA,2610393.0,Hill-Rom Holdings,1.0,,L,H2c 1z2,3.0
74.0,8.0,Fre4490,U,Freeth,United States of America,402.0,1-624-830-7451,34169.0,British Columbia,20387 fox grove park,O,,San Bernardino,firat,1744065.0,L-3 Communications,2.0,,J,90178,0.0
75.0,9.0,jam4491,U,jamensky,United States of America,821.0,1-504-248-1997,421062.0,NY,322 cantrell park,R,F,Topeka,Bulletin,3739091.0,Casey's General Stores,1.0,SUITE 308,U,85019,
47.0,7.0,Bre4492,S,Brennand,United States of America,539.0,1-519-643-6850,432393.0,IL,23165 kentucky street,O,m,Montpelier,jolyn,1564070.0,W.W. Grainger,1.0,,Z,93347,0.0
25.0,2.0,Unk4493,S,Unkles,United States of America,825.0,1-282-604-1087,281939.0,TN,18326 rampart south,O,M,Riverside,katha,2000094.0,Cabela's,5.0,,,T6a 1g7,0.0
100.0,5.0,Sal4494,D,Salkilld,United States of America,669.0,1-598-755-6397,255085.0,Alberta,17398 PEACHTREE PARK,R,F,Hamilton,Tyler,953262.0,Public Storage,1.0,,,V6N 1S6,4.0
99.0,8.0,Mit4495,M,Mitrou,United States of America,642.0,1-374-914-5196,455608.0,AL,13222 glen loch road,O,,West Covina,LINNEA,3004941.0,Eli Lilly,5.0,,,H2a 1x6,2.0
6.0,7.0,Kom4496,S,Komatsu,United States of America,404.0,1-448-813-5527,411287.0,OR,1270 hughes lane,O,f,Frederick,Ruben,622801.0,Tyson Foods,4.0,,L,90149,0.0
39.0,7.0,FAI4497,W,FAIRLIE,Canada,362.0,1-681-386-1406,91656.0,AR,11316 hampton street,O,,Naperville,Emanuel,2713174.0,Tractor Supply,,,,94329,5.0
17.0,5.0,Cis4498,U,Ciskowski,United States of America,552.0,1-702-066-1552,240004.0,KS,11683 BASSWOOD NORTH,O,f,Pomona,pier,1337287.0,Kla-Tencor,1.0,,,94325,4.0
89.0,6.0,SHI4499,,SHIGEMURA,United States of America,681.0,1-908-481-7410,120662.0,WA,7776 INWOOD LOWER,O,,Baltimore,ADORNE,2251723.0,Career Education,5.0,,,20093,1.0
14.0,,Gla4500,M,Glazer,United States of America,409.0,1-734-225-5356,40354.0,TX,17781 creekmoor upper,,,Topeka,ILAN,832323.0,Inergy Holdings,2.0,,,78274,0.0
68.0,0.0,Hr4501,U,Hr,United States of America,671.0,1-991-218-4675,168373.0,HI,22870 LA CIENEGA STREET,U,m,Concord,Trisha,3870989.0,Owens & Minor,0.0,,O,23256,5.0
90.0,3.0,Bra4502,M,Branscombe,Canada,669.0,,98735.0,Nova Scotia,5258 trinity west,O,F,Oceanside,TIMMI,1234672.0,Colgate-Palmolive,4.0,,L,70185,1.0
72.0,6.0,NAD4503,M,NADON,United States of America,521.0,1-393-977-6602,178254.0,Prince Edward Island,1485 pemberton way,R,M,San Jose,ROBY,458148.0,Rock-Tenn,0.0,,,E7o 1f9,0.0
,3.0,GAL4504,M,GALBRAITH,United States of America,605.0,1-713-548-8426,243956.0,KS,14276 CEDAR SPRINGS EAST,O,F,St. Catharines,YUNG,544182.0,Mutual Life Insurance,4.0,,D,90186,1.0
100.0,1.0,Col4505,D,Colterman,United States of America,490.0,1-359-595-7330,304145.0,MI,1306 waldemar avenue,,,Rochester,PATCH,3459537.0,Men's Wearhouse,1.0,,L,t6d 1f2,0.0
60.0,1.0,Emo4506,M,Emond,United States of America,590.0,1-396-253-6859,40772.0,NM,8334 camp bowie upper,O,m,Regina,Bathsheba,2479432.0,Pacific Life,3.0,,,35804,1.0
23.0,6.0,Ben4507,U,Benthin,United States of America,318.0,1-164-425-6373,235869.0,CO,19615 INGERSOLL RUE,R,f,Miami,siamak,,Burlington Northern Santa Fe,3.0,,,x5f 1u4,5.0
58.0,3.0,Sam4508,M,Samhaber,United States of America,789.0,1-004-978-2016,277855.0,FL,13064 ennis upper,R,,Halifax,Rajan,1870058.0,Buckeye GP Holdings,4.0,,,55406,0.0
25.0,6.0,Squ4509,W,Squizzato,United States of America,426.0,1-371-419-6159,284961.0,ME,23999 3rd west,O,F,Arlington,Kassem,3749435.0,Scotts Miracle-Gro,5.0,,,V6G 1U2,0.0
16.0,6.0,Koe4510,M,Koellner,Canada,652.0,1-524-380-4444,468885.0,British Columbia,23276 dillbeck upper,O,,Detroit,Mehdi,574175.0,ITT,4.0,,,M6u 1i6,3.0
64.0,5.0,Wol4511,M,Wolfman,United States of America,410.0,1-959-501-7758,254074.0,OH,15845 mallory boulevard,O,,Burlington,THEADORA,1989202.0,FedEx,2.0,,,94615,0.0
83.0,3.0,SER4512,S,SERACK,Canada,613.0,1-725-166-5590,483195.0,MA,15465 BEACH UPPER,,,Beaumont,Ester,1946285.0,HealthSouth,1.0,,,35888,2.0
14.0,7.0,Whi4513,S,Whitaker,Canada,608.0,1-878-409-3903,162095.0,Quebec,8481 KIRKWOOD SOUTH,O,m,Cleveland,LOLITA,2563342.0,Constellation Energy,3.0,,F,88001,0.0
90.0,2.0,vei4514,S,veit,United States of America,677.0,1-038-279-3631,231090.0,AK,1968 lemming lower,O,M,Columbia,tonia,3313326.0,World Fuel Services,4.0,,,H5l 1p3,2.0
68.0,4.0,LEV4515,U,LEVERT,United States of America,443.0,1-908-794-5374,473528.0,IA,15748 royalton park,O,f,Iqaluit,Cloris,2052188.0,McClatchy,4.0,,,38131,0.0
72.0,8.0,Haf4516,M,Hafermalz,Canada,640.0,1-483-392-6780,410380.0,DC,24468 brooks lane,O,f,Burlington,Hedy,1102267.0,Teleflex,5.0,,,80035,1.0
90.0,4.0,Tol4517,S,Tolson,United States of America,528.0,1-889-959-3037,422529.0,KS,18885 rogers rue,U,,Mount Pearl,Dorian,656689.0,Capital One Financial,0.0,,,79951,
94.0,6.0,PET4518,W,PETZOLD,Canada,554.0,1-540-336-0990,434499.0,MS,14408 preston west,O,,Saint John,emilia,1007589.0,Big Lots,0.0,apt. 37,,38125,1.0
73.0,6.0,Hat4519,U,Hatridge,United States of America,794.0,1-416-536-5211,58535.0,WI,17111 SUNSET CRESCENT,O,f,Macon,Coretta,142183.0,Principal Financial,4.0,,G,80938,4.0
55.0,4.0,wes4520,M,wesenberg,United States of America,771.0,1-087-596-2388,,NM,15818 DAVIE EAST,,,Tempe,kerrie,2548214.0,Time Warner,,,I,90805,3.0
19.0,6.0,Ian4521,D,Iannozzi,United States of America,439.0,1-932-999-4259,303291.0,KS,20487 vickery lower,O,f,Cedar Rapids,Louis-rene,1461924.0,Neiman Marcus,4.0,,,74132,5.0
88.0,3.0,Ite4522,M,Iteam,United States of America,334.0,,348883.0,MI,20740 MAYFAIR UPPER,O,f,Frederick,merline,3667334.0,MetroPCS Communications,1.0,,L,V6z 1p8,0.0
80.0,2.0,kre4523,D,kreimer,United States of America,474.0,1-461-401-6080,175737.0,UT,22148 mckinnon south,O,,Billings,malaysia,1936634.0,Lowe's,2.0,,H,V6F 1W2,2.0
16.0,6.0,leb4524,D,lebon,United States of America,340.0,1-408-962-1113,373098.0,TN,13215 CLARA LANE,U,f,Santa Rosa,Jamal,711497.0,Fidelity National Information,1.0,,,90131,0.0
92.0,6.0,COR4525,W,CORIATY,Canada,684.0,1-688-018-1904,358160.0,Manitoba,18871 stratmore crescent,R,m,Sandy,Melesa,511829.0,Wyeth,2.0,,,t5c 1q8,4.0
26.0,0.0,COL4526,U,COLTON,United States of America,437.0,1-598-375-4753,22752.0,KS,9580 tanbark road,,,Idaho Falls,Tetsuyuki,3224291.0,Huntington Bancshares,4.0,Suite 464,,83729,1.0
26.0,6.0,PEA4527,S,PEAVOY,Canada,618.0,1-910-039-1374,457707.0,OK,10386 bellflower upper,O,m,Madison,Salina,2463181.0,StanCorp Financial,0.0,,,33113,5.0
82.0,6.0,Ove4528,S,Overby,United States of America,833.0,1-671-434-9273,312749.0,IN,7321 spring valley way,U,,Buffalo,viktor,1364102.0,Xilinx,0.0,Apt. 692,Z,33191,2.0
83.0,1.0,TOR4529,S,TORRES,United States of America,635.0,1-976-516-7093,177651.0,SC,13892 jennings road,R,,Dallas,DUSAN,33980.0,,0.0,,Q,78415,0.0
78.0,7.0,Cho4530,M,Choynowska,United States of America,686.0,1-087-496-5171,105854.0,MS,9298 larner road,O,,Windsor,Janell,2607482.0,Liz Claiborne,1.0,,D,80172,5.0
6.0,10.0,Ayo4531,S,Ayoup,United States of America,838.0,1-450-116-2159,272790.0,GA,14422 morning rue,U,,Chandler,Theresa,2828137.0,Telephone & Data Systems,3.0,,,v6x 1q4,3.0
100.0,0.0,OVA4532,M,OVANS,United States of America,678.0,1-481-230-9887,442498.0,DE,14776 st. phillip court,O,,Akron,KO,2337650.0,Cummins,4.0,,D,H5j 1o6,0.0
50.0,8.0,Att4533,U,Attanasio,United States of America,360.0,1-990-804-9670,361034.0,NV,15932 whale upper,O,,Salinas,Dawn,2644717.0,Colgate-Palmolive,1.0,,G,99519,1.0
83.0,3.0,sme4534,M,smecca,United States of America,442.0,1-740-035-1039,55851.0,Manitoba,11511 voss road,O,f,Warwick,bessie,713808.0,General Dynamics,5.0,,,V6o 1t3,4.0
87.0,3.0,Fab4535,M,Fabry,United States of America,829.0,1-321-575-3102,335859.0,UT,18351 COOPER ROAD,U,,Charleston,Amberly,3505595.0,Owens & Minor,0.0,,F,T6d 1a3,1.0
29.0,6.0,sar4536,S,saran-brar,United States of America,647.0,1-304-340-5413,434850.0,Nova Scotia,5142 bramblewood avenue,O,m,Newport News,Cherri,3227429.0,Express Scripts,2.0,,E,V6K 1U1,0.0
,1.0,Kro4537,W,Krodel,Canada,650.0,1-636-616-5204,200682.0,WI,4209 WILSHIRE WAY,O,,Charlotte,heath,3379188.0,Alliance Data Systems,1.0,,,H2f 1z7,2.0
,9.0,hat4538,M,hathaway,United States of America,709.0,,78123.0,Quebec,19453 wisteria east,O,,Las Cruces,van,1958509.0,Hill-Rom Holdings,4.0,,Q,63113,3.0
45.0,8.0,Res4539,W,Research,United States of America,743.0,,449966.0,OH,1270 hughes lane,O,f,St. Johns,Souphalack,3537164.0,Broadcom,3.0,,,h2f 1x1,
89.0,7.0,TIG4540,U,TIGG,United States of America,361.0,1-830-078-3379,124070.0,AK,19342 WYCLIFFE PARK,O,M,Worcester,KENDRE,269583.0,Chemtura,0.0,suite 37,O,95050,1.0
80.0,2.0,ayr4541,M,ayres,Canada,553.0,1-456-690-7339,274024.0,CO,12635 OLYMPIA EAST,O,m,St. Petersburg,hedy,3792100.0,Wendy's/Arby's Group,4.0,,D,h2c 1z9,3.0
61.0,9.0,vol4542,U,volchegursky,United States of America,443.0,1-488-268-6307,164624.0,NH,16115 parkview north,R,,Ontario,SOPHIE,2347169.0,Air Products & Chemicals,3.0,,,H6d 1y5,3.0
42.0,1.0,bah4543,W,bahia,United States of America,,1-681-052-6325,95001.0,HI,22097 PENMAR AVENUE,R,F,Akron,Marilin,1388819.0,CenterPoint Energy,2.0,,,77172,5.0
6.0,2.0,REW4544,M,REWITZER,United States of America,625.0,1-866-218-5501,456998.0,Prince Edward Island,9609 KENTUCKY ROAD,U,F,Calgary,Lani,789910.0,Volt Information Sciences,0.0,,,99618,4.0
67.0,5.0,Gos4545,S,Gosselin,United States of America,820.0,1-443-280-6367,461647.0,GA,20902 ashley avenue,R,M,Lakewood,NENAD,2513817.0,Atlas America,3.0,,O,66604,4.0
32.0,6.0,coc4546,M,cockburn,United States of America,336.0,1-439-913-0031,280263.0,MS,10253 oak grove avenue,R,m,Topeka,Norma,3165313.0,Google,5.0,,U,94544,1.0
74.0,9.0,Lam4547,M,Lamarre,United States of America,776.0,1-295-382-6048,,WV,18751 morningside upper,U,,Mesquite,CHRISTY,2475898.0,Archer Daniels Midland,4.0,,H,V6o 1p9,2.0
18.0,3.0,Pas4548,M,Paschall,United States of America,694.0,,237508.0,HI,8153 westover lower,O,m,Eugene,Clovis,3230038.0,Humana,4.0,,Q,70149,1.0
17.0,0.0,pak4549,W,paksi,United States of America,768.0,1-205-064-7423,419165.0,MS,14728 fleet west,U,,Hamilton,NAREN,2949891.0,Assurant,1.0,,,94710,1.0
,10.0,CRA4550,U,CRABB,United States of America,617.0,1-487-591-6009,413079.0,PA,24132 abbott street,O,m,Casper,Armand,2765477.0,Allergan,3.0,,,t5a 1s2,5.0
93.0,1.0,Sha4551,S,Shaver,United States of America,806.0,1-291-536-0470,321862.0,MN,8251 saratoga upper,R,F,Salinas,gen,122830.0,Jack in the Box,4.0,,,19222,4.0
37.0,8.0,Sab4552,M,Sabo,United States of America,327.0,,342705.0,AL,22162 alabama drive,R,,Casper,lab,218218.0,,5.0,,L,75054,0.0
36.0,10.0,mat4553,S,matibag,United States of America,551.0,1-139-469-6370,121989.0,TN,7582 WOODWAY SOUTH,O,,St. Johns,JENSON,3616932.0,Aon,4.0,,H,M6s 1g6,4.0
73.0,8.0,Khu4554,M,Khurana,United States of America,764.0,1-230-233-5648,206444.0,MS,2781 worthington crescent,O,,Honolulu,ora,1572965.0,,1.0,,A,95152,5.0
93.0,9.0,Hal4555,S,Halligan,United States of America,346.0,1-905-778-2832,466235.0,AK,23788 linden drive,O,,Irvine,Sudesh,3152907.0,Laclede Group,3.0,,F,46246,2.0
74.0,3.0,SWI4556,W,SWINWOOD,Canada,812.0,1-977-386-4706,81360.0,MI,931 linwood lane,R,,El Paso,Jeralee,3017611.0,UAL,2.0,,,V6p 1w1,0.0
13.0,,Now4557,M,Nowlin,United States of America,464.0,1-873-969-5397,279952.0,WA,14702 wainwright way,O,f,Sherbrooke,PADRAIG,1674496.0,Energy Future Holdings,4.0,,,V6c 1v4,
81.0,4.0,aza4558,W,azari,United States of America,725.0,1-632-993-4267,338857.0,MO,10792 trail lake road,O,,Pueblo,PHUOC,2192131.0,CF Industries Holdings,3.0,,,70155,0.0
48.0,9.0,Con4559,M,Connors,Canada,321.0,1-200-529-6127,256478.0,MD,11183 wilshire avenue,O,,Lansing,AUSTINE,1941628.0,Modine Manufacturing,3.0,,,V5d 1m7,3.0
64.0,9.0,TAT4560,U,TATEMICHI,United States of America,756.0,1-001-991-6564,447802.0,Prince Edward Island,24421 FORESTWAY ROAD,R,f,Lancaster,Guglielma,1139129.0,Jarden,2.0,,K,H2e 1x9,5.0
17.0,4.0,Gat4561,W,Gater,United States of America,594.0,1-161-416-8744,207243.0,NV,8145 ESSINGTON NORTH,O,,Salem,Bernita,3035126.0,Xerox,3.0,,N,94125,5.0
,9.0,zbu4562,W,zbuda,Canada,574.0,1-662-752-9660,8170.0,TN,7046 landera street,O,M,Omaha,kaminsky,97854.0,PPL,4.0,APT. 639,,95244,1.0
49.0,3.0,gol4563,W,goller,United States of America,586.0,1-190-712-7227,323831.0,TN,14656 pasadena park,O,,Laredo,RICKY,455983.0,Cabot,4.0,,,73143,1.0
69.0,7.0,Kre4564,M,Krenn,Canada,550.0,1-683-654-8407,446614.0,MN,9929 michaels west,O,m,Berkeley,KENDRA,3655914.0,Loews,0.0,,,48312,0.0
63.0,8.0,ozi4565,U,oziskender,United States of America,432.0,1-412-654-1722,107686.0,HI,23890 bay street,O,M,San Bernardino,Kerri-ann,343820.0,Capital One Financial,4.0,,,h5i 1o7,1.0
92.0,4.0,Alt4566,S,Altman,United States of America,822.0,1-606-715-1037,330373.0,NM,23923 potomac road,O,f,Costa Mesa,Ronnica,376384.0,United Rentals,1.0,,,T5a 1v1,2.0
26.0,3.0,COL4567,,COLTER,United States of America,348.0,1-977-912-6812,135620.0,OR,13073 summer way,R,,Eugene,zainab,1813601.0,Estee Lauder,0.0,SUITE 376,B,75238,4.0
12.0,2.0,end4568,M,enderle,United States of America,486.0,1-901-044-8798,60272.0,OK,13936 mosshead upper,O,,Dallas,fitzgerald,1449765.0,Principal Financial,3.0,,,85776,4.0
26.0,6.0,PAN4569,M,PANNELL,United States of America,454.0,1-912-117-9918,431864.0,KY,10045 sandpoint avenue,O,,Montgomery,celene,3256278.0,First Data,5.0,,,M8b 1x9,0.0
,0.0,EIS4570,S,EISNOR,United States of America,607.0,1-009-350-0230,291612.0,ND,23148 willowlake lower,R,M,Chandler,carola,2813219.0,Virgin Media,2.0,,T,h2a 1z9,5.0
35.0,,Bul4571,M,Bullard,United States of America,346.0,1-471-531-5943,383999.0,UT,4861 CARTLETT SOUTH,O,,St. Paul,BINNIE,3009750.0,Rent A Center,3.0,,,T5c 1o5,0.0
34.0,10.0,dis4572,D,disisto,United States of America,706.0,1-333-249-7420,282778.0,IA,14791 bluff east,O,,Jersey City,yousef,227130.0,Sovereign Bancorp,4.0,,H,T5a 1m8,4.0
