prospect_AgeID,prospect_NuCrCa,prospect_AddrL2,prospect_CreRat,prospect_Pho,prospect_A,prospect_MidIni,prospect_AddrL1,prospect_St,prospect_NuChi,prospect_PosCo,prospect_In,prospect_NumC,prospect_MariSta,prospect_OwORF,prospect_Em,prospect_NeWor
QQN11617,6.0,Updtumtmctb,482.0,1-236-472-9787,50.0,,Hwpimhxsptvfxafekwelljrgmqclxghlpmsnvwlgnrqmguhglotx,WI,0.0,Jvivg,148285.0,5.0,,R,JohnsonDiversey,2095763.0
JLX11618,2.0,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,423.0,1-312-946-5675,14.0,L,xlncemlucjjerpqbvrilualhflvfsa,MO,4.0,dremkuit,239613.0,0.0,W,O,Sprint Nextel,131939.0
Hkl11619,,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,416.0,1-187-561-7284,20.0,,BMVFLFEVTRGDVVWWMTAMZDQBSYVABQQIGLCIEWHLSXUONIZZLWVPADULEOLQACVFWCNDYQIWOSE,IA,2.0,cpalxrcbj,205435.0,5.0,M,R,Hasbro,3039922.0
ORN11620,4.0,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,513.0,,69.0,G,Bihraftibkaaaoupsnptaw,Newfoundland,4.0,,285561.0,4.0,D,O,Mattel,1463742.0
Qzn11621,,gjftvtohtymtpf,434.0,1-922-960-2529,72.0,,pdkxbfdbennwilcvtggnvekfloxzqhbkbihhznbhijgufgusuvunrkueo,LA,5.0,hwuzrons,184724.0,0.0,M,,Cephalon,1049466.0
Tlc11622,,NUPCTAXZMFGNORPZGENOWCUXJKJ,322.0,1-581-044-8354,21.0,p,Xwpoxfnddhgddppdqqoptkecmoqgnotjtmefkfmetxkegyksfhdw,OR,1.0,zofrcgbizyn,475871.0,3.0,M,R,Brown Shoe,138783.0
WQU11623,10.0,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,382.0,1-136-361-8892,77.0,,Pwztobnshuxgvsedzcpltrxlstmeyasmigglmvmyg,NY,3.0,kxbowd,440579.0,3.0,S,O,,718651.0
Ikn11624,3.0,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,328.0,1-781-190-0085,40.0,z,mrtnmiktbeyvbvuembefcoungvdifhhibvikptbbxo,NJ,5.0,Rzcfizqmh,72779.0,0.0,S,,Vishay Intertechnology,920521.0
Htl11625,9.0,khpcqfvpkftkdxihpaubdqcnnrxq,630.0,1-436-676-2052,22.0,,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,AZ,2.0,Evusov,48666.0,4.0,S,O,Brinker International,549247.0
kih11626,5.0,CNIFIHEHAMLBDFZKASFPQFJIME,646.0,1-201-291-2778,64.0,a,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,IN,0.0,Svkwdds,241031.0,1.0,S,U,Cenveo,2270678.0
Brw11627,0.0,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,361.0,1-643-966-0709,24.0,,ywvlydgplliaxvzmosowcepnbrehofxdbwifcbsivasnz,NM,0.0,Jkbprogwbsyi,76021.0,4.0,U,O,Universal Health Services,2339397.0
Cun11628,1.0,,772.0,1-168-329-5321,100.0,,,DC,3.0,FZBNXOLHE,181204.0,0.0,,R,Varian Medical Systems,2813423.0
Inp11629,9.0,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,562.0,1-680-249-0273,22.0,,njegmpngsycqlctmtsljlqweom,AK,5.0,otrpw,16220.0,1.0,S,R,Flowers Foods,541808.0
JZS11630,1.0,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,503.0,1-604-253-0064,85.0,,Idcnxvcqxkjnxvjdwitlqwjbitoutkrsefmzbojlzi,MO,1.0,Vlaqrjno,469891.0,1.0,D,R,RSC Holdings,722488.0
Gdk11631,6.0,Llwybughrtipjvmmwgsc,619.0,1-222-598-3527,54.0,,zqdbkhyefjyslla,OR,3.0,Wsasfijj,268371.0,5.0,M,O,Laclede Group,86998.0
Dpa11632,6.0,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,417.0,1-004-675-5978,33.0,t,,GA,1.0,Felbiiitiqz,,5.0,S,R,US Airways Group,2601068.0
SCC11633,7.0,HMCWMUOOJJKWRIZVMHWFGO,662.0,1-068-035-4180,60.0,,Lhebsdbcytxfxtmimiuergosyncjndsbvc,Prince Edward Island,4.0,Iexvpwnil,456501.0,4.0,D,O,Becton Dickinson,2162095.0
MPS11634,0.0,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,817.0,1-545-709-4927,34.0,a,Rirmmsrrybghpjkwqpkrcxtqt,DE,5.0,Zxejvoxqjxlq,394332.0,5.0,M,O,Liberty Mutual Insurance Group,2155545.0
pvw11635,7.0,bujqbnohyxwvvei,626.0,1-583-968-9273,4.0,,Qvfgzpuvvufrfyoxxoyiaalwhkrpotirywrvdbgfdpighdctljt,AR,1.0,RXWGGRMN,166542.0,2.0,U,O,,2660702.0
Xmu11636,3.0,,801.0,1-421-704-2719,92.0,m,Nhsphlytvjguyfgkralrpcwqsyeuscalxozebfwrtatpmp,GA,2.0,,390981.0,4.0,U,O,Entergy,2107157.0
Djn11637,10.0,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,552.0,1-993-740-3718,84.0,,Qafkctzntjvmaphgvlmphtvzovmk,CT,0.0,Abqmpqcftcil,168327.0,1.0,D,O,Albemarle,1802795.0
qrk11638,8.0,Uvnfuqyrvszteqnyduaz,458.0,1-701-056-9214,92.0,,gbbjljusoqoekjauwjzeyyajnhscwyutivzw,AZ,2.0,Fbbeqovmbapv,137303.0,2.0,S,O,Cabela's,3821277.0
rgu11639,7.0,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,370.0,1-551-420-9404,53.0,U,eeelywrcdqfzrnbwblhwpxfpoxnbcgpdhsx,DC,3.0,Gpxfn,492039.0,2.0,D,O,Goldman Sachs Group,3456261.0
azu11640,5.0,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,728.0,1-490-114-3920,95.0,,RCUPULTWLKXGTZCWUCXHRJOYECCCLIRRFOQ,WI,1.0,OPIATTGQTB,124926.0,,M,O,Philip Morris International,130608.0
Jvu11641,9.0,Wirdlqydtvitlu,376.0,1-451-743-5761,3.0,,Ktyfdeoxyfxbj,CA,5.0,ptzfefif,471272.0,0.0,D,O,Foot Locker,
MSO11642,7.0,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,713.0,1-974-038-8222,12.0,,Dirofockkpdwpcbjygsfswlgszmyvaxedtzzdladamwvgysqnikwwgfvabqybdcrbhtjuiruce,MN,0.0,filftafcf,3242.0,2.0,S,R,Parker Hannifin,605798.0
qre11643,7.0,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,604.0,1-159-949-1495,32.0,I,Wforrpypymwexyafnrjdereyjqwnzacxrludtpeikuziwtzobvjmuifixknstn,KS,1.0,nkcxl,453844.0,2.0,M,O,AptarGroup,2163263.0
hko11644,1.0,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,460.0,1-390-895-9678,98.0,,Lxtprjbj,FL,1.0,Afdiwc,,1.0,,R,CF Industries Holdings,2261388.0
UZV11645,9.0,,482.0,1-192-449-0120,31.0,,Sqyjylexoqiuwbqyemckuxijsrtxrtbuxwvufczxtjuyueoooslnamnsoyqszzgrdejokvyqvhdobdqn,Saskatchewan,,Pxkimmb,375815.0,1.0,U,O,Securian Financial Group,727051.0
BCS11646,8.0,SFHSGWWHUP,807.0,1-134-780-5445,73.0,Q,LFRJGHOJFGESACTRWEXKHCQSTVZVBMAOAPCZJYTUXQACRL,Prince Edward Island,3.0,Tthlpu,114122.0,0.0,W,O,Progressive,3003110.0
ZIJ11647,1.0,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,509.0,1-075-096-9878,62.0,,Kzdupbrvp,British Columbia,5.0,ixqguckcm,400657.0,4.0,M,O,HNI,1857713.0
GWP11648,8.0,,303.0,1-080-387-3116,48.0,,irlldimjjginjjvdjzekmabuync,Prince Edward Island,2.0,,293804.0,4.0,D,O,Mueller Water Products,3482902.0
Hdx11649,10.0,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,412.0,1-066-671-2242,40.0,g,Aiofvtdqrgauiigwlcaelcbokxtdvasg,MA,2.0,Fvcoege,358678.0,1.0,D,R,Vectren,2203791.0
Iqv11650,10.0,Zdtlaryhdovtewknhkkxadywst,788.0,1-634-467-4413,20.0,l,Aywincmvkyvohkmaljafdvtotveheswpdjokkltiicsoccvunuyebwpavagvhjiasp,MA,0.0,OTNVKBMZFI,469668.0,2.0,M,O,Universal American,
DLD11651,5.0,GCHNLXXLUVJLMNGZVPUOSED,399.0,1-151-525-8237,16.0,,Iyxssmlynkqvqlsnshpfqbamkfuoftjhui,ME,5.0,dimplcv,139149.0,4.0,M,O,Huntsman,3855669.0
fha11652,6.0,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,673.0,1-313-385-2020,89.0,,Oxtmjagvfwrgcqzjlokr,Nova Scotia,1.0,Alaho,219988.0,5.0,U,O,KAR Holdings,1429825.0
Csu11653,3.0,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,770.0,1-215-637-7916,81.0,o,Dldteqakqdyseenegnnemnaqgwakywfapthwmuyknov,NH,,Rvziv,383717.0,,S,O,Bank of New York Mellon Corp.,313635.0
kbw11654,0.0,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,737.0,1-133-810-2568,23.0,,QRUKMGFMIRZQKQXLPQITQWTWPVZEBAWRWXFCSXD,SC,1.0,Lckktrmucvj,318528.0,,U,O,Windstream,2868203.0
imf11655,6.0,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,351.0,1-932-597-9589,47.0,,EVZOBXXHRUIBUVBHLMJCFVUIPRUSEIGEGPAHVRCJLHLCFQGYVPERQKNAZKXQDIEFCHP,MT,1.0,Elmvtsrrt,,4.0,M,U,Coach,1383741.0
Yjl11656,0.0,Viyeuevfcnlmwwtqjcedvundgzchmadlb,,1-553-956-4532,25.0,,Menbuwxccknivjddnaaju,NY,5.0,Kizpbsuy,457930.0,1.0,M,,Brinker International,574855.0
Tgv11657,8.0,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,594.0,1-618-787-1072,15.0,,,NH,2.0,ZSIKSN,413109.0,0.0,U,O,Cenveo,2325837.0
Bnz11658,5.0,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,845.0,1-027-328-9740,65.0,,pvprrhuwqurrkelabbadflgtefcclzkqsskkrsctwimobloypbx,NV,1.0,beggq,375395.0,5.0,M,O,M&T Bank Corp.,2689771.0
Vvu11659,3.0,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,431.0,1-826-459-0746,88.0,,thmgkhwfgjunqcoxofexvlbrwjytdjjixjkrvmdzyjwptxnwxxzrsizellsxhetix,OK,0.0,Jonqqakeky,290984.0,4.0,M,,Qualcomm,604936.0
Ost11660,8.0,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,633.0,,58.0,K,lesynqrattqifuqmmaiml,KY,0.0,Rkbputtpeiij,,1.0,W,O,GameStop,3618949.0
VDX11661,9.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,621.0,1-328-464-4313,66.0,,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,Prince Edward Island,4.0,Znbklkthj,223262.0,5.0,U,O,Mutual of America Life,2369853.0
yyq11662,8.0,Cziopbsefyvkodeegumjmtupatmywzleelvjzio,631.0,1-870-853-1808,94.0,,Hrskcutcdhaxeegfpkdjcdegidcf,OH,4.0,oevkjtln,343355.0,1.0,D,O,Danaher,1297224.0
Pex11663,5.0,,564.0,1-146-824-5307,47.0,W,ykujuxmsjgthlnkevjyxurfnmpyjikxwijmkb,New Brunswick,1.0,cmpquy,443566.0,0.0,M,,Dentsply International,3650244.0
gtn11664,3.0,Tzkouvphiyexiwpcrktoizdjjuhtdoqzxtrerkubckkciedvzskjllkflgnj,533.0,1-966-130-5707,,r,,LA,,Uwdqaduy,275864.0,4.0,U,O,Catalyst Health Solutions,3570231.0
ruf11665,8.0,Ctsfdmaktggzjetkjgwhmlgjpnuanbdsoikkypkqkhbewnamthgtqrza,843.0,1-896-324-3922,50.0,,Pmhcihdsugfqtksvcrqqpjtupvegsbvsvwtjfhzbarttpclwawpzsflam,Saskatchewan,0.0,Bqypxybnwmrd,,1.0,M,R,O'Reilly Automotive,15856.0
Mby11666,1.0,WFNGWAKHDEHHAZQNJFXJDIHAZKYGPBSSIBNKTLVDXEXSDPZGBXIRMQCF,327.0,1-477-491-0942,87.0,,KXVYAMEIXMNWJTGUBFOONMEAQDHMAEHPK,Newfoundland,5.0,uetirum,461982.0,0.0,M,O,Universal Health Services,900943.0
Rep11667,10.0,uaqdxfgmsfvwfqjhdulljhqpejowrjipw,814.0,1-072-193-4446,57.0,g,Kdqzvcwjqbzqothnbxvsg,MO,1.0,Afcmwnh,403990.0,3.0,U,O,Valmont Industries,3217712.0
Udc11668,10.0,Eibnoinuluiqvslugrekpmhlbuuazbfwstffxodxweljkwcviilouowrducroyuhyljrr,447.0,,48.0,,RBXIUTHPSW,SC,1.0,Mvmuqc,147029.0,1.0,M,R,PepsiCo,2736819.0
uzf11669,2.0,liprnkqnqvmfbqylypdfklicncbi,773.0,1-124-194-4990,96.0,,fdcmxnrkyixodtvqxtzttrsbldseugdezrfegoloqjkw,OR,0.0,KHDHAWAV,443592.0,2.0,M,R,McCormick,1464706.0
Yeu11670,4.0,pcxgbfoprorkuktymgoruperzfbbthtrbltkwfwktntiebjjguizunqvsvwjsoquuwnrcbbqtcoz,640.0,1-555-537-9938,30.0,Z,cacyaxinnblvrwjlxiejkpzjgfnimlhscbemxatuubuwbdudgidrppndpbjyqgvrpkgghyqhjt,UT,3.0,,143837.0,2.0,U,U,Public Storage,2867175.0
ydp11671,,Cbnujqhpvwwuffhhpvnapstbdlmnhm,751.0,1-490-369-9735,19.0,k,yhreyxtsbqvwjy,CO,1.0,IXCERZM,297370.0,2.0,U,O,NCI Building Systems,1579693.0
UKO11672,1.0,MKHCKIIGVMVTVQINAJFJAUVLDKEFYHXSOHTOWEQVNTQNGLGGWBSJQPKNFHFTKPSELPDMHDEJUMYPU,,1-412-804-3130,63.0,,Jumizqavosqkobwjdmydfnpbl,ND,2.0,PUQEQRRMLEC,162761.0,5.0,,O,Vanguard Health Systems,598721.0
SNC11673,3.0,,358.0,1-825-309-6191,,,Jbkwohmswzqqaygmzknkhzdycyk,IN,3.0,Iksma,366179.0,3.0,,R,Equifax,917643.0
xro11674,5.0,Koqskzvjxlwvirnzgialhkowsbrbeelateuktrpwnzo,747.0,1-793-326-1785,17.0,,Qhysxaqrvkqlggyoivnfqhbsuhfeucadcqdmgwrcgqyonblqxsjnl,HI,0.0,Lhxey,384392.0,5.0,M,O,Metals USA Holdings,1443469.0
css11675,3.0,Ejknovuncvwjttyapctxiohbqhjhyioomvbvuieevbhwpubsqzcdwfbexfqsrellegcdpxy,392.0,1-264-132-6153,88.0,J,EUTSNGURPCWCIWPVEQXUHAEWJJOLXERNOFXNDTNOTVXAYOJRFGB,WV,2.0,DETQYCRCAX,445223.0,1.0,U,O,Jacobs Engineering Group,2164502.0
urj11676,4.0,TIRIGAFSROF,456.0,1-321-350-2259,98.0,F,EOSJBVWAGKKSRHQLTLJFOJMLGUCEWTVFXTDGDRCJQPTNWHHLMCBOWRNKCPNELRMAFOYZ,British Columbia,0.0,Mhcopi,375792.0,0.0,M,U,Questar,1197133.0
ett11677,10.0,Ksspxlrfnscohmmibodbxijqxdpdewmvejfntwxhijblr,806.0,1-926-221-5255,23.0,,Bhhqixofgyohgrenadokfnwfiqsdjmpxntcqumnuasuiwlodvbpwwxakaehklflea,AL,4.0,Hlntnjhjflyo,220949.0,2.0,U,O,DirecTV Group,1010441.0
Cdi11678,8.0,,509.0,1-953-155-8687,5.0,x,Ltinxnen,SC,3.0,LTGXSWLW,241942.0,4.0,U,R,Owens Corning,199216.0
Ztw11679,4.0,Wmbxgcpbhwwmezawfmnydwsutoqrq,563.0,1-176-162-5262,74.0,U,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,ME,,Mwljzuxzv,483010.0,5.0,M,U,Jo Ann Stores,3963144.0
cil11680,0.0,Delgkfxnuywesx,745.0,1-410-981-0577,19.0,,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,IA,1.0,Vgmmsbwacaif,312551.0,4.0,U,O,Telephone & Data Systems,2601194.0
Xdr11681,0.0,RCYVZBFGZKCHXTRVUMUOCTMFENYMNCEJDQFLXVDYTWEICOHYYQUCWB,723.0,1-594-359-0657,65.0,,,AR,1.0,Irckndphmwr,3571.0,2.0,S,O,Gap,1673953.0
Ctr11682,2.0,YZDDCZUXOKBZGMXPUXXAGHDBLDZOJIPSYQPCIVWYFBBUDDXBCAKSQWQSNE,815.0,1-401-555-3070,40.0,,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,Newfoundland,1.0,ZLPRV,200037.0,2.0,S,O,Paychex,270302.0
SBH11683,5.0,Iyhtoklkorjisnutnsdqemyvaywdovqupqdifqdgeqbdfdjemnqkadgeiyvg,,,31.0,y,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,FL,,QLLTTUCIMFTV,184904.0,5.0,M,O,Windstream,275543.0
xla11684,7.0,TXSGDCYZITDKSCMJRFUM,494.0,,49.0,,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,FL,4.0,rxombjznw,264753.0,2.0,U,O,,1537051.0
TKM11685,4.0,Ymmwnucsbmugxefafroxsdmqkfthidsbvhhgazxcpjkrpimsbibsimzz,502.0,1-753-130-8370,64.0,,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,PA,0.0,Gtbqry,357753.0,5.0,M,R,Pentair,
gme11686,1.0,WQCMURNZYYXCEYWBRAXZKKMFFKIZAPMQQUUQDWMTWGCCDANZRHOEQHZTXOEDWKYWHRTRRAXNOBH,604.0,1-152-194-8209,6.0,,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,MS,2.0,Mhoik,119675.0,1.0,M,O,Securian Financial Group,1738558.0
Ohi11687,9.0,NQECZHEFSCEWXBEVCVIFMCGKICSCNCJEHIGCKRCDCWCLBJKP,627.0,1-191-951-7804,45.0,x,KTFEJNLWNSXLC,SD,0.0,rciclwp,274993.0,3.0,M,O,Watson Wyatt Worldwide,2116401.0
Xpb11688,4.0,Cahwqrpsltfgmggpcpdlyhfbrmipmzjzafiihkrlrijnxoiykjauwlmdamslwt,626.0,,59.0,,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,IN,3.0,Sxxnfmmacxs,,5.0,M,O,Mercury General,1678971.0
Vlg11689,5.0,Nktboxqxgyvuklwl,771.0,1-471-247-1746,51.0,R,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,AZ,,clbiccuqjr,419338.0,,U,O,AnnTaylor Stores,2669106.0
Fzm11690,6.0,XMWIQZXRSQSTXQCO,309.0,1-114-745-7251,35.0,,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,ND,2.0,Cwtdnulw,207435.0,1.0,U,U,Realogy,1901664.0
WDT11691,0.0,Fsvksuxrurgbvoowczqayxbgsovhctetnmy,504.0,1-477-243-2249,71.0,,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,FL,3.0,Regwvlzcdtcl,,3.0,S,O,Fifth Third Bancorp,3038656.0
HJM11692,6.0,iaredfitksemljadttzmhnrhchorrewfpcatyvjqwaeunqvatgcyatyfiabounozzp,329.0,1-452-030-9422,87.0,d,,TX,4.0,Vrfiiralkmd,398542.0,0.0,S,U,EOG Resources,2453031.0
PEI11693,9.0,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,423.0,1-442-354-3443,49.0,F,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,OR,4.0,Yxevhn,223669.0,0.0,D,R,L-3 Communications,207536.0
RBT11694,6.0,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,607.0,1-098-984-1794,58.0,,Mwgmvkcgqltyvd,Alberta,2.0,ereqbtx,473319.0,1.0,U,O,Lowe's,206639.0
Yka11695,7.0,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,606.0,1-794-059-4223,28.0,t,mzlylvnmjdavszmcwclkbdjyjksmrayiw,Prince Edward Island,1.0,Hahbba,100209.0,3.0,D,O,Visa,2985447.0
WNT11696,6.0,QGINHHVVHPNYOOPWOXHXFCRTOF,594.0,,55.0,,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,SC,3.0,hcerut,319306.0,4.0,M,O,Occidental Petroleum,2053374.0
ywr11697,0.0,Hxsrvfwntamidzccgxiazborm,357.0,1-654-654-7304,65.0,E,Kvyqlqllprccegvoo,LA,5.0,Cowzlf,8973.0,,D,R,O'Reilly Automotive,1408481.0
Jbb11698,3.0,pruauvkvwssijsycfhmw,827.0,1-744-200-7047,23.0,,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,AZ,2.0,Bxqjeyqcpjiw,307477.0,3.0,M,O,Thomas & Betts,2945555.0
AXF11700,2.0,Clpzbylsmeqec,457.0,1-866-638-9616,37.0,L,INXSCZGILT,WI,,Pgnbslakx,193836.0,4.0,S,R,KeyCorp,2550827.0
Lys11701,6.0,ujhzbqxbcqge,607.0,1-196-498-0536,21.0,,ttjpzcibxzknrijuexhztxkhujcrbzasry,LA,2.0,Sjituautbv,251277.0,5.0,D,R,Mercury General,780037.0
swu11702,8.0,zlkrefntxvqgagwqmidwdddwybtsawynxbmybluiirecqxiooctfvgumgjtprmjxvfppskllsko,373.0,1-955-740-7729,,Z,icufrksxogkbojnduqxqldrrjvisxofuw,VA,4.0,Krnlxqgvh,59523.0,4.0,M,O,Exxon Mobil,3909871.0
Zpg11703,9.0,Rkstlbvuchicbuu,675.0,1-834-052-1125,15.0,,Bamgglydkykqpm,Manitoba,3.0,Xdromjnfftg,137795.0,4.0,U,U,Tesoro,2346962.0
OAW11704,1.0,tsrenliyfxdrzsaxykgxxwpxukspfd,363.0,1-535-102-7352,63.0,O,Ohawlesdlepckfovkxcxyqzvlfwcjjqfeatarfs,NJ,1.0,Oqtnallelblv,399046.0,,D,O,Northern Trust Corp.,1250930.0
Lfx11705,9.0,JRBBFTTQPMGMDERVTEBOKPJUNGUDZIODLCGPJEOYOGLJIBNMP,614.0,1-963-878-6116,54.0,,Kmmuna,HI,1.0,BSPLCUEHFPK,334031.0,3.0,U,O,Snap-On,62707.0
Yft11706,10.0,Lyomtgnqycizdtlgknldcejxudnkgtzattweasbwgbozriusxicxhmle,695.0,1-954-749-6275,45.0,,Stlywoxbfmhilemfyqnqchxovrbquewbcobomdychuvtnqatetganxdaxwylfdktrutdtvt,NY,0.0,Vntnhuubt,315684.0,5.0,W,,Metals USA Holdings,3294642.0
Who11707,8.0,IGBPJPOWIFJONEQQSLZCFNMMPOFPJQQZMGPCHDLTGNAXBOSNEVQRTEZWXLFCLKW,321.0,1-528-121-1449,52.0,S,Hpdsavspuf,TX,4.0,Zvcornlcgp,429394.0,2.0,M,O,Williams,3171625.0
XWA11708,2.0,ZGQMKKIYQATUDHBVHFQJNPWNUGJLHCQHBILQAMIXE,699.0,1-827-138-6252,32.0,P,HLRDJNSIKGWBUUBOESUUZFODGSEWN,ME,5.0,Sclpxnpmiclu,192710.0,0.0,M,R,Berkshire Hathaway,1424214.0
RYC11709,4.0,Lusqfuhfpghsodvoexdpehfoffvprrsmj,818.0,1-183-744-5645,6.0,C,GINLFZQRGHDCPFMHCVNIGKAOPKSPCLGCRU,VT,2.0,Hsxtbmjyrtx,166631.0,5.0,M,O,DuPont,191608.0
zrz11710,3.0,hmfyuxchc,427.0,1-285-006-1659,16.0,Z,Cadeghefdriibsbsa,WY,5.0,pokoc,260879.0,3.0,M,,Teradata,3886497.0
Qvq11711,2.0,apqkuixvexctvuyegrmbiwsuacmlziqanirz,750.0,1-056-201-3409,81.0,,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,MI,,Uljca,130173.0,1.0,W,,Rockwell Automation,2024945.0
Iqy11712,5.0,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,,1-367-894-8849,93.0,W,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,UT,4.0,HYQGBQ,,,D,O,Symantec,931226.0
meq11713,9.0,BOCTMQGLUM,780.0,1-904-731-7573,63.0,,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,Prince Edward Island,,govbysnntupk,241916.0,1.0,S,O,Peabody Energy,1158767.0
Wda11714,5.0,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,639.0,1-351-524-3383,86.0,,Bnevkrjmckgszahqjuepj,MO,3.0,IMDKKSOMIENB,95911.0,4.0,D,O,Sonoco Products,
Khj11715,10.0,boaclaakunmvxnypmxayynurozwkovybxemmik,724.0,1-627-826-7984,95.0,H,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,KS,4.0,Rhliqcqw,,2.0,M,U,Aramark,
Hwu11716,2.0,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,448.0,1-043-614-7259,57.0,,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,RI,0.0,FSCDNSS,367388.0,1.0,M,O,Watson Wyatt Worldwide,665510.0
qpk11717,2.0,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,731.0,1-537-995-0563,27.0,,xbeyroatnurldjodmibxprwiqm,GA,2.0,YZLLQ,5139.0,5.0,U,R,,
Lxu11718,5.0,,846.0,1-535-499-8026,96.0,Z,icwogdotqgpmbktijzd,FL,5.0,Xofwwnkz,20040.0,3.0,M,R,Wyeth,626986.0
BEJ11719,3.0,,370.0,1-413-765-7306,,k,,ME,2.0,Gugfwmhve,459798.0,2.0,,O,Micron Technology,1376382.0
