AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,Gender,AddressLine1,AddressLine2,PostalCode,City
Jxf7291,Hdszmhuaaqwcbekwiikbtux,68.0,,S,9.0,1.0,O,Jxfuojdlmio,732.0,4.0,f,rrorcneqlhgjzaqslhdvkwrekkinsgqktfbmcamozoopewxgwy,vkkofqitvzwbfskiesmlfikdymcljufksncejiotjnwovxdqegybybrpqrutios,,Peoria
ioa7292,tprdejirkb,69.0,G,U,1.0,1.0,R,ioajvrgjpsjdipugemsl,601.0,2.0,,YLMNQMIGVZGYBTEQZWVLRSRFLRARNWJBASOLRVIHNITHICIQYSFTSXMNKAYQNYHVML,wwuyrfnpwvbgbhhbbubgwfomhpsowqmpivwbqhkzrmanrgljzjnionurewkvsrnteixp,Dqltrf,Boise
Evk7293,Fpujruxleknngfqmvfwcggqpuephlx,84.0,,W,0.0,5.0,U,Evkejwupgnkkppk,435.0,2.0,,Lbenmrqebgduswepjgkeymculiuletkhzfygutsqgwucsfrtvvapidbfqfnmff,cmdnxrgdbkpqaethvpgfqczvbtxjmftzhjzmaigtmpejrznrluyohqwfynsftmo,Utccsbpgscr,North Las Vegas
Ldw7294,Eyzxszanrjtufy,84.0,,M,9.0,0.0,O,Ldwntfo,441.0,2.0,,Bvmdsxnomdoohfvzliowzljiozryumpfnkgnlzabsiqsavrgxjkwjevnmj,MFUSIRLZSLFPUCUKNGMJJJYKERTTVAKUQASYTCQQWSSURHGMJPRGBWUEAPQLXMJTZNJAGSL,Vadeaco,Salinas
Shl7295,Odvclt,89.0,Z,W,0.0,0.0,O,Shldtqirwrvvrglhnps,657.0,4.0,,czhjtulswlfzrqeddkembgygvqosmypndftgbibazfiijjklytlzu,Evaxwukqnzywpildawrsqeigvxwedwzwndsiun,nwnmuxbyketn,Rockford
Rnd7296,Dlcnvijfbaqfxsntk,54.0,s,S,1.0,3.0,O,Rndiszmrhm,698.0,0.0,,DTPPFKEBCNEMBHVONIJRLPESCRFUOYUNZUNMNKPYZMHNNCIHIJOFBQDUBPZVWTANHEENCGQDRM,yvfvcsojdkp,Djznxb,North Las Vegas
Eur7297,Zilbrihtxikmq,37.0,,D,0.0,0.0,O,Eurgtkisiyjfwkxrkdyppoyb,801.0,3.0,f,NRTHPFSNUGKEEAAZTEKXMZRXWYDJEOTVKWDBOCKDDFEGKHSHMTRBLUFCV,Rurbdjipclbbynhgfeaypabragcilllxrwqytqdkwacadigzlwvgqr,Fbuto,Vallejo
Zei7298,XQKOOHMCYXUUNG,73.0,,M,0.0,0.0,O,Zeivreznbywqwzte,799.0,0.0,f,DPBTBHIZCPMJPIHVEJDOCMHTRMQEBLOOSAJARAKAHKSQFWIGQMVFEDRKRSXJJCGROHDKJZDAVPNL,Fwwvhmq,qjikoabivmyf,Oshawa
Pfe7299,Kqovmh,14.0,L,U,1.0,5.0,O,Pfekvstugssaiaivihhsmyo,824.0,5.0,M,tenticnykjyoflemrfvrvaywabcdpkkijnadfusjrwfkfxfzbovgyhoeqcjyajcwuudlnbcr,ysevawxzrqyvhmmkbndelsliajoneakwqifuqagblkj,Yfewi,Edmonton
Vvx7300,Gpucgahrgezwgwegqloetdpaipnsq,72.0,,M,1.0,0.0,O,Vvxhcfdvbaxcck,812.0,5.0,f,CAKSKUMQNFDIIRWAOEDZK,Nrjdtoafpahznuhdliubkwtayzfzfhrfnmmglksqsbpaadu,RFVYXEEYMNH,Santa Fe
SOA7301,Kvklvxzwftyzk,96.0,,,10.0,3.0,U,SOAOFPYXHOHGFUEAAKIYVZOHXRJOZ,766.0,4.0,M,RGZPYELWFHKFOSUBJCEDKIBZSGBSDOAXVMOEVWCRMYITPFZALUOHYUULESXSNGHBRTCYPSLLIBCHJ,FPNTBZSTPAUJUEGTEQYBBBI,VMMTPN,Wichita
uow7302,Vvbxxcxkgtcipupe,59.0,f,M,10.0,4.0,O,uowgahifpydvgoceehq,338.0,3.0,,fayporjgckylgtqyzgzmqhrkeakjsvng,Eehbbqcoxthazbsryqrjahhzcjdndvayufmiblhfvuceddhkaaobvjecyfdibzuuckpexry,ULYMF,Escondido
yet7303,Suawyjcxbmrxxtt,56.0,l,M,7.0,2.0,O,yetqcqazzywnnvfacvfou,307.0,3.0,f,GFWRUDWJUIGIBPLTDKKBLPQNSRGYFHBCVDAHICZEHATUWVVTQKFHWVJEMUFL,Gzgibeapj,Acfavp,Colorado Springs
OVP7304,fqshyskxatwnodozdwjpldrr,79.0,i,S,5.0,4.0,O,OVPBYVUSTGJXHRNHUWC,682.0,4.0,F,DLBMACVJAVLWFGEQTWSBREFDVKCIFMQWBDUPADCBUFVEOKIUZCQYHSNIEWPUYXIFVZEJBGHCY,Aaagdrmjwptzmkjwrcyfstguacccgtsunitmlhgvdqjkwzga,Gkdckfw,Salem
Rey7305,Tswrstnhggdgzkqmx,60.0,k,D,5.0,2.0,U,Reyarhxjreuihc,768.0,0.0,f,Lucambzpqbbtnqdfomgubrbqdbvdgpoipegyw,Jhuenlymtodxvszwymephnkuoyvewuqglf,mrpte,Casper
Gif7306,BLFYZAJWW,61.0,,M,1.0,4.0,O,Gifer,623.0,,,VZFGMJHAVVBCSHQOTVHAJXDZRXBVFCJCSUGQ,Dsxcbgdujivarrwcqxfgsjgxrsmmklukssjgkedwjjnrlajujwkkktzdgzoyobtt,Ieazidzucqjo,Chattanooga
TIJ7307,lubboaxirerpegtn,21.0,,W,3.0,5.0,O,TIJGXHWJXPJQY,772.0,4.0,,Fixnszjhwkxkicwlxqwguphlxypqqbxorfrhwiyuyodkkhqzltoswouqp,taluiuvcuhmzemzarkdffdnxqxscyinyyszutsfcwhivkl,,Las Cruces
GEN7308,GROFUCMNRFLXTTRKIUG,77.0,,D,7.0,1.0,R,GENMVPPGEZTGML,810.0,4.0,,vvesphtmjfbikszoioaruqqx,OBKMXFTXJWUMEJEAQJTEJDPL,yrjgnhxlrsl,St. Petersburg
Llw7309,zeuvwskeuojfwc,74.0,Q,S,0.0,4.0,,Llwatwagplldckejemrg,,0.0,,Aijjhqrjnxjbmjjmmfftqatvwhhcadpargmkh,Gpieicomjtynybqqovfablnhhxwnlzrykaejqolsgvspenfmmttdsupeso,QHTHTBWIFM,Cheyenne
Jph7310,Quyldsahkuhrmcgmqtklq,97.0,S,S,4.0,3.0,R,Jphoqkjweembtcmnhl,307.0,4.0,F,,YOJEGDTFJXAPIHELJUSOFHTEJWSNALVPUZBIEAGYIDJINHXSA,Rrurnnygmim,Hialeah
Nkk7311,Fhjurlqyiskhxutgqifq,74.0,S,M,7.0,2.0,O,Nkkhdbfedvlpqvuscl,598.0,0.0,,DBQVZNCBZDLNRERUMKFHMPBHRGGZJZBJWAJSEFMRFZHBPRUFYRBZBMMV,HZEAELCFSYQCFSDLEWIIETAYRAOSSRETTZ,TMKOZUGIUFF,El Monte
Yaq7312,Hejosipmqtedhbopvxggi,90.0,h,M,2.0,0.0,O,Yaqivglrlljs,564.0,,f,VVERBQCKIHQEDBIPGGXNZPTDQJ,HBMBLNQGGHNFWVQSTHEVBQTSYBHOZPGPFNCTBOHFEJGWGKPZHBTNREFIMENVELT,GPMSNJ,Augusta
Hbe7313,khupsscdhj,33.0,G,M,2.0,,O,Hbentskvbuznalkulmndwtqxsiwnc,740.0,2.0,,Cpixznzihfmthrchsoosxpwdcxgcrahaglpualssmhrahoadrmcojdzmustuhijcysbyh,Qbqlfdxfqsgrpwualguknjhvovbxnrwrinaqxijbvgzkbftelhmhjcgigkxbmtgkklk,SFQCMUNZOW,Bridgeport
Vbd7314,Qhidnuxqdpudwtfki,48.0,,S,0.0,5.0,O,Vbduffjehctbgirxqfsmjxpedku,837.0,4.0,f,Gdliivznbqvlozfbfglogpkdqab,Ykgkhsvkbqapbbbebltcyyathgwokfutctnegjyuqabvbu,Fjudqvaae,Portland
Wsr7315,Ukseraermibm,90.0,s,S,9.0,0.0,O,Wsrexf,676.0,2.0,,KNTWSYSABJMNNSRAPQBSGOSKLDKOGIBOWBPFUVJ,Rbpshvoujcouysztwtgofxvuhxmkcswpejztzhbtfdoge,DSHABJO,Yonkers
Dji7316,Cxyzjjcwmugensrt,80.0,m,U,6.0,0.0,O,Djici,357.0,5.0,,iojlebeyawncumiaprkxwp,Jynjexntzxvduomauhjfsvfloxcwdvlseppmqxdzdaufigbpbecvsq,XYTPHRHJB,Virginia Beach
Sxa7317,QBTDQSADUM,85.0,P,M,2.0,4.0,O,Sxawxgidstqzqbuhtehf,491.0,3.0,m,HKPULTXOOWWPLBSKSHVDXWABOACHRPLPLTGIOWKTF,Bqwwacbkvlicqkpuezmykcpwprnbrnfggiqytqivjpstidq,JLDZECSJTVYH,New Orleans
vuc7318,qzmmcxwcjliczddkj,5.0,R,M,,3.0,O,vucrytje,441.0,3.0,,zkrxucbgudwzjbdi,amjeudkxbmsrphvymhmigbdzwsuemswlawcxqatqljslemsfzhxtqunhzjtbjjmf,ZVZAB,Billings
SIF7319,MMMKQWIAVYBZTYTKEWEPUXXJXZATDE,83.0,,U,8.0,0.0,O,SIFUEBGLRXFAITIUGJOYS,691.0,0.0,m,nscsqyxtzcruevaqgpazhmynwodfmfiqdcntirljfzwetyaaj,ZNHSNDISOSPMASUMNXRAOSERSUGHXJJIVJPAZOMMIOZSNSOCFKQFLEZOOLLOA,AVLDDI,Pueblo
lwp7320,KIVQRZBRETPYPGEHHE,77.0,W,D,10.0,5.0,O,lwpsd,841.0,2.0,m,Gcvvdrqqvmuvymnlcmpmil,Criqkpzrahsemijccwbvtusuvliecxymtyncwjvzbxkoopswctuefwjxzxn,Uyavld,Oklahoma City
Teq7321,Rnqsflveuyowoaiklbzfnt,92.0,,M,8.0,2.0,O,Teqzzzmdmuwnkiaqputcdlsk,667.0,1.0,F,upuuoorjbhlpwbwpzxiefuvtgaceiborsqsjqthkhgnddrpanyggwbxrvmqixkmwamear,Mxippizfbpslaviucozxqmaneejbwcdjxw,gbzyp,Concord
IPA7322,DMBQXQEJAIBPQCHVPA,82.0,,U,9.0,3.0,O,IPANLAMA,700.0,0.0,,Uebyppgvgklowaqmiesudorcjufrguytblvmebvmelpronuzsbfxjaxlqwuholrczeeqlmlccvu,Dfwqdlfdkpkvuuuiaazaq,Ufssod,Rockford
Ezs7323,XUWUNCJAYSCRBBVEVCLWTCHGKJM,,L,M,3.0,0.0,O,Ezsndzxckffxjtoynrcu,346.0,1.0,F,KZXBYVWOPWKMRKBTQSHFSVOOZVCJFAVFGWIJACEKMGUOZEBMQWQMARUUNB,Nsczavtcpliidbxqeairfnnoaigmgrrkrjgnwamqennxvljj,Mxpwcnm,Cheyenne
Tye7324,syxuhgmuudnysqosh,23.0,,M,,4.0,O,Tyecnbttlshcmqaptfxd,441.0,5.0,m,Bjgmbqxpbaqwprqzafksgdgnznhhrcpgconbvisgxpytpimqnfmrgcbovmyvqwib,dehfhwfoiuyjlxdipncdqnbihbvyy,OKPRJEKQYDW,Charlottetown
Skw7325,KDTURZGNTXAVKIASTWGJHLJ,29.0,,M,0.0,3.0,O,Skwuvxn,700.0,1.0,F,yagqzwvjr,Crhqxdvoxvvljbpjyaxinmrlrwgoiaegganf,SMTXIBV,Mesquite
cjg7326,Jystyvsdjerlxzhopwjcfhfjallsb,12.0,M,U,10.0,5.0,R,cjgshjsyaul,498.0,1.0,f,HOFPJPMBKAJVTNLXZPDN,,Dedaljae,Overland Park
Zlt7327,jhpvgffoinzkctkgj,52.0,n,M,7.0,0.0,O,Zltdfnqhplhbwpnmoggjoeakdne,786.0,0.0,,vkjtafxnyfwavyeeepasargtli,hldhsypbljsblcdpeydyuqbqhh,iuwcofghos,Akron
Lsb7328,Cunwftczxnqekzyhv,16.0,,D,10.0,5.0,O,Lsbzsbuzbunzkvmfcila,635.0,2.0,,Wuxccgjgwdahvvrljqnvoqrsmfawigyiiiissqvhzvmlkstanfsxaxrkqfbpq,SQFNDSPMVPYETUMPPBWIBDS,Jtjhv,Santa Clara
uvw7329,Ysykxclbgcpwvpkhnykwfafvia,70.0,,M,1.0,2.0,O,uvwxb,607.0,0.0,,QSJYPHFS,OOQUJVHKJVTRVEVSTMRJTEPKFJUHAUOSWQOPEAIZAGWASP,CSZRRJCG,Albuquerque
Piq7330,XJFYAJU,8.0,P,D,7.0,5.0,O,Piqfofakwlbrhjs,612.0,3.0,,Btnueinmdosdxwpslmjoyhcmuerzrcnzxyvfznfjyamev,Htldkmiaahsvbml,twabwh,Milwaukee
Xne7331,wedcjr,29.0,j,U,3.0,2.0,,Xneyyljmvg,649.0,5.0,,sdspkvxkqrznewzxkxlzgrroredvieykhrlfsnc,Yaeuldpqbmyzrncnmwmuujijzmibirswgluqipghjfefjsdpecglfutzcoxgnuetmysvonp,mctxumuleaz,Buffalo
Gev7332,Ksmimggk,30.0,A,M,6.0,2.0,O,Gevhumpjwxc,656.0,2.0,m,Zlsxnfxyqdvfllhviddkosulneqekaejg,,RDSGFFWFSLLW,Fort Worth
UHL7333,JXDYFBYUZBEHXJXDEEVTLAWYS,41.0,T,U,5.0,1.0,O,UHLXGHHZRHKRWHDGYWQY,423.0,1.0,M,ONFNLOEFNEOBBKKDFWJACNVN,Afifkjtsrbvhbdgqaiqewhquvfqtqrkaopdrlcubfgnietnuyuzssbztuiihjtqolgacbfs,SUKCX,Coral Springs
kjg7334,Grosiqzrkratsyadevufxamjckpnnq,12.0,H,S,4.0,2.0,O,kjgpbnu,492.0,3.0,f,Yykflcmzrxc,bpfstlrwzaxgusoxzuwgjriiwcgezzpfbntkhdxnjkuogukvcfymqtlfaivkjntnfr,Quhnmi,Providence
Vmz7335,Ehggnelkhpzesmnammjnlzu,43.0,,M,10.0,5.0,,Vmzlzkchv,429.0,0.0,F,tdbeysby,KVSFDXITKKIKLLEFXAGYCNVHFTKAGDSGOMHWUFWMQASJCNMTGADBW,yqezbdtn,Amarillo
Zqp7336,jlfadgdqudpkcegtaawulxfp,15.0,,M,5.0,5.0,R,Zqpczvstyphkdmyi,769.0,3.0,,TRKTHMVEKBDBI,SHJNLUMQHMSIHEKHTDVUYTKHFGKTIWPKVFOJUPZEDMY,Marxhuqmx,Edmonton
Rlj7337,Ygbfaufxyvydeckirgcqw,61.0,,M,5.0,5.0,O,Rljkueonpmmcbbvofundxfnnfvj,310.0,5.0,,Ayjjfsedcitjgpmtcqnmsfppxet,Dsqirewxgajcuqmgwbkywmgloisvfgxtnxigbgydcmwhvmkbbubzvy,olpap,Beaumont
WJK7338,ZAZADIDRJIFDNBJNYFPWHE,76.0,,M,9.0,0.0,O,WJKIM,304.0,5.0,M,jnfhsiuefbwgzamycucknuoplmryjwzcwweluuzpfqrnjwizofaisfjzbdfaevffak,IZAVFHMBULMRMWJPLEU,Vpctvc,Coral Springs
jdu7339,ETUSTKAWFWEBHYCMTQNEDO,94.0,Q,W,0.0,2.0,O,jdusrjha,347.0,3.0,F,Nlugitbtqwdqeiulwrdmfqbxl,Ezgaehij,dcshd,Virginia Beach
Ool7340,Vohiojteb,45.0,,M,7.0,3.0,O,Oolqqoswkvhuhlrvgftjmurtkg,303.0,4.0,m,Ffhrujxpogxyfskvxtuqvuardmttryzxosjxkvkoudjhyfwsuxjkvhwjxloqmhtssdxtntbiv,vwhebbhppaysikvstugvdxsukbbmwqfltarxtactotjitebgjjkcqvhbuladcjqeqcxgtriu,Ykewh,Scottsdale
Kak7341,Adjqvanjhtojo,40.0,,D,10.0,2.0,O,Kakhonmdgwpnvaqjkxjevyyapl,625.0,,m,,Mbitddl,ydfusavdwbm,Regina
gaf7342,Jilmkikjgszrfspqdbsacfgpt,80.0,,M,7.0,3.0,O,gaflxqietixvtcoeradefuhmxvpsdo,821.0,1.0,M,Tnhxniwqwmmatnnvlgjljxjeritjnhajxfrlmfjgamijvd,Tcxrqxmnzrwnb,UZWTU,Biloxi
Rrt7343,Awrvtsardxwhrahaoirtt,87.0,n,S,5.0,3.0,O,Rrtdmgsqlmprqmvxvdzpwqi,753.0,2.0,,ICMMAOFDDZXDCHOAQNTCPKHQSYRYXVHYEEUTWEWCBPEZNFJKDHEIPJWIENPYDCUJPC,Njvsodxqvfssinqgmrlf,Zmsexiu,Livonia
Rkx7344,nxgguxhjleqzkf,83.0,,S,8.0,3.0,O,Rkxeyzyuqwprnkikpogzwoxuqbjt,585.0,1.0,,DKUCSAFJISKHSUNMCOIKKTD,VRCQMZUZEWUPEPQFUSXTNPIVVMLCLGIBRWDZIRUONJEOJBENOSIMOIOQLVAHIMWMXRFKAD,,Oklahoma City
Bek7345,stxrnjjnfnv,19.0,z,M,10.0,5.0,O,Bekkphomftkdpzwvuogwmddpatu,784.0,1.0,f,HZGMRWKOMBEH,Fvydhdwiqaehbiufstumojeouuwjuhrahsrbt,mpxkxivwz,Garland
ywv7346,etgdamsmct,50.0,,D,1.0,1.0,U,ywvnlwstsjgrunht,461.0,2.0,,ADQMHKQAAYNJLTBMTRDLQAKDOSE,olebugpqmfzggiyhoquxmbcyrbqtohatqoypnnoriuoozhiuuzczsrrxbtbncvxqsirkq,Tpwtovsi,Las Cruces
Emr7347,Mrwvgrcuuxoifnffkrsi,70.0,,M,10.0,4.0,O,Emrefupdpympj,474.0,5.0,f,CKEBTIUPHHGDGFZMILOWVCIVQBHKRPYWYZTHINYUROTFBBPLEMFZPWYJU,Ubuvsyebkbumbeszglfkudmdnpfwlrzxudyaewjoyrik,Ckaxgritmydj,Mount Pearl
NYO7348,Fkdvsswhlf,73.0,,M,4.0,4.0,,NYOEMKLUCRNXCENHEYIGPZPGNLUD,718.0,0.0,m,Ezuimxobfqgitnevmvsxvfhfpxnatznmbut,Bgqydkwvjkfkzvfrcqllvffcllvlpnlbcqxnrlsrnfgf,STBMAS,Columbia
rmf7349,Dinbfhdebzbcyhkvj,98.0,,M,,3.0,O,rmfyfulxmgveqvtutdrkuiqvuh,302.0,4.0,,,pqcgxwjtlbtbvqpagz,Xmwij,Chicago
Jba7350,usfkvqdmfpddcy,17.0,,D,6.0,4.0,O,Jbavktmaiibuss,405.0,0.0,m,onijmbygjhloiiidkghqamgcwuhiddsgjicfnuswimcbrhlmujxnlzlvszvpkcnmbqtka,Bactqghesn,Cjtfi,Lubbock
Www7351,BCRHKEKGDVUGNWBMMJECT,63.0,U,M,10.0,3.0,R,Wwwpeaigcbq,724.0,4.0,f,dvlfwjdsrusupohnoscnkzxctcieehejgifdojvbrzusnaotvtgpmzcfrgnxijauqnglkciyjbxz,Iinotofikgbxlbvlhgicapcizxictrzehpqewco,ULHEBW,London
xgk7352,Mncqfcddsafobodtgzjszcjb,10.0,,U,0.0,3.0,O,xgkdnoxtkivyugvqaihdnueqt,733.0,0.0,,Eydgxjrevvpsazxrnkcjxrwvgrvwqdcicaskwveqxmlhfomkwjovanopqeeytmgmrbzqmrsqblvjjtts,uhsstdlguefbgmrurwhesfzg,VPEUMCGB,Rancho Cucamonga
Osw7353,ICUAZUXJCHXNASZGOQIISSOWBCPDOK,69.0,J,M,9.0,5.0,O,Oswtbqm,,0.0,,Obylpitkctiqjtijxwpubrueyryfgkflqeaornmcgwpvijkamjpkgugq,Dpxamrdthxoccuxiziwvrozqenwpgilsrwruexkbngypjtlahdvihntnevnqmojriowb,Fvflpys,Sunnyvale
Emd7354,fqrwstn,52.0,O,M,6.0,0.0,O,Emdynokbvmwomwjicqfnxq,750.0,3.0,,Bvgpyxjrpnbaavgdu,BPUOVGGNGPETWUXYDGJGNSKSVQXPJZUWPLBVNKTSPTMWAPCNNL,Ativbq,Columbus
PMH7355,Ztuaferoahkaijwoardvjubad,54.0,,S,3.0,0.0,R,PMHXWUPI,508.0,2.0,M,Jaffgkawzapglxscjlbcimceyohgfnopbscxx,dvnxolmecnmkaajfvafbtuerjomvrempnmsbwnxmmxfivuyjvwi,Tjvoajpvhhh,Lansing
Hxs7356,ddbtfeughgpuadouxcpqbkxtcfat,22.0,K,M,1.0,5.0,U,Hxskuxpxrb,646.0,3.0,,HZBHRSEMQBNRAJIOECVOORLHPDTZGUAYFXBESGLAKZIQULJI,Hoheayebmwzswtxhahqzmbnbonzlzngllggv,Fxexufuw,Anaheim
jhi7357,MOFUNCLZFUJSPVGNXH,8.0,T,U,10.0,5.0,O,jhisox,626.0,5.0,,KLYDTUNQBWGKFMKUQGIDMADNVYMIUOEZNAMFCIVGBSFNE,jwcottrhlbqrnizhcqsfipyrlwnjtcmkk,Xzufg,San Diego
Sfk7358,zsbrikcw,50.0,x,W,5.0,5.0,O,Sfkukt,357.0,2.0,,Qxzbsoqybbtjuupgwobcbtjiymxlb,RBYBUCHODFBRIPVRLOVUPLBAOQIUGHXNCJAPKMNYXJTU,Wbsec,Regina
Bmy7359,Cnfgmgokimaxpxfpfnqbpjcovn,24.0,T,M,9.0,,U,Bmydfmymzruhvtovhzudazetkcyhbv,564.0,4.0,,dznretgqgwqzqtthtjlunboihnirkrggtyxjpxnlqzotyslidoz,Akjvulnttbfjeuwlmyaxrixtrgoymwyedoimdydnxoogdvxs,teyizbwjb,Reno
VEK7360,Sadnrkkpxnjvhxdbbuthunvmefw,84.0,,U,7.0,2.0,O,VEKLRFAHWESLPQTJEHIX,391.0,3.0,,MICQDRMDJXGP,tudeuoxmulmcocmnw,Jhfwvidobjv,Saint John
Xas7361,Pvojyuijdkifcvxtsx,5.0,t,,10.0,,R,Xasvbxjhohvpnzauogv,800.0,3.0,,PYZTCJLFLIJMJAZMSNIYLGOJKWOAUPZXGLOBZPYLV,Qvaloehnnniancpnznxorkbyaowpjvsdvmmkoxps,FXNWIQS,Berkeley
Nah7362,vofzbcdj,69.0,,D,10.0,4.0,O,Nahhtbgsew,611.0,4.0,M,Rvximyvymhzrasxshpjfkwacatfxsiyupl,jwfqjqkgzyzbkfdnqtbblwpoevhbdsmosvncwsrehn,xxnlm,Huntsville
Pnh7363,cmsnouounhqdtkzn,93.0,d,M,9.0,1.0,O,Pnhsmyzmididduzm,628.0,5.0,,zdlvvlpnuellhxkfqvzunkrmtzvefvuqcewdjlwqynxzhrhglzyro,Ivcphsdrrzcwdkobgdnavsdpjlspmbeqmtoaxdaolooaqtpqwm,Fqwmy,Toledo
Frs7364,barlotabyctfkilvxw,33.0,u,S,5.0,0.0,O,Frszltfmmvfjuhaopikuxtjfgywk,680.0,4.0,f,dxmdozkczjlqyjsswnwaqhifrhhwi,shjmghoroxbdjmldycwcpykchrlpghhb,DLARLBBFAX,Hialeah
UHU7365,WGJXKGQUNDTIN,43.0,,M,0.0,,U,UHUGDLYERPGQMYZLQSNNALJO,490.0,3.0,,EELOOOILVBZDFQJAF,mblceinzxoodsuufsycmgcuuyvambinsclaxfukcjwkxxpykedtppho,nsclnqeznroy,Palmdale
OMA7366,Rlgoitbcrzvy,,,M,9.0,2.0,O,OMAUETVNFELWJU,639.0,5.0,f,Ixaidf,VNUQOVSUTMLQBWQBAK,Wfapvvz,Plano
Swo7367,Ivaxidtphibgrtehwkjzwwagufwxe,89.0,I,,0.0,3.0,O,Swotdktgbecvgakhcwqfvltznvi,643.0,4.0,M,BKRMDYVZRFYGSOEQQFXDASRHSTGMLPJYYBKIUELSHVHSQEKCDROWMQDCILSRAD,Qiwgd,,Peoria
XKX7368,cqxnwk,15.0,,M,8.0,2.0,O,XKXWAC,783.0,2.0,,sbpxfquvstdxeslcmsibkas,GQGCXUHAWAFINMELGYQLCAJPXKSSMCFYEBRPWEKXXTOCYSSKLPYCJLIJFIYLNFKEPIIGHEQUIGNTVGA,Hmvukd,Berkeley
Hzz7369,Qsrvvoggfpcpakyogfstpnvysmxmea,,,M,7.0,5.0,R,Hzzkczqwgjhwif,602.0,5.0,f,BJXEEJIXKOWVOMTIHYTZONTSXLHBQIVZELZXOJXPESSNE,gkuqnzogklgbuudblknlhxyyjaqxpfwwoowepoeonynxzykwmwtxlrfmqstdjpdoipsinuk,Zcxqzn,Brownsville
IMH7370,OSDHBN,6.0,,M,1.0,2.0,U,IMHYJQTBXEPSSAFM,432.0,1.0,,HUBPNAIFYQEKMBRIERFJPIAK,Upqjcfaumuwbp,RKTWTIHZ,El Monte
Juv7371,Zoyagtwvyylj,21.0,X,W,3.0,5.0,O,Juvnnvu,592.0,3.0,,ujwdmzdxszrzkutbgqssmxgqydfeiniohmgrijwvuda,Uelzofrqoqffclfgjkssngrfwmacerneeflckjdimlxbzbnzzpcfdvgmimxrbfkcdlnvkkvcw,HMUESZRKDI,Jackson
wps7372,zyjbcpjkxnil,10.0,H,,6.0,4.0,O,wpswpdsuavhifbrlflkfhsw,810.0,,,IWDBOFRJPZVIIDVHUDDGBZSBJYPCKWDBJPP,Cwntchgfpqfdmbferewaqmgdsqqtozvbokzhqlrcnwwwhgqbmxiucabhrdhq,zxflz,Oklahoma City
EQS7373,iyentetrbekjoqvykaat,0.0,l,M,8.0,0.0,O,EQSHAWVULJNOKRZSIGI,383.0,5.0,,Hgqcwlblxssqrvjlycpgtsqkwzxbmfkbjlwnucrkjilbugkqzcfkancqymda,QQQVBOMPWHSDUZHQOMXJUSKJLTEWLHQOIZCEUVICNXRYHXGFYUBTOUFWXYOSDYRAUJDNTAIU,,Newark
QGX7374,Edrtopxilojvuxcp,9.0,,D,10.0,2.0,O,QGXRNETBNXFYEVPITQYYONYPC,600.0,0.0,,tarirosvravbshjiwxataaeywlqoergvrcwr,RSSMETFZPIUAENWSMNGGWXKFIID,UXONXBLNTNKX,New Haven
RLD7375,RDGWTNRJNBJIGNRU,98.0,,U,7.0,4.0,O,RLDDFNZFNNHIJBUBZR,580.0,3.0,f,Exuaebgsfycumiameunqgwou,Hesdnwhibkuhchhnjiufhc,Xeicyowf,Lewiston
Bnr7376,CLAONWQJHY,26.0,z,M,3.0,5.0,R,Bnrqajmduvwxb,383.0,0.0,,,ELHURWXDSCILJEJVGQLSOWAKHHEOU,Bccqiwk,Tempe
Rkt7377,rcmbvwcchuxubpbozecxjqio,95.0,,M,5.0,,O,Rktdvilzxrl,581.0,4.0,,HKVVGYSOTTNIYTMXFWBLXNBKSJAMRGXODWAEITVFP,Urfqspegxyljzgnezwpzoikuxjmvelrcgihbzqgjuunoncdxviubwhclvkcxvbwxesmctkxpcxjcppwj,Drpqasxbakd,Irvine
ALV7378,hkflbolm,25.0,b,M,5.0,3.0,O,ALVUWPVDXPNFLDZBOYOAO,850.0,0.0,m,Elefgvwasfoogntjw,qbhjvrippdg,EEXTBEOORZ,Hampton
Ghh7379,KHLVSJXUXQ,99.0,i,M,3.0,5.0,O,Ghhennsxtetjnkklldmsxtrwg,737.0,2.0,M,ABTOUAVGPBHJHJTWRONTJQOMKKUNFXLSSVSLIHIBBCLATDXMDDIA,Iidulz,,Salem
Sss7380,gkgjyqpejwhjlwkyhbijo,70.0,X,M,5.0,0.0,R,Sssyukxdwwiybotbvzm,343.0,5.0,,Rcucmpctc,QBUBUDAUHIMSBWHNWFHWOLGOAUOKCCNTYFTMHUXIAFBKMZDUXQRXHWQQNOFSRUEI,XSEPIUFLE,Stamford
aic7381,Cuizluprry,55.0,L,W,6.0,1.0,,aicjvnfhntyyhohsetn,575.0,1.0,M,crjedjiuhw,Vfnitfdlyaaxmpmvppigomrr,jldpw,Dayton
Udj7382,Fyzelvwpk,4.0,,U,2.0,0.0,U,Udjgjpuhvzvoayxeesmfqwh,367.0,4.0,F,GMUYIMTRQKQMDDWLS,UEUSASCDDKTSLCBOEVGOGYILFVXJHKZQGCCNJESDRHYPWRSAEVNNDCVMZLSFXECFYLDUJKN,nehgjesd,Gary
