prospect_AgencyID,prospect_Age,prospect_Income,prospect_AddressLine1,prospect_CreditRating,prospect_NumberChildren,prospect_Country,prospect_AddressLine2,prospect_NetWorth,prospect_OwnOrRentFlag,prospect_Employer,prospect_City,prospect_State,prospect_Phone,prospect_NumberCars,prospect_MaritalStatus,prospect_NumberCreditCards
Uhj10244,86.0,491342.0,BBXXLRTIWFFUYAGM,317.0,0.0,United States of America,ecurmxecpvwflymapwd,934449.0,O,NTK Holdings,Oxnard,GA,,3.0,,10.0
AFX10245,93.0,268530.0,Vxpyklgsxcjzmvifuz,698.0,5.0,Canada,Auzaaygvzdgvuunrabnqajtjxwypyjap,178195.0,U,Molex,Salt Lake City,OH,1-004-219-7946,0.0,U,8.0
ysy10246,,149840.0,KBJLDNBMIQYBVEZGAAEPVBXLBJLGJNQQSVIZWFZWVCPB,345.0,4.0,,MOXRCTNUVTZSKOGDQKJXBDNGTZPNFLCSQSJEHIMHKOHSBYNGUJYH,3334740.0,O,Seaboard,Oceanside,Nova Scotia,1-258-304-3561,4.0,M,8.0
Lbh10247,14.0,212549.0,HXSCFRVBGVPVJEFOUQISCKIDJBJAUNOHHUPGIYMNIUBHTARSRAE,712.0,1.0,United States of America,rhzmslluxsgxxpujjlkgjh,210735.0,R,AMC Entertainment,Seattle,IA,1-541-950-1149,2.0,S,9.0
Byu10248,82.0,494257.0,qtaccfaaorbpedljrwahhmtruclpnmejunvguaqrownivkwhybsyiwwlgfoyjarqfgrqfglnlcrybdx,,2.0,United States of America,Qdvbrffwighfrqjxfrhlvtsjndphdihfmllsjkcdmuuxpwhuhhfjz,1605213.0,O,Landstar System,Provo,IA,1-932-286-9093,0.0,M,8.0
Tnm10249,,106601.0,Mbifvlosxwzbquqdzmelmummfqywsdbuceipfkjsmjahzmcmhtdptwtqevggf,640.0,0.0,United States of America,Popvahcsnredzywonecivhmrcqd,2201179.0,O,Bank of America Corp.,Birmingham,MO,1-955-396-2292,5.0,S,8.0
hbz10250,27.0,457880.0,LPOHLOLKISKKEMDJBRMQXVJSMOINGHVUUQEZAETKWDVLKZEYXXSSX,312.0,1.0,United States of America,Ekttdampaaqvietteuoravuwdulnfvntxfrlasp,,O,BJ Services,Albuquerque,CA,1-823-192-3915,4.0,M,6.0
opb10251,11.0,,HDQNYCMCXICJMCIOUSHVRQMXQTGRMFSAROUPUSWGSJNTXBJBNOHYBVKQDWHYZIEZYJIOJIWTXFNV,696.0,3.0,,Kegvtspwsxnlmejbtspikondfcbzqhvuqmoznftpuupzpffbhbed,2375551.0,O,Frontier Oil,Anaheim,VT,1-892-451-5243,,M,
Sij10252,81.0,385159.0,Dzcitwwoadvithavcbhjxekqienxweiwhlualk,,3.0,United States of America,atvidwgtplloccnnxcxiaiauhnilimvrkbxsoswxcvgf,279304.0,O,C.H. Robinson Worldwide,North Las Vegas,UT,1-061-406-0912,0.0,M,10.0
Ytf10253,3.0,320768.0,Ilnistxitrgywjlkdjfywvsgvsjtyefjbkqfjasvexnvvy,822.0,1.0,United States of America,Ikvhiwucjlpeehhiqhpkhiqhmhzeahpovhnbnqaetappjfpyix,2481251.0,O,,Omaha,KY,1-925-436-0564,0.0,,10.0
bmf10254,29.0,30692.0,Ppxpsnojjqsdijcrhmtvgazptorumliliuimwnilo,652.0,2.0,United States of America,Zhdbuggnfsnwtkcucwnbbbinwlqlmr,254553.0,O,,Waco,MI,1-466-359-7782,4.0,,10.0
NKT10255,87.0,147976.0,Qctdkuxfgbsljspxsvwexywzhqpetkbfwnwrn,690.0,1.0,United States of America,pklujrgvkbdplbhjkmtwjecutzwayxwcrjawqhfu,3909587.0,O,Jabil Circuit,San Antonio,AK,1-079-252-0572,4.0,M,9.0
xnq10256,31.0,221280.0,aldzgoxizgotrgjfasxmqsletdwrbbptascinqpjvv,376.0,,United States of America,EHBPAKXQOXJLBLKFWGXSEZVRLWUDYSSHRPPSWVMWRWIFERFZEXW,1704657.0,O,Levi Strauss,Wilmington,WY,1-100-016-2474,5.0,U,6.0
Ryw10257,58.0,,Yoewddgidtquiwhmfgfthaqjzpxcvsazgsymlopv,322.0,,United States of America,anbmyiqtvunesudaohysraxxwukhboufvgntnqbudhtehrchpfqyxcorrib,920915.0,O,Dean Foods,Casper,DE,1-838-513-1924,4.0,U,10.0
Dxl10258,98.0,127760.0,NCSSWVQENZMLQERYARP,655.0,2.0,United States of America,Xbwnvscfshfhqhevshhojrufmrlxkfrzhgwoxhwsmqnhoezkmapkj,1970746.0,O,Sempra Energy,Carrollton,NH,1-679-831-8308,4.0,M,9.0
WUI10259,73.0,362611.0,WQGJTWLTUBCMKVDWXRRODFMAGZSUZZKLVNK,545.0,5.0,Canada,Pzmvtovhwhguhtqxelspsopmclqtjbtslpjhxbaivdarlxolirdtsknrsu,210975.0,O,Host Hotels & Resorts,Flint,MA,1-058-163-8190,5.0,D,4.0
gxe10260,69.0,173127.0,CZCXRBOFL,702.0,4.0,United States of America,ojdfvfmkmayamtn,3111051.0,O,Wisconsin Energy,Paterson,MT,1-232-635-2314,5.0,D,3.0
Tab10261,37.0,400274.0,mpktjfpmbgpvugqueifjzjkbqqbrpyrkuliyprtsatcsc,549.0,1.0,United States of America,Ovlbvohpsdfqfw,1066331.0,O,AptarGroup,Alexandria,British Columbia,1-232-065-9481,2.0,M,
Mfn10262,40.0,283225.0,Evzxvkccvjzvsaiulkaqmqpkyiqjrvjauzpnenteflimwiprnakwmuwwchupqdqozllhn,601.0,0.0,United States of America,utrzxhfgfsotnrnmlrvdphcvoaksrbdcekk,2072522.0,R,SanDisk,McAllen,British Columbia,1-940-115-5277,0.0,W,
DXP10263,35.0,159061.0,JERWDVFDSHANMDSDMTHMEWUBJWNNCRSKNMWEGOTL,572.0,0.0,United States of America,Wriayiwznpvlbcyjuj,1728775.0,R,Atlas America,Indianapolis,MN,1-564-271-6885,0.0,W,6.0
dao10264,92.0,272430.0,Xivpcmmemuqmdocldvwxvolhuldsulbhbamnfjmhyirhsjqssamnpncvebcjluxxgbroreghd,596.0,3.0,United States of America,uocxznjwviwwwxxqibegsvjhlvbxitncytaxonvg,,U,Dow Chemical,Cincinnati,WI,1-617-385-6314,1.0,U,0.0
vyt10265,38.0,273825.0,mxpfhervxlrqwbp,,0.0,United States of America,EDQJHKMSQANMRZZADLAUDCHMVRICXKQHCLSVLJTPJKNXV,1398203.0,O,Lexmark International,Sacramento,OR,1-507-554-0043,3.0,U,3.0
zqa10266,,1229.0,Afzqinxrgul,758.0,4.0,United States of America,Gmnafqkdrsqsvu,786651.0,O,SPX,Waterbury,Nova Scotia,1-183-586-2548,2.0,U,10.0
Blf10267,53.0,118174.0,Pgwvtkxpksxqkbcuxcbkeykdonholcgnboytarzfankiilsqdeiha,412.0,1.0,Canada,Ygxubomsvijsukulozhgfvhadtbcjqiozaadilwuahwksnpdcoxnnvlvgsjjlikgbmrhv,2735939.0,O,PolyOne,Provo,MA,1-839-574-7060,4.0,M,7.0
DQK10268,,437566.0,IDSFRLWTTI,349.0,1.0,United States of America,Gzqdrzcmxoqbdmrweqrakjenwddghmbsmwo,3486831.0,U,Pitney Bowes,Milwaukee,TX,1-877-661-9775,1.0,U,4.0
nyk10269,,42981.0,Frphbeqypgpcezlfwjrevsjrkressovkxtsbb,423.0,4.0,,gbkmyndfkjygyvvvfonrxqmyuvkwwboyuxxdbdanwizugksyluxuswtzpven,201411.0,O,DTE Energy,Saint John,CT,1-140-898-1845,0.0,S,10.0
Taf10270,6.0,424330.0,Ctuapbjssabtdvyfwsimweuqtgifgamkibtybrcqgmw,677.0,1.0,United States of America,Avwsppzdpccwodloddrs,469962.0,O,Maxim Integrated Products,Laredo,MT,1-094-414-5927,5.0,S,5.0
FSI10271,24.0,,ubvftnbcottcmjqbgpcnuvt,407.0,0.0,United States of America,ZZCNRCSWAIYCSYFOVRWXTHVIFLQSDVMVXAMVCGENUUFQQSUHHTZHNLHWTECWXRHGGQ,2430725.0,O,Ferro,Hamilton,LA,1-889-055-3149,0.0,M,1.0
XNE10272,91.0,3906.0,GNUVIZMB,547.0,0.0,Canada,jrnqylqwibarcdikauvo,310569.0,O,American Electric Power,Hollywood,AK,1-491-996-1761,4.0,M,4.0
qnu10273,78.0,33106.0,Eqhibedgotwxddjwytfwr,586.0,1.0,,Fbbpszvindlcdhofzdybpvwlytxnowcopcbjczcaajcynxxznwvhauzacsskoblpzdbptpueuhor,3983979.0,O,Convergys,Hampton,DE,1-867-569-4206,5.0,W,5.0
Xvu10274,63.0,246653.0,Jtawgvujloakigamsdmrjpt,850.0,1.0,United States of America,Ljlzqhffyxnlnfjyohoxzjkfxiwghbcdhlfxjhxykkxhixmupjmtaviwjqveokorsnuijjdwkhzfdvv,965710.0,O,Juniper Networks,Philadelphia,KS,1-218-042-5808,0.0,M,5.0
Icz10275,33.0,20483.0,cqewpgrhdqavgtwjzdolntbldbcrqsviimxklvsawkdpszroymrguhwvxpdrricdmiwzpnqq,801.0,1.0,United States of America,rtiecnqjwgxunlaqcimdyydbwgfxvfhzrkdocojjkprvvagtllrgsvemazlchklddbjjdpsryphvbpvs,1299395.0,U,Boise,Provo,IN,1-027-347-2963,1.0,W,9.0
Olb10276,99.0,228863.0,Qpzqdksnsiuaopjjchgvnnoabhpfafdunmctgdzioobmwxk,569.0,1.0,Canada,snbnsxxealzjxuoruhkbwknnnguqcrqgewunpvtrt,,O,Snap-On,Salem,CA,1-855-521-9038,4.0,,4.0
GWU10277,3.0,,Dxtkhpjybvydxrzkrvjfsyjisbrclfnjhkhonpgvacqnwhohkeawswggmaws,458.0,2.0,United States of America,mmpgedvrmkk,2207030.0,U,Pilgrim's Pride,Albuquerque,NJ,1-857-525-3314,3.0,M,10.0
Fiq10278,27.0,344353.0,OBFPNRGRTXRLLANFSBDKXYIH,577.0,4.0,United States of America,ZOVAEFKNCQQIPOXXNCLQPGVTUCG,2894351.0,R,Imation,Jersey City,WY,1-565-181-1431,5.0,M,6.0
Rey10279,0.0,484426.0,EGWNREEDIXLXSHWTTQUMLZTEMSMSG,581.0,4.0,United States of America,FHSVXWSQTXJUNYKZBKLFSZXSWAJHPTTQRGFSKEIIC,1708443.0,O,Universal Forest Products,Whitehorse,NM,1-305-586-8338,0.0,M,1.0
myu10280,11.0,395647.0,KWNEVZHOVCXPXUPDUBIHZWIEEAFLRLXZQLDICXQQBCODYCNSAWNCAHXUJS,431.0,0.0,Canada,VBHZCUKBZCGRJRWNYEA,1832193.0,U,FirstEnergy,Seattle,HI,1-810-348-5764,5.0,D,0.0
Xpg10281,30.0,110019.0,bxeibwjwv,405.0,5.0,United States of America,Oxqsjakkqydteaqfrdcawkvqxkclilslceoqbvfgcuaerlbfsyfzdkicpjguhhagiqvfpvmujcnofk,513921.0,O,Holly,Fresno,MN,1-777-511-0980,0.0,W,1.0
Pkb10282,42.0,490258.0,Kzadrgurbxqjaqmpfigqxdtnghtvejmiecaklnmwdpqqqowteetspqeveedh,457.0,5.0,United States of America,RDHSH,1109654.0,O,Adobe Systems,Shreveport,MI,1-529-211-2980,3.0,U,9.0
hpb10283,6.0,232130.0,Yaszcpdlcrzlgfwcbxyatjwxuiplhnfesjpffdagwzgcosxliqpemzs,839.0,2.0,United States of America,lsuzazniqnaosdzooiqajawtjiblqhksneyqelxpzaypdfdbcmeoijvmnhfrxcxrmqjvgh,1289753.0,R,FedEx,Pittsburgh,MT,1-047-373-3076,3.0,W,0.0
Mdq10284,29.0,308241.0,LLEUVPMRAGYFOXQGVTULSZRUIQBMMZFYDAADFVFWUARFIHCWIWVHKHIXTZWUUBZNGVQVSYGIHI,353.0,0.0,Canada,Qxwufnui,2399606.0,O,Tiffany & Co,Chula Vista,WY,1-184-649-3305,3.0,S,5.0
NBJ10285,32.0,9942.0,HXRXMFDSAEOXPXCFXUEGMPKUTLCOQHOOMBGBQSQX,322.0,3.0,United States of America,vthsqdmhguzeyts,2092453.0,U,Equifax,Elizabeth,NV,1-095-358-1391,4.0,M,4.0
Fle10286,56.0,461275.0,Sdjzorxhbdedeojaiuviolpxmxvooebeefjngqqxlazcxykqgytwnixmtcdzygleurbxomdufefg,505.0,5.0,United States of America,dnnamnhiib,1049752.0,O,PerkinElmer,Anaheim,RI,1-896-125-6539,5.0,M,1.0
Fvn10287,18.0,145866.0,ECJXBASELAVKXTPMWUETJTECDXVIXYFEIAHSMUZCIPJIMEPOGNQCSDWMSARBLNOCLSVZYMPQQOUROOG,497.0,1.0,Canada,raiurdtgdwslf,1444394.0,O,Western Digital,Shreveport,AK,1-256-114-7838,3.0,W,1.0
Dzp10288,45.0,257215.0,bldbvcirevvjpgchdubscbewujpjfpirxnwdjyvjknbzhicpzknjjf,630.0,2.0,Canada,Rylecvaoasgwjjjhtgfnfconziqknudgomboixoonjcvlytyllemjufdagbndsllkezyfnjdxl,1568361.0,O,Texas Instruments,Montgomery,HI,1-283-890-2321,,M,0.0
Mze10289,83.0,372351.0,sncuhvcgzxzphcmyqhyoponbrwu,653.0,5.0,United States of America,XRQRPMDXOIRQTIPMMFSOLSMLVW,3580542.0,O,Rohm & Haas,Glendale,MD,1-302-248-5066,0.0,M,4.0
Lgo10290,97.0,295216.0,Ndbloegeuriafwlccossmivretadlnwvhqmunjhxrrzzqzzeuxlqfikhiminmqbwbdjqug,849.0,5.0,Canada,Bcgjbwhdemcbbqcxadsqqillaxkyirxflsgihnfzmftbzbdwhcixtgasmgjrjmmurbqyhrixwhyhbe,3342628.0,O,MetroPCS Communications,Simi Valley,NV,1-311-208-6801,0.0,M,3.0
Ktz10291,74.0,439131.0,Balbxdszgschrdottipyneajazvtapnbjw,644.0,4.0,United States of America,Etkjindjdsqfuejahzswvrhvmkdjhpnagduffexwyocvggjmjymohvaucsqzbea,2972643.0,O,Varian Medical Systems,Boise,OR,1-128-537-1772,0.0,S,4.0
Hox10292,93.0,432996.0,Welkakpirccenyrm,335.0,3.0,United States of America,laibvrntocwdvjpurzxcfkcwohueqfvoxmpaycf,3765059.0,O,,Los Angeles,GA,1-340-166-3025,0.0,M,7.0
trf10293,70.0,477487.0,,676.0,2.0,United States of America,qsqddnqomirngqcyfukbtuntjiuofmgxfuxmvvgkqxbcdbxoodnkqpxutrgd,3042330.0,R,Jones Apparel Group,Hollywood,VA,1-979-222-0743,0.0,M,1.0
Vna10294,45.0,223352.0,ytqlcfujkmnasdhqb,775.0,2.0,United States of America,Kljrkqwaqzqkdmqidmojmftbtuovmrd,398098.0,O,,Fort Collins,New Brunswick,1-392-567-8212,5.0,M,9.0
mcr10295,25.0,401127.0,Jumzow,599.0,5.0,United States of America,Vvnupkxoaknmgjhqgjijmokhropuoklrpufvnwjioataxqojdiedrbi,1459101.0,O,Beacon Roofing Supply,Providence,HI,1-455-518-9563,5.0,S,6.0
Fay10296,55.0,213534.0,IWQCCRRLTWA,743.0,5.0,United States of America,Bmapsqjpgehbmzhatsqhsjprwfzqcvfgzuguqbalvgiepjevojyyiopgawzwfvurzkko,1358996.0,O,Volt Information Sciences,Overland Park,SC,1-874-304-1355,0.0,W,6.0
sde10297,16.0,38680.0,Qyxmywatqmfqtopkclelubylrcemrssbptcbweudmmodofapmwyycqejtfjdfpr,644.0,4.0,Canada,JDROVNQ,3000931.0,O,Fred's,Glendale,Manitoba,1-043-090-9448,5.0,M,2.0
Wwl10298,80.0,31504.0,jfkwffhrvapoknqauozdkokut,506.0,5.0,United States of America,Zrddrqajmiwhvzabocuutvwhcnbbpcduzyjnbytvukvwcwigrpgsqkivosghnytcgukekn,2923214.0,O,Goodrich,Alexandria,WA,1-017-432-2881,4.0,M,2.0
Yqd10299,51.0,354937.0,NMRSIEKTEMUCEYLBDMEEHSDLJTNQYQAVFMSNIRTCQDXRPGQEZPQRKEOSRDUJUJXU,364.0,0.0,United States of America,,2283233.0,O,Enersys,Kitchener,GA,1-915-026-8498,4.0,U,3.0
Qux10300,43.0,120173.0,jdpoawqlshvozoznkycnnigfgzwmhnaarsotzbgoiusgflrdjmxikeehmkahfmgfkdbgf,629.0,0.0,United States of America,ZVTPMHJLISRSRMTIDSKHXFLBIGFKTMFRYMFIVHHNQUUIDYELVACHVRQQSWHODPTZ,2029826.0,O,Watson Wyatt Worldwide,Lincoln,ME,1-498-930-4567,0.0,U,9.0
TGM10301,36.0,119606.0,Mmcpvupftdbmcbwuzaztcwinmtladnmtrgowyrfbearyadyg,404.0,2.0,Canada,Zekfrcl,3379446.0,O,Fortune Brands,Ann Arbor,IA,1-318-775-6031,5.0,M,3.0
byt10302,72.0,473204.0,Tcjtygakngt,361.0,,United States of America,cxuutdvosfwzzphsloealvvgcmmboqbzhbgrnkco,3317149.0,O,Electronic Arts,Elizabeth,OR,1-294-940-2458,0.0,U,8.0
dzi10303,,220189.0,JEHTMPUNEXDMSSUHHBXKVUYOKWCJGACTBHOIKXJKTXQAHSFROJ,325.0,0.0,United States of America,VYZPQCFOBCSHDWRYAOYKIFHKAFNDKKCTDUTYWQVOSHQVMEJMKVUGUGVZANHAKNXHNBJERHHM,527327.0,U,Bed Bath & Beyond,Springfield,SD,1-350-669-5303,3.0,S,4.0
Jva10304,96.0,216199.0,TUBLITGMQAMZHDGOOXQSDRNWVFLOGRYISVRNLTINNUDFF,828.0,3.0,United States of America,FBFYJCYX,2963048.0,O,Crosstex Energy,Charlottetown,CA,1-920-790-3833,4.0,S,9.0
XAX10305,16.0,317544.0,IZWAFKHMFFADVIU,420.0,5.0,United States of America,Cqhsqsltsyitghtqpkrpdmxkuicoyouehictkogwifsbrlyphugokihtkclitjsjl,1316666.0,O,BearingPoint,Elizabeth,Alberta,1-913-949-5843,2.0,W,4.0
Oyj10306,59.0,328235.0,jtcgeywchtiwuiipeumccnpkhlrmrotwmmgzslxyrubb,465.0,3.0,United States of America,Raclxlvvyoixdnjtcvlfhakrvifyebiismdmsciircogefvwwbfhsgqgstvyse,2318998.0,R,,Providence,KS,1-625-232-1467,5.0,S,5.0
zbx10307,6.0,307637.0,Loueavrjuriggioyrxmxjezqqjjwjkypvjqigzfqf,771.0,5.0,United States of America,Tlgqbadulwlgccalaxhcjgqfmoevpjldvuuwgvynqnsu,883453.0,R,Intel,Detroit,LA,1-253-192-9819,1.0,U,2.0
qph10308,95.0,449834.0,blfvrnbeghcxlpkyfwesnvmi,717.0,3.0,,whvqozlqxessloeeqfuqpsaopmgbqoahjrdfoxsrklhofgawmprakcikwdnqwjdtdcysrnocbzhwfwcq,2037517.0,U,Electronic Arts,Sudbury,Nova Scotia,1-101-717-4949,2.0,M,10.0
PJK10309,35.0,174691.0,RGWXKDALBEGUIFZJQACBYVL,710.0,4.0,United States of America,IUICYQBODHHYHLTCOYYOIJJJNJWFHSR,,O,Beazer Homes USA,Fontana,MD,1-132-426-9783,1.0,U,10.0
Ptq10310,29.0,389627.0,XOHWNQCATHMHMQ,359.0,4.0,United States of America,,3591541.0,O,Tupperware Brands,Paterson,RI,1-582-685-3313,0.0,D,8.0
QLT10311,55.0,125434.0,Luzecyflgpixwjqj,810.0,0.0,United States of America,MWNCNORUZEBJXOXVWVCHRMHOAUCL,1288257.0,R,Vulcan Materials,Independence,Saskatchewan,1-031-339-5975,5.0,D,6.0
Jse10312,65.0,356850.0,LSWBYXAGWEBB,661.0,5.0,United States of America,Iqifigghurncuwvuvagsuetdhkreifgzakdsqmgqwhoxbca,935104.0,O,Cablevision Systems,Minneapolis,AR,,2.0,U,2.0
hqw10313,6.0,,Agqhptvfvp,639.0,5.0,United States of America,Ochhdnfjdqemotyaxdllejddggmxstquokbknvbhtiemqxlfjjxlcbbihodijug,718332.0,O,Ryder System,Charleston,IN,1-523-145-6138,4.0,S,8.0
Lpg10314,63.0,276764.0,Nqniqkdjnoqrzpikfufbaacbaxmaafxhrklyvighwgdyppmimscfspcikdhotmaubeixjnc,458.0,1.0,United States of America,RDCUPDEXZBBHVBYSGOHSWSULVVLWAHRETYSFSXNCFLIVEGWA,235965.0,O,Hanesbrands,Livonia,Prince Edward Island,1-749-501-1692,5.0,M,7.0
Tla10315,20.0,113138.0,Ednyagxeqxizgttdnhcfrefp,395.0,0.0,United States of America,Auyfghifrxgouciozezoxqukitopkhbup,152544.0,U,Western Refining,Detroit,Prince Edward Island,1-575-129-6524,1.0,,
ONS10316,7.0,304274.0,fmuljeljgkobqwmyho,372.0,5.0,United States of America,rnwhnmazvpbsaavvzvmwayfeailpwxzkrcrqbqiqoeyew,692004.0,O,Flowers Foods,Norfolk,UT,1-113-661-9093,4.0,M,
Ukm10317,57.0,409138.0,iwxqesvtjifpzilhlpwtjygodpbscoljofgdsbailyia,590.0,5.0,United States of America,Fjjxogwuzevwulplekxmzltyors,1263478.0,R,Family Insurance Group,Tacoma,RI,1-529-338-3011,3.0,S,7.0
ekn10318,31.0,169215.0,xzugfobxwarqmamvdgzjdbqvkfwpgtriolbmkfpkthoohbminqvbkmmflzoluhvmyjmpppsvrhhxxidr,644.0,2.0,Canada,TAFHTKEFKUGXLGLTZECQUQQMFSKHJLXLQOHFQZERZRTV,2451725.0,U,Wyndham Worldwide,Toronto,CT,1-251-128-1614,2.0,M,2.0
tle10319,47.0,183997.0,,,1.0,Canada,Nalfy,2572155.0,O,Convergys,Kansas City,ME,1-167-231-5244,5.0,D,5.0
YXN10320,30.0,305712.0,Slruciuqxjigdapaqxwumjcqmucoovrthqeaikbunhhbvxcxhxtosloywruozx,394.0,1.0,United States of America,LWHLVJETUVYADXQDQCBQRYIFPSHGTFCAZPHDPUNHLYPSGA,3017947.0,O,Baker Hughes,Hilo,MN,1-746-577-8502,5.0,W,
Zzj10321,30.0,370852.0,Tpjlqemejnjoyvjcqpq,566.0,5.0,Canada,Xjlwwrmdfagoffozgchrqbgiwgdfsrukiqvjezlhnxxmwruvyhhfuo,2583073.0,O,Enersys,Durham,CO,1-509-447-2508,0.0,U,2.0
Mcw10322,86.0,61789.0,Rdchkohwwugmrihdmcejpzrhred,398.0,4.0,United States of America,WVCFVBYYVAUVIMXDXLDNSHIEPOCXRPDYERVVCZZMBQHPCAFZGGCMHSCJPEASUXBNA,,O,Mueller Water Products,Costa Mesa,Saskatchewan,1-307-390-6887,1.0,M,9.0
BJO10323,25.0,4923.0,uialriswkkdkzhxwgoohxfqoagpjlkuozrsgafezqsmcd,484.0,0.0,United States of America,Vjbnepxystjpagvlmxygrsjaamvfruneprxewugcgg,245862.0,R,IDT,Mesa,FL,1-444-903-6881,1.0,S,10.0
Hrf10324,89.0,125828.0,,616.0,1.0,United States of America,NGGTXLXYVDYCFRRLOABZMTEFNRVPNGGSOQHPNKDRSBUTVZKGLZWRGVQ,2719205.0,O,Apache,Mesquite,Newfoundland,1-858-508-4426,1.0,M,5.0
Ncc10325,0.0,135487.0,Ovmdskhdsvigkjyrgodhofipyzxfavhxvjhycl,643.0,0.0,United States of America,Rfsrsjsrdogcjodwseqtjapsjbwhwdyuwtvddownuk,1740714.0,O,DST Systems,Palmdale,WV,1-286-527-3740,5.0,S,10.0
IZH10326,18.0,195856.0,jkfvrjpcjwvemsrdyijherhwdnfknnnqijlqfxsovqykmefyus,809.0,3.0,United States of America,PZCEMEEQEUCRAC,2637913.0,O,Bank of America Corp.,Mount Pearl,NJ,1-153-003-2570,5.0,D,6.0
ltw10327,1.0,114169.0,nondwlnmomyquvqbrxhadgkugllsqmjgxnrhmxehaffvpbhhahsjeohhvewm,421.0,2.0,United States of America,Sxcheabppcgezq,727773.0,O,AptarGroup,El Monte,VA,,1.0,U,4.0
Erp10328,,,Jecwvweswmsnthkqfrbolwadbyyrywzsiyeedkwoeagvwbtnj,441.0,0.0,United States of America,Vpgeittvpzfghyzcfwslvoacenouujzviiiiuvchcv,,O,Goldman Sachs Group,Grand Rapids,NM,1-552-571-2630,4.0,M,4.0
Ihj10329,90.0,7519.0,Zubtvaieyldqubmrszzvysljhsrcvtgaznmqhtcvgopbxwpm,774.0,0.0,United States of America,LQDURDCCKUHRYWRAVLVGJMPGMHDO,2183914.0,O,Electronic Arts,Windsor,VA,1-190-154-2038,4.0,S,0.0
Dvp10330,99.0,238879.0,Bminfhyyoeamwqpgmkawychgbobadrf,543.0,4.0,United States of America,FHRGUSTVXKMYULXFNUHGNYJKMKMHWPKBPANMFYLAJQGAREJDVLZVHYXGYHYWDCMSVTEPRVMBNJMJXTCS,,O,Constellation Brands,Peoria,OK,,5.0,M,3.0
Fvo10331,57.0,216087.0,ZYPOTLUCWUEIKPRE,428.0,2.0,United States of America,Lkxawpyg,1910630.0,O,Global Partners,Pasadena,ID,1-552-106-9068,3.0,U,8.0
EAS10332,60.0,102912.0,Ddxbh,807.0,1.0,United States of America,ucrmgwrpbkranntlremfvnbrilpgswgbs,,O,,Fort Smith,IN,1-767-207-0142,4.0,M,2.0
Khc10333,16.0,,Mnkndgmtfqhfeoucoerlppxrvecddgrjcsihtjrwpi,799.0,3.0,United States of America,CAFXKUWMDMZRWHFOEXKBOPFRLESLLYENOCZXZFKYRNBPUXHFUBLY,2179513.0,R,Polo Ralph Lauren,Dayton,NC,1-724-066-2268,5.0,,1.0
Koa10334,15.0,141657.0,LXSXMLNDKOMFKEAGXAUFBXKXHINOZJHPTKXPVXFSBYFJTYWPEOWOQSH,641.0,3.0,United States of America,Hubepwrgjsymcblrkolkptqemjlofrasodjrasmid,196241.0,R,Fortune Brands,Mobile,NY,1-964-615-1655,5.0,M,9.0
haz10335,87.0,57554.0,Lmvuogdodqpust,377.0,0.0,United States of America,obprtswaqvddyfiimktrwrrgpuogxg,281132.0,U,St. Jude Medical,Vallejo,VA,1-919-806-1423,3.0,W,1.0
Ail10336,84.0,4825.0,Vxfwhqmdyuorailsrbimuczcsladhademfvhrqngrojbnqjjyjxwtuxbcdjv,767.0,0.0,United States of America,peympelgqbywcjatvxcequtrcdmdhgssbkezcciggyuvsffndviyeppvglhyfknawcvdvwxncujafkn,3115635.0,O,Rohm & Haas,Sudbury,IL,1-361-273-7223,5.0,M,2.0
Uuh10337,11.0,355454.0,Snrmzeivwiqzes,732.0,1.0,United States of America,Hmuakgj,1984970.0,O,Family Dollar Stores,Brownsville,Manitoba,1-720-046-2092,2.0,M,1.0
mwh10338,,,Jdrxcraysvcwrcojwgfllmcvwmlaufprjwkgnvlfcovwolniaxiynrqxybyvkef,802.0,4.0,United States of America,lrvvgxzbjrqhljtxqjuinruoupkkodullennjfchlgwsqfgowqhnrjgumjvunhxt,1559480.0,O,Republic Services,Topeka,NV,1-804-311-6034,2.0,D,9.0
Rrl10339,61.0,48574.0,Dhnijlswdlierzozpsmxtlmdwbubogyuluqceahikrcztfdtbbgkpkxsldahofqxpqvxqdgdmpt,490.0,3.0,United States of America,Kqqcknuqen,392657.0,O,Moody's,Bridgeport,GA,1-433-384-7483,5.0,M,8.0
NNQ10340,82.0,132397.0,ATAPYDXEBGRCUQSBNLWFGDVSBACLZXFDUXTENUSGVHFFTEUZZDLKTOSNNGK,523.0,2.0,United States of America,Ucxcgxjekmsilxpbvdewdhndpxrcvvqkgkdvfclypfhpqblfdhynrn,1940637.0,O,Crown Holdings,Fort Worth,New Brunswick,1-663-672-2415,5.0,M,6.0
alz10341,87.0,262640.0,Ieuocwgexboqvktugkmtldvqjqcaneyecegylnvpqvbztvpbgxswgzlrsbahtlla,319.0,3.0,United States of America,CFRXHHXCQJVZZCSLPHDHNTYPZAULVUOKNPHTUXWOKLWA,934030.0,O,Affinia Group Intermediate,Toledo,DE,1-088-558-9319,0.0,M,0.0
Bau10342,76.0,427107.0,Ldcgutcwvhvborovegunkcvvntaynrbtugurfvrdfavsjskhkdlwpeho,789.0,1.0,United States of America,Krknpqicnvqnmkmkmtpjeyuwjtpbzygstcqmggwbkpu,3762105.0,R,Sun Healthcare Group,Cleveland,CA,1-705-610-4310,1.0,U,4.0
