NumberCars,OwnOrRentFlag,City,Gender,Phone,MiddleInitial,Employer,AddressLine1,AgencyID,Age,NumberChildren,MaritalStatus,Income,NumberCreditCards,NetWorth,PostalCode,AddressLine2,FirstName,Country,State,LastName,CreditRating
1.0,O,Chandler,,1-106-001-0418,,Retail Ventures,,Iax7121,2.0,5.0,M,100621.0,3.0,816122.0,Rhttns,Bshrgcohdsthxtcrrajedcghwu,Qvmkfnfcgabg,United States of America,CT,Iaxvjct,535.0
3.0,O,Windsor,m,1-536-435-8082,a,Allstate,Mzzgcklyphwcojstobxujhrypzuirooemtlmbdlkdqjnyylimdxkxvglwhfisyh,Nhp7122,25.0,1.0,S,286329.0,5.0,378304.0,Lwrphhcggki,Ajfonqforoksjobjwldardafvkcayrfopdzendboktlcrvzygwpdry,Vpmviuvpavhtntm,Canada,MT,Nhpkhwkpnvabfqxamgkh,624.0
4.0,U,Sandy,,1-079-974-2645,,Honeywell International,HFEEVEDISIXEHKJ,Nrx7123,88.0,4.0,S,277176.0,7.0,2840077.0,Lyjzgg,XOJCADIEILFTFNLUGCSYVIAAOQLJIDJWZGWKPBNUBBWACNNMMWHUDZLZYNEPMZQGO,Xrwltlpfhndssdhkudvjxdaxxqysw,United States of America,NH,Nrxxizwur,436.0
2.0,O,Berkeley,,1-638-013-5326,,Seaboard,ptawmykzgoqoeyycoyadpdegvallicvrvymso,sth7124,9.0,3.0,M,228698.0,7.0,3487174.0,igmmeq,fshjlazuukqam,ZYTSUXKTIPRCXRCVKORM,United States of America,CT,sthapdgqafgflscgunutepgmh,482.0
5.0,R,Fort Smith,,1-551-009-0195,B,Automatic Data Processing,FFUVINCQRBJWKVXNNYLTNOHTUSNEIRKPPFAAPZBTGJNKTFIDQVJJUBNVBIBVMACPCDAIESZZQ,Hbu7125,1.0,,D,292591.0,8.0,520219.0,Urfbyhtcvuff,Tpewdxtfcujvtrhipumkwalymrpltodjngqraoyky,SLIHNYDOYRAAFYWBZIPZHYYYJDANS,Canada,UT,Hbusrmnjxjq,811.0
2.0,O,Manchester,F,1-182-603-8240,,Questar,WVRMSWMQGPWIEXDONOGINDZCFEDS,wrk7126,44.0,0.0,W,173532.0,9.0,3458238.0,pjmnpsfr,QZOGQGWVYREKUJLWOMGJTQICBXOXLKUXUCUUKJKMOSALVVABPJDMGWHFUUQFIAEYYBEOJHIALAJUU,Mhmthqzexjdlubaos,Canada,OH,wrkmhk,481.0
3.0,R,Erie,,1-413-756-6810,o,Berkshire Hathaway,,kym7127,72.0,0.0,M,131498.0,10.0,957093.0,LRXVLS,ROOXHGVGZWQIUIWKCTKSJOHNYJSMQQGUQAYITGFAPWCISFBYDKVXTKAOSQXSXSZRYQMF,LQONGGJNMOCLLTWFKGMFN,United States of America,AK,kymruwrz,344.0
5.0,O,Portland,f,,E,AbitibiBowater,RLPUBSNUVFDHJFQBMMWIOGIAABAIZTXLZVHQYZDGMUPZCRQOCHBSUHPOU,CAL7128,6.0,1.0,S,,10.0,2756669.0,crjqrxok,vrtssfcrobwzfppouisjfqkkmdgbclkenhwmktcaitpeyywr,Rgcuhygjdg,United States of America,AZ,CALCUPIWUYLFBRSAJXXDXEPB,712.0
5.0,O,Colorado Springs,M,1-597-869-2211,o,Deere,UPJSPFLEMYAFIYFBICSHCTNDBESHNGVXGEEEODXKPSOPHFD,cag7129,11.0,0.0,M,248307.0,8.0,1591368.0,tehkgwpkihbl,Ifmzqelntlpqkthxkpqwtpvpdcdqtpszlcynktsliiy,Baajiptygjnrgxpxhgnnbbh,United States of America,Saskatchewan,cagicdvtswkchupecwdnyrygtzrou,420.0
,O,Torrance,,1-522-656-1159,q,Pepco Holdings,jigwizmlcltxngvrnavtgfzxmmeormtmupbsktdptujajxjonhsxulayqrbkfe,heh7130,40.0,5.0,M,135659.0,0.0,246840.0,LGLJBXLL,CYEDXQOYDQDRWGAK,Ulgcnbfqjcpp,Canada,DC,hehwwwtceerrwijpvfbeiwi,491.0
5.0,U,Colorado Springs,t,1-942-992-7331,,Masco,Tnznzia,Snq7131,18.0,5.0,U,308379.0,7.0,3254759.0,Lkextqz,,Rngrdgeivqpvldnb,United States of America,AR,Snqdoeegvk,811.0
4.0,O,Newark,m,1-491-985-0622,,Retail Ventures,,MXI7132,19.0,1.0,U,385981.0,0.0,3564537.0,Wtfnktjxx,Uyuhyfmsgdpbbazackhjgmkietihdahioyhbbehovfxsgbpjnemqkteftukzxieledbbwpyrdkfjdqje,Jeaqowpymbqflpoeiobjd,United States of America,GA,MXIWHJU,761.0
0.0,O,Casper,m,,,Campbell Soup,TUMQUKOUKYMBWXKIDBASUDRIYGKMSESTKXXNCDDPKZ,Kmf7133,70.0,2.0,S,341276.0,4.0,958672.0,Rjtplh,TBAYZESNRDQPDEFISVJMLHTEQACDOOLONNAXSLLFBQYHSMLPENQNTVXDXQAZEYZWEWNN,Trltoviorsccy,United States of America,MS,Kmfgrtxjtuno,831.0
5.0,O,Hampton,f,1-310-470-5516,,Rockwood Holdings,Ackartorxtjesjrpdkjrqgvzclgxvmmfwfdayoytowmgrtecqgvsfbmunedfrisss,kgl7134,37.0,0.0,S,474055.0,10.0,1397193.0,xbiobvonidn,KEXGWZQXPGZVFOCVKPWHCQDYLHRY,Ccajenlgbkr,Canada,WI,kglyfadkflccddedkagthtnfek,592.0
5.0,O,Halifax,M,1-950-803-7308,,Owens Corning,bxqtsqbfnwacgjxdrhjoauoufovaedhmhlkkgi,Qci7135,7.0,,D,7417.0,5.0,1614933.0,Nwycemvrjlg,Ihffgameiirtykupxtudylmbrkbzmdebikqdlsprelg,OWPZIHSWZFNGBGKYUZVSBUSHT,United States of America,CT,Qcibhmiwwzjfjydyujbwygym,606.0
5.0,O,Amarillo,,1-265-046-9753,A,Levi Strauss,yubylvmetzkeeruubwxprcrkrelfefdbrrzunqogjiceymo,ALH7136,37.0,1.0,U,324529.0,10.0,2964607.0,Vegztvzhpa,wdxxjiogfsrxaqioqrlqvuumrttitekxtglazvai,Zhceofkyqcgadhhki,United States of America,ME,ALHVAATSLJCOINOJHXJU,828.0
1.0,O,Salem,F,1-347-816-5880,,West,Tpsjhftnmpfxpcwzknktprcoxygofqztxltvbrqw,Xma7137,2.0,4.0,M,252039.0,,2099752.0,VDODZGJZYSL,,cdosfugeojrvgjknzsfvdiukcdsa,United States of America,OR,Xmagpnzobqzeevudomrhwzvvsqtm,613.0
5.0,O,Hay River,M,1-803-647-4409,A,Mylan,GUOQRPRVBSKBMQYRFVRISIESVKWHEHEVQGMFPZKCRKOOVKMQJTHWINREVTZV,Aci7138,23.0,1.0,,146750.0,4.0,2132644.0,,Enawcjlqrarjscqsgklojubbzpqrodmesovrbo,Nfqxrtnlbdnuabeo,,SC,Acirqmrdvepmbhbmkmjamxez,357.0
4.0,R,Lexington,,1-380-699-5029,,Navistar International,KCRJHILAWRXTNRAELKOAFUCZNPLTQGAXIWLHOMPCHSHNDGAHOFRIFHAQTSTWKHCMTKGVDJMYVNDLRC,Llw7139,52.0,5.0,S,21329.0,6.0,1675427.0,Bsorzaowujgr,Skteupcecqrvnjklkqbzidkvzyodqg,Kwdxxiujtmsqtvocoejuidwcwayyl,United States of America,AR,Llwpg,775.0
0.0,O,Lancaster,f,1-135-385-7218,d,Nvidia,XQOTECVSAGCLCLAZRVVXUX,Sdh7140,94.0,4.0,M,16793.0,4.0,3100726.0,Fvhlpe,Nzdexejgzogoyfuwaijpkocxzloqgqgdctkzrolnxuzfbxn,Wpncchklgrtfkwvw,United States of America,MS,Sdhqqgqldrdmctpolvzkswwagundgd,705.0
5.0,O,Toronto,,1-194-859-0732,,Airtran Holdings,LTFXDJJNTYMMCWAAAIAGGATJUVJXWVAP,KLJ7141,65.0,0.0,M,286241.0,2.0,403525.0,Dpdbmu,,AVUAHQLNSDU,United States of America,MA,KLJFULKQXCCCSTVDVDD,580.0
0.0,R,Thousand Oaks,,1-378-915-7843,B,Cardinal Health,UWCAJAKRYMIVFHDZUFYLJCTOZOOQBKIZCEZOCIDHDKUMGKKH,TPB7142,31.0,,U,261865.0,8.0,631884.0,oywnvytko,Xshungabyhtqysghwmdoaqymz,Lqevmwlbkt,Canada,CT,TPBIWCKSLOQJLYHLXJHZNF,659.0
3.0,O,Halifax,,1-568-958-0086,,Target,Xevidmupvphjvdwkzhzvbfgxumakyedzdnoqthadwlilhzufzoizagbvig,Dvj7143,66.0,0.0,M,16487.0,5.0,1396805.0,Oogchlyarhw,Qmkvfwvgjyeacltbqpjlvvxqlkxzbflikh,jxthssideehil,United States of America,Saskatchewan,Dvjvuzvnffwqxlptgilaefqdzmqj,469.0
5.0,O,Macon,f,1-558-601-1627,q,Fleetwood Enterprises,Amtdakpekxyeyqdnnnqumalfvvfanfcfcoxcewnvxlgqoswcbairjqehncjooqhknfmttsheydfwkr,FHD7144,86.0,3.0,M,51645.0,3.0,3428494.0,ZGPCTCS,Xkghhqynxivfinaxkfnsjhwcxetdcvolgfzufchxtkifidhuevijforxadtvobthejebhkacjrr,fxqpofnwlzk,Canada,TN,FHDJDDJWREFS,333.0
1.0,R,Fort Collins,,,V,Kraft Foods,FJWGKCVASUYTRKCGTFUQDCYCVQMTCCANXOZOTVZASBUHIHVDNSRKHXDBEICTUMQXEOIGQZDGDT,Ndk7145,44.0,3.0,W,92093.0,10.0,2364238.0,Rwbxdrdk,Aajifubqrkwstwceutfnggacvvzqqcmfycwibestzvkncszhoruzgalynd,pvifedrzgfbkfdodheagul,United States of America,FL,Ndkqprsylccobwwailg,390.0
0.0,U,Biloxi,m,1-716-713-6422,,Starbucks,tfwxloawpgvdkzptwxdysfmyuhdqswrhd,Mgs7146,35.0,1.0,D,77003.0,7.0,41562.0,Kaoeudao,GTTWVLBNI,xdhlmwidkuffddtoktxurpuqdveuw,,PA,Mgsnjahjlfj,814.0
5.0,O,Carrollton,M,1-388-926-0199,S,Owens-Illinois,Srmmfhaystzdfbfedhqnthnsorsddnqspmhutqjluuejxijbrsyuvwgbntrnpkrmlvsjmvhdara,Ish7147,21.0,1.0,U,214922.0,9.0,754659.0,Mttncvoaurvj,Ljfvzybfk,Utfnypca,United States of America,LA,Ishbyyt,404.0
2.0,,Newport News,M,1-090-088-4577,H,Kennametal,Atkgvimfoixxnbn,zxh7148,71.0,0.0,U,378366.0,9.0,2081781.0,Kyivpsrpst,lcflhnspsjgisnggdzoupvoaytrcauzfnmthwywgoltyfeghbavxettengphbkhr,jalgfpktrgsanbwdsozd,United States of America,AR,zxhmmhzhtfbmdqecephxpvzt,487.0
2.0,O,North Las Vegas,,1-121-315-6979,G,eBay,ovbdszrjomfbshyhcnupvqgmfbpetxsigkojkhwwzwo,OPN7149,87.0,4.0,S,318716.0,6.0,3106210.0,GMHXCU,Luhrdc,eevdhu,Canada,VT,OPNLMYBHICJUXIWXHOOROTRMCM,732.0
2.0,O,Mesa,F,1-559-484-7502,,Chiquita Brands International,Ftwbhaxniuoxxtrspyidlpbrhguulcenvdgojrlo,Msc7150,60.0,0.0,M,135966.0,5.0,381413.0,BLMTPTWFLZUX,Vobassmfrfsfikdggekmutomjaccphwcusuhizaekhusthsoyubxyavpdrsdwunxevacofnaycvtx,Ydkvpjgbvcffswynilhigzlaiod,United States of America,MD,Mscdnnpwympjp,712.0
4.0,O,Stockton,,1-974-864-6859,,,Glpivktizupuhjleneazjlxxlnanxeitepvybdtcy,Ddj7151,7.0,3.0,U,244405.0,2.0,2655178.0,Yygesbskq,Mbuacmlykwwsaevohkpbxpoaqyipqqpcnjtmnrzwgnsqahqevulumnbziwtdcper,olzmgc,United States of America,Ontario,Ddjbioejkpkmmbsume,785.0
0.0,O,Hamilton,,1-347-638-1160,,Oneok,hbthavnbsqkbpenwzejstrjdldxuanwxkujuxwkdnrmuinghkntcpcgr,Nrs7152,45.0,4.0,W,404419.0,0.0,1545245.0,nablpmtqqtq,rsgcjuxwbykonrbuejswzcrrquganiaidajopmpzyxsdedgzsmtnrkxp,nclssuvrzkcypwaevnsxqccp,United States of America,NE,Nrsnnkqiqiamhwlntps,537.0
1.0,O,Tulsa,F,1-587-255-9937,,BlackRock,Qayfptukhrkxfvamsjtkma,Ezn7153,74.0,5.0,U,158949.0,8.0,1464319.0,UZLPDIBU,JQWQOUADOBTQIHVVUZHNCLIV,KPZIVUEPFMEWBBBROCOZ,United States of America,TN,Eznpsksxrbeeiwbhcufuamwaeouvt,521.0
2.0,R,Peoria,M,1-731-085-2203,,Kroger,Ycfyemeefsvqramaqxefxqzcsuuyywpyfshxmynsjrmtumm,Ept7154,13.0,5.0,U,103748.0,4.0,3617912.0,TFWMPPIBOHPA,Eiexxkkcfpqmozftwpvpaufnxgqzgrmdkrvtvfreqcfrnbciyhxhinphmndfezjnkugaksjytzxke,Myoqgxxkmwghwbjctxpriitiouhbfx,,FL,Eptanrpkxfhapzfsxx,377.0
1.0,O,Fargo,,1-746-912-0689,g,Alcoa,Gsxgjuquesltjaqqarkvvraizekyymxqedjlpukdeodruivdnzvjhgkagaxcykduvx,Naw7155,20.0,1.0,M,301108.0,7.0,2784691.0,pjgdamscwzor,Zkvwkkhxvojeknljolqobbkvjktlcqojbpoirmo,Ctvzruax,United States of America,DC,Nawctoho,352.0
1.0,O,Costa Mesa,M,1-806-356-7387,,Bob Evans Farms,,Wde7156,25.0,0.0,W,352394.0,1.0,545234.0,bbwhkfroejub,PFLSIUJHROPCWDCYPINSSQLTCAEG,PTETRN,United States of America,Ontario,Wdeyftobrlgc,430.0
1.0,R,New York,,1-059-922-8167,,AGL Resources,ltnxqpxnihfekzchbxebmhnvidbtycfpblmqbsqlaxduogvxgvvxorazablnuopolelx,XRU7157,40.0,5.0,D,370926.0,4.0,52931.0,Nqkxocgzju,XVPGDMKCCBIYJGIS,lxomrtrbpaulplelvked,United States of America,FL,XRUJELHOEXJSUSCJAZYEEUCXKUVF,419.0
1.0,O,San Antonio,M,1-485-622-3858,,Ametek,mrwrpfdilriaiwsynbijrwnlafzlwhuewkmerhmxrmsocgnokbzwsln,Bvi7158,9.0,3.0,S,467654.0,2.0,2643362.0,XKZVJJSCO,pxwqpppbwrmymbkjcuvceoulsrat,Ujttmykehpl,United States of America,AZ,Bvikfsddjyddgzuayni,593.0
0.0,R,Cleveland,,1-746-552-5187,S,Nucor,Mgclaroqawsfsbmnompcdurqhfhygmvkadmgvqvlj,IKT7159,19.0,3.0,M,298442.0,,2839359.0,Lyfszvpglwap,Mysaihqaghufnxnxbfqwwgzmramghabgebtarrupibibvttiydlzacdlngbuxibiaemnitjilfpxnpuu,cwoywsobbvdbculgok,United States of America,British Columbia,IKTTLBRQEYKGRTGLNWNWE,815.0
,O,Torrance,,1-892-541-4645,,Ameren,Bkkzsfhayk,Ddm7160,43.0,3.0,M,472040.0,7.0,2221518.0,Idqej,,Ivckocdpzibntuaemickqk,Canada,WA,Ddmqp,
,O,Lafayette,,1-687-837-6969,j,Kinetic Concepts,Qqquqqkoxhikwwnuuetwbgmudzguknsnypycldnphuxqqdatcqixsvdmnhdvjknzdyaqhvip,Ujm7161,,3.0,U,180646.0,5.0,3564925.0,Xcpdwso,Mttllecpoazmvkhrimaxnsmprnwjsvbzqkccqjglkgkonbornrlb,Cpmnsfgslgwsiovudjpszwsie,United States of America,DC,Ujmmafhitdx,830.0
2.0,O,Calgary,F,1-550-559-4628,H,,ZOUZVJLTSZGVQQFKQEUTTUBZZVPDQNQWJUTJJPFBYYLFUHAQERQXXUEGPUWNAYRLJGGJRKNMONKJO,Rvp7162,38.0,,M,292481.0,0.0,86107.0,DHTLMZDNJDZK,yvrknnvwcykkpvpnwxqfckndtpywsamlzrpbxdtqg,nfxfdigeizjarbgbsfqa,United States of America,CT,Rvpbxvxbrceooirawbdkjybncn,330.0
5.0,O,Santa Clara,M,1-466-339-2005,f,Symantec,ndrhmfh,Ndh7163,56.0,1.0,M,52054.0,3.0,733483.0,BKPGYJDXQL,Kulokjtlfnwsrhfyzfyuvwexmjrftlqygbrphefjryhjumpvywbvaplbhejeagqrwpufjaragsrmp,pbbrrsgfrxtincgjkgbqwwyyphztea,United States of America,KY,Ndhnudpsygxcpiqjua,691.0
3.0,R,Wichita,M,1-122-814-3055,N,Oceaneering International,Axhxxfvsibmfrwindmknwdmtmtimmehoaogjlduxogorjrdxnbaaxheazftj,Vke7164,15.0,0.0,,13933.0,8.0,2633930.0,Xjjwuebrg,,Bdgijaccllsmdtmrhrxuwqwj,United States of America,MS,Vketompjifli,369.0
5.0,O,Rochester,F,1-440-042-0806,K,Sigma-Aldrich,Eejzelfqfiwqiss,GFT7165,92.0,1.0,,83273.0,9.0,1284648.0,Vkliqb,lcbvfuomqbgrqlppjieqoimzgvwkzsybyltjb,Jgbibxgnslbborajb,,AK,GFTDYMBSKPUSZWXENRLV,
1.0,O,Santa Ana,,1-254-998-0209,f,,Tlsunwfscmemkbxxcbijufdxqzzsxk,QSG7166,,0.0,M,37865.0,8.0,1098231.0,PKHMSHWPH,Haksxmfjnmvwidjtefcsoqkrqxataqjyukbocovtztgahogffsopfunob,twdgoequrmgrjdbyjitacxiukvs,United States of America,Quebec,QSGOCVBFLFZKXVTAXUUM,
,O,El Paso,f,1-232-723-9028,,Alliant Techsystems,MNQHAULWMZKOSECNRNKUKQNHDRQTEXU,Lae7167,15.0,0.0,,379720.0,8.0,3377619.0,Vahfjp,JFPMGOLCQBFZTBDIZCISKFKAEFVEXXNNJHRQILKOIPRUC,Bqzvbprrdbvtwyvofjb,Canada,IL,Laeztgxiwcxtvaudlvmxxjki,586.0
2.0,U,Omaha,,1-235-118-0429,,Olin,aysthextkkaqgansoqdxbucsjmfjdkxbmeutqctximnhmwwstmdjblazoybdvgfyr,KBC7168,23.0,3.0,M,67853.0,,3256802.0,Kvpmht,Jehmtfrwntgonvcragfzshkwamefpwzwgecuwbmcqmkngkooxkezzuhwiacszoocrkfaypdhsfrwzsh,gkbhotlwpamoluevg,United States of America,OH,KBCAZAOZXLSXQQMQVGCWLLJFV,629.0
3.0,U,Buffalo,,1-138-885-1301,f,Thrivent Financial,parxuhvyaculizaqzztkc,WBP7169,26.0,4.0,S,141858.0,2.0,3705414.0,,soedfwkmfsikijpzmqksbdtczatamwyoulropjjxhhndsurizvfkpbkgx,locaraeirxetwrctitwdcyapwylid,United States of America,British Columbia,WBPZDRZBOOYILGGKLKX,491.0
1.0,R,Mount Pearl,,1-187-845-7338,,Plains Exploration,azpqsaqawu,WPF7170,47.0,3.0,M,143725.0,,72491.0,,Kswzvktlfsvpmzqhdnakwrxbgkibknknbavyxevlbhhwvwmqhzbtnlbuornstafkrtty,Yjufftzkwnfdszuethtwvbwvkep,United States of America,MD,WPFRSMBGGZDCIXESRQLD,417.0
3.0,O,Boise,,1-818-433-3744,,,Vggwxfbnrlvjmegaygvohjzmyzgujavffinotjkgvqdsffmohfiosewohqzispjgatty,BAF7171,12.0,5.0,S,113445.0,6.0,3196451.0,HEHVKAV,GLCTJK,Swhvudqxulp,United States of America,MA,BAFMFMC,575.0
2.0,O,Sherbrooke,m,1-844-242-4032,g,Conseco,Ytmwpfowfhctatfjqoqnkdk,vbd7172,53.0,3.0,S,372495.0,9.0,1165328.0,fecdrqypf,Fersjdxqentmkomakpvcwvvvchgnjxbwvjdodbfeuneqrdsdbyfnqbgfwksmwueprcnccxibsne,Xymfixetlvnwmsrthiborq,United States of America,OH,vbdxcupgkhtyebemzpbtqssaqjs,604.0
3.0,U,Fort Wayne,M,1-069-952-3936,M,BMC Software,CRQFSXCDUKWKCMYLOWGGCIYLROGHNGCLTMESXPBXWHMOIFFFYKDJTFDZDDX,krz7173,33.0,4.0,S,68901.0,2.0,2549062.0,ovfzk,,zutlbhrcohxzdllkbovknwkqgwxf,Canada,CA,krziuxkdufbqsxvfayvgmfymuwrwa,777.0
3.0,R,Regina,m,1-021-576-3289,,Sentry Insurance Group,YNGRHMWYUCNGJERPYFBLHOVISBGNZXORSXCAOC,Cpi7174,86.0,,D,353831.0,1.0,1851081.0,dkargj,Peshpoibfyithscwwrryeqgwoqeaecqxdnfomslelkclqyxphhtnqpjfqtiowdhgdabrsiglyf,Wtbeojdxhyaviazd,Canada,Alberta,Cpicqejcoiiicidyraovnj,358.0
3.0,U,Houston,,1-357-104-5998,,Fastenal,CQMGARODLQEIMVFASXEPBNCQRAJPARPNMESWHFVQIVOJAWPHAMNEBP,BGK7175,73.0,1.0,S,386323.0,4.0,2621170.0,Gnxapijc,Exbjw,FXZAXBMUCEKASUQWUPNYWQGZE,United States of America,Ontario,BGKKB,676.0
4.0,O,Whitehorse,m,1-739-009-5583,T,Teledyne Technologies,wwsnzni,Jot7176,79.0,3.0,,84900.0,0.0,2852699.0,CUMIFBB,OLZHWOMQBMIYECJFQEQJLIZHJEQQWKBYUXYWDWBWYURCKHNTTHAPUUPVODWAGCUMSCITRVWN,Wlipbkcgfxrdvgggtcguydnvcrs,Canada,MO,Jothhkwicjxwchpwgdscitevmwm,408.0
0.0,U,Independence,,1-795-502-3701,,Reliant Energy,ecpqrlzghkcbxcblizjkrqlbrn,KRL7177,70.0,2.0,M,117720.0,7.0,3235703.0,UQQLJIPL,elcknghdyfgfgozifvhrzqwjpchtseqyzwltwzoaivfcp,ddcvbtwwtwgabnwxmfrppvhp,United States of America,Saskatchewan,KRLLI,771.0
5.0,O,Durham,,1-964-979-7393,,Williams,Fjpfyih,dye7178,,1.0,M,83218.0,10.0,2169829.0,Kxhmpccywohx,,Vmqllcqzoqv,United States of America,CT,dyebvxm,583.0
,O,Atlanta,F,1-877-351-4389,,Pantry,Oypfaccqrqlaargybykldblwkkucjqxlxhzj,Sre7179,40.0,2.0,S,328830.0,9.0,2020639.0,KATKZRLN,xncmwczuhslejxzpiqnytttbljbopefvaurpktsyzhiybkhhcvvexeyhbebtbpiosfwk,pozvtmsbeygacmfv,Canada,HI,Sregwovcscw,330.0
,O,Elizabeth,M,1-319-369-6450,,Constellation Energy,rfspkjrwknhfvsoxobotgzlwe,AOT7180,31.0,5.0,D,43016.0,4.0,762861.0,Lpwic,Wwbhmxtbcnjrsovxdjgxgiwuopckasgtmyqxqinwk,MCNJCIYPVVIOATXBECC,United States of America,Manitoba,AOTRPMBWJON,652.0
1.0,U,Salinas,,1-995-356-4389,W,Scana,drxzjvzbyztfyjwjjq,HFI7181,0.0,5.0,M,429985.0,1.0,850297.0,qdogn,Nwacmguiuyptkezujwwqnjgsymhzfno,cawxooebfywf,United States of America,MN,HFIVEFRNVPIBSQIQRFQ,428.0
0.0,O,Sunnyvale,f,1-342-595-3319,L,Core-Mark Holding,THLTWDLXHSQRHTRNCY,VYY7182,,5.0,M,,0.0,3658650.0,zubxwozzc,UJMDXIMNDVAOINDQLIBLLJFFSXPHHBXLOMGUKQTQNYHZAWOLRFUSCMH,Ljjdwdqmygimsqwkfblcjlhwlf,,IL,VYYAJEPQMEFRPJYSGFATAU,740.0
2.0,O,Aurora,,1-170-912-3141,,Fiserv,lkjnfbfapsqxxttlcocykejkpghzrm,Qpd7183,97.0,3.0,S,20659.0,3.0,1575872.0,tilsppamo,BNXKGULWVCTHUFQCUTXOAZIXQJPYTUBZHZEKTUDRPO,Rantceyqeqzvo,United States of America,British Columbia,Qpdtxxkujwavxw,815.0
1.0,O,Fort Collins,,1-022-986-7637,,Henry Schein,Kverctifjxudrypcdkvdwvtkahwahnxcazcxxjmffnagpgo,OKO7184,95.0,3.0,D,76705.0,6.0,3929914.0,Rufvgwty,Lorsrpkxmjtzwvi,Cqnldwldkqbstsvbhzmwqbxiokck,United States of America,UT,OKOLXQPLNRAXKON,
0.0,U,Mobile,,1-616-449-6473,,Briggs & Stratton,Omzumrfvbivysnujzitzemjiysyvthsvbslvrmqnfausobrunhveoqtpdn,qse7185,59.0,3.0,M,313080.0,4.0,2610564.0,Rvdhxjzspe,lyipcfzotjvelhywwkehnfyuhlnncfogikpntppjwbdgtnrpyh,Lfkcqklfjlwr,Canada,MN,qseofjexhm,807.0
5.0,O,Atlanta,M,1-292-504-1316,,Winn-Dixie Stores,QBRXP,HLR7186,0.0,5.0,M,192254.0,0.0,778919.0,Mdxraw,Rbjeosdsuzcbjlwrbzzarfsdvkereketkonmtgfltw,Goxnrvhjhddr,United States of America,NE,HLRWLDNGRKIAABNN,
2.0,U,Orange,m,1-889-499-7472,d,Northern Trust Corp.,KRZEKABZGDAEBPOCNLAJUIBHUUGOWIRQGESJXBJORIBQNEDDFDHOOHODGLSSIFUGZPHGUG,Vdm7187,33.0,2.0,S,336225.0,9.0,1550141.0,yewgeyhqcggz,CNYGOUXCPFBEQADHUOXDGJWGSPFYUMRFXMRQFRGYSHCXXIGYWAZXYSVCNKN,Emdsxq,Canada,New Brunswick,Vdmerlejkcjmqmxbtavocfyxu,524.0
4.0,R,Pembroke Pines,,1-377-983-0606,,Roper Industries,opgjbxbasuflczmzfcjtlyqgnb,hok7188,59.0,,S,480921.0,7.0,3165566.0,ZCTJPM,HGEWAJMMEXUSIOMYQLEOK,Bjluwlvv,United States of America,AZ,hokpb,493.0
2.0,O,Escondido,,1-230-376-8481,M,Health Management Associates,iqvpnhzkxsnhasegubak,MIU7189,55.0,1.0,M,309950.0,6.0,2048989.0,Uzyodip,Litcqqoxyguhunxdsiuiulrcbcaohfmojokricaijltumwzdkzgh,Qnraczrppqkaejkkjswvidp,,Prince Edward Island,MIUHYOPLUJVEKHDTXKQCTPGDXBAB,687.0
3.0,R,Little Rock,f,1-398-109-9222,,Teledyne Technologies,Qtdassltxzqqvxulncjtxaaxsecpkuahfjlsjbpiwnroyaffdvssjifkslkccscfx,Lhu7190,6.0,1.0,S,298318.0,7.0,2964419.0,cpcsgav,Piwvagubeorpcubulzbfxpxxoonfywbg,GDDKGEMA,United States of America,IA,Lhuhotqn,821.0
0.0,O,Shreveport,f,1-515-784-5855,,Penske Automotive Group,Bzxymq,Xbi7191,70.0,4.0,M,286960.0,2.0,3985899.0,Mqztbjf,glezcshkgddfpfokpahokmlypicjujhedyuhemuj,imyeafrpjnu,United States of America,OK,Xbiofkgxwcmtnzkqzfnmhxjmq,628.0
2.0,O,Chesapeake,,1-910-249-9475,,Delta Air Lines,BLNESCIOZMAXCNIVVISOWOXCAHD,rwf7192,90.0,2.0,M,404068.0,6.0,2997048.0,FFTPIDAVWVGH,,WBOKEQA,United States of America,Ontario,rwfobbva,409.0
4.0,O,Cincinnati,,1-818-223-4567,,Beacon Roofing Supply,nyamngkfyxbqoevizsplrzxqdgfw,leh7193,89.0,1.0,U,,2.0,2072805.0,THPARSXB,zmnjsvpsnhsitnrqrmkwnawlyip,fenffworavtdmaehej,United States of America,IL,lehwnnfxi,347.0
,O,Chula Vista,,1-966-245-9646,,Bob Evans Farms,PSGAV,MQV7194,87.0,,M,349347.0,,3572177.0,wjttmbmxpnwh,Jautcxogvvormwmlohgtkrsuzj,IBLPZDDEPJB,United States of America,ND,MQVTEMPZYGMHWVTCANJVSZHRB,800.0
4.0,R,Cincinnati,F,1-750-583-7465,z,Schnitzer Steel Industries,Dkgrfpalgckkhrtzxnteqsksgubaqribzelgfknqmlyea,Jmn7195,,4.0,S,404820.0,3.0,,KZBHDBR,JNYOSSVTWJDRKLQXNQIE,Kycarvosxhb,United States of America,AR,Jmnemyepeegzmpcypmp,385.0
5.0,O,Tallahassee,,1-886-760-4015,,American Financial Group,dcthvugfgnmdrleucam,Cty7197,18.0,2.0,M,199224.0,7.0,934301.0,Vmdbx,Xlsvammslkmodzsxrpvqihsucntmtzfpwymcxvhuwufefioqui,Hhogohvaihbwmpgunuqlntz,United States of America,VT,Ctylzcigfoywbwlgxzztr,647.0
