AgID,Pho,C,LaNa,In,NumC,NWo,FirN,A,MarSt,NumChi,Sta,Coun,CreRat,OwOReF,Em,NuCrCar
Vsr11450,1-861-405-1237,Mobile,Vsrbktnhupkaspuewcchdixekl,199984.0,3.0,3170536.0,MQMILRTSKXQUMSWRGIXQ,,M,1.0,OK,United States of America,690.0,O,,9.0
rpw11451,1-256-812-5557,Santa Clara,rpwayofhndivk,256026.0,0.0,354309.0,Eeolxuiifordoc,5.0,U,1.0,CO,United States of America,451.0,O,SPX,9.0
Gxc11452,1-412-175-8636,Garland,Gxcfvwonbtzgdqrro,125668.0,5.0,3765988.0,Zvcrjrwumkwpnwfhln,17.0,D,4.0,SC,Canada,759.0,O,Nordstrom,1.0
Dwd11453,1-635-902-6905,Berkeley,Dwdwaixdtjbv,75518.0,3.0,2829969.0,utkdhynecwjxyzgwej,68.0,W,0.0,TN,United States of America,565.0,U,Helmerich & Payne,5.0
FWX11454,1-992-421-2999,Beaumont,FWXSQLCGEIKIMISSVQV,110641.0,3.0,350752.0,ZGMQYRQWDEMRF,48.0,S,3.0,WI,,785.0,O,Seaboard,8.0
rpu11455,1-525-551-8818,Fayetteville,rpurseskxkhga,13015.0,5.0,,CCEGJFMEPXHYCGWIXAJPRGRFOVL,84.0,S,0.0,NV,Canada,606.0,O,Icahn Enterprises,4.0
Oie11456,1-401-068-2821,Amarillo,Oielftcshpydem,249058.0,4.0,3911522.0,Hxjuflfiqx,74.0,D,0.0,OH,Canada,334.0,O,Con-way,0.0
NUY11457,1-679-937-7757,Sandy,NUYXUF,245433.0,1.0,391600.0,FNKTVABZSPXDESSQ,27.0,W,4.0,ID,United States of America,594.0,O,Sara Lee,7.0
QFQ11458,1-799-292-5605,Ottawa,QFQEI,313955.0,4.0,3748526.0,Xtxiqvzuu,3.0,,5.0,Ontario,United States of America,341.0,O,Xerox,2.0
Dbw11459,1-118-184-0813,Cleveland,Dbwblfqfimvbh,131783.0,,2185165.0,UZQGROKFZYXFAER,100.0,W,4.0,OK,United States of America,417.0,O,Barnes & Noble,7.0
Jzk11460,1-448-107-1991,Allentown,Jzkjmhgzaljgtaxasqnro,479273.0,1.0,3316929.0,ebjgrlohxqaqaovfqk,20.0,S,5.0,NY,Canada,645.0,O,,5.0
MNP11461,1-531-219-0271,Costa Mesa,MNPBI,195427.0,4.0,2381698.0,FUOLENUXQAQXZDQEPF,21.0,M,5.0,SC,United States of America,467.0,O,Rock-Tenn,
Znq11462,1-799-140-4406,Jersey City,Znqwipggwxmv,,4.0,2981880.0,Wqxvtrjfifvybuxoa,22.0,W,5.0,British Columbia,,311.0,R,Lennar,7.0
Jyk11463,1-827-922-9538,Evansville,Jykfyulmknbeljho,113300.0,1.0,1490661.0,HBVSLTRKQEIBETXRJE,88.0,D,3.0,Alberta,United States of America,306.0,O,Community Health Systems,5.0
ooc11464,1-963-196-2395,Thousand Oaks,oocktjxuibnpclkcfvdyoajjkbullg,,,1602666.0,MWLSLYRHAGXEQMSZGLQLNKFMNL,33.0,D,5.0,OH,Canada,724.0,R,Ametek,6.0
mhl11465,1-150-898-5648,Regina,mhldvfvocufldukfltaukloaxzegi,154429.0,4.0,1893982.0,hdjmjpikqpibcqlvhl,83.0,M,4.0,VT,United States of America,474.0,O,Kindred Healthcare,8.0
Rly11466,1-033-799-9875,Scottsdale,Rlyrgeqqkxxevfpt,472329.0,4.0,3689597.0,Uwopjuosgsipfbmel,90.0,S,,UT,United States of America,505.0,O,StanCorp Financial,3.0
Sri11467,1-020-745-2050,Columbus,Sriffluflasbfkax,282167.0,,1803881.0,Cokkeutbnijipvzslirqjsbrfbt,72.0,M,2.0,DC,United States of America,789.0,,Morgan Stanley,
Boy11468,1-849-390-7834,St. Petersburg,Boymnjxvbqttiwrqeivhgveyfjgfz,261172.0,4.0,3293409.0,Woshcohrdxgnypawjekgied,36.0,U,4.0,ND,United States of America,744.0,O,Buckeye GP Holdings,2.0
qzw11469,1-393-430-3381,Memphis,qzwvkl,259421.0,2.0,,Cicjjgmrbkdqhkcvr,5.0,S,1.0,NH,Canada,565.0,R,Plains Exploration,3.0
MEZ11470,1-066-555-2512,Mesquite,MEZNLCVZUFTKDCQHJBHFLASYQVNFW,439331.0,3.0,834648.0,Msinchcutgdxbohgavdhmhrtf,95.0,D,0.0,IN,Canada,791.0,R,Wells Fargo,1.0
Xkp11471,1-895-114-3583,New Haven,Xkpfegquovb,307071.0,1.0,370275.0,lncbgjzbnpavktdvquaaszvix,,W,3.0,VT,United States of America,442.0,O,Schnitzer Steel Industries,4.0
itd11472,1-243-729-5628,West Valley,itdhdqebfpmgjarxktsurokhhwm,254243.0,4.0,1777305.0,sngpexvezfxigrm,89.0,D,1.0,SD,United States of America,505.0,O,Eastman Kodak,3.0
dkz11473,1-063-860-2560,Ann Arbor,dkzbliyjthpmulvt,403215.0,5.0,834930.0,Urgrwmtjbsraqqtd,2.0,M,3.0,MS,United States of America,533.0,O,MDU Resources Group,10.0
nyj11474,1-273-723-4672,Oakland,nyjaovrqocjvxzbnzkmdlogwpbsqgb,456451.0,0.0,167808.0,KALRPMJWHF,42.0,M,0.0,TN,United States of America,671.0,O,Laboratory Corp. of America,8.0
Gah11475,1-022-884-1033,Missoula,Gahxz,436352.0,5.0,477848.0,Jehhgniihetglxxfwjpls,87.0,M,5.0,SC,United States of America,504.0,O,Molson Coors Brewing,2.0
sgs11476,1-360-571-2017,Frederick,sgsliheuxfdxfgaubjbedwsto,220106.0,0.0,3000767.0,lgsflqvfyvjowsnyhnbxv,33.0,W,,Newfoundland,United States of America,831.0,O,Hewitt Associates,0.0
jfx11477,1-513-076-6324,Washington,jfxenadkdneaho,114383.0,3.0,1118892.0,rhprwzrtiaz,10.0,M,3.0,AK,Canada,522.0,O,RBS Global,3.0
Ubl11478,1-049-834-0372,Providence,Ublubdbkwehkyxuskmsoio,301368.0,0.0,669041.0,divzpfyprgxcdes,56.0,S,2.0,AZ,Canada,632.0,R,U.S. Bancorp,2.0
eqn11479,1-814-417-0946,Sacramento,eqngqrdoxurdbasxpvfdu,195991.0,,2138747.0,Ohleqtlzbsqcgoxtpbfo,44.0,U,2.0,AR,Canada,834.0,,State Street Corp.,7.0
Bcu11480,1-164-969-6909,Garden Grove,Bcuxolqlquxvronugzkciktr,168558.0,1.0,2602673.0,lzlgllsn,11.0,S,1.0,DC,Canada,662.0,O,Aetna,8.0
RVK11481,1-565-921-4884,Oxnard,RVKSDEAVJOFDDMEGQOHCWQAFNHUBIY,6392.0,5.0,234019.0,Zefisqxeqvmzttwyb,32.0,M,5.0,SC,United States of America,500.0,O,Ferrellgas Partners,4.0
khc11482,1-588-279-4796,Denver,khciv,378207.0,4.0,1092435.0,ugmazmghebweffuualuhx,15.0,S,4.0,Ontario,United States of America,652.0,O,Reliant Energy,9.0
Joj11483,1-788-736-9362,Fullerton,Jojqgwquaosbrzwmlcyy,84429.0,4.0,393268.0,Lovcmd,90.0,S,1.0,DC,United States of America,614.0,R,Southern,5.0
RLQ11484,1-766-394-1434,Knoxville,RLQDDJMEMYTNSL,16398.0,3.0,3977529.0,Vxjfrczgquwbcumsmw,7.0,M,4.0,DE,United States of America,603.0,O,Cimarex Energy,2.0
Ztd11485,1-875-123-9996,Denver,Ztdwqm,32912.0,5.0,1872542.0,Ufbmlcckvbkfizjsfwhjlbsnmlovfi,61.0,U,4.0,NV,,704.0,,BearingPoint,9.0
fvk11486,1-156-295-7654,Cheyenne,fvkitcljwipetwlttoep,381878.0,3.0,655854.0,KPDQT,22.0,M,5.0,TN,United States of America,650.0,O,Dun & Bradstreet,9.0
xhd11487,1-061-171-9552,Biloxi,xhdwrhoofgvhmslnfqpwgdihzjk,252843.0,2.0,18987.0,dfjehdrlqujrnviznmugiljymgae,68.0,S,2.0,IN,United States of America,726.0,U,Cooper-Standard Holdings,
Hoe11488,,Santa Fe,Hoexgqkqnzhkrjqktwh,407372.0,5.0,819805.0,ALMHDJDSRBAZMKAURA,52.0,U,5.0,TX,United States of America,711.0,O,Rohm & Haas,0.0
Olh11489,1-642-017-8563,Overland Park,Olhmkzalhagjxkwqhd,398663.0,5.0,2771504.0,Fxwkuzlfvpgtxxgvfkbnh,56.0,S,5.0,HI,Canada,315.0,O,Complete Production Services,6.0
fdc11490,1-912-071-6895,Carrollton,fdcwqbyikacjorqanyfrcgdqtirdk,90907.0,2.0,193469.0,zespccnbjkh,33.0,U,0.0,NH,United States of America,582.0,,Ralcorp Holdings,4.0
Srw11491,1-365-866-5561,Miami,Srwdwmbydyjhiweuvdhi,273569.0,0.0,1886599.0,Xosvzipyemjqokpupmqymmkmuhves,62.0,M,1.0,IL,United States of America,763.0,O,Church & Dwight,7.0
EDW11492,1-659-821-2440,Wichita,EDWJWMIZZMLMAAE,164972.0,4.0,434097.0,fhkgoajlixxdzu,74.0,U,5.0,NJ,United States of America,400.0,O,LifePoint Hospitals,1.0
rig11493,1-878-752-8108,Lincoln,rigbrtppucytl,396722.0,2.0,3862408.0,wweeriyktylzpmpjuuwk,88.0,M,0.0,WI,United States of America,475.0,O,Consol Energy,0.0
BMQ11494,1-613-399-7550,Oklahoma City,BMQRQEVDROTVRSPMIUYIPZXP,148398.0,0.0,3776397.0,jlhokglpsuryl,32.0,M,0.0,KS,United States of America,490.0,O,General Motors,9.0
Xkx11495,1-941-270-7615,Hull,Xkxzidrik,424682.0,0.0,845953.0,surnpueyvpez,73.0,S,1.0,MN,United States of America,469.0,R,Mueller Industries,10.0
ALX11496,,Inglewood,ALXBYKTZCQPXBGWYHBWCKTZVURSPSB,104907.0,3.0,3146493.0,uowxpugmnnuxva,70.0,M,4.0,PA,United States of America,665.0,O,MEMC Electronic Materials,2.0
XGJ11497,1-091-240-1003,Nashville,XGJILVPFSSCCD,123667.0,2.0,3655922.0,ltirjvlwvhvrloemcmysodhyvh,73.0,M,1.0,AZ,Canada,745.0,U,State Street Corp.,7.0
bqo11498,1-484-183-5682,Toronto,bqomi,126335.0,1.0,1701758.0,Qympovnrzflbivbglif,70.0,M,5.0,British Columbia,United States of America,567.0,O,LSI,3.0
Yoi11499,1-172-239-2338,Waco,Yoiulcsoqtrd,444780.0,5.0,3130656.0,Qvlfuzsyske,,M,0.0,IN,United States of America,807.0,O,D.R. Horton,6.0
Xuz11500,1-715-088-6861,Victoria,Xuzvjfsgobdowzbfc,483924.0,1.0,2604263.0,Ptsdcei,9.0,,4.0,Prince Edward Island,Canada,507.0,O,Energy Transfer Equity,7.0
sih11501,1-088-114-5997,Lubbock,sihwnydoosaazxaczfge,50503.0,3.0,2245593.0,Bydsfshmfpkssrscplvrjxb,14.0,W,1.0,WI,United States of America,305.0,O,Asbury Automotive Group,8.0
HIF11502,1-988-423-9344,Costa Mesa,HIFIDZQRYQZWLVHZIEEUAKDNIQDM,213058.0,3.0,3087235.0,TSJIBGSFMNTUCNILEKCOHWJP,41.0,M,5.0,Ontario,United States of America,544.0,O,Williams-Sonoma,10.0
Thh11503,1-055-708-0614,Pomona,Thhbqmgdozwkalkfvracbsgdtoyupn,,,2142510.0,UJJUKWVGNUCCLH,91.0,W,1.0,NJ,United States of America,802.0,O,Western & Southern Financial,6.0
fjs11504,1-803-159-6616,Great Falls,fjshrigbpcgxspbctlfceydha,117515.0,0.0,29043.0,Ocrjqbxcrzrhhmrotdrtgjzxcn,,D,3.0,HI,United States of America,359.0,O,Carlisle,9.0
uka11505,1-585-809-3747,Overland Park,ukavptukybkamcu,381308.0,5.0,1956217.0,convumfoxmeiaiuv,98.0,M,0.0,SD,United States of America,691.0,O,Fiserv,6.0
Zfg11506,1-565-568-1409,Pueblo,Zfgzchcosuftrlibrqgrwt,279211.0,1.0,1229024.0,Hevgxeukbicflpliamgezkyraks,33.0,U,0.0,Prince Edward Island,United States of America,483.0,U,Bio-Rad Laboratories,8.0
oya11507,1-639-058-1250,Boston,oyapnhclfwaphue,395264.0,3.0,3650201.0,htulyxbqmchwjoukna,28.0,M,4.0,SC,United States of America,376.0,O,Markel,5.0
Vbs11508,1-917-084-5824,Alexandria,Vbshgpameuxaivim,45730.0,3.0,3063906.0,QXHBQIUFMUUDKLTDTDRVKFEL,81.0,D,3.0,RI,,435.0,R,Avnet,1.0
Pct11509,1-335-415-3432,Mesquite,Pctakuieaqjubag,143688.0,1.0,3641742.0,Ybgddiscqlddoqbvthfpkqwe,1.0,S,4.0,SC,United States of America,500.0,R,Philip Morris International,9.0
Ijc11510,1-761-782-9434,Colorado Springs,Ijchxsimvpyitmfnwadntiglgvoh,84182.0,3.0,121946.0,vxexwvknbwpovlwtacloubxtoa,60.0,W,5.0,IN,United States of America,588.0,O,H&R Block,8.0
Pjg11511,1-627-199-1158,Idaho Falls,Pjgmdngwecwxwipcctkdylc,478671.0,4.0,348644.0,catffpgjiixpgntv,97.0,M,3.0,VT,United States of America,,O,,10.0
Kvu11512,1-062-434-6774,Madison,Kvunxgtidhdsqrpycspkuewew,,2.0,405674.0,LJMWBWWHSM,7.0,U,2.0,IA,United States of America,681.0,U,Praxair,8.0
ljy11513,1-109-110-9177,Sandy,ljyqhevjbu,277540.0,2.0,1693682.0,KYNCEZDLSPEPWYMDXS,69.0,M,4.0,CT,Canada,428.0,,United Stationers,3.0
KHV11514,1-315-009-9882,Fort Worth,KHVXPHNG,484421.0,2.0,2025986.0,Ssohhwoqymktqdgtwzroxfpzr,75.0,M,0.0,NH,Canada,505.0,R,D.R. Horton,9.0
Ieg11515,1-893-373-3312,El Paso,Iegoxfqvricdnfpvkglbundfkikao,197554.0,3.0,2444161.0,DORSQGDNMPEKYBAKFPGGF,86.0,M,2.0,LA,United States of America,373.0,R,BorgWarner,5.0
Cba11516,1-577-012-7043,San Antonio,Cbamsuyeiw,306795.0,0.0,1572804.0,Riigmtvsqyxttrqdnezedygcr,10.0,D,3.0,ND,United States of America,634.0,O,Source Interlink Cos.,0.0
ioi11517,1-129-519-4916,San Francisco,ioityktbbmyuao,423496.0,,3975018.0,Hnhqvbrnadkuvvpgrx,25.0,M,4.0,PA,United States of America,645.0,O,United Natural Foods,9.0
YAF11518,1-530-386-1765,Nashville,YAFJBMCZRXDVGPCJG,315394.0,5.0,499689.0,OWLYOPL,85.0,S,4.0,Manitoba,United States of America,746.0,O,Brightpoint,10.0
HOG11519,1-754-326-0563,Henderson,HOGLUCMYZDQKNEGQGOWPNVBIAOKC,257953.0,0.0,883778.0,ARFQEETQMIEQOXWWFMMHMWHGPALY,43.0,W,5.0,Quebec,United States of America,560.0,O,Biogen Idec,10.0
ISR11520,1-945-691-6202,Louisville,ISRTITTXSIHRYDS,81967.0,5.0,3584233.0,Qiwgvacwryndaocmqlhdhxc,65.0,M,4.0,MI,United States of America,421.0,O,Curtiss-Wright,
HSK11521,1-888-782-9978,Jacksonville,HSKHFOHAIAIXABR,,4.0,2210616.0,cjjbifghyerrjakhmvezs,88.0,S,5.0,Manitoba,United States of America,490.0,O,Priceline.com,8.0
Qrx11522,1-865-906-2751,Biloxi,Qrxpcryur,428765.0,3.0,2051831.0,Luzkeslttcjrwvtfoydmfzfnfjhmig,95.0,U,4.0,MD,United States of America,547.0,O,SunGard Data Systems,10.0
Xir11523,1-271-624-0698,St. Petersburg,Xireoonihvttrywftrn,224447.0,5.0,3390660.0,mfqxqvgttgdhyaphbtcwigz,23.0,M,1.0,MI,United States of America,652.0,R,American International Group,8.0
BMR11524,1-108-141-3593,Salt Lake City,BMRLSMADKW,206839.0,2.0,3701575.0,uipsaiwfwhiljvpwdkumwcfcd,95.0,M,0.0,OH,United States of America,748.0,R,Arch Coal,8.0
pbd11525,1-523-707-0480,Dawson City,pbdcseqnvrfbtgon,271582.0,2.0,1403626.0,Xblsncjzcdmgzwiplftucfkujopwm,54.0,M,1.0,WA,Canada,423.0,O,HealthSpring,4.0
wkm11526,1-267-998-2897,Colorado Springs,wkmklhwrxtadqqnthwkubaync,232001.0,5.0,187912.0,Vosdkdlxqbyhvqujugekmjjdpqvmiu,23.0,M,3.0,NM,United States of America,437.0,O,Ecolab,9.0
tzj11527,1-457-658-0617,St. Catharines,tzjlizvxkprejjzt,455887.0,2.0,3874696.0,Bllpmvmtznlmyttqb,31.0,,3.0,DC,Canada,673.0,O,,5.0
nea11528,1-948-486-2292,Windsor,neahpkcvqnexcupxztl,272509.0,5.0,1689525.0,PGYVBNGUASQQAHHAWRPIPXTQIMWBD,25.0,M,,MS,United States of America,536.0,R,Amerigroup,1.0
gth11529,,Overland Park,gthixgianvzhebpnwgx,123378.0,1.0,3397841.0,Vjyvvzueowwv,71.0,W,,SC,United States of America,516.0,O,Kraft Foods,0.0
hwa11530,1-292-986-0278,Montreal,hwajlxtqunqhspecghtdrcqqnytxeh,2706.0,4.0,,Jfupbevdirblziwkrcovakhqrdf,44.0,W,2.0,ND,United States of America,729.0,O,Amgen,9.0
Nzl11531,1-927-222-4298,Chesapeake,Nzlxgqeysmvxpqcrjvhwwebqcor,,3.0,,Lwdqgclbtxu,17.0,D,0.0,MD,United States of America,471.0,O,Dynegy,6.0
KLO11532,1-596-806-1448,Bridgeport,KLOGOTRYLQTJFGUYBKEVFGO,90397.0,5.0,1522259.0,lkzjjofsqjlyqrblrbkfduzmceskrm,71.0,U,1.0,WA,United States of America,639.0,O,Brightpoint,10.0
Rmj11533,1-874-012-1985,Lansing,Rmjajcbvnfscvjmdctsmqlqiixkftk,82058.0,0.0,2328821.0,Lvbmcsthctm,98.0,W,3.0,MO,United States of America,673.0,U,Perot Systems,3.0
Oiw11534,1-256-442-2059,Costa Mesa,Oiwlhiexpjjfndkn,212697.0,0.0,654662.0,RYDHDXGZWRDYGASVFRGN,33.0,M,0.0,Saskatchewan,United States of America,799.0,O,Regions Financial,9.0
HDQ11535,1-335-264-7696,St. Johns,HDQCVHOII,167386.0,3.0,907742.0,Fubsrgkqfbkgdxx,77.0,U,5.0,SC,United States of America,796.0,O,Furniture Brands International,9.0
RUV11536,,London,RUVQGLNL,41458.0,0.0,2716450.0,ncluhqvoonxqetpyvpqgz,23.0,M,0.0,Manitoba,United States of America,840.0,R,Tellabs,8.0
Ywl11537,1-438-727-7065,Flint,Ywlmycjajogsptyemkbzd,36417.0,1.0,1647669.0,Ogxidldqpgohhnnogsv,61.0,U,0.0,NC,United States of America,847.0,O,Stater Bros. Holdings,1.0
Dbo11538,1-764-564-5161,Lowell,Dbobvilaojkts,193859.0,0.0,3033100.0,Nucymirhyeubczrnf,28.0,U,5.0,TX,United States of America,343.0,O,Jones Financial,
Gfi11539,1-127-828-5452,Evansville,Gfiqugnufzheeqekun,102753.0,,1557755.0,gcdpxkmivo,17.0,U,1.0,AL,United States of America,353.0,O,Verso Paper,10.0
cgv11540,1-920-233-7427,Grand Rapids,cgvcghbrbgwbnqxtxhprmh,173965.0,2.0,1999215.0,GKTOSAQTSYHZKUNAWATJVCPVOQUHT,25.0,M,0.0,FL,United States of America,697.0,O,Lithia Motors,6.0
shn11541,1-177-323-7392,Hay River,shnepmfxuw,201467.0,2.0,2874861.0,Lrnvycrvfiooltcej,8.0,U,4.0,SC,,516.0,R,American Axle & Manufacturing,7.0
ret11542,1-490-155-4253,Salinas,retgktjjdvbxcjqyqifzy,,4.0,,Capsdvwato,58.0,M,4.0,Alberta,United States of America,438.0,O,Marriott International,3.0
Ota11543,1-838-612-7853,Orlando,Otakduk,28969.0,2.0,2871608.0,IBEWB,72.0,M,2.0,NE,Canada,363.0,O,Brinker International,6.0
ZXK11544,1-964-006-9835,Anaheim,ZXKXEGEK,313942.0,1.0,3310218.0,Wrkrmbfrlqa,6.0,M,2.0,NH,United States of America,,,Laboratory Corp. of America,6.0
Plp11545,1-097-415-0952,Sandy,Plpovuhwuhjbyhbvkfkbky,65994.0,2.0,403830.0,LBVJTCREOWF,83.0,U,2.0,Newfoundland,United States of America,666.0,O,Motorola,
zwd11546,1-077-313-2992,Lincoln,zwdmpzxizk,330590.0,1.0,655164.0,HJGLSOWMIMLJKBKVFZASXZJULFXSC,23.0,S,5.0,WI,United States of America,450.0,U,Lexmark International,6.0
Ncz11547,1-768-923-7360,Winston-Salem,Nczfjuwbvimvxu,44060.0,1.0,119583.0,LUXAAKFGOORBHFJWFMULQSLWZNDIK,,D,1.0,TN,Canada,697.0,R,Entergy,9.0
OUY11548,1-165-440-9323,San Bernardino,OUYCYSTSIMGKISDWH,251389.0,3.0,1762835.0,Jgyvgxdmpt,45.0,S,3.0,KY,Canada,,O,Cameron International,5.0
Nii11549,1-357-474-7155,Lewiston,Niioa,360414.0,0.0,3523125.0,GPUOSHOCA,93.0,S,1.0,MN,United States of America,781.0,U,Southwest Gas,0.0
God11550,1-587-962-9613,Tacoma,Godpsfflj,27696.0,1.0,1581397.0,Qvsjcfborukmhuznvx,91.0,M,4.0,AZ,United States of America,647.0,R,Sally Beauty Holdings,5.0
uxn11551,1-505-580-1056,Durham,uxnpbqzsfo,413374.0,5.0,2431542.0,hdefkmafcevoed,23.0,M,4.0,VT,Canada,528.0,R,Google,4.0
HKD11552,1-699-197-0653,Saint John,HKDZKDZM,286422.0,2.0,299329.0,DAJTQBQPLMKZS,3.0,U,1.0,TN,United States of America,568.0,O,Baker Hughes,0.0
tgo11553,1-267-593-5472,Dawson City,tgovkzsanbhvmdobdlwsctkzbprb,260038.0,4.0,2791638.0,VECUBNSDHKJZOHEIJ,51.0,U,0.0,WI,United States of America,562.0,U,,3.0
kit11554,1-937-573-2011,Tallahassee,kitknukmqah,447447.0,4.0,388781.0,evwhppgojgqvms,20.0,U,0.0,Newfoundland,Canada,511.0,U,Health Net,7.0
vsq11555,1-756-188-0150,Huntsville,vsqrwwjo,57109.0,5.0,2668902.0,Ehnwgvwqopkbgtkqgqgbic,37.0,U,5.0,OR,United States of America,449.0,O,Danaher,3.0
ljc11556,1-326-886-3011,Edmonton,ljcgfppgad,,0.0,3190554.0,Vobzztqjkevmifvql,92.0,W,2.0,UT,United States of America,550.0,O,Wyndham Worldwide,0.0
Fxr11557,1-997-853-8154,Seattle,Fxrvwebfanekd,43792.0,3.0,1293547.0,Igjbgcrohfjykr,52.0,M,5.0,VT,United States of America,396.0,,Brunswick,6.0
Iou11558,1-640-725-0120,Garland,Ioufiaavluroowevtfxofiwe,196969.0,3.0,2612244.0,dpyhcesjopa,93.0,D,5.0,TN,,589.0,O,Medco Health Solutions,7.0
Nqn11559,,Washington,Nqnzlpxncqdd,30861.0,0.0,2576027.0,Xrgwzdwxrbnndnxxwpx,23.0,S,0.0,VT,United States of America,487.0,,Career Education,8.0
Act11560,1-623-768-2392,Worcester,Actzyshgogdafarwwbxmrazovxfw,185299.0,0.0,2578386.0,JNQUMGEUU,82.0,M,3.0,NH,United States of America,778.0,,OM Group,
Rlg11561,1-146-532-8204,Madison,Rlgfvqtkwlx,,3.0,2493050.0,Mnxirsuztqohsyrhdtzduip,86.0,M,2.0,NM,United States of America,381.0,O,Helix Energy Solutions Group,5.0
DYC11562,1-743-496-6434,Garden Grove,DYCUES,353880.0,5.0,2917975.0,rduyxmjokbprrdzfoz,19.0,M,1.0,MA,United States of America,525.0,R,Flowers Foods,3.0
Xjc11563,1-187-323-0258,Rochester,Xjcjxuaxkvjueoxrudgh,154696.0,2.0,2906479.0,Bslaiokykqtvjbjmipnubjorvfbliv,12.0,M,2.0,CO,United States of America,533.0,O,Tiffany & Co,0.0
eiw11564,1-371-152-0530,Denver,eiwwfqletksmexlkpopxbpq,440722.0,1.0,3587993.0,Ifpaj,43.0,M,,OH,United States of America,441.0,O,Service Corp. International,10.0
vgp11565,1-884-899-1189,Cedar Rapids,vgpahfbaecyxgybqrqvcpmbnmqq,95796.0,1.0,2923570.0,NHVEFSWZEICVUIDO,,U,2.0,HI,United States of America,654.0,O,Capital One Financial,10.0
Nmo11566,1-540-617-3307,Quebec,Nmogqxaryetfwifegntqrxshmiaujg,142024.0,,1166317.0,Cgvwxlwpyixjgoxbusvjrhqoij,18.0,,1.0,WV,United States of America,831.0,O,Enterprise GP Holdings,10.0
UWG11567,1-894-818-0552,Scottsdale,UWGWTXGVPZVFOHAJWKDLZCEEZFQPU,325256.0,2.0,3809341.0,VGAVEZLMBPJAZHYWEG,76.0,M,2.0,SD,Canada,499.0,O,McDonald's,8.0
VRH11568,1-266-555-5621,McAllen,VRHGWFHOWSMONFKMHQJBZEYTSTR,412470.0,1.0,1993802.0,Zuezphltchhjc,82.0,M,4.0,SC,United States of America,790.0,U,Dresser-Rand Group,10.0
STW11569,1-252-297-7634,Minneapolis,STWVFCJSHOKFAQEIIDDRLMDOJSJM,428497.0,4.0,2832224.0,asbrgvvcjm,31.0,S,2.0,ME,Canada,320.0,O,Kinetic Concepts,7.0
ecd11570,1-912-592-2039,Sandy,ecdfihklvirkffxgwkkbqjgbtd,252531.0,2.0,3143638.0,Rpqfuhglmytscqjeovsandc,86.0,M,,NJ,United States of America,477.0,O,United States Steel,0.0
Udf11571,1-253-031-2004,Victoria,Udfqzghimsxsrgzuqqfr,458603.0,3.0,1115736.0,Aselltrgtpltxsnrdivsxhezt,92.0,W,4.0,NY,,389.0,U,FMC,7.0
FVY11572,1-185-457-2535,El Monte,FVYOTIMDDQQSCEMGTIOQI,351558.0,4.0,3991069.0,Odxnam,78.0,S,2.0,FL,United States of America,668.0,O,Whirlpool,2.0
Cju11573,1-210-485-9754,Montpelier,Cjuojjtdjqx,311263.0,4.0,2320948.0,Afuswreqvmwdgngv,85.0,S,5.0,MI,United States of America,618.0,U,Publix Super Markets,6.0
qom11574,1-429-367-8419,Warren,qomjvuiluq,376089.0,0.0,3216669.0,Bnkqzfdkpvhpihioosgwgdklu,42.0,M,4.0,MA,Canada,536.0,O,Visa,9.0
RXK11575,1-291-762-2339,Thousand Oaks,RXKALDF,186687.0,,234280.0,IJKENUMOWUZYX,72.0,M,5.0,AK,United States of America,821.0,R,Comcast,7.0
Ivl11576,1-705-650-1719,Costa Mesa,Ivlciclqqkimmoiawxng,,0.0,2356309.0,Xvoxaxegqcixxsjkjjdmuurnlw,10.0,M,1.0,Quebec,United States of America,595.0,R,CB Richard Ellis Group,4.0
VUM11577,1-317-972-8376,Lubbock,VUMVWLBQNIGFQDYXFJMGL,387940.0,0.0,3116901.0,SLHUSTMNVMARUDMMQIPUWEDULTN,52.0,M,0.0,NV,United States of America,848.0,U,Weis Markets,7.0
gum11578,1-169-322-6167,Phoenix,gumxfhdohimxcvqsupkgxxegcwpol,272661.0,0.0,3860310.0,awjtwo,35.0,M,4.0,CT,Canada,649.0,R,Boyd Gaming,7.0
Vtn11579,1-493-228-4403,Corpus Christi,Vtnakfedqralmsqcjunhliqy,463572.0,3.0,1414386.0,TEANUA,14.0,M,0.0,TX,United States of America,471.0,O,Analog Devices,10.0
dpu11580,1-728-016-5625,Mesa,dpuahnzatt,153465.0,4.0,2050421.0,ksgoszhldybbtbfdemvsijzp,40.0,M,,WI,United States of America,343.0,O,Coca-Cola Enterprises,8.0
JIX11581,1-074-869-5600,Chandler,JIXFDKKVMRGVZSGVGMZEC,496975.0,0.0,140650.0,Cekdovxjduiair,38.0,S,5.0,SD,Canada,754.0,R,Unitrin,7.0
xso11582,,Lancaster,xsoqqnfmkbxjamfdndeaesimcf,13374.0,2.0,492927.0,xehcdxctuovot,100.0,M,2.0,NM,United States of America,789.0,O,Ameriprise Financial,1.0
UVJ11583,1-268-106-6566,Hollywood,UVJYBKYGLDI,190604.0,2.0,3840409.0,HDMYKBM,26.0,S,4.0,UT,Canada,719.0,O,Perini,7.0
yop11584,1-486-226-3687,Salem,yopwovjdiwqhnrs,133569.0,4.0,3456740.0,Tygzwegqrbqhsrtyahf,73.0,M,4.0,NH,United States of America,779.0,O,A.O. Smith,1.0
