prospect_AgID,prospect_Coun,prospect_Ag,prospect_Ge,prospect_Pho,prospect_Em,prospect_Sta,prospect_NumCrCar,prospect_MiInit,prospect_MarSt,prospect_NuCa,prospect_Ci,prospect_Inc,prospect_NumChi,prospect_CrRa,prospect_OORF,prospect_NWo
Brl6021,United States of America,62.0,,1-662-352-7573,Murphy Oil,AL,2.0,,M,1.0,Berkeley,27721.0,5.0,304.0,O,1153265.0
Xox6022,United States of America,78.0,f,1-648-999-6019,Zions Bancorp.,AL,6.0,,M,0.0,Waterbury,499254.0,4.0,635.0,R,62067.0
WMS6023,United States of America,83.0,,1-970-174-2752,Broadridge Financial Solutions,MO,2.0,C,M,1.0,Atlanta,444501.0,3.0,535.0,O,
SIP6024,United States of America,22.0,M,1-607-392-7402,Mosaic,DE,7.0,H,M,3.0,Mobile,51069.0,4.0,597.0,O,2820712.0
TMK6025,,38.0,F,1-506-990-2436,,CO,9.0,,M,5.0,Rochester,79369.0,2.0,666.0,O,227824.0
Mkl6026,United States of America,87.0,M,1-515-767-8341,Dominion Resources,Quebec,1.0,b,M,2.0,Stamford,94083.0,1.0,567.0,O,2952596.0
Uvb6027,Canada,1.0,,1-118-438-9858,Unitrin,Nova Scotia,10.0,u,D,5.0,Bakersfield,271991.0,4.0,,R,313625.0
Rwq6028,Canada,72.0,,,Nicor,KY,4.0,,D,2.0,Omaha,462897.0,3.0,410.0,O,542945.0
xpr6029,United States of America,96.0,f,1-914-346-4819,Catalyst Health Solutions,MA,4.0,S,S,0.0,Orange,224978.0,1.0,805.0,O,2546609.0
QXU6030,United States of America,9.0,M,1-456-965-5148,Boise Cascade Holdings,MT,0.0,I,,5.0,Garland,26625.0,5.0,567.0,O,3035116.0
UAH6031,United States of America,77.0,,1-246-513-5594,,AK,0.0,,S,3.0,Erie,107221.0,1.0,,O,2611776.0
loo6032,United States of America,17.0,f,,Georgia Gulf,GA,1.0,k,U,3.0,Arlington,102334.0,0.0,790.0,R,3952703.0
hjm6034,United States of America,77.0,F,1-354-729-8373,Administaff,MS,1.0,G,M,4.0,Topeka,66231.0,4.0,330.0,O,2411433.0
Vbe6035,Canada,98.0,m,1-485-506-8523,IDT,MI,9.0,,M,2.0,Winnipeg,206145.0,2.0,719.0,R,2106015.0
CGK6036,United States of America,97.0,,1-764-681-3863,Fastenal,NH,9.0,,S,,St. Louis,112290.0,2.0,375.0,O,2394201.0
Lyb6037,United States of America,84.0,f,1-237-293-5551,Molson Coors Brewing,MI,5.0,,W,0.0,San Diego,240716.0,4.0,444.0,O,1557270.0
Ins6038,United States of America,65.0,M,1-730-387-4831,Host Hotels & Resorts,AZ,3.0,K,M,1.0,Burlington,140221.0,4.0,679.0,O,781721.0
Lkj6039,United States of America,64.0,f,1-851-285-4289,Sun Microsystems,ND,10.0,,M,4.0,Sunnyvale,448438.0,0.0,443.0,R,178210.0
Gwl6040,United States of America,57.0,M,1-082-065-0348,Beazer Homes USA,DC,6.0,,S,1.0,Toronto,349443.0,1.0,769.0,,3095704.0
Ewi6041,United States of America,45.0,m,1-063-289-6623,Sauer-Danfoss,UT,9.0,,M,4.0,Biloxi,401853.0,5.0,500.0,O,275134.0
Xtp6042,United States of America,0.0,m,1-194-259-6261,Hill-Rom Holdings,HI,8.0,c,D,4.0,Thousand Oaks,394027.0,2.0,757.0,O,1548310.0
qpe6043,,51.0,,1-516-907-8943,JetBlue Airways,VT,0.0,E,M,2.0,Fairbanks,195766.0,1.0,639.0,O,3178615.0
Hvh6044,Canada,3.0,,1-988-608-9311,Country Financial Services,CT,8.0,,M,0.0,Detroit,410961.0,2.0,763.0,U,
VOP6045,,32.0,F,1-051-413-2477,Western Union,MS,3.0,Q,M,1.0,Cincinnati,272692.0,5.0,549.0,O,915763.0
SLQ6046,,44.0,,1-130-133-2232,Jo Ann Stores,ME,6.0,Z,S,4.0,Huntington Beach,245085.0,4.0,550.0,O,592939.0
Ugu6047,United States of America,28.0,,1-296-759-3814,Sara Lee,NH,8.0,E,S,0.0,Tulsa,,1.0,481.0,O,2608478.0
tkg6048,United States of America,0.0,m,,Hospira,IN,,l,M,5.0,Tempe,60477.0,2.0,362.0,O,1356607.0
Ldj6049,United States of America,3.0,,1-944-205-9178,Pall,AR,,,M,1.0,San Francisco,376795.0,5.0,420.0,O,1703011.0
HZK6050,United States of America,76.0,,1-791-086-0720,BlueLinx Holdings,FL,10.0,,D,3.0,Shreveport,223055.0,2.0,486.0,O,1185390.0
VCS6051,United States of America,82.0,M,1-240-397-8658,Georgia Gulf,AR,8.0,,S,0.0,San Buenaventura,350030.0,4.0,447.0,R,1883263.0
smf6052,Canada,99.0,,1-339-180-3401,Berkshire Hathaway,FL,7.0,F,S,0.0,Independence,315596.0,2.0,849.0,R,372329.0
Mqm6053,United States of America,61.0,M,1-370-230-9027,AGCO,RI,8.0,,S,5.0,Reno,141782.0,0.0,422.0,O,1735129.0
jdl6054,United States of America,90.0,,1-927-622-7099,NSTAR,CO,2.0,,,5.0,Orange,131230.0,0.0,700.0,O,
lvu6055,United States of America,86.0,,,Automatic Data Processing,MT,1.0,U,M,3.0,Overland Park,5724.0,3.0,528.0,O,
GBS6056,Canada,3.0,m,1-287-765-8025,Walt Disney,ID,5.0,b,U,0.0,London,167902.0,,828.0,O,1999429.0
Rpu6057,United States of America,26.0,,1-693-538-0374,Lubrizol,NY,4.0,,M,4.0,Oshawa,286470.0,3.0,384.0,O,2588132.0
GPK6058,United States of America,9.0,F,1-580-274-1530,Tiffany & Co,VA,10.0,E,M,0.0,Vallejo,120403.0,2.0,302.0,O,64045.0
Ekd6059,United States of America,8.0,,1-403-963-9738,Fidelity National Information,OK,10.0,,U,2.0,Charlotte,489998.0,2.0,464.0,O,1616169.0
QTP6060,Canada,67.0,,1-082-955-8294,Integrys Energy Group,ND,7.0,w,U,0.0,Raleigh,25126.0,4.0,,U,325347.0
Gxt6061,United States of America,80.0,M,1-620-224-0373,Affiliated Computer Services,Ontario,,,U,5.0,Ottawa,461559.0,4.0,830.0,O,
xbb6062,,,m,1-456-664-5682,J.B. Hunt Transport Services,OR,0.0,,W,2.0,West Covina,365216.0,3.0,466.0,O,3375710.0
IFI6063,United States of America,35.0,,1-662-461-5144,Lincoln Electric Holdings,IA,8.0,,M,2.0,Knoxville,238345.0,4.0,705.0,O,1703699.0
Ihu6064,,93.0,m,1-928-340-3790,Owens Corning,RI,3.0,,U,4.0,Salinas,154921.0,1.0,360.0,R,3431209.0
ZNT6065,United States of America,35.0,,1-401-065-8404,Genuine Parts,WY,1.0,l,S,5.0,Warwick,441342.0,5.0,765.0,O,1207935.0
WGI6066,United States of America,96.0,,,Hormel Foods,NJ,,z,M,1.0,Ann Arbor,255147.0,2.0,753.0,O,3569703.0
Jcq6067,United States of America,66.0,m,1-118-808-8460,SunTrust Banks,CT,0.0,Q,S,3.0,St. Louis,108538.0,0.0,641.0,O,1416525.0
bgu6068,United States of America,91.0,F,1-808-774-2504,Church & Dwight,OR,2.0,Q,M,1.0,Overland Park,333562.0,4.0,376.0,O,3682178.0
Obc6069,United States of America,42.0,,1-067-526-4224,Verso Paper,UT,10.0,,M,1.0,Hilo,365995.0,3.0,799.0,R,1317572.0
PBC6070,United States of America,74.0,M,1-493-333-1290,Zimmer Holdings,SD,4.0,,S,2.0,Sunnyvale,461614.0,2.0,610.0,O,1746403.0
Ssv6071,United States of America,11.0,m,1-678-618-6539,Rockwood Holdings,AL,9.0,,W,3.0,Indianapolis,355730.0,1.0,596.0,O,3139127.0
glv6072,United States of America,78.0,,1-682-240-3744,SAIC,FL,0.0,,M,1.0,Garland,402522.0,2.0,545.0,O,2919397.0
Giz6073,Canada,26.0,,1-758-729-3774,Spectrum Brands,RI,2.0,K,,4.0,Paterson,195841.0,2.0,833.0,O,1458129.0
gsa6074,United States of America,82.0,,1-706-273-2847,Rock-Tenn,CT,3.0,,M,3.0,St. Johns,394243.0,3.0,591.0,U,
Jle6075,United States of America,40.0,f,1-577-213-3681,Ball,HI,8.0,,M,3.0,Windsor,489686.0,1.0,723.0,O,3939119.0
Xsb6076,United States of America,10.0,,1-245-331-4931,NTK Holdings,NH,7.0,H,M,3.0,Carrollton,38775.0,4.0,668.0,U,363114.0
usg6077,United States of America,62.0,F,1-843-725-3211,Hewlett-Packard,WI,0.0,p,U,5.0,Beaumont,296848.0,2.0,717.0,O,711736.0
IPC6078,United States of America,14.0,M,1-777-352-3424,,Saskatchewan,,m,W,2.0,Plano,278496.0,1.0,354.0,O,1448681.0
Vly6079,United States of America,69.0,,1-474-837-4287,Advanced Micro Devices,IA,7.0,,S,1.0,Fayetteville,,4.0,843.0,O,453492.0
Qai6080,United States of America,34.0,f,,WGL Holdings,ID,8.0,,M,,Kitchener,114483.0,4.0,628.0,O,1596414.0
Tro6081,,72.0,F,1-830-961-0216,Activision Blizzard,WI,9.0,,U,0.0,Rochester,446688.0,3.0,638.0,O,3606164.0
ROI6082,United States of America,17.0,,1-689-173-8835,Pall,Manitoba,3.0,S,M,1.0,Montreal,53943.0,5.0,574.0,O,1180874.0
Vel6083,United States of America,71.0,,1-115-338-8148,Alliant Energy,AL,5.0,d,U,3.0,Atlanta,67601.0,3.0,740.0,O,2006916.0
TDS6084,United States of America,100.0,M,1-348-112-9475,Spansion,Manitoba,2.0,,U,4.0,Orlando,215909.0,,713.0,R,1347453.0
eym6085,United States of America,27.0,f,1-972-974-2140,Forest Laboratories,SD,4.0,y,U,0.0,Frederick,129201.0,1.0,609.0,O,2628479.0
KBU6086,United States of America,95.0,,1-178-141-9414,NuStar Energy,AZ,0.0,W,,1.0,Stockton,122428.0,4.0,,O,3729741.0
Mzq6087,United States of America,1.0,,1-533-773-3308,Office Depot,WY,1.0,I,U,2.0,Arlington,36699.0,3.0,728.0,O,3104728.0
Yvw6088,Canada,86.0,,1-774-406-6232,Collective Brands,ND,5.0,o,M,5.0,Raleigh,112995.0,1.0,595.0,O,1545452.0
IEZ6089,United States of America,100.0,,1-872-449-0704,Solutia,NH,10.0,R,M,3.0,Kitchener,382833.0,1.0,559.0,,1925558.0
Afw6090,United States of America,67.0,,1-899-384-5167,C.R. Bard,RI,4.0,,M,0.0,Cedar Rapids,283563.0,2.0,768.0,O,2431538.0
Vfc6091,Canada,54.0,M,1-930-431-3449,VWR Funding,OK,6.0,,M,4.0,Pembroke Pines,202104.0,2.0,321.0,R,3744757.0
FCL6092,United States of America,28.0,,1-182-426-8037,Emerson Electric,CT,9.0,Y,M,3.0,St. Louis,414022.0,5.0,509.0,U,1144261.0
MEU6093,United States of America,72.0,f,1-884-813-0783,Allegheny Technologies,Ontario,2.0,M,M,5.0,Jackson,324062.0,4.0,706.0,R,2853343.0
Ytv6094,United States of America,90.0,,1-680-786-1684,Zimmer Holdings,WY,7.0,d,D,2.0,Sacramento,,5.0,449.0,R,261544.0
Qga6095,United States of America,72.0,m,1-438-910-3062,,NH,5.0,,U,2.0,Fargo,356253.0,2.0,320.0,R,1594049.0
cdo6096,United States of America,,,1-200-239-7042,Warner Music Group,DE,2.0,,M,5.0,Toledo,459046.0,4.0,540.0,O,2454945.0
Hmv6097,,9.0,M,1-869-645-8146,Nvidia,KS,8.0,Q,U,5.0,Hay River,98368.0,4.0,340.0,O,1589777.0
Zok6098,United States of America,66.0,,1-990-255-6808,Pitney Bowes,IA,4.0,m,U,1.0,Topeka,27660.0,5.0,453.0,O,1340787.0
Jne6099,United States of America,59.0,,1-738-916-7886,Textron,ID,9.0,,W,0.0,Washington,313946.0,5.0,607.0,O,822878.0
ZAY6100,United States of America,79.0,,1-976-854-4792,Beazer Homes USA,ID,5.0,,M,4.0,Oklahoma City,173845.0,4.0,740.0,,47306.0
Nwv6101,United States of America,26.0,,1-002-745-9423,Manpower,MA,9.0,,S,3.0,Laredo,442017.0,4.0,,O,45556.0
zog6102,United States of America,29.0,,1-296-586-1267,Mueller Water Products,SC,3.0,p,M,1.0,Akron,374964.0,0.0,,U,1683657.0
Udt6103,United States of America,13.0,,1-930-927-5857,Chemtura,AR,1.0,,D,4.0,Minneapolis,454551.0,3.0,535.0,O,2618623.0
Piz6104,United States of America,28.0,M,1-454-766-6754,Iron Mountain,NM,3.0,,M,1.0,Lancaster,350039.0,0.0,716.0,R,2073491.0
sbn6105,Canada,98.0,,1-391-404-3487,Oneok,VA,5.0,E,U,4.0,Charlotte,488771.0,4.0,,O,1671106.0
okk6106,United States of America,25.0,,1-009-758-1429,Mutual of Omaha Insurance,NE,4.0,,M,4.0,Santa Fe,126717.0,4.0,735.0,O,549895.0
Hsy6107,United States of America,26.0,m,1-590-174-7501,Plains Exploration,VT,5.0,,U,5.0,McAllen,484530.0,1.0,516.0,O,3489735.0
Kew6108,United States of America,,,1-655-802-3240,Perini,DC,8.0,,M,4.0,Akron,366673.0,1.0,788.0,U,3553160.0
nem6109,United States of America,84.0,,1-314-409-0183,,NM,0.0,,M,,Richmond,200695.0,5.0,742.0,R,2542811.0
Yeo6110,United States of America,25.0,M,1-928-462-1363,Wells Fargo,Saskatchewan,3.0,I,D,4.0,Santa Fe,69935.0,,,O,616649.0
Wzb6111,United States of America,17.0,f,1-160-320-5884,Carlisle,OR,3.0,Y,U,,London,31769.0,2.0,432.0,O,57521.0
Oaz6112,United States of America,32.0,,1-335-972-2379,SunGard Data Systems,HI,10.0,,W,2.0,Livonia,217065.0,5.0,695.0,O,3333778.0
kgt6113,United States of America,74.0,M,1-626-134-0327,Continental Airlines,NM,5.0,Z,S,1.0,Whitehorse,60992.0,3.0,398.0,O,2026096.0
Lgn6114,United States of America,4.0,Y,1-857-922-1664,Progress Energy,ID,6.0,W,W,4.0,Paterson,379920.0,3.0,788.0,U,159329.0
Gwh6115,United States of America,23.0,m,1-919-788-8130,,MI,0.0,,,2.0,Jacksonville,300107.0,5.0,839.0,R,3417340.0
EYT6116,United States of America,86.0,f,1-905-666-2238,Black & Decker,WY,1.0,z,U,3.0,Jersey City,115246.0,1.0,423.0,O,2585104.0
nhq6117,United States of America,15.0,,,AMR,SD,7.0,D,,2.0,Montpelier,330896.0,0.0,674.0,O,373954.0
SAF6118,United States of America,72.0,,1-678-947-4555,General Dynamics,HI,8.0,,M,5.0,Sherbrooke,141971.0,1.0,555.0,R,2269774.0
Irt6119,United States of America,11.0,m,1-540-713-5479,International Paper,IA,0.0,h,U,4.0,Ann Arbor,434723.0,,658.0,O,3394028.0
zwd6120,United States of America,26.0,,1-402-857-1282,Bristol-Myers Squibb,MN,7.0,,U,,Seattle,30117.0,4.0,761.0,U,255082.0
Emm6121,Canada,72.0,F,1-024-457-6440,Mueller Industries,NV,3.0,n,D,0.0,Pasadena,462516.0,4.0,750.0,U,1055767.0
oas6122,United States of America,42.0,,1-956-489-5246,Foot Locker,Quebec,7.0,,D,0.0,Fort Wayne,411972.0,3.0,401.0,O,3528881.0
ipv6123,United States of America,95.0,,1-674-211-9255,Analog Devices,IN,2.0,O,M,5.0,Orange,263651.0,,426.0,O,129277.0
Bsg6124,United States of America,84.0,,1-140-658-9952,CMS Energy,ME,0.0,,S,2.0,New Orleans,265398.0,4.0,347.0,O,454490.0
Nnl6125,United States of America,34.0,w,1-181-022-2551,Franklin Resources,NJ,,N,M,2.0,Arlington,151546.0,2.0,314.0,O,1467059.0
Acc6126,United States of America,89.0,,1-383-956-1320,Worthington Industries,WI,7.0,,M,3.0,Durham,68871.0,4.0,606.0,O,
Wgl6127,Canada,70.0,,1-873-999-0686,Lear,Newfoundland,,h,W,4.0,Buffalo,217557.0,3.0,355.0,O,1958472.0
Fcp6128,United States of America,55.0,,1-341-211-2359,SLM,SD,10.0,q,M,3.0,Fayetteville,187335.0,4.0,755.0,O,692792.0
Tqk6129,United States of America,33.0,F,,Whirlpool,TN,1.0,W,M,1.0,Fort Lauderdale,285431.0,3.0,343.0,R,738452.0
Zfs6130,United States of America,62.0,M,1-318-644-5327,First Horizon National Corp.,WA,1.0,j,M,,Mesa,96176.0,3.0,416.0,U,1004137.0
Vhh6131,Canada,,,1-798-269-9334,SkyWest,ME,10.0,L,M,4.0,Raleigh,386610.0,0.0,648.0,O,731901.0
Yky6132,Canada,25.0,,1-336-334-0099,Analog Devices,NM,10.0,,D,0.0,Lafayette,181829.0,2.0,500.0,O,3925429.0
DLI6133,United States of America,78.0,,1-768-318-0266,Tesoro,MO,0.0,,S,5.0,Mount Pearl,131930.0,5.0,,U,1614047.0
jte6134,Canada,100.0,,,Marathon Oil,MS,0.0,K,W,5.0,Evansville,177580.0,1.0,518.0,O,3358801.0
TIL6135,United States of America,5.0,,1-625-636-1057,Invacare,LA,3.0,,W,4.0,Berkeley,204123.0,2.0,825.0,U,3808517.0
gxh6136,Canada,62.0,F,1-568-010-0171,PetSmart,WI,1.0,,U,2.0,Charlotte,386157.0,4.0,703.0,U,1408028.0
Vug6137,United States of America,77.0,S,1-528-535-6463,Carpenter Technology,GA,9.0,,S,2.0,Bridgeport,497216.0,3.0,402.0,R,372324.0
vpu6138,,25.0,f,1-587-336-7997,Wesco International,MS,1.0,,M,1.0,El Monte,37339.0,1.0,402.0,O,1254260.0
Jko6139,United States of America,65.0,F,1-003-920-1775,Fiserv,AL,3.0,O,,5.0,Livonia,57365.0,2.0,305.0,O,287962.0
Kpx6140,United States of America,39.0,,1-674-148-3705,Freescale Semiconductor,OH,4.0,X,M,2.0,Sioux Falls,207880.0,3.0,717.0,U,1077640.0
Ldd6141,United States of America,63.0,,1-218-501-2655,ServiceMaster,AR,1.0,,W,3.0,Pittsburgh,155355.0,5.0,712.0,O,935009.0
Jyf6142,United States of America,72.0,,1-962-818-0544,Weis Markets,NY,8.0,,U,0.0,Pueblo,353300.0,1.0,499.0,O,3589624.0
Xki6143,United States of America,73.0,,1-080-633-7516,,MN,3.0,h,S,1.0,Albuquerque,306845.0,3.0,383.0,O,1855447.0
Uha6144,United States of America,25.0,,1-786-410-1913,PG&E Corp.,TX,2.0,Y,D,5.0,Albuquerque,12026.0,3.0,406.0,O,
OMQ6145,United States of America,14.0,,,Comerica,VA,8.0,Z,U,2.0,Corpus Christi,156639.0,4.0,764.0,O,1958772.0
Vnb6146,United States of America,100.0,,1-391-317-4343,Halliburton,Ontario,7.0,,M,2.0,Jackson,258700.0,1.0,561.0,R,3167582.0
bfw6147,Canada,67.0,,1-717-873-8101,Google,Manitoba,10.0,F,M,3.0,Glendale,69712.0,3.0,410.0,O,1941518.0
Jao6148,United States of America,83.0,,1-505-960-2242,Polo Ralph Lauren,DE,4.0,,U,2.0,Columbia,352002.0,5.0,740.0,,3416625.0
Bby6149,United States of America,29.0,,1-935-712-9193,Alpha Natural Resources,Manitoba,6.0,E,D,3.0,Warwick,303361.0,1.0,334.0,O,3066773.0
cdt6150,United States of America,,m,1-121-280-9736,Duke Energy,IN,2.0,,,2.0,Fort Lauderdale,302877.0,5.0,780.0,,1180825.0
Lsw6151,United States of America,,m,,Yum Brands,New Brunswick,6.0,,D,0.0,Las Vegas,93281.0,4.0,447.0,O,1984002.0
AAI6152,United States of America,16.0,,1-852-042-0713,Advance Auto Parts,Nova Scotia,9.0,I,M,3.0,Akron,63103.0,3.0,778.0,O,158135.0
Oph6153,United States of America,7.0,,1-206-509-9749,United Services Automobile,NY,10.0,E,M,3.0,Lansing,469430.0,2.0,376.0,U,2045823.0
Glx6154,United States of America,96.0,,1-463-230-2528,CenturyTel,TN,7.0,,U,3.0,Saint John,387058.0,2.0,425.0,O,912419.0
Imz6155,United States of America,84.0,M,1-711-232-3688,Hess,NV,8.0,Q,W,3.0,Rockford,414591.0,4.0,570.0,U,1620043.0
ggg6156,United States of America,11.0,m,1-106-410-8124,Navistar International,Manitoba,2.0,X,M,5.0,Sydney,44915.0,2.0,791.0,O,1863968.0
jjm6157,,80.0,f,1-389-066-3892,Molina Healthcare,ME,6.0,m,U,0.0,Cedar Rapids,102024.0,4.0,534.0,O,909198.0
Eba6158,Canada,68.0,,,NTK Holdings,British Columbia,8.0,b,U,2.0,El Monte,230696.0,1.0,715.0,,3821639.0
KHK6159,United States of America,72.0,,,M&T Bank Corp.,SD,1.0,B,D,5.0,Inglewood,76626.0,4.0,633.0,O,1516831.0
ajd6160,United States of America,58.0,,1-566-434-2959,Regions Financial,MD,4.0,,M,5.0,New Haven,325416.0,1.0,308.0,O,3957966.0
Mar6161,United States of America,90.0,,1-926-334-3653,Southwest Gas,KY,1.0,q,M,2.0,Santa Clara,,0.0,700.0,R,2341574.0
fdr6162,United States of America,22.0,F,1-857-136-4039,Nalco Holding,NV,4.0,,M,2.0,Rockford,105705.0,4.0,648.0,U,2066365.0
fbw6163,United States of America,31.0,f,1-422-672-7852,Int. Flavors & Fragrances,TX,0.0,G,W,3.0,Santa Clara,205731.0,5.0,330.0,O,2543836.0
aty6164,United States of America,,,1-905-699-6164,United Refining,Alberta,1.0,L,,2.0,Hialeah,394220.0,0.0,727.0,R,3897991.0
Gur6165,United States of America,32.0,M,1-940-904-0271,Cablevision Systems,MT,6.0,K,M,2.0,Oshawa,39608.0,,505.0,,1293298.0
cjw6166,United States of America,8.0,,1-691-218-4520,"Toys ""R"" Us",CO,9.0,,M,0.0,Mobile,436522.0,3.0,444.0,O,1214296.0
Fmx6167,United States of America,73.0,,1-106-554-8386,Centex,SD,5.0,k,S,1.0,New Haven,331562.0,1.0,746.0,O,2290354.0
zmg6168,United States of America,21.0,F,1-916-450-8743,Erie Insurance Group,Quebec,1.0,D,U,3.0,San Antonio,329294.0,2.0,310.0,O,603902.0
BQS6169,United States of America,43.0,m,1-791-298-8015,Levi Strauss,SC,0.0,,M,4.0,Reno,2109.0,5.0,331.0,R,
Mzm6170,United States of America,65.0,,1-779-591-3260,Sauer-Danfoss,NM,8.0,R,U,4.0,Costa Mesa,448236.0,0.0,376.0,,3450568.0
JKK6171,United States of America,52.0,m,1-675-523-0698,Massey Energy,MO,7.0,K,S,1.0,Mesquite,329605.0,2.0,736.0,O,2353978.0
DQI6172,United States of America,20.0,F,1-106-015-0548,Apollo Group,NH,9.0,,S,0.0,Louisville,401401.0,1.0,780.0,O,2158046.0
vfo6173,United States of America,75.0,,1-384-911-2740,Goodrich,Nova Scotia,5.0,f,M,4.0,Ann Arbor,223298.0,3.0,435.0,U,286492.0
SYJ6174,United States of America,69.0,f,1-756-905-0550,CIT Group,PA,4.0,z,D,3.0,Grand Prairie,10273.0,2.0,309.0,O,3052092.0
Eqc6175,United States of America,75.0,m,1-129-130-0470,Southern Union,OK,1.0,h,S,3.0,West Valley,175747.0,2.0,436.0,O,714113.0
CJR6176,United States of America,31.0,,1-701-467-6649,Sun Microsystems,Prince Edward Island,1.0,,D,4.0,Cleveland,37025.0,3.0,312.0,O,2822716.0
VMP6177,United States of America,8.0,M,1-228-309-3168,General Mills,NH,0.0,,U,1.0,Windsor,325231.0,3.0,674.0,U,2676122.0
Chh6178,United States of America,17.0,,1-493-375-8391,M&F Worldwide,Saskatchewan,2.0,,U,,Edmonton,413576.0,1.0,770.0,O,1273823.0
Ylh6179,United States of America,,F,1-628-993-5845,Eastman Chemical,SC,,J,S,3.0,Toledo,112045.0,4.0,627.0,R,2959521.0
Ufv6180,United States of America,22.0,,1-191-061-3199,Las Vegas Sands,VA,4.0,r,U,4.0,Regina,167643.0,5.0,775.0,O,2192377.0
pxx6181,United States of America,24.0,,1-177-052-3017,Questar,Alberta,7.0,,M,2.0,Vallejo,337137.0,3.0,412.0,O,2153684.0
Bkg6182,Canada,50.0,,1-358-287-7120,Fidelity National Financial,ND,5.0,,U,2.0,Santa Clara,24308.0,3.0,554.0,R,170703.0
Nqj6183,United States of America,51.0,,1-450-781-0028,Sears Holdings,TN,0.0,b,M,1.0,Knoxville,351872.0,4.0,585.0,O,2818355.0
iat6184,United States of America,90.0,F,1-865-208-8997,Foot Locker,CA,0.0,,W,0.0,Corona,444525.0,3.0,502.0,,3870650.0
Vbr6185,United States of America,3.0,,1-802-120-0419,Ryder System,TN,8.0,,W,2.0,Fort Lauderdale,194552.0,0.0,451.0,R,2539905.0
fcj6186,United States of America,78.0,,1-419-386-9203,Smurfit-Stone Container,HI,5.0,,U,3.0,Akron,159904.0,0.0,511.0,O,2295888.0
IRU6187,United States of America,16.0,,1-142-417-2423,Motorola,MI,6.0,I,M,1.0,Waco,427517.0,0.0,509.0,U,2910300.0
BER6188,United States of America,93.0,M,1-938-911-4112,Estee Lauder,WV,7.0,,U,0.0,Iqaluit,83144.0,5.0,840.0,O,758382.0
GKH6189,United States of America,79.0,F,1-365-577-4061,Complete Production Services,KY,4.0,,U,3.0,Halifax,,3.0,319.0,R,675656.0
zfr6190,United States of America,57.0,M,1-487-416-7837,Burlington Coat Factory,CO,6.0,,D,3.0,Peoria,449114.0,2.0,748.0,R,1341482.0
Jxa6191,United States of America,57.0,f,1-940-782-6348,,Saskatchewan,4.0,,S,1.0,Oshawa,423191.0,5.0,,O,2468050.0
SEY6192,United States of America,89.0,,1-685-530-1763,Lam Research,MN,,,U,4.0,Salinas,156164.0,,653.0,O,1027810.0
Nxe6193,United States of America,11.0,F,1-867-394-7469,Univision Communications,OK,3.0,,D,5.0,Pasadena,120232.0,4.0,521.0,U,1712654.0
Ost6194,United States of America,63.0,,1-236-774-4196,Qwest Communications,RI,9.0,H,U,0.0,Quebec,,5.0,602.0,O,2010371.0
HMM6195,United States of America,14.0,,1-650-846-7131,Forest Laboratories,KY,3.0,Q,M,1.0,Durham,42704.0,4.0,664.0,O,539914.0
DOM6196,United States of America,86.0,M,1-878-875-3190,National Life Group,ND,2.0,,M,1.0,Fremont,357612.0,2.0,828.0,O,3208276.0
rzi6197,United States of America,62.0,M,1-471-186-3805,Dominion Resources,MS,,T,M,2.0,Cincinnati,25138.0,5.0,706.0,O,1649890.0
xuh6198,,32.0,M,1-148-435-9521,Snap-On,WY,1.0,,U,1.0,Mobile,430572.0,0.0,665.0,O,2303135.0
ezr6199,United States of America,4.0,,1-991-170-6681,,HI,6.0,v,M,4.0,Huntington,184095.0,5.0,470.0,O,50405.0
Sqz6200,United States of America,94.0,,1-806-799-6881,Visteon,NE,6.0,O,D,5.0,Fayetteville,376183.0,2.0,420.0,U,
Jnq6201,United States of America,82.0,F,1-266-297-6587,Unum Group,Prince Edward Island,,,M,3.0,Amarillo,,1.0,848.0,O,39992.0
NVG6202,Canada,8.0,F,1-630-201-9561,Kindred Healthcare,AK,8.0,,M,3.0,Shreveport,297934.0,0.0,672.0,R,
DWK6203,United States of America,24.0,,1-299-024-4553,Chesapeake Energy,ME,1.0,,M,1.0,Amarillo,212919.0,,361.0,R,2882906.0
Luz6204,United States of America,21.0,m,1-672-209-9239,Affinia Group Intermediate,MA,2.0,i,D,5.0,Torrance,178305.0,0.0,359.0,O,
vcv6205,United States of America,,f,1-580-500-8467,Sunoco,MI,,,U,4.0,Lancaster,58087.0,4.0,818.0,R,1144985.0
Sup6206,United States of America,17.0,m,1-233-442-3956,Morgan Stanley,WA,4.0,,U,0.0,Brownsville,223393.0,4.0,594.0,O,
Kvh6207,United States of America,33.0,f,,UAL,PA,6.0,i,M,0.0,Fort Smith,196559.0,2.0,786.0,O,2646464.0
Otn6208,United States of America,50.0,M,1-973-241-8783,Abercrombie & Fitch,British Columbia,2.0,,W,3.0,Charleston,228089.0,3.0,681.0,O,40875.0
fwt6209,United States of America,25.0,m,1-699-345-3507,Symantec,Saskatchewan,1.0,J,M,4.0,Montpelier,307406.0,0.0,384.0,O,2017089.0
GDJ6210,United States of America,,,1-746-604-7583,Trinity Industries,DE,9.0,K,U,3.0,Hayward,416766.0,3.0,419.0,O,2387807.0
LBG6211,United States of America,39.0,F,1-819-577-2385,,NM,0.0,Y,M,4.0,Colorado Springs,165271.0,1.0,519.0,R,1388302.0
