AgencyID,Age,Country,Phone,NetWorth,MiddleInitial,OwnOrRentFlag,Employer,NumberChildren,NumberCreditCards,City,PostalCode,State,Income,NumberCars,MaritalStatus,CreditRating
VRH11568,82.0,United States of America,1-266-555-5621,1993802.0,,U,Dresser-Rand Group,4.0,10.0,McAllen,,SC,412470.0,1.0,M,790.0
STW11569,31.0,Canada,1-252-297-7634,2832224.0,,O,Kinetic Concepts,2.0,7.0,Minneapolis,Dvarnhlxbd,ME,428497.0,4.0,S,320.0
ecd11570,86.0,United States of America,1-912-592-2039,3143638.0,e,O,United States Steel,,0.0,Sandy,Mytwpycdbj,NJ,252531.0,2.0,M,477.0
Udf11571,92.0,,1-253-031-2004,1115736.0,q,U,FMC,4.0,7.0,Victoria,Gmnxunh,NY,458603.0,3.0,W,389.0
FVY11572,78.0,United States of America,1-185-457-2535,3991069.0,,O,Whirlpool,2.0,2.0,El Monte,Kqtfruxjxs,FL,351558.0,4.0,S,668.0
Cju11573,85.0,United States of America,1-210-485-9754,2320948.0,d,U,Publix Super Markets,5.0,6.0,Montpelier,Wcwyxjxnzfk,MI,311263.0,4.0,S,618.0
qom11574,42.0,Canada,1-429-367-8419,3216669.0,,O,Visa,4.0,9.0,Warren,Rfqevimkzd,MA,376089.0,0.0,M,536.0
RXK11575,72.0,United States of America,1-291-762-2339,234280.0,,R,Comcast,5.0,7.0,Thousand Oaks,ydspsato,AK,186687.0,,M,821.0
Ivl11576,10.0,United States of America,1-705-650-1719,2356309.0,,R,CB Richard Ellis Group,1.0,4.0,Costa Mesa,Pojjohfc,Quebec,,0.0,M,595.0
VUM11577,52.0,United States of America,1-317-972-8376,3116901.0,,U,Weis Markets,0.0,7.0,Lubbock,ltlavcbkfew,NV,387940.0,0.0,M,848.0
gum11578,35.0,Canada,1-169-322-6167,3860310.0,,R,Boyd Gaming,4.0,7.0,Phoenix,,CT,272661.0,0.0,M,649.0
Vtn11579,14.0,United States of America,1-493-228-4403,1414386.0,N,O,Analog Devices,0.0,10.0,Corpus Christi,qydawcck,TX,463572.0,3.0,M,471.0
dpu11580,40.0,United States of America,1-728-016-5625,2050421.0,,O,Coca-Cola Enterprises,,8.0,Mesa,Qhwqkbdyuoh,WI,153465.0,4.0,M,343.0
JIX11581,38.0,Canada,1-074-869-5600,140650.0,C,R,Unitrin,5.0,7.0,Chandler,mapprhsxxrsm,SD,496975.0,0.0,S,754.0
xso11582,100.0,United States of America,,492927.0,,O,Ameriprise Financial,2.0,1.0,Lancaster,KDRDGL,NM,13374.0,2.0,M,789.0
UVJ11583,26.0,Canada,1-268-106-6566,3840409.0,g,O,Perini,4.0,7.0,Hollywood,Umthsen,UT,190604.0,2.0,S,719.0
yop11584,73.0,United States of America,1-486-226-3687,3456740.0,,O,A.O. Smith,4.0,1.0,Salem,,NH,133569.0,4.0,M,779.0
OOA11585,29.0,,1-457-317-0889,2741274.0,,O,St. Jude Medical,4.0,1.0,Tallahassee,Nudbueunc,Newfoundland,209134.0,1.0,D,564.0
DNN11586,37.0,United States of America,1-736-844-9351,1910735.0,j,O,Berry Plastics,1.0,6.0,Palmdale,UKUBOV,UT,109120.0,3.0,W,696.0
Eso11587,86.0,United States of America,1-934-945-3582,2616785.0,,O,Aon,5.0,8.0,Simi Valley,vtdviyae,KY,19826.0,0.0,M,803.0
Mry11588,49.0,United States of America,1-343-216-6768,3033496.0,,O,Borders Group,4.0,3.0,West Covina,hfprywgz,Ontario,77453.0,4.0,U,685.0
ygp11589,25.0,United States of America,,2006707.0,E,O,Polo Ralph Lauren,1.0,5.0,San Bernardino,Gddlxvo,LA,268861.0,3.0,M,307.0
FPW11590,100.0,United States of America,1-814-231-5171,1421589.0,n,U,Marathon Oil,0.0,0.0,Tempe,UHGOFME,NC,189690.0,5.0,M,561.0
Ipk11591,74.0,Canada,1-735-063-4369,490073.0,e,O,Loews,1.0,1.0,Irvine,RZVABGUOK,AL,400123.0,2.0,D,
Zqt11592,28.0,United States of America,1-557-253-4661,3720606.0,X,R,Spectrum Brands,2.0,8.0,St. Petersburg,Gvhppo,PA,226212.0,0.0,U,320.0
Ows11593,26.0,United States of America,1-381-612-1418,415111.0,,O,Foot Locker,5.0,5.0,Oklahoma City,lkoipl,ID,437305.0,0.0,,562.0
ejw11594,93.0,Canada,1-685-117-8026,2378099.0,K,O,Hanover Insurance Group,1.0,4.0,Seattle,kttgkxtprrk,HI,119322.0,5.0,M,677.0
DEQ11595,12.0,United States of America,1-658-460-2739,242686.0,,U,Select Medical Holdings,1.0,5.0,St. Catharines,jdrqss,NM,343047.0,4.0,S,345.0
qur11596,61.0,Canada,1-252-051-4326,1402162.0,m,O,W.R. Grace,0.0,0.0,Santa Clarita,Dzqhwcxwtah,NY,36540.0,2.0,M,679.0
xab11597,77.0,United States of America,1-555-766-3524,430652.0,b,O,Warner Music Group,,7.0,Lubbock,Jdnqgbobtm,New Brunswick,179381.0,2.0,D,355.0
VIR11598,49.0,United States of America,1-895-185-0746,1101417.0,l,O,UAL,2.0,6.0,Henderson,Hpkmfwg,Quebec,465320.0,3.0,S,756.0
YVX11599,23.0,United States of America,,801294.0,,,,0.0,4.0,St. Catharines,KQJTAE,MA,276536.0,5.0,U,655.0
mbq11600,48.0,United States of America,1-253-084-7064,1803773.0,,O,Kinetic Concepts,2.0,7.0,Birmingham,Fbkwfjknfnc,MS,122483.0,0.0,M,377.0
Rkw11601,48.0,United States of America,1-749-001-6441,2686713.0,,U,Mutual Life Insurance,0.0,3.0,Worcester,Lycfz,ND,343719.0,0.0,M,802.0
Aux11602,20.0,,1-277-123-8765,,,,Alpha Natural Resources,1.0,0.0,Hollywood,kudimljhu,KS,94100.0,5.0,D,485.0
Lan11603,21.0,United States of America,1-078-210-7995,3147005.0,,O,R.R. Donnelley & Sons,0.0,,Billings,VBCEGTETCG,OK,266895.0,2.0,D,556.0
cgt11604,48.0,United States of America,1-217-485-7826,92052.0,c,O,Leap Wireless International,2.0,9.0,Portland,Wahqlqjpjdc,OK,494928.0,4.0,M,813.0
Yhp11605,81.0,United States of America,1-203-837-8731,3022187.0,,O,Chubb,4.0,,Yonkers,SOYXSN,KY,10974.0,1.0,S,403.0
ZCE11606,100.0,,1-688-070-6264,2728157.0,,R,Expeditors International,2.0,,Jacksonville,Ymwywbzohw,FL,317292.0,4.0,S,722.0
Yep11607,85.0,Canada,1-736-129-6001,2603581.0,h,O,Lender Processing Services,2.0,,Warren,Omkslmpvky,MA,182329.0,3.0,M,496.0
Npf11608,58.0,Canada,1-587-126-6624,866620.0,w,O,Gardner Denver,5.0,0.0,Tempe,Bhiuejex,VA,322283.0,3.0,S,753.0
ovu11609,13.0,United States of America,1-253-546-9150,607498.0,j,O,Consol Energy,5.0,8.0,Detroit,ciadlxhllq,DC,308856.0,1.0,M,755.0
sej11610,46.0,United States of America,1-528-415-4033,2525236.0,,U,General Dynamics,2.0,1.0,Yellow Knife,tftbg,WI,395339.0,1.0,U,730.0
Uio11611,30.0,United States of America,1-257-011-0683,2105788.0,J,O,VF,0.0,7.0,Glendale,Tjfreyiv,WY,232654.0,2.0,M,536.0
mwk11612,88.0,United States of America,1-673-858-7207,413838.0,U,,Pepsi Bottling,,6.0,Overland Park,Jwdkz,SC,256877.0,4.0,W,357.0
Mvl11613,83.0,United States of America,1-082-692-3311,1861550.0,a,O,,5.0,9.0,Warwick,ETYAXUYWWP,MS,169787.0,2.0,S,498.0
Hwk11614,75.0,United States of America,1-553-941-1814,1690505.0,,O,Eastman Kodak,2.0,1.0,Moreno Valley,Trllsaoe,NM,230333.0,,U,411.0
Smf11615,34.0,United States of America,1-016-280-7954,1490414.0,O,O,Volt Information Sciences,3.0,7.0,Baton Rouge,PPESHHDST,SC,216513.0,0.0,D,504.0
Bod11616,67.0,Canada,1-301-321-2634,3093168.0,Q,O,Whole Foods Market,5.0,7.0,Mesquite,Lccaeuxuzva,IN,324178.0,3.0,S,432.0
QQN11617,50.0,United States of America,1-236-472-9787,2095763.0,,R,JohnsonDiversey,0.0,6.0,Stockton,Jvivg,WI,148285.0,5.0,,482.0
JLX11618,14.0,United States of America,1-312-946-5675,131939.0,L,O,Sprint Nextel,4.0,2.0,Plano,dremkuit,MO,239613.0,0.0,W,423.0
Hkl11619,20.0,United States of America,1-187-561-7284,3039922.0,,R,Hasbro,2.0,,Evansville,cpalxrcbj,IA,205435.0,5.0,M,416.0
ORN11620,69.0,United States of America,,1463742.0,G,O,Mattel,4.0,4.0,Mesquite,,Newfoundland,285561.0,4.0,D,513.0
Qzn11621,72.0,United States of America,1-922-960-2529,1049466.0,,,Cephalon,5.0,,Mesquite,hwuzrons,LA,184724.0,0.0,M,434.0
Tlc11622,21.0,Canada,1-581-044-8354,138783.0,p,R,Brown Shoe,1.0,,Chesapeake,zofrcgbizyn,OR,475871.0,3.0,M,322.0
WQU11623,77.0,United States of America,1-136-361-8892,718651.0,,O,,3.0,10.0,Lansing,kxbowd,NY,440579.0,3.0,S,382.0
Ikn11624,40.0,United States of America,1-781-190-0085,920521.0,z,,Vishay Intertechnology,5.0,3.0,Saskatoon,Rzcfizqmh,NJ,72779.0,0.0,S,328.0
Htl11625,22.0,United States of America,1-436-676-2052,549247.0,,O,Brinker International,2.0,9.0,Macon,Evusov,AZ,48666.0,4.0,S,630.0
kih11626,64.0,United States of America,1-201-291-2778,2270678.0,a,U,Cenveo,0.0,5.0,Simi Valley,Svkwdds,IN,241031.0,1.0,S,646.0
Brw11627,24.0,United States of America,1-643-966-0709,2339397.0,,O,Universal Health Services,0.0,0.0,Costa Mesa,Jkbprogwbsyi,NM,76021.0,4.0,U,361.0
Cun11628,100.0,United States of America,1-168-329-5321,2813423.0,,R,Varian Medical Systems,3.0,1.0,Worcester,FZBNXOLHE,DC,181204.0,0.0,,772.0
Inp11629,22.0,Canada,1-680-249-0273,541808.0,,R,Flowers Foods,5.0,9.0,Chula Vista,otrpw,AK,16220.0,1.0,S,562.0
JZS11630,85.0,United States of America,1-604-253-0064,722488.0,,R,RSC Holdings,1.0,1.0,Baton Rouge,Vlaqrjno,MO,469891.0,1.0,D,503.0
Gdk11631,54.0,United States of America,1-222-598-3527,86998.0,,O,Laclede Group,3.0,6.0,Baton Rouge,Wsasfijj,OR,268371.0,5.0,M,619.0
Dpa11632,33.0,United States of America,1-004-675-5978,2601068.0,t,R,US Airways Group,1.0,6.0,Lubbock,Felbiiitiqz,GA,,5.0,S,417.0
SCC11633,60.0,United States of America,1-068-035-4180,2162095.0,,O,Becton Dickinson,4.0,7.0,Amarillo,Iexvpwnil,Prince Edward Island,456501.0,4.0,D,662.0
MPS11634,34.0,United States of America,1-545-709-4927,2155545.0,a,O,Liberty Mutual Insurance Group,5.0,0.0,New Orleans,Zxejvoxqjxlq,DE,394332.0,5.0,M,817.0
pvw11635,4.0,Canada,1-583-968-9273,2660702.0,,O,,1.0,7.0,Los Angeles,RXWGGRMN,AR,166542.0,2.0,U,626.0
Xmu11636,92.0,United States of America,1-421-704-2719,2107157.0,m,O,Entergy,2.0,3.0,Santa Clara,,GA,390981.0,4.0,U,801.0
Djn11637,84.0,Canada,1-993-740-3718,1802795.0,,O,Albemarle,0.0,10.0,Windsor,Abqmpqcftcil,CT,168327.0,1.0,D,552.0
qrk11638,92.0,United States of America,1-701-056-9214,3821277.0,,O,Cabela's,2.0,8.0,Rancho Cucamonga,Fbbeqovmbapv,AZ,137303.0,2.0,S,458.0
rgu11639,53.0,United States of America,1-551-420-9404,3456261.0,U,O,Goldman Sachs Group,3.0,7.0,St. Paul,Gpxfn,DC,492039.0,2.0,D,370.0
azu11640,95.0,United States of America,1-490-114-3920,130608.0,,O,Philip Morris International,1.0,5.0,Yellow Knife,OPIATTGQTB,WI,124926.0,,M,728.0
Jvu11641,3.0,United States of America,1-451-743-5761,,,O,Foot Locker,5.0,9.0,Burlington,ptzfefif,CA,471272.0,0.0,D,376.0
MSO11642,12.0,Canada,1-974-038-8222,605798.0,,R,Parker Hannifin,0.0,7.0,Tallahassee,filftafcf,MN,3242.0,2.0,S,713.0
qre11643,32.0,United States of America,1-159-949-1495,2163263.0,I,O,AptarGroup,1.0,7.0,Elizabeth,nkcxl,KS,453844.0,2.0,M,604.0
hko11644,98.0,United States of America,1-390-895-9678,2261388.0,,R,CF Industries Holdings,1.0,1.0,Warwick,Afdiwc,FL,,1.0,,460.0
UZV11645,31.0,,1-192-449-0120,727051.0,,O,Securian Financial Group,,9.0,Baltimore,Pxkimmb,Saskatchewan,375815.0,1.0,U,482.0
BCS11646,73.0,United States of America,1-134-780-5445,3003110.0,Q,O,Progressive,3.0,8.0,Independence,Tthlpu,Prince Edward Island,114122.0,0.0,W,807.0
ZIJ11647,62.0,,1-075-096-9878,1857713.0,,O,HNI,5.0,1.0,Cincinnati,ixqguckcm,British Columbia,400657.0,4.0,M,509.0
GWP11648,48.0,Canada,1-080-387-3116,3482902.0,,O,Mueller Water Products,2.0,8.0,San Buenaventura,,Prince Edward Island,293804.0,4.0,D,303.0
Hdx11649,40.0,United States of America,1-066-671-2242,2203791.0,g,R,Vectren,2.0,10.0,Independence,Fvcoege,MA,358678.0,1.0,D,412.0
Iqv11650,20.0,,1-634-467-4413,,l,O,Universal American,0.0,10.0,Saskatoon,OTNVKBMZFI,MA,469668.0,2.0,M,788.0
DLD11651,16.0,United States of America,1-151-525-8237,3855669.0,,O,Huntsman,5.0,5.0,Amarillo,dimplcv,ME,139149.0,4.0,M,399.0
fha11652,89.0,United States of America,1-313-385-2020,1429825.0,,O,KAR Holdings,1.0,6.0,Toronto,Alaho,Nova Scotia,219988.0,5.0,U,673.0
Csu11653,81.0,United States of America,1-215-637-7916,313635.0,o,O,Bank of New York Mellon Corp.,,3.0,Riverside,Rvziv,NH,383717.0,,S,770.0
kbw11654,23.0,United States of America,1-133-810-2568,2868203.0,,O,Windstream,1.0,0.0,Tempe,Lckktrmucvj,SC,318528.0,,U,737.0
imf11655,47.0,United States of America,1-932-597-9589,1383741.0,,U,Coach,1.0,6.0,Philadelphia,Elmvtsrrt,MT,,4.0,M,351.0
Yjl11656,25.0,United States of America,1-553-956-4532,574855.0,,,Brinker International,5.0,0.0,Winnipeg,Kizpbsuy,NY,457930.0,1.0,M,
Tgv11657,15.0,United States of America,1-618-787-1072,2325837.0,,O,Cenveo,2.0,8.0,Hollywood,ZSIKSN,NH,413109.0,0.0,U,594.0
Bnz11658,65.0,Canada,1-027-328-9740,2689771.0,,O,M&T Bank Corp.,1.0,5.0,Bridgeport,beggq,NV,375395.0,5.0,M,845.0
Vvu11659,88.0,United States of America,1-826-459-0746,604936.0,,,Qualcomm,0.0,3.0,Las Cruces,Jonqqakeky,OK,290984.0,4.0,M,431.0
Ost11660,58.0,,,3618949.0,K,O,GameStop,0.0,8.0,Santa Clara,Rkbputtpeiij,KY,,1.0,W,633.0
VDX11661,66.0,United States of America,1-328-464-4313,2369853.0,,O,Mutual of America Life,4.0,9.0,Garden Grove,Znbklkthj,Prince Edward Island,223262.0,5.0,U,621.0
yyq11662,94.0,United States of America,1-870-853-1808,1297224.0,,O,Danaher,4.0,8.0,Topeka,oevkjtln,OH,343355.0,1.0,D,631.0
Pex11663,47.0,United States of America,1-146-824-5307,3650244.0,W,,Dentsply International,1.0,5.0,Yellow Knife,cmpquy,New Brunswick,443566.0,0.0,M,564.0
gtn11664,,United States of America,1-966-130-5707,3570231.0,r,O,Catalyst Health Solutions,,3.0,Chula Vista,Uwdqaduy,LA,275864.0,4.0,U,533.0
ruf11665,50.0,United States of America,1-896-324-3922,15856.0,,R,O'Reilly Automotive,0.0,8.0,Arlington,Bqypxybnwmrd,Saskatchewan,,1.0,M,843.0
Mby11666,87.0,Canada,1-477-491-0942,900943.0,,O,Universal Health Services,5.0,1.0,Orlando,uetirum,Newfoundland,461982.0,0.0,M,327.0
Rep11667,57.0,Canada,1-072-193-4446,3217712.0,g,O,Valmont Industries,1.0,10.0,Newark,Afcmwnh,MO,403990.0,3.0,U,814.0
Udc11668,48.0,United States of America,,2736819.0,,R,PepsiCo,1.0,10.0,Tempe,Mvmuqc,SC,147029.0,1.0,M,447.0
uzf11669,96.0,United States of America,1-124-194-4990,1464706.0,,R,McCormick,0.0,2.0,Jersey City,KHDHAWAV,OR,443592.0,2.0,M,773.0
Yeu11670,30.0,United States of America,1-555-537-9938,2867175.0,Z,U,Public Storage,3.0,4.0,Little Rock,,UT,143837.0,2.0,U,640.0
ydp11671,19.0,United States of America,1-490-369-9735,1579693.0,k,O,NCI Building Systems,1.0,,Memphis,IXCERZM,CO,297370.0,2.0,U,751.0
UKO11672,63.0,United States of America,1-412-804-3130,598721.0,,O,Vanguard Health Systems,2.0,1.0,Windsor,PUQEQRRMLEC,ND,162761.0,5.0,,
SNC11673,,United States of America,1-825-309-6191,917643.0,,R,Equifax,3.0,3.0,Toledo,Iksma,IN,366179.0,3.0,,358.0
xro11674,17.0,United States of America,1-793-326-1785,1443469.0,,O,Metals USA Holdings,0.0,5.0,Casper,Lhxey,HI,384392.0,5.0,M,747.0
css11675,88.0,United States of America,1-264-132-6153,2164502.0,J,O,Jacobs Engineering Group,2.0,3.0,Hayward,DETQYCRCAX,WV,445223.0,1.0,U,392.0
urj11676,98.0,United States of America,1-321-350-2259,1197133.0,F,U,Questar,0.0,4.0,Lancaster,Mhcopi,British Columbia,375792.0,0.0,M,456.0
ett11677,23.0,United States of America,1-926-221-5255,1010441.0,,O,DirecTV Group,4.0,10.0,Huntsville,Hlntnjhjflyo,AL,220949.0,2.0,U,806.0
Cdi11678,5.0,Canada,1-953-155-8687,199216.0,x,R,Owens Corning,3.0,8.0,Columbia,LTGXSWLW,SC,241942.0,4.0,U,509.0
Ztw11679,74.0,Canada,1-176-162-5262,3963144.0,U,U,Jo Ann Stores,,4.0,Fort Wayne,Mwljzuxzv,ME,483010.0,5.0,M,563.0
cil11680,19.0,Canada,1-410-981-0577,2601194.0,,O,Telephone & Data Systems,1.0,0.0,Albuquerque,Vgmmsbwacaif,IA,312551.0,4.0,U,745.0
Xdr11681,65.0,United States of America,1-594-359-0657,1673953.0,,O,Gap,1.0,0.0,Little Rock,Irckndphmwr,AR,3571.0,2.0,S,723.0
Ctr11682,40.0,United States of America,1-401-555-3070,270302.0,,O,Paychex,1.0,2.0,Warren,ZLPRV,Newfoundland,200037.0,2.0,S,815.0
SBH11683,31.0,United States of America,,275543.0,y,O,Windstream,,5.0,Milwaukee,QLLTTUCIMFTV,FL,184904.0,5.0,M,
xla11684,49.0,United States of America,,1537051.0,,O,,4.0,7.0,Cleveland,rxombjznw,FL,264753.0,2.0,U,494.0
TKM11685,64.0,United States of America,1-753-130-8370,,,R,Pentair,0.0,4.0,Long Beach,Gtbqry,PA,357753.0,5.0,M,502.0
gme11686,6.0,Canada,1-152-194-8209,1738558.0,,O,Securian Financial Group,2.0,1.0,Jersey City,Mhoik,MS,119675.0,1.0,M,604.0
Ohi11687,45.0,United States of America,1-191-951-7804,2116401.0,x,O,Watson Wyatt Worldwide,0.0,9.0,Overland Park,rciclwp,SD,274993.0,3.0,M,627.0
Xpb11688,59.0,,,1678971.0,,O,Mercury General,3.0,4.0,Bakersfield,Sxxnfmmacxs,IN,,5.0,M,626.0
Vlg11689,51.0,United States of America,1-471-247-1746,2669106.0,R,O,AnnTaylor Stores,,5.0,Allentown,clbiccuqjr,AZ,419338.0,,U,771.0
Fzm11690,35.0,United States of America,1-114-745-7251,1901664.0,,U,Realogy,2.0,6.0,Eugene,Cwtdnulw,ND,207435.0,1.0,U,309.0
WDT11691,71.0,United States of America,1-477-243-2249,3038656.0,,O,Fifth Third Bancorp,3.0,0.0,Tucson,Regwvlzcdtcl,FL,,3.0,S,504.0
HJM11692,87.0,United States of America,1-452-030-9422,2453031.0,d,U,EOG Resources,4.0,6.0,Yonkers,Vrfiiralkmd,TX,398542.0,0.0,S,329.0
PEI11693,49.0,United States of America,1-442-354-3443,207536.0,F,R,L-3 Communications,4.0,9.0,Escondido,Yxevhn,OR,223669.0,0.0,D,423.0
RBT11694,58.0,,1-098-984-1794,206639.0,,O,Lowe's,2.0,6.0,Vallejo,ereqbtx,Alberta,473319.0,1.0,U,607.0
Yka11695,28.0,United States of America,1-794-059-4223,2985447.0,t,O,Visa,1.0,7.0,Santa Rosa,Hahbba,Prince Edward Island,100209.0,3.0,D,606.0
WNT11696,55.0,United States of America,,2053374.0,,O,Occidental Petroleum,3.0,6.0,Corpus Christi,hcerut,SC,319306.0,4.0,M,594.0
ywr11697,65.0,United States of America,1-654-654-7304,1408481.0,E,R,O'Reilly Automotive,5.0,0.0,Dayton,Cowzlf,LA,8973.0,,D,357.0
Jbb11698,23.0,United States of America,1-744-200-7047,2945555.0,,O,Thomas & Betts,2.0,3.0,St. Petersburg,Bxqjeyqcpjiw,AZ,307477.0,3.0,M,827.0
AXF11700,37.0,United States of America,1-866-638-9616,2550827.0,L,R,KeyCorp,,2.0,Yellow Knife,Pgnbslakx,WI,193836.0,4.0,S,457.0
Lys11701,21.0,United States of America,1-196-498-0536,780037.0,,R,Mercury General,2.0,6.0,Mobile,Sjituautbv,LA,251277.0,5.0,D,607.0
swu11702,,United States of America,1-955-740-7729,3909871.0,Z,O,Exxon Mobil,4.0,8.0,Omaha,Krnlxqgvh,VA,59523.0,4.0,M,373.0
Zpg11703,15.0,United States of America,1-834-052-1125,2346962.0,,U,Tesoro,3.0,9.0,London,Xdromjnfftg,Manitoba,137795.0,4.0,U,675.0
OAW11704,63.0,,1-535-102-7352,1250930.0,O,O,Northern Trust Corp.,1.0,1.0,Huntsville,Oqtnallelblv,NJ,399046.0,,D,363.0
Lfx11705,54.0,United States of America,1-963-878-6116,62707.0,,O,Snap-On,1.0,9.0,Mesquite,BSPLCUEHFPK,HI,334031.0,3.0,U,614.0
Yft11706,45.0,United States of America,1-954-749-6275,3294642.0,,,Metals USA Holdings,0.0,10.0,Fairbanks,Vntnhuubt,NY,315684.0,5.0,W,695.0
Who11707,52.0,United States of America,1-528-121-1449,3171625.0,S,O,Williams,4.0,8.0,Warwick,Zvcornlcgp,TX,429394.0,2.0,M,321.0
XWA11708,32.0,United States of America,1-827-138-6252,1424214.0,P,R,Berkshire Hathaway,5.0,2.0,Scottsdale,Sclpxnpmiclu,ME,192710.0,0.0,M,699.0
RYC11709,6.0,United States of America,1-183-744-5645,191608.0,C,O,DuPont,2.0,4.0,Albuquerque,Hsxtbmjyrtx,VT,166631.0,5.0,M,818.0
zrz11710,16.0,United States of America,1-285-006-1659,3886497.0,Z,,Teradata,5.0,3.0,Kansas City,pokoc,WY,260879.0,3.0,M,427.0
Qvq11711,81.0,United States of America,1-056-201-3409,2024945.0,,,Rockwell Automation,,2.0,Jacksonville,Uljca,MI,130173.0,1.0,W,750.0
Iqy11712,93.0,United States of America,1-367-894-8849,931226.0,W,O,Symantec,4.0,5.0,Missoula,HYQGBQ,UT,,,D,
meq11713,63.0,United States of America,1-904-731-7573,1158767.0,,O,Peabody Energy,,9.0,Waterbury,govbysnntupk,Prince Edward Island,241916.0,1.0,S,780.0
Wda11714,86.0,,1-351-524-3383,,,O,Sonoco Products,3.0,5.0,Orlando,IMDKKSOMIENB,MO,95911.0,4.0,D,639.0
Khj11715,95.0,United States of America,1-627-826-7984,,H,U,Aramark,4.0,10.0,Toledo,Rhliqcqw,KS,,2.0,M,724.0
Hwu11716,57.0,United States of America,1-043-614-7259,665510.0,,O,Watson Wyatt Worldwide,0.0,2.0,Sterling Heights,FSCDNSS,RI,367388.0,1.0,M,448.0
qpk11717,27.0,Canada,1-537-995-0563,,,R,,2.0,2.0,Baton Rouge,YZLLQ,GA,5139.0,5.0,U,731.0
Lxu11718,96.0,United States of America,1-535-499-8026,626986.0,Z,R,Wyeth,5.0,5.0,Grand Rapids,Xofwwnkz,FL,20040.0,3.0,M,846.0
BEJ11719,,Canada,1-413-765-7306,1376382.0,k,O,Micron Technology,2.0,3.0,Los Angeles,Gugfwmhve,ME,459798.0,2.0,,370.0
Ilz11720,19.0,United States of America,1-363-033-1146,3375753.0,f,R,ABM Industries,4.0,4.0,Fullerton,Izjacpd,MN,303758.0,0.0,M,733.0
TUM11721,37.0,United States of America,1-262-324-9802,,,O,Jack in the Box,0.0,7.0,Rockford,Srjfuixbkv,SC,166207.0,1.0,M,545.0
RJF11722,47.0,United States of America,1-293-545-4910,909889.0,,O,Virgin Media,4.0,2.0,Lansing,Cxrdbasy,KY,477916.0,2.0,U,793.0
HNH11723,36.0,United States of America,1-864-537-8923,1692275.0,,U,American National Insurance,3.0,1.0,Vallejo,Eklbk,SC,406654.0,0.0,U,468.0
pll11724,43.0,United States of America,1-288-902-9385,,L,O,Alliance Data Systems,,6.0,Laredo,Oclezseob,Nova Scotia,,2.0,M,843.0
WWD11725,94.0,United States of America,1-226-636-2822,2483407.0,,O,URS,,10.0,Dawson City,Nqbqgtepxlaj,IA,482177.0,4.0,S,377.0
BCL11726,24.0,United States of America,,3910309.0,P,U,CVS Caremark,5.0,5.0,Durham,Xdaiarvskbj,NV,183422.0,2.0,W,846.0
itk11727,,United States of America,1-713-441-8568,1090674.0,,O,BJ's Wholesale Club,0.0,,Cheyenne,Sqaeytkepdli,FL,58827.0,4.0,M,508.0
TRY11728,2.0,United States of America,1-786-594-9786,1690874.0,q,O,Baldor Electric,1.0,1.0,San Diego,Hmbglfxrztu,British Columbia,204346.0,3.0,M,586.0
asv11729,1.0,,1-387-276-9449,3412707.0,y,O,USG,4.0,0.0,Colorado Springs,Llowov,Saskatchewan,75850.0,4.0,M,321.0
Ffa11730,65.0,United States of America,1-532-085-8244,2152190.0,,O,Community Health Systems,0.0,6.0,Greensboro,Mopcofad,AZ,493649.0,3.0,W,681.0
ZKQ11731,65.0,United States of America,1-535-711-3039,3081724.0,,O,US Airways Group,4.0,10.0,Great Falls,,IA,480339.0,3.0,M,387.0
mmu11732,74.0,,1-531-198-2593,361735.0,,O,Donaldson,4.0,4.0,Lewiston,fcoaxp,NY,177542.0,,S,845.0
Iho11733,,,1-394-748-7770,2920725.0,N,O,Ross Stores,4.0,7.0,Victoria,rvsdpgiswz,AZ,157306.0,1.0,M,691.0
pxg11734,71.0,United States of America,1-446-601-1467,2484825.0,,R,Sara Lee,,3.0,San Francisco,qmrvjgtdl,ID,27284.0,0.0,M,420.0
Gwr11735,90.0,United States of America,1-278-160-7348,,,O,Airgas,3.0,1.0,Huntington,Mtfhmm,VA,115821.0,2.0,U,625.0
XVU11736,2.0,United States of America,,509751.0,,O,Brinker International,1.0,1.0,Frederick,Mmrevapjlob,TX,314757.0,5.0,M,599.0
Kbh11737,34.0,United States of America,1-289-584-2314,390663.0,,U,Cliffs Natural Resources,0.0,10.0,Burlington,bymzjdm,DC,449663.0,,W,526.0
Yvf11738,98.0,Canada,1-384-911-4288,2349107.0,,,Cigna,5.0,3.0,Irvine,Fpolqpmix,AL,78320.0,4.0,M,691.0
FAI11739,12.0,United States of America,1-088-590-4824,51177.0,,O,,0.0,2.0,London,vgwbytwi,OR,245922.0,4.0,U,
PYX11740,48.0,United States of America,1-953-354-0665,3554095.0,R,O,Dean Foods,2.0,,Fresno,FEDYK,HI,225729.0,2.0,D,544.0
BLL11741,91.0,United States of America,1-744-528-3722,3109210.0,B,O,Spansion,4.0,8.0,Montreal,Czbvtzosve,Newfoundland,76059.0,0.0,U,664.0
MBN11742,85.0,,1-841-666-0355,3615936.0,b,O,Charles Schwab,0.0,6.0,Providence,EXARTZFKFS,New Brunswick,466644.0,4.0,M,
Ika11743,59.0,United States of America,1-801-738-1880,211374.0,,U,Penn National Gaming,5.0,1.0,Ontario,Sfxfjdjh,ID,155200.0,4.0,M,
