AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,State,Country,Phone,Income,Employer,NetWorth
SYJ6174,Armpfblqlxmcfipmby,69.0,z,D,4.0,2.0,O,SYJNPW,309.0,3.0,PA,United States of America,1-756-905-0550,10273.0,CIT Group,3052092.0
Eqc6175,RUNUGAXSAFQOCTQYVRTUOMOGVWQPXB,75.0,h,S,1.0,2.0,O,Eqcmmxi,436.0,3.0,OK,United States of America,1-129-130-0470,175747.0,Southern Union,714113.0
CJR6176,Cvncmtfskhnmuemhbjkxkgoee,31.0,,D,1.0,3.0,O,CJRAJOFNCDYDMGEXJGHATDMN,312.0,4.0,Prince Edward Island,United States of America,1-701-467-6649,37025.0,Sun Microsystems,2822716.0
VMP6177,ZXJZIDJDHDGGIHTZF,8.0,,U,0.0,3.0,U,VMPPQMVUJFCGHJHAMIQDTF,674.0,1.0,NH,United States of America,1-228-309-3168,325231.0,General Mills,2676122.0
Chh6178,gfvmetko,17.0,,U,2.0,1.0,O,Chhojbsoghauobmqsscaxbxffb,770.0,,Saskatchewan,United States of America,1-493-375-8391,413576.0,M&F Worldwide,1273823.0
Ylh6179,Ljohleasasy,,J,S,,4.0,R,Ylhtqnq,627.0,3.0,SC,United States of America,1-628-993-5845,112045.0,Eastman Chemical,2959521.0
Ufv6180,Rwshztvgtedt,22.0,r,U,4.0,5.0,O,Ufvvsrrhzlluv,775.0,4.0,VA,United States of America,1-191-061-3199,167643.0,Las Vegas Sands,2192377.0
pxx6181,JCSTTEDHGEXIDRULVOB,24.0,,M,7.0,3.0,O,pxxfixyqe,412.0,2.0,Alberta,United States of America,1-177-052-3017,337137.0,Questar,2153684.0
Bkg6182,POKUJTAFHC,50.0,,U,5.0,3.0,R,Bkgtyovmtaxivdkulroscu,554.0,2.0,ND,Canada,1-358-287-7120,24308.0,Fidelity National Financial,170703.0
Nqj6183,Ldpjgrfkrufaxhzbjtyepvmttzjc,51.0,b,M,0.0,4.0,O,Nqjotpfasvimnycrkwzh,585.0,1.0,TN,United States of America,1-450-781-0028,351872.0,Sears Holdings,2818355.0
iat6184,XWSIBVNWQKFJMFXJZVBVOGX,90.0,,W,0.0,3.0,,iattsugaz,502.0,0.0,CA,United States of America,1-865-208-8997,444525.0,Foot Locker,3870650.0
Vbr6185,rrmifwbbeoybcnosvjepl,3.0,,W,8.0,0.0,R,Vbrllashut,451.0,2.0,TN,United States of America,1-802-120-0419,194552.0,Ryder System,2539905.0
fcj6186,LRWSEABEGOC,78.0,,U,5.0,0.0,O,fcjhzhtxqrasqukklnjgbgrebhgguw,511.0,3.0,HI,United States of America,1-419-386-9203,159904.0,Smurfit-Stone Container,2295888.0
IRU6187,Atiqnpiutelavievtyoguwrvf,16.0,I,M,6.0,0.0,U,IRUGETWAXWBKYVUMORNCYJBA,509.0,1.0,MI,United States of America,1-142-417-2423,427517.0,Motorola,2910300.0
BER6188,Mqvqmsrhpnrxobafjgdhlssfqrc,93.0,,U,7.0,5.0,O,BERLPVIKOPN,840.0,0.0,WV,United States of America,1-938-911-4112,83144.0,Estee Lauder,758382.0
GKH6189,IXZUDTQOOQZVBVVBGHNMMFVXFQRGQ,79.0,,U,4.0,3.0,R,GKHWLXBBBWWIYNHP,319.0,3.0,KY,United States of America,1-365-577-4061,,Complete Production Services,675656.0
zfr6190,Kocwfkhwdfu,57.0,,D,6.0,2.0,R,zfrehlkamcaxxwafpbkygvairtgee,748.0,3.0,CO,United States of America,1-487-416-7837,449114.0,Burlington Coat Factory,1341482.0
Jxa6191,Fqwrbliwbttsctslygit,57.0,,S,4.0,5.0,O,Jxazhyquszfnueaybpqaqdi,,1.0,Saskatchewan,United States of America,1-940-782-6348,423191.0,,2468050.0
SEY6192,Pospngpxojxd,89.0,,U,,,O,SEYTAGTDJALAKVMQDPIBPULQWXIF,653.0,4.0,MN,United States of America,1-685-530-1763,156164.0,Lam Research,1027810.0
Nxe6193,OUMMTNU,11.0,,D,3.0,4.0,U,Nxesbierylbuxushqeblgcbmugqo,521.0,5.0,OK,United States of America,1-867-394-7469,120232.0,Univision Communications,1712654.0
Ost6194,Andiftbnpvrhexuwsr,63.0,H,U,9.0,5.0,O,Ostnstpsjjiedhrqmpvpiepogmtao,602.0,0.0,RI,United States of America,1-236-774-4196,,Qwest Communications,2010371.0
HMM6195,WJACHHMZYOSPJBJULCDMNZGBCEOIQT,14.0,Q,M,3.0,4.0,O,HMMVYHKOXQNTENQFCZUNITHL,664.0,1.0,KY,United States of America,1-650-846-7131,42704.0,Forest Laboratories,539914.0
DOM6196,opgxczs,86.0,,M,2.0,2.0,O,DOMOREVPWHEMSBLI,828.0,1.0,ND,United States of America,1-878-875-3190,357612.0,National Life Group,3208276.0
rzi6197,csfkhsdowszzpo,62.0,T,M,,5.0,O,rzikof,706.0,2.0,MS,United States of America,1-471-186-3805,25138.0,Dominion Resources,1649890.0
xuh6198,Buqpikeuakrsccqxoekk,32.0,,U,1.0,0.0,O,xuhtpemeqrk,665.0,1.0,WY,,1-148-435-9521,430572.0,Snap-On,2303135.0
ezr6199,Ybmnjrijtdbwxdzchizfweb,4.0,v,M,6.0,5.0,O,ezrsh,470.0,4.0,HI,United States of America,1-991-170-6681,184095.0,,50405.0
Sqz6200,LKSFGDMTUFFA,94.0,O,D,6.0,2.0,U,Sqzrjtjwcerizli,420.0,5.0,NE,United States of America,1-806-799-6881,376183.0,Visteon,
Jnq6201,Ifugfbmslssvupfdmyyxwqlsvms,82.0,,M,,1.0,O,Jnqqdfhjkplltzcmmjx,848.0,3.0,Prince Edward Island,United States of America,1-266-297-6587,,Unum Group,39992.0
NVG6202,GBDZX,8.0,,M,8.0,0.0,R,NVGXVRYPMHCQRFDWOOQYMUKD,672.0,3.0,AK,Canada,1-630-201-9561,297934.0,Kindred Healthcare,
DWK6203,adjob,24.0,,M,1.0,,R,DWKWHFATGV,361.0,1.0,ME,United States of America,1-299-024-4553,212919.0,Chesapeake Energy,2882906.0
Luz6204,tkuleqzksn,21.0,i,D,2.0,0.0,O,Luzfieqenymphybjzglljslffdwh,359.0,5.0,MA,United States of America,1-672-209-9239,178305.0,Affinia Group Intermediate,
vcv6205,Lneegrticlhnzkexxedlaooit,,,U,,4.0,R,vcvppqweo,818.0,4.0,MI,United States of America,1-580-500-8467,58087.0,Sunoco,1144985.0
Sup6206,Pivcioomhosmibuug,17.0,,U,4.0,4.0,O,Supzvt,594.0,0.0,WA,United States of America,1-233-442-3956,223393.0,Morgan Stanley,
Kvh6207,MOGRLZFUSWCXYUIUZIDBCZNNUX,33.0,i,M,6.0,2.0,O,Kvhrmo,786.0,0.0,PA,United States of America,,196559.0,UAL,2646464.0
Otn6208,Yfgwviwirvduuvnuwu,50.0,,W,2.0,3.0,O,Otnbwglmswlabgavipk,681.0,3.0,British Columbia,United States of America,1-973-241-8783,228089.0,Abercrombie & Fitch,40875.0
fwt6209,Immltexdahvibbsb,25.0,J,M,1.0,0.0,O,fwtcltsfotonbo,384.0,4.0,Saskatchewan,United States of America,1-699-345-3507,307406.0,Symantec,2017089.0
GDJ6210,gapnqanjpfsizfdzkdboscutf,,K,U,9.0,3.0,O,GDJJTPEUDXVYAQ,419.0,3.0,DE,United States of America,1-746-604-7583,416766.0,Trinity Industries,2387807.0
LBG6211,Vpwwnvagrlcrwh,39.0,Y,M,0.0,1.0,R,LBGXNNLQNIMNWLFJCFJSDWIFOEES,519.0,4.0,NM,United States of America,1-819-577-2385,165271.0,,1388302.0
Mut6212,cdrtjvlbiyiylcefhby,87.0,i,M,9.0,3.0,O,Muthfsfgwii,787.0,4.0,MN,United States of America,1-440-622-1378,20554.0,Biomet,2823060.0
Ome6213,TGBDGXFN,45.0,N,M,2.0,0.0,O,Omeuyrzkgoedfmy,821.0,0.0,IL,United States of America,1-817-547-7563,82183.0,StanCorp Financial,3302003.0
EWJ6214,Slfdk,33.0,,U,8.0,0.0,O,EWJNVT,731.0,0.0,AR,Canada,1-702-363-3100,164232.0,Equity Residential,2780004.0
Oqn6215,Thawjt,100.0,,M,,2.0,O,Oqnrhzeepgwmqbyui,366.0,1.0,IA,United States of America,,232855.0,IAC/InterActiveCorp,2694785.0
Fvz6216,WJMFIKPSWVCCOSBLHU,21.0,f,U,4.0,4.0,O,Fvzdc,,4.0,OR,United States of America,,312912.0,Belden,1711616.0
Ecr6217,LNHQVKSNVKUCFTXJXMWSAX,20.0,G,,10.0,3.0,U,Ecrvgpdlueybsekykbeawpwfwxg,835.0,2.0,ND,United States of America,1-781-497-4646,262109.0,Smurfit-Stone Container,397414.0
Nxz6218,rrtociroleulkdirxvql,44.0,h,S,2.0,5.0,O,Nxzxydohzvwyhwbtuoq,821.0,4.0,TX,United States of America,1-258-223-0328,314483.0,Chesapeake Energy,712434.0
Wvd6219,Cqvhonkhhppmpxjakngboum,38.0,M,S,3.0,,O,Wvdclcavzyjucisnmqbrbwfwpq,300.0,4.0,KY,United States of America,1-232-573-5965,466626.0,Walt Disney,604208.0
Hvk6220,Ooapjnfgllqxebncnmqoowf,35.0,,M,7.0,4.0,,Hvkbapjvmwxvy,734.0,,Manitoba,United States of America,1-453-947-4645,89009.0,DynCorp International,1909845.0
Kdv6221,unyjuehapdiijkvrc,42.0,,U,4.0,5.0,O,Kdvcir,779.0,4.0,KY,United States of America,1-761-681-7677,400585.0,YRC Worldwide,568325.0
VFD6222,QKLIZSP,37.0,,M,6.0,3.0,O,VFDEJXW,655.0,5.0,DE,,1-298-301-3860,354957.0,Virgin Media,3020963.0
jgn6223,Wrweftsbduoukgrte,89.0,,U,8.0,,U,jgnrrmtdggocitkhzeazk,361.0,3.0,IL,United States of America,,213639.0,Dresser-Rand Group,1481735.0
CYS6224,Xhahvfxwppyhdgwxwldedianntfbi,70.0,N,U,5.0,0.0,O,CYSUTBSQHXYUKVWKH,570.0,,PA,United States of America,1-396-627-8719,345145.0,NCR,2863560.0
Xuc6225,ytizmtfhbrwygkcpiuixsy,,,M,4.0,4.0,O,Xucbgtynarvqvgbortywovilwi,574.0,2.0,VT,Canada,1-832-565-0702,235735.0,Pilgrim's Pride,904387.0
BBQ6226,GDTEVAONZ,2.0,v,U,7.0,5.0,U,BBQQFDAHDFTAOWVHSFVS,673.0,4.0,MD,United States of America,1-078-497-5090,369973.0,Freddie Mac,
gom6227,MCRXSKBWVGSANBNEABUI,85.0,,S,2.0,1.0,R,gomghxnileublbuncnwxkaztws,380.0,5.0,AL,United States of America,1-773-456-0746,219016.0,Newell Rubbermaid,802571.0
Rcs6228,uvjpobbgssu,24.0,z,M,1.0,2.0,O,Rcsnjt,425.0,1.0,CA,United States of America,1-720-090-8013,243613.0,General Cable,1226319.0
kxp6229,ANHYOAAUOIXRKT,10.0,,M,2.0,5.0,U,kxpxfskbofnhtkmetvyufrxwmdx,737.0,4.0,SC,United States of America,1-445-170-2796,256708.0,Merrill Lynch,2427827.0
Ksj6230,Grfpf,19.0,n,M,9.0,0.0,R,Ksjpnpymelpjbqwpbxw,803.0,5.0,NY,United States of America,1-913-689-7677,38239.0,H&R Block,2046678.0
lko6231,EJROHPDRBXJLAUYBTUMKUWLAJKDU,79.0,B,M,1.0,5.0,O,lkotufeuagjebngsw,814.0,4.0,IA,United States of America,1-106-546-4494,359560.0,Hershey,2345397.0
nku6232,Ykincbzkouelaizcxeipd,82.0,d,W,5.0,1.0,O,nkuktcdweub,741.0,1.0,Saskatchewan,United States of America,1-108-314-2617,,Crosstex Energy,1439585.0
WXY6233,Gdcdfwhe,39.0,,,9.0,0.0,,WXYKDAVVEAYSPPGNQEDPSBCMF,608.0,5.0,HI,United States of America,1-401-092-1251,,Bucyrus International,1477753.0
Eah6234,uwxhwtxsbz,2.0,z,S,7.0,5.0,R,Eahxnbrctncxuom,572.0,4.0,ME,Canada,1-966-734-4428,11508.0,Gannett,598666.0
Kno6235,Gocyeydrjimlaruyb,5.0,,S,5.0,2.0,R,Knojnbuwtwzsywhuausazefwlwqqu,628.0,0.0,MD,United States of America,1-573-451-9832,117416.0,Kimberly-Clark,2067368.0
Lhr6236,HESDVQAKNWJJMHDZQUSSZZSQ,57.0,,S,5.0,4.0,O,Lhrlplmcaldfyhhufjeia,692.0,0.0,IN,United States of America,1-894-808-7392,143910.0,Marsh & McLennan,
Pgf6237,Icxoffsawvuzqamutqvgb,19.0,,,10.0,0.0,R,Pgfsltr,446.0,5.0,Newfoundland,United States of America,1-330-226-8660,491017.0,Flowers Foods,2778640.0
RFH6238,Wldcevtpnxwj,4.0,,S,8.0,5.0,R,RFHRAEWEWD,827.0,3.0,MA,United States of America,1-122-192-3178,92419.0,Advanced Micro Devices,2856159.0
WFS6239,Khveczbqhvdfxhah,37.0,R,M,0.0,4.0,O,WFSXCIDBV,398.0,0.0,MD,United States of America,1-874-313-9864,52634.0,Magellan Health Services,3232636.0
Qhm6240,flrltrf,11.0,,U,2.0,0.0,R,Qhmhxtsjsosomeskihxjacrrdkfsf,571.0,5.0,MA,,1-722-912-9511,123407.0,U.S. Bancorp,3012195.0
Kxz6241,LPDLBULMHDLFVVM,95.0,K,U,7.0,3.0,O,Kxzkapamns,301.0,4.0,RI,United States of America,1-659-981-7163,403042.0,Sunoco,2013971.0
Adf6242,Dluxdhhoornskmwcclovx,76.0,G,W,7.0,1.0,O,Adfhmbpwax,,2.0,AR,United States of America,1-139-122-3686,449320.0,JohnsonDiversey,821185.0
Zeb6243,Xiyrdivcxddoavethwjspglkselxh,36.0,,W,9.0,5.0,O,Zebqwuprqliofkrv,847.0,2.0,New Brunswick,United States of America,1-223-810-9214,199810.0,Guardian Life Ins. Co.,1457409.0
Duc6244,Oqkhmceljitjwppieftlonhqbkcim,64.0,,W,7.0,,O,Ducxiwxvqipgelfqijupm,,4.0,Quebec,United States of America,1-991-156-8400,367921.0,Colgate-Palmolive,3456919.0
Tje6245,Symatgimzhojeryxwww,73.0,,W,10.0,5.0,R,Tjeokrkzgvlrocpavltva,447.0,5.0,VT,United States of America,1-571-310-8149,340154.0,Graybar Electric,
Jrj6246,GPNSKINUZNMXLMLZODBNPLPNJMUOQ,52.0,E,S,5.0,5.0,O,Jrjsihvqeogfgybqfcufkkricpyojb,753.0,4.0,MS,United States of America,1-414-148-6796,,,2502749.0
Brd6247,xaloqveirzzyllxmrmsghrtwtr,26.0,,U,5.0,2.0,O,Brdaejybkbnvtclgr,836.0,,OK,United States of America,1-337-344-5318,484118.0,Lockheed Martin,2997086.0
ufa6248,fqfmx,77.0,,S,,1.0,O,ufacoqolfwhqmlhm,411.0,3.0,ID,United States of America,1-989-769-5922,,KB Home,1399551.0
cvm6249,Bjveglhlqqrqfofxznaircfv,74.0,Q,U,4.0,1.0,O,cvmlhsuvczxlzsocagwnwpfirmsw,526.0,0.0,OH,United States of America,1-700-520-4959,,Centex,2272513.0
lha6250,vwqqnpgcqrhclfylegz,32.0,E,S,7.0,1.0,O,lhadaaxqaclnxsrjbqfcrvc,496.0,1.0,CT,United States of America,1-571-840-5076,373040.0,Corn Products International,1137119.0
frx6251,ucjhnmqeoonnanuldchwyhwz,74.0,,S,3.0,3.0,O,frxrukvtrpdyesicebbrwsxwwg,399.0,4.0,DC,Canada,1-095-871-4705,317144.0,Cenveo,1276461.0
Zor6252,Ryooubeqywawdhbwu,43.0,L,M,6.0,2.0,O,Zorbsfobylgdxplkytcfskqgmve,679.0,4.0,NH,United States of America,1-431-861-2474,194016.0,NiSource,2251172.0
Ysf6253,PQOWJEXGQIUHPBPAETHYONA,64.0,,M,3.0,0.0,O,Ysfqpafitcuzibiivhikiwqwh,606.0,1.0,NE,United States of America,1-141-836-4493,280138.0,Qualcomm,1513469.0
vju6254,Hoboe,97.0,,D,6.0,2.0,R,vjufzxxpdxcnmikuz,334.0,4.0,AK,United States of America,1-544-418-2241,98962.0,SkyWest,2023582.0
Ijh6255,dmalogrluuqbtqwdnmojkomn,4.0,H,U,2.0,2.0,O,Ijhuoxfrxllnynbkbiwyqgxuiyvrfa,436.0,,Prince Edward Island,United States of America,1-520-796-0846,215771.0,AMR,2573592.0
nwi6256,twhwdhzqbaqba,90.0,,U,2.0,2.0,O,nwiqvrpz,427.0,4.0,IL,Canada,1-656-977-7062,208063.0,Retail Ventures,3473502.0
Osi6257,MNTMRVQDGOXLXWKDAA,93.0,,M,3.0,1.0,R,Osizt,761.0,5.0,KY,Canada,1-230-138-1820,47279.0,Insight Enterprises,2148688.0
Qgv6258,Peyuxdxkyjotzzu,2.0,F,M,5.0,2.0,U,Qgvxiqrtoekhhfjehjqnum,,1.0,MD,Canada,,290264.0,,533465.0
wnm6259,Xzoyzsnhfkxkvdiorvcf,55.0,f,M,8.0,0.0,,wnmvorsynxoftlhttxpdqayuk,540.0,5.0,Manitoba,United States of America,1-615-395-9101,77240.0,CHS,3462982.0
BIM6260,XGLIZRML,20.0,,S,1.0,2.0,R,BIMCGLEGKXEGVR,363.0,4.0,MS,United States of America,1-088-653-5613,22849.0,Torchmark,858434.0
ily6261,rrjaju,89.0,X,M,1.0,2.0,O,ilyjtlrxulp,523.0,5.0,Manitoba,United States of America,1-844-440-8811,424907.0,Warner Music Group,1582954.0
vim6262,mbjofxk,84.0,V,W,0.0,1.0,R,vimcssofuesj,608.0,3.0,DC,Canada,1-229-640-0758,192598.0,Applied Materials,2554833.0
Zrk6263,Yyetziuznzaozkvt,90.0,,,10.0,5.0,O,Zrkuobqusxs,309.0,0.0,NH,United States of America,1-131-141-6157,378883.0,Monsanto,3510023.0
DKV6264,Jmomwwnmarvvlobqgmjzicx,8.0,,M,4.0,0.0,O,DKVPAHDRGW,,4.0,British Columbia,United States of America,1-777-172-0989,261691.0,Amphenol,3769173.0
RTA6265,ojhylorijhgselommcnw,9.0,,U,0.0,3.0,R,RTAXVZUHAH,583.0,1.0,NC,Canada,1-812-286-4890,239508.0,BorgWarner,2917572.0
hwl6266,TLCCIYQUHGKDCQRCY,64.0,C,,,,O,hwlnwqrrketsghqf,653.0,1.0,MI,,1-881-432-8173,8855.0,KeyCorp,2574445.0
Aef6267,XOQPIEBZGIHWJGOXGHDLWVAMRUACT,69.0,x,M,6.0,1.0,O,Aeffmiywfqivqa,378.0,1.0,ND,United States of America,1-831-026-8125,276672.0,Black & Decker,2225905.0
Gfm6268,Nnzzjbmbjtlsqiadfhqgiseu,96.0,,U,8.0,0.0,O,Gfmnmachzwvnmyy,843.0,0.0,Alberta,United States of America,1-520-162-2475,298604.0,Markel,744242.0
NGP6269,QIORCPQPINOTCOULWDZPSJBP,10.0,O,S,7.0,1.0,O,NGPSSWOIBOALVIYERLBONA,662.0,3.0,Alberta,Canada,1-008-884-4139,436726.0,,
Saj6270,Rhsgqblhthhzsdedewlhfu,28.0,r,M,0.0,0.0,O,Sajfwfokievszlggjqfdazyxufl,710.0,1.0,MD,United States of America,1-835-721-0874,410481.0,SAIC,3861186.0
bjh6271,hjpnmkuevoidyqfhqkb,74.0,,M,0.0,2.0,R,bjhgspwqxkytkuayqikkzqvvl,701.0,2.0,LA,,1-448-248-2228,263829.0,Charter Communications,1056585.0
Dne6272,Qieuctzzn,82.0,x,M,1.0,3.0,O,Dnesvforonkhpkqlyhcshtu,706.0,1.0,SD,United States of America,1-451-304-2069,491109.0,Expeditors International,2403570.0
EAD6273,Azbhpqycfqvrfwhyfeeubtk,17.0,,M,9.0,2.0,R,EADWMEFFLAGCJAFMQPCBZDYOJXQ,741.0,3.0,British Columbia,United States of America,1-136-991-7669,381105.0,Avon Products,3961210.0
Esi6274,Ewnlcamshghoqrla,86.0,j,U,2.0,0.0,O,Esillpp,,1.0,NV,United States of America,1-824-685-9603,1986.0,News Corp.,2779567.0
Ufo6275,KVPYFAWINYBNVDLU,71.0,,W,5.0,2.0,O,Ufouxeug,,1.0,ND,United States of America,,103351.0,Cliffs Natural Resources,2580741.0
Jxh6276,lomofzadqaufqchhb,3.0,A,S,6.0,0.0,O,Jxhtphpbattbvrgpjuffagcucy,461.0,0.0,SD,United States of America,1-383-201-2085,238034.0,Western Refining,3449731.0
Yxm6277,Ltnlbmeefllmpgqmkouig,49.0,R,U,7.0,0.0,O,Yxmtydiwlwjsccucsfyxa,499.0,,GA,United States of America,1-158-749-3011,288409.0,AMC Entertainment,1721006.0
Zaw6278,grhhfwuddtcfavroiqxxptdt,,Q,M,6.0,4.0,O,Zawssicjrqxpaqzbxczswgubasaac,468.0,0.0,PA,United States of America,1-113-509-1769,306285.0,Pepco Holdings,167494.0
Xvy6279,xlqzzdqnixciu,52.0,U,S,4.0,4.0,O,Xvyymciwxuepfhrqwmwlqfd,,3.0,GA,United States of America,1-646-987-5467,309144.0,Manitowoc,478397.0
ggl6280,XNZHBRLMSZ,79.0,,M,6.0,4.0,O,gglbgur,340.0,4.0,UT,United States of America,,162638.0,Dentsply International,378153.0
Xva6281,uiuqmc,89.0,,W,5.0,1.0,O,Xvaezcmpeb,335.0,2.0,NE,United States of America,1-033-446-4556,17872.0,Legg Mason,3543021.0
Zqj6282,zjfrdoivznwbiopgoitcamwmsgywn,14.0,,U,10.0,1.0,O,Zqjchvobziwmt,415.0,3.0,SD,,1-110-952-8073,441247.0,Sherwin-Williams,1229308.0
Vjz6283,HXBNECSCXWZQEGBRS,13.0,U,S,0.0,1.0,R,Vjztq,795.0,3.0,New Brunswick,United States of America,1-880-031-1726,191087.0,UAL,737899.0
Zrh6284,NQUQOJNUPILU,60.0,D,S,10.0,1.0,R,Zrhskqkvaza,579.0,4.0,IL,Canada,1-672-498-3521,489414.0,Lennox International,266728.0
zpc6285,Xbcdooixvnzaezjufbazjvghcopp,82.0,o,S,8.0,1.0,O,zpclkhuobbckunikrzqmcnaqywgwum,507.0,4.0,AL,United States of America,1-173-855-0058,216630.0,Target,1067686.0
LXA6286,Hqepyhlax,83.0,,M,2.0,4.0,R,LXAXGKZTTK,489.0,1.0,MT,United States of America,1-868-420-5496,391633.0,Nordstrom,1574915.0
HLH6287,Ewlhojmgbzhwbticc,46.0,,S,7.0,3.0,R,HLHRQHFGZPRUQHPBAOEODLVNW,741.0,1.0,MI,United States of America,1-009-301-7925,195164.0,Nordstrom,262527.0
LQV6288,LNMQD,38.0,,M,7.0,5.0,R,LQVTYSJCMRQHEQUBXFXYVZAXABGTDE,686.0,1.0,WY,United States of America,1-329-141-0642,9622.0,Mutual of Omaha Insurance,1489216.0
Whs6289,hkzonebjphkuj,,z,W,5.0,5.0,O,Whsvnkxmfmwgpktkqzcsdg,733.0,3.0,HI,Canada,1-191-574-2271,385144.0,Biogen Idec,2241346.0
elq6290,ykgqmpi,47.0,w,D,2.0,2.0,O,elqseajuqjqd,669.0,2.0,CA,United States of America,1-293-076-8500,420044.0,Mettler-Toledo International,3904529.0
Krn6291,Xbllrqoamopqpuglsxavfh,99.0,G,S,6.0,1.0,U,Krntjltttsrknfmurcxaa,420.0,1.0,SD,Canada,1-280-789-2909,401974.0,Kellogg,1909421.0
SLD6292,WRQRVCQWRKWUAFHJWRUJFYCEGAJH,79.0,,D,5.0,2.0,O,SLDCXT,599.0,2.0,FL,Canada,1-513-406-0297,274138.0,Patterson,1935375.0
gma6293,OWKXDXKJECMZXGYKIPULISBWZMFRL,2.0,o,M,10.0,4.0,U,gmaerwmcbydvhsaenfjabbfxzp,745.0,,Ontario,United States of America,1-191-702-9644,290045.0,ConocoPhillips,2511480.0
FWR6294,jstox,93.0,,M,1.0,4.0,O,FWRWOWJTMOK,482.0,3.0,KS,United States of America,1-899-248-8916,389768.0,,786125.0
Mde6295,Xmcswuwsiklzksc,69.0,,M,8.0,0.0,,Mdemxe,405.0,4.0,MO,Canada,1-443-166-0314,132259.0,Psychiatric Solutions,2415523.0
EST6296,LWAHUSNQXLAJICLURYMKRITCLJCK,11.0,p,M,8.0,4.0,O,ESTBXDJUFNUBZ,547.0,1.0,MI,United States of America,1-955-387-5747,380954.0,Buckeye GP Holdings,315091.0
DKC6297,Bojvmqphazqinmi,47.0,,S,10.0,0.0,O,DKCSXHXYBKWSXSSNZRRCOMXPTYA,848.0,4.0,Prince Edward Island,United States of America,1-754-412-9717,258710.0,Cimarex Energy,810911.0
krn6298,xawpbwdacpsshauofqxgfrb,80.0,,W,9.0,2.0,O,krnnpvfrddfqaqafkt,696.0,2.0,NJ,United States of America,,410893.0,Winn-Dixie Stores,144852.0
nsd6299,syruiy,28.0,,M,6.0,2.0,,nsdbsxaqhtdwnyspuwjqwrwqfvu,658.0,5.0,AL,Canada,1-238-481-2477,21695.0,McDonald's,516455.0
QKC6300,yrsmgooaswsryabprxigupkevbpycq,95.0,,M,8.0,1.0,O,QKCKYCQGXWBFCIVTMECHFJMK,410.0,1.0,NH,United States of America,1-021-474-3956,173170.0,Ashland,315619.0
XIL6301,tnxtqdpegnglwlealwromu,55.0,L,M,6.0,4.0,U,XILBYSANWQWCTYHWVOWEP,604.0,4.0,MT,United States of America,1-444-031-6512,437848.0,Magellan Health Services,3460137.0
uzj6302,Awuxusfalawbkscwjcyo,12.0,m,M,10.0,5.0,R,uzjdyzeggxrcayqvbslwf,384.0,5.0,OR,Canada,1-667-372-3768,308864.0,Paccar,1899246.0
Txj6303,Ulfmnlpbsumzenexllwdd,60.0,,M,10.0,4.0,O,Txjjopwlgdqegfvwrndhqn,453.0,5.0,UT,United States of America,,94097.0,First Data,231212.0
Xew6304,VAVQNVHPZNSJEPIMKOJZXJNKJRXBTC,19.0,,S,0.0,5.0,O,Xewpjyqsevaojazwtjcemcspqcev,744.0,1.0,WY,United States of America,1-382-875-7422,279590.0,Oneok,3548895.0
Hfu6305,Esbfdhpldiiafxbxoxzgsgkge,26.0,G,D,3.0,2.0,O,Hfuhghbingalszdpoggtunpcxl,482.0,1.0,NJ,Canada,1-266-820-1272,396486.0,IMS Health,3447298.0
Rqd6306,gixsaetnds,88.0,,D,1.0,1.0,O,Rqddodzowbbmsgjut,548.0,0.0,NJ,United States of America,1-153-373-5079,43592.0,Centene,
Tbc6307,TKRNMXZWMSZOXDWEEHIIFLJWNOMF,43.0,,M,3.0,2.0,O,Tbcthnabztqcdbcqjmurtdxbzxpabx,676.0,5.0,WI,Canada,1-026-244-4380,115550.0,Oshkosh,2889597.0
bzu6308,Wxprrvjiv,19.0,B,W,1.0,4.0,R,bzuzojhmjqjpcjdzlbcapervksvf,822.0,2.0,MI,United States of America,1-653-692-2918,401981.0,United Stationers,3672441.0
MSU6309,NUQZUSESRCRTW,70.0,,S,6.0,3.0,O,MSUXGYJEJCVIQVGMOAWXGIHYMT,830.0,3.0,WY,United States of America,,254739.0,Dr Pepper Snapple Group,1637811.0
Iyn6310,Upmqjbtdow,77.0,B,U,1.0,2.0,O,Iynvhqjjwefrfnhzdjglqw,504.0,0.0,WI,United States of America,1-064-997-8477,263908.0,Western & Southern Financial,718794.0
Qsg6311,LXXOJXPYJFHLPVVDYLKFYDLLMEBS,89.0,,S,6.0,1.0,O,Qsghvfmcp,638.0,1.0,MN,United States of America,1-351-000-6725,417267.0,,973678.0
DHI6312,Dlkkhjy,19.0,,M,5.0,5.0,O,DHIPA,436.0,5.0,SD,Canada,1-777-398-6733,380290.0,Interactive Brokers Group,39772.0
Wzg6313,Upqeoyvajjxtbxpbojvsllhx,,J,S,,4.0,O,Wzgsdpzblyuv,457.0,1.0,NY,United States of America,1-419-674-8819,202370.0,A. Schulman,1339078.0
SIY6314,Fdauh,12.0,,M,9.0,5.0,O,SIYNSRJJBQZKSZXOLTKFMH,811.0,3.0,NY,United States of America,1-389-714-8451,125033.0,Adobe Systems,2105415.0
