prospect_gncd,prospect_pstlcd,prospect_nmbrchldrn,prospect_ddrssln2,prospect_ddrssln1,prospect_gndr,prospect_nmbrcrdtcrds,prospect_ct,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_phn,prospect_lstnm,prospect_nmbrcrs,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_wnrrntflg
Qnc10985,GBWRHUJMS,4.0,ENRRBDISBXOCVAQTANLPZVGMFOVEIBVQCBAEYXXIHSGUOHBMRBPZSSLF,Xrcqitjaluheqheybbzsymggqxinfvhfxeuhfpinvtydxal,,1.0,Denver,3270324.0,,Forest Laboratories,646.0,1-066-477-5944,Qncvopywlyajifnzlpoacfm,4.0,140659.0,W,5.0,O
ESG10986,hzandqqpeish,,Yyjahqtuvgtcanvuecnlwxeuloeqovzweoceebvmo,LHWVDDUGJGVHNBVVWDKJW,f,10.0,Dallas,3685597.0,,Watson Pharmaceuticals,488.0,1-282-512-4315,ESGRGMXG,5.0,,S,50.0,O
Yjs10987,VOAOHGFNDCI,2.0,aygarmbfadbhksbcqltnbjshjbhzqeabfymkwxysme,Ubskzjndmewryzckgkrjxvucfhdnyagztbxwgwdijjivjtbycgpmfdwvtrsdaemlmqo,f,4.0,Lubbock,207116.0,P,Duane Reade Holdings,699.0,1-886-395-3491,Yjsll,1.0,56183.0,W,56.0,R
Umt10988,Dijuvdurnb,5.0,Okarylspwribsdxqogmmdvslfhyrcbsvhfkjhcakmeknnnreyrtkrttoqlvujtord,Nvnrrcemacjlsxihqvxuut,,0.0,Casper,3499346.0,S,A.O. Smith,324.0,1-278-431-6057,Umtpglmoh,5.0,,M,5.0,O
PYW10989,EUZBQ,3.0,tkidmepsiiszzaibzwclkpmrvilukumyabefdiltacwiajidazd,Jqsefxjucpdhktaxxlvpddokzlhpsidimthpd,,4.0,Providence,748619.0,e,ITT,512.0,1-412-924-8688,PYWCBHPKCU,3.0,348650.0,W,30.0,O
PIS10990,Ncrhjwrjoqeo,3.0,Omjupphpwcvckanfptnvjbyjfvxliixcuzveepwvzvkfdbwmbevbgeroz,sdojpufzogmbxlrmjyozmbuegolvzmdyxfnabtpmnjsxblmvfxrcgljidgbvrvnkmdi,,5.0,Pembroke Pines,3059847.0,,Hartford Financial Services,716.0,1-345-968-0834,PISNWXDVZLYSLHDWIIVN,1.0,287672.0,M,33.0,O
ghl10991,Zbjwvhvofsxv,5.0,yijovxmgwnhzuenxpnmhxmoqpfgcyojqapuklliywzjntsjkfqwibadrytacczmzratmpppibcn,Kwlaavxlvnocxhvbqsdngppxtnlatzvrokhiumqap,,9.0,Garland,1649676.0,,Eagle Rock Energy Partners,333.0,1-424-096-1252,ghlvpa,5.0,36078.0,S,61.0,O
OJC10992,Qgkfjmo,4.0,RDHOADSESHMYTWDQLCJXMSKHHTBTETVHHGNDNLMUINVITSRUGHJXRTJMRY,Wqhthynpjpbdyngthzcbhkwtktinbfcblctwm,,6.0,Mesquite,3705423.0,l,Worthington Industries,407.0,1-730-997-1829,OJCFBN,4.0,422110.0,M,25.0,R
Ind10993,udpkqwpq,2.0,APWEZOOIUXSYKQQEBWWAGUQKAGAFFOGUAKMWCPJDSBU,TVMBDBQP,f,10.0,Nashville,2376501.0,L,PG&E Corp.,661.0,1-053-888-3018,Indliisjrocshyt,5.0,111797.0,S,22.0,O
INO10994,Hgjnxamvejxw,5.0,Ensagkucbfsewevwnjloyjsauwoggetcdacwqdwwefxicaeiddpsdpvb,ipofizkrojuhuxikswemcpqdz,,2.0,Oxnard,2632165.0,,Nvidia,620.0,1-223-074-7524,INOBKKQUWOEBH,5.0,268988.0,M,33.0,O
OJB10995,Ccrvdr,,,Ptuwfpifmmctyedehrcfiecvgtqiekzrfqujokgspxjeamvlnc,,2.0,Windsor,934450.0,,,382.0,1-971-942-2630,OJBVAOAIMJHMJQ,2.0,,M,82.0,O
BVV10996,wdglvya,2.0,Wzjegmqlfeenlkggcfnpioazrcblkpwpiravjhbfbmymlfuppirzzkedmekcgrlpyngeqxqovs,,F,,Durham,3108435.0,d,Robert Half International,811.0,1-696-241-0126,BVVJGQCSRLC,0.0,446361.0,U,34.0,O
xcj10997,RZUUKTZXSU,1.0,,XOUGTKXMULOPBYOPVHQBUTZFAMJTA,,8.0,Garland,2984010.0,I,,612.0,1-246-074-0496,xcjdrtwnpffjzwbltngdal,2.0,257785.0,M,51.0,U
ejt10998,Mwjyy,1.0,Dyqsiimaktyqwbikgikgvgdctw,Avunetxeeyqmxkhiatwwkqbapaolpjsbinswvotmwrkbpxqupmkm,,,Cheyenne,3075972.0,k,Health Net,324.0,1-920-174-9748,ejtpqcwpkmtuexsuqamxbdbw,5.0,150645.0,M,99.0,R
JNP10999,Wjobmkua,4.0,JYSKFNHAWFJW,Lvtvjdqpglfubkhazhqcjclajmphf,,7.0,Reno,3256928.0,,Nucor,833.0,1-024-590-5688,JNPXAGHFRGQTNTBRMXTVIPWIOOROP,2.0,421868.0,S,85.0,O
dtx11000,hdokmlipv,2.0,wbsupnsflbcytsfuvkqqckxpfipoajvhcumyvykapbfbwwsqkxgkdhejlpxkqehzmimwtbpp,Lwdxozkaoelvuwhvcfcmcslonfuhgmevxjwrkahnpvjemfgro,,2.0,Boise,539305.0,X,Dillard's,709.0,1-159-082-0459,dtxlnfqq,3.0,477784.0,D,,R
XGG11001,lrsydq,5.0,afoauyonmpzebglinvejxdnugdsyvupirrbgqwfdystuveyktjv,Hkeamuxoxjpjhykuw,F,2.0,Elizabeth,3335019.0,,Entergy,496.0,1-534-842-7921,XGGLNMSU,4.0,480972.0,M,86.0,O
lmt11002,Ngfgkellsy,3.0,Xlxliaepmjllutukjjrvaqydaizwutpltssmoavadzlrhkmgqgsfmawcmswpbqmuve,TKCPFY,,4.0,St. Louis,3679401.0,x,Vulcan Materials,366.0,1-674-534-9910,lmtbsjixdamaq,4.0,240268.0,D,67.0,O
Wdf11003,Kkskfahiqec,2.0,Fzjgvdoeknlekcqwwktalovelvahqfbuzofndvfpardkesyiqgzcapilfwwccloqjcb,OURVGMVBTAINNCFDGBRTPINPVR,M,8.0,Irvine,1800895.0,,,324.0,1-610-216-3732,Wdfadzz,0.0,387663.0,S,51.0,U
Bus11004,Diblximhgqv,3.0,Rfcnavsgdkcxdhdrfxotodbki,EQQBXLJMBSCSNXFVOFWJVTNGEMCLYTVY,f,9.0,Toronto,555825.0,,CVR Energy,597.0,1-921-804-2195,Buslxzohiu,5.0,492331.0,S,84.0,R
Bch11005,GMPZFP,4.0,wwxwzipkdlvczablvzjuxvnpealqngwudmkjfhnxsjwhxcq,,M,5.0,Billings,2999627.0,J,Brown Shoe,534.0,1-734-178-0676,Bchhkbacpkvndmufvnrggvedvtwxnb,0.0,169157.0,M,6.0,O
WYJ11006,EKBMVQXDUBBT,0.0,VINORHZAKTGUIOOLOMPXTUAOGKDEXGFIBAOSDJLKVDHFVOWEME,Uidinrwofeuogragwwpzxopvafughiaufefbhldrnru,,3.0,Salem,3350736.0,,J.P. Morgan Chase & Co.,839.0,1-547-439-5268,WYJQHLHHPUV,2.0,387828.0,U,64.0,O
Qkl11007,Kazqtaflz,1.0,MXTFIBBBNBMHBKIAALXINOKTGIECMYSDKKKJTYMONLKCSPTOILNIDTTHPDDQEWDFESWFZHQCBEVOLRQ,IXMZQNRVFQGJHN,,5.0,Toledo,3360420.0,M,Administaff,524.0,1-256-511-3577,Qklpo,0.0,380891.0,M,82.0,O
Ntg11008,Adtzig,1.0,Fanpmwpmojlrmdyvarffmmxbwmposomrnehkbfggqzkdzitsbxpqgnpg,nqwwqchsn,m,0.0,Lansing,1920593.0,g,Mohawk Industries,584.0,1-481-246-8505,Ntgkkb,1.0,258054.0,S,,O
zbw11009,xomdcv,3.0,RKQCDO,qycdprpchwxraatrimxblenqvindbvaqmgbshcvddozrujupvtsbqnqammbphokdmbegoegkcwhwzlv,M,6.0,Indianapolis,3961490.0,,Lennox International,839.0,1-245-518-4843,zbwnoafsojzhrmrvnkjtdjdvlbnk,4.0,261221.0,S,58.0,O
Jhk11010,Zhjoqf,,QNALJLNGJSUXRPMIYSINYOXEPUWELVRPUIPROWDNFWOCATFLOHURLJCYJHQYMKUVCTM,Xprclajcbyanvzopvivyrkafsuztjrnlr,,1.0,Detroit,203663.0,,Timken,850.0,1-387-392-4442,Jhkiuzbpq,4.0,71903.0,U,11.0,O
MWP11011,tzcylsgoqi,5.0,gzueuluvhlgcogowzmxfbudhtsaoerncqkedxunumugsrmfyzmpgnrasfzbseehiocopbe,PBDCZRRFLUSCVUPJERQNYFLGVYMRHUPJUWMILNJNKVKGQPZUUFFTJS,,2.0,Virginia Beach,746242.0,,Celgene,539.0,1-279-097-5068,MWPNPUXIXMADYLGIUWRHULCVYSWP,0.0,72572.0,U,88.0,O
Ecn11012,Gwczjbixx,1.0,LTMLI,yjlmljqpmyboelfuhpefuqtciwavskwtrmdkknsmfjqqpmkafpawhuehgxzxowsorxbyoz,,8.0,Regina,3452288.0,,Ryder System,317.0,1-733-517-9989,Ecnvwgeihg,1.0,484396.0,M,87.0,U
Nml11013,Ilijp,3.0,lkdsrmdjecuahxxqwqmlvvuzzrxcvrqj,wlqkteduzinvutilcetjfhpmhrbgyvzxotni,,0.0,Augusta,3126002.0,,Teledyne Technologies,787.0,1-336-800-4414,Nmlpp,0.0,4921.0,M,22.0,O
Kph11014,CINOFKGQCFIC,3.0,bgaaiyxiuinpwdgvsfwayrpnur,Kguvm,,2.0,Salinas,3354045.0,,Scotts Miracle-Gro,320.0,1-450-605-6986,Kphqtqxjldxpjjm,2.0,250785.0,W,86.0,O
VCP11015,npsexx,4.0,Dgeiklfwvbkvjmulelhbpgrtkssdfctuzqjcbjltji,imkrjlwfekcqqpuserlhwroehgmlwkgsbmmuu,F,7.0,Macon,1826409.0,,Expedia,562.0,1-875-210-3192,VCPJPBXAV,2.0,470090.0,U,39.0,O
Brw11016,,0.0,Cdphjyeofkaidhcoasulwxlpawwvdamjnjjztgaljkmbqj,zrahhnxnuxsvuemspnakybnrawjdwuaejudvdodfndwnpecdp,,0.0,Victoria,222526.0,,Perot Systems,665.0,1-669-219-6977,Brwjsrdenbemgmobwdayx,3.0,123483.0,S,96.0,
Skj11017,fndje,,Nbsqftvt,udzyrlebzpmjltdhjadxaefdeyieyhepfvimbfhdkpssmplhhlccjcfemjquyb,M,7.0,Erie,1167631.0,,CB Richard Ellis Group,822.0,1-465-741-4961,Skjrxythhilibqvbzvqmnj,5.0,119581.0,M,49.0,O
poi11018,YJTDJFN,3.0,oobdujfkmwstgsyexocrfxevjsrcogumservfrjtwnqrquggxogbtfhdgbhkmcvrq,YNEHK,,6.0,Salem,57285.0,M,Bed Bath & Beyond,631.0,1-703-059-8730,poikivdweeuf,2.0,196672.0,S,90.0,O
Qnv11019,umlly,1.0,fufhytszwebeodxiibwhwtraghyyev,Cyytmwibtsosrxyf,,4.0,Santa Fe,3757167.0,A,HCC Insurance Holdings,732.0,1-552-793-5246,Qnvfzzejiualip,5.0,273544.0,W,43.0,
mgh11020,Fsexdgaommm,1.0,Ceotobmgwqdvsqessmnnrossnjeluieecfkrqbmnrudfpjwzfj,ceyhyzcvwwaugaknwrlvulqnbupeumpsqfikvmlajndgpzntcdycbjacrjnxdji,,2.0,Peoria,1804426.0,Q,Baldor Electric,325.0,1-527-518-9041,mghrqtxkpnu,0.0,228307.0,S,,U
Mwi11021,Luqsx,1.0,apwawkfzzzadyejzdnmqpxovkhgypiqqewvqorjalvipokoissqjpblfkgenvhkwez,ebnnwbidaydxclqvrqgwqvkcjqhwidjnzkpclksfgjcdxyqkgpwkjndisbpefusfjkiuoamimlmgmlfb,,3.0,Dallas,2301098.0,M,Biomet,585.0,1-917-057-6244,Mwiaklvffdsjhzutmptxzxpusz,0.0,448558.0,U,24.0,O
uof11022,HBKFAFAUKAG,5.0,Vbfmfskyqiwadtuaaywgdxxmptysjokuuaqfuebh,Hoqpxbghhmapxbpvdwewxuo,m,6.0,Richmond,,,U.S. Bancorp,459.0,1-766-928-4387,uoflixknvtgxz,1.0,472144.0,S,,O
Pfe11023,LEEKZ,2.0,aygmbjnfrgllsoictwphfsgikffzgbbnsn,,f,10.0,Berkeley,1288597.0,,Cenveo,359.0,1-869-756-1924,Pfeayacxunbjkecxjgnlmrfklazg,1.0,379231.0,W,52.0,R
Skv11024,ivtamkzu,5.0,Lwbunop,,,,Casper,3628047.0,A,Kansas City Southern,506.0,,Skvuxppbrgusmslyikcobickczrqaj,2.0,56703.0,M,43.0,O
Qai11025,ASLDU,5.0,Cjqvgqdig,,,2.0,Amarillo,2146069.0,e,Yum Brands,626.0,1-016-085-3652,Qaibkfkwexcpxlqlky,5.0,299584.0,M,47.0,
Opb11026,Svppilfzzn,5.0,Kdrattsaeztvocbzvtnebpwmytyjevlngsjbdirdaecpergiplafrmtuysfloyexifekxm,Qmdsxhqcubgflzeguxbkrtxzaqabpubahmarajjoblaivoxoeyth,,2.0,Hartford,3966943.0,,Sempra Energy,739.0,1-874-797-3511,Opbmlmrqchrqgnyumvtbfk,5.0,316035.0,W,70.0,O
OIB11027,Joiko,1.0,HFLWTETNSWRRFJEM,Ipxjggcexwowqpxwjyeapjluvjwxpkxuarbhdatdfy,M,3.0,Cleveland,3869600.0,,Liz Claiborne,441.0,,OIBLIOEXVCIPLDIYTRJR,2.0,102451.0,M,21.0,O
PQG11028,Ltnzhgygz,3.0,qccvdvpkkgaquheqbwnwrdmqzqxzwgysjkrtkuuclspfdtvhgiecsulnoqevywyvubdpfjxddfvki,DVHOMNVAEVIJIGFJHGZDCMTWDCZZKJVPTHHORPOAKPFNFQTXDTLVT,m,8.0,Fort Collins,276893.0,,Equifax,582.0,1-390-699-5377,PQGYBJKQXMMAUIUIITLRBUVX,4.0,135536.0,S,3.0,O
fny11029,QIFSGSUEWS,0.0,HSOIJAUNIAZSMLWEXEXG,Scmadgvbcrvyxquzcnspfoqiaezxwjzgozusajelznojatvdcvhuymtfevzhgylfr,,4.0,Rancho Cucamonga,3349062.0,,Beazer Homes USA,475.0,1-951-830-8970,fnymautmd,4.0,369669.0,S,80.0,O
Glb11030,enwoyeu,5.0,HYSBAKCTM,Kfjtayynsobkykfyfrwzdhlxucjwudqgnxkivmuaydmbvgqoazhfszesvrndmnbzdhwscxztzipn,f,9.0,Cedar Rapids,866592.0,k,Conseco,602.0,1-227-344-4616,Glbehefibwhnbytaur,,285470.0,M,90.0,O
BUM11031,Qdjzlluqspxw,5.0,ontatgokzqtdqaoodkqhemzmgtjzibsqyiubmbfmnrhv,HFZBUWXMCBIMSZXOXKPHLJQNUFEPHIBAWDLSOZZMLOWZKIRGLCAGNMKOWACSDVLPTV,,6.0,Elizabeth,2298774.0,I,Baker Hughes,321.0,1-744-471-5504,BUMDQMTPTLPHFFDBM,1.0,138541.0,U,,O
Ppv11032,iyxuc,0.0,Asnegytlktvedwndhgupdexuznhdqqhsclmegotlfgfkqxotnf,NEOMGFWOIRQRAEEKNHOQMKLNCTNKMWUGNUCZDIBRIFEFWPYYPZ,,6.0,Scottsdale,3022407.0,,Levi Strauss,542.0,,Ppvbxcyoiaiektnyaaoshxosldbn,3.0,149614.0,M,15.0,O
AQA11033,Ldkhd,0.0,mqrulypatlujyuzjmjrgjzhvnnuilhwqaxpwabt,,f,2.0,Greensboro,135667.0,w,National Fuel Gas,489.0,1-650-951-4325,AQARGLDHRESPTGGJBWIPPOWCPXA,5.0,385895.0,W,86.0,O
Sfb11034,HAQUXHE,0.0,Djkpaaqazirdwxgtgdzpel,Tkbblwmewtwsdlocylchuvspeiatzdrywmknvj,,7.0,Worcester,2115782.0,,Hawaiian Electric Industries,363.0,1-065-202-3903,Sfbgefqkxqim,3.0,209407.0,U,65.0,U
Yah11035,Zmskwi,4.0,,Kindxt,,2.0,Cleveland,224027.0,v,Yum Brands,454.0,1-196-292-1247,Yahhtuxmlqrjhahynuldoduqopnqh,4.0,270128.0,M,33.0,O
Oxf11036,foddzcobsob,0.0,Lwqirrmpgoglianlzpbjnmvvpjhtcefpajnwarejgajhbyyrrkfysvypi,Qjjcozmlksbypgqpeztywviflftsirfuextkluq,,9.0,Oceanside,772022.0,,Erie Insurance Group,305.0,1-634-319-5917,Oxfjhmwaqkifelkensotwzuurdlp,3.0,270364.0,S,89.0,O
Mwh11037,bbvxoa,5.0,RAXQBZEFITSEHSQKTZOIWFHYVQTWFXQYFFYXQHOFGLVIBVNLNVXT,Ekzstoywlgvaqhimdsomztyayhofyr,,10.0,Salem,1479989.0,,NCR,510.0,1-333-536-9184,Mwhelwgnlq,5.0,264871.0,U,66.0,O
Anp11038,Zskrroqo,3.0,Qwxalvkroe,ikccfisfogwsyrsrqvlfyabacii,,3.0,Honolulu,275474.0,Z,Brown-Forman,356.0,1-120-566-7389,Anpmdkyeurhgfkmvms,3.0,156765.0,U,95.0,O
YIY11039,Twsbrs,5.0,Ntiganuqysazebzkonytjpm,wfnoi,,0.0,Pembroke Pines,3282711.0,,PSS World Medical,631.0,,YIYHXU,0.0,437573.0,M,64.0,O
dpg11040,rejtk,5.0,Fveovceeggozrtuhxjtwlagjpwoqhafxhbrppsdbknbcqqndkvwnqiavtpbirkmiwdhcskfdzqzcvf,Etdfqrrxynwsvjdxawpxheretwwfq,,5.0,Sioux Falls,2638326.0,D,Nationwide,739.0,1-226-599-8877,dpgvlmxlyup,3.0,150389.0,M,,O
TDQ11041,Ieujsngwbn,0.0,ITLUEYZVGMGHVYOEQSDCBRYSSGBTVSTIUTSKZQQEFXEGDJQAPGKDVTRGYKSR,qbhuzszvkrjxcnwewxunvjfuttynijoshhgszpgwkgeclneifhbib,,7.0,Sandy,2071988.0,C,Career Education,762.0,1-407-835-0785,TDQMRPVVJAIJKUXDTNDRLIUH,1.0,,S,76.0,O
idm11042,KDKUY,4.0,Yozkkkmxauibzawog,OLTXOTUMHAYINWXPTLNQOWJZJSDTO,,1.0,Whitehorse,1827065.0,,Blockbuster,522.0,1-283-269-6136,idmgotoomjaxincowzdh,3.0,393425.0,M,,O
LGB11043,URILR,2.0,Hszswgmqcdqwchxruqykibskymrvozkndovedykxbwsit,llqegqgbagkepasvnykrgmahyugbfqjvpxrwmexjwpg,,4.0,Baton Rouge,84805.0,,Western Refining,786.0,1-655-511-3417,LGBQGZSLTTNLLXKDK,1.0,,M,,U
Raz11044,tveixyls,3.0,UYTWHBZBSYDBFDNDVIZGYEBPEPKTVWOLKDWDJIABFDFIRVZHADUJEQUPFTYJTKGIADABMXOLYVYN,dwdrlennbuljcpqaclhdjumlnajbolmxeixxnbhgjbxqpeaxojidmsrkpxfehyrjiukohmlgrnjivkmv,m,3.0,Vancouver,504858.0,,Teleflex,382.0,,Razlobqntwiyipuokwllk,3.0,431480.0,U,74.0,O
Tlg11045,Qvvyv,5.0,Gzitlgjrmcerbmtzpeocy,Ckeqywqhgfrjgceuflmirxnaouvpubuzdjmvwstiqyctlbqjlmfxswbotgumjslctkhigaqwkqexo,F,3.0,Spokane,2917928.0,b,PSS World Medical,428.0,1-030-842-6697,Tlgeabsbqubvltx,3.0,402104.0,M,60.0,O
Pqj11046,wwiwycaed,5.0,Trueoqxtcctcjdtgyroiof,WFDNVEFHKSUTKXLQNNOZNJAIRNJQVBBDISUQQYJWVTBK,,4.0,Cleveland,66004.0,,Oshkosh,519.0,1-434-401-6720,Pqjrkomickggbfxdbbmwrxmfsf,4.0,206561.0,S,51.0,O
gec11047,TKPCVOLLHPY,1.0,IZYIILRMOETXQRPDHEHRSMWFAXZBPCMJVEFMKVSLWPUDIAXDLDDBCEE,Npkvwrqlrxbwruovqxfkiihpbikmmkjeqcboslyrrwwnielxcdoqjji,,0.0,Hartford,3420451.0,,OM Group,790.0,1-456-771-8560,gecfhojaloqyiysdxahaympm,5.0,388645.0,,18.0,O
BHU11048,Szkbbie,4.0,Vodkzerpconvzdkrfjyqfg,XEDUVBTFFTRJNYVFORKBZQYIXSGQPMJ,m,0.0,Vallejo,3638395.0,I,Alliant Techsystems,771.0,1-005-528-4594,BHUYCLM,3.0,212951.0,,26.0,O
Aqx11049,Gswsu,2.0,Hlhagnglghupntkvqionlunwevkmesbizqbfhcvroa,Stilrmiayanlcelfyrlficcbdtinlo,m,5.0,Palmdale,1766856.0,,Interstate Bakeries,461.0,1-494-921-1091,Aqxgttpoiaggcovdtx,2.0,185442.0,U,55.0,O
Fbv11050,SHUFNWPFO,2.0,Fvgonvexenvqwzegzlouxqbogujaoczaobiodnkeamfnczqndnxnnanhuahygkhgbhtzsviqhfrau,dulcsjscnddj,,0.0,Corona,2875839.0,I,Virgin Media,654.0,1-808-251-9510,Fbvtdp,2.0,44513.0,S,45.0,O
QTZ11051,Hugwymhggnm,4.0,Atoytsxrarpmqrcdxsabomwfskthzdxrgnrhyfqne,Lolumr,,3.0,Anchorage,1463839.0,C,Allegheny Technologies,354.0,1-728-082-9573,QTZJRPJPWCOK,4.0,484435.0,W,29.0,O
Hbj11052,Vryoi,2.0,Wvxigpyvtnhqfbdlkkiznylobmzdiohomnkqbftwrsmn,,m,10.0,Frederick,3563280.0,,Unified Grocers,467.0,1-008-787-9366,Hbjlamacajneempy,3.0,222517.0,U,5.0,R
yrx11053,Sireyucucrom,4.0,ozmlgaueygoyrubfnttpvfilfxoyvriefdjxokxosolmgoarnvwefznrwmicxfwfhwqcrotmeyl,Borfwcnnvvcrpntmepxxkzmnecozdexvqxcwtotl,,4.0,Cheyenne,1816691.0,H,Kohl's,359.0,1-879-645-7815,yrxkvsdgfwfyvhlf,,240730.0,S,92.0,O
VGN11054,yvssixsey,,pmgkmijadfgvvmoticnxhgfetakrkemmzvearpzjprsylthqarjqzncylfdfbbeqst,Sxhvuxjhmtqxfoprgscbldismivxumhdfymdzwujoecnwfcvrrgyoiobojgouhwujmv,f,5.0,Phoenix,3259233.0,,Source Interlink Cos.,511.0,1-785-135-9110,VGNECFUOAVXVJA,4.0,,U,80.0,O
FSK11055,Wddinbvdxz,4.0,oafaxhwglisvynmxwxhmclucr,KOOEHCXXQPJSUUJHCGSVT,,10.0,Regina,2074410.0,T,Energy Future Holdings,803.0,1-984-153-6022,FSKGYRIXOACGO,1.0,325015.0,D,30.0,O
Vfb11056,Huwtwojt,,HCJLUNUGCWHVADMIFSDLITSPSKCLNRVJKHLLBGLPMDIEPCFRJ,ppwkeyhznfibynbjozjlmxrxbexmpxchgmxujdwteoto,F,3.0,Salem,3231188.0,q,DaVita,667.0,1-372-855-3119,Vfbppuubtnvmxamzyncqe,1.0,416166.0,U,76.0,O
CVO11057,Gaivyff,4.0,Zgshyqocmoearyilgfnfwcfgtifnubuqrzylqniutjvnrtwwiovtnbaabnbmtk,Rudetwhlymmfajukeyncamuoukmbcsuyzotjjehxsrdqpgqmjwtdbzpqsfamiiwodoabqrwtwpufvskx,,9.0,Washington,,,Hewitt Associates,832.0,1-086-463-9423,CVOTOGVP,2.0,445094.0,M,,O
TCV11058,Czyntmfuiabo,3.0,zrjukues,Eojwrljmjzxywwxuoxugnaoavahabqnrugaebytpapiogcxtoshmowm,F,7.0,Savannah,,,Kla-Tencor,742.0,1-539-192-7778,TCVSUHDHYPV,1.0,258089.0,W,18.0,U
DKF11059,nbxsoiikekf,1.0,Jwtjhdqrpdcbgyvpjxisirxzfvsiufwidpujwpdc,zmmcxwrjdeqloxmrbhwxcegmukdptjepppkzegwumrktnmhwqxtryyvlaoaygwawull,,2.0,Anchorage,1109284.0,,AnnTaylor Stores,725.0,1-611-783-6966,DKFUCEPYUGWTPDFOGCNIFWGZM,5.0,88189.0,D,49.0,O
Wsl11060,Auikmezaae,4.0,BCURPAIHKTMIJQBKZZRXYJ,,f,7.0,Stamford,997504.0,K,AbitibiBowater,740.0,1-613-401-9628,Wslokjhvwqzhxnpllhw,2.0,160082.0,M,30.0,O
Rte11061,Rftpfsen,0.0,Nshgegdsovfqp,Lvvodckrvvqbdsivsonbdgztobymvqlxcyhxpckmpmzz,,10.0,Orlando,3021979.0,,RPM International,446.0,1-978-833-1521,Rtefdwapnfwl,3.0,279297.0,M,25.0,O
RKX11062,ueqrzkqi,0.0,ZATFMMOZGGGAICCAPEC,Lkvwzcpxqlxxbkwsh,,9.0,Austin,2987762.0,E,Bemis,590.0,1-324-603-2823,RKXCCPTFFZLBBGMNHYYAJGMKDYS,4.0,79761.0,U,79.0,
VHE11063,Zbjxbr,4.0,Rszdhedfftxfzwenmpgvzbrqkuatwjimliwsdrbntpxmdblgcmpudvrajzf,Cuqazazistvycfczgphsvvtppwkemiwciyfutdvmfviewlrhlzaqxqanf,M,2.0,Denver,2763653.0,,Ameren,842.0,1-636-325-2648,VHEVCYHJYSEIUID,1.0,170681.0,M,53.0,O
oiu11064,,2.0,sprrssgbrnwwhkrteiaegczhliocahyhftmmwlqmdwbmnjlgilyudtrbzltwxxwhpqfpww,Aybixptpvswnotvtawmljcbgcfqjltkocdhbhdcrwbjhqsaeuaarrhdcdbamr,,8.0,San Diego,612714.0,g,CenturyTel,784.0,1-306-802-0314,oiugplnvnozstmdy,4.0,204711.0,M,72.0,O
HJF11065,,3.0,,WJAEZEADXLVNJXORZLUASMFVCVVXGOWBGKJEVFIMZZRICOWPBGZJBCGVNLACQDNOCKMXSMJRFU,F,7.0,Fresno,3302552.0,,Textron,798.0,1-586-414-7644,HJFYSOPDSKDAOICFACABPDRW,3.0,363880.0,M,31.0,R
BLF11066,Tyedqh,2.0,Nohuatcmabrauvogrofnnbvnjqyerznkiz,Pxlaogirqglgbddenxelfs,M,0.0,Iqaluit,3354475.0,q,Microsoft,314.0,1-892-202-0199,BLFTJW,2.0,72608.0,M,30.0,O
YXA11067,rvytdmgexgl,5.0,dkxvomgdrjxstqnbivpbhpucfmrgmlmvlxdziufiplkxnifuekvaudhnrcpcncupciqeofjssrq,ajaxqpwnqxklwiglmnaqfqgwdmbvgimelhyxvvpgtncygdbpc,,6.0,Cedar Rapids,1192509.0,B,Computer Sciences,390.0,1-944-314-5990,YXARPGRPWSXMWGIIT,3.0,250164.0,W,45.0,O
Lpf11068,Fipephhyea,4.0,Eoqigobbicgqquinlyorhisnqtbwygvuuxzueilybvuuygno,gfiyqcdchfjqboxqavqhfghpirrxuukpnhtnjwrfarnatkpuuebujhsgyrwyomnefle,,10.0,Austin,3047870.0,s,Wyeth,431.0,1-717-731-8936,Lpfjnhjgtglwfqosvxgmcghxt,3.0,223442.0,U,12.0,O
Ult11069,EDHJB,3.0,Evrubmqeoefiafrhjaxelhuhaoajwsjcwxhwzwrjhvvpexwmfgdlchawietuxthvz,DZUEEMFLAIPSYOOLTSZVHDKRDMEUOVCNNWLFNDVYU,,5.0,Grand Rapids,3826268.0,H,Enterprise GP Holdings,589.0,1-525-259-9883,Ultjyjblnlyqrgbuemadyherfm,0.0,122194.0,U,23.0,O
amn11070,Yauqpbkkgayo,2.0,Zumumtcpdxck,Ostqkiirvqvarnsmqlyswstepxryvdzjuzmkmhlitsszwmoql,,2.0,Savannah,3435252.0,,United Stationers,800.0,1-448-427-8947,amntdzgtifmijrgujabo,3.0,448181.0,D,21.0,O
fay11071,NYMSGNXCCA,2.0,Bcakilwvllveugonklvskxwgrbafggyxmlemkadifpjg,UUFYJWOLJKBXDSUXHNZME,F,5.0,Spokane,2440179.0,T,Lender Processing Services,411.0,1-515-223-1125,faymqyyqqvgozkistproblypzv,5.0,484538.0,M,14.0,O
akb11072,wplfzgp,5.0,Rbmbsmndcsnbgdrllaalkypesgqjvqlcxvvyatqvckwuxfg,Fcawkglwgomkhsskxhxxltudqebpxgjubxdphgezmqhiglmqopyoac,,0.0,Santa Clara,420523.0,s,Wyndham Worldwide,749.0,1-533-521-2113,akbcluvrrwghgynlmujm,4.0,347095.0,U,69.0,O
