AgencyID,OwnOrRentFlag,LastName,City,CreditRating,Income,MiddleInitial,Employer,Phone,Age,Country,AddressLine1,NumberChildren,PostalCode,NumberCreditCards,FirstName,Gender,AddressLine2
pml8169,,pmlbwjwdcdjznlwddzskslwoewzegh,Mesa,776.0,,,Dick's Sporting Goods,1-381-023-9337,39.0,United States of America,AAXBQWXXAJZXQ,0.0,Sjybk,5.0,sgegdmtbimrkndtntkpj,,Fczidofgxwijbgnbomltdrniftzfkxmncxpjuotpjhgvvuqbaxhizpswbdafvdcfstr
nfg8170,O,nfgqjem,Stamford,452.0,129442.0,,,1-520-652-6941,44.0,United States of America,FVWZTKXELPZWNDFWJWRSQVWXMTCEFBUUVOXTAMPLEPDXVJGLBHNBVPXMPKCLFWCLKQZXSJWWMSETCNP,3.0,,5.0,Oaloinvbvqtqwlrvz,,RIXXGKUGXDYKKMTVKTDNOKWEYQMQIWEMQGAVYZHJAJZYPPFQMIVYXTVRB
Sss8171,O,Sssumzpgcfnatcjsrcszetjai,El Monte,453.0,363140.0,,Reynolds American,1-607-807-3132,5.0,United States of America,Fvxytuuvxwsrnctlmekntdbyebosdhzcionmgqrcltyljehggrjbqbzojbjzg,5.0,INVPMIYHXYZ,6.0,ICMIGBPNLR,,XRFWXRRGIWTALHMKMDMXBEIHECBCHJIKTKZNADVHNTBNNK
QUR8172,R,QURXHBLNOUAGZNZIKP,Mobile,437.0,469249.0,,BJ Services,1-801-864-7089,52.0,United States of America,ioemfmzyzwxvwsctgiblkvkff,0.0,Lggkistgqss,6.0,Ksdfwqkfvrfoolrdvrpzumdnxo,M,rgovamjusizuvnzsvazjvoyrkgwpaibennkyfkyvmjziihxswcilsohjgdnlzdq
ewm8173,U,ewmwuvwdgjaxihtpdrwvcnwavyr,Providence,537.0,439011.0,c,Consolidated Edison,1-598-892-3616,93.0,United States of America,Mjhgxodhbhyvaun,2.0,titltmr,4.0,Vfdagwrscwjmrtahspagndkqjlysky,M,Bnpwhjcoicq
qfx8174,,qfxoosd,Atlanta,717.0,312166.0,,Volt Information Sciences,1-707-823-6520,81.0,,Expkuduugsjluydmxqkiadltaitnjlvgcmgbpuifmwcvki,5.0,Temzy,8.0,Jxjwd,f,XJUJFHUPUISDCZPHZWPLMHNZUIKKSYADMEHAVTWUCDMCIJYFHPQQUEVJTZAGGARCWDB
Eev8175,O,Eevqmnheiqrkdijfhj,Mount Pearl,846.0,431603.0,,Toll Brothers,1-026-056-6947,17.0,United States of America,pizntfgydmyozpxvvcvzhlkcawfmzmcaheebzifdufkp,3.0,Wnmmein,5.0,SYAONZHWIKDMWNBYU,,fdwbxywaklylillhomtbwwayzcpjqhgwusxbvpqcoxyctqshhpjdjrskwkyiaujlclstp
Ofj8176,R,Ofjzodlwpzbwjibx,Paterson,529.0,278790.0,,Cameron International,1-397-746-0552,34.0,United States of America,Srwbqraoxkqebprzcaylrsxgxjmvmddeawevn,4.0,DERUSKTWSMO,9.0,UBFZBUN,,jzduuvvh
osw8177,O,oswlexgxghnzsvhzgud,Atlanta,330.0,318563.0,,,1-677-492-9300,29.0,Canada,,4.0,OYLURWO,10.0,TDTYFKN,m,Eftqvbegbhsklweloymhewielnchfqapxhvcumeelmmmcknirtlzngw
uxt8178,O,uxtabsuoxwhzzwoimm,Ann Arbor,795.0,62248.0,h,Teleflex,1-085-487-9852,82.0,Canada,Ethqfhltfmatvlkfcuqdfkfbpuexxmiiznoxiobuopanhnhtulgtgbyabehxvepdbxa,2.0,GYSFCFQBI,8.0,Wfafqeauxcnfjajtjkkpzvdqow,f,FAZIOALVSLULIDQJTEQITWGRVBXQZYJEVPHNUJEJQDWASZJMANYGRTRGLHBOM
Kdl8179,,Kdljh,El Monte,489.0,,,Andersons,1-635-756-8687,21.0,United States of America,Valxesegesdbvrjcaucex,4.0,RCTLHT,3.0,zhswllynhuxmokxrsculwkkhvfk,,
QYG8180,R,QYGMKXD,Baton Rouge,353.0,247025.0,,PPG Industries,1-445-178-3967,,United States of America,zqhapouqtsxikzmkana,5.0,Xlizseeiq,5.0,JIPXHYLOQMPUII,,mqlfevcjkkqvycgnfvmajfhufqviwykcaainmogrmvqwyfjkfzqsbmitbidvlqyhg
PRE8181,O,PREWICKMPWCBMOSBPXNAWPQSSQA,Irving,784.0,338041.0,,Borders Group,1-377-341-7886,50.0,United States of America,rhkpjbkpehroracrddddmpcyexiqgaiafejfkbsswxgmdhdanisblwgbytyppqgkzgsjxpdawpga,1.0,Vdxqxcnlmsq,2.0,Guywca,,rpbqdybpqcoeemcyuhnizeogwdlurxhftmfvmqzlwccwzlszhxfioyuxjclkn
MCG8182,O,MCGJECTRXQXXQFL,West Covina,449.0,,,Nacco Industries,1-572-480-1354,84.0,United States of America,Etkfgkhklmarodmnfsynmbrcvioauwimf,,dalhyezjmppf,8.0,OPQPKBKVSXUXJUMIE,,Snynrhctdgppkydfmgkbdogqaosnbzqngyqhssxfimbqjemcab
PBD8183,O,PBDKROITCIFSYHDLAHQKB,Memphis,326.0,9428.0,,Mirant,1-224-571-6718,27.0,United States of America,IHPGVC,2.0,Dnjygrt,7.0,Nusydtvdysbqshlycwey,,kxjrlbxjvpqacgunmafkpqqhjqmgukxtkvyicguhqnprigauohuelyoqv
hzq8184,R,hzqggxssojudsiuopknp,Wilmington,729.0,225464.0,,Oshkosh,1-321-322-0488,44.0,Canada,vgqwjkkrgszgfweurnfvmnaeeatrnepe,1.0,Kiosohps,0.0,fqoehbxlrcnxkks,,Qntcqcjfwpszbeusqvdaekndnoinhslswudtttdvx
Yrk8185,O,Yrkgfbmnvsbswc,San Buenaventura,507.0,416767.0,s,Southern,,86.0,United States of America,Oqomezstsqrilxdhvkzjzbyxatvreaqtddqhrlmtcstgakluzitiaggqvpkobkgyiok,0.0,isehxfxrz,0.0,dtrnhvzzkdsnfuk,,KOWESLTVMNZH
Ysl8186,O,Yslhbqzspeppgmwv,Mesquite,593.0,456718.0,,Virgin Media,1-413-216-8569,64.0,United States of America,MOLPCXVIBDANO,5.0,Wkmjoeud,3.0,Nlglw,,Suebhdefpeuimopiwiiyuzfonmymckqxoieafxhmhugimkglkimotmxufbcpjotnkhkc
khg8187,,khgmmqjpqqllfcjkvgtq,Macon,695.0,113342.0,B,FMC,1-519-686-5786,10.0,United States of America,Japnlrbqwojpgxhadqogvqcvorztmcef,0.0,ABRUFJF,5.0,Smsvzbfoild,m,GEFJUDXMSOMCWGTNBBNMVAZB
Sdt8188,R,Sdtteis,Amarillo,530.0,157687.0,,Deere,1-008-106-6982,33.0,United States of America,Bsukfvleqijroppnzqdyxpiloxijgwgsxmrzupgzefbnqcrfpsokzjpsdkykonhnpxtewnbmq,3.0,IVMGHPDBJC,9.0,Djajkkacf,,iaqmyuftoifubmkrhaurtqcxragmefhbjtxysvqhraijlvyinyiwveshuxwvfposyuaxdimlytbre
Dwc8189,O,Dwcjpkzihqjrg,Lubbock,573.0,241471.0,I,Corning,1-498-041-3053,8.0,United States of America,Snalqltgazuyjzwizmrjndawicmvixvmhcowyxiqgfch,0.0,MXLIVRZQIIDT,4.0,rayreivoiaddqucchviigzsukedf,,Wcolchgsufebzxavprozjtvslcynfxcqsmsbwkniwyqlwddcpaozdiopheekafhcr
frb8190,U,frbentracjqvkmujpddbxhbudpg,London,672.0,438046.0,,Wyndham Worldwide,1-191-776-3418,2.0,United States of America,Alhvnfxcbnniuaorityapwqfghvjvnkvkubktxakswggnnyenvcghnjxdxuq,4.0,TSJHH,2.0,Fqpfksezsmwpqkgond,,qsjmrkqdxqyndrqstzptrlantyblxolrysqpdzohtilgp
ulp8191,O,ulputtixvghazhrs,Syracuse,693.0,456022.0,C,PPL,1-080-277-1648,10.0,United States of America,Znwtrblpfpgvpouzqgcqyhbupcembsdubwsbahhzpqigjwciwrsbxyvb,4.0,uuzjrvntbmfu,2.0,DZQMFNV,,ocozhnsslaxjqfbfpbdsdmcpclbcajhrglunekybxhrpxgxjteslviypenursipmv
zhi8192,O,zhitbrtpkmpbeaaotdj,Huntington Beach,709.0,167597.0,,Celgene,1-345-056-6859,58.0,United States of America,YPOWPFVXVFLAQTQPEQCZVLWFXWUKCAHJQWSERDGKBQLNPFUBMQMPEZLULBMVNKQOSQKAPBJOPHWKJT,1.0,Frmhssjqavj,9.0,DSZUNWOOA,,Uqurakqzrzjtabtaowzjcpmwuhvnmdbyycnzxfwirqznfgwtgmemykhltxjkcpn
Yoh8193,O,Yohuqqeggkkpotquwtjnk,Missoula,664.0,475123.0,V,Invacare,1-497-690-1567,96.0,Canada,YLZZPTRCMMJJXF,0.0,GJQQXTJG,6.0,Rlpkcjqxdfshiajouskkixcspwsvxw,F,Coxddfdjvgruhfjkclzrfnykfg
etf8194,O,etfndjzspnvaqwcs,Spokane,827.0,203941.0,,Church & Dwight,1-133-399-3669,36.0,Canada,CCNGGZRSDWNGOJSRBKJSSWIAPDSGIORAYWIQEKWZQRKTPILGRAAWQHCFKGWVVBYM,3.0,Ggwbtytvanc,5.0,Omrlaxwq,f,Dxqhthlaehduduybazdieysgvrrpeabwbodsrlycyagjeafzxevmrwwnijrzhxxavooziqqaounb
XRA8195,O,XRAFQRYWCHRBIB,Simi Valley,401.0,190429.0,,American Electric Power,1-619-130-7359,51.0,United States of America,Kbufhmdp,2.0,VIGDDUIHCPMU,0.0,WFRIFEAKKPBLNLRZOQBXGAM,F,lqtmyoznsjtjxqirvcom
nic8196,U,nicxgtouoygvkphhorpdifea,Richmond,745.0,441173.0,v,Polo Ralph Lauren,1-469-461-4709,8.0,United States of America,Hnlpziqikrugpknfzvocfririgcahohzbhxhexsqmuzktdtx,2.0,Prlxgvdmdc,,hhtsehfmyerogw,,FANRGJVERAPPBJHBLJDEJ
Ikz8197,O,Ikzwgtsahegmum,Santa Ana,685.0,343745.0,,Cooper Tire & Rubber,1-876-229-0783,29.0,United States of America,Nsxcunautvnldsgfbrtwqrkhssbxnumpfzuiknukrahwxanjtsfn,1.0,njhneyfpgv,3.0,RDCDGOUBCD,,Dsnrqxyw
Qtl8198,O,Qtlbpourjomgjummcvcvdpzxqvkd,Nashville,570.0,275020.0,a,Sears Holdings,1-584-518-3901,88.0,United States of America,,1.0,Uevwgan,9.0,Yxyciullcwwhayxtffobcn,,avysoqmdkfdofpnklilxzqshakpggmqigrcrqhijkdetwwetnrbilfyhlsvdwawkkywpyadaczqqojnm
hiv8199,U,hivlrpkgnpdwmpagrgjhglt,Oklahoma City,624.0,489955.0,S,Scholastic,1-237-569-3360,20.0,United States of America,BHXAYKODYDPZEAJXFOYIIDORYUNPVVUQREHMIXGBYTJMCBPPBAKKSGXCSAGJQ,2.0,Brkraizktc,3.0,hhwnwebeslwixyfnbouxeuow,F,LSGHZOZIDIUYETBXUNMPAXQMDOHCUKVVSDUHBPWFRYOCMGGQGX
imi8200,R,imiphygkuweehyoix,Oxnard,533.0,146666.0,,MetLife,1-614-453-6661,27.0,United States of America,Bmvdjsuslkrwjevbaqsvctqucigpanrjuazmqxdilvfzybzqecqkkmqjycr,2.0,Kcvlqlscqifg,8.0,KPBOUAO,,rxiwcmawvmtpnvctqcxlcgcpvm
Lmf8201,U,Lmftqgcwhht,El Monte,802.0,384125.0,t,Teledyne Technologies,1-121-346-6384,56.0,Canada,Xqcnypuosloykfxjlneotgrlspkhw,2.0,Bpsbdnduogp,2.0,clcslkujjlmjhvqrdfsjsb,m,Xbrrmnkiiqxzxexxqgeka
WWC8202,O,WWCCV,Glendale,509.0,338664.0,,Auto-Owners Insurance,1-154-819-1355,39.0,United States of America,PTPNMORFZIEP,1.0,Ievkjfwfisop,4.0,Qipyasl,M,Jpyjrtcbpjcbofaz
Nad8203,O,Nadsywhryevzxofldwanwszpvkooy,Lafayette,828.0,254827.0,r,Dillard's,1-090-640-7428,55.0,United States of America,Divfttevdyapvsnpxhleh,,Tqczrwtvsu,9.0,rntlqjspsjcckmemmnslmh,,Nscrq
Tqz8204,O,Tqzpc,Salinas,768.0,447298.0,L,Energizer Holdings,1-335-781-8696,86.0,United States of America,,1.0,RGQPN,10.0,Oydiawnouspsflnnwulj,,Oqwbrxinohuboqewgrqryfiupblfj
Pcx8205,O,Pcxzcfjkolhwkqogtllwbaaauar,Anaheim,583.0,464063.0,U,AGL Resources,,67.0,United States of America,MQUFKIQUGLNNWLDJLAHJNSXAOXAEYDKINEWPDDYCQRPBTWHUIZJHQSLZEIJTUPAIJJFJKHMW,4.0,CEEBXOC,7.0,Ahlgftiwnnkmjayugygdvlqklgcb,m,eutwwmcynehummiqs
Dth8206,O,Dthggg,Chesapeake,621.0,405372.0,,,1-943-942-3078,36.0,United States of America,Lorfuokapjyovztxytgtdgtreitmcbwiznunfdcvhifyqlwocekdpoksrluqmccxf,,QEDCUPBG,4.0,Qjdqu,,Ynflzmgrjitreylqmscwdvhq
EQO8207,O,EQOAJPFINCJJFODKVNCID,Modesto,448.0,62455.0,,Core-Mark Holding,1-001-681-0348,89.0,Canada,Urjuzpteplcfvdjvcpddvqpzbpkxaavaqpynuislthojwexu,1.0,Hlemnp,5.0,WBNDRAKMYZVRITOMVNGPE,F,Bwkxkbknywmrqxhxpzwjhvsppqjgmvlj
Idi8208,U,Idiufwrrpwhprckckbhm,Rochester,420.0,399849.0,o,StanCorp Financial,1-261-211-3400,87.0,Canada,Yefknlntrwefsbkciaphtgsmdfxerccbffmwmmsmpotxgfktwsvnzjp,4.0,,8.0,Rstvrlsxkodythdwpgt,F,Lnxssyxrqujvg
Xyt8209,U,Xytlkj,Lansing,791.0,162461.0,,Las Vegas Sands,1-804-913-4361,18.0,United States of America,Jovwwjbjfqvhyhuydlravowqshoowvnbeysqy,0.0,zouxtepig,3.0,Qgmbfdkadqhdfckftbiskkdlwdhy,,Fhwjxisatcmlwawmvlxlrdqjuezntcoxyihgbjmsxpcqfunndkycioobupytnxqlsftwpf
xyi8210,O,xyifmljhovcgsohwapvhg,West Covina,371.0,163926.0,,Acuity Brands,1-602-704-9589,53.0,Canada,PIZONFPTOGOHTLEXTGBKWOAQ,3.0,Ckwaeqo,3.0,Vblyhfikhvwtgg,,jtaqdgcteazkiictztypdbvekllzuiutvhcotopxmtdgdbupdjh
Exu8211,O,Exuagn,Santa Ana,,208474.0,,Genworth Financial,1-038-387-0439,46.0,United States of America,Twndurtodjolskadcvmfxsdzwaihewe,4.0,PIQJHCDBVOV,8.0,sejqlp,,mamfigkqjfmkbiktstggoxntjnurhugrmxibsnxrfrhcybsekikpbrvfigscvnabs
kzj8212,O,kzjpwidx,Milwaukee,402.0,39456.0,,NTK Holdings,1-870-355-3897,3.0,United States of America,GIULDRUDBZ,3.0,Bpfta,1.0,PQWTUXPXDUA,M,Zjtstevleqvpcgyh
YSU8213,R,YSUJXSZJLWSTDXIMPSDPGATNREMO,Allentown,,494350.0,T,Spartan Stores,1-296-876-0053,7.0,United States of America,Jqyxjycytgijutjizkufkmsyavseckl,4.0,,0.0,Oxjcponugursaznhdxrqxditlxm,,IIEVPKUCALOJYMWWEGGBXDNBPLUW
Cos8214,O,Cosyxqfrwdf,Provo,473.0,341454.0,Q,HNI,1-303-166-3207,44.0,United States of America,Tsjhuwcqwtbzmcunpwnsjywcqzrvfudidkuebebhkrmi,1.0,Xrqzcmaoqfvi,9.0,Uhasfhugxokmwwweir,f,XXOLEGWPGWAUBHQWMCBBOKDNUP
FRJ8215,O,FRJYWWFBOTOXPM,Los Angeles,743.0,122477.0,y,Williams,1-737-247-0619,12.0,United States of America,Ugakrzohprguzxqyyldtnxotkaiuqwqkspemfalmdztqrijfoeojwlfak,1.0,Bkusa,7.0,Avamsoppkhcgzuqtdfqcb,F,Vbsksvanuvjojploofwpojnooypdiccxrxhsmf
Vbk8216,R,Vbkiqizjxmcgdfemxjtdqolgtd,Brownsville,404.0,162234.0,,eBay,1-071-444-5129,92.0,United States of America,SOKXLAJSZIGDVCEOCJKNRNAQLMCPTQRMIIMJFFVPHHIDINXTMATTVRHODOGQPWKPSOS,3.0,Cuoeykmp,0.0,nnnrubuanuoqhp,F,ryxvbnyenqrhhz
Zsg8217,O,Zsgqcrdlttb,Newport News,681.0,193222.0,e,YRC Worldwide,1-573-874-6141,51.0,United States of America,vzknfgltnqfwkvbpstnljtnqlforxswxgilexpgmmmwuwydaokjnmnchzecwijlrvvybvtfrvil,1.0,PTTKRUYXES,7.0,Ccyliytexfjkfqrik,F,pprntdwtclzukopitwicmzxbmqbtqsitlaqfztssofiepgzlmeppotmwulzojhy
bcw8218,O,bcwmgcq,New York,554.0,299743.0,B,Ford Motor,1-074-853-1368,79.0,United States of America,WSHNRMYKEYHACABHNIFWLWIQVXYOEFQSZEFWKFRZKIQQWYFBSNOAXEHJBFAIWAUAPROYSKHWJJGZH,3.0,TUREXJHVT,0.0,Drlfgwkjyikwhisyggeudjquntp,,nwqohmfvebrfslbiwowiclxmchnmhzwbbcmkwnqkogudpowssoajwqdpxybl
Sad8219,O,Sadmehgqditjcdlowcn,Columbus,691.0,87508.0,,Xcel Energy,,81.0,United States of America,Tdyiniwcgcgwzgwdp,5.0,Udjrglip,4.0,edtmttbv,f,PDAKHWMLGLFBEQIAPWJHQXCEUFZLQFKGVFRVACNMDKWRSIEWVUZAZHPDYSOKSAOB
gdy8220,O,gdyvjrqdaxbzjixbnz,Fairbanks,456.0,,v,Watson Pharmaceuticals,1-461-637-6649,39.0,United States of America,Qeywshuncdiitvgsbtrdhfdh,1.0,HLEVVUMYTEWX,2.0,Tuupugqczlavoopi,M,Yfmpaauyntgefhthilpcclmutfof
Skw8221,O,Skwqmwneikpvxrrklribfdu,Sandy,592.0,472544.0,,Plains All American Pipeline,1-569-602-1277,9.0,United States of America,Hnrjwxmnzkofwakbzllpscttsisqsjwktwxyokbeokiarmnqnagmcnljiyhc,1.0,Duljoufuzjne,6.0,Fggsufnkfmelvgyjkezrlnswoddtd,,Hzwgeuyewqesokomfolswmauewecpjzezakc
Iin8222,,Iinztqwawakcj,Chicago,811.0,172339.0,P,D.R. Horton,1-439-765-3706,85.0,United States of America,Cfdaicehpmfnvytumdvvqlcsxjeoj,0.0,Vooyvfr,4.0,Qgnblafndsz,M,Auyknnqfqtneflcnnphpdehadcwbyfduqlfytduyugtgjqapqwbrmfspntofyuvuu
Hvx8223,O,Hvxvrt,Pittsburgh,,222389.0,H,MetroPCS Communications,1-246-017-9030,95.0,United States of America,IEOKOAZEMVKLR,4.0,,,Qowjjoagmlkgoshfxchschihp,e,ENASYGRXPNWTLWMIVDRFRJOGIWXVDBJGFXKEMCPYLCYVDJQKRAWIPPOB
WMQ8224,R,WMQJYMBR,Toronto,,96828.0,,Comcast,1-923-307-7682,19.0,United States of America,Ngzyyxzvzpmtiyrijjtjaqveirkzvefqcokakdcejmyrseknbvmpdsnlsvbnlukcuoyttqcq,3.0,,9.0,SDNYFRMGERF,,yfahrrnndgvrzasbkoi
Kpx8225,O,Kpxlgmpxzalxmsujieydcr,Santa Clara,476.0,331955.0,,ConAgra Foods,1-752-166-6659,17.0,United States of America,DZQFIGQMMFFJWGKUEQVYMOPSNFDPLRTVIBVBZHIQZMFIUYNIPWQEI,2.0,Hmugnutvjkv,0.0,Jrpdxslsjaitcgbgje,,Vdcqznh
VPV8226,U,VPVOMENUIKOEOQJZDLJNSTXGSZJOGG,Missoula,512.0,317773.0,,RadioShack,1-320-563-0473,59.0,United States of America,UCBMAKLAMEIIIIQNJEUIGONKEMQEAJFPYIUTPSBVWLZHFAYH,5.0,Irvnsknl,6.0,FOKCITVXMQORYEKOSC,M,XMAJHTNDZJS
VYM8227,O,VYMZFCRIRUE,Quebec,693.0,194250.0,,CF Industries Holdings,1-321-306-1431,97.0,Canada,Hzqfmfqgziqbhpviudjvhjpbxfgaxulszeiynftjuzzt,3.0,BRXENPDOEB,8.0,ldqwbgqddxwvlrqcgveoallj,M,Qeorvdogtaehzvrifgvmmdy
Mgi8228,O,Mgiarpfrvqbrtp,Mesa,623.0,91558.0,H,,1-052-095-8041,45.0,United States of America,Peidcp,4.0,Anarmyrl,5.0,jiafttrkfdfxej,f,vxomuiajqtiqlhyoefyiusu
Gbw8229,O,Gbweeigts,Santa Ana,622.0,422839.0,K,Teleflex,,54.0,United States of America,Nqtlvgdddcynuhmwxuapofqeymfzqvjeafplewkkvgariuukififojkemkqii,2.0,Ognny,3.0,Xjpevbukikogxjgdbr,,
qma8230,O,qmaoxucwmafgpgxbv,Oklahoma City,750.0,239411.0,,Sigma-Aldrich,1-052-009-5616,17.0,United States of America,,5.0,dvzouz,2.0,Vnaxqiqgvgtolwihahbmijjjssio,,Rgdmwnspyuuloagwnqjfojsxqsymvtitoeouazyrjl
Zwk8231,R,Zwkgytc,London,686.0,444526.0,c,Steelcase,1-170-960-9109,72.0,United States of America,Impnsqvntocfwobhnrabjgivkawepwfqj,5.0,Clstl,6.0,Yucdkwkaralraloiw,,vqxrxqaxtnnpxyefflybhmuhzhlmjxebuuoljmojxmusdvbpmwc
NMP8232,O,NMPAZTBOQLEQMNHMBTGSWXSCHTBWVD,Grand Rapids,648.0,202486.0,,FirstEnergy,1-847-755-5040,5.0,United States of America,MTFHVPATTDXCOMTJEDZYVDIOQYKHMVALOZSRSPUOPDNKTHOTIFWREBNN,3.0,Iypwb,9.0,Fqsgea,f,WPSLKXVDQIFUZSCHFFJFQWNPFPZJXNVMXMOJKAAGCCOGRXDPWPLMWCDRMHMBPTENV
GTD8233,O,GTDBAXQJFWSEVNYATGBEOW,Colorado Springs,499.0,68361.0,a,Affiliated Computer Services,1-224-955-2425,56.0,United States of America,Ynagcrismpmdzuiqhbviaeszgaswicwkwhbeflfyqmyzbcckhgbsomapheahuwhzlth,0.0,Kqntlxhvz,9.0,WFTFLQLUQACPIMSSGEGWOL,,Mgpnkjinxuzhjeligpebxhpxxbiuycmacrzkebuevwsjjlfsvususcsmdvpg
Bic8234,O,Bicyrvktfccwcjh,Iqaluit,682.0,158060.0,,Cytec Industries,1-292-360-1691,2.0,United States of America,udxfegumntghjpjmbvdacqwwvcsvudetqvegkrpl,2.0,YQVNVGI,0.0,aqrcqagkmchehta,,Slxjqewoxozjaudqjdmhkdobzjxpoojdsafjduscvmodtmpowfxdldkolm
IDA8235,O,IDANLHDUTRTCXOSLH,San Buenaventura,561.0,175529.0,y,News Corp.,1-991-535-2419,,United States of America,,3.0,rgnle,2.0,gaekbxp,f,tjqojnmkfaffqzrsbsiyractihgysfwfqugnhmbejjrrepkncngoi
lwk8236,O,lwklmrwvnmg,Torrance,679.0,200101.0,y,Discovery Communications,1-399-636-9496,,United States of America,DXRKBQCJKBRSTIZU,0.0,Imvcaq,5.0,Odtqpljvpmhyaewcriuansipstghd,,izupcnuofnterqg
Zht8237,O,Zhtutvmvpcdvoziznvoqa,Sunnyvale,495.0,384042.0,,"Toys ""R"" Us",1-111-488-6975,88.0,United States of America,rjwfufufmcghvsewqsxbqdjxtrjqckx,2.0,Yibnrsiehvke,1.0,eetamvoamhvhxbftt,f,hglbpcxy
kcg8238,R,kcgbophjwhglqgbovhjbbceak,Boston,801.0,398456.0,,Hexion Specialty Chemicals,1-153-902-5023,35.0,United States of America,Jjbiifckdzsbjpeuorvoxlipxsghewlsapwcmvereoqeovdxmvwmvqjadzmlasiuopdggwpqnhwo,2.0,Kxcfvm,8.0,errpyy,m,Mygphp
Qtq8239,,Qtqygefcbitzk,Montreal,611.0,161310.0,N,Trinity Industries,1-225-117-5803,54.0,United States of America,wxemwwasopexvzhfoslaxefenrxwsntzejbdhnpndekhubtinpmvxirvdpslurivmoz,3.0,yzsipr,8.0,Foxlmlxnaoopwiytqiumpp,,
SNX8240,R,SNXKNTIRANDVNKXS,Warren,525.0,322139.0,L,Applied Biosystems,,72.0,United States of America,CTBMNRKZKYIOGEOJRVRQGUE,1.0,Drlqq,6.0,Nralbmee,,BPNZHCVEEBTUTJHXMGANTPPYDMUTKVMJDXFKALDPHAVUEVUHZWMHNAZSROWQZ
umw8241,U,umwpvofddlxhmtvar,Charlotte,805.0,379425.0,,PerkinElmer,1-812-389-6366,68.0,Canada,IVITWNZ,3.0,epuab,10.0,Itbaluqrdzaogxymgbny,,Zstbujqdzotfwngrkautshzcpbnjotfersizpxpmzdr
Kdu8242,R,Kdujtpq,Macon,508.0,449935.0,D,FMC Technologies,1-048-272-4247,2.0,United States of America,mdaiilpcpaposswtmjvyhutynonncjflomkkekwbmtcupnkgacpgigsknwinxzkkuysjrpmexs,4.0,OTHPEOWY,6.0,Tjptfgw,M,Erplrnpqbjvtgqlqfohhccellozggsfkahnfo
Voq8243,O,Voqzuedberysnlkjtavrbkwnwp,Waco,490.0,388691.0,q,StanCorp Financial,1-501-508-6157,79.0,United States of America,mdwmgllbqxvcbdizfrjjetnytvsntdflwzdjeonmphtgaqdigmiqhkumwjtlwbvrhhbthpcijzhsvrou,3.0,wanarqvjjiy,7.0,WTLQZTRCUTYNIXP,f,Xheqkwdgwuxjmwoqelyqvsxormkqhiukggsewzfplcktnewbhighmdgwuxucf
gga8244,R,ggaxhjcopqdnoakdklpbjhl,Wilmington,510.0,342163.0,R,Gilead Sciences,1-336-477-4646,,Canada,,0.0,cknwfvnusq,6.0,NPHTOYFJMENHCQYF,M,LYIMHAMNIKAETKQXVVUBLAPXUHWFVVVQRGTAUWJUEFAVIJJKPNPSZOBDOODHHTA
OHZ8245,O,OHZXBCCGHGDOTLBFOFDXYBUJPOR,Baltimore,761.0,368434.0,E,Carlisle,1-474-720-6190,89.0,United States of America,Hvinftrtmhiqhtioplrkitqu,1.0,YWWBFVXMH,3.0,Hlqfwcocwn,,
XKK8246,U,XKKGJNUBOELKBXHLZJAKIKL,Bellevue,639.0,468239.0,V,US Airways Group,1-799-030-5417,86.0,United States of America,Gvhvhhd,1.0,Gaaiy,9.0,VZVRHKKDE,,uwgsicoypkbccoobmocjeqqplhrxckxdirzdafbcljxlmzqvayiqxkhlnjzbzbxexgbk
Btx8247,O,Btxtq,Hilo,375.0,376227.0,E,Steelcase,1-712-712-1689,45.0,United States of America,pjbesxitsmdditkhzvqrurucduhaoiglzwjrgjblakwxtdmxmjdlescqfqf,5.0,SDXFPS,,Bztunhjcroefgumpyxghaqyw,F,RQXMPRNJHHMZSWDGROPANMFRLXWYDLTJEGGZDUTCXWDJCIO
Ihd8248,O,Ihdfhvujxlsuyjhmbztnv,Ann Arbor,410.0,84005.0,,Las Vegas Sands,1-735-098-2967,17.0,Canada,Esssiazilfxsczhuobobfslsdbxsycyerymlawdmoqgdijc,2.0,Jsstotteua,8.0,Pokarfduavw,f,klqmyddzngmmadgmfxowol
Axh8249,O,Axhcysfdsrdbpego,Shreveport,567.0,324715.0,,Discover Financial Services,1-268-546-4849,51.0,United States of America,YTMBDNFVPKITIUWUXBFCJVMWLNCYPJIARWJWBLDIHPVUKFP,1.0,jefmmjvjn,4.0,Jxtojmbvnhhddtscesee,,Yajcjjcvazigtmatqgtkkwsxdxshensagmjoofgrzgdepfebmoofmstosvvgscslabzalaee
jyx8250,O,jyxuaofoqmcwcqobb,Warwick,338.0,251835.0,,Cummins,1-252-339-9310,34.0,United States of America,sxdqqllyptpbksuvfvaldxqpjyvpnqeibrmsmesvthfdavliasjljudcuvdsscbl,5.0,Zyhigafqb,6.0,BDDWRAXICYTMHVTSDVR,,EXYHGGCOHCCBRQTEUWUMVAWOFVNSSUJZYAWCIDKBYLFPWMEHAVXVODAJHZZOOQITSCBRBCNAVJRS
Jir8251,O,Jiresqzgxvqthohlhhbvaal,Vancouver,328.0,337799.0,,Unified Grocers,1-558-469-8699,15.0,United States of America,Sugjnnmp,3.0,Vvlqiw,1.0,hcmaebyzjvrc,m,rbiscxmdivmmarzxyiewihjmgujeuaiilhtvbzbhaouas
