Age,MiddleInitial,Employer,AgencyID,AddressLine2,Phone,OwnOrRentFlag,NumberCars,NumberChildren,Income,NumberCreditCards,FirstName,NetWorth,State,CreditRating,Gender,AddressLine1,MaritalStatus,LastName,City,PostalCode,Country
71.0,S,Jones Lang LaSalle,Bar4219,,1-992-159-9557,R,1.0,4.0,72941.0,1.0,Odelle,1041228.0,WA,602.0,,9513 lancaster east,M,Bartoszewicz,Santa Fe,58507,United States of America
74.0,N,Sunrise Senior Living,CLA4220,Suite 44,1-246-944-1794,O,,2.0,,3.0,oralie,592576.0,ME,782.0,,10253 oak grove avenue,D,CLAVEAU,Washington,38151,United States of America
82.0,,Ryder System,Wau4221,,1-310-639-8858,O,4.0,3.0,309003.0,3.0,Jr,1189086.0,NV,367.0,F,9625 allen boulevard,U,Waucheul,Sydney,85748,United States of America
3.0,P,Consolidated Edison,Arn4222,,1-513-414-2595,O,3.0,4.0,114489.0,5.0,wendel,1117257.0,CA,711.0,,1243 SALADO ROAD,S,Arnone,Hartford,78773,United States of America
33.0,,Westlake Chemical,Nan4223,,1-890-832-9720,O,0.0,1.0,374074.0,,Cubicle,2336201.0,SD,813.0,F,8789 throckmorton boulevard,D,Nandi,Louisville,M7o 1b5,United States of America
71.0,,Harley-Davidson,Iva4224,,1-198-104-7115,O,0.0,1.0,240143.0,2.0,kristien,1476160.0,NM,474.0,,17671 parkwood west,S,Ivancic,Sudbury,V6o 1u4,Canada
70.0,,Steel Dynamics,Wed4225,,1-466-118-4263,U,2.0,5.0,419845.0,0.0,An,,ID,473.0,,1758 seip way,M,Weddell,Durham,68103,Canada
,,H&R Block,goo4226,,1-927-865-2041,O,3.0,4.0,,3.0,Austine,3136996.0,ID,673.0,,22658 lamboll drive,W,gooch,Richmond,02910,United States of America
39.0,Q,Curtiss-Wright,BAC4227,,1-959-870-2995,R,0.0,2.0,92688.0,0.0,Godiva,2476740.0,WV,800.0,,11065 candlelight way,,BACCHIOCHI,Reno,13213,United States of America
,T,Eaton,Fie4228,,1-104-678-0716,O,0.0,2.0,402858.0,9.0,Celestyn,406551.0,OR,385.0,m,16605 turtle creek park,S,Fiegel,Cheyenne,70123,United States of America
25.0,,Penske Automotive Group,Kap4229,,1-269-481-0310,O,4.0,0.0,361702.0,10.0,NABIL,2705512.0,DE,363.0,F,8767 GRAVES BOULEVARD,D,Kapatou,Greensboro,95220,United States of America
99.0,,International Paper,CAM4230,apt. 322,1-398-140-1679,O,5.0,0.0,132124.0,0.0,Glenine,1372756.0,NM,647.0,f,12279 VALLEY VISTA UPPER,W,CAMPARA,Simi Valley,90270,United States of America
71.0,,Urban Outfitters,Nas4231,,1-973-107-1306,O,5.0,4.0,325225.0,3.0,Adriana,,OK,440.0,F,11961 beningus rue,U,Nasir,Glendale,02114,Canada
8.0,,Newfield Exploration,buf4232,APT. 820,1-804-722-1388,O,0.0,1.0,185826.0,0.0,brandon,3640000.0,Prince Edward Island,478.0,,3788 garden brook lower,,buffett,Long Beach,V6S 1U6,United States of America
70.0,,O'Reilly Automotive,REI4233,,1-727-154-3656,O,2.0,4.0,402005.0,5.0,Theda,789571.0,OH,436.0,,15015 lullwood road,S,REIMAN,New Orleans,28228,United States of America
78.0,,United States Steel,lip4234,apt. 68,1-151-166-7116,O,4.0,3.0,358219.0,2.0,yukuo,1149614.0,British Columbia,642.0,,13673 purdue lane,U,lipe,Huntsville,V6c 1p4,United States of America
,S,Whole Foods Market,Has4235,Suite 37,1-252-626-8489,U,3.0,1.0,286991.0,4.0,Frieda,3689631.0,AK,511.0,M,16866 richmond park,M,Hasegawa,Billings,33618,United States of America
31.0,,Southwestern Energy,kla4236,,1-348-729-3848,O,5.0,2.0,222596.0,0.0,Jennie,2140698.0,KY,698.0,m,2047 brown west,M,klavkalns,Nashville,98152,United States of America
95.0,M,Watson Wyatt Worldwide,Gol4237,,1-261-634-5616,U,4.0,5.0,342014.0,3.0,joice,2085742.0,NC,517.0,,24444 strass upper,M,Goldthorp,Great Falls,v5c 1p2,Canada
21.0,,Atlas America,sch4238,,1-866-710-0222,O,4.0,3.0,496027.0,2.0,STEVENA,3854653.0,DC,459.0,,7658 WINIFRED STREET,D,scheifele,Oklahoma City,97203,Canada
31.0,,Viacom,bou4239,,1-953-123-0355,R,5.0,2.0,254872.0,7.0,Josy,91029.0,DE,377.0,M,20566 fairfield court,M,bourdignon,Garden Grove,85235,United States of America
65.0,N,Dick's Sporting Goods,BLO4240,,1-894-395-0481,O,4.0,5.0,322463.0,0.0,Larina,1891786.0,WA,723.0,,2579 creekbend way,M,BLOUNT,Lakewood,76130,United States of America
83.0,A,ManTech International,zie4241,,1-579-359-8879,O,1.0,5.0,225607.0,0.0,Gabriell,2210006.0,NM,584.0,,3024 basswood lane,S,ziegler,Whitehorse,23324,Canada
,,Airtran Holdings,Fle4242,,1-421-745-0901,R,3.0,0.0,,1.0,Zalee,2227223.0,MO,428.0,m,719 holman court,S,Fleugel,Lansing,93903,United States of America
69.0,,,mcc4243,,1-673-512-7270,O,5.0,3.0,70125.0,1.0,Rivy,3863874.0,OR,327.0,,1701 GOLD EAST,S,mcclain,Huntsville,23242,United States of America
27.0,,Markel,Din4244,,1-865-075-6024,O,0.0,4.0,403276.0,7.0,ALVIN,3677127.0,NH,728.0,,19649 carnation north,M,Dinsmore,Austin,93804,United States of America
58.0,,Radian Group,FIK4245,,1-491-148-8798,U,4.0,2.0,58740.0,4.0,drew,745315.0,WA,592.0,m,23211 wood boulevard,U,FIKIS,Sherbrooke,v6w 1w5,United States of America
,Q,Darden Restaurants,Way4246,,1-520-914-2799,U,1.0,0.0,154272.0,4.0,CAZ,,Saskatchewan,713.0,m,13885 commerce boulevard,M,Wayling,Boise,X7j 1r7,United States of America
28.0,,MeadWestvaco,Jea4247,,1-842-858-5986,O,0.0,0.0,432078.0,8.0,ellyn,2700296.0,HI,448.0,,22140 CONLEY CRESCENT,D,Jean-louis,Omaha,85032,Canada
30.0,,Country Financial Services,Gio4248,,1-633-566-8949,O,0.0,1.0,29616.0,3.0,werner,3345262.0,MD,750.0,f,14587 stratton rue,M,Giordano,Concord,M5d 1u6,United States of America
47.0,,WellPoint,Flo4249,,1-573-924-5526,O,1.0,0.0,386129.0,6.0,Yuen,,Quebec,781.0,,24573 LYONS AVENUE,M,Flores,Salt Lake City,77006,United States of America
84.0,A,Berkshire Hathaway,var4250,,1-233-370-8367,O,0.0,5.0,97364.0,8.0,Layla,2363926.0,Saskatchewan,808.0,f,240 hoke north,M,varmazis,McAllen,Y1b 1g5,United States of America
78.0,,Eastman Kodak,chi4251,,1-287-822-7673,O,3.0,1.0,404640.0,0.0,Leda,1405438.0,FL,554.0,,20156 southlake drive,S,chima,Garland,m6u 1h8,United States of America
83.0,,Principal Financial,raa4252,,1-522-020-5196,R,0.0,2.0,,3.0,Dayle,344087.0,SC,644.0,,20900 marchmont west,,raaflaub,Mobile,93903,United States of America
15.0,,Marriott International,EIE4253,,1-502-985-4297,R,3.0,4.0,436731.0,6.0,Selwyn,3313188.0,AR,723.0,f,2240 clifton lower,W,EIERSTOCK,Macon,77092,Canada
89.0,,Hartford Financial Services,MAY4254,,1-386-937-9627,O,5.0,3.0,211512.0,6.0,Erick,1355320.0,AL,308.0,,2920 floresta street,S,MAYHUGH,West Covina,14219,United States of America
24.0,,Hudson City Bancorp,tyn4255,,1-610-389-0298,O,,4.0,1188.0,6.0,GIAMBATTISTA,2168308.0,NE,821.0,,14566 wisteria road,U,tyndall,Birmingham,94187,United States of America
29.0,,,sei4256,,1-748-819-4956,R,1.0,4.0,14442.0,,dean,2407333.0,CT,618.0,,21034 WINDCHIME LOWER,M,seidl,Washington,77146,United States of America
95.0,R,Pepsi Bottling,THO4257,,1-091-388-1493,U,2.0,2.0,236118.0,0.0,Morgen,2548893.0,MN,579.0,,24996 robbins east,D,THORPE,Fresno,m5a 1y6,United States of America
33.0,D,Cinemark Holdings,Haw4258,,1-210-002-8188,U,5.0,0.0,14575.0,3.0,yue-min,3832480.0,MO,614.0,,11393 balmoral way,W,Hawker,Sherbrooke,V6R 1P5,United States of America
12.0,G,Werner Enterprises,rin4259,,1-388-767-5653,O,4.0,0.0,419848.0,3.0,radio,1300144.0,TX,417.0,,9521 bailey east,M,rintoul,Eugene,30356,Canada
46.0,,Calumet Specialty Products,MER4260,,1-062-785-8563,O,2.0,2.0,,0.0,SMITH,935453.0,NC,382.0,F,22775 gardina drive,S,MERRILL,Peoria,V6q 1p8,United States of America
46.0,F,Parker Hannifin,car4261,,1-526-019-3341,O,4.0,1.0,103361.0,10.0,gunars,568254.0,OR,646.0,M,13626 hawkins street,D,carignan,Newport News,V6s 1r6,United States of America
10.0,O,CC Media Holdings,Osa4262,,1-125-536-8001,O,2.0,2.0,77193.0,7.0,America,3888175.0,MI,848.0,m,22958 lander road,M,Osadciw,Raleigh,91358,Canada
1.0,,Mylan,Pas4263,,,O,1.0,2.0,27109.0,9.0,VALEDA,3911313.0,ND,674.0,,16647 purdue north,S,Pascas,Grand Prairie,50320,United States of America
42.0,N,Centene,wai4264,,1-959-024-8754,R,4.0,3.0,430495.0,10.0,JACQUIE,3145510.0,ME,746.0,,13626 hawkins street,U,waines,Macon,38169,United States of America
14.0,,MSC Industrial Direct,ban4265,,1-895-922-3066,O,,0.0,237574.0,5.0,EALASAID,3791837.0,NY,626.0,F,17004 ROCKY KNOLL STREET,S,bannan,Reno,30376,Canada
66.0,,Penske Automotive Group,Das4266,,1-991-980-0730,O,5.0,2.0,252115.0,8.0,Eddy,1544034.0,OR,685.0,M,2285 clover east,M,Dasch,Stockton,T5c 1s8,Canada
0.0,,Bucyrus International,Sau4267,,1-284-002-9868,O,2.0,5.0,245523.0,9.0,Wade,2781478.0,IN,808.0,,11943 keswick west,D,Saungikar,Frederick,V6x 1q8,United States of America
27.0,,Cinemark Holdings,HOY4268,,1-041-208-7713,O,2.0,5.0,68039.0,0.0,Vlado,1722898.0,Alberta,734.0,F,5680 powers drive,W,HOYER,Vallejo,R3A 1N7,United States of America
55.0,,Kla-Tencor,pon4269,,1-754-432-2023,O,3.0,0.0,69360.0,0.0,JOEY,3904599.0,PA,409.0,,15613 paine lower,D,ponthieux,Detroit,M3V 1J6,United States of America
78.0,W,Liberty Mutual Insurance Group,GIL4270,,1-063-405-1190,O,5.0,,81213.0,6.0,Alexandra,2186592.0,AZ,,m,17677 electra rue,M,GILLES,Casper,80138,United States of America
69.0,,Live Nation,gla4271,,1-240-012-3561,O,2.0,3.0,393554.0,5.0,Hester,,DC,364.0,,20954 belt line rue,S,glasser,Sunnyvale,M4j 1o8,United States of America
17.0,,Genzyme,Har4272,,1-819-389-2928,O,4.0,1.0,106792.0,3.0,Kaja,3794398.0,NY,328.0,,5524 frostwood court,S,Hardcastle,Anaheim,49515,United States of America
37.0,A,Bucyrus International,Koz4273,,1-312-896-7878,O,1.0,1.0,245787.0,9.0,WILHELMUS,3666751.0,TN,440.0,,22892 AVALON NORTH,M,Kozuch,Idaho Falls,T5D 1L2,United States of America
16.0,,Telephone & Data Systems,tor4274,,1-202-599-8312,R,1.0,1.0,428677.0,2.0,LUCAS,2068140.0,NH,546.0,M,17473 SAKOWITZ LOWER,M,torain,Sandy,78272,United States of America
50.0,,Del Monte Foods,Din4275,,1-614-562-0974,O,2.0,5.0,19101.0,3.0,Prem,425983.0,WA,474.0,,18591 chapin road,W,Dingley,Fayetteville,80095,United States of America
55.0,,CMS Energy,Ham4276,,1-704-643-3296,O,0.0,3.0,234520.0,8.0,Glynnis,1457112.0,WV,359.0,,22892 avalon north,W,Hamidi,Salt Lake City,V6p 1s4,Canada
75.0,,Scholastic,Hel4277,,,O,0.0,5.0,283924.0,7.0,Vuhoan,3218803.0,British Columbia,528.0,,12610 PRESIDO ROAD,S,Hellberg,Phoenix,14612,United States of America
91.0,,Dell,GRI4278,,1-891-405-1217,O,5.0,0.0,6460.0,9.0,Mildred,816765.0,Ontario,323.0,,17042 lancaster east,S,GRIMBLE,Little Rock,M5d 1z9,Canada
18.0,,MasterCard,bru4279,APT. 811,1-376-197-6463,O,3.0,2.0,368934.0,0.0,Layne,1449656.0,HI,719.0,,22097 penmar avenue,M,bruin,Ontario,T5b 1s1,Canada
,,Masco,Paq4280,,1-679-869-0880,O,,2.0,14818.0,5.0,LEN,377127.0,NJ,326.0,,8909 QUENTIN ROAD,S,Paquin,Fayetteville,V6Z 1U3,United States of America
50.0,P,Harrah's Entertainment,Gie4281,,1-446-310-2150,O,1.0,2.0,104054.0,5.0,austin,2219139.0,MO,616.0,,18875 royalton crescent,U,Gierka,Boston,36190,United States of America
6.0,A,WellPoint,Kes4282,,1-917-461-6282,R,2.0,1.0,98692.0,9.0,Emelina,119822.0,KS,397.0,M,13897 stan hope south,W,Kester,Garland,02110,United States of America
88.0,,CenterPoint Energy,Rob4283,,1-017-778-8003,U,5.0,3.0,167150.0,8.0,Saloma,1309120.0,PA,843.0,f,13198 imperial boulevard,M,Robart,Washington,79937,Canada
39.0,,Alaska Air Group,tur4284,Apt. 573,1-734-033-7080,O,2.0,0.0,323318.0,5.0,wee-seng,2101301.0,NJ,410.0,F,15185 simpson south,D,turbes,Laredo,V6e 1r6,Canada
40.0,,SAIC,Jur4285,,1-485-542-2546,O,0.0,3.0,298891.0,7.0,Erminie,3825142.0,SC,835.0,,21818 PALM WEST,W,Jurewicz,Halifax,85315,United States of America
24.0,,Solutia,Lar4286,,1-804-677-8531,O,5.0,2.0,97512.0,,ONEIDA,1639417.0,MI,766.0,,1758 seip way,U,Larstone,Montpelier,73116,United States of America
38.0,,,loc4287,,1-449-617-4666,O,1.0,0.0,406570.0,3.0,Betty-anne,2698788.0,OH,631.0,,24560 ketch upper,S,lockard,Berkeley,33171,United States of America
70.0,,Cummins,GAL4288,,1-749-355-1185,R,1.0,3.0,446551.0,7.0,VEN,824988.0,CT,609.0,,20929 LEE EAST,U,GALANAKIS,Tacoma,H2b 1u9,United States of America
14.0,,Toro,KEI4289,,1-317-680-9555,R,5.0,0.0,180026.0,,LING-ZHONG,3044092.0,MT,412.0,,15818 DAVIE EAST,S,KEIFER,Wichita,91105,United States of America
98.0,E,NRG Energy,Spe4290,Apt. 316,1-656-408-6386,R,1.0,0.0,173810.0,9.0,Gwenora,3603082.0,Ontario,694.0,m,16592 creekbend street,D,Spejewski,Lakewood,33168,United States of America
46.0,,Graphic Packaging Holding,Sym4291,,1-531-927-1433,O,,4.0,356802.0,8.0,Demi,491631.0,WA,605.0,F,5484 mckinnon lane,W,Symons,Oceanside,55131,United States of America
54.0,,CVR Energy,Mah4292,,1-419-404-2218,O,1.0,0.0,222870.0,1.0,Rosario,1523042.0,AL,629.0,,17042 lancaster east,M,Mahbeer,Jackson,10237,United States of America
76.0,,Wesco International,Gau4293,,,O,1.0,3.0,464267.0,6.0,sanjoy,2034745.0,CO,582.0,m,1063 dunbar lower,D,Gaudet-montsion,Torrance,19066,Canada
76.0,Z,Honeywell International,mun4294,,1-529-201-3312,O,3.0,5.0,155336.0,5.0,ANNELISE,1062416.0,FL,442.0,M,11030 capital boulevard,M,munz,Naperville,T6b 1h3,United States of America
66.0,V,Wesco International,kes4295,,1-864-391-1559,O,0.0,4.0,402496.0,0.0,Arne,,VA,526.0,F,13779 harrington west,U,kessler,Simi Valley,77020,United States of America
,N,Systemax,Sot4296,,1-841-702-6636,O,1.0,3.0,,2.0,Viviyan,2001552.0,CT,828.0,,8789 THROCKMORTON BOULEVARD,M,Sotiriadis,Newark,92804,United States of America
85.0,P,Express Scripts,fwp4297,,1-884-378-5267,R,4.0,3.0,354930.0,10.0,BARNES,1178726.0,ND,334.0,,13506 lyle west,,fwptools,Mount Pearl,H7F 1T5,Canada
67.0,E,Invacare,GIL4298,,1-153-361-5204,O,1.0,4.0,200269.0,9.0,Reyaud,2670491.0,Prince Edward Island,513.0,m,2773 spicebrush crescent,M,GILLILAND,Columbus,M5c 1z3,United States of America
20.0,C,Exide Technologies,ROU4299,,1-826-970-9654,,4.0,5.0,196174.0,0.0,ankie,2433322.0,ID,656.0,,21046 clover upper,M,ROUSSEAU,Mobile,75224,United States of America
58.0,,Regions Financial,Mac4300,,1-227-942-5950,O,3.0,2.0,137113.0,7.0,GIAMBATTISTA,414243.0,MT,684.0,,6054 chestnut avenue,U,Macdowall,Huntington Beach,V6r 1r9,United States of America
53.0,,Johnson Controls,dau4301,APT. 909,1-725-833-9400,R,,4.0,207378.0,1.0,eduardo,3746636.0,NV,330.0,,7339 martin avenue,S,dauterive,Montreal,94342,United States of America
51.0,,Ross Stores,CHO4302,,1-707-898-5759,O,,4.0,339877.0,5.0,Salis,2777899.0,AK,693.0,M,10915 ORINDA BOULEVARD,U,CHOWHAN,Boston,10706,United States of America
70.0,,AMR,cra4303,Apt. 904,1-350-497-6516,O,4.0,5.0,439354.0,9.0,hall,277144.0,ME,644.0,f,16124 WEYLAND PARK,M,craig-dupuis,Milwaukee,t6c 1j6,United States of America
46.0,F,Annaly Capital Management,Pro4304,,1-655-418-4527,O,5.0,0.0,491679.0,2.0,Ilene,1008916.0,Nova Scotia,315.0,f,18440 RYAN NORTH,D,Proudfoot,Evansville,81004,Canada
36.0,,Prudential Financial,WES4305,,1-248-258-3049,O,5.0,3.0,199307.0,2.0,JANELL,1114236.0,IA,807.0,,3906 ROOSEVELT LOWER,,WESTPHAL,Dawson City,c2b 4x7,United States of America
75.0,,Progressive,poo4306,,1-814-547-4408,O,2.0,5.0,180068.0,6.0,Majid,2410150.0,WI,633.0,,14900 stratmore lower,,poon,Mesquite,V6B 1W5,United States of America
62.0,T,Graphic Packaging Holding,rom4307,,1-938-152-1659,O,,0.0,81843.0,9.0,LISHE,1899336.0,PA,602.0,f,17774 applewood rue,U,romero,Albuquerque,90171,United States of America
72.0,,Owens Corning,WYL4308,,1-056-626-6176,O,4.0,1.0,33321.0,8.0,ira,1056214.0,OK,491.0,m,21029 morningside avenue,U,WYLLIE,Dover,V6Y 1V8,United States of America
52.0,,State Farm Insurance Cos.,Mcn4309,,1-169-397-9511,O,0.0,1.0,,1.0,uta,1216245.0,British Columbia,751.0,,12557 kelly boulevard,M,Mcnicol,Buffalo,M5e 1v6,United States of America
95.0,,Comcast,Cre4310,,1-492-090-5186,R,4.0,3.0,256923.0,0.0,Marci,,MN,594.0,,11480 FENNEL SOUTH,S,Creasey,Salt Lake City,79956,United States of America
5.0,,Perrigo,TIL4311,,1-107-541-0346,O,3.0,3.0,265626.0,1.0,ysabel,407715.0,GA,667.0,,20657 westella way,U,TILK,Mesa,V6u 1q9,United States of America
63.0,,Norfolk Southern,bay4312,,1-292-611-4426,,,4.0,249556.0,4.0,Emmanuel,1130952.0,VT,522.0,f,12565 irene lower,S,bays,North Las Vegas,68128,Canada
46.0,,WellCare Health Plans,PRO4313,,1-735-425-1042,U,0.0,3.0,417366.0,8.0,ROZ,2577280.0,MO,662.0,,5317 drew east,D,PROG,San Jose,55440,United States of America
22.0,,American International Group,GAH4314,,1-427-214-2705,R,3.0,3.0,68943.0,10.0,micheal,3712558.0,British Columbia,598.0,F,23261 long way,M,GAHR,San Diego,23512,United States of America
33.0,,Pfizer,gle4315,,1-345-399-7561,R,3.0,0.0,1029.0,10.0,Vivienne,3713640.0,PA,728.0,M,1363 HILLTOP PARK,U,gleason,Columbia,35233,United States of America
46.0,B,Vulcan Materials,Bra4316,,1-649-863-6999,O,0.0,2.0,166679.0,0.0,AMANDIP,125452.0,KY,335.0,,20237 kane court,U,Brading,Spokane,76108,United States of America
46.0,Y,Macy's,Kra4317,,1-584-730-9808,O,5.0,5.0,38587.0,9.0,Flying,2820271.0,NJ,758.0,m,378 nolan avenue,S,Kratz,Lakewood,M8a 1v5,Canada
65.0,C,Plains Exploration,Bre4318,,1-460-684-4046,O,0.0,0.0,339832.0,5.0,BERTIE,1199837.0,SD,675.0,,18182 woolridge lower,,Bremner,Lewiston,T5B 1T2,United States of America
12.0,,Leap Wireless International,hor4319,,1-333-958-9775,R,0.0,5.0,394710.0,2.0,korella,1622486.0,ND,752.0,,15581 jefferson crescent,U,hore,Albuquerque,83706,United States of America
43.0,,Patterson-UTI Energy,thi4320,,1-254-162-5708,O,4.0,2.0,370726.0,1.0,jaynie,938254.0,IA,805.0,,21177 norfolk way,M,thibeault,Pueblo,63131,United States of America
26.0,,McClatchy,Chi4321,,1-381-436-9028,O,1.0,3.0,85416.0,0.0,kaja,626607.0,Ontario,313.0,,7667 bayridge road,M,Chiykowski,Alexandria,49505,United States of America
4.0,N,Eli Lilly,De 4322,,1-272-861-8416,U,0.0,3.0,337873.0,0.0,adriana,1460192.0,UT,690.0,M,3979 gardina park,,De varennes,Rancho Cucamonga,79427,United States of America
44.0,,MSC Industrial Direct,Gar4323,,1-119-077-1287,O,,5.0,489644.0,6.0,Ijff,558457.0,MS,602.0,M,8288 TARTAN WEST,M,Garvin,Worcester,V6x 1v2,United States of America
63.0,,Century Aluminum,STA4324,,1-999-717-7692,,0.0,5.0,280550.0,9.0,JACQUENETTA,3558908.0,TX,545.0,M,3685 flint river south,D,STANTON,Amarillo,71108,United States of America
70.0,,Qwest Communications,WIN4325,,1-051-487-6329,U,0.0,4.0,290131.0,3.0,Batsheva,2434706.0,WV,450.0,,23128 ROSWELL CRESCENT,U,WINGO,Yonkers,M7O 1B5,United States of America
22.0,,C.H. Robinson Worldwide,Rie4326,,1-185-251-2290,O,5.0,3.0,490290.0,3.0,Pegeen,2295184.0,ND,457.0,M,23282 DANVERS CRESCENT,,Riebl,Chicago,V6Q 1P3,United States of America
60.0,J,,bac4327,,1-906-086-5969,O,4.0,5.0,321094.0,2.0,JANIFER,1729634.0,OH,456.0,,2401 stratmore lower,M,bachelu,McAllen,H7F 1T5,United States of America
27.0,Q,SLM,D'a4328,,1-987-482-1695,O,3.0,1.0,109170.0,4.0,Lars,2865729.0,HI,542.0,,11322 BROOKS LOWER,W,D'amour,Tucson,29227,United States of America
20.0,,Southwest Gas,CAS4329,,1-629-633-2167,O,2.0,1.0,,7.0,VIVEK,196856.0,RI,,,12194 julian lower,S,CASTELL,Jacksonville,33150,Canada
,N,TravelCenters of America,Tra4330,,1-509-543-5173,O,0.0,2.0,223425.0,0.0,Pierre,839311.0,Manitoba,446.0,M,11711 park stream way,D,Trasmundi,Vancouver,68122,United States of America
71.0,,Huntsman,Lit4331,,1-098-726-7929,O,0.0,5.0,277906.0,1.0,judith,860617.0,British Columbia,812.0,f,6337 TANGLE BRUSH BOULEVARD,M,Litz,Santa Clara,85087,United States of America
,,JohnsonDiversey,GAJ4332,,1-022-602-5196,R,4.0,2.0,397653.0,1.0,MARTIN,828864.0,Newfoundland,406.0,,21889 west court,M,GAJEWSKI,Hull,v5c 1m5,United States of America
17.0,,Nvidia,Ste4333,,1-516-862-9170,U,3.0,3.0,246014.0,10.0,MELYNDA,3234466.0,WY,337.0,m,1771 myrtle rue,D,Stewart-guthrie,Halifax,74145,United States of America
89.0,D,HealthSpring,Gre4334,,1-658-633-2154,O,,0.0,120392.0,9.0,Willamina,,VA,707.0,M,4659 long boulevard,W,Greger,Anaheim,95182,United States of America
50.0,,Vornado Realty Trust,GUI4335,,1-899-575-0554,R,2.0,2.0,446561.0,,Kathye,2061841.0,NY,376.0,F,16552 FRESCO SOUTH,U,GUILBAULT,Yellow Knife,V6j 1r3,United States of America
29.0,,,che4336,Apt. 143,1-505-524-7150,U,5.0,0.0,28571.0,4.0,Kial,2871522.0,OR,714.0,M,2756 brook meadow court,U,chesterfield,Des Moines,T5b 1p5,United States of America
48.0,B,Fidelity National Financial,Fre4337,,1-709-120-6316,,4.0,,231818.0,8.0,Ghassem,3246194.0,RI,678.0,,21811 silver north,M,Freno,Orlando,23323,United States of America
70.0,,NuStar Energy,ANT4338,,1-527-471-5240,O,5.0,0.0,190572.0,7.0,Amalea,3458985.0,ME,533.0,m,2254 whistler drive,U,ANTONELLI,Stamford,37235,United States of America
19.0,,CUNA Mutual Group,dai4339,,1-567-486-3775,O,2.0,4.0,70598.0,2.0,RAMON,3686819.0,OH,,,24560 ketch upper,M,dai,Tallahassee,48259,United States of America
15.0,,State Street Corp.,Hes4340,,1-384-288-0709,R,3.0,5.0,248027.0,0.0,LAUREEN,1360868.0,ID,372.0,M,10010 alonzo lane,,Hesse,Dallas,V6m 1v8,United States of America
42.0,K,Del Monte Foods,ken4341,,1-702-603-7446,O,2.0,4.0,457802.0,8.0,Ved,3436227.0,Saskatchewan,321.0,f,8990 TRAFALGAR BOULEVARD,,kenyon,Newark,H5L 1O6,United States of America
99.0,,Tenet Healthcare,GRE4342,,1-251-856-0630,O,0.0,5.0,91671.0,5.0,AILEY,1994840.0,AL,446.0,,4024 savannah road,M,GREBIL,Oxnard,76001,United States of America
65.0,O,RBS Global,fau4343,,1-639-973-8298,,4.0,4.0,300853.0,3.0,thanh-quoc,2572827.0,Ontario,696.0,,16787 broad drive,W,faubert,Fargo,80918,United States of America
60.0,,Las Vegas Sands,KAY4344,APT. 607,1-126-237-2401,O,0.0,0.0,402253.0,1.0,Annalise,2733553.0,MA,522.0,,3561 hilltop lower,U,KAYAR,Jacksonville,63161,United States of America
34.0,,Quanta Services,GOO4345,suite 274,1-963-394-0472,O,1.0,3.0,469155.0,0.0,marjo,1109504.0,CT,825.0,,10252 main lower,M,GOODSON,Kitchener,M6s 1h6,United States of America
44.0,,Jack in the Box,Lib4346,,1-122-290-4865,O,0.0,4.0,37300.0,0.0,Rycca,3577569.0,VT,301.0,m,24940 CORALBERRY BOULEVARD,M,Libadmin,New Haven,90280,United States of America
59.0,,HCA,Kov4347,Apt. 355,1-418-342-7698,O,4.0,2.0,23070.0,4.0,dawn,1759158.0,TX,596.0,f,5397 gessner drive,U,Kovats,Macon,93726,Canada
14.0,V,Eastman Kodak,COT4348,,1-018-557-0006,O,0.0,0.0,205607.0,4.0,Bambi,3757860.0,ID,510.0,,4197 vicente south,S,COTNAM,Washington,23282,United States of America
91.0,,Discover Financial Services,kar4349,Apt. 597,1-393-415-8392,U,4.0,5.0,364271.0,5.0,NOELLE,1276411.0,AZ,333.0,,24330 carnation park,M,karhuniemi,Huntsville,32311,United States of America
10.0,G,Pfizer,ric4350,,1-467-482-9353,O,5.0,0.0,383948.0,7.0,Kirbie,3226822.0,VT,617.0,m,14499 lyle way,M,rickard,Brownsville,35878,United States of America
7.0,Y,Inergy Holdings,let4351,,1-357-360-4154,O,3.0,3.0,117216.0,8.0,Narinder,,WV,,f,12279 valley vista upper,U,lett,Newport News,52404,United States of America
37.0,,Publix Super Markets,Ave4352,,1-812-616-7200,U,3.0,3.0,161014.0,1.0,penelopa,3576358.0,IL,358.0,m,9521 oliver lane,U,Avery,New Orleans,19183,United States of America
64.0,E,AbitibiBowater,nor4353,,1-654-942-3301,O,0.0,2.0,257128.0,1.0,paul,1820559.0,LA,738.0,,13971 milbury court,W,norman,Las Vegas,x1h 1t1,United States of America
16.0,,Amkor Technology,Hab4354,,1-745-588-7016,R,0.0,2.0,298247.0,7.0,Qainsp,3708236.0,AK,448.0,,20031 crumley south,U,Habelrih,Oklahoma City,93301,Canada
73.0,,Perot Systems,Lat4355,,1-932-035-7774,O,3.0,2.0,123295.0,10.0,IDUS,1734153.0,NY,774.0,,7290 macon way,M,Lattanzi,Scottsdale,20081,United States of America
56.0,B,SPX,LET4356,,1-268-383-6134,U,3.0,2.0,68134.0,7.0,JULEE,445458.0,KY,450.0,,2045 brielle upper,M,LETHBRIDGE,Thousand Oaks,V6m 1t9,United States of America
88.0,L,SAIC,Sto4357,,1-441-685-8957,O,2.0,5.0,325684.0,5.0,SUNDARAM,1968176.0,MD,469.0,,13506 LYLE WEST,U,Storey,Oklahoma City,t6d 1h4,United States of America
