Age,Country,AgencyID,NetWorth,Income,FirstName,NumberChildren,LastName,AddressLine1,NumberCars,OwnOrRentFlag,City,Gender,MiddleInitial,CreditRating,AddressLine2,State,Employer,MaritalStatus,Phone,NumberCreditCards,PostalCode
,United States of America,HCF6518,3020971.0,317596.0,zzedkmolmmdpsgtdnhayzjdaqsjouu,,HCFPREELCD,Meveyvazujxutrclitnvmytrbnlpikkwegmiakgmdfuzhojpsiscguua,3.0,,Santa Fe,m,O,682.0,Ektxupvjoymlpdzqxjtiavhaawkpjwsdndrpkuzfudbdymbeqxlidoiqddydeqkx,DE,Lincoln National,D,1-556-806-3707,8.0,DCVXYYWVAWQ
25.0,United States of America,Ndu6519,,221656.0,Unrrcgm,0.0,Ndumxqtvylniaxouumgyncd,vdkiukhwnfgittdqwfoxpdrxnvvf,2.0,O,Iqaluit,m,S,735.0,Kihaqupdjhbqwodfhjupabjnajpmrbesks,MS,Cimarex Energy,S,1-663-018-2554,6.0,rtxsdttqpt
28.0,United States of America,gnf6520,1795113.0,49709.0,EMHBIDRIBLUXZITXGQDXPEAF,0.0,gnfivrvjwz,EHHWHAEXLVPKWNVHCKULIDTNKVURJOYXZCCUYMWKLXIZPVTLMNXNAAGSMJKTXIVE,4.0,R,Milwaukee,,,405.0,Kzgqilgqqmsgybwhntqsshgftzkpoootorairlfrypiwwrzktwiulidbkxrdymfmcscvkpsjiujxavx,KS,Helmerich & Payne,S,1-207-514-2782,5.0,DNQCTGOQA
87.0,Canada,JXG6521,3703982.0,137831.0,Wczyactrwhvosjgfpdpohprrx,2.0,JXGRKGYTX,Neelrasfybujdhkllqxgptpzgerfmkaulsvrthauppiajlxndbqdccccmpgxhh,,O,Modesto,f,w,626.0,xrjfcdkcoplbdwincfhsldkxaevrpfhexdfaitionbftcquakuvoo,ID,Quiksilver,M,1-351-401-6559,6.0,JTVBVO
44.0,United States of America,sib6522,1895289.0,376672.0,ucvlmmqpy,5.0,sibelagnisrimwtjdvphfxtjmusmag,edztjekneve,0.0,O,Elizabeth,,x,365.0,WUCINGNLDBGTLZKSWGCYGGHZBUXIRCFTDEHGCXYDNGOBERXRUKDDNENIXOAJKBIUJEZW,VA,Valero Energy,M,1-159-001-4396,1.0,Okssflqoyw
61.0,United States of America,Cwx6523,1564847.0,108143.0,Qwhfegpcuthvrqzzhd,3.0,Cwxrpknopqk,Nkwuzrvbgdxibkhbtsdxreetmdskwwtukonbaohmdbpplqduzxyelkrutoqcu,2.0,U,San Buenaventura,m,c,409.0,qaetjyqrbvomydwpwripzybfdsgeaofvggwjnv,KY,ManTech International,M,1-733-459-1592,0.0,Cvtakreura
79.0,United States of America,ueb6524,1679191.0,372615.0,WJFQCPAZPSGRWYEQ,4.0,uebxgxtzade,pnfnpjbtpzvufwpbksspnjvx,5.0,R,Billings,m,W,770.0,ejfyjpadnfpahsdbpvvd,WY,HSN,U,1-090-528-0305,5.0,XIVBILVUFQBS
55.0,United States of America,Opg6525,3394222.0,116607.0,komjzpagphmjvtlohrnqmsqeamx,1.0,Opgnifrhcgftwwhgtkqajqolmd,pbkzcuyyjafiijg,2.0,R,Iqaluit,M,A,634.0,Xjamekpapcjseaezcf,SD,Hess,D,,6.0,Ntaepsy
40.0,United States of America,Fyc6526,3350037.0,204849.0,Ijwkwnpwbff,2.0,Fycjwcqeklv,iuewsjcqmagidabwzeleftfutujimkgmkixsfplxnpybrmwwxjbkltlgxrvwjbmqqpveokpztk,2.0,U,Baltimore,,,652.0,CQFYDUVOMSBOBIKPRNYWURUOSOXHA,MN,Zimmer Holdings,S,1-123-413-0590,7.0,Ezuxnf
86.0,United States of America,bdg6527,3485406.0,485178.0,vspcm,3.0,bdgsics,ywjwixluifbcxdqarufzjpjoivhxszxqkjwlbkgxksrohludzh,4.0,O,Oakland,,E,773.0,reqkygixscuiurmxxmnjoodvosiojqunlhvomigypsbzzafu,TN,,S,,,hfnci
17.0,United States of America,GQI6528,321587.0,305341.0,Fjsnhdvuin,0.0,GQIEGNJHOAEHDACJTPDLGMXNLN,Lovdupvxkvisvhnplndvujeqbvxfoznfpuaryaqwqlaxw,4.0,O,Hollywood,,,713.0,EXSAOPSDSKLIAGNDTCTLNZQCVFK,VA,Automatic Data Processing,S,1-620-288-3063,6.0,Swtjgn
26.0,United States of America,LXV6529,3006596.0,456504.0,Suyrbmnok,3.0,LXVMWFSHOQLR,FNLLRMFEWLSRBDBUZJQPKTKQI,4.0,O,Winston-Salem,,B,714.0,Chwmypqazqtterkwgylxtavxvxpplpznmdqqpmsfxcygpptgtbdcpfxvsb,PA,Sara Lee,M,1-637-933-8397,10.0,VKBKTPGETNIM
80.0,United States of America,Cvn6530,3525884.0,,XOBKBJXPQOFHQGF,3.0,Cvnajltplf,Fvfbmfrqidndzjiorksptvrc,0.0,U,Hialeah,,k,799.0,VBKNUNVBQVOUPPIZN,ND,Westar Energy,U,1-167-812-3804,9.0,xetjqu
82.0,Canada,Jtz6531,974570.0,425388.0,yabofsbnrsuhntojb,5.0,Jtzepisknvzliutayj,Mkqijjcdmsmltihstkwptadeajejnotnhmfynzgm,4.0,O,Overland Park,m,,800.0,GUWQMZDGLCAJBYAAIPIRTIPAARNVAZVIYCMUHGKRCNKYODJQEQWYDHGIFN,TN,C.H. Robinson Worldwide,M,1-411-458-9697,5.0,uuiphyjhgkok
40.0,United States of America,Gsb6532,609945.0,435733.0,JTEGEHWKOFXTYQVMDTKLHGZMUVCSLL,3.0,Gsberypodnbaexxqe,cgixygvftiwypujpqaxnwfkepzhloimewqlzzpaizkqlqcwncbnrbcsgyhcm,1.0,O,Berkeley,,,370.0,PHGSVZYRMG,NH,OGE Energy,D,1-196-012-3825,,zgadc
31.0,Canada,pfb6533,3138673.0,274348.0,Jjtdkp,1.0,pfbqgwfbcbmffwsdvbigsmgxci,Hpxidzrhknjsjgqtyhtqhxukxofzwytzjfwbwzsqzxfjkczdcjukodfaevgefshsecgqgq,1.0,O,Hamilton,,d,733.0,bjifxwwxnnltwcifibejlgjpfvhjjtnsviftwqeaoimbcfozpvevbzteldcxiktrtd,KY,Regal Entertainment Group,M,1-122-684-5020,8.0,Tcdujdwr
10.0,United States of America,BAJ6534,119159.0,487756.0,knrdqtnidviv,0.0,BAJAKIRLQTBJPYEEL,zgxdebigdkeimnqlfsqzpyoiwdthalvndqqoffyjim,1.0,O,Salem,,,762.0,CRAFCTCQFNCVVSCGSAUUCDRNKQMYPGDSFZLPEPIEVPYSPQJSSCDJTWNBEOPROJEDSJGWSL,NJ,HealthSouth,U,1-524-646-8162,,ftdpbvxkicef
65.0,United States of America,QGS6535,918466.0,323717.0,lvgnyocglfwqzgnrwrictjfukcpifw,5.0,QGSYYDPHCMO,Jtfexfhaspkrnzfommfkdvantsayaffwfyqhtbgzwpttwoghkqrerwjaqmmmcq,4.0,O,Chesapeake,f,,,entnjue,HI,Universal American,,1-013-676-2228,6.0,FXDVGNRJZR
62.0,United States of America,DMR6536,2705491.0,182108.0,Esqhsf,2.0,DMRZBWYONJGSMZQIGOLJHP,Lxjnfdsglmuptaxdglhvwwzcuvpblxrcpuanhbdtjoefcnzwoefdbqifaimnshvmr,3.0,,Milwaukee,,,,ooefsdyjdkkfebsfgqescbwtfg,KS,Atmos Energy,M,1-526-940-1730,0.0,fwgjeiiqs
61.0,United States of America,Pvi6537,2579745.0,159297.0,tmycihvqimh,5.0,Pvinaazejvytzfzinifnlwppnb,Czewdoddfkrdshpswuccujpqlvanhrhdfjypjcijnieuvqwlyrmqlhbx,1.0,O,San Jose,f,W,450.0,Gpgotegyntaktmlbdlnimauozfttsmblfreisphmfcokimzi,MO,Owens & Minor,S,1-321-737-3643,10.0,TFNAEGK
24.0,Canada,nje6538,1007759.0,383433.0,XBNKCTDVQGRSM,3.0,njeraadlcgfvxarxjdemuj,,3.0,O,Stamford,,O,310.0,Mctafwdhprqqqcopwhwcsgclnstnisljvvhybaucjzryjvtxbcppejvchrsctqrnuaxq,New Brunswick,World Fuel Services,S,1-342-899-8292,4.0,Kfaiilib
48.0,United States of America,quu6539,2641888.0,46922.0,QNZMVPWEUMISGBXTNGQHC,4.0,quundokjduqf,Xmeghwweqslhsmiungffandcgihbmkdhbscblckcacabfboibltocy,5.0,O,Glendale,,,651.0,oajvjzpavtssf,AK,Penske Automotive Group,W,1-506-006-9782,5.0,Ogeggretnbay
0.0,United States of America,tas6540,3420157.0,264861.0,Mlrhhaktjev,1.0,tastwgcbpwunuyfbdwd,FQIHYIJIONQDKPVSVRVEQHCR,3.0,O,Chula Vista,m,P,637.0,Hatnjaakdzoqixoadrnxhcrrseqijeevpy,IA,Country Financial Services,M,1-619-311-9447,,Gsddgojh
40.0,,rux6541,3968448.0,220273.0,Udugwlwcxhekqih,0.0,ruxnt,Dwqwxuquyuxnesgfjtctqatocpahdlvjssvvendqybuqfpmwrjwetoeyqlyarzclbd,2.0,O,Simi Valley,F,z,525.0,MDISSJJFHCOVTFVEACHGLOMKBUJGUCGXEXDLROYNOESNFJOJQFPMYMH,KY,Amerigroup,S,1-540-676-9463,6.0,Bexsn
52.0,United States of America,mhv6542,2353522.0,103375.0,nsyvxrersrifflvlzg,3.0,mhvrvkuebfxpxtc,Rjdggnarfcoljpoguglrybowirvqlcvgxtarkcx,3.0,O,Memphis,,u,846.0,OWNLQOHXTISBGNBRSSMDWUEFSKTAGNDCDTAHLLSTTPGPUIYCJLHQKMKROVCSOGEX,Alberta,HealthSpring,,,0.0,jbthmctija
63.0,Canada,qti6543,3177799.0,54117.0,ZENKBOQQEXUCVXE,5.0,qtiylzygfefgfqjeuqbjrj,Hikdppognajcobjrsccqvpgmtnwprttjcwsopsayfqvujlg,4.0,O,Alexandria,F,y,787.0,qrmxyoeuxmncqdevionsxiinpluqxntckjigdtnbfykkuydgcqgkbjiaxdesloqfhrtssiuzttidsegp,ID,MeadWestvaco,M,1-899-096-8378,5.0,aixhwg
69.0,Canada,Omc6544,60253.0,342184.0,RLKLBKF,2.0,Omcjsergnlbrjdjfsk,nlcqvwnztikcgvnerlqsudxlchcwjxhenhaawuoaqro,3.0,O,Savannah,,O,582.0,Laguvjhktsnzarktuntjwfsrtvss,GA,Sprint Nextel,D,1-216-135-6145,9.0,Kwfxwqiaxgcg
3.0,United States of America,Lgh6545,2167181.0,27232.0,TVUEHDLGDNGYCWA,4.0,Lghmtvcdupcvpnxj,Twteupnchmagcpiqcdlkzppgxuymcyfdphnjaqvkxxpqrtoyrfsbqypaesevva,3.0,O,Worcester,,,697.0,yllnxmfipejbugydykhwfcdgvnna,SC,Buildings Materials Corp.,S,1-041-746-7349,3.0,Djsng
72.0,United States of America,Uae6546,1019183.0,267206.0,Ndbcfwr,4.0,Uaemmjchr,Klxncwwfjgdyav,,O,Augusta,m,x,634.0,Zdxxmlbziiofgjcyscvjrwmekwlwcrhtldgtoxjtuxxejhazneqphhh,MD,Zions Bancorp.,M,1-853-466-9682,6.0,Ozmwgoobcpk
20.0,United States of America,Nbw6547,3426153.0,343853.0,Nvzcskgkcbw,5.0,Nbwhdk,gutgjhxufvvcyipoasniiomqrrgyhrwyhlccyekvhiqtjvoebixgbjssgzg,0.0,R,Beaumont,F,n,570.0,CFXWKVVIOXSDDQPZZELXEUUXEWUTDEAVPDPDAPGMZEAXXPQJAUGXDUXMOMEFYSWPMLGALP,WI,MetLife,W,1-796-654-4955,0.0,Wcjeds
57.0,United States of America,frq6548,361580.0,41138.0,Bylxatrrddamucrmezpuxcxb,4.0,frqwjyayoswfxpnsxwwbswqsotdex,,0.0,O,Palmdale,,R,,kmlzrkhdsfuqarlwibhvkhgczmwjwekxahtqumxbeipzgohpriodtonsaqvlexba,IN,MetroPCS Communications,W,1-561-489-9218,3.0,Kcssewctsqd
89.0,Canada,hmw6549,491658.0,21569.0,Ocmtymqommwamxpkpcedrx,2.0,hmwkxpvfbhvygzgvogbjhdod,QVPBTWQNLKEOOTLHWRGZUPBLMXGGKUJSNCROSHWIKOTUFQISRTVPYAYPXDVFDEXLZHGRFEU,1.0,O,Aurora,F,k,551.0,Dypuadaoxzjkanukkbszxmemunuurwdzujremsvzxnphejmva,AK,,D,1-131-360-0042,7.0,Buaeewpele
11.0,United States of America,Pum6550,3318827.0,208940.0,Mfabrpynfvoonsh,2.0,Pumwpkztrhnoefvtvxkw,Uhnhsvyhrgkfmvvclfjcynmaeudpvupxryzfdvxvdvagkqpgsxaklgzjuokypnh,2.0,R,New Haven,F,T,710.0,QGZEUGOYTWJCXSVTIZO,DE,Valspar,D,1-440-620-9441,9.0,Dpbntsxeenwf
59.0,United States of America,Ccy6551,896841.0,264305.0,fcfupoqjltoikrlbziks,1.0,Ccyadzxhbmnng,OTGPQCZJZGLOUSSMFUXUDNPFFEAGIQZROIYRUHVHVDAJCSJLMBDSYTGPNV,0.0,O,Raleigh,F,,717.0,Mykrppwtkbzfhrtnxixqakbptuxohygaqqpu,NV,TJX,S,1-132-611-8217,,Jjlbvdjueqd
79.0,United States of America,Fzn6552,3100821.0,276797.0,ualvmgvibf,4.0,Fznsyrvtgyjpydaupqeme,Edjitooejyavgpqfpzebjkpwfucvrkehkqisj,0.0,O,Sherbrooke,F,,362.0,Fnuhfubzspndrdtnifpdiphhdegnluwnahljhwxwmxzallvfvszixyhvjbhnkcrrghrdovrk,MN,Ford Motor,M,,0.0,
100.0,United States of America,ump6553,274607.0,412326.0,Dwyxmicdoxslimdinljawtbqrxkjbt,4.0,umpszv,qfprsnryrasojifquknnrnueyoqzclulclorvbdanwbpiuwbwimqmukfugxqbldiihmvkxsxrpldnaie,2.0,O,Boise,,z,,KWGNDEDRPBPEGTSXKINJMKIJPLKFXKFTGAFDMZICVIBKDOMZEVLPGEGGDVIG,Prince Edward Island,Merck,W,1-312-473-4456,1.0,Suvzm
80.0,United States of America,KVJ6554,2886280.0,105145.0,Nhumtuj,0.0,KVJIEKNNHCODKWVYMQPIFD,Fjwirbgilvxipibeuhuzdthzsnrppmsrvoozdacbmmpottsjwxapidzihbyefjlursvkjnfhyyx,2.0,U,Fresno,,,802.0,HOFSMTRRUHAANVXXPINAOYJIUCNIWHRQGKIRHNO,OR,Watson Pharmaceuticals,S,1-667-560-0320,7.0,Ygxtuwfle
48.0,United States of America,JHG6555,3362732.0,452649.0,Famax,1.0,JHGDHHURTAAIEPJHWVGHNHUR,Tneidvqcciwkwwnposkohurifzvkezhzvaompvxffiykcgxphh,5.0,O,Regina,F,P,356.0,fhbzsycxkllrcjzxoqxjenirm,NV,Ashland,,1-185-897-3995,5.0,
,United States of America,usb6556,139440.0,485378.0,gpudvkhy,4.0,usbqkrnczv,Merjxnaaccnqtoxilyzmjikyqhupcdardlvnurqnueqrgaswxcynacd,1.0,O,Ann Arbor,M,c,463.0,Pugfoxvsfjosxpwnwb,ID,Helmerich & Payne,M,1-324-693-3995,9.0,GMKQB
91.0,United States of America,Qnf6557,3862224.0,130636.0,CMALPAJSUSHRIXAPPSORHLKQZJVVSR,1.0,Qnfpnnzintispw,OWHVFLQCNXAOWAYVYFZGZQSIAY,0.0,O,Pueblo,,,389.0,Inpurwmpfbayufutzgzjmxxpinpjmizffndzjktumohybgmubrmpjmsxgksgxrfjbnoyobfsy,NY,LKQ,M,1-947-672-6681,4.0,twboew
2.0,United States of America,Qmr6558,2976580.0,453021.0,Ncrtcafdualpqvmxdxnrildobrt,4.0,Qmrjqmblhytpytitzgjmgwawgcwu,Ekrumqhmohjyvvzlbehvcovsvunbulrrslxnud,5.0,O,Alexandria,M,W,473.0,Zjmdvqkoyqkgpeupbhowfqlwywzhwmmbogwvoqfsmhqouovhfwy,GA,Express Scripts,W,,7.0,gukzziq
25.0,Canada,JCM6559,3000240.0,193820.0,IHTALDOHVTMZPC,4.0,JCMDFYLNQI,KGTIMWFWPQXOCPRVOQILWIIMKZSBDGCSDCPDKFIFVVKAEWOEQWIHAEFJHQGWQGQZMVFXDOSXVISPFR,3.0,O,Lubbock,m,f,521.0,thrqdclwqtuuwnmmgqslsusndcsaldvtuviyxunjibhvdidtgnjejbirnbaahveqankwnl,AZ,Tupperware Brands,M,1-574-534-0670,0.0,Bvbanmujt
14.0,United States of America,xii6560,3478693.0,434147.0,KBRTENYTHWFZAIMUB,0.0,xiidpiv,Rzeuxhjvfxvaekqaqaobtfsaxottkunnizbvopxsaufvgtcdumiwxazcvidflopi,4.0,O,Scottsdale,,L,580.0,glwhisihoclgqxadxoafeklprbkmguytprjbybghetnzkzyitwzqekxzmhx,Prince Edward Island,Jones Financial,M,1-970-995-7241,10.0,NNAOD
22.0,United States of America,ZUX6561,1111296.0,56926.0,Epepnalsln,1.0,ZUXAAKLCCXQRQ,vsqrzrhsyfreudkhbacssjakmiqaspggfpgmulgnqccfqqssl,3.0,O,Sioux Falls,F,,821.0,POSORAXTCVBYADZMVZBBJYQICYWWNRLBBMDYLYCSEWLGSGTWTLBFLDNPRFRQKDLF,AL,Goodyear Tire & Rubber,M,1-014-193-4056,0.0,Gixjiouujy
5.0,United States of America,ZVX6562,241725.0,362100.0,Vvzpsgrbyw,1.0,ZVXYTYFLGUXSUVOFLFWYJIRKWRTW,JXDCZSMREXCZUFWURJZ,3.0,O,Anchorage,m,N,453.0,Jiojusncasgsxomylclavbjzrapluhyykpskvffayjxgcemwlbmck,WY,Land O'Lakes,D,1-862-138-8417,8.0,ovjgqrqihwg
59.0,Canada,mah6563,1842181.0,355857.0,hlxerlhqknxqkasozhuu,5.0,mahlfouhvzyovkxhsj,Uubjkeiamkglmujatlsdfiitaccvfkc,1.0,U,Irvine,,B,463.0,FPUJTVKLKWUGKMJJCHVPYGSGS,DC,Volt Information Sciences,D,1-872-815-9656,1.0,BYNIL
28.0,United States of America,SXX6564,1633692.0,88292.0,Uvcbmespojiocznowl,4.0,SXXBUMJHZ,npdrvqaovyhfxvzczzjwr,2.0,O,Ontario,,,,uhrjaqxfthfexgoixiostvqlgsayxeecbyvtethymmq,RI,Source Interlink Cos.,M,1-448-418-1868,,njuigkvdf
72.0,United States of America,Iex6565,958051.0,219685.0,Sxlvzvurahlfifixx,0.0,Iexwbcgousyhjsbdxco,Bwidwcwvuyalkacaeeukgpliwsxujvnonlaxuupdczxsurbhzmmr,0.0,O,Garland,,p,645.0,,AR,Campbell Soup,,1-350-007-7275,5.0,Zsvxsjloxh
95.0,,hli6566,1004812.0,344527.0,Yswllwzluamzygx,1.0,hlioro,,1.0,O,Fairbanks,f,O,341.0,,MO,Consol Energy,M,1-700-670-8552,6.0,Cgttciudpuu
48.0,United States of America,ofj6567,3772292.0,472332.0,Nfvsdfjihaqrzgflanlmd,5.0,ofjlcncyl,Bksspsvogcvvfviibmhasvdnhmcmtuqxxcurvmfhylpnmgngwxgonlwz,0.0,R,Elizabeth,,P,,AWJSJTHCGYDXIRKMZRVBXSFCLUGCKXWUSUTZXSL,IL,Avery Dennison,S,1-634-381-3301,7.0,Zcflfdyra
35.0,United States of America,wrd6568,2133456.0,6882.0,nxnwspirwubxtffgblpdemojsi,0.0,wrdbmnzunaeelqlxovyhsqnmpe,Iebehvzza,2.0,O,Erie,F,,591.0,mmuhvfvidheogqxixscru,AK,Deere,S,1-602-982-4380,0.0,Qxxwgerlvjfj
19.0,United States of America,Cgw6569,,164348.0,Fxkprhodejobsioebvjlufowaaldrh,3.0,Cgwfywlqxlsenfuxjovuwieswg,Uilgzziydtuverqgkgbjvhbojxdpvzgoghgolgrmelrgnznbiwjodfhotvz,2.0,O,Reno,m,,784.0,Kqwmedwxfszmifbfnusnjzwfymbionbpoi,SC,H&R Block,M,1-812-203-7937,3.0,Lxchqcsgl
43.0,United States of America,Pbq6570,542462.0,106928.0,Kwblgbqpjgobyrrkebfwofgultstb,2.0,Pbqrfqnv,gmjpuxufxtdomlvcbkzguojuqrekdcaaadmecgmw,3.0,O,Mesa,F,,743.0,YGZLDNXAHO,MD,Jones Financial,,1-523-856-0930,10.0,ULFPAJJGA
63.0,Canada,Yud6571,1016415.0,166648.0,CJHFEVQVOENWWQFIBUJGERVZVKUWN,0.0,Yudrdooxemvjckbliyvwa,TTTCNOVVFXGNTPHDBZLZF,,O,Augusta,,,392.0,Gnvdim,KS,Kroger,S,1-347-488-1762,10.0,Atlii
45.0,United States of America,bqo6572,1134970.0,188165.0,SRRTXRURBVQAMTRIQCTKZP,4.0,bqoynfhrgtqwje,Rhrenwztkidwhfjkrhhieunpcmbvhot,5.0,R,Topeka,,,398.0,Fhavttlstyxvekhsotwxlcetnkvbdmtxbibcmnx,MN,National Fuel Gas,W,1-340-459-0322,4.0,wgnivkwjmq
10.0,United States of America,Ipc6573,1314570.0,365534.0,gmbpumsshthdnzshwloczzbyhsur,0.0,Ipcbczlsvnyvq,Khscucrdjbczocyhbytkjmoyqvlogiamazmbsevzzogwviutjnnlsnhqlffnoqnolfuksbw,3.0,O,Gary,m,B,741.0,aihfdkwnzmfwfolazssohuccdsfemiez,VT,Dow Chemical,U,1-926-432-9313,4.0,Ifwadkmuvmm
96.0,Canada,bhh6574,3197286.0,115666.0,RJVDFQXGXOUIVIMVNC,3.0,bhhqyjueywaqoepaxhvxn,Bdpxnqqsqcbvoytjfqescqneskoexgiuhbzxxu,5.0,O,Albuquerque,,,562.0,RTRWPWCNIHXNXTUTHJ,IA,,S,1-630-564-3495,7.0,
57.0,United States of America,Oqm6575,2521424.0,400936.0,Omxmuj,1.0,Oqmtkv,Vtnuclfscyewdeujzutrsonbdnkdjojyolawfojhzhgesyrka,3.0,O,Savannah,f,j,408.0,Zpaqaqm,DE,Laboratory Corp. of America,M,1-283-596-8154,4.0,jjchshihxwwc
22.0,United States of America,Wsq6576,3072711.0,392170.0,fgokdstdbezjjxjshho,5.0,Wsqsndtbjqrpoqhkgnmtqt,Sazwochtbqkotgyawkiagmmnscmpgreyggearchljta,1.0,O,Indianapolis,,,319.0,ATCHKVGFYVSPMSNIXOELVTCJRMMNVRS,WA,Applied Industrial Tech,W,1-972-430-9780,4.0,Vfwefgbdhit
44.0,Canada,opk6577,2208954.0,235475.0,MMWQQWUIUOCHRXLMDEROZUNGJRZDSX,1.0,opkakxgkvu,Lxslobodsdodizsexfwqatgvtn,5.0,U,Regina,m,,397.0,Zazbjekekshsmbj,Ontario,UGI,M,1-684-973-8811,5.0,zavle
78.0,United States of America,DDH6578,2088121.0,424237.0,JQLXYKTOINMMFGQZDMMGXPO,4.0,DDHXGJQIMRBOPATO,rvgjksinsvthshchsbdgpgtarqlwgghfnjaieusjwchfhjpbnhydvlrjgisdkcwsvjsjipwiuef,3.0,O,Colorado Springs,,b,625.0,KFHHFOCDDTBUJNDWYJVDIBUFACNRZDHXXSIIGLSSYZANQEZK,WY,Sauer-Danfoss,M,1-227-569-3328,1.0,Mfnxksgzs
48.0,Canada,HUD6579,3058624.0,273107.0,hxasegwtefum,3.0,HUDWH,xkuayuemztybtctvwkqtlbzldthydmqqcwvtyhmb,0.0,U,Chula Vista,M,u,666.0,JLZMUFWPTKNOPLGFIPAJXTJVSRAHQISRLUYTGOXSKIUGCBUXIVAGLFCEQWQCFFYEB,ND,Regal-Beloit,S,1-778-025-7173,3.0,Xfbamvurd
20.0,United States of America,Exm6580,,120734.0,Lcniez,4.0,Exmathnwao,Wpvnssfsnvpxciikojeqlfcmxbkvltwwcnmuk,0.0,O,Omaha,F,,418.0,Usmvlpxmyrzucmfixegdqlzexkrndtstbet,CT,Cisco Systems,U,,9.0,Lnfwkb
69.0,United States of America,gxo6581,2524255.0,183181.0,YWXQC,4.0,gxovrmcgkxscqoizagxopjpidwrwi,Cbttypxalukfrdjwcvbfymuilgsnfjpaifpvjzjwxujfgninaxlacujvcgkv,3.0,O,Santa Rosa,,U,470.0,HXLVFALAAYNOTOBATBMFTLANOUKBPJQKEHZMTTZDAFQHXFFXFWXFAEKKKEZTCOLJEYYR,Prince Edward Island,Liberty Mutual Insurance Group,D,1-785-165-7903,1.0,Ilcolgirjij
87.0,United States of America,dfq6582,3729485.0,172285.0,Pdllhqfgctkgeteyxp,1.0,dfqncvbdoemmpeygwkhfkybwsonb,LIYRBEPYRYILQWOATUVJBNGZIDUQBBNSTQNJWWTNKGWLAEUQOWBGK,3.0,U,Buffalo,M,,514.0,Wsgendakbsphsg,HI,MEMC Electronic Materials,D,1-569-783-2366,6.0,Diuznaxw
64.0,United States of America,JOX6583,1740632.0,417369.0,lpzvmdrwqojhigupe,1.0,JOXKEQOADLGKCXEXBEXRYRQZ,MQXRZMAFDGDTGETXBMZUUAZUODSQQK,1.0,O,Warren,M,,705.0,Cvrsrdvj,ME,Mueller Industries,D,1-771-034-5882,7.0,Biesp
61.0,,Mba6584,1682610.0,291653.0,vknxfrmjzbirmqsyuehzvsxlge,5.0,Mbacpwo,Vfljhdjjihofvoklbwppviojobgqehat,3.0,U,Columbia,M,V,608.0,Uuhquizu,IL,Boeing,M,1-078-385-5686,5.0,Awluysfydvdr
10.0,United States of America,NGK6585,1641621.0,433169.0,XSYJKSEMFUTOQBRBKAJ,4.0,NGKKSPMSQUXNODMJNVMHIQBFADRSIB,LQKTXCHJKKTABVZQTVVEOZAQGDZTEBOTJBSFVTTTGYKMZMQDPGMPPWMVSVQJZDFOPDVXTDVLJ,2.0,O,Cincinnati,F,R,306.0,Gcvpdojozjnvgjsmcbfpouxufrja,CO,Inergy Holdings,U,1-715-388-8966,1.0,Fviczcdp
45.0,,RQU6586,2312028.0,310920.0,zngxwlyxn,1.0,RQUWJAJVUADUZIGIHK,xdiskbqslip,0.0,O,Norfolk,m,,540.0,Qaqizwxgxregdsmewicxhficlrmt,CA,Helix Energy Solutions Group,S,1-530-062-6709,2.0,Rsxrchum
20.0,Canada,SDW6587,1862020.0,101210.0,Tmwblve,0.0,SDWFXWNFPPWFXDGRV,Qvnwfjahd,1.0,O,Fort Collins,,,791.0,JXGSQXFFCGKRQGOUBVQXVJOKICHIWRCYBYHTBEKZMFJRSYXCJZOWMSECIHDDK,TN,Pilgrim's Pride,M,1-222-298-3667,6.0,Osutjqmlko
68.0,United States of America,FMG6588,3890075.0,497673.0,Gtdohitxfy,2.0,FMGZIUIJXBSUAFMTIWIBLHEIN,Emfutrsxxnmoclufvcjtxpjrijfojcc,4.0,O,Tulsa,,,647.0,jcoitbyhytvxwdgrsgbuojijfxdighcifqepdiimgriudojxjdcfvamrhapbdfjf,Nova Scotia,TJX,M,1-909-784-8494,4.0,eswjwkb
79.0,United States of America,Ben6589,2353236.0,234967.0,wdhcygeqhntrysdexpmas,2.0,Benmaxnaapcrb,Kupmmsgwfbem,,O,Mobile,,c,438.0,Vcmsqzdorhfjrjwvshubngfjrdfapmpxoycfd,AL,,M,1-580-820-0598,7.0,KPLRVU
35.0,United States of America,awq6590,2783519.0,112799.0,Kklckah,4.0,awqhrgtawhuexdfqnrq,Pqbesczbanzhabbplriiyshtvaetaavalslwoyweacfdzsrdigpc,4.0,O,Mesa,F,N,808.0,grgvvqlqxiwfwrjxdfstffsdoexubpcimyxkllcfyetsggywdjmkngzal,MD,Micron Technology,U,1-455-468-5348,,Uhjarsbueurh
38.0,United States of America,egu6591,3603861.0,286904.0,wmoekymlgewlodjthghw,3.0,egunzfrkhpdq,ARDBTPATZL,1.0,O,Anchorage,,a,751.0,Oahpzgqkqdqzbahqllka,ID,Century Aluminum,U,1-663-031-4432,2.0,ikvap
76.0,Canada,Bba6592,2464005.0,238046.0,Mgvbckprsaimeyxbhjmqulsjtauxk,2.0,Bbabismwea,Aaqlxuhqhnzrwaoctpbguqhomjgjzdjamxsqaxgrv,0.0,O,Amarillo,m,,537.0,Mkqnxommvqfnmwoadrcojgbtec,DC,Markel,S,1-274-355-0288,7.0,urddnlja
