AgencyID,AddressLine2,NumberChildren,NumberCars,Gender,PostalCode,Income,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NumberCreditCards,NetWorth
Fxk9226,Ztlojdvgwetfutsmdibexaeuspvfkbltygtkkxhzzpduhftrokngwa,,4.0,m,yocehcrkqjqd,154063.0,D,57.0,463.0,R,Cracker Barrel Old Country,0.0,2393992.0
wsx9227,PZTWYJVSZOIQTXLUFANSMHJUGCD,1.0,5.0,,KXENGBDUXWL,379919.0,M,74.0,368.0,O,Cinemark Holdings,3.0,1111146.0
YGS9228,Nrliguoraalreqbnp,1.0,5.0,,ebugflctud,494886.0,S,10.0,695.0,O,Microsoft,6.0,2874610.0
Adr9229,Gmcezgobqchpoqqvcswhrvkmpxgqxrgkqyelkqdfr,4.0,1.0,,OOESEXNOLYM,101214.0,D,94.0,529.0,O,Cimarex Energy,7.0,1630292.0
muo9230,Lmgmnpyoocqgitshhacqhtugxpjvgajxzi,1.0,2.0,,XTJHMVZRK,452773.0,M,0.0,832.0,O,Mosaic,7.0,684575.0
xiv9231,vdafzkuhymrdoluoinfrdsbuyx,0.0,1.0,F,JUVKK,10714.0,S,81.0,732.0,R,McCormick,4.0,1464585.0
Vxn9232,MAATFJHBXWDPAIJXQMELVXCXOELUHOMZSLKBCPUVVNIWPZRDFAE,5.0,5.0,f,PPXOBEMDYW,114135.0,D,90.0,364.0,R,NV Energy,2.0,113667.0
Swk9233,fuijudiaehzrhlfekfmiulboixajqrboickiqdymlsxiwmdismatzybpilrawbgk,,3.0,,doapikm,215294.0,W,39.0,477.0,U,Qualcomm,8.0,2650557.0
jst9234,,2.0,1.0,f,wtbkrowmob,130437.0,U,63.0,713.0,O,Nacco Industries,3.0,1606515.0
Ebo9235,Zvhomsnupzrfehpokqkoirgydzgabqwjygqiewkszljtgpxdwzxbodksrgosbyxwgu,3.0,0.0,,Twxyxdnngacm,210787.0,U,88.0,645.0,R,Williams-Sonoma,6.0,
Mtm9236,AQSCKXNYOSZHXVMKPAJEFTBGYVCNNUWAHCBSHRIMFSEEGHFHPLSPZWOFXJBHIHJFOTFYFCDGW,4.0,,,SJZRZK,148324.0,M,85.0,799.0,R,Sunrise Senior Living,2.0,2591325.0
jub9237,Fpbjhygtvomicp,0.0,3.0,F,JYMADULC,264799.0,S,73.0,353.0,U,Service Enterprise Group,3.0,2114324.0
Dap9238,znijjysgiguqzkahbvnaedyfocmpraodinsxgfrbo,2.0,0.0,F,Hcrsaea,304975.0,W,20.0,308.0,O,Mutual of Omaha Insurance,,2504886.0
Use9239,usryjkneunc,4.0,5.0,,Plugso,164814.0,U,29.0,,O,DaVita,2.0,3662459.0
Fqe9240,QIYGSFQSH,2.0,5.0,m,Dblsby,,S,31.0,316.0,,AmeriCredit,2.0,425003.0
AAV9241,USTRTFFIJMBLMIUGMFODOSOOVNADPXEENDXZMLOCMHPTTWKAXCJN,2.0,1.0,,Mzwcjbhho,203916.0,M,59.0,,,Costco Wholesale,7.0,967122.0
Jge9242,Hjuyv,0.0,4.0,,Myoub,225279.0,U,100.0,317.0,U,Genzyme,3.0,3112956.0
IRN9243,GJVRMIUDZRSSOQXISZWNCJOTETZXAJYKYFHEP,0.0,4.0,,laqlmyyxn,369644.0,S,7.0,759.0,O,Tesoro,7.0,77354.0
eva9244,Wyjtjlhlsfvfywdtcuntevqbtvaelqnzktuqgvqvpdoaz,3.0,,,Vfcguvnqzym,31804.0,U,27.0,369.0,O,Zions Bancorp.,1.0,3381930.0
Dwx9245,criqjgvopckdkwfdjlwrahpbwlyeywlowixvefuihvrhnzpdewocqkukxdxabhhwp,1.0,,,Haoeirqcrbt,113650.0,U,75.0,329.0,,Gilead Sciences,7.0,659165.0
Qyv9246,PKSWBQTMKIEFXGWBOVXASJJVFMAXJMKJNPTJWMIRAVNJUVDNWUDRVWOGTQJLZFRGQXCQMTBSSVOEGW,4.0,1.0,M,,47147.0,U,68.0,439.0,O,Applied Materials,4.0,1496328.0
Xqn9247,Ajnbbttepkedfivssfevjzexcpvqkzfdrsasj,2.0,0.0,m,LYUWCHLH,389952.0,U,49.0,669.0,O,Delta Air Lines,4.0,76649.0
Vlh9248,Mzitnuztfwempooswmcady,,3.0,,Ppvtn,202459.0,U,30.0,538.0,U,Blockbuster,7.0,2291150.0
uhb9249,fopzjnwkugycztovkcpulqbzpabarxzylpoqdpvbjmtoxotuakimrmwdulwexrfixwujiguzarysq,4.0,1.0,,flqdly,396254.0,U,44.0,486.0,U,Regis,,
Ams9250,xblmwtiqjqipqbmlgdxlckhaxijlkdyuonqnybcttgisolcdycmfaffaklpmjmesyoo,5.0,2.0,,mkfatn,304743.0,U,61.0,314.0,U,Auto-Owners Insurance,1.0,1862553.0
ACB9251,wjwvssezmljhxtbmhamexdbkuzinwdxfcfekewbzskisprrylzlaihbbpuuycdfzltqxkwvqnyns,5.0,4.0,,IRPXAPGKLCSV,268291.0,M,94.0,335.0,O,Ruddick,3.0,3422525.0
afh9252,xurminprfh,0.0,0.0,M,Radqrl,413892.0,S,88.0,717.0,O,Kla-Tencor,2.0,451385.0
pdt9253,Gqhflnfgvpsqgnjjikaonuzkpyvzerigkjnvpdetj,3.0,0.0,,Lqzpj,50739.0,M,72.0,486.0,O,Gardner Denver,0.0,3234523.0
UUP9254,IWJVWEUMRFIQJZUOMVJEPHRJLMVLTJLBOTABOFKGAIOEX,0.0,1.0,,ginwatk,80798.0,W,40.0,404.0,O,Mosaic,2.0,2390840.0
ixs9255,gcasadvtktvxytobjtqjhrucqfefkeaklvdyekoytodbjsomdjqes,1.0,4.0,,THRPUTV,,S,61.0,650.0,O,CarMax,10.0,3164221.0
Fty9256,Wrxhllmqkcgnqyymxjrxqdqdcxtmlnxzzeiduduvcrswgaiengmtpipo,0.0,3.0,,yqxoo,402527.0,U,28.0,757.0,O,Sherwin-Williams,1.0,455909.0
Dkk9257,CKXNMISONLMCHBHKJJKHMSCBBKTZHJUEZWFCAQXLOPMWLMSCXVNLEBQDAYNJAZAWQGSNCZUUGB,2.0,4.0,,Kmvlj,344996.0,U,64.0,461.0,O,General Growth Properties,7.0,2269320.0
EWZ9258,Nftqeyzafflivwivlphnesagktifokzqvelvimnndjlsvgiuhmzfggjnqfqsyxpjj,3.0,2.0,,Mawtlavbq,27697.0,M,28.0,356.0,R,Quest Diagnostics,2.0,
Iqn9259,DUEFIJIUABV,1.0,2.0,M,Rglypmjksoq,61175.0,D,,522.0,O,Goldman Sachs Group,6.0,3460973.0
nco9260,ciungsfgwbmxzjqdlkiqwn,1.0,0.0,F,Jjijpl,470956.0,D,13.0,536.0,O,SunTrust Banks,2.0,158220.0
Mfd9261,QAXZFNRXTALFYSOCGJTTZOJJLVGYDFIHUXGBFHQWCZIPVOLHIDKUGOFOPTLRNEMWOFEA,5.0,0.0,,Bnmprs,14329.0,S,90.0,800.0,O,Expedia,4.0,1236451.0
iun9262,Ikxhmqrbpodulgrfkjlctfejpefgoxedwvoihctttlqwijn,0.0,0.0,,MDPRRNMGV,340416.0,M,45.0,429.0,O,Plains Exploration,10.0,2050117.0
Jwy9263,Bdbdxichvrsjzplmwcoiiajgqngirffyzbaqmsjkkilvydktntkonlhekvnpckvdjswxuauobet,,2.0,,ZTHLRCSUNXRI,494896.0,S,90.0,485.0,O,NSTAR,5.0,3132061.0
OZU9264,Jejfnyvektpgfdsgtblmuabzxleqahcghyrbegozstaspjfgmjbsbhlribhsyzjnpicfuk,0.0,2.0,f,Ovsjvyu,332331.0,M,40.0,647.0,R,Tenneco,7.0,2096984.0
Vhh9265,Xtxcpnyyhiavfaolgygsmtdrdpqpeomkaoishnokvvxqiqnwefornlvsj,0.0,0.0,x,dliaww,188310.0,S,23.0,302.0,O,"Toys ""R"" Us",5.0,2604664.0
kkk9266,rnbdrqycpfsdaxjbfosrhktvofixyasclgdvuhoampsbqtejmvhdlgtekbxoauvyjmvnxafcgqyim,2.0,2.0,M,Wadqtqnimtw,180615.0,M,39.0,350.0,O,Allegheny Energy,8.0,1842010.0
hcd9267,DEDZSBMSKZQRHWFLCRPCCJOQZVB,0.0,5.0,F,WHPEYHMUAA,14461.0,U,69.0,609.0,O,MEMC Electronic Materials,8.0,1094780.0
NVP9268,Dnctrhkuervigrkxdoduk,5.0,5.0,m,qftsswso,395795.0,M,77.0,751.0,R,New York Life Insurance,10.0,1398892.0
Hkk9269,Lrcletatmofgkqsfnutzpwpvcvnkqmexogjqubukvgqyzqzcnjgrxmydbfmrkuxdsufdublqprtn,2.0,5.0,m,Xukaatfxbz,341012.0,M,37.0,410.0,U,Sauer-Danfoss,4.0,1471913.0
Qwf9270,Dhdvcrwtqtcuc,2.0,3.0,m,Lvzjxcsoojnp,,M,99.0,437.0,R,Service Corp. International,4.0,40150.0
uzy9271,ednijlproavcctkxxiwgmbegrlaglbjpnfqxdfivbrvhc,0.0,3.0,f,Cpjhrrjvtiyk,33940.0,M,33.0,399.0,,Chubb,1.0,2455738.0
Qer9272,fecqyzclikmeuuinwowbikjbbruicknhrxajfhnzqltmlwlavjsinewznsnye,1.0,0.0,,Kxuvdas,4143.0,U,38.0,844.0,U,Harsco,3.0,3823670.0
Znu9273,Bbpvxkcndtrsnwrln,2.0,4.0,M,pysjnd,167631.0,M,52.0,844.0,O,Big Lots,1.0,2749198.0
cvg9274,Bllspdht,5.0,2.0,F,RFPQT,354988.0,M,74.0,353.0,R,Spectrum Brands,9.0,1091679.0
Qql9275,WPQJXNAMFX,3.0,3.0,f,Rmxniyi,449820.0,S,94.0,448.0,O,Ecolab,10.0,2150364.0
Sfp9276,ibdhpckfvkkpwixmjfqykijqznovjtbxyikisgdllxgkkikanelwzribtm,4.0,3.0,,,6411.0,M,61.0,550.0,O,Fiserv,7.0,1323751.0
Gvg9277,BRPHSUDUUTGRLTJVWKXIHBZBP,4.0,0.0,f,pxwhx,452184.0,M,51.0,460.0,,Deere,4.0,3615431.0
Uha9278,Bugjdanuokiosmkphc,0.0,5.0,,eqlrbe,,S,92.0,448.0,O,Dominion Resources,0.0,1454327.0
QUU9279,Gzfdyyzmvbrgnkilgdjzesjclwfliaxhinlhebqlegmc,0.0,3.0,M,NBNBJJLVE,174030.0,M,47.0,503.0,O,NRG Energy,10.0,2994755.0
Qkl9280,Lokkhepfkwzgfdcixhhutokfsnbtilnerf,0.0,0.0,,yzuynlhvmz,151380.0,M,34.0,697.0,O,Amkor Technology,2.0,3471416.0
Zma9281,ecocbswqbffkecefiskuaoladignwhmnjkpfhsweiinlrhutughqhyfjapqg,1.0,0.0,F,ravyrsrl,491974.0,M,93.0,831.0,,Sempra Energy,0.0,1230647.0
azx9282,Elsltvsbvezfoxsffxfnnjlcqflahmpduxljhxhgvkgcakvipgpeacykj,5.0,3.0,,Llzyw,186620.0,M,61.0,493.0,R,Smurfit-Stone Container,0.0,552886.0
Ipb9283,tuwttnjccszutxoxlgofpzccmtsgojrqhwkohafjooohawdjprrclszhipeocjhetkbwqeho,1.0,4.0,m,nehurgpltfwj,4011.0,,28.0,565.0,O,BJ Services,8.0,3241806.0
SOO9284,Jkfzzkvoyzruqcoduxqlhcbcxy,2.0,5.0,,hafatin,161973.0,M,,344.0,O,PepsiAmericas,2.0,498520.0
Tmj9285,Tnvdbsuvadjuhjnafrczpdvxbnfnatxlprakqmqhgidriobtbvsjskmyfgopgsfrpr,1.0,4.0,,vwitbvqqibxs,79257.0,M,24.0,342.0,O,Graphic Packaging Holding,6.0,558126.0
Inx9286,ztzayqihedzdpdeoid,4.0,5.0,,ZIHQU,350087.0,M,70.0,444.0,O,Cardinal Health,7.0,
OWV9287,Eiqhmdykr,3.0,1.0,,Pvdgdmv,461393.0,S,23.0,840.0,O,Abercrombie & Fitch,0.0,519396.0
Vis9288,Sgltlbngahdyawacivbdbutpxbmfddbgkbnbvkezpzajyqjwgpsaqyvrj,,3.0,,Efnykp,358062.0,U,25.0,803.0,O,Furniture Brands International,1.0,3639546.0
YIZ9289,Vlrvxsvogecmitxfmemkabxzegbrkwnqlepkamdpfvtyntvlzymwtrzauipbhcxckvnykxfnehfdn,0.0,2.0,,Nyebrtkch,322165.0,M,92.0,532.0,O,Enterprise GP Holdings,,1137629.0
NDY9290,TSLWYPFATLKVZXJUOESSFAKTYMSIGJDGRFKNPHOZFV,5.0,1.0,f,Hrvhby,418613.0,S,12.0,601.0,R,Priceline.com,5.0,2565674.0
Roc9291,Kjcaskyikbfqqffqtnigglwuedtbivlfiylyhrk,3.0,4.0,f,Ajuirgwhh,107902.0,S,60.0,843.0,R,,4.0,493797.0
KCT9292,vfqcntakkwtfpglgtnatejtkauphmggvgavjfknvwwqevbkj,0.0,0.0,F,Xaknnclovwq,349077.0,M,76.0,396.0,O,Valero Energy,0.0,717847.0
Edl9293,jtjswomanhgjcgnnuctxoamejilbfndrlmo,5.0,4.0,f,qxozoctki,422984.0,M,82.0,324.0,O,StanCorp Financial,5.0,220373.0
Nbr9294,Etqxbmqwcg,5.0,0.0,,,441805.0,D,51.0,417.0,U,Cincinnati Financial,7.0,2458485.0
Xad9295,Mvtlokjvurhzpjsreldoqawdvwcfxcsvvbdmirxejonzpuldisvuxotsbjevsvwfpdncfhvnitgtvnn,3.0,2.0,,MUJJYTCHREO,451605.0,M,29.0,,O,Goodyear Tire & Rubber,4.0,
njx9296,Sjnmbsrecxlltscbwwvxdraszhvicspbakrwndeamx,1.0,3.0,,Ejimkjtnjsq,262664.0,M,80.0,741.0,R,Dick's Sporting Goods,9.0,812824.0
Vun9297,ejvkpslzxyyst,0.0,4.0,,Xiegdxdb,90056.0,D,58.0,330.0,R,General Cable,6.0,2914214.0
PCR9298,Xuxnmypoupjdrblbtertgemzzmgospkdrkifbwiojspyawooilntcbvlvmbf,5.0,2.0,F,Ipjwakx,303070.0,M,,492.0,,Regis,0.0,2936891.0
Gbo9299,Mxfrzovsbgrdjrggfdxwwhquhfbszofssgnoaczdhvhfijpdckukgmqibsfcennmoxzizcucflbi,0.0,3.0,,NUQEWF,264157.0,W,83.0,808.0,O,Apollo Group,9.0,2573727.0
LXA9300,dbdqke,1.0,1.0,,Uibuzlym,90133.0,M,64.0,367.0,,Owens Corning,0.0,85554.0
Sro9301,Nyukdlsvgxlqdu,1.0,4.0,,ijhchcovugi,192710.0,U,25.0,,R,Kindred Healthcare,2.0,333160.0
Fjm9302,,4.0,0.0,f,,247648.0,W,58.0,718.0,O,Monsanto,5.0,1964125.0
Sur9303,ydxqovdpvfdhibnbaipwzbhnboai,4.0,3.0,,Nafcmm,409256.0,M,82.0,447.0,R,Maxim Integrated Products,3.0,2334579.0
Hax9304,Yzohenfewurtnomyldcjpnzkiugzhgrtbvejngisuugcnobhfalkreeqqxnazwcbxltmomluznbfkdd,5.0,1.0,,Vmvfoqbppkve,60268.0,M,51.0,405.0,O,BJ Services,8.0,114832.0
zgx9305,gdfqiwqfreovwywdpwkxhnamgpvsznrwuzyfnabmzwnxaiaswlmzfzzbkvchgtq,2.0,5.0,F,NXGKVJWD,299077.0,D,60.0,646.0,O,ON Semiconductor,4.0,2593495.0
Kmh9306,chxntv,5.0,2.0,m,Arvzcjdgi,265850.0,U,10.0,617.0,R,Polaris Industries,8.0,1731732.0
tec9307,Txznnkwnwbhesvfylsachhhmeziwvzrchkkjpqdcllhwscktnppcqczeeupwqjp,3.0,3.0,,Kymuormq,448020.0,U,11.0,346.0,O,Varian Medical Systems,9.0,
Xsb9308,HOXXQNCQSDYORUKFRDJAAYNYOPKHVURBZAHDFF,0.0,1.0,,Cahdunqytzw,205923.0,M,42.0,784.0,O,YRC Worldwide,5.0,
RJB9309,SXELGOJMTRROD,3.0,2.0,,NTXJNIOWALG,457110.0,U,73.0,345.0,O,Terra Industries,,1137816.0
Ttw9310,yqueoiywzzttegytqbzqojzuwhjbasmhndjybobddgksdyjmmkjvclafbtefpbzquxwnqnfypcl,4.0,,,,,S,30.0,816.0,O,Walgreen,8.0,2948275.0
Gox9311,papqrxddcqfkgbvsfasnzekveqpowrxinou,4.0,1.0,f,,25537.0,S,71.0,,O,Protective Life,2.0,1018827.0
zxx9312,Fawdnkypxomwfpdrvdqcmvhruuxfmeqfgpzafgcwfqanpojnobvk,3.0,1.0,f,DTIINLFR,243425.0,S,73.0,479.0,R,AGL Resources,2.0,3670831.0
Oik9313,Opulebrytghkfxplwrapmpkhfrxrthpprqyukajbzgybddvjwnxqzviqnhzwhlgdmmnqc,3.0,5.0,f,JURUW,456113.0,D,,840.0,O,Manpower,,1101433.0
Fdu9314,Pgikpnaekazewzwfdhpuluahsbvccoqavdqxwqymdhixwzndljkuykhfuyajqy,1.0,3.0,F,wgbyllvqa,,D,92.0,765.0,R,Chevron,5.0,1520350.0
BSV9315,VLCJYGFBAISHEPUUQWLIEQTGOLJOJSASOQZWTA,2.0,2.0,,Kbxrynbkidr,151157.0,U,97.0,490.0,R,Nasdaq OMX Group,10.0,1705062.0
qyt9316,WSILFCMSYVVPQHPKTUPEVFFFWJFBV,0.0,5.0,,Kjdjjhyquzix,359574.0,S,70.0,650.0,O,Assurant,10.0,1648906.0
Uap9317,Zisyadnpflpbljwqtljdsntymrxcxllentwcsnyathtgoojvcrxwmsqeqepl,,3.0,f,YIARXL,162420.0,W,10.0,318.0,O,Michaels Stores,0.0,3534957.0
PUL9318,ctqqxbnonarjdjaitrnqenuo,3.0,3.0,,Yvkjj,118416.0,S,90.0,458.0,R,,10.0,2906056.0
Vsi9319,Isesxjdjokydskgmfifykhlqyqncneoflyvzfqtjmfjokcroucaqpsbyzg,5.0,3.0,f,Sfaicbotep,44735.0,D,19.0,508.0,O,NuStar Energy,9.0,1758546.0
Ulq9320,Cwokpfcpoizsidxsmjpvxoevnlvbol,1.0,2.0,f,Hfsqglb,265368.0,,7.0,600.0,O,Equifax,1.0,1876595.0
PXR9321,Sdtwfpfwflymjzfvudkwjbatvkvrmzlrwndwfkhdkizamlcguufxejpvlbnxegausyhocmokbwu,4.0,5.0,F,Zssib,90317.0,,48.0,470.0,O,Vanguard Health Systems,0.0,3364612.0
BIC9322,Clpcttsnhkiblzgifxaorhkjmkfmyyouokoxrhobrdgegwqhvdjmdsbu,4.0,2.0,M,Capwj,305683.0,M,27.0,367.0,R,WellPoint,8.0,960349.0
Egt9323,CTASIRTBKXTJIXMYHMNSOSZPPTBKDCHHSPNYOWQZPEUXERHQFFTXERVERSYZUFTTGFOLUFEPOUDXKGJA,3.0,1.0,M,Usyykxhpgnmd,312046.0,U,19.0,828.0,O,Charles Schwab,6.0,2434281.0
Hwi9324,qbmtdxwzzcvwkpmeulpkhfkrcmnketbyuvwwtrdmtjlqheyybouaq,2.0,0.0,,Wmsrsdnxsua,130547.0,U,2.0,791.0,O,Helix Energy Solutions Group,4.0,1687912.0
Aiz9325,Dozbuvmjcfreqowskbqlcjytecyxa,1.0,5.0,f,SXCRDAMJ,54561.0,U,88.0,770.0,O,Great Plains Energy,9.0,226828.0
lbj9326,,2.0,0.0,,,430056.0,W,37.0,640.0,O,Granite Construction,,2682142.0
klz9327,iuytdtnhthdsxxhedaxqrxfzbaesdq,2.0,4.0,,Aaxxbmsskwa,208745.0,M,30.0,485.0,O,TECO Energy,10.0,2356998.0
Vaq9328,Mstbmombzanafmeuwopwko,0.0,3.0,,Jrcoao,328669.0,S,51.0,544.0,O,NetApp,4.0,848687.0
iwp9329,Rwercyyvajfmqjimrlzakftsyfzmissklrvixaevesrtupq,2.0,,,BYJKMHU,217250.0,S,41.0,646.0,O,International Game Technology,4.0,735994.0
VDX9330,Tkiblzjttddhkldkheow,0.0,1.0,,gagsm,386927.0,W,2.0,563.0,O,McDonald's,2.0,1439992.0
XOT9331,anodqaakempciqtfdkyoiaaudkpfnn,2.0,1.0,,Dswflqojjpu,223494.0,M,39.0,821.0,R,Steel Dynamics,7.0,1274990.0
bgd9332,mejbpohtvkfeupsibtnbvsquil,5.0,3.0,f,Qkbttvtpywe,372159.0,U,96.0,455.0,O,Helmerich & Payne,0.0,206621.0
LWI9333,Aygqdevttcwevcpjofqrvsyazlufpelcojluxpjgzhtjune,3.0,3.0,m,Bbrzyk,462514.0,M,13.0,662.0,O,Lear,6.0,2310238.0
EXK9334,EVEFBOACAIXQSLUXZBAGZZRYSEBNTWHE,3.0,1.0,,Yunta,93567.0,U,44.0,818.0,O,Atlas America,5.0,
nyq9335,Bcznykrkaslevhnaweedykjucxyfozrlvqeoy,,1.0,M,Vfskfmfa,410810.0,U,63.0,701.0,O,Jones Apparel Group,5.0,2044618.0
Hdi9336,Eddgpqndjgpqymevdlswsntyypgyfspatbx,1.0,5.0,m,MZGVHDPMC,177807.0,M,74.0,547.0,R,Henry Schein,5.0,556278.0
YEV9337,SFPEZOQTNJKQXXRCVMHZVCQCF,0.0,0.0,F,Mzrva,220965.0,D,13.0,511.0,O,Celanese,6.0,3284453.0
jmb9338,Sdbwmprktuutstrmylpdsemxukfyawudircimvpjzabgfypvuplj,1.0,2.0,,wrstbrhrlh,7870.0,U,98.0,776.0,O,Applied Biosystems,7.0,3775743.0
Uhs9339,,3.0,2.0,m,Hddgntm,359152.0,W,20.0,603.0,O,Las Vegas Sands,10.0,1974666.0
Pmo9340,ggjwjsrznrbelzgkdfzotllwgdzsyssuudvayqqrxenwgr,0.0,4.0,,Nccjzmhff,244334.0,S,49.0,413.0,O,Coach,2.0,1329378.0
BMP9341,Stedvsjsbiprxgyfcnraxphyjgcwhepcebsszdueuitvgflnhydzetpvmzztcakyvwxlghppsvqvjiii,0.0,0.0,,,428099.0,,8.0,481.0,R,Ameriprise Financial,2.0,2909229.0
HOC9342,Xitnikonfohknqcvljjwaqsywlhffxvyubgociapsnqrphewfmotbpkslyokr,5.0,1.0,,Cbabfkgrzovp,325852.0,M,59.0,673.0,O,Vought Aircraft Industries,2.0,
uoe9343,Pnwkpjfpkwwbzptthdczopjtuk,5.0,1.0,,IWYMOWM,,M,55.0,726.0,O,Hanesbrands,4.0,2869101.0
ddv9344,Ihsuqhlqkqwazptbuhuzpokxblxlpuyduthengnibjqxiqgrmt,4.0,4.0,,WTVUWV,31005.0,M,,394.0,O,J.M. Smucker,10.0,565070.0
AQO9345,Kwjhybjfioliqtmgimayafrmxgcjgmxbieafapypfstsotcjcivjppjznethgoguaetssslgp,4.0,1.0,,,5605.0,M,25.0,613.0,O,Conseco,3.0,2283039.0
Cxi9346,Zglfmhnexkzhfftokgxkpzpzmkuvreermweramwhpfdoucitgpodnggraqjpmdmmbtjjrauw,4.0,5.0,m,Ilifeydpije,159171.0,U,8.0,361.0,O,AptarGroup,3.0,3189016.0
Drr9347,Kevymmwjjstakccmcspcpguxdidcuntralspmydktxcvdljcstpladsw,5.0,4.0,,Dbpohaojyxk,360692.0,M,89.0,577.0,U,Helix Energy Solutions Group,10.0,2654496.0
Bno9348,OTJFKMFW,0.0,0.0,,Uzuotmimptgh,71803.0,M,9.0,455.0,R,Sanmina-SCI,3.0,2716732.0
ibm9349,,3.0,4.0,M,yzgbigsdx,431130.0,U,33.0,647.0,O,Vought Aircraft Industries,9.0,266702.0
Roq9350,ybijkuopzzyibycmi,4.0,1.0,F,Tqzpn,402077.0,W,83.0,344.0,R,Thermo Fisher Scientific,2.0,3036109.0
Bee9351,zbvgstivcisyweayjxscnvodawooapsrvdwlbvfcwovbxexdt,4.0,2.0,f,MGHHRBBS,317493.0,U,76.0,702.0,O,Morgan Stanley,5.0,802666.0
pmt9352,nwsaodmchrfyqdzrpxrjdhhwkteuhjarur,2.0,5.0,,Jhdqfr,242846.0,U,21.0,602.0,O,Hershey,7.0,2121177.0
XNV9353,VEAMSVBKTDFPXKUHNSQILSWRZMLARWSIWUBZXISAVGBCLHSHOLJBTQXHXJUNNYKXAMVDULHTUFEK,1.0,,m,GANTKFQISCB,189279.0,S,42.0,526.0,O,Noble Energy,5.0,3243442.0
Hra9354,Pjmvaaiahxjobcceenudwbalshxklkewrbkzpjzauve,5.0,,F,Gniqeiujegr,96167.0,D,95.0,,O,Century Aluminum,3.0,2021690.0
xmp9355,jqoxmupf,3.0,4.0,m,Evnkdvlzp,321492.0,U,70.0,514.0,O,,5.0,1980845.0
Mlt9356,Fexheyizjrwfijnqobmgqikicxdgusekqdrbidzepvzt,4.0,2.0,F,WNDOXJDHOUMV,66367.0,S,66.0,331.0,O,Terra Industries,6.0,838050.0
kfj9357,Kjuukepetpfta,4.0,5.0,,SZAQVQ,257884.0,W,73.0,840.0,O,Mattel,9.0,2021368.0
XGL9358,,2.0,2.0,,Ojhic,449830.0,U,88.0,668.0,O,,10.0,176674.0
Aio9359,Vpyvghrarhhifpdidgzlhmgoqrqnygerdwwnggxkwgkznrgnsbpumrmwokcrj,1.0,4.0,f,wbqhcbhmw,58702.0,M,70.0,474.0,O,Fiserv,4.0,630392.0
jjd9360,VWXEZSZJ,3.0,4.0,f,CDBPFV,32361.0,M,43.0,368.0,,Emerson Electric,10.0,939924.0
pru9361,Ptgakynrgrjwcajmxtnwbaoxiftazpqsbshulnrgvdgroivihnxpznsgtrctkuoqxy,,2.0,,Lzahzjcosid,445223.0,S,47.0,425.0,R,Rite Aid,7.0,1766726.0
Pus9362,Odupyoqdwfrdvvswuvorubmhwufawamjroipeumwawdkoeooplggauudwykdoknjzmttb,4.0,,m,lxpvethtxge,415398.0,D,88.0,320.0,O,Sunoco,2.0,730781.0
qiw9363,Tcrpscbduepacfwmglkootzinigstuuqyulnhpwclnsntfeoe,3.0,4.0,F,Txbouafl,249106.0,W,11.0,486.0,O,Key Energy Services,3.0,3702054.0
Xje9364,EFHASLATYPRZKWYQKTVZLECM,5.0,5.0,,MGLKOSSTLAG,305306.0,M,24.0,342.0,,Marathon Oil,5.0,3474079.0
edw9365,Icmokukmbfxltltwdldnjaftsnfkkvauhuqaxqdprxfjrurhdvrszzakogzqvqrprihbjadvqqskct,3.0,4.0,,Iemtqx,31765.0,U,58.0,346.0,O,,0.0,837037.0
Ayj9366,,5.0,5.0,M,mkevldommwq,329439.0,M,35.0,319.0,U,American Electric Power,6.0,1482994.0
smf9367,,4.0,2.0,f,BIYIZAITG,49130.0,S,55.0,782.0,O,Thor Industries,9.0,3433840.0
Flj9368,dnicw,4.0,2.0,,Nxtmpryovw,432107.0,M,46.0,827.0,O,Werner Enterprises,2.0,926004.0
lrq9369,tlbggymtvofrydkmpzkr,0.0,1.0,,TLYILG,321346.0,U,30.0,705.0,R,KAR Holdings,5.0,1032078.0
Zrb9370,Qccahrnbhkermqxqstpwargqhmyfqfwxnsfmfctetezoayed,1.0,1.0,,dnqwpc,471404.0,W,27.0,808.0,U,Bank of New York Mellon Corp.,0.0,677109.0
Aqo9371,Agnioxncoulhoxtkkdsqjggajkltqixjsnlusymwhucoiinjdbjnkjsnmofvlxjolcywklkao,2.0,1.0,F,AXYAXKQ,434232.0,S,26.0,837.0,R,Ashland,9.0,2824015.0
FBJ9372,GGBDCOEXQGQTCJQOSIVQWICSDIZKAPWFZRPUINMMWSYXGQKSKDQSAJLYGPMCMHFULVZIXBCT,,2.0,,JNZAAUOFXCWD,354702.0,U,36.0,576.0,R,,9.0,2823628.0
PWQ9373,HKBLGFRRHYLUFTAJUTHVEUFSKXKKZGCFUPPCTDFXTMUCUBBKGXLVDFB,2.0,4.0,,JXAHYID,91047.0,U,92.0,623.0,O,,8.0,3865939.0
dkk9374,cgavkpjdxhyhliauilbndyyphalcu,0.0,4.0,M,Lraunszebds,245856.0,M,100.0,392.0,O,Portland General Electric,1.0,706155.0
NBE9375,ADHWFKSYGOAJJGCJVBSCSUOASZIYLCETOKLXYUWVQQPGHGXJZHUCYGPUKUPIHDELDQQBGNXNYJUB,2.0,2.0,m,ujqdfvffoh,230479.0,S,89.0,367.0,O,Chubb,8.0,1704399.0
