AgencyID,NumberCreditCards,MiddleInitial,Phone,OwnOrRentFlag,NumberCars,AddressLine2,LastName,City,NetWorth,State,FirstName,Gender,AddressLine1,PostalCode,Country
Hmt6617,2.0,E,1-231-450-8508,O,0.0,Gtmjqgdbgimxowdwhcxsooefcwbnwhhglwvktvovgtbwgrngwxgmwjogfffwouai,Hmtbfqjpp,Santa Ana,613690.0,MN,Lctrntofkawvksczrwvuf,m,Hnpseskmrpunpndfhhiwejxghpwgsbeqootjrlwogakfpxjy,XCJYETRI,Canada
Twc6618,0.0,,1-597-521-0680,O,,YCBUMITDAMOOFSQORNTZFNRKHB,Twcrtzyxocoaq,Springfield,1015510.0,OK,Crajbbdjjmidg,M,nlmcokrwywqjgmzntqixheptoebywbzgqezygpqycr,EILRRQNBWDIE,United States of America
Oux6619,9.0,,1-561-717-5646,R,3.0,JEDQREROIJMNVKKYNTOLOYBQDINADFFGCMFIXDAFESKKJDHOXSCKFFGCT,Ouxxnfvyhyy,Irvine,28291.0,AL,ltlketdbigt,,jaeqrufukqcbipapyuobqkaekcxafihux,VUOFZHHG,Canada
omc6620,7.0,,1-836-113-4994,U,,lxwkkkyhuttlelwudbqghcwgwhjaezregbxpyaesevcaqbjbwiukiq,omcwigjwkmdtblp,Anchorage,3014807.0,ID,STKSJRYYVVJBFMKXSACLLYXEMOX,m,Wkzmbgglvtfhbu,Bzmdrhtjn,United States of America
SXJ6621,2.0,V,1-839-907-9366,O,4.0,,SXJWUZJMFNMV,Lakewood,2351943.0,CT,Lplfdjjjbgbobakp,,VYSGSROXDUHRUTAAQSQGPTHEJQWVF,qrzjrcrdm,United States of America
Eev6622,,,1-887-727-2388,R,5.0,Qgprbxfysvfjjozfoijqmhcpgzutuwtftrnblgnfduxc,Eevjwcjacmccripdqgraubvkzcr,Detroit,2072853.0,AR,ixszuhpkdexlhahwqxodquc,,Udeogdwhbwaqjqkleirlassluegsitpcuohvvepvsvsqiidppuuzynrfiwnuubluct,smaxgzbjf,United States of America
Xfy6623,3.0,,1-210-662-3847,,2.0,DCVNJHDUUIVKGSPPVTWPGNQUPIVUW,Xfyfnpfjsvwqazvmhnxvjearxh,Toledo,2955458.0,DE,Ljeegiklytjgqwc,m,Wlhzlpdnqtbyvpintxnbcshpwyihgggsypzaucu,AXQPNZ,United States of America
AJW6624,2.0,,1-756-331-3875,O,3.0,rcxfvfmzgsvmoxvrjjstgarksriqvefqyedjlgsliujb,AJWRKPNN,Edmonton,173446.0,Nova Scotia,UEOGPJCNZGR,M,LEFREXCVQHNIJHJDPPFHRRRJSCFUDTIIMLNF,Tvldbbb,Canada
DXF6625,5.0,I,1-058-967-3014,O,5.0,cpeinatvrlzhkb,DXFPXHVGZZ,Long Beach,1014645.0,AR,Vgrhfuzhfnfxk,f,Fpgwndfszxfsesappwielocygpodwhxhadbtxxpmlsaujlemlijsezjtkjjslkxhwwglp,Mpdmcdxyywd,United States of America
Rib6626,5.0,O,1-959-968-3958,O,3.0,qxczrhsrfpvopyawcoshlkrgfuxzqtkacrjvcpkxbufqelqrvpwhrrikgbkpsnyfpqjfffcbwpmh,Ribbdsuiiisnkksxmjks,Inglewood,1325055.0,Saskatchewan,Ilinjytikanegr,m,olkamzwwetwfaxzftrfrlnmprgnbum,PTZNUSKY,United States of America
Qfj6627,7.0,,1-192-357-3267,O,2.0,Audnfzzlldthtvcfylfgdxqolhlqqbzzolxxvwvqgrfywcfppamoccat,Qfjvhinlvziijxyghozmcuulixi,Mobile,3543993.0,DE,Afkrkmkhtpgqkkggbmhxkvjboewpv,f,Xvhdjcmbeegpkklbnlyghhfjemukpcbpni,adfnjwf,United States of America
Oxa6628,8.0,,1-574-279-7477,O,0.0,svalyqqvliduhunewefyisnoshfvosehcezdjkryalg,Oxarvkmaeefnwvjm,Jacksonville,3550412.0,Manitoba,Cniujyvwmhjtmtzmrfyhx,e,kdfsuigufhhw,ljqlimw,United States of America
HCJ6629,9.0,,1-812-268-4131,,0.0,viqhvxtswefygaraxrgyzmbwdufoclfsjbbirhzracvjrxrvvauvodcmarghfenffll,HCJSXXSECWMIFKOPCLHZOXWTNKWJBZ,Fargo,568687.0,Newfoundland,Axgbc,f,jouxfxedtbjjbeyhxddbmwhxckejvivwupfiukwxvbfqmpizcdzaqumbegavbhnryidzhsgfp,Qeyhypxgl,United States of America
DSR6630,7.0,h,1-269-704-2143,O,4.0,Cforegvmtimqrjrrahrdgxpdlgeawxkahrzuw,DSRAKOTEFIGOE,Bakersfield,1860895.0,LA,bvcmxuhkohsrnbkbnyiqsnnge,F,OYCHYLYTDOUDRQYAAABMZNECVKXPKSTEXAFRGAXCPJELVBVKVNBOYAQDYCLOMJL,VHLAGASILRIW,United States of America
maa6631,8.0,C,1-265-276-3752,O,3.0,Iqdyhtkdwvywbslthctrmghxwmviaimtjs,maavxadliiwaa,Los Angeles,2171358.0,Newfoundland,Udobxgckdsylqdohl,,Qzepfbcaikwgffhjnyhmscmmdwxeuglscifqomypwaitdxcyhguaumjrcxevrefuqzbiuwxvl,STNAKOWYVTDT,United States of America
Gkt6632,5.0,,1-014-924-6915,R,5.0,slhmzhwexsenmdneowbhkgsbalmquoonuuuyvgaylelxcbxflxexuwipg,Gktlobmqtmnouuoigteg,Denver,3585600.0,MO,lomwmqnrrhmaobafussgz,M,Zppbxwsocxoqbxlnntobonzxxuvwjbskivneyzzliauhcpmoxv,evzsihstpc,United States of America
Wtp6633,8.0,S,,O,4.0,CCURHQHFFDGRHZUSGIOROVDNCRHELLVEHXZQAJAUT,Wtpnnfjhimv,Halifax,1792564.0,Newfoundland,pwboy,,NFASWVIOBNGQCQCKUJZSSCJZJUISSLNOIOWRVYTYVXKQNVFUS,Trwdkmsd,United States of America
Fdt6634,7.0,F,1-031-843-8564,O,,,Fdtifgemsa,Peoria,3808732.0,OK,Xhathvjwdljeaq,,Iafvunwinanmfzqhszvplrjxbmoomsgjkzsyhnljnshnajrlajmpwxycnotpguzskemncyswnqllxyx,Eapnmesyhra,Canada
Mis6635,5.0,,1-580-986-5616,O,4.0,Jjpxotjggl,Mispyukvlqllchsapxacbvtrkdsey,Sioux Falls,2240823.0,Manitoba,Cqttbgxgfwul,,LOWUPVSNYVRSRDD,Vscws,United States of America
YVX6636,4.0,,1-322-106-4331,U,4.0,SOKSJKPOHRSDHHRLAQFGJBLIWKYMJRUTGYXAKJAYPPOTEVWBTHCXFNWVOTKSRLMMJIYKYDGAJOIO,YVXJVKTGKFZDEHECXDOW,Worcester,2387243.0,MS,Tmfxlarpokrnhype,,Msggwgmsj,plunenrs,United States of America
viu6637,8.0,,1-224-988-4270,,3.0,owhhkj,viuuxkvjwdcieglsuyqwxsiyi,Chattanooga,3737670.0,Manitoba,eszauxjkifmwz,,,Djwnoi,United States of America
OKP6638,10.0,j,1-805-058-1109,O,3.0,RMICBTBFNLFBREURJTXIQWCIAAKVMLEEDHNWPDXYGJCWIPXQCKIYRJXDSFXUKTIYRVQGI,OKPOVMLWJHEOXTPLXSBKMRBVWA,Salinas,2124997.0,FL,RUXYLEU,,,Wlukny,United States of America
Bwc6639,9.0,,1-169-644-0187,O,1.0,Seilsrjb,Bwculhdqszgnc,Erie,1149966.0,WV,Lsiqkgbwdigdbqamzwulfqeps,f,PCESCVQLPZEANVZGNIKJOCNQUSPAPOMAFNIPXESXHSMNDLFSXJLPFGCWAT,JXMBZQSHSLB,United States of America
FPL6640,4.0,Q,1-977-833-3192,O,3.0,Hhvfzxqaiygdfohyhymjwbowmnpsiarolsemrchcgrvgaqgfqxfvjrxbyxurbbh,FPLLHE,Cincinnati,3578827.0,British Columbia,vaemrymytvknge,,JXQWCBJFNKI,Dkoucbnt,
UOF6641,2.0,j,1-001-595-0929,U,1.0,Peebfbkukvsqamngbggrrlbzcokyxtvefbsvmnooxfpnwvggfjvngy,UOFYAJBVWYHFJTFHMAICD,Yonkers,636308.0,WV,Jpbfgyfdlmldm,m,Dcqrufphaytkokevkscmipbxzjwgxzkmqi,Mrvgdnku,United States of America
Agv6642,5.0,H,1-324-060-0124,U,5.0,,Agvfjvfrhfakdlw,Warwick,2546954.0,NY,IXOAJRPDQQ,f,Wpzkvwvzzrmgrgcpiwnprtcvjjfmzpvwyfnmscrhxtz,Dmtmlrukgzpz,United States of America
dyx6643,9.0,,1-340-774-7243,R,1.0,Gjwdizgfvslaqvrfvs,dyxsrhvzxylpyu,Salinas,315969.0,IN,Vdknqmihogsksehivhzmtxtvadekr,,roxddzejbhukeqtzopdnpnrjdrmrmrlfrobouonanyzdntxfyvjkcoaqumeztbbflagahkeipc,dyltgoozw,United States of America
Gjx6644,3.0,,1-008-714-6159,R,5.0,Zxdsuhggoliylltovxgepkzpdebetdhwvjkauqlgqjjamhohfnsxtswrweccfmdxqhkuiwnaoga,Gjxaojtakwqtlwzfbsxw,Pittsburgh,2240517.0,MT,LPKYFUYIXXVCBBP,,Udrzgbxdbsyaxrk,Pzgtghvl,United States of America
HGR6645,9.0,,1-500-677-1362,O,0.0,Sfabxqqkertphljodthkwmrlpghnbownrihjsddgkdgkrqrchxrismwhogpmwsnlttkqux,HGRGFXZUNJIRTBOY,Shreveport,631542.0,WY,ZMCBHBKWF,,ugtblwhsvqtioxloujuul,Uxowpsdgrgwe,Canada
Mit6646,1.0,,1-733-303-0028,O,1.0,SOUOXBGCZPNGIFJVERBRRTKVVSWJXIRKGEXZDTRFMWKLKXQSCSCUFCQSTEXHNIID,Mitlexongeikvrfddvzj,Durham,556876.0,IL,AOCXU,,Fmpfwdonxdfnfnceflcduaqvqvlnddkyfjhlohfazjgzidcwnudzea,AXILWRCHMI,Canada
Mik6647,8.0,,1-205-195-3666,,4.0,FHUDUPJUEOGNSJGAJFPGVKKJUGLBILAXZDKXURLLC,Mikysx,Newark,584573.0,WV,CQJLWIJJTOBWRVRMSZDXMNIAPKY,F,Hxuqhjsccsmqhnjodtailsterzmnnmwpflfyezxtclubr,Aqlkjtkkca,United States of America
QIM6648,5.0,,1-717-335-7059,O,0.0,ihbnbcchhhawgtphkdizgpuuvhmqvjtgemspbbivfxrpiutf,QIMUERLMIDDCENQMTBNXQ,Pittsburgh,3885054.0,TN,nforppdjwlmkolhzfqelobc,,IHUGBLHMFEEJPMCUBOVSSGIWGJBMQRRZFXHKIEARNVPTJASORAW,EOJBB,Canada
Gkd6649,0.0,,1-798-030-7385,O,2.0,HKISNEVNAWWB,Gkdvtxr,Los Angeles,578748.0,NM,Opnupzggfuylowjsd,M,Cwvdev,sdewycaik,
Wvo6650,10.0,,1-580-644-8367,O,2.0,ankzlhbifmtqptfrbruyebdiretbdngtoclcxq,Wvohaqjsvr,Charleston,1897913.0,British Columbia,bfrlvliooagtdfgdd,M,Bsasjpakhtzihcaocfpostparyicxbliruvowdxfz,IWRNSRBPC,United States of America
Iep6651,3.0,T,1-546-365-3586,O,4.0,EAVYOUWNMYLWLSKSPROSUVIIEHCRSCTLPMNNTZWCOOCDMGOJLVIKL,Iepluh,Scottsdale,2442366.0,NY,Wssbkqnopquecumcuxnz,f,DYYWSXYPGLSPLGHUILMWIQUMNESJTUMXMTFQRREOWXTENJMLHCJHDAEALTQERQCIFSNOW,vkqggipse,United States of America
Jeu6652,4.0,,1-733-649-5562,O,,ysspedblunklsgimmcsdqcspvutfznyhypwjxtyojztbcaibecxesgfxjjuf,Jeuehuuwvnegpl,Inglewood,,VT,itiychhjsjaxwztvajhsvxmei,f,JISUVJFTBRUDPFONBZGPZGHA,WYCJOBXQNI,United States of America
xcv6653,5.0,N,1-754-001-5916,R,0.0,asvyejciiriiqmstysnthymdrb,xcvjutbjwhthnruftjazlblnv,Wilmington,340515.0,CA,Ejswoquavtjgvwyyvqwvupbu,,XKZRKBJBCKOKKYXGJPHUDONLRMHCMJWZJKQLWEBWEULFBEMDMSLYKQBUOMLIPPIUYJEVY,Migcnjjpdo,Canada
Qcu6654,7.0,,1-665-464-9246,O,0.0,ikuazfanjoqfguqvyspkaoteslvb,Qcucsrhdhjeuelopajzvmqtlxck,Calgary,2062903.0,KS,Qguopnwuqwimkmq,,Tsonepxcfajvebqgrvbnhqyuiiwrjmvyjtajvbdufrolapdgrnoigpkyylwaxpdwpm,xrnnwpa,United States of America
eml6655,,,1-028-221-1699,O,0.0,HLSIAQTMSXEESLWHUCLACEPUZCNNTACUPXUQSGTUW,emlpmyfgmscikihvupecynsi,Brownsville,2993212.0,ID,JWWNSY,,Ukfqpvlhpqtlgarawdymnntivdcyrcxfuvfedevgacgxlwkdea,Wioouwid,Canada
iax6656,2.0,,1-647-041-1576,O,1.0,gthugmvljhfdtgqmoiplesykx,iaxecnuoezlzvewrzmhzb,Providence,3736503.0,AZ,kvwvwkkcqsslgnmol,,Jrtkaafxcopfbmiisveelknddnudbphkdagducndgopfihdreavuvkuqlfstd,Syfhkpry,Canada
Jmp6657,8.0,F,1-608-737-2405,R,4.0,liiqbrpxhlurnzghucjtktamoc,Jmpktmsqlnqkizkzskiljdxyfhmmr,Elizabeth,2316887.0,DC,Ogmlsd,F,Etbmsdbimmfqnpbrrrltpuzzkiljmfczsdimeoyfw,bfgmeyucp,United States of America
gqx6658,8.0,,1-756-332-5346,O,0.0,UIYSSMPRVPICQMWUKXZSHGMRSLVYTNAYIASZVBP,gqxcxbzidllcyien,Mesa,1210292.0,ND,Suiatoip,F,dddcqnxoupidzhsfrtgskhfudcleilvgbgwnutlaiqyoxltpmkrfwxluzlhrh,GFSKGRPCB,United States of America
PVJ6659,4.0,r,,R,,Gedsvnjtfswvnxhthsdczgmnvchkgloxsaxhzfutbqfptauwgmryhkunljvbleetwdrblqgaqd,PVJRSMHYBKNWCDJMTOSVAY,North Las Vegas,2913485.0,IA,KFOLQLSGNJJCQWVCYZUMIJZPJMNH,m,bfxlzcabewffpdravt,NVODEFZDEFGO,United States of America
faa6660,10.0,F,1-996-390-5334,O,3.0,Hudoxhrtwoxmyiqmmxqeolswkzecbimervmjpn,faatfikczshx,Washington,3459298.0,PA,Qeuvib,M,tsqxalylskfqiyrber,SOBYROJY,United States of America
Jug6661,1.0,J,1-979-570-6046,O,2.0,Zvdqnel,Jugggwzbmxurdim,Richmond,3738467.0,OH,Xujmhbeco,M,NLDPBCODJUSMMDROVPELTKMLLFQJDOEJSIPETKOJOIPQTHYHFAQWWEUGVVJ,QBZAC,United States of America
LPB6662,1.0,,1-745-953-1822,O,5.0,YDMMWIIXASARJEWVSVCVTKUDQXQFQUFDFQMSDUIUABEDHZCLWISLNJJRQIVBSILGQQLPPLGEF,LPBFAIZNMZ,Brownsville,1936040.0,New Brunswick,Dnofhfyjzvjottocuhxxwp,,Kgieeqxymonrbmbfxaghclanqhdomgowdmgrazswqafautywhfm,txwmqvubyni,Canada
Ysb6663,6.0,,1-197-415-1861,O,0.0,AQPKCNROLNLAFYCYXNIDLLNOK,Ysbxehkmcu,Jacksonville,2620563.0,MI,JTKQPKDJGQXQCKK,,IFAHSXTMZIEBXUTLXEVFFSUILBYCVDIMM,CBEBVK,United States of America
BQA6664,4.0,U,1-098-794-6855,O,5.0,QKQOBMAJIL,BQAWNTK,Sterling Heights,2516768.0,HI,dubvdwfaokhsydbijubdfouivzfgw,,Uzichzxzucvpdvenqmilvcplpytlbrguvfyf,Xaqgpix,United States of America
CYL6665,1.0,,1-473-016-7803,R,5.0,Imwzleioesibnqxixcxonwactmptkxwbotiijffwtitvtphsmbjndmwdpgecaslhmoeysqgrpuoyltb,CYLDPYDZWRDTCHEGNB,Columbus,3706443.0,NH,ISQWIOGDOGYTULXX,,Tdfqqrimlosddluxxsapihqcqsmkfqzlwbgavrrmvjnlsspjmamsmqxufzaywzfbgzevckjkpoxts,Txnailyid,United States of America
Oef6666,0.0,,1-026-673-4569,O,2.0,Geduxxhrxqkvusshfpxwqjmoochnuqfwwatxtdoheobrm,Oefoeuhowkbr,Coral Springs,3762386.0,Newfoundland,Xaxgbfwsydeni,M,Ionuce,GOAMOPNINVM,
efy6667,1.0,,1-323-124-8003,R,5.0,ivcibamtgdswmjovddrqzooigbjjyxpsjasyufdchxzavbzlueatpvvguuiqhjwnmy,efymilbepww,Indianapolis,,MN,Gxahvnjlbc,,Najbrofqihtjxeshbisjbxxulefqotbjnlpphqekoutzapxgheeyksbmezunfbxubtkvacowcaserwy,ETFNG,United States of America
AKI6668,1.0,,1-631-861-7916,O,4.0,Mnsfrdxabbzifdddghmnwbngjzbdglrjwghiqa,AKITLDGONMSALIH,Laredo,1160893.0,ME,ulvbliiwbwzfxmeblnsdqpc,M,Horpykcpslmbhzjkgitweqxhxqgtmaqfxxbtnjtlolxbqyedxktqb,ypoebukt,Canada
Dkk6669,9.0,,1-187-051-8095,O,5.0,Sjnktvccqslntwicrwczlsmewrhwoedbhkjmjtpljtmncnplrrwbdbnrsywtzdmmqwkxqdmg,Dkkatghmyqtslzfjycsln,Boston,2713967.0,VA,oceonmwklfjpcyqlpyphxdhcasovfv,F,Yqazywdimdaqkddvccieiykdgbuuddubfncrqykooedsdoqxdnadguzhuwrhuuuttklxhlfoytxqmk,Uktifrfb,Canada
Jiw6670,2.0,,1-612-849-2491,O,2.0,IHKJSWMCXQDPLALWZKM,Jiwksyqekgbxqlmsrmobuvfyjvkxip,Livonia,3673520.0,NV,nowltgihqkabwiiyjnywdte,f,Bbnhdhbkulbftydarieyqxigiaanqpcm,Oxqlfljhw,United States of America
hcp6671,0.0,,1-056-587-5007,O,4.0,ifqdeqrxnvcwyxbheitybywsyqbwunrmbehglwx,hcpfamowroehxctdzbvfl,Halifax,1404890.0,FL,Yqpkysosfdd,,qjykeplcjsadiiirztfhyxwowyzbfnqkfwxxtdwjzchxmasirwuyqpmuqtnmvaaojmz,Xieqwzus,Canada
Ett6672,9.0,Z,1-744-455-4235,O,4.0,,Ettssdgktyrjboawudr,Omaha,252645.0,NJ,UXZGOQEVGMTYQQADFOQQN,m,Bflrntdkepwztldfrmfnrrxiphhhn,Nfpoovbjt,United States of America
qdh6673,4.0,o,1-301-606-6604,O,0.0,enbxe,qdhuhtwq,Ottawa,97226.0,Ontario,yuksoatbsg,m,Vksmwnriisnpdluvdauyk,PEQHXIMILSOC,United States of America
Xnh6674,9.0,g,1-203-256-6514,R,1.0,Lxceaiodfkoghufrjvz,Xnhqjlkrff,Anchorage,1278744.0,WY,kaiyaijlj,,Vjgsmjklsmzpfmrqtjtpgnrxpkuitwlfupmoytpgqjmwdmvglclmpkubxmdkzsvtwaqnfaatrmwkxarj,Ovxox,United States of America
Vqu6675,,m,,,4.0,BXQZZMETCRAFXK,Vquwnlujnhkomdtankbrmoxxwv,Oxnard,1573134.0,AL,Yfzitrlxsksnkba,F,moptdchxawupxbxgnqaikkjpyfwmnarlxttmyiqoklbisb,RMRUNXA,
euh6676,8.0,B,1-849-895-4910,O,2.0,OKHQWAOHLBKLONZOFQTHMROQSOFKWXEHGGIWHRSWJHUVFXXKVTPTXQULENXRUUSLGN,euhxhzsdkul,Baton Rouge,3216888.0,British Columbia,Kuktdpsffwbxryiuhmakxpygrke,,Pwtsdbblbjkluzejktzlosbbieofmwsfauhqlskdbtfulypt,Ohfyxgilft,Canada
VVV6677,1.0,n,1-413-646-5024,O,2.0,navfcgrjdrjhiolkampdhmdehpibw,VVVTFIDASMNRORDKNYIYDKR,Livonia,380216.0,MD,ljoyldvvmjdoobbbrxl,,CRXICGRANAPKCXJCTAGGGVBULG,KUBKJVIZ,Canada
Wgw6678,1.0,n,1-173-314-9409,O,3.0,Fqiboqrgpalqfjqihezztkutciusecfxmtrkxqhwzlhmgsn,Wgwqiigiyrksod,San Jose,3496496.0,British Columbia,sqdwpzkigyepbmppeealknurngr,,Iaananahyqiqihbmc,,United States of America
moy6679,2.0,j,1-487-895-4474,O,2.0,Gpreverbrpeehcjcfldrnfrkalskgkygovtbtkbj,moyfgm,Wichita,3004384.0,KY,gtqqzuvtlh,,Qndzkuutuwrsnrdbcrgdfehrmr,Fuurgrg,United States of America
Dex6680,4.0,P,1-032-629-3974,R,5.0,Dpjiprgbtfkyxvgrsmosaycmhanmqxditnlogdmjtxnbixxyqtsmfxzmhpjdlhcdampi,Dexfeigpuyknhxcnrudccsonlberg,Sydney,766387.0,HI,ETDCC,,jxnczipvlmrjoqfhvvsehajfbjeenzteciw,Xyaalnqcaub,Canada
Ivz6681,9.0,T,1-613-688-2613,O,3.0,LHWUSTAEKZSOYFZZWGDTPTTCFHAQNZRHFYIJLYIZYTWXKY,Ivzssyqypkesseezmtfooqhgwjhhw,London,1387524.0,MO,HXKKB,M,Ryivdavdgyzofrphhv,Ipahl,United States of America
Qqp6682,5.0,,1-043-242-8034,O,0.0,Kardeknebbfsihgweailresyxxpt,Qqpskqhpdrbjshwhmlifdwtjwcvpn,Whitehorse,2778068.0,CO,Nhhhmjxtkbzekizim,,Pgbizysvsfltntospigpjplqvmwxebzrlcbeyhbemwilzbqyboogrtpno,vbynqzdvyt,United States of America
TEJ6683,0.0,p,1-281-169-7125,O,5.0,snphprvltgyrrappmyxedeks,TEJZZGFLKJJXLEMQOJURN,Salem,2612657.0,AR,HDIVERRRCBRFKPSFDVECTYBFHIKRVT,m,Ptkneoveyjmtheuyugkneejkfooymvwfiyuhqpzbegugusocwnwgodrattvtunjiqqaq,bxvmrdjs,Canada
Dto6684,0.0,h,,R,3.0,TCUUBLEPBWRWTTOEUBDASZYDJOSCBYCE,Dtodikxbfwgtceigespgo,Chicago,2631473.0,AL,Cogogtkvzv,,ffxodthcfttygkuksergswculjvgoqntvpimgexkglrxriqqpecxrwkujqfpshxvapnhcvypiecfxuq,pejnobwzxa,United States of America
JGP6685,6.0,x,1-848-845-5994,O,3.0,Cwrbiuryjpnheuygfziynwicizjxeyioiitfaxwfovtakilczulnufjquvgncboljtjrvnanc,JGPNMMHV,Cincinnati,1533030.0,AR,Qowoqfvvxlgidxgggaxjpntbdecxd,,Xuylhvunqzfwpfwhmcogjungxodudxfzlabqe,Biqmxjkgs,United States of America
YZM6686,3.0,R,1-436-460-7913,O,1.0,Pmsdcbjijnffqhtfshfhvzoagcmxrnncdwytighqtelupxrlqsnnenjenglovxuaefodirgbnyobd,YZMZFFRWTJPFGF,Montreal,1308173.0,MO,Htxooczsmkfeptzpdcumetyktftj,F,UWBMDFGSNZIJ,Sbdojvwkvi,United States of America
JFI6687,9.0,,1-010-742-6311,R,4.0,jijnzeammbwztuldtmv,JFIGKKNAFTEHJBHSGWPSMBUDN,Colorado Springs,2978356.0,IL,Cxreiyczopqccirytepbges,f,OWEXGOECQQNUDFXUDVDJRPGSPXEUEIZXZJERJHCPJHJMLKYGDATJZTGLWFRUKATSG,NVBIJQWLV,Canada
SNP6688,4.0,,1-382-506-3546,O,4.0,,SNPEAJFNXDAFIAFXVR,Bellevue,3080024.0,NH,OQRPJPHDGGDIPMORPQIDHAPNMTWYNN,,Hyriexdrvwiduwgkgsmjvldncaychnfkbwtqcxyylfueddr,uzurhdkhfmmy,Canada
Bhy6689,8.0,h,1-046-114-2987,R,0.0,Ljapxhrutsanhapjkumbrzdpxzyvjjlvaojheowcyysyygxjecqxwrhsvupxxghbdxlwbtyornawbwss,Bhyuiywxvxi,Sterling Heights,227574.0,TX,Pzmlxdyorsvcbw,M,vharovducxnksjwsoozopepppgiizcwffrlzxngganmqumdlfzdfdbrljbuvuqamtmn,Tshgvychm,Canada
TXP6690,8.0,,1-260-343-9869,O,0.0,Vffdhubhcdqolamtfyneielfabqntoztrnlqddhzhyawsidauvgygphuucmywrzkveojzhcrzdprhdwj,TXPPREAXYJBBVSRCXCSDHTCUIIOG,Fort Collins,336870.0,MA,WGTWYYBZOHGGAAAVXEX,,YHDFJPFMWWCAPVMLFCIPATAEVSEXKBQOIZI,Dchum,United States of America
zdm6691,,J,1-010-028-1031,O,3.0,BMVGYFPPHHFWVBAYDBKC,zdmixlamansznlrna,Burlington,3008143.0,AZ,MQFNUOTJDKFYFIMDPQHFIHWDIRQ,f,adgxifiluaktkjoacskvmsbugcau,swkvoplkvk,United States of America
NRJ6692,,K,,O,3.0,cmywkhkeztmviczjwttwraemtegaypjoantcjdaklxwandksjifgbgexfxqemrrimfhdmp,NRJJDUALHEZLUPXCTLGG,Fort Worth,1428992.0,DC,qnyasojexxjlenascrgi,,gnxzlkhrktflse,Gdslv,United States of America
Lyy6693,5.0,,1-022-838-6599,O,5.0,Rvhflpgruwofixesyeqxfixnykcksxnzc,Lyygujdv,Naperville,3354789.0,TN,Gkuznlrofvwoprelcqseqxdihv,f,LSPNXJPHAMVGEM,Vnvynmcitb,United States of America
Kek6694,9.0,,1-381-620-7378,O,0.0,QYBSIZIBJMQPDBZDUCGQGNGWPWHFTUKDFXVAAXFBPDMGJIUQOSEQQKNPBXOTOMROJYP,Kekvfjyvhubrhpz,Charlottetown,,NJ,GMVQTROPJUCKWM,m,AGWIUINEXPKXOWPPCEREFWFJHQMKUFMDLDHN,Wnpecqpwede,
Ddd6695,6.0,L,1-558-207-0105,O,2.0,Gfqsfipnglyplboixetxnxrnxmrinu,Dddjfljtbdaiummcxtk,Inglewood,3712473.0,IA,JFDKDSXRWNEFUARMDWEDPXHUYYZEYP,f,,wifgmoi,United States of America
ojx6696,1.0,r,1-598-537-4359,U,4.0,Qvzykwmcatrflzfiajglyklijcltvmkfrhodpfydrgwpzgydcqzh,ojxuntxtjbenapsnpqlajnxxnde,Greensboro,1004545.0,Saskatchewan,OKKMUVQNLOFVPLCVIIC,,Gltxhanjhnlxynpfvxeluaeexbdfkw,ZTEDEFETIIYP,United States of America
Hqt6697,9.0,,1-949-209-7100,O,4.0,tgczyobimmuokgdlrraklpvhjorkqmkmjutdlofpecgsadqmavblxxugjilnwt,Hqtpfctt,Santa Fe,766173.0,WI,Ujipadbasfeivyrdirijgvduydpu,f,,FXJAAK,United States of America
Zxy6698,9.0,V,1-610-663-5501,R,0.0,Cthyqzgpfgtwvkwxkcjll,Zxykxqevdelinzkzrelq,Billings,420277.0,AZ,Xcqpgmdmmwifazemecmsmtr,,ELQRGTZWUPCDIUYZPQLOVEVVYKSGIHMJPZAWWLBHQQGBBJLHIEJFSQRBLHTXNUSVFM,awvpn,United States of America
Rhm6699,4.0,,1-550-826-6754,O,0.0,Oqtszrpmnwfsjxoxagieesystqzywtbfhnjgmjubazubgkihlprlrcfv,Rhmlxuubtmuqoznzxnfhf,Milwaukee,3612775.0,AZ,euqovqbgjjpvtsnjbkqndg,,ppkmanbamfuolbcrfmfijeidabrmhmfrpeypftytetxcuasrtosef,Rdvzacnl,Canada
nwp6700,1.0,,1-864-803-4221,O,5.0,BIHJFVWGTLYDEFXGHPJIGSVSEYHDBJPYXAPQLGGUOSSVYKIOTHOMGKTMUZHIDSMUUNVUSKY,nwpcczlbwemmlgrypqol,Oklahoma City,3896145.0,KS,ILRVHOCZLRYWRKJMNCLEOG,,,ZHMGPS,United States of America
Ctb6701,1.0,p,1-296-484-9718,O,,rvmjhyzrualhgnahsulsvexdyaspvgnluzjxobtlohtucbaatfhkjnxge,Ctbyjxdfrodhzr,Aurora,1592331.0,New Brunswick,Kfndrtmhjlixscvukzplwadda,m,sbcmhdwwsmwgdtobibjdupoimjsiozdaozgixjkwndjovkxoxxxviqouhrtsumxdeldnsdpamoozed,GFMRINZVIOM,Canada
UBC6702,,,1-363-067-7081,O,4.0,LSGXHBUASGQJOMHWCPQDOLASMRMWSMMCNDFAJKLRNFIJDRASFOVHCH,UBCBNVKWOGK,Coral Springs,1333372.0,DE,Zojhswvuaieuiqhgezlwhsbzxfvz,f,BQWQGRNZUORJOSPBBIVYHUXDXCVJUNYICXUMMH,GIXKZ,Canada
