prospect_AgID,prospect_Ge,prospect_MidInit,prospect_Emp,prospect_St,prospect_A,prospect_AddL2,prospect_OORFl,prospect_In,prospect_Ci,prospect_NuCa,prospect_NumCreCar,prospect_NWor,prospect_MaSta,prospect_FirN,prospect_Coun,prospect_Ph,prospect_NumChil,prospect_CrRat
dxa8531,,,Simon Property Group,Ontario,85.0,Jucnvvgzkhihomrmhkoeqfifyhupsuwj,O,155366.0,Plano,3.0,9.0,3291469.0,M,Xukxnrvfxaqcjdxdgaest,United States of America,,4.0,715.0
mpd8532,,,Convergys,SD,90.0,cclliiudvpeozxoepvfrbwymdhzccauyktsvsqrvyodofqkcfpdvxv,O,427365.0,Fairbanks,1.0,8.0,2438535.0,S,Eyazwtasgtqxbgacdoeo,United States of America,1-816-980-8873,2.0,
Icl8533,m,,Diebold,GA,100.0,,U,330508.0,Warren,1.0,5.0,2930050.0,U,WTVOER,United States of America,1-152-091-9649,2.0,583.0
Rkm8534,t,,Vectren,GA,89.0,Zzmqjibgpfmhsmfxhycrd,O,14063.0,Saskatoon,3.0,2.0,3994449.0,M,ljvdzjezustglylipou,United States of America,1-080-785-6233,5.0,805.0
TIZ8535,,f,AbitibiBowater,ND,67.0,Ldvpotktkkhgtfnbjcqidwkqlopgzoawhdoiazbafiueitrnopwoxhll,O,61322.0,Wichita,0.0,10.0,1601499.0,M,WYVPLOCSRAUMRQDTIUS,United States of America,1-902-025-1797,1.0,
usl8536,F,,Brunswick,IN,,Uhndtjpyfdbmxfcykvfbbwckqykuzndmicbgk,O,488500.0,Buffalo,5.0,0.0,708829.0,U,XMMMCGOEWUFCAHLNYJXRLAD,United States of America,1-595-108-6831,3.0,678.0
hzy8537,,M,Interactive Brokers Group,AZ,80.0,JBQRHYVNZUCZYBORIVJYUJTRVXCIFSHLM,U,,New Haven,5.0,0.0,2087147.0,S,ZXLYEWCRPAGAXWIM,United States of America,1-618-489-9613,5.0,415.0
TWG8538,,,OM Group,SD,90.0,gkfzijtakiyd,R,381888.0,Aurora,1.0,8.0,2607740.0,M,vjqbvmtwghtf,United States of America,1-721-917-6298,1.0,741.0
Zdt8539,,C,Pulte Homes,NC,84.0,JFLYWVRHHRAYQHJBD,O,106937.0,Fontana,2.0,10.0,506421.0,S,Dnsparycommsbzmrrm,United States of America,1-835-293-3356,2.0,722.0
JMI8540,,,Global Partners,CA,88.0,Eaecvvjyfthouweasulkojgdjazxtbametvcnqzofdtotacdvcownjmt,R,,Wilmington,5.0,9.0,1833920.0,M,Oaqxel,Canada,1-348-595-7405,0.0,720.0
nvv8541,,,TJX,Prince Edward Island,25.0,,O,73858.0,Modesto,5.0,5.0,162870.0,D,Aulnmqmdwnvzgsdj,Canada,1-749-829-2136,4.0,345.0
Xbh8542,,I,Whirlpool,NH,26.0,Gawculczbovbghemzkjahtpctuvyllbkpbnbcioehudtwyrsa,O,356137.0,Hollywood,2.0,9.0,1194756.0,M,nmdldfhilnljpvgo,United States of America,1-753-677-2911,3.0,710.0
vbt8543,,E,Oil States International,CA,58.0,,O,493727.0,Las Cruces,5.0,1.0,1080794.0,D,AVDNUKVEDMOYAGHZ,United States of America,1-274-756-5441,1.0,378.0
Nbu8544,f,v,Tech Data,UT,54.0,Iphkatpzlmzmcedrmnjhpcunjxd,,255446.0,Chicago,1.0,7.0,2555310.0,M,utrcnwnvwasjdyajtdgh,United States of America,,0.0,627.0
Rgr8545,,,Pactiv,WI,,Twntglcvthglhrnkjffkokabsfxnftoirzxmmnvkrpfquyaw,O,356544.0,Mesquite,,2.0,3333718.0,M,Amqcifqnc,United States of America,,5.0,623.0
Ftq8546,,n,Avnet,MO,87.0,KNZBYYUBGOQMRWHWTUNNMHMAEOAVMPMXCZJQVHTJKMPBUFAOSTZVHSSTVPDBMLZHBWSCUPUSAF,O,419228.0,Plano,3.0,7.0,3111050.0,D,pebeueusvmfcjpplslflyfcqlmzil,United States of America,1-758-295-0803,,782.0
FPQ8547,,,Family Insurance Group,NJ,62.0,ecpehdsxoiwhsbfprvaspshapkruueagweknndcjkkagux,O,279760.0,Cedar Rapids,4.0,,1786559.0,M,PPDJNU,United States of America,1-473-272-2226,5.0,535.0
zok8548,f,j,Las Vegas Sands,MO,88.0,alsggta,O,92895.0,El Monte,3.0,10.0,2936931.0,D,Pgvzxtchumensld,United States of America,1-197-481-0306,,673.0
oqa8549,,q,Corn Products International,DC,41.0,gqhvzshybeysjmxkxxrmjk,R,300631.0,Lafayette,4.0,5.0,2245050.0,S,kartevabbushhvyuqxl,United States of America,1-381-354-2506,4.0,336.0
YIB8550,,,,SD,9.0,Rdezxkzvdsapmzcsubeynoefwhrd,R,387843.0,Frederick,1.0,7.0,3280943.0,M,Bremxoouunmn,United States of America,,5.0,791.0
Csu8551,,P,Energizer Holdings,VT,54.0,Sylrcvmjnwwrftbboqurittzepowqbmxvkxztlsjhzfzucnnxsuexeidobefhyz,O,352565.0,Columbus,0.0,6.0,2927688.0,U,BBPAJBBWDGSLGNLUECEKBGVITLXLK,United States of America,1-342-322-3904,2.0,414.0
kim8552,,N,Cliffs Natural Resources,WY,80.0,Wglasftkcmigytqtzafsyiryevvlnhjnnjlxjkxvyrifdyhodi,O,429081.0,Shreveport,3.0,1.0,1585088.0,U,Atbttwxmlpydydlgkzptzieeq,Canada,1-656-561-4641,0.0,828.0
Wnh8553,,t,Newell Rubbermaid,TN,85.0,ztbppudfvmzbamvobwqeagweggqqniwcxcofwkjiiekgbsmfvziottergvbjmdajezvu,O,14301.0,Pittsburgh,,10.0,999428.0,M,tblpo,Canada,1-743-541-4240,5.0,
qlh8554,m,G,Merck,VT,62.0,FGYAAEZFXCESJHJKAHHSHSVLBQLCIVWDADCNDEAOVBZEAQRUDOAJAIZXVJFZMROWWGTD,U,497857.0,Lexington,3.0,0.0,1627222.0,W,zdqzceuxodgjsteahs,Canada,1-469-238-3881,1.0,400.0
Nwo8555,m,A,Airgas,FL,95.0,Kajcvjjldsvlnnswoapbqwjmhkzxegrqdfbagwiubvgiuohmst,O,24869.0,Salinas,3.0,1.0,3135975.0,D,Wysajcesxieiaxtktnweoswtmw,United States of America,1-867-437-4595,1.0,839.0
Xot8556,,G,NuStar Energy,NV,13.0,Khirkpuglbanizwvhufmkmrpvzgtshtoivu,O,2909.0,New Haven,5.0,1.0,3765659.0,U,Seymiptdtgbgfxsmqyefqropykgch,United States of America,,2.0,420.0
MTA8557,,,Wesco International,MA,83.0,LBAJQBNXOYEWKWATFECNFXSZTUBABYBPRFFTDKLSIBEAGMI,O,125147.0,London,5.0,3.0,1001954.0,D,HJTRWODWOZRIWMMIBSUCOFHCDL,United States of America,1-187-926-5632,4.0,333.0
KSL8558,,,AK Steel Holding,MD,90.0,Yaocyhvtfjawxpuhfndhreydwjeqgaklyjrojqmzofflvahwrwqorlkvbteunsvicwjwyzwverkrkrd,O,276867.0,Norfolk,0.0,2.0,1697540.0,S,Qpdtilvoszrxevpmamgxdjvlysinco,United States of America,1-387-972-7066,3.0,
ecg8559,P,S,Pepco Holdings,IL,50.0,Pbcyudtgeobvuqorwevxbehcbwjrjcwovimhcxkqksioteagjamrhovvcog,O,46118.0,Charleston,3.0,8.0,,M,QMNEAIIPBLGLPBOPPSODKZQORKWRJG,United States of America,1-793-290-9018,3.0,592.0
Cih8560,,,AK Steel Holding,RI,16.0,Dpvdwrqyixbiyfsxgelttnhlcgllknouvvlsvjxgmgktbndneqskzdrjofcw,O,226788.0,Miami,1.0,3.0,1665028.0,S,Kdcvelccatjn,Canada,1-473-480-3832,0.0,324.0
mjj8561,,F,,AZ,49.0,QVRIWPNEEPUXHEMLCQNNPWVHLFPMTORZMZQLJOUCLYBTMNPPUPZEFOPHOVKLXXAHAGRVAUISJDPIETL,O,,Moncton,1.0,9.0,605814.0,S,Iptpgwkoqaevrmodoiwvkbdo,United States of America,1-402-693-0317,2.0,590.0
njc8562,,,Sentry Insurance Group,NE,4.0,Elsjgduszxnjulsaaholljctlhmkmltujqlh,O,427738.0,Brownsville,5.0,0.0,499139.0,U,Rxcrn,United States of America,1-815-588-2954,2.0,749.0
QBV8563,,,Verso Paper,MA,9.0,Gtppvjanipziagbcbfyvksmpkyvejwatqgcfvbdlffckynqckwgonmqfecebgjfcwn,O,39631.0,San Antonio,4.0,8.0,,M,ADERUOCDASHYJYECZZMJYETXJLCDV,Canada,1-881-587-7928,2.0,831.0
zlq8564,M,,Corn Products International,AK,66.0,Niiqqyabjikpjzdeupnfvupepdnwydmsyotwbfzfokodxghejrmxwvq,O,406178.0,Shreveport,3.0,7.0,2020749.0,M,ZQYSEHKLCEJWFSZFDRUTMTBU,Canada,1-985-476-1908,5.0,394.0
JKJ8565,f,E,Olin,ND,,Hropreyneciazivxzueuaptfydojvdfsdknspngeiynwbpcujezpwkc,O,219605.0,Santa Ana,1.0,6.0,3158622.0,U,Gxfbuulujhfimnzoukfykdeyyqus,Canada,1-175-452-9105,5.0,743.0
VQN8566,F,I,Hasbro,Newfoundland,7.0,DDQYPSLWDQJYLRWJMNXLJYWMGZAPSIFSCYBSXHRQBTHKHRJBGDOPSQV,O,139846.0,Fremont,3.0,7.0,2571398.0,M,FCNFUEGJN,United States of America,1-398-474-1552,5.0,492.0
Vtc8567,,,Commercial Metals,NJ,,lsysoem,O,133766.0,St. Louis,0.0,7.0,2385565.0,U,OFENIAWVZLXNXZKEPJKUMOVI,United States of America,1-709-908-2801,4.0,708.0
MKK8568,f,,Micron Technology,WY,35.0,SNCMSIVZWWOLKURMZDDWKRNSPDGILFGGGXTKAUPPKXLQTHJJLSNVMNEYWOPHSLTZT,O,319693.0,Saskatoon,0.0,9.0,,S,tbsiydhmznw,United States of America,1-271-675-2972,3.0,311.0
Uhr8569,m,,DST Systems,NY,92.0,NTEPIFYEPAICATLEXTGDIV,O,393562.0,Coral Springs,3.0,4.0,3807560.0,M,Usfapkdk,Canada,1-027-611-2308,,559.0
Syo8570,,,Land O'Lakes,PA,58.0,pmttctfgsnk,O,294774.0,Washington,4.0,1.0,994608.0,U,Hsjdnkedqmclpgr,United States of America,1-121-205-6501,4.0,348.0
amb8571,,c,Aetna,WI,65.0,KODKYFKTANNJEGEQPXPINCESIHBVKMYJYVDQHJOONSLTHBNVGXJUAZGIMLQJTZPBDQA,O,344292.0,Overland Park,0.0,3.0,1090133.0,W,PUXFIIE,United States of America,1-568-283-3625,3.0,646.0
Yap8572,,,,Alberta,82.0,umttf,O,205716.0,Fremont,3.0,2.0,2069203.0,W,Czpwplfnkv,United States of America,1-018-937-8589,3.0,389.0
QEF8573,,b,W.R. Grace,HI,3.0,PHSZOFZKPTPSCVYKRVFUBFMDUIWPIOSRADCKHQUPJXXBPICWZMLEFJWKISKA,O,,Lakewood,4.0,3.0,3584493.0,U,Evrnxsyfeoqtqoaijsertuddqgmbwe,United States of America,1-501-261-4606,4.0,519.0
YQM8574,,l,Oil States International,New Brunswick,31.0,Jfcaxxfwaqkrjrqxwluxuswkarsfwbwbtrycjmhcanwd,O,254912.0,Yellow Knife,0.0,1.0,825011.0,U,Ukezeootnuvgkpqtidaznd,United States of America,1-528-718-4757,3.0,329.0
FMY8575,M,,Equifax,IL,21.0,Vebstesipqirciyjkyhiojgfilirtpbslfjhpcwicdabxkk,O,,Iqaluit,3.0,10.0,2164663.0,W,cruejrwztwnpimv,United States of America,1-952-654-9818,2.0,677.0
PSI8576,,,Harrah's Entertainment,MD,37.0,pbqnthbpaubjxjpfrqshbnkoxqcltnfohkbabyqpmcxfrngdljurbtctqfyrdjgnsubddcalujvi,R,171520.0,Orlando,2.0,10.0,,U,EPTGOEDABWJPSCC,Canada,1-749-733-4725,2.0,694.0
Iet8577,m,,Amkor Technology,VT,99.0,bghfdxsmujosdynupxjwtvaveucuqwvsxfupsgry,O,469956.0,Yellow Knife,5.0,0.0,1833295.0,M,Gogvpnwkixshosjzujx,United States of America,1-868-652-6057,2.0,415.0
CES8578,,,Alliant Techsystems,WY,10.0,,R,87678.0,Philadelphia,4.0,9.0,2613406.0,M,nsfzxfyocnkzu,United States of America,1-395-821-5990,5.0,478.0
zkb8579,m,,ScanSource,KY,100.0,Irvxylyxhuhcfipykzyrdefgpntvtrtnqxccnxzjitagtcmomunkpgsubuhuifuwqchakv,O,194160.0,Omaha,0.0,4.0,667919.0,D,Illshmzeovdfdukaaqyn,United States of America,1-228-394-6933,4.0,549.0
Geu8580,,,Oshkosh,MT,35.0,IMQLQXPAWKJNRTKEHITBDHHNSIRRDWGOJEOBOCRKGAVVDBFCBSGEVOEOCDOZ,O,404373.0,Pittsburgh,3.0,7.0,2164860.0,S,dktzfhcpggcniqbhsxjntpl,United States of America,1-097-791-8686,1.0,
PVX8581,,,Mylan,AL,9.0,IZEBGLEHFKQUVGYTAHLGHBAAVMCYTEBYAMEVVPRGDNHTJND,O,320544.0,Mobile,2.0,6.0,2584624.0,M,YFWGUXVOPALIXBZFHKPFKTQXTBPSP,United States of America,1-584-562-5576,2.0,305.0
BSK8582,f,,FirstEnergy,WA,0.0,Fihwdqmwskixsaejliajinfemjkmphpidrbwgdcaotlpnbb,O,275851.0,West Valley,2.0,3.0,,S,wquowyussqmgvsapruo,Canada,1-665-493-9945,2.0,390.0
Ksg8583,F,m,Family Insurance Group,SC,57.0,dwrtwtzzktqesuyca,O,12801.0,Raleigh,3.0,1.0,2579454.0,S,Zaeaydkeeemlaurvzjnfkoblerrntt,United States of America,1-832-818-3226,5.0,559.0
IXT8584,m,,Rent A Center,WY,26.0,Ojfpmjrnwgeaindllgcngmuhmzrirknobhmwrwopoanxivmfsgkjlpqjhocndd,O,171542.0,Hilo,4.0,2.0,654997.0,M,ZLISWFLMKHKJTJGGD,United States of America,1-538-883-9822,4.0,344.0
CAT8585,,O,Alcoa,Newfoundland,100.0,Kntawiuwtxcobhgrtzenmjrkuxwlsyljhcbcbigsximrgrgbw,O,385808.0,Hull,3.0,3.0,1781704.0,S,PFUJLTLSDGSANPUMXZNQMPXGGMERTC,United States of America,1-123-863-6561,5.0,384.0
GEI8586,F,,Becton Dickinson,MA,59.0,,R,392215.0,San Antonio,5.0,2.0,828567.0,M,Cpoycuu,Canada,1-859-704-7095,2.0,627.0
fzq8587,,,Humana,WV,48.0,Wmvxksimhprjdlzs,O,391581.0,Lowell,1.0,2.0,3549977.0,M,Ifvffbtxwyedgmigp,United States of America,1-118-041-1022,3.0,416.0
akp8588,M,k,Amerigroup,UT,,Mxpishzhuspuednvreznflxhdxzzbtiyxlborbacaxursamtxvtnejcagessejja,O,403794.0,Rancho Cucamonga,5.0,8.0,1091038.0,U,Ehufgucptzaghfknueasvlyvwanq,United States of America,1-911-283-5224,3.0,731.0
Gjy8589,f,q,HCC Insurance Holdings,UT,81.0,Dqfpniktjmssvqouhpyzxsilkcxqsjmeteazmbhacwbbxayiplrh,O,300089.0,Tallahassee,0.0,5.0,3328839.0,U,Tuibynmuyfuvkbpkdhldahr,United States of America,1-956-423-3956,5.0,301.0
VAM8590,f,,Country Financial Services,Alberta,89.0,Wcqqgzzjfysyqbgltdzzwjgdarmcjwnhukazmiepuyecshonpbbpm,O,348355.0,St. Paul,4.0,5.0,3629267.0,W,Kfnfenfsplolswgjqqeyfhexysv,United States of America,1-079-929-7880,0.0,634.0
vhi8591,m,,,NJ,2.0,Eqljvgchpvdlwfzdpwvzlklxyywfsxrcsnvuyuvzpkfbjmkkhyvhjifkubgcajt,O,392681.0,Albuquerque,0.0,9.0,641857.0,M,Uravvwpydxqm,United States of America,1-081-075-8517,,567.0
FKP8592,,R,Levi Strauss,KS,44.0,Fxawqibuiggvgbffmkaihhmngdixzgpaxmnvyffvgrnzmylfygdnoe,O,,Milwaukee,2.0,8.0,,S,bltqcqbjmpuyhmsplrye,United States of America,1-293-065-7270,1.0,582.0
Nks8593,m,,Ecolab,CO,62.0,knrvpucrbbbdelzecnjliqkljhzghsevsjlzeqlgjbkkwhrvyckbvtvihm,,50201.0,Whitehorse,0.0,0.0,1261679.0,D,elcgrfhysc,United States of America,1-829-178-3320,2.0,820.0
Tlb8594,m,I,HSN,MO,90.0,HMTRBPWHOMSFTHIFLAOATHJTGGRQZJLIWKOBERRSGDGTDZVCZEXETNYCULPQO,O,339560.0,London,5.0,1.0,1045427.0,M,CPNFOLEVVVXYYIUDKLJBEZFGVTXTB,United States of America,1-370-287-6161,3.0,575.0
JCP8595,f,,NCR,TN,45.0,Melpwzbowqmkxhtljjktnyhdgsmgwb,O,316007.0,Oakland,2.0,8.0,275062.0,S,Egxrkiolomfdwegspgcetxjopnosv,United States of America,1-091-183-4401,5.0,805.0
Ahl8596,,,Blockbuster,VT,18.0,Juicxqfmqwbbm,,242613.0,Albuquerque,3.0,7.0,423990.0,U,MTZLFYOWSCHRXLVQRZWOYUJPB,United States of America,1-902-843-3273,3.0,708.0
PMV8597,M,c,Paychex,Ontario,46.0,CUVWOLGHIDKTUZMLXLDKCFSJPKWPPSSDK,R,159051.0,Saint John,4.0,,2825842.0,U,Gdinfbaspghpp,United States of America,1-772-664-5060,3.0,779.0
ZVV8598,,L,Applied Biosystems,WY,49.0,Otqtpwcstaxwnkudozhxjzxxfiaoznjmohqosefjxbh,O,330406.0,Denver,1.0,8.0,3381734.0,M,vojochrppjgpci,United States of America,1-827-201-3872,3.0,305.0
xkt8599,,,E*Trade Financial,MS,17.0,Jtdfflvjmcjqviqzexpznbuvwlpngznolylisuuncvpipbmwbjbwfazdbflprqrpkoc,O,195219.0,Evansville,4.0,8.0,,S,Aysdiadujjbhmtspcj,Canada,1-869-489-2003,5.0,315.0
Gpd8600,M,t,MPS Group,PA,0.0,Clzpblfeiwtmzobfudixfodrblnhdnfsqwjvzcbhutnswqvoxe,O,344329.0,Winston-Salem,3.0,3.0,,D,AGWPZBVCTHDNCO,United States of America,1-833-360-5068,2.0,419.0
Cac8601,,V,,WI,37.0,Hctobzhvwsnpnjuvtyuvcexufxadgbzpyhaxzbjmehcpmtxhsxookcy,O,251678.0,Tulsa,4.0,1.0,369324.0,S,Bjwfmgrmhesukbtnjvzg,United States of America,1-843-633-3031,1.0,686.0
Hjv8602,M,w,Northeast Utilities,HI,53.0,Xwzikf,O,228925.0,Lancaster,4.0,0.0,3595684.0,M,EXHTXIHOXDSWMAIRMQRL,United States of America,1-497-428-5242,2.0,533.0
BGT8603,m,s,New Jersey Resources,British Columbia,58.0,Fatljegfadjdwsbufjhhlxaezurvtnccvwubpiutmel,O,490808.0,Cincinnati,3.0,2.0,2887362.0,S,PRUVTOKHCYHVEDZPCUHAQLBVOAXJ,,1-293-846-5212,5.0,471.0
bmy8604,,,Family Insurance Group,CT,93.0,Jtobeiguqzjnanvtqhouwtvemjaulppktw,O,462770.0,Calgary,0.0,6.0,2712723.0,U,UIKLNMG,United States of America,1-842-210-6496,1.0,830.0
Fgi8605,,U,Sprint Nextel,NY,90.0,NMVYQBTIKGONRW,O,16016.0,Lansing,1.0,6.0,481938.0,M,Febpgpvzm,United States of America,1-846-075-8286,3.0,316.0
Gdm8606,m,,,PA,25.0,Xbrszkwtzecxuirdarqjiqihrtw,O,295940.0,Yellow Knife,0.0,9.0,51727.0,M,bxqojnjrqquulwbbge,United States of America,1-602-995-8831,4.0,721.0
Lcc8607,m,O,Pantry,OH,75.0,QQSSNIHATDUERFZGROCXIPPYPPTMKBDOMROPAVMCHDYHKVN,U,483119.0,Providence,4.0,5.0,905678.0,W,Tmunfhoaoofewvqthbeluameygvg,Canada,1-812-512-5994,2.0,805.0
Tzv8608,,,Apollo Group,ND,29.0,TIRXBRETQGLUGQRPWHHNCVYNYPIGOAIQK,,34284.0,San Diego,0.0,0.0,3099198.0,U,YURJPNNYJKKXARFABOFPLMPMXUMQO,Canada,1-321-001-2660,4.0,468.0
Qrw8609,,r,,NV,34.0,TTGIGQDTZIMRQBVCVGQCBPYEWIOSTZSZOLRVEKPWCFAZJNRKEZOZZLKWLCGMLOLCEGLWBUBDIBTXT,,168208.0,Lubbock,3.0,5.0,1286722.0,U,Erwsjzh,Canada,1-826-770-1095,3.0,696.0
LIP8610,m,,Target,NJ,6.0,OXXXBCFBEJSUYGTRRX,O,267730.0,Chandler,3.0,0.0,1751169.0,S,vdjsbraetfue,Canada,1-873-041-5255,0.0,631.0
Ppr8611,m,,Thor Industries,NJ,7.0,RMGGCIAXSWQCHRDBHWMSOYXKBZAPQJAIFXSLKMYHSJJRSUKRLGHQZOFP,O,24383.0,Lakewood,3.0,5.0,372631.0,S,WPBQLMKJVZNQ,Canada,1-068-155-5393,,463.0
uni8612,F,,Terex,HI,9.0,Pkzajzniqkanhvhkvxakoccjabvdaslbxaltbylimlnmffvmxpneqbdiidsz,O,286678.0,Providence,5.0,3.0,1710525.0,W,rqeaevsxvbvlh,United States of America,1-882-260-7195,1.0,740.0
Cpp8613,m,,Synnex,WI,67.0,Btshfaulkyaexkstnvvmrzjjvjhvfhpzzxsxdfhfmonezknmyex,O,380955.0,Hilo,3.0,5.0,380664.0,M,HBDTKOGUVKWQORUFWTGLSMXJ,United States of America,1-098-530-1114,2.0,627.0
EKG8614,f,N,Arch Coal,VT,1.0,Dcjpgubxlsxjknxpuottgnkwedsoplom,O,,Wilmington,1.0,6.0,3917347.0,S,Iqyzqfkcdzuakd,Canada,1-607-564-3039,1.0,667.0
Lyk8615,m,,AnnTaylor Stores,Alberta,0.0,Hpsvqiqqbweqydzevqzuuqnjttdoducwlmnkudwuw,R,428257.0,Thousand Oaks,3.0,,13701.0,M,FOFGUIEZUKUSXQWMHHDXWETXHD,,1-723-344-1106,4.0,467.0
Ecf8616,m,,ENSCO International,NY,28.0,eqohsfyltlwnbknnqdhjcfhtvqnlqnbio,O,15535.0,Overland Park,2.0,1.0,,M,Nmukkluewwnfuwvcfysnemrkl,United States of America,1-802-452-3334,2.0,510.0
Ieg8617,,,Children's Place Retail Stores,MN,41.0,Lhuiylhjpovtnsfpchqoizsnteligcxkgfyeznvoncfegtbxubtdohlujtraml,O,239390.0,Mobile,1.0,5.0,1116236.0,M,srsjsrpwqrgu,Canada,1-202-386-1911,2.0,807.0
Ohh8618,A,,McClatchy,Quebec,30.0,Iujmmqynhlckfgwsyth,O,315629.0,Bismarck,3.0,5.0,466597.0,S,EQGTMHAFDQT,United States of America,1-542-478-4325,5.0,482.0
Jah8619,,o,Tractor Supply,IL,21.0,RDYGGOHBEKPLBJCBUYJIEGPKUFIOYPLOREJAEBRCHZJTSGYEJXMNLNEFGUGNFIKTWMUVT,O,120199.0,Honolulu,4.0,1.0,3972709.0,S,gmjvplagsorsmamjkfcmponmfij,Canada,,0.0,548.0
MGK8620,f,B,Flowserve,MA,59.0,Cltdoxtnhjzqyrzzxhbvxxeuolvcicduioawjcklbmegxxdftcqcevhbqbuwyjwzjlfb,O,352122.0,El Monte,1.0,4.0,2526150.0,M,Cvskfokpiljuetxm,United States of America,1-699-573-8968,2.0,742.0
odd8621,m,,Automatic Data Processing,WY,77.0,Eggqhecoij,O,327738.0,Fresno,2.0,10.0,,S,eplhoixxgrncvoasrjfosni,United States of America,1-938-954-7452,4.0,364.0
Rrd8622,M,B,Spartan Stores,OR,7.0,Qlsimfwnevhhvzepvkcgzqyskebrpiawjdupwzvfexkdlcddrirgz,O,437384.0,Waco,2.0,,685534.0,W,Jhxhlznwpkk,United States of America,1-536-647-4535,0.0,766.0
ruk8623,M,,Fastenal,British Columbia,33.0,Jqsjfbythtbmsqxukrkcejvynenwmtqtqvcevdscz,R,438148.0,Springfield,4.0,6.0,2177616.0,W,Gqqavrhciwylkrfd,United States of America,1-178-860-8809,5.0,633.0
lvt8624,f,,Cardinal Health,MA,5.0,Jkozsibcokziaxkplebdcgdthvpehuprncxqsadkkdaxymigjobv,O,238095.0,Mesquite,2.0,,1581228.0,S,Dlxcywveurghvutdvcyja,United States of America,1-663-114-8399,2.0,414.0
Uda8625,,J,Chevron,AL,59.0,Nqgoqwjocdyslglaxjxnjapxivftelgtlyjwokxym,U,358004.0,Concord,1.0,2.0,1598833.0,W,GVGXBDRXBYC,United States of America,1-851-113-9435,0.0,793.0
Crm8626,,,,NH,44.0,HDZZELHNJCQUEAARCJTNWUIHEDFTTMLXQEFJRVUZXEDRBCZIGNYMTGHDKQRULKFBOSESCD,R,182608.0,Moncton,3.0,,3676593.0,U,IOCVJK,Canada,1-312-728-8737,5.0,805.0
Grm8627,f,V,,Manitoba,79.0,,,466060.0,Chattanooga,5.0,4.0,3009737.0,M,MUXXNOIBJQPFRNOGDTHPKLFJJSURDW,United States of America,1-626-454-0801,4.0,422.0
Ovo8628,M,V,Sherwin-Williams,NY,68.0,Uxgerevuirzhmkcehearrdufpbohtllwdtashhmqztcojoepikxnlbtgnwwlg,O,3903.0,Dallas,5.0,6.0,2080213.0,S,anvtphkojssesueru,United States of America,1-905-482-0584,,752.0
Jdc8629,,B,Vulcan Materials,TX,12.0,ncjnvbcrzullobhcgvqtjvvlyzxtvqyjbycgzaxyigyqquuzthbttmrsodpevxvnwgpgumf,O,100908.0,Sterling Heights,3.0,1.0,933963.0,M,Bhltrlfmfpjiqelsqky,United States of America,,2.0,687.0
tis8630,m,g,Children's Place Retail Stores,IA,,MSGNUJGWGGGUYNBUHFXPVWDZKXLODMBOQLLXUJVYSPBEDEIYIFPDBUIRZTREJ,O,311283.0,Houston,2.0,1.0,1880755.0,M,ugsriyrrqjzuuqweoxyrra,Canada,1-838-911-6678,5.0,792.0
Luj8631,M,,Bed Bath & Beyond,NE,62.0,QJQXOJPYINDHJVBDOIUNKSXSXPIYIKDWCVXH,R,230973.0,Oshawa,3.0,0.0,2051176.0,M,fouipudkp,United States of America,1-588-517-2606,0.0,380.0
Yli8632,,,United Refining,WA,61.0,kaeakngwdwnikajrnnjwte,O,244848.0,West Valley,4.0,2.0,1860178.0,M,Quowh,Canada,1-810-255-5287,4.0,323.0
Tmh8633,,,C.R. Bard,OR,50.0,Ebdrfoubadbwjlcrcvzwqxnstyzvuyevalcukkwdrftddtjsaonakwvilxddaktoukgdv,O,161668.0,Newport News,5.0,10.0,319676.0,M,Oxhauajvoskwmtpfttrpkgapfxz,United States of America,,3.0,750.0
Wio8634,F,T,MPS Group,NY,,Bmyxekacuvavkkggofaagmukojrdkfdufagzlfhl,O,292038.0,Coral Springs,0.0,7.0,1539682.0,U,skgdnlnawxbwa,United States of America,1-150-645-7298,4.0,302.0
Xdt8635,,,Staples,DC,,BUUVANFOQOWKAUWLXIQZHAWFBAWANXQTKKKISJJSEZLGZOWB,,303312.0,Yonkers,2.0,9.0,3874159.0,M,bvtwscbqhbhhwipuqbsa,Canada,1-005-312-2157,4.0,716.0
Jra8636,,,Constellation Brands,OR,67.0,Ptowqwdhszecjilfqymnsdsoyvtxbumo,O,446840.0,Raleigh,3.0,1.0,1299762.0,S,UEEBFVYMRFGMAM,United States of America,1-043-276-7064,4.0,809.0
nap8637,,O,Century Aluminum,New Brunswick,56.0,Yunkggtlhvbhsgyxowbaycidqrcibxmtjcyfeovgqjqgovcuznhxxtoomfgnxyxabdrnrrco,O,331467.0,Brownsville,2.0,1.0,3656160.0,S,Buytxvcjkqwaobpuwtntosfzvrv,,1-994-474-0701,3.0,353.0
WLS8638,,,United Natural Foods,GA,29.0,Wfxbbsetdlhwxbctou,O,323172.0,Riverside,5.0,9.0,2713421.0,M,Jfcagpzpdcr,United States of America,1-191-153-6993,4.0,715.0
AZA8639,M,r,Leap Wireless International,NH,80.0,msyscasfsxao,,279223.0,Hilo,0.0,2.0,652312.0,S,pwxzwnehwedgeajijzjvlewvub,United States of America,1-654-579-3493,1.0,749.0
RSS8640,,Y,Applied Biosystems,SC,31.0,ywlsrxihfdmexurptkfhwm,O,345826.0,Salt Lake City,5.0,,3968552.0,S,Pmbdlkexoizaqrfosd,United States of America,,3.0,717.0
