AgID,OwORFl,LaNa,Ci,CreRa,Inc,MiInit,Empl,Ph,A,Cou,AddLi1,NumChi,PosC,NumCreCar,Sta,NuC,MaSt,NeWor
iga6825,R,igabdbplgpgmmbjpglqpb,San Buenaventura,827.0,249447.0,,Kelly Services,1-646-539-2441,20.0,United States of America,Hrffhuwrottzmlgbveomeolisudvoybdhfnyxkozyeeacrrmffpxpnhmgauavn,5.0,Ednwvqnkpi,9.0,ID,2.0,S,62902.0
nox6826,O,noxdbpsgcrpqdboqnlhaft,St. Petersburg,,126996.0,C,Iasis Healthcare,1-902-196-4812,99.0,United States of America,BXDEZTEBYPXIYDIMXXHPPQUMLJAKGKWPJCLPUIREVDFTNCSVMHZHYKRGRWEDQYMASKLU,3.0,QTWCKV,1.0,MS,4.0,U,1035794.0
jsc6827,O,jscrrf,Independence,651.0,141280.0,e,Masco,1-073-720-7500,14.0,Canada,Kxfeophalgprdrdcralwecoliuqdsbrlvuwuul,2.0,addxp,9.0,IA,,S,2107506.0
Rly6828,R,Rlyfttaoptenvdsado,Philadelphia,354.0,140964.0,,,1-444-491-9611,8.0,United States of America,jkqihzplpieutlaajknsrhyqjqrweviqwpkztdmtaybgvz,3.0,yigzbnk,10.0,NV,3.0,M,2684166.0
cdq6829,O,cdqxmascdlprn,Anchorage,673.0,45826.0,T,Spansion,1-341-680-9720,28.0,United States of America,UTJSMHNYJEJBFNEUNWV,5.0,lcyxnqi,0.0,WY,4.0,W,2416830.0
Ysf6830,U,Ysfaqhzsfibhgfhw,Lansing,378.0,36319.0,u,Inergy Holdings,1-650-625-1032,57.0,United States of America,GGBXCAXIMLNZUAWZUUKRFXELVGDDHMXWAINFBLGKKENZNDKWCRCQDZKQNKO,2.0,CDHUIGHGL,4.0,KY,4.0,D,870400.0
Feu6831,R,Feumgawyhoqjrvoamsy,Tempe,646.0,440940.0,Z,Sempra Energy,1-889-621-5647,97.0,United States of America,,3.0,Imvxmoyugq,2.0,NC,0.0,M,3190864.0
IQU6832,O,IQUQDJEIXXWO,Spokane,452.0,486614.0,,RPM International,1-514-680-9847,72.0,United States of America,AEDLMRWBPTGVRFNDSXOBTRAIBPRLGCOKCMAGVONHFWSAUBPHTVDHURTXKB,4.0,Givpnivfge,2.0,HI,0.0,U,326820.0
MVD6833,O,MVDUQN,West Valley,369.0,201420.0,m,,1-161-789-0238,50.0,United States of America,jlexnfjkfzw,3.0,Csyrh,8.0,AL,1.0,S,2680286.0
Mmq6834,O,Mmqqhsxtny,Riverside,663.0,28084.0,,Hanover Insurance Group,1-313-528-6070,68.0,,,3.0,Fifrucwqhn,9.0,NH,3.0,M,166271.0
Xbl6835,O,Xblcihcjex,Mesquite,719.0,15195.0,,Las Vegas Sands,1-910-244-7336,81.0,United States of America,Wmhiwalhpcozfzpudkutosd,,Yulkkdc,4.0,NE,4.0,W,1086768.0
aii6836,O,aiimkrnoh,Fort Collins,561.0,63771.0,,Annaly Capital Management,1-988-875-9114,63.0,United States of America,TGDMSSYSAALACQEFNWOCGGDAOMAYSEVWJMARU,2.0,Ipmnnpyc,5.0,KY,0.0,S,
VZH6837,U,VZHDFNMUDAMTNOLRCPTM,Denver,584.0,484801.0,e,Plains All American Pipeline,1-738-666-2567,44.0,United States of America,tpvmphgaebvhtfngvdpfcajckuigvvybfvuamwnnwkbvvodssattwqmcktgrwtpgdlh,4.0,dbtbbihkiw,1.0,NH,5.0,S,33298.0
jiw6838,R,jiwhzvsrk,Austin,530.0,338162.0,M,Liz Claiborne,1-720-957-1453,19.0,United States of America,Ozhbfgfcfp,5.0,Brwjqlmckon,2.0,MS,0.0,S,1145202.0
Gwc6839,O,Gwcpuygsoaweqduvvzqspwmjyezfr,Columbus,792.0,149429.0,r,Boise,1-265-241-5352,25.0,United States of America,,5.0,Lswvqyyexstt,8.0,GA,4.0,M,2845604.0
Dqs6840,U,Dqsbuporjbebrqhqhhiamf,Santa Fe,442.0,314929.0,X,Wyndham Worldwide,1-017-255-4007,77.0,United States of America,,4.0,Qohtqrlq,9.0,WI,0.0,M,3228408.0
Drr6841,U,Drrtlqrmadzwgqmfecpgts,Huntsville,495.0,450425.0,,Delphi,1-572-058-5243,21.0,United States of America,HMXFSGCZ,1.0,Wcivx,5.0,MA,4.0,U,2122258.0
Wmb6842,U,Wmbyq,Arlington,373.0,27263.0,A,WGL Holdings,1-584-224-0824,100.0,United States of America,nxmifmlsjguvynypcidpuhpntpvspssoejnqitbugpvmqaonxzc,0.0,XXYXDW,5.0,NC,,M,
Pwk6843,R,Pwkwdeilqccxrxgbxhvqaenhcj,Glendale,758.0,77662.0,,Lockheed Martin,1-314-865-2937,37.0,United States of America,Rdhugeo,0.0,,1.0,NJ,0.0,M,3700171.0
Gkl6844,O,Gkllgdinrro,Augusta,441.0,108337.0,T,Newmont Mining,1-555-395-5537,21.0,United States of America,Lfmahmksevzblxra,2.0,,8.0,MD,3.0,U,3668604.0
Zwn6845,,Zwndhmktmhzpanzzvpjdmps,Pomona,830.0,237116.0,,Hertz Global Holdings,1-267-033-9920,33.0,United States of America,LSOVWBOZGCOALJTVDVZQHXQHOWDSCNOKMGXSRMPVJILKWMWFZCFSKCTMRMVNKMYEOIEPLIIWMPPCAU,0.0,Ckaadtenoy,0.0,KS,5.0,M,964306.0
QCE6846,O,QCEIUYAVXYAMVXRMOHAVD,Durham,437.0,331631.0,G,PPL,1-231-568-4467,,,QACQUJPLDBCRHLSAIHFAZIVOJHKEKVZAPLOZFFGHLDJTONKPCKMJIWHHBGI,5.0,IKPWUXDENWGL,5.0,LA,4.0,D,2264126.0
lqs6847,O,lqspf,Las Cruces,645.0,456577.0,,Tenneco,1-096-765-6302,72.0,United States of America,Cquzpuuecetpokeckjflqhfurgtbsurcdwciwuna,0.0,enngvptgwbv,6.0,Prince Edward Island,4.0,M,470427.0
Zwd6848,U,Zwdgfkbewjyptey,Detroit,843.0,325930.0,n,Reliant Energy,1-140-953-6860,66.0,United States of America,dmuaimflckuxlhevcyhrwwkxkcaaypisvwizbdbquyb,0.0,Yjeabyz,0.0,LA,1.0,S,2356220.0
tno6849,O,tnotnijtk,Dover,830.0,174452.0,,Chiquita Brands International,1-832-934-0260,83.0,United States of America,Tcmfsedjcimbxprqgggh,0.0,hcnxiob,4.0,MN,2.0,S,1865469.0
khu6850,R,khuadhgwaenqdpkxjvzlxpdudlm,Kitchener,754.0,117727.0,j,Covance,1-638-539-9671,5.0,United States of America,Agtxdmdntjhahahpcafmzalafsseeutgokrhxpfspodixtqdkysimb,,Xfrdvmllha,2.0,SD,4.0,S,3001773.0
Yzw6851,O,Yzwfaelvptbehtxgosmkniotkuqxi,Waco,650.0,384913.0,x,Valspar,1-329-364-3177,55.0,United States of America,AMVOKTMWPEPACXHMEDCBOMSHHBOTYBQUCYWTJZCQHFCPTZLGDQYGRURLRFGYZDJSWKWBEULBVPSUCURI,2.0,ZNINVJYKZ,9.0,WI,0.0,M,1802267.0
Fmx6852,R,Fmxsuqd,Sudbury,328.0,147765.0,,CBS,1-591-503-8463,,United States of America,JJYHSKYAOMBSNDWNYHAHELNPQJQKYVAXVVBCKAHEJCRDJQLO,5.0,Ozuwop,2.0,AR,5.0,U,1836902.0
mad6853,U,madlwxb,Garland,542.0,40944.0,Q,M&T Bank Corp.,1-083-006-4942,,United States of America,Sdznnzmkcggucmziglwlekrafrgprm,5.0,Wvhhkd,10.0,TN,3.0,D,433485.0
eak6854,U,eakuajwjmytqxrdylrectd,Lancaster,752.0,138293.0,,Oshkosh,1-295-619-1013,61.0,United States of America,Zijlwguxxm,5.0,gqgclib,1.0,NY,3.0,,1690599.0
LNP6855,O,LNPAPF,Salt Lake City,584.0,75661.0,,VF,1-109-867-6544,59.0,United States of America,apxxxjogcwdebndtdljijvmtiwkyxemexjuxtsryclejctckvd,1.0,MWIZCRFJ,7.0,MN,1.0,M,2439826.0
xru6856,R,xruihbhwenfn,Greensboro,449.0,10242.0,N,,1-352-217-2805,,United States of America,Acctrglqmtcmfcaqybzejqetxtcxzs,1.0,Axrtnj,7.0,WY,4.0,M,308179.0
Ujo6857,U,Ujouogisbeerjfpsmltduinszp,Tucson,,325116.0,,CH2M Hill,1-503-397-8841,,United States of America,Dsasumuashf,2.0,ihxybdya,5.0,KY,1.0,M,
rvc6858,R,rvcsrvyechamliruntbg,Madison,576.0,16211.0,k,CB Richard Ellis Group,1-200-077-5789,92.0,United States of America,jcoudlfzjrirwqsbhmpxcwruoxaxzoipqordayyifersaxiovjtifo,,Ovysx,9.0,HI,5.0,U,1138608.0
Qod6859,O,Qodjd,Salt Lake City,824.0,303523.0,,Invacare,1-797-098-3303,,Canada,Tjsvyfcasgxnxfhpomrcdtcerkgwmxabxuuhqtezmbzbwilylatnaphedmhwwru,3.0,bsdzpjzn,1.0,AK,3.0,U,
PNS6860,O,PNSXIJXDOWCEDIUKBMAOWOYOVV,Madison,777.0,131798.0,,Medical Mutual of Ohio,1-894-949-0510,21.0,United States of America,,0.0,lkfacznc,6.0,MO,1.0,W,3092690.0
RNA6861,O,RNALOYMQKWYFTNVJUWAFUTIWN,Mobile,,,y,Chevron,1-456-396-6843,32.0,United States of America,LMUCPLTGDLWY,5.0,zqsspale,6.0,CO,5.0,,101919.0
LWQ6862,O,LWQDMYQQOVURPGQROKDK,Great Falls,311.0,493902.0,R,Weis Markets,1-946-217-2465,,United States of America,gadmqazohfkaiwvljftuwxgyeriaiajoch,4.0,Bpulvqafhb,3.0,Newfoundland,1.0,M,1420635.0
Ylm6863,O,Ylmakbqmhbqa,Indianapolis,425.0,370346.0,q,Tenet Healthcare,1-057-980-5406,94.0,United States of America,nxqdfaobmwpxgnqnrmzrkuadnlexznnzhrei,1.0,Oafpnuwbhu,9.0,British Columbia,3.0,M,318117.0
Ajx6864,O,Ajxsbfiknbhocukwblxmbsjlu,Charlotte,809.0,9086.0,,Bank of America Corp.,,60.0,Canada,ziadbrgweaavcvwoianumhxaqbbzlaafaurouuboe,0.0,Glbilpkws,7.0,WI,0.0,U,208601.0
gem6865,U,gemcsezqmuknjmdqrudb,McAllen,,,B,SanDisk,1-589-564-0231,83.0,United States of America,Pvlqphptyfhtwvckjugujzzctnxpniaffsmrxuqkcuppulwuefosnnzkwdmoruasxncibwtjbqfkglg,5.0,NCJBC,7.0,WY,3.0,M,1783090.0
mfw6866,O,mfwtaepxwasffqwjcugnmdam,Milwaukee,604.0,122883.0,,Dean Foods,1-195-130-0495,86.0,United States of America,EJSJXHTSJKERFOTTNHCBJCSBPOB,0.0,Nmshlt,3.0,ND,5.0,U,316680.0
avd6867,O,avdomldvfhlttyfmv,Houston,566.0,194485.0,,Equifax,1-854-171-6430,5.0,United States of America,JBKKMPEHYCZEWWEPCEXHJP,1.0,Wjusmdqncll,3.0,New Brunswick,0.0,W,718740.0
OLS6868,O,OLSTMJAIIIZ,Windsor,318.0,5108.0,,Harris,1-254-945-4089,73.0,Canada,dponejgmxtcaytijrykbaketupykepubjazponllzmkhrclpwd,2.0,ylkdc,3.0,MT,3.0,D,2439678.0
Rkn6869,O,Rknemji,Halifax,453.0,119964.0,,Leggett & Platt,1-201-233-7307,76.0,Canada,bkghmdsczdjvsnocmfdmgukumylxujiaqaizfwxflexxjqqebnayzandr,2.0,FRGZWVNP,1.0,OR,2.0,W,469619.0
num6870,O,nummuagefzilmddtqbvrzm,Billings,,283734.0,v,Clorox,1-263-291-4582,91.0,United States of America,JQLPFRZLKTWGVQCJONSJARQCJPTXWNGCFDVSLVKWYXPWCEVBFSCKSHHKAGDNTFXNMLPTDMIM,2.0,Xgstntasraxf,,UT,4.0,M,309786.0
Mpf6871,O,Mpfvul,Moncton,361.0,305227.0,V,MPS Group,1-463-195-3071,9.0,United States of America,,2.0,,5.0,Quebec,5.0,S,1073800.0
ljc6872,O,ljcmkqrhx,Sydney,308.0,101333.0,b,Xilinx,1-786-557-2854,54.0,United States of America,Aumderbftuclqaprgftrhhmhkbzshnkvafqqlhbprjdzdwsdjhtbdrahs,0.0,Tqsdgmsauz,6.0,WV,3.0,M,3388326.0
txo6873,O,txooevuduktvl,Yellow Knife,318.0,411731.0,d,Pride International,1-143-144-5537,45.0,,AWJRCPIXUDJSKDPIATJHSXQZFCGWQU,2.0,BCHGHGUKEPLP,3.0,New Brunswick,3.0,M,1116300.0
Hux6874,O,Huxwupbxgmsdkqxmqcy,Biloxi,797.0,201724.0,,Men's Wearhouse,1-466-794-1630,,United States of America,heedcdempzq,1.0,yfikkeuvc,2.0,IN,5.0,M,1908886.0
FUD6875,O,FUDXTIKQNQNBGYGOQK,Eugene,439.0,425312.0,,Total System Services,1-526-651-8275,8.0,United States of America,yghnxfibwshjsovzfxsubepzfxkfixqsuwflvkzxpohsofagxgjfzdvdgwvlgjsocxqbxbseciw,5.0,Gwshd,6.0,Alberta,5.0,S,
KTH6876,O,KTHGILISEMG,Spokane,782.0,130754.0,C,Sherwin-Williams,1-303-320-1678,54.0,United States of America,tfnbbiutuvhdlpguaewbsaczmj,4.0,Ykcixzf,3.0,NY,5.0,S,1952661.0
Ily6877,R,Ilynaduuyorbrarcqt,Sioux Falls,,305310.0,,Spectra Energy,1-328-496-7282,31.0,United States of America,alqvslbrbqirhyvpqmwgx,5.0,OUNPKXAT,0.0,Manitoba,4.0,S,3523918.0
Apx6878,R,Apxunokfyspviuierifjgslnp,St. Louis,817.0,5577.0,,Fidelity National Information,1-859-809-4796,,Canada,Xvqxlz,4.0,PLHXJ,2.0,RI,2.0,,618414.0
Lev6879,R,Levbvdykzhbbypfqqxli,Simi Valley,364.0,369382.0,M,General Growth Properties,1-792-455-6252,55.0,,YGOXEDPPOJDAPCVDGOABUUBI,4.0,ODYCFESDJS,2.0,KY,0.0,M,1942368.0
Nrs6880,O,Nrszcbjgcjlitufwl,New Orleans,529.0,191245.0,,,,10.0,United States of America,Nnyueokougrqqvqn,3.0,Mvmeniog,9.0,DE,1.0,,1653707.0
Hxl6881,O,Hxldvvpmmxlzkijp,Provo,652.0,377875.0,,AmerisourceBergen,1-360-177-0557,,United States of America,Uelvaihiahwgdlhopbfkd,3.0,Pitkub,9.0,ME,1.0,W,2777420.0
emm6882,O,emmvyphdtubgxxmexuuoa,El Monte,306.0,51999.0,J,United Parcel Service,1-508-441-7754,25.0,United States of America,Oxqizvjqsezdmoykmzjhujnnxtvdcezipdhbffagreawfhs,1.0,Hknahaty,4.0,WV,4.0,D,
npd6883,O,npdqgzwdcypcudzuelimraseilxuat,Saint John,788.0,252483.0,,Quiksilver,1-779-953-7483,11.0,United States of America,FMKJQTAU,2.0,prqcapq,9.0,CA,5.0,U,264040.0
VLT6884,O,VLTDNWDZOUFFUB,Tacoma,310.0,246327.0,w,Harsco,1-042-507-9102,81.0,Canada,ZAJHDIZRHAYEKSZEESAZCFCDUDDKUVGEVZMTYRSIRZXRTQYPYSNVVPVSUCOQMQXSLORDDKFJSQCDKXXY,0.0,Oqupwuyeil,2.0,WA,2.0,M,1383026.0
Tgc6885,U,Tgcjjnzzfy,Warwick,451.0,222552.0,,Mueller Industries,1-676-241-3034,43.0,United States of America,,4.0,Vxwfe,7.0,Manitoba,3.0,D,176915.0
JZK6886,O,JZKLXIRZSAW,Quebec,457.0,150558.0,,Northrop Grumman,1-726-622-0123,10.0,United States of America,snkdsimjxceoatqtmkrtqyt,3.0,Vudals,10.0,PA,2.0,S,538437.0
DYL6887,O,DYLKNPRJLXYHLTSSNMVNXFFKMKPQW,Grand Rapids,,23326.0,V,Kraft Foods,1-085-088-0514,36.0,United States of America,fxpcbavnfsnljajhebohrhrgnnetwbni,1.0,Guhkchbil,6.0,NJ,5.0,W,3913415.0
WIE6888,,WIEWAHKARXTCQJGEFFJMK,New Haven,606.0,399734.0,,Fifth Third Bancorp,1-690-126-3634,36.0,United States of America,TOWPDKNIVLBYIHVTTKEHGJMQQQKABKKVNKV,5.0,Xnralri,10.0,SD,5.0,S,3549944.0
Lal6889,O,Lalhdakhpvermwhrkwfo,Macon,786.0,132673.0,,Xerox,1-345-008-1472,82.0,Canada,Naaeqlwgiqutjjprhvtzelr,1.0,Ywmnfqqdcf,2.0,LA,3.0,M,954944.0
Vkj6890,,Vkjffn,Allentown,810.0,392504.0,,Ryder System,1-012-055-2996,20.0,United States of America,FFZORIPONWKFJNXPZNPLJOKMAZNUMJVEPBYYFBBINLUVPFOYJHJPKVAPQKLESIOGBCJJNRJVFBFST,0.0,,9.0,Newfoundland,5.0,S,3937245.0
faw6891,O,fawgdoueubabeaqeiravvsh,Kitchener,799.0,230047.0,S,Southwest Airlines,1-921-371-5267,36.0,Canada,PCMPWSRBDOCQNZVTEWUAIHNCPBACDGWKWHTZOFEUEMNHVIJHCFPEOFRQ,5.0,RMKUXVU,8.0,TX,3.0,M,761403.0
Xjk6892,O,Xjksftmunbianxiab,Wilmington,641.0,297993.0,,Juniper Networks,1-188-292-0096,46.0,United States of America,nejfefybxagqyhctasbgowoiaduj,1.0,brygdnm,1.0,UT,1.0,M,559145.0
kmf6893,O,kmfhwdwirdiehnjnovxvcmnkhuom,Winnipeg,761.0,209026.0,,Praxair,1-641-726-2598,93.0,United States of America,qdwqqexrtmmhcwegtvvishtupfif,5.0,OOLSVGXSB,0.0,CT,5.0,M,730025.0
Heq6894,O,Heqwuko,Cleveland,359.0,262509.0,u,,1-427-062-5389,,United States of America,Dtprqdzfimzsfcbjfszerdcnkhawwfguniaibbnelwxijapdq,2.0,Vyxst,0.0,Prince Edward Island,5.0,U,3978838.0
Iqk6895,O,Iqkibtkx,Yonkers,620.0,127277.0,I,Alaska Air Group,1-104-919-1054,8.0,United States of America,,0.0,,4.0,PA,3.0,M,3992315.0
tgx6896,O,tgxtiebuhndlwlmhbjopjcephiotsb,Austin,389.0,257045.0,F,HealthSpring,1-714-934-2920,52.0,United States of America,Onhvkkcpciveifobneezecmorfxgejkjfadufibnhgobeaiyaxsuyqpi,1.0,Ihqfbzmlatvh,,IL,4.0,M,2815926.0
Idy6897,O,Idycmdlotrpnsxkbwjdwp,Madison,501.0,,g,New York Times,1-158-734-5221,7.0,United States of America,vabqfrwsnmchusshtirmljtusgiavrmdqlwwmbvxlnmepmk,5.0,Qgowoox,5.0,WV,3.0,S,2740299.0
YAS6898,U,YASLF,Erie,711.0,432047.0,,Domtar,1-126-816-7839,1.0,United States of America,yzmljgbjlowulztcvardlbdkhuqbbxucnshckqcrqqwajaknkuyrbrrlexagifublohtfijagkgmqrze,5.0,ifugbsuhncpl,6.0,WV,,U,874102.0
RFH6899,O,RFHLYRIWQLPJIXMYPHJXWMJWEQSNGM,Scottsdale,625.0,292228.0,D,American National Insurance,1-775-227-7224,82.0,United States of America,lnquwyovjwepqhhiujdvnuefuzarvytawdfhpfdexihxwoq,0.0,Pjzsl,7.0,MN,3.0,M,
CVI6900,U,CVIZP,Birmingham,716.0,103708.0,M,Auto-Owners Insurance,1-336-018-0726,59.0,United States of America,Schvdogxhypaedoptqybohlsjvxlcshgublhovq,4.0,TSVIT,7.0,MS,3.0,D,1164761.0
Ysh6901,O,Yshpixabvdxqtwkmsa,Jersey City,559.0,9205.0,p,American Eagle Outfitters,1-909-023-1845,3.0,,bsastmgxrpqanxsxckgkwcpiwglptgzxtqeqyxfzbrdjcxikuwuuluidfygwjqxqyktwxgtdyuputvf,3.0,Xjqgqjjrg,0.0,British Columbia,2.0,S,2081934.0
kfo6902,O,kfoljfunrlehlixzhbgcouablrv,Iqaluit,768.0,362176.0,P,Medco Health Solutions,1-922-573-2555,86.0,United States of America,RRFSIFAPUOBUJTFUNBCCYIKSRK,5.0,Mrzclgloh,10.0,IA,4.0,M,3872836.0
Dig6903,R,Digqbkhzjuaaw,Brownsville,848.0,171685.0,,Edison International,1-211-549-3645,38.0,United States of America,,0.0,Xpejmat,1.0,VT,2.0,M,3705548.0
Quy6904,O,Quyipckcztyvjviarpcqxwvrtlfd,Santa Clara,580.0,393424.0,,Rock-Tenn,1-609-901-0741,52.0,United States of America,Ktbxeorxrwqnbdonywwyrokoqucnzm,1.0,Krfzqhiiqbh,5.0,FL,4.0,M,1789836.0
Wrt6905,R,Wrtsxpo,Hollywood,491.0,422156.0,,Massey Energy,1-655-640-3395,12.0,,Hvxrgbtsuaf,3.0,AEKSATM,0.0,AL,1.0,U,2926290.0
Dcg6906,R,Dcgyfdnnwoxjpmpg,Peoria,313.0,315451.0,,LandAmerica Financial Group,1-264-845-9201,7.0,,RNBKPWQFNUYGLVYPKUSTIPUCWAKQJEBLDBWHQNDXTKWPI,0.0,danrsf,7.0,FL,4.0,S,3241399.0
Ekp6907,O,Ekpkjqthznxtp,Fayetteville,630.0,244650.0,,Knight,1-797-500-8223,47.0,United States of America,Spnkc,3.0,,8.0,VA,1.0,,3716876.0
DDD6908,O,DDDSWFJCIOXBVVTKFQGBJR,Sandy,572.0,358163.0,F,Publix Super Markets,1-054-289-3207,84.0,Canada,neaoxvgrthvvimhjtgzfmsluatbnrnupnkxkcefwmvqlppsormizlirlkkz,4.0,Gddqkvcyu,6.0,UT,2.0,M,2974535.0
gsl6909,O,gslyuazbmvxlmcodi,Spokane,606.0,421383.0,,Buckeye GP Holdings,1-490-581-5260,3.0,United States of America,lygxiybrfwvnlmicbfshpgifmhvjkwxscd,4.0,Haxxgfs,6.0,Quebec,2.0,U,674410.0
Cwk6910,O,Cwkcsiridjotjdjc,Augusta,788.0,208123.0,d,Health Net,1-119-753-9407,36.0,United States of America,CCAKTVYHNNQLGNHAMMGHNXAKWLXFKJUSFRZWDAXGTYTGZAIOCOJRDSNJUOXQXILUBKOEQZSG,4.0,Gkclqjd,5.0,IL,4.0,M,3792806.0
Crt6911,U,Crtvdowpnxjprginqlgzpqjvqbrvkr,St. Petersburg,752.0,37951.0,y,Capital One Financial,1-015-135-5892,1.0,United States of America,Fgdwwgmfoleiojvoexspxglscmufdylhmowejxm,4.0,pexxdwzphisy,4.0,ND,5.0,S,3220372.0
upg6912,O,upgzvfx,Fort Wayne,645.0,,,Xcel Energy,1-672-767-6524,25.0,United States of America,BJSTLITPJQTOKIGDKMEFBVIKCUWBQRFFCDVOUTAQGLQFTAVFIGYULWSQROZXXXDKGOJMLK,0.0,VCNFFJMFUZE,1.0,NH,5.0,S,2213758.0
Tdl6913,R,Tdllbvhpyviscemsdyejkbzsmvdi,Akron,791.0,361728.0,,Knight,1-829-198-0180,,United States of America,Awhejpcqdrdascetkskjnvtodhudzbzq,0.0,PPJSJIFW,6.0,SC,1.0,M,3914486.0
Jrs6914,O,Jrshpfekldegmk,Erie,445.0,499991.0,,Sigma-Aldrich,1-283-704-4775,63.0,United States of America,RAHLWFOJBTIUAIPVAPBBYKDCUQTTFOBNAIZVJNFRFPRUIXRVVNISTKSCCPMUELZSFHEUAJIJ,2.0,ctaonpircmr,6.0,UT,3.0,U,2329582.0
XTF6915,O,XTFILUSWVUWCMDAKKNM,San Francisco,384.0,412530.0,d,NSTAR,1-320-693-8630,79.0,Canada,Bdqzvsogahg,4.0,knrmbrnz,6.0,Ontario,0.0,S,1837329.0
Dzf6916,O,Dzfcxtcyyhuampdw,Santa Clara,748.0,48624.0,,O'Reilly Automotive,1-358-666-2521,80.0,United States of America,,5.0,Hbwoot,10.0,MT,2.0,W,718732.0
Ikc6917,U,Ikcijlzgdnaxit,Des Moines,554.0,266455.0,J,Borders Group,1-905-559-6365,12.0,United States of America,Vqhnunaqypunwcn,3.0,ibrbfbqvpti,4.0,CO,0.0,M,3424189.0
fus6918,R,fuswigmieoq,Phoenix,736.0,416679.0,A,OM Group,1-422-028-3274,10.0,United States of America,Tcbmcng,3.0,ABUNKBQHC,9.0,VA,3.0,U,789417.0
lsa6919,O,lsalqimmjvovphzeespxcrgc,Paterson,751.0,456378.0,,Dynegy,1-288-245-0413,88.0,United States of America,Udldhldulpkxvuuvyfhtukhjfqzcyxvxwcf,4.0,Nrvalrjf,1.0,TX,3.0,M,3247248.0
Lpq6920,O,Lpqttuupedhyvjfxxancpo,Windsor,534.0,34382.0,,Campbell Soup,1-719-867-9608,67.0,United States of America,Sunugsyelwlj,1.0,Cakjtzw,0.0,KS,1.0,M,2636270.0
Mef6921,O,Mefaiomizpyaqqzwclgfnzl,Baltimore,694.0,128294.0,,Owens-Illinois,1-557-951-0489,96.0,United States of America,Ipxvoocpluljigwapsfjpmesxxifkpnpgoxj,4.0,igkhlrrqipoq,10.0,Ontario,0.0,W,1142648.0
Jst6922,O,Jstgjeuqiban,Plano,388.0,71749.0,Z,Visa,1-999-079-7602,6.0,,VTUVQRWTEXHDUJ,5.0,dvtwomvi,10.0,MO,3.0,S,3812838.0
aqc6923,R,aqciyufumrggapjvjpefitkjau,Overland Park,841.0,97475.0,,Alliant Techsystems,1-241-138-2405,86.0,Canada,DFQPJLOQEIMROAYUDNHPFPSHKTJCKFCDHRMVNXUUWSKQT,5.0,Nxswuwg,2.0,TN,1.0,S,288313.0
Kne6924,O,Kneldbrgbigjgnufipmaluuhoxq,Santa Clara,815.0,354814.0,,Yahoo,1-335-164-0634,,United States of America,KQGDSCGPFVKQIIXZDRJSLQIJFVMLMNO,0.0,Aiepp,9.0,KY,4.0,U,616961.0
USO6925,O,USOWCZNDHERADNAISGLVXVRTENO,Overland Park,815.0,60802.0,,Walgreen,1-341-023-3310,34.0,United States of America,WAQQEKPFYZSMOYGGREPLMRACOHYPGZU,1.0,Wjolt,6.0,WI,2.0,M,3815077.0
hrd6926,O,hrdscir,Cleveland,719.0,198019.0,K,Amgen,1-334-957-8861,19.0,United States of America,Rzyupdwsddtdodelkaqsamezznpsndiwnem,2.0,Hjcsnr,6.0,FL,,D,2901452.0
hee6927,O,heedbg,Wilmington,707.0,28277.0,,DRS Technologies,1-970-044-6583,33.0,United States of America,Wauljnuwhxoytfdudodkvrfgccxeofce,3.0,,,WY,4.0,U,3823034.0
FFK6928,O,FFKSWAYRWKH,London,448.0,155006.0,,Viacom,,32.0,United States of America,Kpqqzzeusvuosodnlwtrzybnbbcdjmvn,3.0,pjdnlkksjg,3.0,OR,4.0,M,2540620.0
Mnu6929,U,Mnuhqusqtgbqpesvgwokrhjsxnexpi,Stockton,721.0,376070.0,v,Martin Marietta Materials,1-549-160-3356,55.0,United States of America,Bppfttgoyovbyye,5.0,Jcrrfc,7.0,SC,4.0,U,3955246.0
Rxx6930,O,Rxxxfqzbudeygrhycqo,Durham,411.0,46211.0,,Nalco Holding,1-162-846-0809,58.0,Canada,Qehucydcpilfhpaenpwezjpwkpnvqwoutjiglrgztqlruzrfhuaqeelyiryerukdxksjwbaaogbetig,0.0,DFOBKSSMKQ,2.0,CA,3.0,M,2116308.0
ras6931,R,rashlpsfwayp,Montpelier,738.0,113693.0,z,AnnTaylor Stores,1-702-495-7759,75.0,United States of America,Idwiqanmnksgbtijxfjkmclkftqffvjvsmqvnya,5.0,tadircsbbtjd,2.0,Saskatchewan,1.0,D,765896.0
JFG6932,,JFGJF,Independence,643.0,,i,Helmerich & Payne,1-947-941-9925,68.0,Canada,Iqwwdffuenaqncoajrpjhssikfhnoyfcnlnvsnsouutvd,3.0,aqubhp,7.0,IA,,,2610758.0
Xie6933,R,Xieiacjnqx,Honolulu,531.0,180091.0,,Unified Grocers,1-110-746-6014,28.0,Canada,Yyzutezqzimkwafuqfontpwutwvwqotbtuqhhjgnjvhmclcosanqbdx,5.0,mttil,4.0,SC,1.0,M,1337471.0
UQX6934,O,UQXZGOWNTGTON,Santa Rosa,742.0,470145.0,,Trinity Industries,1-717-208-8825,38.0,,Vwwlxuzmklqk,4.0,Yneemsaai,4.0,ME,0.0,D,1521292.0
