prospect_AgID,prospect_LaNa,prospect_AddrLi1,prospect_MiIni,prospect_OOReF,prospect_NuCreCa,prospect_Inc,prospect_NuCa,prospect_NumCh,prospect_MariSta,prospect_A,prospect_CreRa,prospect_Emp,prospect_NWo
cbg11180,cbgeqgwtewidbfygawizibdfdauc,jedgrkhqwmuagxvwiafwhetbxrkwmwvbvpek,G,O,3.0,,3.0,4.0,U,70.0,632.0,Warnaco Group,529892.0
obo11181,obohyevrzqvnxdmywgludoiaaubnp,EQKVQXBONXVSKNLRXUOSTYVCLUFQRCJNMXAFCBGML,s,R,5.0,9811.0,,5.0,M,88.0,569.0,Qwest Communications,1316910.0
Iuo11182,Iuowqfv,ojmpxdifwusnurndgrnqaidhhvysufdfciishoxezlph,Z,R,10.0,150917.0,0.0,5.0,U,31.0,714.0,YRC Worldwide,3993266.0
ALF11183,ALFNDK,Hkjapycxiwprgbdskajsbfbroyqsucnvbfktpmqvm,p,R,,215046.0,5.0,2.0,D,90.0,755.0,Kellogg,3366626.0
rit11184,ritqiqiu,Bfpzptasjrigkfd,W,O,2.0,261654.0,3.0,5.0,S,17.0,393.0,Henry Schein,1171645.0
Pyo11185,Pyouewixxsqmfgmcoafjpnpihrwyt,Tjoacsmxfjywdjskdhfdfghtoimdgvtbcbjuzbvkj,o,R,3.0,77193.0,3.0,2.0,D,9.0,509.0,Jo Ann Stores,2323435.0
Lpw11186,Lpwfeagehs,ZLGTQWQKOQPKTTUAMFXYNHKDYWONERZNXI,,O,4.0,43073.0,0.0,3.0,S,44.0,394.0,McKesson,1865281.0
kaf11187,kafckxugxnbmxjv,Nolmpyyezjmwvqfbotdpbcrxzyfsmzkewfovqxkjwgebmnsdwkdgkgphmivrwixotrxvw,,R,5.0,299466.0,5.0,,M,,469.0,Duke Energy,2256107.0
hfa11188,hfaqcqrnkkugoeomiksrisimli,,r,O,2.0,326132.0,5.0,0.0,S,1.0,543.0,Iasis Healthcare,239712.0
VKJ11189,VKJYEWAXVIQJPQATRJ,Sgticznzifwkvbhdykexaarrxowuoyxvjioqhcoehs,Z,R,5.0,8576.0,3.0,0.0,M,43.0,411.0,Jack in the Box,3703928.0
Ypr11190,Yprghaimogfrgmjdmigzpunfmkeex,,N,U,,474322.0,4.0,4.0,,85.0,442.0,St. Jude Medical,1949025.0
Znt11191,Zntjyxesuepvrrfxxjkpj,Wmvalsvlyzcobnbxkouwcktwxqcwxefrotlcvlovuwiukartaowbuc,i,O,1.0,470593.0,4.0,2.0,M,27.0,431.0,Questar,2159875.0
Vsd11192,Vsdlowryegrjtwrldlukzexwtv,Rbhjptqziqvhqxleyuibiunpidswomdihjqtkrclbkrzsf,,U,8.0,427824.0,0.0,2.0,S,75.0,388.0,Staples,1283011.0
Jcm11193,Jcmpxcdqizsdgwyjluqrbn,pgftkeymm,W,U,1.0,254388.0,,1.0,M,89.0,314.0,Owens Corning,3212581.0
Dtx11194,Dtxolpbstspaatucdawkrm,Skyajkrofkyfhyqowddyojqlsozlalxbexbjletozzmmfqppjgotgazwnaobiprksozne,,O,,66442.0,1.0,,U,69.0,783.0,MSC Industrial Direct,2425038.0
fbq11195,fbqvttjrdpqmloobygkavgxoupjz,GQPWCFFRJYYRZDINHZGIWMG,e,O,2.0,43721.0,4.0,0.0,,,,Flowers Foods,430774.0
eas11196,easiqz,Nzfjnczeaxjbbpvj,,,2.0,150100.0,4.0,2.0,M,23.0,678.0,Best Buy,3500049.0
BFD11197,BFDQLJNCKLJRSXMVQJHIKO,Niknvrphtqqbyssiqoepydqwpnnqyhbwukbthouopxgrwdsnaxualhkujgssindxnabzvbzrpl,u,R,1.0,39659.0,,0.0,W,67.0,583.0,Circuit City Stores,1507535.0
Qea11198,Qeadqqqvkqyywfdrhdrwi,Nexwbveupvtmtwfqjawschquajgldriuhnrdgesxtpbpzpradqdslsrhxgrupgrsretco,I,R,8.0,,5.0,3.0,U,2.0,330.0,Praxair,3839806.0
Stn11199,Stnptady,Xpwygpsvonhosszvtofovgnnmpmxyndyvjdluptcagibnnlszmaqp,Q,,3.0,433397.0,3.0,1.0,M,31.0,465.0,Assurant,1613720.0
LID11200,LIDMVGNGIBTCKMHG,,,R,5.0,45905.0,0.0,2.0,D,54.0,506.0,Circuit City Stores,2208199.0
Iii11201,Iiidaxlvhayepro,rgbemitvsxcpswrstuxj,,U,9.0,381845.0,,5.0,M,1.0,617.0,,47984.0
Okw11202,Okwewclbh,CZAJBCLVTJFWDDIHAJKBKURUEFWPGIBOFVCMDXD,v,O,2.0,425314.0,5.0,0.0,S,68.0,436.0,Core-Mark Holding,1625682.0
fsd11203,fsdmpdtwdhjtouwc,Giwqnrhfgvulacklnfptrjtjyeiqgrftpzzbgmfrsujhj,t,O,8.0,274796.0,4.0,0.0,U,86.0,713.0,Pactiv,3395337.0
pdc11204,pdcphkfzqcjiytcyvrmwr,MOAMSWNZSXMMFUDBXWNRVRSACZNXRMOYQMBR,P,U,4.0,1202.0,1.0,1.0,M,71.0,788.0,,2529321.0
mfq11205,mfqqucm,Entwwrcmxguuqivkiuc,,O,,154314.0,5.0,,U,43.0,415.0,Spectra Energy,3453996.0
NMR11206,NMRUTEPNDQQCJBLE,HYRSJEGUULLIVOXLRIHUWVACAZNVMPSE,,O,7.0,483330.0,0.0,1.0,S,60.0,637.0,Monsanto,2225319.0
Rpm11207,Rpmcfdsnpfvbmvcfflspjvkalp,Zeyhtfqoxbugdijfsfvaciazcfubvqtodrrgmlsgttzyphaqrttoaqxregfvbyephjcxfhpcpwgolfig,W,O,,65875.0,5.0,5.0,U,69.0,353.0,Integrys Energy Group,544083.0
Phg11208,Phgsibthajlnhzc,Dqeshmbjpudorasvipsbfuuiwwartrfcfumbvngcjtyvuaqzfuphjhtp,,O,2.0,305998.0,4.0,5.0,U,25.0,569.0,Laclede Group,1682799.0
Bwn11209,Bwnqephfapjtjngslvfwzx,kubwycssjofdcmfvs,J,R,2.0,84172.0,0.0,4.0,U,21.0,365.0,Health Management Associates,1380864.0
HGV11210,HGVPSBC,Zeahnxoqosyuhuwuvalrywwdqoaxwgvdrtnzobfpsqxhsdkkbqxpclrusagytcjafieziiyjqtrdeyng,,R,2.0,228745.0,2.0,4.0,U,38.0,348.0,Juniper Networks,1068218.0
RGG11211,RGGUOMYWAKJGTBXK,Xibvofrouiopmuyolwislfcdpxhswoejdcqzte,,O,1.0,329602.0,2.0,5.0,U,70.0,819.0,Lubrizol,1714551.0
Hkx11212,Hkxdufsqcpshsqnpwmesziqi,Mosxrgyywsowxdwjltdnegwttkacwzpmlqqwmvaiaqxcuacxbkrwhiyyzjuu,,,1.0,116542.0,3.0,4.0,M,29.0,554.0,DRS Technologies,1054877.0
Fwn11213,Fwnziejcufwdwaanwynpptdth,Lzdluypasktxvkymouavcxeuvbfcqpzdoetiegysbvwaenjarrwvhxtk,,U,6.0,356509.0,1.0,2.0,S,39.0,478.0,AmeriCredit,1534581.0
Gtu11214,Gtumhdxoflbvfcwz,Srnmevvwtampxpectaoilojrjqmircqsoyplmrdmvayqzdjdxvfmjkr,Z,R,2.0,421287.0,5.0,5.0,M,,716.0,Raytheon,3125011.0
Aqw11215,Aqwkihmidlufubmlatuyjovi,rcmmpwghcbcncuoofulhcpsucsooikgpxmfvgjcsohxcqectwdtctzusxcrbtvmzacjcgxczbwzbmjge,,O,10.0,296076.0,3.0,4.0,S,93.0,404.0,,659100.0
Dlb11216,Dlbzb,Pmjaugxedbqlyihdmluntrjreecxozjxgpexntjwgfwdtguoxorbbkgicjijvfnmnukckjhncrcmjn,,O,6.0,130659.0,,3.0,M,88.0,544.0,,1448603.0
npc11217,npcrpocrl,XIXJPQQDDKIWWWKRYAPRKFLEHZJMVKPVCHJIRZMPLTUMKIWWAWYGVMKXBSCRDRHAGHUE,V,R,5.0,,4.0,4.0,M,28.0,736.0,Kla-Tencor,3730627.0
Osc11218,Oscfgslprelizgjdxfeft,hhlqooxcqatysrwsdgiyfhvoqloijouxlquzclnoseolmdsblwbixvvumjnchmeqcvwacwdju,,O,5.0,297262.0,5.0,1.0,M,62.0,542.0,Plains Exploration,814723.0
Olh11219,Olhyymo,ACKJMJLLCMRCQOGIIMVWMGGFRBHVZXMIJVDDCGLYRYRLEMLSEWUTZGYTGBQYAKHKTJFNUSIDUYB,,R,3.0,154673.0,2.0,1.0,S,72.0,636.0,Granite Construction,1879314.0
Vbs11220,Vbsgtaeignehwvoliozaveyowtd,azcraxcvjbhojtanwkstvsqwekiakxauyytnbmqj,,O,7.0,,3.0,1.0,,85.0,361.0,Cabela's,937191.0
kng11221,knganjdmwibrbqptz,CADMIMSNWQDMOZBJIXTLUIRFJKMFOGSSULSGPF,,O,8.0,36086.0,0.0,4.0,M,52.0,308.0,Hub Group,3465698.0
Les11222,Lestjyfetcbemfqmttcuvgddgnfwol,UCVNIBEMGFSUNSBOFEFVGPQKTOHPQYCPUKBPAQMRMKGIROTW,,O,9.0,293557.0,2.0,4.0,M,21.0,555.0,Sunoco,2808627.0
Nim11223,Nimimzprluoqptvk,uqisrdiktrqigztnpibhhobdmrdbwfgequqgtgbxchqofszluzvdqtqvtxjxhorfjmguyuhuqqgvv,B,R,5.0,192150.0,2.0,0.0,W,65.0,686.0,McDonald's,2408141.0
Yst11224,Ystmmqeculwklhuxcm,,,O,9.0,189404.0,0.0,4.0,D,69.0,596.0,Dow Chemical,1109266.0
Tay11225,Taypscs,QFSUFBONHVDEIPBEZHCAAIXPETMRMQZTICEHGLGBKZWKGSIHZJOLTJPWEATEEZPXHAJZWJDMC,d,R,7.0,134981.0,0.0,3.0,S,20.0,590.0,Travelers Cos.,1410948.0
Dxp11226,Dxpqv,Nekhfxivqlkglmtgijlccnxrrmfdpc,,U,,130837.0,0.0,5.0,S,73.0,761.0,Pacific Life,1977154.0
mpb11227,mpblchjnrq,Gquatsccfwghswmqxlxfkpvjxtoolyjmyebeygvwvuwonnhoh,L,O,2.0,281841.0,0.0,4.0,S,79.0,469.0,Lockheed Martin,1167969.0
wsa11228,wsacxywxdnxndcibobreliuivgw,Tikjnggtbsejjjdjkkdluw,,O,3.0,,2.0,2.0,D,61.0,578.0,Mattel,2230844.0
Qlh11229,Qlhelavmdlyb,Trvurpuoeyrwlaushnlsalvvrpnfqupqdohpjhlfhdflgqjqcfmxjtblytlcbuttgbxlmajqnju,j,R,5.0,164027.0,1.0,5.0,U,,424.0,Hewitt Associates,3031669.0
Nmo11230,Nmojbatvhyr,Xsyywrhszitmyquhqlqbeknchuhzvlzxfn,C,O,0.0,462309.0,4.0,3.0,U,88.0,550.0,Interpublic Group,1235970.0
han11231,hanbnxjmwgzoktaebuywqvrukj,Bcvdhkqvcnofwbatgpoporkpolpxeyoxuet,,O,7.0,436892.0,0.0,,W,46.0,595.0,McCormick,1409955.0
Mjl11232,Mjlfsadmduosazsjvimn,GOBEKMWRG,,O,2.0,162079.0,4.0,5.0,M,60.0,690.0,Ross Stores,2613791.0
Zuy11233,Zuykksxzmqbhcsfmmlxgzjtaijpn,Cqqqjzgvrjrjekvaezjnwwabpifsjcrbrggmrcgyaujftvv,J,O,5.0,243380.0,0.0,1.0,W,58.0,456.0,Icahn Enterprises,
gcn11234,gcnhgbnytmugwbfwiyjiheizds,Yerst,,O,9.0,316002.0,2.0,0.0,W,78.0,406.0,Williams,2747343.0
fmn11235,fmniqufxeurtgkvdjuldodyfblw,YXERJNENHGKABSFFJALCEMNVTOUDVSBWCRYOFBHSRNUNQRJLVGOBAMZXZUKSMKCXGWIVNQDNQLPZPHU,V,U,3.0,440853.0,1.0,2.0,W,92.0,672.0,Huntington Bancshares,2062648.0
SRW11236,SRWKWJVQ,Efzazzpbjdowuzussctbiwwnxfuxywcycubxe,Z,O,0.0,19138.0,3.0,2.0,M,35.0,594.0,Hershey,2837974.0
Itu11237,Ituhaovisuh,rhncdtekvneuxqgqagwpi,,O,4.0,287071.0,4.0,4.0,M,42.0,433.0,Avon Products,3995777.0
dwe11238,dwesopfqfa,HTEUBDXAJMDDOXHFVRCXSCKIXWOTFUG,z,O,9.0,365741.0,1.0,1.0,,29.0,667.0,Varian Medical Systems,1904958.0
GMB11239,GMBAHWBXLZBNOZTMAHBNWKWYMMIRLN,Yfmkahvpnvgrimpiudjglkdbforyattgupllyzbqkaqiowxuglxjqtgxaqytulgfozaiwjstteio,,O,8.0,81412.0,2.0,5.0,D,59.0,,Baldor Electric,2422577.0
Dwe11240,Dweaoltxhvgsrl,Pwtqmwgftjlxiswweknjsghmjsaiaynndculpmxolzfpypxbnpcyamcfx,,R,7.0,351289.0,1.0,0.0,M,74.0,781.0,Helix Energy Solutions Group,3637239.0
HVF11241,HVFGR,Tgvkzvweuvtxisppeooreotfhzhuunqwsqmfmlpmeeuycqkekxyliaccnin,B,O,5.0,117226.0,5.0,5.0,M,61.0,733.0,Leggett & Platt,1283618.0
Zcb11242,Zcbqxjjiiai,Umbmivwhhaxgskouqfdlvumxcwvajxzqhuglbncufbdlfcon,,O,8.0,377807.0,3.0,3.0,M,85.0,832.0,Lockheed Martin,3892707.0
Ynp11243,Ynplhwqugecatfftmdkh,qanlkewxpsbeeoepsimwkbolxbbukwmcnjhrqrnfpbwmrbfsoth,b,R,6.0,76088.0,4.0,4.0,S,45.0,810.0,,2679837.0
Osi11244,Osirsxbrhlkwktqfvrbqsiqsh,bfamerevghmfrioazaowfzsvqyzff,,O,7.0,362310.0,2.0,2.0,W,,665.0,MasterCard,2147856.0
Luq11245,Luqwavkqptpruatmfeeljzuvlrtbu,Rncpfsdqdrunlyttwvrgtmwuayujksztcwtmzndkdolxl,,O,,291871.0,5.0,4.0,M,71.0,613.0,AFLAC,1448391.0
Rgq11246,Rgqdvabnq,gxtazworrpwgiipijdwzdmcsjsmkopxtkrnfjjjgxhdyqdmrxgzinvrhwpaegtvxjenntuazvdxtt,,O,5.0,21046.0,2.0,0.0,M,79.0,815.0,IMS Health,1334212.0
cvt11247,cvtqfsmronkw,QJXMJCNSCJMVBXWBLSZXEYLMWORDLBNYTWOQYYZIUMCGEIFWBWRGC,G,R,5.0,417683.0,5.0,5.0,S,,726.0,Chemtura,
ajb11248,ajbmfvbiopntzkowpupdhbemitkepw,wjgfwyrbgwqdjbvcpclwrzpujmjlyuuddnariavvuqxvkur,,R,2.0,177143.0,0.0,0.0,M,62.0,815.0,Dell,762399.0
xpg11249,xpgnxfl,NUWLWWUYDRNTLBWTU,,R,9.0,447237.0,5.0,4.0,U,,388.0,MGM Mirage,18399.0
Sxx11250,Sxxbinyuahjlydhgnydgfjkzp,RWGSMQAJWRIPPQYZBKLIAGILGRXYMYJPXKDGNDJIWDJVIWKIXNXRBWFUPTODIJAJKYWOPL,,R,0.0,19891.0,4.0,2.0,W,41.0,613.0,Trinity Industries,993962.0
vzp11251,vzpguwryowakresscfrdvxrdade,Vzfexslzswiluxmzrxacztscrocgabrywjmoubgivulbnvubylpwkwjw,l,R,6.0,232545.0,1.0,3.0,M,19.0,365.0,Moog,2573906.0
bgf11252,bgfkkdi,CQGFNAVTDDKHMOLBIFICGCLMOPRT,N,O,5.0,274111.0,5.0,4.0,S,30.0,806.0,Aventine Renewable Energy,265459.0
Ydw11253,Ydwqs,KORCJYRRMQGSZDYRQSRSVZCEBWUHGUDDEUFGWMYWKKDUORMILRPVOYFKWOWQVLQM,,O,6.0,239120.0,3.0,1.0,M,54.0,772.0,CSX,3518058.0
bse11254,bseibuulmiesudwxkykxgwew,nyvawitqlyvheiucyslzruddyqfrxiio,,O,7.0,67807.0,4.0,4.0,M,89.0,363.0,PPG Industries,3347273.0
Jqf11255,Jqfsuwuitxdmmbxa,AXZTPMRNCVVJOXLTBVTMA,,O,3.0,276211.0,,5.0,M,6.0,595.0,Greif,308579.0
ddr11256,ddrpxugzckjywsquerkhejcscugsj,ppeziznljyaffpvl,,R,8.0,15160.0,0.0,1.0,,75.0,738.0,TJX,1120721.0
Wai11257,Waimxdyyns,winvsnvhvbejptgompylqrvvuxvlgdzlsorwdv,,O,9.0,221640.0,5.0,5.0,U,51.0,765.0,Manitowoc,3624132.0
Fst11258,Fstjdfcilmptvnuzmn,Aabeakqdzmcpshoxrrsooynojmsg,,O,0.0,80581.0,3.0,4.0,M,22.0,661.0,Boeing,2614807.0
PVH11259,PVHPRLNLBOLYDHGBOZMYUS,Yfqpnejclthrjjyzequmpcydryjzphwefvddgsarxywbfl,,O,9.0,115336.0,0.0,,S,42.0,697.0,Owens Corning,3691390.0
nrb11260,nrbyxioemjmhbehxlpkwzqux,,,O,4.0,342513.0,5.0,4.0,U,71.0,437.0,Harman International Ind.,1552518.0
vjo11261,vjoxdgyxddnmvpdp,Kaqqbrouiotgfllfuahkeehoziuoxtbliocrcqcwpaxlpqiawecghpghjokmrffaqdoffbrtsjv,o,O,,343045.0,0.0,2.0,U,6.0,466.0,Edison International,3101696.0
Fkv11262,Fkvkh,TCOKVXHWFXQDBGORIBRNVQSDVTSAWHQJSV,,O,6.0,418944.0,5.0,1.0,S,39.0,630.0,Select Medical Holdings,1921967.0
Bji11263,Bjiybdqa,Knmwovdlfekgmdqb,Y,O,10.0,406480.0,3.0,3.0,M,79.0,706.0,Amphenol,2667763.0
qks11264,qksmuj,Esjtdwsjvnpllnhmgork,,R,9.0,172999.0,4.0,3.0,S,2.0,376.0,Raymond James Financial,766396.0
odd11265,oddxhscdyihmsdxrybbpoginblroeb,mekrobvvftttqynlnsaqsurkfvriaazc,,R,6.0,452043.0,4.0,5.0,S,27.0,362.0,Snap-On,1289517.0
Ijw11266,Ijwrxmnjtaeiwjelysewgabtf,UZHCRQGQFFMQMTSLVNW,,U,2.0,473147.0,2.0,0.0,S,16.0,785.0,WGL Holdings,1564668.0
hbb11267,hbbfcoyj,cuggqdjnbhkxernvlnzapybhsfvllqqmwwagetkb,b,O,9.0,61061.0,0.0,5.0,,41.0,653.0,,2567908.0
xir11268,xirfxhtz,LUBJJTUBCUKHYSQMTVGTLBOEKQEYWRCHTPJXPZCGJMHKXWAONOKREHNAHRWYUHHRVGNMVON,u,,5.0,82373.0,3.0,2.0,U,99.0,345.0,,491640.0
BGS11269,BGSNMRRGM,Rfftzjeksodqhvdncotslrqbsojjehmqrxeyvzffxpcefydvals,,O,5.0,393751.0,,2.0,M,18.0,553.0,Icahn Enterprises,3714425.0
Ryd11270,Rydkbehmwdf,Cddarlnyazckaumvegjhmqipgugbiwuqjytbaigcwiqisekzjshkluf,K,U,0.0,68447.0,0.0,4.0,M,58.0,393.0,Avis Budget Group,2917504.0
utc11271,utcjgciwjkelfvvoyjcy,Kkpjvhjrvmncppixaivuiygerkvfh,,U,1.0,366700.0,0.0,3.0,M,1.0,785.0,Snap-On,108038.0
Iga11272,Igaydlasagxneragqzvahegx,Bkcawtnorptwkxhtxdkthcphqaqmedaib,,R,4.0,465254.0,4.0,,D,97.0,363.0,Thrivent Financial,334986.0
Bpx11273,Bpxlgntcaj,HABMY,x,O,8.0,4876.0,0.0,2.0,D,2.0,595.0,Baker Hughes,3739066.0
csu11274,csuqmmhtvvztoquaslnmcec,VOCCKWLQAMEYSRFZZDVUXUHPM,,O,0.0,70499.0,4.0,1.0,S,81.0,691.0,Joy Global,3486164.0
mxb11275,mxbqemjjlbnvsavsxb,Bzgfjhvontmtuqrdugukhiwq,,R,1.0,486855.0,2.0,4.0,W,75.0,548.0,Continental Airlines,1607926.0
PTI11276,PTILKZPHXLMGXVLSWPURMPVP,Lvoac,,,4.0,303318.0,1.0,5.0,U,42.0,541.0,Enterprise GP Holdings,2260891.0
Ngx11277,Ngxjarku,Tqgkmdnvywseeffixpiphtjfweadcgu,,,7.0,137996.0,2.0,4.0,M,8.0,529.0,Holly,321510.0
hsh11278,hshruuidabrvonffrnidxhgdxmpjgr,Zgqnqpuqsjikxbhjjhifwqeiahvybtpxjympftytyodmhyhmbvftuvstwfkkmuckdfrokxymugkuegu,,O,0.0,441131.0,4.0,1.0,U,47.0,485.0,MSC Industrial Direct,3820785.0
Kzw11279,Kzwhkpfhqadjmhoev,Viuzfjxjtuofteezoowkxdwilojhjhlzpxhsjexovxvwudwy,H,U,5.0,112721.0,4.0,3.0,D,19.0,515.0,,3326137.0
UQF11280,UQFQINUIJDVPBGXTIB,Krkxzjiopjwdkaiqhupevkbvplrixccxglcgxwikgznlohwghlzpoiiiydxshodkdaefcvicaej,,O,8.0,252730.0,2.0,3.0,D,13.0,725.0,Freddie Mac,951858.0
Ymz11281,Ymzxgb,Ptrugsvowjybufrjcwywwvbeiomvhfacmwqcsvyboibqwanqdmpdicfvvdgfplrnkae,,R,,203847.0,5.0,5.0,U,23.0,821.0,McDonald's,2312599.0
fgq11282,fgqoumtjmknmysctvchoysv,Qtcrzqlozqqnbcganladctvlibemvsenlrx,C,O,5.0,130338.0,2.0,2.0,M,53.0,569.0,Marriott International,2505956.0
ncd11283,ncdxgdy,Tlkthdcx,,U,8.0,317722.0,1.0,4.0,S,56.0,652.0,Pacific Life,338320.0
trn11284,trnznjnxbfwsdrxqqadfiu,Ffhidnefivcxiqdvhnygwmsdyoyoeewezywcijbcimzqdjtbrbrjdglcoxw,,O,4.0,240520.0,0.0,0.0,M,93.0,337.0,Lubrizol,407143.0
Pqb11285,Pqbugfqyutupdnmzolbrbjny,srcjpkeweefweckbakihygkbntgstdyfaal,,O,8.0,372102.0,1.0,5.0,M,67.0,335.0,Toro,1347874.0
vyr11286,vyrxrohmkbvb,Gcmjignceacqskosnkrrcxblxwxxoubznoashu,J,O,2.0,103398.0,1.0,0.0,M,86.0,774.0,Nacco Industries,
pht11287,phtpndcfruspdeqbkjeq,Xaqyqnahzazwhvcesryajszqogjhnebyzvqqdbntjofw,,O,5.0,432222.0,0.0,3.0,U,52.0,394.0,Gilead Sciences,2260125.0
qdn11288,qdnkmehvfd,Ektddxyzfxqwpshoasuslimotzuhrfincmcysft,y,O,3.0,338703.0,3.0,0.0,D,43.0,621.0,Total System Services,2053731.0
Wtd11289,Wtdzckkixvbvwfqtgedauzpmh,nilcmbfumadzzkbnnnvoswybvnqvnkwxqradwdbstnuqkpphmfdfhojbdisviyhmigmmjzktvlbhntgl,b,R,,463729.0,2.0,0.0,U,38.0,499.0,,1498613.0
odm11290,odmrlwraeidwpdezlahxleuq,VEVBCJLBWBIQJKUWMWPVIKAGZMCPRUBBLMPDE,D,O,0.0,111581.0,4.0,4.0,S,58.0,527.0,IAC/InterActiveCorp,430253.0
Dgx11291,Dgxkhh,RMPHLNXZFEZAQABZRCNLSCMFTARA,C,O,0.0,332959.0,2.0,2.0,D,55.0,499.0,Solutia,1773830.0
Gub11292,Gubpdhzcbmwjwdblqb,BUYSHQLMVTKDEGPOZUTQZRBKKRJIXWPIRFWZCSXVPAFBGSEKFNBQLHDOANMBDYRSTBWGZ,c,O,6.0,309080.0,0.0,4.0,M,57.0,432.0,Perini,1360749.0
Qnt11293,Qnteisifyjpcavmzbsadliijamcdjo,KRDFEIEKMSUVMAW,s,O,9.0,339551.0,5.0,4.0,M,82.0,483.0,Tellabs,1553539.0
ugr11294,ugrjfmajdtjlhjdwplcizm,Jfodxqwfeajnrmayjitxjzwwftgzjhuasdjpipeqndeyasulhwimzhdscfrdtwuwgangxy,m,R,5.0,31897.0,4.0,2.0,M,55.0,549.0,HSN,3057035.0
UWF11295,UWFRXFZOQTEVGAGKUOHLNCGMB,TJWNXFOZIIBKPXMYERRIZIRWTONJEHCVVSUPJJZQPISDKRPSPCQSVIEPFUITIZWEGLROUC,G,R,10.0,424187.0,0.0,,S,56.0,471.0,,1111687.0
amx11296,amxabxbnftqdujluxzjrgldufpc,FPOQLLLWQYSLBRQFHROSFWFVSRYFVKYGULSBAGPKGDFQYVERCCWOX,x,O,7.0,91406.0,0.0,1.0,D,21.0,412.0,Continental Airlines,2426909.0
XOD11297,XODKXJQFFN,Hvnfmxfvjonyfdlrqhbnqhlxyysgumfmrmdxrrcbyhrxrunoiyxmmbgzomqhcfaxlmqqa,w,U,2.0,439130.0,5.0,5.0,U,76.0,796.0,Franklin Resources,1645384.0
NFW11298,NFWZDRPEHBQMFXROMLPCGDM,Lfyivzheqttsmtcrculbhqgxruywblycmsfswqmisubsrjtyrgbfzwuqrd,,O,10.0,203900.0,4.0,1.0,W,,,Nicor,1125411.0
Xmt11299,Xmtyg,Gaklfgujbycnlrdibzwuknqxpavudckvubhtqcqcbecfkjffevjxsnuobhljleplqseozamcpkjjnpbg,V,O,1.0,218554.0,4.0,5.0,M,90.0,727.0,Vishay Intertechnology,714834.0
imk11300,imkoshxkiiojmnkmdppc,rslvouwjegwltcljkusuccaztgokxmluhkhmmmnknkrfnqbryvcxpaoxxtecvhimgewgyhmu,,O,5.0,442557.0,0.0,,D,49.0,362.0,Dell,3453729.0
Wok11301,Wokqlitppqdjzb,YIEFVUDGVRBORFAJPJOWRIIOISTKRZ,,R,2.0,379993.0,4.0,1.0,W,49.0,599.0,Crane,10553.0
Jjn11302,Jjnemmtoql,tfyyouvemoblqoojkcabeavdke,,O,1.0,342777.0,2.0,1.0,U,81.0,692.0,Pioneer Natural Resources,802449.0
dng11303,dngsolxxsptmicxoxvxkv,Hddxpzhpcbgemorxgjgquxeglgiaqcvubcfxkqascloprw,U,O,3.0,220954.0,5.0,,U,30.0,664.0,KeyCorp,646641.0
cki11304,ckimogtgtrwyhnkikmxjsekhav,BFFHMNGHGBEGGOTVNHBPTWLKJKZWRNHRMXOXPAWEKVOASPBNPRRU,L,O,5.0,30937.0,3.0,2.0,D,32.0,,H&R Block,939590.0
Fvq11305,Fvqbdcfzywivkkwvhrow,sbwarqesbmvzoelwkjsaubpcpftiqaghglbxjiflsxjggnzeawftvkhdkxm,,U,9.0,268707.0,2.0,3.0,M,20.0,839.0,Erie Insurance Group,99396.0
HDS11306,HDSTZMSNGKME,Vtqflceyamocrlswzchvyamvsrnvhrkxfuycwchdeilahucsrrpxiclyieuagxrmfu,,O,10.0,58493.0,1.0,4.0,M,53.0,620.0,WellPoint,348186.0
hzt11307,hztdxdiwcihnbg,uremrvplorroikuvtacftzvwbqvmacqcqcrcdawluavrbqvft,c,U,8.0,357450.0,,0.0,M,,565.0,Intel,525745.0
skv11308,skvxgukgdnbewwpjeik,QSNAQMMTUNIASVLOVGNXTNINTFERYTDCOXCUXAVQILR,x,O,1.0,402241.0,4.0,1.0,S,69.0,380.0,,1210390.0
Kii11309,Kiiruzqedkmvzjecaivxfkfhwuxkjm,Spigxoreec,,O,8.0,122042.0,1.0,4.0,D,80.0,772.0,Dean Foods,3032307.0
YGE11310,YGEIBKRBHUJJ,ARBWRWIZCFKSPWTRNDNAKUYVWTEHXILITTUPSTLAONZNDHJZXPJJTCFMDAPHJBNDHIMC,R,U,4.0,405951.0,3.0,1.0,W,63.0,593.0,Fidelity National Financial,115832.0
axu11311,axugjjhsxfmf,JIQIVYSPYBPEMVBQRNIXDXZGIXZZNEWBWRDQDPJLGUHMERICBLQLWCEQEXFXNKDMMAJLBBGENS,,R,7.0,183120.0,4.0,4.0,W,12.0,676.0,Cypress Semiconductor,3971250.0
Wey11312,Weyyqknslpfohtivrelcluekoy,Gkwfiwhguwlgunvjhciqqrryubkykntfgofcnldtgslhwkltfjzjhwgtlpixlqy,,R,7.0,240316.0,2.0,5.0,U,85.0,760.0,Roper Industries,3091623.0
Gaz11313,Gazehyqanxinfumgy,,,R,9.0,426953.0,1.0,0.0,S,,471.0,Cintas,
Skd11314,Skdsshqjvlvvkkxexwxbhxfgfi,gffhlieaeyzvophhkfnapeehjmtuviyqzosljfvvqwqjutfymukkgflkmcwg,,R,5.0,466235.0,3.0,5.0,M,59.0,451.0,Philip Morris International,2082774.0
