gncd,nmbrcrs,crdtrtng,phn,nmbrcrdtcrds,mrtlstts,ddrssln1,wnrrntflg,ct,ntwrth,mddlntl,stt,cntr,ncm,nmbrchldrn,g,mplr
LYB7636,2.0,,1-891-741-2112,,M,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,U,Stockton,2115180.0,N,NE,United States of America,28693.0,5.0,43.0,Teleflex
Ijb7637,1.0,564.0,1-849-918-0984,3.0,M,Phqspowfoiqmszxy,O,Boston,839222.0,x,VA,Canada,106794.0,2.0,76.0,
Zhf7638,3.0,558.0,1-426-168-3142,4.0,S,XDPEFDQIMFNMCO,O,Memphis,1851334.0,,PA,United States of America,340598.0,5.0,0.0,Imation
PYU7639,1.0,417.0,1-757-910-8931,0.0,U,FSSAAXLAMAPBOMTNUFG,O,Sydney,1348251.0,r,WV,United States of America,490597.0,,33.0,PPL
Iku7640,2.0,487.0,1-468-325-0119,6.0,U,AKWOIATLDDKU,O,Shreveport,2722392.0,F,WY,Canada,499685.0,2.0,62.0,Smithfield Foods
HBZ7641,2.0,639.0,1-383-310-7894,9.0,M,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,O,Modesto,1785161.0,,MN,United States of America,62285.0,0.0,8.0,Macy's
Pco7642,5.0,625.0,1-353-727-2029,3.0,U,VANVGDDSYEK,O,Hull,2823578.0,,VT,United States of America,320885.0,5.0,4.0,Torchmark
Ybv7643,5.0,,1-028-849-5461,1.0,D,TVTDULLNHUZPDNEEKSXEGPXDNE,O,Yonkers,2123972.0,,WV,United States of America,184669.0,3.0,39.0,Herman Miller
Rim7644,0.0,,1-480-785-4021,3.0,S,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,R,Atlanta,112782.0,F,IN,United States of America,126989.0,0.0,90.0,Kindred Healthcare
gnf7645,1.0,460.0,1-443-132-4138,3.0,M,HWAWSSEUGGKEXQDESYXFHWZ,,Hayward,248311.0,,MS,Canada,48144.0,4.0,7.0,Arch Coal
Wxp7646,5.0,793.0,1-143-020-1234,8.0,,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,O,Savannah,3719851.0,C,CO,United States of America,377787.0,4.0,95.0,Whirlpool
Dxh7647,5.0,821.0,1-475-304-3486,8.0,U,,O,Fullerton,1920385.0,N,PA,Canada,323782.0,5.0,59.0,Arrow Electronics
Aqo7648,3.0,,1-677-882-6792,6.0,S,NASLRGJGXPDOGNJSHNLNGBCXJVO,O,Overland Park,576903.0,,DE,United States of America,31880.0,2.0,13.0,Rock-Tenn
fen7649,5.0,643.0,1-151-067-7411,8.0,D,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,O,Alexandria,1855037.0,s,Prince Edward Island,United States of America,390190.0,3.0,58.0,R.H. Donnelley
CMQ7650,4.0,817.0,1-645-553-4591,2.0,U,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,O,Fort Collins,2954046.0,,TN,Canada,413821.0,1.0,67.0,Pall
Yhb7651,1.0,702.0,1-670-793-5351,10.0,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,O,Santa Fe,952096.0,,CA,United States of America,301451.0,2.0,68.0,Burlington Coat Factory
mbw7652,1.0,409.0,1-049-843-6473,2.0,D,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,O,Simi Valley,3382998.0,L,TN,United States of America,5888.0,0.0,17.0,Forest Laboratories
xas7653,2.0,617.0,1-739-185-6579,6.0,,Gicehrtxtlvwiewgl,O,Mesa,3772196.0,Y,FL,United States of America,254404.0,2.0,44.0,Moody's
MKM7654,3.0,,1-215-295-5893,5.0,M,cveuptzbcwxicceqqmqsqgfvhykw,O,Simi Valley,3180080.0,,TN,United States of America,290984.0,0.0,16.0,Fidelity National Financial
Jgi7655,5.0,756.0,,,M,Kqosfw,O,Charlotte,3971412.0,,OR,United States of America,441847.0,5.0,27.0,Amphenol
Mwv7656,2.0,484.0,1-515-341-8405,5.0,D,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,R,St. Petersburg,1488210.0,,ME,United States of America,373240.0,4.0,59.0,Int. Business Machines
YOY7657,1.0,589.0,1-249-978-7278,9.0,S,Gqvfapurdsetypjkkcceahfodyn,O,Washington,2621373.0,,SC,United States of America,461444.0,4.0,8.0,Int. Flavors & Fragrances
Gja7658,1.0,380.0,1-471-716-6210,0.0,S,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,O,Tallahassee,1021949.0,,Ontario,United States of America,255072.0,4.0,98.0,Gilead Sciences
rcx7659,1.0,541.0,,10.0,S,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,R,Mesa,2444319.0,E,GA,United States of America,255019.0,1.0,35.0,United Rentals
IPA7660,1.0,474.0,1-982-617-1421,7.0,M,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,,Portland,362567.0,V,VA,Canada,330718.0,,57.0,Convergys
rbj7661,2.0,685.0,1-068-568-6056,4.0,,WSKYHRCGGHSPINYLUNNDCJPV,O,Las Vegas,462234.0,b,KY,United States of America,245130.0,1.0,69.0,Mueller Water Products
ebw7662,4.0,363.0,,10.0,M,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,R,Sudbury,3936622.0,U,SC,United States of America,19691.0,3.0,33.0,Shaw Group
SQY7663,1.0,605.0,1-772-155-4468,9.0,M,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,O,Sunnyvale,2116904.0,,NC,United States of America,13490.0,1.0,33.0,Energy Future Holdings
nqw7664,4.0,394.0,1-551-833-6226,6.0,W,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,,Birmingham,63883.0,i,KS,United States of America,90333.0,4.0,1.0,PHH
Fyz7665,0.0,812.0,1-894-068-7775,6.0,U,uezrarapf,R,Orlando,2747738.0,,MO,Canada,210200.0,2.0,19.0,Simon Property Group
Hds7666,3.0,688.0,,3.0,M,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,R,Albuquerque,938329.0,J,OK,United States of America,195318.0,3.0,63.0,World Fuel Services
ksz7667,5.0,808.0,1-942-682-4165,9.0,M,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,O,Nashville,976093.0,s,LA,United States of America,486627.0,5.0,27.0,Andersons
Wzm7668,,492.0,,1.0,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,O,Akron,2031908.0,,Saskatchewan,United States of America,142918.0,4.0,12.0,L-3 Communications
Xna7669,4.0,734.0,1-316-836-0322,6.0,D,xznxzmzinjddcepuvomccimcwdxo,O,Lubbock,660066.0,N,KY,United States of America,243364.0,3.0,26.0,CACI International
ugr7670,1.0,579.0,1-746-466-6593,7.0,M,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,O,St. Paul,2777991.0,,NH,United States of America,208343.0,5.0,2.0,M&T Bank Corp.
Qao7671,0.0,410.0,1-306-508-0916,10.0,M,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,U,Columbus,3148815.0,a,NM,United States of America,26787.0,4.0,34.0,Family Dollar Stores
MXH7672,0.0,743.0,1-049-405-9872,7.0,D,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,O,Abilene,3714775.0,G,NE,United States of America,190609.0,4.0,86.0,Medco Health Solutions
KQU7673,1.0,431.0,1-539-901-1797,9.0,M,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,O,Biloxi,2203195.0,J,New Brunswick,United States of America,,,47.0,Crosstex Energy
bxn7674,0.0,805.0,1-976-507-8347,4.0,M,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,O,Cincinnati,3708645.0,,MD,United States of America,,0.0,73.0,Reynolds American
Opu7675,1.0,688.0,1-902-376-9596,9.0,U,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,O,Tulsa,2954852.0,,WV,United States of America,453308.0,0.0,83.0,PolyOne
Ceo7676,1.0,483.0,1-532-161-3458,1.0,D,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,O,Oakland,2421534.0,,MA,United States of America,251108.0,,99.0,"Toys ""R"" Us"
DZH7677,0.0,844.0,1-943-745-8094,7.0,U,Gjftxakuhgilmoatmibqcnbbrmq,O,McAllen,941243.0,,MT,United States of America,128853.0,0.0,49.0,Sonoco Products
Ocd7678,3.0,436.0,1-162-078-3859,5.0,M,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,O,Laredo,3133101.0,,NM,Canada,486933.0,3.0,96.0,Newfield Exploration
Uyj7679,5.0,336.0,1-881-265-1012,3.0,D,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,U,Fort Collins,2070834.0,,TN,Canada,306545.0,2.0,12.0,IAC/InterActiveCorp
mhz7680,1.0,688.0,1-781-682-4447,1.0,S,Rqhzrjcuikufwfbplxmtpeqb,O,Sudbury,2617194.0,P,PA,United States of America,7682.0,1.0,75.0,MGIC Investment
Sft7681,3.0,581.0,1-716-288-6722,9.0,U,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,O,Simi Valley,2752340.0,,NC,Canada,280763.0,0.0,29.0,American International Group
gza7682,1.0,670.0,1-407-712-3659,6.0,,Jbvoghxtacvunglpdzjhatiusxn,R,Berkeley,2611991.0,,CO,United States of America,296945.0,2.0,4.0,Health Net
Rem7683,0.0,671.0,1-747-143-2305,5.0,U,Pyoruxpsl,O,Santa Rosa,3965576.0,,TX,United States of America,176399.0,0.0,100.0,Mueller Industries
cko7684,3.0,352.0,1-522-074-1862,10.0,U,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,U,Mesquite,3550405.0,b,IN,Canada,97252.0,4.0,45.0,American National Insurance
RLN7685,3.0,317.0,1-867-195-7669,10.0,S,XRPHDPOQURZXVFLADMA,O,Regina,1566093.0,,VA,United States of America,320588.0,2.0,63.0,Morgan Stanley
Qjl7686,4.0,809.0,1-272-128-3403,6.0,,iqnzhrksgftjekxfljogmqkrbpkstk,R,Worcester,1944507.0,R,WV,United States of America,18284.0,2.0,35.0,Halliburton
YNL7687,0.0,704.0,1-174-194-8365,5.0,S,Jbmoxkiflceta,,Iqaluit,3250645.0,w,VT,Canada,,2.0,61.0,MGIC Investment
qpi7688,1.0,411.0,1-067-296-1708,2.0,S,Wgfjqmnbm,O,Little Rock,2806218.0,E,AZ,United States of America,80228.0,,43.0,United Services Automobile
Xxi7689,,431.0,1-688-092-7664,4.0,U,,O,Santa Clarita,2826399.0,C,NY,Canada,39672.0,3.0,98.0,Spartan Stores
axi7690,3.0,362.0,1-784-445-0301,4.0,M,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,O,Chicago,91147.0,,NE,United States of America,225036.0,3.0,84.0,Moog
Wqd7691,2.0,532.0,1-773-485-4247,4.0,M,raecjdlfwcwnaaeqeomxmuemrg,R,Irving,1036928.0,,SC,Canada,224427.0,3.0,,Century Aluminum
jur7692,5.0,442.0,1-528-873-2585,3.0,U,Deamomjpzxjzhfugk,O,Ontario,2406965.0,g,New Brunswick,United States of America,123153.0,4.0,18.0,Hayes Lemmerz
NBX7693,2.0,677.0,1-952-933-5053,10.0,S,Aktcqktdiehyacjhlqknwg,O,Stamford,3588199.0,t,KY,United States of America,,1.0,14.0,EOG Resources
Naf7694,4.0,565.0,1-882-237-0765,8.0,M,Xasjqyptachbyjrnjvfvznkcwdxmpo,O,Victoria,,,British Columbia,United States of America,353487.0,2.0,22.0,Dresser-Rand Group
bzc7695,3.0,365.0,1-762-453-2464,5.0,M,,R,Brownsville,2896930.0,,WA,United States of America,145794.0,1.0,7.0,Sealed Air
Pmo7696,3.0,406.0,1-129-593-2017,5.0,W,Nzckdxwdktbsqcaurk,O,Bellevue,312676.0,,AK,United States of America,142515.0,5.0,97.0,Blockbuster
goh7697,0.0,774.0,1-779-145-2680,3.0,U,Svabwvthdbgivhnelxqvrhqvvgy,,Baltimore,16279.0,z,MN,United States of America,414775.0,5.0,49.0,Owens Corning
Jfb7698,2.0,718.0,1-770-255-3860,7.0,S,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,R,Cedar Rapids,1536113.0,I,RI,United States of America,125271.0,5.0,25.0,Robert Half International
Hao7699,4.0,588.0,1-336-236-0201,2.0,M,Unyjafcdzuerth,R,Huntington Beach,184474.0,,British Columbia,United States of America,,,99.0,Wesco International
Dwo7700,1.0,764.0,1-185-085-5742,5.0,M,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,O,Cedar Rapids,2971869.0,O,SD,Canada,93761.0,5.0,44.0,Dana Holding
RJA7701,2.0,,1-957-033-0510,2.0,U,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,O,Los Angeles,2256728.0,,AL,United States of America,397902.0,1.0,96.0,NBTY
Lph7702,4.0,657.0,1-485-740-9640,8.0,M,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,O,Milwaukee,2127026.0,,British Columbia,United States of America,123538.0,3.0,88.0,Eastman Chemical
Rfk7703,3.0,769.0,1-459-114-0867,,M,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,U,Detroit,3476485.0,,Ontario,United States of America,118013.0,2.0,33.0,Allergan
RFU7704,2.0,776.0,1-671-499-0522,7.0,M,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,O,Nashua,908035.0,U,MD,United States of America,45737.0,5.0,8.0,Global Partners
TQH7705,2.0,343.0,1-817-903-4786,4.0,U,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,O,Minneapolis,,,IA,United States of America,456999.0,0.0,55.0,Fluor
Bbc7706,3.0,568.0,1-099-914-5598,5.0,W,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,U,Columbia,3054149.0,,PA,United States of America,326910.0,4.0,43.0,FedEx
Yoj7707,2.0,830.0,1-102-019-9878,5.0,S,,O,Garden Grove,,F,MA,United States of America,166536.0,0.0,75.0,Polaris Industries
lvh7708,3.0,812.0,1-873-941-1147,6.0,,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,R,Norfolk,248269.0,,ID,Canada,337347.0,4.0,66.0,Torchmark
Zpr7709,2.0,489.0,1-710-953-4977,6.0,U,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,U,Salem,1203267.0,,Newfoundland,Canada,41345.0,4.0,58.0,Alliance Data Systems
LMG7710,5.0,845.0,1-789-825-2857,9.0,U,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,U,Saskatoon,3704743.0,,UT,United States of America,370209.0,1.0,29.0,American International Group
WMF7711,0.0,735.0,1-179-937-7265,0.0,U,VIJLPKEZYSJJGTR,R,Boise,3673540.0,,OR,United States of America,343016.0,4.0,28.0,Mohawk Industries
Qov7712,4.0,615.0,1-596-337-6757,4.0,D,,U,Irvine,982779.0,,ID,United States of America,186990.0,3.0,93.0,Vulcan Materials
Vkp7713,,,1-512-224-7078,6.0,W,,U,Washington,2778471.0,,AL,United States of America,46562.0,4.0,17.0,OfficeMax
SST7714,5.0,769.0,1-552-735-4638,,U,Zmasw,U,St. Petersburg,2585134.0,P,MN,United States of America,98412.0,5.0,98.0,Michael Foods
Fuk7715,5.0,406.0,1-127-805-3262,10.0,S,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,O,Torrance,3591627.0,,UT,United States of America,436056.0,4.0,38.0,Vulcan Materials
Brz7716,3.0,586.0,1-985-423-7255,0.0,U,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,O,Warren,1819561.0,,ME,United States of America,36008.0,1.0,44.0,
Faw7717,1.0,630.0,,10.0,M,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,O,Oakland,2857056.0,,IA,United States of America,417402.0,0.0,27.0,Unum Group
Jtn7718,1.0,533.0,1-019-900-0927,7.0,U,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,O,Hull,1393892.0,,VT,United States of America,273535.0,1.0,94.0,Domtar
too7719,4.0,328.0,1-055-674-3126,,M,vunoywivtxaoteia,O,Boston,759096.0,,MA,United States of America,445562.0,2.0,,Sentry Insurance Group
Kcd7720,4.0,753.0,1-539-727-9817,9.0,M,cgfbhvbutwppcxeqzjnajirvbyji,O,Modesto,2288668.0,,Prince Edward Island,Canada,226333.0,2.0,60.0,Constellation Energy
Yhh7721,3.0,512.0,1-125-903-5459,10.0,U,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,O,Grand Prairie,3580824.0,,Manitoba,United States of America,,3.0,48.0,CSX
Adu7722,5.0,432.0,1-591-506-8069,8.0,D,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,R,Phoenix,1681450.0,,TX,Canada,,3.0,36.0,W.W. Grainger
Kwx7723,5.0,323.0,1-131-877-8296,2.0,,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,O,Lincoln,1592047.0,W,RI,United States of America,271054.0,3.0,67.0,Kimberly-Clark
uzl7724,3.0,714.0,1-716-805-3703,10.0,U,Gfopscpludliujcvdkhcomkp,O,Shreveport,3596545.0,,MI,United States of America,64626.0,4.0,63.0,Henry Schein
UXY7725,5.0,730.0,1-506-286-3588,7.0,S,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,O,Warren,3093246.0,C,PA,United States of America,463945.0,2.0,55.0,State Street Corp.
FRU7726,0.0,346.0,1-427-982-9005,5.0,M,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,O,Erie,3867919.0,d,KY,United States of America,159731.0,,4.0,Quanta Services
Bjx7727,5.0,,1-669-946-1808,1.0,M,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,R,Fargo,3245961.0,,OH,United States of America,190805.0,3.0,92.0,Marshall & Ilsley Corp.
zkp7728,1.0,818.0,1-936-581-5888,7.0,M,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,O,Wichita,600366.0,,AR,United States of America,43888.0,1.0,93.0,Oceaneering International
Lbo7729,0.0,623.0,1-740-256-2368,4.0,S,Dzmpjafkabapegvhrgb,R,Mount Pearl,1738979.0,u,KY,United States of America,34137.0,0.0,87.0,Raymond James Financial
TFP7730,4.0,742.0,1-559-799-0991,5.0,S,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,R,Mobile,454564.0,r,IA,United States of America,196885.0,1.0,44.0,Valspar
XKQ7731,0.0,378.0,1-287-631-2055,9.0,M,Fsqhjvcpihkakzconfp,O,Phoenix,3912268.0,v,British Columbia,United States of America,206705.0,1.0,95.0,Live Nation
DQY7732,3.0,323.0,1-100-505-6436,8.0,D,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,,Fontana,1966788.0,B,Quebec,United States of America,337299.0,3.0,61.0,
Ydl7733,2.0,684.0,1-167-261-7959,2.0,M,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,R,Toledo,985098.0,,KS,United States of America,280247.0,5.0,23.0,Health Management Associates
VGT7734,4.0,390.0,1-653-504-0712,6.0,U,Gztlddwbfkctdeykytcx,O,Raleigh,,,ID,United States of America,286206.0,2.0,16.0,Wyndham Worldwide
Wwi7735,4.0,707.0,,8.0,M,UKXAT,O,Lubbock,1053231.0,C,Newfoundland,United States of America,153656.0,1.0,58.0,Broadcom
OJF7736,1.0,368.0,1-388-567-1492,2.0,M,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,U,San Diego,,G,Saskatchewan,United States of America,379503.0,1.0,58.0,Aramark
Czs7737,1.0,534.0,1-801-318-0082,5.0,M,Uojulktpnfxloorioipqxhqwsb,O,Charleston,3885299.0,r,AL,United States of America,19124.0,2.0,21.0,Aventine Renewable Energy
Zpa7738,5.0,379.0,1-280-292-5628,9.0,D,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,O,Garland,895008.0,,MT,United States of America,44001.0,2.0,66.0,Humana
Icx7739,3.0,305.0,1-075-286-5992,5.0,,Kmyegtrbw,O,Nashua,101325.0,,MT,United States of America,461564.0,3.0,92.0,U.S. Bancorp
jmm7740,3.0,417.0,1-426-228-4128,1.0,M,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,O,Fort Worth,1279719.0,,GA,United States of America,313750.0,5.0,38.0,Analog Devices
saz7741,2.0,536.0,1-393-250-1404,9.0,D,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,R,Sterling Heights,3779634.0,h,MT,Canada,78185.0,4.0,,Superior Energy Services
Ybr7742,2.0,773.0,1-130-076-0722,10.0,W,Ajbnzwvejqbkswwvtsy,O,Oklahoma City,742822.0,R,CO,United States of America,419102.0,4.0,66.0,Freddie Mac
ncz7743,5.0,808.0,1-984-871-9500,10.0,S,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,O,Baton Rouge,2761827.0,,Saskatchewan,United States of America,91366.0,0.0,55.0,Autodesk
WWO7744,3.0,660.0,,2.0,,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,R,Rancho Cucamonga,3749505.0,x,HI,United States of America,433487.0,1.0,55.0,Shaw Group
TKP7745,2.0,,1-203-707-3229,4.0,W,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,O,Kansas City,391566.0,,TN,United States of America,394286.0,0.0,83.0,Commercial Metals
Mqz7746,1.0,346.0,1-297-038-0345,7.0,U,hycswjmryjcruwaydqjon,R,Long Beach,2959021.0,,WY,United States of America,189157.0,5.0,27.0,Laclede Group
Dqw7747,4.0,475.0,1-669-932-0648,4.0,M,Kdehncqoclbuwntwhopjkdqcbmxporyzkaptffgkvzcifihlsnwmdjfmdeurawdy,O,Sydney,2776296.0,,OK,United States of America,22483.0,5.0,11.0,Seaboard
seh7748,2.0,499.0,1-801-131-4681,2.0,M,AECNOJRMJGCV,O,Evansville,,e,MS,,298307.0,4.0,56.0,General Mills
Nii7749,1.0,346.0,1-340-993-5817,2.0,U,lwcvwkdxmgepseawmpitjxfxmabktjsfvjijabcwogxmvygiftzpvslhgtilarytflfumokm,O,Lafayette,864947.0,Y,FL,United States of America,353200.0,3.0,54.0,Family Insurance Group
Szc7750,4.0,431.0,1-116-138-8621,0.0,M,hcyqwsgegrabatmqxlpfvmmduwmsonjbnktnrgjtcgxhjzjepxqdkhnqabadzqbioagakrlk,O,St. Louis,1146468.0,,Manitoba,Canada,185208.0,5.0,50.0,Brink's
Mph7751,2.0,823.0,1-094-843-5304,2.0,,ikuuxtqqbgnjmmgpswnqfdhbjjvdvibgrnhc,O,Erie,1702447.0,,NH,United States of America,17790.0,5.0,93.0,Medtronic
Bvl7752,2.0,344.0,1-741-266-4363,5.0,M,TLADWR,R,Sandy,2293642.0,,Alberta,United States of America,59420.0,5.0,15.0,United Refining
Nbu7753,2.0,709.0,1-961-736-5322,9.0,S,Nbtuam,O,Riverside,1529653.0,V,Saskatchewan,United States of America,178200.0,,92.0,Smithfield Foods
Emz7754,0.0,,1-098-038-9852,2.0,W,Xcttyxsxrkxiddibhfyygvazmtrfvbicysknzkdxitlhfvqhhtxgmjrewnkxdtjkaesooslbwsz,R,Ottawa,137515.0,,New Brunswick,Canada,162738.0,1.0,22.0,Medtronic
Kkw7755,4.0,354.0,1-648-057-3488,,S,Tkjwwmdngsjaomzgcxbinjuzlskehwgymszzetcsdlkasted,O,St. Petersburg,2754879.0,,MS,United States of America,352913.0,1.0,25.0,Cabot
HCT7756,0.0,,1-827-164-1984,9.0,S,HRNEZM,O,Fort Lauderdale,929067.0,,KY,United States of America,288188.0,0.0,77.0,Electronic Arts
BBE7757,3.0,686.0,1-852-465-7862,6.0,D,KTUMHYEYSQLATWNNWEAFGBTIPIZRNQPZCSGYJVUSSSTYJOUOQMDWJGVCLKJZKMSUZENCXKAR,,Carrollton,1153023.0,h,AK,United States of America,385946.0,4.0,26.0,Seaboard
PTM7758,4.0,643.0,1-757-808-6215,7.0,D,gduichleruxtamrjxgabzgfakyz,O,Hayward,1933058.0,B,NV,United States of America,136162.0,3.0,56.0,DirecTV Group
QJD7759,3.0,665.0,1-443-303-9144,5.0,M,yqrfjwbanuajeafvrrlaeswttzlsjjgdyystgzswpjbtlnarjkskswbqtaliwcwdyrvprebl,O,Yonkers,3179244.0,,DC,Canada,220449.0,3.0,16.0,Allegheny Energy
SFE7760,1.0,519.0,1-889-677-2295,9.0,S,UDBMERHULBTHEXCETBPULYFRPNHSNOOUSRTNTMXPKKJYHUHMNLUZ,O,Lexington,2912318.0,,Manitoba,United States of America,299284.0,3.0,77.0,Marathon Oil
rro7761,3.0,615.0,1-938-614-3949,6.0,M,Zuldtnbmtwvsnmxbyibkqllvlkhis,O,Cedar Rapids,2828037.0,,SD,United States of America,334094.0,2.0,43.0,Prudential Financial
Imu7762,3.0,,,10.0,D,JIJFXKNYUJIJUJGFKIMEKDRPAAJFLEPFSVQTLFCQFYGPLVCNQKWOPKZDFVWJLHMKEVPFUBDCBAQRDAKF,,Madison,495577.0,K,NY,United States of America,364719.0,2.0,94.0,Dollar General
JPU7763,5.0,812.0,1-478-332-4603,9.0,M,,O,Los Angeles,1793954.0,B,TN,United States of America,319866.0,,92.0,Schering-Plough
Luw7764,4.0,346.0,1-378-149-2550,5.0,M,Jxtjzdrkibdhqflzotzmtjqbeixqjkbflszzefamgnzfidcidmhmudkaqwsmrsimveyosfpwiofuvpr,O,Fort Smith,2347778.0,,IN,United States of America,71545.0,1.0,19.0,
Fde7765,4.0,761.0,1-042-436-6724,1.0,D,cxpoxxbfggpxaqgoaerkavykftvazyuobtptjtjjrcidlxpdfpptrrqukr,O,Sydney,380048.0,,MT,United States of America,,3.0,80.0,Capital One Financial
Bso7766,1.0,617.0,1-706-400-3078,7.0,M,Okdul,O,Greensboro,,O,AZ,United States of America,484457.0,0.0,64.0,Collective Brands
GVA7767,2.0,470.0,1-877-687-0944,0.0,W,SMUHDZ,O,Fort Collins,1918435.0,k,New Brunswick,United States of America,176394.0,4.0,44.0,AptarGroup
twc7768,1.0,356.0,1-132-295-3991,6.0,M,Xwhhkecgqinvlwdzlkgoobagymhehsccbybmpjvvwnzlhk,U,Worcester,2764457.0,e,WY,United States of America,251600.0,1.0,47.0,Coach
