prospect_gncd,prospect_phn,prospect_ncm,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
ALH7136,1-265-046-9753,324529.0,5.0,1.0,U,37.0,828.0,O,Levi Strauss,10.0,2964607.0
Xma7137,1-347-816-5880,252039.0,1.0,4.0,M,2.0,613.0,O,West,,2099752.0
Aci7138,1-803-647-4409,146750.0,5.0,1.0,,23.0,357.0,O,Mylan,4.0,2132644.0
Llw7139,1-380-699-5029,21329.0,4.0,5.0,S,52.0,775.0,R,Navistar International,6.0,1675427.0
Sdh7140,1-135-385-7218,16793.0,0.0,4.0,M,94.0,705.0,O,Nvidia,4.0,3100726.0
KLJ7141,1-194-859-0732,286241.0,5.0,0.0,M,65.0,580.0,O,Airtran Holdings,2.0,403525.0
TPB7142,1-378-915-7843,261865.0,0.0,,U,31.0,659.0,R,Cardinal Health,8.0,631884.0
Dvj7143,1-568-958-0086,16487.0,3.0,0.0,M,66.0,469.0,O,Target,5.0,1396805.0
FHD7144,1-558-601-1627,51645.0,5.0,3.0,M,86.0,333.0,O,Fleetwood Enterprises,3.0,3428494.0
Ndk7145,,92093.0,1.0,3.0,W,44.0,390.0,R,Kraft Foods,10.0,2364238.0
Mgs7146,1-716-713-6422,77003.0,0.0,1.0,D,35.0,814.0,U,Starbucks,7.0,41562.0
Ish7147,1-388-926-0199,214922.0,5.0,1.0,U,21.0,404.0,O,Owens-Illinois,9.0,754659.0
zxh7148,1-090-088-4577,378366.0,2.0,0.0,U,71.0,487.0,,Kennametal,9.0,2081781.0
OPN7149,1-121-315-6979,318716.0,2.0,4.0,S,87.0,732.0,O,eBay,6.0,3106210.0
Msc7150,1-559-484-7502,135966.0,2.0,0.0,M,60.0,712.0,O,Chiquita Brands International,5.0,381413.0
Ddj7151,1-974-864-6859,244405.0,4.0,3.0,U,7.0,785.0,O,,2.0,2655178.0
Nrs7152,1-347-638-1160,404419.0,0.0,4.0,W,45.0,537.0,O,Oneok,0.0,1545245.0
Ezn7153,1-587-255-9937,158949.0,1.0,5.0,U,74.0,521.0,O,BlackRock,8.0,1464319.0
Ept7154,1-731-085-2203,103748.0,2.0,5.0,U,13.0,377.0,R,Kroger,4.0,3617912.0
Naw7155,1-746-912-0689,301108.0,1.0,1.0,M,20.0,352.0,O,Alcoa,7.0,2784691.0
Wde7156,1-806-356-7387,352394.0,1.0,0.0,W,25.0,430.0,O,Bob Evans Farms,1.0,545234.0
XRU7157,1-059-922-8167,370926.0,1.0,5.0,D,40.0,419.0,R,AGL Resources,4.0,52931.0
Bvi7158,1-485-622-3858,467654.0,1.0,3.0,S,9.0,593.0,O,Ametek,2.0,2643362.0
IKT7159,1-746-552-5187,298442.0,0.0,3.0,M,19.0,815.0,R,Nucor,,2839359.0
Ddm7160,1-892-541-4645,472040.0,,3.0,M,43.0,,O,Ameren,7.0,2221518.0
Ujm7161,1-687-837-6969,180646.0,,3.0,U,,830.0,O,Kinetic Concepts,5.0,3564925.0
Rvp7162,1-550-559-4628,292481.0,2.0,,M,38.0,330.0,O,,0.0,86107.0
Ndh7163,1-466-339-2005,52054.0,5.0,1.0,M,56.0,691.0,O,Symantec,3.0,733483.0
Vke7164,1-122-814-3055,13933.0,3.0,0.0,,15.0,369.0,R,Oceaneering International,8.0,2633930.0
GFT7165,1-440-042-0806,83273.0,5.0,1.0,,92.0,,O,Sigma-Aldrich,9.0,1284648.0
QSG7166,1-254-998-0209,37865.0,1.0,0.0,M,,,O,,8.0,1098231.0
Lae7167,1-232-723-9028,379720.0,,0.0,,15.0,586.0,O,Alliant Techsystems,8.0,3377619.0
KBC7168,1-235-118-0429,67853.0,2.0,3.0,M,23.0,629.0,U,Olin,,3256802.0
WBP7169,1-138-885-1301,141858.0,3.0,4.0,S,26.0,491.0,U,Thrivent Financial,2.0,3705414.0
WPF7170,1-187-845-7338,143725.0,1.0,3.0,M,47.0,417.0,R,Plains Exploration,,72491.0
BAF7171,1-818-433-3744,113445.0,3.0,5.0,S,12.0,575.0,O,,6.0,3196451.0
vbd7172,1-844-242-4032,372495.0,2.0,3.0,S,53.0,604.0,O,Conseco,9.0,1165328.0
krz7173,1-069-952-3936,68901.0,3.0,4.0,S,33.0,777.0,U,BMC Software,2.0,2549062.0
Cpi7174,1-021-576-3289,353831.0,3.0,,D,86.0,358.0,R,Sentry Insurance Group,1.0,1851081.0
BGK7175,1-357-104-5998,386323.0,3.0,1.0,S,73.0,676.0,U,Fastenal,4.0,2621170.0
Jot7176,1-739-009-5583,84900.0,4.0,3.0,,79.0,408.0,O,Teledyne Technologies,0.0,2852699.0
KRL7177,1-795-502-3701,117720.0,0.0,2.0,M,70.0,771.0,U,Reliant Energy,7.0,3235703.0
dye7178,1-964-979-7393,83218.0,5.0,1.0,M,,583.0,O,Williams,10.0,2169829.0
Sre7179,1-877-351-4389,328830.0,,2.0,S,40.0,330.0,O,Pantry,9.0,2020639.0
AOT7180,1-319-369-6450,43016.0,,5.0,D,31.0,652.0,O,Constellation Energy,4.0,762861.0
HFI7181,1-995-356-4389,429985.0,1.0,5.0,M,0.0,428.0,U,Scana,1.0,850297.0
VYY7182,1-342-595-3319,,0.0,5.0,M,,740.0,O,Core-Mark Holding,0.0,3658650.0
Qpd7183,1-170-912-3141,20659.0,2.0,3.0,S,97.0,815.0,O,Fiserv,3.0,1575872.0
OKO7184,1-022-986-7637,76705.0,1.0,3.0,D,95.0,,O,Henry Schein,6.0,3929914.0
qse7185,1-616-449-6473,313080.0,0.0,3.0,M,59.0,807.0,U,Briggs & Stratton,4.0,2610564.0
HLR7186,1-292-504-1316,192254.0,5.0,5.0,M,0.0,,O,Winn-Dixie Stores,0.0,778919.0
Vdm7187,1-889-499-7472,336225.0,2.0,2.0,S,33.0,524.0,U,Northern Trust Corp.,9.0,1550141.0
hok7188,1-377-983-0606,480921.0,4.0,,S,59.0,493.0,R,Roper Industries,7.0,3165566.0
MIU7189,1-230-376-8481,309950.0,2.0,1.0,M,55.0,687.0,O,Health Management Associates,6.0,2048989.0
Lhu7190,1-398-109-9222,298318.0,3.0,1.0,S,6.0,821.0,R,Teledyne Technologies,7.0,2964419.0
Xbi7191,1-515-784-5855,286960.0,0.0,4.0,M,70.0,628.0,O,Penske Automotive Group,2.0,3985899.0
rwf7192,1-910-249-9475,404068.0,2.0,2.0,M,90.0,409.0,O,Delta Air Lines,6.0,2997048.0
leh7193,1-818-223-4567,,4.0,1.0,U,89.0,347.0,O,Beacon Roofing Supply,2.0,2072805.0
MQV7194,1-966-245-9646,349347.0,,,M,87.0,800.0,O,Bob Evans Farms,,3572177.0
Jmn7195,1-750-583-7465,404820.0,4.0,4.0,S,,385.0,R,Schnitzer Steel Industries,3.0,
Cty7197,1-886-760-4015,199224.0,5.0,2.0,M,18.0,647.0,O,American Financial Group,7.0,934301.0
ESP7198,1-994-722-4908,460506.0,1.0,2.0,,2.0,811.0,O,News Corp.,10.0,2293295.0
Isf7199,1-648-498-9730,342971.0,5.0,4.0,U,36.0,371.0,U,T. Rowe Price,10.0,1542479.0
NQW7200,1-539-329-3742,,3.0,3.0,M,54.0,521.0,O,Archer Daniels Midland,7.0,1740203.0
Aqu7201,1-158-122-0606,174741.0,5.0,2.0,M,,,O,Jo Ann Stores,2.0,387173.0
Flx7202,1-633-198-8079,449000.0,0.0,0.0,M,2.0,724.0,O,Urban Outfitters,6.0,657276.0
Dot7203,1-670-199-7745,469593.0,3.0,2.0,D,67.0,461.0,O,Xerox,3.0,
Srr7204,1-022-780-9114,296532.0,3.0,4.0,,63.0,377.0,O,Zions Bancorp.,1.0,2125607.0
KVS7205,1-394-614-8654,478407.0,2.0,0.0,S,99.0,563.0,O,Briggs & Stratton,2.0,1116205.0
Enm7206,,307117.0,0.0,5.0,S,90.0,547.0,R,Sherwin-Williams,7.0,1817219.0
btq7207,1-535-955-8584,478266.0,2.0,5.0,M,40.0,470.0,O,Pinnacle West Capital,,540392.0
Gov7208,1-332-154-1093,125366.0,3.0,0.0,M,12.0,333.0,O,Curtiss-Wright,7.0,574992.0
RVP7209,1-653-939-2900,453308.0,4.0,0.0,M,24.0,,O,Arkansas Best,4.0,1800518.0
wpb7210,1-536-924-4897,,3.0,3.0,W,5.0,555.0,O,Vulcan Materials,6.0,620813.0
Jkc7211,1-249-034-5965,356170.0,2.0,1.0,M,41.0,771.0,R,Flowers Foods,1.0,135407.0
MVQ7212,,416432.0,2.0,1.0,M,41.0,663.0,O,Texas Instruments,0.0,2962262.0
NGG7213,1-177-736-4733,420763.0,4.0,3.0,U,41.0,304.0,U,Torchmark,9.0,1723973.0
OCM7214,1-695-564-2209,285195.0,5.0,5.0,W,4.0,536.0,O,BE Aerospace,1.0,876815.0
Jvl7215,1-946-305-0641,338295.0,1.0,0.0,M,54.0,567.0,O,Watson Pharmaceuticals,6.0,538181.0
OQC7216,1-191-714-8286,496338.0,0.0,2.0,M,95.0,813.0,O,TD Ameritrade,9.0,3392331.0
YUX7217,1-092-878-3469,255161.0,4.0,3.0,U,42.0,510.0,O,Maxim Integrated Products,9.0,604315.0
Row7218,1-307-212-8974,85464.0,1.0,,S,77.0,725.0,R,Family Dollar Stores,3.0,1558780.0
Rmp7219,1-797-563-1007,195133.0,4.0,3.0,S,37.0,409.0,U,Quanta Services,4.0,2466894.0
hxu7220,1-162-306-6376,489572.0,4.0,2.0,U,56.0,816.0,U,BlueLinx Holdings,5.0,2798294.0
PHQ7221,1-972-204-3509,364338.0,2.0,1.0,S,45.0,632.0,O,Realogy,10.0,3640178.0
bul7222,1-720-406-9635,,3.0,4.0,S,59.0,428.0,O,McClatchy,7.0,2284879.0
Bry7223,1-465-125-1903,212943.0,2.0,,U,56.0,844.0,O,Goodyear Tire & Rubber,7.0,1871839.0
ASL7224,1-895-623-9113,435132.0,3.0,3.0,M,91.0,565.0,O,Volt Information Sciences,5.0,3415228.0
Qsz7225,1-092-238-4565,53987.0,4.0,1.0,W,88.0,618.0,O,,6.0,2886921.0
UPP7226,1-610-185-3160,333761.0,2.0,0.0,W,,620.0,O,Omnicare,4.0,3704322.0
GHG7227,1-212-249-0769,229067.0,5.0,1.0,M,99.0,436.0,O,Hayes Lemmerz,10.0,736966.0
Hbn7228,1-329-045-5307,448757.0,0.0,4.0,M,51.0,305.0,O,Costco Wholesale,0.0,797720.0
Fjh7229,1-186-437-7993,161243.0,,4.0,S,63.0,,O,,3.0,
gqb7230,1-540-411-5980,292524.0,5.0,4.0,M,71.0,360.0,O,Hudson City Bancorp,6.0,3767452.0
DWM7231,1-366-542-3474,277087.0,4.0,3.0,M,32.0,740.0,O,Silgan Holdings,0.0,3295699.0
Jmy7232,1-599-011-0316,252374.0,2.0,1.0,M,2.0,471.0,R,Western & Southern Financial,3.0,3687044.0
lhy7233,1-689-563-4161,416696.0,0.0,0.0,U,26.0,591.0,U,YRC Worldwide,5.0,691323.0
Jrn7234,1-511-432-9849,266717.0,3.0,0.0,M,3.0,462.0,O,Equity Residential,1.0,3614421.0
XIT7235,1-102-069-6238,335919.0,3.0,0.0,U,83.0,458.0,,HealthSouth,4.0,2812975.0
YRY7236,1-895-200-4119,300016.0,3.0,,M,9.0,597.0,O,RPM International,0.0,381590.0
OVN7237,1-317-777-7173,18673.0,,0.0,M,2.0,589.0,O,Omnicom Group,2.0,496667.0
NES7238,1-964-117-1169,44768.0,3.0,3.0,D,97.0,611.0,O,Burlington Northern Santa Fe,,3120133.0
azq7239,1-539-591-9965,149650.0,1.0,2.0,U,35.0,698.0,U,Consolidated Edison,2.0,3026478.0
Qxa7240,1-046-305-5374,103527.0,0.0,1.0,M,54.0,691.0,,Crown Holdings,9.0,258984.0
Qhy7241,1-058-523-8770,245892.0,3.0,4.0,S,96.0,544.0,O,PHH,9.0,978065.0
LGH7242,1-045-973-5076,424376.0,2.0,2.0,M,80.0,319.0,O,Andersons,,3893641.0
Fyp7243,1-877-948-3981,339467.0,2.0,4.0,S,2.0,692.0,R,Barnes & Noble,0.0,148620.0
HFG7244,1-124-131-2251,355609.0,,0.0,U,64.0,308.0,O,Darden Restaurants,2.0,1077814.0
twe7245,1-654-305-1759,359725.0,1.0,1.0,S,60.0,429.0,O,Dean Foods,2.0,1302998.0
shc7246,1-368-454-1589,38928.0,5.0,2.0,M,,410.0,O,Quest Diagnostics,10.0,1606579.0
Mli7247,1-103-993-6996,485111.0,3.0,2.0,M,61.0,392.0,O,Delphi,4.0,522329.0
cke7248,1-877-749-4144,323286.0,5.0,4.0,S,90.0,742.0,,Intuit,6.0,1072486.0
LWT7249,1-115-441-2113,454555.0,2.0,2.0,M,49.0,454.0,O,General Electric,5.0,1881333.0
NXC7250,1-821-110-4400,155315.0,2.0,4.0,U,0.0,648.0,R,Colgate-Palmolive,4.0,3842864.0
TKO7251,1-424-297-7405,34556.0,1.0,4.0,U,30.0,596.0,O,AbitibiBowater,10.0,457162.0
Bdb7252,,217608.0,4.0,4.0,U,68.0,512.0,O,International Assets Holding,4.0,3495414.0
BAP7253,1-986-619-0118,398701.0,5.0,3.0,U,62.0,322.0,O,Union Pacific,6.0,2158345.0
san7254,1-046-348-2737,102103.0,4.0,0.0,W,85.0,545.0,O,Int. Business Machines,2.0,
Qpu7255,1-632-034-5715,309614.0,0.0,0.0,M,0.0,379.0,O,Sanmina-SCI,4.0,959197.0
Yfo7256,1-495-630-7758,147347.0,2.0,3.0,M,98.0,702.0,R,ConocoPhillips,1.0,739327.0
Jjm7257,1-086-563-9941,114205.0,2.0,5.0,M,0.0,509.0,O,Conseco,5.0,3777051.0
Jdj7258,1-461-200-0053,151668.0,2.0,0.0,D,39.0,807.0,U,Questar,10.0,3265642.0
Vhk7259,1-256-415-4831,57454.0,,4.0,M,72.0,660.0,O,ProLogis,2.0,3632033.0
Clo7260,1-214-672-3336,201197.0,0.0,4.0,D,13.0,612.0,O,H.J. Heinz,10.0,441774.0
Gkd7261,,129676.0,4.0,5.0,M,29.0,811.0,O,M&T Bank Corp.,6.0,326124.0
Ajx7262,1-329-767-1603,356613.0,3.0,1.0,M,88.0,824.0,O,Thrivent Financial,0.0,3078846.0
Xow7263,1-669-992-3228,6345.0,0.0,4.0,S,91.0,406.0,R,Cypress Semiconductor,,2994819.0
jfx7264,1-834-756-6426,216529.0,1.0,4.0,M,45.0,833.0,R,Arrow Electronics,9.0,2705750.0
opk7265,1-723-242-0762,261154.0,2.0,,U,10.0,773.0,R,Winn-Dixie Stores,2.0,842999.0
Obj7266,1-166-364-0765,300405.0,0.0,4.0,M,30.0,605.0,O,Gardner Denver,7.0,2594179.0
JCH7267,1-170-302-1020,278037.0,1.0,1.0,S,4.0,689.0,R,ITT,1.0,2675185.0
Gdq7268,1-347-468-2181,176928.0,5.0,0.0,S,50.0,631.0,O,Warner Music Group,3.0,27815.0
tie7269,1-149-008-0216,,2.0,0.0,M,47.0,536.0,O,Oshkosh,9.0,
Chq7270,1-563-179-9222,,5.0,5.0,W,54.0,698.0,,FM Global,10.0,3820701.0
jda7271,1-964-938-3538,317303.0,3.0,1.0,D,84.0,364.0,O,PSS World Medical,6.0,3400574.0
clh7272,1-600-722-6542,229881.0,1.0,3.0,D,26.0,750.0,,Ford Motor,0.0,3556283.0
Sae7273,1-979-086-2626,,3.0,0.0,M,87.0,536.0,R,Mosaic,1.0,2441927.0
IPC7274,1-022-245-0709,472918.0,5.0,2.0,S,44.0,584.0,O,Chevron,2.0,2915166.0
gyg7275,1-864-007-3024,168850.0,0.0,4.0,D,,429.0,O,Sara Lee,4.0,2805051.0
DJI7276,1-784-154-8153,2864.0,2.0,5.0,S,26.0,,O,Polaris Industries,9.0,1414909.0
iec7277,1-488-244-5073,284097.0,2.0,5.0,S,81.0,397.0,R,Comcast,9.0,1610508.0
Xro7278,1-554-247-4982,451317.0,1.0,1.0,M,28.0,516.0,O,Principal Financial,8.0,2716479.0
EAD7279,1-416-686-2212,474575.0,,4.0,M,74.0,616.0,O,Universal,5.0,2085084.0
NRS7280,1-677-313-8588,237819.0,0.0,0.0,U,68.0,626.0,R,ENSCO International,0.0,33075.0
SIR7281,,285565.0,3.0,2.0,U,89.0,420.0,O,Harley-Davidson,10.0,1123588.0
Vdk7282,1-740-302-1071,440752.0,2.0,3.0,U,83.0,420.0,U,Alliant Techsystems,5.0,1157861.0
Krc7283,1-115-385-3265,201205.0,0.0,1.0,S,71.0,393.0,O,Energy Future Holdings,3.0,3610230.0
EQE7284,1-674-459-0393,13623.0,1.0,2.0,M,100.0,576.0,O,Delta Air Lines,8.0,2876864.0
Onm7285,1-882-084-3102,470265.0,3.0,1.0,M,65.0,,R,,6.0,542286.0
vck7286,1-281-662-8120,152750.0,5.0,4.0,S,79.0,361.0,R,Crown Holdings,,2353242.0
Uda7287,1-104-925-8957,311369.0,5.0,,W,61.0,411.0,O,Pinnacle West Capital,9.0,1615546.0
RPY7288,1-680-843-0749,279540.0,1.0,5.0,,20.0,403.0,O,DISH Network,4.0,287907.0
Duq7289,1-331-461-2830,186059.0,4.0,0.0,U,73.0,633.0,,Aramark,10.0,3263868.0
rxg7290,1-117-823-6450,249675.0,0.0,4.0,D,60.0,325.0,O,Mutual of Omaha Insurance,7.0,3194283.0
Jxf7291,,117768.0,4.0,1.0,S,68.0,732.0,O,Interpublic Group,9.0,1843727.0
ioa7292,1-123-071-8964,438642.0,2.0,1.0,U,69.0,601.0,R,Limited Brands,1.0,3186949.0
Evk7293,1-613-307-4304,416839.0,2.0,5.0,W,84.0,435.0,U,Hartford Financial Services,0.0,476427.0
Ldw7294,1-564-369-3800,460232.0,2.0,0.0,M,84.0,441.0,O,BE Aerospace,9.0,3633987.0
Shl7295,1-142-668-1647,,4.0,0.0,W,89.0,657.0,O,Casey's General Stores,0.0,2767942.0
Rnd7296,1-478-664-1910,139005.0,0.0,3.0,S,54.0,698.0,O,General Growth Properties,1.0,1603597.0
Eur7297,1-002-159-0573,235524.0,3.0,0.0,D,37.0,801.0,O,CC Media Holdings,0.0,2663289.0
Zei7298,1-764-171-6300,62908.0,0.0,0.0,M,73.0,799.0,O,Conseco,0.0,189640.0
Pfe7299,1-586-826-9014,206136.0,5.0,5.0,U,14.0,824.0,O,,1.0,146162.0
Vvx7300,1-106-870-7788,148492.0,5.0,0.0,M,72.0,812.0,O,Jarden,1.0,3267345.0
SOA7301,1-700-411-0163,405093.0,4.0,3.0,,96.0,766.0,U,Graham Packaging,10.0,3921504.0
uow7302,1-610-670-7212,312800.0,3.0,4.0,M,59.0,338.0,O,Dana Holding,10.0,833056.0
yet7303,1-090-607-4974,131734.0,3.0,2.0,M,56.0,307.0,O,SLM,7.0,2898806.0
OVP7304,,400684.0,4.0,4.0,S,79.0,682.0,O,Nicor,5.0,1589706.0
Rey7305,,193856.0,0.0,2.0,D,60.0,768.0,U,NiSource,5.0,3431226.0
Gif7306,1-464-495-1973,359466.0,,4.0,M,61.0,623.0,O,ENSCO International,1.0,1183224.0
TIJ7307,1-035-123-8543,32256.0,4.0,5.0,W,21.0,772.0,O,,3.0,1292137.0
GEN7308,1-385-532-1170,266248.0,4.0,1.0,D,77.0,810.0,R,Worthington Industries,7.0,3017321.0
Llw7309,1-070-316-6122,173591.0,0.0,4.0,S,74.0,,,Penn National Gaming,0.0,657891.0
Jph7310,1-028-402-9283,247438.0,4.0,3.0,S,97.0,307.0,R,,4.0,3911713.0
Nkk7311,1-724-428-8206,88628.0,0.0,2.0,M,74.0,598.0,O,Complete Production Services,7.0,3289655.0
Yaq7312,1-343-147-1749,122176.0,,0.0,M,90.0,564.0,O,EOG Resources,2.0,1727971.0
Hbe7313,1-266-928-2758,18038.0,2.0,,M,33.0,740.0,O,Reliant Energy,2.0,1513078.0
Vbd7314,1-397-258-8412,290011.0,4.0,5.0,S,48.0,837.0,O,Baker Hughes,0.0,3312697.0
Wsr7315,1-764-361-5336,23390.0,2.0,0.0,S,90.0,676.0,O,First American Corp.,9.0,2785772.0
Dji7316,1-116-039-2078,279011.0,5.0,0.0,U,80.0,357.0,O,Principal Financial,6.0,3241547.0
Sxa7317,1-988-912-5496,351285.0,3.0,4.0,M,85.0,491.0,O,,2.0,363572.0
vuc7318,1-581-424-9200,346206.0,3.0,3.0,M,5.0,441.0,O,OfficeMax,,2175928.0
SIF7319,1-227-394-2732,432665.0,0.0,0.0,U,83.0,691.0,O,Morgan Stanley,8.0,3405629.0
lwp7320,1-782-369-8503,349239.0,2.0,5.0,D,77.0,841.0,O,Teleflex,10.0,3925897.0
Teq7321,1-755-779-0630,54892.0,1.0,2.0,M,92.0,667.0,O,Universal Forest Products,8.0,70948.0
IPA7322,1-160-503-2342,227800.0,0.0,3.0,U,82.0,700.0,O,,9.0,2578419.0
Ezs7323,1-624-971-3618,439138.0,1.0,0.0,M,,346.0,O,Regal-Beloit,3.0,2210705.0
Tye7324,1-656-360-8753,256827.0,5.0,4.0,M,23.0,441.0,O,JetBlue Airways,,2780430.0
Skw7325,1-354-337-7679,183971.0,1.0,3.0,M,29.0,700.0,O,JohnsonDiversey,0.0,253067.0
cjg7326,1-793-945-8810,296577.0,1.0,5.0,U,12.0,498.0,R,Phoenix,10.0,583131.0
Zlt7327,1-599-064-6798,454106.0,0.0,0.0,M,52.0,786.0,O,Lennox International,7.0,833892.0
Lsb7328,1-825-450-6732,229046.0,2.0,5.0,D,16.0,635.0,O,Exide Technologies,10.0,316863.0
uvw7329,1-313-688-1271,409494.0,0.0,2.0,M,70.0,607.0,O,Ecolab,1.0,3069405.0
Piq7330,1-281-302-2932,283457.0,3.0,5.0,D,8.0,612.0,O,New York Times,7.0,3326323.0
Xne7331,1-015-277-8368,409921.0,5.0,2.0,U,29.0,649.0,,Unisys,3.0,2488789.0
Gev7332,1-204-853-6439,350756.0,2.0,2.0,M,30.0,656.0,O,Telephone & Data Systems,6.0,168023.0
UHL7333,1-076-922-3836,475440.0,1.0,1.0,U,41.0,423.0,O,Pride International,5.0,2418729.0
kjg7334,1-337-420-7701,382708.0,3.0,2.0,S,12.0,492.0,O,Interstate Bakeries,4.0,3705197.0
Vmz7335,1-597-688-0038,140960.0,0.0,5.0,M,43.0,429.0,,Qwest Communications,10.0,1288850.0
Zqp7336,1-776-842-4793,235374.0,3.0,5.0,M,15.0,769.0,R,Adams Resources & Energy,5.0,1624274.0
Rlj7337,1-652-487-1261,4235.0,5.0,5.0,M,61.0,310.0,O,,5.0,643752.0
WJK7338,,276390.0,5.0,0.0,M,76.0,304.0,O,W.R. Berkley,9.0,3019777.0
jdu7339,,498014.0,3.0,2.0,W,94.0,347.0,O,Circuit City Stores,0.0,2367021.0
Ool7340,1-373-849-3011,154915.0,4.0,3.0,M,45.0,303.0,O,E*Trade Financial,7.0,2708087.0
Kak7341,1-282-167-9462,351755.0,,2.0,D,40.0,625.0,O,First Data,10.0,3335257.0
gaf7342,1-047-593-3625,263849.0,1.0,3.0,M,80.0,821.0,O,Piedmont Natural Gas,7.0,739623.0
Rrt7343,1-773-217-8411,185669.0,2.0,3.0,S,87.0,753.0,O,Harman International Ind.,5.0,588673.0
Rkx7344,1-308-220-5117,340690.0,1.0,3.0,S,83.0,585.0,O,KAR Holdings,8.0,13482.0
Bek7345,,67142.0,1.0,5.0,M,19.0,784.0,O,Delta Air Lines,10.0,2244698.0
ywv7346,1-333-255-7079,311095.0,2.0,1.0,D,50.0,461.0,U,General Growth Properties,1.0,2172263.0
Emr7347,1-485-109-8871,161607.0,5.0,4.0,M,70.0,474.0,O,Ferro,10.0,3964580.0
NYO7348,1-951-613-0465,62881.0,0.0,4.0,M,73.0,718.0,,Consol Energy,4.0,1234051.0
rmf7349,1-589-366-9563,461268.0,4.0,3.0,M,98.0,302.0,O,AMC Entertainment,,
Jba7350,1-284-774-1521,16197.0,0.0,4.0,D,17.0,405.0,O,CC Media Holdings,6.0,2326959.0
Www7351,1-327-869-0935,228746.0,4.0,3.0,M,63.0,724.0,R,Avnet,10.0,818663.0
xgk7352,1-693-229-7895,261556.0,0.0,3.0,U,10.0,733.0,O,International Assets Holding,0.0,1465731.0
Osw7353,1-854-614-0419,390524.0,0.0,5.0,M,69.0,,O,Medco Health Solutions,9.0,2198966.0
Emd7354,1-163-198-8400,182982.0,3.0,0.0,M,52.0,750.0,O,NV Energy,6.0,606009.0
PMH7355,1-101-388-2760,172334.0,2.0,0.0,S,54.0,508.0,R,General Dynamics,3.0,2978313.0
Hxs7356,1-462-233-5378,93997.0,3.0,5.0,M,22.0,646.0,U,McGraw-Hill,1.0,2030025.0
jhi7357,1-948-904-6458,465155.0,5.0,5.0,U,8.0,626.0,O,CSX,10.0,900491.0
Sfk7358,1-172-275-0899,63357.0,2.0,5.0,W,50.0,357.0,O,Celgene,5.0,3605052.0
Bmy7359,1-732-258-8519,447511.0,4.0,,M,24.0,564.0,U,Gannett,9.0,1977027.0
VEK7360,1-667-278-8065,459285.0,3.0,2.0,U,84.0,391.0,O,Watson Pharmaceuticals,7.0,1445666.0
Xas7361,1-119-456-3148,428086.0,3.0,,,5.0,800.0,R,Watson Wyatt Worldwide,10.0,910714.0
Nah7362,1-360-625-9562,293331.0,4.0,4.0,D,69.0,611.0,O,Staples,10.0,2220293.0
Pnh7363,1-808-943-7147,372504.0,5.0,1.0,M,93.0,628.0,O,Ryland Group,9.0,2352469.0
Frs7364,1-056-131-2744,,4.0,0.0,S,33.0,680.0,O,Smith International,5.0,3734966.0
UHU7365,1-923-792-0287,266940.0,3.0,,M,43.0,490.0,U,CarMax,0.0,3971530.0
OMA7366,1-944-916-6308,316860.0,5.0,2.0,M,,639.0,O,,9.0,1263086.0
Swo7367,1-045-215-4302,105378.0,4.0,3.0,,89.0,643.0,O,Teleflex,0.0,3659862.0
XKX7368,1-545-070-3132,398280.0,2.0,2.0,M,15.0,783.0,O,CF Industries Holdings,8.0,3680886.0
Hzz7369,1-170-358-2185,496176.0,5.0,5.0,M,,602.0,R,American Eagle Outfitters,7.0,803069.0
IMH7370,1-814-411-2810,243301.0,1.0,2.0,M,6.0,432.0,U,United Technologies,1.0,1486463.0
Juv7371,1-838-655-9509,343492.0,3.0,5.0,W,21.0,592.0,O,Cliffs Natural Resources,3.0,37755.0
wps7372,1-997-486-5353,176051.0,,4.0,,10.0,810.0,O,American International Group,6.0,3376136.0
EQS7373,1-576-466-7583,91501.0,5.0,0.0,M,0.0,383.0,O,DirecTV Group,8.0,2546611.0
QGX7374,1-265-716-2261,88927.0,0.0,2.0,D,9.0,600.0,O,Bank of America Corp.,10.0,2616643.0
RLD7375,1-902-164-5685,273270.0,3.0,4.0,U,98.0,580.0,O,Charter Communications,7.0,162508.0
Bnr7376,1-137-629-1930,,0.0,5.0,M,26.0,383.0,R,Itron,3.0,3612856.0
Rkt7377,1-847-339-5068,127180.0,4.0,,M,95.0,581.0,O,BMC Software,5.0,2027039.0
ALV7378,1-836-641-0519,116484.0,0.0,3.0,M,25.0,850.0,O,Dresser-Rand Group,5.0,2741098.0
Ghh7379,1-649-029-9865,484812.0,2.0,5.0,M,99.0,737.0,O,Lam Research,3.0,
Sss7380,1-007-234-4876,,5.0,0.0,M,70.0,343.0,R,Modine Manufacturing,5.0,897754.0
aic7381,1-960-341-2572,174113.0,1.0,1.0,W,55.0,575.0,,Catalyst Health Solutions,6.0,3359299.0
Udj7382,1-701-349-8651,496504.0,4.0,0.0,U,4.0,367.0,U,Sherwin-Williams,2.0,3096389.0
avj7383,1-130-598-0452,393921.0,5.0,4.0,S,51.0,771.0,O,United Stationers,0.0,251066.0
Phw7384,1-725-962-7637,483730.0,2.0,2.0,S,97.0,534.0,R,Virgin Media,3.0,443462.0
ujq7385,1-953-952-2687,,2.0,2.0,S,87.0,534.0,,ProLogis,9.0,1228161.0
