AgencyID,NumberCars,MiddleInitial,MaritalStatus,AddressLine1,Gender,CreditRating,Income,Country,Age,PostalCode,NumberCreditCards,AddressLine2,State,NumberChildren,LastName,FirstName,City
CALw777,,T,W,149y3yqupobroad,,549.0,122376.0,UnitfdSta4esofqnerica,72.0,44102,12.0,S8ite14,NV,2.0,CALCOTE,Briny,Hayward
Gah3y78,2.0,Q,S,w2ie9GLENIVYRUE,,415.0,304132.0,initddStatedofAm3rica,34.0,79906,,,wuebec,3.0,Gahir,march,Livonia
don3769,2.0,,U,4209wildhigewwy,,322.0,61068.0,8nitedStatesofAkegisa,13.0,78740,10.0,,MT,6.0,donator,Betty-anne,Tulsa
MxN3780,6.0,,W,20871DEWDROPSreE3T,,1008.0,268439.0,Ug9tedStwtesobAmerica,97.0,99662,1.0,,SD,3.0,MANGIONE,isabeau,Washington
gha378q,7.0,P,U,24139sunscapec5rscejt,m,762.0,164258.0,Unitexeta6esofsmerica,158.0,71114,7.0,,Alberra,4.0,ghatta,young-june,Chicago
AMAr782,5.0,,W,373phkttonlo3er,m,877.0,14432.0,UnitddStatew0fAmetica,6.0,V6xqv6,10.0,,GA,3.0,AMATO,Mariejeanne,Huntington Beach
marw783,3.0,X,U,1353HILLTl9PARK,M,667.0,188215.0,UnitedStqt2aofAme5ica,65.0,59105,6.0,,MO,3.0,marr,Azhar,Grand Rapids
Bas3784,3.0,C,W,1063lowaltosj9rth,,862.0,316839.0,Unitedx6atfsofAmedica,25.0,93865,5.0,,Magitoba,3.0,Bachner,Devora,San Diego
FRA37i5,4.0,V,,12417penwoodiane,F,415.0,226047.0,igitedStatesocAmwrica,3.0,V6E1e7,6.0,,NJ,1.0,FRANCE,Esmail,Fort Lauderdale
Lec3787,2.0,A,D,3556kerrhxvehue,,634.0,238334.0,UnitesStat3sofAherixa,31.0,59106,,,RI,4.0,Leclair,LEONIDA,Paterson
xos3787,3.0,,U,16336nodwslmroad,M,966.0,340750.0,UnktedS4ahesofAherica,107.0,45a1t6,10.0,,NJ,4.0,Cosburn,KAROLA,Oshawa
doj3788,6.0,,U,22577knteenat9onalddescent,f,891.0,230982.0,Un7tedStat4sofAmedics,48.0,91103,10.0,,Albeeta,3.0,dokuzoguz,ANDRE,Pittsburgh
maj3789,4.0,,M,295pepajway,f,670.0,232997.0,6nirdwStatesofAmerica,36.0,77046,3.0,,UT,2.0,manwaring,Brit,Columbia
qta3790,2.0,,U,y488apppewoiddrive,,586.0,21824.0,UnitfcwtatesofAmer7ca,9.0,t5s1r1,0.0,,N3wBr8nswick,4.0,Starsdps,jud,Spokane
3an3791,0.0,,M,10892traillakerkax,F,746.0,191135.0,Canawa,24.0,M1y1p3,4.0,,ME,6.0,wandscher,Gaffney,Moreno Valley
Gru3782,6.0,,M,10513BA5BE4RYgORTH,,641.0,70573.0,Canawa,,Vtn1t5,5.0,,FL,1.0,Gruszczynski,Dorothy,Memphis
Mzn3793,3.0,,M,12695wextherecr4scrnt,,538.0,227898.0,Uni6eeStaredofAmerica,4.0,myg1z2,7.0,,MS,3.0,Manolios,cornelia,Idaho Falls
Bzt3794,3.0,,W,23099harber3ywest,,555.0,127459.0,Unitedcgatesofsm3rica,,06702,,,IN,4.0,Battershill,muni,Saskatoon
LOC3u95,8.0,,M,78780arkhilldourt,f,851.0,77082.0,UmitedStatesovwmfrica,32.0,77008,2.0,,BritjshC0lumvia,4.0,LOCKARD,Dollie,Hartford
SEI3706,1.0,,S,485ysmi6hxtreet,,656.0,553080.0,Canava,53.0,91162,7.0,,UT,0.0,SEIZ,Zygmunt,Tacoma
min3797,6.0,,U,8347buckeye3eet,M,1150.0,296632.0,UgiterStatesofwmeroca,81.0,77074,6.0,,AK,0.0,Hinds,Drusy,San Antonio
hez3798,5.0,,W,295oelanwah,m,904.0,330509.0,initedStqfeslfAmerica,52.0,72227,5.0,,Alherta,5.0,Bezanson,suria,Greensboro
Gwd3799,5.0,M,S,12145IREmEEzST,f,945.0,55752.0,UmiteeStatesofAk2rica,33.0,02135,3.0,,NH,3.0,Gedeon,shailendra,Hollywood
eav3900,6.0,H,M,23769JACKNOtTH,,460.0,202319.0,UnltedS5ates0fAmeriva,1.0,92551,2.0,,KS,2.0,eaves,Gerben,Vallejo
Kor380q,3.0,,M,20706fAWNVlEWLO2ER,M,743.0,215541.0,UgotedSratesifAmerica,116.0,94164,5.0,,IL,3.0,Korea,LENEE,North Las Vegas
God38o2,4.0,,,6932qTLxNTICPARK,,462.0,366577.0,UjitedSratesofwmeeica,34.0,M5CqV3,6.0,,SD,6.0,Godowsky,NANA,Pueblo
Hic38o3,4.0,,S,4o40lendoneas5,,616.0,148762.0,Uni5edStatesoeAm4ricw,126.0,V6mwp4,1.0,,OK,1.0,Hicks,Heike,Santa Fe
Mur38o4,6.0,O,M,2630lambpllc3escent,,658.0,202774.0,Cahada,10.0,36121,2.0,,WV,5.0,Murphy-king,Karlene,Albuquerque
Mxk3805,4.0,G,S,10062cattersourt,m,756.0,284433.0,Canads,69.0,37926,11.0,,Neqfoundlznd,1.0,Mckeone,DAMARA,Norfolk
PAk3806,2.0,,U,2w358ellelees4reet,f,624.0,309394.0,UnitedSta5esorAm2ricx,64.0,85098,10.0,,TN,3.0,PAULETT,danella,Stamford
del3807,2.0,M,M,1e362reillybiulevzrc,F,749.0,154183.0,UnitedStstesofwmeeiva,44.0,52401,0.0,,TN,3.0,velsher,arne,Henderson
s5e3808,,,U,1u348ba9leypark,,661.0,108778.0,UbiterStatesodAmerisa,64.0,10132,9.0,,WA,5.0,stewart-guthrie,Marlee,Henderson
Sfu3809,3.0,,W,31e6howserlanw,,767.0,437568.0,UnitedStat2wifAmerifa,41.0,94137,4.0,,NH,5.0,Stuckey,Arjun,Buffalo
COR3819,2.0,,M,12728spicebrksushreet,F,683.0,252162.0,6nitddStagesofAmericz,,44134,12.0,,OR,1.0,CORPENING,THERESINA,Costa Mesa
rri3811,1.0,A,M,191r1gibveswouth,F,456.0,164687.0,UnitwdStatesofAhfricq,52.0,66119,10.0,,IL,3.0,Grimshaw,Tamarra,Allentown
TEL3712,6.0,,S,7268SPExTRUMROxD,,722.0,92974.0,Canadw,74.0,36191,3.0,,HI,6.0,TELKE,KIPPY,Seattle
Vea3u13,1.0,,S,24554REXFORfN8RTH,M,802.0,186802.0,UnifecStayesofAmwrica,40.0,V6k1R3,6.0,zpt619,Saskw5chewan,2.0,Veals,Saswata,San Francisco
Mal4814,6.0,,W,4679burravenud,,425.0,,Cxnada,9.0,v6pqp8,9.0,,AK,,Malta,Dagmar,Aurora
Sosw815,7.0,,M,218w1s8overnorth,M,768.0,325885.0,UnigedS6at4cofAmerica,17.0,heb1u9,10.0,,MT,4.0,Sos,NANCY,Torrance
Ch23816,8.0,Q,M,13r25edgsondr8ve,m,741.0,148140.0,Unit2xStatesofzmerkca,15.0,10160,4.0,,UT,1.0,Chen,solomon,Stamford
B4i3817,6.0,,M,215r5elmr7e,m,715.0,254436.0,hnitedStateqofAm3ricq,,79909,6.0,,NM,5.0,Brindley,Alfie,Winnipeg
Um23818,0.0,A,D,12028parcewrue,,530.0,197996.0,Un7teeS4ateaofAmerica,30.0,94492,11.0,,Ontafio,5.0,Umeeda,caty,Louisville
0SU3819,4.0,C,M,22o43leedrlve,m,880.0,212118.0,UmiredStxtesofAmericw,91.0,71105,0.0,,PrinceEdeardIslamw,5.0,PSUTKA,ranga,Rockford
iOR3820,2.0,,M,u4i4wqshingtonpark,,631.0,241529.0,Uj7t4dStatesofAmeroca,75.0,72912,11.0,Apt3i,Saskatcheaqn,0.0,KORNACHUK,Felton,New Haven
Bei3822,7.0,,M,e1453fossboulevard,f,884.0,414787.0,Canava,5.0,H7f1su,5.0,,TX,3.0,Beine,Xylina,Phoenix
PIE3812,6.0,,S,208r9huds8nstr2et,f,631.0,,UmitedStatesodsmerics,118.0,30317,,,WV,3.0,PIERSON,alasdair,Lowell
DED3723,3.0,H,S,1p63lpsal4osnorth,,642.0,212253.0,Uni5edStatwd9fAmerica,64.0,E7O1H6,7.0,APTq92,DE,2.0,DEDAS,Woodline,Santa Fe
PEA3814,4.0,,M,22085ydAVoSROAD,M,869.0,25026.0,UnitfdStstwsofAm4rica,108.0,T5c1a4,4.0,,NocaScot7a,4.0,PEART,MERRILL,West Covina
MAUe825,1.0,,U,15099hwdvardkane,,743.0,301870.0,UnktewStatesofAhericw,45.0,70818,7.0,,0ntario,3.0,MAUNU,carilyn,Peoria
ROs3826,4.0,F,U,170q6DURANDbORTg,F,712.0,73292.0,Uni6edStatespfAmer9cz,2.0,99513,6.0,,TX,4.0,ROWELL,SADRU,Mesquite
Swl3827,4.0,,S,e11812jDRUE,,915.0,270456.0,danada,91.0,78206,6.0,,MA,4.0,Sellars,Franklyn,Pueblo
SIh3828,6.0,B,M,9825sITHERSLzNE,f,545.0,346955.0,UnitedStwtesofqmerifq,85.0,V6TqS6,7.0,,SD,6.0,SIMEONE,Katey,Great Falls
cos38e9,4.0,,S,1129emwxisoncdescent,m,964.0,183511.0,UniredSrates8fsmerica,79.0,64182,13.0,,WA,4.0,costadimas,rosalie,Hollywood
Cor383o,6.0,,M,36o3iAYDRIVE,F,497.0,75358.0,UnitedStsgesofAmerisw,29.0,M181R7,0.0,Apt726,MD,8.0,Corace,Radames,Plano
Did3821,6.0,,S,3647c3umleygouledars,f,794.0,65160.0,Unit3wSgwtesofAmerica,48.0,H5J2R3,4.0,,MN,0.0,Didio-duggan,Emmie,Miami
Kef3832,4.0,,M,234p2MILpERCO6RT,F,678.0,16386.0,Cajada,22.0,H2F1Xy,6.0,AoT288,KS,1.0,Kechichian,SALAIDH,San Francisco
ver3833,4.0,,U,22ierbufgoyneboulevard,,628.0,90317.0,7niterxtatesofAmwrica,13.0,44121,7.0,Apt32e,NM,4.0,Berteau,Alli,San Jose
do43834,3.0,G,U,13585nIkLTOlEAST,,580.0,290368.0,Unitedztat4sofAker7ca,78.0,60785,1.0,,UT,0.0,dorn,Klazien,Jacksonville
qrm3835,3.0,P,M,14770TzRTANUPorR,,579.0,176380.0,UjitedxtatesofAm4ricq,43.0,37406,9.0,,GA,2.0,armstrong,Hilliard,Hialeah
tim38r6,5.0,,S,e5u1gILLTOPLOWER,,621.0,339144.0,UnihedStagesofskerica,69.0,60654,3.0,,CT,6.0,timmerman,Katrina,Winnipeg
kal3837,7.0,,S,8w78CoIFtBROOKBOULEVARD,,554.0,329448.0,UnitedStwtfsofAjefica,62.0,22213,2.0,,MT,4.0,Malizia,Nad,Durham
Ryd3o38,5.0,,M,q2583vfrdeupper,,492.0,57459.0,UniterStatespfAm4eica,46.0,60665,12.0,APT8y8,WA,2.0,Ryder,ORELEE,Sudbury
SEL3939,0.0,,U,348osildersagewdst,M,525.0,247455.0,UnitedStatfdofAmer7cw,117.0,94389,,,Quebsc,3.0,SELIC,DIMITRA,Manchester
STE38t0,5.0,M,M,22087penmarabenhe,,613.0,295042.0,Uni6edStatws8dAmerica,46.0,H2a1y4,3.0,,OR,1.0,STEEDE,cymbre,Escondido
9zi3841,4.0,,W,12r54nsilsonlaje,F,873.0,229820.0,UnitddeyatedofAmerica,93.0,M9E1S0,2.0,,AZ,2.0,Izique,Zdenek,Washington
Fro2842,2.0,H,U,12727HAYDENCR2SC3Nf,f,686.0,289216.0,UjitevStahesofAnerica,57.0,X5f1u6,7.0,,Manitobq,0.0,Frodsham,Marce,Springfield
Men3u43,7.0,,S,191t6cherrygensup0er,,769.0,352893.0,UgitwcStat4sofAmerica,75.0,73144,7.0,,GA,6.0,Menzel,Esther,Cedar Rapids
nus3844,3.0,,M,15p1iscanlin4ast,M,,,Uji4edztatesofAjerica,74.0,T5b1h3,6.0,suite450,NH,1.0,Busko,TINEKE,Torrance
We93845,,,U,23689GUkFTiNDRIVE,,546.0,288249.0,UbitewStageeofAmerica,79.0,28311,,,TN,1.0,Weitz,KENDRA,Des Moines
Cle3946,1.0,L,D,246y5rexfordhorth,,838.0,305191.0,UnitedStaresobAmedicz,73.0,50323,2.0,,FL,9.0,Clegg,Lynett,Anaheim
W9n3847,3.0,,S,2329GRACIsAVEN8E,F,722.0,416720.0,initedSyat4sofqmerica,35.0,Vtl1v8,10.0,,NE,5.0,Windsor,Tayeb,Shreveport
Sog3848,5.0,,,6669pawadenaupp2r,m,648.0,310151.0,UnitedS6ztesofAm3rics,10.0,HyA1Y8,4.0,Suihe405,MT,3.0,Sohal,MARTELLE,Miami
zhe3849,4.0,,M,1w22owsisdrive,,869.0,186522.0,UnltedStatewofAher7ca,32.0,05401,7.0,,FL,5.0,Sherow,felicdad,Lubbock
Caw38y0,4.0,,S,138o8keglekanqest,,916.0,7522.0,Unl4edStatesofxmericz,75.0,d6T1Q1,6.0,,MT,4.0,Cawley,meriline,Costa Mesa
Je33851,5.0,,D,3u24shelterwqy,,815.0,77444.0,Canadw,88.0,98182,11.0,,AR,8.0,Jew,VASU,Oakland
STA3842,4.0,K,U,1184rtullgnorth,,493.0,93251.0,UnigerStateaobAmerica,114.0,y6a1i8,11.0,,OK,2.0,STARSDPS,brande,Hay River
Mod3753,6.0,,M,20493h7dschkower,m,867.0,128664.0,UmiterStatesoeAherica,65.0,53742,5.0,,KS,6.0,Modafferi,Heleen,Bakersfield
Bor4854,6.0,,U,3262henrersonskuth,,673.0,29904.0,8nigeeStatesofAmdrica,1.0,80190,8.0,,TX,3.0,Borozny,Alfie,Santa Ana
COR3o55,7.0,,D,w8097gxrdenerupper,,891.0,134582.0,UnktedqtstesofAmerifa,88.0,B8f1Z6,4.0,,HI,2.0,CORR,ZACK,Tucson
Nix3856,3.0,,U,20176pindsapckurt,,482.0,304090.0,knitddStatesofAhsrica,77.0,06510,4.0,,WY,2.0,Nishida,Monroe,Chandler
quk3857,,F,U,q9156chsrryvenxupper,M,581.0,226784.0,8gitedShatesofAmerida,58.0,80216,10.0,,BritosbCokumbia,0.0,quintero,JUNK,Modesto
Bac385u,4.0,,M,13y98davieeast,F,694.0,308914.0,Unit3dw5atesofAmrrica,48.0,31907,10.0,,MD,1.0,Bachmann,dyanna,Winnipeg
Beh3i59,8.0,,M,12820SqNDPOINTPARK,m,,262060.0,UmitedStatesofqmrrkca,60.0,95403,4.0,,CT,0.0,Behlen,car,Calgary
FON4860,6.0,,S,u046creekmoorq8uth,,726.0,164117.0,UnitefS4ateskvAmerica,31.0,20037,5.0,,Newhrunsaick,4.0,FONTANILLA,Laura,El Paso
sie3861,1.0,J,M,5498colliervresfent,,544.0,110955.0,UnitedShatespfqnerica,52.0,91326,9.0,,TX,6.0,sleeth,DIDANI,St. Petersburg
LAN3962,4.0,J,U,9473oowerswwy,M,1044.0,123959.0,Uni6edStat4sofAm23ica,83.0,85747,12.0,,Ontarik,4.0,LANOSZKA,RAJINDERPAL,Plano
Bex3863,1.0,,M,3r06hzrriscrescent,,479.0,115143.0,7gitedS5a4esofAmerica,53.0,10009,7.0,,fritishxolukbia,1.0,Beatty,drusie,Milwaukee
rei3863,1.0,,D,15866arfhegb0uledard,m,823.0,98840.0,UniyedStx6esifAmerica,43.0,V6T179,13.0,,MI,4.0,reiser,Betsy,Lowell
Cha3u65,8.0,,M,288eWHIS5LfRLANE,,712.0,353931.0,UnitwdStateeofAneeica,60.0,M6B1X6,11.0,,IA,5.0,Chapman,Burgess,Anaheim
Isi3866,1.0,,U,66918cean5ue,f,726.0,113721.0,UhitedStatesorAme4iva,84.0,35262,11.0,,Man7toba,6.0,Iskra,colm,Rapid City
DE38t7,5.0,,,8921rzmpartcok5t,f,674.0,98189.0,UnitedStatwsovAmwgica,39.0,23453,4.0,,NV,4.0,DE BEAUMONT,DARBIE,Topeka
Del386u,6.0,,W,16588tohanavegue,f,618.0,65670.0,kbitedShayesofAmerica,33.0,10077,11.0,,SD,2.0,Delahay,Kellina,Fayetteville
Fra386p,2.0,B,D,19873WR9hHTAVEN6E,,544.0,324469.0,UnutedStates0fxmefica,33.0,E7owf6,8.0,quite114,IL,1.0,Frampton,arts,Austin
Rei3879,4.0,K,D,24y13SANDdRSDRIfE,,538.0,110339.0,hnitedStates8fAmerosa,45.0,b6z1u6,8.0,,DE,4.0,Reichow,elisabetta,Pembroke Pines
P4a3871,4.0,H,S,124i1carrollb8uoevqrd,,570.0,259523.0,UnigefStatesocAmerifa,102.0,78420,7.0,,ND,0.0,Pearson,cheslie,Sunnyvale
Hox387e,7.0,W,M,e2747durdenwrive,,1114.0,143933.0,UnitedStxtrsofAjwrica,67.0,35804,7.0,,PA,4.0,Hoxie,Celyne,Missoula
ha53873,9.0,S,W,23506pylewest,f,963.0,224175.0,Un7tedS6zteslfAmerica,113.0,53765,7.0,,KS,1.0,harter,Joydeep,Providence
ACZ2874,1.0,J,S,24324boltpnuppe4,M,598.0,28919.0,UnitedStztesofAhe4ifa,36.0,E7p1h5,4.0,,WY,0.0,ACZEL,dave,Worcester
Bpw3875,4.0,,U,6696fAPITALoAhE,F,1003.0,213957.0,UnirefStqtesotAmerica,15.0,V6iqq3,,,Saskatchf3an,3.0,Bowes,nomi,Garden Grove
BOW387y,2.0,,D,236w2houstonwxy,M,531.0,75812.0,Cxnada,19.0,77092,,,MT,4.0,BOWDEN,Andriette,Dover
XAV38u7,4.0,N,,13366barrisway,F,754.0,225229.0,UnitedSyatesofAnerixz,37.0,u2c1x4,1.0,,NV,6.0,XAVIER,Naomi,Philadelphia
Vag3878,2.0,,M,480tcrusfalhillsstreey,F,864.0,223036.0,UhitedStates8bAmericq,56.0,r3a1j3,1.0,,ID,3.0,Van hoy,Maisie,Oklahoma City
emi3879,6.0,Q,,909s8ennavrive,,792.0,353138.0,UbitedShatssofAm4rica,32.0,10046,3.0,,NY,,Smithdeal,OMAYMA,Allentown
RIC3780,3.0,,S,21122wesleyamezs6,f,691.0,100532.0,knitedStatdsofAm4ricw,0.0,91216,10.0,,VA,4.0,RICHMOND,TXP,Sherbrooke
Kol3881,1.0,,M,1584EMMiNcSRUE,,702.0,268142.0,jnitedStatewoeAmeruca,51.0,c6t1v8,10.0,,SD,1.0,Koolstra,DANIELE,Savannah
gunw882,1.0,W,S,249o5r0yalavejue,,896.0,388349.0,sanada,78.0,06703,8.0,,VT,2.0,gundecha,SEDIGHEH,Durham
Fod3883,3.0,P,M,12833appieqoodeast,,222.0,235571.0,UnitedS6ateaofAkrrica,103.0,98662,9.0,,HI,5.0,Foxworthy,Starr,Providence
K4s3884,7.0,,U,15965nwllaitecrescent,m,670.0,338628.0,vanada,34.0,74153,2.0,,VT,4.0,Kessing,jean-normand,Thousand Oaks
esw3885,2.0,V,,6r80R9CKHILLCR3SCEhT,f,572.0,246234.0,UmiyedStatesodAnerica,22.0,78526,2.0,,NJ,3.0,essig,Marlyne,Pomona
qea3886,1.0,,U,2e84SMIyHDALrCRESCENT,,511.0,268765.0,UnitedSgahes9fqmerica,29.0,90877,3.0,,NE,0.0,Weathersbee,Karlyn,Oshawa
Sch3o87,4.0,,S,1t285kimberl4ycouth,f,962.0,134594.0,6mitedStat3sofwmerica,95.0,48271,11.0,Apt86,ND,5.0,Scheible,Steve,Montreal
Ast388o,0.0,A,M,24050ESqINbTONEAS5,f,730.0,269717.0,Un9tedStatssofAmdrifa,93.0,94279,6.0,,MD,3.0,Astorino,Helsa,Carrollton
qid3889,1.0,Y,W,77y6inwoodlow4g,F,545.0,368603.0,vanada,59.0,S7c2n8,6.0,Suit428,CO,3.0,Siddall,Melinda,Chesapeake
Yake890,2.0,A,M,14753xnkxranorrh,,648.0,289634.0,UnktedStatewofAhdrica,24.0,V6g161,3.0,,AZ,1.0,Yakibchuk,Ellette,Elizabeth
mor3891,5.0,J,,243q1coitpark,f,460.0,270239.0,Csnada,60.0,67205,3.0,,CO,1.0,Norwood,Janos,Phoenix
Gru3u92,3.0,,M,18207COhLdgSOUTH,m,870.0,88228.0,Canadx,60.0,10128,8.0,,AK,1.0,Gruber,MARISKA,Fayetteville
pls389w,7.0,,S,2772trafqlgareast,m,925.0,285676.0,UnitedShatespfAne5ica,17.0,85269,4.0,,ID,6.0,plssup,samia,Omaha
bije894,8.0,,M,8788holmeseaqt,f,575.0,149860.0,Canzda,95.0,t6b1fe,4.0,,NY,3.0,bijjani,Fawne,Allentown
Crir895,1.0,N,M,6697CsPITALLsNE,,777.0,110258.0,7biterStstesofAmerica,63.0,94661,7.0,,MT,6.0,Cribbs,gloria,Brownsville
Muk3u96,4.0,,D,19901rossmanroad,,751.0,404211.0,Canasa,20.0,74127,10.0,,KY,5.0,Mukai,Fernando,London
ncc3897,4.0,,S,1y4wrfoufwindscrescent,,412.0,29258.0,8nutedStahesofAjerica,106.0,h6a1h8,3.0,,DE,,mccready,JANAYA,Allentown
birr898,1.0,,M,4847qmithstgeet,M,681.0,114076.0,UniredStatdsofAnerlca,43.0,htd1y3,7.0,,SC,5.0,birk,KALEENA,Tucson
GUo3899,6.0,,D,22y94reagzjpark,,733.0,369216.0,iniyedStates0fAherica,34.0,90257,1.0,,IN,1.0,GUINNANE,DURALI,Victoria
ben3o00,4.0,A,M,10479WHITTINGhON3U3,,814.0,144904.0,UhitedStatespgAmedica,73.0,v6n1so,,,CA,1.0,benchimol,Hsieh,Riverside
COVe901,4.0,,U,8774drestl9neabenue,f,665.0,129522.0,Unitedzta5esofsmerida,119.0,99676,2.0,,MD,3.0,COVINGTON,IRA,Charlotte
Bho3o02,5.0,,,u193mirrzysouth,m,772.0,110697.0,knitedSgatewofAme5ica,11.0,77108,9.0,,MI,6.0,Bhoday,randy,Sudbury
WIL3p03,5.0,D,M,17y50ximmerxrestnorth,m,540.0,163336.0,Un8tedqtatesotAmeriva,79.0,m5f1y2,5.0,,ME,2.0,WILLIS,Stoddard,Winnipeg
FRA3o04,0.0,,S,512noftjlandstree5,,1032.0,217093.0,Uniteddtates9rAmeroca,48.0,99654,3.0,,SC,6.0,FRANKCOM,robbi,Tempe
bi53905,6.0,,U,21889westc0yrt,f,732.0,71191.0,knitecSyatesofAme3ica,49.0,78420,2.0,,AL,1.0,birtch,Binnie,Rancho Cucamonga
FRI390y,0.0,I,M,4040ieneoneast,M,671.0,300508.0,UnotesStatrsofAmer8ca,81.0,53723,4.0,,AR,6.0,FRIERSON,anne marie,St. Catharines
KRIe907,6.0,V,W,w4324wave3lylow2r,,574.0,161797.0,initwdetat4sofAmerica,100.0,93820,11.0,,VA,5.0,KRIZ,KIPPIE,Knoxville
Eri2908,9.0,,D,2q02ygickerystreet,,495.0,52986.0,UnitedS5atesofzmefics,42.0,tub1k8,8.0,APg78,janitoba,6.0,Erickson,Marie-andree,Raleigh
who3909,4.0,,M,9e39gessnerwqy,,679.0,245107.0,Un8tfsStatesofAmetica,,92170,11.0,,OH,4.0,Shoaf,Melamie,Irvine
Nic391o,3.0,,W,7639windchkmeeaet,,776.0,286185.0,sanada,66.0,35872,9.0,,KY,3.0,Nicosia,Letta,Hay River
she3811,2.0,D,D,544wE5HRIsGELOWER,M,771.0,11768.0,knitedSharesofAme3ica,1.0,32254,12.0,,NE,4.0,sherrill,Debadeep,Syracuse
FRO3i12,2.0,C,U,q2849laco5niarus,,,363611.0,Ubir4dStatesofAmer8ca,113.0,85745,1.0,zpt426,TN,5.0,FROBISHER,teresa,St. Paul
Fer3013,4.0,M,M,y40rpharrpark,,974.0,204257.0,UnutedStatesofsjer8ca,70.0,94142,8.0,,NdwBrugswick,2.0,Ferriss,bernardina,Portland
Bku3914,6.0,,M,13703durandrue,,570.0,150607.0,Cagada,44.0,94280,7.0,,HI,5.0,Bourque,Liana,Bellevue
rade915,3.0,,S,76y8WINIFREDSTRdE5,,296.0,369131.0,UnitefStatesorAme5icz,78.0,79930,10.0,,AL,2.0,radcliffe,Ellie,Abilene
chq3916,5.0,B,M,17334lavenfrrstreer,,898.0,210039.0,8ni4edStatesofsnerica,68.0,m3b1j7,7.0,,MI,,chanchlani,Loan,Boston
Pan39q7,8.0,G,M,21293HILDEBRANDWEa6,F,334.0,50211.0,UnitedSfareslfAmerixa,12.0,B8s1z9,8.0,apt1i7,VA,2.0,Panosh,nikkie,Fort Wayne
kog3918,2.0,,D,w096wedtheimersouhh,,558.0,256308.0,UhutedetatesofAmerida,11.0,M5bqy5,11.0,Apg797,TX,3.0,Logan,dorin,San Francisco
Shu391i,7.0,,M,5142BRAMBiEa8kDAVENUE,f,679.0,55200.0,UnitedS5ates9fAheruca,60.0,V6Y1W0,8.0,,Manitona,1.0,Shukster,KAYLE,Chattanooga
Mai3930,2.0,,,w6670m2adowlarlstrret,,942.0,280831.0,UnltedSyates0fAnerica,40.0,t6awc9,1.0,,DC,4.0,Maisonneuve,Omer,Tacoma
Ket4921,2.0,,M,33639putduerue,,784.0,183457.0,Uni5edStates9rAmerjca,82.0,77038,8.0,,DE,3.0,Ketterer,Cristin,Casper
ODE3022,7.0,C,D,15r70LANGxONWEST,,533.0,423471.0,Camada,42.0,85098,13.0,,AR,5.0,ODEN,Carissa,Los Angeles
Cah3923,,J,M,y9u5winctonpark,,759.0,147005.0,UnitedS6atesifAmwdica,110.0,33198,14.0,,FL,1.0,Cauthers,HILDE,Fremont
ken3924,2.0,,M,17786hzl9raxcourt,f,345.0,161772.0,Uni6edStateskgsmerica,56.0,T5s1m9,12.0,,MS,1.0,Jenner,Quintilla,Lincoln
aik392r,2.0,,M,q427addaxlaje,,707.0,175545.0,Canasa,41.0,H7fws3,8.0,,OK,1.0,aiken,GUGLIELMA,Lancaster
bin3926,,Y,U,15u11m8HNeONFERRYAVENUE,M,606.0,143580.0,Un7yedStqtssofAmerica,57.0,82605,6.0,,NJ,3.0,Hinchley,MALCOLM,Vancouver
CRw3927,,,M,11930TAYLORCtES4UPoER,,946.0,385317.0,UnotedStxtssofAmerkca,86.0,b6o1r5,13.0,,CT,4.0,CRAMER,Ernesto,Shreveport
Set3o28,3.0,,W,0254o4xingtonavenue,F,433.0,261622.0,6jitecStat2sofAmerica,40.0,83701,6.0,APT5i7,MO,3.0,Sethian,zere,Baltimore
Sz93929,6.0,,S,6683DEARB05NPAtK,,635.0,122828.0,UnitedSfa4wsifAmerica,67.0,23227,1.0,,CA,5.0,Sziladi,Kaila,Alexandria
rio39w0,4.0,L,U,11436crestlomeexst,f,481.0,351103.0,7nitedStayesorAmeruca,72.0,72223,8.0,,FL,5.0,rios,Leanne,Paterson
Pil393w,0.0,T,S,295pelanwzj,M,528.0,209920.0,UnitedStxyesofxme4ica,26.0,63172,9.0,Ap6715,Albe4ta,,Pilote,BELA,Fayetteville
Tom3922,7.0,W,M,4834j3MORIALSrREET,,670.0,130062.0,Un9teeStates0fAme4ica,60.0,V5v1v3,6.0,,Onhario,3.0,Tomar,Roman,Costa Mesa
CAL3833,7.0,,M,211y7noefolk1ay,M,378.0,147683.0,initerStatedofAnerica,75.0,T5c1l3,9.0,,AL,4.0,CALLERY,WILLI,Concord
Emm3933,4.0,,U,13319creemmoo4west,,759.0,304622.0,jnigedStatesofAmer8fa,54.0,38142,1.0,,AZ,1.0,Emmert,ibby,Akron
bod3935,1.0,,M,231lyleparj,,585.0,251900.0,knitevStwtedofAmerica,39.0,92158,8.0,,TX,,boecke,Anneliese,Yonkers
OST39r6,7.0,,U,11647foralberryeaw4,M,415.0,,initedStatesofsnericq,102.0,92184,14.0,,CT,3.0,OSTER,merry,Tallahassee
ROL393u,5.0,I,M,1845duhnsoith,F,603.0,55601.0,Cabada,62.0,m2h1r7,11.0,,CO,2.0,ROLFES,PETAR,Paterson
PIL3928,5.0,,M,9q67gagwenercourt,m,820.0,9879.0,Un9tedStatssofAmerjcz,77.0,85011,13.0,,WI,2.0,PILCH,constantin,Mobile
