prospect_AgeID,prospect_MaSta,prospect_NumChil,prospect_Ph,prospect_Sta,prospect_In,prospect_NeWo,prospect_Ge,prospect_FiNa,prospect_CreRa,prospect_Emp,prospect_Ci,prospect_MiInit,prospect_PosCo,prospect_Ag,prospect_Co,prospect_NumC,prospect_OOReF,prospect_NumCrCa
GUM1218,M,5.0,1-086-172-2402,Prince Edward Island,31218.0,1340742.0,f,ofelia,381.0,,Concord,,t6a 1g7,69.0,United States of America,0.0,O,6.0
sol1219,,2.0,1-738-154-3508,NM,109562.0,,,Shirlene,419.0,Delta Air Lines,San Diego,,90866,51.0,United States of America,4.0,U,2.0
fao1220,D,3.0,,NY,201385.0,852982.0,,Jerrylee,747.0,Motorola,Madison,,94273,71.0,United States of America,1.0,O,8.0
ERN1221,D,4.0,1-147-341-1855,OR,427589.0,1746702.0,m,MIWA,720.0,3M,Saint John,,43625,72.0,Canada,1.0,O,3.0
Syl1222,M,1.0,1-504-164-9114,MD,442115.0,1111993.0,,Ida,,Ingles Markets,Norfolk,,H6b 1x8,40.0,United States of America,,U,6.0
sco1223,M,1.0,1-382-486-7322,ND,419466.0,905885.0,F,Brittany,547.0,Hudson City Bancorp,Lakewood,,v6t 1r1,23.0,United States of America,2.0,R,8.0
Rid1224,U,1.0,1-725-441-6643,LA,276706.0,418487.0,,Morganne,308.0,Citigroup,El Paso,,50324,40.0,United States of America,4.0,O,1.0
Hot1225,S,4.0,1-624-667-8341,NV,130584.0,2667849.0,m,Hortensia,644.0,Schering-Plough,El Paso,,v6o 1s6,81.0,United States of America,1.0,O,4.0
LUE1226,S,5.0,1-394-099-1580,Nova Scotia,363231.0,3129396.0,,SAEID,523.0,,Tulsa,,E7o 1l7,10.0,United States of America,0.0,O,2.0
WAL1227,S,,1-819-993-1787,WY,364610.0,1827490.0,m,MERIDEL,330.0,Cephalon,Escondido,,93664,87.0,United States of America,3.0,O,7.0
Hoa1228,M,1.0,1-284-475-3132,AL,167477.0,1695044.0,,MIEP,662.0,Aventine Renewable Energy,Irvine,,67225,22.0,Canada,4.0,O,9.0
VAN1229,W,0.0,1-629-566-6403,ID,15674.0,3037827.0,,SWD,326.0,National Life Group,Durham,U,V5c 1o5,71.0,United States of America,2.0,O,9.0
Sca1230,M,5.0,1-288-650-2894,Nova Scotia,104231.0,1394392.0,f,RUTH,377.0,Retail Ventures,Ann Arbor,S,M5a 1v8,30.0,United States of America,4.0,R,0.0
SID1231,W,3.0,1-045-952-9338,WV,439123.0,1165541.0,,jaya,760.0,Apple,Bismarck,,T6B 1J1,44.0,United States of America,2.0,O,3.0
Luu1232,S,4.0,1-723-682-8994,Saskatchewan,65410.0,1959230.0,F,ivona,704.0,Newmont Mining,Lowell,,80022,,United States of America,0.0,U,9.0
Bor1233,U,3.0,1-137-265-4305,ND,469337.0,121635.0,,Therese,,Sealed Air,Ottawa,,10164,68.0,United States of America,2.0,O,4.0
GIL1234,M,4.0,1-893-977-0837,ND,298717.0,1752544.0,F,Lou,713.0,Amgen,Milwaukee,A,60774,73.0,United States of America,5.0,R,8.0
Mcw1235,M,5.0,1-204-729-1190,ME,56675.0,590157.0,,JOCELIN,542.0,Spansion,New Orleans,,37220,74.0,United States of America,3.0,O,5.0
Huf1236,M,0.0,1-784-145-6096,AR,250536.0,378036.0,,Alan,778.0,Office Depot,Greensboro,,99703,43.0,United States of America,5.0,R,9.0
mev1237,S,2.0,1-112-443-1407,WA,,150777.0,F,jolynn,623.0,,Simi Valley,,14232,3.0,Canada,,R,8.0
sti1238,U,5.0,1-591-924-2610,TX,299575.0,499128.0,M,TWYLA,392.0,Halliburton,Santa Clara,W,T5a 1m4,49.0,United States of America,0.0,O,7.0
lor1239,U,0.0,,CA,1647.0,3883139.0,F,saree,314.0,Kla-Tencor,Worcester,X,93326,50.0,United States of America,5.0,O,10.0
vin1240,W,3.0,1-120-114-2808,ND,286954.0,2998448.0,m,Shirley,702.0,Thermo Fisher Scientific,Escondido,,h2f 1x4,53.0,Canada,4.0,O,10.0
Wan1241,D,0.0,1-305-810-2623,SC,481516.0,2625185.0,f,LORNE,485.0,Williams,Erie,D,90164,38.0,Canada,4.0,U,10.0
Baz1242,S,5.0,1-652-883-3499,MN,111344.0,3167634.0,F,Somsak,715.0,Sonic Automotive,Regina,,98141,60.0,United States of America,2.0,R,6.0
Bab1243,W,5.0,1-672-562-3209,OH,341647.0,2769945.0,,Elyssa,743.0,Flowserve,Lancaster,,90807,72.0,United States of America,3.0,O,3.0
Neu1244,M,5.0,1-410-290-3625,PA,425275.0,3943063.0,,SHIRLEE,752.0,Huntsman,Charlottetown,,E4a 1r2,42.0,United States of America,3.0,O,4.0
Bet1245,M,5.0,1-066-652-6553,ID,76349.0,26913.0,,Wilow,,,Huntsville,,v5a 1p5,3.0,United States of America,5.0,R,10.0
sch1246,M,5.0,1-783-423-3737,IL,243685.0,1268277.0,,Christine,727.0,Alliant Energy,Springfield,,90239,92.0,Canada,5.0,O,4.0
Zel1247,U,3.0,1-415-186-6059,MI,34059.0,2173819.0,M,Ria,627.0,AptarGroup,Bismarck,,35845,56.0,United States of America,2.0,R,2.0
Win1248,D,5.0,1-167-455-1042,ND,321140.0,1004185.0,,heddie,439.0,Genuine Parts,Salinas,,A2b 1v9,80.0,United States of America,3.0,O,2.0
heb1249,D,4.0,1-525-839-7401,TN,30169.0,3248647.0,f,Aartjan,828.0,Starwood Hotels & Resorts,Fort Wayne,,H5l 1p9,54.0,Canada,1.0,O,2.0
pic1250,M,3.0,1-906-537-8336,ND,232504.0,403159.0,M,Aloisia,413.0,Weis Markets,McAllen,,M9e 1u7,82.0,United States of America,0.0,O,3.0
May1251,D,1.0,1-933-285-4690,NM,,1255629.0,,jossine,829.0,OfficeMax,Shreveport,J,20011,32.0,United States of America,4.0,O,2.0
kle1252,D,4.0,1-113-559-9611,AK,33500.0,2944139.0,,ANSLEY,724.0,MetroPCS Communications,Hilo,,10187,76.0,United States of America,2.0,O,10.0
Dil1253,W,4.0,1-553-227-3208,WI,94094.0,2730313.0,,chin,,Darden Restaurants,Oxnard,,V6L 1T1,58.0,United States of America,1.0,O,6.0
COM1254,S,2.0,1-119-188-8234,MD,384343.0,3721362.0,,cybill,597.0,,Pittsburgh,,93888,75.0,Canada,1.0,R,0.0
men1255,M,4.0,1-610-990-4030,NY,335778.0,87116.0,F,QAINFO,702.0,Dentsply International,Pomona,,13204,72.0,United States of America,1.0,O,5.0
CAL1256,S,3.0,1-418-964-5696,Newfoundland,,,,Luke,783.0,Modine Manufacturing,Lubbock,,H2a 1w9,25.0,United States of America,5.0,O,3.0
CON1257,S,5.0,1-727-518-0923,New Brunswick,170437.0,188852.0,,CATE,514.0,Maxim Integrated Products,Chicago,S,94629,73.0,United States of America,4.0,O,2.0
Van1258,S,1.0,1-424-230-7510,ID,269584.0,697983.0,F,Florine,395.0,Brink's,Gary,,m2q 1d5,33.0,United States of America,2.0,R,6.0
Nov1259,U,,1-158-972-9762,SC,172183.0,2682855.0,M,Luping,431.0,American Financial Group,Independence,,V6b 1r6,89.0,Canada,1.0,U,1.0
ACK1260,M,1.0,,TN,35385.0,2101299.0,,Caroline,402.0,Regions Financial,Little Rock,R,94632,8.0,United States of America,1.0,O,
PAT1261,D,0.0,1-921-154-5804,Alberta,223383.0,,F,Krinda,657.0,WABCO Holdings,North Las Vegas,,10703,36.0,Canada,0.0,R,10.0
Piz1262,M,3.0,1-845-232-0939,Newfoundland,159693.0,3419489.0,m,Elfrieda,663.0,UAL,Fargo,,94402,4.0,United States of America,3.0,,4.0
Mof1263,U,2.0,1-310-011-8087,NJ,311444.0,1927419.0,,Emalee,748.0,General Electric,Cincinnati,U,m1h 1p3,21.0,Canada,3.0,O,2.0
Dru1264,,4.0,1-367-411-5545,GA,285802.0,2476124.0,,Tierney,794.0,Collective Brands,Orlando,,53757,29.0,United States of America,5.0,O,5.0
IOA1265,M,5.0,1-071-995-4878,NV,423642.0,3524149.0,f,STACEE,800.0,Duane Reade Holdings,Simi Valley,Z,33309,32.0,Canada,0.0,,5.0
Win1266,S,2.0,1-944-859-5982,ND,414724.0,2826334.0,m,Jacklin,716.0,VF,Stockton,,M9d 1u1,65.0,United States of America,3.0,O,3.0
CUL1267,D,4.0,1-500-161-2282,WY,103095.0,627765.0,,Millard,685.0,Quest Diagnostics,Denver,R,M5A 1W2,41.0,United States of America,5.0,R,2.0
Rol1268,S,4.0,1-900-782-2828,New Brunswick,251608.0,2079617.0,f,GWENDOLYN,467.0,Amazon.com,Ottawa,F,10193,4.0,Canada,4.0,O,3.0
Dav1269,S,1.0,1-688-722-3100,ND,466631.0,2440307.0,,IOLANTHE,424.0,Cooper-Standard Holdings,Santa Ana,,75204,,Canada,5.0,O,8.0
flo1270,M,4.0,1-663-949-2542,HI,319611.0,494497.0,F,Buffy,719.0,Raymond James Financial,Fresno,,M5F 1W6,40.0,United States of America,3.0,O,9.0
Nar1271,D,0.0,1-704-752-9592,AL,31336.0,2449007.0,,Noreen,460.0,Waste Management,Newport News,O,t6a 1i7,23.0,United States of America,4.0,R,4.0
DEG1272,W,1.0,1-829-463-0846,MD,234270.0,1061532.0,M,DARINA,503.0,Patterson-UTI Energy,Cedar Rapids,,98160,78.0,United States of America,0.0,R,0.0
AL1273,M,3.0,1-956-266-9575,PA,441616.0,3947420.0,m,subi,781.0,Fidelity National Financial,Augusta,,44312,80.0,Canada,5.0,O,9.0
CRA1274,M,3.0,1-793-652-0399,OR,199969.0,323615.0,M,KARIN,389.0,Brookdale Senior Living,London,,v6m 1v2,7.0,United States of America,,,5.0
ste1275,M,4.0,1-444-570-0151,NM,104211.0,2578863.0,,KESSLEY,472.0,Nalco Holding,Salinas,,35895,11.0,United States of America,5.0,R,10.0
Fal1276,S,3.0,1-270-102-2156,New Brunswick,125783.0,2330950.0,,miriam,,Dillard's,Fargo,,95402,,United States of America,5.0,O,3.0
Erb1277,M,2.0,1-088-500-6364,FL,386913.0,1028958.0,m,HOLST,,Hess,Overland Park,Z,M5e 1u3,10.0,United States of America,3.0,,
Egn1278,U,2.0,1-002-204-0709,WV,434919.0,591978.0,f,tonie,435.0,Medco Health Solutions,Aurora,,V6r 1u2,95.0,United States of America,1.0,O,1.0
Tah1279,S,5.0,1-560-601-9858,NJ,409171.0,1566884.0,,Darrel,345.0,H.J. Heinz,Huntington Beach,M,M9d 1u1,11.0,United States of America,0.0,O,5.0
Tog1280,U,4.0,1-003-740-6871,MT,35973.0,2233915.0,m,margette,845.0,Allegheny Technologies,Cheyenne,H,V6q 1w6,74.0,United States of America,4.0,U,1.0
ing1281,,2.0,1-483-304-6077,WI,496333.0,1697753.0,,Siew,583.0,Perrigo,Bismarck,,70132,8.0,Canada,0.0,R,0.0
Dac1282,U,4.0,1-018-689-7394,AR,34940.0,2281290.0,,TIN,410.0,Texas Instruments,Syracuse,,94467,39.0,United States of America,5.0,R,1.0
SEA1283,U,3.0,1-945-171-3526,DC,433355.0,3872337.0,,Blythe,743.0,Gannett,Chicago,,V6p 1r2,36.0,Canada,,O,4.0
Ert1284,M,5.0,1-990-496-1766,British Columbia,204073.0,2092159.0,,Emer,316.0,,Newport News,,M3w 1l1,10.0,United States of America,0.0,O,7.0
Cay1285,D,2.0,,NJ,311152.0,1311610.0,f,EADIE,690.0,Dean Foods,Jackson,I,32210,73.0,United States of America,5.0,O,3.0
Wil1286,U,4.0,1-017-610-2976,IA,140649.0,2854213.0,M,Diannne,448.0,T. Rowe Price,Ann Arbor,,v6b 1s5,56.0,Canada,0.0,O,1.0
Reg1287,U,4.0,1-215-714-0481,FL,133125.0,503224.0,F,Kingsley,517.0,Gardner Denver,Allentown,M,T5A 1Z8,90.0,Canada,3.0,O,10.0
mer1288,S,3.0,1-035-789-6847,RI,424101.0,2678386.0,F,Hwei-ling,787.0,Delta Air Lines,Toronto,,45211,64.0,United States of America,3.0,R,3.0
Squ1289,D,4.0,1-651-228-6591,British Columbia,60208.0,1823472.0,,agnola,543.0,EMC,El Monte,,46238,6.0,United States of America,4.0,O,8.0
Gas1290,M,5.0,1-987-819-6633,CT,382836.0,3929702.0,,anthea,639.0,CME Group,Richmond,Q,94493,4.0,United States of America,0.0,O,10.0
Owe1291,M,0.0,1-683-225-8085,Prince Edward Island,151861.0,2039071.0,,kaitlynn,730.0,Lincoln Electric Holdings,Little Rock,,V6h 1t2,97.0,United States of America,4.0,O,3.0
agh1292,U,2.0,1-776-096-9636,Manitoba,71838.0,3295828.0,M,STARS,374.0,New Jersey Resources,Macon,,99725,,United States of America,2.0,O,4.0
per1293,D,0.0,1-738-161-5093,IL,13393.0,408058.0,m,joanie,307.0,Valassis Communications,Honolulu,A,H7h 1v6,45.0,Canada,,U,8.0
mar1294,S,5.0,1-661-702-6449,SC,48174.0,2402816.0,m,karil,420.0,Hexion Specialty Chemicals,St. Johns,B,61107,62.0,United States of America,0.0,O,4.0
Poy1295,,0.0,1-506-342-0828,MD,291845.0,3276957.0,F,Concettina,607.0,Old Republic International,Nashua,,33160,60.0,United States of America,3.0,O,5.0
Nor1296,M,4.0,1-297-444-5533,CO,114680.0,1989523.0,,SASCHA,510.0,,Huntington,,93877,31.0,Canada,4.0,R,1.0
Pre1297,U,,1-797-072-5206,FL,402704.0,3405299.0,,ODELLE,313.0,AGCO,Winnipeg,,44110,98.0,United States of America,1.0,R,7.0
ing1298,S,5.0,1-982-829-3696,ND,176331.0,2615638.0,,Jeniffer,672.0,GameStop,Santa Clara,,85037,81.0,Canada,2.0,O,2.0
YER1299,M,4.0,1-142-222-3994,WA,369094.0,1007245.0,m,Linn,531.0,eBay,Mount Pearl,,91320,45.0,United States of America,0.0,,6.0
Lya1300,M,4.0,1-029-545-3628,MO,13493.0,2654937.0,f,Jean-michel,352.0,Cummins,Baltimore,,48213,26.0,Canada,0.0,O,1.0
Bos1301,U,,1-521-945-7110,VT,353507.0,3834204.0,,Glori,431.0,Systemax,Salem,,92148,25.0,United States of America,3.0,R,3.0
Mcd1302,U,0.0,1-321-041-0384,Ontario,254075.0,1223723.0,,Lizette,413.0,RadioShack,Lincoln,,e7o 1q4,96.0,Canada,,O,9.0
VII1303,S,1.0,1-534-030-4476,WY,312305.0,406806.0,m,Gorde,682.0,Service Enterprise Group,Great Falls,,53759,18.0,United States of America,0.0,O,5.0
her1304,S,3.0,1-053-195-2833,GA,483335.0,839378.0,,keys,487.0,BearingPoint,Paterson,,10068,56.0,United States of America,4.0,O,6.0
May1305,M,5.0,,MS,,414126.0,M,gusta,554.0,Worthington Industries,Toronto,H,74103,49.0,United States of America,,O,7.0
Hal1306,W,5.0,1-877-535-3350,PA,273949.0,3220146.0,m,ihor,552.0,NiSource,Yonkers,,66624,79.0,United States of America,1.0,O,7.0
STE1307,S,0.0,1-254-886-9051,NY,95144.0,1359422.0,F,Suzann,704.0,H.J. Heinz,Coral Springs,,76120,87.0,Canada,4.0,O,1.0
Haa1308,,4.0,1-989-937-7865,MT,145720.0,2734888.0,,Clifton,,Consol Energy,El Monte,,93869,10.0,United States of America,1.0,O,7.0
fle1309,U,3.0,1-169-112-7924,LA,436686.0,1272562.0,,Christoph,477.0,Valero Energy,Dayton,,v6r 1v9,46.0,United States of America,2.0,O,5.0
wal1310,U,5.0,1-299-733-4392,HI,452738.0,,,hellen,329.0,United Services Automobile,Lincoln,H,98148,48.0,United States of America,2.0,O,3.0
mor1311,U,3.0,1-084-315-4415,OH,145288.0,3847425.0,m,elysia,831.0,DRS Technologies,Sherbrooke,,44301,93.0,United States of America,4.0,O,8.0
jan1312,U,1.0,1-414-818-1188,MI,221882.0,3025982.0,M,Martina,620.0,Mueller Water Products,Shreveport,,57702,50.0,United States of America,1.0,R,4.0
van1313,M,3.0,1-983-209-0286,ND,14405.0,2521783.0,,Sharleen,485.0,W.R. Grace,San Diego,,H2e 1v5,31.0,Canada,4.0,R,8.0
Rou1314,M,4.0,1-228-142-7457,GA,491148.0,3003955.0,F,roanne,349.0,Foot Locker,Oxnard,,77119,42.0,United States of America,4.0,O,6.0
TAH1315,U,5.0,1-519-379-3422,AL,439539.0,1528063.0,,ANNET,710.0,Boise Cascade Holdings,Augusta,,14224,41.0,United States of America,3.0,O,4.0
Gli1316,M,3.0,1-009-463-2794,Alberta,464637.0,209853.0,N,Bernice,,Rite Aid,Hartford,,v6s 1r8,33.0,Canada,5.0,U,
Fil1317,M,0.0,1-126-781-5775,IL,364193.0,,m,gavin,392.0,Capital One Financial,Pomona,,V6V 1S4,49.0,United States of America,5.0,O,5.0
De 1318,W,4.0,1-313-460-9270,VT,32958.0,3058804.0,,kalie,354.0,Marshall & Ilsley Corp.,Orange,,19075,4.0,United States of America,4.0,O,
Let1319,U,3.0,1-798-356-4562,TX,82412.0,1606513.0,,monroe,529.0,Mattel,Palmdale,,97208,14.0,United States of America,2.0,U,4.0
Shi1320,M,5.0,1-938-878-2878,OR,288984.0,3540880.0,,LOGAN,509.0,,Salt Lake City,,94319,38.0,United States of America,2.0,,9.0
SHA1321,M,4.0,1-650-311-9912,CT,107831.0,2718726.0,,Shanta,764.0,National Oilwell Varco,Oklahoma City,,y5c 1m8,70.0,United States of America,4.0,O,6.0
Gur1322,S,3.0,1-077-572-2066,SD,84588.0,2710048.0,,Kordula,412.0,Unified Grocers,Tulsa,,A5E 1B1,60.0,Canada,0.0,O,4.0
But1323,M,2.0,1-346-199-2974,OR,426245.0,3592521.0,,libbey,695.0,Northeast Utilities,Ontario,,V5C 1N4,9.0,United States of America,2.0,O,5.0
Rag1324,S,1.0,1-196-113-9442,ND,113699.0,,,Vivianna,391.0,Patterson-UTI Energy,Toledo,,75229,88.0,United States of America,5.0,R,0.0
Ban1325,M,0.0,1-055-835-4448,Manitoba,197182.0,292441.0,M,Ardisj,595.0,Int. Flavors & Fragrances,Lexington,,V6O 1Q7,1.0,United States of America,5.0,R,10.0
Kab1326,W,5.0,1-145-039-7694,Manitoba,386956.0,3654357.0,F,Yovonnda,597.0,Universal Forest Products,Cincinnati,C,M5g 1x5,50.0,United States of America,5.0,R,7.0
CHE1327,M,0.0,1-310-774-3571,NV,225457.0,1100613.0,,OLIVE,555.0,CBS,Indianapolis,,90283,53.0,Canada,3.0,O,6.0
Ude1328,S,3.0,1-340-508-5627,CO,51599.0,1105369.0,F,Muhammad,356.0,,Memphis,,h2f 1v3,47.0,United States of America,1.0,R,3.0
KUH1329,U,2.0,1-664-932-3141,MO,28939.0,482261.0,,Adore,444.0,Ruddick,Manchester,,77293,86.0,United States of America,1.0,,9.0
Moo1330,D,5.0,1-982-742-5390,NM,105731.0,3331401.0,,Makam,529.0,BlackRock,Manchester,C,91171,54.0,United States of America,5.0,U,5.0
has1331,S,4.0,1-524-674-5759,DC,331132.0,72664.0,M,OSIRIS,537.0,Hanesbrands,Dallas,,v6h 1s9,27.0,United States of America,2.0,O,9.0
bho1332,S,5.0,1-017-641-6223,VT,185551.0,1895204.0,f,vilas,317.0,Molina Healthcare,Providence,C,36681,93.0,United States of America,1.0,O,8.0
Pag1333,M,3.0,1-172-121-1695,LA,371975.0,40488.0,F,matelda,434.0,Allstate,Akron,,79953,31.0,United States of America,2.0,,1.0
Van1334,M,3.0,1-559-078-8057,NC,455111.0,3234538.0,f,Arabel,309.0,Biogen Idec,St. Louis,,78231,78.0,United States of America,4.0,R,9.0
Fur1335,U,0.0,1-355-616-0205,UT,313217.0,1927631.0,M,brett,384.0,Deere,Fort Collins,W,77222,35.0,United States of America,1.0,O,9.0
Car1336,U,4.0,1-118-904-8413,OK,185298.0,875273.0,f,Goldia,840.0,Realogy,Las Cruces,,V6b 1p6,19.0,United States of America,5.0,R,4.0
bry1337,M,5.0,1-622-678-7594,WA,228379.0,1800722.0,m,jacklin,469.0,Sprint Nextel,West Valley,,V6L 1S2,72.0,Canada,4.0,R,6.0
Ahm1338,M,2.0,1-706-053-4885,NC,496565.0,2317949.0,,shela,746.0,Sauer-Danfoss,Fort Wayne,,V6q 1s7,38.0,United States of America,1.0,U,8.0
Spe1339,W,0.0,1-745-265-2000,WA,64482.0,3889367.0,,Shane,521.0,Key Energy Services,Winston-Salem,P,h5l 1q1,36.0,United States of America,3.0,O,8.0
God1340,D,3.0,1-855-485-3690,HI,475046.0,63801.0,,LOLLY,843.0,Nalco Holding,Sterling Heights,P,77187,5.0,United States of America,1.0,O,3.0
pla1341,U,,1-487-695-6602,TN,30917.0,2356169.0,M,franklyn,846.0,Delphi,Washington,,27710,59.0,United States of America,4.0,U,3.0
Bar1342,M,4.0,1-716-856-1583,IL,65213.0,1407956.0,,YUEN,426.0,Boise Cascade Holdings,Aurora,X,79952,29.0,United States of America,1.0,O,4.0
rum1343,M,2.0,1-729-421-9684,MT,415653.0,2229772.0,,open,833.0,AMR,Memphis,B,68129,,United States of America,5.0,O,9.0
cud1344,M,1.0,1-463-913-7573,AR,347883.0,3729163.0,,Wally,306.0,Best Buy,Stockton,L,94210,45.0,Canada,2.0,R,3.0
Dem1345,M,4.0,1-110-070-7433,AK,162007.0,803737.0,f,marj,567.0,Bank of America Corp.,New York,,H2e 1u9,38.0,United States of America,0.0,O,10.0
KON1346,S,,1-404-032-5960,MA,427217.0,2638958.0,,Louise,429.0,Schering-Plough,Mesquite,,94443,57.0,United States of America,4.0,O,4.0
MEL1347,M,1.0,1-108-439-5363,Alberta,168549.0,2192090.0,,Jeff,826.0,Dole Food,Las Cruces,,99207,73.0,United States of America,0.0,O,6.0
KER1348,S,,1-353-200-3958,NC,5312.0,980763.0,f,Melissa,433.0,Robert Half International,Inglewood,M,M8b 1v6,76.0,Canada,3.0,R,1.0
Lud1349,,2.0,1-473-053-5437,AZ,105104.0,3242031.0,m,LYNNETT,459.0,Solo Cup,Charlotte,U,V6o 1v3,19.0,United States of America,5.0,O,
Rus1350,U,5.0,1-632-240-0043,HI,408724.0,3150691.0,,NAKINA,610.0,Kroger,Thousand Oaks,,70810,49.0,United States of America,0.0,O,10.0
RAN1351,S,1.0,1-930-346-6944,TX,427367.0,673563.0,F,painterson,367.0,NBTY,Fayetteville,C,M7M 1C2,59.0,Canada,0.0,R,10.0
Nag1352,M,4.0,1-435-651-2948,VA,76414.0,3813942.0,F,Melony,303.0,U.S. Bancorp,Hartford,,38195,,Canada,,O,2.0
ben1353,U,,,AZ,494319.0,3044826.0,,carissa,695.0,Boise,Hialeah,V,98152,26.0,United States of America,0.0,O,2.0
Cra1354,M,4.0,1-322-554-5586,MA,222777.0,1951847.0,f,Wing-man,556.0,Bio-Rad Laboratories,Charleston,S,M5A 1Z6,33.0,United States of America,2.0,O,5.0
Jun1355,S,,,AR,346206.0,436290.0,,Phebe,396.0,Rohm & Haas,Huntington,O,h2d 1u3,96.0,United States of America,3.0,O,5.0
LOV1356,S,2.0,,British Columbia,,553636.0,,RHIANON,635.0,Children's Place Retail Stores,Dover,U,20053,85.0,United States of America,4.0,O,3.0
COL1357,U,1.0,1-591-301-0571,AR,141121.0,575452.0,f,ireland,,First American Corp.,Charlottetown,,06524,32.0,United States of America,0.0,R,5.0
Dav1358,M,0.0,1-214-510-9743,New Brunswick,,3806825.0,f,kayle,840.0,Enterprise GP Holdings,St. Louis,,v6p 1w5,76.0,United States of America,1.0,U,0.0
per1359,U,2.0,1-190-665-6416,MD,389185.0,2216247.0,f,josanne,531.0,Apache,Boston,E,85265,3.0,United States of America,1.0,U,5.0
nau1360,M,3.0,1-793-543-7082,Ontario,159885.0,1694250.0,M,YUNG,707.0,United Natural Foods,Santa Clara,,78727,64.0,Canada,3.0,O,1.0
MIL1361,,2.0,1-760-939-3847,NY,390567.0,628762.0,,Alecia,532.0,SunTrust Banks,Garland,O,10013,24.0,United States of America,3.0,U,6.0
med1362,U,3.0,1-776-712-0194,GA,452925.0,,f,berny,418.0,Hertz Global Holdings,Raleigh,,91154,94.0,Canada,4.0,O,3.0
NAL1363,M,2.0,1-758-505-7440,Saskatchewan,61077.0,2427341.0,,Louise,,Lexmark International,Tacoma,,55419,4.0,Canada,3.0,O,1.0
COL1364,W,0.0,1-571-177-6873,CT,238619.0,1660523.0,,Marget,766.0,Sealed Air,San Buenaventura,,E7o 1k5,69.0,Canada,2.0,O,4.0
ott1365,D,2.0,1-125-481-4991,KY,53018.0,1659566.0,,KITT,701.0,Oneok,Bakersfield,H,33310,16.0,United States of America,,U,3.0
mch1366,M,4.0,1-563-310-3701,IA,,2509452.0,m,Ariella,753.0,Consol Energy,Topeka,,90153,0.0,United States of America,5.0,O,5.0
las1367,S,2.0,1-986-914-1444,Alberta,282154.0,154720.0,,dorene,634.0,Domtar,Sydney,U,38173,95.0,United States of America,1.0,O,7.0
Gil1368,M,4.0,1-871-341-9058,TX,294569.0,,,josie,597.0,Assurant,Miami,Z,h2a 1v8,,United States of America,0.0,U,1.0
hob1369,,4.0,1-151-327-5088,NE,450732.0,813623.0,,ENRIKA,780.0,Walgreen,Stamford,A,29419,2.0,United States of America,0.0,O,8.0
Len1370,M,2.0,1-669-076-1468,SD,418314.0,919479.0,m,Maddy,636.0,Republic Services,Springfield,,43219,37.0,United States of America,2.0,O,7.0
toh1371,D,4.0,1-625-594-7679,Quebec,144923.0,409447.0,F,JOICE,528.0,Health Net,Baton Rouge,V,90776,68.0,United States of America,0.0,,8.0
Prz1372,M,2.0,,WA,220757.0,2559343.0,F,ABDALLAH,728.0,SLM,Montgomery,W,63165,32.0,United States of America,0.0,R,4.0
Sho1373,M,3.0,,WI,480795.0,1511125.0,,Tisha,684.0,E*Trade Financial,St. Petersburg,I,19235,16.0,United States of America,2.0,O,1.0
Smo1374,S,1.0,1-922-083-0358,ME,,49538.0,M,rosie,545.0,Northern Trust Corp.,Jackson,,72213,2.0,United States of America,1.0,O,5.0
BAD1375,U,1.0,1-517-839-8397,SD,15247.0,393218.0,,Howard,775.0,Centex,San Buenaventura,,M9f 1s4,9.0,United States of America,5.0,U,6.0
Mon1376,S,0.0,,SD,404998.0,1803483.0,M,JOY,545.0,Vishay Intertechnology,Inglewood,T,92050,88.0,United States of America,3.0,,3.0
Gos1377,U,2.0,,British Columbia,251437.0,2198139.0,m,Ashil,687.0,,Hamilton,,23465,13.0,United States of America,0.0,R,9.0
PAG1378,M,4.0,1-787-234-7410,MO,455100.0,2949084.0,,Hennrietta,,Scana,Atlanta,,v5b 1n5,43.0,United States of America,0.0,O,5.0
Leh1379,M,4.0,1-916-277-4251,AK,242398.0,3498191.0,m,Collie,440.0,Procter & Gamble,Erie,,60748,62.0,United States of America,4.0,U,10.0
Wai1380,M,3.0,1-850-887-5740,ID,350069.0,2782578.0,F,Alison,682.0,Molina Healthcare,Augusta,,64134,29.0,United States of America,3.0,R,3.0
Wol1381,U,0.0,1-394-234-6526,IN,203702.0,2885533.0,,Enzo,735.0,Apollo Group,Bellevue,J,81003,93.0,United States of America,3.0,O,0.0
LON1382,D,0.0,1-102-557-8590,NE,57109.0,2512324.0,m,Gussie,412.0,Hawaiian Electric Industries,Chicago,,36102,33.0,United States of America,3.0,O,5.0
Fur1383,M,4.0,1-571-230-4321,WV,322979.0,1479245.0,,Marylou,572.0,Erie Insurance Group,Oxnard,,76003,30.0,United States of America,5.0,O,10.0
The1384,M,3.0,1-970-909-0899,WY,328551.0,298187.0,,Fotini,809.0,Pentair,Montreal,,19240,7.0,Canada,2.0,R,1.0
wat1385,W,3.0,1-401-624-1316,Alberta,499460.0,3586500.0,M,Arabelle,808.0,Schnitzer Steel Industries,Chula Vista,,93808,100.0,Canada,0.0,U,
Haw1386,M,2.0,1-128-585-2395,RI,131356.0,3992559.0,,Roby,841.0,Wendy's/Arby's Group,Columbia,,V6l 1r5,81.0,United States of America,2.0,O,7.0
